0.0012128+2.7112e-05i,0.001505-0.0021649i,-0.00010503-0.0047163i,-0.0032033-0.0041654i,-0.0047831-0.0012653i,-0.0038578+0.00089298i,-0.00074207+0.0020518i,0.00089843+0.0017107i,0.00066241+0.00025459i,0.0010138-0.00081157i,0.0010066-0.00080944i,-7.791e-05-0.00074645i,-0.00050607-0.0003936i,6.315e-05-0.00012214i,8.8428e-05-0.00013964i,-0.00026252+7.0437e-05i,-6.3202e-05+0.00031123i,-0.00028169+0.00073295i,7.0862e-05+0.00060945i,5.3863e-06+3.6182e-05i,-0.00018159-0.00035039i,0.00066076-0.00082851i,0.00060167-0.00027014i
-0.00013848+0.00076307i,0.00054389+0.00015895i,-0.00013455-0.00037618i,5.9018e-05-0.00030202i,-0.00052851-8.0339e-05i,-0.0006784-0.0013356i,-0.00010463-0.0025816i,-0.00035909-0.0016055i,-0.00070405+0.00030312i,-0.00058523+0.00035781i,-1.5775e-05-0.00070695i,3.2255e-05-0.0015494i,0.00024013-0.0014548i,0.00019823-0.00054701i,-0.00067378+2.3106e-05i,-0.00083476+0.00033632i,-0.00013118+0.00054091i,2.0818e-05+0.00013262i,-0.00053908+0.000141i,-0.00060962+0.0003669i,-0.00039794+8.1197e-05i,-0.00016294-0.00013136i,0.0004573+8.7023e-05i
-0.0012754+0.00075701i,-0.0011091+0.00032562i,-0.00078613+0.00048688i,-0.0017204+9.6995e-05i,-0.0010639-0.00080313i,0.00069475-0.0017937i,0.00057927-0.0017579i,-2.3386e-05-0.00080127i,0.00050302-2.1739e-05i,0.00045825-4.1809e-05i,0.0009644+0.00021778i,0.00065939-0.00031247i,-0.00049295-0.00062929i,-0.00044845-8.4669e-05i,0.00010983-9.5382e-05i,-0.00022734+0.00062782i,-0.00078737+0.00087601i,-0.00048096-0.00041092i,-0.00051-0.00084129i,-0.00081976-0.00054073i,-0.00010171-0.00018409i,0.00044457-0.00044287i,0.00059859-0.001203i
0.00075258+0.00047207i,0.00024173-0.00084343i,-0.00035216-0.0017875i,-0.0014032-0.0010843i,-0.0017295-0.00069609i,-0.0011338-0.0010121i,-0.00011974-0.0014124i,-0.00011069-0.0015526i,3.5126e-05-0.0010818i,0.00048124-0.00075884i,0.0004244-0.0006033i,0.00020854-0.00043123i,-0.00045379-5.6004e-05i,-0.0012055+0.00073958i,-0.0012079+0.0010709i,-0.0010304+0.00105i,-0.001076+0.00092071i,-0.00088647+0.0010394i,5.7885e-06+0.0010664i,0.00025893+0.00060975i,0.00012362-1.5773e-05i,0.00047623+0.00020835i,0.00041656+9.9327e-06i
0.0025981-0.0022513i,0.0020374-0.002946i,-0.00032119-0.0027498i,-0.0020008-0.001269i,-0.0021489-0.0006791i,-0.00092336-0.00079156i,-0.00022373-0.00038835i,-7.7046e-05+0.00027177i,-0.00026762+4.2653e-05i,-0.00048436-0.00017446i,-0.00053536+0.00072725i,-0.00020484+0.00049732i,0.00052095-3.963e-05i,0.00068747+0.0001093i,9.8303e-05-3.0442e-05i,0.00013283+1.064e-05i,0.00084138+0.00035615i,0.00081541+7.1747e-05i,0.00034178-0.00044109i,0.00042682-0.00040411i,0.00012943-0.00078198i,3.2025e-06-0.00067336i,-0.00016041+1.3944e-05i
-0.00020038-0.0011067i,0.00011575-0.00088335i,-0.0014102-0.0010628i,-0.0027226-0.00057207i,-0.0023924+0.00069542i,-0.00084604+0.00066826i,-9.9046e-05-6.1648e-05i,-0.00055492-0.00013509i,8.1826e-05+3.2116e-05i,0.00053227-0.00060023i,-0.00011917-0.00078187i,-0.00017108-0.00059811i,0.00059386-0.00023589i,0.000869-0.00018635i,0.00076918-0.00059936i,0.00052808-0.00082364i,-0.00012733-0.00087544i,-0.00046174-0.00019552i,0.00016994+0.00012193i,0.00064284-0.00053849i,0.00033481-0.00070053i,0.00047563-0.0006013i,-4.3493e-05-0.00052196i
-0.00090438+0.00053523i,-0.0012655+9.8605e-05i,-0.0015063-0.00044672i,-0.0016135-2.2254e-05i,-0.001309+0.00027246i,-0.00062746-0.00066442i,9.224e-05-0.00092988i,5.296e-05-0.00019489i,7.5779e-05+0.0002585i,0.00042574+0.00061847i,0.00049166+0.00090456i,0.0007683+0.0010442i,-7.2249e-05+0.0005544i,-0.00069559+0.00013453i,9.8408e-05+0.00019676i,-0.0007444+0.00061537i,-0.0017313+0.0010033i,-0.0013508+0.00010457i,-0.00038388+4.479e-05i,0.00023296+0.00023067i,-0.00018753-0.00056555i,-0.00018139-0.00038683i,0.00041947+0.00026969i
0.00083962+0.0023254i,0.0015359+0.0010939i,0.0011749+0.00063231i,-0.00076898-3.5178e-05i,-0.0018717-0.00037782i,-0.0014537-0.0004216i,-0.00075963-0.0010605i,-0.00047582-0.00086361i,-0.0008953+0.00059323i,-0.00069493+0.00079191i,-0.00015263+0.00014293i,-0.00032907+0.00032153i,-5.6639e-05+0.00027823i,-0.00036316-0.00021506i,-0.0016019+0.00018311i,-0.0013854+0.00072808i,-0.00057568+0.00066944i,-0.00062401+0.00035097i,-0.00039433+0.00030278i,8.4573e-05+0.00034791i,0.00011264+0.00069721i,-0.00036259+0.0002262i,-9.3853e-05-0.00073533i
-0.0016241+0.00054174i,-0.0023348-0.00047255i,-0.001232-0.00045961i,-0.0013381-0.00085023i,-0.0013524-0.00117i,-0.00036691-0.00061545i,-0.00025411-0.00054691i,-0.00050415-0.00012647i,-0.00042258+0.00013966i,6.7228e-06-0.00083255i,2.9366e-05-0.0013018i,-0.00012565-0.00079288i,0.000141-0.00050728i,-0.0004139-0.00041283i,-0.0010853-0.00010903i,-0.00051502-0.0002894i,0.00038314-0.00061708i,0.00030496-0.00062388i,0.00041511-2.9513e-05i,0.00028759+0.00024449i,-0.00026554-0.00016969i,-0.00025163-0.00037979i,0.00034067-0.00044261i
0.00084475-0.00085946i,-0.00037939-0.0024231i,-0.0013263-0.0028467i,-0.0017126-0.0019777i,-0.0010786-0.00076231i,-9.534e-05-0.0010106i,0.00042874-0.0014636i,0.0010035-0.0010426i,0.00099538-0.00032935i,0.00041741+0.00017598i,1.151e-05+8.2999e-05i,-0.00051761-2.6316e-05i,-0.00032133+0.00015928i,-0.0002061-0.00027956i,0.00032447-0.00055806i,0.0005771+8.7026e-05i,0.00011001+0.0004003i,-5.5953e-05+0.00016008i,-0.00056059+0.00024338i,-0.00072886+0.00040183i,-0.00081237+0.00058504i,-0.00048234+0.0006694i,-0.0002025+0.00046231i
-0.00019315-0.00034374i,-0.00072353-0.00077329i,-0.0021191-0.001391i,-0.003441-0.0010046i,-0.0022983+0.00018951i,-0.00061441-9.7608e-05i,0.00015212-0.0016264i,-0.00031218-0.001141i,-0.00065538-2.451e-05i,-0.0001669+0.00037479i,-0.00043296+0.00017515i,-0.00038072-7.336e-05i,-0.00027021-0.00035563i,-0.00074518-0.00025344i,-0.0013286+0.00023901i,-0.00111+0.0010907i,-1.6843e-05+0.0011205i,0.00067835+0.00068843i,0.00087366-0.00027852i,7.5181e-06-0.0012255i,-0.00082351-0.00064123i,-0.00077406+8.2085e-05i,-0.00040665+6.9085e-05i
-0.0010909-0.0030297i,-0.0014078-0.003177i,-0.0023655-0.0024131i,-0.0034307-0.0010674i,-0.0026673-2.352e-05i,-0.00047747+0.00012668i,0.00021317-0.00025187i,0.00022611-0.00017971i,0.00070732+0.00037756i,0.0008559+0.00044464i,0.00077581+0.00087471i,0.00026208-0.00022218i,0.00074281-0.0010419i,0.0014756-0.0001274i,0.0012102-4.9839e-05i,0.00080381-5.9785e-05i,0.00082903+2.0193e-05i,0.00078453+0.00050445i,0.00013205+0.00095787i,-0.00043381+0.00046309i,-0.0010406-0.00010113i,-0.00095035-0.0002326i,-0.0003444-4.7447e-05i
0.002283-0.00068845i,0.0021657-0.0018608i,0.00046593-0.0018735i,-0.0014467-0.0012388i,-0.0022798-0.00053897i,-0.0018305-0.00022012i,-0.00083473-0.00039467i,-9.4727e-05-6.3994e-05i,0.00055174-6.5549e-06i,0.00021119-0.00026737i,-0.00040333-0.0002014i,-0.00027758-4.0279e-05i,-0.00018518+0.0001117i,-0.00042447+0.00021467i,-0.00084569+0.00081386i,-0.00052595+0.00056657i,-0.00029343+6.889e-05i,-0.00074819+0.00021433i,-0.00025311+3.1146e-05i,0.00033941-6.199e-05i,0.00024066+7.4316e-05i,0.00065612+0.0004132i,0.0010287+0.00097812i
0.00086442+6.7566e-05i,0.0010503-0.00056846i,0.00015723-0.0011441i,-0.0013553-0.0012203i,-0.00094505-0.00028101i,0.00027073+0.00028633i,0.00025776+0.00061497i,-2.4507e-05+0.00035464i,-0.00030173-0.00036077i,0.00027286-0.0012318i,0.00026148-0.0013762i,-0.00042451-0.00061371i,-0.00094249-0.00025044i,-0.0011297+0.00036453i,-0.00090538-9.1758e-05i,-0.00022659-8.1565e-05i,4.5448e-05+0.00025555i,-0.00015024+0.00044464i,-0.00032746-0.00039335i,-0.00047946-0.0011226i,-0.00067133-0.00047807i,-0.00045466+0.00026428i,0.00047539+0.0003341i
-8.013e-05+0.00068631i,-0.00044338-0.0002814i,-0.00131-0.00050326i,-0.0016062-0.00026397i,-0.0010752-0.00032943i,-0.00015327-0.0012266i,-0.00044931-0.0021451i,-0.0007669-0.0018496i,-0.00040469-0.0009815i,-0.00060005-0.00054755i,-0.00086405+1.1036e-05i,-0.0013816+0.00018348i,-0.0018073-0.00087611i,-0.00045129-0.0012252i,0.00075894-0.0010728i,-8.817e-05-0.00049135i,-0.00062343+0.00018277i,0.00035299+9.3725e-05i,0.00061362-0.00020831i,0.00063673-0.00020537i,0.00084554+0.00016693i,0.00069889-2.9238e-05i,0.00051132-0.00088318i
0.0020033+0.00020491i,0.0015058-0.00022432i,0.0003188-0.00073781i,-0.0012733-0.00088619i,-0.0021224-0.0010646i,-0.00084209-0.0015964i,0.00017458-0.0021544i,0.00014088-0.0011459i,0.00036472+0.00011254i,0.00025733+0.00045135i,-0.00021412+0.00015803i,-0.0011418-0.00024741i,-0.0012658-0.00018326i,-0.00089291+0.00039304i,-0.0015137+0.0012494i,-0.0009872+0.0015263i,0.00033302+0.00050444i,0.0003413-0.00084212i,4.1196e-05-0.00022195i,-0.00011069+0.00023233i,0.00048038+0.00024579i,0.00091521+0.00059959i,-8.8131e-05-0.00011571i
-0.00073801+0.00011603i,-0.00023404-0.00048309i,-0.00054492-0.0013119i,-0.0012296-0.0011391i,-0.001398-0.00055997i,-0.00053265-0.00045456i,0.00063159-0.00074691i,0.00091938-0.00085581i,0.00042949-0.00036033i,-0.00051595+0.00020118i,-0.00072754+0.0013375i,0.00055683+0.0013385i,0.00066385+0.00010035i,-0.00032451-0.0009275i,-0.00074825-0.00081352i,-0.00039816-0.00058384i,-0.00010013-0.00060048i,-4.3204e-05-3.6449e-05i,0.00072954-2.4719e-05i,0.00099665-1.6155e-05i,-0.00021837+0.00040844i,-0.00066595+0.00091393i,0.00010919+0.0012399i
-9.6136e-05-0.0012426i,-0.0004288-0.0018407i,-0.0012459-0.0024036i,-0.0027106-0.0019465i,-0.0026975-0.00064274i,-0.0014366-0.00017363i,-0.00054752-0.00039753i,-0.0007193+8.97e-05i,-0.00039657+0.00075519i,0.00013272+0.0011564i,-0.00025096+0.00093936i,-0.00039084+0.0002992i,0.00018863-0.00049353i,0.0010021-0.00050349i,0.00038869-0.00030553i,-3.6779e-05-0.00024986i,0.00036374+0.00018568i,0.00045154+0.0011305i,0.00015064+0.0016772i,-0.00037554+0.0011209i,-0.00049405-3.6733e-05i,-0.00051075-0.00053905i,-0.00026518-7.9542e-05i
-1.305e-05+0.001982i,0.00017112+0.0015089i,-0.00027194+0.00014871i,-0.0014957-0.00072955i,-0.0021507-0.00055975i,-0.0012325-0.00018544i,-0.00056165-0.0002961i,-0.00025988-0.00077883i,-0.00024401-0.00046309i,-9.3842e-05-0.00020435i,-7.8997e-05+0.00026263i,-7.8811e-06+0.00044663i,0.00041075-4.3615e-05i,0.00018488+0.00025153i,-0.00013116+0.00068457i,9.167e-05+0.00035147i,0.00018809+0.00031388i,0.00032882+0.00035554i,0.00025717+0.00028425i,0.00045885-0.00012357i,-0.0002244-0.00017i,-0.00020256-3.6661e-06i,0.00093321+0.00019751i
-0.00043849-0.00092771i,-0.0013601-0.0021046i,-0.0019552-0.0022893i,-0.0014935-0.00083375i,-0.0010399-2.6409e-05i,-0.000483-0.00050667i,1.0384e-05-0.00043107i,-0.00030921-0.00037619i,-0.00037811-6.2479e-05i,-0.00028544+0.00035771i,-0.00041788+0.0001367i,-0.00079864+0.00027542i,-0.0012102+3.855e-05i,-0.00069713+0.00014163i,-0.00048504+0.0012706i,-0.00047612+0.0010531i,-0.00015571-2.003e-05i,0.00023355+0.00029192i,-3.1356e-05+0.00095999i,-0.0011653+0.00035006i,-0.00071135+0.00020219i,-0.00031968+0.00055504i,-0.00081051+0.00014693i
0.0014422+0.00084977i,0.001216-0.00055033i,0.00038109-0.001054i,-0.0010834-0.00063131i,-0.00085916-0.00025763i,1.7725e-05+0.00012962i,-1.7487e-05-0.00024783i,0.00027352-0.00054141i,0.0002329-0.00010415i,-0.00070095-0.00022941i,-0.00080314-0.00057095i,-0.00013996-0.00028934i,-0.00032257+0.00023324i,-0.001221+2.4119e-05i,-0.0013331-5.391e-05i,-0.0011932-0.00024733i,-0.00060126-0.0003853i,-3.5241e-05+2.5999e-05i,0.00041522-0.00012732i,0.00099749+6.2266e-05i,0.001005+0.00045044i,0.00063873+0.00011148i,0.00010602-0.00059787i
-0.00022776+2.9345e-05i,-0.00077235+0.00064266i,-0.0019405-0.00048765i,-0.0028032-0.0011742i,-0.0024589-0.00086034i,-0.0015468-0.0015193i,-0.00063718-0.0018698i,-0.0003922-0.001104i,-0.0011397-0.00024012i,-0.0011152+0.00014338i,-0.00028792+0.00054581i,0.00034847+0.00062812i,0.00065002+5.0244e-05i,0.00031786+0.00077984i,-0.00098351+0.0010459i,-0.0012971-5.0995e-05i,-0.00066803-0.0004901i,-0.00072227-4.7843e-05i,-0.00053687-0.00038087i,0.0001184-0.00083394i,-0.00041585-0.00037593i,-0.00075614+0.00036845i,-9.7685e-05+0.0007578i
0.0014081-0.0011922i,-7.241e-05-0.0035871i,-0.0017209-0.0051963i,-0.0034231-0.0038275i,-0.0028356-0.0016596i,-0.00091631-0.00036383i,0.00012771-0.00042487i,0.00038591-0.0003953i,0.00050785-9.087e-05i,-0.00022572-0.00026352i,-0.00093387+0.0002808i,-0.00041741+0.0013466i,-0.00026876+0.0014455i,-0.000806+0.0015054i,-0.0015187+0.0021928i,-0.0012049+0.0020681i,-0.0010483+0.001003i,-0.00079635+3.7532e-05i,9.0711e-05+0.00017772i,0.00066144+0.00072827i,0.00074614-4.7848e-05i,0.00056025-0.00024085i,0.0002071+0.00024036i
-0.0024706+2.7524e-07i,-0.0011677+0.00079832i,-0.00084056+0.0012026i,-0.001832+0.00050107i,-0.0017294+0.00015811i,-7.8409e-05-0.00066154i,0.00060537-0.002336i,0.00017797-0.002532i,-0.0001538-0.0011377i,0.00018165-0.00061096i,0.0010069-0.00024927i,0.00066789+0.00026153i,-0.00070029-0.00047671i,-0.00084757-0.0013673i,0.00012165-0.0011927i,-7.7275e-05-0.00023356i,0.00019517+0.00015782i,0.00038404-7.5673e-06i,-3.9751e-05-7.7326e-05i,-6.02e-05-0.00026636i,-0.00020074-2.105e-05i,-0.00058027+0.00032529i,-0.00042786+0.00039068i
0.0018601+0.0002768i,0.0016535+0.00041813i,0.00040336-0.00059375i,-0.0011073-0.0011137i,-0.0013089-0.00049944i,-0.00036468-0.00046809i,-0.00040997-0.00075602i,-0.00051717-0.00045043i,-0.00015432-0.00057226i,0.00040147+0.00016914i,-0.00022671+0.00097988i,-0.0010142+0.00033322i,-0.0008286+1.6964e-05i,-0.00061313+0.00013401i,-0.00023849+0.00030463i,0.00015929+6.0407e-05i,1.6497e-05-3.4324e-05i,-0.00037831+4.4455e-05i,-0.00012824+0.00035349i,-0.00042108+0.0006188i,-0.00058123-0.00012739i,0.00011796-0.00097548i,0.00085952-0.00033078i
0.0017026-0.0006311i,0.0013873-0.0014901i,2.5431e-05-0.0020773i,-0.000379-0.0018908i,0.00027191-0.00063208i,0.00062614-0.00019945i,0.00085815-9.3968e-05i,0.00054417+0.00055524i,-0.00025764+0.00059231i,-0.00072751+0.00026282i,-0.00094509-0.00029906i,-0.00074956-0.00025636i,-0.00022789+0.00011845i,-0.00032915-0.00051016i,-0.0009953-0.00092983i,-0.0014547-0.0007346i,-0.0015846-0.00025952i,-0.00073474-0.0001164i,-0.00030827+2.8037e-05i,-0.00013835+0.00033843i,-5.3156e-05+0.0002216i,-0.00058027+0.00068042i,-0.00039596+0.00043346i
0.00047448+0.0011439i,0.0003168+0.0013791i,-0.00011643+0.00081634i,-0.0005503-0.00035483i,-0.00086074-0.00035412i,-0.00083355+4.194e-05i,-0.0012144-0.00063851i,-0.0013809-0.00045364i,-0.0010916-0.00019757i,-0.0011143-0.0007757i,-0.00087264+0.00011213i,-0.00054491+0.0010343i,-0.00030906+0.00071072i,-0.00035176-0.0003505i,-0.00043625-0.00045627i,3.7568e-05+0.00027007i,0.00010873+0.00057999i,-0.00024677+0.0012902i,1.9833e-05+0.0013886i,0.00059175+0.0010817i,0.00048223+0.00037341i,-2.6813e-05+9.0097e-05i,0.00048001+0.00090119i
0.0011072+0.00090599i,0.001784-0.00025901i,0.00035117-0.001376i,-0.0017407-0.0016776i,-0.0020024-0.0016813i,-0.0019069-0.0018024i,-0.0018416-0.0013233i,-0.0012171-5.6687e-05i,-0.00045755+0.00045896i,0.00016732+1.3157e-05i,-0.00024293-0.0002309i,-0.00040128-0.00064075i,-0.00053838+0.00034496i,-0.0011719+0.00077239i,-0.0011081-0.00037675i,-0.0007537-0.00066428i,-7.1124e-05+3.3515e-05i,0.00020402+0.0010862i,-0.00017323+0.0018412i,0.00039827+0.0017355i,0.0007543+0.0010287i,0.00042424+0.00054825i,-0.00025577+0.00023499i
-0.00086177-0.0007798i,-0.0018477-0.001145i,-0.002832-0.0015106i,-0.0027443-0.0012126i,-0.0018714-0.00036943i,-0.00078508+0.00015888i,-0.00048979+0.00025429i,-0.00057296+8.8e-05i,0.00017478+0.00034539i,0.00075159+0.00031269i,0.00017528-7.3156e-05i,-0.00012071+0.0005675i,0.00039182+0.0010946i,0.00082988+0.00065686i,7.739e-05+0.00053601i,-0.00031096+0.00017979i,7.4818e-05-0.00030728i,0.00051077-0.00032182i,0.00070158-0.00053618i,0.00038003-0.00066477i,4.3129e-05-0.00057003i,0.00023098-0.00066406i,0.00029242-0.00085634i
0.0022478-0.00033667i,0.00071841-0.0011148i,-0.001184-0.00095915i,-0.0017154-0.0011156i,-0.0010129-0.0016342i,-0.00064362-0.00070297i,-0.00046149-0.00049404i,0.00056534-0.00032913i,0.00032142-8.5208e-06i,-0.0007107+5.4362e-05i,-0.00059913-0.00055192i,-0.00035018-0.00082367i,-0.00013119-0.00060082i,-0.00054137-0.00016378i,-0.0010644+0.00087949i,-0.00013339+0.0013675i,0.0007461+0.00097941i,0.00025031+0.00052231i,4.6491e-05-0.00015471i,0.00040376-0.00083384i,0.00037781-0.00099945i,0.00056342-0.00087869i,0.0002507-0.0013114i
0.00043893-0.0033832i,-0.00079389-0.0029704i,-0.0015126-0.0037462i,-0.0019997-0.0023139i,-0.0028476+6.5096e-05i,-0.0019701+0.0012596i,-0.00060509+0.0008554i,0.00017667-0.0003688i,0.00072683-0.00039236i,0.00014356-0.00029399i,-0.00069943-0.00012589i,-0.00026965+0.00029695i,0.00068975+0.00015434i,0.00095721-8.873e-05i,0.00013229+0.00085683i,-0.0003523+0.0012998i,-0.00028717+0.00056705i,-0.00018995+0.00062022i,-0.00021422+0.0010659i,-0.00030255+0.00062495i,0.00017312-0.00021087i,0.0011604-0.00095634i,0.0012945-0.00073537i
0.00033915-0.0023955i,-0.00079832-0.0026735i,-0.001832-0.002386i,-0.0024515-0.00087492i,-0.0022954-0.00015015i,-0.00068216-0.00030826i,0.00071934+3.4294e-05i,0.0009146+0.00018342i,0.00046019+0.00034258i,4.7119e-05+0.00037597i,-0.00027369-2.8352e-05i,-0.00017835+0.00013561i,0.00084219-0.00014908i,0.001144-0.00037119i,0.00085415+0.00028416i,0.00011902+0.00098113i,-0.0011255+0.00072933i,-0.0010411-0.00037609i,-0.0007056-0.00062046i,-0.00026521-0.00021343i,-5.9951e-05-0.00022398i,-0.00064729-0.00083226i,-0.00010559-0.0011246i
0.0012169-0.0020673i,0.00045893-0.0027604i,-0.0020952-0.0023324i,-0.002666-0.00069262i,-0.0015901+0.00015622i,-0.00036442+0.00027867i,0.00038989+0.00023308i,0.00012737-0.0001866i,-0.00041624+0.00024401i,-0.0011444+0.00021299i,-0.0015342-0.00017124i,-0.0011223+3.1877e-05i,-0.00092122+0.00024676i,-0.00039833+0.00070425i,-0.00025778+0.00087129i,-0.00066516+0.00031369i,-0.00096937-0.0002877i,-0.00065512-0.00057428i,0.0003404-0.00041879i,4.3775e-05-0.00022042i,-0.00074929-0.00016451i,-0.00070122-0.00010678i,-0.0007285+0.00048539i
8.5724e-05-0.003084i,-0.00068561-0.0032237i,-0.0016952-0.0023145i,-0.0021138-0.0018681i,-0.001481-0.00087281i,-0.00092847-0.00011541i,-0.00059138+0.00029411i,-0.0004372+7.1534e-05i,-0.00064921-0.001021i,-0.0009775-0.0012595i,-0.00079222-0.00077917i,-0.00057265-0.00012525i,0.00070637+0.00098584i,0.0015354+0.0014074i,0.0006715+0.0011122i,0.00025212+0.00093185i,0.0007546+0.00026286i,0.00084593+1.6428e-06i,0.00059374-6.2843e-06i,0.00064308-0.0012206i,-0.00038988-0.0014137i,-0.0012797-0.00090019i,-0.0010436-0.0011251i
0.0016439-0.00037107i,-0.00061905-0.00089978i,-0.0018298-0.001397i,-0.0022242-0.0021773i,-0.002266-0.00152i,-0.0011046-0.00056874i,-0.00041678-0.00073061i,-0.000779-0.00084208i,-0.00087096-0.00062754i,-0.00067078-9.3875e-05i,-0.00084348+5.9719e-05i,-0.00099361+0.0001999i,-0.0011458+0.00027673i,-0.00068401-0.00056121i,3.466e-06+3.0229e-05i,-0.00010576+0.00090785i,-0.00078185+0.0010796i,-0.0015562+0.0007961i,-0.0012803+0.00059094i,-0.00049261+8.0132e-05i,-0.00023505-0.00025041i,-0.00065026-0.00027112i,-7.2473e-05-0.00047302i
0.0012308-0.00028621i,0.0012753-0.0010587i,0.0011126-0.0024601i,0.00036179-0.0019846i,-0.00050017-0.0013991i,-5.844e-05-0.00088429i,0.0001645-6.9394e-05i,-0.00015814-0.00021591i,0.00026502-0.00034702i,-0.00047717-0.00061239i,-0.0015814-0.00087847i,-0.0018368-0.00038364i,-0.0019041-5.5789e-05i,-0.0014012+0.00027776i,-0.00084598+0.00023521i,-0.00033059-0.0004779i,0.00087466-0.00059372i,0.0013153+0.00020926i,0.00055674+7.1588e-05i,-0.00016913-0.00045515i,0.00011786+4.106e-05i,0.00060377+0.00013756i,0.00041817-0.00072297i
-0.00076443-0.0015177i,-0.00062655-0.001238i,-0.00052925-0.0018391i,-0.0019457-0.0012945i,-0.0031147-8.2173e-05i,-0.0020336+0.00028535i,-0.00084453-0.00012262i,-1.0275e-05-0.00024296i,5.6554e-06-0.00016488i,6.5717e-05+0.00023177i,0.00018082+0.00043294i,-0.00019363+0.00032061i,-0.00050526+0.00079391i,-0.00036783+0.0014852i,-0.00021964+0.001709i,-0.00030867+0.00095883i,-0.00040849+0.00012007i,-0.00066252+3.3201e-05i,-0.00072955+0.00066508i,-0.00064966+0.00076599i,-0.00022021-0.00044104i,0.00022349-0.0007736i,-0.00029519-6.4234e-05i
-0.00037549-0.0030916i,-0.0016402-0.002786i,-0.0032702-0.0026432i,-0.0044182-0.0013153i,-0.0038351+0.0001395i,-0.0015188+0.0002183i,7.1723e-05-0.00076033i,0.00070018-0.0011489i,0.00024957-0.00045079i,-0.00082961-0.00029388i,-0.00055397-0.00044329i,0.00037157-0.00031038i,0.00076437-0.0001989i,0.00079615+9.4861e-05i,0.00063691+0.00015405i,-0.000132-4.3705e-06i,-0.00039706+0.00017012i,-4.3369e-05+0.00094576i,0.00029627+0.0013896i,7.9657e-05+0.00083806i,-0.00022664+0.00089717i,-0.00041994+0.00064061i,-0.0003236+7.9219e-05i
0.00074103+0.0012977i,0.0014616-0.00035978i,0.0016717-0.0020658i,0.00030014-0.0014786i,-0.0013781-0.0005079i,-0.00094312-0.00092653i,-0.00030546-0.00099924i,-0.00031102-0.00070813i,0.00018975-0.00096171i,0.00029562-8.59e-05i,-5.3835e-05+4.4972e-06i,0.00043099-0.00037828i,0.00012304-0.00010937i,-0.00036535-0.00025014i,-3.7559e-05-0.00058713i,0.00029202-0.001011i,0.00049198-0.0010766i,0.00058795-0.00033037i,0.00016377+0.00036371i,-3.0049e-05+0.00036314i,0.00028547+0.00022227i,-0.00024471-0.00020158i,-0.00080097-0.00073891i
-0.00024994-0.0015837i,-0.00091476-0.0020674i,-0.0019525-0.0015516i,-0.0027768-0.00092451i,-0.0020505-0.0011904i,-0.00015794-0.0012106i,0.00035444-0.00052653i,0.00014458-0.00062601i,-0.00017802-0.00051995i,-0.00075036+0.00081756i,-0.00057983+0.00098238i,0.00064468+0.0002169i,0.00071961+0.00041291i,0.00076906+0.00056104i,0.00059588+5.8434e-06i,-0.0002739-0.00028149i,-0.00030521+9.6339e-05i,-0.00055203+0.00015678i,-0.00068216+0.00056196i,-3.5021e-05+0.0010341i,-0.00035727+0.00042764i,-0.0015263-0.00013387i,-0.0011838-0.00050512i
0.00089869-0.00043252i,0.00037476-0.0013351i,-0.0011073-0.0019386i,-0.0016819-0.0015025i,-0.0015402-0.00073358i,-0.0005062-0.0012175i,1.5419e-05-0.0014066i,-0.00013699-0.000622i,-0.00033982+0.00029177i,-0.0001082+0.00037182i,0.00013974-0.0001401i,0.00010144-0.00040784i,-0.00053736+0.00023858i,-0.00052629+0.00013988i,0.00029357-0.00011939i,0.00032083+0.00022379i,6.4044e-05+0.00049907i,-5.5555e-05+0.00088877i,-0.00031816+0.0011799i,-2.6622e-05+0.00083414i,-8.2217e-05+0.0005492i,-0.0010085-0.00023111i,-0.00034937-0.0015604i
-0.0010146-0.00095527i,-0.0011216-0.0017957i,-0.0012694-0.0021316i,-0.0016158-0.0022389i,-0.00091146-0.0022013i,0.00045172-0.001803i,0.00087179-0.0014746i,0.00050255-0.00078896i,0.00044259-0.00012005i,0.00028859+0.00041361i,-1.8605e-05+0.0007033i,0.00022744+0.00029725i,0.00064168-3.8953e-05i,0.00063308-0.00025623i,0.00011448-0.00056379i,0.00041637-0.00081644i,0.00078567-0.00011933i,0.00040739+0.00084064i,4.4304e-05+0.00090617i,-0.00037341+0.00080327i,-0.00042112+0.0003422i,0.00036171+0.00024966i,0.00046536+9.1473e-05i
0.001979-0.0020479i,0.0013141-0.0032082i,0.00029637-0.0025867i,-0.0012107-1.2287e-05i,-0.0019291+0.0010027i,-0.00049154+0.00072254i,0.00056505+0.00043312i,0.00037694-0.00041341i,6.8884e-05-0.00076532i,-0.00037601-0.00037203i,-0.00052222+0.00052414i,-0.00059434+0.0007722i,-0.00084444+0.00070108i,-0.0013364+0.0007656i,-0.0011695+0.0001882i,-0.00036847+0.0001023i,5.7451e-06+0.00062701i,7.4349e-05+0.00042135i,-0.00026466+8.9439e-07i,-0.00036174-8.229e-05i,0.00012749-0.0005076i,0.00087318-0.00087355i,0.00027133-0.00060475i
