-0.0043132+0.00047388i,-0.0024472-0.00048445i,-0.00091166+0.00013872i,-0.00075572+0.0011582i,-3.4865e-05+0.0020717i,0.0010293+0.002043i,0.00028855+0.0017157i,-0.00020374+0.0012116i,0.000276+0.00085042i,0.00075456+0.00089981i,0.00061468+0.00026032i,0.00035059-0.0010108i,0.00040666-0.0011967i,0.00041839-0.0010226i,0.00023285-0.00061554i,-0.00038108-4.6142e-05i,-0.00040554+0.00032051i,6.3628e-05+0.00019485i,0.00026066-0.00076101i,-9.7218e-05-0.0011584i,-0.00021918-0.00031545i,0.00047413-0.00034193i,0.0012539-5.4187e-05i
-0.0004367-0.0014875i,0.00048355-0.0011447i,1.3422e-05-0.00011256i,-0.00042696+0.00021552i,0.00087711+3.3218e-06i,0.0023529-0.00012637i,0.0017586+0.00016118i,2.8245e-05+0.00018367i,-0.0010109-4.4938e-06i,-0.00099262+0.00018893i,-3.7331e-05+0.00043505i,0.00091245+0.0001446i,0.00085739+0.00023168i,0.00031371+0.00065844i,0.00039662-0.00011701i,0.00018386-0.00048656i,-0.0004024-0.00014821i,-0.0011845+9.1603e-05i,-0.0012106+0.00016647i,-0.00012919+0.0005758i,-2.4586e-05+0.00035879i,0.00020569+8.7709e-05i,0.00075936+0.00010761i
-0.00070235+0.00044249i,-0.00046915+0.00039288i,-2.1787e-05+0.00040463i,-0.00062291+0.00065597i,-0.001193+0.00080501i,-2.1184e-05+0.000512i,0.00089717-0.00030353i,0.00041505+9.429e-05i,-0.00033441+0.00056538i,-0.00036234+0.00055831i,-0.00084858+0.00084198i,-0.0011896+0.00048477i,-0.00022762-0.00033426i,0.00056084-0.00048937i,-0.00017063-0.0001897i,-0.0010171-0.00042467i,-0.00031327-0.00061076i,0.00060568-0.00038948i,0.00035021-0.00037543i,-0.00026078-0.00033177i,-0.00090093+0.00011635i,-0.0013817+0.00056505i,-0.0010436+0.00026736i
-0.00063003+4.4028e-05i,-0.00013859-0.0006513i,-0.00057341-0.00043474i,-0.00029236+0.0010492i,0.00030695+0.0017003i,0.0005863+0.001259i,-4.867e-05+0.00068179i,0.00026487+0.00019476i,0.000109-0.00045602i,-0.00087796-0.0004803i,-0.0012064-0.0003856i,-0.00068971-0.00046058i,0.00025668-0.0003401i,0.0011627-0.00064043i,0.00033354-0.00098158i,-0.00087395-0.00085042i,-0.00049005-0.00048669i,0.00028391-1.9969e-05i,0.00019475+0.00094598i,-0.00015643+0.00082521i,-0.0005934+0.00071438i,-0.00036591+0.00045984i,0.00055165+3.9749e-05i
-0.0019125+0.0015155i,-0.0012093+0.0021909i,-0.00033521+0.0012897i,0.00087051+0.00092784i,0.0016522+0.00044604i,0.00053943+9.7771e-06i,-0.0004725-0.00036122i,-0.00024597-0.00058279i,0.00052158+0.00020965i,0.00046229+0.00057932i,0.00028722-0.00035146i,0.00091808-0.00065489i,0.00086931-0.00012635i,5.5793e-05+0.00032436i,-0.00072767+0.00022145i,-0.00029854+6.8253e-05i,0.00055847+0.00050034i,0.00093198+0.00018502i,0.00082268-0.00053125i,0.00052214-0.00029604i,0.00019336+0.00048545i,-0.00027014+0.0004465i,-0.00075922-6.2488e-07i
-4.7409e-05-0.0012901i,0.00028621-0.0023025i,0.00067663-0.0020147i,0.001219-0.0012269i,0.00085694-0.00011475i,0.00037837-0.00037613i,0.00012732-0.00067359i,2.2163e-05-8.682e-05i,0.00042492+0.000433i,0.00060756+0.00037801i,0.00086978+5.9968e-05i,0.00063228-0.00017124i,0.0005707-0.00027141i,0.00025772-0.00019597i,-0.00034885+5.4016e-06i,-4.8441e-05-0.00050504i,0.00014639-0.00063354i,-0.00024671+7.356e-05i,-0.00054068+0.00030214i,-0.00027246+0.00055937i,0.00059328+0.0010524i,0.0004656+0.0015877i,-0.00025323+0.00089982i
-0.0015267+0.0021992i,-0.001866+0.0028269i,-0.0015002+0.0024464i,-0.00061886+0.0023314i,0.00082205+0.0014534i,0.00038694+0.00050413i,4.2224e-05+0.00026453i,0.00073821-0.00013406i,0.0008756-0.00037647i,0.00017996-0.00030857i,-9.1451e-05-0.00028813i,-0.0001926-0.00036058i,-0.00039656+8.5991e-05i,0.00019388+0.00072144i,0.00080868-0.00026358i,0.00049301-7.6687e-05i,0.0002838+0.00065066i,0.00055125+0.00072102i,0.00068207+0.00061585i,0.00058315+0.00050956i,0.0003013-7.5023e-05i,0.0002444+1.2859e-05i,0.00037839+0.000665i
0.0013559-0.00074954i,0.0019102-0.0012426i,0.0017151-0.0015007i,0.00052304-0.000775i,0.00096406-0.00057232i,0.0013151-0.00063777i,4.4457e-05-0.00027589i,-0.00057764+0.0002016i,-0.00035505+0.00024103i,-0.00032553+0.00012817i,-4.0801e-06+0.00023247i,0.00034871+0.00060846i,-5.985e-05+0.00068633i,-0.00014355+0.00037479i,7.6719e-05-9.1175e-05i,-4.9379e-05+0.00018306i,-9.3899e-05+0.00034816i,-0.00012409+0.00024096i,0.00018596+0.00019895i,0.00063084-0.00044791i,0.00088354-0.00031046i,0.00072152+0.00059674i,-0.00032362+0.0007268i
-0.0013519+0.00057383i,-0.00092175+0.00086234i,0.0010348+0.0013679i,0.0020666+0.0013076i,0.0017346+0.00013519i,4.1163e-05-0.00028988i,-0.0004789+0.00049842i,0.00011623+0.0005447i,0.0007098+0.00028534i,0.00073781-0.00018682i,0.00050888-0.00071727i,0.00056019-0.00064017i,0.0003705-0.00079998i,-0.0002626-0.00073543i,-0.0003591-0.00042669i,-0.0003536+0.00044091i,-0.00010384+0.0010178i,0.00024284+0.00053505i,0.0002143+0.0005509i,0.00010517+0.00044321i,0.0003789-0.0001075i,-0.0001676+0.00021151i,-0.00044694+0.0010481i
-0.00078664+0.00086246i,-0.00067854+0.001549i,6.481e-05+0.00088039i,0.0010697+0.00074525i,0.0022621+0.00059692i,0.0017536-9.9348e-05i,-0.00060037-0.0005251i,-0.0006494+0.0002316i,-6.4806e-05+0.00089591i,-0.0006079-0.00043773i,-0.0003316-0.0013279i,-0.00015829-0.00033531i,-0.0006427+0.00055504i,-0.0009138+0.00081298i,-0.00066794+0.00059645i,-0.00048091+0.00035645i,3.0097e-05+0.00070077i,0.001161+0.0012381i,0.00090203+0.00084387i,-0.00016093-0.00045418i,-0.00023233-0.0004244i,0.0001223-0.00011969i,0.00040383-5.9143e-05i
-0.00046339+0.00022699i,-0.0014497-0.0010231i,-0.00030338-0.00033983i,0.00031759-0.00030805i,0.00056232-0.0010802i,9.2312e-05-0.0018199i,-0.00080706-0.0011094i,-0.00093697+3.6656e-05i,-0.00082997-0.00041465i,-0.00050101-0.0008699i,-0.00072098-4.6635e-05i,-0.00069465+0.00024491i,0.00053196+0.00018575i,0.00083702+0.00034048i,0.00018569+0.00058298i,-0.00029993+0.00058367i,-2.6775e-05+0.00022641i,0.00036943-0.00026667i,0.00043325-0.00046999i,0.00072421-0.00034732i,-2.9539e-05+0.00022498i,-0.00070344-0.00024144i,-0.00056221-0.00058585i
0.00069886+0.0018526i,0.0018586+0.0015622i,0.0033058+0.00067007i,0.0029433-6.5351e-05i,0.001471-0.00017636i,0.0003455-0.00034703i,-0.00068763-3.3136e-05i,-0.0013791+0.00093278i,-0.0010972+0.000141i,-0.00045061-0.0007315i,-0.00045543-0.00052817i,-0.00028006-0.00052564i,0.00033717-0.000145i,-8.4277e-05+0.00026188i,-0.00025543+0.00018077i,0.00062023-2.3876e-06i,0.00073149+0.00025829i,0.00051338+0.00086473i,0.00017749+0.00051386i,0.00023005+0.00017371i,0.00036878-3.894e-05i,0.00027415-0.00042031i,0.00014551-0.0005874i
-0.00043512-0.00054197i,-0.00096039-0.00053606i,-0.0020502-0.0010303i,-0.00070202-0.00063625i,0.0014048+0.00021781i,0.0016463+0.00038483i,0.00024933+0.0004505i,-0.0005352+0.00037616i,-0.00065552-6.0556e-05i,-0.00073897+0.00032208i,-0.00053103+0.00042124i,-0.00030509-8.6645e-05i,-0.00034521+0.00022612i,-0.00046313+0.00057192i,-0.00098354+0.0005585i,-0.0010647+0.0001162i,-2.986e-05+0.00010272i,0.00061499-0.00014185i,0.00059793-0.0002011i,0.00081906-0.00036497i,0.0013604-0.00067983i,0.00073673-0.00098763i,0.00011079-0.0013789i
-0.00082019+0.0009536i,0.00027749+0.0017533i,0.001017+0.0013128i,0.0016348+0.0012811i,0.0017395+0.0016554i,0.00091843+0.00075875i,0.00048472-0.00047365i,0.00012236+0.00018836i,-0.00046425+0.00029301i,-0.00038144-0.00042072i,-0.00016839-0.00042012i,3.7105e-05+0.00017371i,0.00036545-3.6357e-05i,0.00022647-0.00018876i,-0.00061576+5.3412e-05i,-0.00045925-0.00010726i,0.00024834+0.00010504i,0.00018184+9.2931e-05i,-0.00061977+7.7996e-05i,-0.00033308+0.00048285i,7.7514e-05+0.00089324i,-0.00091789+0.00030522i,-0.00090913-0.00038922i
-0.003495+0.00053143i,-0.0035944-0.00052632i,-0.0028176+0.00058409i,-5.3133e-05+0.00168i,0.0018419+0.0014798i,0.0013202+0.00062985i,0.00048009+0.00016834i,0.00026913+0.00058153i,0.00010149+0.00048986i,5.6004e-05-0.00024589i,0.00096054+0.00014864i,0.0007851+0.0007208i,0.00018206+0.00067695i,0.00048831-1.8633e-05i,0.00068526-0.00023512i,0.00044819+0.00020119i,0.00065567-0.00030466i,0.00082906-0.00032042i,1.7582e-05-3.8381e-05i,-0.00023247-0.00015687i,0.00028093-0.00064766i,0.00046786-0.0010984i,0.0006026-0.00063231i
0.0012659+0.00095708i,0.0016566+5.0558e-05i,0.0017398-0.00051501i,0.0016176-0.0012237i,0.00097288-0.00084546i,-1.3606e-05+1.311e-05i,-0.0010645+0.0007296i,-0.0011926+0.00081141i,-0.00047139+0.00082424i,0.00010931+0.00036192i,0.00081848-0.0010173i,0.00029882-0.00085158i,-0.00014518+0.00026434i,0.00022938+0.00042444i,0.00084671+0.00054699i,0.0006462+0.00087116i,-0.00023353+0.00054609i,-0.00038048+0.00031446i,-0.00063034+0.00063322i,-0.0011933+0.0005185i,-0.00072797+8.5073e-05i,-0.00011104-9.7269e-05i,0.00074559+0.00041108i
-0.0015364+0.0025264i,-9.9386e-07+0.0029152i,0.0015601+0.0021749i,0.002673+0.0021681i,0.0030446+0.0014459i,0.0027708-1.8706e-05i,0.0015132-0.00011202i,0.00039707+0.00014098i,0.0002843-0.00046438i,0.00081632-4.083e-05i,0.00038499+0.00015426i,0.00019405+0.00022071i,3.0575e-05+0.00096946i,-0.00033627+0.00062106i,-0.00051838-0.0001871i,-0.00018027+2.8013e-05i,0.00015879+0.00035179i,-8.0817e-05+4.6288e-05i,-0.00037643+0.00023741i,-0.00061317+7.7761e-05i,-3.5574e-05-0.00035325i,0.00027984+6.1961e-05i,-0.00026146-0.00030585i
-0.00079313+8.002e-05i,-0.0010629-0.0011013i,-0.00080424-0.00063133i,-0.00040393+0.00033299i,0.00047483+0.00039275i,0.0002438-0.0006028i,-0.00041888-0.00094819i,-0.00077012+0.00013773i,-0.00062792+0.00096316i,-0.00042105+0.00044601i,-0.00028849-0.00035614i,-6.0055e-05-0.00023661i,8.7433e-05-5.4466e-05i,0.00083626+2.9783e-05i,0.0016238-0.00022654i,0.0010876+2.1283e-05i,0.00020608+0.00020646i,0.00028094-0.00031045i,0.0004848-0.00027464i,7.8476e-05-0.00026185i,1.1881e-05-0.00023143i,-0.00024174+0.00028049i,-0.0007045+0.00027185i
-0.00090244+0.0021837i,-0.00034636+0.0012594i,0.0010641+0.00085612i,0.0025757+0.00046051i,0.0027545+0.00052482i,0.0010332-0.00028998i,-0.00032632-0.00060495i,-2.1521e-05+5.8823e-05i,0.00017735-0.00010769i,0.0003937-0.00068069i,0.00083285-0.00043212i,0.00076722-0.00015517i,0.00020862-0.00044793i,0.00024781-0.00098784i,7.1277e-05-0.00084025i,-2.3169e-06-0.00040729i,0.00047475-0.00025827i,0.00033452-0.00013855i,0.00012036+0.00076615i,0.00047229+0.0009334i,0.00059584+0.0002791i,-0.00010889+0.0010324i,9.1696e-05+0.0008713i
0.00032643+0.00057669i,0.0014325+0.0016589i,0.00067117+0.0012249i,-7.5156e-05+0.00089445i,-0.00049549+0.00089185i,-0.00059927-3.3638e-05i,-0.00041783-0.00088923i,-0.00057023-0.00065867i,-0.00036065-2.0803e-05i,0.00023363+0.00028298i,-2.2955e-05+0.00043216i,-0.00019264+0.00077635i,-0.00058425+0.00058155i,-0.0008284+0.00017207i,-0.00068104-1.4599e-05i,-0.00057127+0.00040173i,-0.00026128+0.0002832i,-4.8959e-05-3.5487e-05i,-0.00060835-3.4205e-06i,-0.00077852+0.00015275i,-0.00077878+0.000685i,-0.00070366+0.0003814i,-0.00019305-0.00017795i
-0.00029143+0.0017229i,-3.0145e-05+0.00077014i,0.00012528+0.0010723i,-0.00013561+0.0010595i,6.658e-06-0.00053457i,-0.00053259-0.0011015i,-0.00078856+0.00014459i,-0.00031411+0.0010616i,0.0002657+0.00052533i,0.00081935-0.00052501i,0.0016381-0.00061546i,0.0016011-0.00054682i,0.00075252-0.00048736i,-0.00023036-0.00014403i,-0.00011437+0.0003257i,0.00019369+0.00042193i,-0.00029719-0.00019156i,-0.00059681-0.00024271i,4.9272e-05+9.5034e-05i,0.00057933-5.8655e-07i,0.00050797-0.00029983i,0.00027167+0.00024974i,0.00029625+0.00062511i
0.00060672-0.00036543i,0.00092878-0.00078229i,0.0018993-0.00033329i,0.0021108+0.00058441i,0.00069067-0.00059986i,-0.00045166-0.0015627i,-0.00046355-0.00085332i,-0.00027929-0.000288i,0.00024294+0.00010561i,0.00066054+0.0001049i,6.6804e-05-2.4376e-05i,-0.0010677-0.00019827i,-0.0014828-0.00018893i,-0.00065463-7.7485e-06i,-0.00024354+0.00019563i,-0.00034714-2.9982e-05i,0.0001168-0.00044789i,0.00054438+4.8581e-05i,0.00055483-0.00022125i,-0.00012121-0.00093794i,-0.00035332-0.00060379i,-6.1062e-05-4.4865e-05i,-0.00027248-0.00013625i
-0.0036483-0.00046807i,-0.0036277-0.00076387i,-0.0023506-0.0010355i,-0.00038436-0.0005703i,0.0016996+0.0004709i,0.0018847-0.0001343i,0.00058429-0.00026319i,-0.00022188+0.00048375i,-1.4481e-05+0.00093672i,-0.00019411+0.00086265i,-0.00062654-0.0002261i,-0.00051986-0.00085765i,-0.00028535-0.00047565i,0.00022966-0.00068793i,0.0010825-0.00098602i,0.0015937-0.0010109i,0.0010137-0.0002866i,-2.1845e-05+0.00035686i,-0.00016186-3.6306e-05i,-0.0001187-0.00080916i,-0.00070363-0.0012087i,-0.0010012-0.00010405i,-0.00074717+0.00040586i
0.00043585+0.0010384i,0.0004766+0.00083317i,0.00058611+0.0015843i,0.0010193+0.0021073i,0.001656+0.0013288i,0.0015206+0.0003964i,0.00066629+7.4447e-05i,0.00033484+0.00028637i,0.00037995+0.0002157i,0.00071972-0.00050945i,0.00096194-0.00055507i,0.00071201-0.00014951i,0.00046242-0.00019601i,0.0002215-0.00068266i,-0.00025964-0.00065551i,-0.00036738-0.00028363i,-0.00024396-8.1295e-05i,8.0855e-05+0.00043665i,-0.00035852+0.00063726i,-0.00048089+0.00026172i,-0.00029268+0.00021702i,-3.4132e-05+0.00018849i,-2.0834e-05+0.00042656i
-0.0013558+0.001267i,-0.00028566+0.00097802i,0.0012158+0.001698i,0.0019032+0.0011244i,0.0028715-0.00055542i,0.0023377-0.0014212i,0.00067065-0.00083455i,-0.00044591-0.00042297i,-0.00054786+4.7576e-05i,6.2985e-05+0.0011553i,-1.806e-05+0.0016331i,-0.00058471+0.0008753i,-0.0012399+0.0001814i,-0.00031438-0.00030805i,0.00047148-0.00048159i,-0.00025468-0.00044478i,-0.00029405-0.00029218i,1.8222e-05-0.00018307i,0.00012405-0.00060814i,0.00056684-0.0010481i,0.00019214-0.00052136i,0.00016066+0.00019992i,0.00071852+0.00043413i
-0.00070827-0.001761i,-0.0014832-0.0014069i,-0.0021394-0.00050632i,-0.0013472-4.3584e-05i,-0.00079216+0.00052336i,-0.00092413+0.0010389i,-0.00028484+0.00079139i,8.5683e-05+0.00030236i,-0.00010156+7.1447e-05i,-0.00054932+0.00050257i,-0.00084499+0.00047644i,-0.00051751+3.8053e-05i,-0.00059194-5.7675e-05i,-0.00099299-0.00038688i,-0.00058869-0.00063109i,-0.00016875-0.00015433i,-0.00037627+7.2519e-05i,-0.00071518-0.00013469i,-0.00031914-0.00054229i,-0.00018076-0.00060749i,-0.00034158-0.00039375i,-0.00051236-0.00046422i,-0.00056374-0.00069696i
0.0014048-0.00051233i,0.00033747-0.00068241i,0.00038113-0.00041137i,0.00063358-0.00015126i,0.00059722+0.0002642i,0.00055548+0.00047209i,-0.00012059-0.00038183i,-0.00013933-0.00095408i,-0.00010118-0.00094679i,-0.00038494-0.00049266i,-0.00082878-0.00020399i,-0.00028329-0.0002666i,0.00017417-0.0002354i,-0.00040004-7.3285e-05i,2.962e-05-2.1644e-05i,0.00041916+0.00039917i,0.00033899+0.00047199i,0.00037786+0.00029164i,0.00017768+0.00081919i,0.00056056+0.0015419i,0.0010584+0.00085288i,0.00042346-0.00013001i,0.00018489-2.0962e-05i
-0.0019205+0.00072885i,-0.0012963+0.0013103i,7.0265e-05+0.001928i,0.0005723+0.001584i,0.00062394+7.5749e-05i,0.00072705-0.00033166i,0.00038776+0.00018034i,-0.00011333+0.00079837i,-0.00031576+0.0010626i,-0.00039383+0.00087858i,-0.00021734+0.00035635i,-0.00036101+0.00013852i,-0.00047627+0.0007587i,-0.00014924+0.00063125i,0.0002676+0.0002966i,0.00031577-0.00016026i,0.00018353-0.00099037i,0.00023219-0.00073744i,-0.00026578-5.5324e-05i,-0.00016381+0.00023065i,-3.8747e-05+0.00019615i,0.00027819+0.00044381i,0.00038032+0.00077683i
0.0021149-0.0013689i,0.0021345-0.0019339i,0.001418-0.0022231i,-0.0003617-0.0014593i,-0.0013951-0.00059929i,-0.00020759-0.00085019i,0.0012054-0.00115i,0.0010782-0.00072171i,0.00086919-0.00050215i,0.0010266-0.00010517i,0.00048158+0.00061736i,-0.00022416+0.00058409i,0.00040719-0.00012664i,0.0012651-0.00012929i,0.00024288+7.506e-05i,8.4232e-05+0.00010122i,0.00069463+0.00011488i,0.00075301+0.00027857i,0.0004213+1.5865e-06i,0.00058919-0.00037661i,0.00088326+0.00028247i,0.00081179+0.00033706i,0.0010063+1.8859e-05i
-0.00043893-0.0018455i,-0.00094557-0.0012716i,-0.0017006+0.00059035i,-0.0013102+0.0015666i,-0.00028879+0.0016179i,-0.00011706+0.00090265i,-0.00065179+0.00041381i,-0.001533+0.0001414i,-0.0016648-0.00024223i,-0.00074344-0.00040945i,0.00052127-3.2626e-06i,0.00052923+0.00061189i,0.00035005+0.00067519i,0.00013309+0.00040099i,-0.00036636+0.00073406i,-0.00031164+0.00037215i,4.3533e-05-0.00026221i,-0.000395-0.00014781i,-0.00062224+0.00026819i,0.00018852-3.2315e-05i,0.00083661-0.00026541i,0.0002707+0.00018514i,-2.7063e-05-0.00080382i
0.0019631-0.0013762i,0.0025756-0.0013137i,0.0024979-0.00082908i,0.001387-0.0015553i,0.00062519-0.0016745i,0.00036075-0.0010153i,-0.00016673-0.00090999i,-8.7452e-05-0.00038624i,6.9087e-05-0.00043041i,-0.00044917-0.00053183i,-0.00098062+2.754e-06i,-0.00050025+0.00010624i,0.00072285+0.00051077i,7.0096e-05+0.00083189i,-0.0013245+0.00036809i,-0.0011818+0.0001187i,-0.0010131-5.9811e-05i,-0.00074847-8.3399e-05i,-0.00022381+0.00039441i,-0.00076118+0.00027868i,-0.00050355+0.00015492i,2.4471e-05-0.00019032i,0.00050339-0.00012479i
0.00018527+0.00069892i,-0.00048052-0.00064854i,0.00033819-0.0013896i,-4.4412e-05-0.00017353i,-0.00095115+9.9393e-05i,-0.0013006-3.2915e-05i,-0.00092246+0.00036287i,-7.4234e-05+7.4809e-05i,0.00029549-0.00044788i,0.00014999-0.0004325i,-8.4948e-05-4.0854e-05i,-0.00029945+0.00011528i,0.00084258+0.00077822i,0.0011795+0.00095905i,0.00030434+0.00027202i,-0.00058536-0.00042122i,-0.00048544-0.00094008i,0.00040806-0.00039429i,0.00087887+0.0008074i,0.00048275+0.001346i,0.0002327+0.0008369i,0.00063408-0.00032343i,0.00045242-0.00059578i
-0.0031527-0.0015922i,-0.0034474-0.0010097i,-0.0023654+0.0008931i,-0.00053746+0.0030337i,0.0012089+0.0027171i,0.0019085+0.0010752i,0.0014246+0.00020803i,0.00067468+0.00075231i,0.00047134+0.0009959i,0.00055014+0.00058221i,0.00050348+0.00080483i,0.00071064+0.00074485i,0.0014899+0.00052815i,0.0016145+0.00045312i,0.000863-0.00015151i,0.00015828-0.0001975i,-0.0001358+0.00035826i,-0.00026882+0.00010431i,-0.00023471-0.00034577i,0.0005263-7.1489e-05i,0.0006683-0.00044863i,0.00033167-0.00055095i,0.00011033+0.00035973i
-0.0022346+0.001115i,-0.0023128+0.0015584i,-0.0016599+0.0025281i,7.7121e-05+0.0029845i,0.0010103+0.0017708i,0.00084393+0.00033534i,-0.00015998+0.00044854i,-0.00055745+0.00065887i,-0.00018939+0.00024997i,2.0769e-05+0.00029409i,0.00020109+0.00080734i,0.00043462+0.00075175i,0.00026709-0.00050031i,0.00054251-0.0013857i,0.00084292-0.00063556i,0.00039789-0.00022446i,0.00090046-0.00036288i,0.0009793-0.00038377i,4.218e-05+1.2873e-05i,-0.00033861+0.00039773i,0.00026707-0.00010585i,0.00061283-0.00041692i,0.000222+1.2259e-05i
-0.0018645-0.00091878i,-0.0010954-0.0012588i,-0.00044684+0.00027157i,-0.0004603+0.00096526i,0.00054874+0.00072363i,0.0009892+0.00024698i,0.00093597+0.00015993i,0.00048471+0.00064387i,-0.00071504+0.00025401i,-0.0017533-0.00020317i,-0.0013379+0.0007658i,7.4912e-06+0.0013886i,0.00035242+0.000423i,9.0377e-05-0.00033365i,-0.00050527-9.8128e-05i,-4.0527e-05+0.00041409i,4.8755e-05+0.00070037i,-0.00099183+0.00045037i,-0.00050814+7.7147e-05i,-0.00023378+0.00019147i,-0.00012815-0.00045439i,0.00022237-0.0008548i,-0.00012892-0.00016084i
0.00016975-0.00089254i,0.0005078-0.0015528i,-0.0011519-0.0010246i,-0.0014564+0.00071347i,-0.00041036+0.0022576i,-8.1004e-05+0.00066754i,-0.00037268-2.4051e-05i,-0.00050487+0.00071891i,-0.0004941+0.00016841i,-0.00079586-0.00059793i,-0.00075211-0.00063727i,-5.7359e-05+1.7649e-05i,0.00020772+0.00069341i,0.00010551+0.00069509i,8.622e-05+0.0006313i,-0.00052414+0.00017207i,-0.00060421-0.00035034i,0.00023052-0.00047757i,0.00070758+0.00030215i,0.0004776+0.0001115i,0.00063589-0.00073715i,0.00098738-0.00063826i,0.00071942+4.7012e-05i
-3.718e-05-0.0006615i,-9.0745e-05-0.0010714i,0.00061179-0.0013443i,0.00088348+0.00016305i,0.00091966+0.00099789i,0.00018994+0.00046315i,-0.00054034-0.00020772i,-0.00036293-4.3437e-06i,-4.2876e-05+0.00022413i,-0.00020715+0.00016996i,-0.00044465-0.00035894i,-0.0006583-0.0007894i,0.0001387-0.00087579i,0.0010124-0.00032473i,0.00083831-7.8296e-05i,0.00045285-0.00042356i,-4.1761e-05-0.00064291i,-2.636e-05+0.00038001i,-9.5008e-05+0.00056415i,-0.00031353+3.1171e-05i,0.00040025+0.00039609i,0.00075407+0.00080236i,0.00012701+0.00057611i
0.0013836-0.0021134i,0.0008685-0.0023395i,-0.00077477-0.0027876i,-0.0015508-0.0019115i,-0.0010009-0.00030651i,-0.00093767+0.00096378i,-0.00091853+0.00076307i,-0.00053657-0.00029998i,-0.00041489-0.00071383i,-0.0008229+0.00025557i,-0.00073484+0.001029i,-0.00024415+0.00065162i,2.1372e-05+0.00016902i,0.00023963-2.4378e-05i,-9.673e-05+0.00018232i,0.00030798-0.00013075i,0.0002022-0.00021252i,-0.00088637-0.00020583i,-0.0015075-0.00072981i,-0.0013848-0.0010572i,-0.0012532-0.00053087i,-0.00017325-8.8516e-05i,0.00050001-0.00044391i
-0.0014266-0.00032789i,-0.00077718-0.00051988i,0.00074663-0.00043493i,0.0014359-0.00018809i,0.0010393+0.00038562i,6.3689e-05+0.00054599i,0.00018515+0.00036122i,-0.00015283+0.00038509i,0.0003228-0.00014901i,0.00066389-0.00027477i,0.00059226+0.00032689i,0.00065911+0.00075898i,0.00053326+0.00035561i,0.00033971+6.3065e-05i,5.4151e-05-0.00019586i,0.0002916-0.00037669i,9.3445e-06-0.00046783i,-0.00021261-0.00046689i,0.00056454-0.00019723i,0.0010713+0.00027953i,0.0001301+0.00069757i,-0.00040026+0.00060185i,-0.00034539+0.00043421i
-0.0040187-0.0013582i,-0.004354+0.00044589i,-0.0049106+0.0037022i,-0.0027977+0.0047043i,0.0013111+0.0028891i,0.0035005-0.00036102i,0.0018002-0.00088572i,-0.0001081+0.00016271i,-0.00037179+0.00070608i,3.0831e-05+0.0010788i,0.00050323+0.0011135i,0.00072963+0.00092289i,0.0010684+0.00042001i,0.00064689-0.00046003i,5.8789e-05-0.00046184i,-0.00064909+0.00028692i,-0.00038404+0.00019014i,0.00021481+0.00049461i,-0.00060399+8.3329e-05i,-0.00062174-0.00038157i,0.00021985-0.0001244i,0.00050135-0.00031018i,8.3144e-05+0.00022799i
-0.00094901-0.0015181i,-0.00015594-0.00063533i,0.00074044+0.0017121i,0.00137+0.0022717i,0.0015294+0.00095372i,0.0014167-0.00044944i,0.0010822-0.00095188i,0.0011928-0.00026893i,0.0014628+0.00060761i,0.0010701+0.00038761i,0.00040339+0.00049852i,0.00049431+3.5583e-05i,0.0010328-0.00043623i,0.00084788-0.00010905i,-0.0002181-0.00033522i,-0.00060587-0.00015328i,-0.00025599+0.00029795i,0.00014073+0.00028619i,0.00018517-0.00035431i,0.00015917-0.0008834i,0.00076535-0.00088808i,0.0005009-0.00078616i,-0.00011181-0.00018127i
-0.00083122+0.00092026i,0.00033074+0.0005892i,0.00071227+0.0010836i,0.00041211+0.0006129i,0.00063904+0.00014118i,0.0005081+6.9135e-05i,0.00010578+0.00072808i,0.00044626+0.001617i,0.00011377+0.0011443i,-0.00039934+0.00044443i,2.5549e-05+0.00039627i,-0.00036621+0.00018688i,-0.00074789-0.00029538i,-0.0002948-0.0010389i,0.0003689-0.00091143i,0.00019023+0.00063001i,-0.00065375+0.0010344i,-0.00014277+0.00010515i,0.00027494-0.00021769i,-0.00025256+0.00029166i,-0.00063022+0.00037618i,-0.00039356-0.00012105i,9.1234e-05+3.8518e-05i
-0.002198+0.00061807i,-0.0021576+0.0017283i,-0.0015319+0.0036274i,0.00053662+0.0037624i,0.0017019+0.0025834i,0.0013462+0.0016768i,-9.3555e-05+0.00083984i,-0.00051865-0.00024553i,0.00040199-7.3591e-05i,0.0010119+0.00057114i,0.00080635+0.00095094i,0.00078831+0.00029152i,0.00059824-0.00054756i,-0.0001586+5.5886e-05i,-0.00050307-0.00012685i,0.00022358-0.00028387i,0.00038593+0.00049197i,-0.00014165+0.00028275i,-0.00036664-0.00051755i,0.00029898-0.00076224i,0.00056095-0.00033752i,0.00011571+0.00031137i,-0.00050323+0.00015757i
