-0.00062708-0.00032934i,-0.00067355-0.001015i,-0.0028153-0.0011776i,-0.0039132-0.00030637i,-0.0033535+0.001493i,-0.0026986+0.0025956i,-0.00058959+0.0024412i,0.0014095+0.0012728i,0.001441-2.2273e-05i,0.00073267-0.00088203i,0.00016115-0.0010043i,0.00010631-0.00093723i,-0.00028585-0.00015143i,-0.00046178+0.00022273i,0.00014124-0.00038996i,0.00051675-0.00039613i,0.000419-0.00032119i,0.00032205-0.00032141i,0.00079996-0.00045291i,0.00061551-0.00046408i,-0.0005017-7.6061e-05i,-0.0011161-0.000489i,-0.00044519-0.00068695i
0.00068318+0.00046859i,-0.00043935+0.00092639i,-0.0010072+0.001402i,-0.00034714+0.00072284i,0.00037878-0.00032899i,0.00017658-0.00020291i,-0.00036181+0.00078319i,-0.00061891+0.001092i,-5.0345e-05+0.00055124i,0.00070763-0.00022949i,0.00054556-0.00068746i,-9.5067e-05-0.00089244i,0.00017589-0.00075834i,0.00083261-0.00043914i,0.00077681-9.6056e-05i,0.00026153-0.00088356i,-0.00038157-0.00064154i,0.0001603+0.00017083i,0.00080382+0.00042216i,0.00056004+0.00091002i,9.3386e-05+0.00090238i,-3.8158e-05+0.00068588i,0.0006112+0.00042539i
-0.00065947-0.00026077i,-0.00090255-0.00036744i,-0.00075494-0.00014917i,-0.00058008+0.00068524i,-0.00028746+0.001042i,-0.00055455+0.0005664i,-0.00063496+0.00029919i,-0.00046363-0.00013839i,-0.00017015-3.8749e-05i,-0.00028172-4.7903e-05i,-0.00073729-0.00017611i,-0.00010701+0.00015873i,0.00064033-0.00022678i,0.0003804-0.00053557i,0.000411-0.00026498i,0.00048463-0.00087536i,-3.4816e-05-0.00079523i,-0.00092678-0.00073368i,-0.001158-0.00061149i,-0.00032947+0.00023428i,-3.8472e-05+0.00028097i,-0.00035434+0.00023839i,-0.00024754+0.00063684i
0.0030895+0.00019605i,0.0026853-0.00085288i,0.0010441-0.00063915i,-6.926e-05-0.00069155i,-0.00071866-0.0011354i,-0.00079368-0.0012145i,-1.9262e-05-0.00055198i,0.00027429+0.0006421i,-0.0006171+0.00076469i,-0.0015007+0.00071871i,-0.0018336+0.00074056i,-0.001317+0.00014351i,-0.0009917+5.2157e-05i,-0.00096119+0.00010079i,-0.00081098-1.3421e-05i,-0.00087935+0.00043992i,-0.00098046+0.00077231i,-0.00103+0.00091061i,-0.00047318+0.00018111i,6.5289e-05-3.7601e-05i,0.00023328+0.00042397i,0.00022253+0.0002707i,0.0002477+0.00016002i
-0.001083-1.8315e-05i,-0.0011013+2.2371e-05i,-0.00012053+0.0016244i,0.00016887+0.0014845i,2.1963e-05+0.00066539i,0.00033737+0.00039626i,0.00031806-0.00010432i,0.00073735-6.6431e-05i,0.0007487-0.00041437i,0.00018807-0.00058227i,0.00028604-0.00036951i,0.00031537-0.00067143i,2.8052e-05-0.00094972i,-0.0002673-0.00047568i,-0.00012534-0.00052089i,0.0002399+0.00021229i,0.00021694+0.00049485i,0.00018463+1.4977e-05i,5.0718e-05-0.00012884i,0.00012308-2.1078e-05i,0.00034586+0.00046757i,3.3018e-05+0.00072018i,-0.00052465+0.0011037i
-0.00065105+0.0027047i,-0.0010922+0.0016286i,-0.00049015+0.0014912i,0.00044899+0.0011213i,0.00045926-0.0001604i,0.0005401-0.0010189i,0.00075449-0.00065424i,0.00091068+0.00011446i,0.00045148+0.00036197i,-0.00026438+0.0007827i,-0.00017873+0.00060005i,0.00039007+5.1539e-05i,0.0005699-0.00039079i,0.00025821-0.00056518i,0.00017829-0.0003997i,0.00076075-0.00033637i,0.0013553-0.00016442i,0.00097834-0.00027031i,-0.00015209-0.00030076i,-0.00059632+0.00014095i,-0.00055168+0.00048478i,-0.00044369+0.00017503i,-0.00026507-0.00083191i
0.0009392-0.0014286i,0.00060256-0.0017176i,-0.00020739-0.001547i,-0.00093167-0.0011929i,-0.0010593-0.0010905i,-0.00087857-0.00080528i,-0.00037805-0.00017699i,0.00082901+0.00054737i,0.00096747+0.00060642i,0.00023916+0.00070466i,0.00020057+0.00050209i,4.5725e-05+2.2617e-06i,-0.00048528+8.989e-05i,-0.00076688+8.6886e-05i,-0.00024738+0.00083718i,0.00016902+0.00089254i,-0.00013397+0.00024414i,-0.00057624-0.00025285i,-0.00032956-0.00091976i,0.00025144-0.0013221i,0.0005132-0.00058712i,0.0005184+5.4914e-05i,0.00013783-0.00026081i
-0.00066389-0.0013088i,-0.00061959-0.0010368i,-0.00079006-0.00052061i,-0.0003387-0.00076406i,0.00068119-0.0008693i,0.0010291+7.968e-05i,0.00080218+0.00062315i,4.8824e-05+0.00094541i,-0.00081723+0.00073162i,-7.5336e-05+0.00087795i,0.00092757+0.0008746i,0.00061108+0.00030842i,0.00018191+0.00020883i,-0.00029026+0.00051705i,7.4982e-05+0.00012137i,0.00015738-0.00063763i,-5.4463e-06-0.00095165i,0.00036271-0.00077185i,0.00085675-4.1533e-05i,0.00073225+1.1934e-05i,-0.00067581-0.00046063i,-0.0010149+7.2641e-05i,-0.00011047+0.00020247i
-0.0001071+4.2554e-05i,8.9497e-05-5.8384e-05i,-0.00048498+0.00055645i,-0.00053942+0.0007861i,-0.00058204+1.1539e-05i,-0.00068801-0.00053303i,-0.0001222-0.00046248i,0.00063438+0.00063941i,0.00054521+0.0011186i,-0.00013245+0.00075262i,-0.00023253+0.00030216i,0.00035577-0.00044166i,0.00065236-0.00097053i,0.00054698-0.0010153i,0.00041135-0.0001447i,0.00023836+0.00027398i,0.00023882+4.1949e-05i,0.00037678+0.0001282i,0.00044031+0.00030682i,0.00016916+0.00060952i,0.00049766+0.00087255i,0.00095808+0.00068198i,0.00073785+3.1033e-05i
0.002304+0.00056534i,0.0027047+0.00035246i,0.0019887-0.00063942i,0.0011422-0.0016032i,2.885e-05-0.0019913i,-0.00011696-0.0007062i,-0.00018196+0.00034739i,-0.0002963-5.9238e-05i,-8.5816e-05+0.00017068i,-0.00039492+0.00027255i,-7.0701e-06-0.00036521i,0.00099566-0.00098173i,0.00037795-0.00075726i,-0.00076631-0.00067793i,-0.0011515-0.0011181i,-0.00050757-0.00065797i,-0.00019157-9.5859e-06i,-1.8178e-05+0.00019693i,0.00025532+0.00062359i,-0.00031623+0.00036727i,-0.00060305-0.00030036i,-0.00014331-0.00070269i,-7.9969e-05+6.8001e-05i
0.0011129+0.00013582i,-6.1021e-05+7.1612e-05i,-0.00062233-0.00029246i,-0.0012752-0.00048265i,-0.0015921-0.00058905i,-0.0019061-2.4639e-05i,-0.0015939+0.00095692i,-5.3327e-05+0.0011944i,0.00047843+0.00047946i,-0.00071788-4.622e-05i,-0.0013961+0.00019083i,-0.00066643+0.00078272i,-0.00050439+0.00098976i,-0.00025671+0.0011325i,-0.00037571+0.00099163i,-0.0010376+0.00055564i,-0.0012733+0.00014843i,-0.000624+0.00042676i,-0.00013767+0.00030613i,-0.00011834-0.00029961i,0.00034089-0.00018402i,0.00024893+0.00029544i,-0.00010727+0.00049657i
-0.0008739-0.0013117i,-0.00027097-0.00097143i,0.00035205+5.9524e-05i,-0.00035262-4.3033e-05i,-0.00036659-0.00068149i,0.00025369-0.00090004i,0.00014581-0.00033254i,-9.8205e-05+0.00057998i,-0.00044682+0.00054787i,-0.00038923+0.00042571i,-0.00088641+0.00082274i,-0.0016131+0.00057925i,-0.0014334-0.00012029i,-0.00051767-7.2804e-05i,-0.00012667+0.00040268i,-0.00049314+0.00072679i,-0.00041948+0.00091949i,0.00051945+0.00083182i,0.00093335+0.00044906i,0.00039705+0.00040357i,0.000112+0.00026866i,0.00042683-8.871e-06i,0.00091751-0.00025093i
0.00052525+0.00024366i,0.0015039-0.00019573i,0.0012416-0.00032345i,0.00066077-0.00057614i,-0.00055506-0.00090046i,-0.0011864-0.00096798i,-0.00059331+0.00027939i,3.5244e-05+0.0010916i,-6.8975e-05+5.672e-05i,-0.0001928-0.00056949i,0.00014365-0.00083975i,-0.00030006-0.0011751i,-0.00010634-0.0011293i,0.00021002-0.0010847i,0.00010083-0.00085985i,0.00021558-0.00032005i,-3.4765e-05-0.0003933i,-0.00013776-0.00053195i,-0.00013225-0.00060165i,-0.00070569-0.0005384i,-0.00070442+0.00023088i,0.00022826-0.00010646i,0.00077762-0.0011773i
0.0010867-0.0004388i,0.00090256-0.0009465i,0.0011052-0.00087223i,0.00074365-0.0013429i,-3.13e-05-0.0024021i,-0.00086304-0.0018621i,-0.0013193-0.00066675i,-0.00060797-8.014e-05i,0.00017731+0.00049304i,0.00066366+0.00048786i,0.00076435+8.3649e-05i,0.00015043+9.4402e-05i,-6.7748e-05+0.00013852i,-0.00015777+0.00030819i,-0.00031361-0.00012217i,-0.00062668+4.3131e-05i,-0.0010987+0.00052741i,-0.00096103-9.0723e-05i,-0.0006127-0.00061537i,-0.00019978-0.00016332i,0.00016531+0.00023026i,-0.00013159-0.00017153i,-0.00045225-0.00012449i
-0.0015535+2.005e-05i,-0.0016875+0.0007685i,-0.00075952+0.0012135i,-0.00011025+0.00065067i,0.00034369+0.00059118i,0.0008486+0.00046458i,0.00079326-0.00037822i,0.00077012-0.00072889i,0.00084538-0.00048238i,0.0001132+0.00024296i,-0.0004522-0.00010362i,-0.00016748-0.00017573i,0.00016067+0.00072433i,0.0010457+0.0004675i,0.0010903-0.00012284i,0.00030743-0.00052172i,0.00013794-0.00073548i,6.7014e-05-1.4981e-05i,0.000378+0.00064318i,0.0008681+0.00056314i,0.00034344+0.00057944i,-0.00039297+0.00048466i,-0.00056691+0.00030981i
1.2529e-05+0.0011047i,2.064e-05+0.0012011i,2.0499e-05+0.00078858i,-0.0002685-0.00014434i,-0.00039326-0.00035161i,-0.00083369+0.00069152i,-0.0011978+0.0008722i,8.5815e-05-0.00036352i,0.00095953-0.00062887i,0.00039451-0.00041545i,0.00019499-0.00031589i,-0.00018819-0.00011616i,5.9705e-05-0.00017058i,3.9118e-05-0.00036292i,-0.00024891+0.00025023i,-8.8999e-05+0.001079i,-0.00043974+0.00070791i,-0.00045985+0.00010105i,-0.00020099+0.00022817i,0.00012172+0.00057071i,0.0003057+0.00090431i,-0.0004198+0.00018295i,-0.0010244-0.000461i
-0.0019863-0.00031148i,-0.002724-0.00019488i,-0.0023555+0.00019862i,-0.0017798+0.00032527i,-0.00087386+0.00018339i,-0.00023347-5.604e-05i,0.00029596+0.00012461i,0.00049073+0.00013812i,-7.1895e-05+8.8876e-05i,-0.00063349+0.00020139i,-0.00055709+0.00038919i,0.00026509+0.00047493i,0.00056441+1.9676e-05i,0.00019739+0.00014753i,0.00062104+0.00019536i,0.00028303+3.3293e-05i,-0.00026579+0.0001077i,5.2449e-05-0.00038758i,-0.00025822-0.00078566i,-0.00076414-0.00027563i,-0.0006965+0.00072292i,7.9501e-05+0.0014845i,0.00034852+0.00087921i
0.0019015-0.0017727i,0.00094077-0.0023771i,0.00028805-0.0025312i,0.0003528-0.0017974i,-0.00061077-0.0012022i,-0.0016937-0.00029233i,-0.0011082+0.0013866i,0.0005767+0.0016716i,0.0012715+0.00078389i,6.419e-05+0.00047531i,-0.0011259+4.0014e-05i,-0.0010819-0.00054227i,-9.7335e-05+9.6466e-06i,-0.00014044+0.00085902i,-0.00070095+0.00034482i,-0.0010959+5.913e-05i,-0.0011142-0.00025706i,-0.00064285-0.00034643i,4.2046e-06+0.00021719i,0.00036553+0.00022309i,0.00064378-0.00042076i,0.00071908-0.00098375i,0.00062476-0.00080543i
0.0005049+1.4925e-05i,0.00077206+0.0003671i,8.0498e-05+0.00064773i,-0.00071599+0.00056553i,-0.00067594+0.00034279i,-0.00087619+9.3065e-05i,-0.0012083+0.00026082i,-0.00081818+7.662e-05i,-0.00042857+9.6139e-05i,-0.00043506+0.00034226i,-0.00040761+0.00036341i,-0.00011003+0.00030013i,0.00035708-0.00011426i,0.00039266+2.3909e-05i,0.0002216+0.00030282i,0.00049875+0.00074568i,0.00034513+0.00074081i,0.00013403+4.197e-05i,-0.00012166-2.3844e-05i,0.00035484+0.00028688i,0.00086394+0.00014734i,-7.4456e-05-9.3382e-05i,-0.0010363+0.00039478i
-0.001597+6.9222e-06i,-0.00089379+0.00029938i,-0.00037068+0.00034808i,-0.0007564+0.00014503i,-0.0012572-0.00053897i,-0.00084861-0.00067114i,-0.00066278+0.00013651i,-0.00090114+0.00069103i,-0.0010215+0.00037427i,-0.00070421-0.0002931i,-9.0975e-05+0.00035944i,-0.00030796-0.00029146i,-0.00047128-0.0016605i,0.00014872-0.0012647i,0.00055672-0.00035497i,0.00064256-0.00015326i,0.0010551-0.00038763i,0.0010169-0.00040538i,0.00054506+0.00017069i,0.00025256+0.00081713i,9.4699e-05+0.00050213i,0.00011265-0.00063266i,2.665e-05-0.0006762i
-0.0012282-0.00069663i,-0.00072681-0.0010896i,-0.00053499-0.00032527i,5.8861e-05+0.00014912i,-0.00051458-0.00059338i,-0.0016559-0.00056886i,-0.0010879+0.00018865i,-0.00011669+0.00059818i,0.00027183+0.00012601i,0.00044632-0.00030543i,0.00030272+0.00033698i,0.00033341+0.00038258i,-5.582e-05-0.00013507i,0.00027615-0.00033502i,0.00093549-0.00028026i,0.000585+0.0003997i,0.0002902+0.00038101i,0.00053158-0.0002598i,0.00070834-8.5913e-05i,0.00087083+0.00064719i,0.0013967+0.00044461i,0.00068522+0.00027427i,0.00022508+0.00017883i
0.00074683-0.00121i,0.00010107-0.0011983i,-2.246e-05-0.000719i,0.00012148-0.00058873i,2.2156e-05-0.00075762i,5.1801e-05+6.9354e-05i,0.00032642+0.001463i,0.00040177+0.0016359i,-0.00017911+0.00098803i,-0.00062512+0.00057816i,-0.00070219+0.00067812i,-0.00081872+0.00052478i,-0.00072686-0.00066747i,-0.00034712-0.0010351i,-6.6361e-05-0.00043676i,0.00014788-0.00020505i,-5.482e-05-2.0016e-05i,0.00026328+0.00014432i,0.00039104+8.5384e-05i,0.00031767+0.00058741i,0.0004524+0.00057969i,0.00064207-4.1909e-05i,0.00033248+0.00030039i
0.00086819+0.0008587i,0.00030484+0.00045186i,0.00012663+0.00086103i,-0.00027151-0.00021529i,-0.00109-0.00084791i,-0.0015837-0.00024108i,-0.0016549+0.00073813i,-0.00060144+0.00077474i,0.00019404+0.00086721i,-0.00015204+0.0015203i,-0.00028979+0.0013846i,-0.00065054+0.00084625i,-0.00060927+0.00071419i,-1.7594e-06+0.00027054i,-0.0003332+0.00031998i,-0.00098269+0.00080207i,-0.00052859+5.9209e-05i,0.00026513-0.00039178i,-0.00010456+0.00042769i,-0.00074986+0.0003846i,-0.00064713+0.00050719i,-0.00066506+0.0013357i,-0.00081346+0.00053333i
0.0010892+3.9412e-05i,0.00075661-0.0010172i,0.00074225-0.00058729i,-0.00079157-0.0017434i,-0.0019438-0.0018925i,-0.002115-0.00054719i,-0.00097108-0.0002088i,0.00066618-0.00056864i,0.001062-0.00086769i,-0.00010927+0.00012942i,-0.00093347+0.00097296i,-0.00083646+0.00023213i,-0.00025834-0.00044764i,-0.00061736+0.00029729i,-0.00070932-0.0002146i,-4.7748e-05+0.00021448i,-0.00028386+0.0005132i,-0.00037287-0.00033105i,-0.00019963-0.00069747i,0.00012706-0.00085764i,0.00032853-0.0002801i,-0.00030013-5.0931e-05i,-0.0001192-0.00033766i
-0.0011361+0.00069683i,-0.00090235+0.0003467i,-0.00012546+0.001073i,0.00010797+2.3285e-05i,-0.00064963-0.0020166i,-0.0013192-0.0019658i,-0.001288-0.0006983i,-0.00063624-3.9169e-05i,-0.00017894+0.00026092i,-0.00038566+0.00073505i,-0.00048286+0.00054612i,-0.00057506+0.00025385i,-0.00081594+0.00013259i,-0.00076042-0.0003761i,-0.0004764-0.00095753i,-0.00043483-0.0011175i,0.00028327-0.00062428i,0.00044279+0.00029634i,0.00046011+0.00074557i,0.00015317+0.00036041i,-2.3992e-05-0.00021355i,2.1518e-05-0.00033013i,-0.00058149-0.00055717i
0.0012019+0.0010123i,3.7238e-05-0.00035904i,0.00046706-0.00098821i,0.00030082-0.00083409i,-0.00043137-0.0014691i,-0.0022269-0.00072412i,-0.0016418+0.00034651i,0.00086631+0.00058483i,0.00040866+0.00013717i,-0.00042417-0.00030868i,-0.00040336-6.0317e-05i,-0.00031539+0.00024554i,-0.00027885+7.9148e-05i,-0.00048784-0.00012803i,-0.00030759-0.00010787i,-0.00021201+0.00084306i,-0.00032534+0.00090381i,-0.0006184+0.00012395i,-0.0009115+0.00047117i,-0.00052676+0.00071469i,-9.7455e-05+6.687e-06i,0.0001673-0.00056728i,-0.00027325-0.0003279i
0.0015437+0.00020196i,0.0017437-0.00048372i,0.0010785-0.0013038i,-0.00053215-0.00098857i,-0.0010302-0.00043835i,-0.00038315-0.00016704i,-0.00050496+0.00082754i,-0.0010292+0.0015224i,-0.00078951+0.00093141i,-0.00059406+0.00017787i,0.00012047+9.0532e-05i,0.00069785+0.00058168i,-3.236e-05+0.00080579i,-0.00068032+0.00047731i,-0.00038918+5.0869e-05i,-0.00053428-0.00058937i,-0.00079619-0.0011397i,2.969e-05-0.00047207i,0.00015399+0.00056162i,0.00017067+0.00041301i,0.00065071+0.00074023i,0.00036447+0.001567i,-0.0002154+0.00093394i
0.00056226-0.001136i,0.00045269-0.00073435i,-0.00025981-2.1435e-05i,-0.0008043-0.00011878i,-0.00014797-0.00029863i,0.0010671+0.00021771i,0.0013198+0.00010529i,0.00082761+0.00011491i,0.00030026-0.00025846i,0.00019212-0.00068478i,7.2094e-05-0.00073868i,8.3848e-05-0.00092221i,0.00054121-0.00039709i,0.00075167+0.00011655i,0.0009594+0.0004504i,0.00096713+0.00026555i,0.00022328+0.00029465i,-0.00048485+0.00014398i,4.3842e-05-0.0006765i,0.00061754-0.00071934i,0.00035036-3.5392e-05i,0.00071532+0.00072526i,0.00102+0.00063426i
-0.00095435-8.3371e-05i,-0.00033647-0.00022901i,-0.00075016-0.00038065i,-0.00076739+0.00057309i,-0.00090967+0.0008954i,-0.0011131+0.00052402i,-0.00017906+0.00017273i,0.00068605-1.1247e-05i,0.00034982+0.00030181i,-6.99e-05+1.0441e-05i,-0.00060858-0.00032045i,-0.00013896+0.00012504i,0.00040798+0.00040848i,8.9864e-05+0.00043511i,-0.00019896+0.00032448i,0.00015226+0.00014046i,0.00020257+0.00034958i,-7.6884e-05+0.00027943i,0.00035258-0.00010535i,0.00070567+9.9009e-05i,0.00065207+0.00028102i,0.00027366-0.00017687i,0.00026935-0.00031687i
-0.0019897+0.0023784i,-0.001512+0.0037157i,-0.0013434+0.0029466i,0.00029365+0.0012775i,0.00091221-0.00037345i,0.00069362-0.0013524i,0.0003935-0.00054531i,0.0001857+0.00072141i,7.014e-05+0.0011562i,-0.00019546+0.00039557i,0.00019408-9.5684e-05i,0.00029176-0.00084894i,-0.0003395-0.0014897i,-0.00012493-0.0014863i,0.00070721-0.0014937i,0.0010659-0.0011895i,0.00092533-0.00072481i,0.00024824-0.00071578i,-0.00027703-0.0010367i,-8.98e-05-0.00072216i,2.7257e-05-0.00069556i,-0.00022923-0.0006658i,-0.00020986-0.0002612i
-0.0014461+0.0017169i,-0.0026524+0.0024377i,-0.0019665+0.0025951i,-8.781e-05+0.001492i,0.00056804-0.0003204i,0.00022992-0.0004971i,-8.8554e-05+0.00097926i,-0.00058341+0.00052048i,-0.00062734-0.00019495i,-0.00068412+0.0005708i,-0.00020854+0.001231i,-7.7944e-05+0.0012622i,3.7112e-06+0.00074434i,-0.00014619-9.0297e-05i,-0.00044728-0.00077787i,-0.00019949-0.00087823i,0.00041159-0.00052892i,0.00044598+0.00041575i,-0.00036992+0.0005044i,-0.00047194-0.00020929i,-1.2685e-05-0.00035628i,-0.00019008-1.5986e-05i,-0.00012417+0.00046992i
-0.0029254+0.00040477i,-0.0023387-0.00016257i,-0.0010688-7.8267e-05i,-0.00062791-0.00019109i,-0.00049204-0.00025564i,-0.00047-0.00076218i,-0.00035084-0.00032392i,-0.00076275+0.00013148i,-0.00098906-0.00016082i,-0.00020871+0.00049298i,0.00044774+0.00080495i,0.00083172-2.0848e-05i,6.408e-05-0.00075791i,-0.00066201-0.00072453i,-8.1668e-05-0.00045812i,0.00037064-0.00026626i,0.00012761+4.2384e-05i,-0.00012642+0.00039072i,2.4953e-05+0.00075033i,0.00026709+0.0015864i,0.00024681+0.0012789i,0.00051524+0.00064364i,0.0010979+0.00069938i
0.0010225-0.0011451i,0.0003498-0.0015052i,-0.00042711-0.0011426i,-0.00040011-0.00088708i,-0.00033395-0.00093454i,-0.00057668-0.0009532i,-0.00071086-0.00046722i,-0.00086144+9.2281e-05i,-0.0011861+0.00060719i,-0.00147+0.00085045i,-0.00070589+0.00086364i,-0.00019968+0.00054168i,0.0002095+0.00057121i,0.00066982+0.00015796i,0.00066871-0.00058298i,0.00088081-0.0013218i,0.00025272-0.0010927i,0.00038886+3.0367e-05i,0.00034507+0.00019867i,-0.00015189+2.2067e-05i,0.00023436+0.00017274i,9.9655e-05-0.00028923i,-0.00044669-0.00062541i
0.0027523-0.0004617i,0.0023835-0.00075207i,0.0008786-0.0013194i,-1.5063e-05-0.0015639i,-0.00083948-0.0011491i,-0.0012356-0.00039362i,-0.0005471+0.00012384i,0.00024202+0.00048268i,0.00026243-7.4667e-05i,5.1314e-05-0.00032027i,-0.00040237-3.762e-06i,-0.00073862+4.2447e-05i,-0.0005064-0.00023316i,-0.00042769+0.00025707i,-0.00068544+0.0013086i,-0.00048579+0.00094245i,0.00012313+6.5995e-05i,0.00024572+0.00026616i,0.00037403+0.00058426i,0.00073253+0.00018227i,0.00087544+0.00039716i,0.00083464+0.00073723i,0.00062327+0.00035721i
-0.0010366+0.00016739i,-0.00063663-0.00012909i,0.000309+0.00040953i,0.00033078+0.00077943i,-0.00037484-0.00011711i,-0.00025954-0.00034199i,0.0001263+0.00028355i,0.00019404-0.00015435i,0.00018215-0.00092918i,0.00020176-3.3909e-05i,-0.0002913+0.000856i,-0.0010704+0.0008012i,-0.00060147+8.5092e-05i,0.00047001+9.8162e-06i,0.00041606+0.00027751i,-3.5988e-05-0.00012309i,-0.0004909-0.00025757i,0.00020072+0.00020988i,0.00012188-2.6212e-05i,-0.00077472-0.00032972i,-0.00054666-6.7183e-05i,-4.3981e-05-6.9025e-05i,0.00033355-0.0002724i
-0.00070437-0.0015555i,-0.0017745-0.00090618i,-0.0026931+1.149e-05i,-0.0021587+1.1069e-05i,-0.0014385-0.00019091i,-0.0008623+0.0006591i,-0.00053263+0.00055694i,-0.00042574-0.00048568i,-0.0007257-9.5261e-05i,-0.00089007+0.00040614i,-0.00044349+0.00018908i,-0.00025115+0.00047633i,-0.00058887+0.00092381i,-8.8261e-05+0.00090182i,0.0011715+0.00086452i,0.00092133+0.00028121i,-1.8534e-05-0.00075504i,0.00030435-0.00072245i,0.00073389-0.00019134i,0.00022601+0.00011522i,0.00019886+0.00044394i,0.00060515-8.0326e-05i,0.00073007-2.0621e-05i
0.00131-0.00029352i,0.0015514-0.00025931i,0.00066199-0.0011576i,-0.00083888-0.001335i,-0.0012106-0.00084192i,-0.00083968-0.00034226i,-0.00046905-0.00032205i,0.00037822-0.00032082i,0.00011892-0.0001505i,-0.00025218+0.0001293i,-0.00045763-0.00015746i,-0.00014444-2.5935e-05i,-0.0001089+0.00045148i,-0.00067614+0.00071475i,-0.0012097+0.0014634i,-0.0012767+0.0013849i,-5.2514e-06+0.00046506i,0.00083542+0.00037196i,0.00089585+8.7635e-05i,0.0008124-0.00023369i,-0.00025298+0.000289i,-0.0010426-0.00016355i,-0.00054601-0.0011562i
0.00076374+0.00010341i,0.00086911-0.00018363i,0.0010455-0.0018412i,0.00079185-0.0021824i,-9.5451e-05-0.0015129i,-0.00081149-0.0013067i,-0.00027737-0.00079648i,-0.00019437-0.00062747i,0.00020439-0.00019688i,0.00011719+0.00068611i,-0.0007821+0.00023896i,-0.00087715+2.0669e-05i,-0.00058357-0.00046565i,-0.0002343-0.0010588i,0.00030582-0.00072248i,2.0253e-06-0.00036729i,-0.00031678-0.00063797i,0.00040625-0.00063388i,-0.00012296-0.00021755i,-0.0003664+0.00038355i,-0.0002212+0.00030374i,0.00018257-0.00065164i,0.00029491-0.0010509i
-0.00031888-0.00025189i,-0.0015128-0.0002639i,-0.0024425-0.00053471i,-0.0017686-0.0008239i,-0.00072867-0.001322i,-0.00020471-0.001554i,-0.00013482-0.00094705i,0.00076598-0.00066355i,0.00077295-0.00044348i,5.6407e-05+0.0001747i,-0.00067423+0.00018279i,-0.0012731-0.00049114i,-0.00074076-0.00062805i,-0.00016165-0.00089969i,-0.00036712-0.00091498i,-0.0004382-0.00054649i,-0.0002147-0.00090574i,-0.00030583-0.0011128i,-0.00078626-0.00079328i,-0.00065336+0.00013446i,-0.00021787+0.00022894i,-0.00039919-0.00044836i,-0.00088524-0.00042859i
0.0015754+0.00017771i,0.0029205-0.00075172i,0.0022714-0.00099377i,0.00059096-0.00091625i,-0.00072876-0.00098844i,-0.0010154-0.00049823i,-0.00094021+0.00019347i,-0.00067142-0.00025036i,-0.00062981-0.00045654i,-0.00065597-0.00046068i,-5.1392e-05-6.1371e-05i,-0.00021877+0.00057402i,-0.00031416+0.0009374i,-4.8413e-05+0.00040802i,-0.00016768-0.0003099i,0.00011218-0.00053788i,0.00026353-0.00065337i,0.00039386-0.00041838i,0.00034435-8.5023e-05i,-3.1114e-05-3.2118e-05i,-1.7888e-05+0.00020856i,4.6368e-05+0.00031836i,-0.00027329-0.00036413i
-0.00020693-0.00043421i,0.00077848+2.4706e-05i,0.00037083+0.00029312i,-0.00017932-0.00031846i,4.2562e-05-0.001004i,-3.7006e-05-0.00031324i,-7.6026e-05+0.00022095i,0.00022961+4.8973e-05i,-0.00028972-0.00018634i,0.00019002+9.5857e-07i,0.0008174+0.00053401i,0.00076311-0.00018151i,0.00060672-0.00089565i,0.00095853-0.00027243i,0.0005172+0.0003925i,3.7159e-05-4.983e-05i,0.00023754+0.00019198i,-1.2501e-05+0.00084042i,0.00018659+0.00066486i,0.00043848+0.00011458i,0.00010907-0.00064335i,-0.00019802-0.00064162i,-0.00055695+0.00020967i
-0.00078921-2.0939e-05i,-0.0013686+0.00032218i,-0.0010061+0.00031838i,-0.00046641-0.0004083i,-0.00067329-0.00080657i,-0.00055769-0.00074257i,-3.5117e-05-0.00032893i,0.00011221+0.00031865i,-0.0001967+0.00063348i,8.5144e-05+0.00047852i,4.251e-05+0.00043807i,-0.00036283-7.4112e-05i,0.00028578-0.00078172i,0.00086932-0.00016925i,0.00018248+0.00081583i,-0.00077766+0.00095087i,-0.00091732-4.3989e-05i,-0.00014547-0.00044618i,0.00039357-0.00028451i,0.0002776-0.00071092i,0.00013475+7.2575e-05i,-0.00021192+0.00029087i,-0.00070055-0.00034469i
-0.0012516+0.0011235i,-0.00093838+0.001514i,-0.00038718+0.0018481i,0.0010001+0.0014717i,0.0013031+0.00048459i,0.00089999-0.00041751i,0.00017274-0.00071174i,-0.00057366-0.0001939i,-4.3884e-05+0.00057976i,0.0010069+0.0016939i,0.0009577+0.0014988i,0.00024985+0.00045717i,0.00031518-0.00012173i,0.00060669-0.00062741i,0.00072583-0.00054345i,0.00027018+0.00022443i,-0.00016422+0.00062207i,-6.849e-05+0.00092296i,-0.00060047+0.00038069i,-0.00060017-0.00013431i,-0.0001559-0.00024364i,5.4031e-05-0.00034578i,0.00046453+5.0339e-05i
