-0.0042618+0.0016527i,-0.0028739+0.0014281i,-0.0028945+0.0019259i,-0.0020709+0.0018288i,-0.0010035+0.0019159i,-0.00087694+0.00070019i,-0.0009198+0.0006271i,-0.00086239+0.00068767i,-0.00082483-5.8455e-05i,0.00027996-0.00045149i,0.00087094-0.00048399i,0.00034753-0.0011962i,0.0003604-0.0017438i,0.00017188-0.0022958i,0.00037249-0.0024976i,0.00072136-0.0016528i,0.00022239-9.9544e-05i,-0.00080892+0.00076821i,-0.0010736+0.00014296i,-0.00070375-0.00010685i,-0.00018727+0.00081405i,-2.3696e-05+0.00057396i,-0.00013768-0.0002481i
-0.0016294-0.0010537i,-0.0015718-0.00086002i,-0.0021364-0.0008239i,-0.0022192+0.00044836i,-0.0025242+0.0014007i,-0.0033818+0.0011962i,-0.0022086+0.00091204i,-0.00057214+0.00037109i,-0.00087914-0.00039766i,-0.0008593-0.00020527i,0.00031948+0.00045654i,0.00094474+0.0005955i,0.0012272+0.00059568i,0.0009525+0.00029512i,0.00033794-0.0003495i,0.00013284-0.0010302i,5.363e-05-0.0011541i,-0.00018281-0.00040279i,-0.00055725+0.00024774i,-0.00050947+0.00052976i,-0.00030988+0.00014356i,-0.00041898-0.00050828i,-0.00036852-0.00092347i
0.0013688-0.0021241i,4.9321e-05-0.0021011i,-0.0012774-0.0017588i,-0.0013939-0.0011334i,-0.0010208-0.0013132i,-0.00019159-0.0013144i,0.0011081-0.00049802i,0.0012803-0.00025075i,-0.00043429-0.00057861i,-0.00096661-0.00041263i,-0.00039822+0.00017969i,-0.00016754+0.00074473i,0.0003426+0.00072343i,0.00057173+0.00063285i,0.00043936+0.00095237i,0.00050598+0.00059548i,9.577e-05-0.00036667i,-0.00036495-0.00085054i,-0.00025609-0.00079874i,-0.0002518-0.0009733i,-0.00023428-0.0008773i,-0.00046132-0.00051906i,-0.00061366-7.2429e-05i
0.0014569-0.00092222i,0.0013013-0.0011412i,0.0007472-0.0017106i,-0.00045662-0.0011565i,-0.00076272+0.00092979i,-0.00024441+0.0033001i,0.00055088+0.0029797i,0.0013275+0.00093005i,0.0013189-0.00034675i,0.00059167-0.00037441i,2.6085e-05-0.00098222i,-0.00026458-0.00059683i,-0.000491+0.00038158i,-0.00044995+0.00038532i,2.6247e-05+0.001024i,-0.00032511+0.0014902i,-0.00053578+0.00083589i,-5.4786e-05+0.00025556i,0.00089011-3.504e-05i,0.00077151+0.00010641i,0.0005438-4.0068e-05i,0.00076685-0.0008748i,0.00078602-0.00087844i
-0.002014-0.010508i,-0.0061984-0.0077965i,-0.012253-0.0046796i,-0.011631+0.00054802i,-0.0087129+0.0046366i,-0.0043774+0.0064891i,-0.00027034+0.0032496i,0.0010012-0.000589i,-0.00041435-0.0017775i,-0.0021599+0.00029659i,-0.0016337+0.0028067i,0.00078206+0.0022563i,0.0027912+0.0025796i,0.0036865+0.0041809i,0.0038058+0.0038622i,0.0028369+0.0017305i,0.0010278-0.000379i,0.00029721-0.00069748i,0.00046326-0.00075244i,0.00034076-0.00099059i,-0.00058583-0.001558i,-0.0014827-0.0010314i,-0.0010302+0.00038895i
-5.0008e-05+0.0029049i,-0.00078362+0.0022289i,9.1533e-05+0.00086803i,0.0011145-8.8403e-05i,0.0004032-0.00068676i,-0.00070619-0.00013666i,-4.8696e-05+0.001433i,0.0012025+0.0014395i,0.0012529+0.00069851i,0.0007098+0.00056412i,0.0002314+0.00034135i,0.00015687-5.7358e-05i,-0.00017513-0.0006159i,-0.0013447-0.0009837i,-0.0018118-0.0012789i,-0.0013858-0.0010509i,-0.0003412-0.0010135i,0.00045316-0.0012369i,0.00012336-0.00052889i,-0.00079678+8.1038e-05i,-0.00050372+0.00024823i,0.00016789+0.00035666i,4.5117e-05-1.9627e-05i
-0.00049891+0.00023239i,-0.00047732-0.00046116i,-0.00046234-0.0011745i,0.00029981-0.00077847i,0.00099002-0.0010537i,0.00080464-0.0021033i,7.9327e-05-0.0013798i,0.00011822-0.001046i,0.00063575-0.0015695i,0.00041662-0.00088769i,0.00036427+0.00020026i,0.00054904+0.00019806i,0.00048597-0.00024471i,0.00025257-0.0010779i,0.00022371-0.00081022i,-0.0002092-0.00046348i,-0.0004085-0.00074214i,-0.00036616-0.00070963i,-0.0005241-0.00067008i,-0.00037028-0.00036895i,-0.00011836-0.00019744i,2.6465e-05+0.00024582i,-0.00011887+0.00087848i
-0.0021051+0.0021783i,-0.0018884+0.0033496i,-0.00084993+0.0055731i,0.00019255+0.0058169i,0.00037633+0.0028728i,0.0001142+0.00059978i,7.989e-05+0.00019438i,0.0003581+0.00027006i,0.00022652+0.000279i,0.00080259-0.00019858i,0.0013654-0.00027997i,0.0010673-0.0004176i,0.00037541-0.00087349i,-0.00014767-0.00069532i,0.00020706-0.00089074i,0.00070118-0.0014619i,0.0011357-0.0007954i,0.00030922-0.00032831i,-0.00049142-0.00018549i,-0.00064712+0.00021664i,-0.00044753-0.00026477i,0.00032862-0.00066154i,0.00046941-3.7906e-05i
0.00099078-0.00014044i,0.0015711-0.0012019i,0.0017423-0.0016205i,0.0015106-0.0021386i,-0.00022231-0.0014484i,-0.0016479+0.00063319i,-0.0014711+0.0011035i,-0.0006843+0.00065806i,0.00062339+0.00051014i,0.00082593-4.8208e-05i,0.00056043-0.00026084i,0.00068575+2.2895e-05i,-0.00020701+1.1224e-05i,-0.00034088-0.00032929i,-0.00063311+0.00025486i,-0.00067171+0.00039424i,0.00022567-0.00038045i,0.00023882-0.00029746i,6.7383e-05-0.00016334i,-0.0003365-0.00029668i,0.00070414-0.00034358i,0.0010471-0.00021768i,-0.00015998+1.9443e-05i
9.3924e-05-0.00068968i,-0.0029259+0.0005122i,-0.0064017+0.00036254i,-0.0064833+0.00082367i,-0.0046132+0.001727i,-0.0025953+0.0021334i,-0.0015092+0.0027151i,-0.00077358+0.0020008i,0.00027273+8.7439e-05i,0.00028291-0.00048272i,-0.00032278+0.00046308i,8.7147e-05+0.00065376i,0.00074984+0.00037871i,0.00086057+0.0010011i,-0.00047793+0.0012588i,-0.0015565+0.0011363i,-0.00082303+0.0009593i,0.00037464+0.00062909i,0.00084332+0.00029752i,0.00067751-0.00070721i,-0.00050135-0.00087095i,-0.00060536-0.00082072i,-0.00015155-0.00077591i
-0.00048442+0.0013484i,0.00013493+0.0018697i,0.002364+0.0018824i,0.0031657+0.0013139i,0.0015868+0.0015402i,0.00034155+0.0010587i,0.00028292+0.00055237i,0.00020916-0.00023812i,0.00024697-0.00065718i,0.00060774-0.00032797i,0.00022682-0.00041374i,-4.9748e-05-0.0008059i,-0.0004239-0.00066634i,-0.0006085-2.2203e-05i,-0.0011235+0.00017363i,-0.0016244-5.037e-05i,-0.00020245-0.00023107i,0.00078968+3.535e-05i,0.00015924+3.4242e-05i,-0.00045985-0.00025201i,-0.00042606+4.9916e-05i,-4.9398e-05+0.0002988i,0.00075052+0.00017527i
-0.0027084-0.0017184i,-0.0040016-0.002387i,-0.0043409-0.0017456i,-0.0035654-0.00010987i,-0.0022387+0.00050856i,-0.0013851+8.3657e-05i,-0.0011179+0.00013538i,-0.0010025+0.00025376i,0.00015126+0.00075989i,0.00070021+0.00093742i,0.00053728+0.00018755i,0.00017646+0.00036723i,3.5727e-05+0.00033061i,-0.00038849-0.00012715i,-0.00050687+0.00018572i,-0.00022209+0.001051i,9.4603e-05+0.00069618i,0.00028527+0.00014984i,7.7326e-05-0.00036382i,0.00026791-0.00022097i,-0.00019708+0.00031232i,-0.00035757+0.00024592i,0.00051465+3.1354e-05i
0.00096757+0.00011276i,0.00043189+0.0002464i,-0.00038486+0.0012746i,-0.0011182+0.0023396i,-0.0017564+0.0017073i,-0.0019447+0.0015737i,-0.0016741+0.0021i,-0.00087387+0.00061887i,-0.0007981-0.00016235i,-0.0008254+2.0864e-05i,0.00055322-0.00046525i,0.0012558+5.871e-05i,0.00037269+0.00033303i,-0.00047254+0.0005497i,-0.00063436+0.001332i,-0.00089632+0.0011751i,-0.0012554+0.00015401i,-0.0010461-1.1452e-05i,0.00020581+0.00062182i,0.00065598+0.00082854i,-7.5369e-06+0.0005671i,-0.00029399-8.5623e-05i,-0.00036294-0.00043339i
0.00025961+0.0013956i,0.00046929+0.00023214i,0.00079362-0.00074605i,0.00034151-0.00059129i,-0.0011468-7.5867e-05i,-0.0018175-0.00012367i,-0.0014036+0.00032056i,-0.00052123+0.00067824i,-0.00064257-0.00026763i,-2.6568e-05-0.00083704i,0.00021093-1.9502e-05i,-0.00078193-0.0003523i,-0.0010599-0.00079857i,-0.0008767-3.7132e-05i,-0.00074505+0.00088363i,-0.00037312+0.00090449i,-0.00028243+0.00042608i,-0.00083123+0.0004033i,-0.0013708+0.00020906i,-0.00094627-3.6347e-05i,0.00037662+0.00029269i,0.0010508+0.00035705i,0.00094363+0.0002944i
0.00013766+0.00025226i,-0.00072889+0.00027708i,-0.0016976+0.0012881i,-0.0019278+0.0017676i,-0.0010964+0.0012847i,-0.00067697+0.00078579i,-0.0012459+0.00027986i,-0.00033438-0.00044612i,0.00078623-0.00068471i,0.00089407-0.00044437i,0.00075493+0.0005948i,0.00051546+0.0015185i,-0.00025535+0.00061105i,-0.00057985-8.9067e-05i,-0.00043209+9.6338e-06i,1.8223e-05+0.00028153i,0.00051742+3.8199e-05i,-0.00023035-0.00068853i,-0.0007512-0.00026579i,-0.00077113+0.00057574i,-0.00073073+0.000728i,-0.00017994+0.00062285i,8.2429e-05+0.00035313i
-0.0014955+0.00068215i,-0.0017574+0.0010724i,-0.0010821+0.0010025i,-0.00057612+0.00021623i,-0.0003598+0.00019533i,-0.00092457+0.00070325i,-0.0013954+0.0017561i,-0.00073228+0.0017858i,-6.6848e-05+4.6592e-05i,0.00028153-0.00022573i,0.0010362-0.00022244i,0.0016705-0.0010308i,0.0011792-0.00070843i,0.00024066-0.0003151i,-0.00068192-0.00034345i,-0.00087867+0.00020873i,-0.000396+0.00021475i,-0.0004543+2.8588e-05i,-0.0010117-4.8624e-05i,-0.00041477-0.00062703i,0.0001768-0.0005176i,-0.00055787+0.00045014i,-0.0012815+0.00061973i
-0.00014728-0.00023985i,-0.0016399-0.0010307i,-0.0021613-8.5453e-05i,-0.0010816+0.00047472i,-0.0011476+0.00023127i,-0.0025976+5.4311e-05i,-0.0020663+0.00042975i,0.00018286+1.2297e-05i,0.0013498-0.00074529i,0.00079714-0.00088936i,0.00026079-0.00048181i,0.00031216-0.00022238i,0.00039027-4.7948e-05i,0.00087004-0.00023778i,0.0012108-0.00048772i,0.0006552-0.00018579i,0.00022018+0.00055397i,0.00013022+0.000928i,0.00014792+0.00060899i,0.0002658+0.00054223i,-0.00033882+0.00084765i,-0.00044293+0.00095777i,-0.00031698+0.00064851i
0.0011275+0.0011539i,0.0011623+0.00091195i,0.00071478+7.1857e-07i,0.00064826-0.0010232i,0.00061292-0.0018422i,-0.00045341-0.0018329i,-0.00078489-0.00036818i,-0.00016524+0.00070509i,4.2818e-05+0.00010281i,7.0777e-05-3.3812e-05i,-2.549e-05+0.00040287i,-1.7176e-05+0.00062583i,-0.00071053-9.3781e-05i,-0.0011759-0.0010119i,-0.00095156-0.00025548i,-0.00083445+0.00050301i,-0.00056441+0.00030438i,-0.00034153+2.1246e-05i,-0.00053562+7.609e-05i,-0.00043935+0.00054263i,0.00020871+0.00030068i,1.5773e-05+1.6986e-05i,-0.00037048+9.8771e-05i
-0.0011901+0.00048096i,-0.0024062+0.0012384i,-0.0021313+0.0025065i,-0.0012876+0.0031642i,-0.0010105+0.0021119i,-0.0013542+0.0011464i,-0.0011722+0.000565i,-0.00072538-0.00023594i,-0.00034683-0.00064356i,0.00020436-0.00022233i,0.0005109+0.00018775i,0.00010563-0.00033616i,7.4264e-05-0.00079105i,0.00087584-0.00068229i,0.00031156-0.00070038i,-0.00066757-2.6063e-05i,-0.00098615+0.00057778i,-0.00040603+0.00037196i,-0.00017046-0.00037025i,-0.00031009-0.00040992i,-0.00042817+0.00027808i,-6.1608e-05+0.00029043i,0.00072882+0.00013891i
0.0017356+0.0005222i,0.0018673+0.00050081i,0.0013534+0.00090802i,0.00031916+0.00094848i,-0.00044882-0.00021415i,-0.00061669-0.00025096i,3.1209e-05+0.00021377i,0.00057248-0.00053491i,0.00082418-0.00093198i,0.00057852-0.0009087i,0.0010629-0.00071888i,0.00081215-0.00053081i,-0.0004835-0.00024382i,-0.0009007+0.00069606i,-0.00047601+0.00061394i,0.00021376+0.00042162i,0.00024861-0.00017433i,-0.00090165-0.00077341i,-0.0013267-0.00022523i,-0.00061744+0.00053129i,9.3469e-05+0.00043298i,0.00023645-0.00014981i,-0.0005163+8.9781e-05i
0.00014221+0.00076106i,-0.0010785+0.001292i,-0.0013377+0.00016776i,-0.0013449-0.00080845i,-0.001671-5.5883e-05i,-0.0018755+0.00076196i,-0.0016119+0.001563i,-0.00064529+0.0024266i,-0.00010237+0.0014303i,-0.00027098-8.6132e-05i,-0.00053816-0.00064779i,-0.00067262-0.0010729i,-0.00039673-0.00090623i,-8.3728e-06-0.00015821i,0.00033496-0.00011136i,6.0662e-05-0.00047785i,-0.00014149-0.00044931i,0.00026943-0.00018118i,0.00034769+0.0002904i,-0.00030274+0.00034874i,-0.00059021-0.00026732i,0.00026579-0.00047409i,0.00044941-0.00037676i
-0.00058562-0.0006256i,-0.00059857-0.00069963i,6.3078e-05-0.00078042i,0.0014072+3.2502e-05i,0.0011755+0.0011569i,-0.00025512+0.00088314i,-0.00019142+0.00059557i,0.00056825+0.0013252i,0.00037067+0.00039023i,0.0010707-0.00029063i,0.0011275+0.00035535i,0.00024801+0.00038796i,-0.00023812+0.00046053i,-0.00028319+0.00050028i,-9.861e-05+0.00016614i,-0.00031025-0.00053254i,-0.00038716-0.00071411i,-8.9825e-06-0.0011284i,0.00021277-0.00081732i,-0.00020923-0.00077996i,-0.00025019-0.0010822i,7.891e-06-0.00022394i,0.00054764+0.00064167i
0.00055583-0.00073987i,-0.00065208-1.2172e-05i,-0.0019952+0.00030578i,-0.002309+0.0004593i,-0.0023842+0.00062308i,-0.0024929+0.00045446i,-0.0021765+0.00080035i,-0.0003242+0.00086645i,0.0011577+0.00021259i,0.00029465+7.2859e-05i,-0.000138+0.00030903i,0.00013483+2.879e-05i,-0.00011791-2.6354e-05i,-0.00081985+0.00014476i,-0.00048775+0.00014175i,-0.00021962-0.00030021i,0.00010824-0.00061183i,-0.00019797-0.00072527i,-0.00076466-0.00025202i,-0.00047432+0.00050004i,-0.00020209+0.00049742i,-7.2048e-05+0.00022641i,-0.00028415+0.0004064i
-0.001402+0.0019007i,-0.0011053+0.0020779i,-0.00052535+0.0012583i,-0.00029929+0.0004618i,-0.00052143-1.1885e-05i,-0.00069216-0.00064547i,-0.00033198-0.00023105i,-3.5393e-05+0.00037552i,-0.00034585-0.00044109i,-0.00048594-0.0010291i,-0.00013911-0.00047374i,0.00010185-0.00014451i,-0.00033719-0.0006465i,-0.00040168-0.00097455i,0.00042207-0.00046499i,0.00063973-0.00066577i,0.00063534-0.0014779i,0.00012404-0.0015297i,-0.00015481-0.0001343i,4.6338e-05+0.00036547i,0.00044376+0.00023591i,0.00055564+0.00011301i,0.00050321-0.00027316i
0.0011544+0.0017653i,0.00080605+0.00052662i,0.00090932+0.00042197i,0.00047347+0.00041971i,-0.00016069+0.00015713i,-0.0010851-0.00024489i,-0.0022822-9.103e-05i,-0.00092741+0.00050128i,0.00066677+0.00073062i,0.00079343+0.00061929i,0.00032732+0.00076862i,-9.4892e-05+0.0008845i,-0.00026142-4.1387e-05i,-0.00024342-0.00056874i,-1.7037e-05-7.7009e-05i,0.00010408+0.00089545i,0.00039369+0.000263i,0.00034196-0.00039991i,0.00011824-0.00010648i,0.00028934+0.00054068i,0.00054584+0.00080939i,0.00022304+0.00055939i,-2.5763e-05+0.00032091i
-0.0012788+0.0013697i,-0.00060028+0.0017871i,-0.0010752+0.00090921i,-0.0018508+0.0010127i,-0.0016379+0.0014023i,-0.0011533+0.0010866i,-0.00056797+0.00068024i,5.4268e-05+0.00019093i,0.00011462-9.2149e-05i,-0.0002823+0.00041336i,-0.00061046+0.00012168i,-0.00070784-0.00053482i,-0.00051208-0.00072607i,-4.9956e-06-0.00021454i,-0.00027899+0.00056307i,-0.00053775+0.00076101i,-0.0011283+0.00068891i,-0.0014366+0.00018112i,2.525e-06+2.9129e-05i,0.00013093-0.00013253i,0.00013506-0.00053177i,0.00024417-0.00022717i,-1.978e-05-0.00077774i
0.00026398+0.00012336i,-0.00036891+0.00032694i,-0.0010419+0.000571i,-0.00069448+0.0012925i,-0.00021555+0.0010767i,-0.00037321+0.0004186i,-0.00066734+0.00048021i,-0.00036508+7.6513e-05i,0.00063766-0.00047368i,0.00030563-4.9108e-05i,0.00013176-0.00015932i,0.00032267-0.00071757i,0.00029633-0.00083906i,0.00056927-0.00049852i,8.3545e-05+0.00012258i,-0.00013558-0.00013369i,0.00037332-0.00023476i,0.00049472-0.00031578i,0.00021009-0.00049712i,-0.00016005-0.00038867i,-0.00018621+0.00016019i,-0.00061902+0.00016233i,-0.0008576-0.00026442i
0.00095603+6.4894e-05i,0.00084559+0.00016021i,-0.00040145+0.00082382i,-0.0019878+0.00091398i,-0.0021955+0.0010081i,-0.0018048+0.0010854i,-0.00082078+0.00096874i,4.9519e-05+0.00025891i,-0.00032309-0.00080952i,-0.00038298-0.00081713i,0.00059602-4.7256e-05i,0.0011032+0.00019668i,0.00014457+4.5219e-05i,-0.0010512-9.4779e-05i,-0.0013409+7.298e-05i,-0.00052392-7.8708e-05i,0.00064243+0.00066141i,0.00060692+0.0014535i,-8.9971e-05+0.00024439i,8.6596e-05-0.00010496i,0.00033582+0.00044654i,-0.00041453-0.00026167i,-0.0014237-0.0011008i
0.00037665-3.5868e-05i,-0.00061353+0.00020581i,-0.00064444+0.00020669i,-0.00040237-0.00018542i,-0.00067648-0.0008507i,0.00015437-0.00087253i,-6.4532e-05-0.00018405i,-0.00042661-0.00013216i,-0.00038314-0.00020385i,-0.00090458-0.00087513i,-0.00065884-0.0019047i,0.00012211-0.0012364i,-0.00040883+0.00058092i,-0.00097927+0.00090921i,-0.00091931+0.00019806i,-0.00061577-4.8038e-05i,0.0005305-0.00056013i,0.00069178-0.00020839i,0.00012794+0.00099885i,0.00080326+0.00013193i,0.00092814-0.001134i,0.0004455-0.00069358i,-0.00040639-0.00059733i
-0.0018497+0.0009119i,-0.0012535+0.00084548i,-0.00050018+0.0016438i,-0.00046055+0.0024688i,-0.0011394+0.002807i,-0.0016156+0.0019273i,-0.00079787+0.0010589i,-0.00010962+0.00070391i,-0.00081628-1.8444e-05i,-0.00041542-1.0611e-05i,0.0010219+0.00025194i,0.00079963-6.5709e-05i,0.00032818-0.00035878i,0.0004217-0.00077153i,0.00053576-0.0013044i,7.7714e-05-0.0008334i,-0.00073498+0.00029287i,-0.0008231+0.00037416i,6.203e-05-0.00012097i,1.4362e-05-0.00023485i,-0.0011249+1.9659e-05i,-0.00076079-0.00016801i,-0.00014586+0.00025186i
-0.00062803+0.00045098i,-0.00099378+0.001026i,-0.0018031+0.00099143i,-0.0020695+0.00039883i,-0.0017002+9.257e-05i,-0.0015226+0.00017913i,-0.0013771+0.00078821i,-0.00094468+0.00076336i,-0.0007237+1.7747e-05i,0.000166+0.00029245i,0.00078443+0.00042059i,-0.00011635+0.00084654i,-0.00045059+4.9147e-05i,0.00019592-0.0009198i,0.00039402-0.00026822i,0.00029201+0.00026784i,0.00031379+0.00042105i,0.00076925+0.00040765i,0.00037275+6.313e-05i,-5.3645e-05-0.00070296i,-0.00012101-0.00048516i,-0.00044253+0.0004686i,-0.00026003+0.00018798i
-0.0016965-0.0012719i,-0.0015217-0.0010161i,-0.0010083-0.00010053i,-0.00094625+0.0017079i,-0.00075213+0.0020211i,-0.0013569+0.0018894i,-0.0015548+0.0025119i,-0.00063844+0.0018898i,0.0001743+0.00011858i,0.00040329-0.0006947i,0.00026895-0.0006743i,2.4653e-05-7.0848e-05i,-0.00025625-0.00021489i,-8.0969e-05-0.00056037i,-0.00026435+0.0003515i,-0.00069999+0.00047698i,-0.00014191-0.00042367i,0.00048126-0.00021029i,0.00030467+2.0752e-05i,0.000235+9.7103e-05i,0.00066497+0.00048819i,0.00084362-5.4341e-05i,0.00069087-0.00027101i
-0.0019666-0.0006903i,-0.0022578+0.00020259i,-0.0022368+0.00098901i,-0.0016535+0.001254i,-0.00088265+0.0014425i,-0.00062236+0.0011968i,0.00027959+0.00071903i,0.0012259+6.5346e-05i,0.00058686-0.00036139i,0.00030337-0.0002427i,0.0003887+0.00034053i,-0.00021176+0.00075469i,-8.0961e-05+0.00019801i,0.00047738-0.00014459i,0.00044472+0.00055318i,0.00021092+0.0005624i,-4.0666e-05-0.00019155i,1.8458e-05-5.4166e-05i,9.0875e-05+0.00043168i,-4.8456e-05-0.0001916i,-0.00044361-0.00083054i,-0.00027532-0.00035825i,-0.00029298+1.3793e-05i
-0.00019968+0.00031371i,-0.0018243-4.0226e-05i,-0.0019135+0.00075301i,-0.00055707+0.0016345i,-0.0011083+0.00089986i,-0.0021955+0.0008648i,-0.0014841+0.0016361i,-0.00032197+0.00083848i,0.00023709-0.00058516i,-0.00035225-0.0004896i,-0.00061769+0.00032863i,-0.00047662+0.00051691i,0.00036529+0.000448i,0.00091344+0.00053932i,4.3595e-05-1.0568e-05i,1.338e-06-0.0007061i,0.00079511-8.141e-06i,0.00090152+0.00027458i,0.00095728+0.00031819i,0.00054592+0.00067979i,0.00029514-0.00010035i,0.00010148+9.8817e-05i,-0.00087773+0.00071907i
-6.6351e-05+0.00026922i,-0.00065304+0.0005323i,-0.0011445+0.00032862i,-0.0006924+0.00062041i,-0.00055912+0.00097944i,-0.0012562+0.00068842i,-0.00073971+0.00078258i,0.00068175+0.00088692i,0.00061233-2.233e-05i,0.00026406-0.00053878i,0.00077815+0.00013343i,0.00083298+0.00053891i,0.00049401-0.00025703i,0.0011359-0.00071114i,0.0011159-0.00044164i,-7.4453e-06-0.00045216i,-0.0001401-9.6619e-06i,-0.00030315+0.00015485i,-0.000916-0.00093476i,-3.1846e-05-0.00037707i,0.00042825+0.00060015i,0.00033941-0.00017414i,0.0005013-0.000186i
-0.0012539+0.0020464i,-0.0010528+0.0022126i,0.00030379+0.0030671i,0.00031642+0.0016331i,-0.00044021-0.00076747i,-0.00098258-0.0012693i,-0.0011269-0.00076763i,-0.00033801-9.7621e-06i,0.00067352-0.00066952i,0.0010424-0.0015093i,0.00091443-0.00098967i,0.00019598-0.00039509i,-0.0002353-0.0012203i,-0.00015756-0.0018174i,-0.00079493-0.0016715i,-0.00065444-0.0010182i,-0.00012245-0.00078113i,2.7013e-05-0.00047802i,0.00044127+0.00060163i,0.00025906+0.00091722i,-0.0002356+0.00028309i,-0.00036372+0.00067521i,-0.00059975+0.00079453i
-0.00068388-0.0015842i,-0.00072658-0.0013542i,-0.001815+0.0006651i,-0.0023487+0.0018808i,-0.0023039+0.0015978i,-0.001774+0.00059819i,-0.0010692+0.00031701i,-0.00072831+0.00035267i,-0.00010378+9.4595e-06i,0.00010429-7.8633e-06i,0.00019806+0.00034558i,0.00017447+0.00038233i,-0.00034981+0.00026845i,-0.00030908-7.8949e-05i,-0.00021305-0.00072957i,0.00026379-0.00067074i,0.00072187-7.5677e-05i,0.00055754+0.00019701i,0.00023549-0.00018936i,0.00017664-0.00038547i,0.00023152+0.00012485i,-0.00011609+9.9607e-06i,0.00050324-0.00038048i
-0.0002901+0.001267i,-0.0004404+0.0026401i,-0.0013331+0.0018385i,-0.0017766+0.00099251i,-0.001616+0.0015212i,-0.0012777+0.00077706i,-0.00056645+0.0004606i,0.00056258+0.00051438i,0.00023437-0.00015713i,-0.00016028-0.00040603i,-6.3932e-05-9.8361e-05i,8.7127e-05-0.0005598i,-0.0004003-0.00061592i,-0.0009892-0.00047419i,-0.00064629-0.0011985i,0.00038032-0.0011009i,0.00039934-0.00014783i,-0.0005263+0.0004395i,-0.0008483+0.00038229i,-0.00034058-0.00014504i,-6.966e-05-0.00019056i,6.5084e-05+0.00022101i,0.00045615+0.00012376i
-0.00074572-9.7426e-06i,-0.0017465+0.00021753i,-0.0021307+0.00014472i,-0.0017407-0.00024351i,-0.00089873+0.00029338i,-0.00084829+0.0013154i,-0.0011326+0.0017807i,-0.00034968+0.00080972i,8.3594e-05-0.0006301i,0.00026328-0.00072818i,0.00041048-0.00050073i,-5.8093e-05+4.6289e-06i,-3.2995e-05+0.0002795i,9.308e-05-0.00021235i,-0.00020339-0.0003987i,7.5398e-05+0.00017237i,-0.00013998+0.00026547i,-0.00077741-0.0002457i,-0.0002456-0.00087046i,0.00083723-0.00087815i,0.00067014-0.00057257i,-1.7763e-05-0.00047167i,-3.9874e-05-0.00010182i
0.00093693-0.0015603i,0.00070912-0.00094564i,1.0171e-05+0.00064347i,-0.00041949+0.00050048i,-8.7779e-05-0.00059986i,-0.00055718-0.0002393i,-0.0010131+0.00062746i,-5.1888e-05+0.00081432i,0.00090609+0.00056748i,0.0011355-0.00061081i,0.001048-0.000791i,0.00087256+0.00019514i,0.0004289+0.00081322i,-1.9137e-05+2.6543e-05i,8.9281e-05-0.00049796i,-3.1823e-05+0.00022272i,-4.5361e-05+0.00046702i,0.00058568-1.1968e-05i,0.00098514+0.00018812i,0.00088232+0.00057493i,0.00037291+0.00059981i,6.0623e-05+0.00050895i,-0.00031563+7.4628e-05i
-4.4733e-05+0.001082i,-0.00066457+0.0013235i,-0.0011602+0.00098247i,-0.0014386+0.0006782i,-0.0023598+0.00037599i,-0.0029442+2.7942e-05i,-0.0017296+0.00068885i,-0.00031919+0.00078961i,0.00061675-0.0002618i,0.0003715-1.592e-05i,0.00021511+0.00057023i,0.00044256-0.00043925i,-0.0007156-0.0010457i,-0.0010732-0.00071413i,-0.00022825-0.00024431i,6.7031e-05+0.0004924i,-8.7093e-05+0.00087085i,-0.0003404+0.00038498i,-0.0004254-0.00027563i,-5.1433e-05-0.00094258i,5.7177e-05-0.00040949i,0.0002604+0.00039315i,0.00024764-0.00019577i
0.00031052+0.0010673i,0.00055696+0.00061548i,0.001056-0.00011287i,0.0010834+0.00041192i,-0.00017853+0.00061252i,-0.0018106-0.0002323i,-0.0012113+0.00038461i,0.00023621+0.00091202i,0.00066354+3.5078e-05i,0.00027835-5.6979e-06i,1.792e-05+0.00030275i,0.00010141+0.00087098i,0.0006312+0.0013453i,0.0010079+0.00063667i,0.0012195-0.00012254i,0.0011646-0.00023235i,0.00020729+5.6022e-05i,-2.3731e-05-8.8575e-05i,0.00015418-0.00054934i,0.00044576-0.00080171i,0.00060735-9.3802e-05i,0.00021936+0.0010682i,-5.3168e-05+0.00041842i
0.00018712+0.00044448i,-0.00083458+0.00098819i,-0.0017766+0.0012445i,-0.0017801+0.0014632i,-0.0023607+0.00014811i,-0.0029229-0.00049121i,-0.0016352+0.0014162i,-9.5543e-05+0.0019476i,0.00039219+0.00065532i,7.5033e-05-0.00054451i,-0.00059635-0.00062221i,-0.00063476-8.8758e-05i,-0.00067397+0.00029469i,-0.00074439+9.7963e-05i,-0.00063623-4.2845e-05i,-0.00043578-0.00017937i,-0.00049769-0.0003087i,-0.00047033+0.00023045i,-0.00030528+0.00018401i,-0.00014794-1.9594e-06i,0.00016134+0.00071814i,-0.00032769+0.0001833i,-0.00087947-0.00040835i
