-0.0045769-0.00024491i,-0.0038324-0.00063681i,-0.0054071+0.00094996i,-0.0051868+0.002486i,-0.0024842+0.0031269i,-0.001147+0.0025628i,-0.00039891+0.0022631i,0.0010396+0.0025722i,0.00162+0.0019061i,0.0013196+0.0012202i,0.0011605+0.00084863i,0.0010265+0.00053077i,0.00065265-0.00028948i,0.00083214-0.00041911i,0.00038661+0.00017124i,0.00028821+0.00039995i,0.00047084+0.00068847i,0.00019708+0.00039604i,5.8269e-05-0.00023219i,-9.622e-05-0.00029764i,0.00057386+0.00021396i,0.0008728-4.8909e-05i,0.00061128+9.3733e-05i
-0.00067285-0.00069368i,0.00034411-0.0017074i,0.0012352-0.00152i,0.00088094-0.00072154i,0.00040441-0.00025385i,-0.00026906-0.00079235i,-0.00031575-0.0012938i,0.00016067-0.00042876i,-4.2855e-05+0.00032363i,-0.0004733+0.00014073i,-0.00064946+0.00016696i,-0.00020437-0.00011556i,-0.00050276-0.00019143i,-0.0009395-0.00056767i,-0.00025633-0.00017125i,0.0001145+0.00068137i,-0.00022311+0.00069352i,0.00020331+0.0010717i,0.0014322+0.00076457i,0.0011655-0.00013772i,0.00089652-0.00046689i,0.00045629-0.0002257i,-0.00042499+0.00051812i
0.00099354-0.0011349i,0.001431-0.00053229i,0.00076254-0.0013478i,-0.0010198-0.0023021i,-0.0023585-0.0019787i,-0.0018688-0.00057186i,-0.0007952-0.00016218i,-0.00047841-0.00013704i,-0.00037338+0.00010075i,-6.0299e-05-0.00042268i,-8.6414e-05+0.00010517i,-0.00049404+0.0011719i,-0.00035326+0.00056958i,-0.00042865+0.00030172i,-0.00024791+0.00086578i,-0.0003574+0.0010022i,-9.3111e-05+0.00088201i,-8.3313e-05+0.00029764i,-0.00073688-0.00054076i,-0.00090546-0.00088259i,-0.0010135-0.00055604i,-0.0002718-0.00028464i,9.8513e-05+0.00016898i
-0.00043284-0.00089281i,-0.0016943-0.00070304i,-0.0017084-0.00079399i,-0.00063941+0.00044008i,-0.00058303+0.000961i,-0.0010451+0.00070619i,-0.00074673+0.00036356i,-0.00058758-6.4972e-05i,-0.00072971+7.8829e-05i,-0.00075972+0.00023701i,-0.00013615+0.00086093i,0.00037025+0.0011879i,0.00024542-0.00024872i,0.00026298-0.00092023i,-6.0881e-05-0.00023315i,-0.00094109+0.00055169i,-0.0014878+0.00084238i,-0.0014466+0.00032962i,-0.001221+0.00030786i,-0.00013272+0.00045649i,0.00060006-3.1996e-06i,0.00028307-0.00030487i,9.0843e-05+0.00056196i
-0.00025748+0.00038784i,-0.00060424-0.0004802i,-0.0010775-0.00031219i,-0.00072585+0.00020388i,0.00035381-0.00029003i,-0.0003986-0.00012274i,-0.0013332+0.00055611i,-0.0010485+0.00023079i,-0.00027618-0.00018438i,0.00024283+0.00041928i,-0.00081343+1.7169e-05i,-0.00084951-2.0046e-05i,-0.00057426+0.0002676i,-0.00022207+0.0003757i,6.7369e-06+0.00096465i,-0.00037962+0.0010846i,-0.00068565+0.00089199i,-0.00076938+0.00064178i,-0.00026784-0.000129i,3.9683e-05-0.00089436i,-0.00043511-0.00077237i,-0.00053583-0.00096463i,5.9572e-05-0.00095847i
0.0019303-0.00078921i,0.0022058-0.00081454i,0.0021079-0.0024636i,0.0004895-0.002665i,-0.0017606-0.0016836i,-0.0024373-0.0011751i,-0.0018657-0.00020403i,-0.0011636-2.1194e-05i,-0.00093949-0.0012457i,-0.00056426-0.0015021i,5.2496e-05-0.00054822i,-0.00013814+5.1547e-05i,-0.00063021+0.00054725i,-0.00045674+0.00079645i,-0.00025929+0.00068766i,-0.00053689+0.00050857i,-0.00054298-7.1073e-06i,-0.00020776-0.00060741i,0.00027739+0.00023618i,0.00055948+0.00085217i,0.00043675-7.616e-05i,0.0007052-0.00064359i,0.00092035-0.00018553i
-0.0008337+0.0018923i,-0.00059296+0.0014271i,0.00074155+0.0019857i,0.0017221+0.0018948i,0.0011694+0.00067846i,0.00033876-5.2643e-05i,-0.00024394-0.00020039i,-0.0008437-0.00018323i,-0.0010219+0.00057734i,-0.00061021+0.00087991i,0.00031292+9.5517e-05i,0.00051902-0.00090143i,-0.00031428-0.0014313i,-0.00098471-0.0011239i,-0.00046836-0.00058071i,2.5898e-05-0.00037635i,0.00028247+8.0507e-06i,0.00037467+8.4144e-05i,-4.2888e-05+0.00035352i,-0.00050161+0.0002199i,-8.5894e-05-0.00044186i,0.00015893-0.00031541i,0.00026156-0.00060638i
-0.00021675+0.00089296i,-0.00056089+0.00088649i,-0.00048732+0.0011505i,-0.00014545+0.0010141i,-0.00069953+0.00050822i,-0.0014505-0.00048794i,-0.0010704-0.00076361i,-0.00079698-0.00026789i,-0.0012662-0.00022252i,-0.0010212-0.00024202i,-0.0005967-0.00052994i,-0.00036135-0.00069899i,-5.7699e-05-0.00086404i,-0.00040139-0.00042753i,-0.0004391+0.00038942i,-0.00012296+0.00032072i,-6.8167e-05+0.0010324i,0.00023464+0.00069306i,0.00032057-0.00060316i,-0.00015327-0.00046474i,-0.00038236-0.00026394i,-0.00027758-0.00086908i,-5.3626e-05-0.0010535i
0.00048359+1.9946e-05i,0.00035082+8.0048e-05i,2.1093e-05-4.0246e-05i,-0.0006833-0.00057019i,-0.0015144-0.00080889i,-0.0016145-0.00042315i,-0.0012398-0.00016593i,-0.0010243-0.00050369i,-0.0012873-0.00096197i,-0.00096334-0.00028585i,-0.0010194+0.00036337i,-0.0014792-4.5858e-05i,-0.00098278-0.00037772i,-0.00046921+0.00031946i,-0.00027893+0.0012265i,0.00021348+0.00049624i,0.0010892-0.0004093i,0.0013345-0.00039632i,0.0012342-0.00058855i,0.00066457-0.00094987i,-0.0004544-0.001195i,-0.00041829-0.00067884i,1.6455e-05-0.00048271i
-0.0012679+0.00018098i,-0.0010905-0.00069095i,-0.00074493-0.0010038i,-0.00063977-0.0001396i,-0.00051943+0.00058373i,-0.00063488+0.00069742i,-0.00071578+0.00019174i,-0.0011966-2.7325e-05i,-0.0019543+0.00031546i,-0.0013854+6.9313e-05i,-0.00030019-0.00056574i,0.00029554-0.00015031i,3.6549e-05-0.00037396i,-0.00045863-0.0012085i,-0.00016268-0.00027467i,0.00015815+0.0014092i,-0.00026214+0.0012063i,-0.00035255-0.00014575i,0.00087622-0.00040814i,0.0014791-8.6508e-06i,0.0011568-0.00015406i,0.00082295-0.00069717i,0.00049698-0.00072906i
0.0025071+0.00043747i,0.0017569-0.00044435i,0.0027163-0.0016048i,0.0024178-0.0019002i,0.0013572-0.0017932i,-2.4318e-05-0.00097895i,-0.00061589+3.0373e-05i,-0.00039098-0.00031621i,-0.00050608-0.0004424i,-0.0009638+0.0004246i,-0.001237+0.00027525i,-0.001059-0.00036713i,-0.0011716+0.0003433i,-0.0014299+0.00090789i,-0.0014127+0.0003951i,-0.0017823+0.00041954i,-0.0013681+0.00037005i,-0.00081532-5.0887e-05i,-0.000877-0.00033464i,-0.00059657-0.00069089i,4.0489e-06-0.00074611i,0.00041669-0.00068827i,0.00042204+5.3887e-05i
-0.0018166-0.00092835i,-0.0017891-0.00047748i,-0.0013347-0.00023003i,-0.00089493-6.8249e-05i,-0.00040699+0.00061682i,-0.00017939+0.00060009i,-0.00063846-7.6481e-06i,-0.00096442-0.00023168i,-0.0011708-0.00029053i,-0.00080693-4.9906e-05i,-0.00064209-1.7364e-05i,-0.00025163-0.00043862i,9.6068e-05-0.00010705i,-4.6687e-05+0.00065703i,-0.00010107+0.0010111i,-0.00025772+0.00025178i,-0.0003593-0.00010547i,0.00022433+0.0001399i,0.00040528-8.7453e-05i,-0.00012393-0.00051674i,-8.6443e-05-0.00080537i,0.00049829-0.00087392i,0.00050853-0.00053974i
-0.0013202-0.00077546i,-0.001321-0.00075537i,-0.00062157+0.00035392i,-0.00062472+0.0012153i,-0.0011271+0.00071776i,-0.0013331+0.00032144i,-0.0017325+0.00065628i,-0.001907+0.00037126i,-0.0021015+0.00015045i,-0.002292-0.00027786i,-0.0010241-0.00047635i,0.00058984+6.3294e-06i,0.00041243-0.00027371i,-0.00014079-0.00071201i,-0.00010355-0.00052379i,0.00031178+0.00026549i,0.00017141+0.00072617i,0.00035373+0.00076272i,0.00098162+0.0003288i,0.0010367-6.901e-05i,0.00074094+0.00014958i,0.00091273+0.00031487i,0.00020755-4.7659e-05i
0.0010973+0.0012384i,0.00038072-0.00025536i,-0.00066114-0.0015462i,-0.0019961-0.0016935i,-0.001994-0.0012214i,-0.0013379-0.00024588i,-0.00034754-0.00036326i,0.00048204-0.00087464i,1.4764e-05-0.00086438i,-0.00078946-0.00086609i,-0.00086633-0.00023017i,-0.00053175+0.00044045i,3.7091e-05+0.00090575i,-0.00018384+0.00081227i,-0.00073334+0.00052262i,-0.00049712+0.00099707i,0.00029564+0.0010818i,0.00089483+0.00081124i,0.00066262+0.00065326i,0.00059262-4.0488e-05i,0.00053499-0.0007269i,0.00048057-0.00031179i,-0.0002082-0.00029464i
-0.0033375-8.8778e-05i,-0.0024024+0.001242i,-0.0023144+0.0027072i,-0.0016284+0.0026812i,-9.2507e-05+0.0022073i,0.00018051+0.00077168i,0.00029935-0.00061626i,8.4116e-05-0.00046697i,-0.00069542+0.00075577i,-0.00087193+0.0010341i,-4.239e-05+0.0008165i,0.00072556+0.0001354i,0.00095204-0.00081593i,0.00018612-0.00048552i,-7.436e-06+0.00021323i,-0.0001136+0.00063713i,-0.000391+0.00030164i,0.00042666+0.00010075i,0.00098238-0.0004627i,0.00046573-0.00096082i,0.00052134-0.00033033i,0.00085267+0.00061454i,0.00040939+0.00058217i
0.0022666+0.0014109i,0.0029551+0.0015414i,0.0025771-0.0008816i,0.00088897-0.0028743i,-0.00088854-0.0033526i,-0.0012581-0.0026597i,-0.00085982-0.00083474i,-0.0007791-0.00040709i,-0.00048264-0.0008561i,-0.00029993-0.00048876i,-0.00061223-0.00058433i,-0.00052099-0.00098764i,-0.00076865-0.0009387i,-0.00068862-7.6255e-05i,0.00050495+0.001204i,0.00081548+0.00092792i,0.00094458+0.00014634i,0.0011006+0.00010988i,0.00096697+0.00013138i,0.00029223+4.706e-05i,-0.00013181-0.00055394i,-0.00068087-0.00027155i,-0.0013249+0.00025734i
-0.0013126-0.00079327i,-0.00059873-0.00089986i,-0.00060547-0.00023668i,-0.00045606+0.00016169i,-0.0006214+0.00061441i,-0.0016979+0.00078875i,-0.0012613-0.00012121i,-0.00012911-0.00050614i,-0.000518-0.00083191i,-0.0010194-0.00057475i,0.00044901-6.5166e-05i,0.00086618+0.0001118i,-9.7087e-05+0.00083758i,-0.0003079+0.0012456i,-0.00042502+0.0012831i,0.00013926+0.0007277i,0.00045635+0.00031788i,0.00073835+0.00092094i,0.00065474+0.00081459i,-0.0002917-8.7921e-05i,-6.5018e-05-0.00061988i,0.00012652-0.00088348i,-0.00015814-0.0010133i
0.00024883-0.0017364i,0.00046868-0.0024917i,0.00025203-0.0032116i,-0.00071098-0.0027344i,-0.001028-0.0014884i,-0.001068+0.00010814i,-0.0013088+0.00071018i,-0.00098118+0.00056182i,-0.0008306-6.0908e-05i,-0.001223+2.4625e-06i,-0.0013369+0.00044419i,-0.00051413+5.6542e-05i,1.1476e-05-0.00021232i,-0.00026053-1.3998e-05i,-8.0041e-05+0.00031731i,-0.00030643+0.0012009i,-0.00033616+0.0013457i,-0.00026314+0.00019933i,-0.00050827-0.00054799i,-0.00044526-0.00051142i,-4.8846e-05+0.00020866i,-3.6322e-05+0.00080872i,-0.00026927+0.00058682i
0.00058903-0.00087548i,0.00058891-0.00062063i,0.0010656-0.0010338i,-6.8894e-06-0.0013713i,-0.00073552-0.0010333i,-0.0009214-0.00051465i,-0.00096546+9.3282e-05i,-0.00050933-0.00022543i,-0.00058679-0.00084597i,-0.001159-0.0007098i,-0.0011716-0.0001504i,-0.00087946-0.00010378i,-0.00044327+0.00021613i,0.00015152+0.00025714i,0.00017923-6.9641e-05i,0.0003388+0.00025026i,-0.00012682+0.00059524i,-0.00085794+0.00079971i,-0.00038376+0.00092762i,-0.00061184+0.00058864i,-0.00013801-9.9087e-05i,0.00087632-0.0001971i,-2.9392e-05-0.00031451i
0.00099621-0.0015729i,0.0015061-0.0021218i,0.00097371-0.0032644i,0.00036448-0.0030936i,0.00020642-0.0016018i,-0.00094284+4.2908e-05i,-0.0011751+0.00068312i,-0.0013574+0.00027754i,-0.0016309-7.7127e-05i,-0.001252-9.5213e-06i,-0.00087458-4.236e-05i,-0.00062744-0.00067249i,-0.00062502-0.00049474i,-0.00077625-0.00039641i,3.9068e-05-0.00032201i,0.00091279+2.2056e-05i,0.0011553+0.00033171i,0.001324+0.00018118i,0.00052445-3.0687e-05i,-3.7957e-05-0.00033122i,1.7991e-05-0.00059409i,-0.0001414-0.00036477i,-0.00039184+9.9157e-05i
-0.0008338-4.6502e-05i,-0.00015117+0.00075904i,0.00080459+0.0013736i,0.0011365+0.00073649i,0.0008621+0.00022835i,6.3687e-05-0.00026169i,-0.0010091-0.00013525i,-0.0014214-0.00034834i,-0.0015386+2.5913e-05i,-0.0009854+0.0011478i,-0.00023446+0.0013168i,-0.00011098+0.00071806i,-0.00046314-0.00012664i,-0.00064672-0.00017889i,-0.0010198+0.00030455i,-0.0012878+0.00016032i,-0.00021432+0.00027234i,0.00046286+9.4842e-05i,-0.00063848-0.00078443i,-0.0011944-0.00083324i,-0.0011271+0.00019525i,-0.00096681+0.0012594i,-0.00039882+0.0013877i
-0.00040147+0.00055466i,-0.00059283+0.00034249i,-0.00081633+0.00040988i,-0.00050154+0.00073201i,-0.00018354-0.00020595i,-9.7257e-05-0.00047789i,-8.1901e-05+0.00072819i,-0.00091461+0.00046116i,-0.0014058-0.0013144i,-0.00037027-0.0013049i,-0.00013282+0.00031673i,-0.00059443-9.4344e-05i,-0.00092734-0.00054889i,-0.0011418-3.9074e-05i,-0.0006808+0.00055562i,-0.0003612+0.0009007i,0.00036376+0.00016955i,0.0010983-0.00073982i,0.0015541-0.00021499i,0.0017535+0.00017253i,0.0014625+4.8207e-06i,0.00089174-0.000491i,0.00060084-0.00022584i
0.0030607+0.00031579i,0.0031915-0.00029148i,0.0024611-0.00036672i,0.0013816-0.00075785i,0.00070911-0.0016587i,0.0003672-0.0017425i,-0.00067975-0.0017347i,-0.00085211-0.00159i,0.00010698-0.00094744i,0.00064217-0.00071278i,0.0003349-0.00087704i,-0.00071301-0.001453i,-0.0005699-0.0018131i,0.00017301-0.0010905i,-0.00015067+0.00013024i,2.1274e-05+0.0008959i,0.00075003+0.00080799i,0.00041988-4.2191e-05i,9.4907e-05+0.00035014i,0.00019805+0.00023504i,0.00047951-0.0007418i,0.00059379-0.00090338i,0.00076873-0.00069534i
0.0013802-0.0003297i,0.0012941-0.00014933i,-0.00034936-0.00097903i,-0.0016755-0.0018692i,-0.0023202-0.00080474i,-0.0017304+0.00034049i,-0.00052851+0.00068227i,-0.00039248+0.00021693i,-0.0011341-0.00057913i,-0.0013815-0.00054263i,-0.00082715+0.00035128i,-0.00040619+0.0010427i,-0.00066365+0.00094851i,-0.00071209+0.00045532i,-0.00068108+0.00023912i,-0.00098941+0.00036944i,-0.00078897+0.00040469i,-4.8332e-06+0.00037857i,0.00030947+0.00033673i,-2.1492e-05+0.00024002i,-3.7962e-05+0.00021785i,4.0877e-06-0.00033776i,-0.00033155-0.00055457i
-0.00021852+0.0014501i,-0.00011451+0.00075848i,0.00087833+0.00052361i,0.0011971+0.00045315i,2.4947e-06-0.00015699i,-0.00046749-0.00041459i,-0.00068311+0.00086403i,-0.00088546+0.0011386i,-0.00062602+0.00069995i,-0.00038308+0.00038818i,-0.00056495-0.0005036i,-0.00030453-0.00073652i,-0.00018473-0.00012552i,-0.00078818+0.00045927i,-0.00052261+0.00015696i,5.5846e-05+9.0324e-05i,-0.00014275-0.00016078i,-0.00048647-0.00043487i,-8.2544e-05-0.00038198i,-5.3873e-06-0.0012104i,-0.00027684-0.0011354i,4.0594e-05+3.0628e-05i,1.6018e-05+0.00031585i
0.0019575-0.0014086i,0.0012414-0.0020016i,0.00055972-0.0023467i,0.000193-0.0021454i,-0.00027868-0.0017846i,-0.0010905-0.0010736i,-0.0013616-0.00031758i,-0.0012436+0.00017615i,-0.0014792-2.1371e-05i,-0.0012684-0.00044959i,-0.00075961+5.9822e-05i,-0.00029699+0.00056062i,0.00021059+0.00094778i,0.00032702+0.00074543i,1.7285e-05+0.00010729i,-0.00030237-0.00021565i,-0.00059263+1.9195e-06i,-0.00048831+0.00023617i,0.00042891-1.577e-05i,0.00049042-0.00030905i,5.2112e-05-0.00054375i,0.00020386-0.00073196i,-0.00036329-0.00052935i
-0.0011949-0.002479i,-0.0012433-0.002477i,-0.0018595-0.0018678i,-0.0018257-0.001443i,-0.001534-0.00047209i,-0.0015053-0.00011206i,-0.0011515-0.00052285i,-0.00094721-0.0005389i,-0.0015953+0.00013045i,-0.0014596+0.0010636i,-0.00017665+0.0010784i,0.00063543+8.5443e-05i,0.00042713+0.00055329i,-0.00021425+0.001311i,4.3211e-06+0.00036776i,0.00019448+0.00020397i,0.00017267+0.00044255i,0.00099677-0.00024738i,0.00087623-0.00016822i,0.00037683+0.00050591i,0.00014907+0.00074785i,-0.00011586+9.2723e-05i,0.00020422+4.4974e-05i
-0.00010741+0.0017812i,-9.1444e-05+0.0015445i,-0.00027057+0.00066475i,0.00018017-0.00011336i,0.00035748-0.00021445i,-0.00052071-0.00021329i,-0.0012652-5.8197e-05i,-0.0013591-0.00056162i,-0.00025188-0.00050189i,-0.00041976+2.9247e-05i,-0.00095889-0.00025477i,-0.001339-0.00023691i,-0.0018626+0.00052213i,-0.0016355+0.001048i,-0.00097476+0.000643i,-0.00055908+0.00065873i,-0.00063378+0.0014506i,-0.00045614+0.00082565i,7.1548e-05+0.00027296i,-5.8683e-06+0.00077527i,-0.00050756+6.092e-05i,-0.00085487-9.1337e-05i,-0.001172+0.00027246i
-0.0011426-0.00046612i,-0.0019401-0.00026012i,-0.0021456-5.0503e-05i,-0.0016467+0.00041692i,-0.00083892+0.0014762i,-0.00047768+0.0014654i,-0.0012469+0.00061941i,-0.0014381+0.00030373i,-0.00059163+0.00032899i,0.00055148-5.0464e-05i,0.00062518-0.00020215i,0.00070938+8.6155e-05i,0.0008536-0.00058202i,0.00037587-0.00073369i,0.00043894-0.00028773i,0.00038959+4.0807e-06i,-0.00031329+0.0002566i,-0.00075606+0.00036065i,-0.00095402+0.00056733i,-0.00064672+0.00023369i,6.9094e-05-0.00032321i,-1.8485e-05+0.00019499i,8.8571e-05+0.0004001i
0.00079171+9.4629e-05i,0.00036402+0.00036149i,-0.00037173-0.00045108i,-0.00057824-0.0011536i,-0.0010374-0.00059568i,-0.0011678+0.00019602i,-0.0009686+6.6925e-06i,-0.00059071-0.00018919i,0.00014149-0.00066771i,0.00086436-0.00024656i,0.0012953+0.0009083i,0.0011809+0.0005847i,0.00062068-0.00016915i,6.8001e-05-0.00040922i,-0.00037247-0.00035427i,-0.00037267-0.00021014i,4.0234e-05+0.00023819i,-0.00021584+0.00062304i,-0.00097328-0.00040225i,-0.00053745-0.00074913i,0.00040343-0.00035518i,0.0008937-1.2504e-05i,0.00084317+0.00036804i
-0.0031051-0.0015709i,-0.0019842-0.00074674i,-0.001724-0.00013424i,-0.0009671+0.00037392i,-0.00035388+0.00062419i,9.9095e-05+0.00072432i,8.0651e-05+0.00068026i,-0.00086964-0.00011427i,-0.0010278-0.0010736i,-0.00089766-0.00094274i,-0.00082302+0.00013204i,9.0333e-05+0.00056717i,0.0007226+0.00016689i,0.00043835-3.6423e-05i,-9.6036e-05+2.1479e-05i,-0.00010534+5.6789e-05i,0.00051458+0.00012633i,0.00069975+0.00051997i,0.00043594-0.0001758i,0.00035014-0.00062927i,4.0046e-05+8.8213e-05i,-0.00034482+0.00021547i,1.535e-05-0.00035661i
0.00034381-0.00075978i,0.00085425-0.00017663i,0.00047382+0.00011536i,-0.00013089+0.00016021i,-0.00085023+0.00039461i,-0.00059374-9.1052e-07i,-0.00055164-0.00079602i,-0.00071518-0.00093632i,-0.0012376-0.00045409i,-0.0014184-0.0004823i,-0.00081329-0.00086948i,0.0001809-0.00087044i,0.00047239-0.00048636i,-0.00013381+9.8335e-06i,-0.00011336+0.00072213i,0.00039172+0.00090254i,0.00079134+0.00026144i,0.00019944-8.6328e-05i,9.2894e-06-0.00043003i,0.00041103-0.00043816i,0.00048297-0.0002006i,0.00033528+0.00024735i,0.00020539-0.00015821i
0.00097685+0.00037978i,0.0006359+0.0010261i,0.0008187-0.00053245i,-5.7018e-05-0.0021526i,-0.0010167-0.0023542i,-0.00076691-0.00084984i,-0.00033259-4.7765e-05i,-0.00032453-0.00075374i,-0.00033925-0.0012787i,-0.00046979-0.0010026i,-0.0005591-9.5794e-05i,-0.00036509+0.00029054i,-0.0008682+0.00036527i,-0.0010438+0.00080109i,-0.00059549+0.00091832i,-4.1195e-05+0.00098337i,4.9832e-05+0.00096215i,-0.00072136+0.00042866i,-0.00046402+8.9788e-05i,-5.8579e-05+0.00013463i,0.00024492-8.7815e-05i,0.00011831+7.1834e-05i,-0.0001738+0.00035112i
-0.0019862-0.0029459i,-0.0030248-0.0017415i,-0.0046438-0.0016657i,-0.0031433-0.00046346i,-0.0019045+0.00087258i,-0.001503+0.00089957i,-0.00072256+0.0010409i,-0.00016421+0.00060465i,-0.00023877-0.00012755i,-0.0011899+0.00019862i,-0.00088936+0.0001745i,0.00015874+0.00031143i,0.00051827+0.00091864i,0.00012011+0.0011989i,0.0002676+0.0016028i,0.000538+0.0011651i,0.000961+0.00041605i,0.0011964+0.00029226i,0.00073814+0.00031735i,0.00026412-0.00061628i,0.00052421-0.00056879i,0.00019887+0.00013544i,-0.00017861+0.00010759i
0.0011688-0.00046799i,0.0024632-0.00082277i,0.0023851-0.0012344i,0.00044657-0.0012351i,-0.00062006-0.00085506i,-0.00076806+0.00022403i,-0.00085223+0.00050655i,-0.00044352-0.00014661i,-0.00041215-6.9803e-05i,-0.001077+0.00028296i,-0.001346+0.00052338i,-0.00063275+0.00086091i,-0.00063674-0.00025845i,-0.00074752-0.0015406i,-0.00034394-0.00063585i,-0.0003317+0.00021257i,0.00019291+0.00029819i,0.00036002-6.19e-06i,0.00012927-0.0003549i,6.4303e-05-0.0005704i,0.00019087-0.0004497i,-0.00050408-5.5734e-05i,-0.00043696+8.3224e-05i
0.0032545+0.0007059i,0.0027746+0.0019069i,0.001516+0.0011185i,7.2705e-05-0.00016616i,-0.00092284-0.001272i,-0.0014248-0.0014688i,-0.0015419-0.00062529i,-0.0015628-1.2931e-05i,-0.0011834-0.00040427i,-0.00098572-0.0010043i,-0.00061727-0.00038068i,-0.00031138+0.00071725i,-0.0010298+0.00050411i,-0.0013398+0.00011207i,-0.0008912+0.00026849i,-0.00080639+0.00066317i,-0.00055323+0.00036875i,0.00031924+0.00045898i,0.00060487+0.00030287i,-0.00041581-0.00057552i,-0.00022096-0.00033998i,0.00039637+0.00043095i,-0.00042612-0.00013493i
0.0012792+2.5728e-05i,-0.00073263-0.00022461i,-0.0012035-0.0014909i,-0.00044966-0.0022491i,0.00044019-0.0019044i,0.00049551-0.0014806i,7.5525e-05-0.00070034i,0.00027717+0.00050226i,0.00062396+0.0008494i,0.00060164+0.00018029i,-0.00051462-0.00079426i,-0.00025184-0.0013228i,0.00067554-0.000713i,0.000417+0.00040969i,-0.00049753+0.00048232i,-0.0012794-8.6813e-05i,-0.00090142+0.00026811i,8.747e-05+0.00072997i,0.00083354+0.00040591i,0.00080304-0.0002226i,0.00024825-0.00055438i,1.3989e-05-0.00055917i,-9.1397e-05+0.00020759i
0.00073922-0.00054593i,0.00032135-0.00097805i,0.0008408-0.00096869i,0.00047838-0.00059719i,-0.00070871-0.00051131i,-0.00098597+4.5399e-05i,-0.00083094-0.00043049i,-0.00052188-0.00083804i,-0.00032854-0.00046853i,-0.0001359-0.0002891i,-8.3303e-05+0.00036576i,-0.00012681+0.00085703i,0.00074707+0.00053808i,0.00080075+0.00058071i,-0.00013662+0.00049846i,-0.00018561+0.00023854i,-0.00023802+0.00057176i,-0.00038565+0.0006566i,-1.7859e-05+0.00011844i,0.00028686-0.00032178i,0.00051517+0.00012373i,0.00047148+0.00083475i,0.0001733+0.001097i
0.0010679+0.0013625i,0.0011285+0.0020163i,0.0019239+0.0010687i,0.0022159+0.00055215i,0.001709+0.00033118i,0.0012164-0.00018167i,0.00016753-6.6526e-05i,-0.00045314+0.0002371i,-0.00065732+7.3427e-05i,-0.00027317-4.5714e-05i,1.0437e-05+0.00024065i,-0.00011048-0.0002618i,3.1556e-05-0.00053825i,-0.00035364-0.00043561i,-0.00030455-0.00014132i,2.687e-05+0.00078974i,-0.00025745+0.0012625i,-0.00077894+0.00085607i,-0.0012196+2.9994e-05i,-0.0010443-0.00044127i,-0.00050848-0.00056031i,0.00063878-0.00043792i,0.0014126+0.00013842i
0.00019999-0.00030883i,0.0002818-0.00017413i,0.00043163-0.0001848i,0.00049171+0.00011382i,0.00035834+0.00012109i,-0.00059599-0.00064982i,-0.0015925-0.0010699i,-0.0011362-0.00038089i,-0.00045925+0.00051111i,-0.00066761+0.00062487i,-0.00078549-5.0411e-05i,-0.00017259-0.00018598i,0.00061106+0.0002801i,0.00010571+0.0005426i,-0.00020212+0.00034863i,0.00048413+0.00039392i,0.00026395+0.000733i,-0.00062861+0.00038589i,-0.00048551+0.00032088i,0.00029385+0.00041806i,0.00038532+0.00022702i,-0.00025779-0.00029057i,-0.00033022-0.00091087i
0.00040485+0.00070033i,0.00053307+0.00082988i,0.0013025+0.00066586i,0.0011183+0.00026156i,0.00033404-0.00069052i,-0.00050867-0.0012343i,-0.0011222-0.0002441i,-0.00083775-4.4007e-05i,-0.00059044-0.00059123i,-0.00032703-0.00041002i,-0.00023866-0.00010773i,-0.00041053-0.00064628i,-0.0007682-0.0010895i,-0.00080821-0.00037547i,-0.00046583+9.7377e-05i,-0.00028828-0.00011189i,0.00035973-0.00035873i,0.00085038-0.00060057i,0.00026922-0.00095809i,-0.00016159-0.00077394i,0.00054252-1.4655e-05i,0.00060387-5.7731e-05i,0.00056693-0.00062367i
0.00068111+0.0042303i,0.0011013+0.0040525i,0.001078+0.004133i,0.0015646+0.0022999i,0.0021044+0.00052518i,0.0013932+0.00051095i,0.00038694+0.00058639i,-0.00070858+0.0010428i,-0.00069596+0.00099732i,0.00062487+0.00028176i,0.0013846+9.7983e-05i,0.0010416-3.9892e-05i,-0.00025839-9.2807e-05i,-0.0010425+0.00015864i,-0.00071157+0.00044288i,-0.00042877+0.00029816i,-0.00093035-7.8349e-05i,-0.00089509-0.0001309i,-0.00054313+8.7997e-06i,-3.2472e-05-0.00032553i,0.00023682-0.0012653i,0.00024963-0.0012791i,-3.633e-05-0.00089489i
-0.0011352+0.0011888i,-0.00091342+0.00067674i,-0.00095439+0.0011683i,-8.7339e-05+0.0013846i,3.7667e-05+0.0010614i,-0.00084261-9.1323e-05i,-0.0015468-0.00026388i,-0.0013227+9.8962e-05i,-0.00077703-0.00038132i,-0.0001916-0.00067502i,0.00078637-0.00095738i,0.00053336-0.0003365i,-0.00047225+8.6624e-05i,-0.00031187+0.00012134i,-0.00017646+0.00041356i,-0.00042317+0.00049754i,-2.5748e-05+0.0011258i,-1.0049e-05+0.0008912i,-3.2184e-05+0.00042039i,-0.00019636-8.5593e-05i,-0.00039793-0.00063801i,-2.9844e-05-0.00062101i,0.00037757-0.00035429i
