4.5915e-05-0.00054708i,0.00039732-0.001075i,0.00026215-0.0010874i,-0.0010899-0.00099715i,-0.0018864+0.00053604i,-0.002222+0.0010662i,-0.00078108+0.00048998i,0.0012397+0.0010487i,0.0015943+0.0014634i,0.001183+0.00076306i,-0.00014061+0.00058686i,-4.7951e-05+0.00033315i,0.0004653+9.4265e-05i,-0.00027609+0.00032391i,-0.00023558+0.00036758i,0.0003883+0.00080676i,-0.0005881+0.00084149i,-0.001374+0.00028712i,-0.0004677+0.00040678i,0.00024381+0.00079399i,0.00027129+0.00052739i,-0.00033592+0.00012535i,-0.0010792+0.00029942i
-0.00024805+0.00085645i,-0.00049068+0.00047481i,0.0010809+0.0013988i,0.001686+0.0023964i,0.0010038+0.001347i,0.00055094+0.00036874i,0.00056765+8.0178e-05i,0.0004644+0.00019083i,0.00069232+0.00027095i,0.0016303+0.00024444i,0.0013148+0.00017469i,0.0002836+0.00020621i,0.0005651-2.5853e-05i,0.00083917+0.00016039i,0.0006648+0.00038596i,0.00065888+0.00057444i,0.00054151+0.00032027i,0.00039971-0.00013004i,0.00034432+0.00014906i,0.00058388+0.00079924i,0.00073415+0.00043117i,0.00023244-0.00028744i,0.00022757-0.00014934i
-0.00075735+0.00032698i,-0.0015973+0.00054968i,-0.00099596+0.00088854i,-0.00013849+0.0013842i,0.00058175+0.0014609i,0.00030138+3.2726e-05i,-0.00070592-0.0010821i,-0.0014961-0.00019691i,-0.0012204+0.00045247i,-0.0010538+5.4832e-05i,-0.00077983-4.7652e-05i,-0.00011141-0.00013457i,-0.00014015+0.00019106i,-0.00088203+0.00087724i,-0.00071958+0.00090601i,-0.00020243+0.00050323i,0.00021605-0.00020657i,0.00080534-0.00058339i,0.00054329-9.8608e-05i,0.000278+5.7017e-05i,-0.00011621-0.00020845i,-0.00041212-0.00029343i,-0.00017386-0.0005789i
0.0010933-0.00066446i,-3.8443e-05-9.7219e-05i,-0.0005605+0.0014004i,0.00031725+0.0021647i,0.00024654+0.0007032i,-0.00069645-0.00042589i,-0.0016622+0.000397i,-0.0010662+0.00057626i,-0.0006502-2.6252e-05i,-0.00083795-0.00020705i,-0.00038774+0.00032378i,-0.00027801+0.00098064i,-0.00093693+0.00090228i,-0.0014019+0.00028015i,-0.0011556-0.0001384i,-0.00024738-0.00030842i,0.00023494-0.00016734i,0.00034332+4.3028e-05i,-0.00036214+0.00028633i,-0.00025018+0.00054463i,0.00098137+0.00075773i,0.00045156+0.00077266i,-0.00032038+0.00055473i
-0.00092965-0.0001956i,-0.00064603-0.00020232i,-6.7987e-05+0.00013907i,0.00079708+0.0018382i,-3.1703e-06+0.0014419i,-0.00066121-0.00036473i,-0.00035792-0.00024613i,-0.00038338-0.00015666i,-0.0010516-0.00013695i,-0.0014847+0.00043641i,-0.0011833+0.0015184i,0.00024122+0.0017923i,0.0012505+0.0011945i,0.001078+0.0010272i,0.00058688+0.00054689i,0.00068587+0.00051696i,0.00027021+0.00095333i,-3.0932e-05+0.00020826i,0.00030991-0.00037803i,0.00015227-0.00099658i,-0.00042453-0.0011206i,-0.00042249-0.00072055i,0.00010017+6.5528e-05i
-0.0020326-0.00099623i,-0.0019721+6.353e-05i,-0.0010186+0.0012994i,-0.00022481+0.0019678i,-0.00016662+0.0014041i,-0.00062498+0.00037718i,-0.00083742-2.1723e-05i,-0.00048396+4.222e-05i,0.00048698+3.3297e-05i,0.00024631-6.2886e-05i,-0.00055144+0.00039758i,-0.00012864+0.00066234i,0.00073729+0.0010362i,0.0010612+0.00077522i,0.0012714-8.661e-05i,0.00071848-0.00014747i,-0.00018665-6.2854e-05i,0.00030377-0.0004372i,0.0008232+0.00021219i,0.00085404+0.000537i,0.0010765-0.00094041i,0.00018752-0.0015644i,-0.00029493-0.00079496i
-0.0018393-0.00050351i,-0.00063431+3.32e-05i,-0.00032879+0.00073606i,0.00035259+0.0012378i,0.00064609+0.00044235i,9.4766e-05-0.0007174i,-0.00037318-0.00050672i,0.00010642-7.13e-05i,-0.00012628+0.00013064i,-0.00082803-9.9668e-05i,-0.00062368-0.00013942i,-0.00049933+0.00046385i,-0.00057495+0.00061386i,-0.00015144+0.00018746i,0.00051545+0.00015954i,0.00013923+0.00012398i,-0.00066981+6.3502e-07i,-0.0011257-0.00028905i,-0.00079289-0.0011189i,-0.00015961-0.0013147i,-0.00029003-0.00066068i,-0.00014421-0.00014513i,-3.2135e-05-0.00038246i
-0.00074353-0.00034423i,-0.001055+0.00091747i,-0.00021619+0.0021003i,0.00036791+0.0014605i,6.3602e-05-4.5385e-05i,0.00040652-0.00073567i,-9.4414e-05-0.0010421i,-0.0012199-0.0013519i,-0.0015998-0.00096563i,-0.0014153-0.00016461i,-0.0011537-0.00084755i,-0.00065999-0.00084498i,0.0001406+0.0004117i,0.00040092+0.00061486i,-0.00011636+7.8365e-05i,-0.00035678+0.00073417i,2.5324e-05+0.00098198i,0.00017621+0.00060616i,2.8279e-05-0.00011407i,0.0003005-0.00098618i,0.00020448-0.0001837i,0.00020905+0.00060029i,-3.7066e-05+0.00055246i
0.00035351-0.00021398i,0.0011525+0.00071054i,0.0017648+0.00081469i,0.0019615+0.0016247i,0.0013613+0.0019398i,0.00078251+0.00053759i,9.8737e-05-0.00016929i,-0.00093998+0.00028065i,-0.001309+0.0002809i,-0.00076588+0.00036462i,-0.00014274+0.00038037i,0.0003863+0.00019069i,-4.681e-05+0.00040027i,-0.00098448+0.00070188i,-0.00071708+2.3853e-05i,-0.00019869-0.00034312i,-0.00043697-3.4681e-05i,-2.8572e-05-0.00018224i,0.00011604-1.3886e-05i,-0.00021384-0.00039819i,-0.0003697-0.0010077i,-0.0004894-0.00048465i,-0.00052832+0.00044384i
-0.00097259-0.0004746i,-0.0012032-0.00018784i,0.00038067+0.0011506i,0.0016763+0.0019572i,0.0012846+0.0012513i,0.00074681+0.00035051i,0.00041454+0.00060191i,2.1729e-06+0.00064478i,0.00038605+0.00014765i,0.00073288+0.00031777i,0.00048196+0.00026029i,0.00017595-0.00038405i,0.00035063-0.00046695i,7.9639e-05+0.000173i,5.954e-07+0.00092104i,6.1808e-05+0.00079346i,-0.0004487+0.00059076i,-0.00077025+0.00091714i,-0.00077825+0.0011584i,-0.00072746-2.7745e-05i,-0.00040764-0.00080308i,-0.00020914-0.00020759i,0.00027709-0.00020723i
5.5176e-05-0.00034391i,-0.00033489-6.8063e-05i,0.00080007-1.1486e-05i,0.0013417+0.0011264i,-0.00021715+0.0011436i,-0.00017513+0.00029093i,3.7848e-05+0.00011955i,-0.00056048-0.0001359i,-0.00058406-0.00046121i,-0.0004105-0.0004697i,-0.00023301-7.3614e-06i,0.00056767+0.00015191i,0.0004942-0.00011473i,-0.00052748+0.00031079i,-0.00074847+0.00036225i,0.00010172-0.00029213i,0.00071473-0.00024519i,6.3874e-05+0.00025889i,-1.2005e-05+0.00019412i,0.00037935-0.00065973i,0.0011361-0.00072911i,0.00087834-0.00051845i,0.0003493-0.0003179i
0.00040302+0.0012147i,0.00086858+0.0012532i,0.0017274+0.0021987i,0.0020475+0.0013469i,0.00089108+8.0876e-07i,-0.0010717-0.00042619i,-0.0020047-0.00033358i,-0.0015841+0.00064928i,-7.8096e-05+0.00085186i,0.00037997+9.1672e-05i,0.00028688+3.5663e-05i,3.4165e-05+0.00023667i,-0.00076236+0.00015103i,-0.0009589+0.00062544i,-0.00059122+0.0001949i,-0.00051207-0.00032309i,-0.00026376+0.00035234i,0.00018094+0.00081612i,0.00011989+0.00065568i,-0.00023799+0.000579i,-0.00039773+0.00076446i,-0.00074259+0.00046167i,-0.00046156-0.00046626i
0.00088589-0.0007056i,0.0014152-0.0011207i,0.0013848-0.00054322i,0.0021806-6.3664e-05i,0.0023296-0.00038582i,0.0006579-0.0018061i,-1.9138e-05-0.0020424i,0.00041564-0.00072509i,0.00019139+0.0001511i,-0.00031965+5.1737e-05i,-0.00066763-0.00068405i,-0.00040233-0.00057261i,-0.00013551+0.00013474i,-5.4213e-05+0.00089321i,-0.00045128+0.00097586i,-0.00039282+0.00034076i,7.8375e-05+0.00011328i,0.00030406+5.1172e-05i,0.00032467+3.3623e-05i,0.00057926+0.00044369i,0.00054552+0.00055038i,0.00067232+0.0001992i,0.00051565-0.00043286i
-0.00039361-0.0014486i,-0.00065332+0.00030341i,-0.0012773+0.0013473i,-0.00052493+0.002661i,0.00086758+0.0026607i,0.0012007+0.0012419i,5.9236e-05+0.00012604i,-0.00083872+0.00023489i,-0.0011944+0.00045047i,-0.0014511+0.00011363i,-0.0010604-0.00050837i,9.3673e-05-9.2708e-05i,0.00053362+0.00080655i,0.0011428+0.0010203i,0.0010329+0.00079016i,0.00010758+0.00048145i,1.2597e-05+0.00021152i,0.00097769+0.00012857i,0.0012604+0.00011922i,0.00073886-0.00014532i,0.00045396-0.00057373i,0.00060649-0.00030372i,0.00085848+0.00026518i
-0.00023496-0.00057351i,-0.00054947+0.00056879i,0.0013139+0.00082019i,0.0014163+0.001384i,-0.00045269+0.0010608i,-0.0012893+0.00011697i,-0.00055578-0.00021156i,0.00015534+0.00045523i,3.7198e-05+3.5787e-05i,-0.00046725+0.0004048i,-0.0013148+0.0010099i,-0.0013612+0.00063945i,-0.0003495+0.0002834i,0.00058326+0.00033913i,0.00090149+0.0007623i,0.0011223+0.00012374i,0.00079168-0.00023797i,-0.00045642+3.5869e-05i,-0.0009624-0.0002585i,-0.00044428-0.00052216i,5.9818e-05-0.00044704i,-0.00016915-0.0005392i,-0.00065212-0.0002413i
-0.00057547-0.0018219i,-0.0019142-0.00088252i,-0.0022427-4.223e-05i,-0.0017279-0.00029146i,-0.00084844-0.00081159i,-0.00044493-0.00079328i,-0.00061735-0.00033281i,-0.00039375+7.4865e-05i,-0.00019789+0.00014561i,-0.00086713+0.00038665i,-0.0011465+0.00052853i,-0.00067399+0.00052337i,0.00017969+0.00039804i,0.00042568+0.00043812i,1.4784e-05+0.00092726i,0.00029016+0.0015207i,0.00040106+0.0011559i,0.00027436+0.0005257i,-9.7601e-05-9.9001e-06i,-0.00024111-0.00066253i,-0.00084229-0.00078656i,-0.0013113-0.00091332i,-0.00056755-0.0010712i
0.00081841-0.00042574i,-8.7016e-05-0.00061831i,0.0012051+0.00090099i,0.0014359+0.0018641i,0.00075716+0.0006983i,0.00030559-0.00089116i,0.00038113-0.00042729i,0.00085167+0.000483i,0.0011185+3.7435e-05i,0.00056624-0.00027549i,0.00014327+0.00020791i,0.00020299+0.00035168i,-0.00032748-0.00022152i,-0.0011324-0.00035137i,-0.0010356+0.00049418i,-0.00061917+0.00080102i,-0.0003979+0.00054804i,0.00011088+0.0010431i,0.00062993+0.0011181i,0.00047799+0.00059168i,-0.00016851+0.000447i,-0.00023301+9.3936e-05i,0.00037701-0.00040447i
0.00078309-0.0021006i,0.00032525-0.0021142i,0.00159-0.00015963i,0.0019774+0.00085159i,0.0016006+0.00075733i,0.00081532+0.00048168i,-0.00040418+0.00024886i,-0.00097899+0.00053968i,-0.00065294+0.00053889i,-0.00065694-0.00029436i,-0.00021883+0.00036567i,0.00075942+0.00044596i,0.00062449-0.00019279i,1.0771e-05+0.00060887i,-0.00086658+0.0022491i,-0.00084442+0.002033i,-0.00040082+0.0008202i,-4.0168e-05+0.00035446i,0.00041158+0.00012072i,0.00081764+0.00013017i,0.00088032-2.6819e-05i,-4.6346e-05-0.00021969i,-0.00050978+7.2022e-05i
0.00053852-0.0008454i,0.00064269+6.4268e-06i,0.00025246+0.0013315i,0.00037231+0.0009642i,0.00073916-0.00018005i,-0.00024995-0.00030746i,-0.0012642+0.00024346i,-0.0013866+0.00054423i,-0.00072998+0.00089859i,0.00010409+0.000679i,9.3685e-05-9.4106e-05i,-0.00039042-0.00048645i,-0.00031074-0.0008698i,0.00039846-0.0002742i,0.00028242+0.00023537i,-0.00030849+0.00017659i,-0.00010192+0.00054362i,0.00040155+2.2298e-05i,0.00082427-4.0121e-05i,7.5768e-05-0.00027164i,-0.0006436+0.00016728i,-0.00079277+6.5788e-05i,-0.0010234-0.00066741i
2.2377e-06+0.00090519i,-2.5228e-05+0.0003548i,0.0013329+0.00033103i,0.0020227+0.0014916i,0.0015322+0.0010342i,0.0012295-0.00053603i,0.00022841-0.0012007i,-0.00010644-0.00068203i,7.7412e-06-0.00067566i,-0.00068853-0.00092155i,-0.0010787-0.00087902i,-0.00090515-0.00033503i,-0.00067431-0.00010469i,-0.00094443-8.3982e-05i,-0.00080547+0.00023831i,-0.00028707+0.00044638i,0.00081979+0.00021535i,0.0015529-0.00021016i,0.00062694-0.00034281i,-0.00029903-0.00057789i,-0.00015507-0.00020121i,-0.00017681-2.8624e-05i,0.0002462-0.00033355i
-0.0012071+0.00046111i,-0.0023652+0.00075598i,-0.0011422+0.00097907i,0.00034119+0.00093987i,-0.00031798+0.00037154i,-0.00098692+0.00010726i,-0.00085705+0.00030844i,-0.00053051+0.00099547i,0.00013182+0.0010212i,0.00062988+0.00071714i,0.00045209+0.00019975i,0.00020145+0.0004375i,0.00019328+0.00041927i,0.00053504+0.00020401i,-0.0001354-2.535e-05i,-0.0005573+0.00013084i,-0.00043116+0.00056999i,-0.00026835-6.4754e-06i,-0.00060281+0.00035441i,-0.00060211+0.0011565i,-8.7922e-06+0.00086455i,0.0008234+0.00012696i,0.0013881-0.00011533i
-0.00116+0.0015086i,-0.0014778+0.0013029i,-0.001042+0.001732i,5.3195e-06+0.0023601i,8.5667e-05+0.0010504i,-1.5863e-05-0.00028301i,-0.00013332-7.5735e-05i,-0.00039007+5.1281e-05i,-0.00040364+6.1682e-05i,-0.00032869+0.00033878i,0.00042544+0.00065739i,0.00056409-2.7282e-05i,-0.00024678-0.00015556i,-0.0010922+2.7896e-05i,-0.00067825-5.6057e-05i,0.00020295+0.00067429i,0.00030905+0.00042229i,0.00049183-0.00046451i,0.00038402-0.00088467i,-2.4349e-05-0.00077748i,-7.1586e-05+0.00016262i,0.00026772+0.00076054i,-0.00010639+0.00040952i
0.00045475-0.00039795i,-7.5982e-05-0.00020598i,0.00055988+0.00045234i,0.0018293+0.0009029i,0.00099741+0.00042465i,0.00014528-0.00043671i,-0.00012526-0.00025544i,-0.0003499+0.00038856i,-0.00016792+0.00019352i,-0.00017694+0.00017114i,0.00039305+9.1371e-05i,0.00028048-0.00028797i,-0.00030094-0.00028952i,-0.0005382-0.00023744i,-8.228e-05-0.001028i,0.00014192-0.00087313i,4.0795e-05-5.1895e-05i,0.00068439+0.00018182i,0.0010434+6.2724e-06i,0.0008447+0.00012655i,0.00036943-0.00011746i,9.9424e-05-0.00066938i,0.00055324-0.00065546i
0.0014721-0.00091439i,0.00095978-0.00075138i,0.00014584+1.3148e-05i,-9.7095e-06+0.00069438i,-0.00086085+0.0005134i,-0.0016603+0.00035069i,-0.0015395-0.00029325i,-0.0014011-0.00068009i,-0.00065274-0.00055797i,-0.00096629-0.00010314i,-0.0013922+0.00033987i,-0.00043863+0.00085871i,0.00027578+0.0011158i,-0.00026788+0.00076264i,-0.00067204+0.00088363i,-0.00089186+0.0015901i,-0.00055982+0.0014529i,0.00017174+0.00060492i,0.00081187+0.00015937i,0.00097674+0.00016835i,-0.00011449-0.0003174i,-0.00069184+0.00018596i,-0.00045199+0.00049477i
-8.1249e-05+0.0011207i,0.0008406+0.0016458i,0.00049889+0.0028311i,-8.1129e-05+0.0037007i,-0.00025886+0.0027027i,-0.00046403+0.00090131i,-0.00069572-0.00021269i,-0.00041365-0.00025662i,0.00028546+0.00032331i,0.00031867+0.00030056i,0.00020327-0.00035694i,0.0004108-0.0011098i,0.00050356-0.0019491i,0.00029977-0.0017767i,0.00021148-0.00052547i,0.00058133-0.00013605i,0.00099753-0.00033704i,0.00078823-0.00019961i,0.00029006-0.00029109i,-9.0728e-05-0.0007947i,0.00021652-0.0010763i,0.0002085-0.00039774i,-0.00040569+0.00013102i
-0.0014422+0.00012117i,-0.00011992+0.0015241i,0.00018434+0.0019215i,0.00056907+0.0013834i,0.001368+0.0014333i,0.00024916+0.00070906i,-0.00051771-0.00035261i,-0.00042428+1.2745e-05i,-0.00043944+0.00048797i,-0.00030473+9.5866e-05i,-0.00074815-4.0259e-05i,-0.0010466-8.7591e-05i,-0.00067966-0.00048708i,0.00033387-3.8245e-05i,0.0004972+0.00062943i,-0.00015103+6.2889e-05i,-0.0012444-2.2715e-05i,-0.0014336+0.00051047i,-0.00068623-1.5975e-05i,-0.00010114-0.0004935i,0.00022434-0.0007741i,-0.00031142-0.0010418i,-0.0010491-0.00044187i
-0.0021126+0.0021637i,-0.0017069+0.002751i,-0.00081822+0.0028048i,0.00087018+0.0016603i,0.0010915-0.00080038i,-0.00015305-0.0016446i,-0.0011989-0.0012726i,-0.001234-0.00051504i,-0.00056317+0.00055338i,0.00032445+0.00030682i,0.00074373-0.00019752i,0.0001302-0.00048453i,2.9752e-05-0.0013227i,0.00032508-0.0010572i,0.00027475-0.00019531i,0.0002474+0.00031969i,0.00019584+0.00053822i,0.00080552+0.000565i,0.0015769+0.00031527i,0.00068977+0.00016669i,0.00015782+0.00062519i,-8.9362e-05+0.00082441i,-0.00046471+0.00022302i
-0.0011795-0.0004107i,-0.00030745-0.00076173i,2.4812e-05+0.00052508i,0.00031217+0.0023483i,0.00072993+0.0021787i,0.00019089+0.0005496i,-0.0004912-0.00019404i,-0.0006765+0.00054667i,0.00043361+0.00044204i,0.00048079-9.3483e-05i,-0.00031842-8.1292e-05i,-0.00083831-0.00015552i,-0.0010563+0.00023072i,-0.0011136+0.00054726i,-5.2289e-05+0.00040677i,0.00065929-0.00012648i,0.00011006-0.000413i,-0.00048786+0.00057939i,-0.00030116+0.00052952i,0.00050115-0.00050955i,0.0004351-0.00049565i,0.00023914+2.72e-05i,0.00027465+0.00033163i
-0.0028696-0.00081136i,-0.0030336+0.00068529i,-0.0020456+0.0010544i,-0.0003284+0.0011736i,0.0010635+0.00064451i,0.00091647-0.00043849i,-0.0001449-0.00063702i,-0.00087657+0.0001076i,-0.00079051+0.00051974i,1.8899e-05+0.00052179i,0.00021861+0.00078092i,-0.00022332+0.00046743i,-0.00019699-0.00034856i,8.1039e-05-0.00076442i,9.1568e-05-0.0011142i,-0.00016892-0.00087832i,-0.00036382+0.00027436i,-0.00041021+0.00072541i,-0.00029844+0.00078726i,-0.00042442+0.00060321i,-0.00063124+0.00028763i,-0.00079646+0.00054451i,-0.0012308+0.0007845i
-0.0025618+0.001064i,-0.0024712+0.001432i,-0.0011384+0.0032497i,-0.00021235+0.0038618i,-0.00036133+0.0028468i,0.00041959+0.00085358i,0.00046633-0.00048592i,-0.00043189-7.4497e-05i,-0.00082797+0.0005114i,-0.00034711+0.00011385i,0.00025235+0.0002817i,0.00035059+0.00050913i,0.00057031+0.00012444i,0.00065062-0.00034327i,0.00012099-0.00073484i,0.00022373-0.00072183i,0.00036906-0.00048103i,-7.6497e-05-0.00054018i,0.00053394-0.00014301i,7.5595e-05+0.00040112i,-0.00027963+0.00050362i,9.3409e-05+0.00036617i,0.00012828+0.00055567i
0.00058221-0.0017931i,-0.00047411-0.00071913i,0.00039626+4.3031e-05i,0.00073697+0.00023891i,-0.00091784+0.00060757i,-0.0016921+0.00015395i,-0.0015984+0.00047628i,-0.0011709+0.0010483i,-0.0003758+0.00050878i,-0.00049388-8.4211e-05i,-0.00084074-0.00029269i,-0.0002759+0.0002182i,0.00047117+0.00097164i,0.00075246+0.0010017i,0.00054771+0.0014914i,-0.00020925+0.0023473i,-5.3163e-05+0.0018103i,0.00037486+0.0010975i,0.00025818-0.00020116i,0.00073729-0.00089002i,0.00086358-0.00043839i,6.0993e-05-0.00095589i,-0.00030792-0.00058886i
0.00073563-0.0013919i,-0.00025261+0.00039717i,-0.0011248+0.0015489i,-0.00064479+0.001341i,-0.0011121+0.00025505i,-0.0020245-0.00036734i,-0.0018304-0.00012685i,-0.00099599+0.00018602i,6.5516e-05+0.00044154i,-0.00031177+0.00022397i,-0.00087275-0.00044869i,-0.00039989-0.00050907i,0.0010378+0.00038187i,0.0013932+0.0011342i,0.00065705+0.0010765i,0.00021194+0.0002681i,7.5046e-05-0.000851i,0.00083018-0.0012912i,0.0011741-0.0010445i,0.00094669-0.00066886i,0.00052003-0.00069164i,-0.00072936-0.00019804i,-0.0012825-7.2823e-06i
0.00029546-0.00029892i,0.00056761+0.00078898i,0.0017836+0.0011234i,0.0024412+0.0014935i,0.0017515+0.00084041i,0.00063413-0.00096918i,-0.0006851-0.00072719i,-0.00094601+0.00057678i,-0.00010821+0.00055022i,0.00044695+0.00035915i,0.00044591+4.4115e-05i,0.00059294-0.00069613i,0.00010933-0.00053403i,-0.0003861+0.00041076i,0.00034936+0.00084i,0.00088816+8.1601e-05i,0.00084266-0.00029576i,0.00056375+0.00051052i,-0.00029784+0.00040037i,-0.00015102-6.1227e-06i,0.00030133+4.5662e-05i,-8.4955e-05+0.00014565i,-0.00015241+0.00065835i
-0.0033424+0.00042472i,-0.0029983+0.00044645i,-0.0028497+0.0018741i,-0.001288+0.003579i,0.00066067+0.0025286i,0.00065335+0.0001045i,-0.00044453-0.00073505i,-0.00051425-0.00046006i,-0.00054898-0.00015188i,-0.000578-5.192e-05i,-0.00029283-0.00022631i,0.00020639-0.00084532i,2.5535e-05-0.0007446i,-0.00058718-0.00036455i,-0.00058142-0.00019815i,-2.6862e-05-0.00044107i,0.00058549-0.00082865i,8.9595e-05-0.00081395i,-0.00045035-0.0002184i,0.00041963+0.00082937i,0.00064743+0.00025779i,-0.00035206-0.00021311i,-0.00046806+0.00060179i
-0.00090784+0.00011639i,-0.0006756+0.00084865i,3.7147e-05+0.0025217i,0.0021696+0.0018223i,0.003211+0.00055292i,0.0012801-0.00040682i,-0.00021427-0.00089244i,7.5583e-05-0.00040691i,0.00050499+0.00049242i,-0.00019602+0.00043761i,-6.3624e-05-1.4742e-05i,0.00029796-0.00034336i,-4.767e-05-0.00079474i,-0.00014222-0.00053403i,0.00039718-6.5977e-05i,-8.1419e-05-0.00011624i,-0.00093313+0.00016315i,-0.00082329+0.00050579i,-0.00030656+0.00044434i,0.00023891+0.00024324i,0.00049355-0.00015792i,0.00055044+0.00020601i,0.00020176+0.00031353i
0.0012216-0.00029271i,0.0014054+0.00047195i,0.0015981+0.00082951i,0.00078066+0.0014138i,-0.00075848+0.0014193i,-0.0014481+0.00068547i,-0.0017757+6.0994e-05i,-0.0012862+0.00014777i,-0.00076866+0.00060327i,-3.5539e-05+0.00058073i,0.00038954+0.00016377i,-0.00015577-0.00025938i,-0.00020174+0.00042445i,0.00022761+0.00047766i,0.00043414+0.0003027i,0.00053691+0.00032698i,0.000565-0.00043739i,0.00018564-0.00088437i,0.00011007-0.00061595i,0.00013936-0.00076565i,0.00020561-0.0012551i,-0.00020794-0.0010441i,-0.00048405-8.1494e-05i
-0.00077651-0.00043717i,-0.0017903+0.00037491i,-0.0017491+0.0013604i,-0.0013198+0.0018063i,-0.00087095+0.0015162i,-0.00071366+0.00029151i,-0.00086563-0.00028091i,-0.0010758+0.00034669i,-0.00037809+0.00088454i,-7.2435e-05+0.00072278i,0.00023135+0.00038295i,0.00067386+5.845e-05i,0.00067593-0.00032356i,0.00080044-0.0002919i,-4.981e-05+0.0003496i,-0.00039557+0.00022931i,-0.00033078+0.00010792i,-0.00012895+0.00027046i,0.00011002-0.00045436i,8.9031e-05-0.00051156i,0.00034306-0.00081626i,0.00053595-0.0013728i,0.00016777-0.0011093i
-0.00019501+0.0010251i,-0.00083377+0.0007669i,1.5352e-05-9.335e-05i,0.0013553-0.00049864i,0.00082959-0.00049797i,-0.00012422-0.00092425i,-0.0011162-0.00095795i,-0.001275-0.0007804i,-0.0004922-0.00035185i,-0.00034129+0.00017275i,-0.00054769-6.6688e-05i,9.9283e-05-0.00086516i,0.00014697-0.00048957i,-0.00088754+0.00037362i,-0.00067066+1.2642e-05i,0.00016791-6.405e-05i,0.00046474+0.00010653i,0.00053239+0.00050339i,7.3663e-05+0.00069022i,-0.00019721+6.6671e-05i,-5.6339e-05+9.304e-05i,-0.00023678+0.00055898i,5.9164e-05+0.00020275i
-0.00040639+0.00020366i,0.0003929+0.00063393i,0.0010361+0.0023155i,0.00063951+0.0026161i,-0.00045601+0.00078582i,-0.00064324-0.00054648i,-0.00015148-0.00091686i,-0.000336-0.00037611i,-0.00088672+0.00016753i,-0.00054632+0.00013885i,0.00059056-0.00036432i,0.00057682-0.001068i,-0.00040128-0.00082876i,-0.00064219+0.00033286i,0.00014159+0.00043262i,0.00031676-0.00010071i,0.00034389-0.00048773i,0.0011778-0.00063719i,0.0012488-0.00074222i,0.00019646-0.0010897i,-3.217e-05-0.00063469i,0.00011149-0.00022787i,-0.00030754-0.00056753i
-0.0025627-0.0013628i,-0.0023774-0.000205i,-0.00099162+0.0019573i,0.0012115+0.0034851i,0.0017697+0.0023318i,0.0011756+0.00035615i,0.00054239-0.00059942i,0.00016649+2.9898e-05i,0.00019125+0.00083357i,0.00027761+0.00082982i,0.00032476+0.0008856i,0.00076077+0.00080614i,0.0010711-8.2113e-05i,0.0014175-0.00043143i,0.0014942-0.00033455i,0.0012042-0.0004634i,0.00073409+6.0179e-05i,7.0682e-05+0.00040484i,0.000212-0.00066322i,0.00077224-0.00029359i,0.00062614+0.00052561i,0.0001992+0.00088058i,-0.00014688+0.0009365i
-0.00099462-0.00066863i,-0.0021143+0.0001292i,-0.00145+0.0010581i,-0.00026788+0.0015979i,-4.0602e-05+0.0010449i,-0.00049119-0.00016698i,-0.00044718-0.00078281i,-0.00044845-0.00021866i,-0.0010196+0.00063867i,-0.0009418+0.0010337i,-0.00049665+0.00098177i,-0.00039425-0.00016201i,-0.00045484-0.0009857i,-0.00055745+0.00024389i,-0.00061679+0.00039048i,0.00010935-0.00045617i,-3.1293e-05-0.0007847i,-0.00044405-0.001224i,0.00043605-0.0016235i,0.00097717-0.00096045i,7.8303e-05+0.00019523i,-0.00049174+0.00026601i,-0.00083835-2.7338e-05i
-0.0014628-0.0006509i,-0.0002864+0.00053324i,0.0019646+0.0032705i,0.0025042+0.0049105i,0.0012782+0.0041231i,0.0006078+0.0017252i,-0.00033488-0.00033597i,-0.00075068-0.00090982i,-0.00024534-0.00061019i,-0.00032675-0.00014516i,-4.709e-05+0.00025365i,0.0010196+0.00019782i,0.00085818-0.00042464i,0.0008419-0.00015093i,0.00068609+0.00032699i,3.5834e-05-0.00069412i,-0.00037869-0.00059176i,-0.00029901-0.00037398i,0.00050109-0.001329i,0.00040373-0.001065i,-0.00087842-0.00036778i,-0.00071496-0.00021199i,-0.00056385+0.00043398i
-0.0010418-0.00033703i,-0.00045805+0.00032903i,0.00067376+0.00031184i,0.0023876-0.00015823i,0.002449-0.00097317i,0.00085482-0.0014312i,-0.00045737+8.688e-06i,-0.0017437+9.9913e-05i,-0.0015679-0.0008201i,-0.00046678-0.00067396i,-0.00018649-8.2013e-05i,0.00036074-8.13e-05i,0.00070947-0.00015005i,8.8847e-05-0.00033498i,0.0002347+0.00036577i,0.00073224+0.00056996i,6.928e-05-0.00014633i,-0.00081082-0.00032439i,-0.00066483+0.00016596i,-0.00053879+0.00083127i,-0.00046047+0.00088381i,-0.00026949+0.00013099i,0.00017157-0.00047793i
