-0.0027358+0.00051062i,-0.0014783-0.00030608i,-0.0026861+0.00044088i,-0.0021642+0.00074245i,-0.00092802+0.0011782i,0.00085374+0.00076594i,0.0014095-8.6159e-06i,0.00031865+0.00024987i,-0.00053049+0.00032592i,0.00061463+0.00056154i,0.0017713+0.0003617i,0.0013944-0.0010542i,0.0012693-0.0015772i,0.00092307-0.00092504i,0.00017277-0.00050981i,0.00047748+0.00025548i,0.00053254+0.00054315i,0.00065359+0.00048885i,0.00051896+0.00028306i,-0.00067359+8.3163e-05i,-0.0011793+0.00059618i,-0.00058865+0.0010165i,-5.7497e-05-0.00012238i
0.0002104-0.0020831i,0.00011231-0.0014043i,-0.00020408-0.0010382i,-0.0015825-0.0014327i,-0.0027209-0.0010889i,-0.0016705+0.00065294i,0.00021073+0.0013665i,0.00088961+0.00059468i,0.00066294-0.00075047i,0.00028601-0.00083486i,-0.00020335-0.00074767i,-0.00068585-0.00038425i,-0.00021356+0.00015336i,-0.00030505+0.0008644i,-0.0012542+0.00083492i,-0.0013703-0.00010549i,-0.00080175-0.00087299i,0.00054856-0.00080526i,0.0010606-0.00069224i,0.00024635-0.00065839i,-0.00092887-0.00040307i,-0.0012534-0.00046595i,-0.00050798+0.0001629i
0.00048965-0.00070248i,0.00061232-0.0016569i,0.0014526-0.003044i,0.0010357-0.0032004i,-0.00025604-0.0027061i,-0.0010363-0.0017806i,-0.0007902-0.00043605i,0.00039322-0.00031181i,0.0008015-0.00061422i,0.00043389-0.00032376i,0.00021043-0.00016019i,-0.00015231-9.0609e-05i,-0.00063564+0.00033765i,-0.00026389+0.00086865i,0.00074112+0.00043731i,0.0010242+0.00011132i,0.0007323+0.00096085i,0.0002384+0.0013589i,-0.00020103+0.0010022i,-0.00032079+0.00046739i,-0.00027536-2.1998e-05i,0.00048292+4.881e-05i,0.00057771+4.8809e-05i
-0.001108-0.0013003i,-0.00078234-0.00073909i,-0.0014405+0.0006816i,-0.0004288+0.00095307i,-5.3286e-05+0.00029198i,-0.0010406-0.00072728i,-0.00026041-0.00079362i,0.00074365-0.0003742i,0.00048683-2.9751e-05i,-0.00032108+0.00057166i,-0.0006885+0.00060449i,-0.00021489+0.00048753i,-0.00021313+0.00043179i,-0.00065987+1.7109e-05i,-0.00037297-0.00016765i,0.00059418+0.00048608i,0.00055753+0.00028217i,0.00020075-0.00037755i,-0.00024589-6.7129e-05i,-0.00094509+5.0168e-05i,-0.00097043+0.0003028i,-0.00070794+0.00054175i,-0.00032042+0.00050858i
0.00049564+0.00061881i,0.0018772-0.0005784i,0.0019444-0.00069969i,0.0007751-0.001146i,-0.00046189-0.0020663i,-0.0010079-0.0017412i,-0.00033908-0.0013996i,0.00046865-0.00081875i,0.00030388+0.00077955i,3.1209e-05+0.0012844i,0.00045997+0.00076522i,0.0010096+0.0004833i,0.00075749+0.00026669i,0.00020367+0.00034206i,-0.00035588-0.00030822i,-0.00042503-0.00044449i,-0.0002789+0.00048807i,-7.7674e-05+0.00054773i,-0.000441+0.00028747i,-0.0012016+0.00043234i,-0.00013723+0.00035799i,0.0008185+0.00020124i,0.00034256+9.2403e-05i
0.001592-0.00088937i,0.00068486-0.0013053i,1.4909e-05-0.0016241i,-0.0003466-0.0027091i,-0.0014399-0.0021793i,-0.0022489-0.0013977i,-0.0011255-0.00085235i,0.00013241-0.00028284i,8.7323e-05-5.2174e-05i,3.2437e-06+1.0051e-05i,-0.00034471+0.00052188i,-0.00081809+0.0010061i,-0.00062477+0.0007119i,9.4921e-05+0.00033729i,0.00026186+0.00054849i,0.0002794+0.0011393i,0.00052243+0.00083036i,5.3663e-05+0.00043385i,-0.00051785+0.00061442i,7.3231e-05+0.0005817i,0.00069398+0.00057589i,-5.615e-06+0.00061661i,-0.00088703-0.00040317i
0.00022364-0.0027952i,0.0001279-0.0017487i,-0.00074676-0.0006291i,-0.001506-0.00036427i,-0.0021033-0.00081521i,-0.0011237-0.0019107i,-0.00021375-0.0014896i,0.00018533-0.00054358i,0.00073528+3.3856e-05i,0.00032754+0.00071549i,0.00014468+0.0012194i,0.00039476+0.0010899i,0.00040463+0.00046249i,0.00036099+0.00041479i,0.00046254+0.00053239i,-7.5946e-05-0.00069785i,-7.2912e-05-0.00091728i,0.00057556+2.78e-05i,0.0001324-0.00032688i,-0.00052762-0.00038011i,-0.00070001+0.00015147i,-0.00057796+4.6901e-05i,0.0002996-0.00027611i
0.0015833-0.00053922i,0.0020118-0.00010258i,0.0015248-0.00095692i,0.00044372-0.0025514i,-0.00011542-0.0025881i,-0.0011575-0.0021888i,-0.0012471-0.00092375i,-0.00029527+6.4931e-05i,0.00015427+0.00032518i,0.00038081+0.0004401i,0.00047115+0.00024445i,0.0011407-3.298e-05i,0.0012003+0.00044158i,0.00081205+0.00092353i,0.0010294+0.0004675i,0.00047105+0.00017191i,-0.00037865+0.0002488i,-0.00048002+0.00033635i,-0.00031678+0.00043607i,0.00038021+0.00080719i,0.00066104+0.00071624i,0.00062133-0.00027906i,0.0007131-0.00060785i
0.00078426-0.0013131i,0.00027632-0.0013507i,-0.00076866-0.0016801i,-0.00029476-0.0023916i,-0.00072225-0.0020639i,-0.0010824-0.0012443i,-0.00011434-0.00073225i,0.00089039-0.00040378i,0.00053797+0.00035135i,-7.3959e-05+0.001728i,-0.0003148+0.0017471i,-0.00022219+0.00036825i,0.00034723-5.0566e-05i,0.00026021+0.0004097i,0.00052306+0.00024216i,0.00062996-0.00020176i,0.00010422-0.00095688i,-0.00020224-0.00098491i,-0.00022025-0.00048327i,-0.00023329+0.00022792i,-4.3707e-05+0.00061201i,0.00029964+7.3914e-05i,-0.00040834-0.00018517i
0.00097077-0.00055571i,0.0013909-9.3363e-05i,0.0023412-0.0010689i,0.0019552-0.0025008i,0.00029178-0.001834i,-0.00073086-0.00083944i,-0.00056622-0.00035923i,-0.0002714-6.9117e-05i,-5.6531e-06-3.4681e-05i,0.00054016+0.00076017i,0.00064909+0.00083201i,0.00027415+4.1002e-05i,0.00018119-0.00098077i,0.00038447-0.0010765i,0.00045023-0.00023906i,-0.00021-0.00041097i,-0.0011161-0.00037972i,-0.0010411+0.00030578i,-0.00032693+0.00024692i,4.0431e-05+0.00049907i,-0.00048188+0.00063588i,-0.00067405+4.946e-05i,-0.00013173-0.00016259i
-8.7778e-06-0.00021303i,-0.00050233-0.0012286i,-0.00065069-0.0022201i,-0.00053637-0.002958i,-0.0011039-0.0028635i,-0.0014803-0.0016651i,-0.0012875-0.00089189i,-0.00071901-0.0005915i,-0.00033187-0.00016608i,-0.00064806+0.00011053i,-0.00016904-0.00040249i,0.00074497-0.00061457i,0.0014929+0.0010517i,0.0012099+0.0019648i,0.00034365+0.00063471i,-7.2497e-05-0.00033382i,0.00014101-0.00014357i,-0.00011797+0.00012152i,-0.00061189-0.00034295i,0.00019146-0.00097942i,0.00067646-0.0011424i,0.00039835-0.0010813i,-0.00015967-0.00078948i
0.00045255-0.00049605i,0.0012824+0.00031463i,0.0015828+0.00039112i,0.00088586+0.00027363i,-0.00053963-0.00042857i,-0.00084629-0.0010633i,-0.00042938-0.000663i,-0.0005374-0.0001645i,2.9356e-05+3.7102e-05i,0.00033573+0.00049512i,5.147e-05+0.00060521i,0.00012339+3.7354e-05i,-4.797e-05-0.00041559i,-0.00049352-0.00077266i,-0.0005274-0.00075779i,-0.00012329-0.00036427i,0.00062793-0.00058615i,0.0011526-0.00056905i,0.00016024-0.0001522i,-0.00075533+0.00036071i,-0.00027774+0.00030869i,0.00015007-0.00058991i,-0.00034934-0.0010046i
0.0015649+0.0017965i,0.0027499+0.00081442i,0.0027928-0.00093394i,0.0018086-0.002014i,0.00033097-0.0023488i,-0.00076851-0.002174i,-0.00031118-0.0013008i,0.00027516+0.00058836i,0.0003279+0.0015844i,0.00032145+0.00024568i,-6.4897e-05-0.00041644i,2.2963e-05+8.9844e-05i,-0.00014911+1.9204e-05i,-0.00071068-0.00036001i,-0.00044159-0.0001098i,-0.00025838+0.00058069i,-0.00052257-0.00020225i,-0.00025108-0.00048297i,-0.00075483+0.00023642i,-0.00037726+9.2422e-05i,0.0011203-0.00017798i,0.0016988+0.00014765i,0.00091412+0.00037896i
0.001148-0.00038794i,0.00052965-0.00021552i,-0.00062885-0.00091769i,-0.00094871-0.0020797i,-0.00081732-0.0020977i,-0.00068165-0.0011098i,-0.00022098-0.00043661i,0.00053756+0.00027686i,0.00078532+0.00090169i,4.0008e-05+0.00074734i,-0.00013172+0.00051952i,-0.00031114+0.00017118i,-0.00059966-0.0005164i,-0.00045409+7.6625e-06i,-0.00065233+0.00032783i,-0.0002377+3.6032e-05i,8.3854e-05+0.00050714i,-0.00013429+0.00074554i,-2.2052e-06-0.0002411i,0.00063509-0.00094691i,0.00073249-0.00065527i,-8.9005e-05-0.00020443i,-0.00016998+5.4254e-05i
-0.00083045+0.00014295i,-0.00040791+0.00092343i,9.6444e-05+0.0010316i,-0.0004805-0.000232i,-0.001211-0.001491i,-0.0011479-0.0011739i,-0.0011272+0.00025316i,-0.00081059+0.00049882i,-0.00047405-0.00018652i,-0.00064552-0.00030447i,-0.00088726+0.00029214i,-0.00091404+0.0010146i,-0.00059741+0.0013319i,-0.0002645+0.0013162i,-6.2583e-05+0.0010996i,0.0001231+0.00085022i,-0.00020009+0.0004868i,0.00049519-0.0004796i,0.00027271-0.00025752i,-0.00059545+0.00075259i,-0.00026133+0.00079646i,-0.00026213+0.00033766i,-8.2275e-05-0.00022696i
0.00072725-5.2583e-05i,0.0016295-0.00056658i,0.0013503-0.0016675i,0.001186-0.0014952i,0.0012213-0.00092841i,0.0003209-0.0012243i,6.6394e-05-0.001369i,0.00025322-0.00074257i,0.00051374-0.00079865i,0.00029039-0.0004994i,-7.2604e-05-0.00025385i,-0.00030618-0.00042016i,-0.00071064+3.527e-05i,-0.00051764+0.00064843i,-0.00030602+0.00061664i,-0.00027155-6.4434e-05i,-0.00012403-0.00016395i,0.00018039+0.00068595i,0.00094811+0.00097384i,0.0012139+0.00096559i,0.00084736+0.00016622i,0.00060059+5.6011e-05i,-9.2991e-05+0.00069427i
0.0007572-0.0011448i,0.00070557-0.0013874i,-7.3834e-05-0.0010905i,-0.0013465-0.00054639i,-0.0024218-0.00053207i,-0.0021754-0.00034214i,-0.00086006-0.00046292i,-0.00056937-0.00074915i,-0.00028519-0.00074993i,0.00026937-0.00012792i,0.00089879-0.00035832i,0.00042413-8.4963e-05i,-0.00037505+0.00082803i,-0.00029672+0.00077818i,-0.00031479+0.00025691i,-0.00026575-1.0215e-05i,-0.00012895-0.00010773i,8.7941e-05-0.00019177i,0.0002955-7.3105e-05i,4.4384e-05+0.00023096i,-0.00021022-5.4848e-05i,-0.00029515-0.00020186i,-0.00018447+3.4609e-05i
0.00022037-0.00031551i,0.0010097-0.00059418i,0.0006254-0.00070521i,7.7849e-06-0.0010677i,-0.0008942-0.0010367i,-0.0010235-0.0011624i,-0.00022746-0.0012171i,-0.00071197-0.00080824i,-0.0011965-0.00011872i,-0.000631-8.3371e-05i,-0.00026082+9.7788e-05i,3.366e-06+0.00026284i,0.00076351+0.00079674i,0.0011288+0.00056657i,0.00095478-1.9613e-05i,0.00028558+0.00076083i,-0.00053706+0.00088368i,-0.00039173+0.00075132i,4.0911e-05+0.00094614i,3.9932e-05+0.001011i,0.00013278+0.00077864i,0.0009353+6.7639e-05i,0.00048168+0.00015236i
0.0010605-4.8995e-05i,0.0011059-0.0011153i,0.0011207-0.0020113i,-3.2167e-05-0.0023815i,-0.0010964-0.0015231i,-0.00087333-0.0004576i,2.4512e-05-8.6233e-05i,0.00065951-1.5062e-05i,-0.00023366+0.00079124i,-0.00011903+0.001006i,0.00039396+0.00055305i,4.0602e-05+0.00035205i,-0.00049789+0.00032232i,-0.0003122+5.0868e-05i,-0.00033649-0.00044565i,-0.00088974-0.00033448i,-0.00090858+7.9737e-05i,-9.1057e-05+8.9663e-05i,-0.00083827-0.00044247i,-0.0012277-2.8755e-05i,6.8766e-05+0.00050128i,0.0002091+0.00075115i,7.5848e-05+0.00061659i
-0.0015533-0.00055915i,-0.0011642-0.0016193i,-0.00031477-0.0011919i,7.497e-05-0.0014081i,0.00020346-0.0019324i,0.00039821-0.0014881i,0.00023876-0.00066928i,-2.5065e-05+9.0077e-05i,-0.00050003+1.654e-06i,-0.00010121-3.6759e-05i,0.00033715+0.00085337i,0.000289+0.00092048i,7.9695e-05+0.00098874i,9.9231e-05+0.00024184i,-0.00027612-0.00048225i,-0.00022883-0.00033572i,0.00032978-0.00056168i,0.00027009-0.00013453i,0.00021864+0.00055732i,0.00050579+0.00055757i,0.00044754+0.00047434i,0.00020886+0.00033478i,0.00074912-0.00013296i
0.00086217+0.00029443i,0.0014567-0.00060534i,0.0014716-0.0012962i,0.0015488-0.0019217i,0.0007374-0.0016454i,-0.0007044-0.0011397i,-0.00072991-0.001115i,0.00016301-0.00046955i,0.00037171-0.00043304i,-0.00011554-0.00052221i,3.1013e-05-0.00037846i,0.00062726-0.00035147i,-0.00042025+0.00048576i,-0.0012144+0.00082021i,-0.00016961-0.00025172i,0.00013862-0.0011051i,-0.00055801-0.0011498i,-0.00032044-0.00093235i,-0.000258-0.00018021i,-0.00045237+0.00012987i,-2.1809e-05+0.00038172i,0.00023743+0.00081347i,6.8242e-06+0.00068804i
0.0010526-0.0018373i,-0.00017849-0.00079582i,-0.00096393-0.0015819i,-0.0016257-0.0027394i,-0.0024894-0.0021651i,-0.0013954-0.0007052i,0.00032357+0.00011005i,0.00083533-0.00066008i,0.00016349-0.0010492i,-0.0003591-0.00025968i,0.0003876+0.00081759i,0.0010722+0.0011571i,0.00057987+0.0011947i,-0.00073534+0.0015616i,-0.0005432+0.0016827i,1.5609e-05+0.00068145i,0.00018857-0.00015568i,0.00082364-0.00033959i,0.0011083-0.00017384i,0.00062001-0.00045787i,-2.5555e-06-0.00088472i,-0.00023652-0.00057865i,0.00037432-0.00039978i
0.00077432-0.0002446i,0.0016946-0.0014316i,0.0011463-0.0015976i,-0.00030552-0.0016781i,-0.00066521-0.0013171i,-0.00067326-0.00093914i,-0.00076382-0.00015837i,-0.00060327+0.00036365i,3.0352e-05+0.00034908i,5.9259e-05+0.00048387i,-0.0002849+0.00026912i,5.2902e-05-0.00060648i,0.00012455-0.00098226i,-0.00038986-0.0007723i,-0.0005381-0.00026193i,-0.00030617+0.00060389i,-0.00040381+0.0010933i,0.00030432+0.00015346i,0.00058157-0.00066857i,-0.00029447-0.00098097i,-0.00012524-0.00086819i,0.0004278-0.0003781i,0.00027341+0.00023921i
0.00070121-3.0054e-05i,0.0007787-0.00039941i,-0.00046751-0.00093208i,-0.0010301-0.0003269i,-0.001124-0.00016458i,-0.0014899-0.00077338i,-0.0010955-0.00029494i,-0.00083058+0.00071914i,-0.00067059+0.00058543i,2.8053e-05+0.00047458i,0.00062026+0.00028926i,0.00044212-7.4673e-05i,-0.00022458+0.00016453i,-0.00042364+0.0010625i,-0.00036+0.00043191i,-0.00047082-0.0013246i,0.0002379-0.0015299i,0.0002411-0.00015819i,-0.00052686+0.00018413i,-0.00086237+0.00013688i,-0.00065433+0.00021422i,0.0001117-0.00037537i,-0.00019966-0.00020905i
8.0688e-05+0.00067372i,-0.00044255+0.00054683i,0.00051026-0.0003388i,0.00020015-0.0013685i,-0.00055788-0.0011238i,-0.00038933+0.00031722i,0.00013512+0.00089239i,0.00061482+0.0001677i,0.0005711-0.00057354i,0.00075219-0.00092546i,0.00086959-0.0001798i,8.417e-05+0.0011942i,-0.0001649+0.0018283i,-0.00039352+0.0011382i,-0.00038201+0.000388i,4.8864e-06-0.00037149i,-1.4176e-05-0.00059326i,0.00042943-0.00026804i,0.0004543-0.00016847i,0.00037509+0.00013774i,0.0005576+2.0325e-05i,0.0003981-0.00044233i,0.00036704-0.00020606i
0.0012006-0.00012061i,0.0021104-6.1305e-05i,0.0024602-0.00022369i,0.0014837-0.0011151i,-3.0316e-05-0.001276i,-0.0015162-0.0010989i,-0.0009815-0.00069532i,-0.00022083+0.00020727i,-0.00080153+0.00024822i,-0.00070544-0.00024688i,-0.00018308-0.00040179i,-0.00062953-0.00022738i,-0.00056714-0.00037793i,0.00013687-0.00054728i,0.0005306-0.00080652i,0.00034466-0.00043094i,-0.00042911+1.8993e-05i,-0.00089813+1.2412e-06i,-0.00046249+8.3633e-05i,-0.00060004+0.00066098i,-0.00053303+0.00075727i,0.00076774+0.00012673i,0.00078148-0.00036776i
-0.0010316-0.0011177i,-0.0015813-0.00068553i,-0.0012238-0.00038252i,-0.00092548-0.00060137i,-0.0011022-0.00066087i,-0.00082937-0.00010062i,0.00036022-0.00017534i,0.00090407+0.00016714i,0.00063294+0.00028135i,0.0007894-0.00083422i,0.00099858-0.0014115i,0.00094786-0.00061887i,0.00057807+0.00041708i,-7.2682e-05+0.00091067i,-0.00082309+0.00042806i,-0.00072003-0.00026311i,8.8129e-05-0.00062528i,0.00052377-0.00057139i,0.00010418+0.0001262i,-3.4788e-05+0.00013188i,0.00011159-0.00031028i,-8.0407e-05-0.00061457i,-7.6621e-05-0.00053423i
0.0014959-0.0014389i,0.001209-0.0025326i,0.00046837-0.003259i,-7.7439e-05-0.0029224i,-0.00091866-0.0021121i,-0.0010796-0.0010013i,-0.00023339+0.0002241i,0.00027422+0.00064914i,0.00079377+0.00014693i,0.00048351-0.00010281i,3.4551e-05-5.394e-05i,0.00063831-7.9749e-05i,0.00095807-5.7643e-05i,-1.8875e-05-0.00010562i,-0.00054862-0.00018268i,-0.0002665-0.00033276i,9.9594e-05-0.00073078i,0.00055753-0.00089945i,4.144e-05-0.00065335i,-0.00074837-0.00049074i,-0.00010305-0.00056807i,0.0002994-0.00030536i,-0.00029062+0.00037221i
0.0011556-0.0001794i,0.0020084-3.5363e-07i,0.0021849-0.0014271i,0.0012672-0.0025269i,-0.00034744-0.0020481i,-0.00094634-0.00057823i,-8.82e-05+0.00040328i,0.00052571+0.00028196i,0.00032821+5.146e-05i,-0.00035506+0.00012846i,-0.000741-0.0004383i,-0.0004958-0.00094931i,-0.00011305-0.00070882i,5.8993e-05-0.00012747i,0.00035714+0.00069115i,0.00017086+0.00011745i,0.00038041-0.00033865i,0.0010241+0.00022959i,0.0010945+0.00099516i,0.00091164+0.0011414i,0.0010547+0.0010387i,0.0012561+0.00054395i,0.00087456-0.00012864i
0.00084788-0.00062093i,-5.1157e-05-0.0015488i,-0.00060147-0.0027682i,-0.0010102-0.0023101i,-0.0013642-0.0011507i,-0.00096782-0.00052729i,0.0002203-0.00059244i,0.0010494-0.00023599i,0.00065505+0.00012848i,-0.00041537+0.00024973i,-0.00081314+0.00041788i,-0.000675+0.00035543i,-0.00049755+0.00062441i,-0.00071422+0.00046605i,-0.001155+0.00028974i,-0.0010384-0.00016193i,3.4158e-06-0.00066618i,0.00049237-0.00010261i,0.00054575+0.00037364i,0.00090407-1.7292e-05i,0.0010183-0.00059699i,0.00071525-0.00029502i,0.00037467+0.00071597i
-0.0011339-0.0021834i,-0.00082119-0.0015247i,-0.0011404-0.0017899i,-0.001149-0.0017921i,-0.0011784-0.00024061i,-0.0005148+0.00062769i,0.00083961-2.0931e-05i,0.00092028-0.00071839i,-0.00013191-0.0007483i,-0.0008324-0.00022441i,-0.0004423-0.00011414i,5.031e-05-0.00026933i,0.00026424-0.00013894i,0.00065402-0.00014213i,0.00073585+0.00031392i,0.00014493+0.00044232i,-0.00067356-0.00046405i,-0.001053-0.0013256i,-0.0014661-0.0016321i,-0.0015252-0.00091386i,-0.00053679-5.2502e-05i,-0.00025378-3.5588e-05i,-0.00063685+0.00018381i
0.0016481-0.0013501i,0.0019752-0.0024979i,0.0023385-0.0026588i,0.0011668-0.0023651i,-0.00067892-0.0019944i,-0.0011431-0.0015482i,-0.00016117-0.00043851i,-3.1122e-06+0.00067716i,-0.00026447+0.0010324i,-0.00056579+0.0010348i,-0.00072405+0.00061131i,-0.00083085+0.00024117i,-0.0013198-0.00030502i,-0.00072102-0.00019674i,-1.0591e-05+0.00052093i,-0.00025447+0.00044903i,-0.00045916-0.00034521i,0.00022996-0.00081122i,0.0006884-0.00034053i,0.00033712+0.00042627i,0.00012285+0.00056314i,0.00045439+0.0010219i,0.00034612+0.00099828i
-0.0011603-0.0013558i,-0.00083215-0.0020027i,-0.00062547-0.0023113i,-0.00059337-0.0022987i,-0.001085-0.0021564i,-0.00087813-0.00097206i,-0.00027681-0.00035696i,0.00035496-0.00018263i,0.00026881+9.8456e-05i,-0.00050556+0.00033303i,-0.00072935+0.00019953i,-0.00012839-5.1197e-05i,0.00058138+0.00034843i,0.0011804+0.00047745i,0.0010021+0.00044076i,0.00014669+0.00010855i,-0.0008684-5.8342e-06i,-0.0012713+5.7544e-05i,-0.00097147+0.00072262i,-0.00067614+0.0013154i,0.00019132+0.0010338i,0.00086215+0.00029382i,0.00068625-0.00014588i
0.0017753+0.0018133i,0.0013179-9.1965e-05i,0.0018954-0.0017205i,0.00064105-0.0018449i,-0.0019773-0.0018875i,-0.0023423-0.0011567i,-0.0011312-2.6269e-05i,-0.0005602-0.0001625i,-0.00015432-0.001128i,0.00028376-0.0015593i,-0.00021863-0.00076678i,-0.00057207+0.00059106i,-0.00023537+0.00064671i,0.00027-4.1047e-05i,0.00022275-0.00035544i,0.00059115-0.001083i,0.00065987-0.00089293i,-2.2594e-05-0.00012447i,-2.3022e-05+2.5665e-05i,0.00046233-0.00024414i,0.00021192-0.0002634i,-0.00027134-0.00027357i,5.6314e-05-0.00060306i
-0.00013331-0.00092349i,0.00053221-0.0010833i,0.00071373-0.00093353i,0.00085022-0.001478i,-0.00030505-0.00089192i,-0.0020069+0.00095483i,-0.0014424+0.0014786i,-0.00048321+0.00034507i,-0.00063943-0.00054153i,-0.00026088-0.00016515i,-0.00063856+0.00070754i,-0.00060095+0.00072879i,0.00051777+0.00037927i,0.00075016-9.0857e-05i,2.5006e-05-5.6468e-05i,-0.00022196+4.1276e-06i,0.00056533-9.7453e-05i,0.00055836+8.1574e-05i,-9.0579e-05+0.00014932i,-0.0003054+0.00031541i,-0.00085084+0.0003542i,-0.001522+9.0089e-05i,-0.0016686-0.00074494i
0.00024647-0.0026521i,-0.00032939-0.0025423i,-0.0010991-0.0030365i,-0.0012095-0.0024822i,-0.0012782-0.00057707i,-0.001156+0.00070291i,-0.00052828+0.00089225i,0.00039083+0.00053602i,0.000439+0.00023686i,-0.0002894+0.00012792i,-0.00057645+9.9226e-05i,-3.7136e-05-0.00018197i,0.00015715-0.00011933i,0.00019651+0.00032654i,0.00010258+0.00059753i,-0.00019215+0.00050943i,-1.9729e-05+0.0001463i,0.00019051-0.00048659i,0.00012649+0.00021651i,0.00032034+0.00021828i,0.00052015-0.00089379i,-0.00024222-0.00067035i,-0.00097406+0.00018258i
-0.0005783-0.00085337i,-0.00046799-0.00072354i,-0.0011446-0.0012247i,-0.0013391-0.0015848i,-0.0011595-0.0013534i,-0.00126-0.00097125i,-0.00087993-0.00056926i,0.00013218-0.00025858i,5.8829e-05+2.1907e-05i,-0.00065924+0.00011517i,-1.9059e-05-0.0001001i,0.00084162+9.5434e-05i,0.00085014+0.00040064i,0.0012438+0.00054966i,0.0014916+0.0003383i,0.00078968+0.00034175i,0.00022467-3.8993e-06i,0.00048361-0.000132i,0.00037374-8.6131e-05i,-0.00024924-0.00036414i,-0.00049977-8.3128e-05i,-0.00041881+0.00086895i,0.000267+0.0011332i
0.00039451-3.9777e-05i,0.0015668+0.00025254i,0.0022849+0.00048554i,0.0019268+7.6615e-05i,0.0015393-0.0002353i,0.001141+0.00010371i,0.00011272-0.00031868i,-0.0003226-0.00079463i,0.00024894-0.00053422i,0.00088574-5.0591e-05i,0.0010637-0.00040976i,0.0013178-0.00067717i,0.0010154-0.00059204i,-3.0996e-06-0.00057431i,-0.00056665-0.0008828i,-0.00037924-0.00087778i,-0.00028452-0.00057222i,-0.00082725-0.00096992i,-0.00066861-0.00089115i,-0.00035167-0.00031242i,-0.0001437+0.00010173i,5.7553e-05-1.6426e-05i,0.00014493+2.8744e-05i
0.00018821-0.0011202i,-0.0007179-0.0018443i,-0.001032-0.0029898i,-0.00072525-0.0029513i,-0.00050385-0.0018436i,-5.708e-05-0.00047134i,0.00049686-0.0002334i,0.00040811-0.00050773i,-0.00067948-0.00038447i,-0.0013009-0.00014093i,-0.00077128+0.0004008i,-0.00072201+0.00058942i,-0.0005174+0.00062459i,-0.00026393+0.00079755i,-0.00016134+0.0010579i,0.00071082+0.00077139i,0.00078243+0.00072719i,0.00034863+7.2365e-05i,0.0003347-0.00071197i,-5.5904e-05-0.00076162i,-7.7953e-06-0.00080308i,1.4744e-05-0.00065178i,-0.00024392-0.00071352i
-0.00045747+0.0016035i,0.00019802+0.0012481i,0.00020116+0.00035126i,-0.00065524-0.00032895i,-0.00116-0.001016i,-0.0015654-0.0013907i,-0.00088635-0.0013423i,0.0001998-0.0010729i,0.00079262-0.00057109i,0.0007715+0.00022288i,0.00039182+0.00054384i,0.00066204+6.5724e-05i,0.0006697-7.6814e-05i,0.00052001-0.00013895i,-0.00012803-0.0003566i,-0.00082968-0.00039859i,-0.00020605-0.00045138i,0.00031936-0.00047982i,0.00012599+8.0371e-05i,8.9719e-05+0.00042839i,0.00084271+0.00025313i,0.00066469+0.0003695i,-5.7546e-05-0.00014267i
0.00012689-0.0027597i,5.5043e-06-0.0026317i,6.4713e-05-0.001897i,-0.0006743-0.0018526i,-0.0014067-0.0020339i,-0.00097124-0.0013827i,-0.00026551-0.00084774i,0.00012802-0.00084065i,-0.00039532-0.00067503i,-0.00044832-0.00032344i,-0.00034979+0.00018051i,-0.00098264+0.00070095i,-0.0013429+0.0011696i,-0.0010175+0.0010341i,-0.00021674+0.00064479i,0.00075373+0.0002704i,0.0010624+0.00013014i,0.00092403-0.00067217i,0.00023928-0.001058i,-0.00050681-0.00039113i,-0.00061855-0.00042906i,5.4338e-07-0.0001152i,0.00084026+0.00028092i
0.00027088-0.0003109i,0.00060027+8.9474e-05i,0.00050139+5.3546e-05i,0.0002188-0.001117i,-2.7111e-05-0.00073547i,-0.00013548+4.0816e-06i,-2.1631e-05-0.00014509i,0.0002915+0.0005621i,0.00068796+0.00067025i,0.00071664+0.00030121i,0.0001002+0.00029562i,-0.00018598-9.8094e-05i,0.00051769-0.00017279i,0.00064557+0.00016516i,0.00059239-0.00016656i,0.00037368-0.00032402i,0.00059388-0.00039836i,0.00068414-0.00037743i,-7.0474e-05-0.00049531i,-0.00032197-0.00020745i,-0.0001336+0.00056001i,-0.00050627-0.00016233i,-0.00089842-0.0009395i
-0.0017914-0.00010358i,-0.0013681+0.00039214i,-0.00070903+0.00068625i,-0.0010324+0.00018685i,-0.00084905-0.0010151i,-0.00027156-0.0012164i,0.00078539-0.00094505i,0.00072313-0.00070357i,-0.00016349-0.00012816i,0.0001999+0.00024118i,0.00040988-0.00026423i,0.00029224+7.1604e-05i,0.00040612+0.00057726i,0.00061222+0.00051521i,0.00026827+1.7601e-05i,-0.00022136-0.00098117i,0.00011107-0.0010761i,0.00017176-0.00055903i,0.00016338-0.00040982i,0.0001144-0.0009262i,-0.00017165-0.00065027i,-0.0005744+0.00043659i,-0.00068574+0.00098114i
