-7.2031e-05-0.00051637i,0.00041711-0.0015165i,1.2876e-05-0.0027602i,-0.0013412-0.002508i,-0.0024-0.00038068i,-0.0020013+0.0017717i,-0.00086762+0.0027678i,0.0002651+0.0027201i,0.00088538+0.0020296i,0.00058709+0.0015544i,-2.379e-05+0.00048478i,0.00046493-0.00050705i,0.0004125-0.00027804i,-0.00096944-4.9613e-05i,-0.00086597-9.0688e-05i,0.00024475-0.00048083i,0.00036523+0.00016481i,0.00065601+0.00052819i,0.0011955-0.00056849i,0.00023874-0.0011262i,-4.6661e-05-0.0008358i,0.00038931-0.0004312i,0.00052788+9.364e-05i
0.0010092+0.00017737i,0.0011523-0.0018503i,0.00046093-0.0035338i,-0.00031044-0.0039582i,-0.00093931-0.0023015i,-0.0016307-4.0694e-05i,-0.0011495+0.0013105i,-0.00013914+0.0012106i,0.00092641+0.00033289i,0.00083449+0.00017626i,0.00027854+7.2133e-05i,0.00067483+0.00040309i,0.00050175+0.00096548i,-0.00027013+0.001243i,8.6905e-05+0.00058811i,0.00038815-0.00010133i,9.5419e-05-0.00022175i,-6.322e-06-0.0001572i,-0.0001542-5.0046e-05i,0.00015101+0.0001182i,-0.00022097-3.5508e-05i,-0.0010842+0.00018793i,-0.00082735+0.00081796i
0.00043309+0.00035424i,0.0018463+0.00023148i,0.0015592+5.6844e-05i,0.00014041-0.00082146i,-0.00021707-0.00011565i,-0.0001572+0.001112i,-0.00010086+0.0014638i,-0.00028647+0.0012752i,-6.1415e-05+0.00044087i,0.00075245+0.00061808i,0.001123+0.0012847i,0.00088873+0.0016347i,0.00014151+0.0016769i,-0.00029453+0.0012458i,0.00027765+0.00049698i,0.00084685+0.00021193i,0.0009001+0.00042505i,0.0008197-7.8046e-05i,0.00025466-0.00049805i,-0.00022638-0.00027358i,0.00021957-0.00032068i,0.00033742-0.00054465i,0.00030389+0.00021403i
-0.0011625+0.00076608i,-0.0011818+0.0011156i,-0.00060418+0.0013992i,-0.00053486+0.0013346i,-0.00020002+0.001408i,0.00029106+0.0020379i,0.00027174+0.0013013i,0.00013892+0.00056882i,-0.00056213+0.00084505i,-0.00095493+0.00079106i,-1.0578e-05+0.00080082i,6.9838e-05+0.00084426i,-0.00057497+0.00075945i,3.8109e-05+0.00050278i,0.0005491+0.0005458i,0.00068132+0.00069975i,0.0010951+0.00016182i,0.00074118-0.00026771i,0.0003425-0.00032752i,0.00028436+1.1992e-05i,-0.0003553-0.00010483i,-0.00055496-0.00069354i,-0.00018481-0.00037966i
-0.0016084-0.0013438i,-0.0018511-0.0010191i,-0.0022141-0.0019797i,-0.0017473-0.0014299i,-0.0018528+0.0010858i,-0.001244+0.0027054i,0.00045957+0.0021475i,0.0010679+0.001128i,-0.00036476+0.00036244i,-0.0015474+0.00045532i,-0.0012181+0.00064275i,-0.00042724+0.00036372i,-0.00055643+0.00055256i,-0.00057016+0.00046476i,-0.0005041+0.00031482i,-0.00091729-3.6395e-05i,-0.00022605-0.00023683i,0.00028104-0.00016191i,-0.00036946+0.00040551i,-0.00029965+0.00065995i,0.0005867-0.00013664i,-9.2781e-05-0.00022205i,-0.00092198-8.5981e-05i
0.00015873-0.0019642i,2.7482e-05-0.0018021i,-0.00046051-0.0021324i,-0.0019295-0.0014162i,-0.0029707+0.0005759i,-0.0022046+0.0018904i,-0.00088897+0.00084349i,-0.00033374-0.00053666i,-0.0007609-0.00036989i,-0.0011376+0.00024185i,8.1652e-05+0.00013557i,0.0015786-0.00018605i,0.0016962-0.00016969i,0.00093505-9.7226e-05i,0.00085005-4.6178e-05i,0.0012922+8.2166e-05i,0.0014046-0.0004125i,0.00078753-0.0005225i,0.00031238+4.3058e-05i,-8.1908e-05-1.5549e-05i,-0.00042628-0.00034496i,-0.00068829-5.1132e-05i,-0.00058319+9.4836e-05i
0.00246-0.0017615i,0.00096819-0.0025396i,-0.0010403-0.003632i,-0.0026864-0.0030143i,-0.0026205-0.0018485i,-0.0018539-0.00050397i,-0.0012419+0.0010851i,0.00025749+0.0012038i,0.0011268-5.721e-05i,0.00090915-0.00020711i,-5.1947e-05+0.00057641i,-4.6065e-05+0.0011793i,0.00061847+0.0011627i,0.00069906+0.0010837i,0.00047691+0.0015445i,0.00035698+0.0011463i,0.00036282+0.00048079i,0.00053325+0.00068957i,0.00030137+0.0011491i,-0.00013658+0.00088111i,-0.0002905+0.00063573i,-0.00031556+0.00042521i,8.9605e-05-0.00026777i
-0.00037503+0.002699i,0.0020499+0.001787i,0.0037269+0.00079265i,0.0035919-0.00044992i,0.0021072+0.00032746i,0.00081657+0.0008341i,0.00059632+0.00035085i,0.00029448-8.4904e-05i,-0.00017373-0.00064588i,0.00085016-0.00046845i,0.001263-0.00012769i,0.00059504+3.6444e-05i,-0.00072502+0.00021178i,-0.0010172-1.465e-05i,-0.00082588-0.00013856i,-0.00051616+0.00020535i,-3.449e-05+0.00053664i,0.00020796+0.00044745i,0.00096148+0.00014403i,0.00084815-0.00011631i,0.00026805-0.00070384i,-0.00034703-0.00033516i,-0.00084506+0.0006078i
-0.00089352-2.7747e-05i,7.394e-05+0.00016019i,-0.00034958-0.00081286i,-0.0011064-0.00093636i,-0.0019218+0.00068452i,-0.0010518+0.0026888i,0.00089717+0.0033018i,0.0011443+0.0018143i,0.00021086+0.00092362i,-0.0013271+0.00076192i,-0.0013694+0.00047112i,-0.00053643+0.00039324i,9.8319e-05+0.00068708i,9.9995e-05+0.00096661i,0.00015526+9.639e-05i,-5.824e-05-0.00020692i,0.00010124+9.4894e-05i,0.00032552+0.0002461i,-2.0757e-05+0.00052822i,-0.00049593+0.00015498i,-0.00048556+0.00016564i,-0.00048979+0.00076893i,-4.4794e-05+0.00036794i
0.0003018-0.0011342i,0.0012333-0.0021076i,0.00072945-0.0020494i,-1.1846e-05-0.00017112i,-0.00044688+0.0012559i,-0.001011+0.001318i,-0.0012768+0.0011231i,-0.0011913+0.0010048i,-0.00092749+0.00083622i,-0.00075164+0.00057968i,-0.00017766+0.00049964i,9.4951e-05+0.00060902i,0.00092783+0.00059091i,0.00097427+0.00025708i,0.00014589-0.00038488i,0.00083099-0.0002787i,0.0010073-0.00055892i,0.00050995-0.00071197i,0.00018847-0.00041436i,0.00026945-0.00016051i,2.9248e-05+0.00039744i,-0.00059628+0.0010828i,-6.723e-05+0.00070778i
-0.00023323-0.0028869i,-0.00052744-0.0020971i,-0.0010711-0.0025835i,-0.0028179-0.0015543i,-0.0040039+0.00018764i,-0.0019157+0.0013i,-0.00055744+0.0011139i,-0.00039591+0.00050844i,-0.0002989+0.00045217i,-0.00026044+0.0002878i,0.00029209+0.00049853i,0.00037516+0.00033191i,0.00043557-0.00046678i,0.0011075-0.00026914i,0.0013328+0.00020445i,0.00021931-0.00025265i,-0.00030709-0.00047483i,0.00047043-0.00010665i,0.00087389+0.00030449i,0.00047422+0.00060135i,-0.00018353+0.0006947i,-0.00084821+0.00010106i,-0.0011974+3.6757e-05i
0.00092265-6.0079e-05i,0.00020189-0.0009653i,-0.0007161-0.0019491i,-0.0015001-0.0020105i,-0.0011314+0.00036034i,-0.00040426+0.0023051i,0.00021007+0.0020696i,0.00032272+0.00041503i,0.00035903-5.7542e-05i,-5.4899e-05+5.314e-05i,-2.432e-05-0.00055706i,0.00025147-0.00017424i,-0.00039479+0.00064367i,-0.00056292+0.0005948i,0.0005119+0.00057067i,0.0011123+0.00079907i,0.00051204+0.00060212i,0.00067535+0.00041487i,0.00038453+0.00040671i,-0.00051253+0.00074394i,-0.00082693+0.00058118i,0.0001338+0.00042311i,0.0010691+0.00036192i
-0.00050492-0.0005821i,-0.00075246-0.00049756i,-0.00027862-0.00097914i,-0.0009436-0.00051704i,-0.0023288+0.0008507i,-0.0020227+0.0016444i,-0.00073198+0.001403i,0.00045079+0.00067522i,0.00081319+0.00068836i,0.00062968+0.0010699i,-2.4514e-05+0.00058727i,-1.2838e-05+7.1929e-05i,1.1295e-05-0.00021027i,-0.00022908-0.0010587i,0.0001925-0.0011788i,0.00034011-0.00086417i,0.00025748-0.00061013i,0.00033605-0.00057371i,0.00032427-0.00067359i,0.0002826-0.00036544i,0.00017921+0.00013175i,-0.0005428+0.00021546i,-0.0011591-4.9567e-05i
-0.00042246-0.00075772i,-0.00013085+0.00055342i,-0.00099973-0.00011724i,-0.0013084-0.0010329i,-0.0012471-0.00023328i,-0.00027656+0.0007187i,0.0003188+0.0006155i,0.00042357-0.00016773i,7.6847e-05-0.0010001i,-0.00038511-0.00080108i,0.00048974+0.000787i,0.00099868+0.0019616i,0.00035456+0.0016044i,8.7625e-05+0.00082327i,0.00086561+8.9016e-05i,0.0014168-0.00076504i,0.0011187-0.0011453i,7.8176e-05-0.00071351i,-0.00022963-0.00019922i,0.0001847-0.00012549i,-4.5106e-05-7.1593e-05i,2.3915e-05-0.00052469i,0.00052598-0.00055904i
0.0016435+0.00021333i,0.0019673-0.0016325i,0.0018255-0.0023573i,0.00045185-0.0022555i,-0.0012773-0.0023379i,-0.001795-0.0014513i,-0.00089185+0.00029122i,-0.00023766+0.0010189i,0.00015979+0.00075879i,-6.7855e-05+0.00032551i,-0.00074562-2.6439e-05i,-0.00059324+0.00037573i,-1.3008e-07+0.0010204i,2.5347e-05+0.00087266i,-0.00018986+0.00068626i,-0.0002392-0.00011768i,-6.3966e-05-0.00039943i,0.00023495-0.0002482i,0.00027619-0.00035439i,-9.5519e-05-0.00030562i,-0.00040864+0.00020897i,-0.00038108+0.00062705i,-0.00094534+0.00051285i
0.0023833-0.00015777i,0.0028707-0.0014092i,0.0014822-0.0023336i,-0.00010169-0.0013979i,-0.001128+0.00027974i,-0.00095475+0.00095364i,4.9312e-05+0.0010678i,-0.00010029+0.0013047i,-0.00055993+0.00069027i,-0.0011449+0.00049691i,-0.0012142+9.2583e-05i,-9.2784e-05+9.3525e-05i,0.00052934+0.00064546i,0.00062879+0.000498i,-3.9194e-05+4.942e-05i,1.2403e-05+9.2597e-05i,0.00082006+0.00039759i,0.00060677+0.00010603i,-4.2327e-05-0.00013008i,-0.00032151+0.00046934i,-0.00030534+0.00035986i,6.568e-05+5.1654e-05i,0.00014724-1.4294e-05i
6.5382e-05+4.6406e-05i,0.0008302-0.0019513i,0.00016625-0.0027503i,-0.0011039-0.0029191i,-0.00085665-0.0010132i,-0.00087077+0.0016264i,0.00017608+0.0018762i,0.0012458+0.0011316i,0.0001196+0.00028709i,-0.00051214-0.00028048i,5.8151e-06+1.7195e-05i,0.00086534+0.00038494i,0.00088186+0.00030552i,0.00029357-0.00010117i,-6.3149e-06-0.00018495i,-0.00038863+0.00065824i,0.00028761+0.00077887i,0.00089876+0.00065777i,0.00044786+0.00028389i,-4.2941e-05+3.7284e-05i,-0.00097091-6.1313e-05i,-0.00071968-0.0001715i,-0.00025856-0.00032819i
-0.00022789-0.00019245i,0.00060208+0.00015685i,0.0013659-0.00050369i,0.00068728-2.427e-05i,-0.0010217+0.0014846i,-0.00085498+0.0015924i,0.00091056+0.0013537i,0.00062186+0.0012838i,-0.00064986+0.0018273i,-0.00017659+0.0016145i,0.00061615+0.00025209i,0.00034737+2.2026e-05i,-0.0002323+0.00023685i,-0.00053549+0.00024378i,-0.00061577+0.0005166i,0.00047486+0.00037904i,0.00042704+3.9588e-05i,0.00012694-0.00022052i,0.00012362-0.00025077i,-0.0005271-0.0006056i,-0.00026717-0.0005374i,-0.00011138+4.2016e-05i,-8.5239e-05+0.00039177i
-0.0012885+0.00063517i,-0.00027751-0.00038927i,-0.00071847-0.00019558i,-0.0019555+0.0003178i,-0.0020454+0.00031857i,-0.0015899+0.00020326i,-0.00058378-1.491e-08i,-6.887e-05-0.00013008i,-0.00037038+0.00062947i,-0.0010851+0.0017865i,-0.00032769+0.00096828i,0.0010611-0.00042737i,0.0007683-0.00041805i,0.00011756+4.2716e-05i,-0.00041394-2.6162e-05i,-0.00024315+8.5833e-05i,5.1804e-05+0.00041844i,-5.8179e-05-6.8909e-05i,0.00015675-0.00022001i,-0.00031745-0.00017014i,-0.000299+0.00017278i,4.5996e-06+0.00048718i,-0.00025008+0.0001647i
0.00039769-0.0014945i,-0.00026757-0.0017721i,-0.0012729-0.0020032i,-0.0013132-0.0014807i,-0.0011356-0.00015312i,-0.00082489+0.0015012i,-0.00034174+0.0024403i,-0.00026621+0.0018386i,-9.3251e-05+0.00097735i,-5.1941e-05+0.00079749i,0.00017655+0.00033531i,0.00084733+0.0001463i,0.00072873+0.00056535i,-0.00026925+0.00037886i,9.9296e-05+0.00028702i,0.0011745+0.00066191i,0.00047395+0.00064132i,-0.00035712-7.2927e-05i,-0.00050921-0.00047392i,-0.00053946-3.3523e-05i,-0.00045391+0.00055222i,-0.00090663+0.00047347i,-0.0013219-4.9057e-05i
0.00053669+0.00033875i,0.00021414-0.00077494i,0.001083-0.0013928i,0.00056273-0.0016294i,-0.0016805-0.00053658i,-0.0018141+0.00047683i,-0.001102+0.00031479i,-0.00047794+0.00029236i,-0.00011336+0.00039343i,0.00040234+0.0001408i,0.0006193+1.8334e-05i,0.00026258-6.3421e-05i,3.5727e-05+0.00012858i,-0.00053043+0.00033469i,-0.00040738+0.00065433i,0.00078066+0.00074902i,0.00090847+0.00028014i,0.00013386+2.3556e-05i,-0.000412+0.0003092i,-0.000901+0.0001562i,-0.0011017-8.9594e-06i,-0.00045274+8.6099e-07i,0.00045443-0.00048783i
0.0011878-0.0020499i,0.00064981-0.003359i,0.00020068-0.0043711i,-0.0015326-0.0031639i,-0.0025922-0.0015254i,-0.00099632+0.00074093i,1.4842e-05+0.0016375i,0.00033071+0.0011352i,0.00053918+0.0012472i,0.00035994+0.0010957i,0.00028021+0.00077342i,-0.00024953+0.00082171i,-5.0929e-05+0.00085513i,0.00032081+0.00026836i,8.3816e-05+0.00010516i,0.00034542+0.0005561i,0.00090223+0.0006087i,0.001306-6.3945e-05i,0.00034361-0.0003368i,-0.00091812-0.00014559i,-0.00094047-9.049e-05i,-0.00023489-0.00016729i,-2.8867e-05-0.00061396i
0.0021661+0.0013011i,0.0023204+0.0001039i,0.0026727-0.00082012i,0.0015547-0.00097736i,8.1458e-05-3.6438e-05i,-0.00063799+0.00072531i,-0.00021244+0.00032098i,0.00018609+0.00024764i,0.00020893+0.00082069i,0.00039007+0.001069i,0.00061967+0.00063102i,0.00014355+0.00033823i,-0.00025725-1.2022e-05i,2.6516e-05-0.00026657i,-0.00038762-0.00049038i,-0.00040546-0.00022013i,0.0002519+0.00013238i,0.00085019+0.00055717i,0.00080655+0.00063958i,0.00057627-0.00017653i,-5.0205e-05-0.00050579i,-0.00066113-0.00043136i,-0.0004719-0.00027115i
-0.00032686+0.00091186i,-0.00015335+0.0011508i,-0.00019445-0.00049493i,-0.00052288-0.0011915i,-0.0014735+0.00027852i,-0.0008552+0.0015628i,0.00053949+0.0018166i,0.00029929+0.0011896i,0.00010554+0.00020829i,-8.3101e-05+0.00041283i,-0.00053457+0.0011796i,-0.00043277+0.0010458i,-0.00040816+0.00067443i,-0.00079218+0.00049401i,-0.00087617+0.00021828i,-0.00047066+0.00032596i,1.0974e-05+0.0005269i,7.5077e-05+0.00019543i,-8.7517e-05-0.0004307i,7.3998e-05-0.000274i,-0.00036882-0.00025009i,-0.0011717-0.00012568i,-0.00090763+0.00011776i
0.00044541+0.00096287i,0.00071914+9.0889e-05i,0.00021701-0.0009885i,-0.00022932-0.0011198i,-0.00061453+0.00025723i,-0.00049168+0.0011973i,0.00044603+0.0012797i,0.00043286+0.00054133i,-0.00032207-0.00018502i,-0.00013877+0.00016868i,0.00045662+0.00063784i,0.00017351+0.00053585i,6.2001e-05+0.00012164i,7.6113e-05+0.00024264i,-0.00013181+0.00047953i,0.00016385-0.00028137i,0.00013099-0.00045548i,-0.00015672-0.00038685i,-0.00050986+0.00026942i,-0.00080417+0.00049427i,-0.00014429-0.00020685i,0.00013201-0.00021175i,-0.00030114+7.8926e-05i
0.00071407-0.00067342i,0.00011766-0.0018933i,-0.0008651-0.0018878i,-0.0013916-0.00095736i,-0.001993+0.00070723i,-0.0022636+0.0017521i,-0.0010835+0.001278i,0.00032013+0.0015215i,0.00046353+0.0018998i,-2.7142e-05+0.0013062i,-0.00052348+0.0010101i,-0.00033877+0.00063274i,0.001245+2.5764e-05i,0.0013108+0.00039621i,0.00040992+0.00088733i,0.00018365+0.00080235i,7.9441e-05+0.00019565i,0.00018207+0.0004609i,-0.00052092+0.0010542i,-0.00087198+0.00096439i,-0.000975+0.00043977i,-0.00073646-0.00015841i,0.00033683-0.0007005i
0.00091181+0.00025557i,0.00088121-0.00065107i,0.0015472-0.00077222i,0.0020522-0.0007487i,0.001261-0.00012981i,-0.00052383+0.00097997i,-0.00054212+0.0014083i,0.00037385+0.0013542i,0.00038742+0.001438i,0.0004926+0.0008708i,0.00037998+1.2761e-05i,-0.00022572+0.00019814i,-0.00043809+0.00064674i,-0.00057076+0.00032155i,-0.00047992+0.00029743i,-0.00040385+0.00042952i,-0.0007073+0.00031379i,-0.00075048+9.509e-05i,-0.00015732-0.00053094i,0.00075137-0.00062101i,0.00038791-0.00063931i,5.7374e-05-0.0010335i,0.00050773-0.00036945i
-0.0015014+0.00063599i,-0.00060324-0.00050846i,-0.00041758-0.0016039i,-0.0011039-0.0030452i,-0.0017257-0.0026647i,-0.0019521-0.00016897i,-0.00040355+0.00062648i,0.0004208+0.00023471i,9.4532e-05+0.00026312i,0.000514+0.0010096i,0.00038968+0.00083668i,-9.8021e-05-3.6715e-05i,-0.00015346-0.00036372i,5.2133e-05+0.00029149i,-0.00029933+0.00098935i,-6.7072e-05+0.0010667i,0.00045822+0.00022819i,0.00058885-0.00029557i,0.00045459-3.6385e-05i,-0.00022352+0.00031532i,-0.00063021+0.00029731i,-0.00019085+4.9801e-05i,-0.0001609+0.000162i
-0.00040449-0.00023217i,-0.00094694-0.00018135i,-7.2934e-05-0.00032989i,-0.0008327+0.00025807i,-0.0023161+0.0013783i,-0.0014078+0.0019694i,4.6208e-05+0.00072688i,0.00012167-0.00058054i,-0.00053705-5.6695e-06i,-0.00049243+0.00080849i,-0.00015627+0.00038906i,-0.00021118-0.00052363i,-0.0004592-0.00033545i,-0.00037571-0.00034634i,-0.00041419-0.00085377i,-0.00023327-0.0009802i,-6.9695e-05-0.0007593i,-0.00027072-0.00020798i,6.3408e-05+0.00037596i,0.00017427+0.00043649i,-0.00060001-0.000321i,-0.00044083-0.00076927i,-3.0432e-05-7.834e-05i
0.00064052+0.00042359i,0.00032087-0.00037866i,-0.0002301-0.0022572i,-0.0010736-0.00171i,-0.0021874+0.00011195i,-0.0016085+0.00051349i,-0.00063216+0.00071352i,-0.00032289+0.00067594i,0.00040319+0.00046146i,0.00033136-4.4187e-05i,-8.0397e-05-0.00045129i,6.9112e-05+0.0001028i,0.0001023+0.00010093i,0.00050351-0.00016136i,0.00068992+0.00013153i,0.00042373+0.00019905i,0.00057128+0.00085285i,0.00073086+0.00085721i,0.00072714-8.7763e-05i,0.00018002-0.00016831i,-2.7389e-05+0.00027878i,7.5566e-05+2.6385e-05i,-0.00050763-0.00038808i
-0.00014835+0.00099396i,0.00053515-0.0003195i,0.00011929-0.00097681i,-0.00060107-0.00083513i,-0.0022511-0.00010923i,-0.0021953+0.00042163i,-0.0013533+0.00079857i,-0.00077351+0.00031891i,9.9818e-05+0.00011399i,9.8461e-05+0.00070338i,-0.00018873+0.00047345i,0.00022373-0.00020393i,-0.00022677-0.0001668i,-0.0010057+0.00019362i,-0.0003548+0.00059666i,0.00032356+3.4246e-05i,0.00029242-0.0002849i,-0.00011064-0.00024585i,-0.0007404-4.8303e-06i,-0.00072844+0.00026459i,0.00019102-0.0004837i,0.00029949-0.00035606i,-0.00024987+0.00073326i
0.00058032+0.0016976i,0.0016841-2.5036e-05i,0.0018422-0.0020681i,0.00088216-0.0019446i,-0.00027446+0.00039628i,-0.00043451+0.0015156i,0.00051366+0.0015688i,0.00064755+0.0013011i,0.00083545+0.00117i,0.00050805+0.0006821i,6.709e-05+0.00022328i,3.4041e-05+0.00020335i,-0.00046571+0.00070376i,-0.00070408+0.00096548i,-0.0006303+0.0008071i,-0.00081202+0.0012052i,-0.00029928+0.00069564i,-0.00013478-0.00044575i,-0.0006082-0.0012533i,-0.00027349-0.0013692i,0.00078654-0.00038033i,0.00058855-1.9706e-05i,5.3866e-06-0.00054558i
0.00035644-0.00086365i,0.00036177-0.0014748i,0.00084783-0.0016459i,-0.00026494-0.00080433i,-0.0015665-0.00055588i,-0.0014486+0.00049485i,-0.00055445+0.0015814i,0.00011032+0.0012463i,0.00016612+0.00073111i,-0.00020652+0.0009129i,-0.00050571+0.00062724i,5.3407e-05-0.00031765i,0.00016157-0.00016913i,-0.00089681+0.00037262i,-0.00097418+0.00021385i,0.00035958+0.00046604i,0.00062847+0.00025765i,-0.00010709-2.6313e-05i,-0.00047246+0.00062657i,-0.00062572+0.00089734i,-0.00067267+0.00052655i,-0.00036779+0.00030086i,1.9734e-05+0.00029779i
-0.0024692+0.00012621i,-0.0020481+0.00069996i,-0.0021253+0.0025542i,-0.0016799+0.0019736i,-0.0012189+0.0012452i,-0.00049121+0.0012355i,0.00022864+0.00060453i,-0.00015478+0.00048043i,-0.00016039+0.00090181i,0.00054121+0.0011938i,0.00070002+0.00093024i,0.00084703+0.00012672i,0.00022539-0.00079348i,-0.00098787-0.00058267i,-0.0009737+0.00026281i,-0.00026355+0.00077804i,-0.00048061+0.00057207i,-0.00037268-7.5634e-05i,0.00010813+0.00048369i,-0.00048097+0.0010145i,-0.0010638+0.00055423i,-0.00092326+0.0001815i,-0.00035497+0.00018946i
0.0027462-0.0010571i,0.0021511-0.0014472i,0.0011879-0.0027264i,-9.5378e-05-0.0038894i,-0.0017255-0.0030551i,-0.0015735-0.00030545i,-0.00024175+0.00082347i,0.00034351+0.00070705i,7.8575e-05-6.1872e-05i,-5.2081e-05-0.00093507i,0.00023537-0.0001789i,0.00049976+0.00034144i,-0.00010839-0.00067244i,-0.00037595-0.0008571i,-0.00021414+0.00021087i,9.6801e-06+0.00067424i,6.8003e-05+0.00072187i,-4.6196e-05+0.00043223i,2.8877e-05-0.00051719i,-0.00069307-0.00067998i,-0.00090463-0.00013085i,8.0224e-05+0.0006081i,0.00047321+0.00078438i
0.0010077-0.00099654i,-0.00018979-0.00086357i,-0.00072855-0.0017947i,-0.0013624-0.0019421i,-0.0023052-0.0010524i,-0.0022991+0.00053173i,-0.00085782+0.00088478i,0.00026795+0.0007473i,-0.00014056+0.0012643i,-0.00062576+0.0014671i,-0.00015372+0.00075174i,0.00016405-0.00021416i,-0.00022975-0.0002576i,-0.00017077+0.00049624i,0.00026895+0.0002508i,0.0012415+0.00017148i,0.0010198+0.00024545i,-0.0001177+0.00047506i,-0.00023263-0.00010984i,-0.00019919-0.00087984i,0.00028217-0.0008102i,6.541e-05-0.00027274i,-0.00051982+5.3916e-05i
0.0023499+0.00094277i,0.0028664-0.00046138i,0.0028412-0.0019066i,0.00096388-0.0024544i,-0.0012859-0.0019046i,-0.0019624-0.00069561i,-0.001054-0.00021177i,1.4445e-05+0.0001305i,0.00025692+0.00079082i,0.00026498+0.000506i,-0.00019412-0.00026123i,-0.00059045-0.00076413i,-0.00051564-4.2998e-05i,-0.00071432+0.0005779i,-0.00049706+0.00063294i,0.0003616+0.0010473i,0.00055047+0.00056399i,0.000137+0.00055204i,-0.00010356+0.00074436i,-3.1343e-05-0.00043095i,-0.00032578-0.00099349i,-0.00040744-0.00034377i,-0.00015181+0.00026996i
-0.00068494+0.00030157i,0.00014507+0.00088473i,0.00024567-3.0226e-05i,0.0002588-0.0016773i,-0.0004731-0.0012656i,-0.00088722-0.00011986i,0.0002134+0.00082298i,0.00063338+0.001118i,3.4637e-05+0.00067898i,-0.00052518-7.0574e-07i,-0.00020497-4.0224e-05i,0.00036195+0.00020652i,0.00060727+0.00060996i,-4.9226e-05+0.00017504i,-0.00043106-0.00022988i,0.00017882+0.00026563i,0.00030856+0.00034189i,0.00021074+0.00040183i,-0.00022897+0.00049978i,-0.00083944+0.00020997i,-0.00063045+7.816e-06i,0.00016252+0.00038034i,0.00061732+0.00074566i
0.00013237+0.0010147i,0.00077548+0.00044411i,0.00071685-0.0011096i,0.00016411-0.00091008i,-0.00082753+3.7396e-05i,-0.00089662+0.00056712i,0.00017365+0.0011847i,0.00087565+0.0013766i,0.00013264+0.00093261i,-0.00090744+0.00070369i,-0.00091164+3.4063e-05i,-0.00037827-0.00018757i,-0.00090013-0.00023203i,-0.0015843-5.7766e-05i,-0.0010153+0.00040746i,0.00010737+0.00084212i,6.36e-05+0.00080336i,-0.00038998+3.2453e-05i,0.00014228-0.00027542i,0.00051426-0.00057161i,-0.00012637-0.0011411i,-0.00055487-0.00040703i,-0.00032275+0.00037725i
0.00059042+0.0018017i,0.0021283+0.0015598i,0.0032652+0.0018574i,0.0017397+0.0016642i,-0.00017128+0.0012304i,-0.00039472+0.0010429i,-0.00029599+0.0012135i,0.0001798+0.0011987i,0.00054261+0.00058104i,0.00043982-0.00033184i,-9.5861e-05-0.00066686i,0.00019314-0.00066408i,2.5558e-05-0.00046725i,-0.00071788+0.00045606i,-2.6304e-05+0.00060914i,0.00041687+0.00018122i,8.4899e-05-0.00045112i,0.00022952-0.0012606i,-0.0003064-0.001243i,-0.00096607-0.00047846i,-0.00040335-9.0343e-05i,-0.00037026+0.00022142i,-0.001087+0.00045695i
-0.00074142+0.0017835i,0.00045391+0.00066603i,0.00039709-0.00049038i,2.9961e-05-0.00097443i,-0.00037533-0.001179i,-0.00056062-0.00060781i,-0.00027011+8.5023e-05i,9.1045e-05+0.00020284i,0.00032544+0.00022813i,0.00066242-2.2209e-05i,0.00015799-0.00020075i,-0.00068664-0.00042269i,-0.0011022-0.00073279i,-0.0010768+0.0002022i,-0.00016509+0.00096192i,0.00084481+0.00036224i,0.0010601+0.00045602i,0.00074077+0.00084104i,0.00083386+0.00050128i,0.00072423-2.8463e-05i,-0.00029582-0.00039762i,-0.0010255+2.8178e-06i,-0.00042367+0.00076029i
0.002556+0.0020982i,0.0014952-0.00077473i,0.00067611-0.0031948i,7.1822e-05-0.0032131i,-0.00070829-0.0011783i,-0.0018608+0.00038044i,-0.0015022+0.00089151i,-0.00026606+0.0011189i,0.00088482+0.00065828i,0.0010715+0.00023679i,0.0009535-0.00019321i,0.0006276-0.00023222i,0.00040793-0.00011718i,0.00022934-0.00025816i,-0.00018222+0.00022616i,6.201e-05+0.0011603i,1.2267e-05+0.0010492i,-0.00098757+0.00018449i,-0.0012621-0.00068299i,-0.00056747-0.00092566i,-4.692e-05-0.0011757i,1.9538e-05-0.00074558i,-3.2548e-05-0.00049785i
-0.0013892-0.0023105i,-0.00015358-0.0023124i,0.0010543-0.0023701i,0.00021454-0.0011925i,-0.0015597+0.00040833i,-0.00051002+0.00128i,0.0017481+0.0018922i,0.0013201+0.0013119i,-9.0354e-05+0.0011577i,-0.00051182+0.0017288i,-0.00039164+0.0014243i,4.1827e-05+0.00060793i,0.0011221+0.0007394i,0.0012731+0.00057514i,0.00063427+0.00024926i,0.0009349+0.00051218i,0.0010478+0.00027076i,0.00042801+0.00042519i,0.00020367+0.00071752i,0.00022197+0.00052109i,0.00016834+0.00010812i,0.00027122+2.3543e-05i,0.00038646+0.00015005i
