0.0016343+0.00079218i,0.0011897+0.0001883i,-0.00023921-0.00056571i,-0.0022712-0.00014506i,-0.0033952+8.3931e-05i,-0.0035287+0.00081262i,-0.0029507+0.0016336i,-0.00056755+0.0012073i,0.0012745+0.00049337i,0.0021117-0.00042779i,0.0020663-0.0010453i,0.0011844-0.00055823i,0.00053539-0.00029393i,-0.0001371-0.00042445i,-0.0010164-0.00061637i,-0.0011582-0.00036989i,-0.0013492+1.992e-05i,-0.0014938+0.00043179i,-0.0006577+0.00024986i,3.9386e-05-0.0003262i,0.00048492-0.0003681i,0.0010411-0.00044738i,0.00086658-0.00020795i
0.0073127-0.0038439i,0.015012-0.0084536i,0.022746-0.013018i,0.017024-0.015249i,0.003018-0.019677i,-0.0093832-0.021916i,-0.015948-0.01719i,-0.015415-0.013647i,-0.0094305-0.01248i,-0.0022378-0.011233i,0.0036085-0.0092289i,0.0058097-0.0065062i,0.0043579-0.0047173i,0.0016091-0.0047449i,-0.00066233-0.005293i,-0.002194-0.0036052i,-0.0009815+0.0002146i,0.0027637+0.0033434i,0.0069861+0.0025431i,0.010169+0.00035631i,0.0096169+0.0017334i,0.0063203+0.0041214i,0.0030315+0.0030636i
0.0069711+0.004791i,0.01333+0.017764i,0.018914+0.026085i,0.011644+0.006835i,-0.0028603-0.02771i,-0.00089357-0.035381i,0.015901-0.017128i,0.019941-0.0056979i,0.0043257-0.0058686i,-0.0069818-0.0031228i,-0.0044966-0.002339i,-0.00072908-0.0040087i,0.0010502-0.001384i,0.0025256+0.0013129i,0.0015157+0.0022504i,-0.0026899+0.0040205i,-0.0094242+0.0062774i,-0.013919+0.0072913i,-0.013754+0.0077376i,-0.011021+0.0096937i,-0.0072796+0.011381i,-0.0041152+0.0096833i,-0.0022178+0.006367i
-0.0057554+0.0084067i,-0.015479+0.01702i,-0.028631+0.024381i,-0.029998+0.019923i,-0.012311+0.0091379i,0.0074876+0.0039912i,0.024263+0.0065675i,0.028278+0.0098374i,0.015946+0.011503i,0.0051135+0.010871i,-0.0001552+0.0070107i,-0.003071+0.0041813i,-0.0025899+0.0055131i,-0.0015959+0.0078373i,-0.0011577+0.0087863i,-0.001198+0.0050085i,-0.0020595-0.0024152i,-0.0019385-0.0073026i,-0.0019063-0.0074994i,-0.0034394-0.0064579i,-0.0046202-0.0076949i,-0.0042382-0.0080217i,-0.0027162-0.0050207i
-0.0062544-0.0042265i,-0.019658-0.010396i,-0.02969-0.014678i,-0.020686-0.00015614i,-0.0039621+0.028331i,0.0039623+0.035382i,0.00033765+0.01995i,-0.00047425+0.013294i,0.0064491+0.012841i,0.0077697+0.0092024i,0.0029011+0.008136i,5.6663e-05+0.0073481i,0.00025361+0.0032571i,0.0007616-0.00023354i,0.00085432-0.0021983i,0.003294-0.0032415i,0.009173-0.0030922i,0.014838-0.0014403i,0.015117-0.0023342i,0.012118-0.0057922i,0.0098209-0.0059361i,0.0074395-0.0034186i,0.0042159-0.0011798i
-0.0020986-0.0055183i,-0.00086116-0.020549i,0.0059936-0.036587i,0.012615-0.035386i,0.011904-0.018304i,-0.0058181-0.0044703i,-0.032231+0.0026536i,-0.039615+0.0049033i,-0.022118+0.0034692i,-0.0046798+0.00022189i,0.0018202+0.00057612i,0.0043872+0.0013572i,0.0051911-0.0014655i,0.0049951-0.0066176i,0.0041611-0.010357i,0.0020524-0.0089477i,-0.0026773-0.0015259i,-0.0076703+0.0073498i,-0.0081658+0.012671i,-0.0049582+0.013192i,-0.003025+0.01152i,-0.0020241+0.0077512i,-0.00039149+0.0037495i
0.004766-0.0041481i,0.020059-0.0075979i,0.036909-0.010215i,0.033609-0.02517i,0.0062197-0.045999i,-0.016038-0.042023i,-0.026431-0.02035i,-0.031366-0.0080934i,-0.027426-0.0052095i,-0.014798-0.0048762i,-0.0021809-0.0076719i,0.0026202-0.0086973i,0.0032248-0.006902i,0.0024979-0.0042926i,-0.0006456-0.0025542i,-0.004359-0.0029748i,-0.0093825-0.0068215i,-0.012219-0.010652i,-0.0092256-0.010711i,-0.0066339-0.0099566i,-0.0078039-0.010638i,-0.0088299-0.0089123i,-0.006543-0.0044743i
0.012106+0.010017i,0.021336+0.025104i,0.025742+0.038494i,0.013336+0.030707i,0.00044594+0.003141i,0.00041501-0.016405i,0.01242-0.017585i,0.017384-0.014391i,0.0082612-0.0095143i,0.00085638-0.0065405i,-0.0031584-0.0088711i,-0.0059354-0.0084937i,-0.0050316-0.0031475i,-0.0034343+0.0028276i,-0.0016055+0.0064325i,0.0024581+0.0070145i,0.010151+0.004079i,0.017233-0.0030899i,0.016946-0.0099409i,0.014623-0.012293i,0.014997-0.0097247i,0.013383-0.0047565i,0.0083516-0.0017127i
-0.0074815+0.013005i,-0.022447+0.025994i,-0.037317+0.0423i,-0.031543+0.049373i,-0.0096521+0.042338i,0.015244+0.015947i,0.034024-0.015805i,0.036525-0.022981i,0.026744-0.013031i,0.013651-0.0024007i,0.0026926+0.0048759i,-0.0025207+0.0059001i,-0.0021983+0.0043291i,0.0022212+0.0028619i,0.0062985-0.00077546i,0.0058733-0.0011352i,0.00406+0.0070219i,0.0030245+0.017111i,0.0030543+0.021564i,0.0041224+0.021997i,0.0042718+0.019157i,0.003694+0.011517i,0.0025502+0.0036555i
-0.015527-0.0042217i,-0.037489-0.016368i,-0.058752-0.03546i,-0.050249-0.036338i,-0.013082-0.018256i,0.0056315-0.011916i,-0.00077442-0.011121i,-0.0019533-0.0037024i,0.0029704+0.0036022i,0.0051891+0.0097834i,0.0088272+0.014711i,0.012383+0.012738i,0.011755+0.0068516i,0.010268+0.0027947i,0.0076686-0.0005148i,0.0012792-0.0038221i,-0.0097079-0.0069119i,-0.019281-0.0069124i,-0.019059-0.0034588i,-0.016132-0.0025483i,-0.017849-0.0045133i,-0.017132-0.0041908i,-0.011561-0.0021381i
9.705e-05-0.013083i,0.0050004-0.037575i,0.015774-0.063282i,0.016352-0.072942i,-0.005854-0.061132i,-0.024398-0.020677i,-0.030927+0.022452i,-0.030422+0.038291i,-0.019701+0.030377i,-0.0046583+0.016981i,0.0067085+0.0049674i,0.010189-0.002541i,0.0076736-0.0028388i,0.0015027-0.0013746i,-0.0046315+0.000522i,-0.004549+0.00098551i,0.0019327-0.0046875i,0.0067524-0.013821i,0.0064437-0.019637i,0.0059541-0.020325i,0.0089973-0.017823i,0.0096113-0.01268i,0.0066513-0.006376i
0.015508-0.0026783i,0.045912+0.00070369i,0.074411+0.0077263i,0.066618+0.010228i,0.032046+0.012464i,0.0037838+0.028609i,-0.0063009+0.046369i,-0.0083638+0.041584i,-0.0082268+0.022753i,-0.0052721+0.0026724i,-0.0070444-0.012126i,-0.010032-0.014897i,-0.0094275-0.010501i,-0.0089002-0.0081173i,-0.0088535-0.0060901i,-0.0062809+0.00025986i,0.00042821+0.010401i,0.0091538+0.01825i,0.013737+0.018904i,0.014996+0.017077i,0.014277+0.016343i,0.010625+0.013473i,0.0070879+0.0078936i
0.0083894+0.013439i,0.017184+0.036728i,0.026667+0.070535i,0.032267+0.084593i,0.030056+0.064i,0.027441+0.028865i,0.025018-0.0038751i,0.014812-0.019383i,0.0032414-0.017795i,-0.0056852-0.012726i,-0.013053-0.0069864i,-0.013698-0.00093751i,-0.008165+0.0013931i,-0.0011602+0.00023688i,0.0052961-0.001422i,0.0043989-0.0029818i,-0.0059371-0.0010119i,-0.015499+0.0037672i,-0.016859+0.0037813i,-0.017962+0.0014396i,-0.022235+0.0020743i,-0.020956+0.0037584i,-0.012994+0.0039322i
-0.012988+0.012944i,-0.043349+0.025917i,-0.078468+0.02411i,-0.077842+0.0089434i,-0.034772-0.012397i,-0.0075582-0.05333i,-0.011027-0.082686i,-0.013222-0.071993i,-0.0092389-0.041249i,-0.0062828-0.01121i,-0.0015425+0.010081i,0.0058858+0.015754i,0.010162+0.011902i,0.01139+0.0085003i,0.011192+0.0050717i,0.010011-0.0020489i,0.0088394-0.013808i,0.0037281-0.024323i,-0.0023144-0.02511i,-0.001488-0.021541i,0.0039218-0.020944i,0.0058002-0.019511i,0.0027704-0.013753i
-0.019568-0.0063644i,-0.050846-0.030463i,-0.080016-0.061044i,-0.085309-0.086577i,-0.075588-0.10284i,-0.060129-0.094269i,-0.045961-0.065428i,-0.032733-0.035037i,-0.016966-0.010222i,0.0002921+0.0057816i,0.014512+0.0087014i,0.017698+0.0042229i,0.013863+0.0025414i,0.007814+0.00073733i,0.00084336-0.001265i,-0.0024548+0.00085323i,0.0032246+0.0045095i,0.015291+0.007976i,0.025266+0.0099295i,0.029476+0.010417i,0.027366+0.0089977i,0.018769+0.0049156i,0.0085899+0.00099083i
0.0073581-0.019124i,0.028609-0.040864i,0.052034-0.058496i,0.043509-0.049472i,0.011474-0.013599i,-0.0033184+0.026724i,0.003869+0.053517i,0.013228+0.054846i,0.015871+0.036487i,0.017486+0.013102i,0.01459-0.0074373i,0.0057384-0.015564i,-0.00046468-0.011848i,-0.00069725-0.0078374i,-0.00086367-0.0058716i,-0.0057833-0.002478i,-0.013264+0.0055708i,-0.01589+0.015733i,-0.013643+0.019461i,-0.01478+0.01723i,-0.019823+0.016512i,-0.017984+0.017497i,-0.010367+0.015099i
0.027647-0.0012807i,0.073487+0.008915i,0.13128+0.035248i,0.15644+0.067241i,0.13249+0.089052i,0.099503+0.1078i,0.081934+0.10342i,0.061475+0.067688i,0.035475+0.029808i,0.014229+0.0050595i,-0.0026366-0.0075461i,-0.012146-0.01015i,-0.012736-0.0064638i,-0.008388-0.001866i,-0.0010082+0.0009063i,0.0047882-0.00056124i,0.0020869-0.0066066i,-0.0079289-0.011694i,-0.017008-0.012372i,-0.017972-0.013743i,-0.012159-0.018016i,-0.0059612-0.018644i,-0.00099296-0.013294i
-0.0020486+0.021878i,-0.0064942+0.052567i,-0.016748+0.071471i,-0.0067372+0.055282i,0.028347+0.032009i,0.042314+0.0090231i,0.026506-0.0069282i,0.0074837-0.0057225i,-0.003432-0.0011522i,-0.010631+0.0030767i,-0.013627+0.010717i,-0.0086151+0.01355i,-0.0031753+0.0072433i,-0.003146+0.00058113i,-0.0050101-0.00075554i,-0.0030664+0.0013324i,0.00671+0.001655i,0.01891-0.0035356i,0.023167-0.0073313i,0.021655-0.0053793i,0.021919-0.0025303i,0.019798-0.0028851i,0.012885-0.0046815i
-0.028827+0.0098452i,-0.087528+0.013175i,-0.16248+0.00098719i,-0.19015-0.034521i,-0.16159-0.085934i,-0.12579-0.11519i,-0.10515-0.099115i,-0.07963-0.060482i,-0.048474-0.0249i,-0.026426+0.00035911i,-0.008306+0.01456i,0.0076053+0.015167i,0.013756+0.0076067i,0.010772+0.002249i,0.0048381-0.0012989i,-0.0018083-0.0025889i,-0.0055481+0.0032425i,-0.0033015+0.012196i,-0.00076231+0.014575i,-0.0037502+0.014962i,-0.0060929+0.021545i,-0.0035318+0.024798i,-0.00065449+0.020313i
-0.015491-0.01719i,-0.0276-0.041111i,-0.041428-0.05931i,-0.065766-0.049511i,-0.094018-0.034465i,-0.099904-0.04393i,-0.089629-0.051572i,-0.070623-0.036219i,-0.03846-0.015264i,-0.007871-0.0056113i,0.0069753-0.0050317i,0.0095563-0.0039843i,0.0093044-0.00065114i,0.010505+0.0020819i,0.011896+0.0015591i,0.00884-0.0026577i,-0.0017406-0.0074598i,-0.015386-0.0066588i,-0.01911-0.0026693i,-0.013183-0.0076488i,-0.011597-0.01856i,-0.014087-0.02138i,-0.014274-0.014667i
0.023777-0.022085i,0.079458-0.043815i,0.15873-0.040749i,0.19839-0.0025659i,0.16501+0.034468i,0.10498+0.049775i,0.062947+0.039567i,0.036671+0.017047i,0.019253+0.0026398i,0.016449-0.0078842i,0.013361-0.018424i,0.0011902-0.018077i,-0.0051685-0.009318i,-0.0026955-0.0053391i,-0.00083161-0.0049203i,-0.000919-0.0029006i,0.0011841-0.0037622i,0.0059541-0.010131i,0.010358-0.015777i,0.01341-0.017173i,0.012839-0.01658i,0.0073402-0.013777i,0.0033031-0.0083465i
0.025809+0.0059086i,0.06137+0.020618i,0.098035+0.020254i,0.11989-0.0012577i,0.12978+0.0054261i,0.1318+0.040008i,0.12488+0.045974i,0.093432+0.025358i,0.048918+0.0098608i,0.021009+0.0017783i,0.0068993-0.0073806i,-0.0039142-0.0091909i,-0.0066179-0.0049217i,-0.0057643-0.0037326i,-0.007227-0.0042071i,-0.0071179-0.0018098i,-0.0013024+0.0051049i,0.0093462+0.0095338i,0.012606+0.0086461i,0.0070305+0.013654i,0.0078789+0.025279i,0.014643+0.028073i,0.014989+0.020149i
-0.016511+0.031979i,-0.067454+0.061729i,-0.14866+0.069161i,-0.18959+0.024129i,-0.13995-0.031217i,-0.057476-0.036156i,-0.0024329-0.0082163i,0.018826+0.007778i,0.013093+0.0094003i,-0.0020062+0.012025i,-0.0079708+0.015929i,-0.0026179+0.011949i,0.0022172+0.0048877i,0.0024313+0.0050677i,0.0045582+0.0063378i,0.008299+0.0023822i,0.0050601+0.00045387i,-0.0028547+0.0082867i,-0.0050087+0.015876i,-0.0027138+0.009856i,-0.0072933-0.0012761i,-0.014726-0.0061141i,-0.015433-0.0079303i
-0.032335+0.0049629i,-0.086526+0.010543i,-0.14688+0.023879i,-0.17658+0.043053i,-0.17012+0.033947i,-0.13756-0.0048613i,-0.10102-0.011486i,-0.064691+0.0093493i,-0.02869+0.015743i,-0.011748+0.014752i,-0.0043154+0.017699i,0.0043098+0.013615i,0.0056606+0.0038931i,0.0026871+0.0010161i,0.00052991+0.005993i,-0.0007359+0.0082757i,-0.0024206+0.0027455i,-0.0082462-0.0074441i,-0.011249-0.011266i,-0.0050004-0.0089089i,-0.00062198-0.010777i,-0.001799-0.013687i,-0.00074873-0.013292i
0.0060433-0.035068i,0.048086-0.071731i,0.12948-0.077365i,0.19038-0.023377i,0.152+0.022249i,0.039737+0.011598i,-0.049508-0.004755i,-0.063718-0.00088924i,-0.035361+0.00043726i,-0.0093826-0.0024793i,0.0043872-0.0032311i,0.0091438-0.003796i,0.0071888-0.0056692i,0.004183-0.010112i,-0.00088255-0.013819i,-0.0073875-0.0096289i,-0.005967-0.0044219i,0.0025928-0.0064769i,0.0059071-0.0092563i,0.0034008-0.0045028i,0.0093852+0.0031992i,0.019854+0.0058662i,0.021556+0.0071242i
0.036835-0.015954i,0.10143-0.038943i,0.18245-0.078238i,0.21378-0.11609i,0.17096-0.10591i,0.098015-0.055742i,0.033322-0.028951i,-0.011832-0.023047i,-0.022508-0.011538i,-0.0067353-0.0084331i,0.0026289-0.01517i,0.00036091-0.010615i,0.0026973-0.0012306i,0.0078168-0.0050749i,0.0084231-0.015644i,0.0063692-0.020609i,0.0038226-0.012893i,0.0074404+0.0021446i,0.013311+0.0073702i,0.0069583+0.00031836i,-0.009418-0.0020103i,-0.021312+0.0068942i,-0.022381+0.013506i
0.0052912+0.028247i,-0.028374+0.063504i,-0.11672+0.070479i,-0.20324+0.011297i,-0.1809-0.050673i,-0.074932-0.049825i,0.0074394-0.032624i,0.024224-0.025183i,0.0077491-0.0099267i,-0.0011831-0.0019142i,-0.0053927-0.0035721i,-0.0079616+0.00097295i,-0.0026386+0.0093432i,0.0036959+0.01389i,0.007546+0.012904i,0.0096057+0.0082956i,0.0041737+0.0042712i,-0.008418+0.0059891i,-0.014489+0.009563i,-0.0088181+0.0084209i,-0.0042556+0.0051383i,-0.005043+0.0024147i,-0.0047641-0.0021272i
-0.029355+0.029041i,-0.10341+0.072903i,-0.20665+0.12481i,-0.25925+0.15718i,-0.20786+0.13826i,-0.086512+0.076704i,0.013744+0.023036i,0.043352-0.0018888i,0.030072-0.0057851i,0.010913-0.00018651i,0.00065019+0.0045945i,-0.0033589+0.0042097i,-0.0043959+0.0056623i,-0.00094118+0.011973i,0.0047969+0.017994i,0.0081425+0.01855i,0.0059013+0.010684i,-0.0026442-0.0015455i,-0.0084781-0.0064734i,0.00071552-0.0040748i,0.01871-0.0083424i,0.027768-0.019221i,0.024627-0.022036i
-0.013973-0.016128i,-0.0037768-0.043113i,0.072506-0.04848i,0.18688-0.00044467i,0.21898+0.045564i,0.13881+0.033796i,0.054585+0.017216i,0.028176+0.014861i,0.021161+0.004473i,0.011126+0.002556i,0.0083388+0.0052606i,0.0070891-0.0034763i,-3.5419e-05-0.013018i,-0.0052236-0.012692i,-0.0068679-0.0080076i,-0.0073236-0.0028368i,-0.0015307-0.00050529i,0.011944-0.0013577i,0.021494-0.0061008i,0.013887-0.010308i,-0.0020201-0.0042091i,-0.010125+0.0071026i,-0.011753+0.01273i
0.021931-0.042402i,0.10061-0.10675i,0.23407-0.19067i,0.32211-0.242i,0.26282-0.20884i,0.11865-0.11058i,0.016767-0.022634i,-0.013808+0.01262i,-0.011691+0.010263i,-0.0023198+0.0037241i,0.0078953+0.00058948i,0.012485-0.0046067i,0.0071743-0.0097208i,-0.002233-0.015062i,-0.010318-0.015984i,-0.013905-0.0080747i,-0.010198+0.0032653i,-0.0031218+0.011559i,0.0013621+0.014186i,0.0013544+0.014486i,-0.00305+0.015922i,-0.0075536+0.015369i,-0.0076897+0.0073077i
0.023836+0.0086761i,0.032792+0.017109i,-0.015565+0.011235i,-0.13033-0.033828i,-0.19532-0.069631i,-0.16451-0.042087i,-0.11128+0.00029621i,-0.071698+0.017624i,-0.037127+0.017194i,-0.012054+0.0059091i,-0.0016343-0.00053544i,0.0055874+0.0037775i,0.011947+0.0066919i,0.010085+0.0039239i,0.0041397-0.0016257i,0.00078387-0.0070449i,-0.0032264-0.010787i,-0.013465-0.010593i,-0.020453-0.0051341i,-0.012666-0.0034981i,-4.7117e-05-0.013071i,0.0049647-0.023065i,0.0064233-0.022515i
-0.0097489+0.04607i,-0.08432+0.13332i,-0.23063+0.25376i,-0.35609+0.32279i,-0.33461+0.26819i,-0.19712+0.13783i,-0.087556+0.045102i,-0.044838+0.020521i,-0.019311+0.018862i,-0.0059236+0.0093001i,-0.0077755+0.0048893i,-0.0073739+0.0098517i,0.00257+0.012421i,0.011014+0.0076538i,0.010184-0.0013653i,0.0031351-0.0096263i,-0.002506-0.015154i,-0.0015522-0.017968i,0.0002779-0.017894i,-0.0033425-0.011344i,-0.0046659+0.00088399i,0.0018798+0.011385i,0.0066329+0.017233i
-0.025999+0.014563i,-0.053322+0.035254i,-0.046464+0.073693i,0.04022+0.11681i,0.12206+0.11078i,0.11214+0.037618i,0.064951-0.025372i,0.035498-0.034713i,0.016949-0.019392i,0.0066928-0.0043278i,0.0021738-0.0012277i,-0.0045242-0.0022044i,-0.0040326+0.0019891i,0.0065918+0.0043951i,0.015121+0.0029152i,0.015646+0.0028383i,0.014019+0.0078701i,0.01714+0.014934i,0.0231+0.015852i,0.023044+0.01358i,0.017531+0.013702i,0.011869+0.012614i,0.0047586+0.0076062i
-0.0095421-0.036514i,0.029054-0.13514i,0.1534-0.30155i,0.29486-0.42895i,0.31774-0.38781i,0.22115-0.23511i,0.11517-0.12681i,0.042704-0.086703i,0.0025869-0.049311i,0.0026557-0.015602i,0.0087651-0.0088808i,-0.00057687-0.010211i,-0.0079502-0.0055667i,-0.0044387-0.0010515i,0.002446+0.0010682i,0.0089175-0.00013031i,0.0094053+0.0017291i,0.0042764+0.0083402i,0.0020329+0.0086881i,0.0011011-0.0042597i,-0.0071661-0.020752i,-0.017855-0.023017i,-0.017596-0.014478i
0.020021-0.035976i,0.057995-0.10132i,0.078223-0.19972i,0.023337-0.27542i,-0.044551-0.25954i,-0.038409-0.1515i,-0.0048262-0.055585i,-0.0014856-0.014841i,-0.008942+0.00053205i,-0.0061538+0.0049916i,0.0014868+0.0059471i,0.0033505+0.0022116i,-0.0049465-0.0048025i,-0.015399-0.0043626i,-0.016748+0.00063102i,-0.011594+0.0056256i,-0.0096086+0.0039699i,-0.015298-0.0061859i,-0.021805-0.010789i,-0.021484-0.003494i,-0.015675+0.0057275i,-0.0083848+0.0063807i,-0.0025322+0.0020713i
0.023868+0.020446i,0.022464+0.10393i,-0.04102+0.26452i,-0.14929+0.41028i,-0.19712+0.40293i,-0.14688+0.26467i,-0.068154+0.15236i,-0.0095127+0.096056i,0.012826+0.045852i,0.0012397+0.013013i,-0.0033759+0.0073055i,0.0094748+0.0040273i,0.015725-0.0011605i,0.013471-0.00087633i,0.0080211+0.0023037i,0.002201+0.0063091i,0.00071173+0.0061216i,0.0025667+0.00049193i,0.0050093-0.0029929i,0.010201-0.00030472i,0.021723+0.0011923i,0.027396-0.0048649i,0.01644-0.011514i
0.0067891+0.047348i,-0.0035554+0.15443i,-0.0090445+0.32543i,0.042691+0.44268i,0.09512+0.38959i,0.058833+0.23983i,0.0056589+0.13568i,0.010054+0.07933i,0.021393+0.021695i,0.0075227-0.0085166i,0.00018833-0.0080087i,0.0056946-0.0054429i,0.01324-0.0033493i,0.014142+0.00021112i,0.0046488+0.002402i,-0.008493+0.00053766i,-0.01382+0.0011091i,-0.0048163+0.0088632i,0.010069+0.01055i,0.011459-0.00090429i,-0.0015594-0.0092821i,-0.0076143-0.0033516i,-0.0013676+0.0040025i
-0.031766+0.019906i,-0.066122-0.0081429i,-0.064333-0.12406i,-0.0090081-0.27727i,0.035054-0.31125i,0.021196-0.21285i,-0.007489-0.10319i,-0.022414-0.045366i,-0.016287-0.011554i,0.0081102+0.0053406i,0.015034+0.0045644i,0.0013226+0.0052498i,-0.0083966+0.0048578i,-0.01301-0.003738i,-0.015043-0.0115i,-0.012745-0.011658i,-0.011881-0.008805i,-0.014168-0.0035686i,-0.013641+0.0067902i,-0.0060714+0.017146i,0.00031343+0.024902i,0.00017367+0.02891i,0.002122+0.026406i
-0.041807-0.044398i,-0.090357-0.16723i,-0.15573-0.36241i,-0.23701-0.4948i,-0.26565-0.43966i,-0.17945-0.27531i,-0.088946-0.16828i,-0.071423-0.096342i,-0.052075-0.016927i,-0.010224+0.014294i,0.007137+0.0073197i,0.00491+0.0034311i,0.0049678-0.0010659i,0.010913-0.012795i,0.020352-0.025924i,0.025085-0.032648i,0.023113-0.032217i,0.014798-0.032585i,0.0022017-0.031475i,-0.0022118-0.02582i,0.002737-0.025046i,0.0034233-0.028761i,-0.0014761-0.024197i
0.016388-0.051711i,0.044733-0.093748i,0.052734-0.083567i,0.010291+0.011636i,-0.019048+0.082453i,-0.0039805+0.043628i,-0.0092001-0.015033i,-0.030785-0.021759i,-0.02813-0.0067001i,-0.019595-0.0077617i,-0.017015-0.0091788i,-0.0047438-0.00011201i,0.012751+0.0091721i,0.023144+0.016925i,0.022553+0.022416i,0.015245+0.020857i,0.010393+0.015705i,0.013203+0.0071576i,0.013084-0.007338i,-0.002212-0.0133i,-0.018711-0.0065887i,-0.018617-0.0026377i,-0.012513-0.0085055i
0.067144+0.013384i,0.17615+0.09049i,0.32274+0.25021i,0.44583+0.35852i,0.42804+0.28641i,0.27189+0.14132i,0.13635+0.069856i,0.084694+0.039802i,0.044118-0.001064i,0.0023096-0.010131i,-0.0070494+0.0037365i,-0.0043303+0.010053i,-0.0062875+0.017002i,-0.011686+0.023175i,-0.017505+0.025932i,-0.014648+0.030857i,-0.0083811+0.036705i,-0.0024615+0.044293i,0.010842+0.050203i,0.026635+0.045095i,0.033005+0.03507i,0.02899+0.0302i,0.021917+0.025324i
0.023959+0.078145i,0.052893+0.17672i,0.098948+0.21556i,0.15873+0.11453i,0.18011-0.0038938i,0.12424-0.007285i,0.083015+0.028548i,0.069123+0.0083101i,0.02786-0.010675i,0.0036922+0.007827i,0.0091011+0.01026i,0.0031581-0.011793i,-0.011673-0.02794i,-0.016198-0.035039i,-0.011639-0.037071i,-0.0068102-0.035692i,-0.005243-0.031534i,-0.0067487-0.020189i,-0.0076505-0.0081179i,-0.0062629-0.011455i,-0.010233-0.02556i,-0.021167-0.028851i,-0.020749-0.014869i
-0.078912+0.039972i,-0.21347+0.046074i,-0.37614-0.013472i,-0.47463-0.10254i,-0.4272-0.11362i,-0.25147-0.053144i,-0.10935-0.017292i,-0.065087-0.00047063i,-0.037105+0.016866i,-0.0044778+0.012731i,0.0077855-0.0023798i,0.0083321-0.013902i,0.0087111-0.019135i,0.013139-0.011688i,0.016388+0.00059378i,0.010276+0.0070568i,0.00074289+0.0032644i,-0.0075504-0.012005i,-0.019043-0.027558i,-0.028366-0.02481i,-0.024977-0.0072133i,-0.016719+0.0025037i,-0.01493+0.0016528i
-0.076098-0.075535i,-0.18103-0.16171i,-0.31166-0.1842i,-0.38757-0.039795i,-0.33823+0.11711i,-0.21678+0.10847i,-0.12053+0.04478i,-0.047144+0.040116i,0.019268+0.030951i,0.036704-0.0063248i,0.019727-0.011632i,0.011172+0.010995i,0.010734+0.027685i,0.0067301+0.028379i,-0.0016025+0.017845i,-0.0077012+0.010521i,-0.0094166+0.0086346i,-0.0075431+0.0082972i,0.0049774+0.0095343i,0.024719+0.0088742i,0.042124+0.002069i,0.054055-0.010764i,0.047698-0.020469i
0.060573-0.096383i,0.15129-0.19375i,0.27058-0.2154i,0.34652-0.12458i,0.30609-0.024905i,0.17864-0.00039496i,0.059585-0.0093473i,0.014635-0.010947i,0.0079869-0.013017i,-0.003582-0.010431i,-0.012139-0.0057142i,-0.010499-0.0034611i,-0.006834-0.0090643i,-0.0082029-0.024189i,-0.014868-0.036065i,-0.023386-0.038584i,-0.024054-0.035629i,-0.013156-0.023706i,-0.00057711-0.0076224i,9.743e-05+0.0019648i,-0.012911+0.010346i,-0.022393+0.022414i,-0.015596+0.024458i
0.12173+0.049202i,0.27931+0.081437i,0.41102+0.015921i,0.39507-0.18216i,0.26477-0.32164i,0.13077-0.24189i,0.052916-0.096569i,-0.012338-0.034926i,-0.066758-0.0045i,-0.066503+0.021933i,-0.034419+0.021672i,-0.0024346+0.0050323i,0.021939-0.0082313i,0.035759-0.0046953i,0.047826+0.011545i,0.056828+0.021382i,0.053244+0.023392i,0.035619+0.024095i,0.011869+0.023052i,-0.0037348+0.020032i,-0.007148+0.017128i,-0.0081177+0.019647i,-0.0074844+0.024286i
-0.025844+0.12765i,-0.065917+0.25968i,-0.1038+0.28665i,-0.15343+0.13413i,-0.19737-0.017187i,-0.15286-0.049334i,-0.06467-0.040847i,-0.029311-0.028128i,-0.024716+0.0025623i,0.00093801+0.019947i,0.024534+0.01718i,0.026897+0.023392i,0.021524+0.03387i,0.0128+0.032533i,0.0040346+0.020861i,0.0042246+0.0089154i,0.010538+0.0035307i,0.014182-0.0010302i,0.016342-0.0097089i,0.017128-0.023329i,0.0092752-0.041503i,-0.007795-0.054225i,-0.019207-0.051435i
-0.1306-0.0014401i,-0.26949+0.027327i,-0.34665+0.12823i,-0.24448+0.26542i,-0.069059+0.26558i,-0.015005+0.13229i,-0.042509+0.029503i,-0.030185-0.003226i,0.017992-0.014852i,0.040062-0.021426i,0.023626-0.020535i,-0.016196-0.017652i,-0.048613-0.010646i,-0.056436-0.012846i,-0.059053-0.021533i,-0.067938-0.019832i,-0.06823-0.017115i,-0.052765-0.02499i,-0.035181-0.032608i,-0.022156-0.022232i,-0.0062143+0.0018831i,0.012602+0.01758i,0.018919+0.015108i
-0.012234-0.13193i,-0.030989-0.24663i,0.0025045-0.23501i,0.1083-0.073057i,0.18501+0.042613i,0.15106+0.021777i,0.067656+0.013883i,0.040243+0.033249i,0.031101+0.0050797i,0.000648-0.013951i,-0.014465-0.012028i,-0.0093147-0.024056i,0.0062493-0.033636i,0.03003-0.024729i,0.048861-0.0093725i,0.054097+0.0018824i,0.045405+0.013i,0.032832+0.029567i,0.025471+0.043441i,0.019777+0.043853i,0.015638+0.031737i,0.016215+0.016752i,0.01792+0.011379i
