0.00066321-0.00037774i,0.00081893-0.0015273i,0.0011186-0.0013049i,-0.00033222-0.0017992i,-0.0014214-0.0015731i,-0.0027624+0.00032517i,-0.0035094+0.002476i,-0.0012912+0.0036687i,0.00055539+0.0028083i,0.00097898+0.00095946i,0.0009213+0.00011006i,0.00047791-8.5036e-05i,-3.1277e-05-0.00038456i,-0.00016134-0.00010212i,-0.00068947-0.00061813i,-0.00037734-0.00047385i,-0.00014473-2.6329e-05i,-0.00014683+0.00011465i,0.00044274+1.0824e-05i,5.1435e-05-0.00081125i,4.5344e-05-0.0012373i,0.00059973-0.00099764i,0.00032362-0.00023011i
-3.9169e-05-0.0015821i,9.3532e-06-0.0019863i,0.0012158-0.0017633i,0.00076879-0.0021313i,-0.00036227-0.0017926i,-0.0015456-0.00053438i,-0.0021088+0.00047796i,-0.0011786+0.00096148i,3.9472e-05+0.0003866i,0.00047338-0.00028695i,-0.00014186+1.0315e-05i,-0.00063606+4.0217e-05i,-0.00089696-0.00039198i,-0.00042316+0.00014609i,0.00055121+0.00077764i,0.00028111-2.333e-06i,0.00021311-0.00051234i,4.7137e-05-0.00056619i,-0.00056267-0.0012233i,-0.00062277-0.0011837i,-6.7989e-05-0.00071721i,0.00022801-0.00035152i,-2.2676e-05-0.00030831i
0.0010972+5.8275e-05i,0.00083448-0.0015286i,0.00073158-0.0024554i,0.00082026-0.0023183i,0.00035568-0.0017429i,-0.0011053-0.0011981i,-0.0015914-0.00019136i,-0.00036909+0.0008773i,0.00036844+0.00079357i,0.00022582+0.00044816i,-0.00027547+0.00040205i,-0.00054551+0.00026316i,-0.00016544-0.00014157i,0.00034326-0.00027003i,0.00060305-0.00022138i,0.00042191-0.00056851i,0.00025873-0.00078977i,0.00033887-0.00034686i,-0.00017623-0.00014576i,-0.00030192-0.00051555i,-0.00038329-0.00041147i,-0.0010677-0.00017675i,-0.00080383-0.00011272i
-0.001069-0.0004361i,-0.0015513-0.0021618i,-0.0019851-0.0027779i,-0.001753-0.0019044i,-0.0020741-0.0010082i,-0.0022549+4.8201e-05i,-0.0017107+0.0011422i,-0.0007905+0.00076378i,-0.00061267+0.00011411i,-0.00048577+2.3781e-06i,-0.00037815+7.2005e-05i,-0.0003275+5.3207e-05i,-0.00062896-0.00023199i,-0.0004892-0.00015048i,0.00032407+0.00018105i,7.1348e-05+0.00020673i,-0.00039934-0.00019038i,-0.0001483-0.00071252i,-0.00033437-0.00027151i,-0.0011856+0.00045947i,-0.0013395+0.00034737i,-0.00034263-0.00034978i,0.00021375-0.00016733i
-0.00012209-0.00023784i,-0.00098352-0.0013i,-0.0016807-0.00063421i,-0.0018322+0.0002317i,-0.0017934+0.00032474i,-0.0020127+0.0012516i,-0.0014089+0.0017906i,-0.0005196+0.0012133i,-0.00055038+0.0008181i,-0.00052299-4.2041e-05i,-0.00031882-0.00060553i,-8.8403e-05-0.00048164i,0.00073811-0.00032782i,0.0006513+0.00029609i,0.00027288+0.00013195i,0.00054712-1.8899e-05i,0.00036251-0.00010305i,-0.00015479-0.00073852i,-0.00041346-0.00071459i,-0.00053431-0.0003701i,-0.00027411+0.00035661i,0.00026171+0.00067007i,0.00032155+7.526e-05i
0.00030052-0.00026584i,0.0011242-0.001294i,0.0016352-0.0027393i,0.0013645-0.0031749i,5.2051e-05-0.002754i,-0.0013616-0.0017256i,-0.0024123+0.0001546i,-0.0022345+0.0010807i,-0.001057+0.0011139i,-0.0005856+0.0011914i,-0.00060493+0.00098185i,-0.000592+0.00052962i,-0.00082846-1.7075e-06i,-0.0012858-0.00034926i,-0.00043749-0.00013432i,-0.00029021+0.00052469i,-0.00086802+0.000576i,-0.00061391-0.00035647i,0.00012711-0.00089644i,0.00036557-0.00050727i,-0.00037295+0.00030264i,-0.00075525+0.00049565i,-5.9784e-05-0.00010126i
0.0006121-0.001066i,0.0011335-0.001217i,0.00016367-0.0012169i,-0.0009136-0.0010611i,-0.0012032-0.00021686i,-0.0014318+0.0010546i,-0.0018646+0.0022208i,-0.0013788+0.0019243i,-0.00090674+0.00085487i,-0.00084381+0.00053864i,-0.00065838-0.00013299i,-0.0005559-0.00063745i,-0.00046216+0.00015284i,-0.00019607+0.00044625i,0.00023835-0.00032893i,0.00055767+5.3519e-05i,2.7987e-05+0.00049778i,-0.00063219+0.00027621i,-0.00099304+0.00097234i,-0.0007091+0.0013869i,0.00025725+0.00075712i,0.00040906+0.00016395i,7.3977e-05-0.00010247i
-0.00036469-0.00093431i,-0.0014921-0.0010323i,-0.0009225-0.0020908i,-0.00063953-0.002682i,-0.00098005-0.0020559i,-0.0005891-0.00071299i,-0.00081281+0.0007848i,-0.0006673+0.0012731i,0.00018237+0.00023051i,0.0005069+3.5428e-05i,-0.00015266+0.00010517i,2.9553e-05-0.00036134i,0.00060992-0.00010693i,0.00084382+0.00021948i,0.00080696-4.5146e-05i,0.0012614-0.00013338i,0.00098503-3.2914e-05i,0.0001626+0.00018676i,-2.5536e-05+0.0004623i,0.0001323-0.00041876i,0.00067083-0.00090012i,0.00037166-0.00051664i,-0.00015944-0.00071067i
0.00058977-0.00046637i,0.00072155-0.0020041i,0.00082334-0.0031273i,0.00063485-0.0035432i,-0.001549-0.0024365i,-0.0030107-0.00095475i,-0.0021614+0.00040817i,-0.00085581+0.0014357i,-0.00030668+0.0015849i,-0.0005329+0.00052463i,-0.00071122-0.0003383i,-0.0011226-0.00038986i,-0.0013564-7.5782e-06i,-0.00087957+3.1542e-05i,-0.00031588+0.00026512i,-0.00044769+0.00040865i,3.1914e-05-0.00034197i,0.00012758-0.0004998i,-0.00026938+0.00021314i,0.00016355+0.00030294i,-8.8375e-05+0.00059357i,-0.00078775+0.00057029i,-0.00060346-6.7814e-05i
0.00020016-0.001003i,-0.00049504-0.00073725i,-0.00047341-0.0003601i,-0.0013074-0.00081877i,-0.0024746-0.00054737i,-0.002623+0.0012847i,-0.0015284+0.0021873i,-0.00037095+0.0014732i,0.00027056+0.00038188i,-7.9276e-05-0.00060351i,-0.00026095-0.00067463i,-0.00014724+0.00025366i,6.2015e-06+0.00090757i,-5.3899e-05+0.00049427i,0.00087055-0.00038558i,0.0021365-0.00086444i,0.0013929-0.0006761i,0.00063617-0.00039907i,0.00071144-0.00032413i,0.00037342-8.2666e-05i,5.6501e-05+0.00066758i,-0.00077892+0.0007736i,-0.00079768+0.0001561i
-0.00056038-0.0011751i,0.00015733-0.0015004i,0.00066848-0.0028762i,2.3096e-06-0.0030485i,-0.0013304-0.0024043i,-0.0016684-0.001596i,-0.0012448-0.00056987i,-0.00061814+0.00018149i,0.00014066+0.00035559i,0.0005918-0.00037613i,-0.00043915-0.00066944i,-0.0011563+0.00025165i,-0.00053674+0.00036951i,0.00041887+8.976e-06i,0.0010751+2.5228e-05i,0.0010606-0.00017076i,0.00077567-0.00034585i,0.00037464-0.0010249i,3.8974e-05-0.001089i,-0.00040999-0.00023536i,-8.5721e-05-0.000359i,6.0391e-05-0.00070757i,-0.00017921-0.00094761i
0.0013017-0.0016261i,0.00088223-0.0030328i,-0.00039426-0.0039207i,-0.0012628-0.0030081i,-0.001551-0.0011047i,-0.0025392+0.00053191i,-0.002538+0.001373i,-0.0010628+0.0010122i,-7.5576e-05+0.00039691i,-0.00015689+0.00021325i,-0.00045607+0.00013611i,-8.8915e-05-0.00033051i,0.0005657-0.00044354i,0.0010151-0.00012463i,0.00026717-0.00014232i,-0.00012345+0.00010723i,-0.00011733-8.6253e-05i,5.7905e-05-0.00040158i,0.00064048-0.0005811i,0.00068274-0.00022632i,0.00055874+0.00025527i,0.00016211-7.3514e-05i,0.00040258-0.00043793i
0.0010155-0.0015201i,-7.6961e-05-0.0013228i,-0.00087535-0.0019703i,-0.0014199-0.0023157i,-0.0022052-0.0018352i,-0.0029414-0.00040902i,-0.0021034+0.00050091i,-0.00064189+0.00055513i,-0.00070408+0.00025547i,-0.00089513+5.9704e-05i,-0.00032488+0.00041283i,-3.9659e-05+0.00041779i,0.00015661+0.00034181i,0.00077976+0.00032398i,0.00063846+4.3219e-05i,-0.00033742-0.00037711i,-0.00058478-0.00049662i,0.00037793+0.00012421i,0.00059741+0.00036625i,0.00025543+1.2644e-05i,0.00022506-7.5138e-05i,0.00019154+0.00053432i,0.00015626+0.00082957i
0.0017247-0.00083235i,0.0012963-0.002594i,0.0015052-0.0040357i,0.00063896-0.0045396i,-0.0014597-0.0033148i,-0.0027214-0.00044324i,-0.0019877+0.0013612i,-0.00078284+0.0012201i,-0.000212+0.00064996i,0.00030316-0.0004427i,0.00014438-0.00084811i,-0.0010052-0.00021699i,-0.0010377+3.1148e-05i,-3.918e-05+0.0006523i,0.00027164+0.00097526i,0.00048308+0.0007914i,0.00054882+0.00026129i,0.00043645-0.00026225i,-8.3314e-05-0.00035662i,-0.00048586-0.00028043i,-0.00041595+0.00013782i,-0.0006929+0.00050945i,-0.001041+0.00042463i
0.001746-0.0015362i,0.0021812-0.0022119i,0.0014594-0.0029208i,-0.0004046-0.0034284i,-0.0019132-0.0024375i,-0.0022601-0.00060203i,-0.0014588+0.00090576i,6.7373e-05+0.0010183i,0.00098519-0.00037576i,0.00088546-0.00087875i,0.000807-0.00013241i,0.00055558-0.0001369i,-0.00016065-0.00036774i,0.00064297-0.00056108i,0.00137-7.7412e-05i,0.0012961+0.00039579i,0.0014043+0.0002673i,0.0010256-0.0001811i,-1.6269e-05-0.00058821i,-0.00069475-0.00022981i,-0.00039557-0.00064171i,0.00041804-0.00092714i,0.00092927-0.00019933i
0.00091816+0.0012696i,0.0010982+0.00058533i,0.00099992-0.00051619i,0.0010493-0.001851i,0.00040445-0.0026511i,-0.0010773-0.0023028i,-0.0014532-0.00037258i,-0.0010826+0.00097688i,-0.00050031+0.0013692i,0.00054296+0.0013402i,0.00099651+0.00017993i,0.00081497-0.00042468i,0.00017908-0.00052892i,8.136e-05-0.00089866i,0.00058511-0.00039494i,0.00047745-0.00015593i,6.9958e-05+1.1997e-05i,-0.00045576+6.2053e-06i,-0.0004867-0.00025594i,-0.0002733-0.0002814i,6.6487e-05-0.00012465i,0.00038958+0.00046889i,0.00010887+0.00044467i
-0.0015098-0.00054035i,-0.00071628-0.0023202i,0.00077686-0.0024163i,0.00018409-0.0015272i,-0.0012205-0.00039614i,-0.0019991+3.4954e-05i,-0.0015428+0.0005975i,-0.00068051+0.0012035i,-0.00036489+0.0012089i,-0.00056892+0.00022853i,-0.00064411-0.00043881i,-0.00034987+5.1309e-05i,0.00024188+0.00053142i,0.000328+0.0005352i,0.0002934+0.00022639i,0.00066613-0.00012199i,0.00045112+0.00069799i,9.1666e-05+0.001017i,0.00010423+0.00040275i,-0.00018516-0.00015251i,-0.00040589+2.3925e-05i,-0.0006648+0.00027988i,-0.0003608-0.00014857i
0.001522-0.00052597i,0.00085434-0.00183i,0.00037122-0.0024207i,9.272e-05-0.0021714i,-0.0010873-0.0014477i,-0.0029362+2.3809e-05i,-0.0031525+0.00039187i,-0.0013988+0.00057907i,-0.00039469+0.00055775i,-0.00021215+0.00027068i,0.00013656-1.5131e-05i,0.00023241+0.00027644i,-2.6485e-05+0.00027421i,-0.00029659-6.9527e-05i,-0.00088563-0.00014809i,-0.00045984-0.00056593i,0.0003675-0.0002951i,-7.3322e-05-9.5525e-05i,-0.00013432-0.00081783i,0.00068667-0.00063979i,0.00047638+4.6286e-05i,-0.00036727-0.00036635i,-0.00033572-0.00046246i
-0.0014509+0.0012354i,-0.0019101-0.00035685i,-0.0010432-0.0011698i,-0.00039599-0.0015279i,-0.00027985-0.0021228i,-0.0008619-0.0010509i,-0.0015396+0.00061049i,-0.0014476+0.00090662i,-0.00078345+0.0005683i,-0.00011844+9.4698e-05i,-7.1842e-05-2.1384e-05i,-0.00038584+8.385e-06i,9.9853e-05-0.00051075i,0.00031625-0.00024998i,0.00044149+0.00050022i,0.0005017+0.00055832i,0.0003365+0.00036413i,-4.9904e-05-6.8752e-05i,-0.00056165+2.1823e-05i,-0.00082642+0.00035078i,-0.00088029-0.00042742i,-0.00021873-0.00091451i,0.00028496-0.0014854i
0.00069765+1.8248e-05i,0.00066411-0.00031058i,0.00021876-0.00068181i,6.6654e-05-0.0010482i,-0.00046075-0.0010042i,-0.00077152-0.00012293i,-0.00041733+0.00013338i,-0.00093235+0.00031128i,-0.0012033+0.00046332i,-0.0004511+0.00012667i,0.00023604+0.0004321i,-0.000295+0.00064294i,-0.00045612+0.00067195i,-0.00054671+0.00052877i,-0.0011249-0.00030994i,-0.00039009-0.0008274i,-7.9429e-05-0.00066968i,-0.00015863-0.00081051i,-6.2093e-05-0.00092856i,9.2654e-05-0.00070099i,-0.00045479-0.00082463i,-0.00082761-0.00050054i,-0.00031056-0.00056317i
0.00069136+0.00016421i,0.0010061+0.00067855i,0.0010471+0.00082735i,0.00024687-4.0283e-05i,-0.00097673-0.00093995i,-0.0017864-0.00083814i,-0.0021495+0.00021593i,-0.001089+0.0014739i,0.00044956+0.0013781i,0.00058643+0.00018087i,-0.00016583-0.00059435i,-0.001001-0.00039021i,-0.0015166+3.9844e-05i,-0.0011346+0.00032469i,-0.00057131+0.00028364i,-0.00044475+0.00083616i,-0.00030562+0.00090419i,-5.474e-06+0.0002549i,-9.6428e-05-0.00013803i,0.00031296+8.9736e-05i,0.00098269-5.7325e-05i,0.0012963-0.00046341i,0.00086479-0.0001509i
-0.00040811-0.00020228i,-0.00042235-0.0020214i,-0.00035034-0.0027682i,-0.000591-0.0023818i,-0.0013615-0.0015993i,-0.0015445-0.00034705i,-0.0017993+0.00096356i,-0.0009092+0.0017444i,-8.4815e-07+0.0013594i,0.00027382-0.00019495i,0.0007397-0.00087437i,0.00098058-0.00082178i,0.00040264-0.0004164i,0.00057784+0.00011074i,0.00098389+0.0001397i,0.0012393+0.00036825i,0.00030446+0.00042405i,-0.00080416+2.9367e-05i,-0.00011949-9.6766e-05i,0.00073499+0.00010261i,0.00027329-8.0146e-05i,0.00042486-0.00028965i,0.00075914+0.00050218i
-0.00041097-1.8722e-05i,-0.0002819-0.000172i,-7.772e-05-0.00095037i,0.00039662-0.00092109i,-0.00015829-0.00029577i,-0.00054242+6.6314e-05i,-0.00073908+0.0012238i,-0.00086452+0.0021069i,-0.00039941+0.00095058i,0.0003721+9.5705e-05i,0.0011204+0.00034307i,0.00073624+0.00036121i,-0.00052918+0.00030815i,-0.00039771+3.7042e-05i,-0.00045095+8.1035e-05i,-0.00053013+0.00061682i,0.00025032+0.00048681i,0.00060406+0.00038144i,0.00056815+0.00029266i,0.00028303+4.2595e-05i,0.00036326-0.00044071i,0.00056822-0.00047757i,0.00029327-0.00010382i
-0.00059055-0.00095583i,0.00071211-0.0014766i,0.0019272-0.0015914i,0.0015887-0.0009772i,-0.00026141-0.00051627i,-0.0023738-0.00013168i,-0.0026561-0.0003713i,-0.0010288+0.00020315i,-0.00023932+0.00086855i,-0.00025121+0.00038508i,8.1852e-06-0.0001343i,8.8277e-06+2.163e-05i,3.2415e-05+0.00016746i,0.00012176+0.00037147i,6.0427e-06+0.000616i,0.00055115+9.2034e-05i,0.00014105-0.00055648i,-0.00041602-0.001055i,-0.00021777-0.00037154i,-0.00059372+0.00041848i,-0.0011721+0.00048451i,-0.00082158+0.00016223i,-0.00029722+0.00023743i
5.6489e-05+0.0021309i,0.0010457+0.00022837i,0.0018665-0.00032102i,0.0010742-0.00086468i,-9.9796e-06-0.0016895i,-0.0012944-0.0011059i,-0.0025248+0.00018487i,-0.001487+0.00038496i,-0.00013305+0.00052728i,-8.8436e-05+0.00044713i,-7.1498e-06-0.0002101i,-0.00023844-0.00017749i,-0.00018839-0.00046273i,-0.00020624-0.000748i,-0.00097204-0.00036549i,-0.00050107-0.00044445i,0.00075601-0.00050861i,0.0016004-0.00049247i,0.0013684-0.00087204i,0.00079353-0.0010043i,0.0004372-0.00068872i,0.00049583-0.00062628i,0.00080823-0.0006422i
4.954e-06-0.001414i,-0.001518-0.0017446i,-0.0019152-0.0024741i,-0.0011524-0.0020009i,-0.0017738-0.0003335i,-0.0024377+0.00091975i,-0.001965+0.0011535i,-0.0005508+0.00092669i,0.00066137+0.00025546i,0.00026342-8.9408e-06i,5.7601e-05+1.253e-05i,0.00027143+0.00043347i,4.6205e-05+0.00027681i,-0.00033568-0.00030077i,-0.00058315-0.00056875i,-0.0001656-0.00057309i,-0.00016354+0.00019579i,-0.0005933+0.00020167i,-4.1284e-05-0.00046357i,4.749e-05-0.00035559i,-0.00062945-0.00036293i,-0.00041488-0.00016794i,0.00019328+0.00055707i
-0.00027688-0.00018374i,0.00088828-0.00041437i,0.00085533+0.0002975i,0.00024716+0.0004685i,0.00045797-6.5443e-05i,-0.00033737-0.00037157i,-0.0014456-0.00017501i,-0.00073099+0.00073439i,-0.00025412+0.0010112i,-0.00043539+0.0005531i,-6.2342e-05+0.00039584i,0.00029235+0.00023621i,0.00043611-0.00011474i,3.3544e-05+0.0001615i,-0.00049049+0.00036192i,-0.00053979+2.3421e-05i,-0.00072585-0.00012904i,-0.00043431+0.00031342i,0.00034348+0.00019527i,0.00010374-0.00044416i,-0.00039602-0.00056222i,-0.00032093+0.00030301i,-0.00016483+0.00030621i
0.00045628-0.00027445i,-3.5977e-05-0.0014432i,0.00083746-0.0013683i,0.0013132-0.0006829i,-0.0001949-0.00090209i,-0.001656-0.00059488i,-0.0018046+0.00090416i,-0.00075173+0.0018229i,-0.00045243+0.0011939i,-0.0004081+0.00066451i,6.5873e-05+0.00068442i,0.00087354+0.00066593i,0.00068597+0.00018093i,-0.0001244-8.4609e-05i,0.00010065+0.00014167i,0.00039181+3.8798e-05i,-0.00031149-0.00080949i,-0.00062548-0.0007964i,-0.00026855+7.9572e-05i,5.8379e-05+0.00084874i,0.00041505+0.00063242i,-6.8853e-05-0.00033067i,-0.00015873-0.00045541i
0.00062391+2.7218e-05i,0.00095596-0.0010968i,0.0013632-0.0016673i,0.0012543-0.0019493i,-0.00010554-0.0018922i,-0.00081915-0.0010288i,-0.0014033+0.00020378i,-0.0012786+0.0007225i,-0.00096866+0.00039679i,-0.00072536+0.00074324i,0.00018865+0.0012914i,0.00071196+0.00083778i,0.00068545-0.00015134i,-0.000165-0.001336i,-0.0002298-0.00055695i,0.0001959+0.00078409i,0.00074408+0.00013063i,0.00097814-0.0004607i,0.00028345+1.0892e-05i,0.00021939+0.00048927i,0.000127+0.00067432i,-0.00027924+0.00079703i,-0.00068726+0.00062727i
-2.2846e-05+0.00083781i,-9.8603e-05-0.00087894i,0.00075685-0.00028016i,0.001638+0.00045078i,0.00033376+2.3904e-05i,-0.0016616+0.00032703i,-0.0022978+0.0010029i,-0.0013296+0.0010471i,-0.00070577+0.00012395i,-0.00087922-0.00038044i,-0.0007892-0.00060035i,-0.00073758-0.00067189i,-0.00095236-2.3853e-05i,-0.0012748-0.00029278i,-0.00070749-0.000516i,0.00020546+3.7493e-05i,-0.00012973-0.00015304i,3.6035e-05-0.00042084i,0.00020184-0.00079045i,-0.00023914-0.00097707i,-0.00059048-0.00085722i,0.00013998-0.00046613i,0.00036021+1.9882e-05i
-0.0020458-0.0011256i,-0.003702-0.0004009i,-0.0047115-9.5856e-05i,-0.0029352-0.0004242i,-0.0016571+0.00039935i,-0.0012761+0.0017841i,-0.00050246+0.0015071i,0.00034581+0.001803i,0.00065469+0.0014392i,0.00019253+0.00048509i,-0.0002322+2.4424e-05i,-0.0006697-0.00095328i,-0.00030893-0.00055227i,0.00059648+0.000558i,0.0012942+0.00079937i,0.001472+0.00039221i,0.00086931-0.00011956i,2.2693e-05-0.00023651i,-5.7644e-05+1.7988e-05i,-0.00025359-8.1223e-05i,0.00038028-0.00081282i,0.00093077-0.0012586i,0.00018548-0.00062452i
0.00029338-3.6997e-05i,0.00023258-0.00037069i,0.0008826-0.00032103i,0.0015564-0.00019444i,0.00077181+0.00017599i,-0.00085675+0.00045512i,-0.0018159+0.0010915i,-0.001051+0.0015323i,-4.1373e-05+0.0014546i,0.00067034+0.0013158i,0.00071445+0.0004743i,0.00058385+1.5947e-05i,0.00022537-7.2523e-05i,-0.00050913+0.00010662i,-0.00078365+0.0010134i,6.815e-05+0.00043828i,0.00099239-0.0010594i,0.00050251-0.0011688i,-0.00037398-0.00033432i,-0.00057887-0.00038719i,-0.00066017-0.00019465i,-4.8653e-05+0.00071767i,0.00058272+0.00092905i
3.2398e-05+0.0015048i,0.00078785-2.8991e-05i,0.00069076-0.0010195i,2.3032e-05-0.0019919i,-0.0010167-0.0023752i,-0.0027405-0.0013686i,-0.0028342-0.00026414i,-0.0014956+0.00073594i,-0.0010046+0.001233i,-0.00039059+0.00085913i,0.0006662-0.00025081i,0.00080591-0.00036942i,0.001111-0.00059307i,0.00079046-0.00056902i,-3.1229e-05-0.00024709i,0.00034268-5.0229e-05i,0.00078112+0.00023463i,0.00046052-0.00011048i,0.00010256-4.2356e-05i,2.9784e-05+0.00034722i,0.00012245+0.00049457i,-8.493e-05+0.00066971i,-0.00032452+3.7223e-05i
0.00080994-0.001669i,-4.2181e-05-0.003487i,-0.0010535-0.0034455i,-0.0011858-0.0024264i,-0.0016997-0.0015769i,-0.0029525-0.00042166i,-0.0026415+0.00062587i,-0.001165+0.00093585i,-0.00011897+0.00052945i,0.00019385+0.00010151i,2.0809e-05+0.00022476i,0.00012218+0.00059101i,-0.00025351+0.00076582i,-0.00019533+0.00019521i,0.00013882+0.00011168i,0.00033095-0.00025369i,0.00015992-0.00087673i,0.0002468-0.00050929i,0.0002686-0.00037687i,-0.00025767-0.00022113i,-0.00071877-0.00029813i,8.7152e-06-0.0007737i,0.00071894-0.00043879i
0.0021143+0.0014017i,0.0023339-0.00043543i,0.0019015-0.0010012i,0.0011171-0.001649i,-0.00011144-0.0022102i,-0.0016403-0.00090527i,-0.0020451+0.00094343i,-0.0010177+0.0016192i,4.8782e-05+0.001107i,0.00014569+0.00017544i,-0.00068611+0.00020643i,-0.0009753+0.00020413i,-0.00054646+0.00011248i,-0.00043086+8.5054e-05i,6.775e-05-0.00027985i,9.1351e-05-1.716e-05i,-0.00064622+0.0003582i,-0.0007308+0.00037543i,-0.00039895+0.00047753i,-0.0010443+0.00048336i,-0.0017724+0.00048007i,-0.00083812+0.00050287i,-0.00046199+0.00073834i
0.00094024-0.0007048i,0.00053092-0.0017061i,-0.00075253-0.0022141i,-0.0022409-0.0019059i,-0.0028115-0.0013669i,-0.0032363-0.00041339i,-0.0029359+0.00094931i,-0.0014452+0.0014944i,-9.456e-05+0.00059171i,9.0535e-05-0.00045991i,-6.9155e-05-0.00013884i,-2.0233e-05+0.00012517i,-9.7665e-05+6.2287e-05i,0.00011222+8.0985e-05i,0.00053699+6.3385e-05i,-0.00025621-4.1819e-05i,8.3624e-05-0.00040292i,0.00040649-0.00039983i,0.00057139+3.9813e-05i,0.00065431+0.00033313i,0.00030486+1.487e-05i,-9.3353e-05-0.00068012i,-0.00091865-0.00079054i
-0.00065879-0.00044876i,0.00012081-0.0016412i,-0.0001353-0.0025304i,-0.00049316-0.0021854i,-0.00055319-0.0009332i,-0.0010859+0.0008379i,-0.0013296+0.0016524i,-0.00081549+0.0012099i,-0.00094098+0.00027855i,-0.00083788+0.00042656i,-0.00058831+0.00034161i,6.0904e-05-0.00011202i,0.00084034-0.00016917i,0.00013594-7.7858e-05i,-2.5189e-05+0.00074842i,0.00016219+0.0004983i,-7.3521e-05+0.00013217i,-0.00017406+0.00045588i,-0.00056215-2.6688e-05i,-2.2341e-05-0.00067925i,0.00019411+5.8036e-05i,-0.00088375+0.0002578i,-0.00075822-0.00066665i
0.00071104-0.00092708i,0.001252-0.00073923i,0.0013139-0.0011972i,-0.00030408-0.0024123i,-0.0011151-0.0019278i,-0.0016037-0.00091132i,-0.0019047+0.00016961i,-0.00075165+0.00050473i,-0.00024727+0.00013663i,-0.0011944-0.00092103i,-0.00099018-0.0010053i,0.00021784-0.00015369i,0.00061339-0.00017938i,0.00040988-0.00034706i,0.00064152+4.0822e-05i,0.0011498+0.00096337i,0.0013837+0.00078806i,0.0014936-0.0001382i,0.00057492+4.5195e-05i,-0.00057419+0.00048107i,-0.00057468+0.00034534i,0.0001741-2.3885e-05i,0.00036606-0.0002277i
-0.0011366-0.0014633i,-0.0006276-0.0017299i,-0.0011235-0.0024644i,-0.0019262-0.0023178i,-0.0015022-0.0019696i,-0.0013477-0.00051256i,-0.00097527+0.00080471i,0.00045645+0.0017045i,0.0010302+0.001436i,8.8395e-05+0.00012676i,-0.00087561+0.00013685i,-0.0011924+0.00089512i,-0.00079028+0.0008201i,-9.6495e-05+0.0002484i,0.00033126-0.00010098i,6.2137e-05-0.00024269i,-0.00038433-0.00047037i,-0.00022833-0.00066252i,3.6053e-05-0.00011964i,0.0002196+0.00039791i,0.00023836+0.00061995i,0.00024021+0.00035062i,0.00021983-0.00059475i
-0.0011931+0.0006342i,0.0016701+0.00056686i,0.0034244+0.00072557i,0.0024564+0.00019955i,0.00060732-0.00048468i,-0.00071144-0.0014533i,-0.00094016-0.00080128i,-0.00095556+0.00092418i,-0.00098104+0.0017464i,-0.00077521+0.0012532i,-0.00017421+0.00023921i,0.00025343-0.00042404i,-0.00035512-0.00033712i,-0.00041736-8.8297e-05i,-0.00039575+0.00029362i,-0.00031247+0.00099883i,0.00063064+0.00047832i,0.00086533-0.00021999i,0.00030878-0.00025311i,3.3127e-05-5.4943e-05i,-0.00068947-8.3429e-05i,-0.0014708-0.00052623i,-0.0006563-0.00073392i
0.0011088-0.0013876i,-0.00042227-0.0027531i,-0.001659-0.0037093i,-0.0023641-0.0035864i,-0.0035345-0.0021625i,-0.0042967-0.00065804i,-0.0030695+0.00080103i,-0.0013104+0.0020033i,-0.00022139+0.0012267i,0.00063504-0.00031904i,0.00090354-0.00031768i,3.6777e-05+0.00017601i,0.00018053+0.00035858i,0.00035621+2.1216e-05i,0.00049156-0.00053947i,0.0010581-0.00019734i,0.00053986+0.00073214i,-0.00032732+0.0010896i,-0.00049204+0.00081662i,-0.00026329+0.000266i,-0.00012869+2.0303e-05i,0.00013383-0.00022821i,0.00067559-0.0007751i
1.4712e-05-0.0018349i,-0.00054918-0.0024314i,-0.0018352-0.003643i,-0.0023205-0.0022187i,-0.0028818+0.00045811i,-0.0031007+0.0015271i,-0.0021612+0.001131i,-0.00066676+0.00013779i,0.00020939-0.00037102i,0.00036246-4.966e-05i,1.1333e-05+0.00028354i,5.0915e-05+0.0009093i,8.5849e-05+0.0011165i,1.8785e-05+0.00060321i,-2.8291e-05+0.0002989i,-0.00010046-0.00054586i,-0.0006033-0.00086761i,-0.00034744-0.00058508i,-2.5162e-05-0.0003162i,-0.00055608+0.00020889i,-0.00080071+8.3992e-05i,-0.00062817-0.00027822i,0.00011304-0.000857i
-0.0010872-7.9013e-05i,-0.0010656-0.00021824i,-0.0016116-0.0017141i,-0.0018237-0.0019109i,-0.0013663-0.0004377i,-0.00089902+9.3994e-05i,-0.00093161+0.00049965i,-0.00073534+0.0011589i,0.00036182+0.00053781i,0.00033893-5.0504e-05i,-0.0003303+0.00016122i,9.7169e-05+0.00045502i,0.00040678+3.2431e-05i,-0.00014416-0.00061859i,-0.0010751+0.00014047i,-0.00068492+0.0007987i,0.00032057+0.00049023i,0.0008056-0.00012445i,0.0012418+1.8416e-06i,0.0011808+0.00049496i,0.00067829+1.5259e-05i,0.00033138-0.00032832i,0.00076353+5.7074e-05i
