0.00062887-0.00019348i,0.00063681-0.00066615i,0.0013793-0.0017631i,0.00042549-0.0029899i,-0.0024867-0.0027721i,-0.0042198-0.0010323i,-0.0036995+0.00079286i,-0.0018332+0.0013024i,0.00096521+0.0011841i,0.0015863+0.00088646i,0.00075642+0.00063899i,-2.6608e-05+0.00098761i,-0.00083739+0.0015362i,-0.00065116+0.0012233i,1.7647e-05+0.00036422i,4.3216e-05-0.00012115i,2.3377e-05-5.0012e-05i,-0.00020562+0.00061259i,-0.00077763+0.00044717i,-0.00094785-0.00067615i,-0.00026475-0.00041403i,-0.00054065+9.2656e-05i,-0.00067193-0.00013364i
-0.00086885+0.00058856i,0.00037403+0.0015815i,0.0011436+0.0031315i,0.00094949+0.0022334i,0.00029263+0.00017851i,-0.00024257-0.0010133i,-6.6494e-05-0.00051882i,-9.6384e-06+0.00059207i,-0.00029607+0.00046577i,-0.00010754-0.00026977i,0.00011987-0.0004742i,0.00033213-0.00014694i,0.00063953+0.00047206i,0.00015485+0.00023615i,0.00027787-0.00038046i,0.00054663-0.00017109i,2.8574e-05+9.8464e-05i,-0.00032493+0.00060332i,-0.00047281+0.00046147i,0.00026905-0.00073127i,0.0010642-0.0010804i,0.00082708-0.00039495i,0.00016274-2.6694e-05i
-0.0016987+0.00025236i,-0.0010592-0.00029157i,-0.00045255+0.00020149i,1.6533e-05+0.00035466i,0.00022543-0.00038954i,0.00042914-0.00085689i,-0.00030768-0.00089217i,-0.00091096-0.00018279i,-0.0002127+0.00036573i,-0.00015412+0.00010848i,-0.00029613-0.00016898i,-0.00011738+6.948e-05i,2.1439e-06+0.00056875i,0.0005494+0.0003297i,0.00078157-0.00040012i,0.00037457-0.00011567i,0.00050372+0.00038688i,0.00022766-2.1396e-05i,-0.000175-6.3973e-06i,0.00034835+7.4222e-05i,0.00058827-0.00055512i,0.00021129-0.00097382i,-0.00054338-0.00051059i
-0.0011593-0.00050633i,0.00011011+0.00054651i,0.001202+0.0016825i,0.0002791+0.00057308i,-0.0003203-0.00092808i,-0.00080613-0.0013876i,-0.0014959-0.0012293i,-0.00040122-0.00019609i,0.00037644+0.00058197i,0.00045913+0.00064301i,0.00093615+0.00085541i,0.00071467+0.00061723i,-0.00047059-2.1731e-05i,-0.00020917-0.00031658i,0.00073911-0.00025899i,0.00043527-0.00047508i,-0.00047994-0.00059725i,-0.0009443-0.00050723i,-0.00075782+0.00055491i,-0.00057277+0.00071848i,-0.00015019-0.00022806i,0.00015416-0.00083439i,2.9692e-05-0.000228i
-0.00020108+0.00031066i,-0.00096672-1.0036e-05i,-0.00028596+0.00026004i,0.00041742+0.00034484i,-0.00060957-0.00090645i,-0.0014601-0.0011679i,-0.0012662-0.00043356i,-0.00056733+0.00091888i,-0.0002042+0.0014244i,0.00010506+4.6116e-05i,0.00030658-0.00038056i,1.5075e-05-0.00044446i,-7.5455e-05-6.9501e-05i,0.00066179+0.00050787i,0.00066007+0.00057775i,0.00098409+0.00025082i,0.00099492-0.00046362i,-3.8565e-05-0.00065929i,-8.3086e-05-0.00067645i,-0.00016669-0.00010255i,-0.0002714+0.00030503i,0.00060251+0.00066179i,0.00057765-4.8662e-05i
0.0011066-0.00057317i,0.00039852-0.0026794i,0.00041958-0.0029633i,0.00082457-0.0018276i,3.4237e-05-0.00035353i,-0.0010956+0.00025956i,-0.0013081+5.8867e-05i,-0.00050424+0.00039041i,-0.00032617+4.4878e-05i,-0.00045868-4.2585e-05i,0.00018586+0.00034603i,0.00027878-9.8512e-05i,0.00015058+5.6361e-06i,0.0004583+0.00021706i,0.00028838-8.859e-05i,0.00049854-0.00036833i,0.00069766-0.00078125i,0.00064086-0.00043039i,0.0008976+9.6493e-05i,0.00082616-3.9742e-05i,0.00044861-0.00035508i,-0.00012008-0.00052201i,-0.00047079-0.00064951i
0.00039649+0.0010056i,0.0012458+0.00065252i,0.0017683+0.0010569i,0.00076733+0.0007102i,0.00045842-0.0010208i,0.00062143-0.0020287i,0.00012744-0.001351i,-0.00015697-0.00021538i,-0.00016469+0.00070871i,-0.00041365+0.0010206i,0.00022112+0.00043279i,0.00072422+0.00010238i,0.00044154+0.0002529i,-0.00016912+0.0012535i,8.0854e-06+0.001725i,0.00055116+0.00087382i,0.00061204+0.00058556i,0.00027083+7.6445e-05i,9.2211e-05-0.00037832i,-0.00070769-0.00057503i,-0.0013648-0.0011878i,-0.0012255-0.00057223i,-0.0008114+0.00049389i
0.0007502-0.0008233i,0.00022444-0.0013063i,-1.8209e-05-0.0018111i,-0.00090612-0.0026401i,-0.0017741-0.0018122i,-0.0026425+0.00026038i,-0.0020462+0.00048676i,-0.00033578+6.226e-06i,0.00064777-0.00099995i,0.0013542-0.00085323i,0.0012269-1.6142e-05i,0.0011049-0.00038707i,0.00041481-0.00050439i,0.00025155-0.00011596i,0.00020839+0.00035769i,0.00043441-5.8686e-05i,0.00056137-0.00061296i,0.00036708-0.00065048i,0.00035055-0.00026477i,0.00043539+8.0177e-05i,0.00096278+0.00032642i,0.00069943+0.0001623i,-6.2751e-05-0.00048007i
0.0012532-0.00050349i,0.00096888-0.00088666i,0.00081261-0.0019402i,0.0013562-0.0019173i,5.0995e-05-0.00095559i,-0.0020152-0.00073025i,-0.0015974-0.00078396i,-0.00042168-0.00034509i,0.00055174-0.00018932i,0.00076259+0.0001022i,0.00012409+0.00043593i,-0.0001003+0.00073079i,0.00027257+0.0011238i,0.00015043+0.00094862i,-0.0002944+0.00073065i,-0.00029394+0.00038806i,-0.00036886-0.00099592i,-0.00031458-0.0013626i,-0.00019907-0.00026449i,-0.00035868+0.00021333i,-0.0001808-0.00053605i,0.00029699-0.00080468i,0.00036694-0.00030977i
-0.00045133+0.00032375i,-0.00012875+3.6379e-05i,0.00053713+0.00016686i,0.00051109-0.00012793i,-6.7238e-05-0.00097988i,2.9845e-05-0.0013405i,-9.0919e-05-0.0011453i,-0.00019592-0.00018631i,-5.5944e-06+3.2475e-05i,0.00039758+0.00023847i,0.00033235+0.00084654i,-0.0004511+0.00048498i,-0.0010201+0.00024592i,-0.00078734-0.00041057i,-0.00026101-0.00065057i,0.00019243-4.4517e-05i,0.00071867+4.0887e-05i,0.00064004+4.3597e-05i,0.0004146+0.00020617i,0.00090605+7.4182e-05i,0.00096372+0.00067997i,0.00061665+0.0011454i,0.00028237+0.00044473i
-0.00038685-8.5595e-05i,0.0002842-0.00022878i,0.00031549-0.00014391i,-0.0006322+0.00014098i,-0.0017908-0.00023485i,-0.0016996-0.0005921i,-0.0010129-0.0001257i,-0.00064192+0.00040483i,-0.00076385+0.0005247i,-0.00011076+0.00076713i,0.0011114+0.00059463i,0.00073101+0.00043309i,-3.377e-05+2.3752e-05i,-0.00019401-0.00025033i,-0.00041796+0.00033249i,-0.00058566+0.00037166i,-0.0007427-0.000259i,-0.00033559-0.00076405i,0.00010283-0.00048958i,-0.0004329+0.00028232i,-0.00029427-1.3106e-05i,0.00010306-0.00063441i,-0.00042444-0.00065234i
-0.00063222-9.8638e-05i,-0.0010638-0.0013294i,-0.00072254-0.0019888i,-0.00076661-0.00086019i,-0.0010942+0.0001014i,-0.0011702+0.00075509i,-0.00074234+0.00043615i,0.00037996+0.00013013i,0.00058494+0.00069423i,0.00074096+0.00077792i,0.0010503+0.00044232i,0.001003+0.00045124i,0.00037184-0.00018481i,3.5238e-05-0.00032435i,9.0706e-05+0.00046342i,-0.000251+0.00044047i,-0.00066438+0.00029528i,-0.0006887+0.00060321i,-3.3221e-05+0.00043517i,0.00010244-8.1785e-06i,-0.00026045+0.00035266i,7.9754e-05+0.00044694i,0.00036828+0.0004891i
0.0015661-0.0013453i,0.0020687-0.0012423i,0.0025749-0.00093945i,0.0021647-0.001336i,0.00074512-0.0017072i,-0.00060094-0.0016106i,-0.0019151-0.0015981i,-0.0014796-0.00099812i,-0.00077389-7.3309e-05i,-0.00044813+0.00055465i,-5.0737e-05+0.00057878i,-0.00026976-0.0001054i,-0.00014283+3.2065e-05i,-0.00021702+0.00019986i,1.5714e-05+2.0083e-06i,0.00031042+0.00046117i,0.00020658+0.00033058i,0.00047851-0.00021534i,0.00040826-0.00033291i,-9.8384e-05-7.2741e-05i,-0.00058691+0.00034894i,-0.00033968+0.00027671i,0.00029494-0.00013389i
-0.00064861+0.00017747i,-0.00087906+0.00083867i,-0.00086742+0.0015696i,-0.00061338+0.0012685i,0.00029172+0.00047255i,0.00058201+0.00043508i,-0.00043175+0.00023032i,-0.00072275+0.00056102i,-0.00069475+0.00094966i,-0.00057055+0.0012034i,-0.00040076+0.0014634i,-0.00051972+0.0013036i,7.4884e-05+0.0011238i,8.7408e-05+0.0013379i,-0.00032591+0.0011637i,-2.7957e-05+0.00029831i,8.127e-05+7.0575e-05i,-0.00016618-7.1732e-06i,-0.00029778-3.131e-05i,-0.00020721+0.00017421i,-0.00066687-9.9317e-05i,-0.00087044-0.00055561i,-0.00030191+0.00031529i
-0.0020496-0.00075896i,-0.0014882+0.00050422i,-0.0013055+0.0012264i,-0.00098743+0.00088544i,-0.00031419+0.00049092i,-0.00039168-0.00043393i,-0.0012022-0.0013259i,-0.0017655-0.00081959i,-0.0015132-0.00031653i,-0.00097179-0.00010681i,-0.00057553+0.00031964i,-4.2506e-05+0.00018725i,9.3698e-05+0.00010491i,-0.0002124+0.00042574i,0.00031357-0.00021322i,0.00079431-0.00045124i,0.00053446-0.00046323i,1.7814e-05+0.00013584i,-0.00062976+0.00039135i,-0.00023407-0.00012383i,0.00022166+0.00011613i,0.00027744+0.00049259i,0.00054971+1.3493e-05i
0.00041905+0.000471i,0.00093644-0.00027879i,0.0012519-0.00066513i,0.00029884-0.00098549i,-0.00094169-0.001075i,-0.0019368-0.001271i,-0.0020448-0.0010994i,-0.00091226-0.00011619i,0.00016682+0.000453i,0.00092186+5.9329e-05i,0.0007392-0.00075434i,-0.00026936-0.00107i,-2.8187e-05+0.00031314i,0.00023025+0.00061825i,6.406e-05-0.00010697i,0.00018625+3.3833e-05i,-0.00022257-4.1952e-06i,-0.0010185-0.00078639i,-0.00012121-0.0011021i,0.00041465-0.00025716i,-0.0001617-0.00021267i,1.4572e-05-0.00012156i,-0.00048637+0.00031945i
-0.00011805-0.00063696i,9.0192e-05-0.0013154i,0.0003732-0.0012094i,0.00069786-0.0013791i,0.00091027-0.00089061i,4.2938e-05-0.001051i,-0.00047909-0.00098393i,-4.2223e-05+0.00096512i,0.00050231+0.0017121i,0.0010546+0.0009303i,0.0011843+0.00049866i,0.00034115+0.00050075i,-0.00074849-2.607e-05i,-0.00067252-6.7175e-05i,-0.00016897+0.00010143i,-0.00068231+0.00032109i,-0.00081822-9.8019e-05i,-0.00051324+0.00013449i,-0.00055993+0.00013776i,-0.00047403-4.2616e-05i,9.2289e-05-2.3268e-05i,0.00067711+0.00069979i,0.00046766+0.001549i
0.000312+0.00050004i,2.5314e-05+0.0002813i,0.00080125+0.00017451i,0.0013434-0.0008284i,0.00057274-0.0017434i,-7.39e-05-0.0016453i,-0.00031426-6.6024e-05i,-0.00093356+0.0013511i,-0.00045703+0.0012475i,0.00033933+0.00095202i,-4.2492e-05+0.0007434i,-0.00080371+0.00011666i,-0.00033213+0.00036675i,-3.199e-05+0.0006534i,0.00020401-6.5528e-05i,0.00047841-2.5648e-05i,0.00050835+0.000551i,-0.00022214-1.3576e-05i,-0.00064176-0.00059633i,0.00038489-0.00023459i,0.0013177+0.00057077i,0.0012248+0.00088231i,0.00080175+0.00019968i
-0.0015594-0.00017741i,-0.0018131+0.0012162i,-0.0016174+0.0018297i,-0.0014014+0.0012486i,-0.0010176+0.001038i,-0.00051707+0.00030288i,-0.00060591-0.00029678i,-0.00058004-0.00033889i,-0.00079626-0.00059562i,-0.00027721-0.00020863i,0.00073829-0.00010831i,0.00044479-0.00041456i,-0.0002579-0.00033379i,-0.00086699-0.00041155i,-0.0010481-5.5507e-05i,-7.1973e-05+8.7697e-05i,0.00047354-5.4566e-05i,-3.3378e-05+0.00052594i,-0.00014652+0.0012269i,1.5879e-05+0.00081779i,-0.00027475+6.3001e-05i,-0.00077043-0.0003128i,-0.00093061+0.00014123i
-0.00051688-0.0014752i,-0.00095324-1.2186e-05i,1.8028e-05+4.7745e-06i,-7.7277e-06-4.8531e-06i,-0.00062316+0.00030016i,-0.00060332+0.0010314i,-0.00071324+0.0018266i,-0.00091635+0.00081973i,-0.00083948-8.7151e-05i,-0.00017053+8.9444e-05i,2.337e-05+0.000211i,-0.00045098+0.00013016i,0.0003196-0.00017059i,0.0010261-0.00020056i,0.00030104+0.00042861i,0.00013924+0.00046384i,0.00042213+1.3277e-05i,0.00067813-0.0006545i,0.00045344-0.00054503i,-7.4905e-05-0.00034233i,-0.00022748+0.00011154i,2.599e-05+0.00045214i,3.2375e-05+0.00039954i
-0.0030769+0.00061409i,-0.0020708+0.0014522i,-0.0017581+0.0017071i,-0.0010784+0.0011417i,0.00017752+0.0011165i,0.00038393+0.00039038i,-0.0010286-0.0005716i,-0.0012924-0.00042083i,-0.00073306-7.7198e-05i,0.00027624-8.0434e-05i,0.00079327-3.9793e-05i,0.00028762-0.00048903i,0.00051578-0.00092706i,0.00048582-0.0013218i,0.00073418-0.0010695i,0.00059384-8.3291e-05i,0.00073016+0.00017089i,0.00082734+0.00017177i,0.0003184-0.00028453i,-0.00021754-0.00037423i,-0.00073455+0.00036073i,-0.00041015+0.00026388i,-5.712e-05-0.00024429i
-2.951e-05+1.7266e-05i,0.00016398+0.00096846i,0.00085699+0.0019681i,0.00057653+0.0018703i,0.00033817+0.00127i,2.2419e-05+0.00068568i,-0.00050045+0.0013059i,-0.00094477+0.0013132i,-0.0010134+0.00047859i,-0.00079463+0.00041829i,-0.00030548+6.409e-05i,0.00025935-0.00030033i,-0.000378+0.00019521i,-0.0008053+0.00057858i,0.00025561+0.00013479i,0.00059271+0.00010035i,0.00026196+0.00049775i,-1.2669e-05+0.00066567i,-0.00036108-0.00021674i,-0.00032144-0.00074166i,-0.00021057-0.00034733i,0.0003292+6.0112e-05i,0.00091055-0.0001036i
0.00095565-0.001459i,0.00024768-0.0016322i,0.00059148-0.00094149i,-0.00056906-0.0010552i,-0.0017656-0.0015264i,-0.0014905-0.00074559i,-0.00078343+0.00039771i,-0.00015836+0.00033624i,0.00026744+0.00016035i,0.00041485-0.00039303i,-8.5623e-05-0.00030016i,-0.00016167+0.00045785i,0.00059866+8.8763e-05i,0.00087633-0.00063106i,0.00056876-0.00092058i,0.00043113-0.00081754i,0.0001678-0.00028624i,-0.00061951-0.00011822i,-0.00066193-0.00017381i,0.00037748-0.00036553i,0.00089481-0.00021233i,0.00022137-2.2899e-05i,-0.00010373+0.00016095i
0.00042754-0.00010898i,0.00045554-4.4982e-05i,-0.00015786-7.0041e-05i,-0.0015505-0.0001568i,-0.0021996-9.8622e-05i,-0.0025495-0.00074735i,-0.0016918-0.00045426i,-0.00050414+0.00019702i,-0.00010098+0.00040139i,-8.4293e-05+0.00054351i,-0.00033785-8.2507e-06i,-0.0010609-0.00038628i,-0.001079-0.00070831i,-0.00067344-0.0011455i,-0.00062338-0.0014289i,0.00050349-0.00079644i,0.00099114-5.7359e-05i,0.00029957+0.00026241i,-3.1953e-05-6.2157e-06i,4.7382e-05-0.00054521i,0.00027127-0.00023852i,-2.1614e-05-0.0001236i,-0.0007594-0.00035563i
-0.00044555+0.00053095i,0.00049686+0.0015812i,0.0012543+0.0028417i,0.0011801+0.0025273i,0.00060329+0.001282i,0.00078258-0.0002619i,0.00065742-0.0017365i,-0.00053267-0.0014117i,-0.00078262-0.00085443i,0.00040614-0.00024989i,0.0006201-6.1317e-05i,0.00053638-0.00051855i,-0.00016247-0.00040018i,-0.00098689-0.00023065i,-0.0017169-0.00025863i,-0.0014799-0.00053849i,-0.00034582-0.00038534i,-0.00070556-0.00012512i,-0.00093141-0.00028343i,-0.00053887-0.00069624i,-0.00057312-0.0007767i,-0.00042767-0.0004329i,-9.0143e-05+0.00043177i
-0.00021426+0.00090664i,0.0005969+0.00040778i,0.00080622+0.00036869i,0.00011684+0.00013896i,2.4093e-05-0.00014289i,-0.0001825-0.00038772i,-0.00013824-0.00037681i,0.00035381+0.00034821i,-8.4281e-06-0.00011984i,-6.1478e-05-0.00088631i,5.2452e-06-0.00023748i,5.2e-05+8.3283e-06i,-7.6372e-05+0.00025301i,-0.00044452+3.8356e-05i,-0.00033519-0.00035599i,-8.5049e-05-7.9319e-05i,-0.00033591+0.00012082i,-5.5474e-05-0.00028256i,-0.00021809-0.00026024i,-7.9922e-05-2.5352e-05i,0.00097868+0.00046504i,0.00048752+0.00077975i,-0.00034925+0.00030758i
0.00073139-0.0013082i,0.00023365-0.00021002i,0.00023931+8.9434e-05i,0.00070294+0.00017669i,9.8086e-05+0.00022845i,-0.0011446-0.00038717i,-0.0016958-0.0012211i,-0.0005193-0.001407i,6.1756e-05-0.00066323i,-0.00084819+0.00011787i,-0.0008444+0.00011415i,-0.00013739-0.00050696i,0.00083039-0.00043628i,0.001136+0.00030916i,0.00058155+0.0006243i,-0.00010132+0.00031659i,-8.5027e-05-9.5505e-05i,-6.5744e-05-8.4219e-06i,0.00032199-8.5713e-05i,0.00094888-0.00014533i,0.0011613+0.00037314i,0.00063508+0.00057694i,0.00012815+0.0003388i
-0.001024+0.00086723i,-0.00031673+0.00054429i,0.00029275+0.00048526i,0.0017106+0.00093963i,0.0019246+0.00089466i,0.00068251-1.8673e-05i,0.00023627-0.00052874i,0.00014375-0.00014352i,-3.3359e-06+3.2658e-05i,0.0006008+0.00011991i,0.00060752+0.00017395i,-0.00014131-0.00072399i,2.7567e-05-0.0011021i,0.00088886-0.00028728i,0.0010495+0.00068528i,0.00056097+0.00094893i,0.00054814+0.0002577i,0.000375+0.0001975i,-0.00045747+0.00025822i,-0.0010763-0.00030476i,-0.0013013-0.0004789i,-0.0008127-0.0003567i,-0.0010302+0.00033105i
-0.0026457+6.1271e-05i,-0.0019396+0.0006045i,-0.0026089+0.0008991i,-0.0019745+0.00088462i,-0.00039946+0.0014861i,-0.0001766+0.001327i,-0.00010803+0.0005804i,-0.00080253+0.00085012i,-0.0020315+0.0012492i,-0.0019943+0.00075573i,-0.00095779+0.00053939i,1.2901e-05+0.0002101i,-0.00013026-0.0001775i,-0.00041053-0.00016684i,8.1937e-06-0.00029429i,0.00017769-0.00059087i,9.0291e-05-0.0010941i,7.1143e-07-0.0013086i,0.00027908-0.00074054i,0.00033387-0.00070275i,8.5541e-05-0.00046437i,-0.00059556+0.00021926i,-0.00096107+0.00010925i
0.00059448+0.0018564i,0.0015879+0.00035402i,0.0023096+0.00035276i,0.0025746-0.00034398i,0.0018461-0.0017718i,-7.3366e-05-0.0023863i,-0.0010848-0.0016582i,-0.0015273-0.0011114i,-0.0012872-0.00047492i,-0.00054193+0.00020579i,-8.4378e-05+0.00075382i,6.3857e-06+0.00071422i,-6.793e-05+0.00018378i,-8.6797e-06-0.00027887i,-3.0277e-05+0.00031199i,0.00033729+0.00057638i,0.0011925+8.9736e-06i,0.0013718-0.00014065i,0.00056048+0.00026534i,-0.00018111+0.00012994i,-5.7751e-05-0.00010344i,0.00034709+0.00034449i,0.00064349+0.00046262i
0.001762-0.00037843i,0.0009475-0.00066634i,0.0011696-0.0019904i,0.00026154-0.0030907i,-0.0017863-0.003185i,-0.002156-0.0023171i,-0.0016791-0.00091694i,-0.0013354-0.00030709i,-0.00022002-0.00029196i,0.00042362+0.00012017i,-0.00036545-0.00018634i,-0.00061109-0.00021081i,-0.00026268+0.00016144i,0.00034927+0.00050053i,0.0007081+0.00049525i,0.00020317-0.00061361i,-0.0002065-0.0011586i,-0.00026076-0.00077985i,-0.00054331-0.00084518i,-0.00061549-0.0008087i,0.00030736-0.00036309i,0.00059947-0.00023587i,0.0010936-0.00062919i
-0.00087042+0.0010441i,-0.00074316-6.3688e-05i,-0.00089322+2.7021e-05i,-0.0013555+0.00039334i,-0.0013659-0.00033381i,-0.0008042-0.0010032i,-0.00049979-0.00077698i,-0.0011415-0.00024692i,-0.0010692-0.00036093i,-0.00040264-0.00017788i,0.00041014-0.00036339i,0.00067948-0.0012351i,0.00040402-0.00093804i,0.00047563-0.00039315i,0.0002277-0.00079967i,-0.000141-0.0013548i,-0.00041203-0.0012155i,-0.00045602-0.00030896i,5.1939e-05+0.0003001i,0.00077002+0.00017985i,0.0013514-0.00020846i,0.00061311-0.00047262i,-0.00026336-0.0006414i
0.00030186+0.0010016i,0.00076687+0.0014967i,0.0006301+0.00076913i,0.00084264-0.00032093i,0.00049488-0.00026026i,-0.00036097-8.5571e-05i,7.0688e-05-0.00094067i,0.0006595-0.0010479i,0.00089319-0.000489i,9.146e-05-0.00069082i,-0.00014728-0.00064245i,0.00044214+0.00016519i,0.00013481+0.00023212i,-0.00051377-0.00057834i,-0.00032887-0.00072969i,8.2564e-05-0.00041201i,0.00013074-0.00021874i,0.00030449-1.6212e-05i,8.3984e-05-0.00054579i,-0.00039125-0.00033772i,0.00040664-0.00072414i,0.00055074-0.0010754i,-3.7465e-05-0.00052601i
-0.0034506-0.00065623i,-0.0029562+5.2943e-05i,-0.0023735+0.0010336i,-0.0014587+0.00026499i,-0.00039011+3.3282e-05i,0.00032765+8.1566e-05i,-7.6819e-05+0.00047663i,-0.0002388+0.00073767i,-0.00023812+0.0003396i,-0.001105+0.00090925i,-0.00079431+0.00071489i,0.0004328-0.0002168i,0.0010626-1.879e-05i,0.00088916+0.00048209i,0.0005939+8.7292e-05i,0.00054842-0.00040086i,-0.00010867-7.4652e-05i,-0.00013959-0.00022386i,0.00055887-0.00077231i,0.0010564-0.00061699i,0.0010666+0.00048619i,0.00040568+0.0011513i,0.00028548+0.00025808i
-0.00041476+0.0007515i,0.00025287+0.00012377i,0.00072265+0.00047707i,0.00052459-0.00043235i,0.00040929-0.001654i,-0.00020946-0.0017459i,-0.0015171-0.00078041i,-0.0012784+0.00026465i,-0.00027903+0.0007236i,7.7193e-05+0.00057959i,0.00030988-3.052e-05i,0.00018129-0.00030377i,0.00014843+0.0003458i,-0.00021264+0.00021585i,-5.0326e-05-0.00029419i,0.00046236-6.4058e-06i,0.00043734-0.00013654i,-5.5975e-05-3.589e-05i,-0.00044836+0.00032478i,-0.00012981+0.00048029i,0.00045921-0.00036737i,0.00074606-0.00055879i,0.00053077+0.00025965i
-0.00082848-0.00052146i,-0.00046477-0.00019759i,-0.00088591+0.00048146i,-5.9659e-05+0.00058555i,0.00056275+0.0014159i,-0.00013312+0.0010295i,-0.00098333+0.00060221i,-0.00056491+0.00097281i,-0.00024108+0.00086973i,1.907e-05+0.00083902i,0.00014162+0.00059744i,-0.00038756-0.00041762i,-0.00010012-0.0015119i,0.00021744-0.001402i,-0.00064992-0.00028265i,-0.0010069+0.00012448i,-0.00029688+2.865e-05i,0.00016718-0.00040943i,0.00050083-0.00049923i,0.00045273+0.0001212i,0.00023621+0.0003136i,-0.00020081-0.00031935i,-0.00018085-0.00035882i
-0.00031257+0.0016109i,0.00028059+0.0016167i,0.00034765+0.0016494i,0.0010428+0.00088367i,0.0019646-0.00083271i,0.0013679-0.0016036i,-5.8112e-05-0.0016204i,-0.0014521-0.0010446i,-0.001621-0.00018115i,-0.00089963-4.427e-05i,0.00063536-0.00023717i,0.00058683-0.00024674i,-0.00059434-0.00063825i,-0.00060972-0.00048125i,6.8611e-05-4.4235e-05i,-0.00027232-0.00018833i,-0.00095274-0.00016899i,-0.00072563-5.7335e-05i,-0.00063264-0.00037579i,-0.00080174+0.00012827i,-0.00050844+0.00029409i,0.00028723+9.2681e-05i,0.00042692+0.0008399i
-0.00011148+0.00031302i,-0.0007014+0.0004895i,0.00038848+0.00034841i,0.001166-0.00076564i,0.0012724-0.0015882i,0.00066472-0.0011658i,-0.00051372-0.00017398i,-0.0010477+0.00018373i,-0.00044345+0.00088141i,0.00030019+0.001018i,0.00024377-0.00013322i,-0.00032045-0.00065862i,-0.00044734-4.1598e-06i,-0.00062366+0.00045062i,-0.00088038-9.9397e-05i,-0.00028318-0.00071487i,0.0001649-0.0004636i,-8.4753e-05+0.00020534i,0.00028523+0.00038007i,0.00068037+0.00021757i,0.00073249-0.00011401i,0.00078492-0.0002249i,0.00078729-0.00078552i
-0.00066984-0.00068143i,-0.0014687+0.00012482i,-0.0027488+0.00023973i,-0.0032579-0.0007891i,-0.0030455-0.0013595i,-0.0018822-0.00082305i,-0.0013399+3.9609e-05i,-0.00087704+0.00032729i,-0.0004071+0.00011238i,-0.00072123+0.00044234i,-0.00055011+0.00074779i,-0.00014051+0.001063i,-0.00011107+0.0003141i,-0.00028047+0.00053221i,-0.00035398+0.0012319i,1.6964e-05+0.00039681i,0.00057317-0.00015594i,0.00017596+5.8076e-05i,0.00023544+0.00010705i,0.00055604+0.00025479i,0.00047001-0.00024598i,0.00068567-0.00057358i,0.00071712+0.00038152i
0.001585-0.0016485i,0.0013262-0.0018392i,0.00090778-0.0016151i,3.417e-05-0.0010205i,-0.00088422-0.00090203i,-0.0019398-0.00070607i,-0.0016943-0.00013857i,-9.2829e-05-3.8817e-05i,0.00073561-0.00046552i,0.00051035-0.00035061i,0.00030012-0.00016934i,-0.0001505-2.2622e-05i,-0.0005577+0.00069783i,-0.00048758+0.0010315i,0.00045751+0.0009325i,0.00067895+0.00035538i,3.1782e-05-2.0603e-05i,-0.0003668+0.00013504i,-0.0008273+1.7175e-06i,-0.00051997+0.00017635i,-0.00018529+0.00053579i,-0.00020469+0.00048145i,-0.00037827+0.00078853i
0.0010189+0.00036473i,0.00092811+0.001157i,0.00051201+0.00090404i,0.00030222+0.00026903i,0.00095145-0.00068521i,0.0013993-0.00097061i,-0.0001614-0.00046835i,-0.00087492-0.00029447i,-5.7637e-05-6.5223e-05i,2.7979e-06+0.00031291i,1.38e-06+0.00045424i,0.00013594+0.00028254i,9.8291e-06-0.00054555i,-0.00026164-0.00069591i,-0.00090999-0.00041652i,-0.00093294-0.00016141i,0.00013725+0.00030231i,0.00082716+0.00093654i,0.00072731+0.00092533i,0.00077772+0.00079719i,0.00084203+0.00056198i,0.00061639+0.00017153i,0.00021172-2.3022e-05i
-0.0018301-0.00015903i,-0.0014247-0.00079943i,-0.0004472-0.0012184i,4.1342e-05-0.0003238i,-9.3011e-06+0.00020752i,-0.0004413+0.00051398i,-0.00084776+0.00073911i,-0.0011414+7.3574e-05i,-0.0013707-0.00020847i,-0.0011082+0.0010803i,4.5883e-05+0.0011975i,0.00093048+0.00052997i,0.00057399+0.00059344i,-7.0815e-05+0.00062782i,-0.00062931+0.00045512i,5.3517e-05+0.00010551i,0.0012379-0.00017479i,0.0011995+0.00014365i,0.00047726-4.0528e-05i,0.0010563-0.00049008i,0.00067482-3.7031e-05i,-4.7414e-05+2.384e-05i,5.4262e-05-0.00037488i
-0.00035764-0.0017676i,-0.00074133-0.0018833i,-0.00078892-0.0012816i,-0.00073286+0.00031172i,-0.00096295+0.00016341i,-0.0012057-0.00045382i,-0.0010052+0.00056122i,-0.00062614+0.00079517i,-1.2499e-05+0.0004612i,0.00049869+0.00046205i,0.00094445+0.00028104i,0.00051999+0.00032089i,-3.2025e-05+0.00098128i,0.00014678+0.00074704i,0.00053831-0.00036434i,0.00070173-0.00095901i,0.00065042-0.0011709i,-0.00036172-7.2271e-05i,-0.0013161+0.0007734i,-0.00020254+0.00036503i,0.00043488+0.00085505i,0.00044314+0.00072912i,0.00059633+0.00024687i
