-0.0046981-0.00051243i,-0.0026826-0.001643i,-0.0040211-0.0001045i,-0.002913+0.0015706i,-0.00047982+0.002858i,-0.00034208+0.0027875i,-0.00060814+0.0015654i,-0.00015346+0.0012587i,-0.00018265+0.0017437i,0.0004025+0.0016904i,0.0018175+0.0011675i,0.0021638+0.00092902i,0.0009721+0.0011693i,0.00033987+0.00068454i,0.00067907+0.00010839i,0.0010841-0.00013262i,0.0011062-0.00030867i,0.00072805-4.335e-05i,0.00021197-4.5942e-05i,-7.8388e-05-0.00031636i,0.00042084-6.0903e-06i,0.0006376+0.00046564i,0.00068898+0.00012154i
-0.00070542-0.0021579i,-0.0012061-0.0020413i,-0.0014395-0.0012915i,-0.0016595+0.00032983i,-0.00022216+0.0010188i,0.00056764+0.00044294i,-5.2671e-06-0.00050589i,0.00020368-0.00087475i,0.00019318-9.8683e-05i,-9.568e-05+0.0001051i,-0.00016312+2.8919e-06i,0.00020619-0.00021195i,5.13e-06-0.00070754i,-0.00060957-0.00034229i,-0.00042615-4.137e-05i,-0.0002842+0.00018706i,-0.00018776+0.00031436i,-0.00021148+9.4285e-06i,-0.00060834+0.0002397i,-0.00046274+5.0692e-05i,0.0002839+1.0268e-05i,0.00063623+7.5196e-05i,-0.00025698-0.00046721i
0.00086324-0.0012976i,0.0011445-0.0011587i,0.0014398-0.0020844i,0.00083714-0.0019124i,6.1623e-05-0.0009962i,0.0004907-0.00081615i,0.001019-0.00043084i,0.00084163+0.00017521i,0.00010691+0.00086738i,-0.0007337+0.00036228i,-0.00050333-0.00038817i,0.00049407-0.00039246i,0.00092951-0.0001164i,0.0010569+9.0681e-06i,0.00042456+0.00032594i,-7.753e-05+0.00061313i,2.5408e-05+0.0007748i,-1.2631e-06+0.00070066i,-8.9194e-05+0.0004247i,-0.00055288-0.00022864i,-0.00075598-0.00031591i,-0.0004348+0.00026721i,0.00024785+0.00045587i
-0.0024184+0.00063252i,-0.0031575+0.00071574i,-0.0037332+0.0018958i,-0.0019813+0.0018197i,-0.00014465+0.00070413i,-0.00013086-0.00018478i,-0.00057268-0.00054429i,-0.00038611-0.0003479i,5.5654e-05+0.0003905i,0.00063912+0.00072349i,0.00081024+0.00023618i,0.00072559-0.00022151i,0.00064311-0.00032921i,-0.00024364-0.00085927i,-0.00057722-0.0015095i,-0.0006692-0.0011075i,-0.00049812+9.7939e-05i,0.00020383+0.00064165i,0.00067368+0.00023897i,8.7675e-05-0.00035931i,-9.7403e-05-0.00020203i,0.00012598+1.7515e-05i,9.6156e-05+0.00017171i
0.00090885-0.0016239i,-0.00012246-0.00088874i,-0.0014092-4.9947e-05i,-0.0017957+0.0012148i,-0.0016487+0.0020013i,-0.00087319+0.001212i,-0.00054581-4.3253e-06i,-0.00092928-3.4688e-05i,-0.0010778+0.00033542i,-0.00079992+0.00029229i,-6.5913e-05+0.00015261i,0.00015972+3.0611e-05i,-3.0141e-05-0.00022569i,2.1945e-05+0.00035607i,-0.00014419+0.00085393i,-0.00036186-0.0001287i,-0.0010139-0.0009721i,-0.00047075-0.00076498i,0.00089388-0.00026418i,0.0006668-0.0003088i,0.00013297-0.0003889i,-3.9361e-06-0.00039164i,-0.00062739-0.00067454i
0.00064889+0.0020712i,0.0012359+0.0011286i,0.0017343+0.00022715i,0.0013344+9.4486e-05i,0.00029342-0.00019608i,-0.00024117-0.0010756i,7.2796e-05-0.00039725i,-0.00077083+0.00041769i,-0.0011221+0.00017738i,0.00011466-6.7417e-05i,0.0005528+0.00012616i,-5.0769e-05+0.00011236i,-0.00038859+0.0001039i,-0.00061176+9.7802e-05i,-0.00057452-0.00049722i,0.00031964-0.00024569i,0.00070948+0.0003044i,0.00037893+0.00030737i,0.00034033+0.0003731i,-0.00010424+0.00016886i,-0.00048254+0.00020337i,-0.00045597+0.00016149i,-5.7603e-06-0.00012096i
-0.00039287-0.00092416i,-0.00099861+2.1361e-05i,-0.0019342+0.00058433i,-0.0010611+0.0012781i,-0.00037367+0.001857i,-0.00099367+0.00066864i,-0.0004499-0.00010677i,0.00023469-0.00021894i,-8.6053e-05-8.2152e-05i,4.1321e-05+0.00031195i,0.0006183-0.00046287i,0.00094051-0.0014317i,0.0014438-0.0004986i,0.0011497+0.00098045i,0.00078648+0.0011357i,0.00028442-4.7153e-06i,-0.00058326-0.00072055i,-0.00084525-6.2927e-05i,-0.00032601+0.0001815i,-0.00033706-7.256e-05i,-0.00012415-0.00060138i,-7.5142e-05-0.00054899i,-0.00064609-6.651e-05i
-0.0023779-0.00028875i,-0.0019588-8.0503e-05i,-0.0021917+0.0010345i,-0.0006912+0.0025033i,0.00024888+0.0032768i,0.00074296+0.0024735i,-0.00022627+0.00048327i,-0.00078781-0.00070432i,-0.00019717-0.00041459i,-0.00037717+4.3862e-05i,0.00028407+0.00085053i,0.0016231+0.0012615i,0.001587+0.00096894i,0.0010531+0.0007926i,0.00034788+0.0010771i,-0.00035392+0.001463i,-9.9836e-05+0.00101i,0.00023241+0.00028656i,-3.6444e-05-0.00022122i,-0.00016057+0.00022668i,0.00019917+0.00011972i,0.00029705-0.00035718i,-0.00044463-0.00034402i
-0.0002274-0.00034036i,6.9933e-05-0.00075655i,0.00035624-0.0013799i,0.00039164-0.0009733i,0.00095402+0.0013964i,0.00090339+0.0017981i,-0.00024282+0.00071644i,-0.00039953+0.00038451i,-0.00012213+0.0003587i,9.0932e-05+0.00034074i,0.00043615+0.00045243i,0.00024317+0.00078324i,-3.5244e-05+0.00053384i,8.0387e-05-0.00028096i,0.00066574-0.00091578i,0.00066762-0.00020152i,0.0001448+0.0006549i,0.00061913+0.00094166i,0.00034573+0.00081624i,-0.000667-0.00029903i,-0.00125-0.00082431i,-0.00099544-0.00029729i,-0.0001454-6.1945e-05i
-0.0013106+0.0012262i,-0.00029527+0.0023455i,0.00016662+0.0028017i,0.00061673+0.0021147i,0.00078133+0.0013979i,8.2392e-05+0.00022639i,1.0074e-06-0.00040149i,-0.00044752+0.00011407i,-0.00092141+0.0010235i,-0.00023209+0.0010245i,0.00087589+0.0006148i,0.0010391+0.00047904i,0.00085515+0.0001523i,0.00052721+7.9955e-05i,-0.00028591-0.00053148i,-0.00066801-0.0013047i,0.00016006-0.00094604i,0.00048642+0.00034286i,0.00035331+0.0012462i,4.0194e-05+0.00083403i,-0.00038705-1.7175e-05i,-0.00042663-0.000548i,-0.00019866-0.00074853i
-0.0029159-0.00059381i,-0.0028769+0.00076244i,-0.0031835+0.0024491i,-0.0017166+0.0032923i,-0.00031414+0.0031347i,0.00041393+0.0024771i,0.00020772+0.0014299i,-0.00019119+0.0003804i,-8.8503e-05+0.00084229i,0.00013621+0.0015952i,0.00046621+0.00076599i,0.0010535-0.00036057i,0.0012465-0.00054962i,0.0010608-0.00037594i,0.0013121+1.5218e-05i,0.00095877+0.00048492i,0.00010424+0.00052476i,-0.00076056+0.00041447i,-0.00071727+0.00014515i,0.00031948+0.00024018i,0.0001871+0.00017347i,0.00038087-1.13e-05i,0.00056186+0.00018494i
-0.00035707-0.0012599i,-0.00078092-0.0021226i,-1.9321e-05-0.0016411i,0.0015587-0.00014654i,0.0018646+0.00085648i,0.001556+0.00024844i,0.00074266-0.00060004i,-0.00015057-0.00032695i,-0.00067171-0.00015959i,-0.00069804-0.00019006i,-0.00039708+0.00017535i,0.00029071-3.4508e-05i,0.00073478-0.00095537i,0.00015757-0.0012418i,0.0002763-0.00087372i,0.00070513-0.00068887i,0.00046519-0.00035998i,8.0685e-05-0.00029427i,-0.00013908-9.5695e-05i,-5.7932e-05-0.00049454i,-4.6024e-05-0.00043429i,-9.454e-05-0.00059566i,0.00035335-0.0012293i
-0.0021946+0.00083678i,-0.0011133+0.0028074i,-0.0010652+0.0031347i,-0.0010565+0.0029313i,-0.00052327+0.0017176i,-0.00027315-0.00082266i,-0.00068394-0.0016082i,-0.0010826-0.00040712i,-0.00068607+0.00041391i,-2.6419e-05+0.00061059i,0.00037914+0.00056896i,0.0001634+0.00060735i,-5.8758e-05+0.0004236i,5.5162e-05-0.00022687i,0.00011358-0.00078761i,0.00036078-0.0011686i,0.00073731-0.00082501i,0.00035434-0.00015618i,-0.00017876-0.00027562i,9.9366e-05-0.00034715i,0.00047784-0.00029797i,0.00045973-0.00044131i,0.0004642-0.00053619i
-0.002727-0.00056775i,-0.0036464-0.00048079i,-0.0031752+0.00052359i,-0.0015638+0.00103i,-0.00036498+0.00079661i,0.00043889+0.00082032i,0.00045262+0.00099523i,-0.0004423+0.00048537i,-0.00081668-5.7493e-05i,9.0359e-05-0.00024152i,-0.000213-0.00015874i,-0.00079196-2.6817e-05i,0.00034025-1.2271e-05i,0.0011366+0.00067018i,0.0010104+0.0010189i,-5.4276e-05+0.00059262i,-7.7228e-05+3.914e-05i,0.00043513-0.00024537i,-0.00011057-0.00043449i,-0.00050719-0.00045513i,-0.00044346+0.00030373i,-0.00016924+0.0013i,0.00044871+0.0011747i
-0.00021299+0.00026338i,0.0018182+0.00035808i,0.0024157+0.00094878i,0.001206+0.0015508i,0.00026585+0.0021244i,0.00075848+0.0014331i,0.0009391+0.00074484i,0.00022732+0.00087472i,2.7956e-05+0.00056323i,0.00058295+7.1375e-06i,0.00090375+5.7557e-05i,0.00053048+0.00047089i,-0.00068123+0.00059052i,-0.00095128+0.00051613i,-0.00032241+0.00066076i,0.00040678+0.00064734i,0.00048425-0.00047629i,-0.00010472-0.001241i,-0.00043523-0.00080179i,-0.00022494-0.00039922i,0.00056366-0.00023802i,0.00059382-0.00017712i,-0.00010652-0.00024999i
-0.0033655+0.00096089i,-0.003962+0.0013486i,-0.0051155+0.0031926i,-0.0026224+0.0044603i,0.001328+0.0041301i,0.0027422+0.0024468i,0.00051379+0.00048014i,-0.00065157+3.8014e-05i,-0.00049946+0.00053725i,-4.8664e-05+0.001055i,0.00097223+0.001172i,0.0011613+0.00014525i,0.00084703-0.00053528i,0.00052227-0.00063571i,-0.00031736-0.00029457i,-0.0001856+0.00013915i,0.00015806+0.00029443i,0.00011123+0.00041773i,0.00032774-4.0658e-05i,0.00061753-0.00046008i,0.0001195-0.0004489i,-0.00042718-0.00050737i,-0.00060889-0.00054182i
-0.012058+0.0012373i,-0.01027+0.0018142i,-0.010419+0.007749i,-0.005141+0.0099808i,0.0022729+0.00765i,0.0046132+0.0019597i,0.0010594-0.0021469i,-0.0022953-0.0013393i,-0.002394+0.0016554i,-3.9891e-05+0.0038567i,0.0039815+0.0032695i,0.0052966+0.00089446i,0.0030087-0.00084378i,0.0017929-0.00034257i,0.0021566+0.00051543i,0.0012997-3.0871e-05i,0.00062769-0.00059575i,0.00016193-0.00019949i,2.4353e-05-0.00080042i,0.00053272-0.0010898i,0.00092003-0.00060074i,0.0013075+1.5881e-05i,0.0013739-0.00041052i
0.012325-0.0013631i,0.010437-0.0023223i,0.0087062-0.0066922i,0.0029078-0.0072478i,-0.0040157-0.0060301i,-0.0069882-0.0029279i,-0.0032716+3.5211e-05i,0.00029933+0.00010442i,0.0017655-0.0013826i,-7.1471e-05-0.0023552i,-0.0028299-0.0020726i,-0.002477-0.00077633i,-0.0019131+0.00012105i,-0.0013523-0.0004035i,-0.00047682-0.00060129i,-0.00068155+0.00011424i,-0.00057403+0.00055856i,-2.268e-05+0.00068254i,-0.00047587+0.00019465i,-0.00082414+0.00011219i,-0.00074553+0.00025181i,-0.0014153+0.00040338i,-0.0010744+0.0002348i
0.0014442-0.001705i,0.00097438-0.0023687i,0.00083331-0.003281i,-0.0010926-0.0028704i,-0.0021018-0.0011547i,-0.00188+0.00054163i,-0.0008141+0.00051937i,-0.00012752+0.00022309i,-0.00016074+0.0002568i,-0.00032312-0.00055171i,-0.00055854-0.0011831i,-0.00041741-0.0006795i,-0.00044531+0.000416i,-0.0008186+0.0009335i,-0.00097901+0.00057056i,-0.00059313+0.00032926i,-0.00068243+0.00049874i,-0.00051383-6.096e-05i,6.8948e-05-0.0005873i,-0.00013666-4.9992e-05i,-0.00025849+0.0004415i,-0.00050384-0.00010026i,-9.1702e-05-0.0003385i
-0.00022365+6.8046e-05i,-0.00021805-0.0011631i,-0.0017151-0.0020168i,-0.0018244-0.00050736i,0.0005718+0.0013791i,0.00083045+0.0003609i,-0.0010665-0.0010684i,-0.001395-0.00099605i,0.00043016-0.00055932i,0.00095457-0.00050018i,0.0002833-0.00012164i,0.00028674+0.00068008i,0.00028975+0.00088752i,0.00027647+0.00024108i,0.00063257-0.0002427i,0.00076114-0.000129i,0.00038767-9.9365e-05i,5.8244e-05-0.00013156i,-0.00088462-0.00010154i,-0.0012311+0.00036841i,-0.00060612+0.00035166i,-0.00042373+0.00040088i,-0.00031939+9.3048e-06i
0.0025458+0.00087931i,0.0026947+0.00079078i,0.0015206+0.00013285i,-0.00018482-0.00089784i,-0.00074899-0.0017831i,-0.0013181-0.0018114i,-0.00099942-0.0010148i,-0.00019963-8.752e-05i,-3.219e-05-5.4001e-05i,-0.00026708-6.5511e-05i,-0.00013569-7.2709e-06i,9.8232e-05-0.00032889i,-0.00025391+0.00047913i,-0.00078248+0.00083941i,-0.00078958+0.00034045i,-0.00025764+0.00045974i,0.00032919+0.00044835i,0.00022874+0.00079578i,0.00022549+0.00096733i,-5.5542e-05+0.00053338i,-0.00028074+0.00017629i,-0.00016935-0.0003467i,0.00013759-0.0010306i
0.0019716-0.00099564i,0.0016915-0.0017715i,0.0010015-0.0027862i,-0.00097824-0.0015014i,-0.0020057+0.00074743i,-0.0022286+0.00053334i,-0.0020436-0.00012025i,-0.00093334+0.00081041i,0.00024251+0.00048417i,-0.00011609-0.00088694i,-0.00032078-0.00087412i,0.00056295-0.00041968i,0.0006709+0.0001474i,4.0278e-05+0.00070897i,-0.00041826+0.00042569i,-0.00073511+0.00014124i,-0.00021124+0.00040884i,0.00010955+9.4206e-05i,0.00010169-0.00056007i,0.00084204-0.00036895i,0.00039346-8.1994e-05i,-0.00034775+0.00020295i,-5.6984e-05+0.00012263i
-0.00049213+0.00060832i,-0.0019724+0.00082786i,-0.0032435+0.00078314i,-0.0027828+0.00062274i,-0.0012651+0.00032754i,-0.00056308-0.00037312i,0.0002191-0.00059315i,0.00055541-0.00038229i,0.00065704+4.3518e-05i,0.00020913+0.0003268i,-6.2429e-05-0.00085412i,0.00050316-0.00096583i,0.0005348-0.00022533i,9.7737e-05+4.9534e-05i,0.00016238-0.0002893i,0.00037535-0.00041175i,0.00016572+3.581e-05i,0.00032717-0.00016636i,0.00059893-0.0001892i,0.00020578-0.00042381i,-2.7966e-05-0.00068338i,-0.00034168-0.00062123i,-0.000323-0.00082445i
0.00024881+0.00012236i,0.00045487+0.00021955i,0.00023452+0.0014491i,0.00096331+0.0015703i,0.0012365+0.00060786i,3.7367e-05-0.00052182i,-0.00072399-0.00092339i,-0.00020858-0.00086461i,5.3919e-05-0.00095126i,-0.00094159-0.00058074i,-0.0013745-0.00025396i,-0.00073496-0.0004834i,-4.2966e-05-0.00023082i,0.000357-0.00015246i,0.00072282-0.0009334i,0.0011343-0.00095146i,0.0010522-0.00013651i,0.00045181+0.00010716i,0.0004287-0.0003649i,0.00052713-0.00042472i,0.00019622-1.6753e-07i,-0.00017941+7.9367e-05i,5.3267e-05-0.00017195i
0.0021958+0.0011216i,0.0028043+0.00039553i,0.0028932-0.0017531i,0.0015663-0.0028808i,-0.00061128-0.0018789i,-0.0015614-0.00048325i,-0.0018118+0.0005365i,-0.0022618+0.0010461i,-0.0011121+0.00039096i,-0.00055403-0.00048499i,-0.00099218-0.00019415i,-0.00088139+0.00030078i,-0.00073865+0.00010961i,-0.00066672-0.00027744i,-0.00074948-0.00056653i,-0.00062043-0.00042863i,0.00020717-2.2661e-05i,0.00047586-0.00038168i,-0.00024355-0.00089244i,-0.00065583-0.00028579i,-0.00016866+0.00024418i,0.00058423-3.0381e-05i,0.00032178+5.1379e-06i
-0.0028815-0.0029497i,-0.0032052-0.0013762i,-0.0052464+0.00019491i,-0.0046912+0.0014072i,-0.0016904+0.0011539i,0.00050545-0.00012751i,0.0007917-0.00062159i,0.00029751-0.00069879i,-0.00047035+0.00010681i,-0.00062905+0.0011977i,-0.00056934+0.0012191i,-0.00049674+0.00046975i,-0.00020957+0.00048548i,-0.00032955+0.00081275i,-0.000126+0.0011281i,-0.00077152+0.001169i,-0.00069284+0.00028312i,0.00039693-0.00032443i,0.00089741-0.00027734i,0.00053065-0.00018533i,0.00041732-0.00021789i,0.00052418+0.00017916i,-8.1171e-05+4.0142e-05i
0.00070171-0.00084479i,0.0011969+0.00020454i,0.0018191-0.00016144i,0.00018216-0.00094442i,-0.0015383+4.1458e-05i,-0.0020004+0.00083758i,-0.0010102+0.00048641i,3.7634e-05+0.00064307i,0.00042996+0.00039145i,0.00075022-0.00015654i,2.6473e-05+4.1252e-05i,0.00014754+0.00019761i,0.00049327+0.00066079i,-0.00025091+0.00073776i,-0.00039842+0.00098058i,-0.00095614+0.000947i,-0.00063419+0.00031118i,0.00027475+6.1931e-05i,-0.0001573+0.00049048i,-0.0002212+0.00033495i,0.0002603+0.00054124i,-4.8534e-05+0.00074299i,-0.00043612-0.00025431i
5.9209e-05+0.00056237i,-0.00060215+0.00062921i,-0.0010665+0.00038786i,-0.00073583+0.0001231i,-0.00025822+0.00017557i,0.0002365-0.0011768i,-0.00025564-0.0015006i,-0.00072049-0.00046371i,-0.000357+0.00034325i,6.1066e-05+0.00033959i,-0.00067309-9.8854e-05i,-0.001221-0.00039885i,-0.00037264-0.00061799i,0.0002989-0.00043941i,0.00014516-0.00030049i,4.8146e-05-0.00056749i,-0.00011428-0.00051586i,-2.4815e-05+0.00016757i,0.00032474+0.00086397i,0.00057257+0.00071299i,0.00058766+3.496e-05i,0.00047143-0.00037498i,-9.3069e-05-6.5811e-06i
0.00087364+0.0014531i,-4.3096e-05+0.0009404i,-0.00094264-0.00086824i,-0.001268-0.00096855i,-0.0010839-6.7791e-05i,-0.0010463+0.0002553i,-0.00063906+0.00058232i,0.00066902+0.00054117i,0.00075333+7.1888e-05i,0.00074001-0.00013283i,0.00065119-0.00010174i,-0.00047903+2.4155e-05i,-0.00092876+0.00014004i,-0.00027164-4.1912e-05i,0.00015842+0.00027664i,0.00022768+0.00050367i,-5.7439e-05+0.00028555i,-0.0007241+0.00011439i,-0.00043784+0.0003614i,-6.3949e-05+0.00046005i,-0.00024924+0.00019092i,2.7936e-05+0.00054254i,-0.00028519+0.00047852i
-0.00038096-0.0022394i,-0.0002945-0.0027396i,0.00010925-0.0016766i,0.00059129-0.00039308i,0.00034382+0.00067164i,0.0011839+0.00029768i,0.0013659-0.00046416i,0.00043526-0.00027487i,0.0004396+1.521e-05i,0.00033052+0.00034676i,0.00069937+0.0005816i,0.0010491+0.00070342i,7.9989e-05+0.00046571i,-0.0005125-0.00012679i,-0.00048413-0.00036475i,-0.0010385-0.00060232i,-0.00046438-0.00033382i,0.0003948+2.2209e-06i,0.00022272-0.00021577i,0.00021391+0.0002459i,0.00055682+0.00072417i,0.00089141+0.00070494i,0.00062066+0.00045i
-0.0010975-5.5608e-05i,-0.0010302+0.00033817i,-0.0017388+0.0011502i,-0.0027626+0.0012065i,-0.0022811+0.0010095i,-0.001472+0.0012311i,-0.0014046+0.00091769i,-0.0012568+0.00085126i,-0.00014308-3.6902e-05i,0.0012626-0.0004087i,0.0017603+8.3327e-05i,0.00076225-0.00017544i,0.00031783-0.00041304i,0.00065375+4.9792e-05i,0.00052102-0.00015879i,0.0006411-0.00021796i,0.0004403+9.2337e-05i,-0.00041024-0.00022696i,-0.0003003-0.00077802i,-0.00027515-0.0004231i,-0.00075671+9.3853e-05i,-0.00051986+0.00014887i,0.00021589+0.00094411i
0.00011111-0.00049661i,-0.00074395+0.00030492i,-0.0011435+0.0013459i,-0.0010809+0.00094886i,-0.00046368+0.00045188i,-0.00019797+0.00088371i,-0.00075142+0.00034308i,-0.00064308-7.465e-05i,-0.00015303+0.00024494i,-6.4686e-05+0.00019665i,-0.00033541-1.1365e-05i,0.00087789+0.00029561i,0.0015765-0.00012971i,0.00056521-0.00057287i,-0.00027846-0.00010011i,-0.0003022+0.00010959i,-0.00041219+0.00052223i,-0.00063451+0.0010571i,-0.00074324+0.0016699i,-0.00033067+0.0014482i,2.8999e-05+0.00043857i,-0.00053699+0.00027807i,-0.00059169+0.00052411i
0.0015072-0.00076284i,0.00087096-0.0014493i,0.00015135-0.0020967i,-0.0012672-0.0012204i,-0.0015272-0.00068287i,-0.0007245-0.0014785i,-0.00026381-0.0014484i,4.2246e-05-0.00062488i,0.0005116-0.00096096i,0.00040171-0.0015583i,-0.0004593-0.0011731i,-0.00070411+2.0266e-05i,-0.0010948+0.0011121i,-0.00087089+0.00024506i,-4.0872e-05-0.0005282i,6.8705e-05-0.00090293i,-0.00011348-0.0012504i,-0.00043687-0.00026069i,-2.5873e-05+0.00062149i,0.00030268+0.00091784i,-0.00018231+0.00038493i,-0.00074035-0.0001431i,-0.0011919+0.00033916i
0.0015587+0.00066332i,0.00026335+0.00077927i,-6.5596e-05+0.00031389i,-0.00073984+0.00042625i,-0.0011995+0.00080952i,-0.0010866+0.000555i,-0.0011435+0.00022669i,-0.0014308-4.3638e-05i,-0.00060245+0.00030798i,0.00031203+0.0010656i,0.00010036+0.00082395i,-0.00028917+0.00090384i,-6.1877e-06+0.0007442i,-3.0217e-05+0.00053548i,-0.00013997+0.0002083i,-0.00028212-0.00067335i,-0.00018423-0.00016978i,-0.00019526+0.001048i,-0.00072133+0.00078918i,-0.00074848-0.0003386i,-0.00077076-0.00084039i,-0.00096418-0.0010108i,-0.00051346-0.0008606i
0.00012134-0.0011025i,-0.0008232-0.0012892i,-0.0026347-0.000832i,-0.0034151+0.00034683i,-0.0015072+0.00099701i,2.7031e-05+0.00047039i,0.00019403-0.00073687i,0.00043145-0.0013539i,0.00041705-0.00028747i,-4.197e-05+0.00052766i,0.00010004-0.00021178i,0.00060143-0.00064058i,-0.00023759-0.00042388i,-0.00080147-0.00045586i,-0.00063325-0.00010528i,-5.5441e-05+0.00051532i,0.00021604+0.00074083i,0.00034705+0.00061942i,0.001055+0.00040756i,0.00076269-0.00025964i,-0.00023225-0.00012703i,-0.00083392+0.00019641i,-9.7517e-05+0.00053631i
0.00024704+0.0021914i,0.0002709+0.0037406i,0.00023727+0.0039059i,0.00050706+0.0022911i,-0.00018704+0.00096679i,-0.0012647+0.00066828i,-0.00228+0.00038395i,-0.0015888+0.00010301i,-4.6567e-05+5.2059e-05i,0.0008281-5.3937e-05i,0.0011575+0.00024558i,0.00094092+0.00033911i,0.00013527+0.00019757i,-0.00040041+0.00049027i,0.0004039-0.00015531i,0.00054369-0.0008387i,0.0001585-0.0001877i,4.2367e-05+0.00010242i,-5.4447e-05-0.00094859i,-0.00011545-0.0014447i,0.00010902-0.00028699i,0.00021943+0.00031074i,-0.00055233+0.00032032i
0.0033662-7.9046e-06i,0.0028645-0.00055561i,0.002012-0.0013122i,0.00077638-0.0010577i,-3.6454e-05-0.00032844i,-0.0004829+0.00042423i,0.00012403+0.00014419i,-0.00018602+4.6061e-05i,-0.00057007+0.00013746i,-0.00026967-0.00024007i,-0.00036626+0.00021562i,-0.00039382+0.00086659i,0.00023348+0.00064801i,3.7183e-06+0.00025201i,-5.3973e-05-0.00014556i,0.00010235-0.00056236i,0.00023015-0.00055655i,0.0006492-0.00034184i,0.00035011-0.0004847i,-0.00038493-0.00056257i,-0.0011325-0.00068276i,-0.00051518-0.00025789i,0.00036078+0.00023406i
-0.003097-0.0014383i,-0.0032261+0.00049019i,-0.0033477+0.0017405i,-0.0024207+0.0023404i,-0.00060791+0.0017805i,0.00068971+0.00050481i,0.00050661-0.00042405i,-0.00014951-0.0010144i,-0.00093824-0.00034426i,-0.00097978+0.00070175i,-0.00029785+0.00061939i,0.00026048+0.00058507i,0.0009199+0.0010383i,0.00080294+0.00061815i,0.0011294+0.00025707i,0.0014438+0.00053247i,0.00059054+0.00033184i,-8.2996e-05-3.7945e-05i,-0.00062324-4.8925e-06i,-0.00061122-0.00011001i,-0.00024707+0.00017397i,-0.00028739+0.0005471i,-8.3579e-05+0.00058656i
-0.00036783-0.0011847i,0.00026635-0.0012397i,-0.0012854-0.00012594i,-0.0013398+0.0015916i,-0.00011031+0.0018804i,0.00047837+0.00048751i,0.00032353-0.00061819i,-4.7385e-05-0.0009679i,0.00012158-0.00075044i,9.6607e-05-0.00016022i,7.9183e-05+0.00016936i,0.0001921-0.00051703i,0.00040911-0.00025082i,0.00044327+0.00053699i,9.2155e-05+0.0008732i,-0.00048884+0.00085768i,-0.00053578+0.00051948i,-8.8089e-06+0.00048153i,-0.00053259+0.00060497i,-0.0010312+0.00066369i,-0.00021578+0.00026298i,-0.00019365-0.00029106i,-0.00066737-0.00029742i
0.00085808+0.0012966i,-0.00040614+0.0012943i,-0.00096772+0.00098946i,-0.0011059+0.00066319i,-0.001637+0.00076905i,-0.0030685+0.00036405i,-0.0026068-0.001071i,-0.001578-0.00096045i,-0.00044042-0.00076153i,0.00039103-0.00079549i,-0.00045379-0.00037136i,-0.0012393-0.00010169i,-7.2566e-05-0.00014524i,0.0011527-0.00027604i,0.00051962-0.00024385i,-0.00012089-0.0006947i,-0.00039016-8.3171e-05i,-0.00073921+0.00088426i,-0.00077754+0.00011811i,-0.00056704-0.00065177i,-0.00032025-0.00094869i,0.00015414-0.00095072i,1.6594e-05-0.00028707i
-0.00027326+0.0005889i,0.0010399+0.00027454i,0.0018822+0.00034101i,0.00095901+8.1838e-06i,-9.1098e-05-0.00035569i,-1.3042e-05-0.00038369i,1.7366e-05-0.00052574i,-0.00080736-0.00018008i,-0.00073176-9.792e-06i,0.00045626+1.8312e-05i,0.00045682+0.00017634i,0.00011124-0.0009172i,-0.00038555-0.00065637i,-0.00066171-0.00026648i,-0.00022598-0.0010266i,-3.1861e-05-0.00093973i,0.0002187-1.1985e-05i,0.00046938+0.00046652i,0.00012914-4.3904e-05i,0.00016209-0.00071317i,-0.00027816-0.0006804i,-0.00070773-7.6864e-05i,-0.00036175+0.00012594i
-0.00046696-0.00022737i,-0.0016457+0.00074588i,-0.0029435+0.0015552i,-0.0022495+0.001973i,-0.0008446+0.00095754i,3.3559e-07-5.6932e-05i,0.00019809-0.00059869i,4.2236e-05-0.00017206i,-3.8792e-05+0.00053652i,-0.0004998+0.00061106i,-0.00061596+0.00061784i,0.000115+0.00075645i,0.00046684+0.00022411i,0.00019379-2.3943e-05i,-0.00015561+0.00059014i,7.7216e-05+0.00056694i,-0.00033758+0.00079329i,-0.00087761+0.0012108i,-0.00080052+0.00066406i,-0.00073284+0.00034051i,-0.00048705+0.00062315i,-0.00063356+0.00076121i,-0.00012282+0.0009491i
0.00024523+0.00016935i,0.00056103-0.00026046i,0.00097912-0.00059437i,0.00043123-1.5285e-05i,0.00085302+0.00026034i,0.001079-0.00099037i,0.00013853-0.0013024i,-0.000428-0.00025551i,-0.00062642+0.00044068i,-0.00067093+0.00027024i,-0.00023434-0.00012161i,7.8237e-05-0.00033346i,0.00018936-7.6211e-05i,0.00063708-0.00023637i,0.0011104-0.00077064i,0.00029225-0.00064715i,-0.0010854+0.00020545i,-0.0007112+0.0009066i,0.00038629+0.00056657i,0.00054638+0.00014165i,0.00043677+0.00013047i,0.00044459-0.00032444i,0.00049262+4.3449e-05i
