-0.002911+0.0011058i,-0.0025107+0.0015908i,-0.0021606+0.0035555i,-0.00072025+0.0030476i,0.00065339+0.0026496i,0.0012135+0.0030626i,0.00084157+0.0026201i,0.0013364+0.00083526i,0.0017971-0.000163i,0.00099592-0.00061007i,0.00068728-0.0010413i,0.00059094-0.0012322i,-0.0003695-0.00054509i,-0.00080134-0.00037264i,0.00082082-0.0011224i,0.00096199-0.0009553i,-0.000381-0.0003723i,-0.00034185-0.00019007i,0.00026108-0.00046235i,0.00061395-0.00041999i,0.0009398-0.00039158i,0.00068757-0.0007784i,0.00012702-0.00088661i
0.0010345+0.0002997i,0.0013525+0.00033542i,0.0022425+0.00041119i,0.0027039+0.00082015i,0.0020061+0.0012296i,0.0013994+0.001322i,0.0010035+0.0013585i,0.00011402+0.00090956i,-0.00054918-0.00010521i,-0.00046823-0.00059524i,-0.0001306-0.00074074i,-7.9506e-05-0.00011381i,0.00025844+0.00035159i,0.00091135+0.00055692i,0.00068884+0.00034729i,-0.00016945-2.9095e-05i,-0.00014154+0.00034004i,0.00013972+0.00098009i,-6.1507e-05+0.00061065i,-0.00025966-0.00011854i,-0.00070377-0.00079849i,-0.0002188-0.00064204i,0.00084701-0.00058666i
-0.0034233+0.001794i,-0.0023221+0.00311i,-0.0010266+0.0040791i,0.00026592+0.0033459i,0.0016928+0.0026264i,0.0024065+0.0019512i,0.0016279+0.00045246i,0.00087996-0.0010848i,0.0006752-0.0011477i,0.00063136-4.4052e-05i,0.00080392+0.00016427i,0.00056242-0.00017879i,0.00059784-0.00010501i,0.00099897-0.00037364i,0.0010634-0.00073599i,0.0014368-0.0010815i,0.00063115-0.00095941i,-0.0009505-5.3122e-05i,-0.00097029-0.00019084i,-0.00032221-0.00093107i,0.00042946-0.00060087i,0.00039164+3.7371e-05i,0.00028904+0.00036259i
-0.0018735+0.0013833i,-0.00092541+0.0025124i,0.00074242+0.0038979i,0.0019953+0.0033143i,0.0027536+0.0017292i,0.0028788-6.4825e-05i,0.0020419-0.0012308i,0.00099362-0.001309i,9.1409e-05-0.00072587i,0.0001776+0.00023524i,4.2401e-05-5.4725e-05i,-0.00023874-0.00014793i,-7.8667e-05-9.6117e-05i,-6.2577e-05-0.00071935i,-0.00018085-0.0010548i,-0.00022017-0.00072254i,0.00016472-0.0004252i,0.0001662+5.7954e-05i,-0.00025345+0.00053308i,-0.00029209+0.00032718i,-1.5158e-05+0.00012766i,0.00014427+0.00021603i,-0.00016568+0.00055022i
0.0023882-0.0022638i,0.0028017-0.0028469i,0.0025213-0.0026632i,0.0022423-0.0010854i,0.0015293+0.00020055i,0.00090413-4.2047e-05i,0.00049298-6.9283e-05i,0.00021464+0.00026385i,7.0932e-05+0.00066181i,-2.5326e-05+0.00082894i,0.00010764+0.00084315i,-0.00038654+0.00025518i,-0.00021745-0.00057908i,0.00022828-0.00083208i,0.00017854-0.00055207i,-2.905e-06-0.00032081i,-0.00047536-0.00041398i,-0.00052093-4.2535e-05i,3.9745e-05+0.00041419i,0.00014076+0.00016787i,0.00016788-0.00030724i,3.9649e-05-0.00042296i,-0.00078575+0.00021078i
-0.0036178+0.0018722i,-0.0026432+0.0031213i,0.00013862+0.0036698i,0.0021957+0.0042931i,0.0026939+0.0031897i,0.0031319+0.0015736i,0.0025962+9.7999e-07i,0.0014455-0.0010963i,0.00050835-0.00044285i,-3.258e-06+0.00040639i,-0.00050805+7.1676e-05i,-0.00068073-9.8924e-05i,-6.1453e-05-0.00028742i,0.00054258-0.0008518i,0.00028089-0.0013355i,0.00016589-0.0011941i,0.00049736-0.00026542i,6.6026e-05+8.0653e-05i,-0.00032756-0.00079508i,-0.00034397-0.00098854i,-0.00071559-0.00067455i,-0.00030452-0.0006991i,0.00033977-0.0010281i
-0.0023019+7.5215e-05i,-0.0011545+0.0012018i,0.001051+0.0026058i,0.0018241+0.0016489i,0.0025028+0.00051601i,0.0018867+0.00047983i,0.0005188+7.758e-06i,-0.00013255-0.00075051i,6.7198e-05-0.00097199i,0.00027088-0.00081714i,-0.00018088-0.00015962i,-0.00036635-0.00064732i,0.00043137-0.0015374i,0.00090591-0.0015247i,0.00013521-0.0011196i,8.1896e-05-0.0012281i,0.00032153-0.00038946i,1.4934e-05-6.3861e-06i,-0.00016256-0.00024912i,-0.00026489-0.00058712i,-0.00012332-0.00055571i,-3.3068e-06+0.0001921i,-0.00010897+0.00038464i
0.00048671+0.00080513i,0.00039852+0.00051355i,0.00026053+0.00062448i,0.0013518+0.0010275i,0.0027459+0.0006849i,0.0039874-0.00018406i,0.0033487+0.00024483i,0.001655-0.00020942i,0.0011876-0.00075146i,0.00082945-0.00068239i,0.00094007-0.00081613i,0.001155-0.00060908i,0.0006298-9.9097e-05i,-0.00024255-0.00033375i,-0.00025362-0.00041729i,0.00091206+0.0001845i,0.00093302+0.00031673i,-0.00019184+0.00019012i,-0.00040518-7.8118e-05i,-0.00014331+7.8096e-05i,0.00021915+0.00052888i,0.00016339+0.00081699i,0.00031402+0.00029908i
0.00041757+0.0036821i,0.0027227+0.0041009i,0.0042233+0.0027997i,0.0047145+0.0016869i,0.0039123+0.00050115i,0.0025231+4.5857e-05i,0.0011386+0.00014457i,8.261e-05+5.9315e-05i,-0.0005756+0.00031732i,-0.00034788-0.00045015i,0.00072009-0.0012125i,0.0009354-0.00072067i,6.8162e-06-0.00026386i,-2.1316e-05-0.00079193i,0.0010103-0.0014394i,0.0014635-0.0010553i,0.0010508+0.00012584i,6.5191e-05+0.00045109i,5.9527e-05-0.00057161i,8.9927e-05-0.0005534i,-0.00048268+5.5066e-06i,-0.00069144+0.00065379i,-0.00070411+0.00079597i
-0.00066177-0.00030024i,-0.0015151-0.00078385i,-0.00081281+6.2724e-05i,8.4343e-05+0.00049448i,0.00060449+0.00079233i,0.0015172+0.00081547i,0.0011676-0.00059338i,7.5832e-05-0.00096564i,-0.0003042+0.00018287i,0.00042327+0.00039322i,0.0008804+8.983e-05i,0.00081138+0.00019593i,0.0007502+0.0002504i,0.00058854+0.00013895i,0.00078258-0.00041817i,-0.00027382-0.00084791i,-0.0017952-0.00065667i,-0.001001-5.2927e-05i,-0.0003774+0.00035771i,-0.00015524+0.00042157i,0.00016992+0.00014393i,-8.3833e-05+8.3438e-05i,-0.00023756+7.3273e-05i
0.00031776-0.00040347i,0.00093388+0.00020841i,0.00036802+0.00027576i,0.00075911+0.0004878i,0.0023055+0.0011666i,0.0029695+0.0015313i,0.0023374+0.001174i,0.0011768+5.2844e-06i,0.00046578-0.00043164i,-8.6937e-06+0.00052342i,-0.00035552+0.00076994i,0.00043428+0.00012104i,0.0012589-0.00046027i,0.0011119-0.00012204i,0.00098215-0.00023596i,0.00054178-0.00035401i,0.00023695+7.9105e-05i,0.00021039-0.00041202i,0.00039035-0.0006033i,4.754e-05-0.00023249i,-0.00033033-0.00011373i,-0.00015154+7.5936e-05i,7.075e-05+0.00048586i
-0.0014821-0.00070322i,-0.00067998+0.00049178i,-0.00036133+0.00049286i,0.0010344+0.0013131i,0.0023804+0.0023327i,0.0022404+0.0028201i,0.00096069+0.0018123i,-5.2191e-06-1.4918e-05i,0.00025544-0.00084751i,0.0003523-0.00048662i,0.00027184+3.4169e-05i,0.00024573-5.764e-05i,0.00053033-5.3374e-05i,0.0012186-0.00029546i,0.00077346-0.00040312i,0.00025044-0.0006334i,0.0001965-0.00014639i,-0.00027569+0.00033316i,-0.00015145+0.00021848i,0.00072525-0.00020442i,0.00045725-0.00021767i,-0.000587+0.00029795i,-0.0011381+8.9379e-05i
-0.00092478-0.0010765i,-0.0011949+2.3913e-05i,2.4774e-05+0.0017044i,0.0023846+0.0022865i,0.002779+0.0015893i,0.0026938+3.773e-05i,0.0017651-0.00092966i,0.00023348-0.00077502i,-0.00052771-0.0005245i,-0.00036754+0.00036046i,0.00034299+0.0010015i,0.00042761+0.00056511i,0.00012833+8.2363e-05i,1.8375e-05-6.9286e-05i,0.00051283-0.00012778i,0.00044381-0.00031641i,-0.00041106-0.00093021i,-0.00060495-0.0014499i,0.0001811-0.0015778i,0.00013542-0.0011916i,-0.00096535-0.00088164i,-0.00066788-3.0951e-05i,0.00041518+0.0010364i
-0.0017492+0.0014098i,-0.0007477+0.0030037i,0.0016752+0.0025877i,0.0029277+0.0017644i,0.0035639+0.0013381i,0.0039584+0.00090833i,0.0028689-0.00013824i,0.0011106-0.0013452i,0.00070698-0.0011343i,0.00081528+0.0002443i,0.00033848+0.00069149i,0.00025898+0.00054443i,0.0007128-0.00021885i,0.00030979-0.0011663i,-0.00031762-0.00064867i,0.00017999+4.549e-06i,0.00023095+0.00031344i,-0.00045028-6.6237e-05i,-0.00054955-0.00029903i,-0.00019148-0.00041816i,-6.3749e-06-0.00044641i,-5.7971e-05-0.00017119i,-0.00026887+0.00011095i
0.00025949-0.0012763i,-0.0015737+0.0002717i,-0.0017614+0.00061138i,9.4231e-06+0.0010239i,0.00057266+0.0019318i,0.00075402+0.0023101i,0.0009701+0.0010131i,0.00094463-0.00042234i,0.00023609-0.00060489i,-0.00042289-3.6262e-05i,-0.00080258-0.00037322i,3.2136e-05-6.2142e-05i,0.0015587+0.00053142i,0.0014595+0.00047802i,0.00083131+0.00030214i,0.0012695+4.7571e-05i,0.0015351-5.612e-06i,0.0015655+0.00043454i,0.0011017+0.00048618i,0.00039216+9.5875e-05i,-0.00033402-9.4547e-05i,-0.00041155+5.2251e-05i,0.00010705-6.9242e-05i
0.0022984+0.0013563i,0.0020681+0.0001684i,0.0028833-0.00058446i,0.0031115-0.0014448i,0.0028212-0.00064999i,0.0013838+0.00019776i,0.00012323+0.00023338i,0.00017201+0.00064682i,0.00050859+0.00056378i,0.00031568-8.1035e-05i,0.00012396-0.00045113i,-3.1003e-05-0.00036126i,-0.00039658+0.00073276i,-0.00066518+0.00076214i,-0.00079613-0.00034973i,-0.00028137-0.00087412i,0.00034681-0.00049667i,0.00027976-0.00011871i,0.00023865+0.00019914i,0.00032449+0.00032722i,1.2342e-05+0.00018566i,-0.00022689+0.00044012i,-0.00011827+0.00063803i
-0.001093+0.0018429i,-0.00058056+0.0015271i,0.000705+0.0012277i,0.0025767+0.00099307i,0.0021548-3.7777e-05i,0.001286-0.00085707i,0.0011313-0.00038847i,0.00071141-3.0346e-06i,-9.1968e-05+0.00034331i,0.00050565+0.00088177i,0.0017488+0.0005708i,0.0017462+0.00027205i,0.0006509+0.00031136i,3.2535e-05+3.979e-05i,-0.00056276-0.00018894i,-0.00022027-0.00036881i,-0.00019183-0.00049248i,-0.00091304-0.00067337i,-0.00057504-0.0012242i,0.00019877-0.0005003i,0.00062292-0.00023197i,-5.7863e-05-0.00077266i,-0.00039364-0.00091996i
4.6901e-05-0.0012807i,-4.8757e-06-0.0012151i,0.00065184-0.0017447i,0.0011881-0.0013083i,0.0018514+6.989e-05i,0.0016797+0.00065434i,0.0018056+0.00060296i,0.0018104+0.00025823i,0.0015775+0.00015277i,0.00036782+0.00034023i,-0.00011004+0.0001665i,0.00072758-0.00044142i,0.00023265-0.00015165i,-0.00016526+0.00043239i,-0.00043038+0.00013489i,-0.00054324-0.0009039i,0.00023043-0.0016242i,0.00042912-0.0011603i,0.00073115-0.0002725i,0.00072172-0.00018448i,0.00025202-0.00017019i,0.00015598-2.6946e-05i,0.00030574-0.00030316i
0.0019817+0.00089484i,0.002068+0.00052216i,0.0032307+0.00071345i,0.0031428+0.001128i,0.0026589+0.0012961i,0.0018714+0.0012615i,0.0015574+0.0004814i,0.00086887+0.00022048i,-5.1043e-07-0.00024678i,-0.00032547-0.00094907i,-0.00040974-0.00065331i,8.3399e-05-2.41e-05i,0.00041906+0.00056422i,0.00037357+0.0008728i,0.00058055+0.00068176i,0.00066906+0.00057313i,0.0002842+0.00034713i,0.00028361-0.00044845i,0.00044967-0.0008581i,0.00037824-0.00064393i,-0.00066645-0.00060614i,-0.0011888-0.00033883i,-0.00040365+0.00023099i
0.0018047+0.00012723i,0.0023265+0.00054461i,0.0024737-0.00045668i,0.0020306-0.00085677i,0.0019318-0.00047295i,0.001606+0.00022027i,0.001136+0.001041i,0.00069765+0.00078351i,0.00031203+0.00021671i,-0.00048681-3.2143e-05i,-0.00052286+1.1186e-05i,0.00023839+0.00030763i,0.00017009+0.00076845i,-0.00043468+0.00030491i,-0.00093658-0.00010286i,-0.0010024+0.00010866i,-5.8789e-05-0.00010924i,0.00084644-0.00052054i,0.00069988-0.00042504i,4.5286e-05-0.00047148i,0.00018064-0.00040841i,0.00074671+6.4225e-05i,0.00036223+0.00030854i
-0.00033357+0.00030949i,-0.00049154+0.0016475i,0.0001831+0.0025127i,0.0010197+0.0026342i,0.0022698+0.0016032i,0.0029431+0.00051867i,0.0019744+1.2645e-05i,0.0010252-0.00033328i,0.00018022+0.00011613i,-0.00020643+0.0011567i,0.00029309+0.0013965i,0.00030125+0.0008818i,-0.0001568+0.0001654i,0.00061431+0.00017691i,0.00077986+0.00045971i,-3.2091e-06-7.7932e-05i,-0.00025196-0.00063118i,-0.00040875-0.0013332i,-0.00084388-0.0012756i,-0.0004038-0.0009099i,0.00027099-0.00060142i,4.1182e-05+0.00020988i,-9.2053e-05+0.00019395i
0.0016083+0.001663i,0.0018686+0.0018336i,0.0017332+0.00051119i,0.0016464+9.8999e-06i,0.0014907+0.00048213i,0.0017075+0.0014484i,0.0014737+0.0011375i,0.00024341-0.00022463i,-0.00026614-0.00049214i,-0.00048-0.00023946i,-0.00056604-0.00015291i,-3.0089e-05+7.1027e-05i,1.4652e-05-4.2129e-05i,6.1294e-05+0.00055716i,-0.00042331+0.00046822i,-0.001269-0.00088601i,-0.001157-0.00077889i,-0.00051523-0.0004467i,0.0001245-7.9838e-05i,0.00032747-0.00036081i,0.00010705-0.0011815i,6.3925e-06-0.0011643i,-6.8077e-05-0.00054918i
-0.0014969-0.0016894i,-0.0022351-0.0013884i,-0.0010934+0.00036319i,0.0005834+0.0012649i,0.0013048+0.00096031i,0.0019007+0.00055754i,0.0017806-0.00027124i,0.0004701-0.00070983i,-0.00048223-0.00092089i,-0.00034362-0.00091999i,0.0004428+9.9165e-05i,0.00065921+0.0011091i,-9.333e-05+0.00096096i,-0.00021246+0.00046689i,9.7435e-05+2.1179e-05i,0.00024153+0.00038125i,-0.00016134+0.00044127i,0.00023598-0.00087814i,0.00084517-0.0011141i,0.00072932+0.00014417i,5.9927e-05+0.00031502i,-0.00010006-0.00046287i,0.00057607-0.00061644i
0.00092291-0.00086442i,0.000966-0.0008836i,0.00099301-0.00086686i,0.0011015+0.00035437i,0.0021527+0.0010416i,0.0030648+0.00013621i,0.0023494-3.6232e-05i,0.00094627-2.8587e-05i,0.00032416-0.00070825i,0.00063892-0.00072516i,0.00072168-0.00032861i,0.00049072+0.00011449i,0.00061441-9.0812e-05i,0.00064243-0.00041966i,0.0005963-0.00020694i,0.00041936-0.00022846i,2.8351e-05-0.00032751i,-0.00019179-0.00027763i,-0.00029813-0.00066049i,-0.00029281-0.00026731i,-0.00013009+0.00063015i,-0.00020288+0.00068i,2.7716e-05-0.00043845i
-0.00075903+0.0026973i,0.0009364+0.0022072i,0.0023926+0.0012671i,0.0025292+0.00036575i,0.0019615+0.00019008i,0.0013808+0.0012073i,0.00030704+0.0013657i,-0.00089054+0.00026018i,-0.00087514-0.00084048i,-1.6367e-05-0.0010086i,0.00061583-0.00077169i,0.00028786-0.00030059i,-0.00034159+0.00020885i,-0.00030857+0.00094845i,0.00036743+0.00097287i,0.0012274+0.00012654i,0.0010099-0.0002624i,0.00089496+2.0356e-05i,0.0012056-0.00013898i,0.00089553-0.00044716i,0.0005624-0.00047653i,1.3378e-05-0.0011968i,-0.00025365-0.0010993i
-0.0023732-0.0013349i,-0.00054733-0.00067342i,0.0013507+0.0013271i,0.0020472+0.0024878i,0.0028526+0.0015753i,0.0023125-0.00030344i,0.001668-0.00069188i,0.0007564-0.00035401i,0.0003867+6.7541e-05i,0.0013387+0.00028676i,0.0009833-0.00026969i,0.00016501+4.5519e-05i,-0.00021583+5.1449e-05i,-0.0004669-0.00076185i,-0.00054951-0.0015315i,5.8178e-05-0.0014381i,0.00082678-0.0004305i,0.00081678-0.00012231i,0.00042284-0.00034174i,6.4218e-05-4.2683e-05i,0.00033011-3.9215e-05i,0.00092979+3.6302e-05i,0.00043157+0.0010926i
0.0016116+0.0028611i,0.0026318+0.0029337i,0.0041227+0.0019965i,0.0045537+0.00045412i,0.0033222-0.00056864i,0.00095593-0.00094288i,-0.00088104-0.00087115i,-0.001171-0.0004635i,9.7567e-05+0.00029212i,0.00050151+0.00027273i,2.831e-05-0.00026314i,-0.0004331-0.00083829i,2.4141e-05-0.00024666i,0.00038206+0.00091996i,-8.3175e-06-0.00057676i,-0.00036932-0.0013922i,-0.00017806-0.00069457i,8.9823e-05-0.00031984i,0.00047494-6.0341e-05i,0.000719+0.00017773i,0.00088403-0.00010683i,0.00076453+0.0001985i,-0.00010492+0.00057863i
-0.0012491+0.0018007i,-0.00083906+0.0014482i,0.0011114+0.0031941i,0.0027058+0.0039212i,0.0028515+0.0026873i,0.0019761+0.0016925i,0.00087952+0.0010202i,0.00054936+0.0002536i,0.0007881-0.00020301i,0.00090729-0.00042506i,0.00026925-0.00074899i,-0.00027416-0.00092123i,-0.00028304-0.00076311i,-0.00037614-0.00045519i,-0.00062874-0.00065439i,-0.00031097-0.00058741i,0.00023213-0.00067248i,-9.3797e-05-0.0010302i,-0.0004012-0.00030929i,-0.00024016+0.00024397i,0.00022525+0.00021885i,-5.7736e-05+9.0803e-05i,-0.00030771-0.0002159i
-0.00034649+0.0011916i,6.8815e-05+0.0027881i,-0.00029594+0.0016303i,0.00037527+0.0013499i,0.0016113+0.0012971i,0.0023698+0.00026512i,0.0022474-6.6099e-05i,0.00097498+0.00037622i,-0.00011328+0.00082043i,-0.00012304+0.0007308i,-0.00014735+6.8774e-06i,-0.00016204+0.00043058i,0.00013262+0.00039926i,0.00045715-0.00022413i,0.0006481-1.9784e-05i,7.4018e-05-0.00074468i,-0.00018031-0.0011839i,0.0002882-0.00082961i,0.00017356-0.00031292i,-7.2408e-05+0.00014282i,0.00014655+0.00046347i,0.00036043+4.5741e-05i,0.00010245-4.1287e-05i
-0.001519+0.00025921i,-0.0020817+0.00034043i,-0.00046813+0.00031465i,0.00063041+0.0011004i,0.00044044+0.0012974i,0.00030248+0.0012236i,6.1068e-05+0.0014307i,-0.00024943+0.00098209i,0.00067733+0.00018735i,0.0011052-0.00030875i,0.00035594-0.00070746i,-0.00044671-0.00071747i,-0.00039285-0.00049877i,-0.00067018-0.00024443i,-0.0017742-0.00054389i,-0.0013675-0.0012856i,-0.00011613-0.001201i,0.00063516-0.00033981i,0.00056696-0.00037326i,-0.00011815-0.00029863i,0.0003577+0.00049853i,0.00083166+0.00048258i,0.00063095+0.00017465i
-5.4563e-05-0.0003825i,0.00024464+0.00073807i,0.0015793+0.001872i,0.0024322+0.0023521i,0.0029488+0.0021302i,0.0029973+0.00099998i,0.0015915+0.00016779i,0.00024982-0.001081i,-0.00013922-0.0011422i,-0.00045735-0.00013872i,-0.00028165+3.8846e-05i,0.00060893-7.2261e-06i,0.0009378-9.3012e-05i,0.00089737-0.00086529i,0.0007656-0.00091034i,0.00053247-0.00055794i,0.00010473-0.00086619i,0.0002904-0.0010445i,0.00074278-0.0010703i,-3.8666e-05-0.0008571i,-0.00061605-0.00074175i,0.0001883-0.00069254i,0.00046893-0.00038421i
0.00028181+0.0013414i,0.00012291+0.00098015i,0.0020519+0.0015269i,0.0028865+0.0011766i,0.002268+0.00048329i,0.0015543+0.00053365i,0.00092409+0.00064148i,0.00045698+0.00037767i,0.00042856+0.00053616i,0.00018645+0.00015825i,6.3694e-06-0.0013904i,-0.00045886-0.0018469i,-0.00034633-0.00069259i,-0.00021469+0.00038923i,-0.00015625-0.00014695i,3.7209e-05-0.00086756i,5.296e-06-0.00054045i,3.8317e-05-0.00029687i,-4.3856e-05-0.00010947i,-0.00043349+0.00061563i,-0.00061955+0.0010517i,-0.00025375+0.00086694i,-0.00012929+4.6085e-05i
0.00013997+0.0013295i,0.00043517+0.0023525i,0.0010725+0.0037293i,0.0017715+0.0047194i,0.0028686+0.003528i,0.003299+0.0017653i,0.0025845+0.00087344i,0.0012004+0.00033884i,-0.00052322-0.00022689i,-0.0012964-0.0004683i,-0.00065416-0.00018786i,-0.00045596-0.00012771i,-0.0005859+0.00041848i,-0.00018926+0.00046333i,0.00040354-1.4248e-05i,0.00071583+0.00023612i,0.00065124+0.00090612i,0.00027395+0.0010589i,-3.5162e-05+0.00048835i,0.00089324-0.00041588i,0.00105-4.2933e-05i,0.00085234-3.5628e-05i,0.00052012-0.00050906i
-0.00099162+7.8088e-05i,-0.00022804+0.0008662i,0.00067636+0.0012746i,0.0013283+0.00098743i,0.0015964+0.00069323i,0.0010364-0.00036417i,0.00097043-0.0005251i,0.0012393+0.00043911i,0.00089551+0.00039476i,-6.4821e-05+0.00016444i,-0.00048765-0.0002896i,0.00014625-0.00091883i,0.00020682-0.00078769i,4.7134e-05+3.8553e-05i,-9.003e-05-0.00038091i,-0.00058563-0.000651i,-0.0007596+0.0001598i,-0.00059971+0.00049986i,-0.00018255+0.00023421i,0.00045354+0.00061384i,0.00072784+0.00066177i,0.00075267+0.00044937i,0.00047016+0.00079076i
-0.0014538+0.0024001i,2.3139e-05+0.0019569i,0.00071499+0.0028657i,0.0022898+0.0031528i,0.0042191+0.0018507i,0.0036733+0.00060984i,0.0015838-0.00033214i,0.00036693-0.0012515i,3.1443e-05-0.0007822i,2.3566e-05-0.00054121i,0.00022108-0.00075794i,0.00061324-0.00044799i,3.2399e-05-0.0015285i,-0.00098317-0.0023413i,-0.00058689-0.0017551i,0.00023201-0.0011023i,0.00010653-0.00017697i,-0.00042745+0.00016814i,-0.00031751+0.00013933i,-1.8272e-07-0.00043459i,-0.00019426-0.00094435i,-0.00067359-0.00045882i,-0.0011245+0.00019353i
-0.0014267+0.0017082i,-0.00077686+0.0018429i,0.00038326+0.0017828i,0.0014161+0.0014382i,0.0019972+0.0011413i,0.0022817+0.00060422i,0.000761+0.00047708i,-0.00062283+0.00012625i,-0.00081337+7.0499e-06i,-0.00029128+0.00019054i,0.00012077+0.00016654i,0.00044911-3.4565e-05i,0.00088164-0.00073495i,0.00045952-0.00088306i,-8.1132e-06-0.00075997i,0.00030719-0.00097472i,0.00029034-0.00074804i,-1.5011e-05-0.00037912i,-0.00060101-0.00020905i,-0.0010544+0.00024754i,-0.0012287+0.00036315i,-0.0009078+0.00021083i,-0.00064832+0.000315i
-0.0032349-0.00035156i,-0.001875+0.00051628i,-0.00067768+0.0015484i,0.0013822+0.0029517i,0.0033591+0.0035043i,0.0034556+0.0023347i,0.0024176+0.00045724i,0.0013538-0.00048847i,0.00042427-0.0010732i,-8.6628e-05-0.0011921i,8.2672e-05-0.00068605i,3.6512e-05-0.00084348i,0.00031875-0.0012504i,0.0011202-0.00091734i,0.0011261-0.00038756i,0.00065291-0.00024273i,-0.00010465-0.00042841i,-0.0003816-0.0007669i,-5.5476e-06-0.00038764i,-0.00057723-0.00024926i,-0.0012122-0.00035923i,-0.00052291+0.00012543i,0.00087063+0.00062198i
0.0010889+0.0018968i,0.001739+0.0021216i,0.0028609+0.0018579i,0.003409+0.0010249i,0.0025771+0.00032063i,0.00084776-0.00054772i,0.00039757-0.00062358i,0.0010258-0.0001033i,7.0221e-05+0.0003999i,-0.0011954+0.0006652i,-0.0010819+0.00025384i,-0.00067673+0.00064493i,-0.00021659+0.00041143i,0.00025499-8.092e-05i,0.00018432-0.00017157i,-0.00029554+0.00024035i,-0.00018384+0.00022728i,-0.00012423-3.5828e-05i,0.00010431-0.00036557i,0.00036688-0.00063206i,0.00040319-0.00034471i,-4.2752e-05+2.0579e-05i,-0.00021048+0.00011024i
-0.00098364+0.00060715i,-0.0010619+0.00030495i,0.0004679+0.00029983i,0.0019935+0.00075565i,0.0023281+0.0014695i,0.0025052+0.0019223i,0.0019599+0.0014325i,0.0012483+0.00021423i,0.00056613-0.00077505i,-0.00053793-0.00060638i,-0.00042351-0.00017737i,-7.6263e-05-2.0418e-05i,0.00025773+0.00023797i,5.5885e-06+0.000453i,-0.00051784+0.00041347i,-0.00038394+0.00017317i,0.0001139-0.00055102i,0.00060676-0.0011959i,0.00091092-0.0012192i,0.00054846-0.0010732i,-1.3052e-05-0.00078648i,0.00041513+1.0698e-05i,0.00028184+0.00052148i
-3.5832e-05+0.0010916i,-0.00016563+0.0019799i,0.00054027+0.0021239i,0.0024965+0.0010257i,0.0033921+0.0011383i,0.001829+0.00065067i,0.00084463-0.0003374i,0.00057438-0.00079686i,0.00034682-0.0012922i,0.00068218-0.0015037i,0.0001921-0.0015655i,-0.00034574-0.00047815i,-0.00039064+0.00058001i,-0.00017724-0.00024766i,0.00027096-0.00072135i,0.00014536-1.6283e-05i,-0.00078524+0.00086754i,-0.0010148+0.00076812i,-0.00055458-6.1248e-05i,0.00065707-0.00011612i,0.0010153+0.00058507i,3.0907e-05+0.00065242i,3.5795e-05+0.00023457i
-0.00074419-0.00036205i,7.9938e-05+0.00051054i,0.0013133+0.00071982i,0.00119+0.0010498i,0.0011641+0.0012519i,0.0015495+0.0013991i,0.00078022+0.00063007i,-0.00027662-0.00073042i,-0.00086817-0.00075875i,-0.0011581+0.00013151i,-0.00034609-0.0001377i,-0.00036673-0.00010095i,5.1906e-05+0.00040032i,0.00066722-3.0096e-05i,0.0011125-0.00032113i,0.0011251+0.00011969i,-9.0002e-05+0.00033792i,-0.00052609-7.7634e-05i,0.00014115-0.00047677i,0.0005849-0.00024827i,0.0006506-1.2037e-05i,0.00026612+7.8257e-05i,0.00046082+0.00029133i
-5.813e-05-0.00047627i,8.2004e-05-0.00081458i,0.00070397-0.0005719i,0.00086931+0.00017546i,0.00071329+0.0014234i,0.00046014+0.0018082i,0.0013375+0.00026393i,0.001802-0.0003571i,0.0011543-1.1308e-05i,0.00063263-0.00017757i,-8.5523e-05-1.606e-05i,0.00014765+0.00080793i,0.00074643+0.0013568i,0.00030567+0.00098582i,-0.0002221+8.6182e-05i,0.00015133-0.00012881i,0.00011368+5.7492e-06i,-0.00019566+9.7362e-05i,0.00025333+0.00030117i,0.00094977+0.00053864i,0.0009142+0.00010443i,1.0593e-05-0.000492i,-0.00016705-0.0012986i
-0.0027047+0.0012644i,-0.0018468+0.0025189i,0.00030056+0.0034532i,0.0026112+0.0032046i,0.0031956+0.0026306i,0.0024052+0.0014349i,0.0018658+0.00053643i,0.00062429-0.00015063i,-0.00016884-0.00097402i,0.00021203-0.0010802i,0.00015617-0.00034224i,0.00031994-0.0008561i,0.00036034-0.00090723i,0.00011875-0.00018709i,-0.00014189-0.00089084i,-0.00026062-0.00065335i,-0.00042402+4.6134e-05i,-0.00049588+6.9762e-05i,-0.00012491-1.1937e-05i,0.00069449-0.00037773i,0.0013989+0.00023798i,0.0010572+0.00132i,0.00025083+0.0011422i
0.00058786+0.00022098i,0.00079121-8.9451e-05i,0.0012241-0.00023451i,0.0020163-0.00036599i,0.0023081-0.00015461i,0.002309+0.00028279i,0.0015835+4.4836e-05i,0.00036795-0.00069652i,0.00042154-0.0013524i,0.00037568-0.0012127i,-0.00048996-0.0005947i,-0.00049718-0.00036223i,0.0006002-0.00010276i,0.0007724+0.00036685i,-2.7497e-06+0.00051096i,2.4404e-05+0.00053519i,-0.00025499+0.00023436i,-0.00062771+0.00067915i,-0.00051243+0.00043961i,-0.00024067-0.00056017i,9.6113e-05-0.00059111i,-0.00038828-0.00021053i,-0.00038694+4.3002e-05i
