-0.0023873-0.00088321i,-0.0011667-0.00072983i,-0.0021589-2.4334e-05i,-0.0022385+0.00027271i,-0.0021447+0.00013493i,-0.0018811+8.6046e-05i,-0.00076606-5.2555e-05i,0.00070746+0.00051618i,0.0012525+0.00082342i,0.0014584+0.0011881i,0.0020137+0.0007375i,0.0012863-0.00052432i,0.00022816-0.00085783i,5.2383e-06-0.00049292i,-0.00017519-3.3935e-05i,-0.00038328+0.00078354i,-0.00048782+0.00053662i,0.00030007-0.00022688i,0.00071146+0.00018739i,0.00026289+0.00020902i,0.00063974+0.00014099i,0.00071313-0.00010173i,0.00030785+0.00025133i
-0.00077098-0.00015132i,-0.00017223-0.0003294i,-0.00047762+0.00033337i,-0.00099435-1.528e-05i,7.0855e-05-0.00050101i,0.0010333-0.00033676i,0.00081848-0.00063676i,0.00030923-0.00092182i,9.3096e-05-0.0010933i,-0.00026349-0.00096445i,-9.645e-05-0.00034122i,0.0004955-0.00026585i,0.00048338-0.00069344i,0.00044748-0.0002989i,0.00077555-1.3775e-05i,0.00082242+0.00013818i,3.4027e-05+0.0014255i,-0.0005438+0.0011259i,-0.00061883+0.00024568i,-0.00035305+0.00042503i,-0.0009888+0.00013028i,-0.0014033-0.0007346i,-0.00080166-0.00054444i
0.00065693-0.00067498i,0.0018778-0.0019342i,0.0029109-0.0022038i,0.0022494-0.0015601i,0.00081265-0.00075043i,-0.0005595-0.00017117i,-0.00079847-0.00054428i,-0.0010873-0.001276i,-0.00071266-0.001134i,0.00033492-0.00052062i,0.00040346-2.3276e-05i,0.00031005+0.00036068i,0.00067349+0.00091497i,0.00055145+0.0010695i,0.00063266+0.00060115i,0.0010043+0.00014081i,0.0013452+0.00033497i,0.0012571-1.5994e-05i,0.001414-0.0002679i,0.0011526-0.00025377i,-0.00049364+8.0531e-06i,-0.0012991+0.00085771i,-0.00062945+0.00028511i
-0.00071017+0.0013073i,-0.00064998+0.0014263i,-0.00045824+0.0012802i,0.00042765+0.0012691i,0.00073188+0.00067603i,0.00072527+0.00027425i,0.00058641+0.00036416i,0.00014646+0.00012405i,-0.00027905-0.00039528i,-0.00011548-0.0006369i,0.00029195+2.0808e-05i,0.00050505+0.00028051i,0.00059326+3.0205e-06i,0.00048811+0.00033798i,0.0006967+0.00060867i,0.00038378+0.00075872i,-8.925e-05+0.0011273i,0.00016111+0.00071997i,0.00029873+0.0001147i,0.00055977-8.4373e-05i,0.00059223+0.00059267i,0.0003516+0.0011662i,-9.5083e-05+0.0003818i
0.0018213-3.6061e-05i,0.00095709-0.00020362i,0.0015767-0.00022513i,0.0019564-0.0012051i,0.0014978-0.0014973i,-1.3985e-05-0.0010204i,-0.00082738-0.0011139i,-0.00034295-0.00092532i,0.00021152-0.0003124i,0.00072416-0.00058535i,0.00026299-0.0010831i,-4.7838e-05-0.0013895i,0.00023607-0.0014758i,-0.0002378-0.0010479i,-1.1377e-05-0.0001655i,0.00027591+0.00054222i,0.00014919+0.0010174i,0.00028692+0.00077358i,6.7254e-06-5.1216e-05i,-0.00050163+0.00022069i,-0.00090188+0.00070701i,-0.00036947+0.00062319i,2.2069e-05+0.00031391i
-0.0011393-0.0014284i,-0.0011618-0.0011559i,-0.001794-0.00063915i,-0.0020099+7.5694e-05i,-0.0014766-0.00041128i,-0.00054318-0.00090648i,0.00045675-0.00079271i,0.00083019-6.7234e-05i,0.00064962+0.00067005i,0.00018224+0.00088308i,-0.00042535+0.00077527i,-0.00070306+0.00023625i,-0.00064847+0.0004577i,-0.00024978+0.00067299i,0.00036066+0.00050559i,0.00043049+0.00026587i,0.0010065-0.00032902i,0.0014213+8.4848e-05i,0.00094054+0.00083727i,1.005e-05+0.00080443i,-9.3954e-05+0.00049882i,8.946e-05+0.00075338i,0.00027573+0.00079535i
-0.00060795-0.00025995i,-0.0011027+0.00095594i,-0.0012234+0.0014857i,-0.0012818+0.00080309i,-0.00096832-4.296e-05i,-0.00024528-5.2806e-05i,9.0081e-05+0.00038132i,0.00073078+0.00039344i,0.00089503-6.591e-05i,0.00069314+4.0178e-06i,0.00035647+0.00027833i,0.00035524+0.00010529i,0.00090113-0.00025888i,0.0004082+0.00039791i,-0.00031144+0.00073199i,-0.00023437+0.00023781i,0.00056743+9.3037e-05i,0.00092689+0.0004075i,0.00062756+0.000823i,0.00046455+0.00069879i,0.00013885+8.0124e-06i,0.00047471+0.00024199i,0.00049693+0.0002346i
0.0005967-0.00054541i,-4.971e-05-0.00057077i,-8.8158e-05-0.00062175i,0.00067852-0.0015818i,0.00064855-0.0015511i,-0.0003369-0.00056308i,-0.00064511+0.00014807i,-1.8594e-05-3.8144e-05i,0.00061772-0.00017263i,0.00073213-0.00034386i,0.00052898+2.8862e-05i,0.00073879-9.9403e-05i,0.00093792-0.00057789i,0.00039045-0.0003653i,0.00020099-7.1089e-05i,0.00015233+0.00016198i,0.00037412+0.00015039i,8.1054e-05+2.2013e-05i,-0.00055415+8.8239e-05i,-0.00061972+1.6682e-05i,-0.00075072+4.1886e-05i,-0.00085712+3.7141e-05i,-0.00057279-0.00015702i
0.0010764+0.0011426i,0.0015472+0.0011362i,0.0020074+0.0010641i,0.0016418+0.00055972i,0.0013944-0.0011142i,0.0014816-0.0011945i,0.0010569-0.00096798i,0.00064663-0.0013764i,0.00041362-0.00063541i,0.00042882+4.2321e-05i,0.0003156+0.00031766i,0.00036828+0.00061051i,0.0009041+0.00049745i,0.00097993-0.00016572i,0.0016022+8.7337e-05i,0.0015227+0.00054243i,0.00082418+0.00025124i,0.00041046+0.00022396i,-0.00018637+0.00049182i,-0.00059868+0.00063392i,-0.00062526+0.00093532i,-0.0011932+0.00073648i,-0.0012166-5.9398e-05i
-0.001824-0.00038863i,-0.0024601+0.00036346i,-0.0013908+0.00011409i,0.00023307-7.4063e-05i,0.00045272-0.00048843i,0.00037466-0.00055392i,0.00061348+0.00029962i,0.00073526+2.0072e-05i,0.0011171+6.7351e-05i,0.00067557+0.00034208i,0.00040806+2.5331e-05i,0.00049717-0.00051217i,0.00020842-1.0747e-05i,-4.3674e-05+0.00064113i,-0.00062707+0.00029514i,-0.00066082-8.574e-05i,0.00067667-0.0002257i,0.0011062-0.0004205i,0.00080163-0.00035157i,0.00027445+0.00052973i,-0.00057447+0.00147i,-0.0006711+0.00052387i,-0.00047772-0.00020422i
0.00037138+0.0017753i,0.00094423+0.0013346i,0.0014036+0.00063815i,0.0019256+4.7199e-06i,0.0021551-0.00023875i,0.00070896+0.00015413i,-0.00010405+0.00026989i,0.00053265-0.00022597i,0.00075059-0.00037332i,0.00057578-0.00012953i,0.00037322-0.00016794i,-0.00017569+8.5548e-05i,-0.00042478+0.00043185i,-0.00036241+0.00065545i,0.00024551+0.00050101i,0.00089633-0.00087129i,0.00087174-0.0012919i,0.00068778-0.00077866i,0.00096959+0.00014384i,0.00060079+0.00046054i,0.00073493+7.8419e-05i,0.0006118+8.0809e-05i,-0.00013013-5.9778e-05i
0.00079184+0.00090629i,0.0014382+0.0017032i,0.0025787+0.0019469i,0.0023639+0.0013483i,0.0010768+0.00013763i,0.00035299-0.00055934i,0.00047544-9.8831e-05i,0.00033952-6.1384e-05i,0.00047341-0.00021403i,0.0005995-0.00039878i,0.0001502-0.00015396i,-5.5807e-05+0.00029646i,-5.288e-06+0.00082249i,0.00031074+0.00077182i,0.00034914+0.00024782i,-6.5875e-06+0.0001953i,-0.00012908+0.00032448i,9.1569e-05+0.00038952i,-0.00024769-0.00011142i,-0.00068619-0.00031787i,-0.00079435-0.00017661i,-0.00049472+0.00035038i,-0.00018827+0.00053633i
-0.00015614-0.001262i,0.00049044-0.0008865i,0.00089173+0.00014386i,0.00056067-0.00052898i,0.00067849-0.0010909i,0.0005731-0.00040105i,0.00031904-2.5441e-05i,0.00049393-0.00018194i,0.00041815+0.00010242i,3.0041e-05+1.2007e-06i,0.00027945-0.00038566i,-0.00035677-0.00062006i,-0.00051358-0.00020586i,0.00025887+0.00034712i,0.00010751+0.00050316i,0.00038019+0.00065231i,0.00061884+0.00061322i,0.00023998+0.0004919i,0.00010168+0.00054244i,-6.3368e-05-8.6777e-05i,-8.5454e-05-0.00089981i,-9.1593e-05-0.00082309i,-5.9643e-05-0.00072507i
0.0010173+0.0005388i,0.0011996+0.00048019i,0.0019542+8.2466e-05i,0.0017338-0.00032542i,0.00095721-0.00098604i,0.00050716-0.0022952i,0.00054842-0.0024259i,-0.00017457-0.0012194i,-0.00030836-0.00081494i,2.9665e-06-0.00085374i,0.00038953-0.00064854i,0.00034717-0.00031274i,-0.0001312-0.00013216i,-0.00032528-0.00027486i,0.0002411-0.00041858i,0.00024793-0.00084234i,-2.0836e-06-0.00083753i,0.00037675-0.00011609i,0.00070507-0.00018146i,0.00057656-0.00052968i,0.00019996-0.00055283i,0.00021755-0.00019385i,0.0007749-0.00036107i
-0.0024584-0.0010317i,-0.0017408-0.00028357i,-0.0011377+0.00067517i,-0.0010179+0.00086276i,0.00015018+0.0014525i,0.00057605+0.0007983i,0.00018234-0.00052561i,0.00043908-0.0012512i,0.00053022-0.00058623i,0.00038113+0.00034021i,1.4613e-05+0.0010178i,-0.0004438+0.0010709i,6.2237e-05+0.0012799i,0.00043966+0.0017312i,0.0006946+0.0010627i,0.00091568+0.00031919i,0.00049112+0.00061244i,-0.00028638+0.0012563i,-0.00063115+0.0011797i,-0.00057872+0.00077674i,-0.00046493-9.5656e-05i,-0.00013254-0.00034753i,0.00043713+0.00012314i
-0.00060169-0.0010032i,-0.0011326-0.00076731i,-0.0013156-0.0015264i,-0.00041109-0.0018488i,0.00027297-0.00063181i,-0.00016489-0.00018754i,-0.00012911+0.00036765i,-0.00015269-6.0194e-05i,3.8153e-05-0.00067453i,-0.00010553-0.00044845i,-0.00066187+0.00032781i,-0.00024952+0.00083268i,-6.9198e-05+0.00058137i,-0.00025713+0.00087809i,2.7175e-05+0.00080668i,-3.5096e-05+6.5703e-05i,0.00019749+7.009e-05i,0.00046037+0.00026796i,0.0008497+0.00015768i,0.00038582+8.2777e-05i,-0.0009663-0.00013037i,-0.00088409+1.6523e-05i,-0.00012144-0.00032045i
0.00052504+0.0011849i,5.3843e-05+0.0012389i,-0.00038189-0.00012713i,4.6638e-05-0.00060252i,0.0010824-0.00032896i,0.00073716-0.00035666i,3.9852e-05-0.00027181i,0.00016384+0.00014923i,0.00068738+0.00028559i,0.0010496+0.00020446i,0.00048968+0.00045914i,-0.0002232+0.0002974i,0.000264-0.00012496i,0.00054865+0.00011235i,-3.4239e-05+2.4537e-05i,0.00010915-0.00047711i,0.00065415-0.00022268i,0.00048362+3.5422e-05i,-1.8838e-05+0.000559i,-0.00043406+0.0011288i,-0.00025332+0.00042617i,6.6078e-05+0.00042963i,-0.0005345+0.00086138i
0.00079519-0.00027181i,0.0013152-0.00018242i,0.0019217+0.0010189i,0.0021451+0.00027074i,0.0021701-0.0015717i,0.0018297-0.002204i,0.00040852-0.0012364i,0.0001413-0.00071989i,-0.00018661-0.00041193i,-0.00081241+0.00024777i,-0.0004045+0.00094925i,-0.00026635+0.00031623i,0.00010668-0.00099543i,0.00046508-0.0010765i,0.00067527-0.00054541i,7.877e-05-0.00060788i,-0.00024093-0.00011595i,0.00062807+0.001155i,0.00074585+0.00070124i,0.00081593-0.00037524i,0.00094467+0.00010728i,-0.00013435+0.0007785i,-0.0012007+0.0012281i
-0.00018721-0.00074928i,0.00010441-0.00096098i,-0.00067452-0.00053272i,-0.0011178-0.0010181i,-0.00084367-0.00086818i,-0.0012478-0.00065762i,-0.00063192-0.00021562i,0.00010983-0.00039029i,-0.00025185-0.0011911i,-1.4956e-05-0.00090509i,-0.0001867-0.00021549i,-9.3767e-05+0.00029934i,0.00030189+0.00039574i,2.866e-05+0.00022001i,-0.00017626+0.00017752i,0.00049125+0.00046258i,0.00077718+0.00061122i,0.00024118+0.00065807i,0.00021919+0.00087557i,7.2478e-05+0.00088875i,8.2543e-06+0.00045863i,0.00011073+0.00036825i,0.00020456+0.00066316i
-0.0015515-0.00038466i,-0.0013899+0.00099322i,-0.0014048+0.0016981i,-0.0012373+0.00086312i,-1.7784e-05+0.00032513i,0.0013859+0.00014549i,0.0015612-0.00036389i,0.0013257-0.00036175i,0.00073386-0.00045662i,0.00053685-0.00044321i,-5.8567e-05+1.8387e-05i,-9.052e-05+0.00027358i,0.0011965+4.1097e-05i,0.0012917-3.2243e-05i,0.00052583+0.00059562i,0.00022042+0.00020374i,0.00059032-0.00028034i,0.00064805+0.0003827i,-8.9736e-06+0.00039427i,-0.00062167+7.3504e-05i,-0.00014888+0.00014542i,0.00071299+0.00030839i,0.00017471+0.00032444i
-0.00071043-0.0012491i,-0.00045537-0.00082865i,-0.00068082+0.00056179i,-0.00028844+0.00094287i,5.1299e-05-0.00014178i,-0.00034075-0.00056191i,0.00018358-0.00068612i,0.00064401-0.00095999i,0.0004272-0.00077609i,0.00026197-0.00043251i,0.00052281-0.00022329i,9.7176e-05+0.00038866i,-0.00044302+0.00066362i,0.00021877+0.00040449i,0.00012771+2.4144e-05i,0.00046958-8.4932e-05i,0.00085645+5.0134e-05i,7.6915e-05+0.00020409i,-0.00016569+2.7485e-05i,1.4681e-05-5.518e-05i,-0.00024173+0.0004445i,-0.00023553+0.00086194i,-0.00019906+0.00051365i
0.00020511+0.00069102i,-0.00036457+0.0014947i,0.00082606+0.0019103i,0.0023756+9.8685e-05i,0.0015816-0.0009177i,-0.00038314-0.00095724i,-0.00074013-0.0012302i,0.00013359-0.00087904i,0.00011399-0.00034298i,1.0741e-05-0.00071334i,0.00094606-0.00097248i,0.00021294-0.00027143i,-0.00074405-5.3536e-05i,-0.00064862-0.00035413i,-0.00045733+0.00019218i,-0.00018596+0.00082407i,0.00031484+0.00036121i,0.00023938+0.00044363i,-0.00048762+0.00053982i,-0.00021476+0.00053227i,0.00076639+0.00053692i,0.00053471+0.00018871i,-0.00045142-0.00034895i
-0.0013202+0.0013014i,-0.00064225+0.0005852i,0.00030639+0.0013769i,0.0011285+0.00238i,0.0017931+0.0015683i,0.001852-8.0948e-05i,0.00059558-0.00058283i,0.00050525-2.0335e-05i,0.00037316+0.00059489i,0.00044857+0.0013017i,0.00073427+0.0012822i,0.00011758+0.00062749i,0.0005461+0.00047082i,0.0007089+0.00090905i,0.00041199+0.00081381i,0.00020421+0.00017606i,0.00046382+0.00086809i,0.00060528+0.00085664i,0.00028253+0.00040357i,0.00046488+0.00036779i,0.00069342+0.0001111i,0.00036746+0.00015395i,0.00033725-5.2772e-05i
-2.1693e-06+0.00010903i,0.00016659+0.00072497i,0.00082443+0.0015788i,0.0011904+0.0011434i,0.0010549-4.0979e-05i,0.001107-0.00024784i,0.00089453-0.00036642i,0.00097337-0.00040611i,0.00071032-0.00010357i,-0.00011881-0.00083225i,-0.00011676-0.00096403i,-0.00015784-0.00014334i,0.00049583+0.00051142i,0.00073802+0.00059819i,0.0008446+0.00078006i,0.0012623+0.00075767i,0.00064025+0.00056223i,7.9117e-05-9.1206e-05i,-0.00040717-0.00032067i,-0.0010354+0.00015524i,-0.00099731+0.00022026i,-0.00066118+0.00049471i,-0.00057136+0.0005417i
-0.001253-0.00014473i,-0.0013048-0.00079681i,-0.0011639-3.4305e-05i,-0.0010463+0.00069613i,-0.00026116-0.0002868i,0.00011913-0.0010598i,-2.1264e-05-0.00073824i,0.00031904-0.00044166i,0.0002178-0.00022351i,-3.753e-05-0.00018551i,0.00010173-0.00048053i,0.00027696-0.00075815i,0.00069296-0.00034037i,0.00088214+0.00051425i,0.00056745+0.00038406i,-1.436e-05-0.00027642i,-0.0001902-3.8195e-05i,-8.1834e-06+0.0007784i,9.3069e-05+0.0008783i,-0.0001296+0.00040642i,0.00051199+7.9034e-06i,0.00034364+0.00063875i,-0.0012448+0.00035703i
-0.0009071+0.00050517i,-0.00063011+0.0012999i,-0.00057911+0.00091646i,-0.00092666+0.00094229i,-0.00037939+0.00079336i,0.00011119-0.00019094i,0.00060393-0.0011247i,0.00035052-0.0015043i,-0.00063187-0.00096515i,-4.3533e-05-0.00048386i,0.0012163+5.2055e-05i,0.0012231+0.00031111i,0.00048438+0.0004384i,0.00015851+0.00042807i,0.00051614+9.9379e-05i,0.00018798+0.00042269i,-0.0005701+0.00010959i,-0.00086697-0.00067464i,-0.00044996-0.00012687i,-1.9635e-05+0.00046024i,0.00019504-9.3247e-06i,0.00042522-0.00048907i,-5.0149e-05-0.00057319i
-0.0011715+0.0012322i,-0.00078421+0.0021996i,-0.00045795+0.0022521i,-0.00086481+0.0014922i,-0.001089+0.00058785i,-0.00033775+0.00038017i,0.00076176+7.488e-05i,0.0010858-0.00049479i,-5.6858e-05-0.00051174i,-0.00026249-0.00067018i,0.00033471-0.00039733i,0.00011334+0.00030602i,1.7607e-05+0.00040546i,0.00046889+0.00054427i,0.00053944+0.00084848i,0.0009547+0.00034986i,0.0018423-0.00030396i,0.0012277+0.00036749i,-8.126e-05+0.00094936i,-0.00011168+0.00095075i,0.00041968+0.00072039i,0.00014385+3.2936e-05i,-0.00059566+0.00022432i
0.0017096+0.0010643i,0.0012458+0.00057657i,0.0011769+3.6868e-05i,0.0015234-0.00013302i,0.0014586-5.0631e-05i,0.001053-0.00054673i,0.00085402-0.0010222i,0.00044032-0.0012493i,0.0003366-0.00090132i,0.0010072-0.00051293i,0.0015874-0.00042011i,0.0011164+2.5733e-05i,0.00031592-0.00052938i,-0.00012829-0.00062671i,0.00034822+0.00070148i,0.00064615+0.00041392i,0.00013381+0.00010613i,-0.00054642+0.00051049i,-0.00075928+0.00089838i,-0.00075142+0.00049872i,-0.00067986+0.00029504i,-0.00042644+0.0008208i,0.00044504+0.00032793i
8.8207e-05+0.0012297i,0.00047448+0.00093972i,0.0014346+0.00083001i,0.0011681+0.00072543i,0.0001941-5.4374e-05i,-0.00016211-0.0016402i,-9.8824e-05-0.0020758i,0.00025346-0.0015893i,0.00069308-0.00088281i,0.0011142-0.00053802i,0.0010706-3.3115e-05i,0.0009853+0.00038087i,0.0004703+0.00037772i,0.00040887+0.00071692i,0.0010982+0.00063903i,0.00059791+0.00094553i,0.00020009+0.0010024i,0.00022876+0.00032013i,-0.00040723-0.00017026i,-0.00042393+0.00053534i,-2.8447e-05+0.0016867i,-2.3559e-05+0.0013869i,2.115e-05+0.00023714i
-0.00071739+0.0014166i,-0.00028713+0.0012308i,-0.00010504+0.0010418i,0.00011637+0.00061403i,-0.00013328+0.00065856i,-0.00066188+0.00029408i,-0.001205-0.001064i,-0.0005307-0.0015088i,0.00049006-0.0010518i,0.00067289-0.00030731i,0.00015087+0.00042142i,0.00033687-0.00025927i,0.00029097-0.00037454i,-0.00027363-0.00035911i,0.00050583-0.00040879i,0.0011961-0.0004538i,0.00089212-0.00045247i,8.3899e-05-0.00038852i,-0.00019709-0.00061297i,-0.00011706+6.2035e-05i,-0.0002658+0.00023456i,-5.1914e-05-0.00016567i,-0.00013224-0.00013249i
0.00014767-0.0013417i,-0.00032971-0.0010498i,-0.00088946-0.0010745i,-0.0012902-0.00062723i,-0.00089563-0.00029779i,-3.5154e-05+1.3516e-05i,0.0003743+0.00030027i,0.00037036+2.9296e-05i,0.0004314-0.0001364i,-7.3553e-06-0.00020951i,-0.00044367-0.00028906i,0.000191+0.00024083i,0.00038338+0.00085904i,0.00035234+0.00079059i,0.00012523+0.00039646i,-0.00015848+0.00024834i,0.00012829+0.00078854i,0.00011963+0.00096571i,-0.00051879+0.00053317i,-0.00072134+0.00030423i,-0.00042497+0.00074079i,-0.00031073+3.8895e-05i,-0.00013649-0.00071745i
0.00091029+0.00062182i,0.0013984+0.00036184i,0.0013197-0.00095116i,0.00059544-0.0010715i,-0.00029966-0.0011588i,-0.00051504-0.0019127i,-0.00023084-0.0016022i,0.00022804-0.00058763i,0.0004774-0.00016071i,0.00072005-0.00024672i,0.00026231+0.00042271i,-0.00065916+0.00092976i,-0.0008166+0.00070604i,-8.1826e-05-4.5155e-05i,0.00011875-0.00063997i,0.00025233-0.00071644i,0.00092108-0.0009258i,0.00023262-2.4057e-05i,2.6432e-05+0.00045317i,0.00050302+0.00023371i,-0.00027149-0.00042414i,-0.00038271-0.00036887i,0.00015178+0.00042077i
0.00084318-0.0012705i,0.00078548-0.00082581i,0.00092177-0.0011947i,0.00045584-0.001444i,0.00041368-0.0013929i,0.00094019-0.0010749i,0.00055618-0.00065863i,0.00025932-0.0010398i,0.00042684-0.0014685i,0.00055812-0.00091789i,0.00056817+0.00028895i,0.00058829+0.00036658i,0.00041499-0.00062906i,0.00074403-0.00036014i,0.00042718-0.00033177i,0.00014825-0.00014064i,0.00079466+0.00055659i,0.00073961+0.00049574i,9.2758e-05+0.00050103i,-0.00036114-6.0674e-05i,-0.0005376+8.5388e-05i,-0.0006358+0.00080094i,-0.00033086+0.00089539i
-0.00083111-0.00098231i,-0.00063038-0.0013668i,-0.0012461-0.0016452i,-0.00045318-0.00076058i,0.00073427-0.00036374i,0.0015078-0.00074847i,0.0017496-0.0013331i,0.0009886-0.0013029i,0.00029934-0.0011341i,0.00039898-0.0012895i,0.0003926-0.00081492i,0.00035055-0.00080092i,0.00011301-0.00069994i,1.9264e-05+8.2736e-05i,0.00058233+8.1348e-05i,0.00018278-0.00041021i,6.3799e-06-0.00035769i,0.00037489+6.1799e-05i,-5.2349e-05+0.00023761i,0.00013901+6.2833e-05i,-0.00032508-0.00046258i,-8.1177e-05-0.00073893i,0.00033177-0.00033979i
0.0003531+0.00096878i,0.00033011+0.00044876i,0.00043967+0.00024069i,0.00024903+0.00024443i,0.00042748-0.00069904i,0.00063392-0.0015338i,0.00040171-0.0009924i,3.5031e-05-0.00083789i,-0.00033264-0.0013355i,-0.0007282-0.0011785i,-0.00039658-0.00065351i,-0.00021467-0.00068611i,-0.00070989-0.00014654i,-0.00076703+0.00021208i,0.00021398-0.00016526i,0.0011606-0.00064871i,0.00082882-0.00064523i,0.00062682+0.00021284i,-1.8848e-05+0.0012222i,-0.0004306+0.0007731i,0.00012142+4.7054e-05i,-0.00015769+0.00021043i,-5.0831e-05+0.00017036i
0.0020959-0.00073928i,0.0025422-0.00023942i,0.0019936-0.00073761i,-0.00027119-0.0011007i,-0.00095178-0.0014483i,-0.00043171-0.0016169i,-0.00047049-0.00089771i,-0.00040207-0.00052713i,0.00017043-0.00012336i,-0.00023775-4.6008e-05i,-0.00052837-0.00044682i,0.00010765-0.0002741i,0.00023279+0.00043951i,0.00033103+0.0015063i,0.00020162+0.0013011i,-5.3543e-05-8.6852e-05i,-0.00022708-0.00065605i,4.5172e-05-0.00089207i,0.00043785+4.0148e-05i,0.00036348+0.00069776i,0.00016851+3.1253e-07i,9.6059e-05+0.00028022i,0.00014641-9.6785e-05i
-0.00055101+0.00040494i,-0.00072034+0.00087968i,-0.00039157+0.00088242i,0.00019184-0.00051125i,0.00068335-0.0016702i,0.00057165-0.00082234i,-3.1607e-05-0.00056156i,-0.0001462-0.0010535i,6.2656e-05-0.00042854i,9.8212e-05+0.00019111i,0.00010116+0.0003762i,-8.6851e-05+0.00084715i,0.00021001+0.0010425i,0.00042439+0.00062823i,0.00048774+0.00042321i,0.0007085+0.00081313i,-7.5871e-05+1.5493e-05i,-0.0004774-0.00054032i,0.00055536-0.00029953i,0.00055915+0.00025773i,0.00015151+0.00071914i,0.0011555+0.0006938i,0.0016673+0.00084128i
-0.0020941-0.0012754i,-0.0014382-0.00061941i,-0.00095699-0.00037746i,-0.00082118-0.00069371i,-0.00078883-0.00011476i,-0.00057846+0.00029336i,8.3159e-05-0.0006072i,0.00060861-0.00092366i,0.00054841-0.0012589i,0.00060005-0.00069364i,0.00074674+0.00044423i,0.00084684+0.00076343i,-9.4204e-05+0.00025528i,-0.00049726+0.00013402i,0.00027411+0.00065043i,0.00052066+0.00014775i,0.00031262-0.00091143i,0.0002528-0.00084262i,-0.00019445-0.00024485i,-0.00024707+0.00010443i,0.00015329-0.0002796i,0.00055233-0.00045968i,0.00014719-0.00014367i
-0.0010653-0.0010811i,-0.0013606+0.00022198i,-0.00082257+0.00084673i,-0.00047521+0.00049223i,-0.0015359-0.00040231i,-0.0017779-0.001046i,-0.0005418-0.0007117i,0.00059361-4.7818e-05i,0.00046689+0.00058289i,0.00035534+0.00099522i,0.00045099+0.0011226i,0.00042904+0.0011252i,0.00075306+0.00075568i,0.00088014+0.0002143i,0.00034723+0.00030611i,-0.00024774+0.00067825i,0.00011832+0.00038976i,0.0002368+0.00013105i,6.0957e-05+0.00062227i,-7.9519e-05+0.00060021i,-0.00065993+5.3182e-05i,-0.00064675-0.00046965i,0.0006932+0.00033841i
-0.0012733-0.00099984i,-0.001307-0.00037594i,-0.0019164-0.00062195i,-0.0010683-3.204e-05i,0.00014118+0.00079055i,0.00093573+0.00070131i,0.0012628-3.7921e-05i,0.00046479-0.00018426i,-0.00070233+0.00040534i,-0.00083888+0.00036172i,-0.00045636+0.0002661i,0.00015619-0.00011466i,0.00034024-0.00050235i,-0.000184+6.4247e-05i,-0.00016682+0.00067603i,0.00034048+0.00057258i,0.00045999+4.4489e-05i,-9.9984e-05+0.00016866i,-0.00085693-9.5312e-05i,-0.001053-0.00066327i,-0.00068584+0.00025516i,-0.00081041+0.0009698i,-0.00095311+0.00080123i
-0.00022239+0.0011596i,-0.00012166+0.0014101i,0.0009861+0.0014464i,0.0011156+0.00065715i,0.0006532-0.00013922i,-6.387e-06-0.00060759i,0.00027207-0.0015087i,0.00076208-0.00049222i,0.0007429+0.00050328i,0.00083843+0.0006344i,0.0002052+0.0008966i,0.00042173+0.00083245i,0.00081608+0.00098712i,0.0012635+0.0016172i,0.00061141+0.0013073i,-0.00036829+0.0009011i,-0.00043062+0.00050909i,-0.00034165-0.00010918i,-0.00028571+0.00014452i,-0.00046949+0.00011301i,-0.00038552+0.00021052i,-0.00044494+0.00046293i,-5.8692e-05-4.7043e-05i
0.00033103+0.00035838i,0.00042564+0.00016152i,0.00029422+0.00034715i,0.0010863+0.00054714i,0.0013531+0.0006468i,0.00089571+0.00043575i,0.00039678+0.00021174i,0.00093217-5.266e-05i,0.00098682-0.00046995i,0.00023954-0.00075917i,0.00036924-0.00074762i,0.00048561+0.00055335i,0.00050845+0.0017372i,0.00021311+0.0011167i,0.00019844+0.00084204i,7.4673e-05+0.0011276i,-8.3438e-05+0.00078858i,0.00038319+0.00053139i,0.00090812+0.00074751i,3.1988e-05+0.00043596i,-0.00058503-0.00036501i,-0.00038975-0.00070827i,0.00012807-0.00034624i
0.00053399-0.00063306i,-0.00027429-0.0010797i,-0.00071521-0.00026457i,-0.00047639+6.9502e-05i,0.00011868-0.00069738i,0.00019315-0.00069616i,0.00021422-0.00036041i,0.00023383-0.00039115i,-0.00031872-0.00051131i,2.1626e-05-0.00066214i,0.00016101-0.00076922i,6.7848e-05-0.0010232i,-6.1794e-05-0.00081685i,-0.00051945-0.00027805i,0.0002243-5.156e-05i,0.00063893-1.649e-05i,-5.1296e-05-4.7743e-05i,-0.00027798+0.00085216i,-0.0001693+0.001475i,0.00014284+0.0010661i,0.00013709+0.00030472i,0.0003466+0.00042471i,0.00016066+0.00056236i
-0.0002742+0.0019291i,0.00090003+0.0018534i,0.0012688+0.0024218i,0.00079458+0.0017648i,0.00062959+0.00058271i,0.0001146-9.8095e-05i,0.0001889-0.00094377i,0.00067507-0.0010825i,0.00059485-0.00043461i,0.00037571-2.2296e-05i,0.00017028+0.00039121i,0.00021013+0.001147i,0.00047696+0.00095259i,0.0011644+0.00027977i,0.00099352+0.00083957i,0.00060293+0.0012866i,0.00059998+0.00054738i,0.00082204+0.00063346i,0.0004834+0.00030725i,-8.3222e-06+3.5942e-06i,1.5271e-05+0.00031768i,-0.00036384+7.3538e-06i,-0.0011983+0.0004868i
