-0.001278+0.0014908i,-0.0006324+0.00081063i,-0.00085285+0.0010032i,-0.0017312+0.00049434i,-0.0026179+0.00103i,-0.0021604+0.0014806i,-7.7271e-05+0.0022275i,0.00099015+0.0032798i,0.0010683+0.0022342i,0.001413+0.00043854i,0.0013395-0.00015248i,0.00023628-0.00052809i,-0.00065149-0.00075169i,-0.00045114-0.00012004i,-0.00031428+0.00077489i,-0.00035545+0.00098071i,-4.0717e-05+0.00061079i,0.00046056-0.00018368i,0.00050424-0.00039528i,-0.00025563-0.00069064i,-0.00032537-0.00073496i,0.00010302+0.00016327i,-0.00034757+0.00044546i
0.00053636+0.00033521i,-0.00039999-0.0010029i,0.00024321-0.00072158i,-3.0286e-05+0.0011762i,-0.0017928+0.0034398i,-0.0018862+0.003971i,-0.0004993+0.0042974i,0.001206+0.0035993i,0.0016715+0.00036111i,0.00074273-0.0019413i,0.00041063-0.0018588i,0.00054369-0.0013959i,-0.00063663-0.00071309i,-0.0010598+0.00012531i,-5.3063e-05+0.00015648i,0.00055853+8.2353e-05i,0.0010594-0.00019961i,0.0012777-0.00012359i,0.00031556+0.00017336i,-0.00052434+0.0004358i,-0.00026537+0.001093i,-0.00027547+0.00059029i,-6.2209e-05-0.00033839i
0.00092924+0.00041784i,0.00072812+0.00013252i,0.00096268+0.0018543i,0.00064564+0.0030566i,3.763e-05+0.0041081i,-0.00032178+0.0041425i,-0.00023414+0.0034288i,0.00056032+0.0021534i,0.0014639-2.8682e-05i,0.001673-0.0014214i,0.00084224-0.0010324i,0.00018207-0.0012669i,-0.0002333-0.0012252i,-0.00068695-0.00036899i,-0.00019312+0.0001798i,0.00068902+0.00010613i,0.0007877+7.0852e-06i,0.00053657+0.00021684i,0.00039986+0.00013866i,8.7207e-05+0.00096534i,-0.00065269+0.0018159i,-0.00038397+0.0011193i,0.00013207+0.00018088i
0.0011219+0.0014844i,0.0017705+0.0013473i,0.0014804+0.0019575i,0.00026385+0.0026409i,-0.0006906+0.0030151i,-0.0014162+0.0033653i,-0.0012136+0.0038164i,0.00066942+0.0027095i,0.0024681+0.000665i,0.0020479-0.00063134i,0.0012081-0.0011243i,0.00079387-0.0018467i,0.00027182-0.0018839i,7.2655e-05-0.00062993i,0.00054528-0.00026959i,0.0009679-0.00020331i,0.00068233+0.00013102i,-0.00031059-4.4001e-05i,-0.0007437+4.6243e-05i,-0.00022334-1.1418e-05i,0.00025138+0.00011537i,-9.5512e-06+0.00015924i,-2.8187e-06-0.00052811i
0.0021367+0.0026975i,0.0030362+0.0024405i,0.0027242+0.0025748i,0.00092558+0.003007i,-0.00024523+0.0033592i,-0.00098019+0.0028934i,-0.00053742+0.0024224i,0.00053705+0.0017202i,0.0016838+0.00055419i,0.0021565-0.00013456i,0.001883-0.00096803i,0.0016098-0.0019302i,0.00032422-0.0016264i,-0.00076021-0.00032493i,-0.00030773+0.00090436i,0.00061453+0.00069781i,0.00030895+0.0001669i,-0.00055566+0.00029631i,-0.00029724+0.00024738i,0.00023708+0.00069268i,0.00034993+0.0013853i,-6.8652e-05+0.0010971i,-0.00025454+0.00069372i
0.00050664+0.0032408i,-0.00072754+0.0032258i,-0.00030012+0.0029194i,-0.00029173+0.0026178i,-0.00084947+0.0036613i,-0.00094132+0.0040098i,-0.00086871+0.0032535i,-0.00062131+0.0017135i,0.00066898-0.00027532i,0.0014998-0.0010188i,0.0017042-0.0006876i,0.0016835-0.00056954i,0.00075133+1.7236e-05i,0.00086215+0.0011336i,0.00050615+0.00090585i,-0.00060546+0.00086692i,-0.00084873+0.00078204i,-0.0001706-0.00012859i,0.00033022-3.5901e-05i,-0.00017512+0.00052941i,-0.00063139+0.00065444i,-0.0011108+0.0002249i,-0.0013673-0.00045765i
-0.0011013+0.0048278i,-0.0012027+0.003665i,0.00089541+0.0027516i,0.0010194+0.001016i,0.00027609+0.0015521i,6.6497e-05+0.0027177i,-0.00016462+0.0030375i,0.0011787+0.0021398i,0.0023391+0.00048336i,0.0017224-0.00073016i,0.0011885-0.0011334i,0.0010062-0.00099264i,0.00021334-0.00021953i,-0.00019151+0.00015899i,0.00036521-0.00020192i,0.00081193-0.00016515i,0.00042035+0.00040644i,0.00048895+0.00041119i,0.00049737-2.7824e-05i,-1.4279e-05+0.00026114i,-0.00025408+0.00071114i,-0.00081567+0.00045697i,-0.00054132-0.00024195i
-0.0003205+0.0049488i,-6.0019e-05+0.002438i,0.00071299+0.00040246i,-8.0126e-05+0.00041524i,-0.0005719+0.0022587i,-0.0012534+0.0048094i,-0.0015039+0.0042331i,0.00043391+0.0018212i,0.0026276+0.00014494i,0.0034507-0.0011123i,0.0030574-0.00089797i,0.0018185-0.00062937i,0.00039822+0.0001394i,-0.00040703+0.00064764i,-0.0004837+0.00065151i,1.9057e-06+0.00099906i,0.00032098+0.00040118i,0.0003771+0.00030359i,-0.00053605+0.00058144i,-0.0014216+0.00052807i,-0.00077929+0.0009902i,0.00029125+0.00091206i,0.00017584+0.00067386i
-0.0015558-0.00082162i,-0.0031425-1.0064e-05i,-0.0014275+0.00057856i,-0.00044257+0.00021068i,-0.001512+0.0013144i,-0.002187+0.0029177i,-0.0010381+0.0033662i,0.000883+0.0024235i,0.0024174+0.00089733i,0.0032024-0.00045025i,0.0031809-0.00079085i,0.0018032-0.00038331i,0.00057225+0.00033063i,0.00027826+0.00066165i,-8.0676e-05+0.0009339i,-0.00024881+0.00069377i,0.00014004+3.6644e-05i,0.00042476-2.0576e-05i,0.00027412-0.0005877i,-0.00030526-0.00063489i,-0.00078379-4.6707e-06i,-0.00026438+0.00028602i,-1.5913e-05+0.0002031i
-0.0018319-0.000951i,-0.00094824+2.4767e-05i,0.00078143+0.0019816i,0.00022914+0.0013046i,-0.00096218+0.00076093i,-0.0013295+0.0010855i,-0.00082299+0.0018573i,0.0008807+0.0018355i,0.0022304+0.00034709i,0.0026227-0.00084645i,0.0018108-0.0011413i,0.0011575-0.00083686i,0.0010303-0.00063371i,0.00062266-0.00023185i,-1.9986e-05-4.4739e-05i,-0.000353-8.7748e-05i,0.00021282-0.00026945i,0.00076659-0.00060547i,0.00083624+1.7422e-05i,0.00027019+0.0016202i,-0.00032881+0.0022682i,-0.00060618+0.0018272i,-0.00044204+0.0009755i
0.0011657-1.7161e-05i,-0.00025823-0.00014339i,0.00017843+0.00051831i,-0.00040598-2.6489e-05i,-0.0015295+0.00062704i,-0.0013044+0.0023558i,-0.00069849+0.0033463i,0.00080658+0.002684i,0.0021746+0.00081956i,0.0028271-0.00023696i,0.0030658-7.7064e-05i,0.0016584-0.00026122i,0.00060368-0.00030502i,0.00042799+8.2454e-05i,-9.8688e-06+0.00059533i,-0.0002973+0.00087242i,-0.00039069+0.00035927i,-0.00022959-0.00010525i,-0.00043105-0.00055893i,-0.0007552-0.000453i,-0.0006703+0.00022741i,-0.0011124+0.00059826i,-0.0009985+0.00032567i
0.002682-0.00090449i,0.00060879-0.00063081i,0.00067996+0.00041164i,-0.00045913-0.00018742i,-0.0013382-0.00073601i,-0.0008104+0.0004318i,0.00013025+0.0016866i,0.00079849+0.0019999i,0.0018668+0.00079351i,0.0027599-0.0009708i,0.0027766-0.00013041i,0.0019638+0.00073775i,0.0015201-0.00010646i,0.0010645+0.0003663i,0.00049878+0.0015361i,0.00086623+0.0012052i,0.00060759+0.00046636i,-3.0903e-06+3.4016e-05i,-0.00015003-8.3352e-05i,6.22e-05+8.7644e-05i,-0.00041792+0.00049119i,-0.00078251-5.0061e-05i,-0.0008643-0.00019604i
-0.0002161+0.00045851i,-0.00099872+0.00025103i,-0.00048217+0.001684i,-0.00017412+0.0014439i,8.4594e-05+0.0015806i,0.00014705+0.0014864i,-0.00039105+0.0014475i,0.00015808+0.001593i,0.0013655+0.00075267i,0.0019805-0.00022156i,0.002356-0.00056525i,0.0020957-0.00017345i,0.00088831+0.0001386i,0.00019855+0.00062581i,0.00035227+0.00071897i,0.00087929+0.00077595i,0.0010182+0.0007239i,0.00037027+0.00010207i,0.00031874+7.1024e-05i,-9.3438e-05+0.00025499i,-0.0007544+0.00058882i,-0.00063918+0.001105i,-0.00081327+0.00068515i
0.0052227+0.0026191i,0.0023159-0.0014603i,0.0012159-0.0025677i,0.00019657-0.0019655i,-0.00041014-0.0012029i,-0.0016178-0.00017547i,-0.001568+0.00079866i,0.00077309+0.0017306i,0.0025755+0.0011343i,0.0031953+7.5461e-05i,0.0029437-0.00010247i,0.0019775+0.00014155i,0.00087409+5.2767e-05i,-0.00014116+0.00018915i,1.6845e-05+0.00050283i,0.00014918-4.2733e-05i,-0.0010995+0.00012142i,-0.0013146+0.00030196i,-0.0005131-0.00078677i,-0.00023644-0.0011876i,-0.00098772-0.00013804i,-0.0021802+0.00042986i,-0.0021265-0.00026848i
0.0054539+0.0029479i,0.0039269+0.0010664i,0.0039314+0.00011789i,0.002537+0.00040191i,0.00016159+0.0013613i,-0.00089788+0.00071599i,-0.00037304+0.00060727i,0.00086465+0.0012035i,0.0022554+0.00085406i,0.0027749+0.00060613i,0.0019521+7.9035e-05i,0.0010985+0.00035583i,0.00068291+0.00081293i,0.00048572+0.00077697i,0.00028987+0.0009145i,0.00062419+0.0012908i,0.00047528+0.00058283i,0.00014747-0.00074974i,0.00010729-0.00091916i,-0.00030416-0.00021455i,-0.00052757+0.00052441i,-0.00054972-0.00012866i,3.5811e-05-0.00084762i
0.0019322+0.0054144i,0.0021285+0.0029128i,0.0030399+0.0014754i,0.0013659+0.00045316i,-0.0004429+0.00076157i,-0.00031407+0.00071772i,0.00021181+0.00064578i,0.00071591+0.00089931i,0.0019545+0.00077709i,0.0023347+0.00057951i,0.0016466+0.00026006i,0.0020016-0.00015241i,0.0016794+0.00048287i,-0.00041+0.00097398i,-0.00080129+0.00068917i,-0.00025804+0.00071143i,0.00020715+0.00039769i,0.00071321+0.00016787i,0.00033041+0.00018666i,-0.00021819+0.0005776i,-3.9918e-05+0.00096208i,0.0002721+0.00086246i,-0.00040825+0.00024965i
0.00037853+0.0058931i,0.00095265+0.0038167i,0.0016886+0.0024171i,0.0013556+0.001275i,0.0010395+0.0010868i,0.0025317+9.7745e-05i,0.0023708-0.00010487i,0.0018622+0.0013604i,0.0023461+0.0019969i,0.0021236+0.0013911i,0.0015501+0.00032614i,0.0014383-0.00066222i,0.0013945-0.00049081i,0.00093552+0.00033129i,0.00058469+0.00059797i,-0.00013277+0.00039964i,-0.00071412+1.2415e-06i,-0.00048851-0.00015005i,9.641e-05-0.00067703i,2.0107e-05-0.00071485i,-0.00050967+0.00063856i,-0.00062856+0.0011184i,1.1367e-06+0.00050171i
-0.0012047+0.0010845i,-0.0020747+0.0015891i,-0.0018116+0.0019702i,-0.0016247+0.0015889i,-0.0010605+0.0020834i,0.00044795+0.0031848i,0.0013145+0.0028161i,0.0016414+0.0019432i,0.0024967+0.0015988i,0.0028829+0.00083591i,0.0024474+0.00069507i,0.001933+0.0012368i,0.00085424+0.0014435i,0.00020658+0.0017302i,5.4095e-05+0.0017608i,0.00012856+0.00084107i,6.2677e-05-0.00064759i,-0.00062376-0.0011345i,-0.00091287-0.00031936i,-0.00078364+0.00025557i,-0.00069797+0.00031613i,-0.00015609+0.00015109i,0.0002302-1.0455e-05i
-0.003022+0.0063213i,-0.0013032+0.0049325i,0.0010153+0.0034862i,0.00074989+0.0014584i,0.00013526+0.0013867i,0.00030464+0.0017167i,0.00030928+0.0012571i,0.0012294+0.0014557i,0.0023643+0.0015878i,0.0024599+0.0011904i,0.0024228+0.0013304i,0.0030725+0.00093312i,0.0019866+0.0006183i,0.00017035+0.00090261i,-0.00026104+0.00097867i,-5.4326e-05+0.00033459i,0.00050704-0.00027316i,0.00057725-0.00088657i,-0.00058278-0.00087158i,-0.0016254+0.00010642i,-0.00048846+0.00057648i,0.00049097+1.6177e-05i,0.00025394-0.00044639i
-0.0048808+0.0028336i,-0.0044095+0.00067399i,-0.0021089-0.00028214i,-0.00071103+0.0012538i,-0.00027304+0.002925i,0.00023407+0.0018971i,0.00086689+0.0003992i,0.0012721+0.0012244i,0.0018425+0.002077i,0.002538+0.0017615i,0.0021862+0.0011793i,0.0017133+0.00055457i,0.00090334+0.00097422i,0.00018629+0.0014645i,-0.00038823+0.0016627i,-0.00060881+0.0011767i,-0.00048732-0.00013167i,-0.00059182-0.00065994i,-0.00057669-0.0006434i,-0.00056518-0.0004189i,-0.0005003+8.5024e-05i,-0.00042992+0.00039848i,-0.00048224+0.0001424i
-0.00088479-0.00085256i,-0.0017143-0.0022792i,-0.00026421-0.0021262i,0.00036731-0.0019948i,-9.9073e-05-0.001072i,0.00099551+0.00040365i,0.0018965+0.0014705i,0.0018797+0.002649i,0.0024178+0.0022352i,0.0026097+0.001742i,0.0017493+0.0020373i,0.0012082+0.0017947i,0.00053928+0.0019068i,-0.00063201+0.0014874i,-0.00091371+0.001009i,-0.00061585+0.00055678i,-0.00014588+0.00042945i,4.3537e-05+0.00068055i,-0.00027992+0.00043063i,-0.0010757+0.00038648i,-0.00091866+0.000126i,-0.00010928+0.0001054i,6.0036e-05+0.00015113i
-0.00011691+0.0028708i,0.0016061+0.0011051i,0.0031736+0.00046775i,0.0025134-0.00013908i,0.0021115+0.00074541i,0.0021107+0.0010788i,0.0020189+0.0016068i,0.0018275+0.0019806i,0.0023621+0.0021058i,0.0030083+0.0019602i,0.0021746+0.001622i,0.00096713+0.0015183i,-3.4358e-05+0.00065121i,-0.00047553+0.00041335i,0.00016553+0.00029328i,0.00089627-0.00019742i,0.00053668-0.00051357i,0.00052384-0.00030095i,0.00039407-0.00065208i,0.00013909-0.00082934i,0.00045379+1.9603e-05i,0.00015255+0.00092898i,-0.0012093+0.0012931i
0.00082356+0.00067413i,0.00052378-0.001668i,1.2831e-05-0.0020849i,-0.0013034-0.00058335i,-0.00068052-7.6092e-05i,0.00054455+0.0005069i,0.0011071+0.00159i,0.001647+0.002349i,0.0020148+0.0021073i,0.001646+0.001531i,0.00086859+0.0015251i,0.00059099+0.00088934i,0.00032073+0.00022642i,-0.00029274+0.0008182i,-8.4821e-05+0.00059733i,0.00042255+0.00022712i,0.00028012+0.00027728i,-0.00010242-0.00014222i,-0.00078434-0.00019501i,-0.00068237-0.00025593i,0.00017322+0.00019493i,-1.2019e-05+0.00067234i,-0.00042291+0.00088322i
0.001437-0.0016305i,0.0012763-0.00064743i,0.0010864+0.00025423i,0.00054218-0.00031501i,0.00077638+0.00056062i,0.0016096+0.0021846i,0.0019839+0.0024924i,0.0020103+0.0024903i,0.0026831+0.0020688i,0.002655+0.0015641i,0.0021362+0.0012696i,0.0012975+0.00052857i,0.00041963+0.0002811i,-0.00052629+0.00081409i,-0.000792+0.0015334i,7.2459e-05+0.0012453i,0.0011586+0.00015704i,0.0009802-0.00052371i,6.1998e-05-0.00053322i,-0.00071464-0.00022066i,-0.00085726-0.00022564i,-0.0001874-0.00019749i,-0.00012101-0.0002938i
-0.0021195+0.0010862i,-0.00065325+0.0022506i,0.00071993+0.0027271i,0.00070752+0.0018102i,0.00099925+0.0029838i,0.0017074+0.0028667i,0.0017561+0.0020016i,0.0015477+0.0022266i,0.0023395+0.0024912i,0.0025581+0.0016315i,0.0020909+0.00057331i,0.0012161+0.00046656i,0.00068797+0.00023608i,-1.6225e-05+0.00059973i,-0.00077796+0.00076482i,-0.00037253+0.00041239i,8.1859e-05+0.00033673i,-9.8182e-05+0.00037798i,-0.0005482+0.00032244i,-6.1144e-05-2.491e-05i,9.7893e-05-0.00065338i,8.0194e-05-0.00092645i,0.00018593-0.00075113i
0.0028511+0.0025165i,0.0028264+0.00090806i,0.0021928-0.0004943i,0.0021123-0.0013346i,0.0024713-0.0015042i,0.0018356+0.00017915i,0.00099937+0.0022281i,0.0012109+0.0025157i,0.0012931+0.0022986i,0.001065+0.0018415i,0.0009384+0.00084185i,0.00039392+0.00083148i,0.00018571+0.00098238i,0.00011013+0.00097533i,0.00023401+0.0012436i,0.00055094+0.00071478i,0.00020913-8.217e-05i,-0.00013329-0.00046776i,-0.00037171-1.4435e-05i,-7.7676e-05-0.00017193i,-0.00035144+0.00020456i,-0.00093078+0.00078497i,-0.00098498+0.0005666i
0.00042656+0.0047423i,-0.00010841+0.0035776i,0.0021763+0.0019458i,0.0033522+0.001648i,0.0027238+0.0025856i,0.0030709+0.0015031i,0.0025296+0.0011528i,0.0013127+0.0025625i,0.00078561+0.0034914i,0.0017341+0.0024912i,0.002206+0.0011502i,0.0011216+0.00021533i,0.0002212-0.00012466i,-0.00023542+0.0009777i,0.00023329+0.0010354i,0.00017474+0.000616i,0.00015791+0.00070699i,0.00048102+0.00014795i,1.0195e-05-0.00013501i,-0.00062612+0.0010515i,-0.0011069+0.000903i,-0.0013587-0.00017916i,-0.0012858+9.5204e-05i
-0.0016453+0.0054667i,-0.00086363+0.004309i,0.0010809+0.0034686i,0.0010166+0.0021591i,0.0019221+0.0026708i,0.0032706+0.0033998i,0.0023047+0.0028573i,0.001014+0.0027518i,0.0011696+0.0026834i,0.0019682+0.0020416i,0.0012385+0.0011418i,5.4894e-05+0.00062876i,-0.00033644+0.00045754i,-0.00039576+0.00065418i,-0.00017484+0.0014187i,0.00031854+0.0014197i,7.7888e-05+0.00061094i,-0.00027564-0.00018388i,-0.0005128-0.00013108i,-0.0004452+0.00029379i,-0.00016391+0.00058907i,-4.9238e-05+0.00061882i,-6.6946e-05+0.00038297i
-0.0010247+0.0033399i,3.7546e-05+0.0013432i,0.0016304+0.0013453i,0.0023358+0.001069i,0.0028044+0.00082568i,0.0030143+0.0015781i,0.0026329+0.0025949i,0.0018588+0.003324i,0.0015672+0.0032467i,0.0013906+0.0026114i,0.0011482+0.0021196i,0.00085396+0.0012496i,-0.0002517+0.00023698i,-0.0011789+0.00065926i,-0.00032795+0.0013137i,0.00065975+0.00067849i,0.0003633-0.00048353i,-1.39e-05-0.0007583i,-0.00030369-0.00024817i,-0.0013194+8.3383e-05i,-0.0021459-0.00017032i,-0.0013946+5.3891e-05i,-0.00040447+0.00062611i
-0.0026136+0.0012086i,-0.0025625+0.0022644i,-0.00050824+0.0025795i,0.0014156+0.0023742i,0.0021277+0.0035187i,0.0030017+0.0038387i,0.0026645+0.0028848i,0.0013514+0.0024252i,0.00070514+0.0015953i,0.00078651+0.00099821i,0.00057568+0.0006771i,5.0563e-05+0.00057851i,-0.00073113+0.00030459i,-0.0012384+0.00045947i,-0.0010029+0.0008725i,-0.00027687+0.00097061i,0.00056318+0.0013442i,0.0004787+0.0012373i,-0.00017236+0.00099115i,-0.00077205+0.0009775i,-0.0011419+0.00044533i,-0.0010975+0.0004771i,-0.00088707+0.00076305i
-0.0030797+0.0025124i,-0.0016152+0.0010939i,0.00091295+0.00046701i,0.00080993+0.00066479i,0.0017012+0.0017487i,0.0025621+0.0025443i,0.0016145+0.0025733i,0.00010453+0.0025381i,3.5811e-05+0.002719i,0.0003311+0.0025339i,0.0002238+0.0014002i,0.00065317+0.0010453i,0.0004449+0.0016237i,-0.00034058+0.0017437i,-6.3848e-05+0.0012278i,0.00057239+0.00040578i,0.00094268+7.5332e-05i,0.00098702+0.00034116i,0.00053249-9.6961e-05i,-7.3632e-05-0.00050829i,0.00016631+5.7403e-05i,-0.00029347+0.00039346i,-0.00041615-0.0002021i
-0.0016776-0.00063029i,-0.001276-0.00037473i,0.0013689+3.178e-05i,0.0018216+0.00096049i,0.00071006+0.0022644i,0.0013496+0.0030654i,0.0017869+0.00289i,0.00088175+0.0025332i,0.00045149+0.0026711i,0.00064521+0.0020509i,0.00090601+0.0010023i,0.00023431+0.00070389i,-0.00071988+0.00083688i,-0.00050929+0.0015829i,0.00028306+0.0022303i,0.00058603+0.0012301i,0.00036469+0.00029708i,1.0512e-05+0.00033412i,-0.00011264+0.00015267i,-9.7807e-05+0.00011913i,0.0005161+0.00074897i,-0.0001385+0.00047607i,-0.00091925-0.00042738i
-0.0023877-0.0031555i,-0.0028825-0.0023678i,-0.00038605-0.00027274i,0.0011449+0.00071639i,0.0013667+0.0024391i,0.001889+0.0041454i,0.0019007+0.0042775i,0.001554+0.0037192i,0.0016391+0.0033789i,0.0014227+0.0030069i,0.0010134+0.0024402i,0.00056689+0.0016934i,-0.00033645+0.00072288i,-0.0012335+0.00030029i,-0.0011837+0.00032685i,-0.00053499+0.00056489i,0.00033792+0.00052321i,0.00015654+0.0004055i,-0.00044816+0.00022782i,-0.00095922+0.00010465i,-0.001309+0.00020594i,-0.0012714+0.00089139i,-0.00064871+0.001221i
0.00021097+0.0003755i,0.00090335+0.0001698i,0.0026207+0.00081612i,0.0030122+0.00089324i,0.0028153+0.0023612i,0.0032456+0.0039639i,0.0020842+0.0048078i,-0.00010412+0.003575i,-0.00073574+0.0028144i,-0.00098787+0.0023088i,-0.0010059+0.0012838i,-0.00059807+0.00079426i,-0.0010649+0.0004091i,-0.00077449+0.00049507i,8.1181e-05+0.00087495i,0.00023046+0.0011262i,0.0005957+0.0011598i,0.00055332+0.0004545i,-0.00023346-0.00022169i,-0.00065262+8.1985e-05i,-0.00018033+0.00045381i,0.0002967+0.00020226i,0.00046341-0.00020858i
0.0007574-0.0010028i,0.0007709-0.0016584i,0.0018013+0.00026785i,0.0028332+0.0016413i,0.0029987+0.0028298i,0.0030957+0.004417i,0.0021087+0.0044499i,0.00035447+0.0030309i,-0.00033862+0.0022875i,-0.00033947+0.002295i,-3.9993e-05+0.0015919i,0.00048795+0.00098765i,-0.00048124+0.0010068i,-0.0005703+0.00078621i,0.00050262+0.00076389i,0.00073946+0.00095568i,0.00053318+0.00093187i,0.00015541+0.00051269i,-0.00058925-0.0003122i,-0.0007548-6.7326e-05i,-0.0011884+0.00023513i,-0.0015228+0.00039613i,-0.00075045+0.00043389i
0.0031354-0.00057702i,0.0018104-0.00083932i,0.001764+0.00030147i,0.0022618+0.0013386i,0.0015518+0.0036764i,0.0013251+0.0049881i,0.0012232+0.0040994i,0.00058635+0.0035098i,0.00060054+0.0031739i,0.00069022+0.0021743i,1.6176e-05+0.0012901i,-0.00098948+0.00093361i,-0.0016185+0.00082521i,-0.0014624+0.00045593i,-0.00069693+0.00016584i,0.00027972+0.00078609i,0.00028476+9.6685e-05i,-0.00025884-0.00081797i,-0.00088613-0.0002753i,-0.0014023-0.00023958i,-0.00094799-0.0003878i,-0.00056426-0.00034686i,-0.00031336-0.00089397i
0.00084313+0.00025716i,0.0015278-0.00014044i,0.0020439+0.00029963i,0.00138+0.0016058i,0.001119+0.0036448i,0.0013985+0.005366i,0.0010412+0.004692i,0.00030411+0.0034342i,0.00069047+0.0027515i,0.001022+0.0026079i,0.00062065+0.0023967i,-0.00062615+0.0012987i,-0.0018943-4.9236e-05i,-0.0011957-0.00025566i,-0.00045111+0.00026893i,-0.00027205+1.1865e-05i,-6.5381e-05+9.4276e-06i,-0.00063034-5.942e-05i,-0.00074541-0.00017668i,-0.00041737-0.00016547i,-0.00034114+4.7084e-05i,-0.00073887-3.9544e-05i,-0.0011361-0.00020781i
0.0024895+0.0021289i,0.0018358+0.00011128i,0.0018639-0.00080197i,0.0015818+0.00089957i,0.0011971+0.0026962i,0.0010711+0.003725i,0.00074744+0.0035388i,-0.00045039+0.0021495i,-0.0011451+0.0015194i,-0.00089863+0.0011956i,-0.00077077+0.00077056i,-0.00038837+0.00060721i,-0.00040599+0.00020708i,-0.0013994+0.00066162i,-0.001552+0.0015621i,-0.00086739+0.0014797i,-0.00042813+0.00092827i,-0.00018192+0.00046862i,-0.00046362-0.00025312i,-0.00058521-0.00021819i,-0.00023185+0.00021453i,-0.00054418-0.00033239i,-0.00096531-0.00060215i
0.00047084+0.0008564i,-0.00072276+0.0012503i,0.00053499+0.0013812i,0.0015734+0.0018034i,0.00082293+0.0037342i,-0.00018817+0.0055692i,0.00030012+0.0052171i,0.00082805+0.003773i,-0.00011109+0.0025023i,-0.00082415+0.0015412i,-0.00055275+0.00079562i,-0.00016853+0.00028671i,-0.00082684+0.00021691i,-0.00087919+0.00019006i,-0.00078808+0.00018257i,-0.00095885+0.0011603i,-2.256e-05+0.0017314i,0.00024875+0.00081002i,-0.00011803+6.8853e-05i,-0.00075426-0.00046716i,-0.00099901-0.00051749i,-0.00043893-0.00040548i,-0.0006924+7.4928e-05i
-0.00094794+0.0020306i,0.00087098+0.0015981i,0.0020605+0.0014572i,0.0020069+0.0029255i,0.0025775+0.0049143i,0.0023774+0.0053923i,0.0007494+0.0042i,-0.00023084+0.0029i,-0.00025061+0.0020649i,0.00012801+0.001489i,-1.8528e-05+0.00092296i,0.00032801+0.00024316i,0.00054372-0.00023809i,0.00020635-0.00058516i,-0.00036691+7.6818e-05i,-0.00086299+0.00066961i,-0.00049437+7.6362e-05i,-0.00061905-0.00040323i,-0.0012427-0.00036354i,-0.00076634+0.00013125i,-0.00039303-0.00023382i,-0.00037417-0.00073564i,-0.00072197-0.00059101i
-0.00074036+0.0019823i,-0.0013958+0.00058046i,-0.0011391+0.0014599i,-0.00067307+0.0026033i,0.00023793+0.0045164i,0.00078826+0.0062454i,0.00054356+0.0053912i,-0.00036087+0.0035325i,-0.0009281+0.0024282i,-0.00090193+0.0018634i,-0.00088349+0.0011533i,-0.00040316+0.00045347i,0.00037517+0.00034707i,-0.00023056-3.7469e-05i,-0.00093234+0.00044307i,-0.0007181+0.0005699i,-0.00027104-0.00022419i,-0.0001553-0.00067776i,-0.001271-0.00011741i,-0.0019266+0.00017436i,-0.0015681-0.00044381i,-0.0015001-0.00030344i,-0.0015451-1.785e-05i
-0.0003388+0.0030728i,-0.00025868+0.0022749i,0.0012217+0.0016267i,0.0019792+0.0019165i,0.0012831+0.0049454i,0.00031731+0.0065973i,-0.00040807+0.0059429i,-0.00058235+0.003978i,-0.00033167+0.0020326i,-0.0010767+0.0013262i,-0.0010962+0.0011585i,0.0004758+0.001076i,-0.00017681+0.00065168i,-0.0011917+0.00020678i,-0.0010671+0.00099405i,-0.00035246+0.0011258i,0.00057745+0.00024945i,0.0010137-8.9752e-05i,0.00042729+3.67e-06i,-0.00060373-0.0002739i,-0.00045458-0.00029546i,-0.00030877-2.6702e-05i,-0.00058764+0.00064384i
-0.0010862-0.0012548i,-0.00063422-0.0017112i,-0.00063395-0.0006713i,-0.0013172+0.00055057i,-0.0016432+0.0034456i,-0.0019106+0.0063734i,-0.0012726+0.0057947i,-0.0013519+0.0032775i,-0.0014697+0.0015225i,-0.00082621+0.00091063i,-0.0004208+0.0022197i,-0.0004517+0.0020205i,-0.00014354+0.00058228i,-0.00030729+0.00030191i,-0.00031546+0.00060211i,-2.9018e-05+0.00050374i,0.00010802-0.00051971i,-0.00064354-0.0014284i,-0.0016082-0.0011935i,-0.0011509-0.00034936i,-0.0007939-0.00037357i,-0.00097373-0.00052448i,-0.00070633+4.4896e-05i
-0.0021034+0.0035066i,-0.00058336+0.0018288i,0.0026025+0.0028643i,0.0034827+0.0036022i,0.0016932+0.0040561i,-0.00054631+0.0041126i,-0.0018903+0.0036821i,-0.0018387+0.0030856i,-0.0010539+0.0024673i,-0.00099772+0.0011968i,-0.0011266+0.0001947i,-0.00094012-6.6364e-05i,-0.00104-0.00040707i,-0.0012235-0.00032225i,-0.00059016+0.00055209i,-3.97e-05+0.00092293i,-4.0601e-05+0.00085948i,-6.3033e-05+0.00042596i,-0.00030043-0.00010976i,-0.00026843+4.7564e-05i,-0.00048109+0.0004015i,-0.00048522-0.00047907i,0.00024959-0.00098155i
