-0.0021458+0.00022827i,-0.0025494+0.00030626i,-0.0043511+0.00060992i,-0.0039131+0.00054407i,-0.0026744+0.0012366i,-0.0019875+0.0022533i,-0.0013859+0.0026956i,-3.9879e-05+0.0024936i,0.0010038+0.0018559i,0.00065727+0.00073817i,0.00023003-9.4917e-05i,-0.00014824+0.00023608i,-0.0006035+0.00067789i,-0.00038225+0.00040104i,-0.00031011+0.00057771i,-0.00024586+0.00066329i,0.00011434-6.2977e-05i,0.00014812-0.00029786i,0.00020522+6.5822e-05i,0.00029652+0.00025766i,0.00061054+9.188e-06i,0.00039625+4.4852e-05i,-0.00064748+0.00069917i
-0.13531-0.26155i,-0.11214-0.56485i,0.1477-0.85499i,0.37827-0.9756i,0.31125-0.90658i,0.1565-0.70598i,0.062152-0.50424i,-0.04909-0.33124i,-0.10811-0.11276i,-0.04506+0.020155i,0.008399+0.0068672i,0.0061831-0.0016351i,0.026664+0.022248i,0.063542+0.0075342i,0.064042-0.035856i,0.025546-0.050844i,-0.0068398-0.012808i,-0.0037271+0.039335i,0.017705+0.060473i,0.027232+0.048923i,0.014305+0.030438i,-5.5587e-05+0.015743i,-0.0068449-0.00089973i
0.065786-0.10378i,-0.038204-0.16985i,-0.30197-0.085704i,-0.47048+0.13797i,-0.38467+0.27928i,-0.26598+0.25528i,-0.21354+0.22742i,-0.075311+0.20552i,0.060379+0.074442i,0.056286-0.013542i,0.041027+0.015641i,0.062405+0.015832i,0.038272-0.024162i,-0.010931-0.022995i,-0.026013+0.015246i,-0.0066996+0.039088i,0.015635+0.022795i,0.025538-0.018534i,0.018263-0.071497i,-0.0084632-0.10855i,-0.026336-0.098613i,-0.017856-0.064083i,-0.0076806-0.034596i
0.14379+0.22763i,0.36021+0.46126i,0.54407+0.62467i,0.57835+0.59777i,0.50251+0.48107i,0.40241+0.37142i,0.32839+0.20474i,0.22345+0.037789i,0.098074-0.015846i,0.033899-0.012416i,-0.0038931-0.026395i,-0.037827-0.028349i,-0.028304-0.017688i,-0.0027693-0.0367i,-0.0013307-0.068804i,-0.0082232-0.07265i,-0.0097278-0.054054i,-0.0237-0.025534i,-0.038726+0.028338i,-0.017928+0.076374i,0.019658+0.071633i,0.024159+0.037323i,0.0087286+0.016786i
-0.24207-0.050508i,-0.43166-0.10114i,-0.45314-0.21069i,-0.33907-0.33418i,-0.29259-0.42321i,-0.24969-0.4293i,-0.13821-0.32659i,-0.072854-0.19704i,-0.052399-0.066987i,-0.0068056+0.0054093i,0.026403-0.0081196i,0.019474-0.01932i,0.0088182+0.004213i,-0.0027527+0.035141i,-0.017669+0.067525i,-0.018092+0.085414i,-0.0063103+0.07804i,0.013827+0.055775i,0.029965+0.023487i,0.01886-0.00019444i,-0.0059656-0.00013013i,-0.01523+0.0095993i,-0.012936+0.011452i
0.17799-0.17935i,0.27984-0.42387i,0.22391-0.67183i,0.051269-0.69871i,0.018863-0.41852i,0.05445-0.094552i,-0.038228+0.045393i,-0.11944+0.064235i,-0.086754+0.017639i,-0.050716-0.03061i,-0.036333-0.015057i,-0.016026+0.0019114i,-0.016386-0.0079966i,-0.014064-0.017203i,0.012127-0.031626i,0.034341-0.048499i,0.033961-0.048865i,0.023633-0.034708i,0.018019-0.024591i,0.015348-0.029592i,0.010235-0.035777i,0.0047023-0.032916i,-0.0025707-0.025003i
-0.063752+0.19674i,-0.15311+0.49306i,-0.19642+0.89782i,-0.11642+1.1185i,-0.047746+0.91502i,-0.055546+0.4985i,-0.034168+0.22545i,0.022617+0.12775i,0.015927+0.073314i,-0.031377+0.039676i,-0.056053+0.027639i,-0.055904+0.02591i,-0.038294+0.026271i,-0.032833+0.022855i,-0.050783+0.023102i,-0.061489+0.02209i,-0.049992-0.0009914i,-0.035913-0.031694i,-0.026357-0.035273i,-0.0084032-0.010992i,0.012685+0.012814i,0.023121+0.020997i,0.023939+0.021129i
0.012215-0.078655i,0.086429-0.2322i,0.15163-0.45176i,0.084545-0.58514i,-0.033826-0.49712i,-0.0089788-0.27545i,0.083149-0.14639i,0.07776-0.087488i,0.052815+0.016719i,0.083069+0.073367i,0.10947+0.033223i,0.10229-0.019625i,0.085985-0.034791i,0.09525-0.018573i,0.11813-0.0095664i,0.10592-0.011427i,0.06048+0.0053917i,0.009298+0.027293i,-0.03278+0.034316i,-0.051753+0.034548i,-0.043492+0.032703i,-0.022982+0.025222i,-0.0040925+0.014669i
-0.015292+0.0049956i,-0.055855+0.0044436i,-0.074982-0.0069494i,0.027876-0.051254i,0.16333-0.13273i,0.098877-0.18178i,-0.065113-0.099771i,-0.081789-0.010929i,-0.00934-0.039523i,-0.0053462-0.063434i,-0.033815-0.001028i,-0.033688+0.058021i,-0.037634+0.056833i,-0.068707+0.023633i,-0.090528-0.002651i,-0.074056-0.017453i,-0.038466-0.025096i,-0.0031191-0.02207i,0.022472-0.021971i,0.032316-0.035129i,0.026088-0.043394i,0.0098414-0.035831i,-0.0021473-0.026963i
-0.010147+0.066261i,-0.021971+0.19065i,-0.072171+0.39715i,-0.1571+0.6068i,-0.18533+0.69062i,-0.091936+0.58226i,0.03477+0.36131i,0.079844+0.18313i,0.048716+0.091462i,0.018442+0.041915i,0.015496+0.0076765i,0.018919-0.014955i,0.024144-0.016909i,0.028206-0.0035507i,0.013717+0.013939i,-0.012263+0.030437i,-0.029184+0.034987i,-0.02927+0.037301i,-0.012058+0.054049i,0.0078108+0.065071i,0.019505+0.054354i,0.024535+0.032691i,0.021653+0.011826i
0.01055-0.062841i,0.047953-0.16282i,0.1432-0.31183i,0.21596-0.48207i,0.17808-0.58217i,0.113-0.53061i,0.087255-0.38947i,0.049653-0.2532i,-0.009362-0.11964i,-0.027614-0.030754i,-0.011391-0.033051i,-0.0018764-0.06038i,0.001662-0.05842i,0.012269-0.040596i,0.032395-0.022892i,0.053534+0.00055707i,0.07083+0.022097i,0.07618+0.013676i,0.054786-0.021762i,0.013631-0.045628i,-0.023631-0.041399i,-0.039441-0.024145i,-0.036412-0.0045639i
0.025766+0.045531i,0.037369+0.056054i,0.02543+0.028464i,0.027097+0.0038523i,0.0299+0.036118i,-0.043418+0.085552i,-0.14604+0.094574i,-0.16453+0.061038i,-0.1006+0.015883i,-0.041067+0.011633i,-0.022632+0.049376i,-0.022462+0.076129i,-0.02073+0.06562i,-0.021746+0.033869i,-0.02679+0.0044912i,-0.025175-0.020106i,-0.020776-0.040712i,-0.023297-0.03971i,-0.021528-0.017366i,-0.0048128+0.0049149i,0.014504+0.012408i,0.016423+0.0092316i,0.0077409+0.0088203i
-0.084612-0.0089431i,-0.17332+0.0045912i,-0.27849+0.063978i,-0.34344+0.17527i,-0.25986+0.25715i,-0.049426+0.22513i,0.10659+0.12391i,0.132+0.066919i,0.098284+0.048987i,0.065045+0.0088305i,0.042718-0.03947i,0.015026-0.060289i,-0.020344-0.045015i,-0.038162-0.01431i,-0.032625+0.0068606i,-0.024403+0.01164i,-0.020166+0.0062539i,-0.0087149-0.005714i,0.0069892-0.014672i,0.017508-0.01471i,0.021704-0.013815i,0.022227-0.015548i,0.020864-0.019396i
0.096809-0.031416i,0.23482-0.041822i,0.40646-0.044164i,0.46059-0.1087i,0.2926-0.20983i,0.073652-0.22263i,-0.0066764-0.16895i,-0.01863-0.1337i,-0.030924-0.080177i,-0.015701-0.026985i,-0.0004135-0.01959i,0.0081316-0.011388i,0.037974+0.0043658i,0.065917-0.00039683i,0.065632-0.024046i,0.034814-0.04085i,-0.0093535-0.029489i,-0.05058-0.0047635i,-0.081059+0.01286i,-0.089993+0.022223i,-0.077817+0.031788i,-0.054361+0.04446i,-0.029992+0.046974i
-0.038572+0.064636i,-0.15629+0.087269i,-0.34639+0.081751i,-0.40459+0.102i,-0.2135+0.12794i,-0.026436+0.092778i,-0.035605+0.073876i,-0.066813+0.098312i,-0.033992+0.070166i,-0.027914+0.032248i,-0.035538+0.054378i,-0.019479+0.070174i,-0.0080016+0.043229i,-0.025807+0.019026i,-0.053961+0.039929i,-0.048249+0.083001i,-0.0085543+0.10014i,0.035548+0.08697i,0.062199+0.056957i,0.068515+0.025125i,0.070436-0.00061693i,0.064227-0.025552i,0.041642-0.035536i
-0.039501-0.028824i,0.004868-0.058695i,0.13594-0.10792i,0.20363-0.14032i,0.088286-0.081048i,-0.041482+0.037097i,-0.027648+0.05438i,0.003199+0.00068189i,-0.021689+0.0079535i,-0.026957+0.03638i,-0.010805+0.018286i,-0.0068641-0.014622i,-0.01565-0.02115i,-0.0023682-0.0059552i,0.053716-0.00963i,0.10752-0.050357i,0.11408-0.096896i,0.07701-0.10667i,0.030822-0.069865i,-0.0016411-0.025527i,-0.024884-0.0045718i,-0.033464-0.00023214i,-0.024721-0.0059037i
0.039431-0.044852i,0.033793-0.0057345i,-0.026781+0.1478i,-0.062553+0.30185i,-0.0012287+0.23977i,0.053983+0.039911i,0.034296-0.024235i,0.0301+0.011398i,0.055291-0.0033651i,0.049825-0.033324i,0.030239-0.028538i,0.0201-0.0065676i,0.0203+0.0028245i,0.011249-0.017438i,-0.038477-0.052356i,-0.11588-0.062075i,-0.16041-0.035728i,-0.14094-0.008038i,-0.087968-0.0051559i,-0.041868-0.012431i,-0.01759-0.0094991i,-0.0084865+0.0040114i,-0.0054348+0.016814i
0.03203+0.04654i,0.052841+0.0047072i,0.057102-0.19998i,0.01981-0.43462i,-0.039268-0.41752i,-0.057798-0.21221i,-0.033383-0.08449i,-0.014721-0.043433i,-0.012825-0.010259i,-0.010844+0.016336i,-0.008075+0.032815i,-0.0049096+0.033472i,-0.00084862+0.030399i,0.0045279+0.049619i,0.018686+0.097789i,0.055458+0.1518i,0.096065+0.16739i,0.10152+0.13085i,0.070343+0.078015i,0.03863+0.041648i,0.024982+0.019224i,0.014906+0.0038278i,0.0040946+0.0014965i
-0.067665-0.0071898i,-0.091518+0.030792i,-0.023383+0.15975i,0.10372+0.30834i,0.15031+0.31581i,0.11408+0.20223i,0.081643+0.082274i,0.050863+0.0006129i,0.005136-0.026377i,-0.021527-0.027163i,-0.021131-0.042738i,-0.020655-0.06176i,-0.027302-0.064026i,-0.024794-0.062184i,0.0015933-0.080333i,0.036801-0.12011i,0.055994-0.14707i,0.06152-0.12659i,0.06632-0.081799i,0.060886-0.052456i,0.039531-0.033046i,0.025248-0.016019i,0.022932-0.014681i
0.030969-0.03569i,0.025874-0.058685i,-0.070159-0.053709i,-0.20888-0.048222i,-0.23227-0.070925i,-0.12981-0.089488i,-0.033602-0.07706i,0.0052379-0.054185i,0.022001-0.03263i,0.036168-0.010606i,0.035166-0.0012022i,0.016209+0.0046434i,0.0023173+0.018506i,-0.002904+0.03181i,-0.023433+0.036504i,-0.071867+0.033165i,-0.12416+0.024536i,-0.14495+0.0088743i,-0.14203-0.0032903i,-0.12065+0.00036572i,-0.076908+0.0028212i,-0.044184-0.0044512i,-0.034404-0.0022194i
0.036871+0.032676i,0.089817+0.019501i,0.1641-0.079031i,0.22743-0.18614i,0.23029-0.16807i,0.15636-0.081263i,0.051462-0.040705i,-0.030258-0.016888i,-0.055189+0.015451i,-0.042003+0.023332i,-0.033486+0.024251i,-0.022073+0.033941i,-0.0020441+0.028438i,0.0083169+0.0027159i,0.011535-0.0081313i,0.029851+0.019516i,0.05744+0.063987i,0.066103+0.092047i,0.062665+0.090274i,0.058066+0.069241i,0.042397+0.047999i,0.02603+0.033237i,0.020741+0.021648i
-0.068581+0.017498i,-0.13301+0.085254i,-0.15993+0.22557i,-0.12092+0.36062i,-0.082998+0.35111i,-0.076757+0.23351i,-0.039081+0.14246i,0.023817+0.075993i,0.036719+0.012995i,0.013659-0.023554i,0.010982-0.042903i,0.023444-0.052261i,0.020754-0.042344i,0.0026576-0.015502i,-0.0078332+0.0010376i,-0.0064983-0.020213i,0.0013679-0.058144i,0.010523-0.07516i,0.010303-0.069426i,9.1435e-05-0.056296i,-0.0068947-0.041996i,-0.0053471-0.028876i,-0.0013434-0.022213i
0.018876-0.072134i,0.023463-0.1744i,-0.036494-0.30132i,-0.14843-0.36392i,-0.16878-0.30627i,-0.082651-0.19879i,-0.048052-0.11845i,-0.052655-0.047187i,-0.0069456+0.00030612i,0.029395+0.0069011i,0.01263+0.011826i,-0.014163+0.018554i,-0.018275+0.010026i,-0.0012799-0.00057267i,0.010711-0.00090117i,-0.0022438+0.0062141i,-0.029878+0.012824i,-0.045883+0.011848i,-0.042784+0.0064626i,-0.028739+0.0048694i,-0.010343+0.0075991i,0.0002317+0.010289i,0.0021102+0.010507i
0.042145+0.054142i,0.1307+0.1431i,0.30358+0.22944i,0.46766+0.21359i,0.41297+0.1236i,0.19397+0.084197i,0.061572+0.10223i,0.021683+0.093873i,-0.025024+0.070116i,-0.048435+0.072363i,-0.031915+0.07398i,-0.013667+0.063057i,-0.013355+0.048236i,-0.024922+0.028407i,-0.024661+0.013456i,0.0007042+0.019389i,0.034971+0.035398i,0.048421+0.039121i,0.036259+0.031572i,0.016028+0.026771i,-0.00056893+0.025513i,-0.0061328+0.019935i,-0.0052945+0.0083232i
-0.071249+0.0019965i,-0.21217-0.017029i,-0.43551-0.0081595i,-0.57845+0.076053i,-0.45577+0.14059i,-0.18962+0.091776i,-0.021098+0.0032758i,0.038352-0.042308i,0.046606-0.058719i,0.035283-0.064584i,0.04101-0.070217i,0.050901-0.081006i,0.048346-0.068728i,0.043346-0.036087i,0.032942-0.017297i,0.0172-0.024325i,0.0073643-0.03981i,0.0086926-0.037213i,0.021823-0.017401i,0.035798-0.00546i,0.03678-0.0095572i,0.022984-0.016188i,0.0026123-0.00934i
0.040485-0.04216i,0.16818-0.10722i,0.37458-0.22861i,0.47949-0.37106i,0.35022-0.39016i,0.1351-0.25316i,0.019886-0.12465i,-0.023584-0.073438i,-0.033251-0.028698i,-0.012825+0.011678i,-0.0066007+0.024062i,-0.017704+0.024948i,-0.025132+0.013675i,-0.026885+0.0040763i,-0.023574+0.010907i,-0.018625+0.016932i,-0.016515+0.012454i,-0.016142-0.00088423i,-0.017669-0.019738i,-0.018236-0.031559i,-0.012628-0.029039i,-0.005141-0.016338i,0.0057771-0.0010852i
0.013154+0.045313i,-0.031843+0.15943i,-0.13181+0.36115i,-0.17244+0.53238i,-0.084842+0.49422i,0.017376+0.2808i,0.050356+0.10817i,0.05053+0.045732i,0.034553+0.014719i,0.0041983-0.010344i,-0.015327-0.014892i,-0.020129+0.0014955i,-0.01017+0.018472i,0.0073081+0.0075692i,0.016412-0.016974i,0.015041-0.022705i,0.0055258-0.010351i,-0.010538+0.0049105i,-0.023241+0.020151i,-0.025655+0.032477i,-0.019944+0.037822i,-0.0049841+0.033713i,0.00783+0.011327i
-0.042046-0.019424i,-0.095476-0.12267i,-0.16404-0.32335i,-0.2272-0.46402i,-0.24433-0.39283i,-0.20591-0.21653i,-0.15453-0.1004i,-0.099927-0.046346i,-0.040841-0.013714i,-0.0017322-0.00060272i,0.017555+0.0011566i,0.033334-0.0037704i,0.034027-0.012006i,0.011732-0.0078835i,-0.013922+0.00074786i,-0.025307+0.0011733i,-0.022855+0.0016959i,-0.01499+0.0037076i,-0.011246+0.0019223i,-0.0091885-0.0034152i,-0.0042315-0.010671i,-0.005074-0.017261i,-0.015643-0.013961i
0.031756-0.012034i,0.13691+0.025452i,0.32297+0.1137i,0.44833+0.17148i,0.39676+0.14628i,0.26211+0.092682i,0.14497+0.053187i,0.056394+0.035163i,0.019181+0.035298i,0.013507+0.033052i,-0.0024703+0.030261i,-0.018584+0.027935i,-0.017663+0.019614i,-0.0034669+0.014867i,0.012441+0.018973i,0.021643+0.021913i,0.026172+0.017253i,0.029493+0.0096856i,0.027181+0.00058137i,0.01513-0.0087127i,8.8712e-05-0.012062i,-0.007579-0.0060725i,-0.0038612+0.0075026i
-0.0035078+0.025909i,-0.098638+0.080651i,-0.26821+0.18336i,-0.35785+0.25635i,-0.28994+0.19513i,-0.19686+0.070651i,-0.12953+0.019682i,-0.067801+0.011898i,-0.048464-0.0020688i,-0.049375-0.00091537i,-0.033669+0.0028394i,-0.024117+0.0018681i,-0.024536+0.0057818i,-0.021447+0.0011963i,-0.014433-0.010863i,-0.0074669-0.017492i,-0.0068675-0.021146i,-0.011811-0.020712i,-0.012797-0.0049501i,-0.0046825+0.020577i,0.003674+0.033003i,0.0046854+0.025492i,0.0057138+0.0095617i
0.0014718-0.011467i,0.034149-0.12854i,0.070392-0.36291i,0.053537-0.51239i,0.033478-0.38327i,0.074714-0.15022i,0.097582-0.040747i,0.064342-0.0096558i,0.040695+0.0083831i,0.036188+0.0023784i,0.032614-0.010594i,0.034291-0.021202i,0.02926-0.020759i,0.016227-0.0015653i,0.0051484+0.013867i,-0.0010453+0.017259i,0.0015173+0.017404i,0.010042+0.010278i,0.017654-0.0076142i,0.019672-0.023893i,0.017896-0.023996i,0.017363-0.013909i,0.013272-0.010654i
0.0012806+0.02348i,0.060674+0.15421i,0.21745+0.393i,0.37781+0.51723i,0.34861+0.35484i,0.16024+0.11384i,0.044486+0.0043553i,0.031996-0.035338i,0.0096614-0.051923i,-0.019422-0.035249i,-0.03002-0.018211i,-0.028862-0.0072278i,-0.012771-0.0049792i,0.002576-0.011813i,0.0080329-0.0088437i,0.010865-0.00028616i,0.012201+0.0048333i,0.0065804+0.0086468i,-0.0076716+0.0059138i,-0.018789-0.0052403i,-0.018106-0.020605i,-0.013786-0.027066i,-0.01299-0.01261i
-0.017462-0.030183i,-0.14443-0.10833i,-0.41453-0.22196i,-0.63793-0.24904i,-0.56234-0.13292i,-0.28686-0.0072376i,-0.098329+0.031006i,-0.037622+0.040245i,0.0027076+0.043866i,0.031871+0.022269i,0.031542+0.0019107i,0.014084-0.0018232i,-0.0038496+0.0058352i,-0.0053227+0.013069i,0.0033841+0.0081128i,0.0048105-0.0034115i,-0.001467-0.01186i,-0.00099335-0.007158i,0.01545+0.012208i,0.030938+0.027941i,0.02955+0.032578i,0.02041+0.030053i,0.015151+0.019723i
0.031645+0.013692i,0.16322+0.0024748i,0.40683-0.052392i,0.58674-0.12357i,0.50491-0.15465i,0.27417-0.1416i,0.11507-0.10922i,0.053547-0.077315i,0.023004-0.046838i,0.0020741-0.012632i,0.00032362+0.0073124i,0.0083576+0.0056912i,0.0086967-0.0048281i,-0.00501-0.0141i,-0.019167-0.016859i,-0.018898-0.011073i,-0.010451-0.0067744i,-0.01099-0.018996i,-0.032691-0.036689i,-0.055843-0.031892i,-0.053313-0.0097741i,-0.033476+0.0029432i,-0.013433+0.0024534i
-0.04377+0.013016i,-0.12056+0.099365i,-0.23267+0.2534i,-0.3126+0.36068i,-0.28326+0.33527i,-0.1793+0.24424i,-0.098735+0.15073i,-0.069971+0.076815i,-0.051534+0.041284i,-0.022841+0.022091i,-0.0043731+0.0065417i,0.0025821+0.0024714i,0.0071765+0.0041681i,0.011738+0.0064871i,0.013845+0.0071869i,0.0085388+0.0055633i,-0.0015941+0.013535i,-0.0056001+0.038081i,0.010018+0.059128i,0.034613+0.05164i,0.040029+0.020854i,0.022929-0.0027236i,0.0017788-0.0061898i
0.011418-0.050113i,-0.004367-0.14855i,-0.051144-0.26694i,-0.053142-0.30201i,0.017676-0.25094i,0.056232-0.19526i,0.039505-0.1245i,0.033323-0.049255i,0.025439-0.021122i,0.0042414-0.0098579i,-0.0022446+0.0071115i,-0.0034563+0.013385i,-0.0083367+0.012589i,-0.01068+0.008345i,-0.012027+0.0050714i,-0.0083678+0.0039741i,0.0026716-0.0087406i,0.014178-0.032008i,0.013161-0.049564i,0.0021929-0.053144i,-0.0022141-0.041662i,0.00050769-0.027202i,-0.0026975-0.016266i
0.03493+0.039007i,0.13018+0.083855i,0.26377+0.093617i,0.29529+0.052685i,0.17118+0.039958i,0.04669+0.086872i,0.0076709+0.091106i,-0.011389+0.046853i,-0.025298+0.031395i,-0.017769+0.027407i,-0.011153+0.010934i,-0.0074229-0.0049014i,-0.0052466-0.014031i,-0.008486-0.011069i,-0.0090106-0.0021079i,-0.0054241+0.0046401i,-0.0056681+0.0078306i,-0.01486+0.010952i,-0.02451+0.025716i,-0.024349+0.048282i,-0.018266+0.057696i,-0.0088251+0.052012i,0.010251+0.039076i
-0.062907-0.0018086i,-0.17264+0.049469i,-0.29148+0.17085i,-0.2942+0.27115i,-0.16797+0.21585i,-0.053375+0.063493i,-0.015443-0.0092708i,0.0027391-0.00065719i,0.01588-0.0089683i,0.0074552-0.026376i,-0.0022217-0.021862i,-1.4377e-05-0.0074543i,0.012673+0.0031239i,0.024968+0.0027173i,0.027856-0.004223i,0.024007-0.0073826i,0.021839+0.00061784i,0.03029+0.0083132i,0.040899-0.010561i,0.038523-0.046428i,0.027687-0.060746i,0.017785-0.052454i,0.0066939-0.044371i
0.040544-0.056293i,0.096674-0.17978i,0.14172-0.37332i,0.11774-0.49134i,0.033188-0.39082i,-0.026022-0.18578i,-0.025922-0.069132i,-0.014497-0.038876i,-0.0085535-0.014209i,0.0051428+0.0077656i,0.008941+0.010836i,-0.0018878+0.010636i,-0.014322+0.013437i,-0.019674+0.016884i,-0.016098+0.018931i,-0.011933+0.010561i,-0.014534-0.009309i,-0.025005-0.020759i,-0.038456-0.002018i,-0.042565+0.030305i,-0.033213+0.038475i,-0.024534+0.026946i,-0.023712+0.021299i
0.012164+0.062736i,0.039457+0.18945i,0.069591+0.3678i,0.087389+0.48162i,0.097252+0.41276i,0.10059+0.22092i,0.077153+0.076971i,0.046105+0.028406i,0.030991+0.012597i,0.01435+0.00068378i,0.0012456-0.0060516i,-0.001728-0.012958i,-0.0015969-0.017783i,0.00044356-0.021922i,-0.00011153-0.024914i,-0.0027635-0.016085i,0.00027499+0.0045063i,0.011428+0.01507i,0.027659+0.004258i,0.038668-0.0085558i,0.0353-0.0027954i,0.025724+0.01225i,0.021339+0.019595i
-0.057158-0.028539i,-0.13801-0.092833i,-0.2081-0.20121i,-0.20768-0.30569i,-0.16178-0.30956i,-0.12545-0.19334i,-0.079169-0.091055i,-0.040934-0.066005i,-0.034573-0.046225i,-0.022339-0.011861i,0.00043314+0.0036838i,0.015489+0.0022891i,0.018063+0.00040871i,0.010212+0.0031065i,0.0035892+0.0041057i,0.0031166-0.00040589i,0.002602-0.0055258i,-0.0067553-0.0067998i,-0.028931-0.0029134i,-0.04832+0.00014875i,-0.046714-0.0061396i,-0.031407-0.018892i,-0.015376-0.025534i
0.057114-0.024166i,0.12897-0.040803i,0.19139-0.0035519i,0.19298+0.10305i,0.1594+0.16703i,0.13624+0.11979i,0.097793+0.052344i,0.053668+0.033788i,0.034531+0.026536i,0.018699+0.0079768i,-0.00068256+0.0026156i,-0.013076+0.0097644i,-0.016691+0.015035i,-0.010557+0.01332i,-0.0049423+0.010265i,-0.0067722+0.012676i,-0.0085088+0.016122i,-0.0012091+0.01716i,0.020358+0.015951i,0.04269+0.012097i,0.04605+0.0089648i,0.033208+0.007595i,0.013288+0.0015931i
-0.0089659+0.056614i,-0.022102+0.12058i,-0.032778+0.14167i,-0.036644+0.057736i,-0.050565-0.043911i,-0.077104-0.055166i,-0.075298-0.01821i,-0.04942-0.0040685i,-0.038081-0.00058729i,-0.028215+0.0088038i,-0.011422+0.0067537i,-0.00074326-0.0068019i,0.0020107-0.01644i,-0.0014033-0.015111i,-0.003832-0.0087782i,0.0010351-0.0070946i,0.0079241-0.01015i,0.0064721-0.01672i,-0.0088471-0.024052i,-0.020939-0.024697i,-0.015631-0.017523i,-0.0051574-0.0058787i,0.00071369+0.0086794i
-0.036622-0.03088i,-0.08567-0.08346i,-0.13794-0.12586i,-0.15149-0.08803i,-0.098342+0.004872i,-0.021165+0.041663i,0.0040807+0.025653i,-0.0061566+0.018967i,-0.0013444+0.014743i,0.0052235-0.00050753i,-0.00051233-0.0062111i,-0.0012046+0.0019974i,0.0057061+0.0092912i,0.011634+0.011647i,0.016478+0.010274i,0.016926+0.0053942i,0.0094559+0.0030852i,0.003439+0.0088968i,0.0070474+0.019116i,0.0078207+0.024564i,-0.0028089+0.020912i,-0.0095845+0.010595i,-0.0017596-0.00086836i
0.05027-0.0075469i,0.13481+0.0023357i,0.24001+0.033161i,0.29199+0.044238i,0.23026+0.0060152i,0.096329-0.028715i,0.019466-0.020366i,0.021121-0.0038798i,0.022394-0.0025433i,0.0097871+0.00061468i,0.0029454+0.0027624i,-0.0023726+0.0022244i,-0.0072127+0.0034929i,-0.011234-6.5547e-05i,-0.013881-0.0023176i,-0.011329-0.00047126i,-0.0051742-0.00093901i,-0.0016826-0.0040464i,-0.0043454-0.0086322i,-0.0040773-0.01459i,0.003424-0.017619i,0.006623-0.014743i,0.0011108-0.0090034i
-0.024846+0.036815i,-0.10066+0.070982i,-0.23427+0.081796i,-0.34329+0.062815i,-0.31057+0.047474i,-0.15698+0.049847i,-0.039917+0.034421i,-0.016745+0.013536i,-0.0094219+0.012765i,0.0074577+0.0087974i,0.011167-0.0019049i,0.0045716-0.01184i,-0.0012624-0.014569i,0.00033151-0.0092075i,0.002124-0.0061973i,-0.0027467-0.0075045i,-0.008338-0.0081824i,-0.0072948-0.0043258i,0.0016295+0.0048615i,0.0099877+0.011209i,0.010843+0.010586i,0.004795+0.0069584i,-0.0056915+0.0054155i
-0.0037567-0.036056i,0.036858-0.090649i,0.165-0.13967i,0.31694-0.14468i,0.32652-0.11385i,0.19672-0.083884i,0.088755-0.05774i,0.050589-0.042091i,0.02691-0.035913i,0.0050984-0.019566i,0.0017588-0.0036746i,0.0087019+4.2062e-06i,0.014528-0.0042519i,0.010672-0.010876i,0.0010855-0.012271i,0.00060588-0.0043867i,0.0077217+0.0063342i,0.009785+0.0062692i,6.7156e-05-0.0052929i,-0.013467-0.0083018i,-0.017484+0.0025179i,-0.0091752+0.011597i,0.0030502+0.01387i
0.027306+0.015438i,0.028796+0.058357i,-0.042769+0.12098i,-0.18107+0.15554i,-0.23713+0.13605i,-0.15141+0.090131i,-0.056994+0.045151i,-0.028569+0.021119i,-0.021483+0.018657i,-0.0068561+0.012567i,0.0015174+0.0040574i,-0.00049058+0.0062324i,-0.0040333+0.013356i,-0.0038782+0.01654i,-0.0024324+0.014469i,-0.0051833+0.010039i,-0.0089428+0.0047156i,-0.0091931+0.0020136i,-0.0065447+0.0071811i,-0.001494+0.0080259i,0.0066526-0.0063356i,0.012488-0.021609i,0.015064-0.02757i
-0.019943+0.0061414i,-0.049005-0.0019201i,-0.048229-0.038166i,0.029833-0.07388i,0.11828-0.076209i,0.10043-0.068817i,0.02798-0.054134i,-0.0028504-0.034022i,-0.0091878-0.024987i,-0.016985-0.015353i,-0.017593-0.0037628i,-0.011614-0.0020028i,-0.007062-0.0057818i,-0.0036682-0.0066618i,0.0013072-0.0050907i,0.0068089-0.004741i,0.0084173-0.0063256i,0.0048953-0.011118i,0.0011232-0.017293i,-0.00086581-0.017754i,-0.0063717-0.0073556i,-0.015998+0.0078583i,-0.026239+0.01418i
0.0079285-0.024391i,0.031672-0.055603i,0.058541-0.079407i,0.036783-0.073218i,-0.028307-0.042676i,-0.056664+0.006514i,-0.039053+0.033207i,-0.01905+0.021386i,-0.0068456+0.014004i,0.0036739+0.011314i,0.0056647+0.00081672i,0.0016072-0.008218i,-0.0012032-0.0094007i,-0.0040779-0.0014084i,-0.0030434+0.0069443i,0.0019574+0.0083395i,0.005872+0.0057657i,0.0059308+0.0082067i,0.0038018+0.018225i,0.0050529+0.027767i,0.01265+0.029544i,0.022909+0.022732i,0.029484+0.017514i
