-0.0029945+0.0023888i,-0.0024902+0.0025946i,-0.00243+0.0018882i,-0.0020376+0.0015145i,-0.0010465+0.0012139i,-0.0002975+0.00056545i,-0.00072867+0.0011202i,-0.00023745+0.001491i,0.00089045+0.0010265i,0.0019204+0.00073519i,0.0017942+0.00081807i,0.00049792+0.00079585i,0.00011047+0.00082023i,-0.00027129+0.00045389i,-0.00034287+0.00050469i,0.00020577+0.0008251i,0.0007069+0.00045036i,0.00076266-0.00048639i,3.0185e-05-0.00079884i,-0.00023398-5.5796e-05i,-0.00025228-0.00016781i,-0.00040207-0.0002062i,-0.00014266-9.6008e-05i
0.00023607+0.002629i,-0.0015012+0.0026085i,-0.0023349+0.001539i,-0.00073939-3.183e-05i,0.0004044-0.00054427i,0.0013679-0.00053401i,0.0020946-0.00096051i,0.0017445-0.00099192i,0.0011499-0.0004065i,0.0010679-0.00067037i,0.0013938-0.0012326i,0.0011431-0.00097147i,0.00040848-0.0004814i,-0.00069549+0.00014791i,-0.0013688-0.00021958i,-0.0011607-0.0008856i,-0.000374-0.00060479i,0.00058994-0.00035241i,0.00087526-4.1357e-05i,0.00060096+0.00017693i,0.00022628-0.00027153i,-6.2881e-05-0.00087117i,-0.00036727-0.00056995i
0.0019898-3.3447e-05i,0.0024435-0.0017759i,0.0012356-0.0031209i,-0.00065546-0.0034319i,-0.0010985-0.0022073i,5.6578e-05-7.1742e-05i,0.001921+0.00098899i,0.0022962+0.00063312i,0.0012824+0.00046436i,0.0011574+0.0008466i,0.0015354+0.0012693i,0.0011594+0.0013559i,0.0008382+0.00078714i,0.00095768+0.00020323i,0.00067258-0.0005094i,0.00010966-0.00023654i,9.7252e-05+0.00047892i,-0.00035527+1.7191e-05i,-7.6668e-05-0.00054704i,-6.6267e-05-0.00041816i,-0.00088174-0.00046218i,-0.00023276-0.00043765i,0.00010445+3.1893e-05i
-0.00236+0.00025163i,-0.0021857+0.0015583i,-0.0022628+0.0010668i,-0.0012227-0.0004809i,-5.3539e-05-0.0014345i,-0.00095241-0.00033409i,-0.0012716+0.0010225i,-0.00032763+0.0012815i,0.00016529+0.00056547i,-0.00029517+0.00036394i,-0.00079441+0.00078482i,-0.00092701+0.00027597i,-0.00095461-0.00019603i,-0.00027695-0.00017553i,0.00044628-0.00014909i,-0.00055833-2.2841e-05i,-0.0012449+0.00087069i,-0.0011406+0.0010123i,-0.00070938-0.00037725i,-0.00027798-0.0015579i,-0.00015473-0.0013759i,-0.00026222-0.00098659i,0.000645-0.00072155i
-3.8718e-05-0.002384i,5.8758e-05-0.0028906i,3.4878e-05-0.0032919i,0.00015455-0.002992i,0.00076727-0.001639i,0.00061477-0.0017174i,-0.00067341-0.0017012i,-0.0014286-0.00051578i,-0.001426+0.00014633i,-0.00081337+0.0002524i,-0.00040319+0.00048246i,-0.00035732+0.00031709i,-0.0005188-0.00029705i,-0.00041759-6.8045e-05i,-0.00059604+0.0010314i,-0.00076217+0.0012476i,-0.00035697+0.00069227i,-0.00048998+0.00045671i,-0.00095841+0.00035858i,-0.0008047+0.00043173i,-0.00073694-0.0001224i,-0.00066866-0.00045842i,-0.00034779-0.00050452i
-0.00043816-0.002312i,-0.00079423-0.00058958i,-0.0016295+0.00017112i,-0.0011551-0.00034514i,-4.8326e-05-1.5684e-05i,0.00042304+1.7002e-05i,0.00062235-0.00053403i,0.00038286+6.0445e-05i,-0.00084653-9.5489e-05i,-0.00068735-0.0006519i,-9.3498e-05-0.00016398i,0.00053289-0.00050025i,0.00099356-0.0010094i,0.00018261-0.00083088i,-0.00066923-0.00078363i,-0.0010016-0.00088839i,-0.00075504-0.00063513i,-0.00046887+0.00031664i,-0.00024169+0.00078042i,7.2117e-05+0.00016415i,0.00040775-0.00022481i,0.00010556-0.00069825i,0.00010559-0.00082533i
0.0026946-0.0022963i,0.0011781-0.0021307i,1.6325e-05-0.002116i,-0.00050862-0.0025769i,-0.00097829-0.0016121i,-9.1411e-05+0.00022665i,0.0017622+0.00057989i,0.0013218+0.00010767i,0.00010413-0.00023776i,0.00074398-0.00055915i,0.00097694-4.1239e-05i,0.00016988+0.0010459i,-0.00045195+0.00013635i,-0.00051347-0.0005919i,-0.000241-0.00040996i,-0.00017053-0.00086328i,-0.00015486-0.0011977i,-0.00030985-0.0006762i,-0.0004517-8.8732e-05i,-0.00037605-0.00033502i,-8.9302e-05-0.00088269i,0.0003887-0.00069989i,0.00077259-0.00024407i
0.0022111-0.00072467i,0.003203-0.0026629i,0.0017427-0.0034267i,-0.00076386-0.0027071i,-0.0011128-0.0011182i,0.00074251+0.00071745i,0.0015253+0.00075954i,0.00067797-0.00016813i,-0.00038691+0.00023432i,-0.00028853+0.00030113i,0.00037014-8.2998e-05i,0.0003564+5.1282e-05i,9.7744e-05+0.00016592i,0.0004944+0.00018107i,0.00043938+0.00026171i,-0.00030645-0.00039198i,-0.00013948-0.00052861i,5.3665e-05+0.0003098i,-0.00020573+0.00079345i,-0.00013968+0.00022559i,-0.00042538+7.1894e-05i,-0.00059649-0.00024139i,-0.00017821-0.00096401i
-0.001182+0.003143i,-0.0013345+0.0049438i,-0.0012008+0.0042037i,-0.00010374+0.0015412i,-0.00027065-0.00044656i,-0.00011875-0.00016063i,0.00073037+0.0014146i,0.00095449+0.0016026i,0.00038076+0.00036303i,0.00045585+0.00017084i,0.00036195+0.00035223i,4.3799e-06-0.00035885i,1.3613e-06-0.00099554i,9.9819e-05-0.00022035i,-0.00049782-5.8922e-05i,-0.0010463-0.00067298i,-0.00063012-0.00035776i,-0.00037059+0.00060534i,-0.00025698+0.0011652i,0.00035576+0.00022717i,0.0008021+9.0279e-05i,0.00015166+0.00045413i,-0.00065248+0.00011304i
-0.0017896+0.0021864i,-0.0016695+0.00054444i,-0.00066397-0.0011631i,0.00065553-0.0022035i,0.00078565-0.0027812i,-0.00057478-0.0028979i,-0.0012962-0.0013385i,-0.00072844+0.000262i,0.00073093+0.00011361i,0.0012266-0.00081319i,0.00067536-0.00058916i,8.8504e-05-2.2323e-06i,-0.00023104-0.0001976i,-0.00073721-0.00023649i,-0.0011025-0.00043497i,-0.00065056-0.00056396i,-0.0002126-7.8354e-05i,0.00035947+0.00032727i,0.00029962+0.00029691i,-0.00082843-0.00069691i,-0.0010505-0.0011907i,-0.00048043-0.00088022i,-0.00038692+4.5464e-05i
0.0042016-0.0020138i,0.0055711+0.00027217i,0.006162+0.0014474i,0.0047994+0.00032238i,0.002891-0.0014418i,0.00098402-0.0012785i,-0.0004494-0.00018307i,-8.0306e-05-0.00019888i,0.00043169-0.00072259i,0.00020029-0.00092806i,0.00025301-0.0011707i,8.1871e-05-0.00041504i,-0.00019687+0.00068663i,-0.00019621+0.00023788i,-0.00036175-3.5922e-05i,-0.0006876+5.9772e-05i,-0.00051979+0.00019397i,-2.7043e-05+9.1571e-05i,-6.97e-05+9.9314e-05i,-8.9142e-05-6.3268e-05i,-0.00033959-0.00028494i,-7.0936e-05-0.0002488i,0.00065517-0.00047453i
0.0013414+0.0045459i,0.00075627+0.0036413i,0.00063475+0.002273i,0.0018092+0.0010642i,0.0028034-0.00081231i,0.0023204-0.0021428i,0.00086893-0.0016104i,0.00063877-0.00069131i,0.00098469-0.00038163i,0.00090998-3.717e-05i,0.00083002+0.00035791i,0.00043697+4.0512e-07i,-0.00030494-0.00052217i,-0.00029324-0.0008092i,-0.00026817-0.00041113i,-0.00013189+3.325e-05i,0.00014466+9.8643e-05i,0.00074158+4.3683e-05i,0.00012295+0.00020084i,-0.00058839+0.00069842i,0.00029954+2.5508e-05i,0.0011766-0.00096545i,0.0013138-0.0013304i
-0.0026803-0.0006233i,-0.0033566-0.0010101i,-0.0025791-0.00055344i,-0.000571+0.0013817i,0.00077147+0.0026415i,0.0010775+0.0017573i,0.00034928+0.00015807i,-0.00049235-0.00061637i,-0.00076979-0.00013236i,-0.00016048+0.00044457i,0.00059483+0.00058629i,0.00057317+0.00076907i,0.00044907+0.00030524i,0.00068504-0.0005489i,0.00016399-0.0015548i,3.4629e-05-0.0011203i,0.00066137+0.00047103i,0.00053684+0.0016437i,-0.00045964+0.0011125i,-0.00086-0.00040455i,-0.00031642-0.0010006i,0.0001914-0.001215i,3.0999e-06-0.0010752i
0.003673+0.0025809i,0.0037836+0.00069316i,0.0027676-0.0022514i,0.0012383-0.004779i,-0.00011884-0.0037348i,-0.00047737-0.00098641i,-2.5011e-05+0.00019042i,-0.00021001-0.0002046i,-2.6269e-05-0.00065298i,0.00027195-0.0010296i,-0.00015458-0.0018233i,-0.00060689-0.0018537i,-0.00070866-0.0012755i,-0.00092941-0.00066443i,-0.0007487-1.4866e-05i,-0.00031139+0.00021556i,-4.878e-05+5.8533e-05i,-0.00028008+7.1565e-05i,0.00042878-0.00074419i,0.0015939-0.00084464i,0.00079064-9.2645e-05i,-0.00048481+0.00020517i,-0.00043059+0.00034365i
-0.0029871-0.00053932i,-0.0042537-5.493e-05i,-0.0037932-0.00063442i,-0.0021076-0.00020984i,-0.00021797-0.00019396i,0.0010211-0.00039343i,0.00077155+0.00017408i,0.00020016+0.00042603i,0.00062472+0.00038595i,0.0010196+0.00031901i,0.00067556+9.5907e-05i,0.00086799+0.00037316i,0.00097917+0.00094703i,0.0012156+0.00077449i,0.00061077-0.00012187i,0.00031762-0.00026168i,0.00093434-0.00012544i,0.00077907-0.00037985i,0.00079173-0.00058708i,0.00020333-2.4275e-05i,-0.00044867+8.8114e-05i,-0.00034259-0.00010438i,-0.00055875+0.00012555i
0.0035508-0.001169i,0.004682-0.0012544i,0.0045261-0.0017356i,0.0033557-0.0020684i,0.0015957-0.0013815i,-6.5377e-05-0.00037811i,-0.00047639+0.00082592i,-4.9261e-05+0.0010865i,0.00029384+0.00077057i,0.00027879+0.00031727i,0.00022621-3.8245e-05i,0.00025212+0.00039739i,0.0003406+0.00098187i,-1.3751e-05+0.0012313i,-0.00079963+0.0010826i,-0.0013414+0.00092139i,-0.0011832+0.00020736i,-0.00060462-0.000322i,-0.00050421-0.00028069i,-0.00071548+0.00020584i,-0.00046487+8.4382e-05i,-0.0001674-0.00069019i,-0.00024904+7.2785e-05i
0.0017131-0.00038179i,0.0019786+0.00028494i,0.0014837-0.00088025i,0.00012048-0.0026545i,-0.00052858-0.0032846i,-0.00049388-0.002529i,-0.00047998-0.00035759i,-0.00053706+0.00087451i,-0.00012362+0.00039433i,0.00028888+0.00027407i,2.6745e-05+0.00076579i,-0.00061254+0.00058594i,-3.1202e-05-0.00015976i,0.00060454-0.00076115i,-8.9418e-06-0.00045373i,-0.00048915+0.00041261i,-0.00068543+0.00061584i,-0.00067761+0.0004317i,-0.00038704+0.00022008i,-0.00060903-0.00054597i,-0.00080903-0.00086082i,-0.00028946-0.0012973i,0.00047006-0.00090695i
0.0017489+0.0019568i,0.0010112+0.00037733i,0.0015423-0.00066999i,0.0020753+0.00018642i,0.0014736+0.00054813i,0.00058533-0.00010951i,-0.00033041-0.00065279i,-0.00050329-0.00050208i,5.8599e-05-8.3121e-05i,0.0008634+0.00061011i,0.0002265+0.00093328i,-0.00082675+0.00077613i,-0.00081741+0.00060542i,-0.00097773+0.00027867i,-0.00025273-0.00011608i,0.00025356-0.00020821i,-0.00019526+1.9028e-05i,-0.00062217+0.00023069i,-0.0011544+0.00066921i,-0.0005315+0.00089181i,0.00029625+0.0004996i,0.00041395+0.00027046i,0.0003514+0.00022932i
-0.0027775+0.0012138i,-0.0012772+0.00034627i,-0.00025891-0.00019063i,4.3275e-05-0.00042389i,0.0004489-0.00041048i,0.00090397+4.4799e-06i,0.00070408-0.00010886i,4.8392e-05-0.00077867i,0.00027203-0.00036081i,0.00016231+0.00037841i,6.809e-05+0.00022502i,0.00035574-0.00014364i,-0.00063803-0.00046175i,-0.0010058-0.0002139i,0.00042484+0.00065782i,0.0010881-2.8013e-05i,0.00058481-0.00088814i,-0.00013232-0.00030816i,-0.00026621+0.00053005i,-0.00021676+0.00036056i,0.00012346-6.9279e-05i,-0.00013658-0.0003098i,-0.00011051-0.00091794i
0.0016282-0.0039941i,0.0015376-0.0034277i,0.00036386-0.0027784i,-0.0012772-0.0019705i,-0.0019685-0.0008932i,-0.0015454-0.00018672i,-0.00062301+0.00017976i,1.0141e-05+0.00011039i,0.00011043-0.00019763i,-0.00029663-0.00046224i,-0.00048715-0.00011303i,-3.7336e-06+0.00022154i,2.5341e-05+0.00038634i,-0.00040017+0.0003178i,-0.00061312+0.00012748i,-0.00038839+0.00038747i,-0.00028081+0.00019863i,-0.00045792-9.6974e-06i,-5.8512e-06-0.00014827i,0.00046672-4.9422e-05i,9.8204e-05+8.8672e-05i,-0.00028142-5.9545e-05i,-0.00064708-0.00057039i
0.0031797-0.0021988i,0.0030945-0.0025582i,0.0025215-0.0025465i,0.00096692-0.0039508i,0.00013783-0.0032692i,-2.5957e-05-0.00089093i,0.00063149-9.5748e-05i,0.0017881+0.0007163i,0.0016058+0.00084846i,0.00075366-0.00021139i,0.00024311-0.00054518i,-0.00036642-0.00051129i,-0.00019738+0.00027299i,-0.00012731+0.0010484i,0.00011187+0.00045193i,-8.8679e-05-0.00021571i,-0.00051417-0.00035237i,0.00061852+3.1956e-05i,0.00069768+0.0004515i,-0.00033156+0.00015364i,-0.00096275+0.00045462i,-0.0011125-0.0003438i,-0.00015254-0.001255i
-0.00025403+0.00036884i,-0.00086129+9.6471e-05i,-0.0033412-0.00043242i,-0.0031763-0.00028538i,-0.0016897-3.9362e-05i,-0.0006287+0.00084186i,-0.00070198+0.0010607i,-0.00042069+0.00041607i,0.00038576+0.00031166i,-0.000151+5.6015e-06i,-0.0010936-0.00057289i,-0.0003679-0.00056484i,0.00040026-0.00023195i,0.00058345-0.0002518i,0.00027301-0.0005492i,-0.00026473+0.00016678i,0.00025968+0.00032596i,0.00075682-0.00055539i,0.00050018-0.00062297i,-0.00021374-0.00023666i,-0.0002874+0.00010752i,0.00067172-0.00030748i,0.00054938-0.00040777i
0.001193+0.00030645i,0.0004816-7.1813e-05i,0.00035473-0.001317i,0.0010066-0.00091862i,0.00085297+0.00097256i,4.9128e-05+0.0019502i,-0.00050859+0.0017416i,-0.00088431+0.00093443i,-0.0012479+9.1525e-05i,-0.0009815-0.00078688i,-0.00010892-0.00068047i,0.00041622+0.00013251i,-2.0149e-05+0.00027534i,0.00011724-0.00012148i,1.0571e-05-0.00029996i,-0.00041323-0.00017401i,-0.00047758-6.3074e-06i,-0.00022154+0.00026842i,0.00028146+0.0002841i,0.00012879-0.00038421i,-0.00044416-0.00039089i,-0.00090262-0.00021614i,-0.00047802+0.00016282i
-0.00051411-0.0020765i,-0.00032644-0.0018306i,-0.0015974-0.001374i,-0.0023182-0.0019289i,-0.0017726-0.0013998i,-0.0012498-0.00039283i,-0.00094508-0.00020017i,-0.0004187-0.00044314i,-0.00040085-0.0009759i,-0.00063237-0.0015282i,-0.0001468-0.0011645i,0.00044367+2.023e-06i,0.00045851+6.8109e-05i,-0.0002929+0.00023168i,-0.00089508+0.00017636i,-0.00028765-0.00080032i,0.00023246-0.00055944i,0.00015595+0.00040451i,0.00020225+0.00081451i,9.6872e-05+0.00055624i,0.00045044-0.00045759i,0.00090531-0.0011076i,0.00081312-0.00076153i
-0.000225+0.0017824i,0.0003729+0.0024733i,0.0013588+0.0015011i,0.0012338-0.00055092i,0.0008498-0.0018669i,0.00073299-0.001154i,0.00022607-0.00075864i,0.00028797-0.00095261i,0.00083628-0.0008072i,0.0011159-0.00072301i,0.001909-0.00056117i,0.0012152-9.4741e-05i,-0.00041433-0.00010365i,-0.0012299-0.0005426i,-0.0012821-0.0003451i,-0.00099873-0.00013105i,-0.00011695+5.7263e-05i,0.0010872+0.00018728i,0.0010415+0.00069748i,0.00056339+0.00074248i,0.00029351+0.00035441i,0.00018924+1.6256e-06i,2.5076e-05-0.0011455i
0.00078954-0.00082938i,0.0011205-0.0016537i,0.0011738-0.003629i,0.0013701-0.0039139i,0.00076179-0.0016611i,0.00048742-0.00010112i,0.0010584+0.00033384i,0.00080163+0.00051426i,0.00062395+0.00052367i,0.00030224-0.00043429i,0.00056614-0.00082113i,0.00028718-0.00057384i,-0.00031652-0.00076245i,-0.00013616-0.00047539i,-0.00065083-0.00044277i,-0.0010357-0.00026631i,0.00018482-0.00030812i,0.0010334-0.00028496i,0.00029032+0.00015256i,-0.00066537+0.0010629i,-0.00089121+0.001295i,-0.00069925-0.00027507i,0.00029346-0.00025525i
0.0045788+0.00080219i,0.0032593-0.00043956i,0.0023922-0.0028298i,0.00035667-0.0033715i,-0.0014531-0.0030963i,-0.0014981-0.0018948i,-0.00068437-0.00034107i,0.00011023-3.7864e-05i,0.00016795-0.00016119i,-0.000337+0.00018641i,0.00017626+0.00050658i,0.00033279+0.00053148i,0.00043155-7.0009e-05i,0.00064413-0.00080025i,6.6042e-06-0.00048065i,-0.0006744+0.0003446i,-0.00014994-0.00011201i,2.347e-05-0.00039251i,6.1812e-05-0.00012987i,9.9527e-05-0.00061679i,-0.00048167-0.00053036i,-0.00013003-1.2878e-05i,-8.6433e-05-0.00020513i
-0.00058124-0.00053392i,-0.0001388-0.00055782i,9.4362e-05-0.0010898i,0.00013891-0.0016087i,0.0002887-0.0016482i,0.00041823-0.00069336i,0.00019518+0.00071827i,-0.0002762+0.0010405i,-0.00091066+0.00051409i,-0.00062592+1.7867e-05i,1.6314e-06+0.00063754i,0.00029511+0.0011492i,0.00011714+4.0222e-05i,0.00026008-0.00030072i,4.2717e-05-7.2706e-05i,-0.00031808-8.8564e-05i,-0.00062576+0.00061752i,-0.00069839+0.00053384i,-0.00034045-0.00028976i,-3.2161e-06-0.00098752i,0.00020971-0.00099498i,0.00035285-0.00035007i,0.00037152-0.00016895i
-0.0023559+0.00028386i,-0.0035891+0.00069003i,-0.0035719+0.00044676i,-0.0026611+4.9388e-05i,-0.00098483-0.00013973i,-0.00064195+2.4371e-05i,-0.00045531+0.00028014i,-0.00038185+0.00030193i,-0.00035133-0.00057578i,0.00065342-0.0010401i,0.00071417-0.00033235i,0.00051033-9.2898e-05i,8.6508e-05+0.0001669i,-0.00036856+0.00032167i,-0.00049776-0.00068093i,-0.00072696-0.0010433i,-0.00010914-0.00083012i,0.00087007-1.6219e-05i,0.00029435+0.0010582i,-0.00091733+0.0010328i,-0.00080785+0.00067347i,3.4982e-05+0.00034994i,0.00032046-0.00033098i
0.0027717+0.0011169i,0.0030434+0.0011081i,0.0033103-0.00053552i,0.0031825-0.0012916i,0.0027734-0.0010166i,0.0021129-0.00076037i,0.0015716-0.0010006i,0.001567-0.0015574i,0.0019657-0.0010657i,0.001638-0.0011574i,-0.00011609-0.0011284i,-7.1507e-06-0.00046648i,0.00036599-0.00065285i,-5.5513e-05-0.00039152i,-0.00042699+0.00037826i,-0.00067369-8.8343e-05i,-0.00047192-0.00047185i,-0.00028184-0.00011831i,-7.5864e-05-8.1923e-05i,-0.00048387+0.00012852i,-0.00080411+0.0001451i,-0.00013114-0.00043877i,0.00075969-0.00047432i
-0.00068864+0.0024597i,-0.00042235+0.0019749i,-0.00087523+0.0010758i,-0.00080227-0.00065418i,0.00029315-0.0015803i,0.00096413-0.0014163i,0.00081887-0.00031515i,0.00058215+0.00032216i,0.0011332-0.00022127i,0.0013833-0.00056118i,0.00094398-0.0005235i,0.00024668-6.3523e-05i,5.002e-05+8.9609e-05i,-0.00026-0.00027139i,-0.00065177-0.00022039i,-0.00042065-0.00010157i,0.00044229-0.00069792i,0.00054456-0.00098386i,0.00011769-0.00096851i,0.0003805-0.00060057i,-0.00026119+3.8646e-05i,-0.0014958-0.0003828i,-0.0021418-0.00032278i
-0.00090022+4.0467e-05i,-0.00098041+0.00028624i,-0.00059113+0.00011374i,-0.00048852-0.00058915i,-0.00022346-9.0416e-05i,0.0002716+0.0014112i,0.00034334+0.0018417i,-0.000384+0.0017727i,-0.00029774+0.0012077i,0.00047132+0.00069084i,9.7699e-05+0.00075736i,1.1116e-05+0.00043061i,0.001147-0.00047637i,0.0015045-0.0011639i,0.00086072-0.001489i,-0.00033509-0.00068938i,-0.00067535+0.00018581i,0.00027233+1.0799e-05i,0.00019123+0.00038794i,-0.00012898+0.00043686i,0.00010205+0.00014027i,0.0001068+1.6309e-05i,-0.00080205-0.00016694i
-0.00083944+0.0027922i,-3.2829e-05+0.0026973i,0.0014156+0.0028035i,0.0016471+0.00045724i,0.001349-0.0015779i,0.00056635-0.00082822i,-0.00050256+0.00071645i,-0.0011999+0.0012473i,-0.00042621+0.00043934i,0.00077891-0.00040422i,0.00062529+4.9948e-05i,4.8144e-05+0.00039457i,-0.00057137+0.00048767i,-0.00055231+0.000479i,0.00021974+0.00034858i,0.000777+0.00029173i,0.00032787+0.00021946i,-0.00017877+0.00037625i,-4.807e-05+0.00035939i,0.00026017-0.00038507i,0.00017811-0.00080879i,0.00025108-5.0661e-06i,0.00014156+0.00058573i
-0.00047617+0.00010802i,0.00012943-0.00024345i,0.00030413-0.00047465i,7.8264e-05-0.0009577i,-0.00012324-0.00030266i,-0.00049682+0.00028473i,-0.00048561+0.00030271i,3.587e-05+0.0005218i,0.00079513+0.00025026i,0.00093118-0.00022726i,0.00096314+0.00015599i,0.00030155+0.00067996i,-0.00015858+0.00053026i,-3.1072e-05+0.00053171i,0.00021+0.00052487i,0.00046972+0.00075171i,0.00060807+0.00045753i,0.00071189-0.00036801i,0.00065635-0.0003801i,0.00047141+2.7564e-05i,-0.00019561+7.0388e-05i,4.1217e-05+0.00034186i,0.00053502+0.00037309i
0.0023159+0.00053563i,0.0028136+0.00030831i,0.0021641-0.00070525i,0.00081608-0.0015878i,0.00062154-0.0014535i,0.00020396-0.00074726i,-0.0002676-2.6912e-05i,-8.4762e-05+0.0005073i,0.00044933+0.00024421i,4.0718e-05-0.0010327i,-0.00057189-0.0010818i,-0.0008695+0.00038583i,-0.00069792+0.0004851i,-0.00060303-0.00023082i,-0.00063421-0.0004332i,-0.00029837-0.00043246i,-1.6589e-05-0.00045139i,-0.00010699-0.00060039i,-0.00036905-0.00079799i,-0.00079851+0.0001194i,-0.00069765+0.0010281i,-0.00081012+0.00099164i,-0.00041378+0.00060363i
-0.00068962-0.0016298i,-0.00078076-0.0017868i,-0.00039815-0.0032988i,-0.00072261-0.0033405i,-0.00058242-0.0017834i,0.0001666-0.0010198i,0.00090265-0.0009759i,0.00091054-0.00021552i,0.00026514+0.00042469i,-0.00064037+0.00011761i,-0.00093895-0.00027473i,-0.00057521-2.1062e-05i,-0.0004492-4.2131e-05i,-0.00095797-0.0005428i,-0.00068301-4.7534e-05i,-0.00041258+0.00046398i,-0.00041815+0.00016269i,0.00027089-0.00012586i,0.00055142+0.00015788i,-0.00013609-0.00017449i,-0.0003787-0.0007806i,-0.00096863-0.00086863i,-0.00054985-0.00076776i
-0.00016792+0.0024549i,0.00091693+0.001316i,0.0013291+0.001569i,0.00072309+0.00045302i,0.00078329-0.00033395i,0.0010391+0.00047958i,0.00089716+0.0012413i,0.00090428+0.0011348i,0.00044263+0.00084801i,-0.0003339+0.00035715i,-8.5752e-05+0.00053134i,-3.7464e-05+0.0010644i,-0.00059404+0.00077616i,-0.00085821-0.00029609i,-0.0010777-0.00059635i,-0.00058004+0.00029556i,-0.00016594+0.0011804i,-0.00036106+0.0010028i,-0.00051236+0.0002273i,6.3126e-05-0.00023125i,0.0012717-0.00060768i,0.0010993-0.00073572i,0.00015424-0.0005012i
4.0567e-05+0.0018432i,0.00064485+0.0010189i,0.0015005-0.00090335i,0.0012331-0.0021528i,-0.00015617-0.0018872i,-0.0015013-0.00051666i,-0.0012937+0.0010224i,-0.00018613+0.00087412i,0.0007241-0.00050388i,0.00096892-0.00088336i,0.00052478-0.00069676i,1.7959e-05-0.0006829i,-0.00045271-0.00054657i,-0.00078283+1.44e-05i,-0.00031437+0.00045279i,0.00060079+7.2205e-05i,0.00085139-0.00064837i,0.00065874-0.00018144i,0.00084187+0.00066955i,0.00064993+0.00046869i,-7.2669e-05-9.8434e-05i,-4.7635e-05-0.00078156i,0.00012817-0.0010869i
0.0011522-0.0013391i,0.00046784-0.0016966i,-0.00013069-0.0023017i,-0.00022023-0.0017207i,-4.4731e-05-0.00082542i,0.00024116-0.00034029i,-0.00033052+0.00021545i,-0.00016164+0.00035258i,0.00072366-0.00075123i,0.00059203-0.0011329i,0.00019416-0.00033857i,-8.5639e-05+0.0001419i,-0.00058836-0.0002906i,-0.00051317-0.00062868i,1.769e-05+0.00029962i,0.00053135+0.00094952i,0.00057439+0.00044662i,0.00033769-0.00028572i,7.2052e-05-0.00034576i,-0.00015103+0.00034671i,2.641e-05+0.00035927i,0.00052881-4.8469e-05i,0.00014342+1.9064e-06i
0.00080522+0.0010513i,0.0015104+0.00094548i,0.0015122+0.00014921i,0.0011196-0.0010294i,0.001194-0.00097182i,0.001258-0.00047984i,0.00064782-0.00049857i,0.00052897-0.0002567i,0.00062811-0.00035162i,0.00019605-0.0005408i,0.00043045+0.00014453i,8.7353e-05+0.00096734i,-0.00070431+0.00086142i,-0.00046104+0.00032634i,-0.00033508+2.0774e-05i,-0.00070879+0.00014395i,-0.00072464+0.00033131i,0.00032216+0.00076119i,0.00078059+0.00093986i,0.00074812+0.00081376i,0.0010031+0.00063472i,0.00057741+0.0002505i,0.00012259+0.00010366i
-0.001618+0.001148i,-0.0028363+0.0012093i,-0.0033485+0.0016428i,-0.0018678+0.00014306i,0.00011378-0.0011621i,0.00094013-0.00058608i,0.00054095+7.4616e-05i,0.0003209+0.0004497i,0.00074241+0.00091839i,0.0013703+0.001689i,0.0013925+0.0010368i,0.00099113+0.0005422i,0.00058403+0.00066473i,0.00029738-0.00025467i,-0.001007-0.0007633i,-0.0017702-0.00064836i,-0.00098065+0.00010922i,-0.00019674+0.00088537i,6.5853e-06+0.00098179i,-0.00056889+0.00060276i,-0.0014328+8.629e-05i,-0.0012522-0.00015339i,-0.00091381-0.00026567i
-0.0018294-0.00017234i,-0.0018895-0.0015745i,-0.0020341-0.00086893i,-0.0014952+0.00059223i,0.00021238+0.0013068i,0.001192+0.0014061i,0.0014169+0.0014399i,0.000959+0.0010181i,-0.00016988+0.00086811i,-0.00019771+0.0011159i,0.00011368+0.0010183i,0.0001633+0.00081231i,0.0001328+0.00022478i,-0.00038291-0.00084872i,-0.00011081-0.001423i,0.00022256-0.00039592i,-5.7281e-05+0.00062689i,9.6658e-07+0.00035123i,-5.5975e-05-0.00049354i,-0.00032525-0.00056493i,-0.00013608-0.00052471i,-0.00022803-0.00053478i,-0.00027086-0.00038975i
-5.6772e-05-0.000116i,-0.00099501+0.00083938i,-0.00069887+0.00057232i,-1.7775e-06-0.00050808i,0.00045251-0.001092i,0.00047229-0.00061319i,-0.00015486-0.00040491i,-0.00081209-0.00075608i,-0.00079691-0.0011902i,-0.00010945-0.00054831i,0.00028405+0.00014078i,0.00016347+0.00037867i,0.00015265+0.00042543i,0.00030686-0.00016966i,-7.7938e-05+4.5627e-05i,-0.00067512+4.9043e-05i,-0.00074124-0.00011698i,-0.00023941+0.00053228i,9.657e-05+0.0010982i,0.0009298+0.00073501i,0.0012073+0.000276i,0.00014685-3.7637e-05i,-0.00047096-0.00010787i
