2.9111e-05+0.0002466i,0.00052205-0.0013061i,-0.00052752-0.0026037i,-0.0021089-0.0023091i,-0.0024357-0.0014669i,-0.0023657-8.4701e-05i,-0.0017798+0.0008582i,-0.0004431+0.0002806i,0.0006043-0.00041199i,0.00042332-0.0009928i,-0.00036706-0.0012972i,-0.00055489-0.00072428i,-0.0006214+0.00015207i,-0.0011236+0.00059988i,-0.0011562+0.0011257i,-0.0010435+0.00089418i,-0.00094534-0.00010671i,9.2551e-06-0.00059147i,0.00083365-0.00042411i,0.00030232+5.1687e-05i,0.00028816+0.00041175i,0.0002981+6.291e-05i,-0.0010112-0.00030627i
-0.0008435+0.00091089i,-0.0016891+0.00066614i,-0.0021499+0.00075377i,-0.0014452+0.0017385i,-0.0010401+0.0014439i,-0.00093914+0.00074641i,-0.00046156+0.0010733i,-0.0010754+0.00049668i,-0.0013371-0.00046475i,-0.0010389-0.00032424i,-0.00091525+0.00015027i,-0.0004482+0.00063567i,4.5839e-05+0.0006752i,0.00023056+0.00010249i,-9.0735e-05-0.00024176i,-0.00052906-0.00013676i,-0.00033303+4.3572e-05i,5.9577e-05+0.00039008i,-0.00018529+0.00064542i,0.00024214+0.00037257i,3.7583e-05+0.00027371i,-0.00059221-0.00034199i,8.4196e-08-0.0010977i
-0.00029853-0.0015253i,-0.0016892-0.0030515i,-0.003418-0.0027164i,-0.0035345-0.00061974i,-0.0019572+0.001216i,-0.00067296+0.0011537i,-0.00082912+0.000521i,-0.00043124-0.00025045i,0.00048134-0.00041198i,1.4649e-05-8.5742e-05i,-0.00082942-1.3347e-06i,-0.0009896-5.871e-05i,-0.00047861+0.00032667i,0.00023532+0.00077388i,0.001131+2.812e-05i,0.00087125-0.0003532i,0.00019566-0.00091921i,-8.9544e-05-0.0013658i,0.00024056-0.00057016i,0.00058967-3.8818e-06i,-0.00024948-0.00025257i,-0.0010035-9.8991e-05i,-0.001231+0.00023678i
-0.00056799-0.00067111i,0.00053259-0.0017977i,0.0014668-0.0011436i,0.0011146+0.00019419i,-0.00012572+0.00043338i,-0.0005438+0.00066362i,4.8662e-05+0.00067183i,0.00047203-0.00045249i,-4.3612e-05-0.0008515i,-0.00032465-0.00015019i,-3.1993e-05+0.00061792i,-9.2925e-05+0.0010929i,-0.00034028+0.00096177i,0.00025648+0.00055685i,0.00083349+0.00018177i,0.00049711+9.1031e-05i,-7.5147e-06+0.00012224i,-0.00021763+0.00024026i,-0.001066+2.6631e-06i,-0.0014929-6.196e-05i,-0.0011614+0.00032907i,-0.00035505+0.00047623i,0.00049429-0.00011254i
0.00065911+0.0023205i,0.00040178+0.0026302i,-0.00059425+0.002331i,4.2726e-05+0.0017436i,0.00051428+0.0015735i,-0.00032879+0.001842i,-0.0010474+0.0014549i,-0.0010125-0.00038348i,-0.00071201-0.0011431i,-0.00083378-0.00043632i,-0.00041724+0.0001297i,-0.0002544+0.00080949i,-0.00086049+0.001631i,-0.0012376+0.0010284i,-0.0010767+3.9647e-05i,-0.00058498+2.4421e-05i,-0.00015429+0.00045404i,-0.00018678+0.00084647i,0.00029839+0.00083798i,0.00080189+0.00039276i,0.00024816+0.00031637i,-0.00034539-8.4002e-05i,-0.0010503-0.00020594i
-0.0025173+0.0031807i,-0.0032403+0.0033443i,-0.0038988+0.0032577i,-0.0023436+0.0020106i,-0.00045591+0.00074921i,-0.00080745+9.717e-05i,-0.001563-0.00011033i,-0.00090056-0.00041032i,-0.00012032-0.0012337i,-0.00031282-0.0012104i,-7.0898e-05+0.0001055i,0.00032382+0.00019043i,-0.00077456-0.0007957i,-0.0016409-0.00058842i,-0.00015625+0.00026396i,0.00068678+0.00015682i,0.0010521+0.00013176i,0.00094777+0.00070362i,-4.7511e-05+0.00086608i,-0.00052974+0.00065486i,-0.00028897+0.00059602i,0.00010708+0.00084709i,-0.00041771+0.0002721i
-0.0039546+0.00055121i,-0.0043157+0.00036977i,-0.0039969+0.00091084i,-0.0022129+0.00041736i,-0.0014529-0.00069202i,-0.0019864-0.0010858i,-0.0019502-0.00095376i,-0.0017746-0.00082112i,-0.0015057-0.00027541i,-0.0005922+0.00012143i,0.00037653-5.0644e-06i,-0.00013015+0.00025408i,-0.00074225+0.00080498i,-0.00017777+0.00096325i,6.7001e-05+0.00054754i,3.1027e-05+0.0004035i,-2.4108e-05-5.6191e-05i,-0.0002782-0.00084816i,-0.00012763-0.00044595i,-0.00032428+0.00013906i,-0.00050351+6.4548e-06i,-6.5344e-05-0.0003283i,-8.028e-05-0.00056605i
-0.0048234+0.0020133i,-0.003923+0.0014865i,-0.002923+0.0013454i,-0.0014122+0.0017308i,0.00045469+0.0011295i,0.00051873+0.00045808i,-0.00031742-0.00034401i,-0.00052459-0.00082976i,-0.00020682-0.00028214i,-0.00019327+6.2513e-05i,-0.00080422-0.00027617i,-0.00095097-8.9617e-05i,-0.00057287+0.00029647i,-3.9949e-05+0.00028652i,-2.9872e-05-0.00012553i,-0.00037186+0.00019884i,0.00021992+0.00070425i,-0.00014951+0.00051542i,-0.00043004+0.00042333i,0.00029226+0.00089684i,0.00052896+0.0014341i,0.00060449+0.0010817i,0.00029888+0.00063923i
-0.0017757+0.00011251i,-0.0011841-0.0016845i,-0.00064042-0.0025256i,-0.00079031-0.0012105i,-0.0012816+3.1327e-05i,-0.0022175+0.0011718i,-0.0016469+0.0011074i,-0.0003847-0.0002256i,-0.0002209-0.0010506i,-0.00071282-0.0014441i,-0.00049492-0.0010239i,-3.1781e-06+7.8131e-05i,0.00075541+0.00060515i,0.00073046+0.00064456i,-0.00019681+0.00039888i,-0.0005604+0.00028348i,-0.00023742-0.00060185i,6.2378e-05-0.001282i,0.00015689-0.0013507i,-0.0001481-0.00098166i,-0.00010315+4.0487e-05i,0.00019627+0.00051793i,-0.00016521+0.00076165i
-0.00088767+0.00050798i,0.0012823-6.1556e-05i,0.0014197-0.00081563i,0.00098855-0.0012119i,0.00054487-0.0011615i,-0.0005018-0.000948i,-0.00096414-0.00042182i,-0.0010453-0.00032362i,-0.0014186-0.00072366i,-0.0013554-0.00071997i,-0.00054619-0.00034226i,-0.00044226-0.00063689i,-0.00089406+5.8216e-05i,-0.00012382+0.00099023i,0.00054751+0.00084496i,0.00018845+0.0001891i,0.00041782-0.00010135i,5.6533e-05-1.3529e-05i,0.00046278-0.00014552i,0.00081387+2.6966e-05i,0.00024677+0.00071026i,0.00025975+0.00061828i,6.123e-05+0.00038125i
-0.0021672+0.00012377i,-0.0017975+0.0023408i,-0.0016584+0.0038528i,-0.0011442+0.0034609i,-0.00031776+0.0025171i,-0.000225+0.0021304i,-5.6962e-05+0.0013099i,1.4048e-05+0.00022077i,-8.1778e-05-0.0009194i,-0.00032452-0.00091441i,-0.00035137+6.0846e-05i,-3.2921e-05+0.00032921i,0.00021335-1.5748e-05i,0.00093817-0.00069596i,0.0014329-0.00032067i,0.00040919+0.00013065i,-0.00076112-0.00027059i,-0.00037618-0.00024277i,0.00065803-0.00014117i,0.0012122-5.2916e-05i,0.00041053+0.00014996i,-0.00049023+0.0005365i,-0.00059028+0.00080153i
-0.0042034+0.0010392i,-0.0036879+0.0013533i,-0.0042127+0.0023576i,-0.0036747+0.0020036i,-0.0020688+0.00086251i,-0.00045559-1.1096e-05i,-0.00047369+4.2664e-05i,-0.0015225-0.00017297i,-0.0014002-0.00047849i,-0.00025183+0.00019685i,0.00049802+0.0011169i,8.4444e-05+0.0010927i,5.5813e-05+0.00051904i,0.00079769+0.00028124i,0.0007604+0.00017144i,0.00016744+0.00026591i,0.0002228-0.00026847i,0.00013056-0.00056235i,0.00047686+0.00023514i,0.0013066+0.00010109i,0.0010987+2.8862e-05i,0.00048113-0.00010674i,0.00020124+6.9118e-05i
-0.0023314+0.00086692i,-0.0022472+0.00060503i,-0.0022045+0.0011993i,-0.00060546+0.00044762i,0.0012936-0.00094913i,0.00073006-0.0011384i,-0.00046591-0.0005224i,-0.00064504-0.00029289i,-0.00017656-0.00028228i,4.6333e-05-0.00049624i,-0.00025048-0.0010362i,-0.00052886-0.0017732i,-1.4299e-05-0.00070664i,6.0419e-05+0.00089104i,-0.00027632+0.00041172i,-9.3154e-05+0.00031095i,8.5706e-05+0.0005179i,1.6019e-05-4.3961e-06i,0.00025959-0.00017808i,0.00021587+0.00059545i,-2.8365e-05+0.0009896i,0.00013158+0.0009111i,-0.00049214+0.00059123i
-0.0010554-0.0025845i,-0.002073-0.0028472i,-0.0032878-0.0029595i,-0.0029656-0.0010367i,-0.0025488+0.0010657i,-0.002377+0.0014689i,-0.0011073+0.00092022i,0.00071736-0.00021627i,0.0012505-0.0007694i,0.0007809-0.00059584i,0.00061598-0.0007208i,0.00098554+0.00017487i,0.00089094+0.00059005i,0.00099906+0.0007342i,0.00039732+0.0012789i,-0.00027118+0.0010997i,-0.00020869+0.00016863i,0.00026299-0.00034928i,0.00043247-0.00025644i,2.5587e-05+0.0003656i,-6.4934e-05+0.00073779i,0.00015651+0.00037966i,1.0783e-05+0.00081796i
-0.0002772-0.0010474i,-0.0002806-0.0012226i,-0.00044178-0.001318i,-0.00080636-0.0011303i,-0.0015443-0.0010229i,-0.0017577-0.00064465i,-0.00057913+0.00041549i,0.00067656+0.00036146i,0.00072987-0.00015458i,-1.1221e-05-0.00061321i,-0.00075359-0.00090609i,-0.0014146-0.00040121i,-0.00076727+3.2582e-05i,7.3844e-05+0.00040874i,6.9203e-05+0.00017007i,-0.00071524+0.00019799i,-0.0011907+1.2674e-05i,-0.00066743+8.5904e-05i,-0.00037552+0.00039199i,-0.0002156-0.0008663i,0.00035328-0.0011582i,0.00050975-0.00034603i,3.7191e-05-3.5995e-05i
-0.0013185-0.003016i,-0.001646-0.0020312i,-0.00064478-0.00067421i,0.00097328+0.00036i,0.00065693+0.00063207i,-0.00031764+0.00080264i,-0.00049845+0.0010113i,0.00023655-0.00021334i,0.00048167-0.0011739i,-0.00013976-0.00090697i,0.00010382-0.00049162i,0.0005674-0.00049982i,0.00033629+0.00048641i,0.00045271+0.0015239i,0.00074044+0.0013095i,0.00091489+0.00064511i,0.00086544+0.00034765i,0.000476+0.00058587i,0.00019271+0.0006645i,0.00024167+0.00019614i,-0.00025491-0.00046237i,-0.00074182-0.00085621i,-0.0003611-0.00085147i
-0.00035131+0.00015113i,-0.001585+0.00085799i,-0.0019335+0.0012217i,-0.0019491+0.0013127i,-0.0018054+0.00031152i,-0.0022272-0.00051191i,-0.0023735-0.00012437i,-0.0016559+0.00058167i,-0.00095816-1.9633e-05i,-0.00061787-0.00083474i,0.00038379-0.00032118i,0.0006206+1.928e-05i,0.00027776-0.00031228i,0.00077853-6.4337e-05i,0.0013276+0.00036251i,0.0013952+0.00083305i,0.00037923+0.0010145i,-0.0010523+0.00086513i,-0.00061233+0.00067247i,0.00052224+0.0003925i,0.00059264-0.00030654i,0.00024858-0.00037157i,-6.6517e-05+0.00039005i
-0.00095356-0.00089472i,-0.0017844-0.0011351i,-0.003322-0.0013932i,-0.0023211-0.00064739i,-0.0006174+7.2846e-05i,-0.00036371+0.00043299i,9.3057e-05+0.00056765i,-9.3722e-05+9.6646e-05i,-0.00040328-0.0005673i,0.00019244-0.00012148i,0.00023602+0.00051926i,0.00035102+0.00049582i,0.00026711+0.00049788i,0.00031027+0.00011876i,0.00091574-4.9668e-05i,0.001085+0.00019314i,0.00046819+0.00037943i,-0.00070903+0.0005905i,-0.00087855+0.00049504i,-0.00069535-4.5318e-05i,2.9547e-05-0.00020035i,0.0010933+0.00027632i,0.00046992+0.00096974i
-0.00093416+0.0020736i,-0.0014912+0.0017624i,-0.00015979+0.0010051i,0.0009423+0.00017914i,0.0014903-0.0010618i,0.0010572-0.00069323i,-0.0001699+0.00015327i,0.00033068-0.00019918i,0.00071738-0.0010021i,0.00038303-0.0011124i,0.00039293-0.00079567i,0.00042457+0.00036159i,0.00023218+0.0011184i,-0.00055004+0.00026453i,-0.0012996-0.00068073i,-0.0010248-0.00046213i,-2.6892e-05-0.00026218i,0.00041035-0.00066661i,-2.6513e-05-0.00014209i,-0.00076686-2.2351e-05i,-0.00063809-0.00013621i,-5.1267e-05-0.00012457i,0.00029724-0.00072519i
-0.0014821+0.0013479i,-0.0016217+0.0010512i,-0.0015284+0.00024724i,-0.0015864+0.0002677i,-0.0023121+0.00069621i,-0.0031542+0.0017489i,-0.0023363+0.0012663i,-0.00048279-0.00054486i,1.8249e-05-0.001107i,6.9319e-05-0.00089371i,-6.8668e-05-0.00037753i,0.0001186+0.00019179i,0.0002914+0.00087744i,-0.00032585+0.00086038i,-0.00014404+0.00073157i,0.00046497+0.00017735i,3.231e-05-0.0004148i,-0.00067239-0.00022279i,-0.00044163+0.00017683i,0.00043049+0.00045788i,0.00055266+0.00023465i,1.1857e-05-0.00028681i,-1.2319e-05-0.0010296i
-0.0041035+0.0024474i,-0.0027571+0.0020745i,-0.00032913+0.0016637i,0.0012164+0.0003132i,0.0013044-0.00067842i,0.00063615-0.00034475i,-0.00060616-0.0002819i,-0.0010355-0.0011235i,-0.00091894-0.00094523i,-0.0010209-0.00074583i,-0.00023439-3.4431e-05i,0.00030832+0.00079949i,0.00044325+0.00032897i,0.00049437-0.00077788i,0.00075027-0.0012279i,0.00052249-0.00029504i,0.00012033-5.3912e-05i,0.00029187-0.00015886i,0.00027998+0.00022945i,-5.776e-05+0.00012212i,-0.00012675+0.00054072i,-0.00013074+0.00079668i,-0.00030765+0.00052844i
-0.0015086+0.0032034i,-0.00052868+0.0029913i,0.00092198+0.0029191i,0.0015175+0.0013929i,0.00054557+0.00024196i,-0.0010922+0.00053779i,-0.0015664+0.00090408i,-0.00096897-0.00010226i,-0.00073421-0.0011059i,-0.001126-0.00099329i,-0.0011167-0.00079477i,-0.0005897-0.00098294i,1.2428e-05-0.00074691i,-3.2104e-05-0.00075802i,-0.00022819-0.0011111i,0.00020057-0.0004093i,0.00032942-0.00033268i,-0.00029454-0.0012036i,-0.00083404-0.00049188i,-0.0012149+0.00061507i,-0.00063187+0.00091884i,9.1461e-05+0.00063255i,-9.3502e-05-0.00042747i
9.4784e-05+0.0040087i,0.00016585+0.0023733i,0.00012392+0.00042413i,-0.00070905-0.00046464i,-0.0014303-0.0003122i,-0.0012741+0.00015586i,-0.0005769-0.00066003i,-0.0003049-0.0012607i,-0.00083064-0.0016673i,-0.00049305-0.0014324i,0.00011715-0.0007004i,9.7943e-05+0.00027704i,-0.00023544+0.00068827i,0.00016974+7.2138e-05i,0.00040937+9.1174e-06i,-0.00045774-0.00046907i,-0.00079084-0.00058152i,-0.00078849-0.00038302i,-0.00062552+7.1957e-05i,-0.00059882+0.00022815i,-0.00045343+6.3475e-05i,5.5228e-05+0.00012722i,-0.00016402+5.7914e-05i
-0.0033935+0.00059216i,-0.0029246+0.0014266i,-0.0016565+0.00082956i,-0.00031531-2.1556e-05i,0.00072847-0.0002577i,0.00050342+0.0004972i,8.7736e-05+0.0011509i,0.00022991+4.1872e-05i,0.00058679-0.001512i,0.00045745-0.0017515i,6.8728e-05-0.00094312i,-0.00074077-0.00016987i,-0.00047328+0.00051665i,0.00033247+0.0009812i,0.00025148+0.00063457i,-0.00076707-0.00014999i,-0.00089537+8.0453e-05i,-0.00043685+0.00049432i,-0.00031868+0.00063816i,3.3301e-05+0.00037367i,0.00039864+0.00016324i,0.00061246+0.00054516i,0.00032308+0.00024366i
-0.0039646-0.00032451i,-0.0031347-4.2186e-05i,-0.0020177+0.0013052i,-0.0014948+0.0022431i,-0.0014893+0.0023037i,-0.0013007+0.0014762i,-0.0003731+0.0004829i,0.0005639-0.00069425i,0.00040424-0.0011833i,0.00017532-0.0018627i,0.00048628-0.001347i,0.00067217-0.00013094i,0.00046261-0.00013315i,0.00023669-0.00047635i,0.0007903-0.00078485i,0.00073194-0.00033953i,0.00020294+0.001017i,-0.00017994+0.0012336i,-0.00020261+0.00090646i,-0.0002926+0.0010825i,-0.00075002+0.0010435i,2.3093e-05+0.00082795i,0.00057517+0.00057598i
-0.00016852+0.00023215i,-0.00089189+0.00020258i,-0.00093794+0.0011015i,-0.00014+0.00032741i,0.0001911-0.0005558i,-0.0011868-0.00058821i,-0.0020779-0.00021003i,-0.00046805-0.00068249i,0.00073184-0.00086371i,-0.00026772-0.00037426i,-0.0013532-2.1771e-05i,-0.00064063+0.000423i,2.3117e-05+0.00050327i,0.0003607-0.00081805i,0.00033849-0.00054381i,0.00032499+0.0007633i,0.0011021+0.0010785i,0.0003848+0.00097565i,-0.0013126+0.00027079i,-0.0010868-0.00080762i,-6.7244e-05-0.0010257i,0.00051465-4.0317e-05i,0.000106-0.00010602i
-0.0033773+0.00080491i,-0.0026269+0.001325i,-0.0030649+0.0022636i,-0.0014254+0.0020164i,0.0002867+0.0010315i,0.00064679+0.00053165i,0.00020725-2.4151e-05i,-0.00082414-0.00076118i,-0.0013599-0.00082605i,-0.001579-0.001096i,-0.0012273-0.0011982i,-0.00063296+1.8054e-05i,-0.00032183+0.00066354i,0.00015956+0.00079164i,0.00060006+9.3833e-05i,0.0011421-0.00028291i,0.00071275+7.0318e-05i,-0.00020619-0.00042366i,-0.00059743-0.00038883i,-0.00065595+6.4474e-05i,-0.0007419-7.9357e-05i,-0.0012704-0.00031089i,-0.0020501-0.00017522i
-0.0014615+0.00017579i,-0.001767+0.00030215i,-0.0020485+0.00064431i,-0.00099527+0.00082315i,-0.00029615+0.00020877i,-0.00034823+0.00019799i,-0.00070121+0.00051381i,-0.00069504-0.00075462i,-0.00041084-0.00204i,-0.000473-0.0018312i,-0.00035454-0.00052676i,-0.00048427+0.00055839i,-0.00071872+0.0015175i,0.00020111+0.0016936i,0.0010326+0.0012761i,0.00080469+0.00062159i,0.00048102-0.00058575i,-0.00025199-0.00068143i,-0.0007433+0.00020016i,-0.00024722-0.00019258i,0.00028841-0.00062282i,-4.4126e-05+0.00022948i,-0.00019615+0.00040952i
-0.00079717+0.00041503i,-0.0015297+0.00027398i,-0.0012978-0.00013247i,-0.0010238-0.001302i,-0.00061126-0.00079079i,-0.00021076+0.00087428i,-0.00050082+0.00069055i,-0.00035315-0.00030042i,-0.00020178-0.00042899i,-0.00028745+2.0699e-05i,-0.00026294+0.000394i,-0.00033767-0.00059277i,-0.00052794-0.00027613i,-0.00062495+0.00022705i,-0.00062431-0.00042151i,-0.00053512-0.00017438i,-0.000728-7.5261e-05i,-0.00046598+0.00014329i,-0.00021523+0.00036138i,2.071e-05-0.00049052i,-0.00011947-0.00069279i,-0.0005945+9.4023e-05i,-0.00041304+9.1258e-05i
-0.00090065-0.00013473i,-0.0016302+0.00068153i,-0.00088723+0.0016345i,-0.00031938+0.00098456i,-0.00042958-0.00017358i,-0.0013204-0.00035649i,-0.0017313+0.00011135i,-0.0010727+0.0004887i,-0.00052985+0.00083293i,-0.00034304+0.00065479i,-0.00018579-0.00055681i,-0.00021387-0.00096566i,-0.00067552-0.00039321i,-0.00038138-1.0008e-05i,0.00017008-0.00026399i,-0.00012155+0.00022563i,-0.00037306+0.00042931i,0.00013856+0.00012019i,4.2986e-05+2.3685e-05i,-0.00035586-0.00028383i,-0.00018523-1.0775e-05i,-1.897e-05+0.00061812i,-0.00014127+0.0011177i
-0.0027268+0.00028003i,-0.0045602-0.00010283i,-0.0057448-0.00017918i,-0.0040708+0.00062219i,-0.0015663+0.0018791i,0.00012407+0.0021177i,0.00077898+0.00079905i,0.00053031-0.00024662i,-0.00085863-0.00050921i,-0.00088601-0.00097158i,0.00080471-0.00012096i,0.0014576+0.001083i,0.0005367+0.00106i,-0.00044099+0.00048248i,-0.00014185-0.00018285i,0.00056876-0.00030947i,0.0007059+0.0002387i,0.00094232+0.0006369i,0.00080011+3.7783e-05i,-0.00052454+6.9332e-05i,-0.0016478+0.00018318i,-0.0011566-8.4738e-05i,-0.00011122+0.00023773i
-0.0016699-0.0010324i,-0.0027296-0.0015891i,-0.0023165-0.0020495i,-0.0013562-0.0020914i,-0.00080509-0.001315i,-0.00022889+9.2138e-05i,0.0001188+0.00038247i,-8.295e-06-0.00059997i,-0.00026557-0.00076313i,-0.00038677-3.6561e-05i,-0.00086021+9.8416e-05i,-0.0017144+0.00043826i,-0.0013534+0.00068759i,-0.00045293+0.00069848i,-0.0001807+0.00042863i,2.1103e-05+0.00044505i,-9.2536e-05+0.00045218i,-6.6438e-05+0.00015374i,-0.0001547+8.2588e-05i,-0.0003474+0.0003356i,0.00025709+0.00044142i,-8.1986e-06+0.00016378i,-0.00055285+2.6561e-05i
-0.0013298+0.00082111i,-0.0013649+0.00086479i,-0.001862+0.00092837i,-0.00049951+0.001051i,-0.00034452+0.0015466i,-0.0017878+0.001384i,-0.0015328+0.00016349i,-0.00032861-0.00089756i,-0.00025132-0.0011203i,-0.00018572-0.00097773i,0.00034341-0.0010354i,8.9161e-05-0.00084744i,-0.00031365-0.00018263i,-0.00019919+0.00070533i,9.0416e-05+0.0013063i,0.00035391+0.0011936i,0.00013608+0.001073i,0.00065727+0.00073934i,0.00089004-0.00018217i,5.0092e-05-4.9635e-05i,-0.00041845-0.00014608i,-0.00017627-0.00032969i,-0.00047651+0.00057724i
-0.0013494+0.001877i,-0.00058583+0.0010924i,-0.0010472+0.00057944i,-0.0016253+0.0008114i,-0.00087478+0.00092316i,-0.00030642+0.00080441i,-0.0002787+0.0003254i,-0.00037397-0.00030965i,-0.00076519+4.8139e-06i,-0.00068733+0.0011312i,-0.00046682+0.0010947i,-0.00077135+0.00049235i,-0.00072812+0.0011612i,-0.0010193+0.0011027i,-0.00036517-4.7559e-05i,0.00092586-0.00052526i,0.0013865-0.00021828i,0.0012821-4.2093e-05i,0.0011038+0.00020843i,0.00079537+0.00054201i,0.00011675-3.7259e-05i,-0.00041313-6.0134e-05i,-0.00019692+0.00033533i
-0.0028451-5.0455e-05i,-0.0024112-0.00049834i,-0.0013143-9.0604e-05i,-0.00081977-0.00014439i,-0.00088779-0.00054079i,-0.0012801-0.00043998i,-0.00080494-0.00086047i,-4.739e-05-0.0012034i,-0.00054164-0.00083612i,-0.0012776-0.00019708i,-0.0013354-2.0222e-05i,-0.00093596+0.00034266i,0.00013131+0.00043212i,0.0012873-0.00074715i,0.0013054-0.00082322i,0.00086293-0.00070531i,0.00073134-0.00059533i,0.00012026+0.00010134i,-0.00077744+0.00057408i,-0.00061668+3.1929e-05i,0.00010266+0.00018392i,0.00021981+0.00021269i,-0.00011242-0.00014292i
-6.2894e-05-0.00079083i,-4.5069e-05-0.0012961i,-0.00030054+0.00014123i,-0.00071511+0.0014259i,-0.0012963+0.00099289i,-0.0018034+0.00049012i,-0.0010879-0.00024115i,-0.00021983-0.0014066i,-0.00046831-0.0017479i,-0.00071645-0.00057074i,-0.00071334-0.00021288i,-0.00066435-0.00013174i,-0.00078664+0.001109i,-0.00084293+0.0022722i,-0.00057658+0.0011783i,-7.3045e-05+0.00026382i,-0.00027722+0.00099229i,-0.00013781+0.0011394i,4.9469e-09+0.00088385i,-0.00039858+0.00050355i,-0.00067953-0.00048162i,-0.00071276-0.00070867i,-0.00040121-0.0003732i
-0.0029768+9.3599e-05i,-0.0024143+0.00023743i,-0.002293+0.0011096i,-0.0020269+0.0019491i,-0.00070908+0.0012829i,0.00025614-9.1384e-05i,7.784e-05-0.00033983i,4.2675e-05-0.00049425i,0.00038542-0.0007054i,-0.0003766-0.00032766i,-0.00041349-0.00061034i,5.6102e-05-0.00026642i,-0.00046788+0.00071095i,-0.00041008+0.0004744i,0.00070471-4.7506e-05i,0.00082803+0.00014395i,-0.00023161-3.4438e-05i,-0.00047381+0.00027634i,0.00020617+0.00066422i,0.00067382+0.00036868i,0.00033664+9.2805e-05i,-0.00047964-0.0002182i,-0.00088892-0.00041221i
-0.0027813+0.0026594i,-0.0020471+0.0034758i,-0.0011077+0.0032819i,0.00028523+0.0018129i,0.0011945-0.00046518i,0.00025037-0.00051391i,-0.0011021+0.00011556i,-0.0015167+0.00016613i,-0.0012291+0.00024605i,0.0003312-0.00029276i,0.00078864-0.00040116i,-0.00038785-0.00039767i,-0.0011688-0.00014166i,-0.0012623-0.00015204i,-0.0010842-0.00079317i,-0.00081044-0.00035701i,-0.00025104+0.00026958i,0.00034385+0.00038032i,0.00022032+0.00076645i,-0.00032956+0.00083653i,-0.00066315+0.00133i,-0.00087055+0.0013779i,-0.00038828+0.00022165i
-0.002325+0.0012423i,-0.0013827+0.0014052i,-0.00079724+0.0015827i,-0.00028071+0.0011895i,-0.00030074+0.00092573i,-0.0012254+0.0005349i,-0.0020571+0.00054117i,-0.001383-0.00038135i,-0.00055726-0.0010935i,-0.00080612-0.00078781i,-0.0011081-2.468e-05i,-0.00092566-3.0013e-05i,-0.00058405-0.00034297i,-0.00072713-0.00082299i,-0.00038475-0.0018385i,8.2731e-05-0.0019072i,0.00066453-0.00063867i,0.00073799+0.00089014i,-0.00041578+0.0015307i,-0.00037079+0.0012318i,0.00037645+0.00092731i,0.00072807+0.00060707i,0.00064504+0.00010764i
-0.002618-0.00037168i,-0.0027102+0.00059062i,-0.0017573+0.0013637i,-0.00042346+0.0012885i,-9.923e-05+0.00069198i,-0.0011381+0.00027913i,-0.00090542+0.00057731i,-0.00010465+0.00021249i,-0.00062643-0.00030749i,-0.00081021-5.2389e-05i,0.00028439+0.00032495i,0.00058864+0.00016534i,1.7313e-07+9.2126e-05i,-0.00024643-0.0007162i,-0.00017136-0.0010219i,0.00015273-0.00069523i,0.0007406-0.00056506i,0.00059312+6.5114e-05i,-0.00036665+0.00083949i,-0.00088771+0.00090818i,-9.3165e-05+0.0012035i,0.0010795+0.00092825i,0.00044402-0.00024744i
-0.0012446-0.0012736i,-0.0013779-0.0019601i,-0.0013199-0.0011681i,-0.0014476+0.00044735i,-0.0014446+0.00041461i,-0.0015697+0.00020547i,-0.00096506+0.00061953i,-8.8374e-05+0.00034977i,0.00037624-0.00039087i,0.00047664-0.0011154i,0.00048833-0.00094014i,7.8577e-05+0.00036258i,-0.00030969+0.0011494i,-0.00039443+0.0010314i,-0.00010373+0.0010373i,0.00035152+0.0012176i,0.00011304+0.00031366i,-0.0003743-0.00038442i,-0.00029858+0.00022302i,-6.9167e-05-2.9691e-05i,-0.00055855-0.00080173i,-0.00061566-0.0013416i,0.00019967-0.0010992i
-0.0024383+0.00012557i,-0.0030914+0.00024361i,-0.0036318+0.00024476i,-0.0025024+0.0011112i,-0.0014681+0.0011197i,-0.0013237+0.00012149i,-0.00037388-0.00025625i,0.00017232+0.00028249i,-0.00050002+0.00022204i,-0.0001658+1.5224e-05i,0.00044419+0.00012747i,0.00060878-0.00019935i,0.0010856-0.00012365i,0.0010512+0.000127i,0.00092798-0.00022614i,0.001123+5.5213e-05i,0.0008591+0.0012978i,0.0003741+0.0010697i,-0.00046714+0.00049574i,-0.00050145+0.00061874i,-0.00020094+0.00075654i,8.4438e-05+0.0010176i,-0.00015008+0.0006219i
-0.001681+0.001652i,-0.0013757+0.0013438i,-0.001633+0.00075711i,-0.00073107+0.00032412i,4.9516e-05-0.00047405i,-0.00033418-0.00083913i,-0.00039259+0.00010165i,5.0319e-05+0.00051856i,-8.2415e-05+0.00024783i,0.00016812-0.00029079i,0.00080659-0.00019062i,0.00039687+0.00042363i,-0.00020018+6.5184e-05i,-0.00060586+5.6463e-05i,-0.00024799+0.00044144i,0.00080233+0.0002929i,0.00097233+0.00031319i,-8.4808e-06+0.0003976i,-0.00045247+0.00012069i,-0.00054085+7.962e-05i,-0.00072181+0.00041193i,4.9365e-05+0.00045285i,0.0010784+0.00071135i
