0.0031826-0.0018902i,0.0028838-0.0025803i,0.00043709-0.0036102i,-0.0017222-0.0034471i,-0.0036024-0.0014398i,-0.0038897+0.00046189i,-0.0019848+0.00048952i,-0.00011043+0.00022612i,0.00071762-0.0002309i,0.00051862-0.00072081i,-0.00033093-0.0014554i,-0.00084375-0.0016845i,-0.00082444-0.00065744i,-0.00088798+0.00038293i,-0.0010788+0.00040294i,-0.00103+0.00098321i,-0.0010349+0.00098974i,-0.00041968+0.00012267i,-0.00028879-0.00061825i,-0.00054386-0.00024232i,-0.00017311+0.00010239i,-0.0001324-0.00044038i,-2.7778e-05-0.00084526i
-0.00044176-8.4916e-05i,-0.0006048-0.0010201i,-0.0021417-0.0013934i,-0.0036371-0.00025658i,-0.0023326+0.00027716i,-0.00038293+0.00044547i,8.1654e-05-0.00027125i,-0.00010585-0.00024501i,0.00021609+6.8532e-05i,0.00074641-0.00025376i,0.00069901+0.00022146i,-0.00043296+0.0011319i,-0.00014+0.0008029i,0.00095044-0.00023958i,0.00028092-0.00040856i,-0.00043075+5.9196e-05i,-0.0001213+0.0006451i,-3.2081e-05+0.0006263i,-0.00035329+0.00048906i,-0.00041032+0.0006106i,-7.6746e-05-8.3501e-05i,0.00045859-0.00019027i,0.00071836+0.00017161i
0.0020756+0.0018674i,0.0019852+0.0016396i,0.0036039+0.00057464i,0.0034661-0.0009983i,0.0012023-0.0013216i,3.0829e-05-8.0355e-05i,0.00031154+0.0011596i,0.00032385+0.00078845i,0.00027955+0.00014691i,0.00038402-0.00067948i,0.00068882-0.00091772i,0.00057428-0.00023635i,8.0881e-05+0.00018903i,-0.00047603-2.958e-05i,-0.0002748-0.0004495i,-0.00031073-6.0152e-05i,3.507e-06+4.4389e-05i,0.00066381-0.00045109i,0.00022923-0.00038541i,0.00010323-0.00033622i,0.00071094-0.00035916i,0.0012164-0.00099528i,0.00031506-0.00064619i
-0.0015699+0.00071799i,-0.00271+0.00064162i,-0.001865+0.00068331i,-0.001387-3.9478e-05i,-0.00033787-0.0010408i,-0.00065545-0.0025653i,-0.0019605-0.0024664i,-0.0020533-0.0016434i,-0.0010721-0.0013769i,-0.00022011-0.00094496i,0.00014497-0.00074816i,-5.211e-05+0.00018141i,-0.00062268+0.0011041i,-0.00048086+0.00028349i,0.00014089-0.00020951i,0.00068806+0.00013796i,0.00017087-0.00028086i,-0.00019713-0.00061037i,0.00033982-0.0010424i,0.00068675-0.0009893i,0.00062085-8.0995e-06i,0.00048182+0.00012379i,5.7284e-05-0.00085277i
-0.00040788+0.0018081i,0.0018428+0.0027765i,0.0035107+0.002257i,0.0019697+0.0018051i,0.0012365+0.0014412i,0.00087692+0.0014873i,0.0012657+0.0015372i,0.0015981+0.00049926i,0.0011203+0.00018851i,0.00081571-5.6892e-05i,0.00059384-0.00086997i,0.00028743-0.0010311i,0.00022336-0.0011839i,-0.00052404-0.0014154i,-0.00025377-0.00097076i,0.00045807-0.0004514i,-0.00019349+0.00016712i,-5.3833e-05+0.00040595i,0.00052759-0.00047273i,0.00020341-0.0010568i,-0.0002062-0.0011856i,1.7024e-05-0.0010399i,9.5777e-05-0.00049293i
0.0079975+0.0080155i,0.0057587+0.0063376i,0.0085401+0.0026024i,0.0060451-0.0025324i,0.0014688-0.0061986i,-0.0021075-0.0057298i,-0.0017393-0.0016873i,0.00089032+0.00013789i,0.0021466-0.00031815i,0.001536-0.0021833i,-0.00040603-0.0032741i,-0.0023132-0.0026602i,-0.0026824-0.0016951i,-0.0021556-0.0012796i,-0.0010807-0.0020506i,-0.0006848-0.0014645i,-0.00089169+0.00070533i,-0.0012053+0.0016758i,-0.0011565+0.0010071i,-0.00061375+0.00059773i,-0.00013619+0.00043076i,-0.00037874-0.00047153i,-0.00086899-0.00080761i
-0.00088769-0.0044764i,-0.0013404-0.0048699i,-0.0038152-0.0025033i,-0.0034404+0.00017926i,-0.001663+0.0014924i,0.00013686+0.0024043i,0.00073616+0.0014172i,-0.0008045+0.00039227i,-0.0024+0.00042752i,-0.001846+0.000872i,-0.0002315+0.0014484i,0.00087331+0.0011851i,0.00080438+0.00046852i,-0.00024668+0.00059237i,5.5635e-05+0.00015419i,0.00053457-0.00017527i,8.2086e-05-0.00041674i,-0.00010039-0.00027397i,0.00068401+9.2125e-05i,0.00098492+0.00028008i,0.00018407+0.00023024i,-0.00010961-0.00011783i,-0.00043632-0.00015081i
0.00011697+8.0146e-05i,-0.00011235+0.00092877i,-0.0012281+0.0017415i,-0.00059139+0.0015759i,0.00010662+0.0014122i,0.00095878+0.00073919i,0.00085053-0.00057877i,0.00016683-0.00097365i,0.00017837-0.00043844i,7.1527e-05-0.00082834i,0.00011917-0.00096257i,0.00030428-0.0001963i,-0.00013627-0.00032375i,-0.00073834-0.00031012i,-0.00053688+0.00045198i,5.7946e-05+0.00059501i,0.00046526+2.5522e-05i,0.00093903-0.00015325i,0.00067348-0.00032722i,0.00011697-0.00048435i,0.00072775-5.3917e-05i,0.0010058+0.00020285i,0.0012611+0.0010129i
-0.0056519-0.00018181i,-0.0057133+0.0010076i,-0.0043268+0.0023961i,-0.0026136+0.0033604i,-0.0017597+0.0030946i,-0.0012321+0.0027988i,-0.0018587+0.0017255i,-0.0022324+0.0010616i,-0.0016539+0.001001i,-0.0011881+0.0011811i,-0.00094679+0.0015444i,6.4544e-05+0.0004888i,0.00057556-0.0012219i,0.00015942-0.0012412i,1.3429e-06+0.00010893i,-0.000257+0.00028279i,-0.00032793-0.00086891i,-0.00013817-0.00067908i,0.00028885-0.0001293i,7.1516e-05-5.8239e-05i,-0.00030964-0.00058038i,0.00021542-0.00057269i,0.00067269+9.3104e-05i
0.00031645-0.0018697i,0.00072369-0.0018055i,-0.00055211-1.7761e-05i,-0.00029372+0.00056701i,0.0012478+0.00069814i,0.0020769+0.0015509i,0.0017199+0.0022575i,0.0009096+0.0014806i,0.00049628+0.000711i,-3.2637e-05+0.0010502i,-0.00059949+0.00097304i,-0.00011921-0.00011682i,0.00068328-0.001207i,0.00057589-0.00089115i,0.00024136-0.0005665i,-0.00012452-0.0001602i,0.00010191+5.7546e-05i,0.0002598-0.00030432i,-0.00020105+0.00043861i,-7.7168e-05+0.0011497i,-0.00016497+0.00036564i,-0.00057968+0.00030695i,-0.00030124+0.00084248i
-0.0034111-0.0011685i,-0.0034062+0.00018867i,-0.0037554+0.0011503i,-0.0024247+0.001922i,-0.00077188+0.0024039i,-4.4012e-05+0.0011425i,6.4586e-05-0.00033383i,-0.0002042-0.00062934i,0.00026635-0.00074543i,-1.3871e-05-0.00073711i,-0.00070886+9.7718e-05i,-0.00053269+0.00067211i,3.2031e-05+0.00028779i,-0.00013946-0.00029851i,-0.00027584-0.00025139i,8.827e-05+8.8675e-05i,-0.00031427+0.00039269i,-0.00048048+0.0009477i,0.00012216+0.00085643i,0.0008504+0.00018331i,0.00085306+0.00019965i,0.0006586+0.00042458i,0.00041235+0.00042746i
0.0002234-0.00097146i,-0.00096311-0.00043845i,-0.0019847+0.00014826i,-0.0014272+0.00011492i,-0.0015585-6.4292e-05i,-0.0025274+0.00051993i,-0.0022253+0.00095891i,-0.0011591+0.00069968i,-0.0015266+0.00035441i,-0.0016596-5.6983e-05i,-0.00018923-0.00032649i,0.00080814+0.00015166i,-9.5019e-05-6.1057e-05i,-0.00076134-0.00013399i,-0.00040609-0.00015739i,-1.9488e-05-0.00054336i,-0.00020709-0.00054775i,-0.00025204-1.0626e-05i,1.1579e-05+1.0218e-05i,0.00049362-0.00056098i,0.00077475-0.00028109i,0.00088178+0.00037243i,0.00014169+0.00056563i
-0.00025802-0.00072909i,-0.00042554-0.00093695i,-0.0011271-0.0013888i,-0.0014761-0.00052758i,-0.00075954+0.0010784i,0.00017907+0.0015836i,0.00050491+0.00095076i,0.00079515+0.00037396i,0.0005682+0.00011177i,0.00032883-6.0159e-05i,-5.5119e-05-4.7211e-05i,-0.00065166-3.319e-05i,-8.1589e-05-0.00037904i,0.00051694-0.00027011i,0.00065829+0.00083504i,0.0004839+0.0007807i,-0.00031248+0.00010934i,-0.00077043+0.00030484i,-0.00043056+0.00063539i,-0.00021585+0.00087299i,0.00012931+0.00091647i,0.00053661+0.00053944i,0.00093826+0.00044583i
-5.6424e-05-0.0019885i,-0.00089195-0.00091155i,-0.0005006+0.00047669i,0.00052348+0.001633i,0.0011941+0.0018146i,0.001452+0.0010502i,0.00079057-0.00028414i,0.00015962-0.00072864i,0.00016841-6.0136e-05i,0.00013276+0.00035569i,-0.00019688+0.00015704i,-0.00072012+0.00019211i,-0.00041225+6.6245e-05i,-2.1925e-05+0.00028607i,-0.00010227+0.0006833i,-0.00034346+0.00044827i,-6.8592e-05-0.00013785i,-3.0232e-05-0.00023107i,-0.00014075+0.0006615i,-0.00020806+0.00024308i,-9.7668e-05-0.00078277i,0.00048153-0.0006892i,0.00084278+6.7746e-05i
-0.0011046-3.5872e-05i,-0.002281+0.00017409i,-0.002505+0.00086569i,-0.0019975+0.0018665i,-0.00051006+0.0022773i,8.9228e-05+0.0025159i,-0.00048547+0.0019038i,-0.00057268+0.00041879i,-0.00078743-0.00054221i,-0.001005-0.00055777i,-0.0001174-0.00011433i,0.00037174-0.00025195i,0.00055889-0.00071252i,0.00056485-0.00080021i,0.00026197-0.00077689i,-0.00015091-0.00060407i,-0.00041159-0.00028564i,-0.0006231-0.00038408i,-0.00037503-5.2988e-05i,0.0003455+0.0010417i,0.00046956+0.0012998i,1.1236e-05+0.00046497i,-8.7101e-05-0.00037209i
-0.00021415-0.002383i,-0.0001557-0.00089004i,-0.00030287+0.00012578i,-9.1508e-05+0.00087538i,1.686e-05+0.0015496i,2.6613e-05+0.001974i,0.00048838+0.001154i,-5.0777e-05+0.0001455i,-0.00059602-0.00010238i,-0.00032921+0.00018154i,-0.00027482+0.00077325i,-0.00027178+0.00073533i,-0.00062361+0.00032785i,-0.0008383+0.00053908i,-0.0006529+0.00067654i,0.00015808+0.00022989i,0.0010026+0.00035934i,0.00029479+0.0002674i,-0.00074086-0.00061876i,-0.0004061-0.00024486i,-0.00051343+0.00070837i,1.1316e-05+0.00075806i,0.00029079+0.00061898i
-0.0024401-0.00062325i,-0.002542-0.00058921i,-0.0043056-0.00070249i,-0.0032891+0.00043111i,-0.0010714+0.0020228i,-0.00051288+0.0017923i,-0.00089675+0.0012239i,-0.00058286+0.00078039i,-0.00053542-7.5327e-05i,-0.0004726+0.00065588i,0.00051992+0.0016097i,0.00089234+0.0013455i,0.0014889+0.00083787i,0.0011196+0.0004235i,3.1195e-05+0.00037125i,-0.00060417+0.0008373i,-0.0010609+0.00093154i,-0.00089991-0.00016271i,-0.00075898-0.00050819i,-0.00045398+0.00012656i,1.4587e-05+5.3362e-05i,0.00025587-0.00040054i,0.00021083-2.0412e-05i
-0.0027092-0.0010571i,-0.0029343+0.00041961i,-0.0018669+0.0023069i,-0.0011525+0.0024441i,-0.00079473+0.0020621i,-0.00065151+0.0016864i,-0.00088254+0.00063951i,-9.6303e-05-3.4069e-05i,0.00021178+0.00011217i,-0.00045834+0.00039572i,-0.00066304+0.00010508i,7.5538e-06+8.6737e-05i,0.0005181-0.0002562i,0.0003656+1.658e-05i,-7.003e-05+0.00062782i,4.6981e-05+0.00054009i,9.0241e-05+0.00010556i,1.8409e-05-0.0002521i,-0.00081908-0.00063059i,-0.00060501-0.00027355i,-1.5097e-05+0.00064603i,0.00038612+0.00029575i,0.00059235-0.00037206i
6.9718e-05-0.0015929i,-0.00095004-0.0013018i,-0.0032655-2.3858e-05i,-0.0029036+0.0010288i,-0.0012868+0.00096193i,-0.00059222-0.00012751i,-0.00037882-0.00083197i,-0.00013022-0.00050406i,-3.2631e-05-5.27e-05i,7.6443e-05+0.00054455i,0.0003788+0.00049316i,9.2973e-05-0.00027746i,-0.00023508-0.00013421i,-0.00046529+0.00022496i,-0.00059196+3.905e-05i,-3.0231e-05-0.00029276i,0.00052805+0.00018294i,0.00032631+0.00032424i,3.9585e-05-0.00029368i,0.00019837-0.00082081i,0.00010055-0.00055522i,0.00018764-0.0002142i,0.00016909+4.2216e-05i
-0.0023118-0.002093i,-0.0014008-0.00097342i,-0.00105-0.00019838i,-0.00034495+0.0005571i,-0.00041325+0.0012298i,-0.00073117+0.0011913i,-0.00031777+0.00037443i,-6.1535e-05-0.00052i,-0.0007069-2.7103e-05i,-0.00079693+0.00059513i,-0.00049303+0.00036371i,-0.00012762+5.4776e-06i,-4.5739e-05+0.00014627i,-0.00031055+0.0011657i,-0.000153+0.0010582i,-0.00035826-0.00018859i,-0.0012544-0.00035793i,-0.0017032-0.00022794i,-0.0010693-0.00014117i,-0.00025266+0.00043837i,0.00051455+0.00036475i,0.00039135+0.00018431i,0.00071722+0.00028385i
0.0016444-0.00030925i,0.0010675+0.00072096i,-0.00088726+0.0014471i,-0.0017413+0.0013036i,-0.0017081+0.00081409i,-0.001443+0.00092574i,0.00018198+0.00049842i,0.00054656+0.00029416i,0.00036564+0.00059847i,0.00037477+0.0004804i,-0.00060993+0.00021508i,-0.001386+4.524e-05i,-0.0010286+0.00028425i,0.00030926+0.0001795i,0.00090378+0.00012188i,0.00070772+0.00021187i,0.00026737+0.00066567i,-7.2776e-05+0.0012237i,-0.00037394+0.0004927i,-0.00060375-0.00021564i,-0.00049725-0.00073654i,-0.00023808-0.00082952i,0.00030927-0.00036315i
-0.0043207-0.0019064i,-0.0042746-0.0014581i,-0.0033822+0.00022801i,-0.0021317+0.0014892i,-0.001285+0.0016301i,-0.00055578+0.0012665i,-0.0002861+0.00071289i,0.00014067+0.00059564i,0.00093136+3.1608e-05i,0.0012543+0.00017338i,0.0008543+0.00060404i,0.00049664+0.00027684i,0.00073666+5.2941e-05i,0.00059517+0.00042385i,8.7982e-07+0.00045454i,0.00043263-9.8087e-06i,0.0013703-0.00051508i,0.00087392-0.00036733i,0.00010277-0.00033763i,0.00022845+0.00011768i,0.0002002+0.00020955i,0.00025164-0.00031481i,1.6272e-05-0.0005393i
-0.0028404-0.0015103i,-0.0029168-0.00051969i,-0.0026269+0.0014486i,-0.0018417+0.002094i,-0.0012569+0.0021039i,-0.00044483+0.0022454i,0.0003998+0.0015481i,0.00026772+0.00066883i,-0.00028991-0.00017942i,-0.00010653-0.00062996i,0.0001188-0.00023028i,-0.00011661+0.00049435i,0.00037594-0.0002042i,0.00059633-5.4316e-05i,9.3069e-05+0.00058451i,4.2889e-05-0.00029885i,0.00017179-0.00097711i,0.00046426-0.00020845i,0.00023141+0.00071581i,1.3087e-05+0.00057162i,0.00012119+0.00050395i,0.00035734+0.00051762i,3.3128e-05-0.00015217i
0.0001067+0.00025171i,-3.2621e-05+0.00039757i,0.00040321+0.0010912i,0.0013866+0.0022026i,0.0013304+0.0018922i,0.0010461+0.0009975i,0.00077893+0.00034857i,9.1492e-05-0.00039807i,-0.0003585-0.00039736i,-0.000852+0.00031535i,3.3458e-06+8.5239e-05i,0.00074438-0.000105i,-0.00020291+0.00016666i,-0.00045646-0.00060008i,-0.00018595-0.00068742i,-0.00033202+3.0547e-05i,0.00024458-0.00025705i,0.00021389-0.00046829i,-0.0003394-2.1619e-05i,-0.00068373-7.3049e-05i,-0.00072084-0.00038477i,-9.5084e-05-0.00052529i,7.9216e-06-0.00039645i
0.0021882+0.0018093i,-0.000694-0.00028883i,-0.0029809-0.0023098i,-0.0035583-0.0022028i,-0.0026492-0.00082624i,-0.0017899-0.0003331i,-0.00052402-0.00012721i,0.00048001+0.00030991i,0.0002355+0.00057574i,-0.00024054+0.00011462i,-0.0004384-0.00039177i,-0.00077123-0.00021471i,-0.0013157+0.0001166i,-0.00098851+0.00016573i,-0.0010957+7.7166e-05i,-0.0011821+0.00067897i,-0.00053291+0.00098253i,-0.00053139+0.00095402i,-0.00052278+0.00037761i,-0.000233+0.00022555i,-0.00033522+0.00011421i,-0.00053722-0.00097579i,-0.00052565-0.0011684i
0.00024026-0.00029394i,0.00066102-0.0001271i,0.0013022+0.00022249i,0.00057496+0.00026184i,-0.00089226+0.0006974i,-0.00080575+0.00072836i,-0.00039069+0.00013965i,-8.0272e-05+0.00025795i,0.00060297+0.00028339i,0.00066087+0.00020272i,0.00049006+9.8533e-06i,0.00029424+0.00035648i,-0.00036675+0.0009087i,-0.00065885+0.00034937i,-0.00027638+0.00013079i,-0.00022231-3.3707e-05i,-0.0005048-0.00061155i,-0.00088132-0.00051707i,-0.0010309-0.00010651i,-0.00071057+0.0002991i,-0.00030184+0.00016743i,-0.00036509+5.4264e-05i,0.00030054+0.00066405i
-0.00064291-0.0028684i,-0.002152-0.0014449i,-0.0044122+0.00030523i,-0.0045441+0.0013566i,-0.0036001+0.0015041i,-0.0020654+0.0011652i,-0.00061977+0.0010014i,-0.00017222+0.00097062i,-0.00020277+0.0001647i,9.7559e-05-1.3729e-06i,-0.00010523+0.00072489i,-0.00069743+4.6291e-05i,-0.00058477-0.00041027i,-0.00011113-0.00012646i,0.00058696-6.3888e-06i,8.7901e-08-5.7649e-06i,0.00014999+0.00023778i,0.00013294-0.00034286i,-0.00015502-0.00097506i,6.8486e-05-0.00053174i,-1.8007e-05-0.00043536i,0.00024165-0.0009156i,0.0001882-0.0005762i
-0.00057424-0.00015007i,-4.8184e-05-0.00084118i,0.00043992-0.00040665i,0.00043252-6.1339e-05i,-0.00064229+0.00067901i,-0.0012709+0.0010613i,-5.6764e-05+0.00043274i,0.0010103+0.00039878i,0.0013903+0.00046418i,0.0015503-9.985e-05i,0.00085496+0.00021758i,6.7199e-05+0.0014307i,6.8378e-05+0.0011512i,0.00035287+0.00068414i,-0.00034215+0.0005521i,-0.00093683+0.00018689i,-0.00025745-0.00031858i,-0.00024441-0.00072788i,-1.0704e-05-0.00061521i,0.00018177+0.00016163i,0.00020722+0.00039289i,0.00062845-7.8187e-05i,0.0010304-9.8673e-05i
-0.00018829-0.00098043i,-0.00050372+0.00011308i,-0.0021897+0.0012708i,-0.0019904+0.0012131i,-0.0009561+0.00010591i,-0.00049948+0.00055214i,-0.00062599+0.00066266i,-0.0017561+0.00015182i,-0.0024992+9.0446e-05i,-0.0015478+2.2085e-05i,-0.00055746-0.000375i,0.00024149-0.00042193i,0.0004796+7.5101e-05i,0.00052937+0.00036857i,0.00099002+0.00028991i,0.00073289+0.00060954i,0.00059014+0.00012098i,0.00061425-0.001162i,0.00061482-0.00045338i,0.00058696+0.00054682i,0.0002628+0.00042291i,-5.5432e-05+0.00021479i,0.00012153+0.00020326i
0.00015146-0.0013617i,-0.00069789-0.00058206i,-0.0018162+0.00040155i,-0.0014716+0.00051672i,-0.0013931-0.00027158i,-0.0014084-0.00042037i,-0.00017857+0.0004668i,0.00042199+0.0010419i,0.00037511+0.00076725i,-0.00035453+0.00031294i,-0.00049613+0.00044229i,-0.00030462+0.00028278i,-0.0005484-8.7543e-06i,-0.00048136-0.0006511i,-0.00082588-0.00071917i,-0.0010716-0.00048257i,-0.00053292+0.0002665i,0.00021967+0.00026382i,0.00083043+4.5017e-05i,0.00099537+0.00096319i,0.00028358+0.0012677i,0.0001083+0.0005557i,0.00020934-0.00047472i
0.0018872+2.7152e-05i,0.0020338-0.0010568i,0.00061369-0.0015516i,4.1241e-05-0.00069951i,-0.00012151+8.2355e-05i,-0.00013254+5.5968e-05i,0.00020479+4.7006e-05i,0.00014788-0.00036559i,6.9648e-05-0.00052111i,9.5517e-05-0.00019043i,-0.00028381-0.00017133i,-0.00066499-0.0002532i,-0.00069797+1.6588e-05i,-0.00054593+0.00063304i,0.00019055+0.0014639i,0.0011634+0.0012579i,0.0010021+0.00020211i,0.00021474+0.00034566i,-0.00017685+0.00080286i,0.00061626+0.00039972i,0.00058413+0.00040434i,-0.00037754+0.00030305i,-0.00059491+0.00076285i
-0.0013974+0.00032152i,-0.0017322+0.0012695i,-0.0010035+0.001879i,-2.5367e-05+0.0022996i,0.00012348+0.0016201i,0.00029785+0.0013095i,0.00022678+0.0015029i,0.00039744+0.00093408i,0.00019776+0.0010483i,-0.00019188+0.0011953i,-0.00019249+0.00056192i,-0.0001066-2.0906e-06i,-0.00026899-0.0001532i,-5.4475e-05+4.6701e-05i,0.00030435+0.00016042i,-0.00025233-0.00022953i,-0.00032111-0.00048855i,0.00054804-0.0002004i,0.0010684-5.7199e-05i,0.0015394+0.00024358i,0.0011197+0.00020949i,0.00038535-8.9142e-06i,3.7057e-05-0.00026852i
-0.00094686-0.0013974i,-0.0018689-0.00010454i,-0.0030286-0.00028425i,-0.0030201-3.8806e-05i,-0.0023712+0.0016942i,-0.001393+0.0021878i,-3.2114e-05+0.00036522i,0.00015384-0.0010944i,-0.00043581-0.00025958i,-0.0005262+0.00081428i,0.00013131+0.00028896i,0.00044638+1.1203e-05i,0.0010369+0.00058098i,0.0011481+0.00050751i,0.00091362+0.00029068i,0.00062448+1.5769e-05i,0.00021881+0.0003025i,0.00014635+0.00042171i,0.00055003+0.00040891i,0.00099909+0.00065541i,0.00028189+0.00060335i,-7.6892e-05+0.00039808i,0.00074166+0.00021723i
-0.0023661-0.0020193i,-0.0025481-0.0014141i,-0.0015642-0.0011787i,-0.001408-0.0002817i,-0.00089185+0.00082964i,-0.00091474+0.00081695i,-0.0012641-0.00015403i,-0.00093457-6.0096e-05i,-0.0010623-0.00023576i,-0.0015581-0.00069254i,-0.00092054+5.317e-05i,7.1523e-05+0.00021504i,0.00010721+0.00019188i,-0.0005293+0.00026195i,-0.00070012+1.346e-05i,3.5082e-05-0.00049997i,-0.00013925-0.00026266i,-0.0004293+0.00066403i,-0.00031914+0.00084278i,0.00067309-2.3309e-05i,0.001334-0.00062934i,0.00068734-0.00013474i,-0.00021983+0.00035583i
-0.00071318-6.4904e-05i,0.00033914+0.0018721i,-0.00063813+0.0036434i,-0.0011692+0.003441i,-0.00019145+0.0028065i,0.00059993+0.0023263i,0.00072472+0.0010809i,0.00034547-6.2439e-05i,-0.00012144-5.6767e-05i,0.00043085-0.00015894i,0.00082676-6.5656e-05i,0.00077602+0.00060718i,0.00022028+0.001284i,-0.0002113+0.0014318i,-0.00068677+0.00033706i,-0.0012693-0.00021254i,-0.0011507-9.8313e-05i,-0.0004372+2.5284e-05i,0.00046154-8.9453e-05i,0.00054365-0.00034145i,0.00030906-0.00056361i,0.00023988-0.0010413i,0.00022978-0.0011411i
-0.0031167+0.0019635i,-0.004158+0.00075605i,-0.0034485+0.00043606i,-0.0019551+0.0010309i,-0.0010655+0.0017724i,-0.00069017+0.0016438i,-0.00052405+0.0012469i,-0.00066004+0.0017154i,-0.00052329+0.0011885i,2.1126e-06-0.00029396i,0.00032566+8.3708e-05i,0.00066788+0.00027823i,0.00047861+0.00013084i,0.00051375+0.00048371i,0.00087502+1.5732e-05i,0.00072682-0.00030009i,0.00051501+7.5388e-05i,0.00011942+0.00034585i,0.00049945+0.00034294i,0.00045595+0.00028678i,-0.00043451+0.00020926i,-0.00031925-0.00031255i,0.00024824-0.0010959i
0.00010158-0.00093386i,-0.00017812-0.00049873i,6.7427e-05-0.0011435i,-9.427e-07-0.0011779i,-0.0014119-0.00048394i,-0.00095616+0.00059189i,0.00056558+0.00087896i,-0.00010643+0.00064885i,-0.00085945+0.0001454i,-0.00058604-0.00048556i,-0.00054786-0.0002825i,-5.1423e-05+6.3134e-05i,0.0010109-0.00027641i,0.00076433+4.0714e-05i,0.00011198+0.0010255i,0.00090738+0.00047397i,0.0013618+5.6624e-05i,0.00039528+0.00069469i,0.00022173+0.00077411i,-0.00011784+3.3949e-05i,-0.00059161-0.00087858i,-0.00055979-0.00060468i,-0.00017897-0.00017085i
-0.0001037-0.002004i,-0.00097413-0.0014336i,-0.0014978-4.6528e-05i,-0.0014012+0.0010399i,-0.00090738+0.0011542i,-0.0001936+0.0006653i,0.00030774+0.00025936i,-0.00045301+0.00051044i,-0.0010134+0.00057361i,-0.00046945+3.6652e-05i,-0.00080818+1.747e-05i,-0.0014384+3.4253e-05i,-0.0014235+2.514e-05i,-0.00084892-9.7015e-05i,0.0001605+0.00041604i,0.00052103+0.00094069i,0.00047423-5.2223e-05i,0.00023583-0.00058569i,-0.00024249+0.0003142i,-0.0001763+0.0003949i,-0.00020928-4.3725e-05i,-0.00047557-9.5164e-05i,0.00035644-0.00060629i
-0.00010768-0.00030836i,-0.00027501+0.00029315i,-0.0013964+0.00083935i,-0.0012137+0.00089602i,-0.000626+0.0013945i,-0.00047879+0.0017844i,-0.00079925+0.0010099i,-0.0004137+0.00048095i,1.2314e-05+0.0002493i,0.00013675+9.1659e-06i,0.00092206+0.00029127i,0.0010526+0.00024895i,0.00061043-0.00042255i,0.00021892-0.00043211i,-0.00071113+5.264e-06i,-0.00042966-0.00016765i,0.00059948-0.00052992i,0.00083839-0.00064068i,0.00069671-0.00028549i,6.4416e-05-0.00022612i,-7.6283e-05-8.7188e-05i,9.7969e-05+0.00035502i,0.00031574+0.00051346i
-0.0015439+0.0024321i,-0.00087123+0.0019486i,-0.00042106+0.0019604i,0.0003805+0.0013929i,0.0011447+0.000649i,0.0010614+0.00035318i,0.00072951+0.00022177i,-0.00032821+6.7761e-05i,-0.00092098+5.6604e-05i,2.6413e-05+0.00014333i,0.00088178+0.00059518i,0.0010275+0.0012296i,0.00069032+0.0012337i,0.00089927+0.00046917i,0.00098422-0.00027054i,0.0002017-0.00019662i,-0.00097111-2.4517e-05i,-0.0012699-0.00065033i,-0.0004856-0.00065477i,-0.00037529-0.00044788i,-1.5935e-05-0.00075819i,0.00059229-0.0007498i,0.00015703-0.00027617i
-0.0020554-0.0005661i,-0.0023956-8.3114e-05i,-0.0020717+0.00083891i,-0.0021516+0.0013294i,-0.0015831+0.0010513i,-0.00035832+0.0016009i,-0.00044349+0.0010193i,-0.00087486-0.00082338i,-0.00054258-0.001445i,0.00016167-0.00068505i,4.496e-05+0.00034164i,-0.00031825+0.00038092i,-4.5684e-06-0.00011912i,0.00038021+6.9112e-05i,0.00032949+0.0010243i,6.9397e-05+0.0012274i,-5.5987e-07+0.00057785i,-4.6914e-05+0.00046263i,-0.00028358+7.2985e-05i,-0.0010098-0.00034203i,-0.00080981+0.00040055i,-5.8715e-05+0.00088375i,8.6752e-05+0.00045167i
0.00032286+0.00025781i,-0.0021423-0.00077646i,-0.0031234-0.0014509i,-0.0023845-0.00055685i,-0.0025659+0.00026905i,-0.0019092-0.00011344i,-0.00098646+0.00026118i,-0.0010699+0.00023286i,-0.00054325-0.00052767i,0.00030477-0.00070469i,5.3912e-05-0.00072108i,5.7078e-05-0.0010966i,-3.1753e-05-0.00049798i,-0.00077927-0.00011186i,-0.00041388-7.8677e-05i,0.00015278+0.0002072i,-0.0006855-9.4674e-05i,-0.0013146+8.0187e-06i,-0.0010601+0.00071705i,-0.00099475+0.00064958i,-0.00042553+0.00054347i,2.7541e-05+0.00049641i,0.00013385+0.0005493i
0.0008802-0.00067734i,0.0010646+0.00058768i,0.00046177+0.0016141i,-0.00038962+0.00085708i,-0.00071105-0.0001327i,-0.00017407+2.5367e-05i,0.00040953+0.00034521i,0.00031889+0.0004605i,-4.7931e-06+0.00044124i,-0.00038057+0.00036958i,-0.00054497+0.00027109i,-0.00097005+0.00047524i,-0.00086951+0.00063428i,-0.00050555+0.0010459i,-9.2381e-05+0.0010321i,-0.00035282+0.00018053i,-0.00014581-0.00029984i,0.00062466+0.00017346i,0.00075817+0.00087694i,-0.00021874+0.00078067i,-0.00087537+3.9222e-05i,-0.00071609-0.00047307i,-0.00037929-0.00020831i
