-0.00076183-3.2198e-05i,-0.00041477+0.00060755i,-0.0009047+0.00025761i,-0.0022416-0.00012329i,-0.0020848+0.00044653i,-0.0014906+0.0010525i,-0.0007313+0.0013693i,-0.00024228+0.00063923i,0.00015344+1.5662e-05i,0.00058086+0.00032045i,-6.5515e-05+0.00051051i,-0.00037265+0.00061854i,-0.00017769+0.0005472i,-0.00010919-0.00015398i,0.00033992-0.00081086i,0.00019332-0.00068498i,-0.0004367+0.00017716i,-0.00075533-4.0019e-06i,-0.00072009-6.7604e-05i,-0.00051397+0.00025495i,-0.0002435+0.0003149i,-0.00010964-7.6088e-05i,0.00020435-0.00038379i
0.00074226+0.0015367i,0.0012456+0.00064868i,-0.00035356-0.00051694i,-0.0019481-8.6084e-05i,-0.00023662+0.00031105i,0.00034403-0.0001169i,3.6567e-05-0.0001724i,-0.00051718-3.9654e-05i,-0.001301-0.00014029i,-0.00089736-0.00043166i,-0.00066606-0.00055071i,-0.00043834+0.00042985i,-0.0008252+0.00080862i,-0.0011505-0.00047193i,-0.00031285-9.7915e-05i,-0.00043619+0.00098874i,-0.0011031+0.00070811i,-0.0010137+0.00062841i,-0.00076188+0.00053907i,-0.0010268+6.4473e-05i,-0.00092172-5.4422e-05i,-0.0002489-1.0771e-05i,-0.00035732-0.00020207i
-0.0012306+0.0015673i,-0.0003894+0.0010623i,-0.0013009+0.0014421i,-0.0017731+0.0026646i,-6.7702e-05+0.0026356i,0.00068332+0.0011474i,0.00028449-3.5192e-05i,-0.00038593+0.00014479i,-0.00037275+0.00011601i,-0.0004363+0.00046329i,-0.001008+0.0002265i,-0.00081662-0.00037606i,-0.00049157+2.9729e-05i,-0.00049016+0.00024371i,-0.00041936+4.0827e-05i,-0.00048089+0.00011655i,-0.00064922+0.00015644i,-0.0010771+0.00014698i,-0.0002326-3.5722e-05i,0.00064137-0.00047906i,4.0665e-05-0.00063829i,-4.0296e-05-9.7748e-06i,0.00018558+0.00060607i
-0.0013403-0.00018472i,-0.0010983-0.000484i,-0.0021793+0.00048044i,-0.0019998+0.0018896i,-0.00035666+0.0017429i,0.00034864+0.00055852i,-0.00020806-0.00064126i,-0.00028689-0.00056707i,0.00016217-0.00068141i,-8.1049e-05-0.0008599i,0.00019731-0.00064302i,-0.00019662-0.00051163i,-0.0002676-0.00058988i,0.0003708-0.00031227i,0.00011309-0.00014615i,-0.00024451+0.00040024i,-0.0004007+0.00031055i,-0.00086488+0.00012238i,-0.0010815+0.0010733i,-0.0006755+0.00032362i,0.00031179-0.00024834i,0.0001181+0.00045005i,-0.00048638+0.00023743i
0.00071807+0.00025534i,0.00054122-0.0011933i,-0.0012296-0.00063319i,-0.00092971+0.00068534i,0.00079521+0.00016644i,0.00072754+0.00024573i,-0.00044675+0.00029651i,-0.0010216-0.00027515i,-0.0013236-0.00067486i,-0.0011914-0.00039252i,-0.00056303+0.00042799i,-0.00052035+0.00064438i,-0.00068394+0.00029704i,-0.00089728-3.7618e-05i,-0.00080444+0.00036233i,-0.00072339+0.00091066i,-0.00035989+0.0008166i,0.0001065+0.00031689i,-0.00010404+0.00011364i,-0.00095134+0.00057618i,-0.0012959+0.00028383i,-0.00032866-0.00027575i,0.00043888-0.00045086i
0.0010721-4.605e-05i,0.0014255-0.00072116i,0.00018434+0.00098645i,-0.00053624+0.0014467i,-0.0013835+0.00060248i,-0.0016011+0.00034613i,-0.0010314+0.00057005i,-0.0010928-6.2175e-05i,-0.00079314-0.00055685i,-0.00066931-0.00021011i,-0.00052652+9.0173e-05i,-8.9049e-05+0.0011059i,0.00014184+0.0013092i,0.00066044+0.00051137i,0.0006963+0.00061758i,0.00072499+0.00081847i,0.00018873+0.00050589i,-0.00041007-9.0654e-05i,-0.0002205-6.9219e-05i,-0.00039016-1.3734e-05i,-0.00053921+0.00071478i,-0.00015397+0.0012615i,0.0009684+6.5206e-05i
-0.00052238-0.0016013i,-0.0012169-0.00069255i,-0.0027331+0.00079178i,-0.0014667+0.0016748i,-7.6505e-05+0.0014391i,-1.168e-05+0.0022005i,-0.00021988+0.0013804i,-0.00056165-0.00026449i,-0.0011126-0.0016061i,-0.0013278-0.0013731i,-0.0013265-0.00035825i,-0.00034517-0.00019641i,-0.00010982+0.00036581i,-0.00031376+0.00021568i,0.00044348-0.00076877i,0.00055311-0.00051277i,0.00039864+0.00014782i,0.00035138+0.00023169i,0.00040642-0.00012659i,0.00048556-0.00032126i,-7.2594e-06-0.00016134i,0.00020114+0.00038096i,-1.9725e-05+0.00016024i
0.001289-9.5242e-05i,-0.0012961-0.00069464i,-0.0016174-0.00017808i,0.00086646-0.00062011i,0.0012503-0.0012024i,0.00085729-0.00040301i,0.0007371+0.00039603i,-0.00010365+0.00038674i,-0.00087347+0.00022521i,-0.0012806-3.0768e-05i,-0.00087937-0.00015586i,-2.4478e-05-0.0001232i,0.00048151-2.3807e-05i,0.00027959+0.00037391i,0.00032686+0.00052738i,0.0004146+0.00037848i,0.0005603-6.4194e-05i,0.00042647-0.00063663i,-0.00014211-0.0004533i,0.00022261+0.00050115i,0.00092952+0.00059022i,0.0011903+7.6366e-06i,0.0012707+0.00017389i
0.00092632-0.00090297i,-0.00087988-0.0011243i,-0.00097753-0.0002957i,-0.00033407+0.00055309i,-0.0014083+0.0010872i,-0.0014893+0.0012865i,-0.0011818+0.00037365i,-0.0014932-0.0012185i,-0.0013825-0.00098912i,-0.0002568-1.97e-05i,0.00057144-0.00036673i,0.00057995-0.00065521i,0.00060887-0.00054297i,-0.00043136-0.00037601i,-0.0012229-0.0006453i,-1.2829e-05-0.00036663i,0.00082294+0.00031463i,0.00028827+0.00051267i,0.00022089+0.00062391i,0.00031917+0.00021426i,0.0002828+4.7459e-05i,0.00045777+0.00072245i,0.001127+0.00053824i
-0.00097782+0.00055971i,-0.0018188+0.0001176i,-0.0019677+0.00019132i,-0.0012693+0.00015362i,-0.0008132+0.00096239i,-0.00028149+0.0020828i,-0.00029399+0.0016792i,-0.00030294-6.8692e-05i,-0.00026127-0.0011625i,0.00010366-0.0013376i,-0.00018884-0.00069327i,-0.00014416+0.00029854i,-9.2187e-05+0.00036332i,7.0336e-05-0.00077234i,9.148e-05-0.00070054i,-0.00012904+0.00048703i,-2.1104e-05+0.00076059i,5.912e-05-0.00023903i,-5.3745e-05-0.00047946i,-7.5702e-05-6.5859e-05i,-0.00034224-7.6293e-05i,3.1589e-05-0.00048272i,0.00079048-0.00035782i
-0.00036462-0.0012667i,-0.00080992-0.00018503i,-0.0007741-0.00018553i,-0.00057021-0.0012303i,-0.0011028-0.00086432i,-0.00032478-0.00044606i,0.00053768-0.00044607i,-0.00065945-0.00072913i,-0.00081351-0.0010799i,0.00022825-0.0011555i,0.000443-0.00026886i,0.00055744+0.00035518i,0.00065072+0.00023327i,-0.0001811+0.00028159i,-0.00085817+0.00055294i,-0.00079734+0.00030902i,-0.00079729+0.00028593i,-0.00068016+0.00023776i,-0.00020567+0.00023895i,5.5069e-05+0.00069069i,0.00043322+0.00026799i,0.00077704-0.00043734i,0.0010789-0.00037495i
-0.0014977+0.00043822i,-0.00054766+0.0016681i,0.00013977+0.00081341i,-0.0008161+4.2549e-05i,-0.0010645+0.00093975i,-0.0012031+0.00072895i,-0.0006352+0.00019042i,8.6054e-05-0.00051389i,0.00019013-0.0012227i,-0.000284-0.0011312i,-0.00023741-0.0011473i,-0.00036131-0.0010584i,-0.00027594-0.00016477i,0.00048188+0.00096023i,0.00036856+0.0012296i,0.00014201+0.00091533i,0.00023679+0.000982i,0.00018435+0.001182i,1.4771e-05+0.0014556i,0.00021212+0.00044691i,0.00085459-0.00061963i,0.00079315+0.0001755i,0.00014691+0.0010747i
-0.00092004+0.00063446i,-0.0010294+0.0009872i,-0.00057497+0.0011041i,-0.0010593+0.00063803i,-0.00091889+0.0011291i,-0.00055682+0.00067173i,-0.00015665-6.6393e-05i,-8.8902e-05+7.3377e-06i,-0.00037135+5.4094e-05i,-0.00043709-0.00054512i,-0.00034363-0.0015155i,-0.00013491-0.0012404i,5.1353e-05+7.5224e-05i,0.00045479+0.00030696i,0.0009411+0.000145i,0.00028187+0.00036596i,0.00016648+0.00012804i,0.00028044-0.00063403i,0.00014458-0.00061914i,0.00033932+0.00050001i,0.00077205+0.00056664i,0.00084729-0.00020519i,-3.6068e-05-0.0006593i
-0.00025062-0.00028757i,-0.00010652+0.00042418i,-0.00013037-0.00025665i,-0.00088806-0.0010365i,-0.00087846-0.0012463i,-0.00023178-0.0010624i,-3.4519e-05-0.00065786i,-0.00078882-0.00070828i,-0.0014789-0.00029169i,-0.0016099+0.0001301i,-0.00099521+0.00037678i,-0.00046142+0.00079762i,0.0001549+0.00021543i,0.00032803-0.00039102i,-0.00017364-0.00039515i,-0.00046392-0.00037157i,-0.0003959-0.00043738i,-0.00058872-0.00068558i,-0.00028983-0.0013198i,0.00026694-0.0011186i,5.4271e-05-0.00050397i,-0.00039313-0.00032945i,-0.00020504-5.2533e-05i
-0.00016186-0.00030356i,0.00064662+0.00076971i,8.0344e-05+0.0013871i,-0.00083914+0.0017663i,-0.0011062+0.0019331i,-0.00098893+0.0010345i,-0.00090444+0.00022426i,-0.00044541-9.3368e-05i,5.0086e-05+0.00013074i,0.00055937+1.8818e-05i,0.00074457-0.00030242i,5.6367e-05-0.00051968i,-0.00013642-0.00064789i,5.4024e-05-0.00018174i,0.00040382+0.00019558i,0.00061374-4.295e-05i,0.0008395-0.00033514i,0.00065051+0.00016067i,-0.00048069+0.00054043i,-0.00069719+0.00043633i,-0.00015515+0.00070704i,-0.00026616+0.00090518i,0.00021485+0.00073404i
0.0016108-0.00059743i,0.0011157+0.00013184i,-0.0007879+0.00035725i,-0.0021662+0.0007614i,-0.0008837+0.0007799i,-0.00071647+0.00070183i,-0.00016262+0.00028487i,0.0010015-0.00049099i,0.00080028-0.0015302i,0.00077473-0.0016756i,0.00046727-0.00087538i,-5.1834e-05-0.00036325i,0.00038368+0.00044478i,0.0006889+0.00071109i,0.00076726+0.00059538i,0.0011311+0.00042226i,0.0011566+0.00037983i,0.00059419+0.00066807i,-5.6358e-05+0.00050823i,-0.00040019-3.7006e-05i,-0.0001018-0.00092057i,0.00037868-0.00060817i,0.0006987+0.0002025i
-0.00067858+0.0010805i,0.00010234+0.00026418i,0.00044802-0.00018756i,0.0001436-0.00041574i,-0.00015532-0.0012666i,-0.00057393-0.0015971i,-0.001126-0.001578i,-0.0011976-0.0014008i,-0.0011864-0.001307i,-0.00068488-0.00063766i,-6.9051e-05-0.00014047i,-8.1002e-05+9.3047e-05i,0.00019242+0.00026499i,7.2947e-05+5.8481e-05i,-0.00085395-1.2913e-05i,-0.0011109+0.00025229i,-0.00080678+0.00014735i,-0.00052272+0.0001046i,-9.8607e-05+0.00090298i,-3.7868e-05+0.00071775i,-0.00059036+5.648e-05i,-8.3429e-05-0.00074911i,0.00020247-0.001264i
0.00067364+0.00015615i,0.00063076-9.9105e-05i,-0.00095228-0.00029873i,-0.0015893+0.0006433i,-0.001092+0.0003265i,-0.0011117+2.7208e-05i,-0.00088208+0.00082434i,-0.00048552+0.0011937i,-0.00025005+0.0010356i,-9.8278e-05+0.00032416i,-0.00037723+6.2453e-05i,-0.00037526+0.00014025i,9.9746e-05+8.8904e-05i,-0.00019725-0.00028628i,-0.00056087-0.00041976i,-0.00020196-0.00057397i,0.0012188-0.00041267i,0.00095191-0.00027876i,-0.0004984-0.00012712i,-0.00093094+0.00017594i,-0.00045657-7.3806e-05i,-0.00020948+0.00033996i,-0.00043391+0.0011073i
-0.0015267+0.00014334i,-0.00035272-0.0011153i,-0.00032337+3.7169e-05i,0.000619+0.0018685i,0.0010725+0.0012944i,0.00071394+0.00020896i,0.0008823+0.00035969i,0.00048497+5.4906e-05i,-8.782e-05-0.00022495i,-0.00058368+2.9637e-05i,-0.0009981+0.00027031i,-0.00030772+0.00038841i,0.00010725+0.0007065i,-0.00051748+0.00074923i,-0.00014503+0.0001748i,0.00035678+7.0055e-05i,0.00021956+0.0002158i,0.00014516-6.1292e-06i,3.654e-05-0.00020058i,-0.00012511-0.00041749i,-0.00014468-0.00061906i,2.115e-05-0.0005163i,-0.00016511+8.6606e-05i
0.00022642+0.0016203i,-0.0013852+0.00059134i,-0.0016648+0.00039602i,-0.00090129+0.0012411i,-0.00062929+0.0017109i,-0.00040234+0.0011617i,0.00018231+0.00064242i,-2.2075e-05-0.00025611i,-0.00063598-0.0006702i,-0.00095968-0.00053106i,-0.00092688+0.00017181i,-0.00073349+0.00018763i,-0.00056137-0.00011735i,0.00020367-0.00022541i,0.0013788-0.00043708i,0.0016695-6.0138e-05i,0.0015413+0.00031106i,0.0012867+0.00013156i,-7.8186e-05+0.00018325i,-0.00077796+0.00099366i,-0.00010324+0.00095422i,-0.00032813+0.00033794i,4.3719e-05+0.00011973i
-0.00075894-0.00042091i,-0.0014157-0.00012785i,-0.001208+0.0009934i,-0.00038206+0.0013693i,-0.0010867+0.00097077i,-0.00092361+0.00019122i,-0.00011144-0.00066635i,-0.00010445-0.00082401i,-0.0002987-0.00073236i,-0.00021661-0.00020149i,-9.0839e-05+0.00031015i,-0.00037436+7.3946e-05i,-0.00062578-0.00018292i,0.00030154-0.00035838i,0.00045125-0.00051741i,-0.00050283-0.0003993i,-0.00053268+0.00017332i,-0.00029278+0.00063277i,-8.1146e-05+0.00044692i,-0.00038657-9.5224e-05i,-5.2785e-05-0.00027415i,0.00044065-0.00017137i,0.0011028+0.00014139i
-0.0017738+0.0016851i,-0.0017631+0.00065256i,-0.00091349+0.001774i,0.00051401+0.0021513i,0.00096222+0.00025542i,-0.00010362-0.0015622i,-0.00087163-0.0012884i,-0.0012978-0.00067019i,-0.0016273+4.6029e-05i,-0.00093218+0.00051762i,4.0064e-05+0.0002279i,-0.00019805+6.0174e-05i,-0.00050334-6.2185e-05i,0.0004964-0.00036039i,0.00093085+0.00017916i,-0.0002648+0.00028488i,-0.00091669-0.00027033i,-0.00032554-0.00038074i,-0.00010308+0.00024186i,-0.00029707-0.0001074i,-0.00013651-0.00077797i,0.00027432-0.00015978i,0.00041668+0.00053338i
0.00082851+0.00045274i,-0.0012271+0.00037004i,-0.0017827+0.00043499i,-0.0010085+3.629e-05i,-0.0012347+0.00078726i,-0.0017307+0.00083494i,-0.0016499-9.5521e-05i,-0.0013389-0.00069387i,-0.00045215-0.00080235i,-0.00020184-0.00026143i,-0.00057564-0.00027392i,-0.00045298-0.00073629i,8.0475e-05-0.0008846i,6.3737e-05-8.441e-05i,-0.00029761+0.00014054i,7.796e-06+2.457e-06i,-4.832e-05-3.6693e-06i,-0.00016196+0.00043307i,0.00031219+0.00047597i,-6.3325e-06-0.00055554i,-0.00036209-0.00070604i,-0.00033276+0.0002159i,-0.00036156+0.00044474i
0.0023954-0.0023673i,0.001048-7.1293e-05i,7.4349e-05+0.0011514i,-0.00028826+0.00065155i,-0.00089066+0.000301i,-0.00059908+0.00041851i,0.00018704+0.0004283i,0.00052691-0.00021711i,-0.00046341-0.00097281i,-0.0010964-0.00054981i,-0.00063066-0.00019346i,-0.00059173-0.00062516i,-0.00072355-6.1137e-05i,9.5282e-05+0.00046656i,0.00062791-0.00027612i,0.00019354-0.00072958i,-0.00042792-0.0010006i,-7.0272e-05-0.00066964i,0.00056927+0.00046821i,0.00074714+0.00051161i,0.00043198-0.00038332i,0.00025773-0.00081073i,0.00034035+6.0745e-05i
-0.00013656+0.0014015i,-0.00073399+0.00099225i,-0.0016325+0.0011916i,-0.0021438+0.0014095i,-0.0014041+0.0013424i,-0.00019835+0.00035495i,-0.0003579-0.00025736i,-0.00022565-0.00031857i,8.9606e-05-0.0006637i,-0.00015923-0.00053303i,2.4671e-05+6.5875e-05i,4.2833e-05+0.00010227i,-0.00024564+0.00018816i,0.0002044+0.00077854i,-0.00042025+0.0010038i,-0.00062475+0.0011711i,0.00061998+0.00075516i,0.00062555-0.00020483i,5.0768e-05-0.00036649i,-0.00055343-0.0001872i,-2.1931e-05+1.3989e-05i,0.00057522+0.00048717i,-8.6974e-05+0.00086845i
-0.0016105-0.001585i,-0.00065865-0.00050092i,-0.00051517+5.8501e-05i,-0.0010932+0.0011562i,-0.0006485+0.002469i,-0.00029407+0.0011102i,-0.00086369-0.0014451i,-0.001498-0.0016022i,-0.0016381-0.0010879i,-0.0013825-0.0007574i,-0.0009156-0.00062059i,-0.00049412-0.00084929i,-0.00025739-0.00052813i,-0.00023946-1.8664e-05i,-0.00025883+8.6927e-05i,0.00039047+7.2907e-05i,0.00050063+0.00049843i,0.00047434+0.00065681i,0.00070295+0.00013935i,0.00023123-1.6177e-06i,-7.4137e-05+0.00076541i,-0.00010813+0.0006511i,-8.5017e-05+0.0003011i
0.00059804+0.00054406i,-0.00052124+0.00067899i,-0.00064063+0.0009718i,-0.00098918+0.0010618i,-0.0010343+0.00097762i,-0.00090652+0.00045054i,-0.00074968-0.00018151i,-0.0010575-0.00085171i,-0.0010734-0.0011157i,-0.00054666-0.001107i,0.00027465-0.0011685i,0.0010859-0.00028711i,0.00030066+0.00055249i,-0.00059643+0.00078594i,-0.00082704+0.00085013i,-0.00011552+0.00018969i,0.00038619-4.2452e-05i,-0.00016778-0.0002992i,-0.00054296+7.0373e-05i,-0.00022581+0.0012861i,4.3109e-05+0.0010887i,0.00022287+0.00050596i,0.00035857+0.00020893i
-0.0017125+0.00017994i,-0.00047211+0.0011084i,-0.00095352+0.0024046i,-0.001176+0.0025283i,-0.00024326+0.0014679i,-0.0001523+7.2116e-05i,-0.00055421-0.00040785i,-0.00086927-0.000708i,-0.00066203-0.0015083i,-0.00027854-0.0014796i,-5.08e-05-0.00084106i,-0.00026444-0.00066186i,-0.00034555-0.00047981i,0.00012458-0.00022903i,-0.00011392-0.00027451i,-0.00032459-8.9181e-05i,-0.00012355+0.0003628i,-2.9227e-05-0.00038922i,-6.6246e-05-0.00096538i,-0.0002546-0.00021631i,2.6658e-05+0.00017027i,0.00024371-4.9753e-06i,0.00027235-0.00085806i
0.00060483+0.0016101i,0.00087189+0.00078428i,0.00076394-0.00066789i,-6.1113e-05-0.0011005i,8.87e-05-0.00030356i,-0.00030813+0.00025276i,-0.0004667-0.00059349i,-0.00028412-0.0013267i,-0.00012715-0.001758i,-0.00017998-0.0014709i,0.00024476-0.00099146i,0.00046663-0.00095361i,0.00062002-0.00038992i,0.00073144+0.00070102i,5.9936e-05+0.0015111i,7.3431e-06+0.0010153i,0.00051681+0.00090761i,0.00029622+0.00070568i,-9.2543e-05+0.00091607i,0.00031751+0.0013813i,0.00052571+0.00056234i,5.9837e-05+8.4543e-05i,-0.00022332+0.00015445i
-0.00046729-0.00034183i,-0.00070543-8.3067e-05i,-0.0017641-0.00056098i,-0.0019349-0.0001747i,-0.001111+0.00094671i,-0.00087889+0.00083344i,-0.00029609-0.00039692i,0.00023372-0.00071135i,-4.7338e-05-0.0007835i,-0.00047776-0.00080881i,-0.00057352-0.00029859i,-0.00011464-9.1469e-05i,0.00087795-0.00042046i,0.001559-0.00032352i,0.0010771-6.8742e-05i,0.00022133+4.9787e-05i,-0.00027321+0.00021804i,-0.00026156-0.00021554i,1.1706e-05-0.00077161i,-0.00043903-0.0003836i,-0.00041796+8.4446e-05i,0.00078156+7.3977e-05i,0.0011202-7.1513e-05i
-0.0010917-0.0004747i,-0.000707-0.0009607i,-0.0011508-0.00030284i,-0.0014626+0.00035574i,-0.00086098+0.00085563i,0.00032399+0.00031542i,0.001388-0.00046484i,0.0013402-0.00040916i,4.3193e-06+0.0002146i,-0.0001364+0.00056387i,0.00042605+0.00043655i,0.00071916+0.00065404i,0.00047057+0.00016006i,-0.00049679-0.00051942i,-0.00085233-0.00045881i,-0.0001743-0.00036265i,0.00051387+3.5272e-06i,0.00046385+0.00016965i,0.0004417-2.1298e-06i,0.0004237+0.00044779i,0.00012536+0.00020064i,0.00012643-0.00043427i,0.0002795-0.00038168i
-0.00071316+3.4999e-05i,-0.0006027-0.00022874i,-0.0003758+0.00038892i,-0.00039559+0.0011903i,-0.0008207+0.0013222i,-0.0014274+0.0012861i,-0.0014521-0.00026953i,-0.0006486-0.0016704i,-0.00059714-0.0013247i,-0.0011413-0.00075803i,-0.0010045-0.00027048i,-5.9975e-05-0.00045417i,-0.00012379-0.00027082i,-0.0011305+2.2905e-05i,-0.0011584-6.1646e-05i,-0.00069343+0.0004471i,-0.0001167+0.00021469i,0.00029327-0.00094433i,0.00018791-0.0010011i,-0.00031516-0.00032395i,-0.00066141+0.00076746i,-0.00037078+0.0013967i,-0.00024675+0.00095188i
0.0013019+0.0022665i,-9.2531e-05+0.0015046i,-0.00069554+0.00094906i,-0.00092364-0.00035422i,-0.0011096-0.0015547i,-0.00062199-0.00080881i,-0.00024501-0.00071316i,-0.00046338-0.0013493i,0.00010505-0.0012864i,0.00045083-0.0006731i,-0.00042885-0.00094879i,-0.0010527-0.0010165i,-0.0012794-2.3972e-05i,-0.00047682+0.00027711i,0.00066382+4.8434e-05i,0.0016624+0.00027187i,0.0021116-0.00015193i,0.001299-0.00060753i,0.0004429+7.8455e-05i,0.00048984+0.00043104i,0.00014946+0.00019701i,-4.5065e-05+0.0002408i,-0.0002981-0.00049089i
4.3656e-05+0.0016673i,0.00010151+0.0011252i,0.00046665+0.00035026i,0.00039956+0.00033856i,-0.00030964+0.00081649i,-0.00088457+0.0013317i,-0.00013218+0.0008451i,0.00074103+2.59e-05i,0.00097625-0.00054489i,0.00053263-0.001155i,-0.00027003-0.00042866i,-0.00058094-7.473e-05i,-0.00060941-0.00015648i,-0.00077692+0.0006297i,-0.00050727+0.00043863i,0.00043008-7.6705e-05i,0.00023006+7.7048e-05i,-0.00040007+0.00038066i,-0.00081714+0.00046736i,-0.0009846+0.00027879i,-0.0007944+0.00051617i,-0.0004203+0.00020251i,9.9113e-05-0.00023862i
-0.0016883-0.00094566i,-0.0022898-0.00015466i,-0.0019337+0.0010349i,-0.00088406+0.0015649i,0.00039107+0.0010745i,0.0012314+7.3446e-05i,0.0012074-0.00039963i,0.00046834-0.00015158i,-0.00029882-4.7514e-05i,4.5346e-05-0.00033906i,0.00060754-0.00038036i,0.00018345-0.00040743i,-0.0004403-0.00034443i,-0.00013054+1.2977e-05i,-4.2856e-05-3.8418e-05i,-0.0007227+0.00020171i,-0.0016891+0.00016168i,-0.0017223-0.00038334i,-0.00035084-0.00045928i,0.00036211-0.00017228i,3.6827e-05+0.00016919i,-0.00044439+0.00062534i,2.272e-05+0.00018022i
-0.00067671-0.0012631i,-0.00088304-0.00070695i,-0.00066831-0.0006064i,-0.00026795-0.00010462i,-0.00015196+0.0010811i,0.00029105+0.0010969i,0.0010346+0.00059867i,0.00073246-0.00072794i,-0.00057189-0.0016313i,-0.00097217-0.00082361i,-0.0010104+0.00017422i,-0.00064572+0.00039735i,-7.8028e-05+0.00013677i,0.00047941-0.00039018i,0.00057315-0.00021998i,-0.00033185+4.224e-05i,-0.00055665-0.00086525i,-0.0003537-0.0011932i,-2.0846e-05-0.00010642i,-0.00044092+0.00049015i,-0.0005016+0.00020479i,0.00023012+0.00075553i,-0.0001158+0.00064096i
-0.00074161-0.00081847i,-0.0022593-0.00012932i,-0.0023271+0.0013913i,-0.0020188+0.0015116i,-0.0018509+0.00087036i,-0.0010789+0.00023437i,-0.00034908-0.00085899i,-0.0001147-0.0019054i,-0.0005008-0.0017216i,-0.00051317-0.00092936i,-7.9926e-05-0.00094411i,0.0002868-0.00031283i,0.00082739+0.00044881i,0.00090878+0.00033399i,0.00078879-0.00017103i,0.00094215-6.8472e-05i,0.00057089+7.2882e-05i,0.00081897-0.00022609i,0.00059039-0.00030359i,-0.00065531+0.00017626i,-0.00041978+0.00024167i,0.0013479-9.3179e-05i,0.0022742-0.0006292i
0.00055138-0.0013382i,-0.0001463-0.00048313i,-0.00049801+0.00031771i,-0.00039381+0.00075024i,-0.00034492+0.00077979i,-0.0010845+0.00097552i,-0.0012926+0.00082059i,-0.00026981+0.00033674i,0.00010487-0.00104i,-0.00028402-0.0018532i,-0.00039422-0.00096745i,-0.00063294-0.00030105i,-0.0006925-0.00086699i,-0.00042964-0.00073161i,-5.9783e-05-0.00024977i,3.2923e-05-0.00030482i,-6.1922e-05-0.00066578i,-0.00038016+0.00010817i,-0.00092578+0.00098149i,-0.00037587+0.00047861i,0.00056856-0.00024468i,0.0011997+6.5155e-05i,0.00095656-3.0079e-05i
6.658e-05+0.0013037i,-0.00058383+0.00075776i,-0.00012472+5.0518e-05i,-0.00074634-0.00012827i,-0.00096006+0.00050651i,-0.00086292+0.0011394i,-0.00061345+0.00018295i,-0.00057519-0.00095938i,-0.00050682-0.0012654i,-8.4721e-05-0.00078243i,0.00014232-0.0005298i,0.00038025-0.0010332i,0.00066155-0.00076569i,0.00059339-0.00025331i,0.0003145-0.00010453i,0.00010998-0.00031382i,0.00029548-0.00069445i,-0.00010798-0.00059698i,-8.8807e-05-0.00037577i,9.468e-05+0.00042718i,-0.00029243+0.0012236i,-0.00081032+0.00058824i,-0.0008774-0.00082029i
-0.0012551+0.00039531i,-0.0010147+0.00094479i,-0.0006816+0.0013029i,0.00017985+0.00075457i,0.00072611-8.2105e-05i,0.00053295-0.0010258i,-0.00018128-0.0012658i,-0.00092811-0.0012022i,-0.0014149-0.00072478i,-0.0018518+0.00014259i,-0.0016173+0.00014575i,-0.00059045-7.6918e-05i,0.00062848-0.00027968i,0.00079414-2.3753e-05i,0.00029335+0.00052063i,0.00026999+0.00025078i,2.0631e-05-0.00033226i,-0.00018121-0.00013681i,-3.7167e-05-6.8984e-06i,0.00041254-0.00052825i,0.00083836-0.00037737i,0.00075235+5.5279e-05i,0.00046114+0.00019708i
0.0018943-0.0011109i,0.0012197-0.00017832i,-0.00042968-9.9111e-05i,-0.0011198+0.00058625i,-0.0015519+0.0016678i,-0.001962+0.0016662i,-0.00096181+0.00061797i,-0.00049602-0.00037125i,-0.00040004-0.00083237i,7.3361e-06-0.00062569i,-6.4999e-05-0.0002367i,-9.6682e-05+0.00056923i,-0.00034724+0.0013195i,-0.00057471+0.00060608i,-0.00036749-0.00026569i,-9.0837e-05-0.00049448i,6.1305e-05-0.00073152i,-0.00049956-0.00055729i,-0.00087937+4.1453e-05i,-0.0009926+0.00054461i,-0.00094572-2.0558e-05i,-0.00030073-0.00024933i,-0.00014234+0.00025338i
-0.00074354-0.00012075i,-0.0001847-0.00064644i,-0.0007778-0.00057i,-0.0021031-0.00014724i,-0.0012224+0.00025348i,0.00042067+0.00028788i,0.00058363+0.00047297i,-6.16e-05-0.00018202i,-0.0007026-0.0010943i,-0.00093458-0.00079474i,-0.00090095-0.00027003i,-0.00082427-0.00046379i,-0.00048821-0.00054709i,-3.431e-05-0.00041017i,-0.0001125-0.00016227i,-0.00047303+2.5769e-05i,-0.0008617-0.00022265i,-0.0008167-0.0002917i,-0.00031273-3.2725e-05i,-0.00027212+0.00039667i,-0.00053452+0.00024943i,1.2141e-05-0.00038222i,-5.3335e-06-0.0003435i
-0.0010017-0.001231i,7.5988e-05-0.00024416i,9.9086e-05+0.00040337i,-0.00071018+0.0014669i,-0.0012133+0.0011103i,-0.00080985-0.00052775i,0.00013572-0.0010755i,0.00052309-0.0013442i,0.00017229-0.0011025i,-0.00027783-0.00027891i,-0.00023619+7.8494e-05i,0.0001581-0.00052726i,0.00053346-0.0012144i,0.00015131-0.00080373i,-0.00020534-0.00081222i,-0.00019395-0.00091875i,2.665e-05-0.0004686i,0.00054397-0.00019277i,0.00031919-0.00018872i,7.6271e-06-6.5664e-05i,0.00034584-0.0003866i,0.0010344+0.00052896i,0.00029804+0.0015168i
