-0.00047945+0.0031787i,-0.00050274+0.0024499i,-0.0012726+0.0025886i,-0.001113+0.0016626i,-0.00065729+0.0013482i,-0.00030205+0.0021398i,-0.00010682+0.0017662i,0.00065989+0.0011667i,0.0011855+0.0012097i,0.0011397+0.0010462i,0.00064312-5.8176e-05i,-0.00052049-0.00096115i,-0.00061553-0.00049474i,-0.00020385-0.00046736i,-0.00018284-0.00066875i,-0.00048832-0.00073786i,-0.00077949-0.00056741i,-0.00082113+0.00028835i,-0.00019627-0.00013589i,0.00053232-0.0007585i,0.00059146-0.00024114i,0.00027109-0.00057651i,0.00052006-0.001196i
-0.0021495+0.00042444i,-0.0019585+0.00064226i,-0.001438+0.00042995i,-0.00042026-0.00041053i,0.00048817-0.0006789i,4.4181e-06+0.00029098i,0.00051926+0.00040349i,0.0010019+9.0439e-05i,0.00013072+0.00023181i,-0.0002712+0.00024834i,0.00010648+0.0002879i,7.2713e-05+0.00010358i,0.00047897-0.00038152i,0.00037336-0.00021942i,-0.0001247-0.00039709i,-0.00027605-4.6203e-05i,-0.00013917+0.00028206i,2.7751e-05-0.00016891i,-7.1576e-05-0.00033596i,6.3869e-05-0.00046807i,-0.00027735-0.00029089i,-0.00016399-0.0004635i,7.8559e-05-0.00074002i
0.00050135+0.00059328i,-0.00043457+0.00078872i,-0.00030884+0.0010705i,0.00021476+0.0012642i,-0.00013796+0.0015384i,-0.00049575+0.0017749i,-0.00025253+0.0012721i,6.3167e-05-0.0004336i,0.00047813-0.001407i,0.00096075-0.00091255i,-9.305e-05-0.00080418i,-0.00059349-0.0013615i,0.00041744-0.00046785i,0.0013421+0.00039592i,0.0012824+0.00055868i,0.00051877+0.00034018i,0.00026754-0.00015387i,0.00016113+0.00030099i,-0.00063015+0.00065759i,-2.8187e-05+0.00014084i,0.00055052-3.1652e-05i,0.00030513+0.00030158i,0.00018152+0.00079694i
-0.00010034-0.00031565i,-0.00019184-0.00078209i,0.00070615-0.0015708i,0.00088181-0.0017275i,0.0014921-0.00057034i,0.0012796+0.00020507i,0.00065873+7.2986e-05i,0.00099359-0.00032261i,0.00074953-0.00044428i,0.00077408-9.6877e-05i,0.0006061-8.4202e-05i,0.00029943-0.00034086i,0.00082004+0.00066215i,0.00036352+0.0013339i,-0.00039111+0.00087867i,-0.00032299+0.00027205i,-0.00043681-0.00021002i,-7.0757e-05+0.00062108i,0.00021966+0.00049193i,0.00046827-0.0008397i,0.00083433-0.001279i,0.0002823-0.00051809i,-0.00042953+0.00039803i
-0.00051011-0.00056443i,-0.00066217-0.00076366i,-0.0015031-0.00068479i,-0.0013731+0.00010243i,-0.00071313+0.00097072i,-0.00024303+0.001213i,0.0003607+0.00085994i,0.00096957+0.00025219i,0.00068486-0.00056002i,-0.00061464-0.00046849i,-0.0010408+0.00031063i,-0.00036337+0.00021517i,0.0006941-5.914e-05i,0.0012832+0.00050455i,0.00071122+0.00065903i,0.00066354-4.2508e-05i,0.00018584-0.00027084i,-3.2199e-05-0.00052268i,8.5948e-05-0.00050619i,-3.6934e-05-0.00037734i,-0.0002027-0.00029167i,-0.00019971-0.00056376i,0.00024822-0.0010045i
-0.0024242+0.0017102i,-0.0015054+0.0019336i,4.5533e-06+0.0021911i,0.00050816+0.0018394i,0.00048141+0.001091i,0.00055275+0.00054612i,0.00093575-0.0002397i,0.00021453-0.00044861i,-0.0007055+0.000143i,-0.00042586+4.6727e-05i,0.00023103-0.00064593i,0.00020662-0.00052746i,-0.00016569-0.00071911i,-0.00025595-0.00045662i,-0.00023959+0.00045606i,1.249e-05+0.00014642i,-5.4913e-05-0.00027211i,-0.00043375+0.00010699i,-0.00056105+0.00023341i,-0.00028899+0.00013672i,-0.00010275+0.00087918i,-0.00032094+0.001318i,-0.00026719+0.00091341i
0.0011481-0.00095339i,0.00094626-0.0009235i,0.0016379-0.0013657i,0.0014888-0.00095075i,0.00021651+0.00018003i,-0.00071577+0.00060867i,-0.00019034+0.00036276i,0.00081616+2.3095e-05i,0.00034083+7.9003e-05i,-0.00031466+0.00026383i,-0.00035001-6.7132e-05i,-0.00020563-0.00045987i,0.00036544-0.00026188i,0.00025456-0.0001765i,-0.00080153+0.00053686i,-0.00085105+0.0010325i,-0.00029353+0.00051466i,-0.00016084-1.8398e-05i,-0.00016283+0.00062874i,-0.00026868+0.00042591i,0.00015549-0.00062557i,0.00063303-0.0003375i,0.00013595+0.00065165i
-0.00077886-0.0016298i,-0.00094842-0.0017202i,-0.00088254-0.002073i,-0.0007145-0.0020788i,-0.00011921-0.00013731i,0.00098949+0.0009174i,0.0010221+0.00010064i,0.00086621-0.00041101i,0.00051204-0.00041592i,-0.00010999+0.00010726i,-0.00024541-4.8594e-05i,7.826e-05-0.00047146i,0.00040353-0.00066285i,0.0010774+0.00019673i,0.0012567+0.0011034i,0.0011442+0.0013536i,0.00016341+0.0012654i,-0.00060069+0.00094007i,-0.00055358-4.075e-05i,-0.00016979-0.0012357i,0.00034768-0.0014377i,0.00056981-0.00081206i,0.00030455-6.4608e-05i
-0.00043231+0.0016303i,0.00051898+0.0016375i,0.00095779+0.00069861i,0.0013398+1.5298e-05i,0.0015316+0.00054533i,0.0006027+0.0011099i,1.4569e-05+0.00046015i,8.0043e-05-0.00047358i,-0.00023385-0.00023185i,-0.00044285+8.1803e-05i,-0.00038597+3.4493e-05i,-0.00019661-0.00052691i,0.00017805-0.0010369i,0.00041105-0.0013509i,2.1943e-05-0.0010253i,-0.00027956-0.00063676i,5.5809e-05-0.00038626i,0.0006447-5.9712e-06i,0.00052013+0.00015635i,-0.00011691-0.00012306i,-0.00055287-0.00038834i,-0.00031816-0.00057193i,7.7332e-05-0.00080265i
0.00014591+0.0015711i,0.00056203+0.0019833i,0.00086852+0.0017373i,0.00060875+0.0010699i,0.00030913+0.00090802i,0.00025682+0.0009739i,0.00011779+0.00085794i,-0.00058223+0.00015804i,-0.0010538-0.00016006i,-0.00055662-0.00041757i,4.1205e-06-0.00023825i,-0.00022238+4.3025e-05i,-0.0001945+0.00032572i,0.00031247+0.00022797i,0.00065297-0.00093875i,0.0010891-0.0015349i,0.0006681-0.00032479i,0.00017012+0.0006432i,0.00045467+0.00031591i,0.00028806-0.00023888i,0.00077385+0.00051733i,0.0010549+0.00053598i,0.00063902-0.00048236i
0.00074813-0.0017816i,-3.6611e-06-0.00078338i,-0.00035832+0.00015621i,-0.00087664+0.00042421i,-0.0010819+0.00059897i,-0.00051113+0.0008822i,0.00070049+0.00041697i,0.0014734-0.00018875i,0.00070197-6.8916e-05i,-0.00034516+0.00047619i,-0.00026679+0.00022345i,0.00048513-0.00013499i,0.00044614+3.6402e-05i,7.7593e-05+0.00059507i,-0.00028531+0.000743i,-0.0002956-0.00012242i,0.0005721-0.00026361i,0.00082294+2.3607e-05i,0.00039288+3.9507e-06i,0.00036718+5.7201e-05i,0.00048412-2.1671e-05i,-9.4076e-05-9.8101e-05i,-6.261e-05+0.00017041i
-0.0019068+0.001797i,-0.0007413+0.001428i,-0.00015593+0.0016033i,0.00085953+0.00092289i,0.00075627-0.00035111i,-0.00047811-0.00059882i,-0.00024128-0.00084686i,0.00015076-0.0014572i,-0.00017727-0.00074633i,0.00022219+0.00034702i,0.00077593+0.00051691i,0.00041227-0.00047758i,-6.6153e-05-0.00045527i,0.0005321-9.7133e-05i,0.00065415-0.00077941i,4.3052e-05-0.0014353i,-0.00036835-0.0011478i,-0.00045541-0.00021885i,-0.000429-4.0949e-05i,-0.00047112-0.00013902i,-0.00062006+0.00034968i,-0.00091596+0.00056874i,-0.00079836+0.0002441i
-0.00037944+0.00024675i,-0.0016958+0.00040341i,-0.0015649+0.00052432i,-0.00060611-0.00015252i,0.00018525-0.00020332i,0.0009992+0.00022405i,0.00080191+0.00048452i,-0.00021581+0.00044034i,-0.00056756-0.00036001i,-0.00030424-0.0002344i,3.4341e-05-0.00025074i,0.00041915-0.00057781i,0.0013235+4.9507e-05i,0.0014253+0.0010824i,0.00081547+0.00072123i,0.00026055+0.00016339i,0.00071684+0.00044756i,0.0010559+0.00031678i,0.00059087+0.00018322i,-0.00013375+0.00024456i,-0.00039055+2.1259e-05i,9.8589e-05-7.4641e-06i,0.00018211+0.00024486i
0.00024986+0.0012155i,6.809e-05+0.00041029i,0.00056755+9.6423e-05i,0.0014163-3.5304e-05i,0.0018353-0.00018748i,0.0012729+0.00069465i,0.00071012+0.001214i,0.00028975-7.9087e-05i,3.1936e-05-0.00034142i,-0.00014218-0.00036122i,-0.00068868-0.00010391i,-0.00104+0.00024618i,-0.00072306+6.0719e-05i,-0.00046339-0.00041076i,-0.00016983-0.0003606i,0.00049293+0.0002196i,0.00022053+0.00031779i,-0.00027583-0.00022588i,-0.00050853-0.00080938i,-0.0011319-0.00066895i,-0.0010954-0.00068396i,-0.00026317-0.00031984i,-0.00067639-0.00010894i
0.0011988+0.00023389i,0.00055168+0.0012981i,-0.00017749+0.00036727i,-5.3723e-05-0.00087469i,0.00037234-0.00021778i,-0.00027299+0.00079803i,0.0006499+0.00056466i,0.001898-0.00011232i,0.0014613-0.00022055i,0.00031152-0.00040603i,4.496e-05-0.00018001i,-2.5554e-05-0.00011292i,-0.00028817-8.954e-05i,-0.0001567+0.00032835i,-0.00064204+0.00014393i,-0.0006287-0.00011921i,0.00032141+0.00037308i,0.00078512+0.00012044i,0.00052856-0.00036381i,0.00037846+0.00011691i,0.00012359+0.0004848i,-0.00052537+5.0123e-05i,-0.00061118-0.0007968i
-0.0014273-0.00011196i,-0.00025993+8.7276e-05i,0.00043626+0.0002321i,0.00048949-0.00055739i,0.00072548-0.00074122i,0.00092986+0.00076855i,0.00094695+0.0011191i,0.00070498-0.00087213i,0.00063019-0.00154i,0.00083387-0.00045791i,-4.0728e-05-0.00024355i,-0.0009162+0.00018078i,-0.00084216+0.00047508i,-0.00045136-0.00036005i,5.5678e-05-0.00033304i,0.00013624+7.9345e-05i,0.00013801+0.00026956i,5.9089e-05+0.00055555i,-0.00022368-0.00012227i,-0.00021801-0.00070488i,-0.00040724-8.4959e-05i,-0.00037973+0.00073595i,-0.00030222+0.00068111i
-0.00027857-0.00077681i,-0.00033929-0.00062642i,-0.00028572-0.00046751i,-0.0016494-0.00016235i,-0.0025375+0.00034042i,-0.0013018+0.00087785i,-9.3898e-06+0.00072077i,-1.7155e-05+0.00040636i,-0.00048519+0.00015438i,-0.00082236-0.00030465i,-0.00056807-0.00062886i,-9.6781e-05-0.0007499i,0.00043913-0.00030637i,0.0011197+0.0003494i,0.00063996-2.0042e-05i,3.6462e-05-0.00036941i,5.891e-05+1.6245e-05i,-0.00053099+0.00051051i,-0.00065979+0.00083554i,-0.00020048+0.00076253i,0.00044485+0.00059244i,0.00058603+0.00097716i,3.4228e-06+0.00057115i
-0.0012716-0.0013454i,-0.0016905-1.7739e-05i,-0.0013094+0.00079774i,-0.00067441+0.0010233i,0.00037727+0.0017878i,0.0018432+0.002677i,0.0025+0.0012662i,0.0017344-0.0013129i,0.00045064-0.001137i,-9.9252e-05+0.00033809i,-0.00028426+0.00035174i,0.00013491+0.00014103i,0.00049493+0.00045068i,0.0002525-0.00043581i,0.00082031-0.00095544i,0.0015725-0.00016863i,0.00082322+0.0003921i,-2.5716e-05-1.76e-06i,-0.00021843-0.00072164i,-0.00024895-0.00065324i,-0.00022637-0.00062397i,0.00012127+4.2708e-05i,9.5391e-05+0.0010396i
0.00045494-0.00071076i,2.9548e-05-0.00085053i,7.2658e-05+0.00029177i,0.00052-0.00014143i,1.602e-05-0.00072822i,-0.00061134+7.9519e-05i,-0.00012533+0.0003691i,-0.00010978-0.00048133i,-0.00015738-0.00074723i,6.9762e-05-0.00016437i,0.00024617+0.0005891i,-0.00034765+0.00095729i,-0.0006521+0.00040469i,-0.00073169+4.2943e-05i,-0.00094355-0.00013956i,-0.00058552-0.00069182i,-0.00072956-0.00090836i,-0.00074291-0.0011869i,-0.00080162-0.0015535i,-0.00086993-0.00087225i,-0.00025417-0.00034365i,0.00017948-0.00028679i,-0.00058493+5.0703e-06i
0.00031577+0.0010398i,3.9162e-05+0.00094223i,0.00020818+0.00032741i,0.00079963+0.00058512i,0.00045607+0.00084345i,0.00037175+0.00060662i,0.00048721+0.00063528i,-0.00033925+0.00077675i,4.2938e-06+0.00077931i,0.00086305+0.00012485i,0.00046181-0.00037739i,0.00019093-0.0001221i,-8.2908e-05-8.0127e-05i,-0.00035379-0.00012903i,8.0758e-05+0.00013755i,0.00085227-4.932e-05i,0.00076155+0.00011594i,-0.00018885+0.00076293i,-0.0010434+0.0003589i,-0.00049075-0.00019816i,0.00094412-0.00043303i,0.0014809-0.00013444i,0.00088467+5.9864e-05i
-0.0006315+0.00023106i,1.809e-05+0.00048181i,0.00057779-0.00024645i,0.00065062-0.0012836i,0.0002229-0.00099241i,0.0002731+0.00070145i,0.00032642+0.00073501i,3.8052e-05-3.4216e-05i,-0.00076471+0.00011106i,-0.0013988+3.949e-05i,-0.00042177+2.6699e-05i,0.00024782+0.00029537i,0.00038615+0.00089691i,0.00026612+0.00063363i,-0.00069709-5.7623e-05i,-0.00087647-2.5752e-06i,-0.00014051-0.00024759i,0.0002574-0.00040713i,-0.00028679-0.00024643i,-0.00030943+0.00020393i,2.582e-05+0.00089696i,-0.00040639+0.00086548i,-4.5433e-05+8.1917e-05i
0.00049674+0.00067488i,0.00030926-4.2053e-05i,0.0005436-5.1414e-05i,0.00035511+0.00022402i,-0.00048997+0.00059099i,-0.0010758+0.00093416i,-0.00053893-2.3401e-06i,0.00047511-0.00044743i,0.00025036-0.00013354i,-0.00043564-0.00024057i,0.00032309+4.178e-05i,0.0008395+0.00017686i,0.00053072+0.00044317i,-0.00024431+0.00095801i,-6.1135e-05+0.00055392i,0.00058324-0.00036471i,0.00075825-0.00090942i,0.0010625-0.00064709i,0.00044073-0.00017224i,0.00011877+0.00012026i,0.00051876-1.3094e-05i,0.00020055-0.00044234i,-0.00065367-0.00065299i
-0.0021458-4.4427e-06i,-0.00081147+3.9091e-05i,0.00059865-0.00027474i,0.0008411-0.00075687i,0.00097394-0.000963i,0.0010289-0.0012985i,0.0013199-0.0011031i,0.0014105-0.00036643i,0.00055562+0.00043044i,-0.00033047+0.0003255i,-0.0013826-0.000376i,-0.0014588-0.00071945i,-0.00021518-0.00078716i,5.1362e-05+5.8776e-05i,-0.00052469+0.00062949i,-0.00028669+7.5151e-05i,-0.00040796-0.00063551i,-0.00045542-0.00071643i,-0.00037269-0.00058971i,-0.00026074-0.00070194i,-7.0433e-05-2.7222e-05i,4.0167e-06+0.0008921i,-6.0234e-05+0.00053342i
0.00013524-0.00097974i,0.00010189-0.00094234i,-0.00013744-0.00096399i,0.00039597-0.00062301i,0.0014129-0.00031882i,0.001538+0.00012145i,0.00068405+1.6551e-05i,0.00034605-0.00055553i,0.0003847-0.00015466i,0.00044846+0.0002911i,0.00071441+6.874e-05i,0.0006361+3.0345e-05i,0.00057629+4.8526e-05i,0.00035484+0.00075743i,0.00013732+0.0016471i,0.00079359+0.00064426i,0.0002022-0.00037008i,-0.0011095-0.00070397i,-0.00091052-0.00088278i,-7.6231e-06-0.00095841i,0.00013423-0.00026767i,-0.00048475+0.00035106i,-0.00053948-0.0005217i
0.0011648+1.4188e-05i,0.00041343-0.00027447i,0.00098797-0.0014392i,0.0021329-0.0016273i,0.0013841-0.0010651i,-0.00019803-0.00053576i,-0.00063063-0.00072445i,-0.00032922-0.0015183i,0.0005103-0.0014836i,0.00050373-0.00083479i,-0.00038687-0.00059815i,-0.00061028-0.00049014i,-0.00075602-0.00031693i,-0.00061459-0.00017412i,-0.00062733+0.00017733i,-0.00046486+0.00058702i,-0.00024735-0.00027071i,-0.00018982-0.00043248i,5.9239e-05-3.3862e-05i,0.00060412-0.00070904i,0.00090014-0.00075265i,0.00073453-0.00058931i,0.00056832-0.00090683i
-0.00029915-0.00046481i,0.00037841-0.00037523i,-0.00043624+0.00062755i,-0.00022777+0.0010567i,0.00033296+0.00085658i,0.00092201+0.00043402i,0.00076451-0.00057725i,0.0002229-0.0013543i,0.00042689-0.00061614i,0.00039994+0.00017191i,0.00069139-0.00051836i,0.00073238-0.0011274i,-8.0153e-05-0.00067535i,-0.00039547-0.00043642i,0.00048919-0.00043851i,1.1791e-05-0.00060629i,-0.0011503-0.00033115i,-0.00073248-0.00035417i,-0.00022727-0.00065836i,-0.00060176+9.6555e-05i,-0.00066196+0.0003127i,-8.8428e-05-0.0003863i,0.00024545-0.00050193i
-0.0003911+0.00065352i,-0.00083322+0.0012917i,-0.0019462+0.0020645i,-0.0017962+0.001703i,-0.00070062+0.0016737i,0.000778+0.0014137i,0.0011263+0.00059568i,0.00048957+2.089e-05i,0.00024953-0.00014621i,-8.5743e-05-4.509e-06i,-0.00059587+0.00042476i,-0.00067448+0.00074088i,-0.00031822+9.3216e-05i,-8.3277e-05-0.00047386i,-0.00046894-0.00079182i,-0.00037849-0.00035567i,0.00057357+0.00035712i,0.00052401-0.00017004i,0.00033483-0.00085725i,0.00021223-0.00038138i,-0.00057581+0.00045211i,-0.00025128-6.1512e-06i,4.4422e-05-0.00033641i
0.00035922-0.00090502i,0.00015532-0.00077646i,-0.00044845-0.001576i,-0.00023504-0.0018009i,-9.4394e-05-0.00028357i,-0.00036883+0.0014545i,0.00017781+0.0020365i,0.00089206+0.00092156i,0.0011259-0.00033411i,0.00060538-0.00040159i,0.00019022-0.00052231i,-0.00011279-0.00058111i,-0.00014714-0.00019204i,-0.00032742+0.00019359i,-0.00050673+9.2519e-05i,-0.00015244-7.6926e-05i,-4.9295e-05+0.0001049i,-0.00018308+0.00052178i,-0.00028443+0.00047064i,0.00015782+8.4525e-05i,-0.00025185-0.00051939i,-0.00035449-0.00066172i,0.00027724+6.8087e-05i
0.00096338-0.00063166i,0.00074711-0.0013383i,0.00042695-0.001965i,-9.3462e-05-0.0011872i,-0.00053629-0.00029463i,-0.0003858+0.00052536i,0.00056581+0.00030832i,0.00022627-0.00063487i,-0.00068427-0.00078222i,-0.00095897+3.608e-06i,-0.00049536+0.00029423i,0.0004426+0.0004814i,0.00040675+0.0013411i,-0.0003767+0.0013599i,-0.00039428+0.00037802i,-0.00054296+0.00016282i,-0.00061532+8.751e-05i,0.0004309-6.7385e-05i,0.0010518+0.00015141i,0.00014396+0.00043232i,-0.00071089-0.00028997i,-0.0003981-0.00034821i,-0.00050693+0.00020655i
0.00057043+3.1542e-05i,0.00028286-0.00029954i,-0.00074914+0.00046456i,-0.0011078+0.00088664i,-0.00057013+0.001067i,0.00050715+0.0010829i,0.0014804+0.0012394i,0.001097+0.00083404i,8.8407e-07+0.00030611i,-0.00062633-0.00027066i,-7.3333e-05-0.00034364i,-0.00027247-3.9618e-05i,-0.0011098-5.1335e-06i,-0.00046134+6.7477e-05i,-0.00031468+0.00027156i,-0.00022251+0.00047681i,-1.6487e-05+0.00025518i,-0.00044024-0.00014485i,-0.00045982+0.00027534i,-0.00048726+0.00059924i,9.9093e-05+0.00063813i,0.00014594+0.00021527i,-0.00037163-7.2127e-05i
-0.00027763+0.00035745i,0.00071396+0.0002741i,0.00037637+0.0010249i,-2.9145e-05+0.0012356i,9.6969e-05+0.0007265i,4.7495e-05+0.00066416i,0.00061364+0.00033689i,0.00070623-0.00026292i,7.3881e-05-0.00051567i,-0.00030112-0.00049875i,-9.9416e-05-0.00022351i,0.00019797-5.3687e-05i,-9.0582e-05+0.00028898i,-0.00032953+0.00097173i,3.217e-05+0.00015247i,0.00010192-0.00052586i,-0.00026845-0.00041249i,-0.00058536-4.3066e-05i,-0.00045519+0.00039065i,0.00017025+0.00025918i,0.0003343+1.6882e-05i,-8.233e-05-0.00019414i,-0.00029435+0.00022531i
-0.0016393-0.0012933i,-0.0020778-0.0018182i,-0.0016955-0.0021121i,-0.00096543-0.0016412i,-0.0012291-0.0005925i,-0.0011224-8.0564e-05i,-0.00052051+0.00028911i,-0.00037435+0.00044275i,-0.00039959-0.00050115i,-0.00023188-0.00064849i,4.9339e-05+6.5956e-05i,-0.00033898+0.00054791i,-0.0002473+0.0006944i,0.00040362+0.00025485i,-0.00019599+0.00014183i,-0.00090595+7.2465e-05i,-0.00073284-0.00022201i,-0.0002394+0.00016765i,0.00021571-0.00019291i,0.00099096-0.00082106i,0.00082922-0.0010982i,0.0005186-0.00072507i,6.472e-05+0.00054i
-0.00081616-0.00036586i,0.0006286+0.00072787i,0.0011957+0.00072921i,0.0014561+0.00040982i,0.0010624-0.00025666i,0.00092128+0.00011463i,0.00094952+0.00034035i,0.00015909-0.00048978i,-0.00042494-0.001172i,-0.00034107-0.0012747i,-0.0001042-0.001201i,0.00066283-0.00063629i,0.00065563+0.00024604i,-0.00016013-4.4993e-06i,0.00024958-0.00024276i,0.00098341+6.9552e-05i,0.00013488+0.00040333i,3.2076e-05+0.00076097i,0.00064444+0.00055255i,0.00042868+0.00019994i,0.00020756+7.4626e-05i,-0.00010527+8.9028e-05i,6.7292e-05+0.00021099i
0.00083218+0.0018784i,0.0010179+0.0015929i,0.001826+0.00037181i,0.0014855+0.00018544i,-0.00014903+0.00073517i,-0.00095709+0.00077293i,-0.00023277+0.00041874i,0.00037873+8.3778e-05i,0.00031272+0.00080948i,7.4283e-06+0.0010818i,0.00020241+0.00047311i,0.00028266-0.0006284i,0.0003893-0.00041374i,0.00040488-0.00034021i,-0.0004097-0.00046381i,-0.00017289+0.00069714i,0.001128+0.0012073i,0.0010731+0.0007152i,0.00037999+0.0002159i,0.00071975-0.00025541i,0.0019099-0.00033085i,0.0014283-0.00048054i,0.00065785-0.00055949i
-0.00021562+0.0014654i,0.00045503+0.0029439i,0.0016999+0.0031566i,0.0013607+0.0013499i,0.00093802+0.000193i,0.00038663-0.00072299i,0.00050593-0.0015802i,-0.00019701-0.0019479i,-0.00063258-0.0015741i,0.0001069-0.0011484i,-0.0002021-0.00091594i,-0.00083718-0.00080665i,-0.00072669-0.0013013i,-0.00060711-0.0019775i,-0.00066488-0.0014972i,-0.0007735-0.00063444i,-0.0012694-0.00039183i,-0.0011642-0.0002255i,-3.2521e-05+4.5108e-05i,0.00053799+0.00024087i,0.00074997+0.0012126i,0.0010734+0.00078248i,0.0011685+0.00024037i
-0.0023953-0.0008961i,-0.0014528-0.00052195i,-0.00012489+0.0011036i,0.0008601+0.0011555i,0.0011594+0.00049408i,0.0008229+0.00047939i,0.00012065+0.00065329i,-0.00088431+0.00038833i,-0.0012161+0.00012486i,-0.00097118-0.00012918i,-0.0003844+0.00013115i,0.00047802+6.1207e-05i,0.00017607-0.00039106i,-0.00014631-0.00058992i,0.00023802-0.00027758i,-0.00020525+0.00020298i,-0.00091553+0.0003431i,-0.00023497+0.00063233i,-7.1178e-06+0.00057544i,-0.00081258+0.00027115i,-0.00113+1.0029e-05i,-9.9737e-05-0.00013084i,0.00039884-3.2429e-05i
-0.00019429-4.5481e-05i,-0.00016968-0.00072731i,0.00012367-0.0017903i,0.00023254-0.0021223i,6.4029e-06-0.0012559i,-0.0004678+0.00045545i,5.7759e-05+0.00071548i,0.00039477-0.00015173i,-1.2978e-05-0.00066131i,7.2397e-05-0.00057182i,0.00024924-0.00043369i,0.00033036-0.00019459i,-0.00014685+9.2328e-05i,-0.0010802+0.00081222i,-0.0012714+0.00078863i,-0.00039654+0.00014911i,-0.00036259+0.00062464i,-0.00055176+0.00051902i,-4.0282e-05+0.000188i,-2.0179e-05+0.00024109i,0.00011648+6.1832e-05i,0.00057568+2.4373e-05i,0.00068903+0.00036838i
-0.00055148-0.0024336i,-0.00059335-0.001898i,-0.0012102-0.00067498i,-0.0018966+0.00057357i,-0.0015401+0.00084277i,-0.00066527+0.0012525i,-1.0354e-06+0.0014144i,0.00025587+0.00030439i,-0.00033465-0.0012728i,-0.00066855-0.0012503i,-0.00037366-0.00053183i,9.2789e-05+0.00037819i,3.3792e-05+0.0010572i,-0.00016344+0.00071i,-0.00012722+6.537e-05i,0.000403-0.000151i,0.0010985+0.00047838i,0.0012073+0.00083918i,0.00035165+0.00016591i,-0.00074233-0.00056806i,-0.0002261-0.00019881i,0.00033747+0.00023612i,-0.00060469+0.00071748i
-0.00094936-0.00082841i,7.3539e-05+1.159e-05i,-0.00070992+0.0011739i,-0.00066169+0.0023881i,0.00083216+0.0016004i,0.0013275+0.00066281i,0.00097046+0.00030894i,-2.9259e-05-0.00040246i,-0.00028498-0.0006266i,0.000122-0.0008437i,0.00055195-0.0004034i,0.00047828+0.00025721i,-0.00011493-0.00016779i,0.00010156-0.0005141i,0.00083314+0.00012282i,0.0012007+0.00034718i,0.00050366+0.00047147i,-0.00039243+0.00022031i,-7.5494e-05-0.00038488i,0.00028075-0.00016687i,-8.1154e-05-0.00011877i,-0.00012893-0.00048527i,-0.00030724-0.00087146i
-0.001448+0.0010204i,-0.00043398+0.0014572i,0.00043513+0.0016434i,0.0007567+0.0014578i,0.0009942+0.0014288i,0.0014485+0.0017781i,0.0016271+0.00090783i,0.0004681-0.00018213i,-0.00048465-0.00030499i,-0.00068747-0.00032381i,-0.00069834-0.00049841i,-0.00040373-0.00034061i,0.00051258-0.00011367i,0.00047941-0.00038131i,-0.00011529-1.5358e-05i,-0.00040027+0.00036762i,-0.00045263+0.0004485i,-0.00014005+0.00091317i,0.0005256+0.00088468i,-2.4828e-05+0.00027619i,-0.00027517-0.00054628i,0.00031099-0.0007228i,0.00027145-0.0001255i
-0.00089411+0.0009464i,-0.0004748+0.00023446i,-0.00018136+0.00017888i,-0.00022978+1.6663e-05i,-0.00067242-0.0010389i,-0.00042879-0.0016849i,0.00034915-0.0012407i,0.0001192-0.00066753i,-0.00020249-0.00031519i,0.00016305+0.0003587i,0.00065511-5.7392e-05i,-2.2832e-05-0.00114i,-0.00088251-0.0007456i,-0.00034766-6.9673e-05i,-7.9759e-05+0.00021159i,0.00039189+2.8993e-05i,0.00088736-0.0005948i,0.00048815-0.0010884i,-0.00029992-0.0010357i,8.3066e-05-0.00026862i,0.00025125+0.0002523i,-0.00081071-0.00010715i,-0.00090996-0.00063473i
-0.00065178+0.0016679i,-1.7622e-05+0.00078033i,0.00022087+0.00068964i,0.00028849+0.00092693i,0.00055782+0.001223i,0.00048266+0.0018083i,0.00066995+0.001405i,0.0004458-9.5105e-05i,-0.0005704-0.00040684i,-0.00084649+0.0001517i,-0.00058839-0.00015107i,-0.0003361-0.0005456i,-0.00016911-0.000571i,0.00036204-0.00032683i,0.0011676-0.00080199i,0.0010733-0.00054313i,0.0012094-0.00024027i,0.0014414-0.00014841i,0.00038651+0.00010202i,-0.00028534+2.2669e-05i,-0.00010347-0.00035378i,-0.00037563-5.3643e-05i,-0.00010172+0.00040325i
-0.00036005+0.00092958i,0.00037821+0.00076412i,0.0013548+0.0011467i,0.0014499+0.00075848i,0.00095484+0.00010866i,0.0010305+0.00079557i,0.0011409+0.00021534i,0.00013945-0.00020419i,-0.00030155-1.7681e-06i,-0.00026878-0.00049358i,-0.00013415-0.0003979i,5.1816e-05-0.00027674i,-0.00025971+0.00018774i,-0.00013618-0.0002237i,-0.00010825-0.00041525i,-0.00051579+0.00071481i,-0.00017098+0.0013536i,-0.00040481+0.00075913i,-0.00068179+0.00074067i,1.6498e-05+0.0011953i,0.00046353+0.00073792i,0.00041077+0.00028126i,-0.00022992-0.00012218i
