-0.00018209-0.00084829i,0.00068913-0.0010209i,-0.00010526-0.00081432i,-0.00081672+0.00048194i,-0.00084084+0.0011553i,-0.00069701+0.0014429i,-0.00024882+0.0007073i,0.00078015+0.00017393i,0.0013046+3.6741e-05i,0.00045+0.00022067i,-0.00025336-0.00028129i,0.00037395-0.0008951i,9.4265e-05-0.00054531i,-0.00045276-0.00040722i,-1.7805e-05-7.1525e-05i,0.0002529+0.00033299i,0.00054445+0.00034319i,0.00074352+0.00059373i,0.00010734+0.0002505i,5.9121e-05-0.00014841i,0.00032585+0.00019655i,7.3748e-05+4.4878e-05i,-7.3455e-05+0.00042397i
0.0011577-0.0011676i,0.00080459-0.0010924i,8.0647e-05-0.0020559i,-0.00033658-0.0019553i,8.3284e-05-0.00099143i,-0.00069606-0.00086218i,-0.0011256-0.00096648i,-0.00045071-0.0007587i,-0.00015761-0.00058411i,-0.0003944-0.00090834i,-0.00019422-0.0012529i,-0.00022931-0.0012553i,-0.00030265-0.0011443i,0.00035001-0.00062926i,0.00099146-0.0008577i,0.000914-0.0013564i,-0.00010186-0.00086851i,-0.00095296-0.00031458i,-0.00057498-0.00015095i,0.00033532-7.4692e-05i,8.6692e-05-2.5206e-05i,-0.00054673+7.1465e-05i,-0.00014225+2.3435e-06i
-0.00070527-0.00011679i,0.00012975-0.001014i,0.00073041-0.0010766i,0.00027235-0.00071785i,0.00031239-0.00043402i,0.00075539-0.0012547i,0.00058953-0.0019838i,0.00081023-0.0012724i,0.00092045-0.00066914i,0.0004903-0.00020641i,0.00038452+0.00058699i,0.00010078+0.00051108i,-0.00039859+0.00016654i,-0.00049106+0.0004071i,-0.00018771+0.00048481i,-0.00012777-5.3492e-06i,-0.00061548-0.00055184i,-0.00022057-0.0010465i,0.00088779-0.0009945i,0.0006085-0.00020674i,2.8324e-05-3.6479e-05i,-2.2436e-05+0.00024095i,5.0876e-05-0.00020063i
-0.0020406+0.00010178i,-0.0013164+0.00079092i,-0.0010674+0.0014071i,-0.00032372+0.0017233i,0.00057191+0.0017308i,0.0011483+0.00029138i,0.00073843-0.0016678i,0.00057393-0.001319i,7.7093e-05-0.00022635i,-0.0010845+4.7869e-05i,-0.0011507-0.0003112i,-0.0011926-0.00090704i,-0.00017348-0.0011815i,0.00033093-0.0010514i,-0.00011028-0.00081001i,3.6512e-05-3.3141e-05i,-0.00014096+0.00030277i,-9.3458e-05-0.00029811i,-0.00012047-0.00081231i,-0.00016212-0.00021298i,-0.00039202+0.00024241i,-0.00081014-0.00032192i,-0.00025775-0.00026244i
-0.0012626-0.00099196i,-0.0011362-0.00072593i,-0.0011475-2.2247e-06i,-0.00027003+0.00050221i,0.00077431+0.0003681i,0.0013225+9.8993e-05i,0.00097776-0.00039704i,0.00078071-0.00057099i,0.00049557-0.00075329i,-6.3344e-06-0.00099281i,-0.00066696-0.00055463i,-0.0003608+0.00042651i,0.00028346+1.6581e-05i,-0.00018128-0.0004071i,-0.0006321-0.00050215i,-0.00070574-0.00021438i,-0.00077893+0.00011036i,-0.00071549-0.00032227i,-0.00058506-0.00046593i,-0.00046442-0.00078846i,-9.8849e-05-0.0010079i,0.00029279-0.00069903i,6.222e-05-0.00057876i
-0.0011544-0.00060537i,-0.00028607-0.0014904i,-0.00018501-0.0009943i,-7.8587e-05+0.00030025i,0.00035349+0.0011215i,0.00054857-0.00011669i,0.00029414-0.0015803i,0.00031185-0.0015762i,-0.00033921-0.00098368i,-0.00082561-0.00051913i,-0.00032828-2.2996e-05i,-0.00020665+0.00028187i,-0.00053316+0.00014575i,-0.0013712-0.00030896i,-0.0014116-0.00036481i,-0.00070873-2.195e-05i,-0.00054237-4.8226e-05i,-0.00041322-0.00037038i,-0.00011023-0.00031767i,-5.6466e-05+1.1668e-06i,0.00022509-0.00050234i,6.3939e-05-0.00080838i,-6.0703e-05-0.00014459i
-0.00016825-0.00029493i,-0.00012166+0.00070138i,-0.00065532+0.0016583i,-0.0014634+0.0018283i,-0.0010829+0.00050045i,0.0011145-0.0010261i,0.0021973-0.00089002i,0.0011892-0.00050761i,-4.3358e-05-0.00076042i,-0.00041637-0.000935i,-0.00017618-0.00090041i,0.00040013-0.00037986i,0.00070125-0.00015418i,0.00027098-0.00045672i,-0.00010074+0.00034817i,9.1367e-05+0.0013126i,-0.00018475+0.00088549i,-0.00049473+0.0004536i,-0.0007101+3.1131e-05i,-0.00027201-0.00053395i,0.00022461-0.0005234i,-1.0291e-05+7.768e-05i,-0.00021318+0.00032868i
-0.0013084+0.0010249i,-0.0016364+0.00072291i,-0.0012347+0.00083359i,0.0001084+0.00081856i,0.0013098+0.00037867i,0.0017947-0.00062016i,0.0013753-0.0018633i,0.00091166-0.0015432i,0.00074972-0.00084605i,0.00016543-0.0011013i,-0.00048009-0.0013611i,-0.00035341-0.00084511i,-0.00062741-0.00050188i,-0.00052524-0.00025492i,-0.00052295-0.00027492i,-0.00061466-0.00047024i,-0.00050966-0.00052371i,-0.00013564-0.00021808i,0.00014277-9.4825e-05i,0.00026713-0.00068193i,0.00010118-0.00070706i,-0.00034571-5.1676e-05i,-0.00068909-0.00039818i
0.00057733-0.00045495i,0.00072058-0.00050794i,0.00086684-0.0007248i,0.00090401-0.0012147i,0.00041585-0.0018471i,0.00017458-0.0024329i,0.00051883-0.0019517i,9.3789e-05-0.0012131i,-0.00060415-0.00051453i,-0.00031577+0.00018472i,-5.8135e-05-0.0001957i,-0.00022128-0.00019607i,-0.00029069+0.00015309i,-0.00014604+5.6271e-05i,0.00025343-0.00018775i,0.00038011-0.00061416i,-2.076e-05-0.00031587i,-0.00065946-8.4833e-05i,-0.00068397-0.00023101i,-0.00028793-0.00021515i,-0.00049213-0.00015145i,-0.00065231+0.00037833i,-0.00051516+0.00023392i
0.0018815-7.213e-05i,0.001858+0.0003411i,0.0016366+0.00050827i,0.001045-0.00011508i,0.00014309-0.00098606i,0.00027821-0.0017614i,0.00033842-0.0015818i,-0.00023338-0.0011662i,-0.00045756-0.0011549i,-0.00012517-0.00080633i,-0.00046761+0.00010192i,-0.00029536+0.0005182i,1.728e-05-0.00010388i,-1.319e-05-0.00048512i,-0.00012171+0.00041648i,-0.0004663+0.001233i,-0.00050544+0.00054037i,-0.00061708-0.00017696i,-0.00082857-3.2716e-05i,-0.00031091+0.00055719i,-0.00016212+0.00095931i,-0.00020131+0.00077984i,-3.8383e-05+0.00024797i
-0.00063999+0.0027132i,-0.0012795+0.003432i,-0.00038877+0.0025299i,0.0010975+0.00037168i,0.0010333-0.0017179i,-0.000142-0.0024861i,-0.00041429-0.0017907i,-0.00061415-0.0010958i,-0.00040271-0.0006379i,-0.00016917-0.00054543i,-6.335e-05-0.00080422i,0.00057135-0.00043713i,0.00051095+0.00018026i,-0.00026438+7.3866e-05i,-0.00033242-0.0002648i,1.1988e-05-7.7251e-05i,0.00042001-0.00029041i,0.00071515-0.00061394i,0.00042917+6.3673e-05i,-0.00039915+0.00011064i,-0.00084668-0.00063531i,-0.00037632-0.00025035i,0.00022189+0.00016158i
-0.00035743-0.0017953i,-0.0016595-0.0014733i,-0.0025376-0.0015285i,-0.0020642-0.00071779i,-0.0014188+0.00017525i,-0.0011835+0.00026394i,-0.00047308-0.00051131i,6.0037e-05-0.00078553i,-0.00029081-0.001099i,-0.00027281-0.0008334i,-1.8044e-05+0.00022095i,-0.00045601+0.00051053i,-0.00068272+0.00014941i,-0.00054456-0.00029011i,-0.00025058-0.0006675i,0.00053289-0.00049084i,0.00063384+0.0003075i,0.00030659+0.00065127i,0.00079943+0.00052005i,0.0010467+0.00023006i,0.00074067-0.00047373i,0.00045943-0.00093033i,0.00071734-0.00053384i
-0.00013904-0.0026102i,0.00014521-0.0028375i,-0.0002034-0.0020288i,-0.0009174-0.00023842i,-0.0011918+0.00044102i,-3.8525e-05+0.00011886i,0.0012694-0.00042113i,0.00067839-0.00084943i,-0.00065016-0.00065921i,-0.0009755+0.00016545i,-0.00019112+0.00042963i,0.001043+0.00018563i,0.00068799+0.00038i,-0.00075653+0.0009244i,-0.0010253+0.00049351i,-0.00046272-0.00046502i,0.00016853-3.0224e-05i,0.0001949-4.2298e-05i,0.00037217-0.00055816i,0.00071992-0.00054109i,0.00029174-0.00054657i,-0.00024477+0.00014169i,-0.00041859+0.00048139i
0.0013023+0.0013156i,0.0011972-0.000246i,0.00034187-0.00097219i,9.3505e-05-0.00067246i,0.00066881-0.0008947i,0.001389-0.0022732i,0.00098589-0.0023894i,0.00053678-0.0010921i,0.00019631-0.00084878i,-0.00023457-0.0012272i,-0.00040387-0.00060794i,-0.00022041+0.00042974i,-0.00041385+0.0007669i,-0.00039692+0.00018622i,-0.00028108-0.00051017i,-0.00039474-7.7645e-05i,0.00027014+0.00025864i,3.9018e-05-3.8759e-06i,0.0001384-8.6814e-05i,-0.00022365+0.00056463i,-0.001204+0.00042181i,-0.00047712-6.3445e-05i,-2.1603e-05-0.0005465i
-0.00025599-0.00056815i,-0.00031119-0.0004745i,-1.1456e-08-0.00024375i,0.00055105+0.00073337i,0.00077114+0.00088651i,0.00081601+0.00076303i,6.4219e-05-2.1385e-05i,-0.00015964-0.0011489i,-0.00021329-0.0013321i,-0.00091525-0.0011235i,-0.00092955-0.00097424i,-0.00049086-0.00080857i,-0.00022718-0.0003737i,-4.976e-05+0.0003548i,0.00067071+0.00062912i,0.00042285+0.00041191i,-0.00049941-7.7427e-05i,-0.00044807-6.1898e-05i,-0.00036059+0.00010174i,4.3209e-05+0.00023076i,7.5531e-05+0.00014925i,-0.00043827+4.9591e-05i,-0.00045058-9.4312e-06i
7.3792e-05-0.0014849i,-3.0918e-05-0.0010633i,0.0004656-0.0001416i,-3.6405e-05+5.153e-05i,-0.00028755-0.00072643i,0.0012208-0.0018628i,0.0018892-0.001768i,0.0010533-0.0010976i,0.00016744-0.0008118i,-0.0010654-0.00011507i,-0.001309-3.7754e-05i,-0.00055187-0.00041962i,-0.00086194-4.3566e-05i,-0.0011196+0.00042185i,-0.0009591+0.00043782i,-0.00046708+0.00082665i,0.00039651+0.00068307i,0.00081073-9.3966e-05i,0.000943-0.00074618i,0.00086927-0.00044811i,7.0345e-05-0.00013729i,-0.00035227-0.00051428i,-0.0003104-0.0010738i
0.00028446+0.001286i,0.00032638+0.001865i,0.00046651+0.0013395i,0.00074551+0.0003806i,0.00093367-0.00033534i,0.0011433-0.00048545i,0.0016996-0.0011321i,0.0019041-0.0011695i,0.0013436-0.00050735i,0.00041362+0.00016606i,-7.3136e-05+0.00050154i,-7.9935e-05-7.3136e-05i,-0.00016488+0.00020275i,-0.00051919-0.00015125i,-0.00060053-0.00065813i,-0.00043093+0.00031458i,-6.5493e-05+0.00049685i,0.00041584+0.00025439i,-0.00066815+0.00027757i,-0.0012476-0.00013363i,-0.00026163-0.00044964i,-0.00026661-0.00036536i,-0.00079265-4.7826e-05i
-0.0015664+6.8004e-05i,-0.0010734+0.00026922i,-0.0012482-0.00039938i,-0.00099853+0.00014858i,-0.00015483+0.0014301i,0.00074579+0.0021282i,0.00071472+0.00090269i,-0.00014405-0.00028576i,-0.00078402-0.0011139i,-0.00075865-0.0015478i,-0.00057925-0.00054212i,-0.00044998+0.00017412i,0.00032993-0.00028018i,0.00066756-0.00034415i,0.00051058-5.6492e-05i,0.00061745+0.00037709i,0.0006814+0.00093403i,0.00069805+8.3535e-05i,0.00015179-0.0010804i,2.6728e-05-0.0014004i,0.00026725-0.0005887i,0.00034814-0.00017932i,0.00052295+4.6774e-05i
-0.0018251-0.002185i,-0.0025027-0.0024305i,-0.0029301-0.0011356i,-0.0013229+0.00017876i,0.0002606+0.0005913i,0.00084918-0.00033741i,0.00046706-0.00074144i,-0.00027015-0.00085365i,-0.00049482-0.00049912i,-0.00088008-0.00034474i,-0.0010226-0.00042104i,-0.0012721-0.00095068i,-0.0017194-0.0010941i,-0.00098862-0.00040845i,0.00017986-0.00012135i,0.00021927-8.7978e-05i,-0.00032428-5.1777e-05i,-0.00044806+8.5363e-05i,-0.00022977+0.00038873i,-0.00065439+0.00043071i,-0.0013926+0.00023793i,-0.0011991+0.00050729i,-0.0014641+0.00066949i
-0.0014418-0.0013814i,-0.00027602-0.0020327i,-0.00032247-0.00013816i,-0.00017075+0.0018979i,0.00048873+0.0024735i,0.0012501+0.0013321i,0.0011955-0.00028454i,0.00067597-0.0005736i,0.00075613-9.2087e-05i,0.0010218+8.3414e-05i,-1.2899e-05+0.00014233i,-7.3814e-05-2.7671e-05i,0.00013437-0.00037719i,-0.00092862-0.00050531i,-0.00076644-0.00079694i,-0.00033587-0.00090797i,-0.00095661-0.00039141i,-0.00099804-0.00026348i,-0.00053356-0.00042173i,-0.00052685-0.00017584i,-0.00047239-0.00017289i,-3.6477e-05-0.00016698i,0.00011501-0.00027826i
0.0013505+0.0020711i,0.0012123+0.0027553i,0.0017168+0.0010891i,0.0014286-0.00093336i,0.00098892-0.002351i,0.001123-0.003043i,0.00085194-0.0025906i,0.00047088-0.0014961i,0.00090098-0.0010295i,0.00019333-0.00028782i,-0.00077743+0.00047561i,-0.00010339-0.00029209i,0.00049155-0.00054053i,0.00044782+0.00021323i,0.00025413+0.00075933i,0.00075624+0.00078138i,0.0010818+0.00048875i,0.00021605-0.0001602i,-3.2238e-05-0.00011083i,0.00065725+0.00049369i,-0.0001466+0.00040949i,-0.0011618+0.00020832i,-0.00013917+0.00015579i
-0.00018917+0.0019613i,-0.0016838+0.0023538i,-0.0017204+0.0014173i,-0.00080733-9.0856e-05i,0.00017248-0.0010267i,0.0010854-0.00088389i,0.00078123-0.0011136i,0.00043542-0.001643i,0.001157-0.0019182i,0.0012619-0.0016026i,0.00033895-0.00065589i,-0.00012108-0.00014787i,-0.00063927-0.00022852i,-0.00062136-0.00049271i,-0.0003187-0.00065841i,-0.00029896-0.00027907i,-0.00030354-4.2546e-05i,-0.00019436-0.00087945i,0.00014354-0.00053646i,-5.4058e-05-4.135e-05i,-1.72e-05+9.0284e-05i,0.00024952+0.00055568i,0.00013229+0.00033311i
-0.0010928-0.0011321i,-0.0010345-0.0010667i,-0.001192-0.00059896i,-0.00014855-0.00039562i,0.0012784+0.00022539i,0.0017983+0.001162i,0.0013635+0.001056i,0.00017944-1.3745e-05i,-0.00011129-0.00078858i,1.1849e-05-0.00070665i,-0.00098254-0.00011222i,-0.0016743+6.5545e-05i,-0.0010669+0.00013461i,-0.00035459+2.0308e-05i,-4.2044e-06+4.2893e-05i,0.00023885+8.9477e-05i,-9.1847e-05-4.2725e-05i,-0.00035282+2.9322e-05i,-0.00012376-0.0001677i,0.00026676+4.7029e-05i,1.8156e-05+0.00025234i,0.00054601+0.0002054i,0.0009308+0.00045455i
0.0023886-0.0015907i,0.0035471-0.0012193i,0.0024126-0.00059453i,8.8192e-05-0.00046262i,-0.00024444-0.00090636i,0.00063034-0.0016367i,0.00074355-0.0015309i,0.00074401-0.0010623i,0.0012816-0.00070119i,0.0012707-0.00015688i,0.00095722+0.00042384i,0.00020639+0.00058515i,-0.00042244+0.00029644i,0.00050514-0.00032328i,0.0011828-5.1295e-05i,0.00082985-0.00015889i,0.00063051-0.00039276i,0.00026413-0.00037489i,-0.00039517-9.571e-05i,-0.00083162+8.8462e-05i,-0.00054244+0.0003151i,0.00057557+0.00084655i,0.00039948+0.000831i
0.0011124+0.00071299i,0.00016875+0.0019294i,-0.0010018+0.0013398i,-0.00076498+0.00085868i,0.0002512+0.00076815i,0.00071215-0.00021802i,0.00070418-0.00099919i,0.0006695-0.0015832i,0.00074869-0.0018799i,-0.00014645-0.0013812i,-0.0010952-0.00024832i,-0.001012+8.1793e-05i,-0.00087273-0.00018712i,0.00012147-0.00013623i,0.00035269+0.00017999i,-0.00050201-0.00015491i,-0.00081278-0.00017901i,-0.00085386+0.0001511i,-0.00055883+1.9871e-06i,0.00052717-0.00042204i,0.00083418-0.00051377i,0.00074929-0.00087266i,6.72e-05-0.00057118i
-0.0015919+0.00018549i,-0.0023715-0.0002086i,-0.0024705-0.00049475i,-0.0014646-0.0007104i,-0.00022167-0.00079i,0.00067706-0.00057108i,0.0006117-0.0004391i,0.00072671-0.0013688i,0.0005973-0.0015642i,-0.00037176-0.0001797i,-0.00098581+0.00056306i,-0.0010321+0.00067778i,-0.0011118+0.00067081i,-0.00080162+8.7887e-05i,-0.00017212-0.0010076i,2.4401e-05-0.0005143i,-0.00026397-8.7058e-05i,-0.00028076-0.00035794i,0.00054037-0.00010009i,0.0011429-5.8234e-05i,0.00090038-0.00059994i,0.00051909-0.0010759i,0.00032065-0.00051509i
0.00022373-0.00097272i,0.00088599-0.00098337i,0.0010965-0.0011154i,0.0010052-6.707e-05i,0.00085611+0.00028307i,0.00085738-0.00026081i,0.0010616-0.00049548i,0.0010852-5.7166e-05i,0.00029801+2.5389e-05i,-0.00099177-0.00072423i,-0.0016635-0.0007623i,-0.0013739+4.7301e-05i,-0.00030319+0.00045543i,0.00056707+0.00075402i,0.0004027+0.00069879i,-0.00068383+0.00041607i,-0.00088177-3.1385e-05i,-0.00038656-0.00050039i,-0.00056474-0.00074229i,-0.00039042-0.00047763i,0.00016244-0.00096588i,0.00038517-0.0010898i,0.00053804-0.00036512i
0.0013108-0.0010445i,0.0011128-0.0010012i,0.00086687-0.00050639i,0.00010723-0.00045062i,-0.0003161-8.1585e-05i,0.00069191+2.5299e-05i,0.0010542-0.0012534i,0.001075-0.0019533i,0.0010908-0.0014108i,0.00025861-0.00035133i,-0.001007-3.7245e-05i,-0.0013171-0.00099261i,-0.00078715-0.0006897i,-0.00012021+2.6759e-05i,-0.0002456+0.00032941i,-0.00029725+0.00039023i,0.00016876+0.00032157i,-0.00018008+0.00033468i,0.00011969+0.00042802i,0.00016729-0.00011923i,-9.5285e-05-0.0008655i,-0.00047738-0.00026089i,-0.00037897+0.00039115i
-0.00027865+0.00016163i,-0.0003663-9.3515e-05i,-0.0018523-0.00036918i,-0.0020432+0.00015964i,-0.0010606+0.00067161i,0.00020333-0.00014225i,0.00021733-0.0011678i,-0.00040946-0.0017967i,-0.00023674-0.001408i,-0.00039282-0.00058869i,-0.00021779-0.00032296i,0.00013941-0.00032469i,-0.0004056-0.00024646i,-0.00098937-0.0010369i,-0.00025251-0.0014127i,-0.00028748-0.00054161i,-0.00084611-2.2153e-05i,-0.0004292-5.7385e-06i,-0.00011683+0.00023081i,0.00017022-1.3349e-05i,0.0010605-0.00065338i,0.0014098-0.00035806i,0.00034375-0.00018224i
0.00028259-0.00090435i,0.00048568-4.7822e-05i,-8.8497e-05-0.00029332i,-0.00025543-0.0011091i,-7.2965e-05-0.0008206i,0.00055423-0.00044683i,0.0012797-0.00097387i,0.0012599-0.00037617i,0.00060467+0.00037178i,0.000201-1.1514e-05i,-0.00035265-0.00063204i,-0.00033077-0.00021135i,0.00046197-2.6302e-05i,0.00071178-0.00026069i,0.00021937-0.00021743i,-0.00047949-1.0364e-06i,-0.0006236+1.1731e-05i,-0.0010675-0.0006539i,-0.00080342-0.0002547i,0.00052228+0.00055654i,0.0010353+0.00059599i,0.0006788+0.00018777i,0.00029226-0.00031774i
0.00061121+0.0019675i,0.00054589+0.002032i,0.0015796+0.0023544i,0.0014364+0.00090529i,0.00057119-0.00090875i,3.7997e-05-0.0015868i,0.00017226-0.0011743i,0.00048329-0.00106i,0.00083553-0.001028i,0.00082273-0.00068474i,0.00032395-0.00041704i,0.00010375+0.00027656i,-0.00014896+0.00098019i,-0.00043442+0.0014074i,-0.00041883+0.00084172i,-0.00023085-9.1186e-05i,0.00012841-0.00083228i,0.0004304-0.00087457i,2.7916e-05-0.00037288i,-0.00066125-0.00023031i,-0.00060944-0.00029783i,0.00022222+0.00024358i,0.00066478+0.00050444i
-0.0012573+0.0021524i,-0.0021002+0.0030082i,-0.0027251+0.0020037i,-0.0012869+0.0014392i,0.00047838+0.0005514i,0.00048834-0.0012712i,-5.7805e-05-0.0014313i,-0.00089187-0.00080775i,-0.0013291-0.0010761i,-0.00058064-0.00082547i,-0.00030827+0.00013988i,0.00026707+0.00014918i,0.00073382+7.1879e-06i,9.4994e-05+0.00015307i,-0.00030349+3.2922e-05i,-3.0133e-05+0.00022243i,-0.00074195+0.00016757i,-0.0012249+0.00036115i,-0.00066338+0.00038242i,0.00013444-0.00029428i,0.00044545-0.00045636i,0.00054857-0.00036241i,0.00079076-0.00030847i
-0.0010418-0.00075805i,-0.0012388-0.0013923i,-0.0022216-0.0013056i,-0.0013494-0.00066905i,0.00035545-0.00036762i,0.00073914-0.0011067i,0.00051326-0.001051i,0.00020977-0.00046617i,-0.0001038-0.00058397i,0.00045976-0.00092753i,0.00054753+6.7031e-05i,-0.00053689+0.00027547i,-0.00047982-0.00087358i,0.00033697-0.0015732i,0.00012651-0.0009305i,-0.00052481-0.00028392i,-0.00050814-0.00028875i,0.00014745+0.00011286i,0.00060613+0.00050895i,0.00076466+0.0006183i,0.0005604+0.00065068i,9.2121e-05+0.00025324i,0.0004861-0.0004059i
-0.00041959+0.0011537i,-0.00019941-0.0003412i,0.00052618-0.00011988i,0.0013385-0.00090719i,0.0023231-0.001942i,0.0019647-0.0019261i,0.00050339-0.0017494i,-0.00031059-0.0013753i,-0.0004229-0.001089i,-0.00039795-0.00099022i,-0.00030522-0.00063251i,0.00018947-1.6819e-05i,6.9268e-05+0.00049023i,-0.00055647+0.00082029i,-0.0006795+0.00066264i,2.9327e-05-0.00035295i,-5.7133e-05-0.00056695i,-0.0008375-0.00023984i,-0.0010987+0.00011799i,-0.00090726+0.00061948i,-0.00069186+0.00059856i,2.7943e-05+0.00052812i,0.0003965-1.3989e-05i
0.0013955-0.0002765i,0.0019778+0.00017681i,0.0015709+0.000396i,0.00017482+0.00066228i,-9.3601e-05+0.0010787i,0.00056326+0.0006781i,0.00020569+2.7489e-05i,-0.0002492-0.00057978i,-1.63e-05-0.0015493i,5.6952e-05-0.0014612i,-0.00023983-0.00026749i,-0.00057633+0.00018458i,-0.00063773+0.00087517i,-0.00026675+0.001449i,0.0001177+0.00092548i,0.00035612-1.8847e-06i,0.00054288-0.00038716i,0.00063088-0.00055849i,0.00040931-0.00028401i,1.8962e-05+0.00023842i,3.1911e-05+0.00073827i,0.00015115+0.00081342i,-0.00013945+3.2925e-05i
0.0006025-0.001208i,7.4614e-05-0.0013923i,-0.0014742-0.0010563i,-0.0016225-0.00075725i,-0.00025991-0.00061612i,0.0014292-0.00072375i,0.0017435-0.00097878i,0.0010255-0.0013084i,0.00067722-0.0011483i,0.00010943-0.000396i,-0.00055062-0.00026114i,-0.00073741-0.00018548i,-0.00091124-0.0005571i,-0.00076017-0.0012184i,0.00017366-0.0010322i,0.00013679-0.00025895i,-0.00034417-0.00035007i,0.00012447-0.00065069i,-2.8101e-05-0.00024316i,-0.00073519+0.00020672i,-0.00019576-0.00014339i,0.00072772-0.00043335i,0.00084768-0.00043776i
0.0012084+0.00018596i,0.0011281+0.00020982i,0.00064792-0.00035307i,4.2012e-05-0.00041146i,-4.5712e-05+0.00028356i,0.00034641+0.00020539i,0.00040819-0.00035232i,5.1824e-05-0.0006085i,-0.00024788-0.00094222i,-8.8456e-05-0.00048081i,-0.00069479+0.00062477i,-0.0012355+0.00064691i,-0.0010575+0.00090272i,-0.00083687+0.00048317i,-0.00061669-0.00059071i,-0.00065896-0.00069764i,-0.00065511-0.00056754i,-0.00063537-0.00017623i,-0.00072649+8.6213e-05i,-0.00093193-0.00020969i,-0.00065884-0.00072556i,-4.216e-05-0.00017727i,-4.1988e-05+2.8666e-05i
-0.00041228-4.681e-06i,-0.00061128+0.00057587i,-0.00078866+0.00079436i,-0.00074369+0.00067773i,0.00052157-5.9705e-05i,0.0014044-0.00055i,0.00090496-0.00089758i,0.00070652-0.0012846i,0.00083201-0.0016381i,0.0005832-0.001403i,0.00010453-0.00033229i,-0.00060191-8.687e-05i,-0.0010666-0.00069859i,-0.0010554-0.00074119i,-0.0011737+8.501e-05i,-0.00092331+0.00042843i,-0.0006273+0.0001237i,-0.00051324-0.00025134i,-8.6813e-05-0.00039177i,0.0003339-0.00025855i,0.00063765-0.00050204i,-7.6206e-06-0.0011664i,-0.00068063-0.0012604i
-0.0020146-7.7383e-05i,-0.0025357-0.00062725i,-0.0016953+0.00015616i,-0.00020062-9.3316e-05i,0.0007655-0.00090793i,0.00033957-0.0008526i,0.0003737-0.00096507i,0.00071747-0.00065046i,0.00057213-0.00033871i,-0.00035537-0.00060924i,-0.00015713-0.0003382i,7.9216e-05+0.00060446i,-0.00051355+0.0012346i,2.4134e-05+7.8255e-05i,0.00045594-0.00022344i,0.00036056+0.00023506i,9.141e-07-0.00017795i,0.00035903+0.0002343i,0.00069523+0.00054691i,0.00018051+0.00021777i,-9.8554e-05+0.00039151i,-0.00010024+0.00096637i,-0.00074692+0.00090837i
0.0003778-0.0010747i,8.9652e-05-0.0019429i,0.00021533-0.0011441i,0.00046533-0.00085875i,0.00069563-0.0011931i,0.00088648-0.0010659i,0.00077698-0.00052458i,1.3354e-05-0.0009373i,0.00014407-0.00072927i,0.00055753+0.00013956i,0.00064045-0.00028555i,0.00045123-0.00036405i,0.00034272-1.0757e-05i,0.00041344+4.6831e-05i,0.00069845+0.0002861i,0.0006229+0.00030114i,-0.00022669+0.00044522i,-0.00019651+0.00015363i,3.9188e-05-0.00055234i,1.5937e-05-0.00048587i,-0.00032168-0.00039497i,-0.00062283-0.00033364i,-0.00057136-6.4627e-05i
0.00039648-0.00075555i,0.0013058-0.00016545i,0.00058972-1.2923e-05i,-0.00039315-0.0001151i,-0.00016209+0.00015505i,0.00038547-0.00048294i,0.00056324-0.001451i,0.0003894-0.0014207i,0.0003819-0.00081319i,0.00023272-0.00079988i,7.6712e-05-0.00050602i,0.00052243+0.00032356i,0.0005059-1.5376e-05i,-0.00037513-0.00048499i,-0.00070213+2.7178e-06i,-0.00065047+0.00042866i,-0.0008118+6.5316e-05i,-0.00053476-0.0005407i,0.00014087-0.00087762i,0.00025098-0.00048257i,-0.00023494+0.0004041i,-0.00073136+0.00072579i,-0.0001722+0.00040441i
-0.00035869+0.0018038i,-0.0016275+0.0012816i,-0.0012013+0.00018112i,-0.00073079-0.00022127i,0.00010463-0.00053546i,0.0012295-0.0012246i,0.0013349-0.0016385i,0.00040138-0.0017456i,-0.00037677-0.0013827i,-0.00060318-0.00072915i,-0.0002458-0.00091854i,2.675e-05-0.00060209i,0.00018019+0.00030627i,0.00025219+0.00079812i,-0.00026458+0.0011985i,-0.00091402+0.0011215i,-0.0010658+0.0011269i,-0.0008805+0.0012548i,-0.00096337+0.00045182i,-0.00095812-3.6818e-05i,-0.00073041-5.3894e-05i,-0.00057245+0.00022983i,-0.00025388+0.00079049i
-0.0010304-0.001051i,-0.0014182+0.00030447i,-0.0014765+0.0004275i,-0.00080335+0.00026905i,0.00055328+0.00070192i,0.0014997+0.00040059i,0.0010779-0.00032786i,0.00047032-0.00085852i,0.00015439-0.00057487i,-0.00021881-0.00026499i,-0.00081779-0.00027234i,-0.000718+8.0903e-06i,0.00022063-0.00019041i,-0.00021046-0.00075937i,-0.0010043-0.0010004i,-0.00084883-0.00044301i,9.6027e-05-0.00015856i,0.00040068+0.00017877i,-0.00074975+0.00027065i,-0.001093+0.00033995i,-0.00059336+0.00092947i,-0.00049484+0.00042082i,-0.00019962-0.00070695i
