0.00078131+0.00046853i,-0.00055878-0.00033211i,-0.0020985-0.00040199i,-0.001578-0.0011559i,-0.0017744-0.00043287i,-0.0025902+0.0007126i,-0.0022094+0.0013657i,-0.0011918+0.0018238i,0.00092126+0.0015714i,0.0025805+0.0010348i,0.0021537-2.0304e-05i,0.00087127-0.00075762i,0.00042548-0.00053957i,0.00083964-0.00016134i,0.00039374-0.0004647i,-0.00075067-0.0010965i,-0.00056581-0.001414i,0.00026479-0.00037726i,0.00087037-0.00014595i,0.00034571-0.00043621i,-7.885e-06+1.6197e-05i,-0.00021312-0.00087929i,-0.00040642-0.0011993i
-0.00036857-0.0013922i,-0.00072608-0.0017631i,-0.0013104-0.0013666i,-0.0013379-0.00073996i,-0.00091964-0.00072099i,-0.0008065-0.00064604i,-0.00063667-0.00042479i,0.00021752-4.7328e-05i,0.00080056+0.0005726i,0.00107+0.00082415i,0.00087313+0.0001894i,0.00083509-0.00015986i,0.000515-0.00029521i,0.00064381-0.00015694i,0.00058351+0.00053582i,7.2335e-05+0.0007016i,6.8877e-05+0.00011627i,0.00043463-5.8456e-05i,0.00061185+0.00019361i,0.00048482-0.00017026i,0.00040953-0.00036346i,-0.00030369-0.00081058i,-0.00066722-0.00129i
-0.00014206-0.00032513i,-0.00044208-0.00095276i,-0.00032619-0.0015451i,-0.00014551-0.0019382i,-0.00083245-0.0027032i,-0.0011284-0.0012518i,-0.00048988+0.00048272i,0.0002383+0.00082026i,0.00019883+0.0011096i,0.00090352+0.00034555i,0.0016678-0.00011502i,0.001045-3.7207e-05i,0.00051407+0.00050303i,0.0006521+0.00037736i,0.00039666-0.00021638i,-0.00014442-7.1097e-06i,-0.00079018+0.0001166i,-3.0663e-05+0.00023143i,0.00099104+0.00015787i,0.00040747-0.00083591i,-7.1375e-05-0.00058553i,-0.00014344-3.5702e-06i,-0.00058612-0.00031833i
0.0019755+0.0017922i,0.0024842+0.00031271i,0.0020307-0.0010125i,0.0011556-0.0016546i,1.1444e-05-0.0021269i,-0.0014977-0.0025836i,-0.0016774-0.0017304i,-0.0011525+0.0001272i,-0.00016479+0.00099872i,0.00092401+0.00095442i,0.00059634+0.00045217i,0.00029567-0.00020274i,5.5162e-05-8.6843e-05i,-0.00063821-0.00022154i,-0.00030204-0.00024923i,0.00053279-0.00014921i,0.00059009+0.00010222i,0.00093143+0.0001382i,0.0014417+1.3243e-05i,0.0011597-0.00025638i,0.00074929-0.00022197i,0.00038214+0.00075321i,-3.4269e-05+0.001399i
-0.00035982-0.00020981i,-0.00088622-0.00046697i,-0.00035657+0.00027026i,-0.00024761+0.00076885i,-0.00083995+0.0005349i,-0.0011242+0.00064343i,-0.00043656+0.00096882i,0.00061783+0.0015381i,0.00099056+0.0012067i,0.0009832+0.0014568i,0.0004952+0.0017679i,0.00070088+0.001389i,-2.9028e-06+0.00089615i,-0.00081226+0.00058525i,-0.00073182-6.9569e-05i,-0.00049388-0.00059747i,-0.0005667-0.0004606i,-0.00069962-0.00012107i,-6.9797e-05+0.00052578i,0.00062965+0.00034342i,0.00087414-7.4787e-05i,0.00020043+0.00038749i,-0.00022177+0.00067845i
-0.00070342-1.1625e-05i,-0.0013753-0.0002485i,-0.0017816-0.00039088i,-0.00071789-0.00019242i,0.0001626-0.00055979i,-0.00024351-0.00089906i,-0.00042109-0.00031205i,-0.00021803+0.00010923i,-0.00037934+0.00058845i,0.00023501+0.0014891i,0.00081979+0.00086378i,0.00048697-0.00024607i,0.00047901-0.00035479i,0.0001488-0.00061489i,-0.00059751-0.00049343i,-0.0006341+2.5687e-07i,-0.0006998+0.00056166i,-0.00056212+0.00017023i,0.00010053+0.0001279i,0.00041908+0.00046194i,-1.1164e-05-0.0001257i,-0.0009321-0.00067584i,-0.0011745-0.00045949i
-0.00035198-0.00066159i,-0.0001547-0.0013876i,0.00087364-0.001468i,0.00086027-0.0012662i,-0.00035021-0.00061465i,-0.00050249-0.00025546i,-0.00017234+0.00043997i,0.00027159+0.0013154i,0.00086312+0.0015059i,0.0016972+0.00097231i,0.001923-0.00010951i,0.00079506-0.00078576i,7.7497e-05-0.00028098i,0.00071673+9.4121e-05i,0.001006+7.2111e-05i,0.00024703-0.00039048i,-0.00012907-0.00049446i,0.00025373+8.6768e-05i,0.00040103+0.00064813i,0.0002757+0.0006325i,-0.00011148-0.00023561i,-0.00033514-0.00064434i,-0.0010017-6.1504e-05i
0.0024617-0.0009521i,0.0012494-0.0012257i,0.00061456-0.0016705i,-0.00024596-0.0015002i,-0.0021302-0.0018225i,-0.0034158-0.0017041i,-0.0018887-0.00075844i,-0.00012618+0.0010893i,0.00015254+0.0014058i,-6.1632e-05+0.00010102i,-2.144e-05+0.00039119i,0.0002874+0.00055423i,0.0008149+6.695e-05i,0.0015387-0.00020131i,0.0017972-0.00018967i,0.00072777+7.5084e-05i,-4.58e-05-0.00013817i,0.00040517+6.9396e-05i,0.0013462+0.0013734i,0.0012807+0.0012335i,0.00032449-0.00037248i,-0.00014361-0.00070692i,-0.00026474-0.00031466i
-2.7627e-06-0.0010587i,-0.00061489-0.00074332i,-0.0010139-0.00069657i,-0.0013896-0.00036159i,-0.00075547+0.00017236i,-0.00011476+0.0002582i,-0.00021202+0.0001054i,-9.8284e-05+0.00057362i,0.00021019+0.00087555i,0.00069933+0.00071957i,0.00073012-6.9627e-05i,0.00076292-0.00060671i,0.00091905-0.00042528i,0.0010467-0.00025791i,-0.00049143-0.00044287i,-0.0015429-5.8706e-05i,-0.001666+0.00025087i,-0.0013561+0.0002242i,-0.00056162+0.0003935i,-0.00013382+2.8626e-05i,0.0001665-0.00060592i,-0.00032844-0.00030872i,-0.00079626+1.0999e-05i
-0.00087191+0.0029723i,-0.00054218+0.0029266i,0.00070653+0.0028666i,0.0012415+0.001394i,0.00095474-0.00042046i,0.00061888-0.0007045i,0.00011871-0.00032134i,0.00018748+0.00011174i,0.00030689+0.00082247i,0.00044536+0.0010655i,0.0010192+0.00032379i,0.001009-0.00029094i,-3.1612e-05-0.00057114i,-0.0013765-0.00060537i,-0.0015952-0.00012253i,-7.0552e-05-0.00013566i,0.00049296-0.00033838i,6.763e-05-0.00037012i,-9.4113e-05+0.00033989i,-8.8261e-05+0.00050675i,0.00010553-0.00058735i,0.00056478-0.00066523i,0.00032012-0.00031945i
-6.6174e-05-0.00076281i,-0.00017665-0.00069995i,-0.00053452-0.00089158i,-0.00082686-0.00033846i,-0.0011036-0.00075527i,-0.00084068-0.00061284i,-0.00065723+0.0013052i,-0.00066325+0.0017778i,-4.7639e-05+0.0011586i,0.00098285+0.0012532i,0.001419+0.00051279i,0.00091797+0.00011441i,-7.2774e-05+0.00047126i,-0.0004057-3.245e-05i,0.00027077-0.00044851i,0.00093989-0.00012081i,0.00058089+0.00034641i,-1.7013e-05+0.00069525i,-0.00026877+0.00063512i,-0.00022648+2.2531e-05i,-0.00020241-0.00017905i,-0.00047981+0.00014225i,-0.0003553-0.0003232i
-0.0018737-0.0025217i,-0.0024912-0.0017858i,-0.0029771-0.00067485i,-0.0028156-0.0010178i,-0.0023723-0.0010452i,-0.0022759-0.00024458i,-0.0021034+0.00015495i,-0.0012706+7.0336e-05i,0.00059073+0.00056199i,0.0011675+0.0010038i,0.00089666+0.00097894i,0.00068776-5.4769e-05i,0.00045048-0.00070948i,0.00040918-0.00013408i,0.00028391+0.00053859i,-0.00024278+0.00029903i,-0.00022947+0.00024964i,0.00040656+0.00062212i,0.00071972+0.00047668i,0.00027257+0.00017459i,5.2466e-05+0.0001718i,-0.00036341+6.5608e-05i,-0.00062884-2.3498e-05i
0.001295-0.00035269i,0.0013506-0.00069324i,0.0021847-0.0010407i,0.0020715-0.0012311i,0.0014642-0.0013808i,0.00017505-0.00065132i,-0.00080408+0.00028118i,9.2478e-06+0.0010623i,0.00069487+0.00094962i,0.0014239+0.00059734i,0.0016237+0.00072654i,0.0010975+0.00047718i,0.00059693+0.00035449i,0.00070394+0.00097069i,0.00016621+0.00091449i,-0.0006858+0.00015642i,-0.00028629-0.00019165i,0.00019019+0.00018975i,0.00010412+0.00056834i,-0.00021764-5.2706e-05i,-0.00016965-0.00039727i,0.00046399-0.00068944i,0.00049029-0.0006573i
0.00037029+0.00018464i,0.00077653+0.00039281i,0.0012421+0.00042643i,0.00079667+4.2971e-05i,0.001175-0.00033033i,1.9899e-05-0.00031624i,-0.0018285+0.00018046i,-0.0012897+0.0002574i,-0.00015884+0.00074415i,0.00098204+0.0015946i,0.0015239+0.00083201i,0.0011006-0.00017924i,0.00044764-0.0005078i,2.4327e-05-0.00035875i,-0.00039292-8.3684e-05i,-0.0005656-0.00021737i,0.000338-0.00030606i,0.00036473+6.3643e-05i,8.6201e-06+0.0010438i,0.00052619+0.00082212i,0.00015708-0.00025967i,-0.00069343+8.7104e-05i,-0.0013998+0.000883i
0.0033581+0.0013282i,0.0023618+0.00041176i,0.0019787-0.00057998i,0.0016635-0.0010985i,0.0007643-0.001316i,4.1591e-05-0.0013576i,-0.00058097-0.00087498i,-0.00025137-0.00026825i,0.00069125+0.00049251i,0.0010078+0.0012775i,0.00075659+0.00059191i,-7.5214e-05+7.2441e-05i,-0.00037293+0.00033008i,-0.00014387+0.0005868i,0.00019589+0.00066584i,-4.4606e-05+0.00021478i,-0.00018131-0.00074583i,-0.00045782-0.00089588i,-0.00069674-0.00023878i,-0.00026735-0.00046673i,1.1487e-05-0.00051972i,0.00018854-0.00055978i,-0.00021492-0.00020601i
-0.0006313-0.0019892i,-0.00091132-0.0025124i,-0.0016637-0.0018456i,-0.0030949-0.00093452i,-0.0034451-0.00082389i,-0.0023175+0.00035269i,-0.0018651+0.0006174i,-0.0016332+0.00013862i,-0.00076724+0.00075238i,-0.00012635+0.001079i,-0.00022507+0.00070476i,-0.0002006+0.00019955i,0.0010865+6.189e-05i,0.0016372-0.00015235i,0.00087522-0.00031079i,-8.5911e-05-0.00060514i,-0.0002482-0.001073i,0.00030764-0.0011888i,0.00042247-0.00053113i,0.0004649+0.00018321i,0.00041189-6.3028e-05i,-0.00010726-0.0006756i,-0.00022113+3.2258e-05i
-0.00090413-0.00046034i,0.00045785-3.8984e-05i,0.0006111+0.00049992i,1.2825e-05-0.00027075i,-0.0012716-0.00068298i,-0.0014523-2.5504e-05i,-0.0005277+0.00042605i,-0.00031596+0.00073376i,-0.00010483+0.00085717i,0.00022703+0.0015549i,0.00039032+0.0013854i,0.00028354+0.00069107i,0.00033907+0.00031119i,-0.00021682-0.00033713i,-0.00018556-0.00076941i,0.00036368-0.00084185i,0.00038991-0.00071015i,0.00052038-0.00024662i,-4.581e-05-9.9075e-05i,-0.00046464-0.00031965i,-0.00050955-0.0004726i,-0.00015673-0.00084982i,0.00037647-0.00048606i
0.00074112+9.1964e-05i,-0.00016992-0.00025435i,-0.00016874-0.00032158i,-0.00037038-0.00077975i,-0.00053071-0.000322i,-0.00034937+0.0001359i,-0.00011707+1.6721e-05i,5.1837e-05+0.00068786i,0.00073372+0.0014723i,0.0013422+0.001874i,0.00099959+0.001587i,0.00023872+0.00087631i,-3.1373e-05+0.00023079i,0.00015663-0.00073415i,0.00010461-0.00086583i,0.00040241-0.00063412i,0.00035694-0.00015042i,0.00017324+0.0004944i,0.00027603+0.00065358i,0.00055979+0.00029308i,0.00050724-5.4642e-05i,4.0238e-05+0.0003525i,-0.00062088+0.00042433i
0.00069303-0.00018281i,0.00077925-0.00098082i,0.00063494-0.0016404i,0.00048123-0.0014635i,-3.6614e-05-0.0012117i,-0.0011697-0.0010132i,-0.0018033-3.0137e-05i,-0.00082048+0.00090923i,0.00052609+0.0019021i,0.00068783+0.0021372i,0.00067324+0.0012847i,-6.0484e-05+0.00060004i,-0.00088542+0.00052353i,-0.00044017-0.00021751i,0.00022848-0.0004789i,0.00055289+6.3932e-05i,0.00049633-0.0003754i,0.00022801-0.0011042i,-0.00028257-0.0008816i,-0.0004712-0.00075876i,-0.00037006-0.0006532i,-0.00080509+4.9729e-07i,-0.00034856-0.00032955i
-0.0017847-0.00013593i,-0.0012735-0.00092927i,-0.00090371+0.00014709i,-0.00064672+0.00097514i,-0.00051345+0.001113i,-0.00038488+0.00083726i,-0.0007763+0.0012468i,-0.00066468+0.001191i,0.0001107+0.0010631i,0.00080997+0.0010074i,0.0014084+0.0003031i,0.0010642-0.00011149i,0.00073206-0.0002422i,0.0011542-0.00067306i,0.0012346-0.00049002i,0.0012101-0.00020233i,0.00067304-7.3161e-05i,-0.00012242-6.0556e-05i,-0.00018857+7.4652e-05i,0.00019305+0.00033085i,-0.00026247-0.00015941i,-0.00059767-0.00054862i,-0.00039445-0.00063066i
0.00068162-0.0025095i,1.3337e-05-0.0017178i,-0.0011773-0.0017982i,-0.0016579-0.0017225i,-0.0011166-0.0015482i,-0.00068696-0.00035091i,-6.154e-05+0.00060081i,0.00021762+0.00053889i,0.00051281+0.00046916i,0.0011935+0.00093377i,0.0013915+0.0013571i,0.001466+0.0011703i,0.0012919+3.6623e-05i,0.00096953-0.00087476i,0.00041408-0.00083064i,-0.00047504+0.00025783i,-0.00022723+0.0007396i,0.00051377+0.00010392i,0.00041487+5.0463e-05i,-6.4721e-05+0.00038154i,-0.00057179+0.00010424i,-0.00075683-0.0001896i,-0.00040149-0.00027466i
0.0011237-0.00011807i,0.0014801-0.0011693i,0.00050931-0.0025602i,-0.00077447-0.002569i,-0.0015243-0.0018355i,-0.0016503-0.001488i,-0.0012969-0.0007737i,-0.00052748+0.00066046i,0.00046346+0.0013236i,0.0010657+0.001083i,0.0013299+0.00078014i,0.0013019+0.00053774i,0.00058264-0.0001627i,-0.0004167-0.0006894i,0.00021231-0.00031063i,0.00083721-0.00034733i,0.00062918-0.00079354i,0.00052379-0.00010218i,-0.00018412-2.4142e-05i,-3.7837e-05-0.00039266i,5.6412e-06-0.00014081i,-0.001162+0.0003516i,-0.00167+0.00098247i
0.00062539-1.5274e-05i,0.00087209+0.00049465i,0.00057117-0.00055827i,-0.00052732-0.0010844i,-0.0015125-0.0013122i,-0.001811-0.00095344i,-0.0010923+0.0004096i,7.258e-05+0.0013251i,0.00050516+0.0012092i,0.00066471+0.00073774i,0.00089719+0.00041059i,0.000842+0.00039053i,0.00051353+0.00035051i,-0.00013576-0.00026828i,6.3846e-05-0.00089747i,0.00055388-0.0010517i,0.00042408-0.00046948i,-0.00045409-8.3729e-05i,-0.00054364+0.00019151i,-2.4678e-05-6.2247e-05i,-0.00014585-0.00054444i,-0.00033616-0.00026923i,0.00027074+0.00011881i
-0.001881+0.00056714i,-0.0019344+0.00055325i,-0.0019882-0.00052567i,-0.0018512-0.0011447i,-0.00147-9.2591e-05i,-0.0010544+0.0007025i,-0.00087823+0.0016894i,-0.00053716+0.0026382i,-0.00064329+0.0023101i,-0.00066454+0.0015347i,0.00024802+0.00092904i,0.00089037+0.0010697i,0.00071139+0.00094097i,-0.00010921+7.1666e-05i,-0.00018544-0.00076973i,0.00048073-0.00087641i,0.00017793-0.00056285i,-0.00043568-0.00057444i,5.9098e-05-5.1674e-05i,0.00047822+0.00024982i,-0.00023729-0.00034506i,-0.00043117-0.00020994i,0.00015829+0.00047685i
0.00028115-0.0015821i,0.00021491-0.0026437i,-0.00051551-0.0029184i,-0.00038171-0.0031411i,-0.0011477-0.0023437i,-0.0018061-0.00037568i,-0.0013036+0.0013749i,-0.0010774+0.0011498i,-0.00082812+0.0010616i,-0.00049019+0.00064878i,0.00056156-0.0004981i,0.0016303-9.7455e-05i,0.00133+0.00099724i,0.0015781+0.00050992i,0.0018359-0.00023103i,0.0013759+9.6904e-05i,0.00078128+0.00072387i,0.00079461+0.0011282i,0.0005591+0.00030805i,3.6913e-05-0.0005006i,0.00036829+0.00014156i,0.00049204+0.00051712i,0.00024959+0.00051026i
-0.0026864+0.00013294i,-0.002075-0.00017118i,-0.0020329+0.0018236i,-0.0019019+0.0022453i,-0.0014663+6.6582e-05i,-0.001511-0.0016342i,-0.0014555-0.0016487i,-0.00086613-0.00029172i,-0.00011953+0.00080087i,0.00019053+0.00048902i,-4.8226e-06-0.000353i,-0.00040796-0.0003531i,-0.00019907-0.00013101i,-0.00028072-0.00057308i,-0.0014754-0.00080172i,-0.0017624-0.00048798i,-0.0011875-0.00031754i,-0.00082564-0.0002113i,-0.00089406+0.00018357i,-0.0018095+0.00044107i,-0.001639-0.00033558i,-0.0011514-0.00026564i,-0.00096529+0.00057767i
-0.00058932-0.0021019i,-4.9195e-06-0.0022839i,-0.0012589-0.0015849i,-0.0020271-0.00051876i,-0.0014106-0.00041728i,-0.00055084-0.00074683i,0.00029983+0.0005474i,0.000956+0.0017234i,0.0013899+0.0017731i,0.0014536+0.0015186i,0.0015508+0.00090408i,0.0012441-9.7899e-05i,0.00013688-0.00027098i,-0.00023432+1.0726e-05i,-0.00021762-0.00055015i,-0.00055333-0.0014449i,-0.00050585-0.00074531i,-0.00048547+0.00028347i,-0.00025909+0.00073354i,0.00043744+0.00080396i,3.0575e-05-4.3662e-05i,-0.00099502-0.0008365i,-0.00098915-0.00010024i
0.0010023-0.00043875i,0.00028304-0.0001275i,-2.5115e-05+0.00024416i,0.0007132-0.0010858i,0.00042572-0.00076545i,-0.00051453+0.00049845i,-0.0006897+0.00070867i,-0.00034814+0.0004363i,-0.00022211+0.00024576i,-0.00044551+0.00016275i,0.00020802+0.00015133i,0.00091197+0.00051066i,0.001164+0.00013218i,0.00043861-0.00028027i,0.00012661-0.00057194i,0.00052597-0.00062753i,-0.00036117-0.00025456i,-0.00048612-0.00036171i,0.00078709-4.405e-05i,0.001145+0.00052152i,0.00026481+0.00039388i,-0.00074805-3.3267e-05i,-0.00093949+6.6696e-07i
-0.002229-0.00016629i,-0.0014369-0.00035981i,-0.00061536-0.00051387i,-0.00018736+0.0004251i,-0.00057973+5.7231e-06i,-0.00078653-0.0010912i,0.00017529-0.00047535i,0.00039296+0.0016622i,0.00013272+0.0019365i,0.00076884+0.0016097i,0.0012635+0.00094812i,0.0015723+0.00033737i,0.0012372+0.00095445i,0.00070181+0.00052884i,0.00022795+0.0006735i,1.8464e-05-0.00031453i,0.00023437-0.0014474i,0.00043829-0.00081704i,0.00056719-0.00020338i,-0.0003011+0.0001474i,-0.0010504+0.00016891i,-0.00083408+0.00038375i,-0.00045818+0.0007035i
-0.00023308+0.001466i,0.00067099+0.0017129i,0.00087855+0.0017529i,0.00059431+0.0016575i,0.00030891+0.00097934i,-0.00019131+0.0002193i,-0.00077633+0.00040828i,-0.0003808+0.0012643i,1.4311e-05+0.00092931i,0.00048247+3.0806e-05i,0.0013463+0.00020661i,0.00068587+0.00053606i,-0.00016088+0.00075262i,3.0403e-05-4.7403e-05i,-8.1452e-05-0.00084938i,-0.00037581-0.00019217i,-0.00018273-0.00017144i,-0.00039259-0.00055501i,-0.00049716+8.817e-05i,-6.3201e-05+0.00050906i,-0.00014089-0.00013592i,-0.00039427-0.0012209i,8.2735e-05-0.0013725i
0.0011901-0.00075687i,0.0004394-0.0015158i,-0.00042694-0.0023203i,-0.0011459-0.002841i,-0.0020861-0.0021955i,-0.0019904-0.0010263i,-0.00097372-2.2555e-06i,-2.4676e-05+0.00086815i,0.00060903+0.0011274i,0.0010227+0.0010771i,0.00086586+0.00080279i,0.00040525+0.00037635i,0.00030433+0.00039549i,0.00033238+0.0001474i,0.00093687+9.0228e-05i,0.0008413+0.0001805i,0.00041173-0.00072551i,0.00033898-0.00091947i,0.00063158+3.9439e-06i,0.0002671+0.00062345i,-0.0009783+0.00080197i,-0.00124+0.00040382i,-0.0010396+6.6891e-05i
-0.0016523-0.00036012i,-0.0011054-0.00019782i,-0.0019809+0.00028336i,-0.0026836+3.7811e-05i,-0.001991+0.00029746i,-0.00074338+0.00070007i,-0.00041773+0.00040853i,-0.00024954+0.00057191i,0.00042689+0.00068375i,0.0010693+0.0013345i,0.0012521+0.001422i,0.0010368+0.00071578i,0.0014207+0.00016081i,0.0010995-0.00023755i,0.00050242+5.959e-05i,0.00043994-0.00016241i,0.00010981-0.00039632i,-0.0004148+0.00028821i,-0.0007002+0.00017399i,-0.00086795-0.0003688i,-0.00078802-0.00018336i,-0.00061577-8.9514e-05i,0.00016225-0.00045736i
-0.00057726-8.7742e-05i,-0.00055032+0.0006744i,-0.00050118+0.00056222i,-0.00076666-0.00020521i,-0.0010775-0.00064336i,-0.0016212-0.00094237i,-0.001337-0.00038551i,-0.00028278+0.00028255i,0.00017657+0.0013785i,0.00047914+0.0012578i,0.00089825+0.00025715i,0.00065435+0.00069351i,-0.0002895+0.00049744i,-0.00074785-0.00034723i,-0.00022228-0.00059595i,0.00050099-0.00036337i,0.00054285+0.00021977i,0.00028214-5.2221e-05i,0.00024243-0.00037662i,0.00030056-0.0005481i,0.00012472-0.00095883i,-3.1916e-05-0.00069471i,-4.238e-05+0.00016869i
-0.00017504-0.00021417i,0.00066102+0.00056484i,0.00058272+0.0015198i,0.00055873+0.00037508i,7.8091e-05-0.0009069i,-0.00078459-0.00079058i,-0.001097+0.00075506i,-0.00084875+0.0015577i,-0.00015645+0.0016138i,0.0012635+0.0014835i,0.0020221+0.0007674i,0.0011486-0.00017954i,0.00065663-0.00029338i,0.0010847-0.0002602i,0.000872-0.00021168i,0.00027286-0.0007179i,-0.00027766-0.00077202i,-0.00067809-7.9191e-05i,0.00044065+0.00019148i,0.0013698-9.2712e-05i,0.00025825-0.00050706i,-0.00056879-0.00016596i,-0.00069194-0.0005188i
0.0007187+0.00055145i,0.00026874+0.00051126i,0.00052325-0.00052062i,0.0013622-0.00094945i,0.00087815-0.00078104i,-2.9756e-05-0.0010668i,0.00027577-0.0005799i,0.0010589+0.00050157i,0.0011321+0.0010204i,0.00097711+0.0011481i,0.0016005+0.00077358i,0.0015076+0.00038981i,1.4909e-05-0.00035399i,-0.00062851-0.00041007i,-0.0005688-0.00025121i,-0.00090833+3.1257e-05i,-0.00086116+0.00066237i,-0.00016217+0.00042292i,-5.353e-05+0.00076787i,9.1508e-05+0.00057862i,-4.2018e-05+1.064e-05i,-9.1945e-05+0.00034492i,-0.00038844+0.0003385i
-0.00047871-0.0022528i,-0.00077727-0.002821i,-0.00067288-0.0031259i,-0.0013007-0.0012022i,-0.0015417-7.6951e-05i,-0.00079948+1.8248e-05i,0.00010207+0.00033265i,0.00030445+0.0013087i,9.1744e-05+0.0016195i,0.00062378+0.0013885i,0.001271+0.0010145i,0.0012237+0.0006478i,0.00058054+0.00069322i,0.00089932+0.00018073i,0.0010812-0.00032994i,0.0010771-0.00065362i,0.0014321-0.00031226i,0.00098286+0.0003658i,0.0008052+0.00028827i,0.00051315-7.7293e-05i,-0.00022206-0.0001939i,-0.00013406-0.00058516i,-4.1558e-07-5.1577e-05i
-0.00095308-0.000832i,-0.00067335-0.0017859i,0.0001982-0.0014177i,-8.0537e-05-0.00055054i,-0.001129-0.0013094i,-0.0012282-0.0015033i,-0.0012009-0.0005595i,-0.0010789+0.00075193i,-3.7482e-05+0.0014336i,0.0013365+0.001085i,0.0018799+0.000449i,0.0017481-7.0708e-05i,0.0010104+0.0003897i,0.00048112+0.00065138i,5.8256e-05+0.00029126i,-0.00042006-0.00056089i,0.00039485-0.00092107i,0.00026976-0.0003927i,-0.0010976-5.1222e-05i,-0.00032951+4.9158e-05i,0.00038889-0.00057186i,-0.0002622-0.00092952i,-0.0009074-0.00043315i
0.00012213-0.0014408i,0.00052797-0.00083151i,-0.00022424-0.00052958i,-0.0012945+0.00017942i,-0.0018868+0.0002515i,-0.0021712-0.0005711i,-0.001723-0.00024793i,-0.00049102+0.000958i,-7.5433e-06+0.0013318i,-0.00048591+0.00087665i,0.00021639-1.8366e-07i,0.001158+0.00037881i,0.00039376+0.0012282i,-0.00062231+0.0012346i,-0.0008471+0.00030619i,0.00012991-0.00033244i,0.00039532-0.00018819i,-0.00070836+0.00037351i,-0.00013246+0.00040347i,0.00025006+6.8722e-05i,-0.000234+0.00040354i,-0.00029479+0.00070121i,-9.8497e-05+0.00090545i
0.0030518-2.5205e-06i,0.0030154+0.00038315i,0.0030452+0.00022738i,0.0020436-0.0015247i,0.00084382-0.0028762i,-8.2564e-05-0.0023029i,-0.00072688-0.0015473i,-0.00028572-0.00087219i,0.00050735+0.00062543i,0.0012804+0.00084192i,0.0016176+0.00027346i,0.00048037+0.00013019i,-0.0011451+4.3083e-06i,-0.00050269-0.00043419i,0.00069405-0.00056361i,5.716e-05+0.00027584i,7.9297e-06+0.00023003i,0.00028865-0.00021056i,-0.00019576+0.00062949i,-0.00023442+0.00055069i,0.00013406-0.00059553i,0.0008241-0.00044431i,0.00010155+0.00025554i
-0.00010879-0.00021496i,5.7263e-05-0.00079339i,-0.00057975-0.0014778i,-0.00066106-0.0014431i,-0.00022216-0.00079563i,-0.00050867+1.5078e-05i,-0.0002765+0.00023189i,0.00016668+0.00017632i,0.00050704+0.00043884i,0.00067688+0.00026919i,0.00053165+0.00070697i,-0.0002227+0.001112i,5.0685e-05+0.00087368i,0.00057325-0.00011693i,0.00070426-0.00118i,0.00065655-0.0011732i,0.00028974-0.0006676i,0.00058797-1.7359e-05i,0.00095257+0.00030094i,0.0009266+0.00012406i,0.001045-0.00054187i,0.00031555-0.00029278i,-0.00070273+0.00072576i
0.00069273+0.00073735i,0.00081506+0.00074338i,0.0009715+0.00075254i,0.00098393+0.00016265i,-8.8745e-05-0.00098691i,-0.0011724-0.00095294i,-0.0012109-9.0174e-05i,-0.001606+0.00067176i,-0.00057933+0.00070193i,0.00052962+5.4802e-05i,0.00016733-0.00034303i,0.00039213-0.00025878i,0.00089022-0.00029546i,0.00061074-0.00026721i,-0.00025376-0.00045215i,-0.00069211-0.00096541i,-0.00052331-0.00050194i,-0.00047183+0.00018005i,0.00012937+0.00068091i,0.00069802+0.00078256i,-1.158e-05+0.00036471i,-0.00061711+1.5832e-05i,-0.00061317-1.1879e-05i
0.0012446-0.0012987i,0.0017738-7.4502e-05i,0.00082394-0.00098882i,-0.00051152-0.0014739i,-0.0014335-0.0014343i,-0.0011499-0.0013327i,-0.00048501+0.00028384i,2.0418e-05+0.00070377i,0.00035596+0.00027067i,0.00054874+0.00034058i,0.0009547-0.00038234i,0.001293-0.00051686i,0.0016475+0.00047298i,0.0011521+0.0012936i,0.00077268+0.00056682i,0.00042812-2.5103e-05i,-7.5461e-05+0.00058547i,0.00010391+0.00044043i,0.00032458+0.0004444i,0.00027932+0.00044693i,8.2068e-05-0.00028037i,-0.00012176-0.00024604i,0.00018518+0.00028307i
0.0010559-0.0013937i,0.00078038-0.0021407i,-2.1842e-05-0.0029691i,-0.001547-0.0025079i,-0.0021919-0.0016798i,-0.001387-0.00058993i,-0.0011102+0.000663i,-0.00050924+0.00091689i,5.6601e-05+0.00084911i,-0.00056006+0.00098271i,-0.00058508+0.00082039i,0.00026207+0.00056052i,0.00082109+0.00036672i,0.00071535+0.00018076i,0.0009932-0.00059288i,0.001225-0.001129i,0.0010023-0.00070533i,0.00092772-0.00090062i,0.0001099-0.00054295i,-0.00063851+5.3679e-06i,-0.00031942-0.00029517i,5.0235e-08-0.00025839i,-0.00019683+0.00029645i
0.0011939+0.00028249i,0.0013182-0.00080684i,0.0012554-0.00087061i,0.0010326-0.00039136i,0.00046266-0.00063884i,8.8571e-05-0.00079358i,0.000123+1.0452e-05i,0.0004204+0.00086357i,0.00086421+0.00038852i,0.00087997+7.0783e-05i,0.0011116+0.00052941i,0.001425+0.00034015i,0.0013094+0.00049299i,0.00044832+0.0007808i,-0.00065521+0.00043871i,-0.00031805+0.00035487i,-2.3484e-05+0.00022283i,-0.0010279+0.00030832i,-0.00099317+0.00016499i,0.00049924+0.00051386i,0.0012845+0.00052932i,0.0002911+0.0004021i,-1.6805e-05+0.00059319i
