-0.0021318+0.00031859i,-0.0032448+0.0006639i,-0.00294+0.00097697i,-0.0012077+0.00066488i,-0.0013962+0.0008604i,-0.0018557+0.0010071i,-0.0013218+4.9983e-05i,0.00029365-0.00027296i,0.001168-0.00027374i,0.0011325-0.00011396i,0.00083393-2.3671e-06i,0.00042983-7.8309e-05i,0.00081806+0.00016087i,0.00044199+0.00044015i,-0.00031119+0.0003325i,-0.00069588+0.0002849i,-0.00085375+7.9266e-05i,-0.00074209-0.00020188i,-0.00030947+3.577e-06i,0.00010025+0.00053543i,0.00044647+8.759e-05i,9.4984e-05-0.00032761i,-0.00013375-0.00022422i
0.003755-0.00086327i,0.0033465-0.0013371i,0.0017991-0.0015106i,0.00050861-0.00099267i,-6.3835e-05-0.00040721i,-0.00051618+0.0001869i,-0.00044903+4.8154e-05i,-8.7815e-05-0.00050699i,-0.00032128-0.0014652i,-0.0007449-0.0016789i,-0.00051771-0.0010735i,-3.2252e-05-0.001136i,-0.00072966-0.0013098i,-0.0017537-0.0011217i,-0.0016988-0.00086032i,-0.0016181-0.00083843i,-0.0016068-0.00074742i,-0.00059859-0.00060771i,0.00040706-0.00091345i,0.00077757-0.00091984i,0.00066289-7.8667e-05i,0.00047886+0.00016627i,-0.00010663-0.00017605i
0.0008134-0.0011706i,0.00048766-0.0018797i,0.0015012-0.0015627i,0.00082944-0.0011457i,-0.0012488-0.0014971i,-0.0017303-0.00088517i,-0.0016062-0.00083023i,-0.0014612-0.0018842i,-0.0011494-0.0019201i,-0.0011033-0.0020067i,-0.0010603-0.0022394i,-0.00037506-0.0018372i,0.00010443-0.0011505i,0.00032279-0.00071337i,-9.6993e-05-6.8364e-05i,-0.0012002+0.00083921i,-0.00099366+7.2012e-05i,0.00045107-0.00037727i,0.0007956-9.7511e-05i,0.00016746-0.00034015i,-0.0005106-0.00062751i,-0.00059152-0.00094594i,-0.00014437-0.00027296i
-0.0035343-0.0014468i,-0.0044966+0.00038748i,-0.0053805+0.0018847i,-0.0039285+0.0032327i,-0.0019641+0.0036267i,-0.00065654+0.0025134i,-0.0005849+0.0010355i,-0.00042681+2.7472e-05i,-0.00045237-0.00061939i,-0.0008363-0.00048125i,-0.00065446+0.00023003i,-0.00036753+0.00036557i,-0.0010623-0.00018015i,-0.0016482-0.0001118i,-0.0011401+0.0002039i,-4.442e-05+0.00019711i,0.00028025+0.00041726i,-0.00027979+0.00014122i,-0.00025533+0.00045659i,-0.00045029+0.00071886i,-0.00020075+8.7034e-05i,0.00021757-0.00021296i,-0.00020905+0.0004381i
0.0031874+0.0014592i,0.0043429+0.00072695i,0.0047119+0.0003207i,0.0041192-7.9321e-05i,0.0026233-0.00072252i,0.00041869+0.00010831i,-0.00081604+0.00026066i,-0.00054949-0.0002615i,-0.00015876-0.0012241i,-6.2583e-05-0.0018709i,-0.00011702-0.0016976i,0.00060081-0.0015839i,0.0010453-0.0014497i,0.00060672-0.0012211i,0.0004365-0.00071733i,0.00025244-0.00023036i,-0.00012172-0.00033925i,-0.00016832-6.843e-05i,0.00021918+7.1266e-05i,0.00057734-0.00096303i,0.00028235-0.0015591i,-0.00045834-0.0013723i,-0.00031928-0.0015294i
0.00028655+7.6286e-05i,0.00063405+0.0017332i,0.00050102+0.0019171i,-0.00012258+0.0013501i,-0.00023443+0.00044113i,0.00012261-0.00015537i,0.00027667-0.00017182i,-0.00046277-0.00062172i,-0.00058018-0.0015464i,-0.0002272-0.0011278i,1.1386e-05+0.00018013i,8.4362e-05+0.00017207i,-0.0004129-0.00060708i,-0.0010053-0.0002421i,-0.0009906+0.00050931i,-0.0010904+0.00023923i,-0.00063396-6.655e-05i,0.00020303-0.00026909i,0.00053104-0.00037092i,0.00088879-0.00078535i,0.00053378-0.00069622i,-1.6872e-05-0.0005261i,-6.1223e-05-0.00028781i
-0.00064852-0.0021452i,-0.0017136-0.0025928i,-0.0024812-0.0025536i,-0.0031091-0.0016864i,-0.0023457-0.0013882i,-0.0012643-0.0010799i,-0.0011285-0.00043053i,-0.001082-0.00012729i,-0.0011843-0.00082042i,-0.0011014-0.0019897i,-0.00062453-0.0014689i,-0.00030835-2.9594e-05i,-0.00028827-8.6086e-05i,-0.0003856-0.00034924i,-0.00027292-0.00062567i,8.0679e-05-0.00090954i,0.00018845-0.00047756i,5.6917e-05-0.00045313i,0.00029223-0.00072236i,0.00024498-0.00025032i,0.00024652+0.00013626i,0.00032995+0.0002301i,0.00036761+8.0548e-05i
-0.00027163+0.0016899i,0.00060306+0.001699i,0.0021685+0.0017666i,0.0027891+0.0016428i,0.0019312+0.0014632i,0.00026546+0.00040874i,-5.7676e-05-0.0010372i,-0.00053098-0.0013115i,-0.0011474-0.0015429i,-0.00059295-0.0019199i,0.00019444-0.00098864i,0.00088528-0.00064182i,0.00059392-0.00035525i,2.3136e-05-4.6851e-05i,-0.000525-0.00031693i,-0.00071401-0.00054401i,-0.0005907-0.0011195i,-0.00071017-0.001047i,-0.00029265+8.0829e-05i,0.00065441+0.00087356i,0.00079693-0.00029829i,0.00069891-0.00076619i,4.9629e-05-8.589e-05i
0.00089164-0.00041649i,-2.8128e-05+0.00090228i,-0.0004995+0.0016253i,3.617e-05+0.0016472i,0.00047034+0.0012232i,-0.00017864+5.1953e-05i,0.00024591+0.00023628i,0.00070124+0.00027127i,0.00081987-0.0011213i,0.00021198-0.001792i,-0.00023852-0.00077855i,-0.00048517+0.00070208i,-0.00027261+0.0008469i,-0.00018136+0.00033886i,-9.7371e-05-0.00017374i,0.00045132-0.00019931i,-0.00033512+9.0871e-05i,-0.0011271-0.00031973i,-0.00059259-0.00079539i,4.8219e-05-6.4424e-05i,0.0001012+0.00041347i,-2.8007e-05+0.00048447i,-0.00048191+0.00040797i
-0.0018482-0.00022852i,-0.0023083-0.00025313i,-0.0026951+0.00059305i,-0.0011077+0.0017783i,0.00047709+0.0014169i,0.001208-0.00016278i,0.001233-0.00086546i,0.0010503-0.00021547i,0.00022056-0.00044939i,-0.00037923-0.0013365i,-0.00048873-0.0012898i,-0.00078685-6.5989e-05i,-0.00073881+0.00084932i,-0.00035462+9.3117e-05i,0.00015804-0.00016836i,0.00014992-0.00029111i,-0.00033845-0.00018765i,-0.00022308+0.00022243i,-0.0001538-0.00013833i,8.0346e-06-0.00039827i,4.3239e-05-0.00049039i,0.00010285-0.00027963i,0.00040237+0.00034476i
-0.0010544-0.00084273i,-0.00095414+0.00047665i,-0.0012578+0.001043i,-0.00066188+0.0014167i,-0.00018247+0.0018501i,0.00045468+0.00084122i,0.00070968-0.00013328i,-0.00013871-0.00072389i,-0.00083202-0.00082579i,-0.00099562-0.00048839i,-0.0011154-0.00026005i,-0.00025367-0.00019211i,0.00016805-0.00048389i,-0.0002955-0.00061183i,-0.0004614-0.00065865i,-4.1226e-05-0.00049697i,0.00064079-0.0004105i,0.00082808-0.00075011i,0.00111-0.0010472i,0.00091938-0.0006052i,-3.8126e-07-3.1853e-05i,-0.00011649-0.00021563i,0.00062281+3.0867e-05i
0.0013836+0.002082i,0.00039747+0.0024143i,0.00081181+0.0030463i,0.0022781+0.00088568i,0.0026526-0.0012584i,0.0011974-0.0016868i,-0.00079656-0.0016343i,-0.0011507-0.0014934i,-0.00084702-0.0013825i,-0.0010985-0.0016627i,-0.0010427-0.0016265i,-0.00093672-0.00097695i,-0.00050202-0.00040061i,-0.00041439+0.00011638i,-0.00032625+0.00028146i,-0.00025143+0.00046822i,-0.0003639+0.00073326i,0.00017639+0.00063232i,0.0004229-0.00036357i,0.0007522-0.00086458i,0.00038979+2.6556e-05i,-0.00057896+0.00020352i,-0.00074608-0.00028357i
0.0010674-0.0014333i,-5.1817e-05-0.0013017i,-0.001391-0.0011102i,-0.0015805-0.00070882i,-0.0024721-0.00015715i,-0.0022959+8.3177e-05i,-0.0017114-0.00013687i,-0.0017608-0.00083923i,-0.0010199-0.0015214i,-0.00036837-0.0013088i,-0.00015342-0.0011165i,-2.0906e-05-0.0015074i,-0.00021668-0.0012004i,-0.00063681-0.00078062i,-0.00050085-0.00028153i,0.00040543+0.00018394i,0.00045188+0.00055244i,-0.00075134-0.00016869i,-0.00034212-0.00071089i,0.0004146-0.0005653i,0.00044404-0.00050192i,0.00034666-1.1841e-05i,1.3722e-05-0.00017069i
0.00021363-0.00095121i,0.0014642-0.00010075i,0.0015163+5.3262e-05i,0.00041534-8.5433e-05i,1.9957e-05+1.3621e-05i,4.4767e-05+0.00059398i,-0.00019316+0.00085037i,-0.00028365-0.00031358i,6.3637e-05-0.0012916i,-0.0001156-0.0013395i,-0.00086163-0.00048916i,-0.00039895-0.00017704i,8.8883e-05-0.00093887i,0.00015337-0.0016697i,-3.8201e-06-0.00085011i,-0.0005504+0.00012377i,-0.00063771-4.1261e-07i,-0.00019591-0.00015328i,-8.0283e-05-0.00027326i,-0.00044046-0.00041356i,-0.00071595-0.00047629i,-0.00026508-0.00045472i,-0.0002462-1.0286e-05i
-0.0027586+0.00038975i,-0.0013398+0.00094716i,-0.0013403+0.0030486i,-0.0010504+0.0032588i,0.00039152+0.0020745i,0.0015165+0.0008835i,0.00063292-0.00041502i,-0.00039089-0.0017018i,-0.00045342-0.0019516i,-0.00033929-0.0013968i,-0.00065772-0.0009069i,-0.00040391-0.00035347i,7.0946e-06-0.00056557i,0.00022276-0.0010298i,5.1381e-06-0.00058501i,-0.00018549-0.00015462i,-0.00026973-0.00032602i,-0.00065124+0.00047605i,-0.00018725+0.00091327i,0.00046858+9.1221e-05i,0.00034465-0.00011747i,0.0002986+0.00057368i,-0.00052187+9.3348e-05i
0.0014448+0.001536i,0.0020439+0.00048567i,0.0020838-0.00011829i,0.0016235-3.4417e-05i,0.00093526-3.5259e-05i,-0.0003341-0.0010989i,-0.00085267-0.0013535i,-0.0010504-0.0011913i,-3.4192e-05-0.0008911i,0.00029677-0.00077513i,0.00031236-0.0014474i,0.0016625-0.0010985i,0.0015604-0.0014017i,7.4576e-05-0.0020358i,-0.00072871-0.00067192i,-0.00079044+0.00023752i,-0.00054049+0.00017515i,-0.00074296+0.00014514i,-0.00039349+0.00043136i,0.00048546+0.00093158i,6.0024e-05+0.00069458i,-1.6461e-05-0.00024417i,0.00024745-0.00044841i
0.00090332+0.0019087i,0.0013523+0.0003473i,0.0032269+0.0013419i,0.003428+0.0021145i,0.0022639+0.0014396i,0.00038852+0.00028961i,-0.00040252-0.00089171i,-0.00048031-0.00093062i,-0.00050236-0.00061615i,-0.00031978-0.00089051i,-0.00036162-0.0011564i,6.9363e-06-0.0010657i,0.00017694-0.0011889i,-0.00025705-0.00098326i,-0.00051098-0.00048318i,-0.00072235-0.0002048i,-0.0010615+0.00010771i,-0.0015741-0.00036155i,-0.0011785-0.00095056i,-0.00018768-0.0013622i,-0.00049086-0.001289i,-0.00031303-0.0012447i,0.00075977-0.0013586i
-0.00042296+0.0020149i,-5.2163e-05+0.0022607i,0.0012187+0.0013514i,0.0020544+0.0003758i,0.0022073+8.8421e-05i,0.0015641+2.0232e-05i,0.00048076-0.00039436i,-0.00041715-0.001565i,-0.0010024-0.0020679i,-0.001254-0.0010959i,-0.00064485-0.00014434i,-0.00024772+5.5386e-05i,-0.00016297-0.00023469i,0.00045771+0.0001019i,4.6859e-05+0.0007763i,-0.00049469-0.00013136i,0.00011031-0.00078i,0.00040267-0.00015392i,0.00072777+0.00015248i,0.00039296-0.0001979i,-5.9822e-05-0.00043267i,-1.5276e-05+5.1575e-05i,0.00024961+0.00032907i
-0.00047365+0.00012658i,0.00012729+0.00058091i,0.0012368-0.00024344i,0.0014886-9.8614e-05i,0.00048034-0.00028891i,-0.0005502-0.0010948i,-0.0011491-0.0010555i,-0.0016662-0.001001i,-0.0013362-0.0017732i,-0.00035895-0.0022654i,-7.6637e-05-0.0018614i,-0.00020761-0.0013156i,-0.00038917-0.00083549i,-0.00064852-5.4829e-05i,-0.00044119+0.0003862i,-0.00015083+1.9141e-05i,0.00041203-0.0005834i,0.00041853-0.00089629i,-0.00040802-0.00077636i,-0.00033252-0.00084173i,-0.00021748-0.00079521i,-0.00067276-0.00082015i,-0.00049459-0.00098127i
0.0014492+0.00062695i,0.00098957+0.00097568i,0.0015829+0.0017537i,0.0017738+0.0027565i,-0.00012449+0.0021086i,-0.0016868+0.00011273i,-0.001578-0.0006504i,-0.00085523-0.0003384i,-0.00050135-0.00091593i,-0.001046-0.0010171i,-0.0008034-0.0012688i,-8.4144e-06-0.00074101i,-0.00095867-0.00026378i,-0.0013702-0.00073735i,-0.00078744-0.00076797i,-7.5925e-05-0.0007387i,0.00029981-0.00037107i,0.00010683+0.00068214i,0.00023523+0.00066238i,0.00037627+0.00032192i,0.00062622+0.00032581i,0.00078286+0.00044425i,0.00054529+0.00032574i
0.00046598-0.00069652i,0.00026296-7.5405e-05i,0.00086796+0.0010769i,0.0009657+0.0011777i,0.0007563+0.00043329i,0.00014432-0.00065703i,2.8844e-05-0.0011026i,0.0002442-0.00082919i,0.00014407-0.00090551i,-0.00020331-0.00093695i,-0.00050024-0.0011134i,-0.00015976-0.0011379i,-0.00016024-0.0006747i,-0.00037679+0.00090269i,-0.00047569+0.0011577i,-0.00033775+0.00071472i,-6.2066e-05+0.0010835i,3.4622e-05+0.00075136i,0.00010618+0.00047471i,7.8247e-05-0.00035625i,-0.00032175-0.00087765i,-0.0005394-0.00042616i,-0.00029802+0.00039727i
-0.0008961+0.0014867i,-0.00074675+0.0018978i,-7.5728e-07+0.0015566i,0.0010491+0.0011266i,0.0016147+0.00069207i,0.00089554-0.00022828i,-0.00066073-5.2028e-05i,-0.0013477-0.00023008i,-0.0013196-0.0011549i,-0.00134-0.0013515i,-0.00052913-0.0017423i,0.00030999-0.0016839i,0.0002133-0.0012198i,-0.00025389-0.0011015i,-0.00049563-0.00059611i,-0.00031717+0.0002229i,-0.00040546+0.00063156i,-0.00060558+0.00061706i,-0.0006153+0.00045671i,-0.00011003-0.00049518i,-0.00035873-0.0010207i,-0.00047078-0.00044908i,0.00018801-0.00020974i
0.0014114+0.0027762i,0.0009357+0.0027463i,0.00089843+0.0032509i,0.0014503+0.0024014i,0.0016099+0.00058293i,0.00039539-0.0013656i,-0.00021303-0.0015816i,0.00040869-0.00068386i,3.4011e-05-0.00022017i,-0.0007144-0.00023182i,0.00032392-0.00057934i,0.0013587-0.00051581i,0.0013852-0.0012541i,0.0004909-0.0012998i,-0.00095865-0.00037087i,-0.0014975-0.00022979i,-0.0010406+2.5981e-05i,-0.00067009+0.00084555i,-0.00073888+0.00066442i,-0.00059272-0.00060171i,-5.9692e-05-0.00099547i,3.8727e-05-0.00043197i,-0.00045922+8.4556e-05i
4.8192e-05+0.00034415i,-0.00013963+0.0012222i,-0.00076154+0.00082701i,-0.00042451+0.00053472i,0.00034871+0.00079505i,-0.00021632-0.0002174i,-0.00064534-0.00091679i,-0.00031255-0.00099237i,0.0002166-0.0023184i,-1.1226e-05-0.0027413i,-9.0528e-05-0.0016161i,0.00048431-0.00061458i,0.00071762-0.00046954i,0.00022681-0.00057917i,-0.00025782-0.0002773i,-0.00036498+9.1069e-06i,-0.00035625+0.00039509i,-0.0011003+0.00064528i,-0.0013358+0.00040992i,-0.00049147-0.00012498i,-0.00049382-0.00021735i,-0.00078047-0.00040648i,-0.00041303-0.00017057i
-0.0017777-0.0020317i,-0.0031507-0.0011575i,-0.0039379-0.0013061i,-0.0033618-0.00077379i,-0.0017796+4.4929e-06i,-0.00087385+0.00060939i,-0.00099297-1.6378e-06i,-0.0013767-0.0010363i,-0.0012687-0.0016512i,-0.0007324-0.0020557i,-0.0006523-0.0010863i,-0.00093999-5.4246e-05i,-0.00069835-0.00012421i,-0.00074057-4.0002e-06i,-0.00052833-0.00022423i,-4.2671e-05-0.00068727i,-2.3772e-05-0.00048096i,-4.2876e-05+0.00017079i,-0.00097105+0.0007184i,-0.0018796+0.00016136i,-0.0013119-0.00030074i,-0.00010211+0.00014044i,0.000103-0.00028054i
0.00031069-0.0018415i,0.00097049-0.00076737i,0.0014278+0.0003827i,0.00056278+0.0013533i,-0.00012109+0.0018069i,-0.00056206+0.0013108i,-0.00098689+0.00036432i,-0.00043785-0.00023177i,1.0483e-05-0.00078537i,0.00049426-0.0010585i,0.00031837-0.00033683i,0.00020875+0.00049064i,1.7717e-05+0.00086839i,-0.00057578+0.00095931i,-0.00039341+0.00026113i,0.00016993-0.00049906i,-0.00073226-0.00015758i,-0.0017027+0.00031822i,-0.00088795+0.00045397i,-0.00015213+0.00010363i,3.8756e-05-0.00077544i,-0.00014968-0.0013439i,-0.00039761-0.00061155i
0.0016303-0.00045093i,0.0021077-0.0013812i,0.00094767-0.001177i,-0.001184-0.00085279i,-0.0018198-0.00033247i,-0.00011669+0.00026926i,0.00071273+0.00049128i,-9.9136e-05+0.0004921i,-0.00050853-8.2252e-06i,0.0001961-0.0010401i,0.0005177-0.00067778i,0.00044582-0.00019554i,0.00041108-0.00037577i,0.00016816-0.0010129i,-0.00047-0.001601i,-0.0012926-0.0012425i,-0.00095723+5.0019e-05i,8.262e-05+0.0008466i,7.96e-05+0.0001249i,2.5372e-05+0.00029828i,-4.0888e-05+0.00072586i,-0.0008212+0.00027378i,-0.00093712-0.00029463i
-0.00026498-0.0013499i,-0.00068157-0.0017592i,-0.00042551-0.001936i,-0.00036801-0.00085528i,-0.00065621+0.00022879i,-0.0012852+0.00039247i,-0.0013353+2.6159e-05i,-0.0010988-0.00042227i,-0.00039676-0.00065096i,-0.00082729-0.0013638i,-0.0016007-0.0014574i,-0.0010141-0.00067632i,-0.00048186+3.0242e-06i,0.00015858+3.3799e-05i,0.00056631-0.00015967i,-0.00010077-0.00023685i,-0.00018772-0.00043234i,0.00022109-0.0003065i,-5.8826e-05-0.00016174i,-0.00038415-0.0002973i,0.00033336-0.00045654i,0.00094349+8.1237e-07i,0.00038285-0.00017589i
-0.0013266-0.00063433i,-0.0012164-0.00026672i,-0.0026314+0.0026365i,-0.0028706+0.0036678i,-0.001354+0.0020667i,-0.00043791+0.00038874i,-0.00021542-0.00075594i,0.00025004-0.0011986i,0.00063575-0.0019086i,0.00017976-0.0020049i,-0.00036133-0.0013076i,-0.00061324-0.0008204i,-0.00044195-0.00059009i,-0.00027281+0.00023207i,-0.00042149+0.00055453i,-0.00013784+0.00035461i,-2.1411e-05+0.0005845i,-0.0004438+0.00077415i,-0.00066906+0.00036147i,-0.00046257-0.00051474i,-0.00043222-0.00020704i,-0.00040214+0.00049286i,-0.00012128+0.00047213i
0.00043843+0.0019699i,0.0016635+0.001877i,0.0011788+0.0015605i,0.0010299+0.0011675i,0.0012863-0.00035922i,-0.00056554-0.0012637i,-0.0019709-0.00097106i,-0.0017541-0.0011912i,-0.00095156-0.0016378i,-0.00052729-0.0013347i,-0.00085022-0.00052418i,-0.000673-0.00082638i,0.00042271-0.0010985i,-7.8226e-05-0.00099467i,-0.0010646-0.0012663i,-0.00093654-0.0010339i,-0.00072179-0.00083096i,-0.00071116-0.00091989i,-0.0011493-0.00033612i,-0.00090011-0.00044838i,-0.00038305-0.00035263i,0.00011144+0.00031321i,0.00066535+9.1286e-05i
0.0010345+0.00019465i,0.0013491+0.00060056i,0.00083182+0.00053455i,0.00072542-0.00036803i,0.00052734-0.00027275i,-0.00053915+0.00021416i,-0.00098298+0.00022141i,-0.000588+1.7556e-05i,-0.00049784-0.0009067i,-0.00032197-0.0012893i,-0.00011965-0.00037567i,-0.00036101-0.00030125i,-0.00081092-0.00055982i,-0.0013325-0.00050712i,-0.0015317+0.00074381i,-0.00098974+0.0016i,-0.00022816+0.00088516i,-0.00014081+0.00070096i,-0.00048538+0.00077456i,9.6462e-05+0.00046894i,0.00053149-7.5146e-07i,0.00011968-0.00050286i,-0.00026771-0.00070094i
0.00079253+0.00032383i,0.0011358-0.00019542i,0.001504+0.00043083i,0.00096455+0.00017787i,0.00082736+0.00041217i,0.00087833+0.001084i,0.00061097+0.00052984i,0.00016373-0.00064457i,-0.00021196-0.0016754i,-0.00029424-0.0012844i,0.00025013-0.0010124i,0.0012106-0.0017957i,0.0010736-0.0017808i,-0.00011307-0.00064474i,-0.0011661-2.311e-05i,-0.0015053+0.00032649i,-0.0008979+0.00065369i,-0.00016321+0.00030498i,-0.00027165-0.00015172i,-0.0005286-0.00061467i,-0.00038361-0.0005533i,-0.00014652+8.3802e-05i,-0.00062905+0.00014195i
0.0013261+0.00036458i,0.0019607+0.00055642i,0.0013248+0.0014486i,0.00011064+0.00090675i,0.0013173-0.00024683i,0.0012625-0.0013371i,-0.00074025-0.0012575i,-0.0011913-0.0013497i,-0.00071908-0.0025459i,-0.00012771-0.0024669i,0.00052628-0.0011131i,0.00040932-0.0009179i,0.00053927-0.00092766i,0.00060597-0.00096799i,0.00038422-0.0010205i,7.2741e-06-0.00072568i,-0.00022328-0.00081411i,-0.00046429-0.00042645i,-0.00030316+6.5471e-05i,0.00029492-5.1892e-05i,0.00077129-0.00023439i,0.00093445+0.00037528i,0.00090323+0.0013054i
-0.00029894+0.0003655i,-0.0014029+0.0012327i,-0.0024023+0.0017398i,-0.002045+0.0020949i,-0.0010433+0.0019777i,-0.00077887+0.00086902i,-0.0014903-0.00022972i,-0.0016644-0.00076151i,-0.0014309-0.00080021i,-0.0013379-0.00092678i,-0.0010247-0.0013066i,0.00028131-0.0013157i,0.0010459-0.00039697i,-0.00035183-0.00035948i,-0.00071058-0.00083845i,8.3033e-06-0.00041882i,0.00023579+0.00012689i,-0.00052633+0.00031164i,-0.00062475+6.0463e-05i,8.7763e-05-0.00043849i,0.00019243-0.00065237i,-0.00016763-0.00052734i,-0.00023682+0.00024925i
-0.00051467+0.00029651i,-0.00075564-0.00019128i,-0.0015944+0.00088689i,-0.0012741+0.0014999i,0.00042599+0.0011584i,3.8129e-05+0.00037513i,-0.00073132-0.00020913i,-0.00074671-0.00041003i,-0.00023167-0.00066452i,-0.00026138-0.00043494i,0.00034627+0.00045174i,0.0013274+0.0012602i,0.00083917+0.0008434i,9.6526e-05+0.00037974i,-0.00063477+8.0795e-05i,-0.00092483-0.00065106i,-0.00095841-0.00046143i,-0.0001881-0.0001857i,0.000738+7.4077e-06i,0.00064921+0.00030884i,0.0002766+2.5776e-06i,-0.00034764-0.00016588i,-0.00042022-7.8728e-05i
-0.0029284+0.00088641i,-0.0024824+0.0018419i,-0.0018285+0.003714i,-0.00020072+0.0041473i,0.0012984+0.002538i,0.0012931+0.00068672i,0.00096397-0.00057667i,0.00043809-0.0011169i,4.3562e-05-0.0016621i,-0.00024197-0.0014639i,-0.00036902-1.4968e-05i,-2.5233e-05+0.00067413i,0.00028491+0.00011934i,0.00082633+0.00035953i,0.00075128+0.00057063i,8.1687e-05+0.00010462i,-4.9064e-05-0.00035141i,0.00010832+0.00012376i,0.00030412-0.00012508i,-0.00015848-0.00033066i,-0.00025038+0.00048324i,-4.1152e-06+0.00081169i,0.00042344-0.00062634i
-0.00030053+0.00020883i,-0.0015487+0.00079504i,-0.0021623+0.00079107i,-0.000735+0.00017459i,0.00040927+0.00015897i,-0.00029316-0.00052245i,-0.00090896-0.0012683i,-0.0005918-0.0016534i,-0.00029388-0.002056i,-0.00016155-0.0023172i,-0.00042544-0.001571i,3.3065e-05-9.028e-05i,0.00040261+6.4934e-05i,0.00025546-0.00024643i,0.00048892-0.00022689i,0.00016874-0.000812i,-0.0003873-0.00072193i,-0.00097779+0.00035108i,-0.00045088+0.00078969i,0.00046316+0.00048924i,0.00058172-0.0001487i,0.0002642-0.00026256i,-0.00055868-0.00042028i
-0.00016802-0.00045256i,0.00039352+0.00082632i,6.603e-05+0.0018545i,-0.0011499+0.0014695i,-0.0013044+0.00033642i,-0.00067586-0.00021926i,-0.0007131-0.00053288i,-0.00065493-0.0008682i,-0.000312-0.001475i,-0.00017724-0.0014712i,-0.00024812-0.00028431i,-0.00026204+0.00015338i,-0.00074548-4.2907e-06i,-0.001232+6.1989e-05i,-0.0002512-4.3551e-05i,0.00073288-0.00016108i,0.00016668+0.00066154i,-0.00078176+0.00094981i,-0.00047905+0.00078581i,0.00033328+0.00025538i,0.00036828-0.00026521i,-0.00013583+3.9825e-05i,-0.00047492+0.00037955i
-0.00033811+0.0007721i,-0.00066644+0.00063516i,-0.00087762+0.0014123i,-0.00092982+0.0010925i,-0.00031959+0.0004116i,-7.312e-05+0.00038697i,3.9348e-05+0.00061141i,-7.6966e-05+0.0004247i,0.00022677-0.00063101i,-0.00014765-0.0015346i,-7.8902e-05-0.0018275i,0.00024711-0.0013678i,5.3255e-07-0.00083512i,-0.00063791-0.00048009i,-0.00081505+0.00019044i,-0.00018175-0.00011445i,0.00013527-0.0010457i,0.00052408-0.00098072i,0.0009091-0.00065328i,0.00066746-0.00042943i,0.00010136+0.00011119i,-0.00041829+0.00047154i,-0.00069193-0.00051276i
-0.0039582-0.00022343i,-0.0024365+0.00046806i,-0.0017423+0.0026587i,-0.00057263+0.0037833i,0.00091152+0.0033339i,0.0019104+0.00134i,0.001525+0.00026021i,0.00027332-0.00031982i,-0.00047581-0.0015995i,-0.00056526-0.0016336i,-0.00029354-0.00066619i,0.0008128+5.7653e-05i,0.001305+3.2924e-05i,0.000503-4.277e-05i,-0.00056779+0.00011441i,-0.00065172+0.00035619i,-0.00045985+0.0001378i,-0.00071151-3.5972e-05i,-0.0011021+0.00042784i,-0.00067104+0.00030258i,-9.9634e-05+3.0209e-05i,0.00017827+0.00035914i,0.00085364+2.4092e-05i
0.00086198+0.00094179i,0.0010988+0.00051701i,-0.00011385+0.00045381i,-0.0012109+9.4756e-05i,-0.00038879-3.4801e-06i,-0.00020513-0.00015801i,-0.0011205-0.00044019i,-0.0010685-0.0010452i,-5.7206e-06-0.0014526i,-7.7294e-05-0.0017388i,-0.0001859-0.0011807i,0.00037382-0.0011547i,0.00068568-0.0021064i,-7.1751e-05-0.0019341i,-0.00086212-0.0010089i,-0.00068803+0.00010245i,-0.00077795+0.00034435i,-0.00087438+0.00020779i,-0.00036258+0.00046539i,0.00067763+0.00022561i,0.0009708+0.00055603i,0.00051204+0.0012097i,0.00054164+0.00057062i
0.001444+0.0014185i,0.0018727+0.00064991i,0.0021498+0.0012903i,0.0021394+0.0014106i,0.0026003+0.00021714i,0.0016558+0.00016526i,0.00039176+0.00093455i,0.00037447-0.00021986i,0.00064407-0.001335i,-0.00015912-0.0014214i,-0.00044544-0.00086384i,-0.00016589-0.00046945i,-7.524e-05-0.00064445i,-0.00019823-0.00052844i,-0.00058344-0.00039326i,-0.00079267+0.00029075i,-0.00075166+0.00088748i,-0.00040121+0.00060141i,0.00054647+0.00055295i,0.00047061+0.0010048i,-0.00061511+0.0014892i,-0.00073158+0.0012525i,-0.00091793+0.00073866i
0.00039023-0.0026413i,-0.00026558-0.0026965i,-0.0014687-0.0021617i,-0.0021738-0.00096154i,-0.0016795-0.00080486i,-0.0014186-0.00041777i,-0.00076191-0.00019045i,0.00028345-0.00095532i,0.00037238-0.0012819i,-0.00011204-0.0012441i,4.7909e-05-0.00059511i,0.0003804-7.0273e-05i,0.00049586-0.00010804i,0.00079592-3.4319e-05i,0.00075008+0.00013438i,0.00019877+0.00038311i,-0.00030072-0.00032199i,-0.00083-0.00047404i,-0.00056028-0.0002644i,-0.00014837-0.00049627i,0.00013031-0.00040468i,0.00066383-1.5532e-05i,0.00077666+0.00083459i
