-0.002455-0.00017916i,-0.002806-0.0005823i,-0.0036357-0.00065688i,-0.0040839+0.00018178i,-0.0043615+0.0010293i,-0.0028252+0.0010332i,-0.0015043+0.0011204i,-0.0011432+0.0016997i,-0.00046408+0.0011829i,-0.00080648+0.0010701i,-0.0013484+0.0011559i,-0.0017242+0.0010303i,-0.0019378+0.00087028i,-0.0011797+6.9173e-05i,-0.00053968-0.00028423i,9.5555e-05-8.4665e-05i,0.00046316+0.00064555i,0.00030411+0.00095207i,-7.138e-05+0.00012558i,-0.00073436-0.00052739i,-0.00023376-0.00071042i,0.00051521-0.00063376i,-9.5901e-05-0.00089614i
-0.00062281-0.0017736i,0.00020843-0.0023619i,-0.0010862-0.0032071i,-0.0012175-0.0027653i,0.00020322-0.0010184i,-0.00042783-0.00011188i,-0.00099928-2.6833e-05i,-0.0010863+0.00034384i,-0.0010758+0.00053129i,-0.0013189+0.0004411i,-0.00083881+5.2712e-05i,-0.00038155-0.0005184i,-0.00034326-0.00017875i,0.00016918+3.1856e-05i,0.00050168-0.00034516i,6.3787e-05+0.00058002i,-0.00012392+0.0014104i,5.3544e-05+0.00041529i,0.00044053-0.00042819i,0.00041021-0.00045182i,-0.00016822-0.00040753i,0.00011982-0.00060445i,0.00050242-0.00044662i
0.00013595-5.5825e-05i,0.0010852-0.00027393i,0.0010207-0.00055398i,0.00080275-0.00059664i,0.0007283-0.00016338i,0.00035969-4.5143e-05i,9.7508e-05-0.00023259i,-3.3647e-05-0.00047592i,-0.00056474-0.00037218i,-0.00076765-0.00019857i,-0.00085899-0.00020597i,-0.00095884-0.00059214i,-0.00068525-8.7251e-05i,-0.00043733+0.0001627i,-0.00059095-0.00050724i,-0.00023401-0.00041014i,0.00074061+0.00018744i,0.00079057+0.00010257i,0.00024014-0.00055321i,0.00027459-0.00033515i,0.00054239+9.4752e-05i,0.00037301-0.00019066i,0.00068366-0.00032625i
-0.0016856-0.0011241i,-0.0015178-0.00033754i,-0.0018174+0.00044064i,-0.002359+0.00022078i,-0.0022751-0.00067069i,-0.0017296-0.00022726i,-0.0011269+0.00037037i,-0.00081926+0.00020397i,-0.00096907+0.00012206i,-0.00045357-0.00014745i,-6.9848e-05-0.00012255i,-0.00032674+0.00018742i,-0.0010219+4.6881e-05i,-0.0015041+0.00011529i,-0.00065277+0.00078474i,0.00053225+0.00063737i,0.00038285+0.00010363i,-9.6623e-06-0.00014681i,0.00010411-0.00013767i,6.6037e-05-0.00062855i,-0.00016335-0.0004838i,-0.00051241-6.5768e-05i,-0.00029551-0.00056885i
0.001123-0.00044113i,0.00065111-0.00027422i,0.00074185-0.00011315i,0.00012405-9.9593e-05i,-0.00070162-0.00054367i,-0.00087461-0.00039172i,-0.0015534+0.00032815i,-0.0022119-0.0002714i,-0.0016582-0.00044787i,-0.0007803+0.00040688i,-0.00065108+0.00017233i,-0.0007241-0.00035365i,-0.00047332-0.00041739i,-0.00023698-0.00057309i,0.00053304-0.00039595i,0.00087168-0.00011723i,0.00094487+0.00042739i,0.00053381+0.0011843i,-8.0799e-05+0.0012267i,-0.00046507+0.0005015i,-0.0011559-0.00014342i,-0.0010386-0.000388i,-0.00036359-0.0004525i
0.00056229+0.00025622i,0.00077624-0.00016613i,0.0010625-0.0014051i,0.00094509-0.0018477i,3.6011e-05-0.0016776i,-0.00082394-0.0013119i,-0.00090519-0.00084628i,-0.001034-0.00072625i,-0.00090665-0.00025699i,-0.0011277+0.00015814i,-0.0010076+0.0002485i,-0.00082456+0.0002128i,-0.0010655-0.0001537i,-0.00041601+3.6671e-05i,0.00062846+0.00025244i,0.00083748-0.00011211i,0.0014437-0.00023505i,0.0011727+0.00014367i,0.00011878-0.00021679i,-0.00026132-0.00089644i,-0.00011921-0.00080717i,3.9757e-05-0.00041357i,5.8497e-05-9.7998e-05i
-0.00057778+0.00051364i,0.00054226+0.00093793i,0.00019669+0.00040449i,-0.0010199-0.00068432i,-0.001793-0.0013236i,-0.0018791-0.00069175i,-0.001506+0.00010588i,-0.0018344-0.00039867i,-0.0024142-5.2082e-06i,-0.0016757+0.00083572i,-0.00067826-0.00015742i,-0.00061745-0.00069592i,-7.0485e-05+7.1609e-05i,0.00020281+8.3868e-05i,-0.00018155-0.00017733i,-6.3518e-05-5.3122e-05i,0.00063335-0.00025977i,0.00084344-3.655e-05i,0.00052479-0.00021887i,-0.00018689-0.00069i,-0.0008998-0.00075069i,-0.00058046-0.0011803i,0.00015215-0.0010741i
0.00083292+0.001328i,0.00053065+0.00098036i,0.00085007+0.00043565i,0.0020398-0.00033107i,0.0023947-0.00081429i,0.0014461-0.0010727i,0.00027745-0.00043514i,-0.00034954+9.6738e-06i,-0.00098538-1.9707e-05i,-0.0010712+0.00060493i,-0.00086454+0.00089694i,-0.00047425+0.00049434i,-9.8282e-05-0.00010576i,-8.4821e-05-0.00047566i,-0.00014394+2.1599e-05i,-0.00048363-6.731e-05i,-0.00078986-0.00050429i,-0.00019424-0.00048309i,0.00056947+0.00016583i,0.00076331-2.1258e-05i,0.00017005-0.00015324i,-0.0004356-0.00011704i,-0.0002677-0.00048163i
-0.00031558-0.00027788i,-7.8433e-05-0.00097283i,-0.00095688-0.00035912i,-0.0011427-0.00052349i,-0.00037259-0.0010457i,0.00076869-0.00096829i,0.00086885-0.00055308i,0.0002453-0.00052978i,0.00033275-0.00017859i,0.00012548+0.00091567i,-0.00021432+0.001496i,-0.00010972+0.00068533i,-0.0004254+0.00082553i,-0.00086126+0.001795i,-0.00083848+0.0015596i,-0.00036796+0.00067969i,0.00026124+0.00028998i,0.00039044+9.8286e-05i,0.00042469-0.00021813i,0.00072005-0.0010095i,0.00040478-0.00086381i,3.2126e-05+5.2205e-05i,-0.00016264+0.00022488i
0.00048048+0.00057562i,0.00093814+0.00075838i,4.9776e-05+0.0011367i,-0.00088558+0.0010421i,-0.00036804+0.00087617i,-0.00034215+0.0005622i,-0.00075521+0.00050466i,-0.0012613+0.00036903i,-0.0012112+6.7788e-05i,-0.0004179+0.00022843i,-0.00020716-0.000152i,-6.3674e-05-0.0010086i,-0.00034852-0.00088837i,-0.00074562+0.00011968i,-0.00057102-0.00014604i,-3.7858e-05-0.0006726i,0.0004187-0.00023779i,0.00091723+0.00052333i,0.00071918+0.00088755i,-3.178e-05+0.0009865i,-0.00035575+0.0002626i,-0.00037605-2.0972e-05i,-0.00090682+0.0005819i
0.00031676+0.00084504i,0.00046189+0.0015983i,0.00039978+0.00068212i,0.00048311-0.0012708i,-4.8205e-05-0.0023813i,-0.0012272-0.0023443i,-0.0013256-0.0013949i,-0.00088878+3.8815e-05i,-0.000988+0.00048153i,-0.00065077+0.00045837i,-0.00072236+0.00059064i,-0.0010876+0.00034109i,-0.00051072+0.00050998i,0.00068636+0.00073949i,0.0012229+0.00016539i,0.0011867+4.6099e-05i,0.00060331+0.00056439i,0.0001468+0.00045303i,-0.00034826-3.5593e-05i,-0.00085574-0.00025087i,0.00025106-5.1457e-05i,0.00017577-0.00048724i,-0.00052387-0.0005896i
0.0020467-0.0014227i,0.0019963-0.0016753i,0.00088072-0.0018747i,0.00093069-0.0022797i,0.00091033-0.0016778i,-8.874e-05+0.00063385i,-3.7482e-05+0.0014555i,-0.00026587+0.00063413i,-0.0008519+0.00043651i,-0.0006792+6.9041e-05i,-0.00014645-0.00098139i,-0.00066053-0.00059788i,-0.0012705+6.9777e-05i,-0.00093449-0.00012671i,-0.00021162-0.00034526i,5.5704e-05+0.00012162i,-0.00027966+0.00048786i,-0.00032976+0.00019336i,-0.00025743-0.0004951i,-0.0002833-0.0010162i,0.00043797-0.00080632i,0.00064363+0.00024734i,0.00021886+0.00056212i
8.4202e-05-0.0018581i,0.00026068-0.0018547i,-0.00018689-0.0021127i,-0.0010906-0.0018803i,-0.0016915-0.00077682i,-0.0015624+5.7708e-05i,-0.00058564-0.00088945i,-9.6655e-05-0.0010766i,-0.00084701-0.00025759i,-0.0012875+0.00030006i,-0.0016351+0.00013434i,-0.0011938+0.00013038i,-0.00053424+0.00035315i,8.788e-06+0.00015415i,0.00048737-0.00021894i,0.0006073-0.00063037i,0.0010677-0.00094159i,0.00096548-0.00057324i,0.00036948-2.2449e-05i,-0.00014857-0.00025559i,0.0002992-0.0003505i,0.00040487+8.6853e-05i,-0.0002948-0.00013479i
-0.0017394-0.00030025i,-0.0014295+0.00032352i,-0.0018861+0.00075968i,-0.0017251+0.0010288i,-0.0013228+0.00090169i,-0.00037658+0.00088247i,0.00057707+0.00067745i,0.00070915-1.9732e-05i,-4.9357e-05-0.00065894i,-0.00063356-8.5218e-05i,-0.0010932+0.00098814i,-0.0009926+0.00078208i,-0.00074093+0.00045386i,-0.00053424+0.00047212i,-0.00013895+0.00064578i,-0.00011458+0.00039571i,-0.00021325+0.00015909i,0.00019923+0.00019367i,0.00054623-4.293e-05i,-0.00045603-0.00028295i,-0.0012337-9.1961e-05i,-0.0005106-1.2509e-05i,0.0011221-0.00014353i
0.00085109+0.00032546i,0.0010445-0.00043547i,0.0015174-0.0012505i,0.0015344-0.0020432i,0.0011995-0.0022817i,0.00058862-0.0013942i,-0.00049392-0.00050622i,-0.00096712-0.00018365i,-0.00087347+0.00023976i,-0.00031944+0.00041199i,-0.00043544+0.00059381i,-0.00089468+5.7542e-05i,-0.00095617-0.00077284i,-0.00072086-0.00054075i,-0.00032662+4.6073e-05i,0.00014908+0.00019642i,0.00073363-0.00046688i,0.00082474-0.000143i,0.00057835+0.00014655i,0.00043437+0.00017009i,8.2971e-05+3.2928e-05i,0.00016382-0.00029571i,-7.3526e-05-0.00022985i
-0.00044665-0.00059828i,0.0001949-0.00054406i,-0.00014722-0.00046623i,-0.00039899+0.00041658i,-0.00091636+1.1058e-05i,-0.00039801-8.1628e-05i,0.00035342-6.5043e-05i,0.00040655-0.00026033i,0.00020001+9.8405e-05i,-0.00029496+0.00070778i,-0.00025694-0.00024579i,0.00024958-0.0004786i,0.00016155-3.4792e-05i,0.00026416+0.00020332i,-0.00018409+0.0006426i,-0.00039085+0.00028902i,-5.0491e-05+0.0005339i,-0.00021524+0.00074783i,-0.00046616+0.00015527i,-0.00017986+0.0003953i,0.00038035+0.00082106i,5.0613e-06+0.00037359i,-0.00048557-7.0155e-05i
-0.00088672+0.0012133i,-6.8119e-07+0.0012345i,0.0008499+0.00067526i,0.00060794+0.00036918i,0.0001442-0.0001749i,2.7075e-05+1.9171e-05i,-0.00018963+0.00028029i,-0.00032661-0.00037304i,-0.00029214-6.3886e-05i,-0.00045909+0.0001703i,-0.00015483+0.00019409i,8.2604e-06+0.00024876i,0.00019657+0.00011866i,0.00080413+0.00034149i,0.0013611+0.00096825i,0.0012642+0.0011907i,0.00021548+0.00043599i,-8.1788e-05-6.5411e-05i,0.00083398-0.00054391i,0.0010722-0.00080134i,0.00026248-0.00044441i,-0.00016984-0.00014242i,-0.00019545+8.8466e-06i
1.2225e-05-0.001102i,-0.00095117-0.00055617i,-0.00064256-0.00065676i,-0.00053946-0.0012847i,-0.0011549-0.0017177i,-0.0009153-0.0010828i,-0.00029176-0.00023623i,-0.00055486-0.00048455i,-0.00063311-0.00078798i,-0.0006101-0.00072703i,-0.00060404-0.00086273i,-0.00029829-0.00028197i,-0.00085594+0.00071848i,-0.0015309+0.0005418i,-0.00098863-0.00026237i,0.00032033-3.2369e-05i,0.00099251+0.00074615i,0.00079106+0.0007466i,0.00040527+0.00037477i,-0.00020225-6.1314e-05i,-0.0008781-0.00044643i,-0.0010585+1.5165e-05i,-0.00084017+0.00025835i
0.00014614+0.00047158i,-0.00059687-0.00042845i,-0.00083101-0.00054858i,-0.0011735-0.00094576i,-0.0014331-0.0019027i,-0.00070817-0.0022901i,-0.00037173-0.0017016i,-0.00080471-0.00046083i,-0.00066874+0.0010135i,-0.00047323+0.0014658i,-4.6706e-05+0.00050136i,-1.5643e-05+0.00031249i,-0.00012409+0.00058993i,0.00028232+0.00030692i,0.00025515+0.00031094i,-0.00014654+0.0005553i,9.2654e-05+0.00032688i,0.00079205+0.00023897i,0.00053388+0.00039452i,-9.1355e-05+0.00049115i,-0.00053989+0.00055439i,-4.4509e-05-0.00018173i,0.00015561-0.00082165i
-0.0016385-0.00019228i,-0.0012662-0.00042286i,-0.0017183+3.5379e-05i,-0.0017419+0.0010484i,-0.00097803+0.0017409i,-0.00037621+0.0014805i,-0.0001903+0.00030308i,-0.00029368+2.0583e-05i,-0.00029149+0.0002606i,-0.00016164+0.0006082i,-0.00041392+0.00089749i,-0.00081127+0.0014398i,-0.00043833+0.0013098i,-4.7039e-05+0.00035803i,7.705e-05+0.00014153i,2.5872e-05+0.00080024i,0.00021444+0.0010237i,0.00011063+0.0007484i,-0.00048422+0.00023931i,8.4856e-05+0.00017617i,0.00042499+0.00033507i,-0.00015556+0.00022407i,3.456e-06-0.00018566i
-0.00040026+0.00053445i,0.00021085-0.00068256i,0.0018834-0.0016408i,0.0018117-0.0017364i,0.00053285-0.0019984i,0.0001849-0.002509i,0.00032861-0.0016471i,-0.00049101-0.00030318i,-0.0005951+9.9105e-05i,0.00034469+0.00037502i,7.5766e-05+4.1854e-05i,-0.00053157-0.0001031i,-0.00052628+4.724e-05i,-0.00048519-0.00025754i,-0.00041783-0.00041561i,-2.6125e-05-0.00015544i,0.00033831+0.00069963i,0.00045001+0.00075747i,0.0005394+0.00026633i,0.00063372-0.00012155i,-0.00010815+4.4954e-05i,-0.00012952+6.1758e-06i,-3.1098e-05-3.0017e-05i
-0.0030385-0.0014369i,-0.0030302-0.0024733i,-0.0030337-0.0016904i,-0.0033071-0.00029651i,-0.00214+0.00019258i,-0.00061884+0.00011772i,-0.00013416+0.00029879i,-0.00088868-0.00071232i,-0.0012525-0.0012137i,-0.0010886-8.8428e-05i,-0.00062569-0.00036537i,-0.00010033-0.00062934i,-0.00030747-0.00028087i,-0.00040314+0.00024884i,2.4917e-05+0.00038971i,-0.0003098+0.00045487i,-0.0002978+0.0004086i,0.00063794+0.00036946i,0.0010327-3.9046e-05i,0.00040011-0.00093055i,-0.00034075-0.00094111i,-0.00083244+5.0258e-05i,-0.0010574+0.0003884i
-0.00047552-0.0015821i,-0.00062803-0.0019637i,-0.0015428-0.0012696i,-0.0013673-0.0003033i,-0.0011743+0.00037791i,-0.00065705+0.00044516i,-0.00042675+0.0003946i,-0.00072645-0.00015633i,-0.00039485-0.0005719i,-0.00011485-0.00042223i,-9.9797e-06-3.8292e-05i,-0.00018487+0.0007898i,-0.00051649+0.0018991i,-0.00089726+0.0017717i,-0.00041959+0.0010105i,0.00020937+0.0011582i,0.00067162+0.0011579i,0.0012742+0.0010172i,0.0012876+0.00045416i,0.00030851-0.00011647i,-0.000826-0.00039389i,-0.00096158-0.00062682i,-0.00065775-0.00073116i
-0.00072161+0.00099551i,-0.0013496-0.00058188i,-0.0013825-0.00069556i,-0.0011973+0.00034835i,-0.00056198+0.0006567i,0.00034564+0.00081805i,0.00037916+0.00059097i,-0.00052952+0.00020201i,-0.00055107+0.00037761i,-0.00058223+0.00035135i,-0.00089977+0.00012751i,-0.00087533-0.00013736i,-0.00084159+0.00021552i,-0.00024467+0.00050079i,0.00042609+0.00039652i,0.00032423+0.0010155i,-0.00016364+0.0016628i,-0.00037026+0.0012662i,-0.00043787+0.0005603i,9.1672e-05+0.00042106i,-4.0042e-05+0.00076019i,-0.0011036+0.00044936i,-0.00062157-0.00071849i
-0.00034181-0.00010777i,-0.00046133+0.00045199i,-0.00029742+7.9982e-05i,0.00028056-0.00049526i,0.0009594-0.00078511i,0.00043986-0.0011335i,-0.0010573-0.00071203i,-0.001763+0.00016782i,-0.0013468+8.6913e-05i,-0.00081385-0.0003223i,-0.00059279-0.00039785i,0.00012744-0.00036928i,0.00085991-0.00013349i,0.00040959+0.00033618i,-0.00046583+0.00011695i,0.00022864-0.00031467i,0.0011188-0.00032423i,0.00080361-0.00023539i,0.00083048-0.00035408i,0.001119-0.0014737i,0.00063551-0.0020023i,0.00015949-0.0011523i,-0.00022676-1.7393e-06i
-0.00098322+0.00043533i,1.8317e-05-0.00056854i,0.00092444-1.8514e-05i,0.00037503+0.00031989i,-5.8058e-05-0.00014363i,-0.00010194-0.00020271i,-0.00094158+8.4074e-05i,-0.0015949+0.00026179i,-0.0017179+0.0003656i,-0.00062702+0.00036404i,0.0010819+0.00047663i,0.0013343+0.0012184i,0.0011538+0.00086875i,0.0015115+0.0005318i,0.0013119-4.3876e-05i,0.00078709-0.00067819i,0.00035585+0.00030189i,0.00047315+0.0009338i,0.00042931+0.00060332i,0.00067639+0.00040749i,0.00046692-0.00020971i,-0.00040076-0.00020411i,-0.00096485+0.00014685i
-0.00099746-0.00052698i,-9.2484e-05-4.853e-05i,0.00034218+0.0012157i,0.00061236+0.001366i,0.00043717-1.2116e-05i,0.00020838-9.3368e-05i,-8.386e-05+0.0005381i,-0.00052203+0.00053239i,-4.8302e-05+0.00030334i,0.00040326+0.00055058i,0.00020034+0.00099348i,-0.0004205+0.00057625i,-0.00064215+0.00021545i,-0.00032642+0.00017122i,0.00013105-0.00032222i,0.00043005-0.00034573i,0.00019433+0.0004439i,-6.0043e-06+0.00088914i,-0.00036474+0.00076767i,-0.00092182-0.00027475i,-0.00085547-0.0006714i,-0.00038657+4.6331e-05i,-0.00025564-0.00021888i
-0.00083382-0.00050551i,-0.00084529+0.00031002i,-0.0019933-0.0008797i,-0.0023937-0.0012872i,-0.0019024-0.00069058i,-0.001334-0.00086339i,-0.00082589-0.00014757i,-0.00093798+0.00078496i,-0.00075533+0.00023617i,-0.00032629-0.00010059i,-0.00084116+0.00046517i,-0.00094207+0.0011747i,-0.00061265+0.0008154i,-0.00049195+0.00049024i,-0.00060598+0.00024076i,-0.00087502-0.00081121i,-0.00044074-0.00046446i,-8.3532e-06+0.00051884i,0.00054929+0.00056045i,0.00064754+0.00045557i,-0.00038511-0.00027903i,-0.0005598-0.0010692i,-0.00088109-0.00044266i
-0.0017053+0.0011193i,-0.00077905+0.00081904i,-0.0010033+0.0013382i,-0.00059158+0.0016442i,-3.998e-05+0.00096854i,-0.0014623-0.000202i,-0.0025892-0.0007656i,-0.0025131-5.6615e-05i,-0.0017684+0.00094865i,-0.0012359+0.0011475i,-0.00035825+0.00089592i,-0.00012837+0.00042145i,-0.00038119-0.00014863i,0.00021113-0.00050177i,0.00017124-0.00062148i,-0.00041749-0.00026519i,0.00012208+5.1403e-05i,0.00062992+0.00026107i,0.00058049+0.00027261i,0.00065005+0.00052852i,0.0008239+9.8565e-05i,0.00046106-0.00031744i,-4.8111e-05-0.00043732i
0.0018066+0.00069639i,0.0019073+0.00080863i,0.0029502-0.00031178i,0.0024093-0.0012979i,0.0008933-0.0022044i,-2.3257e-05-0.0019722i,-0.00054048-0.0014162i,-0.00063587-0.0012179i,-0.00080936-0.00016483i,-0.00096395+0.00057479i,-0.00032427+6.0679e-05i,-0.00048721-0.0007916i,-0.0013148-0.00084085i,-0.0011407-0.00062195i,0.00015594-0.0010366i,0.00091479-0.0010861i,0.00048223-3.2266e-05i,0.00030631+0.00091804i,0.00067981+0.00087868i,0.00040992+0.00018285i,-3.4577e-05-0.00034947i,-0.00027409-0.0003865i,-0.00073983-9.5553e-05i
-2.4125e-05+0.0012359i,-0.00067494+0.0010254i,-0.0012967+0.0004186i,-0.0010929-0.00088254i,-0.00014965-0.00072234i,-0.00060512+6.2898e-05i,-0.0013726+0.00022162i,-0.0010461+0.00023291i,-0.00091259+0.0010309i,-0.00082177+0.0011072i,-0.00031131+0.00021585i,-6.6415e-05-0.00059012i,-0.00034669-0.00091704i,-0.00067142-0.00052426i,-0.00081961-0.00051895i,-0.00037933+5.5166e-05i,0.00031052+0.00067562i,0.00046705+0.00019365i,0.00056665+6.3755e-05i,0.00041496-9.3618e-05i,9.2536e-05-0.00095856i,0.0002358-0.0014532i,0.00035429-0.00081889i
-0.00013108+0.0012022i,-0.00066318+0.00030652i,-0.00015-0.00033084i,0.00084552-0.00079573i,0.00056748-0.0017313i,0.00063615-0.0019178i,-3.4944e-05-0.00082202i,-0.0008143+0.00030791i,-0.00046313+0.00063503i,-0.00015618+3.8726e-05i,0.0011303+0.0003636i,0.0016155+0.00074412i,0.00065517-4.258e-05i,0.00042233-0.000256i,0.00071475+0.0001185i,0.00050545+0.00069652i,0.00034818+0.00099964i,0.00063669+0.0009319i,0.00070739+0.00061886i,0.00038315+0.0006816i,-5.5026e-05+0.00019786i,-2.6702e-05-0.00073907i,-7.2488e-05-0.0010958i
-0.00055061-0.0016447i,-5.7966e-05-0.0013056i,6.1725e-05-0.0013722i,-0.00040911-0.00065473i,-0.00010743+0.00038001i,0.00028158+0.0011568i,0.00051356+0.00095354i,2.0824e-05+0.00091351i,-0.00067569+0.000798i,-0.00054853+0.00049238i,-0.00031068+0.00078702i,0.00013529+0.0011836i,0.00020093+0.0016599i,-0.00020584+0.0015718i,-9.431e-05+0.00081985i,0.00047731+0.0004718i,0.00057711+0.0004069i,0.00027058+0.00051874i,-0.00046213+0.00057252i,-0.00071494+4.0635e-06i,-0.00058705-0.00010525i,-0.0011999+0.00035331i,-0.0010344+6.6126e-05i
0.00045516-0.0021893i,-0.00038279-0.0012696i,-0.0025579-0.0013518i,-0.0036225-0.00097734i,-0.0032199+0.0003011i,-0.002186+0.0006559i,-0.00075757+0.00035735i,-0.00040273+0.0007345i,-0.00073944+0.00072089i,-0.00098852+0.00036018i,-0.00071561+0.0007193i,-0.00016434+0.00069391i,7.6728e-06+9.9724e-06i,0.00026585+0.00028051i,0.00015611+0.00034253i,0.00014344-0.00014565i,0.00079339+0.00052208i,0.00081492+0.00097726i,-0.00024155+0.00051974i,-0.00070112+0.00023201i,-0.00055952+0.00031383i,-0.00059627+0.00039464i,-0.00055659+0.00015357i
0.00050788-0.00085343i,0.00010086-0.0013958i,-6.3262e-05-0.0029064i,-0.00036596-0.0024317i,-0.00025892-0.0015889i,0.0004354-0.00074805i,0.00024356+4.5609e-05i,-0.00038616-0.00019919i,-0.00026391+0.00024872i,-0.00036906+0.00061369i,-0.00025515+1.058e-05i,-2.3694e-05+0.00015691i,-0.00042224+0.00043516i,-0.0009812-0.00037744i,-0.00060986-0.00057817i,-1.012e-05-0.00059035i,0.00063783-0.00040422i,0.00038149+0.00051167i,-0.00066156+0.00030526i,-0.00044992+8.2995e-05i,-0.00043539+0.000126i,-0.00034985-0.00010668i,0.00024012+0.00019825i
-0.00031159+0.0013677i,4.3007e-06+0.00098288i,0.00094006+0.0019804i,0.0025884+0.0019713i,0.00269+0.00093765i,0.0013888-0.00028738i,-5.8854e-05-0.00065645i,-0.00051482-0.00039576i,-0.00011758+7.8349e-05i,0.00011474+0.00048588i,0.00028339+0.00010509i,0.00065808-0.00060263i,0.0002168-0.00037656i,-0.00032353-7.1018e-05i,-0.0001838+0.00016554i,3.0551e-05+0.00038113i,0.00038679-0.00010445i,0.0006312+0.00029626i,0.0004969+0.00043459i,0.00017884+0.00020758i,-0.00015773+0.00053701i,-0.00028196-0.00018419i,5.4077e-05-0.00083695i
6.4731e-06-0.0010654i,0.00015773-0.0020583i,-0.0007116-0.0027824i,-0.0013495-0.0022051i,-0.0017732-0.0014775i,-0.0016847-0.00051157i,-0.00083418-0.0005392i,-0.0005893-0.00072076i,-0.0011162+0.00037773i,-0.00099351+0.00087423i,-0.000237+0.0008581i,-0.00027892+0.00071021i,-0.00029499+0.0007522i,0.00016142+0.0010684i,0.00017252+0.00065873i,0.00017932-7.1317e-05i,0.00055108-0.00019984i,0.00057989+0.00082983i,0.00023778+0.0010032i,-0.00033423-0.00031425i,-0.00086789-0.0011826i,-0.00087122-0.00051227i,-0.00066778-0.00024154i
0.00056444-0.00038019i,0.00031642+0.00072194i,0.00016791+0.0015496i,5.8896e-05+0.00082454i,-0.00051314+0.00035386i,-0.0013304+0.00020806i,-0.0014342-0.00048493i,-0.0013477-0.00049644i,-0.0013711+0.00025006i,-0.0011711+0.00068708i,-0.0011319+0.0007087i,-0.0012893+0.00069455i,2.0587e-06+0.0009858i,0.00085687+0.00082584i,-0.00024722+0.00026632i,-0.00030659+0.00050255i,6.0947e-05+0.00015081i,-0.00047536-0.00031374i,-0.00087033-0.00010131i,-0.00040997-0.00034018i,0.00049527-0.00084325i,0.00041387-0.00028354i,-9.7698e-05-0.00021411i
-0.0020023-0.00077886i,-0.0023823-0.00024586i,-0.002138-0.00085981i,-0.0020685-0.001566i,-0.0017607-0.0011097i,-0.0011-0.0010244i,-0.00037439-0.0013421i,-0.00031447-0.0010815i,-0.00042729-0.00052588i,-0.0002121+0.0001532i,-0.00052421+0.0004611i,-0.00077692+0.00018185i,-0.00027582-0.00035399i,-0.00029471+0.00017316i,-0.00031727+0.00030632i,-1.7189e-05-0.0001609i,0.00039935-4.025e-05i,0.00096042-0.00019236i,0.00092309-0.00053298i,0.0001004-0.00050064i,-3.2539e-05-0.00093612i,6.3978e-05-0.00095469i,-0.00068834-0.0006362i
-0.0011783-0.0011772i,-0.0020813-0.00041965i,-0.0014041+0.00070009i,0.00014368-0.00012925i,0.00017638-0.00062951i,-0.00074449-0.00022664i,-0.00058473-0.00046429i,-0.00048795-0.00063979i,-0.00077332+2.6726e-06i,-0.00080171+0.00030983i,-0.0005466+0.0001951i,-0.00036159+0.00013941i,-0.00025307+0.00030155i,-0.00034456+0.00070336i,0.00011342+0.00050849i,0.00041696+0.00050816i,-0.00049676+0.0001455i,3.4771e-05+9.7375e-05i,0.00031449+8.0719e-06i,-0.00029492+0.00016706i,-0.00039581+0.00072758i,-0.000727+0.00060628i,-0.001047-0.00019951i
-0.0006188-0.00070469i,-0.0011131-0.00074925i,-0.0021029-4.3516e-05i,-0.0024223+0.0002332i,-0.0012528+0.0010768i,2.4253e-05+0.00092553i,3.3954e-05+9.9778e-05i,-0.00037328+0.00053615i,-0.00018028+0.0008743i,8.8992e-05+0.00073698i,3.2758e-05+0.0011349i,-0.0003258+0.00029508i,-3.231e-05+0.0002642i,-3.8441e-05+0.0012961i,0.00027006+0.0011046i,0.0011473+0.00072771i,0.001326+0.00048438i,0.00088624+3.5123e-05i,0.00060445+0.00052611i,-0.0001859+0.0005099i,-0.00088837-0.00045922i,-0.00078828-0.00086804i,-0.00094968-0.00065971i
-0.00022377-6.1747e-05i,-0.00084175+1.6972e-05i,-0.00072853-0.00057254i,-0.00010056-0.00070994i,-2.7948e-05+0.00014506i,-0.00028625+0.00014465i,-0.00033799-2.867e-05i,-0.00054983+0.00036921i,-0.00086586+0.0010765i,-0.00070722+0.0014329i,-0.00079858+0.00082383i,-0.00028034-4.9652e-05i,0.00029294+0.00010634i,-9.6573e-05+0.00063548i,-0.00084524+0.00026536i,-0.00068471+0.00025527i,0.00035237-0.00041149i,0.0010968-0.00077212i,0.0008765-0.00056826i,0.00019508-0.00021212i,-0.00027396+0.00047883i,-0.00089309-0.00026891i,-0.0010245-0.0013185i
-0.00028684+0.001463i,0.0004226+0.0007405i,0.00081439-0.00062304i,0.00070787-0.0010821i,0.00059043-0.0015989i,0.000336-0.0020219i,-0.00017858-0.0017363i,-0.00057816-0.00092392i,-0.00081954-9.5874e-05i,-0.00031977+0.00025519i,0.00058557+0.00020834i,0.0014006+4.7762e-05i,0.00081522-0.00035257i,0.0003843-0.0010648i,0.0006587-0.0010559i,0.0010831-0.00035153i,0.0010153+0.00025051i,7.6922e-05+0.000737i,0.00019863+0.00030699i,0.0012152-0.00012444i,0.0014375-0.00038908i,0.0008133-0.00068416i,6.5539e-05-0.00046687i
