-0.00071201+0.0010985i,-0.0011341-1.0312e-05i,-0.0017729-0.0013801i,-0.001521-0.0011516i,-0.0012908+4.8574e-05i,-0.0015491+0.0013682i,-0.0010402+0.0018973i,-0.00014022+0.0022662i,0.00099223+0.0012183i,0.00077862+2.1568e-05i,-6.6738e-05-0.00020993i,5.2193e-05-0.0012949i,0.0001378-0.0017405i,-0.00051855-0.0012062i,-0.00044476-0.00042827i,-0.00016843-7.5583e-05i,-0.00069933+0.00018046i,-0.00038807+0.00059131i,-0.00020279+0.00019452i,-0.00010542-0.00036948i,0.00020772-4.6142e-05i,0.00014275-0.00022741i,-0.00033091+0.00029484i
-0.00018975-0.0005898i,-0.0011581-0.00079473i,-0.0020855-0.00095018i,-0.001693-0.00069724i,-0.00088547+0.00033008i,0.00032982+0.00076133i,0.00042+0.00072943i,-0.0006054+0.00037529i,-0.00088981-0.00023152i,-0.00067749+0.00021191i,-0.00053737+0.0010305i,-0.00028422+0.00023212i,0.00029313-0.00036666i,3.7018e-05-0.0004403i,-0.00035767-0.00063621i,-0.00028313-0.00046998i,0.0005283-0.00050447i,0.00094718+6.2051e-05i,0.00069146-7.6601e-05i,0.00050345-0.001305i,0.00032215-0.00063488i,0.00041591+0.00042834i,9.3814e-05+0.000271i
-0.00010503-0.0006983i,-0.0009159-7.5786e-05i,-0.00028543+0.00053898i,-0.00061397+0.0014718i,-0.00040184+0.0010083i,0.00081325+0.00085948i,0.0011741+0.0014783i,0.00010214+0.0012078i,-0.00070771+0.00046914i,-0.00097569+0.00030992i,-0.00049821+0.00058253i,0.00026868+0.00034112i,-0.00025089+0.00028899i,-0.00085449+0.00040647i,-0.00056468-3.9832e-05i,-0.00080572+0.00017438i,-0.0010219+0.00050615i,-0.00040013+0.00034047i,0.00051498+0.00037217i,0.00018204+0.00070193i,-0.00072728+0.00041282i,-0.00054086-0.00041267i,-0.00053623-0.00073278i
0.00083362+3.0253e-05i,0.00053034-0.00033239i,-0.00025669-0.0011798i,-0.0011873-0.0010767i,-0.00053712-0.00022656i,0.00034579+0.00034109i,0.00014324+0.00098477i,0.00012978+0.0011273i,0.00022776+0.0012202i,-0.00039012+0.0015026i,-0.00014893+0.0013048i,0.00014594+0.0014165i,-0.00033067+0.00057607i,-0.00040139-0.00035761i,1.7355e-05-0.00066023i,1.1404e-05-0.00073062i,0.00015401-0.00035113i,0.00077612-0.00074891i,0.00030737-0.001348i,2.979e-05-0.00097845i,0.00040028-0.0011261i,0.00018058-0.0010346i,-0.00010017-0.0003127i
0.00037671+0.001281i,-0.00028378+0.00020306i,-0.001534+0.00026332i,-0.0014322+0.0014505i,-0.0002152+0.001524i,0.00021227+0.0011545i,0.00029696+0.0016491i,-1.205e-05+0.0013999i,-0.00018781+0.00082977i,-0.00011919+0.00025999i,-0.00029272-0.0003676i,0.00026769-0.0004966i,0.00032312+0.00043406i,-0.00011488+0.00077907i,-0.00022664+6.6781e-06i,-0.00049904-0.0004822i,-0.00069583-0.00043361i,-0.00053214-0.00023619i,-0.00037261+0.00028986i,-0.00050027+0.00078622i,-5.228e-05+0.00049192i,0.00045558+0.00031336i,0.00037458+4.142e-05i
-0.0012631+0.0013311i,-0.0013038+0.0013225i,-0.00043642+0.0016125i,0.00017841+0.0027444i,0.00041974+0.0025662i,0.00078095+0.00091605i,-0.00012115+0.00057968i,-0.00090403+0.00089843i,-0.00014128+0.0012598i,0.0001241+0.0017108i,-5.2525e-05+0.0014334i,0.00069612+0.0009814i,0.0010177+0.00072381i,0.00084998+0.00041081i,0.00093737+0.00046953i,0.00080191+7.0857e-05i,0.00069064+7.5643e-05i,0.0005591+0.00058277i,0.0006254+4.7179e-05i,0.00044233-3.0234e-06i,0.00071422+0.00041737i,0.00092392+0.00041229i,0.00028157-0.00033092i
-0.00045163-0.0011383i,-0.0014449+2.6415e-05i,-0.0019622+0.0004067i,-0.0024896+0.0017672i,-0.0017907+0.0018549i,-0.00042443+0.00070186i,-0.00011746+0.0005472i,-0.00046557+0.00085553i,-0.00073692+0.00021013i,-0.0010844-0.0008037i,-0.0017238-0.00038143i,-0.0014321+0.0005599i,-0.00039024+0.00090707i,0.00073075+0.0001034i,0.00075074-0.00013319i,-0.00029176+0.00050333i,-0.0011191+0.00014022i,-0.00069502+0.00067307i,0.00033114+0.0013658i,0.00013509+0.00093742i,-0.00048725+0.00031197i,-0.00059675+7.6353e-05i,-0.00034784-0.00017336i
-0.0018177+0.00017222i,-0.0023003+0.000842i,-0.0020363+0.0025542i,-0.001158+0.0031338i,0.00027751+0.0017965i,0.0013254+0.00017506i,-2.4185e-05-0.0009099i,-0.0014189-0.00034534i,-0.00094035+0.00066047i,0.00023676+0.00099468i,0.00051065+0.00092238i,0.00086495+0.00076771i,0.00030503+0.00085847i,-0.00063434+0.001057i,-0.00041547+0.00077692i,0.00025358+7.6342e-05i,0.00017278+0.00011292i,-0.00047075-0.00027649i,-0.0010827-0.00051851i,-0.00096963+0.00045234i,-0.0001798+0.0010962i,0.00010432+0.00084464i,1.466e-05+0.00032856i
-0.0025478-0.0032307i,-0.0031097-0.0022409i,-0.0033786-0.0018335i,-0.0030416-0.00046133i,-0.0017362+0.00080667i,-0.00035844+0.0010344i,-0.00025535+0.0006684i,-0.00047482-1.1945e-05i,-0.00047616-0.00012929i,-0.00056159+0.00020289i,-0.00089859+0.00066752i,-0.00073061+0.00063731i,-0.00025522+9.3966e-05i,-0.00067857-7.8427e-05i,-0.00047877-0.00011886i,-0.00043929-0.00061868i,-0.00058636-0.00062032i,-0.00032523-0.00054339i,-0.00030414-0.0010563i,-0.0003064-0.00076148i,-0.00034495-0.00053107i,8.1621e-05-0.00012582i,0.00013225+0.00012023i
0.00090824+0.0010634i,9.7317e-05+0.0021563i,0.00050353+0.00267i,0.00076882+0.0015935i,0.00061736+8.3718e-05i,0.00098333-0.00055113i,0.00088217-0.00029568i,0.00029526-0.00013655i,0.00015751-0.00021547i,-0.00027563-0.00011538i,-0.00035708+0.00031798i,-0.00049223+0.00028302i,-0.00047285+0.00028765i,0.00039801+0.00046942i,4.057e-05+0.00039054i,0.0001862+0.00032233i,0.00060864-0.00049835i,0.00026264-0.00031421i,-0.00017152+0.00016893i,0.00016822-0.00040966i,-0.00015846-0.00074211i,-0.00047758-0.00083212i,-2.4332e-05-0.00097428i
0.0010726-0.001883i,0.00091444-0.0023489i,0.001487-0.0026987i,0.00098082-0.0010239i,5.1173e-05+0.00095207i,0.00019993+0.00097539i,9.3215e-05+0.00015559i,-0.00026931-0.00026695i,-0.00027865+3.6019e-05i,-0.00049179+0.00023582i,-0.00071551+0.00016007i,-0.0011261+0.00016355i,-0.0013494-0.00045402i,-0.00053371-0.0006673i,-8.7266e-05-4.7561e-05i,-0.00058581+3.4894e-05i,-0.00067188-0.00058635i,-0.00018414-0.00020159i,0.00011288+0.00040161i,-0.0002618+0.0004986i,-0.00044192-5.2319e-05i,-9.0611e-05-0.00011988i,0.00016896+6.1965e-05i
-0.001072+0.0016282i,-0.0022088+0.0026157i,-0.0017425+0.0037312i,-0.00082708+0.0039432i,0.00015779+0.0023065i,0.00086507+4.2345e-05i,0.00076219+0.00017345i,0.00043969+0.00055317i,0.00022186-0.00013459i,0.00015621+0.00014926i,0.00041497+0.00053911i,0.00076256+0.00024354i,0.00055569+0.00075367i,0.00068048+0.001306i,0.00087822+0.0009406i,0.00068911+0.0011427i,0.00051463+0.001476i,6.5387e-05+0.00092852i,-0.00055068+0.00059913i,-0.00043574+0.00050725i,-8.8994e-05+0.00040558i,-8.5537e-05-0.00018423i,-0.0001108-0.00037917i
0.00074128+0.00083383i,0.00012613+0.00078659i,0.00036343+0.00034226i,-0.0007747+0.00048903i,-0.0018019+0.00057992i,-0.0013129+0.00020971i,-0.00086291+5.5358e-05i,-0.00061232+0.00071768i,-0.00062823+0.00069517i,-0.00065537+4.5051e-05i,7.5583e-05-0.00050245i,0.00073132-0.00035223i,5.1563e-05-1.8471e-05i,-0.0008148-0.00029814i,-0.00090935-0.00054123i,-0.0010932-0.00013635i,-0.00081751+0.00067125i,-0.00038403+0.00046923i,-0.00055113-0.00082285i,0.00028633-0.0013109i,0.00046543-0.0012316i,-0.00022253-0.00065894i,-0.00051347-0.00030304i
-0.0013065-0.001707i,-0.0025266-0.002336i,-0.0033847-0.0014168i,-0.0037745+0.00051197i,-0.002715+0.0017473i,-8.4237e-05+0.0017346i,0.00086212+0.0011101i,-0.00082834+0.00078222i,-0.0017191+0.0008325i,-0.0011284+0.00089375i,-0.0004352+0.0013725i,4.2975e-05+0.0011254i,-0.00052343+0.0003486i,-0.0015475+0.00044881i,-0.0010162+0.00072101i,0.00017438+8.251e-05i,1.5101e-05+0.00043719i,-0.00040613+0.00022216i,-0.00014026-0.00040961i,-0.00071813-0.00032742i,-0.00066427-0.00029257i,-4.639e-05-0.00016136i,-3.9231e-06+6.7604e-05i
0.00070759+0.0011729i,-0.00025085+0.0011203i,-0.00032663+0.0012532i,6.0832e-05+0.00090635i,0.0011426+0.00071015i,0.0016183+0.00061885i,0.0014706+0.00035487i,0.00051957+2.3801e-05i,-0.00048114+0.0004805i,-0.00062184+0.0008599i,0.00032738+0.00055605i,0.001108+0.00022983i,0.00021668-0.00046284i,-0.00044795-0.0011017i,-0.00044032-0.0010823i,-8.8631e-05-0.00067878i,0.00016648-0.00080738i,-0.00018208-0.00056313i,-0.00057711+0.00052581i,-0.00034737+0.0010009i,0.00044449+0.00098377i,0.0011386+0.00037536i,0.001328-0.00019923i
0.0016422+0.00070639i,0.0008556+0.00061451i,-5.8485e-05+0.00011173i,-0.00058537-0.00061625i,0.00060934-0.00084629i,0.0010251-0.00046392i,0.00040084-0.00028191i,0.00056865-0.00054535i,0.00062118-0.00038195i,-0.0003152+0.00024646i,-0.0008676+0.00054327i,0.00037378+0.00015311i,0.00034888-0.00054512i,-0.00042972-0.00064909i,-0.00018199+0.00017191i,-0.00058131-0.0001921i,-0.00019664-0.00076655i,0.00028355+7.3199e-05i,0.00021878+0.00076747i,0.00015035+0.00064443i,0.00012191-0.00068149i,0.00013831-0.00079683i,0.00037847+0.00024021i
-5.324e-05+0.00055149i,0.00018204+0.0014393i,0.00073876+0.0019129i,0.0010041+0.0014522i,0.0012888+0.0019074i,0.0011607+0.0019024i,0.001068+0.00090981i,0.00065008+0.00089584i,0.00027287+0.0010763i,-0.00068925+0.0015285i,-0.0011605+0.00081188i,0.00016135-0.00024339i,0.00070413-0.00051581i,0.0002453-0.00025637i,0.00041612+0.00024089i,0.00079457+4.6095e-05i,0.0010979-0.00039846i,0.00039696-0.00028391i,-0.0001606+0.00072984i,-0.0001784+0.0011647i,-0.00025538+0.00052895i,-0.00044762-0.00024394i,-5.4522e-05-0.00081588i
0.00032995+0.0029396i,0.00047666+0.0028541i,0.00019255+0.0022978i,-0.00048661+0.0022325i,-0.00011109+0.0020987i,-3.5906e-05+0.00084884i,-7.8105e-05+0.00028551i,0.00020569+0.0011084i,0.00038956+0.0012433i,0.0003447+0.00080611i,0.00013182+0.0008528i,-0.00067424+0.00094425i,-0.00034269+0.00070551i,0.00103+0.00088718i,0.0011159+0.00080211i,0.00061343+0.00032327i,1.2416e-05-0.000106i,-0.00050951-0.00042671i,-0.00022588-0.00035296i,0.00056945+0.00077106i,0.00055465+0.0011533i,-0.00019069+0.00065874i,-0.00076283+0.00061238i
-5.7045e-05+0.0028749i,-0.0006824+0.0030148i,-0.00044694+0.0039987i,-0.00035072+0.0038778i,0.0010743+0.0027146i,0.0019935+0.001106i,0.0010428+0.00024508i,-8.3854e-05-0.00019485i,-0.00065623+0.000464i,-0.0012588+0.0010091i,-0.00020952+0.00084605i,0.00089915+0.00065034i,0.0010857+8.4369e-05i,0.00071854+0.0004522i,0.00026688+0.00015722i,0.00046576-0.00092901i,0.00039341-0.00046102i,0.00013102+0.00047141i,-7.83e-05-0.00037758i,3.8176e-05-0.0013416i,0.00035819-0.00062357i,0.00017485-9.7935e-05i,0.00036915-0.0005405i
0.00086978+0.0013123i,0.00010249-0.00012239i,-0.00081253+0.00035852i,-0.0013865+0.0007933i,-0.00086455+0.00040419i,-0.00081384-0.00048154i,-0.00095915-0.00014471i,-0.00060707+0.0009512i,-0.00058635+0.0014541i,-0.00046928+0.00091568i,0.00010916+0.00035092i,0.0002289-0.0003365i,9.0752e-05-0.00031027i,0.00056325+0.00020255i,0.00044142+0.00029494i,-0.00032827+0.00027614i,-0.00044753+0.00056023i,-0.00010314+0.0006304i,-0.00019545-0.0003626i,-0.00087743-0.00025499i,-0.00055345+0.00059221i,0.0005158+0.0003523i,0.00077212-0.00055584i
0.00013602-7.1401e-05i,-0.00028593+0.00023769i,-3.1397e-05-0.00057582i,0.00038411+6.3e-05i,0.0012283+0.0016649i,0.0014026+0.00099534i,0.00089379-0.00017568i,0.00081668-0.00010487i,0.0002337-0.00026684i,-0.00012627+0.00018861i,0.0002311+0.00053473i,-0.00032558+0.00030903i,-0.00092862+0.00053759i,-0.00043179+0.00072621i,-6.3014e-06+0.00066581i,0.0001047+0.0007371i,0.00031148+0.00052896i,-0.00011249+3.3457e-05i,-0.00036377+0.00038904i,-0.00032461+0.00064767i,-0.00029674+0.000313i,-0.00039846+0.0002773i,-4.3277e-05+0.00069223i
-2.379e-05-0.0011079i,-0.0004849+1.156e-05i,-0.0019192+0.0009232i,-0.0026691+0.0011139i,-0.0014087+0.0015673i,0.00030619+0.0019295i,0.00042424+0.0010796i,-0.00047719+0.00035884i,-0.0010451+0.00057312i,-0.00096142+0.00060331i,-0.00070667+0.00035357i,-0.00028318+6.6992e-06i,-0.0004329-0.00011818i,-0.00074013-0.00024169i,-0.00075576+0.00040589i,-0.00068771+0.00093622i,-0.00062879+0.00044234i,-0.0004818-0.00013759i,-9.6929e-05+5.767e-05i,-0.00016821+0.0005733i,-0.00022128+0.00083478i,4.6574e-05+0.00054179i,0.00046825-6.7729e-05i
-0.00068775-0.0010885i,-0.0011822-0.0012587i,-0.0018703-0.0010756i,-0.00077327-3.6846e-05i,0.00018227+0.00082723i,0.0001849+0.00077078i,0.00010678+0.00014948i,0.00033983+0.00063324i,-0.00037876+0.0011036i,-0.0007418+0.00058216i,0.00016739+0.00057068i,0.00046594+0.00055804i,0.00063826-9.7246e-05i,2.5522e-05-0.00069149i,-0.00094787-0.00099979i,-0.00030869-0.0015557i,0.00069602-0.0010639i,0.00079858-5.9643e-05i,0.00037857+0.00018353i,9.6265e-05+0.00017938i,0.0002017-0.00084744i,0.0004908-0.0015356i,0.00028742-0.0012376i
-0.0015967+0.00053621i,-0.0016994+0.00053144i,-0.0015229-0.00041i,-0.001162-0.00043656i,-4.6679e-05+0.00089549i,0.000664+0.0011687i,0.0011146+0.00082006i,0.00077747+0.0009506i,0.00054113+0.00081253i,0.0010543+0.00056386i,0.00089658-0.00012566i,0.00082311-0.00051052i,0.00046685-0.00036171i,-0.00057164-7.3271e-05i,-0.00061879+0.0001662i,-5.0501e-05-0.00075901i,3.9611e-06-0.0009383i,-0.00054264-5.5797e-05i,-0.00087828+0.00038114i,0.00012791-0.00067338i,0.00046885-0.0007188i,0.00011904-0.00011975i,0.00034474-0.00048962i
0.001008+0.003049i,-0.00022894+0.0037617i,-0.0024841+0.0043539i,-0.0014689+0.004383i,0.00081362+0.0035614i,0.0018961+0.0010078i,0.00072387+6.231e-05i,-0.00042662+0.0010251i,0.00017896+0.0011319i,0.00037155+0.00065484i,0.00042506+0.00052936i,0.00025029+0.00044169i,8.252e-05+0.00016884i,0.00021022-0.00015619i,0.00052589-0.00084221i,0.00065946-0.00074774i,-0.00024286-0.00066229i,-0.0011672-0.00030041i,-0.0008969+9.4069e-05i,-0.0008582-0.00056981i,-0.00027464-0.00072505i,0.00043391-2.0936e-05i,-0.00022794+0.00054893i
-0.00044222-0.001331i,-0.0015962-0.001954i,-0.0020979-0.0021741i,-0.0019202-0.00076725i,-0.00066693-0.00050323i,0.00096004-0.00062428i,0.0015314-5.9693e-05i,0.00045569+9.052e-05i,-0.00016354+0.00019393i,-0.00068466+0.00059398i,-0.0014717+0.00086761i,-0.0012743+0.001185i,-0.00059359+0.00011735i,-0.00035689-0.00015977i,-0.0001195+0.00061044i,-0.00018703+0.00050166i,-0.00081158+0.00098175i,-0.00082335+0.0013847i,-0.0001868+0.00085038i,0.00025804+0.00031764i,0.0004709-9.4072e-05i,0.00047417-0.00061196i,0.00028887-0.00019344i
-0.0017895+0.0024745i,-0.0033103+0.0027198i,-0.0043269+0.0031902i,-0.0034051+0.0032177i,-0.00091553+0.0031546i,0.0014306+0.0019605i,0.0018639+0.0010924i,0.00098868+0.0011269i,0.00012427+0.00077238i,0.00045169+0.00047676i,0.00051532+0.0010395i,3.6882e-05+0.0012008i,3.4036e-05+0.00078176i,0.0001553+0.00081418i,-6.9043e-05+0.0010325i,-0.0002533+0.00084326i,0.00011002+0.000655i,0.00022771+0.00013905i,0.00044064-0.00042854i,-0.00023434-3.4725e-05i,-0.0010385+0.0001056i,-0.00058769+0.00052418i,-0.00015395+0.00084687i
-0.0018762-0.0010877i,-0.0016071-0.0013653i,-0.0021535-0.00027123i,-0.0019488+0.0012373i,-0.0012723+0.0017228i,9.4575e-05+0.0012507i,0.0003929+0.0008636i,-1.6083e-05+0.00074883i,-7.1453e-05+0.00047644i,0.00050425+0.0008096i,0.00059766+0.00093967i,-0.00013335+0.00088491i,-0.00053696+0.00087779i,-0.00044704+0.0010733i,-0.00061171+0.00090954i,-0.00050961+0.00016288i,4.755e-05-0.00058756i,0.00070123-0.00069932i,0.00079477-0.0002048i,0.00028794-0.00013542i,-0.00015996-0.000153i,-0.00040138-0.00035457i,0.00030818-0.00097696i
0.00012057-0.0017694i,0.00010761-0.001698i,-0.00056658-0.00066927i,-0.00040647+0.00028508i,0.00045525+0.00031757i,0.00092865+0.00053105i,0.00085223+0.0010467i,0.00029946+0.0013018i,-0.00035027+0.0006697i,-0.0012437+0.00080173i,-0.001281+0.001388i,-0.0010161+0.0014499i,-0.0012605+0.0010707i,-0.0012877-4.3069e-05i,-0.00046244-0.00082107i,0.00045843-0.0005664i,0.00045247+0.00015049i,0.00013781+0.00036405i,0.00038088+0.0005232i,0.00062007+0.0008028i,0.0002635+0.00040119i,0.00025744-0.00027364i,0.0001705-0.00015025i
0.0013677-0.0013943i,0.0011003-0.0012068i,-0.00039188-0.00034465i,-0.0012208-2.9689e-05i,-0.00050897-6.0717e-05i,0.00092555+0.00013407i,0.001351-0.00014408i,0.00074688-0.00017323i,-8.6081e-05+0.00020551i,-0.00014691+0.00021365i,0.00053036-0.00035889i,0.00034713-0.00028397i,-0.00020779-0.00012975i,-0.00043436+0.00034439i,-0.00072244+0.00082646i,-0.0011014+0.00067527i,-0.0013637+0.00054976i,-0.00073189+0.00028208i,0.00029105+0.00027275i,0.00060311-0.00043306i,0.00016305-0.00074852i,-0.00023074-0.00019284i,-0.00015339+0.0001716i
0.001181-0.00070477i,0.0017897-0.00047327i,0.0015385-2.456e-05i,0.0014757+0.00022666i,0.0014085+0.00077227i,0.00015318+0.0011742i,-0.00060234+0.0011729i,-0.0010125+0.0010184i,-0.001624+0.00051883i,-0.00092641-0.00015973i,-0.00026622-0.00010805i,-0.00037458-1.9794e-05i,-9.0895e-05-0.00037889i,7.0828e-05-8.2878e-05i,-0.00098231+5.0532e-05i,-0.0013682-0.00044304i,-0.00080515+7.6644e-07i,-0.00028533+0.00044773i,0.00010743-8.4893e-05i,6.9206e-05-0.00055787i,0.00037711-0.00094066i,0.00086292-0.00010253i,0.00070083+0.0007229i
-0.0012697+0.0021841i,-0.0014632+0.0024008i,-0.0025663+0.0018526i,-0.0020847+0.001312i,-0.0010543+0.0013668i,-0.00068978+0.00070593i,-9.2718e-05-9.7278e-05i,0.00029154+0.00010839i,0.00039991+0.0006744i,-0.00021814+0.00097667i,-0.00029386+0.00075657i,0.00047493+0.00049795i,0.00038923+0.00038411i,-0.00015948+0.00074956i,-0.00051058+0.0009472i,-5.9143e-05+0.0006215i,-1.4449e-05+0.00070215i,-0.0003366+0.0002719i,-0.00011724-0.00037302i,-0.00017672-0.00042553i,-8.8163e-05-0.00089498i,0.00068744-0.0012972i,0.001145-0.00077223i
0.0015565+0.0014004i,0.00091323+0.001325i,0.0010666+0.0013376i,0.00040113+0.0017287i,-0.00053971+0.0014226i,-0.00010284+0.0011354i,-0.0002709+0.00077024i,-0.00077895+0.00045502i,-0.00052128+0.00052235i,-0.00015891+0.00057636i,0.00035076+0.00013998i,0.00056106+0.00011678i,0.00044602+0.00015277i,0.00036582-0.00013158i,-0.00022773-0.0005737i,-0.00046668-0.0011124i,-7.6232e-05-0.00095451i,0.00015943-0.00027642i,0.00027557+0.00048689i,0.00063749+0.00086003i,0.00015883+0.00024731i,-0.00023067-0.00033261i,-0.00017788-0.00036478i
0.0013404-0.0018262i,0.00088553-0.0013998i,-0.00011056-0.0010912i,-0.00055107-0.00083974i,7.6135e-05-0.00032126i,-0.0003928-0.00066557i,-0.00065147-0.001348i,-0.00050357-0.00073525i,-0.00011335-0.00017731i,0.00021938-0.00024005i,0.00010906+0.00021681i,0.00082917+0.000552i,0.000387+0.00021378i,0.00011078-0.00038033i,0.00095405-0.00038764i,0.00091614-0.0004493i,-0.00023951-0.00099449i,-0.00049383-0.0011875i,0.00015198-0.00085237i,0.00018009-0.00022116i,-0.00044756+0.00082572i,-0.00045537+0.00097878i,-0.00015969+6.3702e-05i
-0.0035682-0.00076079i,-0.0037452-0.00059i,-0.0048611+0.00026986i,-0.0044491+0.0020344i,-0.0022615+0.0024603i,-0.00010807+0.0012104i,-3.9027e-05+0.00029379i,-0.00069221+0.00042411i,-0.0011695+0.00025878i,-0.0012013+0.00039664i,-0.00060438+0.00045802i,-0.00016249+0.00016691i,0.00046329+0.00085147i,0.00049936+0.0014229i,-0.00084721+0.0011162i,-0.00068438+0.001504i,0.00062479+0.0012016i,0.0007588-0.00022495i,8.6504e-05-0.00078146i,2.1334e-05-0.00035197i,-0.00044507-0.00021303i,-0.000641-0.00025767i,-1.5509e-05+0.00026309i
0.00043625-0.00061099i,0.00042765-0.00055358i,0.00084179+6.3947e-05i,0.00028089-0.00046097i,-0.00013771-0.00053334i,4.4274e-05+6.8479e-05i,-0.00022993+0.00026771i,-0.00025184+0.00010793i,0.00053456+0.0008302i,0.0012247+0.0016141i,0.00098836+0.0011407i,-0.00023791+0.00048592i,-0.0013577-0.00011564i,-0.0015488-0.0011588i,-0.00089431-0.0011423i,-0.00043715+9.4371e-07i,-6.1962e-05+0.00024985i,0.00038822+0.0002734i,0.00045057+0.00042626i,0.00049165+7.2025e-07i,0.00075808+7.578e-05i,0.00073567+0.00021507i,0.00081944-0.00014777i
-0.0013069-0.00028341i,-0.0018315+0.00011271i,-0.0021278+0.00031036i,-0.0017249-3.1724e-05i,-0.00079159+0.00097547i,0.00033092+0.0012521i,9.4465e-05+0.00020134i,-0.00052336-0.0004702i,-0.00047405-0.00016786i,-0.0003665+0.00067285i,0.0004272+0.00097095i,0.00065607+0.0011648i,-0.00011113+0.00084516i,-0.00018478+0.00019073i,0.00093553-3.2513e-05i,0.0012471+0.00027639i,0.00013627+0.00062593i,-0.0002843+0.00058991i,9.734e-05+0.00043212i,0.00029682+0.0002413i,-0.00026461-0.0001704i,-0.00020784-0.00069959i,-0.0002616-0.00052865i
-0.00078676-5.48e-05i,-0.00083992+0.00080361i,-0.0012766+0.0010493i,-0.0014376+0.0022365i,-0.00028754+0.0027542i,0.0012106+0.0019859i,0.0012549+0.0010633i,0.00026077+0.00038701i,0.00017897+0.00020751i,0.00018519+0.00033568i,-0.00022144+0.00088552i,3.5363e-05+0.0010045i,0.00010724+0.00020558i,-0.00067942-0.00037024i,-0.0010139-0.00054282i,-0.00048632-0.00077028i,0.00033336-0.00086356i,0.00042987-0.00052656i,0.00024581+0.00069064i,0.00047423+0.00071836i,0.00015408-0.00054005i,-0.00029511-0.00094658i,-0.00059613-0.00091299i
-0.0009555+0.0010126i,-0.00038366+0.00091843i,-0.0011773+0.00030902i,-0.0014704+0.00088633i,-0.00018611+0.001709i,0.00086202+0.00060272i,1.2532e-05+7.6457e-05i,-0.00067919+0.00062477i,-0.00087275+0.00072795i,-0.00090492+0.0012374i,0.00042066+0.0017853i,0.0011934+0.0015701i,0.0013165+0.00086582i,0.0011033+0.00016494i,0.0009322+4.2112e-06i,0.00039032+0.00020856i,-0.00067681+0.00056215i,-0.00057506-4.1213e-05i,0.00024736-0.0003052i,-0.00027002+1.3583e-05i,-0.00088324-8.9637e-05i,-0.0011293-0.00068911i,-0.00018047-0.00064963i
-0.00061102-0.0013338i,-0.0018134-0.00059576i,-0.002403-0.00094267i,-0.0022611+0.0001941i,-0.0009368+0.0019238i,-0.00016359+0.0020967i,4.7755e-05+0.00045392i,0.00025721-0.00023553i,5.1788e-05-0.00020893i,-0.00086384-0.00013121i,-0.0010906-0.00034688i,-0.00011042+6.9636e-05i,0.00018949+0.00062994i,-0.00028727+0.00084874i,-0.0004466+0.0010172i,-0.00013861+0.00066893i,0.00013241+0.00068844i,0.0002243+0.00071148i,0.00038439+0.00076165i,0.00072566+0.00082462i,0.00079951+0.00052815i,-2.3278e-05+0.0004389i,-0.00059843-0.00014976i
-0.0010717+0.00037954i,-0.0019646+0.00014955i,-0.0020644+0.00084252i,-0.0021122+0.0016133i,-0.0012412+0.0014755i,-0.00054322+0.00048762i,-0.0005092+0.00052575i,-0.00038232+0.0012621i,-0.00050255+0.00079263i,-0.00053482+0.00090063i,-0.00013608+0.00083312i,0.00015253+0.0001306i,0.00044863-0.00022292i,0.00059593+0.00018609i,-0.00021275+0.00031822i,-0.00068826+8.0254e-05i,2.9807e-05-9.0242e-05i,0.00029073-0.00013677i,-7.5089e-05+0.0005302i,-0.00031844+0.0012894i,0.00022326+0.0012249i,0.00066677+0.00039312i,0.00063494-0.00020981i
0.0013365-0.00053973i,0.00037537-0.00048954i,-0.00087118+8.4744e-05i,-0.00095091+0.001179i,-0.001026+0.0018212i,-0.0005821+0.0016297i,-0.00057347+0.00082605i,-0.00037579+0.00053462i,-0.00069908+0.00045277i,-0.00088343-0.00026813i,-0.00047118-0.00010416i,-0.00011812+0.00033874i,-0.00028896-0.00085449i,-0.0010297-0.0014602i,-0.0011572-0.00042047i,-8.948e-05-0.00024983i,0.00039253-0.00058435i,0.00018433-0.00065179i,0.00011981-0.00093288i,-0.00045706-0.00074823i,-0.00047986-0.00055056i,-8.0658e-05-0.00069434i,-0.00035476-0.00065187i
0.0014275+0.00088524i,0.0010772-0.00022077i,0.0013007+0.00025369i,0.00069011+0.0003247i,0.00030047+0.00043084i,0.00014598+0.00025411i,-0.0010249-0.00025814i,-0.0015897-0.00050414i,-0.00093576+0.00010548i,6.6899e-05-1.9442e-05i,2.6741e-05-8.324e-05i,-0.00045922+0.00054027i,-0.00054433+2.442e-05i,0.00013915-0.00071608i,0.00033432-6.6657e-05i,-0.00051626+0.00067187i,-0.00095699+0.0005982i,-0.0010887+0.00050855i,-0.00016754+0.00042773i,0.00083502+0.00041013i,0.00093612-0.00014892i,0.00071396-0.0013828i,0.00021447-0.0016855i
