0.001147-0.0017365i,-0.00024627-0.001823i,-0.00099725-0.0010934i,-0.00098479-0.00034534i,-0.00090845+0.00028496i,-0.0014051+0.0013466i,-0.0012299+0.0017606i,0.00025229+0.00071403i,0.0016332-0.00029785i,0.0012307-0.00036096i,9.1247e-05-0.00024225i,0.00052578+0.00017374i,0.00079021-0.00025826i,0.00038739-0.000933i,8.323e-05-0.00081302i,-0.00019815-6.093e-05i,-0.00029928+0.00016412i,0.00015607+0.00023293i,0.0010503+0.00066959i,0.00088461+0.0006845i,0.0002163-0.00011531i,-2.8669e-05-0.00094692i,-0.00036067-0.0010525i
0.00090313-0.00077684i,-0.00055964+0.00023359i,-0.001397-0.00073371i,-0.0019063-0.0008084i,-0.0013436+0.00014247i,-0.0010096+0.0006892i,-0.00055914-0.00015227i,-0.00056442-0.0017246i,-0.0008189-0.0027783i,-0.0001013-0.0018264i,0.00049918-0.00011826i,0.00094688+0.00091494i,0.0011794+0.001187i,0.0010701+0.0010462i,0.00067484+0.00030239i,0.00086773+6.8282e-05i,0.0006536-0.00011587i,-0.00026073-0.0006111i,-0.00042876-0.00041855i,-0.00093951-0.000372i,-0.0015107+1.444e-05i,-0.00095465+0.00060617i,-0.00018108-7.3059e-05i
-0.0003979+0.0010505i,-0.00044224+0.00097438i,0.00096626+0.0013633i,0.0017375+0.0015164i,0.0016592-0.00038518i,0.0013789-0.00099683i,0.00043677-0.00041863i,-0.00012114-0.0012795i,-0.00022071-0.0022188i,-0.00049068-0.0014332i,-0.00056692+7.4516e-05i,-0.00021572+0.00039008i,0.00014784+0.00031655i,0.0006524+0.00059287i,0.00073437+0.00037506i,0.000263+0.00023627i,-0.00033152+0.00036142i,-0.00089205-0.00017376i,-0.0010939-0.0008981i,-0.00067854-0.0012038i,-0.00038197-0.00065852i,-0.00037215-0.0007371i,0.00025777-0.00099682i
-0.00051783-0.00090001i,-0.00076391-0.00089258i,0.00022513+0.00051854i,0.0012369+0.0011171i,0.00098802+0.0013119i,0.00018665+0.0010891i,-1.8603e-05+6.8661e-05i,0.0003003-0.0012634i,1.8146e-05-0.001943i,-0.000149-0.0015187i,0.0003465-0.00086909i,0.00099397-0.00031614i,0.001115-0.00019826i,0.0008292-0.00048842i,0.00012641-8.7278e-05i,-0.00042671+0.00037167i,-0.00012363+0.00051116i,0.0003721+0.00035266i,0.00090551+0.00032506i,0.00074932+6.7543e-05i,-0.00037453-0.00028711i,-0.00093771-0.0001932i,-0.00031234+0.00027093i
-0.00012234+0.00076547i,0.0003245+5.7978e-05i,0.00097959+0.00013204i,0.00064976-0.00046461i,0.00098289-0.00087912i,0.00097908-0.00094899i,0.00018259-0.00095556i,0.0001852-0.0011736i,8.533e-05-0.0011702i,0.00044251-0.00040814i,0.0006186+0.00045697i,0.00037646-0.00021934i,0.00088875-0.00060073i,0.00066081-6.6199e-05i,0.0005728+0.00058174i,0.00029719+1.1568e-05i,0.00028552-0.00023893i,-1.1889e-05+0.00068692i,-0.00027352+0.001183i,0.00077842+0.00067154i,0.00073121+0.00013453i,-0.00010953-1.3043e-05i,-0.00050523-0.00042647i
-0.00011796+0.00048052i,-0.00044996+0.00019883i,-0.0011594+0.00053534i,-0.00082006+0.00075226i,0.00036221+0.00059492i,0.00081727+0.00034879i,0.00042995-0.00042745i,-0.00024723-0.0014682i,-0.00055315-0.0018231i,-1.0429e-05-0.0010827i,0.00094964-0.00021842i,0.0016468+0.00051839i,0.00084024+0.00059774i,-0.00054662+0.00061554i,-0.0014697+0.00088695i,-0.0011763+0.00052987i,-0.00032396-6.7878e-05i,-0.00052096-0.0004012i,-0.00042602-1.9271e-05i,0.00051719+0.0002902i,0.00068182-0.00030413i,0.00027578-0.00046563i,-9.8114e-06+7.978e-05i
0.00090993+0.0030011i,-4.7364e-05+0.0024587i,0.0014619+0.0010227i,0.0024355+0.00028424i,0.0022816-0.00159i,0.0012333-0.0028532i,0.00010894-0.0021045i,-0.00010257-0.0023106i,0.00064884-0.0027291i,0.0007511-0.0021211i,0.00013505-0.00065342i,-0.00015411+0.00040677i,-0.00055243+0.00022894i,-0.0004523+0.00039274i,-0.0004731+0.0012964i,-0.0011319+0.0016198i,-0.00079833+0.00035736i,0.00020801-0.00068917i,-0.00028619-0.00054311i,-0.00067384-0.00021855i,5.8962e-05-0.00030974i,4.8411e-05+2.8179e-06i,-0.00081569+0.00042734i
0.00032412-0.00030562i,0.00050318-0.0002282i,0.00029374-0.00022923i,0.00023252-0.00013442i,0.0007559-0.00040545i,0.00067288-0.00060075i,3.4585e-05-0.0015557i,-0.00097913-0.0026184i,-0.00084709-0.0021295i,-3.5873e-05-0.0012017i,0.00065969-0.00021894i,0.0012131+0.00036828i,0.00076095+0.00016074i,-0.00061259-0.00027401i,-0.000716-0.00017877i,0.00016697+0.00024283i,0.0001451+7.7706e-05i,-0.00018237-6.4493e-06i,-0.00054595+0.00020675i,-0.00073286-0.00091791i,-0.00057584-0.00081485i,-0.00082596+0.0001014i,-0.00030112+7.4852e-05i
-0.00065206-0.0028799i,-0.0019399-0.0012791i,-0.002045+0.00024547i,-0.00098135+0.0021913i,-0.00075464+0.0031756i,-0.00077948+0.0022471i,-0.00038149+0.00077549i,0.0003876-0.00019198i,-3.1662e-05-0.0006024i,-0.0006556-0.00058409i,-0.00032586-0.00032851i,5.2465e-05-0.00031673i,-0.00010152-4.4658e-05i,9.5391e-07+0.00019467i,0.0003205-0.00014443i,-0.00026292-0.00061851i,-0.0006421-3.0029e-05i,-0.00061957+0.00046195i,-0.00034398+0.00019321i,1.7047e-05-0.00050072i,-0.00016518-0.0006634i,-0.00041242-0.00065904i,0.0001381-0.0010933i
0.0013539+0.0013307i,0.0020146+0.00037085i,0.0024519-0.00041648i,0.0011928-0.00074548i,0.000497-0.0017144i,0.00085185-0.0020446i,0.00027092-0.0024545i,-0.00011251-0.0023533i,-8.1931e-05-0.0015503i,0.00083585-0.00093528i,0.0022095-7.0429e-05i,0.0015549+0.00061991i,-7.8948e-05+2.0596e-05i,-0.0011553-0.00087269i,-0.0012063-0.00080202i,-0.00059739-0.00025231i,-0.00014724+0.00015486i,0.00018507-0.00024269i,0.00054916-0.00051762i,3.4037e-05+0.00011572i,-4.6828e-05+0.00022468i,0.00042426-0.00026267i,6.9309e-05-0.00020505i
0.0012631+0.0027677i,0.0012552+0.0034567i,0.0015941+0.0023693i,0.0019952+0.00075542i,0.0010069+8.5842e-05i,-0.0011042-0.0010163i,-0.0012994-0.0011941i,-0.00077118-0.0008709i,-0.00052831-0.0010852i,-3.8245e-05-0.0012701i,0.00032388-0.00043702i,0.00041481+0.00068027i,0.00086555+0.0012725i,0.0010163+0.0013556i,0.0010108+0.00082187i,0.0013137+0.00072083i,0.0009586+0.00068671i,0.00030864+0.00024971i,0.00066918-2.7727e-05i,0.00065638-0.00042003i,0.00023277-0.00089475i,0.00039329-0.00066735i,0.00045684-0.00049749i
-0.0014955+8.4327e-05i,-0.0014375-1.67e-05i,0.00016874+0.0010186i,0.0012005+0.0016309i,0.00098901+0.00010069i,0.00073894-0.0010957i,-7.2913e-05-0.00091781i,-0.00031326-0.00099084i,0.00024232-0.00076497i,0.00048211-4.7064e-06i,0.00061658+8.664e-05i,0.00072455-0.00062088i,0.00033135-0.0007688i,-6.9694e-05+0.00011937i,-0.0006099+0.00075471i,-0.0011287+0.00055607i,-0.00072705-3.8804e-05i,3.4643e-05-0.00037922i,-2.3668e-05-3.4138e-06i,8.0011e-06+0.0005252i,-7.6383e-05+0.00027144i,-0.00076347-0.00018851i,-0.00038675-6.4193e-05i
-0.0010129+0.0015594i,-0.00050626+0.0019868i,0.00087163+0.0019713i,0.0022224+0.0014893i,0.0020703-3.365e-05i,-0.00024374-0.001149i,-0.0011455-0.0012309i,-0.00043947-0.0014647i,0.00035776-0.0013684i,0.00080578-0.00093175i,0.001242+0.00026094i,0.0005478+0.0013552i,-0.00021539+0.0010346i,-0.00052325+0.00035662i,-0.00039687+0.00011869i,-0.00028276+0.00023092i,-0.00026459+0.00026042i,0.00023022+2.8964e-05i,0.00054145+0.00042604i,0.00063213-0.00024705i,0.00062128-0.00032768i,0.00031135+0.00071814i,0.00016116+7.4508e-06i
0.0015894-0.00069061i,0.0010312-0.00060793i,0.00089063-0.0006209i,0.00079395-0.00029081i,-0.00015156-0.00060149i,-0.0012684-0.0010294i,-0.0017386-0.0013603i,-0.00098243-0.0019319i,1.5882e-05-0.0023559i,-0.0002262-0.0011749i,-0.00023462+0.00030408i,0.00015141+0.00050093i,-9.8004e-05+0.00042641i,0.00023217+0.00054992i,0.00033971+0.00078329i,0.00038398+0.00054414i,0.00051734+0.00010668i,0.00075937+0.00024152i,0.0011785-0.00025084i,0.00091663-0.00080988i,0.0006893-0.00035321i,0.00015338+7.8084e-05i,0.00027766+0.00015229i
0.0018685-0.00011337i,0.0016299+0.0004773i,0.0016544+0.00018136i,0.0010053+0.00026225i,-5.0237e-05+0.00074764i,-0.0014395+0.00023986i,-0.00095229-0.00033497i,-0.00011978-0.00088076i,-0.00049444-0.0015693i,-0.00036791-0.00079464i,0.00034558+0.00056029i,0.00062068+0.00082774i,-0.0002267+0.00062361i,-0.0010007+0.00040339i,-0.00072136+0.0006805i,-0.00074934+0.0011838i,-0.00019984+0.00096008i,0.00040941+0.00010947i,0.00046773-0.00065011i,0.00071919-0.00080043i,0.00060478-0.00060534i,0.0002849-0.00052675i,-1.0353e-05-0.00033332i
-0.0012531+0.0025437i,-0.0008667+0.0021896i,0.00063664+0.0024462i,0.0023694+0.0021376i,0.0025218+0.0003958i,0.001245-0.00098194i,0.00038061-0.0013925i,-0.00027785-0.0014134i,-0.00014633-0.00050851i,0.00032217+0.00030863i,0.0010598+0.0013447i,0.0011618+0.0022509i,0.0004532+0.001364i,-3.3072e-05+0.00041944i,-0.0002111+0.00090595i,-2.1963e-05+0.0011512i,-8.0384e-06+0.00010634i,-0.00078392-0.0010078i,-0.00090504-0.0010755i,-0.00061939-0.0011527i,-0.0007702-0.001374i,-0.00025184-0.00077027i,-1.1833e-05+7.7268e-05i
-0.0016224+0.00095542i,-0.0016885+0.00025611i,-0.00010576-0.00030941i,0.0009464-0.00099368i,0.00075464-0.0013226i,3.4935e-05-0.001619i,-0.00012428-0.0019991i,0.00012237-0.0023522i,-0.00031781-0.0018931i,-0.00016723-0.0008034i,0.00011133+0.00018889i,0.0011849+0.00086331i,0.0014232+0.00059612i,0.00079618+0.00022704i,0.00025068+0.00050621i,-0.00026904+0.00019291i,-0.00032894+0.00037292i,-0.00025936+0.0010225i,0.00025303+0.00050584i,-0.00028361-0.00069771i,-0.0007145-0.001175i,-0.00084418-0.00024957i,-0.00015053-8.4849e-05i
-0.00096903-0.00026875i,-0.0012859-0.00015574i,-0.00076446+0.0007363i,7.851e-05+0.0007896i,0.00086051-1.0339e-05i,0.0008919-0.00027603i,0.00023033-0.00028072i,0.00032207-0.00079127i,0.00049854-0.001533i,0.00061267-0.0014782i,0.0011193-0.00059071i,0.00063542+4.449e-05i,-0.00035885-0.00023192i,-0.00056584-0.00021132i,-0.00034885+0.00012154i,0.00043837-8.7908e-05i,0.00043414-6.1282e-05i,-0.0001783+1.0858e-05i,-0.00099157-0.00040648i,-0.0010258-0.00070289i,-0.00062917-0.0004301i,0.00011168-0.00020143i,0.00031426+0.00018921i
-0.00056804-0.0013757i,-2.8233e-05-0.00098575i,9.3699e-06-0.00024896i,0.00031121+0.00044857i,0.0007844+0.00034606i,0.00090076-0.00048673i,0.00047731-0.00071104i,0.00037745-0.00089899i,0.00033979-0.00078231i,-0.0002817+0.00023416i,-7.7852e-05+0.0011919i,6.4991e-06+0.00092939i,-3.5016e-05+0.00027021i,-0.00067223+0.00030843i,-0.00098943+0.00083391i,-0.00072408+0.00040011i,-0.00067194+0.0002218i,-6.2225e-05+0.00014089i,0.00018106-4.2302e-05i,0.00047708+0.00011772i,0.00088353+0.0002182i,0.00032564+0.00047132i,-0.00039056+0.00036334i
0.0023478-0.00027467i,0.0019128+4.2293e-05i,0.00084122-0.00012617i,0.0013189-0.00013716i,0.0016059-0.0012385i,0.00045404-0.0010911i,0.00012777-5.4051e-05i,0.00016095-0.00086511i,-7.1785e-05-0.0023886i,0.00044805-0.0025354i,0.0010135-0.001131i,0.0010638+6.144e-05i,0.00022856+0.00077474i,-0.00084615+0.00078093i,-0.00040536+0.00056061i,-0.00022758+0.00091295i,-0.00062677+0.0013678i,-0.00043122+0.0017196i,-0.00048037+0.00068867i,-0.00040964-0.00080307i,0.00011498-0.00070873i,0.00069951-0.00018466i,0.0010788-0.00038997i
0.0001485+0.0012954i,0.0002605+0.0012137i,1.4628e-05+0.0013757i,-0.00026245+0.0012736i,-9.9944e-05+0.00068432i,-0.00066927+0.00042909i,-0.0010504-0.00035444i,-0.00058131-0.0016978i,-8.9697e-05-0.0021489i,0.0002011-0.0014164i,0.00032295-0.00037243i,0.0004861+0.00045522i,-8.9401e-05+0.00039229i,-0.00061878-0.00019638i,-0.00059817-0.0002504i,-0.00036754-6.0079e-07i,-0.00012402+4.0658e-05i,-0.00042603-0.00010469i,-5.5655e-05-0.00028415i,0.0004583-0.00034256i,0.00011931-0.00038263i,-0.00051976-0.00037293i,-0.00033965-0.001047i
-0.0033219-0.00011647i,-0.00090205+0.00078409i,0.00020021+0.0016943i,0.00070069+0.0013595i,0.00092931+0.00041593i,0.00031825-0.00041389i,-0.00069693-0.00079187i,-1.7524e-05-0.0015165i,0.00052736-0.0016002i,-0.00023937-0.00063618i,-0.00018749+4.2404e-05i,0.00038763-0.00073523i,0.00021135-0.001255i,0.00022488-0.00089761i,0.0001476-0.00051452i,-6.4741e-05-0.00024624i,-0.0005694+0.0001421i,-0.00054696+0.0002728i,-0.00016666+6.7663e-06i,0.00052679-0.00049856i,0.00049557-0.00089535i,-0.00028108-0.0011078i,-0.0008917-0.00074609i
-0.0013704+0.00015606i,-0.00094079-0.00056094i,-4.6117e-05-0.0001653i,-0.00036569+0.00039707i,-0.00028982+0.00026003i,-0.00084089-0.00036288i,-0.0011746-0.00076036i,-0.00051282-0.0014269i,0.00055122-0.0016589i,0.00103-0.0014764i,0.00073081-0.00060031i,0.0010135-0.00017684i,0.00051732-0.00023045i,7.7932e-06+0.0001207i,-0.00011728-0.00022942i,-0.0006162-2.7307e-05i,-0.00063198+0.00087281i,-0.00032247+0.0002054i,-8.8118e-06-0.00092785i,0.00010875-0.0013357i,-0.00017283-0.00063391i,-0.00044758-0.0001199i,-0.00038371-0.00016216i
-0.00016599-0.0020445i,-5.1642e-05-0.0017427i,0.00090767-0.0006096i,0.001225+5.4773e-05i,0.0012839-2.1025e-05i,0.0014548-0.00018166i,0.0012028-0.00077296i,0.00044478-0.0016929i,-0.0002409-0.0016617i,0.00013891-0.00054502i,0.00030346+0.00041209i,0.00014318+0.00038139i,0.00055738+5.8025e-05i,0.00044079+0.00027887i,0.00033116+0.00054374i,0.00057763+0.00048399i,4.3761e-05-0.00022908i,-0.00080533-0.00078434i,-0.00021891-0.00061776i,0.00046033-0.00011317i,0.0003412+0.00048797i,1.9227e-06+0.00023813i,-0.00024342+7.8416e-05i
0.0013198+0.00087257i,0.0010487-0.00023434i,0.00094451+0.0006402i,-9.9403e-05+0.0012268i,-0.00068881+0.00037606i,-0.00042909-0.00046029i,-0.00049095-0.00043716i,-0.00085865-0.0010307i,-0.00096656-0.0019566i,-0.0007928-0.0015469i,0.00047645-4.8682e-05i,0.0010616+0.0010694i,0.0002145+0.00089845i,-0.0001481+0.00036425i,-9.5149e-05-0.00028283i,0.00015039-0.00079357i,0.00059044-0.00030629i,0.00053653-0.00020508i,0.00017722+9.7896e-05i,-0.0004815+4.4541e-05i,-0.00037971-0.00067668i,0.0002278-0.00078549i,6.1567e-05-0.00026192i
-0.0019124+0.00072825i,-0.0012958+0.00056458i,-0.0011864+0.00084612i,0.0001718+0.00066156i,0.0013747+0.00065363i,0.0014097+0.00056537i,0.00077802-1.2526e-05i,0.00015775-0.0010718i,-3.0426e-05-0.0017389i,0.00036118-0.0012137i,0.0010157-0.00052388i,0.00084024-0.0004405i,0.00081519-0.00015488i,-0.00012113+0.0001831i,-0.00065829+9.4891e-07i,-0.00062893-0.0004101i,-0.00093097+0.00036851i,-0.00014652+0.0010824i,0.0006364+0.00072363i,0.00024184-0.00044317i,0.00042126-0.00089583i,0.00071955-0.0003346i,-0.00022742-7.6135e-05i
0.00011562+0.00092968i,-0.00026616+0.00069984i,0.00080323+0.0003497i,0.0010543-0.00018042i,0.0001263-0.0010653i,-0.00036782-0.0012258i,-0.0003314-0.00091941i,-0.00024193-0.0016097i,8.5245e-05-0.0024581i,0.00064788-0.0019476i,0.0011032-0.0004376i,0.0012831+0.0007139i,0.00063354+0.00096302i,-0.00029539+0.00034701i,7.9326e-05+7.3492e-05i,0.00040383+0.00048094i,0.0001189-0.00010374i,8.2008e-05-0.00099292i,0.00052281-0.00094073i,0.00080506-0.00082524i,0.00046188-0.0004511i,-0.00030866-0.00018202i,-0.00044851-0.00033677i
-0.00067008-0.0033101i,-0.00079988-0.0024403i,-0.0010347-0.0012i,-0.0013172-0.00033612i,-0.0008922-0.00029602i,-0.00012467-0.000209i,0.0005069-0.00091981i,0.00057314-0.0024639i,-9.108e-05-0.0027015i,-0.00066839-0.0015293i,0.00019672-0.00010767i,0.00095561+0.00014751i,0.00065878+0.00013679i,0.00063675+0.0007246i,0.00075629+0.00033473i,0.00085747-0.00037302i,0.00068478-0.00095389i,0.00017598-0.001001i,-0.00027567-0.00072767i,-0.0007928-0.00058554i,-0.00088286+6.5053e-05i,-0.00071282+0.0002657i,-0.00080474+0.00027278i
0.0012063-0.0020959i,0.0010928-0.0015889i,0.0013132-0.00072835i,0.0014064+0.00011349i,0.0015288+5.5349e-05i,0.00013392-0.00035572i,-0.000795-0.00067739i,-0.00026906-0.00057682i,7.703e-06-0.00096938i,0.00044847-0.0010415i,0.00073577+7.0311e-05i,0.00057054+0.00083191i,-8.4829e-05+0.00088432i,-0.00011734+0.00047413i,0.00061577+0.00038513i,0.00013934+0.00010789i,-0.00015998-0.00054019i,-5.8257e-05-0.00021683i,-0.00056619+0.00013878i,-0.00044855+0.00031821i,0.00038747+0.00033784i,0.00020448+0.00033655i,-0.00045903+0.00051759i
0.0010923+1.9966e-05i,0.0012144+0.0014588i,0.00026844+0.0028909i,0.00034328+0.0021334i,0.00037849+0.00056705i,-0.00029837-0.00063597i,-0.0010262-0.00086034i,-0.00094801-0.0018402i,-0.00060352-0.0021619i,-0.00016114-0.00075285i,0.00045025+0.00030399i,0.00028535+0.00045991i,0.00017084+0.00066436i,0.00053+0.00077771i,0.00011547+0.00055796i,-0.00012923+0.000558i,0.00027329-0.00013647i,0.00062692-0.0014316i,0.00034132-0.00090271i,-0.00031762+0.00049844i,-0.0002791+0.00050403i,0.00035128+0.00015739i,5.2873e-05-0.00010449i
-0.00065042-0.00089448i,-0.00085526-0.00041291i,-0.00083028-0.00044964i,8.5988e-05-0.000133i,0.00026551+0.0006346i,-0.00067829+0.00044626i,-0.00073529-0.00056445i,-0.00024054-0.001335i,-0.00013639-0.0010846i,-0.00013227-0.00034517i,0.00019914+0.00026746i,0.00098384+0.000248i,0.0012781+2.8902e-05i,0.00019016-0.0003556i,-0.00056719-0.00027266i,-1.7398e-05-0.00056227i,0.00011287-0.0010044i,-0.00042007-0.00013974i,-0.00056364+0.00026811i,7.1707e-05-0.00041974i,-3.7197e-05-0.00064176i,-0.00064444-2.6967e-05i,-0.00034788-0.00024651i
-0.0019665-6.7853e-05i,-0.0029735+0.0017747i,-0.0022276+0.0011319i,-0.00072589+0.00029487i,0.00031941+0.00046312i,0.00048814-5.8086e-05i,0.00017289-0.00063748i,-0.00015418-0.0013092i,-0.00034395-0.0018051i,-0.00044361-0.0004296i,0.00016455+0.00060416i,0.00067807+0.00054393i,0.00035109+0.0004682i,-0.00048153+0.00035445i,-0.00097336+0.00041588i,-0.00065408-0.00022836i,0.00040189-0.0011166i,0.0010473-0.0010936i,0.00082707-0.0004307i,0.00036914-0.00099414i,-0.0002555-0.0012369i,-8.7305e-05-0.00062986i,0.00013141-0.00034845i
-0.00116-0.0015551i,-0.0014895-0.00082144i,-0.00065962-0.00028392i,5.9258e-05+0.00054989i,0.00021117+0.00039236i,0.00087143+5.1387e-05i,0.0011201-0.00033433i,0.0010757-0.0017102i,0.00029212-0.0023298i,-0.00050485-0.0016329i,1.3218e-06-0.00054061i,0.00094347+0.00051923i,0.00085463+0.0013379i,0.0004173+0.00069414i,-0.00010472-0.00028442i,-0.00051146+9.2345e-05i,0.00017825+0.00047597i,0.00076883+0.00012275i,0.00039889+0.0001919i,-0.00016807+0.00027086i,-0.0004057+4.877e-05i,-0.00054668-0.000445i,-0.0004313-0.00048459i
0.00039576-0.00057313i,0.00038629-0.0007999i,0.00080171+8.2541e-05i,0.00048551+0.00074017i,-0.00039924-0.00012328i,-0.0016652-0.00033453i,-0.0012775-0.00095543i,5.6854e-06-0.0024497i,0.00015743-0.0028058i,-8.7871e-05-0.0021033i,0.00020641-0.00091867i,0.00087066+7.6371e-05i,0.00035197+0.00036638i,-0.00034261+0.0004201i,-0.00060195+0.00092258i,-0.00038048+0.00083276i,6.6226e-05+2.1943e-05i,0.00056976-0.00056039i,0.00064956-0.00047895i,-9.6865e-05+0.00021806i,-0.00050467+0.00073706i,0.00013352+0.0010888i,0.00069609+5.1861e-05i
-0.00097844-1.4835e-06i,-4.1228e-05-0.00086175i,-0.0001211-0.00025809i,-0.0009891+0.0012431i,-0.0012467+0.0011814i,-0.00037727+0.00036275i,9.6529e-05-0.00033909i,-0.00036714-0.0010443i,-0.00057483-0.0020455i,-0.00022423-0.0019196i,0.00045849-0.00060978i,0.00068199+0.0005202i,0.00068434+0.00052427i,0.00080682+0.00010411i,0.00032483-0.00053032i,-0.00052392-0.00080328i,-0.00062806-0.00046554i,-0.00058846-0.00019779i,-0.00050578-0.00016713i,-0.00032912+7.613e-05i,-0.00017319+0.00014598i,0.00034879+0.00020674i,0.00039234+0.00090961i
0.0019342+9.2808e-05i,0.0021771+0.00047332i,0.0027858+0.00060719i,0.0018881+0.00039553i,0.00032323-0.00053285i,-0.00072706-0.001046i,-0.00074175-0.0011947i,-0.00038273-0.0012731i,0.00033296-0.0015463i,0.00065325-0.00084726i,0.00042482+0.00024735i,0.00037979+0.00018946i,0.00016753-8.9669e-05i,-0.00050673+0.00016036i,-0.00055759+0.00018777i,0.00010961+0.00050216i,-0.00019083+0.00044105i,-0.00030579-0.00056034i,0.00069661-0.00049632i,0.00086899+0.00016923i,-1.496e-05+0.00022365i,-0.00036058-0.0003618i,-0.0003761-0.00045552i
0.0013257+0.0023209i,0.00075188+0.0023025i,0.00093265+0.001439i,0.0013882-0.00023633i,0.00055102-0.0020568i,-0.00065676-0.0016492i,-0.00055552-0.00050263i,0.00046529-0.00096755i,0.00081538-0.0028449i,0.00041616-0.0025204i,0.00058228-0.0011694i,0.00079926-0.0003559i,0.00036559-4.2378e-05i,0.00074216-0.0002033i,0.00079078+0.00037805i,6.8923e-05+0.0006676i,0.00033349+0.00023035i,0.0011232-0.0003106i,0.0010517-0.00024317i,-1.7202e-06+2.1156e-05i,-0.00075198-0.0005033i,-0.00058328-0.00065336i,0.00017607-0.00051982i
-0.0010032-0.0017101i,-0.00073627+0.0004614i,-0.00070951+0.0021218i,-3.8036e-05+0.0020034i,0.0009544+0.0010814i,0.00047552+0.00061714i,4.0996e-05+0.00022589i,0.00019472-0.0013594i,-8.9461e-05-0.0021253i,-0.0005949-0.00075313i,-0.00066697+0.00067078i,0.00044022+0.00088079i,0.0011416+0.00037925i,0.00094916-0.00034322i,0.00053993-0.00092027i,0.00070615-0.00037567i,0.00082542-6.0764e-05i,0.0010088-0.00045295i,0.001475-0.00073488i,0.0014577-0.00069961i,0.00059007-0.0004145i,8.1915e-05-0.00033683i,-0.00018762+0.00057056i
-0.00082472+0.00028843i,-0.001582+0.00022629i,-0.0011479+0.00043781i,-0.00044281+0.00084308i,-0.00020573+0.00046787i,-0.00050171-0.00062459i,-0.00042423-0.0010854i,-0.00045043-0.0012405i,-0.00027284-0.0016117i,-8.2023e-05-0.001183i,0.00035149+0.00053096i,0.00075444+0.00040988i,0.00030536-0.00061277i,0.0002146+7.6892e-05i,0.0001458+0.0010197i,-0.00020771+0.00070226i,0.00035656-0.00032406i,0.00011885-0.0010316i,-0.00020546-0.0010149i,0.00023254-0.0012322i,-2.2703e-05-0.0012206i,-0.00065542-0.00061125i,-0.00062963+0.00018208i
0.0017771-0.0013414i,0.00011517-0.0018458i,-0.00062749-0.0017215i,-1.1935e-05-0.0011269i,0.00087522-0.00098607i,0.00051357-0.00058348i,-4.1136e-05-0.00038644i,0.00013347-0.0014993i,8.9675e-05-0.0024387i,-0.00060065-0.0016772i,-5.0648e-05-0.00042856i,0.00031015+0.00037391i,0.00010497+0.00042272i,0.00070971+0.00062838i,0.00098613+0.00061374i,0.00039809+0.00040888i,0.00016299-0.00012478i,0.00013471-1.6232e-05i,-0.00058884+0.00018499i,-0.00044853-0.00098111i,0.00024196-0.00098763i,-0.00023464+0.00043096i,-0.0011001+0.00035931i
0.0029062+0.00059559i,0.0018334+0.00060085i,0.0021328+0.0010967i,0.0011544+0.00078694i,5.613e-05-0.0002451i,-0.0007506-0.00089388i,-0.00099953-0.0013181i,-0.00017709-0.001405i,-7.3179e-05-0.0020325i,-0.00076506-0.0020173i,-0.00086051-0.0012076i,-0.00057966-0.00030087i,0.00031617+6.5365e-05i,0.00060378-0.00030097i,0.0011217-0.00038962i,0.001211-0.00013488i,0.00032503+0.00038871i,0.00011321+0.00052837i,8.6248e-05+3.4614e-05i,-0.00023488+0.00047475i,0.0002413+0.0010752i,1.7943e-05+0.00065059i,-0.00044414+0.00014351i
-0.0011668+0.0016619i,-0.00094553+0.0017186i,-0.0006705+0.0026195i,0.00084999+0.002183i,0.0018154+0.0014161i,0.00031954+0.00030847i,-0.00078213-0.0014896i,-0.00051112-0.0027681i,0.00035155-0.0022864i,0.00073675-0.001039i,0.00099379-0.00027936i,0.001748+0.00011195i,0.0012525-2.6042e-06i,-0.00032718+4.5271e-07i,-0.00053952+0.00031361i,-0.00027075+3.1208e-05i,-0.0002568-1.0874e-05i,-0.00056054+0.00056686i,-0.00087496+0.00037405i,-0.00037128-0.00037745i,7.5902e-05-0.00061623i,0.00029325-0.00069881i,0.00018647+0.00020218i
0.001736+0.0005611i,0.00094891+0.0014956i,0.00077385+0.0011073i,0.00068633+0.0011017i,0.00027072+0.00062775i,-0.00041679-0.00032707i,0.00015746-0.00022051i,0.00052368-0.0010719i,0.00079277-0.0016173i,0.0010565-0.0012277i,0.00039638-0.00038517i,0.00014476+0.00063143i,0.00032687+0.000784i,0.00017128+0.00069179i,-0.00043986+0.00088659i,-0.00024519+0.00028522i,0.00039855-0.00093463i,0.00026698-0.0007413i,-0.00015658-0.00019154i,-6.2987e-05-0.00055203i,-0.0004087-0.0004053i,-0.00070796-0.00010538i,-0.00045779-0.00025442i
-0.0010377-0.00059757i,-0.00078764-0.00098573i,-0.00074135+0.00044188i,-0.00047462+0.00063669i,0.00087231-0.00047838i,0.00081736-0.0010454i,-0.0001463-0.0008069i,0.00055382-0.00096923i,0.00063695-0.0017544i,0.00053139-0.00055523i,0.00082015+0.0010006i,0.00054522+0.00073672i,0.00046528+0.00042801i,0.00058741+0.00098677i,-0.00041351+0.0012856i,-0.0012504+0.0012857i,-0.00079635+0.00049296i,3.43e-05-0.00090001i,0.00021807-0.00089961i,-0.00011854+0.00031184i,-0.00050169+0.00059703i,-0.00073661-4.9163e-06i,-0.00014388-0.00025992i
