0.00020699+0.00066612i,0.0002208-0.0007229i,-0.00026516-0.0013978i,-0.0017182-0.0014886i,-0.0026439-0.0010861i,-0.0017845+0.00080568i,0.00014998+0.0019745i,0.0016291+0.0011501i,0.0021783+0.00055627i,0.00089998+0.000105i,0.0002557-0.00088791i,0.00047673-0.00087669i,0.00036666+0.00057006i,-5.1356e-05+0.0013169i,-0.00028797+0.00055018i,-5.1529e-05-0.00016958i,0.00071452-0.0003145i,0.0012084+1.1515e-05i,0.0010961-0.0002848i,0.0015547+4.6794e-05i,0.0013797+0.00030943i,0.00031694+1.7433e-05i,0.00033456+0.00022204i
-0.00029719+0.00015069i,-0.00060253+0.00095064i,-0.0011693+0.001176i,-0.0016058+0.00083556i,-0.00096409+0.00091305i,-0.00067707+0.0018219i,-0.00093701+0.0024637i,-0.00070729+0.0022374i,-0.00024465+0.00094787i,0.00029285+0.00074271i,0.00052922+0.00071297i,0.00036067+0.00013376i,-0.00026011+0.00022527i,-9.7046e-05+3.8909e-05i,0.00057862-0.00015287i,0.00060028-0.00058415i,0.00017149-0.00049061i,0.00027679+0.00047269i,0.0010617+0.000267i,0.0010669+0.00021206i,-7.1344e-06+5.085e-05i,-0.000683-0.00024188i,-0.00026935+0.00014219i
-0.00015925+0.00085299i,-1.6296e-05+0.00058358i,0.00045622+0.00014048i,0.0004331-0.00068859i,-1.6852e-05-0.00053742i,-8.1086e-05+3.731e-05i,-0.00013209+0.00083949i,3.7084e-06+0.00036663i,0.00058264-0.00054699i,0.00021771+0.00028327i,0.00028354+0.00075756i,0.00042575+0.00081187i,6.6936e-05+0.0011973i,8.6974e-05+0.001347i,-0.0005405+0.001032i,-0.00050893+5.9262e-05i,2.0954e-05-0.00067445i,0.00013015-0.00066933i,6.0117e-05-0.000376i,0.00017956-0.00014163i,-4.2701e-06+7.8051e-05i,-3.7261e-05+0.00025034i,0.0002995+0.0003174i
-0.0010616-0.0008572i,-0.0016988-0.00091999i,-0.001718-0.0012329i,-0.0016393-0.0012959i,-0.0022502-0.0010123i,-0.0016421+9.3272e-05i,-0.00043817+0.00032454i,-0.00028977+5.8813e-05i,0.0003118+0.00030068i,0.00091717+0.00043622i,0.00099845-9.9595e-05i,0.00058619-0.00023344i,-0.00023861-5.7374e-05i,-0.001096+0.00068422i,-0.00063219+0.00044427i,0.00076212-0.00063557i,0.0015725-0.0006585i,0.0016764+2.9649e-05i,0.0001378+0.00064236i,-0.00041904+0.0006566i,0.00030156-0.00057224i,0.00084738-0.0012909i,0.0012007-0.00064917i
-4.5575e-05-0.0014913i,0.00053532-0.0028752i,-0.00018309-0.0022167i,-0.0012315-0.00053467i,-0.0018037+0.00011025i,-0.0014361+0.00072953i,-0.0003678+0.00061603i,0.00024965+0.00053157i,2.2161e-05+0.00064002i,0.00013997+0.00082234i,0.00059169+0.00062957i,0.0010502-0.00029193i,0.00085292-0.00055172i,-0.00010552-3.2963e-05i,0.00028829+0.00079194i,0.00054243+0.0010082i,-3.0745e-06+0.00047676i,-0.00012141+0.00040207i,-0.00016946+0.00019568i,0.00014723+0.00056775i,0.00025483+0.0011232i,0.00017736+0.00048375i,0.00020228-0.00053154i
0.0015665-0.00045304i,0.0014267-0.00024374i,0.0003454-0.00068629i,-0.00010707-0.00050539i,-0.00027835+0.00069004i,-0.00051413+0.0012836i,4.3364e-05+0.0011783i,0.00020425+0.00045627i,-0.00038811-0.00012123i,-0.00091027-2.1184e-05i,-0.00036478-0.00012574i,0.00011542-0.00017606i,0.00038599+0.00020827i,0.0010269+0.00039325i,0.0015061+0.00069949i,0.0011015+0.00071007i,1.9351e-05+0.00018401i,-0.00030379-0.00094863i,0.00027163-0.0010726i,9.9276e-05-0.00072838i,-0.00087253-0.00050136i,-0.0011999+0.00028163i,-0.0009294+0.00016662i
-0.00014755+0.0010378i,0.00018455+0.0010451i,0.00054835+0.0012313i,0.00099578-1.3859e-05i,0.0012784-0.00067172i,0.0012575-0.00011453i,0.0012054+0.00030162i,0.0012795-0.00061693i,0.00042415-0.001256i,-0.00044489-0.0001754i,-0.00056147-0.0003465i,-0.00036014-0.0011725i,-5.1219e-05-0.0010058i,-9.3519e-05-0.00054188i,-0.000451-6.9984e-05i,0.00013014-0.00012037i,0.0005583-9.3185e-05i,-0.0002165+0.0005074i,-0.00071791+0.0003843i,-0.00049467-0.00031837i,-0.00039078-8.9825e-05i,-0.0003878-3.0719e-05i,-2.8343e-05+9.0821e-05i
-0.0011082+0.002161i,-0.0010811+0.0023733i,-0.00075684+0.0024846i,-0.0010231+0.0013154i,-0.00079976+3.432e-05i,-0.00090206+0.00021921i,-0.0014468+0.00078384i,-0.00090972+0.0016145i,-0.00052309+0.0019364i,-0.00054437+0.00083163i,7.8972e-05-0.00053414i,0.00016682-0.00042197i,-0.00048536-0.00014551i,-0.001262-0.00040673i,-0.00078827-0.00028184i,-2.9728e-05+0.00050307i,0.00032573+0.00025184i,0.00033864-0.0005875i,-0.00023577-0.00058548i,-0.00012153-4.2677e-05i,-0.0003274+0.00071977i,-0.00028791+0.00078565i,0.0001364+0.00032367i
-0.001635+0.00038437i,-0.0014326-0.00051479i,0.0002795-0.00088054i,0.00065064-0.00084191i,0.00017606+2.8667e-05i,0.00024207+0.00063719i,0.00024474+0.001017i,0.00017801+0.0014068i,0.00031739+0.00091775i,0.0012591+0.00024635i,0.0016626+0.00027961i,0.0011559-7.5576e-05i,0.0012136-0.0012078i,0.00038581-0.0017657i,-2.4272e-05-0.0017488i,6.3505e-05-0.00071948i,-0.00031521+0.00040943i,-0.00025877-0.0002753i,-0.00022646-0.00049316i,-0.00066287-0.0002341i,-0.00088312-5.6499e-05i,-0.00035754+0.00020435i,-0.00010376+0.00064452i
-0.00026167+0.0011515i,-0.0014206+0.0013789i,-0.0015787+0.001295i,3.4411e-05+0.00062556i,0.00031275-0.00024776i,0.00032545-0.00033484i,0.00024185+0.0011602i,-0.00022086+0.0014672i,-0.00024018+0.00032135i,-0.00017155-7.5557e-05i,0.00032264+0.00042743i,0.00047141+3.6571e-05i,0.00050097+4.8076e-05i,0.00030619+0.0010376i,-0.00039391+0.00017952i,-0.00049413-0.00083846i,0.00029016-9.4154e-05i,-2.2022e-05+0.00044788i,-0.00050402+0.001041i,-0.00045731+0.00079078i,-0.0001441+0.00020864i,-8.783e-06+0.00042372i,-0.00027271+0.00071267i
0.00085685+0.0011239i,0.0010672+0.00060656i,0.00035479+0.00081276i,0.00018942-0.0005371i,0.00050274-0.0018484i,-0.00058074-0.0015933i,-0.0012415-0.00048302i,-0.00052122+0.00041442i,-0.00021043+0.00042949i,-0.00052846+0.00043453i,-0.00061516-0.00036691i,-5.4035e-05-0.00062403i,0.00018197-0.00044749i,0.00012383-0.00076182i,0.00016524-0.0008397i,-5.9866e-05-0.00051i,-6.4902e-05-0.00020515i,-7.3813e-05-0.00044557i,9.3192e-06-0.00051683i,-0.00012696-0.00058347i,-0.00062931-0.001379i,-0.00015129-0.0010513i,0.00026403+0.00019882i
0.0002516+0.0015798i,-0.00054693+0.0017772i,-0.001396+0.00085207i,-0.0017125+0.00044726i,-0.001585+0.00045683i,-0.001347+0.0014972i,-0.00039321+0.0013771i,-0.00015934+0.00044018i,-0.00071865+0.00021525i,-0.0012922-0.00041232i,-0.00062383-0.00047139i,-0.00022495+0.00047806i,-0.00031508+0.00044439i,-3.0578e-06+0.00016779i,-0.00010376+0.00023894i,-0.00023366-0.00022029i,0.0006302-0.00046475i,0.0014141-0.00060072i,0.0011134-0.00094863i,0.00026361-0.00070054i,4.991e-05-0.00063302i,8.3723e-05-0.00016072i,-0.00075212+0.00087503i
-0.00098705-0.0024566i,-0.001112-0.0022143i,-0.00087126-0.0032017i,-0.00013065-0.002768i,0.00038756-0.00090449i,0.00053863+0.00058324i,0.00081109+0.0011346i,0.00079332+0.00087873i,0.00015009+0.00043343i,2.9362e-05-6.2534e-05i,0.00035214-0.00042572i,0.00013227-0.00085436i,-0.0010195+8.3558e-05i,-0.0012804+0.00076614i,-0.00041728+0.00044583i,0.00014065+0.00012684i,0.00021261-0.00018503i,0.00035957-0.0006756i,0.00036664-0.00063645i,0.00011813-0.00084241i,-0.00052642-0.00078277i,-0.00084704-0.000204i,-0.00016239+0.0001041i
0.0011845-0.0016679i,0.0010016-0.0018367i,-0.00024095-0.0021992i,-0.00037681-0.0017171i,-0.0013331-0.0010807i,-0.0014525-0.0010625i,0.00012228+9.7311e-05i,0.0004159+0.0003497i,-6.3115e-05+2.7871e-05i,0.0007935+0.00049735i,0.0015749+0.00011732i,0.0013442-0.00039247i,0.00087444+7.8866e-05i,0.00031873-0.00022536i,0.0008585-0.00068058i,0.0012256-0.00063403i,0.00044683-0.0015525i,-0.00024035-0.0016876i,-0.00060361-0.0011753i,-0.00016564-0.00093669i,0.00027441-0.0005123i,0.00073392+0.00024901i,0.00086223+0.0004914i
0.0018232-0.00019289i,0.00077278-0.00072327i,-0.00056407-0.00098131i,-0.00097499-0.00043238i,-0.001298-5.2505e-05i,-0.0005846+0.00027582i,0.00045262+0.00063887i,2.6688e-05+0.00028834i,-0.0005535-0.00019911i,-0.00042023-0.00012499i,-0.00017419+0.00017275i,-0.00015157-0.00020307i,-0.00017099-0.00068195i,-0.00024443-0.0004477i,0.00010644-0.00070056i,0.00041857-0.00094487i,-8.3879e-05-0.00049154i,-0.00068903+5.5408e-05i,-0.00023584+0.00034428i,0.00027471-6.95e-05i,0.00048129-0.00046024i,0.00079922-0.00092662i,0.00060808-0.0007041i
-7.6849e-05+0.0022219i,-0.0012694+0.0016232i,-0.0003524+0.0015885i,0.00064096+0.00171i,0.00012721+0.00067103i,-0.00024814+7.0319e-05i,-4.4651e-05+0.00094655i,-0.00023495+0.0011738i,-0.00014128+0.0007006i,0.00010099+0.00049624i,0.00034349+0.00015238i,7.9174e-05-0.0004518i,-0.00067957-0.00084085i,6.0206e-05-0.00092879i,0.00077921-0.00060959i,0.00046502-0.00021047i,-7.0577e-05+6.2707e-05i,-0.00039249-0.00031666i,-0.00074177-0.00078492i,-0.00040322-0.00057989i,0.00056112-1.0841e-05i,0.00071346+0.0003188i,0.00054469+0.00037143i
-0.00097278-0.00020504i,-0.0025236-0.00042482i,-0.0035072-0.0004716i,-0.0028349-0.00066313i,-0.0018358-0.0011081i,-0.00099703-1.8746e-05i,-0.00051074+0.0015719i,0.00063388+0.0015977i,0.00035096+0.00045595i,-0.0012725+0.00023872i,-0.0011186-0.00020341i,-0.00032731-0.00044379i,-7.2976e-05-0.00059818i,0.00032505-0.00044377i,-6.1074e-05+0.00044936i,-0.00095476+0.00046861i,-0.00054724+0.00092671i,0.00049876+0.0015214i,0.0011421+0.00089281i,0.0010346+0.00010972i,0.0012211+0.00017927i,0.00098739+0.00040726i,0.00043033+0.00087211i
0.0004756-0.0020242i,0.0018239-0.0048044i,-9.7653e-05-0.0043718i,-0.001573-0.0028305i,-0.0020576-0.0019325i,-0.001347-0.00039958i,-0.00028895+0.0013414i,0.00015894+0.0012854i,7.3311e-05+0.00033404i,-0.00072231+9.0612e-06i,-0.00077914-0.0005622i,2.7169e-05-0.00036168i,2.8432e-05+0.00023909i,1.9754e-05+7.3121e-05i,0.00080563+3.379e-05i,0.0010294-0.00012554i,0.00024499+5.7082e-05i,-0.00052712+0.00096668i,-0.00056445+0.00092526i,0.00018407+0.00079336i,0.0010859+0.0010276i,0.00064945+0.0012737i,-0.00033926+0.0010926i
0.0012309-0.0023888i,0.00088494-0.0012863i,-0.0014152-0.0014553i,-0.0029263-0.000214i,-0.0022412+0.001825i,-5.796e-05+0.002509i,0.00094254+0.0022989i,0.00028922+0.0011426i,-0.00050772+0.00052648i,-0.0012856+0.00036592i,-0.0012683-0.00015145i,-0.0005415+5.0328e-05i,0.00016806-1.7955e-05i,0.00041491+0.00035977i,0.00015931+0.0010174i,-9.8361e-05+0.00083321i,-0.00056184+0.00031142i,-0.00021103-0.00059578i,0.00085374-0.00057656i,0.0011936-0.00043604i,0.00091018-0.00039359i,0.0005097+7.1306e-05i,-2.9351e-06+0.00041017i
0.0026337+0.0009074i,0.0013451+0.00019916i,0.001102-0.001292i,0.00036546-0.0016008i,-0.00090553-0.00040308i,-0.0012288+0.0014559i,-0.00072588+0.0028789i,-0.00052105+0.0027857i,-0.00025451+0.0017688i,0.00026254+0.00019324i,7.8693e-05-0.00027872i,-0.00036828+6.9997e-05i,-0.00076444-0.00024813i,-0.0010499+0.00012443i,-0.00075837+0.00084455i,-0.00012157+0.00062913i,-8.5973e-06+0.0004002i,3.6565e-05+0.00011156i,-2.6501e-05+0.00046369i,7.884e-05+0.00081153i,0.00027589+0.0006123i,0.00048818+6.5319e-05i,0.001086-0.00068438i
0.0018635-9.7001e-05i,0.00058012-0.0010282i,0.00049499-0.0027519i,-0.00029425-0.0030026i,-0.0012536-0.0017952i,-0.0012788-0.00073511i,-0.0011264+0.00016411i,-0.00071948+0.00080676i,-0.00034498+0.0005282i,-0.00034636-0.00047442i,-0.0002148-0.0010677i,-0.00024634-0.0010319i,-0.00054031-0.00098627i,-0.0010253-0.00082137i,-0.0011783-0.00057633i,-0.00062351-0.00051976i,8.4673e-05-7.5408e-05i,0.00062798-2.6925e-05i,0.0010866-8.3788e-05i,0.00057208+0.00099237i,0.00016052+0.0012611i,0.00068578+0.00082122i,0.00075629+1.0627e-05i
0.0011564+0.00046197i,0.0020922-0.0002007i,0.0020798-0.0011087i,0.0012025-0.0018194i,0.00024631-0.00093569i,-0.00017526+0.0010077i,5.843e-05+0.0017296i,-0.00048829+0.0011029i,-0.00089019+0.00045516i,-0.00052894+0.00052079i,-0.00032028+0.0003493i,-0.00037713+6.9186e-05i,-0.0002378-9.3027e-05i,-0.00020119-0.00047216i,-0.00011559-0.00071299i,-0.00013449-0.00081055i,0.00019403-0.00066297i,0.00046915+0.00025755i,-0.00020875+0.0015077i,-0.00028098+0.0014528i,-6.2214e-06+0.00058043i,-6.9451e-05+6.3929e-05i,-0.00021889-0.00031855i
0.0001924+0.00015867i,-0.00014313+9.2754e-05i,-0.00047736-0.00065768i,-0.00094153-0.0010742i,-0.0010923-0.00070803i,-0.00085809+0.00025603i,-0.00065496+0.0014797i,-0.0011911+0.00098377i,-0.0011855+5.1947e-05i,-0.0011157+0.00010701i,-0.0013537-0.00032469i,-0.00086235-0.00050397i,0.00033937+0.0010076i,0.00095501+0.0010728i,0.0010734-0.00030118i,0.0006509-0.00054546i,-1.3928e-05-0.00033795i,-2.8541e-05-0.00065067i,0.0002186-0.00014956i,0.00022363+0.00021478i,0.00010402+0.00016032i,0.00019437+6.1473e-05i,0.00041048+0.00029782i
-0.0013706-0.002297i,-0.00091616-0.0021301i,-0.0012295-0.0017462i,-0.001901-0.00071798i,-0.0016718+0.0006654i,-0.00040811+0.0020183i,0.0008197+0.0019932i,0.0010716+0.00082733i,0.00064353-0.00039942i,-0.00012095-0.0007207i,-0.00083319+6.6622e-05i,-0.00061471+0.00045685i,0.00030577-0.00013543i,0.00061876-0.0002664i,0.00040359+0.000775i,0.00029414+0.0010611i,0.00063187-0.00016149i,0.00016313-0.000523i,-0.00092587-1.1905e-05i,-0.0011087-0.00024693i,-0.00044916-0.0011143i,-0.00024354-0.0011773i,-0.00027809+0.00042839i
-0.00030452-0.0011312i,-0.00080044-0.00026658i,-0.00061595-7.5557e-05i,-0.0008618-0.00042751i,-0.00077732-0.0012539i,-0.00054509-0.00096452i,-0.0010076+0.00052782i,-0.0011015+0.00071815i,-0.00021549+0.00019374i,0.0007865-0.00044844i,7.8286e-05-0.0010737i,-0.00038551-0.001774i,0.00024951-0.0019272i,0.00070782-0.00077022i,0.00073886+0.00015821i,0.00088336+0.00068339i,0.00029303+0.0008726i,7.8521e-05+0.00038094i,9.9756e-05+0.00025213i,-0.0004915+0.00014216i,-0.00034108-0.00030528i,0.00038893-6.0952e-05i,-9.1979e-06+0.00049908i
0.0015743+0.00027789i,0.00099971+0.00036907i,0.00089975-0.0012871i,0.00069548-0.0022608i,-0.00031729-0.0019869i,-0.0011536-0.0013789i,-0.00060675-0.00010001i,-0.00013177+9.9627e-06i,-0.00013659-0.00024897i,0.00054753-0.00060549i,0.00072301-0.00067486i,0.00028359-0.00076103i,-0.0005868-0.00066898i,-0.0013739-0.00034039i,-0.0011798-0.0002556i,-0.00096983-0.00046047i,-0.00050704-0.00060649i,1.0441e-05+0.00011654i,-0.00088482+0.0005081i,-0.0015295-0.00021446i,-0.00067976-0.00055472i,0.00067242-0.00056675i,0.00077568-0.00077593i
0.00069256+0.0028298i,5.5219e-05+0.0030565i,0.00018837+0.0014906i,-0.00019557-0.00025085i,-0.00073382-0.0010105i,-0.00028919-0.00058364i,0.00045779+0.00026779i,0.00055572+0.00057206i,-0.00039713+0.00112i,-0.00082263+0.00094482i,-0.00055484+0.00022615i,2.8156e-05-0.00081549i,0.00038962-0.0013757i,0.00047843-0.001686i,-6.2602e-05-0.0012857i,-0.00072174-0.00027732i,-0.00032859+0.001017i,0.00011135+0.0012613i,0.00030667+0.00042967i,-1.8565e-05-2.9839e-05i,-0.00029226+5.0477e-05i,-0.00025786-3.3639e-05i,-0.00011396+8.0771e-05i
0.00037673+0.00080167i,0.00098264+0.00016135i,0.0004903+0.00018419i,0.00023432+0.0001412i,-0.00028095-0.00029803i,9.6412e-05-0.00071222i,0.0010749-0.0006532i,0.0011753-0.00032084i,0.0010541+1.9397e-05i,0.0010185+0.00022474i,0.00078114-5.1319e-05i,0.0010136-0.00010135i,0.00087278+0.00039794i,0.00030863+0.00050553i,2.9348e-05-0.00038459i,0.00029988-0.00061477i,0.00023755-0.00010144i,0.00057732+0.0001613i,0.00038111-8.8126e-05i,-0.00022797-0.00056233i,-0.00041504-0.00069673i,-0.00052815-0.00014441i,-0.00046173+0.00046893i
-0.004076+0.00048964i,-0.0045068+0.0008725i,-0.0039091+0.00091782i,-0.0018986+0.00066507i,-0.00053264+0.00084039i,0.0011726+0.00057869i,0.00198+0.00035477i,0.0010817-4.8041e-06i,0.00054582-0.00066877i,0.0013875-0.00059731i,0.0017757+6.3244e-05i,0.00093876+0.00030027i,0.00023061-7.6055e-05i,0.00036662-0.00068816i,0.00053198-0.00086191i,0.0005377-0.00078476i,0.00074569-0.00041608i,0.00082664+0.00046795i,-0.00030574+0.00095982i,-0.0012894+4.5077e-05i,-0.0011954-0.0008404i,-0.00030349-0.00063612i,0.00069008-0.00070815i
-0.0012295-0.0013567i,-0.0020462-0.0014216i,-0.0015522-0.0011212i,-0.00040637-0.00076952i,3.6339e-05-0.00050979i,-0.00037134+0.00038754i,-0.00026919+0.00074607i,0.00051349-1.0909e-06i,0.00052638-0.00050857i,-0.00045343-0.0011293i,-0.00058719-0.001185i,-8.8251e-05-0.0007879i,8.1354e-05-0.0012703i,0.00016136-0.0016186i,0.00021231-0.0007806i,0.00046134-0.00017536i,0.00026713-0.00047865i,0.00012826-0.00083176i,0.0008135-0.00063979i,0.00096551-0.00016568i,0.00061489+0.00040414i,0.00040586+0.00059304i,0.00050866+0.00056596i
0.00088176-0.0025217i,0.0015998-0.0031196i,0.001452-0.0026686i,0.0002736-0.001347i,-0.00070535-0.00079712i,-0.00062005-0.00044471i,0.00034962-6.3096e-05i,0.00064607-0.00033913i,0.00062159-0.0013704i,0.00076134-0.001063i,0.00033508-0.00035245i,7.8626e-05-0.0004149i,-0.00037232-0.0004767i,-0.00066478+1.9748e-05i,0.00013217+0.00082888i,0.00040564+0.00076092i,0.00035106-0.0001956i,0.00054296-0.00084833i,0.00062106-0.00074698i,0.00024197-0.00078887i,-0.00049693-0.00076485i,-0.00016966-0.00025646i,-0.00016318+8.4452e-05i
0.0034703+6.0333e-05i,0.0021179-6.5624e-05i,0.00029665+0.00055924i,-0.00045917-0.00015944i,-0.0006916+4.2801e-05i,-0.0012179+0.0013731i,-0.00090215+0.0012797i,0.00042874+0.00063673i,0.00037538+0.00031058i,-0.00012579-0.00018719i,-0.00013362+1.2844e-05i,5.4874e-05+6.1259e-05i,0.00068269-0.00031965i,0.0010436-0.00047379i,0.0004038-0.00023542i,0.00028847-0.00013219i,0.00054787-0.00012783i,0.00037063+5.3841e-05i,0.00018348+9.4006e-05i,0.00036532-0.00030701i,0.00047621-0.00092173i,0.00034262-0.0010738i,0.00041696-0.00035038i
-0.00081929+0.0022773i,-0.00088096+0.0030648i,-0.0020194+0.0022527i,-0.0015612+0.00092755i,-2.3863e-05+0.00014151i,0.0010619-0.00039526i,0.0011041-0.00089078i,0.0010664-0.0011762i,0.00077863-0.0011718i,0.00066486-0.00052679i,0.00059507-0.00045332i,0.00064904-0.00087298i,0.00069402-0.00058226i,0.0010599-0.00044114i,0.0013748-0.00020791i,0.00048208+0.00015708i,-0.00046913+0.00079686i,-0.00095664+0.00071183i,-0.00088795+0.0002711i,-2.3894e-05-3.0559e-05i,0.00051965-8.2087e-05i,0.00015769-2.6085e-05i,0.00026561-0.00022529i
-0.0012967+0.0013063i,-0.0010682+0.00044904i,-0.00038625-0.00041205i,-0.00055235-0.00061553i,-0.0015372-0.00032905i,-0.0015159+0.00075769i,-0.0003405+0.0013397i,0.00095759+0.00049459i,0.00091364-0.00024433i,0.00041326-0.00040142i,0.00033007-0.00048734i,-5.806e-05-0.0011441i,-0.00023727-0.0013708i,-8.9255e-05-0.0017379i,0.00021283-0.0014396i,0.00024622-0.00085479i,0.00040971-0.0013634i,0.0005848-0.0012347i,0.00070019-0.00021787i,0.00070528-0.00044601i,0.00066092-0.00091666i,-0.00014952-0.00078857i,-0.00085136-0.00078745i
0.00021914-0.0028166i,-0.00024027-0.0019251i,-0.00037903-0.00047226i,-0.00044806+0.0002607i,-0.00056341+0.00025547i,-0.00025458+0.0015716i,8.8388e-05+0.0021289i,0.00082522+0.0013349i,0.00076555+0.0010938i,0.00049689+0.0013268i,0.00030905+0.0010257i,-0.0001071+0.00058173i,-1.5384e-06-1.6525e-05i,0.00063234-0.00076781i,0.0002283-0.00065852i,-0.00040448+7.931e-05i,-0.00028937+0.00011503i,-0.00028076-0.00016572i,-0.00023336+5.9119e-05i,-3.8229e-05+9.9934e-05i,-0.00012739+2.7846e-05i,0.0002175-1.5585e-05i,0.0004908+0.00048928i
0.00058138-0.0013467i,-0.00048086-0.0018759i,-0.0011268-0.0020988i,-0.001769-0.0018873i,-0.0017094-0.0012387i,-0.00024063-0.00013671i,0.00083678+0.00059461i,0.00041952+0.00041463i,0.00018143+0.00063035i,0.00074293+0.00041827i,0.00030218-0.00018528i,-0.00059761-0.00064953i,-0.0001619-0.00042532i,-9.8853e-05-0.00015084i,-0.00058889-0.00036922i,-0.00070407-0.00011781i,-0.00049019+0.00045506i,-0.00013202+0.00031867i,2.3135e-05+0.00019361i,0.00024871+0.00048716i,0.00029334+0.00079055i,-0.00018236+0.0010251i,8.759e-05+0.00072167i
-0.0011635-0.0018244i,-0.00098459-0.0015983i,-0.00096941+1.2823e-05i,1.3126e-05+0.00076562i,0.00034771+0.00036613i,-8.5522e-05+0.0010996i,0.0001733+0.0014165i,0.00048656+0.00022276i,0.001396-0.00019503i,0.0017449+3.2571e-05i,0.00087388+0.00039472i,0.00026764+0.00047203i,0.00034021-0.00019326i,0.00057308-0.00091098i,0.00064968-0.00096188i,-0.00020047-0.00034652i,-0.00026862+0.0001144i,0.00023034+0.00044607i,1.4641e-05+0.00062366i,-0.00050522-8.6712e-05i,-0.0002212-0.00058898i,-0.00010341-0.00016005i,-0.00040338-0.00018835i
0.00096078+0.00028505i,0.00041956+9.1449e-05i,-4.5272e-05-0.00065109i,-0.00091358-0.00059449i,-0.0012039+0.00058125i,-0.00090575+0.0010096i,-0.00097504+0.00069061i,-0.00022099+0.00016369i,0.00017614-0.00017636i,4.9541e-05+0.00018813i,0.00033026+0.00025284i,0.0012023+0.00022162i,0.0015239+0.00034558i,0.00028038+0.00060418i,-0.00053727+0.00031977i,-0.00045632+0.00027804i,-0.00021266+2.2441e-05i,0.00043241-0.00085804i,0.00074086-0.00058786i,0.0003388+8.6443e-05i,0.00010844-0.00013328i,0.00013323-0.00035267i,-0.00029528-7.7804e-05i
-0.00076499+0.00088734i,2.8034e-05+0.0010274i,-0.0003526-0.00023866i,-0.00054758-0.001233i,0.00026365-0.00027518i,0.00051329+0.0003967i,0.0001304+1.8001e-05i,0.00017103-0.00030138i,0.00099654+0.00010101i,0.00089043+0.00052146i,0.00040687-0.00044866i,0.00030249-0.0011484i,-8.3616e-05-0.0012748i,-0.00055555-0.0013218i,-4.9645e-05-0.00071828i,0.00082559-0.00030821i,0.00083301-0.00013044i,0.00095653+0.00021198i,0.00088809+0.00078173i,0.00074595+0.0011142i,0.00059891+0.00097559i,2.1296e-05+0.00074863i,-0.00045296-0.00021453i
-0.0014082-0.00047869i,-0.001868+0.00076617i,-0.0019791+0.0011659i,-0.00052661+9.7937e-06i,0.00059752-0.00088248i,0.00074312-0.00034251i,0.00018149+0.0004281i,-0.00029777+0.00042079i,-0.0004137+0.00057946i,-0.00060374+0.00069954i,-0.00070552-0.0003115i,-0.00052299-0.0012684i,0.00011366-0.0010972i,-0.00030787-0.001614i,-0.0005121-0.0024957i,-0.00014344-0.0014587i,-0.0002543-0.00016571i,-3.0142e-05-0.00037793i,-8.1739e-05-0.00072084i,-0.00017798-0.00050209i,-0.00021108-5.8613e-05i,-0.00032287-0.00022288i,-0.00060307-0.00031189i
-0.0012783-0.0020879i,-0.0024846-0.0030956i,-0.0026134-0.0025226i,-0.0011368-0.00058045i,-0.00060147+0.00065599i,-0.00095499+0.00042863i,-0.00036142-0.00077009i,0.00043341-0.0008559i,0.000367-0.00032381i,0.00011363-0.0004036i,0.00034435-0.00029702i,0.00044554-0.00033154i,0.00049143-0.00066541i,0.00052813-0.00075198i,0.00067051-0.00034673i,0.0005499+3.1684e-05i,0.00042278+0.00017151i,0.00029653-8.8381e-05i,-0.00025917-0.00028024i,-0.00018682-0.00029556i,-0.00042736-0.00033722i,-0.00070585-0.00063825i,4.5225e-05-0.00052123i
0.00096285-0.00084867i,0.001149-0.00036786i,0.00027095+0.00027433i,-7.0803e-05-5.9268e-05i,0.00041884-0.00066422i,0.00070892-0.00015446i,0.00019915+0.00015795i,0.00036482-8.3934e-05i,0.0003878-0.00029914i,0.00010791+0.00045001i,0.00051808+0.00073576i,0.00055895-0.00064605i,0.00041701-0.0012211i,0.00073395+0.00015303i,0.0011097+0.00090344i,0.00059351+0.00054889i,0.00034632-0.0004002i,-0.00011399-0.0007011i,-0.00037557-0.00075767i,0.00057075-0.00060684i,0.00054335+0.00032056i,-0.00023802+0.00088722i,-0.00063246+9.2459e-05i
1.1105e-05+0.00080527i,-0.00028337+0.00081212i,-0.00060162+0.0019992i,-0.00046617+0.0014307i,0.00089444-0.00039323i,0.00066367-0.00089548i,-0.00055931-0.00051042i,-0.00054981-0.00047047i,-0.00035251-0.00019918i,5.3965e-05+0.00048726i,0.0013066+0.00047941i,0.0011706+0.00030827i,0.00023274-0.00019462i,-0.00032065-0.00082623i,-0.0003925-0.0011259i,-0.00017784-0.0010243i,-0.00012048-0.00072233i,-0.00045146-0.00039772i,-0.00055244-0.0001643i,-0.00063154-0.00038547i,-0.0010094-0.0004149i,-0.00040525+8.4965e-05i,0.00049186+0.00023225i
