-0.0016355+0.00043933i,-0.0010438+0.00086586i,-0.0033875+0.00073151i,-0.0042973+0.00019772i,-0.0037011+0.00070179i,-0.0028486+0.00083387i,-0.0017877+0.0012118i,-0.00091916+0.0023063i,-0.00037483+0.0016996i,3.0771e-05+0.00057707i,0.00022405-0.0003466i,0.00041662-0.00051019i,-3.6467e-06+4.7778e-05i,-3.759e-05+0.00033672i,0.00015134+3.2379e-05i,-3.3776e-05-0.00047554i,-0.0001632-0.00026552i,-0.00044863-0.00073202i,-0.00034568-0.00047992i,-0.0003525+0.00094969i,-0.00060659+0.0014581i,-0.00019216+0.00083384i,-2.3191e-05+0.00010857i
-0.00035323+0.0010289i,-0.00057238+0.00089369i,-0.0014677+6.848e-05i,-0.0012226+0.00040003i,-0.00043717+0.00063508i,-0.00012809+0.0003615i,-0.000855+0.00059082i,-0.00097671+0.0010089i,0.00023193+0.00056937i,0.0008253-0.00024085i,0.00062782-9.3685e-05i,0.00068529+3.9706e-05i,0.00059447+0.00033422i,0.00021817+0.00031547i,4.2507e-05-1.1926e-05i,-0.00037466-0.00029865i,-0.00039286-0.00027289i,-0.00010221-0.00020247i,0.00055779-0.00028923i,0.00042394-0.0006789i,0.00022675-0.0011945i,-0.00031907-0.0010337i,-0.001011-0.00057505i
-0.0015642+0.0019039i,-0.0027004+0.0023526i,-0.0036948+0.0029496i,-0.0017172+0.0028329i,0.0010461+0.0017916i,0.0014118-0.00067303i,0.00030945-0.0010937i,-0.00076282-0.0001521i,-0.00070302+0.00042337i,-4.7601e-05+0.00088757i,0.00027313+0.00067152i,-0.00017001+0.00026152i,-0.00034796-3.4283e-05i,0.00055038-2.5478e-05i,0.001223+0.00080453i,0.00096516+0.0010828i,0.00044548+0.0010714i,-0.00041677+0.0011877i,-0.0005774+3.0423e-05i,0.00023232-0.00093102i,-0.00012121-0.00067112i,-0.0010633-0.00010304i,-0.0012421+0.00025i
-0.00011968-0.00014748i,0.0003856-0.00068352i,4.369e-05-0.0010389i,-0.00084396-0.00098781i,-0.00071556-0.0011001i,-0.00069831-0.0016702i,-0.0013744-0.00022568i,-0.0012294+0.00080254i,-0.00023334+0.00043232i,-0.0004842+0.00047501i,-0.00052667+0.0010172i,-0.00021295+0.00090045i,-0.00080909-0.00047602i,-0.00054167-0.00044317i,-0.00031994-7.7922e-05i,-0.00019646-0.00042651i,0.00025803-0.00020454i,0.00036723+0.00015472i,0.00072033+0.00043751i,0.00069322+0.00019192i,0.00030063-0.00085469i,0.00036746-0.001819i,2.631e-05-0.0012259i
0.0010192-0.0014012i,0.0018406-0.0010527i,0.00098938-0.0004815i,-0.0012941-0.00039547i,-0.0017466+0.00010952i,-0.0013819+0.0005484i,-0.0016831+0.00024823i,-0.0014601-0.00029391i,-0.00038598-0.00020044i,-2.2258e-05+0.00016464i,9.2962e-05+0.00062179i,5.067e-05+0.0006987i,-0.00094261-0.00042324i,-0.0010574-0.00095263i,-0.00042522-9.1759e-05i,-0.00020995-0.00053691i,0.0001884-0.00071638i,0.00045351+0.00036309i,8.8732e-05+0.00076807i,-0.00037469+0.00064673i,-0.00082056+0.00030852i,-0.00080498+4.1726e-05i,-0.0006446-0.00021208i
0.00079824+0.0015392i,0.0014392+0.0018066i,0.001108+0.0010656i,-0.00029353+0.00094111i,-0.00036332+0.0012659i,-6.4099e-05+0.00044153i,-0.000724-0.00018337i,-0.00064661+0.0004817i,-0.00025531+0.00089018i,-0.00069257+0.00038732i,-0.00060827+0.00028802i,0.00028797+0.00078084i,0.00066716+0.0013431i,0.00038372+0.0008517i,-0.00023444+0.00015256i,7.2266e-05+0.00056901i,4.2456e-05+0.00073431i,-0.00028702+0.00016906i,-0.00026541+0.00010837i,-5.3476e-05+0.00034602i,0.00069497-0.00023849i,0.00077312-0.00025044i,0.00024023-5.2469e-05i
-0.00083213-0.00087956i,-0.0017729-0.0012033i,-0.0013185-0.00052945i,-0.0011501+0.00018378i,-0.001141+7.736e-05i,-0.0013111-0.00071398i,-0.001818-0.0011066i,-0.0011218-0.00021821i,-0.00074138-0.00021412i,-0.00095699+9.018e-05i,-0.00030755+0.00056673i,0.00028782+0.00040604i,0.00028607+0.00037875i,0.00017161+0.00012145i,0.00020419-6.3025e-05i,-0.00029181+5.4582e-05i,-0.00090241+8.1634e-05i,-0.00079584-0.00054205i,0.00044537-0.00069369i,0.00066808-0.00015785i,-0.00087873+8.647e-05i,-0.0012093+0.00065487i,-0.00039336+0.0012045i
-0.0021297+0.0011938i,-0.0024575+0.0013484i,-0.0032682+0.0008773i,-0.0028811+0.00059209i,-0.00098685+0.00039463i,-0.00079304-0.0001373i,-0.001799-0.00017077i,-0.0013692+0.0005292i,-0.00060851+0.0007859i,-0.00074469+0.00024665i,-0.00091126+9.0312e-05i,-0.00036299+0.00049599i,1.2295e-05+0.00063888i,-0.00037215+0.00078834i,-0.0011221+0.00058925i,-0.0011714+8.1055e-06i,-0.00048549-0.00023184i,-0.00022621-2.3263e-07i,-8.3149e-05+7.8787e-05i,-0.00011617+0.00016994i,-0.00090337+0.00018491i,-0.0013266-0.00027281i,-0.0004747-0.00033489i
0.00098564-0.0010907i,0.0015931-0.00061596i,0.00017023+0.00011166i,-0.0019317+0.00082086i,-0.0018887+0.00076033i,-0.001019+0.00077145i,-0.0012092+0.00080913i,-0.00093607+0.000507i,-0.0004528+4.759e-05i,-0.0012981+8.4975e-05i,-0.001493+0.00035216i,-0.00086013+0.00011627i,-0.00021194-0.00012152i,0.00023329-0.00020883i,0.00027616-0.00037806i,-0.00018914-0.00017936i,-3.3124e-05+9.9543e-05i,0.00019748-0.00014355i,-6.5046e-05-0.00036562i,-0.00020805-0.00056835i,-0.00048334-0.00057352i,-0.00062417-0.00059078i,-0.00038466-0.00048674i
0.0017268-0.0020141i,0.0012451-0.0016404i,0.00091234-0.0022185i,0.00070247-0.0018693i,0.00039276-0.0017821i,-0.00060221-0.0018088i,-0.0014643-0.00034077i,-0.0010204+0.001013i,-0.00059559+0.00056054i,-0.0006303-0.00053549i,-0.00042771-0.00048395i,0.00011789-0.00025979i,0.00037389-0.00066851i,5.3569e-05+1.9739e-05i,-0.00089786+0.00054068i,-0.00079571-0.00014868i,0.0002479-6.9029e-05i,0.00017542+0.00094798i,-0.00024251+0.00048715i,-0.00029654-0.00054903i,-0.00062488-0.00057138i,-0.00091996-0.00060397i,-0.00050084-0.00060556i
-0.0016331-0.0010925i,-0.0029511-0.00060822i,-0.00322-4.531e-05i,-0.0021029-3.5397e-05i,-0.0012867-6.5562e-05i,-0.001794+0.00050686i,-0.0018393+0.0011037i,-0.00083964+0.0016239i,-0.00030767+0.0016275i,-0.00042067+0.0013781i,-0.00074932+0.00069079i,-0.00089229-0.00012068i,-0.0010476-0.00035346i,-0.00063148+0.00023151i,0.00031277+0.00070954i,0.00040536+0.0001349i,0.00036846-0.0003688i,0.00040875-0.00028975i,-0.00017921+0.00037814i,-0.0010016+0.00076825i,-0.00043839+0.00040702i,-8.7783e-05+0.00013909i,-0.00066219-0.00024518i
-0.00039367-0.001393i,-0.0021258-0.0012644i,-0.0029634-0.0011038i,-0.0023333-0.00011976i,-0.0010392+0.00045727i,-0.00018581+0.00027123i,-0.00069926+0.00059057i,-0.00020042+0.0006282i,0.00076554-0.00027113i,-1.5083e-05-0.00088533i,-0.00049063-0.00015436i,-3.3867e-05+0.00093474i,-0.00047214+0.00085057i,-0.00058926+0.00036515i,-0.00018362+7.9336e-05i,-0.00034245-0.00075722i,-0.00077843-0.00066321i,-0.0012011+0.000662i,-0.00081084+0.00060141i,-0.00088698-0.00054059i,-0.00085126-0.00025689i,0.00016773+0.00018973i,0.00052421-3.622e-05i
0.0025678+0.00024777i,0.0022428-0.00023207i,0.0024511-5.2676e-05i,0.0018648-0.00019513i,0.00072364-0.0010349i,-0.0011175-0.0015575i,-0.0022234-0.00059897i,-0.0012865-4.9067e-05i,0.00011344+0.00018741i,0.00018781+0.00035196i,6.7766e-05-4.1719e-05i,-0.00023997-0.00039737i,-0.00069319-0.00086094i,-0.00027724-0.0011918i,-0.00010332-0.00075947i,-0.00015842-0.00035548i,-0.00027508-0.00053244i,-0.000297-0.0008841i,-0.00059092-0.00074357i,-0.00093774-0.00047798i,-0.0011482-0.00037982i,-0.00097396-0.00060105i,-1.7554e-05-0.00043743i
-0.00038049+0.00014097i,-0.00061943-6.9543e-06i,-0.0012073-0.00029385i,-0.0015761+0.00049042i,-0.0012833+0.00087854i,-0.000243+0.00020495i,0.00012432-0.00054363i,-0.00046528-0.00035627i,-0.00047415+0.00036456i,-0.0001381+0.00011095i,0.00023831+3.7305e-05i,3.4982e-05+0.00015471i,9.5142e-05-0.00057372i,0.00076888-0.00086492i,0.00045793-0.00052577i,-0.00053772-0.00034099i,-0.00082449-0.00012819i,0.00011817+0.0002506i,0.00060879+0.0001332i,0.00018921-0.00018743i,9.3874e-05-0.00020019i,-0.00011991-0.00021197i,-7.5699e-06-0.00049402i
-0.0011671+0.0015302i,-0.0019793+0.0018061i,-0.0026095+0.0023084i,-0.0018558+0.0012645i,-0.00064182+0.00021702i,-0.0001652-0.00033106i,-0.00094294-0.00072231i,-0.0015087-0.0006717i,-0.0006262-0.00053756i,-0.00025494+3.4181e-05i,-0.00034332+0.00091646i,0.00051866+0.00049836i,0.00082116+2.4388e-05i,0.00014646-0.00026538i,6.6237e-05-0.00074511i,0.00016163-0.00069971i,-0.00013161-0.00040887i,-0.00012378+0.00020266i,-0.00037021+0.00033466i,-0.00032302+0.00022736i,-0.00036068+0.00021076i,-0.0004749-0.00019834i,-0.00022767-0.0003877i
0.0018625-0.001843i,0.0024308-0.0025559i,0.0026324-0.0030869i,0.00085287-0.0013992i,-0.00042766-0.00069293i,-0.00039735-0.0012777i,-0.00078138-0.00090678i,-0.00063647+0.00045975i,9.4828e-06+0.0005119i,-0.00035826-0.00011833i,-0.00036356+0.000358i,0.00011852+0.00055271i,-0.00030142-0.0005753i,-0.00032955-0.0010868i,8.7686e-05-0.0006732i,-0.00043997-0.00077026i,-0.00027142-0.00082685i,0.00023875-0.00029141i,2.5939e-05+7.8949e-07i,-0.00023105+0.00011783i,-0.00029159-0.00020997i,-0.00021924-0.00092644i,0.00018045-9.9995e-05i
-0.00016117+0.001548i,-0.00027661+0.00087231i,-0.00079268+0.00076201i,-0.0004803+0.0012917i,4.9107e-05+0.001007i,0.00012747+0.00014509i,-0.00067268-0.00017649i,-0.0015324+0.00103i,-0.0012488+0.00092155i,-0.00045121+0.00035708i,3.335e-05+0.00088463i,2.2734e-05+0.0010946i,-0.00018955+0.00027824i,-9.3525e-05-0.00036605i,-2.5955e-05-0.00072233i,-0.00060095-0.00041642i,-0.00033703+0.00083237i,0.0004602+0.0015201i,-4.9224e-06+0.00080691i,3.3267e-05+0.00012865i,0.00010787+0.00020361i,-0.00046179+0.00014061i,9.0331e-05-0.00021449i
0.00036799+0.00015448i,-0.00017287-9.2953e-05i,-0.00017689-0.00076676i,-0.0010175-0.0011391i,-0.0019843-0.0009261i,-0.0015147+0.00019865i,-0.0012964+0.00081772i,-0.0012906+0.00025324i,-0.00021052-0.00041902i,0.00032318-0.00088979i,-0.00013795-0.00073875i,-4.5811e-05-0.00077742i,-0.00011493-0.00046709i,-0.00082933+6.275e-05i,-0.00092252+0.00047341i,-0.0010139+0.00058067i,-0.00035226-1.984e-05i,0.00013145-0.00037253i,0.00039335-0.00057178i,0.00079887-0.00080082i,0.00083676-0.00090912i,0.00097907-0.00062624i,0.00051602-0.00012365i
-0.00018021+0.0009126i,0.00051407+0.00085453i,0.00015544+0.0014857i,0.00014007+0.00053436i,0.00088984-0.0010226i,0.00046663-0.0016199i,-0.00024052-0.00086534i,-0.0004808+0.00047508i,-0.00047012+0.00090401i,-0.00029267+0.00062286i,-0.00019254+0.00054332i,-0.00023158+0.00079757i,2.6591e-05+0.00048548i,-0.00028498+0.00012971i,-0.00040722-0.00010434i,-0.00033234-0.00051923i,-0.00070084-0.00054817i,-0.00057214-0.000271i,-0.00058019-0.00043988i,-0.00090891-0.00066343i,-0.0010796-0.0005247i,-0.00061045-0.00046511i,0.00033025-0.00051314i
-0.00049949-0.0013458i,-0.0016495-0.0018312i,-0.0033268-0.0014355i,-0.0038811-4.1096e-05i,-0.003131+0.00039827i,-0.0018489+0.00051926i,-0.0022314+0.00015632i,-0.0019189-0.00049402i,-0.00083028-6.398e-05i,-0.00070938+0.0011743i,-0.000817+0.0014809i,-0.00061977+0.00043774i,-0.00034625-0.00027629i,0.00026697+0.00039471i,0.0006382+0.00059245i,0.00016492-0.00032037i,-9.2494e-05-0.00052555i,-0.0004691-0.00037304i,-0.00010194-0.00055486i,-7.4165e-05-0.0007283i,-0.0007032-0.00039829i,-0.00094379+0.00023146i,-0.00029142-3.7933e-05i
0.0016673-0.00063211i,0.0011903-0.00074362i,3.9296e-05-0.00016087i,-0.00023935-0.00027664i,0.00012898-0.00058941i,0.00055269-0.00033146i,-0.0005778+4.0307e-05i,-0.00083747+0.00028624i,0.00020376+0.00020912i,-0.00013154+0.00059776i,-0.00096689+0.00053135i,-0.00020504+9.3892e-05i,0.00021732-0.0002533i,-6.7746e-05-0.0012634i,-0.00013211-0.0013858i,-0.00030821-0.00022305i,-0.00077502-7.5172e-05i,-0.00026197-0.00023648i,0.0010016+0.00010792i,0.00077505+8.6003e-05i,-0.00031024-0.00075761i,-0.00023857-0.0011228i,-0.00040486-0.00070853i
-0.0018395-0.0011476i,-0.0020262-0.00043128i,-0.0035112+0.00081019i,-0.0040155+0.0012432i,-0.0032691+0.00072548i,-0.0026102+7.2681e-05i,-0.0023835-0.00025965i,-0.0013575-0.00034272i,4.9848e-05-0.0004709i,0.00031355+0.00027993i,0.00018973+0.00041113i,0.0002537+0.00015753i,0.00056434-8.1113e-05i,0.00047957-0.00011567i,5.8248e-05-0.00043779i,0.00028045-0.00082902i,0.00044174-0.00049429i,0.00051464-0.00011472i,0.00019625+0.00026947i,-0.00013211+0.00074344i,1.9328e-05+0.00055444i,9.2861e-05-0.00031771i,-9.3838e-05-0.00068723i
0.0011567-0.00075269i,0.0012621-0.00095617i,0.00076473-0.0017849i,-0.00023451-0.00086866i,-0.00054785-0.0001575i,-0.00082024-0.00076387i,-0.0012897-0.00058855i,-0.0010708+1.2792e-05i,0.00010964+0.0002289i,-0.0001817+0.00022655i,-0.0005421+0.00044954i,3.1943e-05+0.00063678i,-9.2466e-05+0.0005335i,-7.3889e-05+6.9831e-05i,0.00026029-0.00033516i,0.0001477-0.00036169i,0.00010433+0.00010693i,0.00032368-0.00014278i,0.00023752-0.0012148i,9.0328e-05-0.00098604i,0.00025022+0.00020128i,6.1964e-05+0.00048253i,2.5891e-05+0.00032437i
0.0019727+0.00021813i,0.0017356+0.00088118i,0.00083897+0.0016012i,-0.00040856+0.0015393i,-0.00025077+0.00046763i,8.5588e-05-0.00027209i,-0.0004362-0.00047869i,-0.00093271-0.0008796i,-0.00036435-0.0005818i,0.00038851+0.00020082i,0.00065887+0.00032457i,0.0008796+0.00029254i,0.0010833-0.00010914i,0.0010258+5.3289e-05i,-8.8888e-05-2.952e-06i,-0.0006092-0.00042055i,-7.7976e-05-0.00074602i,0.00072324-0.00098655i,0.00075122-0.00057969i,-0.00029426-0.00072143i,-0.00042047-0.00056975i,-0.00068634+0.00023121i,-0.00086128-0.00018608i
0.00062496+0.0011404i,0.00089532+0.0013351i,0.001124+0.00051109i,0.0016991-0.00037087i,0.001239-0.00075114i,-0.00044796-0.00069597i,-0.0010908-0.00084602i,6.9527e-05-0.00028299i,0.00036904+0.00017554i,0.00017542+0.00048655i,0.00017843+0.00080589i,0.00067233-6.3181e-05i,0.00083233-0.00080817i,0.00068476-0.00040075i,0.00044807-0.00045339i,6.0047e-05+0.00012411i,-0.00026245+0.001111i,-0.0007898+0.00071963i,-0.00041948+0.00055239i,-0.00032699+0.00029315i,-0.00035259-0.00041945i,-0.00016588-0.0011113i,0.0002375-0.0011524i
-0.00083405-6.5063e-05i,-0.00026662-0.00072992i,-0.0004102-0.00063439i,-0.00088513-0.00072776i,-0.0016103-0.00081147i,-0.0017968-0.0013063i,-0.001003-0.0012006i,-0.00073293-1.2601e-05i,-0.00097922+0.00050911i,-0.00088824+0.00048302i,-0.00046566+0.00082406i,-0.00010694+0.00057606i,0.00027817-0.0007776i,0.00057874-0.00092439i,0.00013344+0.00016367i,0.00015187+0.00038637i,0.00065977-1.2211e-05i,0.00056518-0.00034012i,4.4508e-05-6.1581e-05i,-0.00067003+4.0499e-07i,-0.00067339-1.8924e-05i,-0.00057861+7.9973e-05i,-9.118e-05-0.00026426i
-0.002405+0.0012734i,-0.0026281+0.0021691i,-0.0037274+0.0015319i,-0.0041009+0.0012727i,-0.0022633+0.0014002i,-0.0012078+0.00057196i,-0.0017853-0.00018697i,-0.001352+0.00035691i,-0.00041611+0.00059022i,-0.00038099+0.00024305i,-0.0005461+0.00063497i,-0.00043553+0.00093385i,-0.00098812+0.00083035i,-0.00091843+0.00058661i,-0.00042352+0.00023262i,-0.0004821-0.00025967i,-0.00056562-0.00060451i,-0.00070019-0.00069819i,-0.00013932-0.00084768i,-0.00050598-0.0002666i,-0.00078021+3.5562e-05i,-0.00020294+9.9878e-05i,-0.00034654+8.8212e-05i
0.00024566-0.0009536i,0.0016845-0.0013363i,0.0016634-0.0016289i,0.00044135-0.0016731i,-0.00074817-0.0011806i,-0.0011397-0.00070336i,-0.00080176+0.00027752i,0.00012647+0.00055344i,0.0010212+2.3561e-05i,0.00044212-0.0004075i,-0.00035645-0.00016659i,-8.5704e-05-8.6854e-05i,0.00031358-0.00084269i,6.8908e-05-0.0012773i,-0.00025422-0.0011022i,-0.00048033-0.00017694i,-0.00051721+0.00026768i,-0.00041142-0.00010964i,-8.9654e-05+0.00031263i,-5.8009e-05+0.00066574i,-8.0262e-05+0.00052482i,-0.00034396+0.00083187i,-0.00040032+0.00015562i
0.00074426-0.0003149i,0.0010151-0.0021797i,0.0012113-0.0008482i,-4.7708e-05+0.00022974i,-3.4894e-05+0.00025248i,0.00055105+0.00022224i,2.9515e-05+0.00071068i,-0.00034119+0.0010468i,-0.00018459+0.00098729i,7.8819e-05+0.00058219i,-0.00016665+0.00059299i,-0.00086729+0.00094355i,-0.00055881+8.594e-05i,-0.00055531-0.00084835i,-0.00047156-0.00039306i,-5.0277e-05+0.00032943i,0.00012852+0.00021126i,-0.00016269-0.00038076i,7.7362e-05-0.00037965i,0.00095965+0.00043722i,0.00082376+0.00059446i,0.00014423+0.00025894i,-0.00062139-0.0005325i
0.00090613-0.0013205i,-0.00051663-0.0012429i,-0.0016376+0.00033189i,-0.0023101+0.0012138i,-0.0020553+0.00081014i,-0.0017387+0.0010489i,-0.0021608+0.0010473i,-0.001512+0.00042398i,1.3483e-05+7.366e-05i,0.00028796+0.0001938i,-7.3209e-05+0.00089745i,0.00030447+0.00064949i,0.00012427-0.00056453i,-0.00044892-0.0012093i,-0.00057611-0.0010749i,-4.6975e-05-0.00082976i,-5.6787e-07-0.00030451i,-0.00020405-6.4841e-05i,6.8539e-05-0.00025665i,-2.7166e-05-0.00012809i,0.00022451-0.0003153i,0.00070465-0.00073896i,0.00024088-0.00021112i
0.00055793-5.7206e-05i,0.00049716-0.00071807i,0.0016616-0.00014529i,0.0019311-0.00051126i,0.0012861-0.0010119i,0.00033375-0.00038097i,-0.00055728+7.476e-06i,-0.00079345+0.00023351i,-0.00054357+0.00065743i,0.0003433+0.00067125i,0.00072477+0.00025151i,0.00068444+0.00014207i,0.00088793-0.00033635i,0.001085-0.00033501i,0.00060257+9.0533e-06i,-0.00033482+0.00022814i,-0.00047547+0.00039014i,-8.3194e-05+0.00064505i,-0.00069615+0.00072549i,-0.0014086+0.00043312i,-0.0011814+9.696e-05i,-0.00050177-7.1171e-05i,-5.0648e-05+0.00033966i
-0.00042569+0.0019715i,-0.00041852+0.00093794i,-0.0018194+0.0016734i,-0.0022259+0.0025215i,-0.0013431+0.0018872i,-0.00072787+0.0002734i,-0.00048711+0.00034225i,-0.00073265+0.0013466i,-0.0014757+0.001588i,-0.0017085+0.0010653i,-0.0011581+0.00076288i,-2.3128e-05+0.00034357i,0.0011172-0.00013845i,0.00058442+0.00046138i,-0.00029466+0.00082517i,-0.0003223+0.00064529i,-0.00019052+0.00086672i,0.00032898+0.0010632i,0.00044198+0.00090001i,-4.865e-05+0.0012599i,-0.0002721+0.00109i,4.9661e-05+9.7353e-05i,-1.5503e-05+2.5345e-05i
0.00030646+5.1663e-05i,-0.00011254-0.00015316i,0.00036473+0.00030307i,0.00051722-3.9611e-06i,0.00043716-0.0018443i,0.00021855-0.0018513i,-0.0011946-0.00070243i,-0.0017346-0.00019887i,-0.00035845+6.1012e-05i,-0.00027703-0.00010598i,-0.00044004-0.00053121i,0.0002759-0.00066735i,-0.00015003-0.0005699i,0.00026531-0.0012432i,0.00067928-0.0012689i,0.00032864-0.0011892i,0.00014053-0.0012592i,-0.00019702+7.3807e-06i,4.933e-05+6.2145e-05i,0.00027312-0.00035366i,0.00014432+0.00047639i,-8.1197e-05+0.00062917i,-0.00025835+2.5791e-05i
-0.003238+0.0011992i,-0.0042077+0.0016094i,-0.0052427+0.0019035i,-0.0040044+0.0022151i,-0.0012536+0.002387i,0.00037653+0.0015756i,-0.00054045+0.00093079i,-0.0018637+0.0010804i,-0.0011363+0.0011153i,-0.00043843+0.0013291i,-0.00024091+0.0016581i,3.5652e-05+0.0016857i,0.00024015+0.0011493i,-0.00020321+0.0013125i,-0.00074149+0.0013166i,-0.00061274+0.00058772i,-0.00054073-0.00013559i,-0.00038331-6.791e-05i,3.158e-05+0.00013147i,0.00028085+0.00015475i,-0.00018874+0.00043038i,-0.0001562+0.00049698i,0.00021763+0.00014294i
-0.0006113-0.00079425i,-0.00080247+0.00017597i,-0.0015133+0.0006574i,-0.0028229+0.0011081i,-0.0020668+5.0544e-05i,-0.00055072-0.00081737i,-0.00058996-0.00026103i,-0.00076369+0.00032767i,-0.00051764+9.9669e-05i,-0.00058554-0.00023201i,-0.00047067+2.4802e-05i,-0.00061006+0.00015545i,-0.00049567+0.00046056i,-0.00043097+0.00066118i,-0.00023294+0.00040988i,-1.8197e-05+0.00051942i,-0.00037816+0.00039322i,-0.00034733+0.00031788i,-0.00024414+6.9723e-05i,-0.00056309-9.9725e-05i,-0.00048704+3.3824e-05i,-0.00041216+0.00037821i,-0.00026856-0.00026014i
-0.00010178-0.0021625i,-0.0004052-0.0021075i,-0.0011696-0.002006i,-0.0015058-0.00092701i,-4.2317e-05+0.00022973i,0.00033764-4.0677e-05i,-0.0012304+0.00046089i,-0.0022636+0.0010804i,-0.0013546+0.00025409i,-0.00092316-0.00011388i,-0.001747+0.00098459i,-0.0011602+0.00096774i,-0.00068242+0.00042031i,-0.00066641+0.00020823i,-0.00078681-0.00027064i,-0.0012681-6.3335e-05i,-0.00055791+0.00022465i,6.9164e-05+9.9223e-05i,0.0002156+1.2377e-05i,-1.4806e-05-0.00019221i,-0.00036425+0.00018194i,-0.00022527+0.00099896i,0.00050853+0.00094873i
-0.0014665-9.4876e-05i,-0.0016552-0.00018344i,-0.0019794-0.00019538i,-0.0023457+0.0013294i,-0.0023726+0.0019595i,-0.0014726+0.00074011i,-0.0014101+1.8065e-05i,-0.0012772+0.00016738i,-0.00055634-4.7261e-05i,-0.00022537-0.00039366i,9.2153e-05+0.00012284i,0.00036427+0.00044224i,-0.00052966-0.00016552i,-0.0009629-0.00071658i,-0.00055689+4.465e-05i,-0.00018405+0.00067691i,-0.0002449+0.00018477i,-0.00062181-0.00010842i,-0.00061467+0.00027782i,-0.00041914+0.00013681i,3.0567e-05+0.00034682i,0.00033606+0.0010197i,-0.00020504+0.00022112i
0.00058399-0.00098807i,0.00026968-0.00095068i,-0.00061962-0.0020975i,-0.0017101-0.0020556i,-0.00087358-0.0015774i,-0.00023898-0.0010605i,-0.00045808-0.00037571i,-0.00085942-0.0002915i,-0.00032013-0.00076023i,0.00017941-0.00050103i,0.00010568+0.00028595i,0.00017747+1.2643e-05i,0.00014655-4.7923e-05i,-0.00041063-0.00064715i,-0.00040082-0.001199i,-0.00047629-0.00056277i,-0.00098402+0.00022718i,-0.00016304+0.00061438i,0.00066899-7.7545e-06i,0.00063649-0.00059964i,0.0001499-0.00043914i,-0.00019328+3.9431e-05i,-0.00033349+0.00011151i
0.0018179-0.00056645i,0.0016158-0.0010293i,0.00091573-0.00091684i,-0.00039768-0.00092781i,-0.00013574-0.00078297i,0.00038609-0.00056669i,0.00021904-0.00063719i,-0.00030811-0.0004285i,-0.00060664-0.00029866i,-0.00081251-0.00011111i,-0.00050108+0.00077141i,7.1045e-05+0.00092936i,2.0478e-05+0.00014128i,-0.00015797-0.00076384i,-0.00034619-0.0011416i,-0.00017978-0.0009492i,0.0002625-0.00076535i,0.00039895+6.4202e-05i,0.00025351+0.00059528i,2.8121e-05-2.5868e-05i,3.6983e-05-0.0011055i,0.0001628-0.00067285i,5.9261e-05+0.00019915i
0.00024047-0.00022405i,0.00039375-0.00095281i,-0.00029741-0.00049886i,-0.0011668-0.00029187i,-0.00079945-0.00074793i,-0.0001648-0.00054806i,-0.001093-9.7228e-05i,-0.0019263+1.4221e-05i,-0.00067066-6.4233e-06i,0.00037054+0.00052135i,-4.3139e-05+0.00053001i,-0.00012164+0.00029696i,0.00041193+0.00041621i,0.0010999+0.00017375i,0.00093706+0.00051796i,0.0004568+0.00094469i,-0.0010094+0.00018829i,-0.0011637-7.6135e-05i,0.00020253+0.00077138i,0.00065616+0.00020035i,0.00097302-0.00037828i,0.0002462-0.00023427i,-0.00036648-0.00017069i
0.0018223+0.0020409i,0.0020519+0.0025588i,0.0016211+0.0012034i,0.00047336-0.00060442i,0.00053531-0.0010534i,0.00067917-0.0015608i,-0.00088998-0.0012381i,-0.0019094-1.788e-05i,-0.00084734+0.00044126i,9.8268e-05+3.6832e-06i,-0.00012377-0.00019799i,-0.00032474+0.0001022i,2.7339e-05-0.00043706i,0.00079029-0.00092178i,0.0010889-0.00042984i,0.00083247-0.00032421i,0.00047665-0.00030227i,0.00038893+0.00021742i,0.00069874-0.00021248i,0.00090855-0.00037794i,0.00032434-0.00022996i,-0.00022632-0.00084601i,-0.00022678-0.00072596i
-0.00063938-0.0025916i,-0.0014146-0.0029642i,-0.0024581-0.0018795i,-0.0029669-0.00048678i,-0.0024732-0.00062283i,-0.0018774-0.00089812i,-0.0012669-0.00032132i,-0.0010994-0.00012767i,-0.00055918-8.0619e-05i,0.00082892+0.0003797i,0.00088563+0.0011985i,0.00015411+0.0008627i,0.00013772-0.00046198i,0.0001953-0.00084812i,-0.00019762-0.00029628i,-0.00088119+0.00019098i,-0.0006001+0.00015884i,-2.1212e-05+0.00026394i,0.00092561+0.00011542i,0.00077594-8.2968e-05i,-0.00044446-0.00042687i,-0.00093338-0.00045404i,-0.00080402+0.00011167i
0.00082476+0.0011562i,0.00091271+0.00081112i,0.0011336-0.0003322i,0.0010497-0.0012093i,0.00077182-0.0014123i,-0.0001612-0.0017661i,-0.0010336-0.0016617i,-0.0010654-0.00035723i,-0.00045182+3.4874e-05i,0.00063755+0.00045363i,0.00023726+0.0016012i,0.00059725+0.0013751i,0.0011786+1.0075e-05i,0.00078562-0.00045759i,0.00051818+0.00030383i,0.00033422+0.00057662i,2.2276e-05-0.00039553i,-0.00037966-0.00078422i,0.00013842-0.00043548i,2.999e-05-0.00041864i,-0.00058728-0.00020111i,-0.00055013+0.00049945i,2.0177e-05+0.00089354i
