-0.001071+0.0002686i,0.00014765-0.0010133i,-0.0011485+0.00038938i,-0.0019109+0.0017231i,8.8581e-06+0.0021405i,0.00098941+0.0010793i,-0.00018803+0.00075181i,3.2473e-05+0.0010385i,0.00082019+0.00043245i,0.00068217-6.5983e-05i,0.0011297-0.00041785i,0.0016917-0.00061547i,0.0010267-0.0012026i,0.00047591-0.0021238i,0.00057147-0.0023406i,-0.00026472-0.001696i,-0.00091363-0.00037289i,-0.00066701-0.00051287i,-0.0012155-0.0016495i,-0.0017311-0.0012602i,-0.00068365+3.2073e-05i,0.0007904+0.00065233i,0.0012035+0.00051242i
0.00072593-0.0038323i,0.0007134-0.0041i,-9.2649e-05-0.0026903i,-0.0004139-0.00062879i,-0.00032466+0.00073508i,2.2546e-06+0.0014813i,0.00027192+0.0015588i,0.00032262+5.1628e-05i,-0.00041544-0.0010075i,-0.001136-0.00028767i,-0.00088143+0.00065088i,-0.00057407+0.00073175i,-0.00037797+0.00046641i,-0.00020293-0.00013467i,0.00023355-0.0007823i,3.0674e-06-0.00083987i,-0.00092225-0.00029086i,-0.001321+0.00040336i,-0.00045908+0.00081663i,-0.00024738+0.00065415i,-0.00052945+0.00013494i,0.00054341+0.00042753i,0.0011152+0.00053452i
0.0019664-0.0011432i,0.0023048-0.0025423i,0.0016415-0.0022094i,0.0014779-0.0028915i,0.0011885-0.0041416i,0.0002403-0.003063i,0.0001583-0.00044506i,0.00056998+0.00063082i,0.00052017+0.0003724i,0.00010118+0.00052427i,-0.00015981+0.00020866i,-0.00055769-0.00063801i,-0.00057924-0.001294i,-0.00042395-0.00088713i,-0.00051068-0.00074703i,-0.0012001-0.00033254i,-0.0017482-6.7846e-05i,-0.00099127-0.00030008i,0.00021645-0.00085562i,0.00074056-0.00069091i,0.00059551+0.00055239i,0.00086962+0.00073333i,0.00084321+9.5856e-05i
0.0027018-0.0017386i,0.0021029-0.0025824i,0.00019271-0.0018322i,-0.00043907-7.584e-05i,-0.00068359+0.0012037i,-0.00054336+0.00087561i,-8.2327e-05-0.00078692i,0.00023224-0.00097468i,-0.00026517+8.4783e-05i,-0.001491+0.00040249i,-0.0018132+0.00032722i,-0.00071553+5.7115e-05i,3.6546e-06+0.00011309i,0.00061535+9.8175e-06i,0.0010903-0.00047185i,0.00014643-0.0009131i,-0.00042994-0.001272i,-0.00022586-0.00015035i,0.00021582+0.0013062i,-0.00018736+0.00061467i,-0.00068562-0.00040957i,-0.0002094-0.00050564i,0.00039372-0.00037206i
0.0027057-0.0029417i,0.00069712-0.0034182i,-0.002402-0.0033501i,-0.0020892-0.0019105i,-0.00057852-0.00066014i,-0.0012572+0.00049662i,-0.0010699+0.00063758i,-0.00031745-0.00064691i,-0.00012055-0.0014856i,-0.00042983-0.00064953i,-0.00020955+0.00034511i,0.00049376+0.00011142i,0.00059084-0.000207i,0.00015397+0.00016304i,-0.00065033+1.7798e-05i,-0.00065391-0.00079991i,-0.0010006-0.00086891i,-0.00054511+0.00038999i,0.00045074+0.00025213i,0.00020273-0.00030124i,-0.00060166-0.00063194i,-0.00069258-0.00073807i,-0.00055834-0.00022531i
0.0036443-0.0042839i,0.0024644-0.0058456i,0.0002368-0.0061261i,-0.0013885-0.004923i,-0.0016084-0.003581i,-0.0005545-0.0017567i,0.00055567-0.00023088i,0.00086513-0.00071803i,0.00064503-0.00090173i,-0.00030819+5.7568e-05i,-0.00051001+0.0012502i,-0.00012363+0.00094547i,-4.7006e-05+0.00091475i,-5.9691e-05+0.001214i,-0.0002562+0.00075813i,-0.00075894-6.6113e-05i,-0.001111-0.00032567i,-0.00063453+3.5348e-05i,0.00014308+0.00044825i,0.00043763-3.0176e-05i,-0.00020059-0.0011187i,-0.00044752-0.0011908i,0.00058847-0.00080379i
0.0030462-0.0012882i,0.0022781-0.0025469i,0.00096872-0.0020818i,5.6817e-05-0.0010689i,-0.00021238+0.0004098i,-0.00011286+0.00079186i,7.4344e-05+7.8549e-05i,0.00067392-5.0091e-05i,0.00063434+0.00033025i,9.6393e-05+0.00041364i,-0.00064714-1.8895e-05i,-0.0011125-2.9766e-05i,-0.0014178+0.00036284i,-0.00066348+0.00024776i,0.00042759+8.5719e-05i,-0.00020729+0.00023608i,-0.0010699+0.00024459i,-0.0010145+0.0002778i,-0.00026578+0.00037723i,-0.00028662+0.00040077i,-0.00057309-0.00016114i,-0.00088854-0.00083563i,-0.00022205-0.00040272i
0.0024892+0.00021575i,0.0022275-0.0012134i,0.00088054-0.0026756i,0.00037652-0.0027915i,0.00027667-0.0031799i,-0.00064252-0.0026712i,-0.00030737-0.001309i,0.00085227-0.0012555i,0.00050393-0.00083867i,-0.00050579-0.00011278i,-0.00071081+0.00040706i,-0.00048866+0.00070088i,-0.00074927+0.00034417i,-0.00096887+2.6685e-06i,-0.0011799-0.0002142i,-0.00098572-0.00090964i,-0.00041738-0.00076244i,-0.00025811-8.5825e-06i,0.00010305+0.0002306i,0.00049257+0.00043807i,0.0006731+0.00037211i,0.00042615+0.00041381i,0.00035427-0.00032743i
0.0015463+0.0018184i,0.002066+0.0015279i,0.0010199+0.00157i,-0.00014519+0.0014656i,-0.00014518+0.0011216i,0.00041106+0.00029484i,0.00064533-0.00013951i,0.00089823+5.2092e-05i,0.0008524-0.00021933i,0.00051831+0.00012084i,0.00038677+2.051e-06i,0.00053386-0.0007852i,-6.1286e-05-0.00094126i,-0.0010324-0.00079376i,-0.0011969-0.00081665i,-0.0010761-0.00061905i,-0.00043502-0.0002445i,-9.0797e-05-0.00013368i,-0.00067793+0.00041981i,-0.00070944+2.2345e-05i,-7.3781e-05-0.0014033i,0.00071004-0.0009019i,0.00068236+0.00051079i
0.0035439-0.0030069i,0.0022157-0.003503i,-0.00029029-0.0039549i,-0.001193-0.0031542i,-0.00074514-0.0010679i,2.2504e-05+0.00043462i,0.00037249+0.00062069i,0.00072626-2.3528e-05i,0.00074532-0.0005576i,0.00011344-0.00057382i,-0.001102+0.00045008i,-0.0013363+0.0012845i,-0.00031298+0.0011774i,0.00010261+0.0010834i,1.2458e-05+0.0010828i,0.00012784+0.0010864i,-0.00023457+0.001206i,-0.00046504+0.00088271i,-0.00052222+0.00031506i,-9.2558e-05+0.00054861i,0.00052931+0.00031181i,0.00039617-0.0005788i,0.00025969-0.0006475i
0.0028876-0.0017129i,0.0014589-0.0037592i,-0.00015551-0.0048872i,-0.0013527-0.0037103i,-0.0020345-0.0011352i,-0.0025722+0.00028598i,-0.0016238-0.00029374i,-0.00026422-0.00071193i,0.00028779-0.00066665i,0.00017426-0.00075673i,-1.3153e-05-0.00060913i,-0.00015494-0.00021683i,-0.00049412+0.00058543i,-0.00094238+0.00095467i,-0.0010514+0.0002702i,-0.0010239-0.00021577i,-0.0011846-3.7063e-05i,-0.00034607+0.00013762i,0.00044275+9.2801e-05i,0.00051956-0.00023875i,-5.7997e-05-0.00011625i,-0.00051166-0.000108i,0.00036334-0.00011184i
0.0013303-0.0032532i,0.00042155-0.0038643i,-0.0011538-0.0027986i,-0.00054781-0.00096639i,0.00064192+0.00044351i,0.0008942+0.0007267i,0.001069+0.00043271i,0.0010049+0.00018935i,0.0009635-0.00061269i,0.00035999-0.00089298i,3.1642e-06-0.00038414i,0.00039362-0.00029421i,0.00024891-0.00065639i,8.4386e-05-0.00018388i,0.00039621-1.7804e-05i,0.00044823-0.00091925i,-0.00031267-0.0012272i,-0.00044287-0.0008894i,2.1136e-05-0.00086973i,0.00028946-0.00072363i,0.00032194+0.00017137i,0.00029963+0.00063159i,0.00031468+0.00035141i
0.0026062-0.00037726i,0.0013983-0.0021658i,-0.00042566-0.0015344i,-0.00068116-0.00037448i,-0.00050323-0.00045242i,-0.00064431-0.00071455i,-0.00054966-0.00012653i,-5.1824e-06-0.00063512i,0.00020185-0.0013365i,0.00047261-0.00040541i,0.0010672-8.8213e-06i,0.00017632-0.00098254i,-0.00037257-0.0013741i,-0.00080932-0.00076811i,-0.0010924-0.0002731i,-0.00075004-0.000786i,-0.00086119-0.00098526i,-0.00094804-0.00014946i,-0.000613+0.0007312i,-8.3311e-05+0.00075967i,0.00016166+0.00056234i,0.00040976+0.00035811i,0.00020047+0.00054389i
0.0021241-0.0021176i,0.002044-0.0035227i,0.00079317-0.0032572i,-0.0006614-0.00089887i,-0.0014474+0.00089387i,-0.0010981+0.00072775i,1.504e-05+0.00043018i,0.00057979+0.00066045i,0.00053221+0.00045127i,8.2961e-05+5.2149e-05i,-0.00019342-0.00026489i,-0.00043029-0.00022053i,-0.00096257+3.2905e-05i,-0.0005964+0.00046639i,-0.0001966+0.00036118i,-0.00084879-0.00014113i,-0.0004871+0.00030657i,-9.308e-05+0.0011148i,5.8487e-05+0.00090552i,0.00011786+0.00075081i,0.00023235+0.0002841i,0.00094803+0.00025163i,0.0014609+0.00024809i
-0.00027454-0.001213i,-0.00096923-0.0012272i,-0.0020601-0.00027792i,-0.0018151+0.0004428i,-0.00093294+0.00052464i,-4.7907e-05+0.00036607i,0.00013845-3.6659e-05i,0.00040989-0.00069595i,0.00065391-0.00071427i,0.00093626-0.00032153i,0.0016853-0.00011095i,0.001829+7.3268e-06i,0.0015381-0.00040067i,0.0011215-0.00056752i,0.00064743-0.00049039i,-0.00010861-0.00055944i,-0.00012153-0.00070271i,3.0153e-05-0.00054662i,0.00015283-0.00023479i,-5.3687e-05+0.00023124i,-0.00030031+0.00096981i,-0.00021856+0.00091545i,0.00062324+0.00051403i
0.0030115-0.0010297i,0.0025186-0.0017677i,0.0012851-0.002093i,0.00039069-0.0020096i,-0.00013828-0.0016896i,-0.0011177-0.0012493i,-0.00070142-0.0001288i,0.00041974+0.00051465i,0.00057278-0.00048177i,0.00022946-0.0010915i,-0.00054262-0.00046752i,-0.0010598+0.00053272i,-0.0010159+0.00051834i,-0.00099976-0.00013758i,-0.00081844-0.00045778i,-0.00060378-0.00024714i,-0.00086188+0.00056962i,-0.00055069+0.00084404i,-0.00033606+0.0010245i,-0.00014286+0.0010605i,0.00047072+0.00020425i,0.00022393+0.00024458i,-0.00023673+5.6662e-05i
0.0039048-0.0029608i,0.0034697-0.004833i,0.0018659-0.0044995i,0.00041304-0.0028023i,-4.2232e-06-0.00048743i,-0.0006518+0.0011042i,-9.543e-05+0.0017462i,0.0017225+0.0014785i,0.0022007+0.00073169i,0.0012419+0.00022501i,0.00068253+7.9043e-05i,0.00030992-8.6669e-05i,-0.00012679+0.00025113i,-0.00027438+0.00044096i,-0.00038942+0.00036724i,-0.00096503+0.00059962i,-0.00047959+0.00096501i,0.000157+0.00098099i,-0.00020261+0.00014069i,-0.00024145-0.00010164i,0.00066365+0.00017709i,0.00088344-7.9827e-05i,-0.00017039-0.00024773i
0.0028925-0.00017477i,0.0025949-0.0014325i,0.00043855-0.0016023i,-0.0016023-0.00057773i,-0.0016286-0.00032284i,-0.0013077+0.00033291i,-0.00070432+0.0012777i,-0.00027231+0.0004654i,0.00014925-0.00084205i,0.00014074-0.00044839i,-0.00066293+0.00062207i,-0.00041665+0.000646i,0.00022105+0.0011398i,0.00041539+0.00091904i,-0.0001259-7.6546e-06i,-0.0012302-0.00042689i,-0.00081244-0.00044743i,0.00021515+8.5908e-05i,0.00096279-9.6073e-05i,0.0013647-0.00057345i,0.0011907+4.0013e-07i,0.00052341+0.00049875i,0.00022204+0.00047335i
0.0016291-0.0011539i,0.00080555-0.0017745i,-0.00039744-0.0016098i,-0.00055853-0.00064323i,4.268e-05+0.0001598i,0.00076437-4.9675e-05i,0.0012328-0.0002375i,0.001181-1.0744e-05i,0.00095782-3.9558e-05i,0.00064654-2.1732e-05i,0.0010365+0.00043527i,0.00063778+0.00052341i,-0.00043426+7.1223e-05i,-0.00012437+0.0002713i,0.00033047+0.00010203i,-0.00045343-0.00074449i,-0.0013992-8.9238e-05i,-0.00061717+0.0009743i,0.00074559+0.00051201i,0.00052134+0.0001235i,0.0002769+1.1016e-05i,0.00099576+3.7644e-05i,0.0011489+0.00016517i
0.0029139-0.00095706i,0.00097412-0.0016144i,8.5119e-05-0.0019413i,0.00044027-0.001561i,0.00018561-0.00057033i,-0.00061389+0.00011392i,0.00037236+0.0003322i,0.001436-0.00069247i,0.0014322-0.001345i,0.00090479-0.00096499i,0.00073101-0.00016474i,0.00039652-8.033e-05i,-0.00019126-0.00062293i,-0.00061462-0.0011382i,-0.00073861-0.0012982i,-0.00059295-0.00098396i,-0.00031949-0.0008956i,-0.00029063-0.00044147i,-0.00067859+0.00066246i,-0.00036117+0.00053588i,0.00044217-0.00037557i,0.00088289+0.00014997i,0.00034784+0.00054068i
0.0018576-0.0014037i,0.00071772-0.0017718i,-0.00041805-0.001581i,-0.00049954-0.0010866i,-0.00096395-0.00059908i,-0.0014707+0.00038518i,-0.00097195+0.0008615i,0.00010798+0.00070869i,0.00053982+0.00069877i,0.00060932+0.0004162i,0.00020195+0.000292i,-0.00067901+0.00034738i,-0.00074768+0.00014781i,-0.00073621+1.4919e-05i,-0.0011583-0.00015866i,-0.0014338-0.00065545i,-0.00094264-0.00018923i,-0.00034635+0.00010714i,0.00024841-8.7537e-05i,0.00051188-4.2331e-05i,0.00014241+0.00044659i,-0.00012894+0.00048844i,0.00089937+0.00029553i
0.00087123+0.0018195i,0.0016225+0.00045398i,0.0020637+0.00068798i,0.0017073+0.0011569i,0.0004707-0.00011012i,-0.00016408-0.0018084i,0.00010344-0.0012198i,0.00036241-0.00051525i,5.9646e-05-0.00062771i,0.00030541-0.00058252i,0.0008739-0.00046526i,0.00064325-0.00060055i,-0.00029359-0.00061865i,-0.001367-0.0010815i,-0.0011941-0.0016638i,-0.00035907-0.00098368i,-0.00073656+2.3834e-05i,-0.001143+0.00052378i,-0.00048792+0.00014585i,5.625e-05-0.00039565i,0.00046596+0.00040307i,0.00056596+0.00079732i,0.0002736-0.00027296i
0.001328-0.0016759i,-1.024e-05-0.0022931i,-0.0008705-0.00067092i,-0.0018492-0.00055894i,-0.0014869-0.00045286i,-0.00047129+0.00028598i,0.00059322+0.00043057i,0.0010233+0.00016206i,0.00038914-0.00057222i,0.00072759-0.00092376i,0.00063173-0.0002747i,-0.0004593-0.00018457i,0.00049375+5.806e-05i,0.00067417+7.6684e-05i,0.00022616-0.0011293i,-7.5051e-05-0.0010521i,-0.00083062-0.0004448i,-0.00062613-0.00047231i,-0.00013112-1.7823e-06i,0.00016441+0.00081333i,9.6737e-06+0.001377i,8.7969e-06+0.00085802i,0.00026772-8.8209e-05i
0.0022409-0.0023948i,0.00052182-0.0038824i,-0.00087292-0.0032562i,-0.0010961-0.0021566i,-0.0012032-0.0012236i,-0.001542-0.00040773i,-0.0012173+0.00042118i,0.00016455+0.00071102i,0.00052446+7.8208e-05i,-5.0324e-05+0.00012832i,0.00038702+0.00045277i,0.00091819+0.0001607i,0.00076279+0.00091013i,0.00057835+0.0010966i,3.4931e-05+0.00033688i,-0.0011267+0.00065978i,-0.001066+0.00087042i,-0.0005541-0.00041997i,-0.00043965-0.00071125i,5.5943e-07+0.0003979i,0.00038849+0.00082688i,0.00014464+0.00058319i,0.0001456+0.00084799i
0.00010676-0.0040284i,-0.0016368-0.0046711i,-0.0030958-0.0029792i,-0.002172-0.00082734i,-0.0015556+0.00047097i,-0.0010325+4.7722e-05i,-0.00013956-0.00069166i,0.0008211-0.0010727i,0.00030447-0.0013516i,0.00015238-0.00083677i,0.00025124-8.0101e-05i,0.00028631+0.00048098i,0.0011032-6.2667e-06i,0.0018861-0.0003653i,0.0010146-0.00028828i,-0.00035127-0.00039087i,-0.00067591-0.00052595i,-0.00080451-0.00017121i,-0.00041935-4.0401e-05i,0.00052741-0.00047451i,0.00060654-0.00029009i,6.3808e-05+0.00031763i,0.00010394+0.00038824i
0.0028021-0.001452i,0.0020838-0.0024307i,0.0005917-0.0029296i,-0.00034361-0.0015796i,-0.0012782-0.00023417i,-0.00092521+0.00034677i,-0.00015115+0.00046545i,0.00081695+0.00012091i,0.0007821+0.00016184i,0.00041372+0.00050724i,0.00028291+0.00058258i,0.00018878+0.00021906i,0.0005741+0.00012251i,0.0007053+0.00055756i,0.00048134+0.0005539i,0.00013607-0.00012952i,0.00022757-0.00033616i,0.00046524-0.00019369i,0.00044799-8.7925e-05i,-0.0003659+0.00020066i,-0.00057951-0.00061111i,7.9792e-05-0.0013714i,0.00020339-0.0013376i
0.0040948-0.0012405i,0.0033298-0.0028978i,0.001974-0.0041503i,-0.00016656-0.0040329i,-0.0019652-0.003047i,-0.0035782-0.0011294i,-0.0028855-0.00017889i,-0.00026867-0.00085088i,0.00015033-0.0013655i,-0.00015496-0.00080269i,-0.00010021+4.7612e-05i,0.00017697+0.0005106i,-0.00015618+0.00079286i,-0.00074301+0.0012732i,-0.00062777+0.001112i,-0.00060412+0.00029121i,-0.00059526+3.2376e-05i,0.00027174+0.00019492i,0.0010491+0.00011827i,0.00046366-0.00016244i,4.4705e-05+0.00010571i,-5.7634e-05-0.0002921i,-0.00011192-0.0003749i
0.0023274-0.001579i,0.0011483-0.0024778i,0.00029144-0.001704i,0.0010416-0.00035766i,0.0008838-1.9569e-05i,-0.00031485+0.00029635i,-0.00034848+0.00059292i,-0.00023528+0.00028437i,0.00034658+1.7081e-05i,0.00040402-0.00034199i,-0.00028152-0.00058786i,0.00036845-0.00042253i,0.00039335+0.00064921i,0.00011772+0.00072345i,0.00025657+0.00030671i,-4.8674e-05+0.00058581i,-0.00022752+0.00030365i,-0.00042369-0.00035693i,-0.00076139-0.00051633i,0.00032907-0.00052031i,0.00044643-0.00031605i,-0.00085989-1.3349e-05i,-0.0011187+0.00028126i
0.0026378-0.0014291i,0.0014564-0.0016994i,-0.00021645-0.0013749i,-0.0005166-0.0013055i,-0.00099768-0.001417i,-0.0011699-0.0011141i,0.00021001+9.3565e-05i,0.0014945+0.00051595i,0.0014445+7.8038e-05i,0.0010473+0.00059179i,0.00036601+0.00061239i,0.00026379-0.0001868i,-0.00015488-0.00012369i,-0.00090777+9.4337e-06i,-0.00031596-0.00041099i,-0.00012938-6.5886e-05i,-0.00072039+0.00017781i,-0.000961+0.00035894i,-0.00097333+4.0369e-05i,-0.00056359-0.00046906i,-0.00016671-2.0248e-06i,-0.00022793+0.00020909i,-0.00054098+0.00064411i
0.0023075-0.00075291i,0.0018361-0.0024183i,0.0012766-0.0032155i,0.00085353-0.0025071i,-0.00016631-0.0011064i,-0.00085529-0.00027217i,-0.00047165+0.00040343i,0.00038162+0.0010343i,0.00076907-0.0002223i,-0.00043564-0.0012132i,-0.00054214-0.00043511i,-0.00019233+7.6455e-05i,-0.00072955-0.0001275i,-0.00021682+0.00021759i,-1.6429e-05+0.00057608i,-0.00046979+0.00012745i,-0.0004991+0.00016595i,-0.00036012+0.000447i,0.00030768+0.0006356i,0.00096414+0.00048586i,0.00092878-0.00059295i,0.00046587-0.00093095i,0.00030158-0.0001707i
0.00065067-0.0025341i,-4.0952e-05-0.0036697i,-0.00033918-0.0028214i,-0.0003158-0.0014354i,-0.00094322-0.00099521i,-0.0010357-0.00054862i,-0.00040568-0.00067222i,0.00096918-0.00088097i,0.00070698-0.00085547i,-0.00071857-0.00082675i,-0.0012987-0.00079046i,-0.00050124-0.00053472i,0.00058147-0.00060725i,0.00092869-0.00051459i,0.00059093+0.00015625i,-0.0004237+0.00065663i,-0.0011324-2.2234e-05i,-0.0006083-0.00062558i,0.00040847-0.00065346i,0.00047734-0.00033328i,4.2627e-05+0.00011483i,0.00011181+0.00053411i,0.00012896+0.00074324i
0.0021597-0.0023772i,0.0023456-0.0030355i,0.0017174-0.0027915i,9.9124e-05-0.0018485i,-0.0011898-0.00088135i,-0.0013496+0.00018968i,-0.00053191+0.00024304i,0.00082593-0.00027769i,0.0010659-0.0010271i,-0.00023608-0.0015449i,-0.00087163-0.0014122i,-0.00035972-0.00092031i,-0.00047297-0.00051181i,-0.0011791+0.00012177i,-0.00070685+0.00060572i,-2.1371e-05+0.00048684i,-0.00033364+0.00023651i,-6.6381e-05+0.00066845i,0.00065268+0.00046268i,0.00017463-0.00011984i,-0.00067992-0.0007448i,-0.0004391-0.00097585i,0.00016449+0.00013965i
0.0030399+0.00095648i,0.0023568-0.00065672i,0.0016741-0.0010598i,0.0010646-0.0013528i,0.00071185-0.0020444i,-0.00058427-0.0017262i,-0.0010159+0.00013377i,7.4261e-06+0.00039758i,0.00075769-0.00061808i,0.00043195-0.0011725i,0.00016624-0.00045086i,0.00015595-0.00037407i,-0.00023306-0.00077152i,-0.0013334-0.0014186i,-0.0010586-0.0021232i,-6.1176e-05-0.0010576i,-0.00030845-0.00031714i,-0.00096535+0.00016618i,-0.0009963+0.0010467i,-0.00032022+0.00049991i,9.9247e-05-0.00010484i,0.00030837+0.00033361i,0.0008738+0.00019181i
0.0022086-0.0021651i,0.0014234-0.003224i,0.00050343-0.0032225i,-0.0011519-0.0020686i,-0.0021293-0.0010711i,-0.0013722-0.00070837i,0.00059248-0.00056056i,0.0016795-0.00080551i,0.00093973-0.001612i,0.00011224-0.0015792i,-0.00040578+6.4106e-05i,-0.00046222+0.00079997i,-0.00032901+0.00063471i,-0.00058055-0.0001994i,-0.00058278-0.00063435i,-0.00073237-0.00046981i,-0.00098153+0.00040006i,-0.00076505+0.001059i,-0.00036961+0.00041815i,1.0979e-05-0.00048966i,0.00010399-0.00074738i,-0.00026334+4.6077e-05i,-0.00035557+0.0010226i
0.0025164-0.0021565i,0.0017862-0.0035884i,0.00015053-0.0047612i,-0.0014001-0.0031819i,-0.0015644-0.0006068i,-0.0012225+0.00024465i,-0.0010306+3.5509e-05i,-0.00083214-0.00024268i,-0.00072671-0.0006113i,-0.00028724-0.00053766i,0.00070651+0.00055574i,0.0017188+0.00095221i,0.0015974+0.00096425i,0.00049301+0.00023796i,8.0309e-05-0.0005881i,0.00021645-0.00088153i,0.00055056-0.0008048i,0.00077556-5.1918e-06i,0.00043944-9.2575e-05i,0.00048752-0.00040137i,0.00024103+0.00017282i,-5.5e-05+0.00014297i,0.00029872-0.0004975i
-6.1147e-05-0.0011012i,-0.00029319-0.0021382i,-0.00030987-0.0010414i,0.00061812+0.00039342i,0.0010185-0.0002368i,-2.4176e-05-0.00061243i,-0.00018446+0.00040648i,0.00048584-0.00016949i,0.0011312-0.0010533i,0.0012032+0.00027429i,0.0010165+0.00072837i,0.00064786+0.00086142i,-5.1589e-06+0.00043471i,-0.00014316-0.00042928i,-0.0001856-7.5995e-05i,-0.00043717-2.7557e-05i,-0.00056181-0.00029053i,-0.00027084+0.00024804i,0.00028066+0.00023153i,0.0002757-0.00036496i,-0.00047671-0.00012583i,-0.00094567+5.9705e-05i,-0.00057742-2.2681e-05i
0.0025935-0.001386i,0.0014477-0.0019973i,-0.00063204-0.0024294i,-0.0014064-0.0012372i,-0.00098269-0.00016707i,-0.00053466-0.00043622i,-0.00029571-0.00030282i,-3.2355e-05-0.0006872i,0.00042837-0.00084604i,0.00034884-0.00028167i,-0.00044117-0.00015277i,-0.00079381-0.00044455i,-0.00027873-0.00090198i,0.00026685-0.0010566i,0.00010879-0.00069535i,-0.00060934-0.00021138i,-0.0010714-0.00048402i,-0.00046049-0.00043889i,-2.4256e-05+5.5248e-06i,-0.00063901-5.6614e-05i,-0.00027005+0.00010638i,0.00044032-9.3999e-05i,9.6375e-06-0.00086612i
0.0033399-0.00059134i,0.0023578-0.0014961i,0.0011317-0.0026705i,0.00019107-0.0025902i,-0.00038296-0.0015949i,-0.00079702-0.00026073i,-0.00054136+0.00056112i,0.0004664-0.00011303i,0.00078881-0.00060976i,0.00050287-0.0001664i,0.00022097+0.00021605i,0.00016531-4.0021e-05i,-0.00040647+0.00012402i,-0.00086895+0.00050079i,-0.00065533+7.4128e-05i,-0.00049268+5.9391e-05i,-0.00041495+0.00023769i,-0.00064539+0.0003872i,-4.1465e-05+0.00019923i,0.00044949-0.00031182i,0.00026193-0.00079509i,0.00026838-0.0005343i,0.00028933+0.00048264i
0.0011069-0.00081918i,2.949e-05-0.00054806i,-0.0012638-0.00061152i,-9.1211e-05-0.0011033i,0.00079561-0.0007743i,0.00045769-0.0012477i,0.00070321-0.0012275i,0.00099851-0.00039955i,-0.00041945+0.00021424i,-0.0010329+0.00065538i,-0.00028755+0.00029383i,-5.8683e-05-2.2185e-05i,-5.7466e-05+4.9382e-05i,0.00030093-0.0006437i,-0.00016969-0.0014066i,-0.0011724-0.00071795i,-0.0010825-0.00069006i,-0.0002228-0.0008065i,0.00077153+6.4257e-05i,6.2122e-05+0.00024408i,-0.00095776+6.5773e-05i,-0.00045944+2.8444e-05i,0.00010041+0.00029384i
0.0027394-0.00062992i,0.0023506-0.0016855i,0.00047631-0.0038588i,-0.0013532-0.0040918i,-0.0020777-0.0020276i,-0.0021163+2.7266e-05i,-0.00086153+0.00095207i,0.00026413+0.00066747i,9.8011e-05-2.2063e-06i,-0.00056297+8.6207e-05i,-0.0015317+0.00057279i,-0.0018332+0.00058389i,-0.001801-0.00011174i,-0.0012347-0.00013754i,-0.0010767+0.0011411i,-0.00070581+0.0017647i,-0.00024239+0.0012317i,8.943e-05+0.00029081i,0.0007148+0.00049172i,0.00068153+0.00074477i,0.00043133-6.0108e-05i,0.00091019-0.0010149i,0.0007871-0.0012785i
0.0025306-0.00066613i,0.0013029-0.00057247i,0.00034074-0.00013744i,0.0003431-0.0004116i,8.5464e-05-0.00029345i,-0.0004567+0.0015601i,-0.00022706+0.0024071i,0.00025981+0.0011851i,0.00047783+7.9378e-05i,0.00072111-0.0002336i,0.00031241-0.00055607i,-0.00030606-0.00041979i,0.00016755-0.00047671i,0.00042792+9.3752e-05i,0.00026606+0.00054187i,-0.00032355-0.00041973i,-0.0012394-0.0003716i,-0.0013357+0.00021142i,-0.00036688+0.00083453i,0.00012919+0.0013665i,-0.00022555+0.00067992i,7.1565e-05+0.00013245i,-1.1597e-05+0.00036852i
-0.00037601-0.00062688i,-0.00043758-0.0011297i,-0.00031888-0.00076746i,-0.00021713+0.00011499i,-0.00056087+0.00037104i,-0.0010538+0.00089047i,-0.0011931+0.0010074i,2.6879e-05+0.00018667i,0.00092219-0.00018875i,0.00046971-0.00013004i,-0.00046271-2.3696e-05i,-0.00054253-0.00036158i,2.3608e-05-0.0006905i,-0.00023031-0.00055862i,-0.00044579+6.5682e-05i,-0.00040587-1.3777e-05i,-0.00088474-0.0006593i,-0.001377-0.00075118i,-0.00075583-0.00049387i,0.0002767-1.0096e-05i,-2.6262e-05+0.00062296i,0.00019375+0.00084399i,0.00053036+8.8248e-05i
0.0012101-0.00042653i,0.00028597-0.00093829i,-0.0005633-0.00049726i,-0.0015573+0.00023451i,-0.001706-0.00021917i,-0.0011895+0.00010801i,-0.00013941+0.0011023i,0.00081099+0.00035163i,0.00085859-0.00087188i,0.00058417-0.00049951i,-0.00027825-0.00024396i,-0.00076229-0.00050481i,-0.0012744-0.0011802i,-0.0011156-0.0013444i,-0.00032676-0.00086243i,-0.00010192-0.00094689i,-0.00066089-0.00026759i,-0.0012891-0.00011362i,-0.0015272-0.0006017i,-0.0010201-0.00059596i,-0.00014344+0.00023704i,0.00024983+0.00055023i,-0.00036358-0.00017759i
-0.00016974-0.00084099i,-0.0015058-0.0024028i,-0.0021676-0.0021206i,-0.0014794-0.0008061i,-0.00097336+9.3054e-05i,-0.0014529+0.00051459i,-0.00059734+0.00042159i,0.00090641-3.7408e-05i,0.00032141-0.00025303i,-0.00061469-0.00016624i,4.3043e-05-0.00041882i,0.00082765-0.00051513i,0.00079345-0.00054524i,0.00027271-0.00074376i,-0.00029996-0.00048212i,-0.00077723-0.00038632i,-0.00083337-0.0006896i,-0.00040383-0.0010312i,-2.563e-05-0.0010588i,0.00025855-0.0004865i,0.00034953-0.00049668i,0.0001475-0.0010208i,-1.9518e-05-0.00044658i
