-0.0029108+0.0011778i,-0.0014864-0.00073701i,-0.0013848-0.0011824i,-0.00013751-0.00050557i,0.00081884+0.00033243i,-8.4356e-05+0.0012057i,-0.00063591+0.0014093i,-0.000167+0.0017037i,0.00056418+0.0016129i,0.00062539+0.0010293i,0.00065215+0.0007048i,0.00095952-0.00015253i,0.0004332-0.00012763i,-7.0077e-05+0.00036648i,6.6235e-05-5.8349e-05i,-0.00020403-0.00011537i,-0.00011154+0.00010897i,3.9094e-05-0.00033976i,-0.00049204-0.00078044i,-0.00058304-0.00070587i,5.541e-05-0.00023758i,0.00034436+0.00017098i,0.00010823-0.00062607i
0.001696-0.00019938i,0.0018396-0.00089723i,0.0025649-0.0002483i,0.0023511+0.00041864i,0.0005097-0.00048406i,-0.0021765-0.00014925i,-0.0034034+0.0017733i,-0.0025613+0.0025318i,-0.0014364+0.0018951i,-0.00048426+0.0013027i,0.00090575+0.00076191i,0.0016623+0.00042863i,0.0021056-0.00026539i,0.0015343-0.00091344i,0.0009593-0.00033778i,0.00054581-0.00025844i,-0.00035075-0.00040008i,-0.00045438+0.00025121i,-0.00048298-0.00013274i,-0.00046936-0.00052885i,-0.00086834+6.8282e-05i,-0.0011302+0.00037968i,-0.0009178+0.0005121i
-0.001939-0.0022343i,-0.0037329-0.0021824i,-0.0025835-0.0021898i,-0.00091188-0.002234i,-0.00087899-0.0037633i,-0.00093696-0.0049432i,-0.0013075-0.0045674i,-0.0017902-0.0032619i,-0.0017843-0.0016475i,-0.0011317-0.00099292i,0.00030019-0.00016524i,0.00091299+0.0006618i,0.00049774+0.00040635i,0.0006024+0.00023489i,0.00098991+0.00072522i,0.00093097+0.00056965i,0.00051696-9.2229e-05i,0.0001078-0.00077292i,4.6263e-05-0.001231i,-3.1683e-05-0.00073885i,-6.1617e-05-0.00034703i,-0.00031985-0.00026779i,-0.00083158-1.6856e-05i
0.0026103-0.0027262i,0.0032834-0.0031207i,0.0034458-0.0024585i,0.0032888-0.0024362i,0.0032082-0.0018143i,0.0025569+0.00024185i,0.0025617+0.0010044i,0.0030971-0.00026316i,0.0020591-0.00035633i,0.0010168+0.00080727i,0.0014409+0.00042841i,0.0006927-0.00069118i,-4.0528e-05-0.00018813i,-5.9977e-05+0.0006156i,-0.00043297+0.00062804i,-0.00042462+0.001008i,-4.0032e-05+0.001244i,0.0002007+0.00019665i,0.00053292-0.00099246i,0.00071037-0.00092835i,0.00038274-8.8629e-05i,8.9964e-05+0.00094672i,-8.2713e-05+0.00069599i
-0.00098963-0.00041615i,-0.00068194+0.0015278i,0.00022469+0.0018884i,0.0010988+0.00051849i,0.00043185-0.00067841i,-0.0012698+0.000144i,-0.0019775+0.0026202i,-0.0019652+0.0038272i,-0.0019652+0.0017316i,-0.00072895-8.1726e-05i,0.00071812-0.0005919i,0.0012263-0.00068967i,0.0013763-0.000685i,0.0011602-0.00096221i,0.00064497-0.00096607i,0.00044682-0.00041416i,0.0007033-9.5256e-05i,0.0006994+0.00029518i,0.00020401+0.00082362i,-0.00084791+0.00077733i,-0.0010008+0.00034071i,-1.4823e-05+0.00041951i,-1.2881e-05+0.00050847i
-0.00031589-7.0505e-05i,-0.00087566+0.0005804i,-0.0010103-0.00023169i,-0.00044676-0.0020642i,-0.00015264-0.0031446i,-0.0013801-0.0026011i,-0.0027424-0.0024715i,-0.0025935-0.0015355i,-0.0023112-0.0010393i,-0.0017139-0.00081315i,-0.00082626+0.00038011i,-0.00051096+0.00089488i,-0.00035075+0.001336i,-0.0008261+0.0013405i,-0.0007762+0.00087765i,1.0771e-05+0.00046218i,0.00022126-4.464e-05i,0.00033635-0.00050907i,0.00044177-0.000582i,0.00032575+0.00020082i,-7.1209e-05-0.00011952i,-0.00026825-0.00089557i,-0.0010194-0.0010725i
5.0526e-05-0.0024417i,-0.00053032-0.0046402i,0.00030366-0.0051935i,0.0027348-0.0040134i,0.0027002-0.0027389i,0.0024918-0.0015431i,0.0033735-0.00052838i,0.0022734-0.00050007i,0.00055085-0.00084877i,0.00082697-0.0011663i,0.0006244-0.0010872i,-0.00078726-0.00094279i,-0.00086674-0.00017978i,-0.00089599+0.00082546i,-0.0015057+0.00080202i,-0.00099596-5.3775e-05i,-0.0007159-0.00079722i,-0.00047558-0.0010316i,0.00011956-0.00098336i,-5.2181e-05-0.00053042i,-0.00042386-0.00022351i,-0.00011514+0.00011995i,0.00036051+0.00010187i
0.00039595+0.001001i,0.0015678+0.00081345i,0.0022213+0.00225i,0.0025132+0.0017263i,0.0010298-0.0003982i,-0.00062288-0.00035407i,-0.0015029+0.0022114i,-0.00069952+0.003039i,0.00017249+0.0021962i,-1.9096e-05+0.0012454i,0.00066494+0.00047515i,0.00093903+0.00052506i,0.0008616+1.6392e-05i,0.0010588-0.00081162i,0.001533-8.9633e-05i,0.0012681+0.00025363i,0.00055827+0.00017227i,0.00010914-4.315e-05i,-0.00045712-0.00034566i,-0.00032457-0.00016747i,0.00012341-0.00016171i,-0.00027824-0.00023833i,-0.00072685+0.00050877i
-0.00060915-0.0019026i,-0.0012878-0.00039675i,-0.001151-0.00042818i,-0.0010563-0.0026079i,-0.0011285-0.0036638i,-0.0022809-0.0031692i,-0.0033395-0.002251i,-0.002986-0.0014155i,-0.001972-0.00063768i,-0.00099075+0.00050004i,-0.00076786+0.0011383i,-0.00032818+0.00042775i,0.00045838-0.00073759i,0.00040724-0.00063643i,0.00071027-1.6832e-05i,0.00057709+0.00011411i,0.00037245-0.0001968i,0.00030297-0.00054992i,-3.8183e-05-0.00055448i,4.9527e-05-0.00030048i,0.00049768-0.00082863i,0.00084732-0.0010387i,0.00049623-0.00043228i
-7.3404e-05-0.0037964i,-0.0024097-0.0060965i,-0.0010339-0.005539i,0.00049132-0.0048771i,0.00076195-0.0043371i,0.00067773-0.0031222i,0.001391-0.0018414i,0.001703-0.00074363i,0.00060178-0.00041304i,0.00019662-0.0003587i,-6.4139e-05-0.00062765i,0.00027725-0.0011343i,0.00088303-0.00040004i,0.00063287-0.00037525i,0.00099341-0.00051275i,0.0012966-0.00039563i,0.00095629-0.00058265i,0.00023305-0.00049882i,0.00022651-0.00059366i,0.00052471-0.00023499i,0.00050048-8.3878e-05i,0.00020045-0.00054001i,-0.00010321-0.00067585i
0.0015842+0.0025294i,0.0030865+0.0017627i,0.0041648+0.0014056i,0.0041778+0.00087195i,0.0023683-0.00020143i,-0.00034084+8.0136e-05i,-0.0012053+0.0026319i,-0.00022456+0.0037368i,0.00040284+0.0025272i,0.00040002+0.001651i,0.00091069+0.00086896i,0.0011598-0.0003117i,0.00088714-0.00089764i,0.00039111-0.00058594i,6.5113e-05-0.00082435i,-0.00013286-0.00073753i,6.556e-06-0.00011943i,0.00069852-0.00024024i,0.0008883-0.00018827i,0.00042434-4.5114e-05i,3.452e-05+0.00033468i,-0.00013521+0.00054734i,-0.00021627-0.00022759i
-0.0010517-0.0010204i,-0.0038662-0.0003046i,-0.0024697+0.00016269i,-0.00011349-0.00034858i,0.00053603-0.0021883i,-0.0010736-0.0019447i,-0.0035199-0.00026312i,-0.003674+9.1373e-05i,-0.0026802+0.0001588i,-0.0012991-0.00019499i,6.8469e-06-0.00013439i,0.00034135+0.00047747i,0.0005444+0.00027211i,0.00066588-8.3421e-05i,-7.2938e-05-2.3086e-05i,-0.00039666+0.00060801i,-0.0004625+0.00067809i,-0.00050317+0.00033699i,0.0002689+0.00017448i,0.00068287+0.00069232i,-4.9671e-05+0.0010365i,-0.00053484+0.00095269i,-6.4492e-05+0.00020765i
-0.0019698+0.00015447i,-0.0015553+0.0003212i,-0.0006274+0.00054653i,0.00029677-0.0010474i,0.0012234-0.0026287i,0.0015808-0.0021862i,0.0012377-0.0015749i,0.00049876-0.0013816i,-0.000526-0.00059501i,-0.0008657+0.00015879i,-0.0005611+0.00075633i,0.00027119+0.00050206i,0.00045183+9.3816e-05i,-0.0002161-0.00028649i,-0.00028646+8.9733e-05i,0.00015069+0.00023531i,0.00041987-0.00064947i,0.00034125-0.00051333i,-1.6458e-05+3.8236e-05i,-0.0002422-0.00085616i,0.00068578-0.0010473i,0.00047484-0.00021965i,-0.00047053-0.00020203i
0.00032014-0.0051248i,0.00013877-0.0052579i,0.0017058-0.004242i,0.0023499-0.0021548i,0.00051432-0.0004139i,-0.00096465+0.0021643i,-8.065e-05+0.0044458i,0.0008933+0.0039745i,0.00035559+0.0023477i,0.00019229+0.0011955i,0.000469+0.00052064i,0.00067987+5.7329e-05i,0.00017121-0.00049198i,-0.00051747-0.00068059i,-0.00052739+7.7889e-05i,-0.00016546-0.00016795i,0.00063312-0.00049548i,0.00026727-0.00031499i,-0.00087896-0.00041982i,-0.00015818-0.00054448i,0.00076651-0.0006079i,0.00044364-0.00047552i,0.00019752-1.1978e-05i
0.00057992+0.0024476i,-0.00019888+0.0032748i,-0.0010365+0.0034617i,0.00061841+0.0012631i,0.00090205-0.0016373i,-0.0020333-0.0023051i,-0.0043762-0.0013662i,-0.0039484-6.4918e-05i,-0.002621+0.0011061i,-0.0012265+0.0010253i,-0.00037368+0.00062219i,0.0005005-0.00012642i,0.0016757-0.00098289i,0.0013845-0.0007466i,0.00090345-5.036e-05i,0.00065379+0.00041662i,8.8723e-05+0.00064219i,-0.00023037+0.00067635i,-0.00054477+0.00012458i,-0.00017393-0.00019774i,0.0004225+0.00016928i,0.00050191+0.00061364i,-1.2049e-06+0.00025525i
-0.0033981-0.0016271i,-0.0034922-0.001734i,-0.0019464-0.0016299i,-0.0002699-0.0016517i,0.00038587-0.0023496i,0.00022284-0.0033872i,0.00041145-0.0037943i,3.0644e-05-0.0030726i,-0.00054786-0.0018484i,0.00022218-0.00023983i,0.0004973+0.00075409i,-0.00057212+0.00071631i,-0.00071749-0.00019639i,0.00045095-0.0004225i,0.00054754+0.00013955i,-0.00010195+0.00058506i,-0.00019993+0.00011282i,0.00019438-0.0005733i,0.0003513-0.00028642i,0.00011249+4.8029e-05i,-0.00014034-0.00029406i,-8.1487e-05-1.5042e-05i,-0.00044126+0.00037934i
0.00076504-0.0014854i,0.0023687-0.0021128i,0.003416-0.0015884i,0.003723-0.0017305i,0.0033032-0.0022229i,0.0022621-0.0014247i,0.0020409+0.00075534i,0.0017911+0.0017411i,0.00080636+0.0016043i,0.00048566+0.0015199i,0.00096988+1.8648e-05i,0.00072933-0.0013525i,0.00078165-0.001623i,0.00093011-0.0013209i,0.00083396-0.00060121i,0.00075823-0.00037087i,0.00047944-0.00019292i,0.00057363-4.3657e-05i,0.00015362+0.00012673i,-0.00053555+0.00060098i,-9.8757e-05+0.00015127i,0.00027808-1.3397e-05i,-0.00012951+0.00028668i
-0.00074047+0.0030855i,-0.0010001+0.0036316i,-0.00021325+0.0021909i,0.00077869+0.00012224i,0.00094559-0.0012105i,-0.0013075-0.00080051i,-0.0035855+0.00064036i,-0.0037843+0.0013813i,-0.0029964+0.0011127i,-0.0016032+0.00084373i,0.00023655+0.00079972i,0.001537+0.00041505i,0.0015877+3.7993e-06i,0.00063154-1.1836e-05i,-0.00023049+0.00037263i,0.0003077+0.00069593i,0.00073633+0.00040075i,0.00079745-0.00029517i,0.0011838+0.00027215i,0.00053444+0.0012873i,-0.00053204+0.0012376i,-0.00030201+0.0005971i,0.00042482-0.00028226i
-0.0018731-0.00021207i,-0.0028657-0.0012055i,-0.0014417-0.0011135i,0.00089882-0.0010381i,0.001122-0.0016347i,-0.00013432-0.0011416i,-0.0014736-0.0014226i,-0.0015822-0.0021687i,-0.0013218-0.0010768i,-0.0014055+9.7964e-05i,-0.00043254-0.00012521i,0.00016613-0.00037479i,0.00023157-0.00029925i,0.00028112+0.00041272i,0.00011507+0.00071984i,-0.00020143+0.00055108i,-0.00086612+0.000461i,-0.0010645-0.00011642i,-0.00065139-0.0007919i,-0.0004671-0.00051348i,-0.00033874+0.00036168i,-0.00049601+0.00036094i,-0.00071597+4.7867e-05i
-0.00055541-0.0023742i,-0.00035011-0.0015951i,0.00063152-0.00070582i,0.0016472-0.001093i,0.0020197-0.0015236i,0.0013233-0.00066385i,0.001488+0.00023117i,0.0013139+0.00012707i,-2.5688e-05-0.00023247i,0.00061401+7.2736e-05i,0.0015348-0.00053315i,0.0011134-0.0014302i,0.00011884-0.0011883i,-2.5974e-06-0.001272i,0.00025032-0.00088712i,0.0005683-0.00034618i,0.0009179-0.00025917i,0.00042168-0.00085335i,0.00053724-0.00074466i,0.00089866-2.4349e-06i,0.00056579+0.00026187i,-0.00019894-0.00043341i,-0.00070426-0.00098337i
0.0021431-0.0018931i,-5.2784e-05-0.00091378i,-0.00074304-0.00024862i,0.00038747-0.00039559i,0.00059474-0.001067i,-0.00086308-0.00056436i,-0.0020258+0.0011706i,-0.0020081+0.0022989i,-0.0013953+0.0019161i,-0.00082003+0.0011713i,4.9198e-05+0.0013529i,0.0010702+0.0015501i,0.00088295+0.00065107i,0.00016432-0.00018478i,-9.1884e-05+9.4847e-05i,0.00031545+2.7294e-05i,0.00015834-0.00028975i,-0.00063033-0.00062752i,-9.9478e-05-0.0012713i,0.00055267-0.0013011i,0.00052448-3.8011e-06i,0.00069427+0.00069398i,0.00049676+0.00043323i
-0.0016582+0.0012559i,-0.0026863+0.0024933i,-0.002648+0.002196i,-0.00072764+6.6291e-05i,0.00094266-0.0017239i,0.00036327-0.0026149i,-4.2955e-05-0.0030734i,-0.00054548-0.0024331i,-0.0014175-0.00099846i,-0.0017096+0.00011549i,-0.0010219+0.00046895i,-0.00011281-0.00061398i,0.00020407-0.00063753i,0.00047567-0.00019244i,6.6868e-05-0.00047022i,-0.0002006-0.00041225i,-0.00015278-2.9713e-05i,-6.2346e-05-9.6388e-05i,0.00017432-0.00048352i,-0.00012499-0.00080368i,0.00025499-0.00050656i,0.00024119-0.00013294i,-0.00048026-0.00074322i
0.0035589-0.0037334i,0.0028587-0.0041787i,0.0036461-0.003788i,0.0038955-0.0022627i,0.002356-0.0026692i,0.0020412-0.0028296i,0.0021266-0.0010248i,0.0017193-0.00013324i,0.00087961-0.00021008i,-5.7965e-05+0.00020246i,-0.00044329-6.7512e-05i,-0.00079772-0.0010776i,-1.8194e-06-0.0013006i,0.00055222-0.00036767i,0.000194+0.00026577i,0.00061296+0.00060189i,0.00079808+0.00063628i,0.00027102+0.00036716i,0.00047105-9.2511e-05i,0.00087898-0.00036263i,0.0006901-0.00010288i,0.0011637+4.9748e-05i,0.0011641-0.00049793i
0.00053202+0.00070749i,0.00029004+0.0016459i,0.00040334+0.0017376i,0.00099114+0.0004588i,-0.000252+0.00046703i,-0.00178+0.001271i,-0.0016739+0.0017223i,-0.00082238+0.0017778i,-7.109e-06+0.0015301i,-0.0001682+0.0015511i,-9.9896e-05+0.0010621i,0.00087998-6.3502e-06i,0.0010858-0.00082794i,0.00034556-0.00075917i,-0.00037563-0.00044232i,-0.00060734-0.00055911i,-0.00070452-0.00089924i,-0.00059971-0.0003203i,-0.00029892+0.0013046i,4.1741e-06+0.0017466i,4.5052e-05+0.00069069i,5.264e-05-0.00033961i,0.00053443+1.4163e-06i
-0.0052295+4.6421e-05i,-0.0042275+0.0004379i,-0.0022003+0.0013508i,0.0014352+0.00092203i,0.0031515-0.00095777i,0.0016085-0.0018798i,-0.00066888-0.0016926i,-0.0021137-0.0016391i,-0.0019376-0.0016406i,-0.00094235-0.00063436i,-0.00030085+0.00045715i,3.8183e-06+0.00072638i,0.00037742+0.00070111i,-0.00014364+0.00026312i,2.6705e-06-0.00011046i,0.00086174-4.6568e-05i,0.0016295+3.6054e-05i,0.0010567-9.3261e-05i,1.5828e-06+0.00020856i,-0.0004168+0.00026094i,-0.00082955+0.00015759i,-0.00072569+0.00040108i,-0.00033987+0.00029413i
-0.0019663-0.0039175i,-0.0018923-0.0022207i,-0.0017325-0.00044695i,6.1799e-05+0.00048417i,0.0015052+0.00016346i,0.0019404-0.00023689i,0.0021884-5.3537e-05i,0.0014082-0.00068071i,0.0006659-0.0011646i,0.0012629-0.00091543i,0.0013338-0.0006814i,0.00042786-0.0013129i,-0.0011341-0.00090139i,-0.0015274+0.00022519i,-0.00029296+1.339e-05i,0.00066122-0.0001919i,0.00076209-5.8925e-05i,0.00029254+7.061e-05i,0.00041446-0.00029736i,0.00072641-0.0002278i,0.00032497+4.4112e-05i,0.00045796-0.00027286i,0.00070645-0.00035263i
0.0012971+0.0025618i,0.0013864+0.00097308i,0.0014752-0.00010599i,0.0024374-0.00076453i,0.0018191-0.0013298i,0.00026996-0.00039537i,-0.00061236+0.002293i,-0.00062581+0.0024241i,-8.7287e-05+0.0010774i,8.717e-05+0.00077303i,0.00076835+0.00017557i,0.0013107-0.00063544i,0.00064348-0.00076081i,-0.00033912+0.00023352i,-0.00050074+0.0011218i,-0.00047076+0.00064695i,-0.00023355+2.0093e-05i,5.9086e-05+0.00012198i,-0.00027581+1.0346e-05i,-8.7809e-05+0.00039804i,-0.00018986+0.0010185i,-0.000819+0.00028715i,-0.00033267-0.00034078i
-0.0046538+0.0012893i,-0.0032259+0.0014462i,-0.0013102+0.00081694i,0.0004548-0.00063362i,0.0011087-0.0020372i,-0.00023614-0.0027911i,-0.0020425-0.0019978i,-0.0026164-0.00057356i,-0.0018398+0.00053693i,-0.0007759+0.0012048i,-0.00049718+0.0010727i,-0.00050318-6.8359e-05i,0.00019995+7.723e-05i,0.00018043+0.00034296i,-0.00066329+0.00041114i,-0.00089391+0.00058835i,-0.00069459+0.00021709i,-4.8296e-05-0.00064018i,0.00029864-0.0011881i,-0.00025378-0.00066025i,-0.00045664+0.00020726i,-0.0003816+0.0001908i,-0.00034227-0.00033989i
0.0011364-0.0019916i,0.0005474-0.0020493i,0.00059223-0.0014784i,0.0017335-0.00057824i,0.001913-0.0010539i,0.0016595-0.0017664i,0.0023361-0.0013961i,0.0022733-0.00036583i,0.00090972+8.0027e-05i,0.00010719+0.00040102i,-8.4326e-05-0.00051012i,0.00014655-0.0011744i,-6.312e-05-0.00033536i,-0.00037221+0.00061204i,-0.00014799+0.00063532i,4.3996e-05+8.7259e-05i,0.00012114-0.00049342i,0.00028207-0.00099518i,0.00025773-0.00052198i,0.00054242-0.0003462i,0.0010116-0.00048264i,0.0006558-2.3454e-05i,0.000489+4.2917e-05i
0.00067039-0.0016216i,0.0006073-0.0015082i,0.00051221+0.00010029i,0.0012268+0.00019214i,0.0015977-0.001035i,0.00077836+0.0001261i,-0.00035587+0.0024672i,-0.0001936+0.0031351i,0.00025127+0.0025259i,0.0002748+0.0013916i,0.0012302+0.00027272i,0.0017271+0.0002358i,0.00071144+0.00072643i,-0.00018467+0.00054148i,0.00023187+0.00023181i,0.00026991+3.6295e-05i,-0.00025507-7.4076e-05i,-8.4443e-05-0.00015136i,-5.6419e-05-0.00046624i,0.0005264-0.0005591i,0.00057041-1.2769e-05i,0.00062635+7.1687e-05i,0.00046247-0.00014709i
-0.0016882+0.0019877i,-0.0010136+0.0012737i,-0.0003957+0.00091563i,0.00020795-0.00067505i,-7.6316e-05-0.0032011i,-0.0020295-0.0035329i,-0.0037737-0.0017753i,-0.0034387-0.00027469i,-0.0018496+0.00063677i,-0.00045287+0.0013288i,0.00012101+0.0017892i,0.00044113+0.0017381i,0.0011591+0.0011911i,0.0010493+0.00087272i,0.00047821+0.00013781i,0.00049446+0.00039275i,0.00088957+0.0011046i,0.00078269+0.00029413i,0.00039212-0.00033748i,0.00060006-3.1639e-05i,0.00073773-0.00076545i,0.00038778-0.0015815i,-0.00012544-0.00081119i
-0.0013916-0.0024087i,-0.0011857-0.0022095i,-4.9152e-05-0.0015133i,0.0025289-0.00061373i,0.0034746-0.00057975i,0.0025916-0.0013341i,0.0017702-0.0013874i,0.00098595-0.001262i,0.00042044-0.0013818i,7.162e-05-0.00069554i,0.00015983-0.00054756i,0.00050554-0.00065713i,0.00041984-7.2739e-05i,0.00043371+0.00060026i,0.00036036+0.0005159i,0.00042927-1.2107e-05i,0.0010098-0.00057615i,0.00083436-0.00065843i,-0.00032939-0.00018725i,-1.0863e-05-0.00052202i,0.00068325-0.0013434i,-0.00020379-0.00051836i,-0.00042655+7.872e-05i
0.0015535-0.00061459i,0.00040093-0.00084628i,0.00044729+5.0349e-05i,0.0013707-0.00052953i,0.0010079-0.0010989i,-0.00066879+0.00019817i,-0.0010353+0.002246i,-0.00012526+0.0027046i,-0.0002388+0.0015757i,-9.1901e-05+0.00076705i,0.00055336+0.00028562i,0.0010325-0.00027606i,0.00098167-0.00049516i,0.0010089-0.00040086i,0.00075525-0.00048705i,0.00066745-0.00057745i,0.00067185-0.00090536i,0.00064085-0.00062596i,0.00041417-0.00042516i,0.00013981-0.00015522i,-5.5492e-05+0.00018454i,-0.00020087+9.4535e-06i,-0.00037143+0.00021614i
-0.0013486+0.0012206i,3.1635e-05+0.0020968i,0.0013096+0.00096393i,0.0017975-0.0013638i,0.001004-0.0036594i,-0.0019885-0.0034133i,-0.0036516-0.0014371i,-0.0025471+5.2562e-05i,-0.0019322+0.00056769i,-0.0015603+0.00084817i,-0.00036575+0.0015032i,5.1177e-05+0.00078744i,0.0002472-0.00050939i,0.00088712-0.00020842i,0.00041638+0.0002084i,-0.0003556+0.00031818i,-0.00073301+0.00023805i,-0.0014207-0.00015363i,-0.0013043-0.00029011i,-0.00056455+0.00013223i,4.872e-05-0.00026715i,0.00035345-0.00081513i,-0.00023845-0.0006095i
-0.00011902-0.0022123i,-0.0021089-0.0010827i,-0.0019326-0.0012025i,5.5852e-05-0.001216i,0.0011311-0.002157i,0.0015179-0.0031328i,0.0021433-0.0019227i,0.0011677-0.00060625i,-0.0003037-0.00040861i,-0.00023552-1.818e-05i,0.00018642+0.00024483i,0.00023863+0.00049507i,-4.8519e-05+0.00093853i,4.5345e-05+0.0010054i,9.7752e-05+0.00059844i,-0.00013135+0.00033551i,0.0001543+0.00012103i,0.0010696-0.00059917i,0.0012005-0.00019052i,0.00084763-7.6278e-05i,0.00075611-0.00059998i,0.00029955-0.00055861i,-0.00010676+3.4149e-05i
0.0010224+0.0015244i,0.0012468-0.00059402i,0.0019504-0.00076i,0.0017365-0.00099255i,0.00084516-0.00099652i,4.188e-05+0.0007332i,0.00029827+0.002187i,0.00083947+0.0022254i,0.0010163+0.0015873i,0.0009631+0.00087485i,0.00072199+0.00016394i,0.00018514-0.0012034i,0.00026561-0.0012709i,0.00020586-0.00021086i,0.00041402+0.00017351i,0.00092774+0.00017694i,0.00097817+9.5564e-05i,0.0012535+5.7188e-06i,0.0012146-0.00055665i,0.00057424-0.00094814i,0.00057836-0.00054474i,0.00091305-4.2915e-05i,0.00023176-0.00019821i
0.00082935-0.0020219i,0.001101-0.0010188i,0.00027775-0.00075981i,0.00042766-0.0016628i,-3.1304e-05-0.0033486i,-0.0016444-0.0027766i,-0.0030836-0.001032i,-0.002807+0.00020704i,-0.0018883+0.0012286i,-0.0016971+0.0014592i,-0.00071876+0.0013531i,0.00033914+0.0010578i,0.00031254+0.00092059i,-0.00032191+0.00031457i,-0.00038733-0.00055752i,0.00015315-0.0008492i,0.00042496-0.0010852i,-0.00015845-0.00076836i,-0.00090702-1.8197e-05i,-0.0011362+0.00035491i,-0.0011244+0.00015637i,-0.0008489-0.00063305i,-4.7191e-05-0.0010923i
-0.0030296+0.00058491i,-0.0025017-0.00045894i,-0.00054317-0.00098337i,0.0013328-0.0013054i,0.0023365-0.002112i,0.0026056-0.0033933i,0.0018798-0.0031829i,0.00064006-0.0028536i,-0.00051744-0.0015578i,-0.0015653-0.00023467i,-0.0018905+1.9717e-06i,-0.0015193-7.2186e-05i,-0.00012557+0.0001299i,0.00057642+0.00047341i,0.00040368+0.00026274i,-0.0001216-0.00012726i,-0.00020068-0.00016544i,-0.00044886-0.00021658i,-0.00035083+2.6138e-05i,3.491e-05-3.5279e-05i,0.00055786-0.00063484i,0.00065967-0.0011399i,0.0003129-0.00076144i
-9.6811e-05-0.0034332i,-0.0001746-0.0025553i,0.00047534-0.0012336i,0.00143-0.00028735i,0.0018966+0.00025681i,0.0013222+0.00095675i,0.00092061+0.0018584i,0.00054341+0.0018013i,0.00029003+0.00090654i,0.0013822+0.00031139i,0.0023822-0.00036629i,0.0016308-0.00014805i,-0.00022985-0.00022444i,-0.00037217-0.00041328i,0.0009067-7.0341e-05i,0.0011118+2.3202e-05i,0.00069161-0.00017355i,0.00093973-0.00010841i,0.0012801+0.00032872i,0.00047243-7.5001e-05i,0.0004059-0.00026454i,0.001115+0.00035643i,0.00061888-1.2554e-05i
0.0026933+0.0014664i,0.0024268+0.00030256i,0.0015232-0.00097498i,0.0015979-0.002177i,0.0012794-0.0033704i,-0.00091849-0.0023759i,-0.0024332+0.00012783i,-0.0022142+0.00091291i,-0.0017252+0.0011054i,-0.00054362+0.0019715i,0.00049179+0.0023371i,0.00042204+0.0014322i,0.00024588+0.00020783i,-9.151e-05-0.00036536i,9.7892e-05-0.00086705i,0.00036393-0.00064886i,-0.00018152-0.00057293i,-0.00065596-0.00073916i,-0.00085651-0.00047659i,-0.00046251-0.00010322i,0.00014926+0.00017159i,0.00074468-0.00034915i,0.00052276-0.00073439i
-0.0024102-0.0013171i,-0.0039094-0.0014906i,-0.0011426-0.00052671i,0.0026722-0.00076726i,0.0034997-0.0029746i,0.0024142-0.00364i,0.00091687-0.0030634i,0.00011987-0.0022349i,-0.00021595-0.00094424i,-0.00036221-0.00011902i,-0.0010543+0.00027866i,-0.0008748+0.0004831i,-0.00051679+0.00055008i,-0.00068423+0.00049903i,-0.0006092+0.00065274i,-0.00029646+0.00081026i,0.00028071+1.1927e-05i,0.00012429-0.00023268i,-0.0004252-0.00028224i,-0.00057134-0.00041811i,-0.00042432-0.0001279i,-0.0012699+0.00039173i,-0.001284+0.00050335i
-0.00077284-0.0018609i,-0.00099619-0.0014409i,-0.00050306+1.852e-05i,0.0011362+0.0010344i,0.0012224+0.0012393i,0.00070876+0.0013969i,0.00088523+0.0013704i,0.0019044+0.00090774i,0.0013638+0.00020622i,0.00011225-0.00070839i,0.0003089-0.00077591i,0.00071404-0.0008476i,0.00033455-0.00098948i,0.00042304-0.00075005i,0.00045718-0.00050005i,0.0004359-0.00012355i,0.00040774-3.7148e-06i,3.9466e-05-0.00028431i,0.0001568-0.00078189i,0.0005083-0.00034649i,0.00058475+0.00046373i,0.00014077+0.00049005i,-0.00072757+0.00057038i
0.0026582-0.001153i,0.0020489-0.0010045i,0.0018753-0.00033288i,0.0021169-0.0011992i,0.00018929-0.0032651i,-0.0028436-0.0025099i,-0.0032093+0.00022259i,-0.0025393+0.0017668i,-0.0019672+0.0019657i,-0.00035003+0.0019748i,3.1771e-05+0.0021071i,-0.00036737+0.00098626i,-0.00062739+0.00033511i,-0.00047569+0.00065745i,-0.00015029+0.00055158i,-0.00035038+0.00024998i,-0.00075858+7.4345e-05i,-0.00058128+0.00078749i,-0.0001198+0.0011116i,-0.00035045+0.00020032i,-0.00086193-0.00025616i,-0.0009311-0.00021015i,2.2094e-05-0.00048748i
0.00068072+0.0011942i,0.00055954+0.00021564i,0.001182-0.00077602i,0.0024141-0.002023i,0.0018715-0.0035575i,0.00046402-0.0036289i,1.0339e-05-0.0030471i,-0.00096891-0.0023341i,-0.0015017-0.00087497i,-0.0010638+0.00039864i,-0.00074611+0.00038074i,-0.00053564+1.935e-05i,-0.00031587+3.4065e-05i,-0.00079112+0.00036178i,-0.00017779-2.9831e-05i,0.0014125-1.8355e-05i,0.00046688+0.00012982i,-0.00011644-0.00010389i,0.00066311+0.00022312i,-0.00011064+6.1358e-05i,3.283e-05-0.00086397i,0.0002517-0.0010518i,-0.00066725-0.00055183i
