-0.0011587+0.0021646i,-0.00046808+0.00048874i,-0.0012099-0.00017436i,-0.0015942-0.0010333i,-0.001446+0.00031382i,-0.0010111+0.0014893i,-0.00031839+0.0018113i,0.00064245+0.0018104i,0.00080404+0.00092977i,0.0008613+8.5183e-05i,0.00070527-0.0001242i,0.00015925-0.00058506i,-0.00026397-0.00050155i,-0.00022677-0.00087518i,0.00059519-0.0017136i,0.00079152-0.0014535i,0.00035218-6.3389e-05i,0.00040882+0.00014442i,0.00091853-0.0013796i,0.0009588-0.0011191i,0.00044992-1.4096e-05i,0.00027447-4.1435e-05i,-0.00047291-0.0002727i
0.00059699+0.00014416i,0.0018045+0.0020718i,0.0013264+0.0016643i,0.0007342-0.00052413i,0.0012024-0.0014176i,0.00084001+0.00014134i,-4.5552e-05+0.00058201i,0.00028764-8.8589e-05i,0.00047352-0.00019701i,0.0013149-0.0001623i,0.0022904-0.00053895i,0.0013283-0.00032843i,0.0010352-0.00016138i,0.00065739-0.00023896i,-0.00074106-0.00094141i,-0.0012694-0.00083644i,-0.00042939+0.00020693i,0.0001797-0.00010119i,0.00026061-0.00040207i,-1.9914e-05+0.00046398i,8.2801e-05+0.0012086i,-0.00017645+0.00050303i,-0.0010223-0.00045897i
0.0014412+0.0012343i,0.0010342+0.0014034i,0.0016856+0.00066362i,0.0017676+0.00052348i,0.00088664+0.00071617i,-0.00055764+9.2913e-05i,-0.0013655+0.00024357i,-0.00086897+5.431e-05i,-0.00025604-0.00026066i,-0.00089279+8.2734e-05i,-0.0015762+0.00016803i,-0.001512+0.00010288i,-0.001557+9.1831e-06i,-0.001604-0.0002528i,-0.0017537-0.00021642i,-0.0015434-0.00037574i,-0.0008012-0.00035978i,-0.00060819+5.3468e-05i,-0.00048279+1.9795e-05i,1.7608e-05+0.00011832i,-0.00034774+0.00030896i,-0.00036979+0.00015272i,-0.00056433+6.1797e-05i
0.0019207-0.0012947i,0.0013326-0.0024089i,0.0017449-0.0025635i,0.0012322-0.0021775i,-1.8216e-06-0.0015568i,-0.00021138-0.00033039i,0.00089026+0.00017246i,0.0011386-9.4437e-05i,0.00050369-0.00026569i,0.00019572-0.00034222i,-0.00055012-5.4621e-05i,-0.00055172+0.00037233i,0.00019555+0.00059254i,-0.00025344+0.00039854i,-0.00058645+0.00014162i,-0.00095837-0.00011878i,-0.00071548-0.00064119i,-0.00010559-0.00078236i,0.00048048+9.2942e-05i,0.0012989+0.00084672i,0.00079906+0.00062128i,-0.00062673+0.00015107i,-0.0010482+0.00029908i
0.0013499+0.00020547i,0.00019417+0.00017738i,-0.0008286+0.00098472i,-0.0006571+0.001238i,0.00018323+0.00097401i,0.00010152+0.00086975i,-0.00080905+0.0015988i,-0.00051051+0.0017693i,0.00012073+0.00015056i,0.00063609-0.00085401i,0.00047521-0.0005753i,-0.00036595-0.00031461i,-0.00057303-0.00017029i,2.3577e-05-0.00082044i,0.00026754-0.0008798i,-3.4551e-05+0.0003585i,-0.00046869+0.00082514i,-0.00016784+0.00057155i,0.00090872-0.00022116i,0.0011383-0.00029591i,0.00037768+0.00050796i,5.4818e-05+0.0004957i,-0.0004622-0.00027884i
-2.5642e-05-0.00050672i,0.00056778-0.0017944i,0.00027912-0.0027461i,-0.00087147-0.0022588i,-0.0014701-0.00039815i,-0.0010652+0.00064773i,-0.00063719+0.00029816i,-0.00028995+0.00039129i,-0.00035367+0.00071624i,-0.00087311+0.00024873i,-0.00082821-0.00033163i,-0.00064963-0.00022188i,5.4087e-05+0.00018377i,-0.00013362+0.00086911i,-0.00065295+0.00040503i,-4.624e-05-0.00066204i,0.00074468-0.00066221i,0.00042235-0.00037217i,0.00024544+0.000341i,0.00066594+0.00016256i,0.00032575-0.00022174i,-0.00023085+6.0144e-05i,-0.00054362+0.00053932i
0.0036048+0.0024897i,0.0040172+0.0019021i,0.003325+0.00043481i,0.0021973-0.00033881i,0.0011467-0.00069626i,0.00029436+0.00099056i,0.00053833+0.0018926i,0.0012774+0.00077285i,0.00050907+0.00026167i,-0.00033853+0.00014423i,-0.0004735-0.00024906i,-0.00070153+3.2566e-05i,-0.00056576+0.00049886i,-0.0004336+0.0006483i,-0.00051547+0.00047074i,-0.00076377-0.00039424i,-0.0012495-0.00021254i,-0.00069347+0.00062446i,-0.00026114+0.0010744i,-0.00033633+0.00073101i,1.6328e-05-0.00032442i,0.00033279-0.00070076i,-0.00047188-0.00030113i
-0.0027072-2.263e-05i,-0.0026493-4.9731e-05i,-0.0035208-0.00042244i,-0.0027424+0.00043488i,-0.0012694+0.00038119i,-7.7293e-06+0.00028934i,0.00091437+0.00032871i,0.00043642+0.00047195i,-3.6126e-05-0.00021553i,-0.00063319-0.0011223i,-0.0014992-0.00051601i,-0.0009818-0.00023804i,0.00033785-0.00024336i,0.0012236+0.00050312i,0.00029347+0.00014141i,-0.00094782-0.00081614i,-0.0011015-0.00011096i,-0.00051253+0.00018851i,-0.00013406-0.00062819i,-0.0002863-0.00071954i,-0.00041238-0.00029877i,-0.00035757-0.00056207i,-0.00026397-0.00028352i
-0.00084364+0.0005042i,-0.00023572+0.0013433i,0.00067131+0.0015803i,0.0014458+0.00091458i,0.0020545+0.00080772i,0.0013424+0.0007773i,7.6017e-05+0.00042493i,0.0001899+8.6345e-05i,0.00029586-0.00032693i,0.00023869-6.8638e-05i,0.00051666+0.00032402i,0.00023565+0.00021787i,-0.00015313-7.4292e-05i,-5.7582e-05-0.00069299i,-3.7659e-05-0.0012653i,-9.2875e-05-0.0011548i,0.00014618-0.00051423i,-0.00040665-0.00047894i,-0.00091071-0.00056471i,-0.00084152-0.00026873i,-0.00036005-0.00013077i,1.1363e-05-0.00022017i,0.00056696-7.7087e-05i
0.00061865-0.0028958i,-0.0010284-0.0024105i,-0.0023482-0.0025868i,-0.0032807-0.0013627i,-0.0039048+0.00048989i,-0.0026348+0.0013241i,-0.00069519+0.00097718i,0.00019944+0.00015886i,0.0004674-0.00052601i,-0.00014201-0.00071458i,-0.00099143+8.2641e-05i,-0.0010273+0.00082296i,-0.00065153+0.0014591i,-0.00053633+0.0019207i,-0.00055725+0.0015755i,-0.00026058+0.00063606i,8.9871e-05+0.0003743i,0.00012086+0.0002702i,0.00035774+0.00018437i,0.00060996-9.8467e-05i,-0.00032242-0.00060573i,-0.0011009-0.00072613i,-0.0012203-0.00046368i
0.00129-0.001144i,0.0013133-0.0012832i,0.00046027-0.0022393i,7.5229e-05-0.0023809i,0.0007884-0.001419i,0.0013472+2.4394e-05i,0.0012992+0.00087617i,0.00095395+0.00045496i,0.00020682+5.6291e-05i,-0.00030074-0.0003409i,0.00013775-0.00036457i,0.00026197+0.00023401i,0.00017764+0.00067179i,-0.00048983+0.00049168i,-0.0015063+0.00013772i,-0.00072294+0.00016811i,-9.8088e-05+0.00043355i,0.0004307-0.00015505i,0.00073939-0.00074874i,0.00027891-0.00013972i,0.00039697+0.00041652i,0.00038406+0.00026655i,-0.00023467-0.00048103i
0.0026893-0.0012678i,0.0020289-0.0015354i,0.00090717-0.0021652i,-0.00067015-0.0012242i,-0.0018912+0.0001145i,-0.0019633+0.001028i,-0.00048354+0.0014319i,0.0012434+0.0009822i,0.00082302-6.3367e-05i,0.00030311-0.00014849i,-0.00029441-3.1796e-05i,-0.00080683-0.00044617i,-0.00050782-8.6203e-05i,-0.0011257+0.00070062i,-0.0013643+0.0014281i,-0.00051781+0.0017192i,0.00013915+0.0010771i,0.00078374+0.00021057i,0.00092388+0.00011568i,0.00068665+0.00034349i,0.00058824+8.3194e-05i,-0.00030274-0.00017111i,-0.00081997+0.00042481i
8.3145e-05+0.0013756i,0.00040157+0.00030316i,0.0012045-0.0016417i,0.0013375-0.0014309i,0.0016001-0.00016757i,0.0021032+0.00081219i,0.0019061+0.00084926i,0.0014044+7.7579e-05i,0.00013242+0.00022647i,-0.00098962+0.00064512i,-0.00096338+2.0013e-06i,-0.00060177-0.00048241i,-0.00056033-0.00065646i,-0.00041094-0.0010266i,5.5684e-05-0.00047898i,-0.00025595+7.7597e-05i,-0.0003422+2.979e-06i,-0.00013685-0.00010964i,-4.8211e-05-0.00057514i,1.3078e-05-0.00018387i,0.00022606-0.00031204i,7.4249e-05-0.00078975i,-0.00050423-0.00099438i
-0.00048622+0.00063001i,-0.00069629-0.00054223i,-0.00013395-0.0009905i,-0.00046073-0.00049357i,-0.0013616-7.6395e-05i,-0.0010679-0.00024317i,0.00031958+2.1376e-05i,0.00059663+0.00049495i,5.556e-05+0.00054981i,-3.8626e-05+0.00013197i,-4.5237e-05-7.5785e-05i,-7.0817e-05-0.00088619i,0.0003396-0.0010103i,0.00018376-0.00033464i,-0.00014415-0.00039625i,-0.00029788-0.00061789i,-0.00092789-0.00056674i,0.00015745-8.7205e-05i,0.00089859+0.00042023i,-1.061e-06+0.00078573i,-0.00041811+0.00052214i,-0.000338-0.00012486i,-0.00026607-0.00046604i
0.00075699-6.6264e-06i,0.0011699-0.00057133i,0.0017974-0.0012541i,0.00062167-0.0018719i,-0.00081776-0.0013448i,-0.0011551+0.00064277i,-0.00092383+0.0019684i,-0.00050994+0.00097198i,0.00020036+0.00016838i,-0.00046231+0.00045175i,-0.00054187+0.00026845i,-5.9736e-05+7.7975e-05i,-0.00069663-8.8081e-05i,-0.0013839-0.00035528i,-0.0011537-0.00019686i,9.1108e-06-0.00010575i,0.00035596+9.72e-05i,-0.00010383+0.00019152i,0.00052251-4.1175e-05i,0.0010459+0.00037269i,0.00044843+0.0005117i,-0.00070953-2.6868e-05i,-0.0011039-0.00074876i
0.0008704+0.0010305i,0.0017125+0.00018243i,0.0018254+0.00030747i,0.0018082+0.00034573i,0.0012532+0.00023533i,0.00029707-0.00018673i,1.798e-05-0.00044814i,-0.00046542+0.00019604i,-0.00068364+5.2024e-06i,-0.0011469-0.00022165i,-0.0009618-0.00024132i,0.00013313-8.8875e-05i,-0.00016216-0.00021779i,-0.00040648-0.0010808i,-0.00040025-0.0010356i,-0.00079545-0.00037386i,-0.00063042-7.504e-05i,-0.00033464-0.00029966i,0.000104-0.00030311i,0.0010179+0.00018958i,0.00073759+0.00076737i,0.00012545+0.00041227i,0.00024463-0.0004638i
0.0012506+0.0006717i,0.0018339+0.00045595i,0.0011346-0.00072233i,-0.00020868-0.0013713i,-0.00040071-0.00033173i,-0.00025937+0.00059728i,-0.00016985+0.00084789i,3.5256e-05+0.00059818i,0.00036059+0.00025175i,0.00025806-0.00045884i,-0.00011407-0.0013272i,-0.00046695-0.0014374i,-0.00038446-0.00086482i,-7.8473e-05-0.0010062i,0.0002538-0.00107i,-0.00024935-0.00041525i,-0.00089827-0.00019864i,-0.00066486+0.00032642i,-8.3776e-05+0.00084871i,0.00055294+0.0010014i,0.0013509+0.00075611i,0.00098667-5.0755e-05i,-7.579e-05-0.00039236i
-9.4226e-05-0.00073101i,-0.00024097-0.00021914i,0.00049474-0.00079168i,0.00075835+0.00020172i,0.00014127+0.0011072i,0.0001344+0.00046143i,0.0012845-0.00043814i,0.0010718-0.00051635i,0.00014423-0.00062765i,7.0561e-05+7.0845e-06i,-0.00024986+0.00017948i,3.1099e-05-0.00051645i,0.00059772-0.00067427i,0.00055842+0.0004318i,-2.1228e-05+0.00086329i,-0.00069737+0.00036794i,-0.00066986+2.5089e-05i,7.4477e-05-0.0001092i,0.0010414+3.891e-05i,0.001071+0.00016869i,0.00039507+0.00074686i,0.0003968+0.00096982i,0.00050972+0.00080513i
-3.8942e-05-0.0014015i,-0.00087624-0.0014127i,-0.00086989-0.00098705i,-0.0009486-0.00026164i,-0.0010922+0.00070963i,-0.00082844+0.0019021i,-0.00036764+0.0019072i,-0.00027224+0.00090476i,-0.00028261-0.00027683i,-0.0009326-0.00014595i,-0.0015598+0.00028042i,-0.0011857+0.00052433i,-0.00034425+0.0010558i,0.00031521+0.00092768i,-0.00027889+0.00053974i,-0.00068581-4.4993e-06i,0.00018136-0.00086277i,0.0006228-0.00028385i,0.00099964+0.00030311i,0.00072228+0.00029229i,-0.00019514+0.00019986i,-0.00012384+0.00013086i,0.00018309-0.0001124i
-0.00046458+0.0022014i,0.00083234+0.0017296i,0.002031+0.00094016i,0.0020362-2.936e-05i,0.0010024-0.00078713i,0.00067206-0.00051074i,0.00046533+6.967e-06i,-0.00040326-0.00039022i,-0.00073205-0.00050664i,0.00016648-0.00068947i,0.00052776-0.00065465i,0.00019674-0.00013839i,-0.00044347+9.0222e-05i,-0.0011387-0.00039947i,-0.0011023-0.0015613i,-0.00096711-0.00058503i,-0.00051006+0.00079907i,-0.00043759+0.00081911i,-0.0011099+0.00030087i,-0.00017444+5.1315e-05i,0.00094892+0.00032228i,0.0011069+3.6316e-05i,0.00071666-0.0002561i
0.0015385-0.0018999i,0.000943-0.002119i,0.000875-0.00093475i,0.00042426-0.0002238i,0.00052604-0.0001027i,0.00096119+0.00040715i,0.0012264+0.0007088i,0.00052859+1.6088e-06i,0.00013614-0.00052461i,0.00064488-0.00084212i,0.00074684-0.0010365i,0.00026022-0.00064814i,-7.8236e-05-0.00053385i,-0.00024932-0.00070991i,-0.00094853-0.00044433i,-0.0016159-0.00048857i,-0.001028-0.0013003i,6.7868e-06-0.0016796i,0.0003251-0.0010688i,0.0002322-0.00026165i,0.00073588-0.0001702i,0.00031156-9.9835e-05i,-0.00034273+0.00014286i
0.00051114-0.00040485i,9.7634e-05+0.00019196i,-0.00062202+5.5933e-05i,-0.00063046-0.00031379i,-0.00016813-0.00047062i,0.00064832+0.000263i,0.00063399+0.00089492i,0.00043854+0.00060044i,1.8635e-05+0.0010122i,0.00051466+0.0010269i,0.0011271+0.00040584i,0.00031285-0.00021085i,0.00043515-0.00036149i,0.00095065+2.5669e-06i,5.9871e-05+1.2946e-05i,-0.00065874-6.0415e-05i,-0.00058343-5.6627e-05i,-0.00063717+0.00014831i,-0.00027867+0.00056351i,5.459e-06+0.00030169i,-0.00019714-0.000216i,1.9859e-05+0.00016274i,0.00031033+5.531e-05i
0.0020316+0.001852i,0.0015426+0.00068217i,0.0015591-1.7323e-05i,0.0013106+9.4392e-05i,-0.00022929-0.00080936i,-0.00078451-0.0016876i,-0.00056826-9.3873e-05i,-0.00062786+0.00054283i,0.00017726+0.00022202i,0.0005085-0.00020004i,-0.00018282-0.00090902i,-6.0074e-05-0.0010042i,-0.00030087-0.001159i,-0.0010658-0.00067424i,-0.00079839-2.8122e-05i,-0.00069673-0.00035116i,-0.00031891+2.1125e-05i,0.00039615+0.00056741i,0.00091297+0.00046934i,0.00095174+0.00067142i,0.00076676+0.0011445i,0.00039618+0.00086151i,-9.5162e-05+7.1495e-05i
0.00057904+0.0010478i,0.00098126+0.0010972i,0.00071627-5.0482e-05i,0.00054691-0.00067045i,0.0003289-0.00043037i,0.0003139+0.00013055i,-0.00013935+0.00019138i,0.00011639+0.00075652i,0.00096157+0.00065899i,0.0010256-0.00027294i,0.00071357-0.00037835i,-1.8655e-05-0.00058416i,-0.00042287-0.00015629i,-0.00014187+0.00055114i,-0.00055921+0.00081209i,-0.00048197+0.00056868i,-0.0002417-7.7503e-05i,-0.00058387-0.00045282i,-0.00060159-2.333e-05i,-0.00022763+0.00048501i,0.0005281-9.6316e-05i,0.0014159-0.00081992i,0.00085722-0.00078025i
-0.0021954+0.00073121i,-0.0011492+0.0013745i,-0.00053781+0.00115i,0.0002386+0.00087987i,0.00027323+0.00068191i,-0.00044047+6.6347e-05i,-3.3475e-05-0.00058257i,0.00036196-0.0013251i,-8.1484e-05-0.0010504i,1.1392e-05-0.0003338i,0.00050727+1.1291e-06i,0.0010099-0.00018626i,0.00068538-0.00064099i,0.00051392-0.00068066i,0.00030036-0.00089795i,-0.00056127-0.0013965i,-0.00076847-0.0012666i,-0.00012389-0.00086755i,0.00033808-0.00084731i,-2.6858e-05-0.00034407i,-0.00060376+1.4098e-05i,-0.0010236-0.00028439i,-0.00113-0.00080872i
0.0012139-0.00027051i,0.0020915+0.00029544i,0.0021262-1.0212e-05i,0.0018238-0.00073482i,0.00096306-0.00058388i,0.00033825+0.00045605i,-0.00010756+0.0008498i,-6.4478e-05+3.4202e-05i,0.000627-0.00068821i,0.00064848-0.00043691i,4.0344e-05-0.00047189i,-0.0001284-0.001087i,5.9837e-05-0.00096563i,-0.00013566-0.0011922i,-0.0003722-0.0010309i,0.00013829-0.00022264i,0.00033686-7.9076e-05i,0.00029579-0.00043609i,0.00081832-0.00063274i,0.00077284-0.00035941i,7.5332e-05-0.00042609i,-9.3116e-05-0.0010744i,0.00028628-0.0010519i
0.0026261-0.0021737i,0.0021509-0.0015344i,0.00093651+0.00026767i,-0.00011535+0.00047715i,-1.5478e-06-0.00045445i,0.00027441-0.00029998i,0.00027441-0.00040372i,0.0008521-0.00044022i,0.00078247+0.00013021i,0.00010251+6.9538e-05i,-4.1505e-05-0.00045948i,-0.00037148-0.00039103i,9.8499e-05+0.00014716i,-4.1367e-05+0.00025316i,-0.00043473-0.00011631i,-0.00074643-0.00029811i,-0.00081154-5.8803e-05i,-0.00027647-8.72e-05i,-0.00010589-0.0001178i,-0.00026754+0.00029782i,-0.00039931-0.00041767i,-0.00038102-0.00040437i,-0.00072382+0.00060227i
0.00057477+0.0013376i,0.00090202+0.00092642i,0.00078221-0.0013587i,-0.00067332-0.0021082i,-0.0012691-0.00046456i,-0.001121+0.0015028i,-0.00034438+0.0023972i,0.00050213+0.0017155i,0.0003848+0.00055677i,-0.00035146+0.00018442i,-0.0010354+0.00058261i,-0.00073812+0.0002247i,-0.00013766-1.8421e-05i,-0.0006026+0.00047835i,-0.00089956+0.00067015i,-0.00071013+0.00049419i,-0.00013419+0.00025596i,0.00084053+0.00085425i,0.0010064+0.0008957i,0.00096819+0.00069526i,0.00080371-7.1144e-05i,0.00057638-0.00046148i,0.00079915+0.00010197i
0.00022995-0.00047637i,0.0010293-4.853e-05i,0.00060258+3.0211e-05i,-0.00033298+0.0011486i,9.4925e-05+0.00087392i,0.0009857+0.00027695i,0.00070836+0.00070668i,0.00036618+0.0012404i,0.00050668+0.0011337i,0.00025238+0.00016982i,-0.00019696-0.00026483i,-0.00063351-0.00037147i,-0.00086085-3.464e-05i,-0.00080488+0.00052176i,-0.00043072+0.00011037i,-0.00040816-0.00027989i,-0.00068573-9.8916e-05i,-0.00034192-0.00038839i,0.00035203-0.0010245i,-4.6594e-05-0.00050149i,-0.0011998+7.2166e-05i,-0.0011003-0.00027907i,-0.00033042-0.00076356i
0.0010129-0.00053192i,0.0008804+0.00035378i,-0.00012439+0.001289i,-0.00024+0.0010997i,-0.00031818+0.0013216i,-0.0007678+0.0022285i,0.00012809+0.0013854i,0.0010487-0.00044953i,0.0011668-0.00077077i,0.0002419+0.00017331i,-0.00025726+0.00083679i,-9.0754e-05+0.00041066i,-0.00030862+0.00015228i,0.00026833+0.00064165i,0.0010513+0.00057531i,0.00066673+0.00045944i,-5.7052e-05-5.8446e-05i,-0.0001648-0.0004204i,0.0003246-0.00072928i,0.00023912-0.0010329i,-0.00053794+4.1702e-05i,-0.00062644+0.00015462i,-0.00019079-0.00028888i
0.0016224+0.0011292i,0.0014911+0.0013404i,0.00078786+6.6765e-05i,-0.00023471-0.00059466i,-0.00022847-0.00039419i,0.00010059+7.7562e-05i,0.00020586+0.00065624i,0.00043978+0.00023696i,-0.000113-6.8379e-05i,-0.00084019+0.00014284i,-0.00088162+4.8135e-05i,-0.0011631-2.8032e-05i,-0.0009565-4.4446e-05i,-0.00043592-0.00034557i,-0.00016892-0.00063594i,4.6868e-05-0.00044112i,0.00044572+0.00047649i,0.00068684+0.00070518i,9.806e-06-0.00012611i,-0.00025415-0.00069561i,-0.00021235-0.00050343i,-0.00075608+9.1008e-05i,-0.0016755+0.00030391i
-0.00055913+0.0023643i,7.3952e-05+0.001788i,0.00013818+0.0016712i,-0.00056003+0.0010952i,-0.00091363-5.7569e-05i,-0.00010293-0.00021573i,0.00054957+0.00023195i,9.0157e-05+0.00067334i,-0.00015061+0.00058201i,-0.00024468-0.00016486i,-4.7235e-05-0.00030312i,-0.00032776-0.00015574i,-0.00055069-4.1754e-05i,-0.00023264-0.00034996i,-0.00046992-0.00050852i,-0.0004395-3.2567e-05i,-0.00060517+0.00061075i,-0.00016582+0.0004951i,0.00066629-0.00011357i,0.00086264+0.0001673i,0.00022467+0.00071363i,-0.00042073+0.00045692i,-0.00041275+0.00043136i
-0.00056626-0.00066843i,0.00026638-0.00081872i,0.0013204-0.00065661i,0.0014035-0.00046942i,0.00013497-0.00019171i,-0.00068635+0.00039282i,-0.0010168+0.0012633i,-0.0010224+0.0010211i,-0.00071417+0.00014395i,-0.0008378+0.00017709i,-0.0012656+0.00057953i,-5.3477e-05+0.00010257i,0.00036982-0.00026787i,-0.00013249+3.2292e-06i,0.00024998+2.1114e-05i,-0.00013546-0.00050934i,-0.00041161-0.00026779i,-0.00034127-7.4279e-05i,9.0218e-05+8.3848e-05i,0.00062288+0.00033253i,-1.7184e-07+0.00044804i,-0.00028747+0.00014214i,0.00027941-0.00070305i
-0.00053642+6.7139e-05i,-0.00025722+0.00036375i,-0.0002232+0.00024229i,-0.00075902-4.7069e-05i,-0.0013607+6.9936e-05i,-0.0016502+0.00096984i,-0.00093998+0.0009333i,0.0001795+0.00046299i,0.0010104-0.00019064i,0.00081962-0.00056375i,0.00054124-0.00044377i,0.00056477-2.7663e-05i,7.2571e-05+0.00020221i,-0.00056419+0.00013789i,-0.00090264-0.00023599i,-0.00099749-0.0012186i,-0.00063564-0.00093255i,1.8294e-05+0.00061595i,1.6821e-05+0.0012236i,-0.00025238+0.00094434i,0.00067344+0.00055085i,0.00080174+4.8087e-05i,0.00024431-7.1826e-05i
0.0022251+0.00071888i,0.0027321+0.00065598i,0.0020426-0.00015126i,0.00064302-0.0015931i,-0.00016717-0.0014802i,-0.0011619-0.00015442i,-0.0010099+0.00093396i,2.7887e-05+0.0014916i,1.401e-05+0.0009376i,-0.0008597+0.00036633i,-0.0014726+0.00016698i,-0.0012279+0.00022406i,-0.00090373+9.8069e-05i,-0.00060535+0.00032665i,-0.00068277+0.0001247i,-0.0010655-0.00080164i,-0.00068209-0.00051453i,-5.5307e-06+6.1089e-05i,-1.7932e-06+0.0003322i,-0.00021859+0.00088685i,4.186e-07+0.00097507i,6.9346e-05+0.00018883i,-0.00062284-0.00059319i
0.0024688-0.00052685i,0.0026361-0.00070715i,0.0017665-0.0019709i,0.00028088-0.0018915i,-0.00036488-0.0010575i,0.00075286+0.0001857i,0.00095656+0.00047461i,0.00012858-0.00063337i,-0.00035759-0.00069945i,-0.00027124+0.00073201i,-0.00018063+0.0014532i,0.0002175+0.0012051i,0.00053212+0.00013145i,0.00054313-0.00065055i,-8.8477e-05+0.00011644i,-0.00097308+2.7767e-05i,-0.0010752-0.0005437i,-4.5822e-05-0.00011554i,0.00081748+0.00054962i,0.00084832+0.00036013i,0.00081571-8.6971e-05i,0.00028668+0.00029667i,-6.0884e-05+4.5485e-05i
-0.0016648+0.00024225i,-0.0011699+0.0011559i,-0.00042265+0.00058978i,-0.00092715+7.4828e-05i,-0.00066355+0.00090285i,0.00040097+0.00080779i,0.00010675+0.00011448i,-0.00031576-0.00034293i,-2.0838e-05-0.00030278i,0.00019869+0.00046271i,0.00068708+0.0010392i,0.0008483+0.00084405i,0.0004158+0.00018232i,-3.1912e-05-0.00053663i,-0.00038118-0.00068254i,-0.00032814-0.00015525i,0.00038208+0.00025728i,0.00013856+0.0002635i,-0.0013631-0.00011374i,-0.0005956-0.00052422i,0.00025592-0.00017115i,-0.00017768+8.5042e-05i,-0.00056478+0.00040291i
0.0010125-0.0019778i,-0.00057837-0.0020513i,-0.00056354-0.00086863i,2.9637e-05+2.7493e-05i,0.00012923-1.0425e-05i,0.00033043+0.00036462i,0.00056849+0.0012001i,0.00074429+0.00087883i,0.00021554+0.00071957i,-0.00050966+0.00058194i,-0.00056345-0.00027835i,-0.00015852-0.00049848i,5.0549e-06+0.00052055i,3.9742e-05+0.00093834i,-0.0002525+0.0005126i,-0.00089989+0.0002397i,-0.00060919+0.0002958i,-0.00014079-0.00026829i,6.2011e-05-0.00072538i,5.4708e-05-0.0001064i,0.00021883+0.00048258i,0.0003382+0.00048396i,-0.00067187+5.162e-05i
5.8734e-05+0.0023634i,0.00021628+0.0012013i,-0.00027469+0.00055839i,-0.00051367+0.00034863i,0.00051832+0.00020235i,4.3855e-05-1.6495e-05i,-0.00068262-0.00028058i,-0.00056807-0.0001635i,-2.7196e-05+7.984e-05i,-0.00033755+0.00012896i,-0.00075486+0.00013387i,-0.00029155+0.00019186i,-0.00052594-5.1296e-05i,-0.00042448-0.00039294i,0.00011341-0.00053534i,0.00028207-0.00059936i,0.00043487-0.00027576i,0.00042559+0.00065576i,-0.00030668+0.00081268i,-0.00053888+0.0009171i,-1.867e-05+0.0010147i,-0.00064283+0.00083503i,-0.00089691+0.00047963i
0.0031379+0.00093166i,0.0031754-8.639e-05i,0.0023805-0.0011663i,0.00084736-0.00125i,-0.0010041-0.0014029i,-0.0024127-0.0005763i,-0.00159+0.0011423i,-0.00027217+0.00068121i,0.00081151-7.9916e-05i,0.00075204-0.00010068i,0.00011956+0.00061893i,-0.0005797+0.0012109i,-0.0018024+0.00015455i,-0.0018787-0.00091732i,-0.0015713-0.00078326i,-0.0017059-0.00026365i,-0.0017577-0.0004633i,-0.0011559-2.7334e-05i,-0.00033596+0.00017254i,0.00039175+9.8333e-05i,0.0010219+0.0007489i,0.0011964+0.00048555i,0.00054732-0.00058465i
-0.00045952+0.0017532i,-9.2474e-05+0.0022637i,8.4455e-05+0.0019644i,0.00036072+0.0012684i,0.00012889+0.00061942i,-0.00040478+0.00083752i,-0.00050112+0.00097615i,-0.00035675+0.00051339i,-0.00012257+0.00051118i,0.00010217+0.00052626i,-5.7211e-05+5.1539e-05i,0.00052019-0.00052034i,0.0002212-0.00088105i,-0.00019738-9.74e-05i,0.0001116+1.3864e-05i,0.00037575-0.00078616i,0.00032672-0.00086935i,0.00021972-0.00041043i,-4.9419e-05-0.00048531i,-1.8631e-06-0.00091874i,-0.00011893-0.00069021i,4.9003e-05-0.00026217i,-0.0001373+0.00024551i
0.00010122+0.0023794i,0.0011175+0.0025266i,0.0018339+0.0015122i,0.001064-0.00020527i,0.0002745-0.0011497i,-0.00050009-0.0014541i,-0.0006799-0.0010608i,0.00012045-0.00024317i,0.00054438-0.00028474i,0.00019784-0.00049089i,-0.00036846-0.00059894i,0.00020269-0.00081384i,0.00022281-0.00044522i,-0.00038145+0.00033115i,-0.00062282+0.00017539i,-0.0010769-0.0005408i,-0.00075803-0.00050283i,-0.00012093+3.4985e-05i,-0.00026201-4.933e-05i,-0.00065237-0.00028632i,-0.00050076+0.00032842i,-0.00064196+0.00015974i,-0.00088997-8.7346e-05i
-0.0019197+8.0478e-05i,-0.0012908+0.0015262i,-0.0002864+0.0022176i,-3.5939e-05+0.0018257i,4.3054e-05+0.0010837i,0.00057687+0.00010302i,0.00039066-9.5314e-05i,0.00033508+0.0001661i,0.00017365+0.00010766i,-0.00017746-0.00016266i,-0.00071835-0.00049635i,-0.00056328-0.00048391i,-0.00036059+7.4342e-05i,-0.0002509-0.00017579i,0.00013701-0.00084708i,-8.4564e-05-0.00032559i,-0.00030424+0.00058282i,-0.00026243+0.00058342i,-0.00023374+0.00045493i,-0.00032476+1.103e-05i,-6.3441e-05-0.00039747i,0.00057202-0.00023703i,0.00065399+0.00016902i
