-0.001813+0.0011965i,-0.0023167+0.0025677i,-0.0028317+0.0031545i,-0.0017412+0.0034326i,-0.0012689+0.0041723i,-0.0008988+0.0039327i,-0.00059602+0.0028312i,5.0823e-05+0.002234i,0.00090996+0.0020998i,0.0017604+0.0011544i,0.0019837+0.00030092i,0.0011019+4.8137e-05i,0.00021195-4.5223e-05i,-3.4559e-05+0.00035855i,0.00045512+0.00047087i,0.00033793+0.00035446i,0.00026636+0.00029401i,0.000588+0.00011892i,0.00020352+7.5104e-05i,-0.00011986+3.2582e-06i,0.00015272+0.00039999i,-1.8297e-05+8.1181e-05i,-0.00041214-0.00061684i
0.00048664+0.0011235i,0.00097151+0.0016806i,0.0010166+0.0024174i,0.0012549+0.0021573i,0.0015251+0.002439i,0.00096264+0.0015005i,0.00049098+0.00036255i,0.0008833+0.00056603i,0.0011383+0.00032586i,0.00080308+0.00032285i,0.00072725+0.00014197i,0.00072262-0.00052664i,0.00039002-0.0001473i,0.00062239+0.00042012i,0.00076592+0.00052996i,0.00033686+0.00033767i,-0.00027895-0.00030338i,-0.00051984-0.00033398i,-0.00012202-0.00045018i,0.00021652-0.00010951i,7.6995e-05+0.00021168i,-0.00056997+3.2682e-07i,-0.00033341+9.4464e-05i
0.00063678-0.0010766i,0.0006212-0.0003769i,0.00030602+0.00020281i,0.00045574+0.0013357i,0.00021158+0.0020855i,0.0002112+0.0016907i,0.00097804+0.00051334i,0.00086152+6.309e-05i,-0.00022912-0.00025571i,-0.0001071-6.7714e-05i,0.0003662+0.00084786i,0.00073313+0.00062567i,0.00069304+0.00079257i,-2.7942e-05+0.0019124i,9.4521e-05+0.0010891i,0.00040786-0.00033011i,0.0004941-0.00039595i,0.00013364+7.2982e-05i,-0.00043143+0.0002258i,0.00040447-0.00023278i,0.00025807-0.00031874i,-0.0008369+0.0001245i,-0.00081797+7.8046e-05i
0.00082804-0.00089999i,0.0018454-0.0014526i,0.00068733-0.001192i,-0.00049396+0.00050132i,0.00020871+0.00099015i,0.0002499+0.00019827i,-7.456e-05-0.00062731i,0.0002454-0.00072826i,0.00045066-0.00039876i,0.00012375-6.4461e-05i,-0.00010632+0.00014075i,-3.5469e-05+0.00031158i,0.00026864+0.00018118i,0.00075733+0.00020337i,0.00098661+0.00053838i,0.0009405+0.00034428i,0.000434+0.00016427i,-0.00033719+0.00018377i,-0.00048196+0.00029458i,-6.8858e-05+0.00015904i,0.00022753-0.00039557i,-0.00011524-0.00074609i,-0.00034081-0.00054794i
0.0014526+0.0013237i,0.0019223+0.0019335i,0.0022523+0.0027351i,0.0022083+0.0022558i,0.0017381+0.0014096i,0.00093688+0.00060904i,-0.00011468+0.00010456i,-2.6893e-05+0.00045555i,0.00055501+0.00089735i,0.00015202+0.00056394i,-0.00021617-3.3049e-05i,-5.1545e-05-0.00021588i,-0.00065007+0.00081007i,-0.00086113+0.0024594i,-0.0002388+0.002238i,-5.516e-05+0.00082666i,-2.1752e-05-1.3422e-05i,0.00025786-2.8332e-06i,0.00059462+0.0002886i,0.00031776+0.00059404i,0.00027168+0.00038921i,0.00036708-0.00046089i,0.00045751-0.0002527i
-0.00045813-0.00109i,-0.0002196-0.00052588i,-0.0006403+0.00095336i,-0.0010409+0.0015302i,-0.00019216+0.0021296i,-0.00035813+0.0016206i,-0.00045214+0.0004847i,0.00042154-0.00012586i,0.0013759-0.00037489i,0.001118-0.0004227i,0.00039389-0.00055998i,0.00061265+0.00019235i,0.00094369+0.00020608i,0.00085893-0.00010427i,0.0002471+0.00038674i,3.5012e-05-0.00022329i,0.00023878-0.0013476i,-0.00015958-0.0013935i,-0.00045924-0.00029857i,-0.00047409+0.00078139i,-0.00044441+0.00045266i,-0.00066475+0.00047099i,-0.00035748+0.00052393i
0.0012096-0.00077503i,-0.00020174-0.0015673i,-0.0004738-0.0017057i,4.8639e-05+0.00014287i,3.4699e-05+0.0019079i,0.00043797+0.0022465i,0.00041329+0.0021285i,0.00065922+0.001517i,0.00080413+0.00052576i,0.00051744+0.00029255i,0.00034317+0.00082737i,-1.1328e-07+0.00066374i,-0.00030828-0.00015253i,0.00049316-0.00011878i,0.00082662+3.9088e-05i,-8.5279e-05+3.8074e-06i,-0.0007358-0.00014956i,-0.00050589+5.0458e-06i,0.00013136+0.00059103i,0.00016142+0.0011468i,-0.00020774+0.00092526i,-5.2209e-05-0.00011079i,-0.00010981-0.0006143i
-0.00011689+0.0013002i,0.0011645+0.00044227i,0.001238+0.0015684i,0.0012952+0.0025771i,0.0021967+0.0018759i,0.001998+0.0011585i,0.00073438+0.00078154i,0.00089945+0.00072136i,0.0016488+0.00064077i,0.0012566+0.0001838i,0.0010241-0.00017589i,0.0015418-0.00012336i,0.0009617-0.0001387i,-0.000379-0.00029617i,-0.00048553-0.00025662i,4.9636e-06+0.00015434i,-0.00021874+0.00069643i,-0.00018466+0.00082053i,-0.00010273+0.00039274i,7.2671e-05+0.00040873i,0.00010923+0.00047482i,0.00059772+0.00018459i,0.00080467+0.00057007i
0.0022308+0.00047271i,0.0015233+0.00064923i,0.00065249+0.00037222i,0.00083228-0.00066437i,0.0011451-0.0011251i,0.0001578-0.0007917i,-0.00078172-0.00036325i,-0.00015057+0.00028944i,0.0001057+0.00035011i,0.00076445-0.00010852i,0.0014927-1.9136e-05i,0.00048437+0.00041767i,-0.00026677+0.00082075i,-0.00032599+0.00069058i,-0.00020991+0.00033728i,0.00039927-0.00039506i,0.0011501-0.00081218i,0.0015393-0.0011795i,0.0011455-0.00097096i,0.0006313-0.00024641i,0.00089355-6.4947e-05i,0.00046009+0.00011997i,0.00032873-0.0002326i
-0.00014518-0.00016364i,-0.00037977+0.0010049i,-0.00018532+0.0016921i,0.001257+0.0014161i,0.0022297+0.0013259i,0.0014438+0.00060801i,0.00082834-0.00015222i,0.00064476-0.00029088i,0.00046166+0.00062705i,0.00099194+0.001012i,0.0013531+0.00032953i,0.00088727+0.00095081i,5.8785e-05+0.0012606i,-0.00045835+0.00046081i,-0.00020036+0.00029278i,-7.3288e-05+0.00062343i,-4.9643e-05+0.00051325i,1.8756e-05+0.0004691i,0.00011053+0.00062495i,0.00013455+0.00092839i,-0.00024743+0.00079289i,-0.00021802-0.00020561i,-6.1085e-05-0.00054371i
0.00055886-0.0015493i,-0.00042957-0.00082554i,-0.00064974-0.00037958i,-0.00043204-0.00064445i,0.00019229-0.0004802i,0.00048634+0.00016365i,0.00011297+0.0006677i,0.0004103+0.00084306i,0.00096447+0.00047386i,0.00098963+0.00012442i,-3.3394e-05+8.5189e-05i,6.2941e-06+0.00061396i,0.00035972+0.0013923i,-0.00026869+0.00047001i,-5.2817e-05-0.00050402i,0.00068123-0.00029543i,0.00094559+5.673e-05i,1.8135e-05-0.00013624i,-0.00062804-0.00037169i,-7.077e-05+4.0028e-05i,-0.0001579+0.00076639i,2.2009e-05+0.0010722i,0.00068766+0.00062822i
0.0016419-0.0016447i,0.0014924-0.0013171i,-0.0002463-0.0010671i,-0.00084004-0.00084945i,-0.0001351-4.2777e-05i,0.00076643+0.0012489i,0.001004+0.0013745i,0.00040307+0.00063044i,3.2572e-06+0.00036421i,-0.000501+0.0004592i,-0.00029364+0.00029737i,-9.4283e-05+0.00041471i,-1.3103e-05+0.0007449i,0.00093372+0.00063173i,0.0010454+0.00049868i,0.00046834-3.1055e-05i,0.00051358-0.00095884i,-0.00021284-0.00067593i,-0.0010256+2.7924e-05i,-0.001361+0.00025022i,-0.001142+0.00013315i,-0.00027716-4.8306e-05i,1.0083e-05-0.00013689i
-0.00038507+0.00055074i,-0.00065488+0.00088681i,0.00029361-0.00043153i,7.7828e-06-0.001147i,-0.00095731-0.00038656i,-0.00014857+0.00099892i,0.00012876+0.0010796i,-0.00031244+0.0007513i,-0.00060568+0.00055523i,-0.00089518+0.00043605i,-0.00019097+0.00073333i,0.0004921+0.0010148i,0.00048548+0.00078725i,0.00042662+0.00028948i,0.00039321-9.4854e-05i,0.0010337-0.00021799i,0.00072011-0.0003394i,-0.00089232-0.00011033i,-0.0012192-5.2126e-05i,0.00028016-0.00045897i,0.00064945-0.00027161i,4.7527e-05+8.1612e-05i,-0.00075999-0.00049003i
-0.0015043-0.001537i,-0.00023921-0.00068954i,-0.00057102+0.00030451i,-0.0014552+0.0019835i,-0.0013211+0.002453i,-0.00061977+0.0015042i,5.6511e-05+0.00039762i,0.00041309-0.00058096i,0.00014135-0.00029893i,-0.00032303+0.00032304i,-0.00081815+0.00040439i,-0.00049286-0.00010874i,-7.3042e-05-0.00037868i,4.4682e-05+0.00030607i,0.00052684+0.00030643i,0.00085365+0.00048248i,0.00059122+0.0012689i,0.00020389+0.00048316i,-6.3415e-05-0.00036913i,-0.00038831+4.5874e-05i,-0.00012037+0.00054376i,0.00044648+0.00045957i,0.00025811+0.00015346i
0.0010196-0.0016845i,-0.0012093-0.001938i,-0.0028228-0.0013161i,-0.0026366-9.5688e-05i,-0.0011566+0.0013546i,-0.00011723+0.0020076i,0.00013529+0.00089595i,0.00030676-0.00012832i,-5.4974e-05-0.00010249i,-0.00051976+0.00045206i,0.00039647+0.0010664i,0.001216+0.0010681i,0.00099743+0.0009088i,0.00017136+0.00035065i,0.00023255+0.00020717i,0.00081021-0.0001669i,0.00022451-0.00010605i,-0.00091532-0.00023654i,-0.00061227-0.0003783i,0.00028791+4.6973e-05i,0.00031987-0.00011007i,0.00010736+6.4053e-05i,-6.6917e-06-0.00039169i
0.0024469-0.00043909i,0.001726-0.00024617i,0.0008676-0.0008188i,0.00027347+0.00035514i,-0.00094353+0.00097599i,-0.00091778+0.00079066i,0.00034203+0.00072423i,0.00024306+0.00024074i,8.0193e-05-0.0003993i,0.00011991-0.00030809i,0.00015791-0.0003204i,0.00030087+3.1373e-05i,0.00028071+0.00071477i,0.0005982+0.00030353i,0.00084821-0.00040903i,8.1618e-05-0.00088447i,-0.00080616-0.0001888i,-0.00049366+0.00071382i,-0.00033399+0.00045461i,5.1023e-05-3.8263e-05i,0.0006999-5.5017e-05i,0.00013557-0.00032462i,-0.00026723-0.00099138i
-0.00061247-0.00053709i,-0.00079553-0.0012453i,-0.00021961-0.00095656i,-0.00080905-0.00057119i,-0.001474-0.00037314i,-0.00061968+0.00064209i,0.00062313+0.00081851i,0.00071264-0.00013478i,0.0002206-0.00015606i,-0.00035621+0.00012427i,-0.00030329-6.0404e-05i,0.00011096+0.00018431i,1.8598e-05+0.00016799i,0.00024549+0.00012593i,0.0006861-0.00070688i,0.00043412-0.0012786i,0.00071778-0.00099397i,0.00052656-0.00061644i,-0.00068429+0.00012452i,-0.0010126+0.00017607i,-0.00059572-9.2054e-06i,-0.00019775-4.463e-05i,-1.3568e-05+0.00032356i
0.0010338+0.00063259i,0.001572+0.00077735i,0.0017326+0.00088352i,0.0013562+0.0015914i,0.00065086+0.0018225i,2.9023e-05+0.00094797i,0.00024094-1.7997e-05i,0.00082773-0.00034833i,0.00074085-4.4857e-05i,0.00054428+0.00023107i,0.00059966+0.00079685i,0.00017736+0.00012124i,-0.00017076-0.0010172i,-0.00013953-0.0010799i,-0.00027734-0.00023433i,0.00041391+0.00041364i,0.00035529-0.00019921i,-0.00017425-0.00030486i,0.0006442+4.9636e-05i,0.0009661-0.00053403i,-9.6601e-06-0.00052259i,-0.00087464-9.001e-05i,-0.000685+4.5603e-05i
0.00046475+0.0012443i,0.00063798+0.0013058i,0.00020158+0.00070996i,-0.00014525+0.00031795i,-0.00021318+0.00062423i,0.00038999+0.0011198i,0.00023991+0.0005326i,0.00012138-0.0004898i,0.00051823+8.2399e-05i,-5.0518e-05+0.00084566i,-0.00087161+0.00064353i,-0.00017622+0.00021161i,0.00077409-0.00062531i,0.00053802-0.00088305i,-2.6104e-05+0.00015646i,-9.4518e-06+0.00097685i,-0.0002049+0.00029478i,-0.00061977-0.00038286i,-0.00098394+5.1496e-05i,-0.00079376+0.00095961i,-0.0006398+0.00077319i,-0.00025763+0.00026202i,0.00048989+0.00020668i
0.00088689+0.0011305i,0.0013661+0.00029744i,0.0016645+0.00013265i,0.0012362+0.0010092i,0.00079684+0.0008002i,0.00032243+0.00046252i,-0.00083595+6.3396e-05i,-0.00040937-1.3139e-05i,0.00086924+0.00043489i,0.0013264+0.00016669i,0.0015906+0.0003709i,0.00032058+0.00086289i,-0.00024284+0.0011666i,0.00020102+0.0012964i,-0.0002372+0.00097638i,-0.00050776+0.00065741i,-0.00072175+0.00077723i,-0.00015473+0.00067231i,0.00015824+0.00070265i,-0.00016451+0.00048204i,0.00028029+0.00022992i,0.00060247+0.00059557i,0.00028836+0.00017109i
0.0009693-0.0003256i,0.0010664+0.00034474i,0.00049983+0.0015917i,0.00060222+0.0014238i,0.00017904+0.001252i,0.00026227+0.0016461i,0.000714+0.0013871i,0.00063581+0.00090756i,0.00046954+0.00044502i,0.0004533+0.00052288i,-0.00015195+0.00057195i,8.3592e-06-1.8369e-05i,0.00087681-0.0008754i,0.0014447-0.0010594i,0.0014125-0.00015314i,0.00080549+0.00040899i,0.00055159-0.00023481i,0.0003619-0.00062134i,-0.00016759-0.00062892i,7.1017e-05-0.00044998i,0.00042444+0.00044452i,-0.00015436-6.0659e-05i,0.00013026-0.00068505i
-0.00040813+0.0015321i,0.00024069+0.0016209i,0.0001976+0.0020712i,0.00065988+0.0017338i,0.0015708+0.0010737i,0.0021483+0.00030973i,0.0016094-0.00032627i,-1.3517e-05-0.00063503i,-0.00091737-0.00086056i,-0.00057897-0.00065268i,-0.00013001-0.00026254i,-0.00015155-0.00043937i,-0.00025903-0.00035251i,-0.0005305-0.00021243i,-0.00019245-0.00011014i,0.00030782+0.00070937i,0.00051039+0.0014935i,0.00067666+0.00061972i,0.00092552+0.00015402i,0.00055559+0.00065242i,0.00071138+0.00022366i,0.001582-0.00045003i,0.0012485-0.00019474i
-0.00055306-3.3459e-05i,-0.00039997-0.00081167i,-0.00036353+0.00025723i,-0.00010743+0.0020506i,0.00081397+0.0025438i,0.0013784+0.0014283i,0.00051517-3.1363e-05i,0.00013804-0.00048392i,0.00016387-4.3264e-06i,-0.00034102+0.00029119i,-2.112e-05-0.00013972i,0.00063243-0.00041209i,0.00053074-0.0009148i,0.0004732-0.0011731i,0.00052298-0.00050036i,0.00076127+0.00016058i,0.0015226+0.00015594i,0.0013024-0.0001329i,0.00054597+6.1389e-05i,0.00031271+0.00044809i,0.00026104+0.00064489i,0.0004464+0.0010604i,0.00035671+0.0007258i
0.00069789-0.00013751i,-0.00035998-0.0004605i,-0.00028489+1.8346e-05i,0.00036619+0.00058212i,0.00086687+0.0016208i,0.000506+0.0013372i,-0.0001863+0.00076675i,-8.2261e-05+6.6621e-06i,0.00049615-0.00020922i,0.00084978-0.00050848i,0.0010448-0.00068601i,0.00042301-0.00053334i,0.00024763-0.00050072i,-0.00013073-0.0004974i,-0.00022158+4.7387e-05i,0.0006585+0.00035159i,3.1273e-05+0.00029767i,-0.00050331+0.0005768i,0.00018879+0.00033279i,0.00060388-0.00011311i,0.00067926+0.00022955i,0.00033862+0.0003599i,-4.3385e-05-0.00042614i
0.001845+0.00071162i,0.00014286-0.00034443i,-0.001564-0.0015485i,-0.00098822-0.0005427i,-5.2563e-05+0.0013752i,-9.5715e-05+0.001772i,-8.5822e-06+0.00061725i,0.00068796-0.0001696i,0.0010989-0.00038622i,0.00025855+0.00014571i,-0.00015192+0.0010701i,7.8632e-05+0.0012099i,0.00051722+0.00023926i,0.0013226-0.00015486i,0.0014487-3.4534e-05i,0.0004864+0.00031971i,-0.00029767+5.9134e-05i,-0.00080044-0.00053966i,-0.00098012-0.00039127i,-0.00031535-0.00040136i,4.7379e-05-0.00088701i,-0.00014156-0.00050788i,-0.00027604-0.00012004i
0.00091621+0.00070643i,0.0012244+0.00088063i,0.00084475+0.00068568i,-1.0739e-05+0.0010064i,0.00038646+0.0011542i,0.00099+0.00045966i,0.00028063-0.00033657i,0.00030583-0.00019581i,0.0006939+0.00014209i,0.0008144+0.00024445i,0.00032715+8.7182e-05i,-0.00015711+9.6721e-05i,0.00034552+0.00011237i,0.0005105-0.00028873i,0.000594-0.00056194i,0.00056692-0.00021415i,0.0005658+0.00028088i,0.00031992+0.00019386i,0.00025965+0.00078016i,0.0007727+0.0012169i,0.0011731+0.00041744i,0.00050767-0.00027131i,-0.00010133-0.00011659i
0.00032829-0.00020025i,-0.00025093+0.00044155i,-0.00036128+0.0011108i,-9.8098e-06+0.0016784i,-0.00029402+0.0015207i,-0.0002526+0.00057534i,0.00049007+0.00077964i,0.00042405+0.0009908i,-8.7508e-05-0.00041558i,1.8459e-05-0.00097964i,-8.8453e-05-0.00019811i,-0.00049082-1.9536e-05i,-0.00036232-0.00011366i,0.00017235+0.00029366i,0.00066106+0.00031012i,0.00089812+0.00025101i,0.00066858-0.00036782i,-0.00016325-0.00049218i,-0.00096653+4.1056e-05i,1.7322e-05-0.00019528i,0.00088262-0.00066808i,0.00039162+8.1917e-06i,-5.8722e-05+0.00030651i
0.0014971-0.0010041i,0.00098632-0.0010267i,0.00075071-0.00041937i,-0.00012669+0.00048992i,-0.00022837+0.0014885i,0.00040472+0.0016796i,0.00075922+0.00078914i,0.0014005-0.00033775i,0.0010625-0.00047252i,0.00057985+2.0782e-05i,0.000563+9.0749e-05i,3.2079e-06+0.00015518i,3.8655e-05+0.00035502i,0.00038077+0.00072661i,0.00045773+8.2091e-05i,0.0007343-0.00032136i,0.00059657+0.00028296i,-0.00017436+0.00072198i,-0.00017718+0.00038694i,0.00043346+0.00036881i,0.000375+9.7003e-06i,-7.4915e-05-0.00081513i,-0.00048279-0.00037662i
0.00014369+0.00037897i,-0.00040451-0.00038638i,-0.00056053+0.00032976i,-0.00083859+0.0013814i,-0.00065658+0.001827i,-3.8773e-05+0.0015198i,0.00054948+0.00070502i,0.00090147+0.00056592i,0.0010811+0.00083535i,0.0003215+0.00063091i,-0.00034881+5.9544e-05i,0.00016349-0.00013529i,0.00029763-8.5864e-05i,0.00056752+1.5623e-05i,0.00049303-4.4175e-05i,0.00024518-0.00064967i,-0.00047703-3.4611e-05i,-0.00081419+0.00028909i,0.00015534-6.2231e-05i,0.00047245-4.6513e-05i,6.2382e-05-4.9365e-05i,-0.00065264+8.132e-05i,-0.0010488-0.00046495i
0.00063491-0.00011787i,0.00041852-0.0009403i,8.7863e-05-0.00096846i,-0.00052727-0.00086296i,-0.00010496+6.9228e-05i,0.00055051+0.0015554i,0.00034882+0.0020734i,0.00029205+0.0013628i,0.0010253+0.00022164i,0.0010274-0.00070482i,0.00041597-0.001143i,-0.00051379-0.0002561i,-0.00042176+0.00078437i,0.00013018+0.0002045i,0.00029818-0.00070021i,0.00083027-0.00065054i,0.0010561-0.00091037i,0.00069744-0.00083778i,0.00053501-0.00031641i,0.00057314+1.251e-05i,0.00049069+0.00032092i,0.00060396+0.00048212i,0.00030459+0.00083818i
0.00042311-0.0001804i,0.00054971+0.0014922i,5.4294e-05+0.0024633i,0.00018526+0.0026381i,0.00058097+0.002344i,0.0011224+0.0011245i,0.00088411-4.6812e-05i,0.00036256+6.0615e-05i,0.00025602+0.00025244i,0.00080245-9.5879e-05i,0.00028535-0.00058045i,-1.0783e-05-0.0004389i,-3.0416e-05+0.0003293i,-0.00063239+0.00012713i,-0.0008529-0.00010569i,-0.00010106-6.8587e-05i,0.00047834+5.9924e-05i,-0.00042813+0.00044221i,-0.00043789+9.6035e-05i,0.00042874-5.2757e-06i,0.00057068+3.4183e-05i,0.00020883-0.00034554i,-0.00011477-0.00023197i
0.00072565-0.00046685i,0.00099591-0.00021897i,0.00042002-0.00050011i,-0.00062343+0.00077524i,-0.0011461+0.0024059i,-0.00055263+0.0020129i,8.4395e-06+0.00064004i,-0.0001559+0.00025138i,3.9704e-05+3.5271e-05i,-0.00028543+0.00037509i,-0.00056415+0.00031603i,-0.00021899+4.7618e-05i,1.7771e-05+0.00082038i,0.00087406+0.00082705i,0.0011253+0.00059545i,0.00044559-0.00055368i,0.00059802-0.0012231i,0.00017786-0.0010627i,-0.00019097-0.00066028i,0.00046327+0.00019963i,0.00067899+0.00035233i,0.00029406-0.0001266i,0.00068858-3.9333e-05i
-0.0006689-0.00025165i,-0.00097135+3.4598e-05i,-0.0010074+0.00092314i,-0.00030028+0.0016222i,0.00024714+0.002163i,0.00044036+0.0016512i,0.00079412+0.0010837i,0.00048727+0.00096054i,-0.00026286+0.00044762i,-5.2439e-05+0.00061041i,-0.0010511+0.00039899i,-0.001078+0.00015033i,-0.0001685+0.00047621i,-0.00026538-0.00017185i,0.00050759-0.00068906i,0.0016298-0.00061576i,0.0011735+0.00041786i,-8.9737e-05+0.00059828i,-0.00066298-2.1017e-05i,-0.00051163-0.00034452i,0.0006163+0.00013157i,0.00093539+0.00098828i,0.00075115+0.00068956i
0.00072204-0.001118i,0.0014205-0.0011636i,0.0015168+1.2353e-05i,-0.00021924+0.00077795i,-0.0014294+0.0010276i,-0.0010414+0.0011649i,0.00012439+0.0011013i,0.00067339+0.0012143i,0.0010762+0.001107i,0.00088759-7.9092e-05i,0.00063811-0.00048341i,0.00063656+6.052e-05i,0.00022506+0.00053542i,0.00060542+0.00086643i,0.0011466+0.00094402i,0.00072841+0.00036767i,0.00019526-0.00032751i,-0.00027156-0.00030706i,-0.00047274-0.00015506i,0.0001876-0.00028602i,0.0011855-0.00041037i,0.00082685-0.00042491i,0.00049634-0.00022489i
-0.0010178-0.0013401i,-0.00076518+0.00052315i,-0.0017592+0.0011169i,-0.0019276+0.0015806i,-0.00075784+0.0023099i,2.5212e-05+0.0025095i,0.00049762+0.0013344i,0.00084362-0.00014753i,0.00029727+0.00027444i,0.00011008+0.0010907i,0.0004647+0.00080953i,0.00067978+0.00063895i,0.00057965+0.0013468i,0.00022475+0.0010154i,-0.0005694+0.00026168i,-0.00044885-0.00013356i,-0.00062342+5.7161e-05i,-0.0010963+9.0509e-05i,-0.00040398+0.00022043i,0.00063118+0.00073313i,0.00030193+0.00066554i,-0.0012511-0.00035098i,-0.0008461-0.00078048i
0.0018805-0.0011492i,0.0012024-0.0022231i,0.00045035-0.0015109i,-0.00032899-0.00010419i,-0.00052823+0.00028521i,-0.00028614+0.00023884i,0.00054112+0.0003131i,0.0010821-0.00027426i,0.0010005-0.00073115i,0.00085877-0.00084513i,0.00072333-0.0010282i,0.00034003-0.0010552i,0.00079195-0.00055922i,0.0011067-0.00053963i,0.00092134-0.00039502i,0.0010247-3.8411e-05i,0.00021107-0.00042252i,-0.0002959-0.00033523i,-0.00033303+0.00035112i,-0.00010782+0.00025685i,0.00021382+7.0696e-05i,0.00036564-0.00037874i,1.6832e-05-0.00055843i
0.0014976+0.0013969i,0.00065337+0.0013619i,0.00047988+0.00072154i,0.0012398+0.00096514i,0.00058026+0.0017812i,0.00027371+0.001291i,0.00070309+0.00080213i,0.00085643-0.00021992i,0.00078689-0.00097307i,0.00074214-0.0012547i,0.00093704-0.0010759i,0.00050881-0.00056608i,-0.0001469+8.0668e-05i,-0.00018319+0.00075511i,-0.00018833+0.0010734i,9.2666e-05+0.00086667i,0.00054852+0.00043016i,0.00037364+0.00042569i,-0.00058752+0.0011615i,-0.00077572+0.0014393i,-1.3329e-05+0.00031978i,-0.00025198-0.00045037i,-0.00078692-0.00036493i
0.00061303+0.0015342i,0.0013209+0.0010677i,0.0014182+0.00043466i,0.00086619+2.502e-05i,0.0006599-4.3162e-05i,0.00014149-0.00035783i,-0.00032553-0.00071518i,-0.0003963-0.00080632i,-0.00052827+2.0631e-05i,-0.00026004+0.0010881i,-6.5855e-05+0.00093189i,-0.00024986+0.00061569i,-0.00069928+0.0004448i,-0.00035378+0.00014815i,0.00031702+0.00054165i,0.00058307+0.00053724i,0.00045041+0.00036264i,-0.0001362+0.00010672i,-0.00023344+5.6427e-05i,-8.2901e-05+0.00037084i,0.00035954+0.00030714i,0.0007712+6.4238e-05i,0.00014154+0.00054931i
-0.00092168+0.0010381i,-0.00052337+0.0012132i,-0.0008255+0.00083056i,-0.00056783+0.00053864i,0.00037349+0.00097329i,0.00026112+0.0010717i,-0.00022462+0.00097085i,-0.00045327+0.00069886i,0.00087732-2.3673e-05i,0.0017425-0.00014794i,0.00089169+0.00038858i,2.4792e-05-5.2429e-05i,0.00010142-0.00040765i,1.4752e-05-0.00052147i,0.00030007-0.0010331i,0.00065207-0.00099187i,0.00019448-0.0006977i,-0.0004707-0.00047501i,-0.00080895-0.00048215i,-0.00097841-0.00024046i,-0.00037654-0.00011795i,-0.00045502+0.00022714i,-0.00039349+3.3259e-05i
0.00056646-0.0018738i,0.00043915-0.0027708i,0.00075538-0.0024762i,-0.00028916-0.0012155i,-0.0005608+8.6165e-05i,-9.2598e-05+0.00078959i,0.00017059+0.00041845i,0.00085651-0.00060338i,0.00093876-0.00090483i,0.00040051-0.00067041i,-0.00038336-8.4638e-05i,9.849e-05+0.00021909i,0.00076797+0.00028708i,0.00052405+0.0010204i,0.00023134+0.00098437i,0.00054894+0.0005018i,0.00051932+0.00068689i,2.6824e-05+8.3322e-05i,-5.1522e-05+0.00016672i,0.00063583+0.0001453i,0.00086725-0.00023625i,0.00047455-0.00037494i,0.00012187-0.00038894i
0.00048579-0.00018799i,0.00070944-0.00070383i,-0.0010781+0.00038695i,-0.002239+0.0019472i,-0.0014659+0.0027739i,-0.0001092+0.0027192i,0.00094697+0.0019275i,0.0011589+0.0011424i,0.00066735+7.087e-05i,0.0003228-0.00021341i,9.9485e-05+0.00057549i,0.00011135+0.00055967i,0.00081358+0.00076057i,0.00062447+0.0009352i,0.00057501+0.0002918i,0.00015623+0.00017934i,-0.00068952+0.00030727i,-0.00092269+0.00024572i,6.2983e-05+2.2902e-05i,0.00057669+0.00022281i,-2.3691e-05+0.00027566i,-0.00021661+0.00027618i,0.00068439-0.00017899i
0.00075688-0.00023185i,0.00094108-0.00026483i,0.00069016+0.00067495i,-0.00079002+0.0016076i,-0.0015188+0.0018954i,-0.001571+0.0010907i,-0.0011245-0.00011826i,-0.00045966-0.00071376i,-7.6727e-05-0.00070083i,-6.8797e-05-6.7646e-05i,-0.00015081+0.00036652i,0.00028759+0.0002657i,0.00042648-0.00014538i,0.00032793-0.00049458i,0.00085977-0.00044102i,0.00039475-8.861e-05i,-0.00046057-0.00040657i,-0.00034514-0.00030315i,0.00052623+1.0662e-06i,0.00081937-3.6754e-05i,0.00020642-0.00030451i,-0.00036857-0.00023301i,0.00010382-0.00011523i
0.0012812+0.00060176i,0.0002406+0.0002975i,-0.0004918-0.00012079i,-0.0011913+0.00080093i,-0.0015227+0.0020869i,-0.0012507+0.0016494i,-0.00053727+0.001171i,7.4009e-05+0.001446i,0.00018804+0.00054121i,0.00054374-0.00011494i,0.00079555-4.1287e-05i,0.00041033-7.6153e-06i,0.00022837+0.0003593i,0.000793+0.00067889i,0.00078706+0.00048674i,0.00044117-0.00015168i,3.3218e-07-0.00027884i,-0.00032639-4.7467e-05i,-0.00051472-0.00021922i,-6.4988e-05-0.00020374i,0.00013905-6.301e-05i,8.7541e-05+0.00028076i,-0.0001307+0.00026949i
0.0019752+0.00020306i,0.0012411-0.00053476i,-0.00040448-0.00039397i,-0.0014095+9.8301e-05i,-0.0012795+0.00049376i,-0.0013473+0.00083612i,-0.00050475+0.0005194i,0.00031688-0.00039978i,0.00018102-0.00078291i,9.4637e-05+0.00014669i,0.00043053+0.0010725i,0.00017876+0.001176i,-0.00036579+0.0010803i,4.3606e-05+0.00096438i,-1.2233e-05+0.00068125i,8.4156e-05+0.0002555i,-0.00039259-0.00036701i,-0.0011822+2.4836e-05i,-0.00018291+0.00070162i,0.00021679+0.00041735i,-0.00039889-0.00016879i,-0.00047892+0.00034573i,-2.317e-05+0.00056685i
