0.001298-0.00079607i,0.00039457-0.0016245i,-0.0003421-0.0023434i,-0.00060507-0.0012985i,-0.00070856+0.00055332i,-0.0016352+0.0010566i,-0.0021815+0.0010579i,-0.0006945+0.0015181i,0.0010747+0.0012507i,0.00139-0.00017382i,0.00080211-0.0009866i,-0.00079675-0.00088583i,-0.0011194-0.0012417i,-3.282e-05-0.0010273i,0.0004342-0.00068101i,0.00047877-0.00053555i,0.00039598+4.1342e-05i,-0.00011367-0.00038521i,0.000257-0.0011743i,4.8854e-05-0.00091597i,-0.00045935-0.0005839i,-0.00012376-0.00067991i,-0.00033478-0.00042964i
-0.0024105+0.00085835i,-0.0023524+0.0011059i,-0.0017963+0.0025219i,-0.001268+0.0023739i,-0.00060876+0.00071616i,-0.00065895-0.00091703i,-0.00071584-0.0014952i,-0.00098753+7.5564e-05i,-0.00078819+0.0010524i,0.00046854+0.00015719i,0.0010273-0.00031726i,0.00051995-0.00057393i,0.00077812-0.00045623i,0.00056741+0.00013332i,-0.00052868+0.00031451i,-0.00079704+0.00047752i,-0.00046378-0.00029651i,-0.0001934-0.0010552i,-0.00010967-0.0012542i,-0.00025229-0.00063755i,-0.00034419-3.7179e-05i,-0.00014545+5.8848e-05i,7.7964e-05+5.4424e-05i
0.0026056+0.001273i,0.0032968+6.2114e-05i,0.003185+0.0005277i,0.0026667+0.00089718i,0.0021825+0.00023382i,0.0011388-0.00017512i,0.00013095-0.00053568i,-0.00038273-0.00051036i,-0.00056837-8.7417e-06i,-0.00027413-0.00020576i,-0.00012622+9.5969e-05i,9.0686e-05-0.00049068i,0.00077043-0.0010524i,0.00057568-0.0002169i,-0.00039397+8.8388e-05i,-0.00028644+0.0003334i,0.00029238+0.00048351i,0.00035725+2.1335e-05i,0.00033993-0.00057395i,0.00010284-0.00075389i,0.00041591-0.00071508i,-0.00012576-0.00031451i,-0.0012045-0.0004222i
-0.00039024-0.00029707i,2.315e-05-0.00033524i,0.00010584+0.00040368i,0.00020714+3.4824e-05i,0.00082085-0.00076119i,0.0016186-0.00055093i,0.001352+0.0006789i,0.00086262+0.00085189i,0.00098729+0.00019234i,0.0005831-0.00024299i,-0.00022342-1.8079e-05i,-0.00060885+0.00040395i,-0.00027486+0.0001421i,-0.00040674-0.00026304i,-0.00044955+0.00072999i,7.3022e-05+0.001016i,0.00034019+0.00065561i,0.00069452+0.00099225i,0.00074986+0.00083891i,0.00011049+0.00027642i,-0.00014437-6.0653e-05i,-0.00018253+0.0002476i,0.00028099+0.00053905i
-0.0012216+0.00066629i,-0.0014668-0.00014261i,-0.0022955-0.00019948i,-0.0010094+0.00056571i,0.001263+0.00024254i,0.0019333-0.00085051i,0.0012138-0.0010384i,0.00099309-2.6748e-05i,0.0007843+0.0013851i,1.1572e-05+0.001356i,-0.00017562+0.00081594i,5.48e-05+0.0011918i,0.00024307+0.0011853i,0.00060101+0.00051445i,0.001457+0.00011069i,0.0018219+0.00016597i,0.0010084+9.0008e-05i,0.00038392-7.1777e-05i,2.4768e-05-0.00013919i,0.0003883-9.5614e-05i,0.00044697+0.00063388i,-2.6429e-05+0.00046163i,-0.00076729-0.00028548i
0.00076595+0.0012264i,-0.00074318+0.001619i,-0.00072792+0.0012233i,-5.0124e-05+0.00068707i,-0.00045467-5.1057e-05i,-0.00054129-0.00042261i,-0.00023715+0.00010381i,0.00074688+0.0010133i,0.0010541+0.0011374i,0.00048773+0.00049427i,0.00039279-0.00046328i,0.00039777-0.00045133i,0.00039603+0.00054759i,0.000501+0.00099244i,0.00070034+0.00068785i,0.00058934+0.00043818i,0.0003154+0.00011574i,0.0002328-0.00034896i,0.00020048-0.00071939i,0.0001235-0.00058942i,-0.0002478-0.00089534i,-0.00012215-0.00050984i,0.00050054+8.1413e-05i
0.00080554+0.00012442i,0.0003767+0.00064078i,0.00088607+0.0013438i,0.0011601+0.001649i,0.0015525+0.0019834i,0.0012108+0.00198i,0.00034757+0.0010063i,0.00037846+0.00036803i,0.00018495+0.00046773i,-3.7061e-05-0.00027285i,-0.00052631-0.00025105i,-0.00088375+0.0003833i,7.8875e-05-3.8807e-05i,0.0011138+8.5036e-06i,0.0014098+9.9543e-05i,0.0012091+6.1423e-05i,0.00086813-0.00046122i,0.00076419-0.0005559i,-2.3397e-05-0.00055993i,-0.00092748-0.00067231i,-0.00073071-0.00042966i,-0.00059797-0.00048719i,-0.00051545-0.00061177i
-0.0017748+0.0021799i,-0.0011809+0.0029758i,-0.00031232+0.0033723i,0.00090097+0.0014248i,0.0024098-0.00080819i,0.002558-0.0012673i,0.00063016-0.00054164i,-0.00070866+0.00064854i,-0.00054346+0.00090104i,-0.000367+0.00021014i,0.00018783-0.00068298i,0.00036418-0.00055046i,0.00050622+0.00010134i,0.00042086+0.00032366i,-0.00046449+2.6158e-05i,-0.00027225+0.00017229i,0.0009368+0.00042968i,0.0013646+0.00065992i,0.00096281+0.00034966i,0.0007725-4.8387e-05i,0.00043029+7.1481e-05i,0.00065686-2.4797e-05i,0.0013857+0.00011885i
-0.0013975-0.00067619i,-0.0019691-0.00073271i,-0.0032331-5.2526e-05i,-0.0021808-0.00077455i,0.00030415-0.00062992i,0.00082951-0.00065823i,6.773e-05-0.00095772i,-0.00041498-0.00020543i,-0.00079382+0.00018181i,-0.00079756+0.00079624i,-0.00033068+0.00082043i,8.7541e-05+0.00020322i,-0.00012971-0.00040879i,-9.6628e-05-6.766e-05i,0.00054754+0.00045097i,0.00084017+0.00026696i,0.00076269+0.00040995i,0.00036964+0.00051187i,-0.00028576-8.3321e-06i,-0.00014174-0.00024919i,0.00051593+0.00043861i,0.0007327+0.00077228i,-0.00035244+0.00068046i
-0.00048767-0.00025599i,-0.00019003-0.0010234i,0.00018729-0.00037171i,-0.00021267+0.00092522i,-0.00027117+0.0010292i,0.00024473-0.00013834i,0.00033619-0.00016349i,-0.00041894+0.00023245i,-0.00092679-0.00033552i,-8.538e-05-0.00048101i,0.00038022-0.00038579i,-0.00012957-0.00013219i,-0.00022651-0.00020623i,-0.00039495-0.0004951i,-9.1011e-05-0.00068314i,0.00033702-0.0002945i,0.00044728-0.00039306i,0.00053652-0.00079213i,0.00012916-0.00096894i,-0.00039419-0.00090358i,-0.0005987-8.1736e-05i,-0.00019796+0.000948i,1.1038e-05+0.00084566i
0.00027984-0.00099506i,-0.00062134-0.001846i,-0.0014815-0.0031031i,-0.00080805-0.0022764i,3.8377e-06+4.1124e-05i,-0.00029057+0.0010028i,-0.00083423+0.00064875i,-0.00061531+0.00093464i,-0.00021107+0.00077261i,-0.00043856-0.00038381i,0.00024928-0.00067535i,0.0003002-0.00060088i,-0.00031763-0.00062775i,-0.00031443-0.00038214i,0.0001516+5.0981e-07i,0.00019407+0.00034471i,8.7391e-05-0.0009697i,0.0010934-0.0018129i,0.00096866-0.0011761i,0.00024539-0.00083834i,-3.9432e-05-0.00044447i,-0.00020058+0.00024451i,-0.00039344+0.00026153i
-0.00037391-0.0047139i,-7.2054e-05-0.0042775i,0.00020739-0.0027856i,-9.6604e-05-0.00067219i,-0.00039769+0.001161i,0.00049426+0.00067262i,0.00054692-0.0001652i,-0.00028177+0.00061417i,-0.00022357+0.00048555i,0.00023337-0.00042394i,0.00021705-0.0010501i,6.9194e-05-0.00068388i,0.00039067+0.00014398i,9.5628e-05+0.00061547i,-8.8002e-07+0.00055293i,0.00069867+0.00055398i,0.0006848-0.00048996i,0.00035366-0.00086477i,0.00071074-0.00052882i,0.0007113-3.1188e-05i,-1.8001e-05+9.0729e-05i,-0.00043907+0.00030905i,-0.00073575+0.00014004i
0.0023486+0.00066612i,0.0019242-0.00033952i,0.0016881-0.00043334i,0.0011162-0.0010571i,0.0010531-0.0015307i,0.0016687-0.00091873i,0.0012138-0.00021624i,0.00055211+0.00045141i,0.0006779+0.00064768i,0.00078566+1.1326e-05i,0.00035189-0.00042189i,-0.00016605-0.00042562i,3.1364e-05-0.00017912i,3.9027e-05+0.00043541i,-0.00021549+0.00066489i,-0.00014224+3.2318e-05i,0.00069776-0.00046185i,0.001206-0.00050855i,0.0013989-0.00056515i,0.0011694-0.00018135i,0.0007035+0.00028885i,0.00067765-0.00013375i,0.00046739-0.00069162i
-0.00078018-0.0012157i,0.00041499-0.0011937i,0.00057953-0.00067351i,8.5561e-05+0.00029845i,0.00071225+0.00056381i,0.0016212+0.00036189i,0.0011704-0.00032107i,0.00090379+0.00016052i,0.00075733-5.0566e-05i,0.00040975-0.0004897i,1.9565e-05+7.242e-05i,-0.0010239+0.00025248i,-0.0013837+0.00017861i,-0.001063+0.00029302i,-0.00095874+0.00029564i,-0.00081096+0.00066997i,-0.00071898+0.0008814i,-0.00045739-0.00056183i,-0.00059366-0.0019977i,-0.00016821-0.0016681i,0.00065295-0.001544i,0.00047159-0.001082i,2.1466e-06-0.00015009i
0.0018704-0.0012884i,0.0015806-0.00049687i,0.00066211-0.00066668i,-0.0003528-0.0013956i,-6.0751e-05-0.0013252i,0.0005354-0.00044595i,0.00016425-0.00016347i,-0.00033917+0.00025011i,-8.9538e-05+0.00066287i,-2.6913e-05-0.00011945i,-0.00041173-0.00099926i,-0.00065096-0.0014616i,-0.00040133-0.00127i,-0.00035002-9.5257e-05i,-0.0006232+0.00017795i,-0.00081049-0.00048033i,-0.00065717-0.00016162i,0.00026969+0.00020855i,0.00054443-0.0003901i,-2.9289e-05-0.00019609i,-0.00020819-5.091e-05i,-0.00017544-0.00028611i,0.00013843-0.00027863i
0.0019175+0.0012461i,0.002215+0.00090928i,0.0022293+0.00067343i,0.0024605-6.8133e-05i,0.002544-0.0001807i,0.0019235-0.00063121i,0.0011394-0.00018567i,0.00039005+0.0014515i,-4.3662e-05+0.0012558i,0.00080095+9.1721e-05i,0.0013704-0.00038296i,0.00081155-0.00038152i,0.00060075+0.00011035i,0.00091515+0.0006886i,0.0017176+1.8534e-05i,0.0021998-0.00099602i,0.0015183-0.0014168i,0.00059355-0.00077219i,-0.00087294+0.0001518i,-0.0014599+0.00024183i,-0.00036916+0.00038202i,0.00039319+0.00050533i,0.00047659+1.333e-05i
-0.0023103+0.0011315i,-0.00099683+0.0017194i,-0.00093856+0.0026606i,-0.0011692+0.0021325i,-0.00059103+0.00064927i,0.00013465-0.00067999i,0.0004689-0.00036132i,-0.00016907+0.00078196i,-0.00048806+0.0011928i,-0.00015218+0.00027545i,-0.00029651-0.00051593i,-0.00026294+5.6346e-05i,0.00023858+0.00043489i,1.0769e-05+0.00029185i,-0.00064876+0.00017212i,-0.00095369+0.00011612i,-0.0011708-6.2614e-05i,-0.00091288-7.7056e-05i,-5.9313e-06-0.00029187i,0.00045222+8.2562e-05i,0.00022636+0.00037252i,-0.00034249-4.0334e-05i,-0.0003358-2.9073e-05i
0.0020736-0.0012614i,0.0024747-0.0024502i,0.002322-0.0032684i,0.0022235-0.0014559i,0.0029144+0.00014571i,0.0022365+0.00022143i,0.0010368+0.00017478i,0.00088582+0.00036203i,0.00037972-0.00012689i,-0.00079777-0.00023722i,-0.0011595-0.00030193i,-0.00089444-0.0012237i,-0.00023231-0.001273i,0.00024014-0.00067727i,0.00017889-0.00040236i,-0.00037673+0.00021344i,-0.00044252+0.00062807i,0.0011849-6.8376e-05i,0.0019449+3.3362e-05i,0.0010095+0.00071008i,0.00020521+0.00022904i,0.00027102-0.00022936i,0.00074835+0.00031891i
-0.00011272+0.00033202i,0.00016076+0.00099621i,-0.00046557+0.0011502i,-0.00068358+0.00036808i,-0.00017729-0.00017851i,-0.00011359-0.00029742i,-9.0493e-05-0.0004746i,0.00043278+0.00037045i,0.00072068+0.0013633i,-4.8396e-05+0.00053549i,-0.00034305-0.0006081i,-0.00017857-0.00044849i,-0.00072488-0.00029751i,-0.00026112-0.00054034i,7.3363e-06-0.00044778i,-0.0001653-0.00011446i,-0.00073548-0.0004107i,-0.00096604-0.00076659i,-0.0010271-0.00064412i,-0.00050416-0.0010794i,-0.0004005-0.0016521i,-0.00020486-0.0012778i,-0.00019721-0.00056443i
0.00028091+0.0047639i,0.00045256+0.004748i,0.00037653+0.004003i,0.001284+0.003604i,0.0013307+0.0027655i,0.00085891+0.0012851i,0.00026725+5.5374e-06i,0.0002602-7.8208e-05i,0.0011708+0.00080866i,0.00080115+0.00063365i,-8.0151e-05-0.00039041i,0.00030748-0.00044461i,0.00055471-0.00034124i,0.00072095-0.00075904i,0.00045825-0.00043975i,-0.00014729-0.00014581i,-0.00039041-0.00044862i,-0.00059489+2.3596e-05i,-0.0010293-3.5288e-05i,-0.0006419-0.00062908i,0.00032083-0.00072569i,0.0003479-0.00049704i,-0.00027489-0.00019563i
-0.0021776+0.002477i,-0.002465+0.0025205i,-0.0019203+0.0032229i,-0.00075839+0.0026621i,0.00088217+0.0014776i,0.0021211+1.505e-05i,0.0017126-0.00060519i,0.00037259-0.0003219i,5.3948e-05-0.00039937i,0.00012488+0.0003093i,0.00086315+0.00069662i,0.0017739+0.00059453i,0.0015339+0.00030268i,0.0016332-0.00014637i,0.0014825-4.4849e-05i,0.00082115-0.00017977i,0.00068245-0.00013774i,0.00084172+0.00042618i,4.963e-05+0.00049748i,-0.00042906+0.00031413i,-0.00019401+0.00030643i,-0.00063488+0.00010846i,-0.00067733-0.00023337i
-0.0010761-0.0010974i,-5.8583e-05-0.0021082i,-0.00029288-0.00084594i,0.00035999-0.00018223i,0.0019296-0.00047407i,0.0015691+0.00015469i,-0.00024165+7.3918e-05i,-0.00058443-0.00061571i,0.00025953-0.00058541i,0.00045018-0.00027961i,-8.6072e-05-0.00040805i,-0.00014283-0.00041914i,0.00052147+0.00078365i,0.00048895+0.0010329i,0.00029068-0.00010704i,0.00054123-0.00057042i,0.00071625-0.00020559i,0.0001221-0.00014318i,-0.00018559-0.00039947i,-0.00025436-0.00052075i,-0.00017699-0.00048732i,-0.0001186-0.00012693i,0.00038085+4.6496e-06i
-0.00018408+0.0016761i,0.00031735+0.002469i,0.001712+0.0023285i,0.0020354+0.0011895i,0.0013537+0.00069042i,0.00089681+0.00041547i,0.000991-0.00039336i,0.00088729-0.00054505i,0.00023052-0.00026171i,-4.5523e-05-0.00026953i,-0.00012129+0.00024736i,0.00021345+0.00047969i,0.00059477-0.00036657i,0.00069968-0.00059941i,0.0010601-0.00023019i,0.0013843+0.00020517i,0.0010322+0.0005318i,0.00031757+0.00065478i,-0.00019117+0.00072573i,-8.6714e-05+0.0011319i,0.00057613+0.00098198i,0.00077452+0.00059238i,0.00027315+0.00065233i
0.00063175-0.00043708i,0.00034679+0.00014554i,-0.00024351-0.00064133i,-0.0008993+7.1223e-05i,-0.00033824+0.00084861i,0.00077412-0.00023323i,0.0013846-0.0003081i,0.0012097+0.00078317i,0.00035954+0.00025703i,-0.00046846-7.8937e-06i,-0.00071741-0.00060478i,-0.00041387-0.00095346i,-0.00031036-7.1772e-05i,9.6115e-05+0.00044458i,0.00048225+0.00014655i,0.00039892+5.0882e-05i,0.00015619+0.00036092i,-0.00069061+0.00015851i,-0.0016332-0.00015046i,-0.0014023-0.00014121i,5.6235e-05-0.00015494i,0.00040108-0.00037801i,-0.00011385-0.00014434i
0.00030553+0.0032188i,0.00082332+0.0036079i,0.0019189+0.0043469i,0.0023662+0.0037275i,0.0023816+0.0019268i,0.0020518+0.00027323i,0.0015477+6.4888e-05i,0.0010857+0.00044007i,0.00037727+0.00059457i,-0.00022645+0.00092342i,-0.00048933+0.00082655i,-0.00018253+0.00055978i,0.0001699+0.0012951i,0.00012461+0.0015881i,0.00060041+0.00079083i,0.00070508+0.00025749i,-0.00035417+4.4848e-05i,-0.00018523-2.982e-05i,0.00056603+0.00025463i,0.00079935+0.00011891i,0.00074425+0.00014286i,0.0004572+0.00069496i,-5.3799e-05+0.00091325i
-0.00096317+0.002694i,-0.0014792+0.0038487i,-0.0013997+0.0031757i,0.00013495+0.0014791i,0.0011622+4.3075e-05i,0.0012626-0.0015581i,0.00052157-0.001717i,-0.00044126-0.00091972i,-0.00024879-0.00037583i,-0.00012233-0.00026933i,-6.5112e-05+3.1881e-05i,0.00067742+0.00028908i,0.00096781+0.00019761i,0.0014154+0.00012707i,0.0011959+0.00030038i,0.00029332+0.00058151i,0.00091363+0.001383i,0.0017192+0.0010962i,0.0013634+0.00026802i,0.0012991-2.9314e-05i,0.00068674-6.2874e-05i,-4.731e-05+0.00018095i,9.8966e-05+0.0003732i
-0.0024728+0.00043154i,-0.00195-0.00035857i,-0.0007487-0.00035729i,0.00010195+2.6779e-05i,0.00068826+5.0822e-06i,0.0010385+0.00015202i,0.00053102+0.00052667i,0.00021524+0.00065372i,0.00016534+0.0002446i,-2.5962e-05-0.00025085i,-0.00020089-5.7832e-05i,-0.00044856+0.00029065i,-8.35e-05-0.00019622i,0.00058366-0.00034802i,0.00073558+0.00013025i,6.2496e-05+0.00017162i,-0.00020847-0.00011803i,-0.00041446-5.7874e-05i,-0.0012959-0.00034686i,-0.0006969-0.00092046i,-9.3801e-05-0.00057206i,-0.00055277-0.00022015i,-0.00071972+0.00026396i
0.0017314-0.001157i,0.0018556-0.00095028i,0.0012966-0.00067851i,0.00078819+0.00018198i,0.0010902+0.00082449i,0.00090731+0.00077259i,-0.00026039+0.00049554i,-0.001073+0.00069649i,-0.00051961+0.00057394i,-0.00010809+0.00034416i,7.5978e-05-0.00016928i,-0.00056729-0.00092678i,-0.00089605-0.0010593i,-0.00040101-0.00034941i,-0.00036496+0.00022022i,-0.00025942+0.00078525i,0.00017519+0.00064826i,0.00028672+0.00043279i,7.2344e-05+0.0003472i,1.9315e-05+1.7024e-05i,-0.0002379-0.0008272i,-0.00032733-0.0012187i,-0.00033394-0.00034577i
0.00055082+0.0012818i,0.00097458+0.00021272i,0.0010053+0.00083228i,0.0011823+0.00094507i,0.0023946-0.00028126i,0.0022697-0.00011681i,0.00046122+0.00039284i,-0.00042442+0.00077642i,-0.00011744+0.00084426i,0.00012674+0.00022588i,0.00043318+0.00037721i,0.0006743+0.00043748i,0.00027563+0.00033938i,-0.00013082+0.00020775i,0.00040142-0.00031369i,0.0014117-0.00035999i,0.0010674+7.3599e-05i,0.00033051-0.00031928i,0.00040604-0.0011841i,7.3278e-05-0.00066705i,-0.0001062+9.6773e-05i,-3.2782e-05-0.00012372i,-0.00011655-0.00035428i
-0.0012636-0.0010691i,-0.003389-0.00048756i,-0.0025975-0.00054812i,-0.00039494+0.00073351i,0.00091548+0.0012891i,0.0013478-1.9508e-05i,0.0011613-0.0011169i,0.00020912-0.00092798i,1.3743e-05+8.477e-05i,0.00027173+0.00069143i,-0.00052581+0.00088828i,-0.00096018+0.0011482i,-0.00040466+0.00103i,0.00016595+0.00040969i,0.00013669-0.00035321i,0.00013905-0.0006846i,0.0008311-0.00062062i,0.00069233-0.00094737i,0.0010855-0.00032226i,0.00122-0.00011184i,0.00022131-7.9699e-05i,-7.8296e-05+6.3157e-05i,0.00019914-0.00017692i
-0.00053157-0.0033069i,-0.00052938-0.0032998i,-0.0010686-0.0020762i,-0.0012726-0.00020565i,-0.0012444+0.0017444i,-0.00092203+0.0021114i,0.00017673+0.0016439i,6.105e-05+0.0015885i,-0.00085944+0.0012803i,-0.00065612+0.00083441i,0.00023742+0.00060114i,0.00082965+0.00081726i,0.00053663+0.001487i,0.00026942+0.0013682i,0.00026708+0.00051536i,0.00061671+0.00073826i,0.0007211+0.0007389i,0.0001631-0.00026314i,0.00069441-0.00086556i,0.00067456-0.00083726i,-7.6948e-05-0.00019032i,-6.4977e-05+8.2585e-05i,-0.00014375-0.00031321i
-0.00040551+0.0030933i,-0.00028885+0.0043396i,-3.3757e-05+0.0042001i,0.0012229+0.0027535i,0.0026902+0.0013673i,0.0024998-0.00024726i,0.0016528-0.00060237i,0.0007932+0.0002417i,0.00095313+0.00013291i,0.0013614-6.7793e-05i,0.0011701+0.00049986i,0.0014505+0.00022688i,0.0011855-0.00045245i,0.00046659+0.00062783i,0.00047392+0.0002901i,0.0006492-0.00022142i,0.00055143-0.00047812i,7.8406e-05-0.0011109i,-0.00067489-0.00063659i,-0.00032564-0.00032864i,0.00056716-0.00034169i,0.00077171-0.00020071i,0.00048464+0.00018734i
-0.0012015+0.00015285i,-0.0021955-0.00024337i,-0.0024577-0.00048689i,-0.0012455-0.00063969i,-0.00019149-0.00056973i,0.00021338-0.0012024i,-0.00011805-0.0013188i,-0.00068285-8.5426e-05i,-0.00046721+0.0010319i,-0.00032397+0.00070878i,-0.000573-0.00034236i,-0.00051066-0.00042342i,-0.00018789-0.00027707i,-0.00017482+0.00035089i,-0.00028859+0.0010071i,-0.00061786+0.0012704i,-0.00076981+0.0012919i,-0.00060974+0.00020314i,-0.0010594-0.00034006i,-0.0012185+0.00011731i,-0.00024385+0.00039667i,0.00086798+0.0010858i,0.00078907+0.0010566i
0.0001948-0.0017434i,0.00147-0.0018563i,0.0015432-0.0017617i,0.0005327-0.0013075i,-0.00015655-0.00045516i,-0.00047735-0.00037754i,-0.00072799-0.00088257i,-0.00036317-0.00028738i,0.00035787+0.00013598i,-0.0002419-0.0002006i,-0.00035644-0.00037309i,-0.0002408+0.00030833i,-0.00051714+0.0013361i,-0.00043725+0.0016655i,-3.7995e-06+0.0010805i,-2.8828e-07+0.00073894i,0.00020627+0.00047326i,0.00028742+0.00024421i,-0.00022817+0.00010098i,-0.00041443-0.00061145i,8.9719e-05-0.00094036i,0.00022222-0.00031014i,-0.00031381-0.00011117i
0.0027522-0.0025495i,0.0024035-0.0022892i,0.001507-0.0032439i,0.00039268-0.0020002i,1.1714e-06-0.00021636i,0.00019077+0.00046265i,-0.00047596+0.00048509i,-0.00068344+1.4321e-06i,0.00020453+9.0001e-06i,-0.00056839-0.00029198i,-0.0016174-0.00036903i,-0.0011329+0.00059998i,-0.00070992+0.0007972i,-0.00054644+4.846e-05i,-0.00042955-0.00019701i,-0.00048184-4.5506e-05i,0.00012326-0.00049809i,0.00045093-0.00047752i,-0.00020302-0.00040138i,-0.00050559+0.00010342i,-0.00026801+4.8013e-05i,-1.6846e-05-0.00049347i,0.00020187-0.00094761i
-0.00020811+0.0037461i,0.00014486+0.0039714i,0.00044097+0.0036772i,0.0011651+0.0030765i,0.0017681+0.0012001i,0.0019911-0.0011529i,0.0022442-0.0015298i,0.0020851-0.0002728i,0.0016894+0.00065034i,0.0011393+0.00081486i,0.0009115+0.00022163i,0.00030317-0.00062435i,0.00043346-0.0007418i,0.0011666-0.0002504i,0.0013133+0.00011591i,0.00071804+0.00029126i,-0.00052238+0.00016856i,-0.0012894-0.00051643i,-0.00062704-0.0011209i,0.00039611-0.00088316i,0.00010417+0.00032829i,-0.00018612-0.00011031i,-3.1252e-05-0.00056406i
-0.00065933+5.1138e-05i,0.00013271+0.00027836i,5.3731e-05+0.00018376i,-3.046e-05+0.00015206i,-2.128e-05-0.00044028i,0.00012405-0.00064092i,6.7267e-05-0.0003583i,-4.9668e-05-0.00042629i,0.00020701-9.086e-05i,0.00010986+0.00017226i,-0.00013839+0.00013525i,0.00021837-8.5091e-05i,0.00052421-0.00027944i,6.7089e-05-8.9747e-05i,7.7663e-06+0.00026105i,0.00068899-0.00021144i,0.0011528-0.00071447i,0.001462-0.00068874i,0.00065253-0.00076107i,0.00021637-0.00065948i,0.00023738-7.5505e-05i,-0.0004588+0.00053848i,-0.00061275+0.00057977i
0.0012722+0.00030611i,0.00093208+0.00011419i,0.0011624+0.00041724i,0.0011433+0.0010577i,0.00080263+0.0014608i,0.00075109+0.00090554i,0.00047942-0.00056957i,2.5792e-05-0.00093004i,-0.0002102+0.00025293i,-0.00072123+0.0001969i,-0.00079722-0.0011545i,-0.00038538-0.0011256i,0.00038957-0.00063924i,0.0010643-0.00028782i,0.0011165+1.7467e-05i,0.0009254+0.00018154i,0.0010027+0.00038451i,0.0014463+0.0001486i,0.0013006-0.00023696i,0.0004751-0.00048906i,-0.00043286-0.00026288i,-0.00036777+0.00054796i,0.00012395+0.00085398i
-0.0019461+0.00042915i,-0.0033753-0.00039106i,-0.0033664-0.00040325i,-0.0019586-1.1301e-05i,0.00050931+0.00034472i,0.0014603+0.00066148i,-3.8316e-05+0.0003941i,-0.00069808+0.000254i,-5.1547e-05+0.00096936i,-5.6482e-05+0.00089035i,-0.00069176+0.00022984i,-0.00021583+0.0007038i,0.0004539+0.0017506i,-7.3108e-06+0.0017078i,-0.00041374+0.0012744i,0.00016557+0.0015349i,0.00073898+0.0013891i,0.00038589+0.00044289i,0.00014159-9.7391e-06i,0.0001551-0.00016214i,0.00071177-0.00010098i,0.0010391-8.476e-05i,0.001087-0.00011991i
1.2011e-05+0.0014904i,0.00035617-0.00035602i,-0.00015178-0.00015819i,8.8821e-06+0.0020372i,0.0011148+0.0022848i,0.0017071+0.00093766i,0.001565+0.00068729i,0.0016805+0.00099031i,0.0012263+0.0011873i,0.00075197+0.00043025i,-8.1022e-05-0.00022521i,-0.00069154-0.00023284i,-0.00045202+0.00051227i,0.00026008+0.00062514i,0.0010797-4.9962e-05i,0.001323+0.00048471i,0.0011655+0.0011749i,0.00087876-7.6775e-05i,0.00091903-0.00078099i,0.00081786-0.0011489i,0.00091325-0.0012411i,0.00084227-0.0002093i,0.00058037+0.00090516i
0.00073059+0.0030897i,0.00065589+0.0035071i,0.0013172+0.0034502i,0.0017378+0.0022074i,0.0014091+0.00082997i,0.00033264-0.00025924i,-0.00059337-0.0005973i,-0.0013314+1.5723e-05i,-0.0012569-2.3028e-05i,4.9443e-05-0.00043455i,0.0009739-0.00021718i,0.0011216-0.00040582i,0.0010383-0.00033824i,0.0011972+0.0001977i,0.00059979-0.00015356i,0.00061844-0.00011578i,0.0008449+0.00028065i,-0.00022167+0.00015199i,-0.00012029-0.00013547i,0.0001431-3.7345e-05i,-0.00082602-0.00015768i,-0.00056219-0.00028331i,0.00022753+0.00021978i
0.0022849+0.0043454i,0.0031316+0.0037131i,0.0032451+0.0027834i,0.0024852+0.0015098i,0.0024294+0.00023435i,0.0017933-0.00073634i,0.00067676-0.00070618i,0.00036246-0.00010212i,0.00021283-0.00022577i,0.00051332-0.0011403i,0.00024057-0.0010654i,-0.00031229-0.00082204i,-0.00022677-0.0010918i,0.00019668-0.00022437i,-0.00026203+3.49e-05i,-0.00033149-0.00060775i,0.00021885-0.00061117i,-0.00028887-0.00044143i,-0.00076625-0.00054182i,-0.0008244-0.00021292i,-0.00063564+0.00030182i,-0.00054453+0.00024816i,-0.00049876+5.2089e-05i
0.0029283-0.0016255i,0.002259-0.0010692i,0.0016813-0.0012542i,0.0015488-0.0015073i,0.0014813-0.0015614i,0.0012115-0.0013284i,0.00084661-0.0007831i,0.00045937-0.00048456i,0.00083248-0.00011761i,0.0005993-0.00038323i,-0.00074371-0.00070354i,-0.0014976-0.00012408i,-0.0014407+0.00028468i,-0.00062658-4.892e-05i,1.7834e-05-0.00023357i,-0.0005542+4.2805e-05i,-0.0011555+0.00016753i,-0.00087676-0.00016422i,-6.1547e-05+2.4723e-05i,0.00047279-5.7473e-05i,0.00091137-0.00025158i,0.00078827-0.0010976i,0.00030869-0.0011189i
-0.0014651+0.00023391i,-0.0024432+0.00030395i,-0.0021158+0.0010233i,-0.00096482+0.0017721i,-0.0004809+0.0015473i,-0.00017805+0.0010449i,-0.00042681+0.00033092i,-0.00034017-0.00046187i,0.00063652-0.00039472i,0.00035564+0.00027382i,2.683e-05+0.00041034i,0.00047396+0.00027079i,-4.0173e-06+0.00067487i,-0.00064171+0.0010156i,-0.00032473+0.00073225i,7.1087e-05+0.0011055i,-1.3245e-06+0.0010845i,-0.00023419+0.00012091i,-0.00031348-2.6426e-05i,-0.00032135-7.7463e-05i,0.00013229-0.00096412i,0.0010038-0.0012888i,0.0010218-0.00085315i
