-0.0043417+0.0014969i,-0.00028973-0.0003704i,-0.00077295-0.0012406i,-0.001425-0.0010467i,0.00037678-0.00076577i,0.0021199-0.0014368i,0.00147-0.00054186i,0.00014518+0.0012657i,0.00043853+0.0014216i,0.0011113+0.00068798i,0.00087752+0.00028891i,0.0014155-0.00031786i,0.0019847-0.00060748i,0.0015009-0.00044389i,0.0012443-0.00062475i,0.00072361-0.00065923i,0.00017204-0.00015897i,-0.00023433+0.00033943i,-9.747e-05+0.00038298i,-0.00024531-8.443e-06i,-0.00072431+0.00040561i,-0.00095751+0.0010068i,-0.00062509+0.00076832i
0.0020254-4.6841e-05i,0.0042679-0.0038843i,0.0031646-0.0047301i,0.0010588-0.0020088i,0.00064648-0.00052506i,-0.00012864-0.00091419i,-0.00035488-0.0007432i,5.501e-05-2.1148e-05i,0.00057239-0.00027137i,0.00065016-4.4665e-05i,0.00057026+0.00021754i,-0.00013302+0.00049939i,-0.00038017+3.1654e-05i,-0.00012548-0.00020701i,-0.00070179+0.00029865i,-0.00067652+9.8953e-05i,0.00016443-1.1359e-05i,0.00060968+0.00061463i,0.00046075+0.0011651i,0.00016734+0.00064204i,-1.3835e-05-0.0010135i,-3.5752e-06-0.0010249i,-0.00041195-1.4041e-06i
0.0020657+0.0018309i,0.0032026-0.0024924i,0.0020545-0.0054176i,-0.00044298-0.0048904i,-0.0014906-0.0042068i,-0.0019668-0.0043319i,-0.0014563-0.0027723i,0.0003572-0.00015639i,0.00092828+0.00043357i,0.00032807+4.1323e-05i,-5.192e-05+5.7922e-06i,-0.0002011-1.5439e-06i,-0.00085835+0.00049827i,-0.001162+0.00068132i,-0.00073043-0.00018834i,-0.00017428-0.00064674i,0.00030106-0.00096006i,-0.00047684-0.00084906i,-0.00144-0.00012152i,-0.000719+0.00050686i,-1.2594e-05+0.00056577i,-5.9558e-05-0.00017753i,-7.4769e-05-2.9522e-05i
0.0018906+0.00015032i,0.0036243-0.002369i,0.0029413-0.004747i,0.0012226-0.0042187i,0.00014313-0.0022991i,3.9359e-05-0.0013777i,0.00019678-0.00077981i,0.00050378-0.00036992i,0.0013653-0.00012644i,0.0008945+0.00013516i,7.9174e-07+0.00022257i,5.7175e-05+0.00047139i,0.00016391+0.00081834i,0.00040269+0.00096403i,0.00062112+0.00047184i,0.00026045-0.00023208i,-0.00034467-0.00068603i,-0.00037864-0.00031824i,0.00016372+0.00030991i,-1.766e-05+0.00025761i,-0.00047728-0.00019458i,-0.00044738-0.00012812i,-0.00064327+0.00017196i
-0.0015192+0.00082523i,-0.0010941-0.0017621i,-0.00059831-0.0027675i,-0.00098803-0.00098804i,-0.0010068-0.00079696i,-0.00087494-0.0016268i,-0.00031061-0.0013415i,0.00091431-0.001049i,0.0013459-0.00072501i,0.00088281-0.0005975i,0.00010012-0.00076574i,0.00038561-0.00083485i,0.00081563-0.00061536i,0.00052323-0.00027278i,0.00020211-0.00020729i,-0.00015447-0.00073748i,0.00014476-0.0007402i,0.00021608-0.00052174i,-1.3589e-05-0.00073494i,0.0003345-0.0010546i,0.00021223-0.00061192i,7.4382e-05+0.00036547i,-0.00019058+0.00070557i
0.00058762-0.00014091i,0.0014378-0.0047618i,-0.00010419-0.0070615i,-0.00096894-0.0053804i,-0.0014232-0.0029825i,-0.0013029-0.0016613i,-1.9229e-05-0.00027239i,-5.7953e-05+0.00048184i,-0.00038329+0.00021346i,8.9671e-05-4.7748e-05i,0.00013674+0.00028014i,0.00050832+0.00050622i,0.00095885+0.00086979i,-0.00016697+0.0011876i,-0.00084422+0.00055101i,-0.00017-0.00055673i,0.00059863-0.00072678i,0.00061304-0.00083549i,0.00034402-0.00025971i,0.00019445+0.00079407i,-0.00028347+0.0010233i,-0.00065329+0.00020352i,-0.0005206-0.00035497i
0.0010095+0.00062923i,0.0027526-0.003332i,0.0022078-0.0058426i,0.0011779-0.0051719i,0.0011812-0.0036991i,0.0012128-0.0028361i,0.00082975-0.0027808i,0.00010885-0.0021513i,0.00047218-0.00036645i,0.0011861+0.00023923i,0.00097132-0.00024574i,0.00069387+7.8233e-05i,0.001253-4.2276e-05i,0.00080941-0.00037657i,-0.000295+0.00019801i,-0.00066253+0.00096816i,-0.000819+0.00080076i,-0.00083613+6.3864e-05i,-0.00022879-0.00013111i,-0.00016848-2.7341e-05i,-0.0004317-0.00017757i,0.00019087-0.00021127i,0.00031579-0.00017745i
-7.5804e-05+0.00097224i,0.0013521-0.002717i,0.0011993-0.003847i,0.0010056-0.002469i,0.0012469-0.001332i,0.0009904-0.0013375i,4.6994e-05-0.0010631i,-0.00015329-0.00024116i,-6.9774e-05+5.8919e-06i,0.00069853+0.0001775i,0.0012854+0.0003257i,0.00093154+0.00056824i,0.00045321+0.00078121i,0.00068106+0.00079981i,0.00115+0.0001576i,0.00050943-0.00026854i,-0.00025376-7.8358e-05i,0.00014575+0.00048673i,-0.00024926+0.0006659i,-0.0009789+0.00049431i,-0.00037843+0.00081902i,0.00012483+0.0010721i,0.00026268+0.00037077i
0.00052641-0.00025861i,0.0012818-0.0039456i,0.00054773-0.0054038i,-0.00022218-0.0045138i,-0.0010161-0.0037778i,-0.0015649-0.0024418i,-0.001511-0.00068309i,-0.0003573+0.00051829i,0.0009818+0.00063013i,0.0012124+5.0937e-05i,0.00066331+0.00025293i,-0.00047179+0.00056372i,-0.00061517+0.00059076i,0.00028695+0.00055963i,2.2429e-05+0.00029947i,-0.00056207-0.00019464i,-0.00092442-0.00099225i,-0.00093807-0.00053625i,-0.00046903-5.9259e-06i,0.00037474-0.000493i,0.00092677-0.00025268i,0.00041884+0.00070856i,0.00018215+0.0013531i
0.0017012-0.00035362i,0.0034645-0.0051414i,0.003414-0.0073859i,0.0027763-0.0057497i,0.0020268-0.0029021i,0.0007042-0.0013664i,-0.00039892-0.00047196i,-7.354e-05-0.00022962i,0.0012657-0.00041424i,0.0012057-0.00077242i,0.00013876-0.00057455i,-1.9133e-05+0.00076775i,-0.00016968+0.0012024i,-0.00077074+5.1731e-05i,-0.00080073-0.00033745i,-0.00090086+0.0003826i,-0.0011566+0.00025916i,-0.00038929-0.00034491i,0.00030998-5.6608e-05i,0.00046745+0.00037248i,0.0001363+0.00087945i,-0.00039301+0.00086659i,-0.0010609+0.00055895i
-0.00035673-0.0015809i,0.00038999-0.003047i,-0.00020706-0.00434i,2.8273e-05-0.0020567i,0.00076989+0.00043076i,0.00012596-0.0005653i,-0.0005467-0.0011339i,7.462e-05-0.00020846i,0.00025439+0.00041698i,0.00031856+0.00030456i,0.00039031+0.00079599i,0.00018312+0.0011102i,0.00029461+0.0011162i,0.00024336+0.00090778i,0.00078179-0.00029817i,0.00076312-0.00136i,0.000439-0.0012309i,0.00090289-0.00076713i,0.0013182-0.000426i,0.00088712-0.00031445i,-0.00022519+0.00036988i,-0.00086519+0.00094899i,-0.00057611+0.00011564i
0.00037583+0.0005693i,0.0019726-0.002793i,0.0012083-0.0045111i,0.0001227-0.0026991i,-0.00012802-0.0013047i,-0.00057198-0.0018316i,-0.00056453-0.0019965i,0.00037197-0.0010117i,0.0011049-0.00013526i,0.00093931-0.000103i,0.00033677-0.00025357i,-8.7349e-05+0.00015561i,0.00023451+0.00017928i,0.00061632+8.2249e-05i,0.00023183-0.00027744i,-0.00012446-0.00036498i,-0.00032904+0.00024849i,-0.0010749+0.00061895i,-0.001476+0.00043502i,-0.00095109+0.00026053i,-0.00065164+0.00013037i,-0.00061105-3.5919e-05i,-0.00023072+0.00021144i
-0.0018159-0.00085279i,-0.00057829-0.0041417i,-0.00081702-0.0054215i,-0.0016232-0.0026358i,-0.00091387-0.00043615i,0.00041698-0.00077271i,0.00054413-0.0011844i,0.0012486-9.8182e-05i,0.0012255+0.00060053i,0.00048111+0.00049925i,0.00076436+0.00089727i,0.00049224+0.00079339i,0.001091+0.0002372i,0.0011611+4.667e-05i,0.00045493-0.00032041i,0.00048448-0.00034318i,-0.00020167-0.00011412i,-0.00069156-0.00032392i,-0.00071965-0.00043376i,-0.00043575+6.1965e-06i,-0.00026439+2.6473e-05i,-0.00014066+4.6711e-05i,-4.9018e-05+0.00015657i
-0.0021514+0.00086307i,0.00013759-0.0024129i,0.0010287-0.0040154i,0.00078111-0.0027604i,-8.0398e-05-0.0018484i,-0.00042562-0.0021695i,-0.00045338-0.0014641i,0.00022807-0.0012294i,0.0013663-0.00093012i,0.0010943+0.00032701i,0.00049329+0.0010146i,0.00053862+0.00099287i,0.00063795+0.00021342i,0.00094628-0.00050305i,0.00087621-0.00056608i,0.00016128-0.0005909i,-0.0004521-0.001049i,-0.00039231-0.0010808i,-0.00052946-0.00082031i,-0.0006175-0.0004099i,-0.00046375-0.00017469i,-0.00061164-5.4259e-05i,-0.00072421+0.00076359i
0.0014551-0.002947i,0.0026427-0.0046236i,0.001413-0.0055863i,-0.00015925-0.0043699i,-0.00041617-0.0032207i,0.00011386-0.0019901i,7.0964e-05-0.00040382i,0.00033975+0.0007457i,0.00070462+0.00095168i,0.00045882+0.00058279i,-2.0172e-05+0.00039628i,-0.00012751+0.00076961i,0.000346+0.0013035i,-0.00031749+0.0011984i,-0.0011828+0.00051752i,-0.00092813-2.1232e-05i,-0.00045571+0.00017171i,-3.675e-05+0.00024509i,9.4202e-06+0.00057356i,-0.00027756+0.00043597i,-3.7854e-05-0.00010454i,0.00035156-5.0798e-05i,-0.00018393-0.00036357i
0.0016295+0.00046901i,0.0040268-0.0040794i,0.0035717-0.0064822i,0.0018218-0.0042952i,0.00096408-0.0021637i,-6.332e-05-0.0009501i,-0.00041583+0.00071361i,0.00036314+0.0011369i,0.00091112+1.3927e-05i,0.00055457-0.00041466i,-0.00035792+0.00012441i,-9.7406e-05+0.0012663i,0.00085515+0.0016643i,0.00081493+0.0016259i,0.00037871+0.0019466i,0.00018217+0.001352i,-0.00011833-0.00055997i,-0.00081639-0.00066478i,-0.00075436+5.9472e-05i,0.00013851+0.00057491i,0.00084273+0.00064178i,0.00082008+0.0003797i,0.00028314+0.00023831i
-0.0007613+0.00063003i,0.0012838-0.0015936i,0.0019692-0.0023401i,0.0017048-0.0017348i,0.0014984-0.0016302i,0.00019951-0.0023435i,-0.00061931-0.0017893i,-0.00021277-8.618e-05i,0.00038545+0.0003963i,0.001304+0.00014082i,0.0015566+0.00020951i,0.0012238+0.00039408i,0.001166+4.8835e-06i,0.0011118-0.001427i,0.0006054-0.0015184i,-0.00035818-0.00054391i,-0.00042023-7.4255e-05i,-0.00035938-6.087e-05i,-0.00044149+6.1095e-05i,-0.00064324+0.00010908i,-0.00066427-4.2099e-05i,-0.00059733-1.1497e-05i,-0.00090086+0.00017181i
0.0010954+0.0013345i,0.0017932-0.0019442i,0.00084216-0.0031588i,0.00019081-0.0024952i,0.00062794-0.0015765i,0.00026399-0.00053872i,-0.0002841+0.00033268i,-4.4131e-05+0.00055902i,0.00080576+2.4603e-05i,0.0014328-0.00013504i,0.0016812-6.9718e-06i,0.00063858+0.0010557i,-0.00071805+0.0013013i,-0.00093318+0.00044641i,-0.00032588-0.00034535i,0.00011966-0.0014746i,0.00069814-0.001048i,0.0008883-0.00033085i,0.0006916+0.0003281i,0.00041614+0.00085547i,-0.00060758+0.0010157i,-0.0014727+0.00064266i,-0.001564-0.00018769i
-0.00090115+0.0012133i,0.00086524-0.0022351i,0.00045163-0.0036511i,6.055e-05-0.0025945i,0.001088-0.0018852i,0.0010886-0.001865i,0.00021067-0.0012864i,0.00035524-0.00037879i,0.00067162+0.00043925i,0.000724+0.0001314i,-3.8755e-05-0.00018057i,-0.00048822+0.00089714i,-0.00038915+0.0003171i,-6.9017e-06-0.0012549i,0.00059249-0.0016239i,0.00084814-0.00045584i,0.00035076+1.5907e-05i,-0.0002936-0.00035951i,-0.0010147-0.00020541i,-0.00099799+9.5705e-05i,-0.00087979+0.00064011i,-0.0012483+0.00033342i,-0.00052056-0.0001791i
0.0001473+0.00081483i,0.0012563-0.0031194i,-0.00035857-0.005957i,-0.0014402-0.0042082i,-0.0012928-0.0021677i,-0.00080463-0.0020723i,-0.00085218-0.0010898i,-0.00084599+0.00051285i,-8.0438e-05+0.001344i,0.00027418+0.0017018i,-8.2765e-05+0.0016118i,-0.00042417+0.00089133i,8.3496e-05+0.00077138i,-0.00015832+0.0013216i,-0.00015321+0.00093308i,-4.9849e-05+0.00028423i,-0.00029795-0.0001767i,-4.2796e-05-0.00037638i,-0.00015902-0.00016016i,-0.00049626-0.00024636i,-0.00063655-0.00046372i,-0.00056654-0.00038541i,-0.00055965-0.00010868i
-0.00017335+0.0018404i,0.0022923-0.0014054i,0.0027637-0.0050016i,0.0017177-0.0041137i,0.0015617-0.0021544i,0.00088659-0.0013348i,-0.00026193-0.0007281i,-5.8153e-05+3.0656e-05i,0.00046897+3.2699e-05i,0.00056343-0.00050424i,0.00015895-0.00030358i,-0.00075652+0.0004163i,-0.00086001+0.00056955i,-0.00075794+0.0010645i,-0.0012883+0.00086491i,-0.0010168-0.00014515i,-0.00011103-0.00066675i,0.00031623-0.00096239i,8.8529e-05-0.00028175i,0.00016568-1.2732e-07i,0.00043457-0.0001446i,-0.00062143+9.8821e-05i,-0.0011176+0.0001808i
-0.0026237+0.00043275i,-7.4776e-05-0.0033555i,0.00059628-0.0044822i,0.00023087-0.003417i,0.00027525-0.0025796i,0.00081379-0.0017312i,0.0010548-0.0015805i,0.00077295-0.0010543i,-0.0001865-4.1797e-05i,-1.5227e-05+0.00012084i,0.00037833-0.00046809i,-0.00011849-0.00023206i,-0.00030055-0.00015123i,0.00015279-0.0010949i,0.00047331-0.00052372i,-0.00024892-4.4195e-06i,-0.00059215-0.00017156i,-8.3535e-05-0.00036259i,0.00010788-0.00095584i,1.169e-05-0.00052577i,0.00012243-0.00019169i,0.00033598-0.00016514i,-0.00066846-0.0001225i
-0.00015029+0.0022791i,0.0023317-0.0018341i,0.0037683-0.0044389i,0.0032102-0.0034033i,0.0019198-0.0015806i,0.00074369-0.0012553i,0.0003703-0.00091286i,0.00017753-0.0006697i,0.00013428-0.0013426i,0.00046489-0.0012737i,0.0011052-0.00018i,0.00057762+0.00063176i,-0.00031957+0.00085062i,-0.00045957-0.00026095i,-6.3608e-05-0.00071677i,0.0002628-0.00090106i,-0.00024303-0.0010291i,-0.00091712-0.00039583i,-0.00086538+0.00018273i,-0.0006472+0.00018583i,9.9533e-05+2.1603e-05i,0.00037399+0.00013136i,3.7993e-06+0.00026043i
0.00097372+0.00073484i,0.0021955-0.0027713i,0.0017976-0.0045239i,0.00020639-0.0030762i,-0.00023908-0.0022538i,-0.00033308-0.0020973i,-0.00036957-0.001198i,-0.00024451-0.00032573i,0.0001802-0.00011429i,0.00078391-0.00056776i,0.00039548-0.0005026i,0.00032275+0.00029967i,0.0002648+0.0013252i,-0.00072345+0.0011455i,-0.00084664+8.7839e-05i,0.00053038-0.00071354i,0.00091043-0.00082474i,0.00023683-0.00087168i,0.00013816-0.00053628i,-0.00015248+0.00031339i,-0.00059359+0.00011364i,-0.00060273-0.00041758i,-0.0003303-0.00011448i
-0.0014335+0.0025023i,0.0013865-7.2216e-07i,0.0018441-0.001525i,0.001033-0.00096708i,0.0013461-0.00086938i,0.00091645-0.0017372i,-0.00032305-0.0020101i,-0.0002236-0.0007679i,0.00033105+0.00015229i,0.00072211+0.00017758i,0.00043707+7.6346e-05i,0.00064271+0.00015941i,0.001222+0.00066271i,0.0003402+0.00023218i,-0.00042366-0.00068582i,-0.00037296-0.00094153i,-9.6356e-06-0.0007675i,-0.00038719-0.0010333i,-0.00085989-0.00099344i,-0.00053713-0.00018261i,-0.0005047+0.00062081i,-0.00060125+0.00044812i,-0.00026758+0.00022564i
-0.00033742+0.0027064i,0.0010451+0.0011885i,0.0019118+0.00059245i,0.0014689-8.9299e-05i,0.00080599-0.0020088i,0.00075026-0.0030138i,0.00027817-0.002204i,-0.00010044-0.0012806i,0.00023804-0.00011933i,0.00097353+3.9146e-05i,0.0011726-0.00031706i,0.00073781+0.00015718i,0.0002735+3.0007e-05i,1.3479e-05-0.00058199i,-0.00011092-0.00082076i,1.4275e-05-0.0008278i,-0.00070223-0.00077907i,-0.00059977-0.00012475i,-0.00015601+0.00073161i,-0.00025039+0.00030718i,-0.0006501+0.00017818i,-0.00087929+0.00087418i,-0.00052994+0.00085261i
-0.00051599-0.00072821i,0.00092429-0.0037171i,-0.00074447-0.0055197i,-0.0025011-0.0035775i,-0.0017512-0.0014569i,-0.00051656-0.001577i,0.00030481-0.0014192i,0.00088342-0.00070654i,0.00078256-0.00010509i,0.00060433+0.00053776i,0.00042296+0.00091119i,0.00024212+0.00071632i,3.5321e-05+0.0010363i,8.1933e-06+0.0010836i,-1.5984e-05+0.00036168i,-0.00024892-0.00026787i,-0.00022238-0.0005286i,-0.00074259-0.00041482i,-0.0010495-0.00024447i,-0.0008264-0.00039765i,-0.001115-0.00071485i,-0.00068248-0.00030868i,-0.00016789+0.00036933i
0.0012352+7.0536e-05i,0.0019473-0.0023202i,0.0017554-0.004272i,0.00079753-0.0035194i,-0.00010734-0.0017655i,-0.00056134-0.0009553i,-0.00050036-0.00018679i,0.00079154-0.00025421i,0.0013625+8.4782e-05i,7.2781e-05+0.000319i,-0.00040111+0.00067977i,0.00038213+0.0014427i,0.0012219+0.0013412i,0.00087597+0.00096906i,0.00048334+0.0012492i,0.00039943+0.00087731i,-0.00057833+0.00030802i,-0.0013652+0.00044423i,-0.0013704+9.5091e-06i,-0.00032825-0.00088393i,0.00070467-0.00098789i,0.00056213-0.00043989i,-6.2774e-06+9.6584e-05i
-0.001167+0.0010617i,0.00052758-0.0016391i,0.0009531-0.0026798i,0.00020986-0.0013044i,0.00026889-0.00083521i,0.000844-0.0016766i,0.0010584-0.0021152i,0.0010395-0.001191i,0.00051424+0.00014227i,0.0003815+0.0005945i,0.00039671+0.00084057i,0.00035304+0.001451i,0.00053071+0.00092682i,0.00061456-0.0005053i,0.00072626-0.00088459i,-2.2959e-05-0.00044618i,-0.00065013-0.00061446i,-0.0008409-0.00068936i,-0.000879-0.00041841i,-0.00046697-0.00026559i,-0.00040555+0.0004003i,-0.00033691+0.00070811i,-0.000638-0.0002942i
-0.00096252-0.00024491i,0.00058609-0.002264i,0.00035127-0.001955i,-0.00033787-0.0014176i,-0.0008339-0.0013224i,-0.0008112-0.00072523i,-1.3327e-05-0.00049032i,0.00088276-0.00019589i,0.0011149+0.00028144i,0.0010363+0.00021569i,0.00094891+0.00059344i,0.00054114+0.0009837i,0.00049794+0.00068385i,0.0010085-0.00015224i,0.0011911-0.00095055i,0.00064012-0.00098246i,-0.00023145-0.00064041i,-0.00061468-0.00019038i,-0.00076533+0.00022808i,-0.0010059-2.9823e-05i,-0.00034174-0.00041598i,0.00026727-0.00043896i,8.5382e-05-0.00023248i
-0.00094582+0.00066784i,0.00074657-0.0035294i,0.00022417-0.0040456i,-9.8262e-05-0.0028378i,0.00044734-0.0025458i,-0.00057683-0.0028145i,-0.0015917-0.0018877i,-0.00082176-0.0011406i,0.00043414-0.0010626i,0.00062378-0.00017439i,0.00014512+0.00055012i,0.00023936+0.00041367i,0.00036789+7.0621e-05i,-0.00027023-0.0004775i,-0.00047541-0.00066135i,0.00016544-0.00062348i,0.00052016-0.00076931i,-1.7675e-05-0.00029987i,-0.00026163-0.0001345i,1.1667e-05-0.00028423i,-0.00023199-6.729e-05i,-0.00028299-8.6731e-05i,-0.00018452+0.00017151i
0.0013372+0.00051891i,0.0032545-0.0027964i,0.0032346-0.0038507i,0.0015832-0.0024051i,0.00016643-0.0013196i,-0.00098256-0.00073475i,-0.00089426-0.00019975i,0.00034691+0.00063441i,0.0011583+0.00068576i,0.00065729+7.7168e-05i,0.00024206-0.0001864i,0.0003304-0.0001715i,0.00037373+0.00032563i,-0.00055542+0.00046573i,-0.001043-0.00021476i,2.3872e-06-0.00056797i,0.00083561-0.0012077i,0.00030721-0.00071598i,-0.00069297+0.00017627i,-0.00053336-3.2229e-05i,0.00022037-0.00036451i,-3.5142e-06-9.346e-05i,-0.00030586-0.00051124i
-0.00013431+0.0017421i,0.0011014-0.001619i,0.0010556-0.003394i,-0.00027904-0.0034045i,-0.00050653-0.0030483i,-0.00059411-0.0022227i,-0.00030786-0.00069749i,0.0011624+0.0007741i,0.0018492+0.0010252i,0.001622+0.00066981i,-6.6066e-05+0.00041931i,-0.00092561+0.0002042i,-0.00041732-0.00025048i,-0.00030678-0.00067827i,-0.00047839-9.4211e-05i,-0.00032271+0.00011964i,-0.00036639-0.00029993i,-0.00057134-0.00046044i,-0.00066175-0.00060742i,-0.00030593-0.00099545i,0.00026558-0.00054838i,0.0002535+0.00059061i,-0.00026003+0.001408i
-0.00016491+0.0014236i,0.00086807-0.0012938i,0.00032315-0.0030276i,0.00018884-0.0022658i,0.00064071-0.0015354i,0.00065872-0.001585i,1.0344e-05-0.00091647i,-0.0001743-8.4646e-05i,0.00026115+0.00070253i,0.00025556+0.00049211i,0.00025263+0.00032691i,0.0007563+0.00099577i,0.00090494+0.0010407i,-0.00032995+0.00011548i,-0.0010288+0.00033077i,-0.00036827+0.00054843i,-4.0161e-06-0.00042019i,-0.000324-0.00099944i,-0.00015128-8.7875e-05i,-0.00048355+0.00079782i,-0.0010912+0.00025053i,-0.00098307-6.2149e-05i,2.5421e-05+0.00044613i
0.00073061+0.0014204i,0.0022257-0.00074966i,0.001615-0.0026046i,0.0010459-0.0035722i,0.00082204-0.0031744i,-0.00032988-0.0024982i,-4.057e-05-0.001513i,0.001011+4.5933e-07i,0.0013534+0.0010746i,0.00092489+0.00074865i,0.00051736+0.00012868i,-6.4404e-05+0.00029198i,-0.00076512+0.00062893i,9.686e-05+0.00035088i,-0.00027398+0.00014826i,-0.0013713+0.00069367i,-0.0014437+0.00076363i,-0.00081664+0.000251i,5.2759e-05+0.00017406i,0.00030966-1.5412e-05i,0.00018827+9.0987e-05i,-0.00061516+0.00010459i,-0.0010698-0.00021631i
-9.4869e-05-0.00081498i,0.00069163-0.0032613i,0.00084566-0.0046115i,0.00026461-0.0033705i,-0.00072336-0.0023315i,-0.0012538-0.0028064i,-0.00089997-0.0020475i,0.00075321-0.00092762i,0.0017725-0.0007838i,0.0011731-0.00029027i,0.00044837-0.00015605i,0.00075862-0.00062194i,0.00078692-0.00036002i,0.00051773-0.0003581i,0.00078871-0.00058721i,0.0010548-0.00051947i,0.00053974-0.00019407i,-0.00075692-0.00011176i,-0.0014403-1.3812e-05i,-0.00089136+0.00037706i,-0.0010133+0.00070387i,-0.0015011+0.00086718i,-0.00099+0.00076491i
0.0014741-0.00031288i,0.0023812-0.0039102i,0.0013278-0.0050228i,0.00044119-0.0035485i,0.00043194-0.001964i,-4.3806e-05-0.001357i,0.00049042+0.00015886i,0.0019045+0.0010234i,0.0023923+0.00051209i,0.0017216+0.00040068i,0.00040105+0.0009636i,-0.00068903+0.0010128i,-0.00067264+0.00067734i,-0.00025386+0.00051965i,-7.6703e-05+0.00018691i,-0.00067651+0.00022183i,-0.00078677-0.0004802i,-0.00033573-0.00072974i,-8.1192e-05+0.00057008i,-0.00014854+0.00093788i,-0.00044035+0.00048839i,-0.00013868+0.00057006i,5.7148e-05+0.00043446i
-0.00057036+0.00054811i,0.0012204-0.0031944i,0.001871-0.0049409i,0.00014626-0.0030184i,-0.00046748-0.0016319i,-0.00032896-0.0018782i,-0.00076768-0.0016093i,-0.00080832-0.00094408i,0.00012517-0.00045791i,0.00099187-2.3716e-05i,0.00021435+0.00038274i,-0.0009407+2.0083e-05i,-0.00047248-0.00052059i,0.00038131-0.00065105i,0.00057937-0.00021036i,0.00014395-4.4788e-05i,-0.00061291-0.00041091i,-0.00066972-0.00033543i,-0.00029955-0.00014467i,0.00038176-0.00080631i,0.00032367-0.00040892i,-8.9432e-06+0.00035691i,-0.00025187-0.00010734i
0.002031+0.0002936i,0.0046052-0.0033952i,0.0037418-0.0054333i,0.0010887-0.0037647i,-6.682e-05-0.0025139i,-0.0015186-0.0023304i,-0.001051-0.0016608i,0.00078494-0.0014324i,0.001576-0.0009601i,0.0015271-2.1026e-05i,0.0011291+0.00025311i,0.0007723+0.00044456i,0.00010571+0.00034369i,-0.00054225-0.00022637i,-0.00025668-0.00062879i,2.9834e-05-0.00098586i,-1.7736e-05-0.0007185i,-0.00038122-0.00028132i,-0.00070292+0.00027635i,-0.0012167+0.00038867i,-0.00081746+5.4868e-05i,-0.0003976-6.0788e-05i,-0.00027945+6.5756e-05i
0.001687+0.00067663i,0.0037014-0.003096i,0.0034767-0.0056965i,0.0019518-0.0040712i,0.001568-0.0019569i,0.00093797-0.0013118i,0.0002643-0.00025744i,-3.2754e-06+0.00048575i,-0.00020749+0.00016902i,-0.00023889+0.00020272i,-0.00056186+0.00032545i,0.00018443+0.00032903i,0.00082679+0.00039404i,0.00060187+0.00058387i,0.0007832+0.00086944i,0.00071535+0.00072118i,0.00036286+0.0007474i,2.6769e-05+0.00061686i,-2.0367e-05+9.0016e-05i,0.0003899-0.00057173i,-0.00021555-0.00048506i,-0.0006697-0.00021651i,-0.00066272-8.594e-05i
0.0010807-0.0011703i,0.0025532-0.0042666i,0.0023314-0.0050961i,0.00026255-0.0034059i,-0.0006729-0.002147i,-0.00091702-0.0012159i,-0.0013111-0.00019741i,0.000114+0.00031417i,0.0017154+3.3214e-05i,0.0013082-0.00037903i,0.00037784+0.00050539i,0.00025835+0.0013017i,0.00035013+0.0013605i,0.00084262+0.0007739i,0.00098711+0.00012395i,-0.0002228-0.00056161i,-0.00048181-0.00074692i,-0.00032793-3.178e-05i,-0.00021905+0.00050957i,0.00011376+0.00062705i,-2.3936e-05+0.00019548i,-0.00070595+8.3594e-06i,-0.00065032+1.3421e-05i
0.00074837-0.00084338i,0.0028532-0.0034418i,0.0019555-0.0046118i,-0.00023149-0.0039464i,-0.00052096-0.0032403i,-0.00033817-0.0023773i,-0.00081024-0.0011446i,-0.00042207-0.00040461i,0.00085676-0.00010968i,0.00074764-0.00012784i,0.00011934-0.00010163i,0.00015703+0.00019596i,0.00018743-0.00022008i,7.8016e-05-0.00049362i,-0.00019461-0.00030535i,4.7224e-05-0.00014314i,-0.00023595-0.00018351i,-0.00021554-5.3783e-05i,0.000337-0.00056428i,0.00047874-0.00081113i,0.00015607-0.00010725i,0.00034228+0.00029173i,0.0010808+0.00073441i
-0.00071319-0.00030311i,0.0014206-0.0018i,0.00080334-0.0029942i,0.00043879-0.0025564i,0.00056521-0.0022242i,-4.7984e-05-0.0016638i,-0.00054053-0.0012979i,-0.00018275-0.0011336i,0.00057225-0.00067128i,0.00084091+1.0467e-06i,0.00050278+0.00068464i,0.00014853+0.00058026i,-0.00014059+7.585e-05i,4.1282e-05-0.00024258i,0.0005512+7.2012e-05i,0.00025526+6.7127e-05i,-7.8579e-05-0.00072653i,-0.00057843-0.00028324i,-0.00038062+0.00055894i,0.00038314+0.00049917i,0.00048737+0.0005784i,-8.0463e-05+0.00080985i,-0.00068636+0.00083204i
0.0017164+0.00071014i,0.0032995-0.0024377i,0.0038917-0.0036257i,0.0016788-0.0023425i,0.00040087-0.0023466i,0.00069356-0.0024657i,-0.0001958-0.00099302i,-0.00042394+0.00030127i,0.00075017-0.00039843i,0.00087342-0.00093025i,-0.00015348+0.00019608i,-0.00083137+0.0011983i,-0.00065179+0.00062735i,-0.001094-0.00011722i,-0.0015853-0.00013311i,-0.00072086-7.0127e-05i,-0.00045147-3.7837e-05i,-0.00039192-0.00012376i,-1.92e-05-0.0008332i,0.00019169-1.77e-05i,-0.0001911+0.00049442i,-0.00042336-0.00073202i,-0.00040616-0.00035286i
