0.0025214+0.00067843i,0.0019046-0.00034213i,0.0010941-0.0024618i,-0.00066682-0.0029928i,-0.0027951-0.0010464i,-0.0041688+0.0016174i,-0.0031142+0.002535i,-0.0011231+0.0021508i,0.00047638+0.0012246i,0.00095436-0.00029948i,0.00023512-0.0015617i,-0.00037238-0.0014124i,-0.0010375+0.00016281i,-0.0009169+0.00055764i,-0.0010188-4.6475e-05i,-0.00078556-0.00020264i,-0.00036343-0.00030467i,-0.0005063-0.00021269i,-0.00074016+0.00049259i,-0.00089754+0.0012851i,-0.00043423+0.00089722i,-0.00023942-0.00018993i,-0.00073303-5.283e-05i
0.00024956+0.00069083i,-0.00020214+0.0012101i,0.00063176+0.0018143i,0.001254+0.002668i,0.0010649+0.0017371i,0.0015203+0.0019392i,0.0013465+0.0021273i,0.0008305+0.00090014i,0.00075527-0.00025403i,0.0012623-0.00036904i,0.0015194+0.00050804i,0.00087941-0.00014926i,-0.00037521-0.00097661i,5.3656e-05-0.00085304i,0.00032915-0.0006588i,0.00013646-0.0003483i,0.00041016-0.00031338i,0.00023897-0.00052134i,-0.0002059-0.0010523i,-0.00047311-0.00114i,-0.00090478-0.00017088i,-0.0006643+0.00033669i,0.00034367-0.0005824i
0.0029322-0.0019988i,0.0017377-0.0027111i,0.00072759-0.0025937i,-0.00056923-0.0015481i,-0.0010949+0.00059421i,-0.00029565+0.0020951i,0.00086088+0.0019169i,0.0011652+0.0011202i,0.0013553+0.0003332i,0.00096187-0.00016381i,-0.00036309+0.0001126i,-0.0013772+0.00029164i,-0.0013158-2.226e-05i,-0.00064333-0.00026023i,-0.00032487-0.00026611i,-0.0004568-0.00018143i,-0.00067317-6.3806e-05i,-0.00094151-2.1419e-05i,-0.00086768+0.0002902i,-0.00034706-0.0004763i,0.00021651-0.00079441i,0.00016865+0.00066793i,-0.00053932+0.0015107i
0.00045429+0.001345i,0.0013251+0.0013097i,0.0024114+0.0020284i,0.0025673+0.0012802i,0.0016444+0.00040131i,0.0007987+0.00093835i,0.00059495+0.0012287i,5.1517e-05+0.0016306i,-0.00019881+0.0019906i,0.0008033+0.0012637i,0.0010485+0.00056018i,3.8656e-05+0.00032204i,-0.00088213+0.00021623i,-0.00040555+7.3313e-05i,0.00073918-0.00047211i,0.0014216-0.00076649i,0.00055912+0.0002279i,-0.00073147+0.00074123i,-0.00065434+3.9444e-06i,6.8514e-05-0.00056501i,0.00021971-0.0004877i,-7.5538e-05-0.00015103i,-7.8406e-05+4.0945e-05i
-0.0007457+0.00064129i,-0.00095979+0.0018621i,-0.00086539+0.00088433i,0.0004445-0.00038602i,0.0017807-0.00018055i,0.0014857+0.0010301i,0.00073322+0.0014637i,9.4575e-05+0.00081748i,-0.00090092+0.00064278i,-0.0013524+0.00080501i,-0.00098152+0.00067334i,-0.00020849-0.00010066i,8.2773e-05-0.00049982i,-0.00010752-0.0004621i,-0.00014207-0.00044633i,0.0005706-0.00019365i,0.00066371-0.00033084i,3.6376e-05-0.00048748i,-0.00043165-0.0004054i,-0.00067359-0.00032165i,-0.00063771-0.00026419i,-0.00046884-0.00067797i,-0.00024759-0.00070569i
0.0013862-0.00010937i,0.0009067-0.00063018i,0.00055198-0.00087087i,0.00036688-0.0010369i,0.00043566-0.00046639i,0.00054892+0.00089192i,-0.00024959+0.0025131i,-0.00076074+0.0020273i,-0.00066795+0.000271i,-0.00051814-0.00034354i,-0.00038933-0.0005869i,0.00032459-0.00055072i,0.00083521-0.00037949i,0.00024683+7.8068e-05i,-0.00052642+2.9388e-05i,-0.00028694-0.00015924i,-0.00017777-0.00058999i,-1.3995e-05-0.0008836i,-0.00012697+2.5971e-05i,-0.00024701+0.00033578i,-4.4023e-05-4.4001e-05i,-0.0003964+0.00046594i,-0.00054704+0.00069684i
-0.0010641+0.00040897i,-0.00054028+0.0014082i,0.00019353+0.0024824i,0.0012348+0.0025165i,0.0018108+0.0018993i,0.0012729+0.0012169i,0.00081456+0.00065867i,0.00038697-8.8876e-05i,-0.00012619-0.0008893i,-0.0005161-0.0008872i,-0.00051858-0.00019768i,0.00032084+1.3445e-05i,0.0010719+3.4786e-05i,0.0011151+0.00025255i,0.00044349+0.00068815i,2.961e-05+0.00018739i,-4.3322e-05-0.00047116i,0.00042775-0.00082061i,0.00092075-0.00035241i,-0.00029721+0.00042607i,-0.0011474+8.877e-05i,-0.00036097-0.00043373i,-9.8337e-05+8.2896e-05i
-0.00036226+0.00064386i,0.00053251+0.00085955i,0.00079444-7.6928e-06i,0.00058204-0.00010867i,0.00045056+0.0007489i,0.00075906+0.0017405i,0.0010718+0.0020419i,0.0012981+0.00099794i,0.00077629+0.00058228i,0.00041243-0.00015864i,0.00049009-0.00087397i,0.00046142-0.00072694i,0.000771-0.0004952i,0.00070586-0.00022475i,0.00063598-5.869e-05i,0.00055257+0.0005649i,0.00051791+0.00086299i,0.00018013+0.00027805i,5.8357e-05-0.00022822i,0.0003028+0.00018255i,-0.00026893+0.00050996i,-0.0005833+0.00060208i,-0.00058753+0.00080668i
0.001655+0.0019051i,0.0027755+0.00205i,0.0032534+0.0023277i,0.0031803+0.0018586i,0.0019523+0.0016475i,0.00050575+0.0020331i,0.00057829+0.0018103i,0.0013227+0.00095727i,0.0010359+0.00057056i,0.00040039+7.203e-05i,-0.00018006-0.00026921i,3.874e-05-8.9767e-06i,0.00020119-0.00075138i,-0.00046726-0.0012447i,-0.00032797-0.00091217i,-0.00036221-0.00071119i,-9.8228e-05-0.00051809i,4.3089e-05-0.0007084i,5.2039e-05-0.00055909i,-6.9342e-06+0.00015189i,-0.00041254+0.00088478i,-0.00040026+0.00090642i,-0.00036598+0.00052404i
-0.000341+0.00011738i,-0.00083446-0.0004886i,-0.002002-0.00026943i,-0.0016836-0.00015716i,-0.00020259-0.00022428i,0.0008596+0.00067549i,0.0010309+0.0010165i,-6.1666e-05+0.00073183i,-0.0004681+0.00062338i,-3.9989e-05+0.00017558i,0.00016605-0.0004588i,3.8221e-05-0.00026974i,-0.00033509+0.00022545i,-2.7351e-05+0.00036752i,0.00024288-6.212e-05i,0.00032981-0.00080138i,0.00017953-0.00064344i,-9.1896e-05-0.00052952i,-0.00023748-0.00012128i,-0.00025244+0.000179i,-7.3686e-05-0.00017095i,0.00024837-0.00024628i,4.2252e-05+0.00040543i
-3.592e-05+0.00092499i,0.00039644+0.0015906i,0.0012158+0.0018454i,0.00079383+0.0019775i,-0.00011022+0.0020525i,-0.0011045+0.0021095i,-0.0013096+0.0018257i,-0.0010853+0.00047891i,-0.00083056-0.00016535i,-0.00050156+0.00052703i,-0.00064193+0.00065435i,-0.00058202+4.3162e-06i,-0.00045414+6.8762e-05i,-0.0002436+7.4226e-05i,0.00043315-0.00051749i,0.00047791-2.5362e-05i,0.00042852+0.00087565i,0.0004014+0.00018881i,-0.00014647-0.0011107i,-0.00016957-0.0011008i,0.00041097-0.00060019i,0.00044042-0.00019673i,0.00019375+0.0002432i
-0.0018733+0.0010864i,-0.00083075+0.0018052i,0.00025382+0.0019655i,0.0017473+0.0012821i,0.0024382+0.00067022i,0.0012746+0.0010385i,-9.9591e-05+0.00097544i,0.00019934+0.00080875i,-0.00025247+0.00037042i,-0.00030015-0.00087537i,0.00043019-0.0012485i,0.00027822-0.00073722i,0.00032138-0.00020556i,0.00077866+0.00032769i,0.00023953+0.0001541i,-0.00013371-0.00023498i,8.1621e-05-0.00010185i,0.00047233+0.00020281i,0.00065754-1.3709e-05i,0.00022993-0.00010306i,-0.00029184+0.00024727i,5.1326e-05+0.00028206i,-0.00031084+0.00011787i
-0.00029398-0.00023534i,0.0011196+0.00091223i,0.0025789+0.0020902i,0.0025213+0.0018044i,0.0016814+0.0016988i,0.0012234+0.0025099i,0.0010863+0.0023097i,0.0010304+0.00069381i,0.00038369+9.0958e-05i,-0.0002428+0.00022182i,-0.00073865-0.00042577i,-0.00085104-0.00037561i,0.00029279-0.00031306i,0.00073185+2.0877e-05i,6.0514e-06+0.00052576i,-0.00065016-0.00010162i,-0.00047267-0.00019026i,0.00018409-0.00011521i,5.6581e-05+2.4989e-05i,-0.00022203+0.00033372i,-0.00031686-0.00010898i,-0.0007901-0.0005204i,-0.0010441-0.00030494i
-0.0014848+0.0038006i,-0.00077878+0.0036105i,0.00097443+0.0027056i,0.002529+0.0019088i,0.0029465+0.0019449i,0.0024788+0.0026281i,0.00085876+0.0018793i,-0.00050977-0.00035497i,-0.00087131-0.0014123i,-3.0387e-05-0.00058986i,1.8111e-05-0.00044606i,-0.00051368-0.00063918i,0.00024025-0.00080712i,0.0010627-0.0011496i,0.00060432-0.00070146i,0.00020795-0.00023899i,0.00027087-0.00041076i,7.3283e-05-0.0004814i,-0.00029159-0.0004231i,-2.1186e-05-0.0011302i,0.00063361-0.0010535i,0.00080079-0.00098506i,0.0012428-0.00091236i
-0.00017184+0.0010526i,-0.00015867+0.0011739i,-3.5928e-05-0.00082471i,0.00017298-0.0010577i,0.00073361+0.00012705i,0.0013035+0.00087983i,0.0018244+0.0010519i,0.0013113+0.00050494i,0.00069726-3.0007e-05i,0.00027797+5.2687e-05i,-0.00017556-0.00047269i,-0.0005537-0.00067693i,-0.00065459-0.00035885i,-1.949e-05-0.00078246i,0.0003754-0.00013856i,-0.00015815+0.00028379i,0.00023828-0.00018528i,0.00051959-0.00027837i,-1.1026e-05+5.4614e-05i,-0.00021571+0.00066004i,-9.247e-05+0.00044529i,-0.00033175+0.00013281i,-0.00019946+0.0002993i
-0.0011404+0.0011372i,-0.00029881+0.0019323i,0.0011684+0.0024883i,0.0012598+0.0015183i,0.0010216+0.0011036i,0.00077284+0.0017777i,0.00023206+0.0020289i,4.548e-06+0.001169i,-0.00052318+0.00041574i,-0.0001478+0.00023399i,0.00067891-0.00025469i,0.00031341-0.00051864i,6.1819e-05-0.00075299i,0.00069481-0.00060833i,0.0010713-0.00039588i,0.00079703-0.0004496i,0.00032742-0.00045182i,5.3022e-05-0.00028561i,-7.9078e-05+2.6304e-05i,-0.00052955+0.00074828i,-0.00088407+0.00096151i,-0.00048878+0.00060944i,-9.4738e-05+0.00045028i
-0.00081698-0.00085948i,-0.00050453+0.00016725i,-0.00047427+0.00097681i,-0.00017406+0.0010452i,0.00059996+0.0012814i,0.0012842+0.0015906i,0.0011982+0.00065365i,0.0002062-0.00010178i,-0.00066305-0.00017452i,-0.00049292-0.00064958i,-0.00018311-0.00036786i,-0.00019982+0.00017966i,0.0011398+0.0003073i,0.0013048+0.00014325i,-0.00046524+2.561e-05i,-0.0004848+9.0371e-05i,0.00035485+0.00035861i,-0.00026058+0.00051956i,-0.00059958+1.7831e-05i,-7.6489e-05-8.2189e-06i,0.00018793-0.0002689i,5.0299e-05-0.00051089i,0.00037606-0.00030561i
0.00011003+0.0014399i,0.0015711+0.0017751i,0.0016153+0.00078872i,0.0016451-0.00019775i,0.00073265+0.0018475i,-0.00032281+0.003307i,-0.00046442+0.0019473i,-0.00051433+0.0010336i,-0.00096608+0.00063413i,-0.00097107+0.00038439i,-0.00011861+0.00033847i,5.6595e-05+0.00039101i,-1.8793e-05+0.00034794i,0.0001075+0.00024093i,0.00014101+0.00058208i,0.00044392+7.1917e-05i,9.3457e-05+3.813e-05i,1.1867e-07+0.00060079i,0.00075318+0.00021633i,0.00057932+6.8533e-05i,1.7853e-05+0.00044329i,-0.0002548-0.00027291i,-8.9424e-05-0.00062299i
-0.0026776+0.00020162i,-0.0038068-0.00024766i,-0.003747+0.00055999i,-0.0023596+0.00070025i,-0.00082316+0.00052171i,0.00048647+0.0011915i,0.00098643+0.0016784i,0.00078278+0.00055384i,0.00077018+2.9232e-05i,-0.00016545+0.00053532i,-0.00076539+0.00020683i,-0.00039795-0.00017104i,0.00014552-0.00021117i,0.00023381-0.00011189i,0.00057556-1.5038e-05i,0.0008883+0.000211i,0.00058224+0.00052951i,-0.00015959+0.00033958i,-0.00075949+0.00013114i,-0.00057344+0.00011963i,0.00036429-6.3005e-05i,0.00091367-2.4607e-05i,0.00088569+0.00041757i
0.0014755-0.0033589i,0.0013526-0.0029493i,0.00069002-0.0023948i,0.0003397-0.001076i,0.0012277+0.0015329i,0.0015227+0.0025073i,0.00069343+0.0019207i,0.00040262+0.0011326i,1.7761e-05-6.1628e-05i,-0.00056229-0.00049941i,-0.00057861-3.5066e-05i,0.00016206+0.00018441i,0.0012574+0.00068891i,0.0010225+0.0013033i,0.00017778+0.00092403i,-0.00040756+0.00031798i,-0.00049559+0.00081679i,-9.4516e-05+0.00074572i,-5.7283e-05-0.00032658i,-5.4237e-05-0.00037431i,-9.2e-05+0.00057311i,-0.00018564+0.0009721i,-0.00034701+0.0005312i
-0.0021927+0.00028575i,-0.0012642+0.0017138i,-0.0019211+0.0028024i,-0.0019035+0.002753i,-7.7758e-05+0.003064i,0.001401+0.0031977i,0.0012035+0.0014171i,0.00046712-0.00067274i,0.00061284-0.001025i,0.0012785+0.00019849i,0.00095694+0.00060137i,0.00095585+0.00068201i,0.0017326+0.00044168i,0.0019595+0.00096371i,0.0010483+0.0013136i,0.0003892+0.00027339i,0.00059484+0.00027109i,0.00031133+0.00068774i,-0.00025323-9.7006e-05i,-0.0004539-0.00053181i,-0.00010624-0.00022814i,0.00061006-0.00045678i,0.00079141-0.0005853i
0.00020893+0.0012502i,-0.00034079+0.0014785i,0.00070781+0.0021066i,0.0013176+0.0018054i,0.0011782+0.0012206i,0.00016922+0.001532i,0.00025918+0.0016544i,0.001272+0.0010557i,0.0016369+0.00057788i,0.0013607+0.00052038i,0.00071618+0.00034366i,7.9967e-05+2.6235e-05i,-9.4951e-05-0.00011137i,-7.3726e-05+0.00041642i,-4.5602e-05+0.00060655i,0.00035024-3.1095e-05i,0.0005185-0.00033542i,-4.3925e-06+0.00041584i,-0.00023159+0.00069436i,0.00011214+0.0003545i,0.00012829-0.00051371i,-1.5982e-05-0.00084626i,3.4196e-05-0.00038585i
-0.00048246+0.001042i,-0.00017819+1.1518e-05i,0.00077333+0.00045764i,0.0017298+0.0003912i,0.0021978+0.00081592i,0.001886+0.0020761i,0.0010839+0.0020189i,0.00071075+0.0010674i,0.00082269+0.00051637i,0.00062343+0.00025012i,4.1935e-05-0.00040543i,-0.00033895-0.0013079i,-0.00064583-0.0011394i,-0.00042012+0.00013349i,-4.998e-05+0.00060425i,0.00030488+0.00056538i,-8.3421e-05+0.00061046i,-0.00076357+0.00028615i,-0.0011497+0.00022379i,-0.00056881+8.3697e-05i,0.00049152-0.00023457i,0.00088388-0.00033435i,0.00064221-0.00046376i
0.00082774-0.0023188i,-0.00033073-0.0018775i,-0.00099327-0.00026832i,-0.0014793-6.1528e-05i,-0.00098009+9.8655e-05i,0.00041372+0.0011509i,0.0011685+0.0015253i,0.00069104+0.00048562i,-0.00038538+0.00010565i,-0.00048153+6.9816e-05i,-0.00068702-1.3971e-06i,-0.0012755+0.00026288i,-0.00066251+0.0001781i,-0.00053898+0.00037387i,-0.00093513+0.00087107i,-0.00029493+0.00031113i,0.00036687-0.00070047i,0.00051677-0.00083096i,0.00074613+0.0002638i,0.0010282+0.00075399i,0.00045233+0.00017383i,0.00013686+0.00020348i,-6.9827e-06+0.00015344i
0.0012103-0.0012093i,0.00043257-0.00065576i,0.00087183-0.0011419i,0.00092274-0.0016519i,0.00039097-0.00076737i,0.00011745+0.0008959i,-8.7692e-05+0.0014004i,1.1517e-05+0.0010256i,4.9402e-05+9.8268e-05i,-0.00046514-4.4385e-05i,-0.0004105+0.00044576i,-0.00023203+0.00082585i,0.00013915+0.00065175i,0.0007213+0.00035628i,0.00079307+0.00016367i,0.00020233-0.00031655i,-0.00053092-0.0003462i,-0.00068086+0.00050983i,0.00018585+0.00030928i,0.00061073+0.00060375i,-0.00039637+0.00068125i,-0.00094687+0.00036062i,-0.00073337-4.7276e-05i
0.0012999-0.00097501i,0.00060191+0.00057219i,-0.00062441+0.00087542i,-0.00063846+0.001005i,-0.0009331+0.00087383i,-0.00054414+0.0012153i,0.00088695+0.0014995i,0.0010933+0.00065053i,0.00037557-0.00029088i,-0.00019195-0.00026453i,6.5353e-05-0.00038302i,0.00026925-0.00043546i,0.00049514-2.7829e-05i,0.00070106+0.00083191i,0.00032873+0.00068187i,-0.00043889-8.4992e-05i,-0.00064054-0.00052089i,-0.00041189-0.00088693i,-0.00026142-0.0010035i,0.00020714-0.0009458i,0.00064379-0.00071524i,0.00061823-0.00032216i,-7.8434e-05+0.00032366i
0.0015159+0.0023006i,0.001186+0.0012841i,0.0025545+0.00048335i,0.0024102+3.4188e-05i,0.0012021+0.00016384i,1.1141e-05+0.0011489i,-0.00020736+0.0021329i,0.00013903+0.0014168i,0.00020004+0.00043518i,0.00048871-0.00010145i,0.00074725-0.00048461i,0.00020947+0.00023414i,-0.00037995+0.00050343i,-8.8262e-05-0.00059936i,0.0001341-0.00091818i,0.00022576-0.00052209i,-9.2677e-05-0.00076897i,-0.0005703-0.00061422i,-0.00020355-0.00010625i,0.00058288+0.00044261i,0.00026763+0.00047313i,-0.00046897+5.6175e-05i,-0.00096438-0.00016786i
0.0012898+0.0008873i,0.00049448+0.00011794i,0.00051316-0.0013842i,0.00012172-0.0014729i,-0.00046692-5.9107e-05i,-0.00038084+0.00093096i,0.00097971+0.00093069i,0.0015197+0.00040911i,0.0010076-0.00011583i,0.0009036-0.00041099i,0.00037757-0.00085387i,-0.00028098-0.00047656i,-0.00097691-2.9514e-06i,-0.00092555-0.0002444i,-1.1653e-05-0.0002696i,0.0003704-8.3287e-06i,0.00050435+7.7099e-05i,0.00039788-0.00025133i,-3.1306e-05-0.0010656i,-0.00046429-0.00098223i,-0.00082983-0.00032528i,-0.00079766-0.00043166i,-0.00060713-0.00041725i
0.0026162+0.0022158i,0.0030436+0.0023882i,0.0039796+0.0007358i,0.0023463-0.00063957i,-3.0342e-05+5.9208e-05i,-0.00068192+0.0011067i,4.5756e-05+0.0021201i,0.00093874+0.0011499i,0.0023064-0.00037725i,0.0030665-0.00077606i,0.002107-0.0010095i,0.00018643-0.00066497i,-0.00034877+0.00025771i,-3.3446e-06+0.00020294i,-8.1953e-05-0.00040461i,-0.00024192-0.00019931i,0.00053398-0.00040547i,0.00099387-0.00052235i,0.00068602+3.6423e-05i,0.00052258+0.00061093i,0.00061425+0.00018374i,0.00075682-0.00052756i,0.00019897-0.00067488i
-0.00086348+0.0023243i,0.0004309+0.0013285i,0.0016385+0.0004867i,0.0011643-0.0015458i,-0.00030733-0.0019874i,-0.00091189-0.00050872i,-0.00036627+0.00018565i,0.00032126+0.00018181i,0.00080731-0.00014056i,0.00087962-0.00042706i,0.0007711-0.00027784i,0.00017296-0.00019515i,-0.000257-0.00096633i,0.00026556-0.0009877i,0.00034909-0.00015841i,-4.6832e-05+0.00024748i,-0.00026402+0.0004255i,9.0942e-05+0.00027881i,-0.00019585-0.00017158i,-0.0004626-0.00058473i,5.6257e-05-0.001098i,0.00080487-0.00038393i,0.00092221-0.00022596i
0.0011066+1.8884e-05i,0.00067433+0.00072621i,0.00021352+0.00065502i,-0.00097588+0.001566i,-0.00083474+0.0018049i,-4.7592e-06+0.002332i,-0.00029336+0.0023695i,-0.0002621+0.0015443i,-0.00040245+0.00066092i,-0.0005968-0.00031717i,-0.0005879-0.0008908i,-0.00065921-0.0010626i,0.00011212-0.00096641i,0.00074323-0.00063765i,0.00083678-3.2484e-06i,0.00090644+0.00032331i,0.00069819-0.00019929i,0.00021445-0.00074856i,-5.8295e-05+6.4743e-05i,8.5693e-06+0.00060657i,-0.00026404+6.951e-05i,-0.00016236-0.00016567i,0.00020824-0.00027518i
0.002263+0.0022085i,0.0023096+0.0016678i,0.0027891+0.00015437i,0.0018508-0.00092984i,0.0011003-0.0002361i,0.00074887+0.00081301i,0.00061+0.0010919i,2.0587e-05+0.00077531i,-0.00035955+1.1228e-05i,-0.00029792-0.0003928i,0.00013667-0.0006121i,0.00024891-0.00058858i,-0.00014699-0.00045712i,0.00030573-0.00033786i,0.0010284-0.00019301i,0.00027206-0.00085168i,-0.00016726-0.0011133i,0.00055761-0.00048571i,0.0002587-0.00039085i,-0.00074979-0.00057126i,-0.00085743-0.00019931i,-0.00065295+0.00013212i,-0.00060594-4.9251e-05i
-0.00087758+0.0026748i,-1.0127e-05+0.0033355i,0.0012136+0.0037309i,0.0020573+0.0019594i,0.0016897-1.7995e-05i,0.00075004+0.00043597i,0.00040358+0.0018724i,-0.00053761+0.0014354i,-0.00085785+0.00068862i,-0.00023315+0.00074381i,-5.2354e-05+0.00038507i,0.0002934-0.00050656i,0.00088444-0.0014596i,0.00064566-0.001625i,0.0011072-0.00070668i,0.0013711+0.00010151i,0.000568+0.00035847i,0.00023791-0.00010651i,0.00031668-0.00025244i,0.00024332-0.00052261i,4.4603e-05-0.00025319i,3.1501e-05+0.0003539i,-0.00072714-0.00026672i
-0.0015679+0.00088911i,-0.0021604+0.001601i,-0.0011094+0.0015525i,0.00024151+0.0013529i,0.00053861+0.00092298i,0.00053853+0.00027964i,0.00065471+0.00074843i,0.00021751+0.00064827i,-0.00018152+7.7695e-05i,0.00033013-0.00024171i,0.00062547-0.00043089i,0.00041303-0.00034792i,5.5187e-05-0.00022248i,-0.00032743-0.00014353i,0.00025286+1.1866e-05i,0.00080316-0.00051788i,0.00070892-0.0010113i,-0.00045593-0.0005482i,-0.00095938+0.00017957i,-0.00050319+0.00014627i,-2.378e-05-0.00047401i,0.00024987-0.00024524i,0.00028407+0.00047489i
-0.00039282+0.00095602i,-0.00017972+0.00072672i,5.638e-05-0.0002649i,2.7697e-05-0.00019893i,-0.00045166+0.0010719i,-0.00017064+0.0016436i,0.00031459+0.0011575i,-0.00053481+0.0007597i,-0.00088853+0.0006746i,-0.00071584+0.00048903i,-0.00047863-2.3225e-05i,0.00028588-0.00060625i,0.00099505-0.00053662i,0.00089228-9.2451e-05i,0.00051695+6.184e-05i,0.00036042+0.00034114i,-1.1773e-05+0.00052789i,-0.00011362-0.00020748i,0.00014728-0.00023036i,0.00038619+0.00051286i,0.00053756+0.00019652i,0.0003267-0.00066899i,0.00070518-0.00091501i
-0.003629-0.00032697i,-0.0031083+0.00057573i,-0.0024557+0.0021017i,-0.0010617+0.003824i,-0.00043408+0.0046128i,0.00012205+0.0034499i,0.00026718+0.0019244i,-0.00048978+0.0012376i,-0.00081104+0.00087867i,-0.0006292+0.00048259i,-0.00045979+0.00020758i,-0.00030298-0.00048209i,0.00018684-0.00034861i,0.00026266+0.00061768i,0.0002494+0.0013889i,-0.00023568+0.0011966i,-0.00039372+0.00072839i,-0.00032238+0.0010445i,-0.00081469+0.0011129i,-0.00094136+0.00036006i,-0.0010768-0.00020377i,-0.000996-0.00023543i,0.00023751+0.00026616i
0.0013131+0.0020041i,0.0015224+0.0005742i,0.0023682-0.0011308i,0.0029437-0.0015825i,0.0030206-0.00072627i,0.0024169+0.00054449i,0.0006716+0.0012324i,-5.6568e-05+0.00064101i,5.5342e-05-0.00059768i,-0.00014507-0.00072739i,-0.00034673-0.00048933i,-3.5032e-05-0.00037012i,0.00020784-0.00059241i,0.00072662-0.001333i,0.00056902-0.0011835i,-0.00018063-0.00070043i,-0.00038028-0.00053417i,-0.00019871-0.0012296i,0.00022709-0.0016809i,0.00015423-0.00044827i,0.00028642+0.0009226i,0.00038743+0.0012978i,-0.0002665+0.00072434i
-0.00014297+0.0012763i,-0.00020916+0.002433i,0.00056778+0.0031275i,0.00122+0.0028528i,0.0006587+0.0019085i,-0.0001644+0.00089279i,-0.00039384+0.00077503i,-9.5951e-05+0.00043013i,-0.00026831+0.00017101i,-0.00046374+0.00035999i,0.00030228+0.00015418i,0.0012101-0.00018963i,0.0012992-0.00012566i,0.00050691-0.00038028i,4.7601e-05-0.00029771i,0.00018702-8.9103e-05i,-0.00023057-0.00014338i,-0.00054777-0.00029215i,-0.00078565-0.00036755i,-0.0007272-0.00053307i,0.00027837-0.0006348i,0.0011272-0.00054704i,0.0009247-0.00032976i
-0.00015034-0.00088232i,0.00013166-0.0010031i,-2.8337e-05-0.0019876i,0.00015992-0.0022177i,0.00045163-0.00068404i,0.00090649+0.00069772i,0.0014349+0.0015122i,0.00079515+0.0014614i,-0.00066426+0.0009274i,-0.00081771+0.00022836i,0.00010524-0.00025689i,0.00086037+0.0001002i,0.00091088+0.00011308i,0.00086362+0.00035785i,0.00077491+0.00082124i,0.00085163+0.00084545i,0.00025886+0.00083555i,-0.00025798+0.00053016i,0.000142-0.00017208i,0.00073468-0.00056432i,0.00093724+0.00033157i,0.00098152+0.00090476i,0.00073566-0.00050547i
0.0012112+0.0020168i,0.00065735+0.0033748i,0.00097379+0.0032285i,0.0010109+0.00263i,-0.00067734+0.0011259i,-0.0012745+6.9627e-05i,-0.00041253+0.00030583i,0.00050575+0.00031566i,0.00094821+0.0001294i,0.0008692-0.00050999i,0.00080857-0.0007733i,-0.00011342-0.00094534i,-0.00065961-0.0012812i,0.00013093-0.00083096i,0.00057999+0.00038034i,0.00020489+0.00055707i,-0.00055036-0.00011032i,-0.0010888-0.00011164i,-0.0004029+0.00013875i,0.00025042+9.6959e-05i,0.00017176-0.00030212i,-0.0003172-0.00038832i,-0.00080749-7.2219e-06i
-0.00084713-0.0024634i,-0.00040802-0.0021668i,3.5531e-05-9.5939e-05i,0.00028956+0.0019753i,0.0011983+0.0032952i,0.002072+0.0031151i,0.0022127+0.0012335i,0.00076002+4.1821e-05i,8.9889e-05-0.00022675i,0.00059468-0.00072321i,0.00068964-0.00018591i,0.00061821+0.0006906i,-4.1632e-05+0.00071624i,-0.00030113+0.00050965i,0.0001091+0.00061873i,0.00060193-7.8589e-05i,0.00070527-0.00024937i,-0.000104+0.00034701i,-0.00020222+0.00057265i,0.00059923+0.00052256i,0.001025+0.0004312i,0.00063792-5.0531e-05i,-0.00018656-0.00022581i
0.0018963+0.0034676i,0.0034165+0.0037106i,0.00501+0.0029932i,0.0044596+0.0012206i,0.0025012+2.8952e-05i,0.00096637+0.00077048i,-0.00029546+0.0012633i,-0.0010012+0.00040079i,-0.00057878-0.00036127i,0.00020776-0.00072473i,0.00050706-0.001138i,0.00070203-0.00084567i,0.00085934+7.8341e-06i,0.00087603+6.7207e-05i,0.00090561-0.00038311i,0.00079591-0.00060266i,-0.00010847-0.00052927i,-0.00024472+6.0941e-05i,2.6326e-05+0.00035198i,-0.00042766-0.00026067i,-0.00098007-0.00036543i,-0.00037053+5.4566e-05i,0.00018459+0.0003499i
-0.0024431-0.0007353i,-0.0039781-0.00063491i,-0.0041879+0.00089464i,-0.0022599+0.0018402i,-0.00091605+0.0021295i,-0.000871+0.0022113i,-0.00031664+0.0017941i,0.00040162+0.00080031i,-0.00022825-0.00010564i,-0.00035681-0.00018236i,0.00041248+0.00025141i,0.00024577+9.0601e-05i,1.8373e-07-5.2019e-05i,0.00063467+0.00048291i,0.00046365+0.00067891i,-0.00075193+8.6929e-05i,-0.0008543-0.00074536i,-0.00033588-0.00063227i,0.0003964+7.761e-05i,0.00035575+0.0006219i,-0.0001666+0.00016321i,-0.00013046-0.00019762i,1.0657e-05-3.5664e-05i
0.0010717-5.4559e-05i,0.0015266-0.00098281i,0.0015939-0.0015319i,0.0011376-0.00065676i,0.0010729+0.0010485i,0.0010345+0.0018084i,0.00031478+0.00072733i,-0.00028244+0.00021071i,-0.00012618+0.00020227i,8.3297e-05+0.00041012i,0.00022661+0.0004498i,-5.2553e-06+0.00035514i,-0.00020491+0.00075913i,-0.00069386+0.0012808i,-0.00029939+0.0008546i,0.00043688+0.00018073i,0.00045603-0.00019599i,5.4393e-05+0.00017843i,5.0715e-05+0.00014314i,0.00093424+0.00018918i,0.00045482+0.0004842i,-0.00080139+0.0003221i,-0.00085955-0.00026783i
