-0.0052664+0.0020483i,-0.0033761+0.0020638i,-0.0032391+0.0015838i,-0.0027181+0.00015773i,-0.001935+0.00063441i,-0.0016749+0.0022771i,-0.00056357+0.0023871i,0.00090307+0.002099i,0.0017855+0.0014174i,0.0019649+0.00065449i,0.0011791+0.00021396i,0.00048219-0.00047744i,0.00087965-0.00097941i,0.00027317-0.0012556i,-0.00056534-0.0013412i,-0.00070833-0.00027937i,-0.00072136+9.5209e-05i,0.00034923+3.2446e-05i,0.00059933+0.00015371i,1.4667e-05-0.00065927i,-7.3322e-05-0.00093147i,-0.00052965-0.00035684i,-0.00064467-3.6714e-05i
-0.00095883-0.001505i,-0.0014214-0.00090571i,-0.0013252-0.00067363i,-0.0012423-0.00098931i,-0.0015731-0.00098113i,-0.00089233-0.00041316i,-0.00024456+1.6306e-05i,-0.000421+0.00037892i,-0.00059599+3.2492e-05i,-0.00039093-3.1326e-05i,-2.7582e-05+0.00098877i,0.00016553+0.0016332i,0.00037921+0.00078037i,0.00069996+0.00023084i,6.5079e-05+0.00097221i,-0.00015031+0.0011006i,-0.00095861+0.0010625i,-0.001341+0.00073656i,-5.3257e-05+0.0005035i,0.00024526+0.0010148i,0.00057031+0.0007733i,0.0010928+0.00023119i,0.00084237+0.00015984i
0.00084255+0.00037206i,0.00012097-0.00099706i,-0.00055968-0.0015846i,-0.0011279-0.0010184i,-0.0013745+0.00032715i,-0.0011548+0.0012387i,-0.00023182+0.0020747i,8.9279e-05+0.0022913i,0.00041062+0.0017344i,0.00099042+0.00096434i,0.00096605+0.00051282i,-7.2978e-05-3.8762e-05i,-0.00066307-0.00039976i,-0.00026278+0.0001182i,-0.00037301+0.00048909i,-0.00075703-9.0938e-05i,-0.00096609-0.00092162i,-0.00085441-0.00089257i,-0.00014175-0.00093393i,0.00083206-0.00086532i,0.00069662+0.00024829i,-0.00029546+0.00069068i,-0.00037034+0.00052703i
0.00013048-0.000488i,0.0011188-0.0014364i,0.00086743-0.0013195i,-0.0004224-0.00076226i,-0.0013969-0.00014423i,-0.0021305+0.00049182i,-0.0025644+0.0002292i,-0.0020936-0.00035753i,-0.0011028-0.00025646i,-8.142e-05-0.00028755i,0.00044996-0.00024253i,0.00068859+0.00027713i,0.0011086+0.0012892i,0.00089391+0.0016983i,1.8145e-05+0.0013124i,-0.00024109+0.00056486i,0.00060477+0.00048954i,0.00083836+0.0006189i,0.00043438+0.00060007i,0.00043641+0.00072227i,0.00037483+0.00046626i,4.1862e-05-0.00025885i,-0.00047613-0.00056735i
-0.00020957+0.00011006i,-0.0014061-0.0004962i,-0.001638-0.00068675i,-0.0014439-0.00073952i,-0.0010082-0.00082546i,-0.0010629-0.0006753i,-0.00072851-0.00043041i,0.00032068+0.0001182i,0.00088461+0.0006656i,0.00086352+0.0011481i,0.00012728+0.00059148i,8.9069e-05-0.00042783i,0.0002381+3.9738e-05i,-0.00020916+0.00025028i,-0.00084954-0.00014943i,-0.00080165-0.00051939i,-0.00059668-0.00020736i,-0.001223-0.00017882i,-0.00075208-0.00031716i,0.00037242-1.0555e-05i,0.00086853+0.00013706i,0.0011338-0.00025286i,0.0011313-0.00095152i
0.00083885+0.00094852i,0.00065103+0.0016037i,0.00062578+0.001348i,-0.00023047+0.00047437i,-0.00055938-7.137e-05i,-0.00047839+0.00029262i,-0.00079163+0.00098476i,-0.0011754+0.00085826i,-0.0018178+0.0007881i,-0.0015606+0.00079703i,-0.00081902+0.0001462i,-0.00018364-0.00033461i,0.00066653-0.00041004i,0.0011813-0.00031785i,0.00087073-0.00066314i,0.00040536-0.0010853i,0.00036412-0.00088012i,0.00034549+0.000298i,4.2935e-05+0.0010754i,9.7637e-05+0.0011059i,0.00044991+0.00054511i,0.00045621-0.00015552i,-0.00016162+0.00035448i
-0.0016177-0.0015658i,-0.0015455-0.00079897i,-0.0021908-0.00036368i,-0.002177+0.00022853i,-0.0019583+0.00060922i,-0.0011361+0.0012281i,-0.00074689+0.00052088i,-0.00074738-0.00077847i,-0.00011759-0.0010252i,0.00028035-0.00033725i,-0.00034609-3.4151e-05i,-0.00071993+0.00013383i,-0.00044234+0.00082273i,-4.9401e-05+0.0016072i,-0.0002597+0.0016345i,-0.00051778+0.00095595i,-0.00037551+0.00047878i,-0.00087058-4.7547e-05i,-0.0010602-0.00043659i,-0.00080252-8.5036e-05i,-0.00043519+4.9675e-05i,0.00022869+8.3549e-05i,0.00047597+0.000179i
0.0025613+0.00063515i,0.0021361-0.00081106i,0.0014229-0.0017858i,0.00031194-0.0017184i,-0.00040305-0.0016797i,-0.0011104-0.0011172i,-0.00097748-0.00059136i,-0.001128-0.00010365i,-0.0013859+0.00097316i,-0.00082886+0.0012277i,-0.00032631+0.00066384i,-0.00046768+3.3012e-05i,-0.00055285-0.00047702i,0.00043407-0.00058965i,0.00080065-0.00052658i,0.00030338-0.0011735i,0.00035164-0.0011992i,0.00045333-0.00087564i,0.00033504-0.00025034i,-0.00011757+3.9142e-05i,-0.00031999+0.00026366i,-8.7406e-05+0.00017726i,-9.4468e-05+0.00029351i
-0.0016442+0.0010683i,-0.0012336+0.0011543i,-0.00074374+0.0015303i,-0.00010085+0.0010962i,0.00022359+0.0011189i,0.00070988+0.0013322i,0.00037484+0.00044897i,-0.00046735-3.4819e-05i,-0.00025599+0.00038017i,-0.00032899+0.0004361i,-0.00047275-0.00034165i,0.00013984-0.0014512i,-0.00073986-0.0014189i,-0.0011316-0.00057783i,-0.00060423+0.00043722i,-0.00086589+0.0013024i,-0.00042755+0.0012308i,0.00033742+0.0010585i,0.00048551+0.00078417i,0.00053049-0.00056464i,-0.00019272-0.00044655i,-0.00049791+0.00058116i,3.8813e-05+0.00042517i
-0.00020961-0.00063965i,-0.00085421-0.0015908i,-0.0010404-0.0021408i,-0.0010053-0.00064147i,-0.00097027+0.00063267i,-0.00071583+0.0012023i,-0.00080024+0.00081108i,-0.00099785+0.00016109i,-0.00035613-0.00014832i,-8.7289e-05-0.00021002i,-0.00052204-0.00024896i,-0.00020039-0.00050371i,-0.00010416-0.00080943i,-0.00064794-0.00033429i,-0.00065806-0.00016311i,-0.00040847-0.00077203i,-0.0011798-0.0011078i,-0.0013271-0.00068576i,-0.0009945-0.00030559i,-0.0010145-0.00018278i,-0.00027836+0.00020379i,4.8684e-05+0.00041657i,0.00020177+0.00033102i
0.002072+0.0015282i,0.00073243+0.0009535i,0.00051343+0.0012632i,0.00085675+0.00054254i,0.00019555-6.0857e-05i,-0.00023138+0.00024606i,-0.00047965+0.00038046i,-5.7912e-05+0.00027786i,0.00079146-0.00074325i,0.00027691-0.0020765i,0.000126-0.0014121i,0.00083002-0.00018965i,0.00096986+0.00017869i,0.00086861+0.00050317i,0.00011066+0.00034174i,0.00065055+0.00067676i,0.00097382+0.00083744i,0.00048473+0.0003697i,0.00069791+0.00012847i,0.00022225-0.00021558i,-0.00021535-0.00036357i,-0.00053053-0.0001219i,-0.00065747-5.1264e-05i
0.00019145-0.00068542i,-0.0013034-0.0005215i,-0.0021663-0.00090149i,-0.0021185-0.0013748i,-0.0010144-0.0013294i,-0.00061033-0.0010977i,-0.00083873-0.00091413i,-0.00075536-0.00040469i,-0.00063763+0.0004862i,-0.00095965+0.0011375i,-0.0003826+0.00078079i,0.0003263-0.00051191i,-0.0002548-0.00042946i,-0.00054661+0.00045995i,-0.00061697+0.00019358i,-0.000985+0.00031406i,-0.0015016+0.0010531i,-0.00084856+0.001092i,-1.3202e-05+0.00076326i,-0.00035626+0.0013878i,-0.00025723+0.00052134i,0.00034088-9.1966e-05i,0.00037759-6.0287e-05i
0.00098528-0.0021684i,-0.0001435-0.0016603i,-0.0015918-0.0019836i,-0.0020347-0.0023148i,-0.0016447-0.0014004i,-0.0014173+0.00011482i,-0.0014022+0.0010217i,-0.00088109+0.00029566i,-0.00061025+0.00029152i,-0.0010923+0.0013754i,-0.00027633+0.0013147i,0.00088386+0.00011121i,0.00067622-0.00046235i,0.00030253-0.00011949i,0.00011009-0.00053252i,-0.00039022-0.0014148i,-0.00022637-0.0022603i,-0.00021465-0.0016596i,-0.00031623-0.00074524i,-0.00017857-0.00077354i,-0.00056287-0.00049393i,-0.00086726+0.00010195i,-0.00012437+0.0010881i
0.00021827+0.00052816i,-0.00060476+0.0012275i,-0.0018505+0.00102i,-0.0031568-0.00023036i,-0.0034679-0.0010258i,-0.0023472+0.00016215i,-0.0012572+0.00074145i,-0.00053342+0.00023211i,-0.00032505+5.3231e-05i,-0.00077671+0.00026469i,-0.00050147+9.3375e-05i,0.00045477-0.00014408i,0.00098189+0.00050193i,0.00050433+0.0013316i,-0.00055255+0.0014041i,-0.0011226+0.0013995i,-0.00035652+0.0014179i,0.00045093+0.001301i,0.00024187+0.00036258i,0.00069303-0.0001892i,0.0012948-0.00012783i,0.00069248+7.9894e-05i,0.00022577+6.303e-05i
-0.00010828-0.0013555i,-0.00078681-0.0012475i,-0.0015935-0.001603i,-0.0023008-0.001717i,-0.0014551-0.0014809i,-0.0010211-0.0010265i,-1.9718e-05-0.00039058i,0.00023425+0.00028319i,-3.9942e-05+0.00043536i,0.00058166+0.00020171i,0.0011085+0.00041468i,0.00052324+0.00029851i,-0.00062265-0.00070494i,-0.0010669-0.00084089i,-0.00049689-0.00095521i,4.8463e-05-0.0010215i,-0.00054054-0.00080429i,-0.00076033-0.00037668i,-0.00017398-0.00013386i,-0.00067628-0.00019392i,-0.0013939-0.00027782i,-0.001044-0.00046167i,-0.00084945+8.1184e-05i
0.00033205+0.0014813i,-0.00030552+0.0018889i,-0.0013515+0.0011132i,-0.001468+0.0011716i,-0.0016026+0.0019585i,-0.0010351+0.0014298i,-0.00025976+0.00094026i,-0.00056965+0.00060817i,-0.00047604-0.00043004i,-0.00020193-0.0008425i,-0.00044166-0.00035127i,-0.00014021-0.00023502i,0.00060051-0.00016661i,0.00077326-0.00032042i,0.00026833+0.00050405i,-2.1129e-05+0.00095724i,-0.00035986+0.000142i,-0.00040303-0.00048009i,-1.8874e-05-0.00048977i,0.00024573-0.00018537i,0.00041182+4.8747e-05i,0.0010048-0.00059581i,0.0006473-0.00088883i
-7.6098e-05-0.0033842i,-0.0016731-0.0026012i,-0.0023603-0.0025293i,-0.0025939-0.0017565i,-0.0025274-7.8302e-05i,-0.0016345+0.00081815i,-0.0009467+0.00076388i,-0.00070953+0.00076278i,-0.00025477+6.5035e-05i,-0.00048446-0.00047203i,-0.00091478-0.00050996i,-0.00083467-0.00068514i,-0.0010361-0.00031979i,-0.0010905+0.00038386i,-0.00044069+0.00061743i,-0.00026511+0.00064581i,-0.00025203+0.00067569i,0.00026664+0.00043837i,0.0012041+0.00029418i,0.0011533+4.9034e-05i,3.619e-05-0.00011141i,1.325e-05-0.00042628i,0.0010188-0.00030836i
0.0021835-0.0018955i,0.00011653-0.0021648i,-0.001199-0.0025659i,-0.0023461-0.0029794i,-0.0023931-0.0024327i,-0.001256-0.00067971i,-0.00053037+0.00088231i,-0.00060485+0.0010395i,-0.00095275+0.00015192i,-0.00052859-0.00071448i,-0.00017151-0.00049243i,-0.00015237+0.00032995i,-0.00014625+0.00055962i,0.00018463+0.00010158i,0.00072241-0.00021327i,0.0010003-0.00012448i,0.00052897-0.00048688i,0.00029173-0.00092204i,0.00055849-0.00066434i,0.00013386+2.2146e-05i,-0.00048078-3.8674e-05i,-0.00038221-0.00048355i,-0.00078013-0.00041135i
-0.0006085+0.0020381i,5.111e-05+0.0011075i,-0.00054662+5.0777e-05i,-0.00066921-0.00080304i,0.00029367-0.0019491i,0.00011044-0.0018617i,-0.00025812-0.00037626i,0.00023183+4.3298e-05i,0.00066281-0.00054203i,0.00070277-0.00017735i,8.5525e-05+0.00070637i,2.9372e-05+0.0010354i,0.00019008+0.0009314i,-0.00026505+0.00053196i,-0.0002867+0.0008867i,-0.00089189+0.0015976i,-0.0013286+0.00080441i,-0.00074962-0.0006492i,-0.00014143-0.00081403i,0.00042134+0.00012558i,0.0006239+0.00091877i,0.00063569+0.00095848i,-0.00010188+0.0010687i
-0.0022371-0.00073819i,-0.0013783-0.00017578i,-0.0007896+2.6137e-05i,-0.0015739+3.5957e-05i,-0.0020584+0.00061267i,-0.001571+0.00092688i,-0.00053766+0.0008825i,-0.00068326+0.00066674i,-0.00087438+0.0004241i,-0.00025902+0.00037278i,-0.00025586+0.00038861i,-0.00019433-0.00056545i,1.135e-05-0.00081555i,-0.00056384-0.00021233i,-0.0009346-0.00020522i,-0.00050152-0.0001081i,-0.00029557-6.5671e-05i,-0.00062967-0.00023587i,-0.0012976-0.00014016i,-0.0014515-0.00047655i,-0.0009694-0.00057636i,-0.00080637-1.5422e-05i,-0.00054973-0.0002717i
0.0011681+0.00051147i,-0.00061218-0.0010796i,-0.0010109-0.00070021i,-0.0014771-0.00016518i,-0.0022231-0.00067759i,-0.001776-0.00079514i,-0.00076302-0.00018607i,-0.00078471+0.0002077i,-0.0011633-0.00015905i,-0.00056969-0.00065693i,0.00026998-0.00034773i,0.00034559-8.9279e-05i,0.00017731+0.00070277i,-0.00021018+0.0014309i,-0.00059142+0.0014243i,-0.0005642+0.00092681i,-0.00074702+0.00033778i,-0.00060237+0.00052917i,-6.6902e-06+0.00028638i,0.0007504-0.00028906i,0.0010612-0.00039677i,0.00063818-0.00018086i,0.0004323+0.00051821i
0.00087886+0.00036451i,0.00053304-0.00076549i,-7.9298e-05-0.00096226i,-0.0003615-0.0016177i,-0.00092166-0.0011677i,-0.0011725-0.00032425i,-0.00097477+0.00026362i,-0.00081674+0.00038588i,-0.000598+0.00034452i,0.00011767-3.7798e-05i,0.00038207-0.00040832i,-0.00028471-0.00087678i,-0.0010888-0.0006335i,-0.0013433-0.00014927i,-0.00062842-0.00040128i,-0.00016513-0.000151i,-0.00050998-5.0216e-05i,-0.00039727+0.0001139i,-0.00024909+0.00067208i,-0.00010079+0.00067078i,0.00063668+0.000162i,0.00083842-0.00037454i,0.00021703-0.00082437i
0.00090249-0.00016946i,8.5458e-05-0.00076022i,-0.0010345-0.00086891i,-0.00073338-6.4342e-05i,-0.00016595+0.0002674i,0.00033225+0.00068563i,0.00028547+0.00070981i,-0.00052423+0.00038697i,-0.00072984+0.00069603i,-0.00027269+0.00039036i,6.1421e-05-0.0004036i,0.00036477-0.00032161i,0.0013519+0.0002158i,0.0017581+0.00033129i,0.00090866+7.0896e-05i,0.00025323+4.6427e-05i,0.00063969-0.00042276i,0.0009889-0.00070775i,0.00049861-0.000308i,9.9501e-05+0.00041173i,0.00034561+0.00030587i,6.5678e-06-0.00086712i,-0.00063005-0.0010423i
-0.00086662-0.001718i,-0.00063625-0.00091167i,-0.0015782-0.001638i,-0.0024227-0.0013766i,-0.0027924-0.00046844i,-0.0023591-0.00043729i,-0.0013215-0.00070337i,-0.0010765-0.0008121i,0.00012435-0.00036556i,0.00050893+0.00026341i,-0.00049719+0.00048669i,-0.00039172+0.00069208i,-0.00026295+0.0012546i,-0.00082473+0.001176i,-0.0011565+0.00080329i,-0.0010078+0.00061741i,-0.00043615+0.00083651i,-0.00050338+0.0011346i,-0.00050725+0.0010679i,-0.00012739+0.00010533i,-0.00015861-0.00079412i,0.00022822-0.00070701i,-0.0003244-0.00079109i
0.00029261-0.000548i,-0.00021065-0.0011557i,-0.00091075-0.0016283i,-0.0021119-0.0015938i,-0.0016012-0.0012378i,-0.00068307-0.00060039i,-0.00064717+8.7223e-05i,-0.00045697+7.199e-05i,-6.8174e-05-0.00069178i,3.9754e-05-0.0011416i,0.00032684-0.0014374i,5.5468e-05-0.0013336i,-0.00033343-0.00094213i,-0.00061459-0.00027766i,-0.00048527+6.934e-05i,-6.6211e-05-0.00019553i,-6.22e-05-0.00071115i,-0.00022743-9.1908e-05i,0.00011304+0.00080389i,0.00063706+0.00027379i,0.00031328-0.00049499i,0.00030307-0.00057864i,0.00096703-0.0005409i
-0.0020643+0.00074479i,-0.0002888-0.0003351i,-0.00016649+0.00034513i,-0.00012666+0.00055287i,0.00021889+0.0010424i,-2.1106e-06+0.0009889i,-0.00033795+0.00049893i,-0.00044064+0.00042915i,-1.9136e-05-0.00037693i,-0.0001432-0.00035918i,0.00012265+0.00039091i,0.00050526+0.00016281i,4.7816e-05+5.8134e-07i,0.00024684+2.9148e-05i,0.00092735+0.00021304i,0.00091296+0.0010562i,0.0011939+0.0010662i,0.0016151+0.0011326i,0.0012943+0.00098068i,0.00048287-0.00019747i,0.00032621-0.00043131i,0.00029635-0.00019303i,-0.00019703-5.7696e-05i
0.0013971-0.00059204i,-0.00019892-0.0014804i,-0.0019565-0.0016487i,-0.0017667-0.0017736i,-0.0015927-0.0016397i,-0.0021111-0.001373i,-0.0018801-0.00075707i,-0.0013923+0.00019569i,-0.00080663+0.00099772i,-0.00063663+0.0010471i,-0.0011144+2.4678e-05i,-0.0015365-0.00052691i,-0.0015245-0.00023645i,-0.00065238+4.0182e-05i,-4.1204e-05+0.00029018i,-0.00066581-0.00014135i,-0.00073861-0.00040283i,0.00025433-0.00017047i,0.00047041-8.8399e-06i,-0.00036937-8.8667e-05i,-0.00040061+0.00053753i,-2.2309e-05+0.00069197i,-0.00074692-6.6901e-05i
0.001822-0.0013193i,6.1346e-05-0.0002381i,-0.0015901-0.00060225i,-0.0023688-0.0011187i,-0.0025965-0.0013034i,-0.0018771-0.0015202i,-0.00091516-0.00030099i,-0.00040316+0.00047316i,-0.00013772+0.0004246i,0.00061545+0.00025155i,0.00050326-0.00042577i,-6.3908e-05-0.00063005i,0.00037812-8.368e-05i,-7.6682e-05+0.00047297i,-0.00060161+0.00022381i,-0.00093253+0.00025038i,-0.00096713+0.00023595i,3.8813e-05-0.00025315i,0.00083283-0.00040133i,0.00039862-0.00042655i,6.3378e-05-0.00073988i,0.00044732-0.00033343i,5.4923e-05-0.00022998i
0.002556-0.0012555i,0.0019887-0.0019923i,0.00053891-0.0014095i,-0.00059548-0.0018452i,-0.00092964-0.0023226i,-0.0012546-0.0019023i,-0.00078918-0.0011271i,7.5631e-05+0.00023018i,0.00060456+0.00059423i,0.0010973+6.5403e-05i,0.00073565+0.00023837i,-0.00037446-0.00026716i,-0.001046-0.00035616i,-0.001384+0.00054935i,-0.0011233+0.00075438i,-0.0010929+0.00017013i,-0.00098047+0.00055167i,-2.4472e-05+0.00079572i,0.00036036+0.00013532i,0.00028544-0.00034376i,-0.00010381-9.3548e-05i,-5.9674e-05+0.00032451i,-1.5527e-05-0.00043664i
-0.0032355+0.00097597i,-0.0022868+0.0017758i,-0.00091992+0.0017483i,-0.00051851+0.0016803i,-0.00092562+0.0021119i,-0.00096743+0.0021854i,-0.00049993+0.0017007i,-0.00039753+0.0016012i,-0.00099957+0.00062124i,-0.0010862-0.0012961i,-0.00021357-0.0013584i,0.00022549-0.00090066i,0.00056643-0.00053389i,0.00024895-0.00054762i,-3.6431e-06-0.0006911i,3.6638e-05-0.00050473i,-0.00064993+7.0212e-05i,-0.0008385+0.00055236i,-0.0013267+0.00045792i,-0.001494+0.0002606i,-0.00094598+0.00025301i,-0.00076404+0.00048961i,-0.00029833+0.00040368i
-1.631e-05-0.00037469i,-0.0013907-0.0010595i,-0.0013883-0.00093436i,-0.00040185-0.00081472i,0.00034318-0.00086692i,0.00015775-0.00090863i,-0.00065048-0.0012712i,-0.00060651-0.0013605i,0.00024951-0.0010474i,0.0011011-0.00033078i,0.0015321+0.00058454i,0.0013041-4.1538e-05i,0.00036979-0.0004424i,-0.00016271+0.00038371i,6.405e-05+0.00047187i,0.00036809-8.6593e-05i,-2.3631e-05+5.5581e-05i,-0.00013945-8.5981e-06i,0.00024706-0.00038246i,0.00065997-0.00022436i,0.00085127-0.00032112i,0.00077546-0.00049584i,0.00077836+2.1806e-06i
0.0023797+0.0012842i,0.0020215-3.8217e-05i,0.0017221-0.0013888i,0.0013562-0.0020631i,0.00031359-0.0023146i,-0.0006333-0.0018331i,-0.0011726-0.00062284i,-0.0011447-0.00014013i,-0.00044802-0.00067153i,-0.00016637-0.00029391i,-0.00019793-0.00022839i,-0.00016378-0.00069903i,-0.00057222-0.00014055i,-0.00059247+0.00031996i,-0.00035562-1.8573e-05i,-0.00035718-0.0001822i,-0.00016443-0.00030862i,0.00031478-0.00012115i,0.00067191+0.00050682i,0.00027759+5.0855e-05i,-0.00025909+0.00010216i,-0.00050535+9.9261e-05i,-0.00036244-0.00052557i
-0.0022105-0.00084641i,-0.0016812-0.00062251i,-0.0020758-5.6832e-05i,-0.0016195-0.00022267i,-0.00072507-4.8284e-05i,-0.00038061-0.00012865i,-0.00034884+0.00017537i,-0.00015242+0.00067459i,-6.9623e-05+0.00042176i,-0.00026586+4.8655e-05i,0.00020182+9.5558e-05i,0.0010697+0.00065194i,0.00095101+0.0013456i,0.00025903+0.00067396i,6.5872e-05+8.7319e-05i,-0.00020345-0.00032306i,-0.00076968-0.00021456i,-0.00077132-0.00018199i,-0.00043519-0.0011277i,-0.00058508-0.0012728i,-0.0016121-0.0010332i,-0.001207-0.0010365i,-0.00026606-0.00038627i
-0.00073361+0.00086207i,-0.00045994+0.00039751i,-0.00040489+0.00015271i,-0.0012038-0.00073898i,-0.0015052-0.00099195i,-0.0013167-0.00051904i,-0.0013783+0.00019784i,-0.0014716+0.00073263i,-0.00093129+0.00058758i,-0.00081587+0.00082668i,-0.0014381+0.00040342i,-0.0013029-0.00024862i,-0.00071016+0.0002897i,-0.00020635+0.00018091i,-0.00028349-0.00020696i,-0.00073787+0.0002078i,-0.00081244+5.8848e-05i,-0.00072297-0.00027841i,-0.00041763-0.00017296i,-9.7051e-05+0.00031376i,-0.00015786+0.00076139i,0.00011943+0.00060251i,0.00026465+0.00077858i
0.00054867-0.00015989i,0.0014103-0.00056941i,0.00114-0.00078242i,-0.00028366-0.00035737i,-0.00056652-0.00021057i,-0.00012792-0.00068098i,-0.00062636-0.00048961i,-0.00032019-6.1289e-05i,0.0006877-0.00053615i,0.00093899-0.0015893i,0.0012453-0.0024381i,0.001111-0.0015079i,0.0004955+0.00014155i,-0.00015252+0.00012972i,-0.00015375+3.9626e-06i,-6.4731e-05-0.0001945i,-0.00042943-0.00051717i,-0.00071645+7.3358e-05i,-0.00054398-7.7464e-05i,-0.0011423+7.2512e-05i,-0.0016626+8.3398e-05i,-0.00069655-0.00065318i,0.00044442-0.00068876i
-0.0011648-0.0020175i,-0.0021017-0.00084027i,-0.0015453-0.00104i,-0.00082814-0.0010415i,-0.0011859-0.00023518i,-0.0010002+0.0001789i,-0.00012031+0.00044648i,0.00037217+0.0011502i,0.00071891+0.00058238i,0.00044361+0.00016406i,-0.00011836+0.00050395i,-0.00044086+0.00025082i,-0.00026626+0.00056111i,0.00030613+0.0010302i,0.00012011+0.00097891i,-0.00016658+0.00032281i,0.0006742-2.6572e-05i,0.0009744+0.00028458i,7.4494e-05+0.00012248i,0.00033546-6.2702e-06i,0.00076284-0.00022546i,0.00035696-0.00029892i,0.00072785+1.0107e-05i
-0.00078295+0.00022694i,-0.0005847-0.00074139i,-0.00088857-0.00096701i,-0.00067938-0.00066358i,-0.00099148-0.00079465i,-0.00088432-0.00090903i,-0.00059876-3.2497e-05i,-0.00081935-2.6858e-06i,-0.0007801-0.0010814i,-0.00087291-0.00132i,-0.001235-0.00080682i,-0.00091462-0.0016557i,0.00011686-0.0020805i,0.00052432-0.00056059i,0.0003057-0.0001114i,-0.0006047+7.6828e-05i,-0.0008454+0.00077705i,-0.00029131+0.00065352i,-0.00022347+0.00039771i,0.00034265+8.5727e-05i,0.00037108-0.00029958i,-6.2987e-05-0.0002137i,8.9046e-05-7.0793e-06i
4.6485e-05+0.00015968i,-0.0010534-5.6533e-05i,-0.0014493-0.0012881i,-0.0011555-0.00084805i,-0.00090929-0.00021608i,-0.000446-0.00037634i,-0.00094075-0.0003177i,-0.0006677-4.0926e-05i,0.00059957+0.000343i,0.00057052+0.00020389i,0.00040618+0.00031821i,0.00070422+0.00076643i,0.0001302+0.00097676i,0.00014757+0.00055777i,0.00044049+2.4043e-05i,7.1403e-05-0.00036589i,0.00011864+0.0002166i,-0.00053306+0.00051798i,-0.00094194+0.00054588i,-0.00050399+0.00030469i,-0.00079685-0.00010123i,-0.00093567+0.00058595i,-0.00015694+0.0011484i
-0.00082395-0.00087274i,5.6007e-05-0.0016792i,-0.00037653-0.0020902i,-0.00081009-0.0010702i,-0.001209+0.00063211i,-0.00063698+0.0015318i,0.00020018+0.0013383i,-6.7735e-06+0.00070667i,-0.00031267+0.0010377i,-0.00046327+0.0010893i,-0.00017763+0.0010153i,-0.00044417+0.00036414i,-0.0008505-0.00032562i,-0.00014841-0.0002226i,-7.0343e-05+0.00021922i,-0.00011488+0.0013907i,-3.9225e-05+0.0014583i,6.9305e-05+0.00061095i,-0.00015694+0.00020723i,-0.00021505+0.00080414i,-9.6971e-05+0.00042978i,2.6409e-05-0.00027646i,-0.0002834-0.00027536i
0.0012504-0.0010253i,0.00089186-0.0015121i,0.00023631-0.0013041i,-0.001187-0.0008078i,-0.0014593-0.00045872i,-0.00046091+0.00022446i,-0.00064754+0.00047685i,-0.0016245-0.00017536i,-0.0015888-0.00069858i,-0.00099519-0.0003324i,-0.00018297-0.00057262i,0.00039565-0.0010988i,0.00013948-0.00072527i,0.00015481+0.00023791i,0.00022953+0.00016288i,0.00041149-0.00081636i,0.00024404-0.00083327i,-0.00024657-0.00022455i,-8.7433e-05-3.7775e-05i,-0.00022027-6.02e-05i,-0.00022042+0.00018935i,0.0002795+0.00049182i,0.00089759+0.00044052i
0.0018645-0.00048393i,-0.00040936-0.001307i,-0.00088483-0.0021561i,-0.0015915-0.0023095i,-0.0013134-0.0027673i,-0.00064992-0.0017907i,-0.00045218+0.00020456i,0.00035279+0.00095315i,0.00054696+0.0010579i,0.00010183+0.00049396i,0.00025029+0.00035878i,-0.00011411+0.00096223i,-0.00073143+0.00060007i,-0.00021982+0.00023462i,0.00055175+0.00057504i,0.00041196+0.00049077i,1.2437e-05-0.00032259i,-0.0002143-0.00063769i,7.4949e-05-0.00070563i,0.00023172-0.00034042i,-0.00030462+0.00032423i,-0.00035105+0.00067317i,-0.00033549+0.00033713i
0.00062414+0.0005619i,0.0010391+0.00060912i,0.00049569+0.00061477i,-0.00070486+0.00050823i,-0.0016618-0.00059422i,-0.0021773-0.0010833i,-0.0018833-0.00097367i,-0.00090751-0.00093725i,-0.00033177-0.0012725i,-0.00036181-0.0018811i,-0.0010543-0.001738i,-0.00081037-0.0013064i,-6.8982e-05-0.0010352i,2.2483e-05-0.00065912i,0.00017129-0.00090471i,-0.00062306-0.0010146i,-0.0010953-0.00054228i,-0.00093928-0.00029427i,-0.0003273-0.00035669i,0.00027944+0.00011935i,0.0006178+0.00056342i,0.00028635+4.9467e-05i,-0.0009303-0.0011447i
-0.0007031-0.0010209i,-0.0018572-0.001241i,-0.0015133-0.001025i,-0.00091173-0.000782i,-0.00044972-0.00018831i,0.00024888+7.0617e-05i,0.00015185+0.0001871i,-0.00041018-4.6883e-06i,0.0002218-1.694e-06i,0.00092743+0.00061417i,0.0011023+0.00037409i,0.00042545+0.00021998i,-0.00050433+0.0006179i,-0.00055089+0.000571i,-0.00080746+0.00049738i,-0.00053863+0.0002763i,0.00012302-0.00026713i,8.0094e-05-2.4035e-05i,-6.2741e-06+0.00017723i,-0.00057725-0.0011524i,-0.00022865-0.0014587i,8.4767e-05+0.00043619i,-0.00068172+0.00087933i
