-0.0014255-0.00023618i,0.00035244-0.00011015i,0.00072572+0.00098355i,0.00039586+0.0009792i,-3.605e-05+0.00025467i,0.00089412+0.0006022i,0.0012199+0.0006135i,0.00047613+4.6195e-05i,0.00047093+0.00011323i,0.00082073+0.00070837i,0.00079779+0.00080118i,0.00034371-0.00020989i,0.00025032-0.0011284i,0.00038763-0.0011973i,0.00068534-0.00090021i,0.00017105-0.00047552i,-0.00041283-0.00057527i,-9.9066e-06-0.00072951i,0.00044632-0.00042727i,0.00059404+6.1168e-05i,4.1887e-05+0.00028447i,-0.00047807+0.00048925i,-0.00085106+0.00054215i
0.0023465+0.0021594i,0.0017963+0.0013215i,0.001684+0.00035859i,0.00096804-0.00022049i,0.00060472+9.3746e-05i,0.00043361+0.00025452i,0.00037204-0.00010624i,7.5683e-05-5.0419e-05i,-5.8319e-05-0.00033892i,0.00015322-0.00097732i,-0.00034196-0.00021695i,-0.00083086+0.0010194i,-0.00036863+0.00097991i,-0.00063432+0.0011164i,-0.0013818+0.0015988i,-0.0015248+0.0011353i,-0.0012035+0.00010084i,-0.00028773-0.000436i,0.00027317-0.00042243i,0.00017429-0.00069685i,0.00044342-0.00084074i,0.00011121-0.00038051i,-7.9813e-05-0.00030617i
-0.00084216+0.00031792i,-0.00048399+0.00028046i,-0.0010208-0.00012666i,-0.0012336-0.00054589i,-0.00034398-0.00071965i,0.00053313-0.00038874i,0.00093574+9.9284e-05i,0.0015199-6.9282e-05i,0.0014757-0.00091961i,0.00069276-0.0013402i,-0.00027328-0.00060994i,-0.00063937-0.00011985i,-0.00018558-0.00029913i,-0.00041977-0.00014281i,-0.0008613+0.00023797i,-0.00063998+0.00015755i,0.00023737+5.2427e-05i,2.3376e-05-4.0588e-05i,-0.00090304-8.6991e-05i,-0.00053737+4.1741e-05i,-0.0001431+0.00041664i,0.00039909+0.00023349i,0.00049171+4.0606e-05i
-0.0016383-0.00075858i,-0.0013226-0.00090446i,0.0002134-0.00026436i,0.00071969+0.001319i,2.0884e-06+0.0020753i,-6.4857e-05+0.0011477i,0.00013056+0.00023661i,-0.00026246-0.00010406i,-0.00020173+0.00046985i,0.00020241+0.00053098i,-0.00031608-0.00022444i,-0.00035496+3.4895e-06i,0.00083509-0.00015947i,0.0010599-0.00088001i,0.00017628-0.00066073i,-0.001088-0.00049118i,-0.00065873-0.00076501i,0.00046418-0.00031684i,4.0163e-05+0.00027569i,-0.00072174-0.00037543i,-0.00042254-0.0010365i,-0.00035257+6.9679e-07i,-0.00070047+0.00073954i
-4.7394e-05-0.0015022i,-0.00092929-0.0023215i,-0.0017485-0.0019211i,-0.0011444-0.0012375i,1.4882e-05-0.00063736i,0.00042865+0.00078457i,-0.00017895+0.0005909i,-0.00056963-0.00013325i,-0.00081362-0.00059465i,-0.00032231-0.00043082i,9.0939e-06+0.00020025i,-0.00038625+0.00081021i,-0.00050156+0.0011146i,0.00025316+0.00082505i,0.0004235-0.00044894i,0.00071861-0.0011396i,0.00089224-0.00072332i,0.00046284-0.00075723i,0.00046905-0.00035027i,0.00025049+0.00022897i,-6.6814e-05+0.00054043i,-0.00036326+0.0003279i,-0.0003204+0.00021164i
-0.00043594-0.00077723i,-0.00084717+0.001254i,-0.00053689+0.0024177i,0.00090351+0.0022658i,0.001119+0.0021949i,0.00068966+0.0021034i,0.00092887+0.00053676i,0.00051825-0.00074336i,-0.00084596-0.0010972i,-0.0010372-0.0006102i,-0.00057244-9.6191e-05i,-8.7605e-05+4.0517e-05i,-7.2978e-05-7.2315e-05i,0.00015999-0.00037955i,0.0006519-0.0004429i,0.00070012-0.00050718i,0.00068295-0.00034099i,0.00034136-0.00010781i,-0.00024874+0.00029278i,-0.00046139+0.00048679i,-0.00034394+4.7812e-06i,2.012e-05-8.2709e-05i,0.0011737+0.00060545i
-0.00061036-0.0025602i,-0.0020043-0.0010652i,-0.0030607-0.0007111i,-0.0028416-0.00057426i,-0.0015545-0.0003291i,0.00037899-6.2857e-05i,0.001566+0.00017668i,0.0014438+0.00029299i,0.00053094-9.059e-05i,-0.00013843-0.00075936i,-0.0006653+2.801e-05i,-0.0010615+0.00090879i,-0.00020038+0.00044406i,0.0010673+0.00076351i,0.0010033+0.0012193i,0.00082587+9.118e-05i,0.00082211-0.0010524i,0.00078441-0.00062089i,0.0015365-3.5539e-05i,0.0010119-0.00018579i,-0.00023195-0.00051816i,-0.00058137-0.00029074i,5.7318e-05+0.0004494i
-0.00080807+0.000557i,-0.0016096+0.0002261i,-0.00080243-0.001319i,-0.00054475-0.0016678i,-0.0011916-0.0013732i,-0.0013792-0.0011774i,-0.00084301-0.0013019i,0.00064913-0.0014824i,0.00087256-0.00077316i,-1.3215e-05-0.00050088i,-0.00030233-0.00035932i,-0.00055458-0.00030075i,-0.00072779-0.0008504i,-0.00075223-0.00058195i,-0.00048326+0.00024217i,-7.8359e-05+0.00055336i,0.00043437+0.00059767i,0.00023332+0.00014581i,2.5155e-05-0.00086745i,0.00048504-0.00085871i,0.00074482-0.00022244i,0.00066328-0.00040944i,-8.0519e-05-0.00024046i
0.00026171-0.0015467i,0.00091709-0.0012936i,0.0011207-0.00071959i,0.00053216-0.00097019i,-0.00013882-0.00092219i,-0.00072929-0.00044907i,-0.00057527+0.00016657i,8.0652e-05+0.00026821i,0.00043426-0.00052243i,0.00010902-0.0007727i,0.00028651-0.00052615i,-0.00042115+0.00012017i,-0.0011915+0.00093608i,-0.0013867+0.00098718i,-0.0015733+0.00059982i,-0.001473+0.00018454i,-0.0014642-9.1051e-05i,-0.00074495+0.00010148i,0.00089811+0.00029755i,0.0015429+0.00029715i,0.0008582+0.00021698i,0.00040297+0.0003193i,0.00022641+1.0762e-05i
0.0012289+0.00035369i,0.00040889+0.00012517i,-0.00048381-2.3448e-05i,-0.001166+0.00013442i,-0.0010766+0.00027905i,-0.00046818+0.00093415i,0.00041854+0.00084589i,0.0015072+0.00015417i,0.00075619-0.00014847i,-0.00057658+0.00034762i,-0.00074342+0.00059925i,-0.00039689+0.00048797i,0.00080207+0.00026514i,0.0010576-9.0824e-05i,-0.00053473+0.00039786i,-0.0014097+0.00092427i,-0.00021433+0.0003246i,0.000405+2.6251e-05i,-4.6475e-05+0.00060845i,-0.00027106+0.00060155i,0.00027334+0.00058534i,9.4882e-05+0.00082035i,-0.00029054+0.00078155i
0.000904+0.0020115i,0.00024091+0.0017622i,0.00012736+5.6454e-05i,0.00044015-0.0012586i,0.00042951-0.00091291i,0.00068578-0.00016088i,5.212e-05+1.8794e-05i,-0.00071186-0.00031707i,-0.00074833-0.00073574i,-0.00054002-0.00026558i,-0.00048585+0.00057908i,-0.00075281+0.00080684i,-0.00065881+0.00092693i,-0.00072243+0.00092278i,-0.0016423-0.00019206i,-0.0014983-0.00044078i,-2.5427e-05-0.0003475i,0.00073082-0.00020921i,0.00088506+0.00012647i,0.0004766-0.00042752i,0.00035968-0.00074341i,0.00061353-0.0010154i,0.00045173-0.00076485i
-0.0016691-0.00028481i,-0.002128+0.001149i,-0.0013637+0.0014943i,-0.0010094+0.0011001i,-0.0013816+0.0001367i,-0.00073165-0.0010482i,0.00083646-0.0012549i,0.0012925-0.00098824i,-5.3319e-05-0.00076676i,-0.0011519-4.6204e-05i,-0.0014779-0.00032208i,-0.0007366-0.00069072i,-3.5121e-05-0.00041514i,0.00056299-0.00063631i,0.00078966-0.00062021i,0.00059457-0.0006907i,0.00044471-0.00044018i,0.00041676-6.1157e-05i,0.00050791-2.1536e-05i,0.00067848+0.00030768i,0.00099406+0.00074974i,0.001073+0.00073107i,0.00052836+0.00019077i
0.0016516-0.0025785i,0.0016952-0.0023837i,0.00014945-0.0021503i,-0.00091976-0.0011083i,-0.0013121+0.00012449i,-0.0002823+0.0013047i,0.00087566+0.0014592i,0.0011927+0.00020908i,0.0010915-0.00098063i,0.00027583-0.001133i,-0.00084235-0.00034468i,-0.00067472+9.3946e-05i,-0.00060193-0.00071151i,-0.0010604-0.00071345i,-0.00074461-4.5074e-05i,-0.00054676+0.00062218i,-0.00025259+0.0010756i,0.00064572+0.00057483i,0.00068051+0.00015127i,-0.00031669+7.2273e-05i,-0.00044843-0.00031461i,0.00031174+0.00018661i,0.00085976+0.00084878i
0.0011325-0.001989i,0.00084082-0.0012i,-0.00038687-0.0016079i,-0.00084462-0.001378i,-0.00047934-0.0004105i,0.00097489+0.00076646i,0.0013314+0.00068148i,0.00010196-0.0005571i,-0.00050854-0.0010678i,-0.00067462-0.00097138i,-0.00037797+0.00024909i,0.00026959+0.0015622i,0.0007717+0.001242i,0.00066703+0.00038401i,-0.00041724+0.00067642i,-0.00068633+0.00085554i,-0.00048844+0.00060084i,0.00049755+0.00074172i,0.0012668+0.00036168i,0.00073488+0.00010468i,-0.00020286+0.00014938i,-0.0002564-0.00075387i,0.00030407-0.0017746i
0.0019205+0.0017514i,0.0021985+0.0016345i,0.0015245-0.00012991i,0.00017152-0.0019024i,-0.00060115-0.001331i,2.8073e-05-0.00049171i,0.00042123-0.00034804i,-3.1287e-06-0.00012796i,0.00043343+9.1786e-05i,0.00043047+0.00032044i,-0.00071354-0.00011203i,-0.00070409-0.00026604i,2.5605e-05+0.00022112i,-0.00011717+0.0005012i,-0.00064252-1.973e-05i,-0.00034664-0.00035689i,0.00058084+0.0002625i,0.00080873+0.0005304i,0.00019526+0.00016804i,-5.0012e-05-5.6639e-05i,0.00017087+4.9951e-05i,0.00027831-0.00022595i,0.00077016-0.00014983i
-0.001623-0.00072699i,-0.0014997-0.0006196i,-3.9522e-05+0.00018191i,2.0639e-05+0.0010192i,-0.00065339+0.0014427i,-0.00020096+0.0013596i,0.00048717+0.0010098i,0.00066778+0.00046697i,0.00085892+0.00051215i,0.00040576+0.00069954i,-0.00017207+0.00063906i,-0.00069606+0.00084936i,-0.0007037+0.0010063i,0.00024758+0.00065026i,0.00062821+0.00047068i,0.0004763-9.3238e-05i,0.00064224-0.0002379i,0.00047587+0.0003136i,1.0392e-05+0.00019586i,-3.1731e-05-0.00028623i,1.2552e-06-0.0002422i,-5.7343e-05+0.00022679i,-0.00058856+0.00022268i
0.00094707+0.00013978i,0.0011112-0.00034187i,0.00059188-0.0005645i,0.00080052-0.00058652i,0.0013286-9.6801e-05i,0.00087261+0.00015746i,-0.00020087-0.00020011i,-0.00054548-0.00043593i,-0.0010226+0.00035474i,-0.0012092+0.0010912i,-0.0010556+0.00075931i,-0.00049489-0.00021401i,-0.0002705-0.0002056i,4.2124e-06-0.00041988i,0.00011135-0.00042951i,-0.00039942+0.00029482i,-0.00024489+0.00075349i,0.00017533+0.00059422i,0.00025393+0.00044677i,-0.00012239+1.3737e-05i,-0.00034786-0.00017327i,-0.0001228-0.00023416i,0.00024606-0.00011149i
0.00043648-0.00051218i,0.00094589-0.0017223i,0.00026669-0.0017602i,-0.001504-0.00072225i,-0.0010546-0.00021937i,0.00029672+9.7046e-05i,0.00090009+0.00032198i,0.00088848+0.00067501i,0.00069799+0.00023795i,0.00014076-0.00030479i,-0.00020341-8.0841e-06i,0.00029678+0.00077315i,6.9577e-05+0.0011786i,-2.6715e-05+0.00038452i,0.00058913-0.00015226i,-4.4021e-05+0.00026822i,-0.0010189+0.00035072i,-0.0011061-0.00015207i,-0.00047919-0.00063691i,5.8924e-05-0.00039709i,0.00034117-0.00015782i,0.00023912-0.0002711i,-0.00030483-0.00061828i
-0.00061723-0.0013041i,-0.00054621-7.5173e-05i,-0.00065876+0.00013227i,-0.0010209-0.00063642i,-0.0009382-0.0011435i,-0.00060115-0.00093264i,9.1448e-05-0.00081544i,0.00045271-0.00060362i,-6.6966e-05-0.0011397i,-0.00060074-0.0011554i,-0.0008465-0.00025017i,-5.1289e-05+0.00015503i,0.00038583+8.1938e-05i,2.7857e-05-3.0974e-06i,0.00053523-0.0004975i,0.00081077-0.00015658i,0.00029091+0.00033187i,-0.00043642+0.0001003i,2.3864e-05-0.00022996i,0.0010911-0.00067396i,0.0010844-0.00065669i,0.00069024-0.00020744i,0.00062369+0.00039602i
9.3255e-05-0.0005838i,-0.00065101-0.00093344i,-0.0013895-0.00015757i,-0.0020159+0.00074662i,-0.0015534+0.0012153i,-0.00084835+0.00033436i,-0.00019195-0.00036989i,0.00032018-0.00052063i,-1.6939e-05-0.00075464i,-0.00091428-0.00049582i,-0.00089071-0.00065613i,-0.00039651-0.00025059i,-0.00023505+7.9436e-05i,0.0003222-0.00032645i,0.00041694+0.00044112i,0.00029323+0.00045466i,0.00056492-8.9295e-05i,0.00052518+0.00013076i,0.0004106-0.00016497i,0.00038455-0.00017427i,-0.00010465+0.00046324i,-0.0003857+0.0004456i,1.0766e-05+0.00029885i
-0.0030181+9.9581e-05i,-0.0018502+0.0015504i,-0.00062838+0.003301i,0.0003408+0.003269i,0.001194+0.0023068i,0.0013536+0.00098219i,0.0008133+0.00033913i,0.00073658-0.00020377i,0.00062684-0.0007193i,0.00058154-0.00041459i,0.00078065+0.00024555i,0.00046588-9.1893e-05i,-4.4338e-05-0.00099774i,-9.6043e-05-0.0014417i,1.2374e-06-0.00090992i,0.000271-0.00051913i,0.00034021-0.00049222i,0.00071245-0.0005023i,0.00099008+0.00032439i,0.00033345+0.00045806i,0.00034731+0.00013607i,0.00073181+6.8633e-05i,1.5163e-05-0.00035868i
-0.00069964+4.1378e-05i,-0.00049638+0.00046999i,-0.00015292-0.00013074i,-0.00020548-0.00073665i,-7.4392e-05-0.00018008i,0.00032895+0.0011228i,0.00088494+0.00067448i,0.00097835-0.00036221i,-0.00044994-0.00019367i,-0.0016946+0.00063154i,-0.0016263+0.00086269i,-0.0012247+0.0013743i,-0.00091968+0.0014878i,-0.0012121+0.00014761i,-0.00051214+0.00022662i,0.00039282+0.00078542i,0.00056793+0.00023166i,0.00047896-0.0005819i,0.00014281-0.00093866i,-0.00035477-0.001057i,-0.00061949-0.00098356i,-0.00064039-0.0005067i,-0.00043689-0.00017713i
0.0011143-0.00036509i,-0.00031228-7.352e-06i,-0.0017265-0.00062571i,-0.0012272-0.00071589i,-0.0012236+5.9121e-05i,-0.0012249+8.1226e-05i,-0.00026938-0.00041016i,0.00049287-0.00073407i,0.00085156-0.00026306i,4.4712e-05+0.00057311i,-0.00087515+0.00027692i,-0.00066613-0.00010712i,-0.0006578+0.00012733i,-0.00011269+0.00025371i,0.00060385+0.00037565i,2.4782e-05+0.00038017i,-0.00026041+0.00022892i,0.00016791+3.0889e-05i,0.00033256-0.00072335i,0.00045383-0.00050127i,0.0010228+0.00051326i,0.0010608+0.00033836i,0.0010557+0.00040134i
-0.00087664+0.0025417i,-0.00046993+0.0019777i,-4.6372e-05+0.0011097i,6.2406e-05-5.2273e-05i,-0.00016418-0.0010732i,-0.00061405-0.0010805i,-0.0010059-0.00090421i,-0.0005023-0.00050231i,-0.00054139+0.00046636i,-0.00010219-0.00028315i,3.2455e-05-0.00091025i,-0.00047277-0.00036693i,-0.00098796-0.00070818i,-0.0011331-0.002022i,-0.00044472-0.0016925i,-0.00039815-0.00011217i,-0.00048792+0.00034119i,-0.00019594+0.00017027i,0.0001938-0.00050981i,0.00013098-0.0010481i,-0.00032186-0.00066813i,-2.9459e-05-0.0004575i,0.00047978-6.6288e-05i
0.00067024+0.0021476i,0.0017227+0.0023563i,0.0024356+0.0015823i,0.0022976+0.0007482i,0.0019252-0.00017271i,0.0013439-0.00081759i,0.00067156-0.00079242i,0.00062625-0.00070589i,0.0001118-0.00034202i,-0.00032993-0.00061393i,5.8718e-05-0.00080158i,-0.00026207-0.00022426i,-0.001083+5.2411e-05i,-0.001033-0.00045372i,-6.5956e-05-0.00084922i,0.0003729-0.00053725i,-2.888e-05-0.00027301i,-0.00025467+0.000296i,-0.00029367-5.5426e-05i,-0.00010882-0.00043213i,0.00033237-0.0010772i,0.0006365-0.0014187i,0.00022938-0.0007731i
-0.0023247-0.0016305i,-0.0024017-0.0004667i,-0.0020909+0.00062081i,-0.00069741+0.00038684i,0.00020018+1.1376e-05i,0.00063927+0.00021065i,0.00069071+5.1937e-05i,0.0004515-0.00069912i,3.108e-05-0.00069234i,0.00012173-0.00038991i,-1.701e-05+0.00021093i,-0.0010832+0.00038205i,-0.0010044-0.00032464i,0.00011561-0.00091072i,0.00047186-0.00080883i,0.00052494-0.0005653i,-8.037e-05+0.00054301i,-0.0004446+0.0011896i,-0.00075183-0.00017781i,-0.0012582-0.00074184i,-0.001175-0.00080031i,4.6575e-05-0.00074966i,0.0010414-0.00084747i
0.00021244+0.00038702i,0.001271-0.00043313i,0.00091454-0.00054762i,-0.00013981+0.00069979i,-0.0012079+0.00097317i,-0.00028827+0.00089199i,0.0012251+0.00060715i,0.0020521+0.00020625i,0.0014144+0.00017329i,0.00048994+0.00023556i,0.00059347-0.00022874i,0.00034803-0.00021629i,-0.00036122+0.00066021i,-0.00038546+0.00086099i,0.00021837+0.00045067i,0.00048582-7.556e-05i,-0.00014375-0.00049812i,-0.00097906-0.00051067i,-0.0012399-0.00026154i,-0.0010793+2.6451e-05i,-0.00053581+0.00022069i,0.00028658+0.00047706i,0.00091719+0.0001556i
0.0010459-0.00010841i,0.00064116+5.5676e-05i,0.00044794+0.00065942i,-1.16e-05+0.00037142i,-0.00020398-9.3948e-05i,-0.0011519-7.6866e-05i,-0.0012772-3.7892e-05i,-0.00045053+0.00016727i,-5.5427e-05+0.00017662i,1.8025e-05+0.00022019i,-0.00028458+0.00035232i,-0.00085542+0.00049419i,-0.001513+0.00085156i,-0.0011172+0.0010259i,-0.0010724+0.00079329i,-0.00054827-5.3067e-05i,0.00053269-0.00034346i,0.0011754-0.00012962i,0.0010718+0.00031376i,0.00036254+0.0013523i,0.00036773+0.0013813i,0.00019162+0.00054887i,-0.00027944-0.00033713i
0.00024973-0.0013783i,0.00025455-0.00072153i,0.00011089-0.00076972i,0.0001993-0.0013278i,0.00051204-0.001185i,0.00070767-0.0010244i,0.001403-0.0009148i,0.0016968-0.0010609i,0.00085313-0.00049803i,-0.00046183-0.00040573i,-0.0011014-1.8674e-05i,-0.00086274+0.00071761i,-0.00044912+0.00055096i,5.756e-05+0.00010383i,0.00012258-3.7986e-05i,0.00028804-8.4335e-05i,0.00024161+0.00016244i,-0.00016141+0.00058076i,-4.9446e-05+0.00089516i,-0.00014748+0.00077097i,-0.00015783+0.00036978i,0.00031978+0.00047471i,0.00042266+0.00070217i
-0.00028173+6.1781e-05i,-0.0014748-9.505e-05i,-0.0020331+0.00038074i,-0.0013162-0.00017917i,-0.00091937-0.00086741i,-0.00078511-0.00058668i,-0.00014755-0.00014605i,0.00038818-5.2664e-05i,0.0010893+0.00062821i,0.0009301+0.001337i,0.00012133+0.00038124i,-0.00073395+0.00026191i,-0.0012953+0.0010703i,-0.00057249+0.00085352i,0.00088642+0.00028192i,0.0013249+0.0001169i,0.00074048-0.00014671i,0.00018526-0.00084697i,-0.00013893-0.00066279i,-0.00013391-0.00023476i,-0.00042444+7.8395e-05i,-0.00052876+0.00020441i,-0.00026911+3.4706e-05i
0.0011549-0.00072544i,8.534e-05-0.0014917i,0.0003085-0.0016708i,0.00013567-8.6656e-05i,-0.00035045+0.0006293i,-0.00027316+0.00051098i,-4.216e-05-0.00052116i,-0.00012717-0.0012637i,-0.00013491-0.00093238i,5.0077e-05-0.00012867i,-0.00027292+0.00021259i,-0.00061034+0.00025836i,-0.0012525+0.00045459i,-0.0014336+0.00054647i,-0.00063116+0.00052507i,0.00032542+0.00079697i,0.00056157+0.00066085i,0.0010479+0.00027795i,0.0020451+0.00010795i,0.0017539+0.00028292i,0.00085992+3.5612e-05i,0.0014097-0.00059954i,0.001452-0.00088409i
-0.00013986-0.00043814i,0.0011494-0.00055793i,0.0016784-0.00052184i,0.0012631-0.00083061i,0.0004444-0.00045576i,0.0002843-0.00029682i,0.00056107+0.00023169i,0.00041779+0.00038077i,3.0568e-05+0.00062529i,-0.00027679+0.00064267i,-0.00072414+0.00022751i,-0.000147+0.00032145i,0.00012536+0.0011741i,-0.00062762+0.00091052i,-0.00029643-0.00033513i,0.00067301-0.00067141i,0.00023078-0.00053254i,-0.00030655+0.00012945i,-0.00019829+0.00064098i,-1.3767e-06+0.00040229i,0.00033001+0.00013533i,0.00058177+0.00067541i,-8.1609e-05+0.00060612i
-0.0002986+0.0026005i,0.00030347+0.0024843i,-0.00010631+0.0017132i,-0.00062224+0.00022862i,-0.00066729-0.0008237i,-0.0012288-0.00096169i,-0.00071646-0.00010163i,0.00035096+0.0010849i,0.00016885+0.00061327i,1.2101e-05+0.00044315i,0.00044905+0.00062125i,0.00021697+6.0985e-05i,-3.8977e-05-0.00034511i,-3.942e-05-0.00044239i,-0.00041099+5.7198e-05i,-0.00034597-0.00025573i,-0.0001371-0.00075216i,-0.00017892-0.00111i,-0.00016676-0.0010872i,-0.00039979-0.00018305i,-0.00053964-0.00020481i,-0.00068576-0.00037294i,-0.0008385-0.00048225i
-0.0003454-0.0026988i,-0.00042694-0.0016498i,-5.3157e-05-0.00050267i,-0.0010155+0.00016091i,-0.0016845+0.00034632i,-0.0003701+0.00078242i,0.00077449+0.0011889i,0.0014073+0.00054768i,0.0014172-3.9084e-05i,0.00054259-5.4873e-05i,-0.00047777+7.6495e-05i,-0.00077171-4.765e-05i,-0.00070641+9.4509e-05i,-0.00056138+0.00088514i,-0.00063806+0.0010262i,-0.00054144+0.00061023i,0.00038405+0.0006153i,0.00045689+0.00052382i,-0.00019203+0.0004449i,0.00023583+0.00011778i,0.00084242-0.00020952i,0.00095795+0.00025812i,0.0008452+0.00062601i
-0.00047252-0.0010847i,-0.00024722-0.0006339i,0.00074853-0.00017704i,0.0016969-0.00013489i,0.0012741+0.00015221i,0.00075382+0.00020278i,0.00091371-0.00046573i,0.00040814-0.0014945i,-0.00029822-0.0010199i,-0.00018472+0.00019752i,3.982e-05+0.00022113i,-0.00021192-6.0517e-05i,-0.00072779-0.00056712i,-0.0012701-0.0010912i,-0.001205-0.00048728i,-0.00057965+0.00068647i,-5.4336e-05+0.00079783i,4.3698e-05-0.00010869i,0.00010711-0.000608i,-3.0848e-05-0.00039128i,0.00052717-0.00035451i,0.0010056+0.00028553i,0.00020769+5.0631e-05i
0.00082913-0.00072759i,0.00044502-0.0006593i,-0.00030607-0.00084685i,-0.0012214+2.2729e-06i,-0.0010936+0.00063713i,-0.00024162+0.00091202i,0.00044547+0.0009081i,0.0010474+0.00016616i,0.0012947-0.0010774i,0.00064977-0.001089i,3.4079e-05-0.00082579i,-9.533e-05-0.00037561i,0.00023847+0.00029161i,-0.00033444+0.00015386i,-0.00076136-0.00023585i,9.5549e-05+0.00035605i,0.00088861+0.00072283i,0.00092237+0.00065383i,0.0005097+0.00033605i,0.00012957+0.00035744i,0.00049678+0.00055866i,0.00098183+0.00059084i,0.00087219+0.0002012i
-0.00019272+0.0011654i,0.0005795+0.0004151i,0.00037514-0.00027978i,-0.00037321+0.0008367i,-0.0010869+0.00094104i,-0.00015001+0.00013106i,0.0011329-0.00037483i,0.0011528+4.8896e-05i,0.00091832+0.00023209i,0.00017849-0.00039901i,5.5687e-05-0.00081413i,-4.5674e-05-0.00078598i,0.00016163-0.00012701i,0.00029968+0.0003714i,-0.00026707+0.00052708i,-0.00036368+0.00018653i,0.0001443-1.649e-05i,0.0012313+0.00023164i,0.0012665+0.00017921i,-0.00028705+0.00043133i,-0.00085704+0.00078327i,2.9335e-06+0.00071022i,0.00034609+0.000346i
-0.0007726-0.0016488i,0.0002185-0.0010862i,0.00064896-0.00039864i,0.00011745-0.0008832i,-0.00034321-0.00075577i,-0.0007609+7.8807e-05i,-0.00032504+3.9731e-05i,2.2179e-05-0.00029948i,-0.00056835-0.00067295i,0.00031271-0.00070833i,0.00091131+0.00029334i,-0.00040661+0.00023096i,-0.00081723-0.00049518i,-0.00022301-0.00016229i,0.00017772+0.0004107i,9.313e-05+0.00029022i,-0.00036543+0.00031329i,-0.00042615+2.4796e-05i,-0.00019693-0.0005976i,-0.00021431-0.00035967i,-0.00028662+0.00035591i,-0.00032612+0.00048237i,2.261e-05+0.00044015i
0.00073034+0.0014557i,0.00077118+0.0012924i,0.00053292+0.0012285i,0.00047256+0.00061025i,0.00019654+0.00043609i,0.00043882+0.00030233i,0.0010505-0.00033006i,0.001509-0.00058057i,0.0011755+0.0002687i,0.00039062+0.0011916i,-0.0001696+0.0011103i,-0.0011149+0.00024547i,-0.0010834+0.00031434i,-0.00053341+2.7122e-05i,4.405e-05-0.00073744i,-0.00057094-0.00041793i,-0.00081115-0.00015058i,0.00018507+2.5897e-05i,0.00086677+0.00026236i,0.00045507+1.8212e-05i,-0.00052394+0.00042802i,0.00019644+0.0010154i,0.0010643+0.00060144i
-0.0013132-0.00065553i,-0.0014658-0.0011037i,-0.0012384-0.00043635i,-0.0013712+0.0002918i,-0.00056156-2.687e-06i,0.00020791-0.00065407i,0.00028482-0.00049697i,0.00059618-0.00057954i,-0.00018189-0.0008171i,-0.0013249-0.00030904i,-0.0015581-0.00017467i,-0.0014792-0.00048828i,-0.00086395-0.00021053i,0.00017167+0.00035063i,0.00059545-0.00031582i,0.00045404-0.00077678i,1.3765e-05-0.0005883i,0.00023446-0.00034906i,0.0005476+0.00039695i,0.00058017+0.00061716i,0.00017344+0.00039602i,-0.00076452+0.00035618i,-0.00066929+1.452e-05i
-0.00039807+0.00028364i,-0.00012395-0.0001982i,-0.00047367-0.00069353i,-0.00070159-0.00010657i,-0.00083521+0.00022386i,-0.00057368+0.00029324i,0.00016504+0.00039648i,-0.00013398+0.00030186i,-0.00025922+0.00026722i,-0.00049255+8.485e-05i,-0.0011336-0.00014977i,-0.00096368-0.00038015i,-0.0010451-0.00026184i,-0.00080072+0.00021984i,-0.00058041+0.0001751i,-0.00050681+0.00023182i,-9.7837e-05+0.00073442i,0.00010629+0.00051004i,-0.00017206-0.00027278i,-6.5762e-05-0.00012546i,0.00029604+0.00035198i,-1.771e-05-0.00030411i,-0.00010824-0.00060386i
-0.0016059-0.00028326i,-0.00024933-0.00033169i,0.00097996+0.00087053i,0.0014569+0.00072097i,0.0018322+0.001107i,0.00199+0.00079839i,0.0017053-0.0010294i,0.00022916-0.0010409i,-0.00070293-0.00019058i,-0.00050304+3.1827e-05i,-0.00025528+8.6891e-05i,-0.00066557-7.2855e-05i,-0.00059574-0.0010168i,-0.00056224-0.0018347i,-0.00014134-0.0019772i,0.00073673-0.00050865i,0.00069731+6.4136e-05i,0.00024026-0.0001308i,-0.00015121-3.2472e-05i,-0.00017663-0.00049652i,6.636e-05-0.00071686i,0.00012764-0.00053023i,0.00014152-0.00063965i
-0.00052091+4.4495e-05i,0.001155-0.00018245i,0.001776+0.00010329i,0.00059642-1.409e-05i,-2.3852e-05-0.0011374i,5.961e-05-0.0013245i,0.00024541-0.0006479i,0.00083673-0.00040055i,0.00088323-0.00041726i,0.00028684-0.00011213i,-0.00063413+0.0002868i,-0.0011201-0.0003913i,-0.00073554-0.0011355i,-0.00044807-0.00095088i,-0.00076675-0.00024469i,-0.0007361+0.00048141i,-0.00036331+0.00038205i,-0.0003896-0.00013455i,0.0001442+1.0083e-05i,0.000479-0.0002278i,0.00055444-0.00040742i,0.00030869-0.00044831i,-0.00020607-0.00036932i
