-0.003581+0.0009409i,-0.003457-0.00015002i,-0.0036661+0.00026652i,-0.0026938+0.00093657i,-0.0015709+0.0014955i,-0.00083653+0.0014873i,-0.00019703+0.0014236i,0.00029955+0.0014678i,0.00045533+0.0014092i,0.00027293+0.0011368i,0.00051484+0.00018554i,0.00070731-0.00046236i,2.9347e-05-0.00019538i,-0.00043295+0.0002097i,-0.00034844+0.00067612i,0.00025988+0.00097142i,0.00045728+0.00047998i,0.00019854-0.00059441i,-1.9614e-05-0.00011066i,-0.00043347+0.00031793i,0.00012353+0.0003003i,-6.3432e-06+0.00041582i,-0.00080612-0.00021993i
-0.0015935-0.00076191i,-0.0017425-0.0015729i,-0.0026052-0.0016285i,-0.0017565-0.00038896i,-0.00032153+0.00042103i,0.0002279+0.00064782i,-2.4176e-06+0.00074864i,-0.00029971+0.00097668i,-0.00026322+0.00053167i,-0.00017989-0.00045194i,-0.00062213-0.00063978i,-0.00087692-0.00022582i,-0.00084721+0.00029069i,-0.00035788+0.00059276i,0.00073525+0.00033701i,0.00056565-0.00056007i,0.0010007-0.00044938i,0.0013508+0.00086307i,0.00029589+0.000737i,-0.00041948-0.00025565i,-3.4466e-05-0.0013002i,0.00043631-0.001651i,-4.3919e-05-0.00042334i
-0.00046181+0.00062145i,0.00042161+0.00053704i,0.00061077+0.00084562i,0.00026534+0.0015308i,0.00038902+0.0019326i,8.1943e-05+0.00077665i,-0.0009394+2.3758e-05i,-0.00067851+0.00011672i,-4.0625e-06+0.00016767i,0.00023578+0.0001028i,0.00014363-0.00031455i,-0.00013967-0.0001941i,-6.7287e-05+0.00018891i,1.9606e-05-4.3963e-05i,-0.00038032-0.00034525i,0.00044325-0.00031731i,0.00087221+3.5793e-05i,0.00013687+5.0091e-05i,-0.0001667-0.00056611i,2.1111e-05-0.00068373i,-0.00013272-7.0059e-05i,-3.1076e-05+1.8753e-05i,0.00024559-4.4297e-06i
0.00066961-0.00063699i,0.0017196-0.0011899i,0.00076361-0.00025758i,-0.00015146+0.0014146i,0.00035795+0.0010197i,0.00058948+0.00039502i,0.00021999+0.0001815i,-0.00015466+3.6849e-05i,-0.00086398-0.00062125i,-0.0008743-0.0001184i,-0.00012855+0.00094261i,0.00022956+0.00019626i,0.00038533+3.9498e-05i,0.00034533+0.00071255i,0.0004207+0.00022483i,0.00030303-0.00063509i,-0.00067895-0.00076941i,-0.00072725+9.9542e-05i,0.00049087-0.0001322i,0.0010551-0.00097248i,0.00081715-0.00093493i,0.00046023-0.00025931i,-0.0008866+8.4605e-05i
-0.00019696-0.000544i,0.00028771+0.00059974i,1.6913e-05+0.00076304i,-0.00061022+0.0013574i,-0.00072027+0.0016148i,-0.00066205+0.00053857i,-0.0003356+0.00011761i,0.0001927-3.121e-05i,-5.2678e-05-0.00075894i,-0.00073221-6.9303e-05i,-0.00090412+0.00012257i,-0.0010534-0.00047532i,-0.00088218-0.00038312i,0.00039543-0.00012623i,0.00077901-0.00030527i,0.00011022-0.0010713i,-0.00025094-0.0013132i,0.0005358-0.00051551i,0.0003758-0.00016459i,-0.00055181-7.3092e-05i,-9.3987e-05+0.00026852i,-0.00021306+0.00036459i,-0.0003164+0.0002001i
-0.0022319-0.00024807i,-0.0020001-0.001254i,-0.0022899-0.00016023i,-0.0019883+0.0017573i,-0.0001614+0.0020482i,0.0014267+0.001447i,0.00084954+0.00070392i,-5.0875e-05+0.00020774i,-0.00031856+0.00047784i,-0.00039663+0.0012855i,0.00033886+0.0014153i,0.00014543+0.00049469i,-0.00015897-0.0001349i,-9.4001e-05-0.00028568i,6.1272e-05+0.00017057i,0.00055467+0.00069066i,0.00031431+0.00088927i,0.00028597+0.00026976i,0.00020074-0.00027629i,-0.00041877+6.1272e-05i,-0.00035635+0.00082679i,0.00073849+0.0014679i,0.00091643+0.00079629i
0.0012604+0.00021482i,0.0015512-0.00021564i,0.0019767-6.8075e-05i,0.0014937+0.00023927i,0.00040955+7.351e-05i,0.00032216-0.00085622i,0.00025731-0.00050167i,-0.00015138+0.00010067i,-0.00016993+0.00035608i,0.00024427+0.00029177i,0.00031196-0.00051966i,-0.0001088-0.0012382i,-0.00041858-0.00068994i,0.00046003-4.1533e-05i,0.00094771-9.4209e-05i,3.8595e-05-0.0001018i,-0.00050163-0.00011003i,-0.00054288+0.00023368i,-0.00038056+0.00017484i,-0.00026144+0.00049755i,-0.00040503+0.0015217i,-0.00061626+0.00095715i,-0.00054582-5.8842e-05i
-0.0018368-0.00017277i,-0.0016329+0.00085033i,-0.0019447+0.0017982i,-0.0020093+0.0017005i,-0.0014485+0.0010311i,-0.00070173+0.00054797i,-0.00059105-3.7795e-05i,-0.00083771-0.00021809i,-0.00087248+0.00078292i,-0.00059205+0.0016476i,6.9386e-05+0.00084226i,0.00057602+0.00012778i,0.00049909+0.00021962i,0.00015303+0.00092116i,3.5948e-05+0.0012276i,-0.00019681+0.00091445i,-0.00015181+0.0010269i,7.0209e-05+0.00058223i,-8.8002e-06-0.00013914i,-4.3539e-05-0.00010614i,-0.00087963+0.00081205i,-0.00059502+0.00051871i,0.00028992-0.00014192i
0.00093938-0.00068152i,0.0010482+0.00028628i,0.00023685-8.9085e-05i,0.00027837-2.8228e-05i,0.0015526-0.00018323i,0.00094743-0.00021444i,0.00011924+4.5088e-05i,0.00059385-0.00026743i,0.00016447-0.00079223i,-0.00043607-0.0012371i,0.00026463-0.001157i,0.00069961-0.0013249i,0.00060833-0.0012228i,0.00081004-0.00074259i,0.00051888-0.00069983i,0.00013041-0.00073216i,-5.622e-06-0.00096768i,-0.00010788-0.00099144i,-0.00049714-0.00061804i,-0.00078404-0.0011039i,-0.00042251-0.0011355i,-0.00033228+4.3362e-05i,-0.00024184+0.00041711i
0.0029437+0.0027248i,0.0024342+0.0023291i,0.0027095+0.0013798i,0.0028641+0.00052701i,0.0013054+3.4714e-05i,-0.0001049-0.00078065i,0.00010227-0.00014673i,0.00026261+0.00093426i,9.8489e-05+0.00042024i,0.00013029+0.00028099i,0.00029456+0.00043965i,0.00010675-0.00086841i,1.3867e-05-0.0014033i,0.00075101-0.00050013i,0.00096754-0.00079686i,-0.00011008-0.0016714i,-0.0001424-0.0010503i,0.00039774-0.00022413i,0.00037413-0.00042583i,0.0011002-0.00080257i,0.0008664-0.0004553i,-9.4306e-05+0.00029982i,-0.0010755+0.00029708i
-0.00052209+0.00072479i,-0.0013396+0.0013056i,-0.00067796+0.0012455i,1.9247e-05+0.0018356i,-0.00018302+0.0015122i,-0.00037306+0.00041397i,-0.00089385+0.00038436i,-0.00069121+0.00024399i,6.1063e-05+0.00016485i,-0.00029291+0.0005639i,-0.00011805+0.00064467i,0.00058996+0.00022065i,0.00018241-0.00017148i,-8.4073e-05-0.00049204i,-0.00019656-0.00090849i,-0.00029104-0.00081709i,-0.00032692-3.9081e-05i,0.00017363-0.00049947i,0.0012573-0.00081149i,0.0013669+0.00012801i,0.00026439+0.00076989i,0.00015096+0.00019334i,5.36e-05+8.6846e-05i
0.001287+4.6013e-05i,0.0012466+0.0012814i,0.0011387+0.002192i,0.0011278+0.0018106i,0.00069514+0.0011374i,0.00028747+0.00026747i,0.00073062-8.4828e-05i,0.00086253+0.00037563i,0.00071239+7.2359e-05i,8.29e-05-6.3188e-05i,-8.5636e-05+8.803e-05i,1.522e-05-0.00067161i,-0.00029083-0.0011703i,-0.00022789-0.00025854i,0.00045297+0.00080181i,0.00032166+0.00049889i,-0.00054368+0.00015053i,-0.0007988-0.00038625i,5.2748e-05-0.00078975i,0.00059539-0.00030448i,0.00019073+0.00044028i,8.4091e-05+0.00042858i,9.7911e-05-0.00032165i
-0.00011747-5.0346e-05i,-0.00056114-0.00011056i,-0.0017653+0.001342i,-0.0013301+0.0024395i,0.00047163+0.0014917i,0.00069697-0.00042388i,-0.00011889-0.001207i,2.0251e-05-0.00028784i,0.00019227+0.00011036i,0.00068413+0.00012589i,0.0011902+0.00014498i,0.00032124-0.0002969i,-0.00048356-0.00070749i,-0.0001024-0.00066162i,-0.00015259-0.00028801i,-0.00060832+0.00016202i,-0.00031759+9.0248e-05i,-0.00039502-0.00045931i,-0.00064968-0.00068731i,-0.0003909-0.00029329i,9.951e-05+0.00037095i,0.00041755+0.00010352i,0.0003295-0.00027576i
0.00069432-4.1602e-06i,0.00086195-0.00015589i,0.00091768-0.0010145i,0.00024581-0.001032i,-0.00050849+0.00011765i,-0.00070636+0.00086956i,-0.00010173+0.0010375i,0.00022032+0.00022897i,-0.00031157+3.4371e-05i,-0.00046939-8.5468e-05i,-0.00027216-0.0003152i,0.00020012-0.00029021i,7.8553e-05-8.7875e-07i,0.00027145+0.00026457i,0.00028254+0.00051797i,4.6305e-05+0.00037237i,0.00022633-0.00023147i,-0.00024089-0.00029397i,-0.0003177+0.0001084i,0.00030254+3.0654e-05i,0.00028373-0.00017988i,-3.1622e-05-0.00010988i,2.188e-05+0.00042516i
-0.0026917-0.0013889i,-0.0032707-0.001058i,-0.0039663-0.0010765i,-0.0034414-0.00055569i,-0.0022439+0.00028597i,-0.0011154+0.00046346i,-0.0003332+0.00058323i,-0.00013603+0.00094507i,-0.00070967+0.00039179i,-0.0013089-0.00010723i,-0.00098902+3.4986e-05i,-0.00061649-6.1584e-05i,-0.00080817-0.00033524i,-0.00075191-0.00015437i,-0.00013868+0.00040427i,0.00027097+0.00074309i,0.00045761-0.00012634i,0.00025442-0.001038i,-0.00042419-0.00076477i,1.5218e-05+4.9279e-05i,0.00077883+0.00047008i,0.00060315+0.00010939i,-0.00031775+3.9938e-05i
-0.00084922-0.001314i,-0.00044655-0.0020398i,0.0002654-0.0013029i,0.00063295+0.00037832i,0.00078308+0.00075369i,0.0005641+0.00069464i,0.00043244+0.00075649i,0.0002292+0.00073835i,-0.00037393+0.00045528i,-0.0010109-0.00019696i,-0.0012886-7.1082e-05i,-0.00091691+9.8901e-05i,-0.00082532-1.0041e-05i,-0.00080562-0.00033963i,-0.00051116-7.8906e-05i,-0.00023292+0.00044904i,-0.00024825+0.00067673i,-0.00068965+0.00070153i,-0.0004381+0.00030629i,0.00020394-1.6227e-05i,0.0005267-9.0516e-05i,3.4541e-05-4.7342e-05i,-0.00070358-0.00025207i
-0.0011112-1.7587e-05i,-0.0024782+0.00067521i,-0.0035772+0.0016917i,-0.0026381+0.001161i,-0.0011365+0.00059172i,0.00026716-6.1899e-06i,0.00080538-0.00074268i,0.00020686-0.0006995i,-0.00038416+0.00025755i,-0.00043316+0.00046253i,2.5658e-05+0.00042746i,0.00017065-4.8278e-06i,0.00015563-0.0010365i,5.7566e-06-0.00081332i,0.0003077-0.00011555i,0.000561-0.00051223i,0.00069864-0.0007361i,0.00058208+7.4057e-05i,0.00033205+0.0004422i,-1.2935e-05+0.00016036i,-0.00033272+1.2759e-05i,-0.00022596+0.00024466i,-0.00049631+0.0001717i
0.0014703-0.00073668i,0.0014049-7.9336e-05i,0.0010289-0.0006133i,-8.9933e-05-0.00054989i,-0.00049858-0.00060667i,-0.00038492-0.001256i,0.00021596-0.00073589i,0.00046561-0.00012321i,-0.00040312-0.00014833i,-0.00049926+0.00014314i,-1.3357e-05+0.00081679i,0.00063809+0.00015299i,0.00098024-0.00053429i,0.00070632-2.0282e-05i,0.00042148-0.00016019i,0.00050576-8.9879e-05i,0.00024916-0.0001203i,3.2196e-06-0.00080077i,0.00024843-0.00048731i,0.00029803-3.0762e-05i,0.00030461+1.1233e-05i,0.00062071+9.1858e-05i,0.00055242+0.00038651i
0.00097763-9.4157e-05i,0.00063445+2.3752e-05i,-0.00024568-0.00058881i,-0.00043077-0.00074543i,-0.00033474-0.0002576i,-0.00071185+2.9184e-05i,-0.00074201-3.3435e-05i,-9.8351e-05+0.00013269i,-5.7647e-05+0.00051435i,-9.2311e-05+0.00069499i,5.1727e-05+0.001019i,-0.00019921+0.0001238i,-6.3302e-06-0.00065055i,-0.00044563-0.00043912i,-0.001161-0.00011181i,-0.00058313-0.00037759i,-0.00058415+3.3262e-05i,-0.001134+0.00030963i,-0.0010258-5.321e-05i,-0.00070908-0.00021006i,6.5533e-05+4.2394e-07i,8.3478e-07+0.00013841i,-6.8558e-05-0.000164i
-0.0013373+0.0015786i,-0.0014249+0.0015734i,-0.00091097+0.0025092i,-0.0004852+0.0029444i,-0.00012404+0.0022066i,7.2275e-05+0.0015352i,6.2167e-05+0.0011188i,0.00025489+0.0010023i,0.00040202+0.00098616i,0.00052993+0.00086878i,0.00054834+0.00062396i,-0.00037768-1.6156e-05i,-0.00055317-0.00089121i,-0.0005244-0.00071362i,-0.00056947-9.7532e-05i,0.00040745-0.00043821i,0.0009404-0.00022337i,0.00059555+0.00010463i,0.00044175+0.00022379i,0.00018113+0.00049481i,-0.00043924+0.00067404i,-0.0009507+0.00061058i,-0.00099372+0.000861i
-0.00072055+0.00081135i,-0.0017019-0.00030055i,-0.00099242+0.00042039i,0.00028289+0.0017075i,0.001519+0.0017427i,0.0014007+0.00046519i,0.00081718-0.00065199i,0.00034647-0.00027816i,-0.0003466+0.00057029i,-0.00082125+0.00065723i,-0.00018958+0.00063195i,0.00014196+0.00040511i,-0.00027758-0.00037273i,-0.00030415-0.00052575i,0.00015171-0.00011719i,0.00036581+5.0042e-05i,0.00035103+0.00049943i,-0.00051668+0.00052751i,-0.00017683+0.00029893i,0.00038767+0.00095126i,-0.00014197+0.00099288i,-0.0006721+0.000492i,-0.00089062+0.00055737i
0.00089125-0.00031458i,0.00097843+0.00043624i,0.00050452+0.00079172i,-0.00047197+0.00057749i,-0.00018132+0.00027589i,-0.0003496-0.00024896i,-0.00028183-0.00014301i,0.00018596+4.2612e-05i,0.00020005+0.00019877i,0.001044+0.00016655i,0.0011839-0.00010316i,0.00094749-0.00037541i,0.00079544-4.3766e-05i,-9.7571e-05+0.00058563i,-7.219e-05-5.9791e-05i,0.00053826-0.00061488i,0.00037552-0.00014012i,-0.00010132+0.00016148i,-0.00035883+0.0004295i,-0.00078865+0.00039681i,-0.00041979+0.00065184i,-2.2528e-05+0.0016108i,7.1896e-05+0.001691i
0.0017331-0.0012852i,0.0001949-0.0020464i,0.00075277-0.0018105i,0.0011774+9.7431e-05i,0.00057036+0.0013469i,-0.00021183+0.00035967i,-0.00087346-0.00042907i,-0.00065571+0.0002715i,-0.00055344+0.00083963i,-6.1641e-05+0.00056157i,0.00054671+0.00014252i,0.0006684-0.00039657i,-0.00033639-9.0096e-05i,-0.0013315+0.00028885i,-0.00048087-0.00026197i,0.00081841-0.00048092i,0.00024484+0.00027955i,-0.00066116+0.00095753i,0.00011791+0.0012706i,0.00047707+0.00090801i,6.9337e-05+0.00027706i,0.00056506+7.9223e-05i,0.00033298+0.00032592i
-0.0017061+0.00019826i,-0.0038363-0.00080375i,-0.00088155+0.00090518i,0.0011963+0.0026143i,0.00088453+0.0022051i,0.00061798+0.00046751i,0.0001817-0.00017585i,-0.00010766-0.00010635i,0.00048043+0.00031488i,0.00032637+0.0011346i,-8.9795e-05+0.0012928i,0.00020838+0.00083355i,0.00075212+0.00015737i,0.00047627+0.00034661i,0.00086681+9.446e-05i,0.00097922-0.00028068i,0.00033359+9.2614e-05i,-0.00052543-3.8904e-05i,-0.00060095+8.4616e-05i,-0.00017958+0.00054224i,-0.00021499+0.00066479i,0.00010503+0.00023757i,0.00044935-0.00048821i
0.0022206+0.0011315i,0.0011298+0.0012701i,0.0015194+0.0005011i,0.0012191-0.00032437i,0.0008303-0.0006319i,0.00044481-0.00022889i,-0.00038951+0.00035625i,1.9406e-06+0.00058844i,0.00063018+0.00013766i,0.00036753-0.0002771i,-3.0306e-05-0.00074646i,1.123e-06-0.0013641i,-0.00014265-0.00089557i,-0.00080602-0.00083395i,-0.0010962-0.00099635i,-0.0012238-2.9185e-06i,-0.00091239+0.00029428i,0.00011783-1.2955e-05i,1.809e-05+0.00016669i,-0.0011907+0.0003046i,-0.00096241+0.00082438i,0.00014154+0.0012349i,0.00054147+0.0007419i
-0.0017033-0.00091795i,-0.0015552-4.2898e-05i,-0.0031263+0.00047501i,-0.0028977+0.0016074i,-0.0019451+0.0023515i,-0.00047474+0.0016393i,-0.0004169+0.00078757i,-0.0012423+0.0010224i,-0.0012144+0.0011727i,-0.00080091+0.00037706i,-0.00017423-0.00029274i,0.00015688-0.00084826i,0.0001931-0.00087559i,0.000359-0.00018881i,0.00053943+0.00028584i,0.00047458+0.00038962i,0.00010734+0.00020371i,-0.00022987-1.1769e-05i,-0.00012634+0.00073189i,-0.00044501+0.0016931i,-3.4896e-05+0.0012882i,0.00041141+0.00063283i,-0.0004982+0.000139i
-0.0015571-0.0021674i,-0.002698-0.0032798i,-0.0029088-0.0021944i,-0.0017571-0.00070184i,-0.00040836-0.00010774i,0.00041291+4.4708e-05i,0.00042621-0.00014068i,-0.00015118+0.0001463i,-0.00065418+4.6693e-05i,-0.00093353+0.00015284i,-0.00087441+0.00074517i,-0.00066539+0.00057039i,-0.00074649+0.00045757i,-0.00023323+0.00056005i,0.00038632-8.3202e-05i,0.00017691+0.00013144i,-0.00048652+0.0002816i,-0.0001674-2.5192e-05i,0.00059928+0.00030613i,0.00096787+0.0001008i,0.0013597-0.00064173i,0.00017129-0.00061453i,-0.00093169+0.0001885i
0.00039742+0.00055602i,0.0014921+0.001255i,0.00079481+0.00097237i,-0.00029022+0.00044884i,-0.00079527+0.00070677i,-0.00073889+0.0010827i,-0.00048321+0.00056708i,-0.00039394+0.00064492i,-0.00014708+0.00087972i,-0.00031596+0.00060734i,-0.00044766+0.00013898i,-0.00040305+5.3077e-06i,-0.00025995-0.00062646i,-7.6649e-05-0.00059925i,-0.00042694-3.3619e-05i,-0.00066987-7.1824e-05i,-1.4422e-05-0.0004739i,0.00023181-0.00072092i,-0.00025448-0.00091673i,0.00016013-0.00037023i,3.0813e-05+0.00046589i,-0.0008744+0.0007427i,-0.00097061+0.000525i
-0.00076601+0.00024123i,-0.00042749-0.00021554i,-0.00080362+0.00054376i,-0.00055256+0.001891i,0.00054022+0.0011538i,0.00097076-0.0001859i,0.00052014-0.00052505i,-4.3869e-05-0.00053942i,-0.00022577-0.00074819i,0.00033064-2.2393e-06i,0.000641+9.969e-05i,0.00025064-0.00090371i,-0.00048731-0.00058799i,-0.0007109+0.00019691i,-0.00071507+6.7123e-05i,-0.0005019+0.00014215i,-8.2424e-05+0.0010972i,-0.00030884+0.0008096i,2.422e-05-0.0001129i,0.00060834-0.00019411i,0.0010035+0.0001428i,0.0010895+0.00098254i,0.00015008+0.00073668i
0.0012536+0.00029833i,0.0009691+4.9795e-05i,-7.5199e-06+0.00032356i,0.0002682+0.0010278i,-4.0532e-05+0.00079861i,-0.00055777-0.00035303i,-0.00030665-0.00014596i,-0.00060933+5.939e-06i,-0.00086677-0.00021473i,-7.5289e-05+0.00041289i,7.3282e-05+0.00043186i,-0.00063043-0.00023352i,-0.0004048-0.00050137i,4.7808e-06-0.00021188i,-0.00010205+0.00045057i,-1.7712e-05+0.00019917i,-0.00046892+0.00010402i,-0.00090237+0.00054206i,-0.00051185+0.00056001i,1.8884e-06+0.00038246i,-0.00017322+0.00023026i,-0.00044106+0.00051365i,-7.3393e-05-4.0737e-05i
0.00094304-0.00012695i,0.0015567-0.00028142i,0.0010638+0.0003983i,-0.00083652+0.00030948i,-0.00091209+7.1325e-05i,0.00023433-0.00057005i,0.0002294-0.0010402i,-0.00037007-0.00020897i,-0.00044534+0.00071387i,-0.00052285+0.0010205i,-0.0014524+0.00066619i,-0.0018912-0.00017789i,-0.0011516-0.00053743i,-0.00079036-0.00042395i,-0.00038453-5.1322e-05i,0.0004443+0.0003029i,-8.9867e-05+0.00014955i,-0.00068391-0.00029125i,5.3974e-05-6.2902e-05i,0.00025815+0.00042882i,-5.9688e-05+0.00039609i,-0.00058253-0.00063569i,-0.00026977-0.00076143i
0.00073341-0.0015556i,0.00014961-0.00099647i,-0.001086-0.0002321i,-0.00042642+3.8648e-05i,0.00027656-0.00016093i,-7.559e-05+0.00072895i,-0.00046158+0.0013605i,-0.00028694+0.00095885i,-0.00032959-1.0387e-05i,-0.00069233-0.00011739i,2.2186e-05+0.00020532i,-4.7781e-05+0.00040283i,-0.00042387+0.00044543i,-0.00053001+0.00015733i,0.00010806+5.1492e-05i,0.0003745-2.2563e-05i,-0.0005057+7.6576e-05i,-0.00099126+0.00026175i,-0.00068128-3.5701e-06i,0.00030788-4.4451e-05i,0.00016961+0.00019317i,0.00023325-0.00012772i,0.00012184-0.00039408i
-0.0014932-8.7576e-05i,-0.0019976-0.00046951i,-0.0023922+3.8789e-05i,-0.0024074+0.00091589i,-0.0015228+0.00062357i,-0.00066252+0.00013005i,-0.00012964+0.00036752i,0.00034705+0.00073139i,0.00022815+0.00035052i,-4.6397e-06+0.0001156i,4.6554e-06+0.00034042i,0.00010431+1.1948e-05i,-0.00029145-0.00079944i,-0.0008052-0.00058543i,-0.00073722-0.00086025i,-0.00014953-0.00046191i,-6.6659e-05+0.00049776i,-0.00039344-0.00010265i,-0.00029183-0.00038958i,-1.3356e-05+0.00040827i,0.00042407+0.0012957i,2.951e-06+0.0012575i,-0.00081421+4.9619e-05i
0.00016816-0.00048916i,2.1679e-05-0.00048298i,0.00012159-6.2251e-05i,0.00043168+0.00062567i,0.00033025+0.00080866i,0.00086478+0.00059807i,0.0013684+0.00034439i,0.0004947-8.6857e-05i,-2.0139e-05-0.00096226i,-0.00053452-0.00077794i,-0.00061761-0.00023296i,0.00064075-0.00031796i,0.00090285-0.00019094i,-0.00036034-3.7433e-05i,-0.0010815-0.00011818i,-0.0010083-0.00023101i,-0.00025791-0.00024363i,0.00023804-0.00015279i,0.00027043-0.00021469i,0.00049876+0.00010689i,0.0004654+0.000407i,-0.00044062+2.0841e-05i,-0.0011904+0.00050421i
0.00013227+0.00010806i,-0.0011979+0.00067467i,-0.0018619+0.00072663i,-0.0018222+0.00049421i,-0.0014635+7.701e-06i,-0.00019804+3.8924e-05i,0.0004025+0.00074786i,0.0003004+0.0014828i,0.00018203+0.00095338i,-0.00046972-4.13e-05i,-0.00064665-0.00044926i,-0.00038414-0.00046362i,-0.00051199-0.00016225i,-0.00056204-0.0001755i,-0.00061395-3.5122e-05i,-0.00092946+0.0002366i,-0.00046196+0.00047297i,0.00013084+0.0010216i,0.00017846+0.0015227i,0.00019274+0.0010648i,-2.9753e-05+0.00064512i,0.00018978+0.00051775i,0.00026361+0.00019465i
0.0008779+0.0011493i,0.0014265+0.0021762i,0.00083371+0.0016217i,-0.00034779+0.00082629i,-0.00059613+0.00075623i,0.00012594-0.0002062i,0.00095248-0.00060684i,0.0010812+0.00027932i,0.00019427+0.00015317i,-9.6384e-05-0.00043775i,0.00033638-0.00020136i,0.0004883-0.00030837i,0.00058659+5.4415e-05i,0.00037577+0.00093839i,2.8466e-05+0.0010954i,-0.0002382+0.00062365i,-0.00012369+0.00040022i,0.0005917+0.00050853i,0.0010201+0.00052543i,0.00074277+0.00055121i,0.00042058+6.5648e-05i,0.00024074-9.0107e-05i,0.00043837-0.00014668i
-1.9201e-05-0.0013779i,-0.00052545-0.00064176i,-0.0015099-0.00046573i,-0.0021299-0.00074185i,-0.0013815-0.00045172i,0.00027997+0.00025089i,0.00078175-8.0269e-05i,-0.00014816-0.00045882i,-0.00070971+0.00021347i,3.2252e-05+2.5385e-05i,0.0006994+0.00058062i,0.00014121+0.00052089i,-0.00065409-7.1747e-05i,-0.00020641+0.00034037i,0.00084472+0.00029549i,0.00089235+0.00011125i,5.795e-05+0.00028538i,0.00063968+0.00023021i,0.0018524+0.00018876i,0.00095374+0.00039874i,-0.00025541-1.7472e-05i,-0.00041617-0.00030884i,-0.0003568+0.00011556i
-0.00096065-0.00078521i,-0.0008535-0.00085147i,-0.0010926+0.0001114i,-0.0012372+0.0019739i,-0.0005974+0.0019351i,0.00017998+0.00095158i,-0.00021016+0.00070966i,-9.879e-05+0.00034583i,0.00020254+4.4261e-05i,2.6881e-05+0.0004352i,0.00037217+0.00080618i,0.00040997+0.0011209i,0.00052129+0.0011237i,0.00018936+0.00042922i,-0.00038006-0.00030798i,-1.4129e-05-0.00047185i,0.00054528-0.00052759i,0.00057015-0.00036006i,0.00056491-0.00038858i,0.000688-0.0006851i,0.00080098-7.2973e-05i,-0.0004303+0.00054523i,-0.00077741+0.0001017i
0.00067148+0.00030719i,0.0014594+0.00090809i,0.0017957+0.00018733i,0.0023479-0.00058294i,0.0025603-0.0011202i,0.0015591-0.0009102i,0.00011532-0.00034085i,-5.9776e-05+0.00027829i,-0.00036748+0.0011083i,-0.00038905+0.00078154i,7.5487e-05-0.00018299i,-9.7509e-05-0.00051369i,-0.00016305-0.0001271i,-0.00010354+0.00058306i,-0.00012803+0.0011391i,-0.00013337+0.00098516i,0.00025758-0.00017976i,0.0010442-0.00047756i,0.00034078+0.00015647i,-0.00066878+0.00050992i,-0.00014479+0.00040688i,0.00037758-0.00030158i,-0.00012714-0.0010134i
-9.0171e-05-0.00014101i,-0.00029547+0.0009689i,-0.00086534+0.0016142i,-0.0017021+0.0010998i,-0.0020944+0.00074062i,-0.00084905+0.00080084i,0.00093004+0.00097392i,0.0013913+0.00099478i,0.00025848+0.0011554i,-0.00040755+0.00052855i,0.00023724+0.00011554i,0.00023471-0.00019962i,-0.00039164-0.00075502i,8.95e-05-0.00047041i,0.0004299+0.00014734i,0.00047863+0.00058061i,-0.0004336+0.0010644i,-0.0011198+0.00016502i,-0.00027405-0.0010716i,0.00038388-0.00060662i,0.0003524+0.00047654i,0.00011271+0.00085104i,-0.00046325+0.00072043i
-0.00043439+0.0019872i,0.00022006+0.0028211i,-0.00097662+0.0037185i,-0.0013754+0.0033076i,0.00027785+0.0019616i,0.0018202+0.0010689i,0.0013531+0.00058948i,-0.00023099+0.00063129i,-0.0014318+0.0012024i,-0.0012532+0.0018717i,-0.00021563+0.0021654i,0.00022858+0.00086375i,-0.00033105-0.00016952i,-0.00061306-0.00030656i,-0.00021648-0.00026049i,-1.4216e-05+0.00016287i,-0.00040461+2.1132e-05i,-0.00027753-0.00042559i,0.00029626+0.00029753i,7.4977e-05+0.0008588i,-0.00029725-0.0001338i,9.6496e-05-0.00034728i,0.00045212-2.1798e-07i
0.0015803+0.00041756i,0.00091204-0.00058831i,0.00024904-0.00019295i,0.00011852+0.00033715i,-1.2127e-05+0.00010753i,9.1174e-05-0.00024379i,0.000433-0.00028376i,2.3452e-05+0.0003037i,-0.00026859+0.00075991i,0.00028499+0.00010287i,0.00047537-0.00071316i,0.0001946-0.0008043i,-8.4272e-05-0.00033711i,0.0004678+0.0002387i,0.00093071+0.0010923i,0.0003418+0.0009192i,-0.0006005+8.9903e-05i,-0.00035932+4.6395e-05i,0.00030979-0.00069018i,0.00042597-0.00099087i,0.00032221-4.5102e-05i,0.00022553+0.00047405i,-0.00030963+0.00075055i
0.00019405+0.00012083i,-0.00041504+0.0012162i,-0.000781+0.002156i,-0.0012778+0.0012662i,-0.0009145+0.00038469i,-0.00037822+0.00035923i,0.00029966+0.0006388i,0.00028444+0.00074546i,-7.322e-06+0.00024138i,-0.00064948-0.00065778i,-0.00095644-0.00069692i,-0.00069785+5.8663e-05i,-0.00038441+0.00048281i,0.00027133+0.00060193i,0.00067885+0.00051141i,0.00069626+0.00026754i,0.00011831-0.00039151i,-0.00025609-0.0010338i,0.00070964-0.00048972i,0.0014041-0.00031682i,0.00088017-0.00050622i,0.00025296-4.4328e-05i,4.7e-05+0.00070672i
