-0.00053772+0.00063089i,0.00099314+0.0010852i,0.00050796+0.0015568i,-0.0004097+0.0026563i,-0.0010087+0.0029315i,-0.00027169+0.0013773i,0.00060162+0.00065333i,0.00082384+0.00088372i,0.0011009+0.00033456i,0.0011961+0.00014464i,0.00083541+0.00068879i,9.7201e-06+0.00049501i,0.00022519-0.00076076i,0.001055-0.001438i,0.0014873-0.00049489i,0.0011457+0.00042439i,4.706e-05-0.00031696i,-0.00053704-0.00041157i,-0.00050101+0.00015031i,-0.00034243+0.00038741i,-0.00069+0.00066705i,-0.00071487+0.0008042i,0.00043682+0.0010384i
-0.0013531+0.0015659i,-0.00024119+0.0027477i,0.0015189+0.0029653i,0.0018517+0.0023728i,0.00052791+0.0012317i,-0.00023027-0.0001462i,0.00027291-0.0011721i,0.00095731-0.0012382i,0.00095632-0.00057701i,0.00090954-0.00025131i,0.0010445-0.00018788i,0.00067916-0.00046384i,0.00018688-0.00047325i,0.00040958-0.00020252i,0.00045191-0.00026252i,-0.00040745-0.000227i,-0.00094293+0.00051932i,-0.001273+0.00093207i,-0.00077713+0.00037339i,-0.00047697+0.00013044i,-0.00078267+0.00010651i,-0.00043176-0.0001036i,-0.00054735+0.00017314i
-0.0010411+0.00028132i,-0.00028293+0.0011987i,-0.00027022+0.0017469i,-8.0525e-05+0.00076371i,0.00055563-0.00029965i,-0.00013575-0.00063222i,-0.00064602-0.00086012i,-0.00087381-0.0006765i,-0.00052376-0.00086224i,0.00064335-0.00081476i,0.00059939+0.00022161i,-0.00010891+0.00039106i,0.00081699-2.9762e-05i,0.0012416+0.00056739i,-0.00010503+0.00087023i,-0.00061568+0.0003112i,-0.00022597-8.1386e-05i,0.00051604-9.2316e-05i,0.00070049+0.00017562i,5.2486e-05+0.00032707i,-0.00033651+0.00053741i,-0.00034412-0.00026154i,-0.00022345-0.0010305i
0.00027217+0.0025171i,0.0022428+0.0021941i,0.0025737+0.0018735i,0.0023364+0.00051136i,0.002367-0.0017171i,0.0012948-0.003005i,0.00043666-0.0029399i,-9.6136e-05-0.0018938i,9.3525e-05-0.00023857i,0.00024037-0.00024563i,-0.0003795-0.00040207i,-0.00020596-0.00068693i,0.00028848-0.0012243i,0.00057677-0.0012637i,0.00081717-0.00095785i,0.00065198-0.0009621i,-0.00020175-0.00040561i,-0.00058957+0.00011086i,-0.00016477-0.00011386i,0.00020171+0.00024254i,3.7142e-05+0.00037421i,-0.00064071-0.00044327i,-5.2118e-05-0.00088233i
-0.0015281+0.00010108i,-0.00027244+0.0019775i,0.00074713+0.0037723i,0.00058528+0.0034885i,0.00038878+0.0014449i,0.00066603-0.00048613i,0.00091149-0.0011868i,0.00074496-0.0014054i,0.0004621-0.0010013i,0.00023123-0.0006292i,-0.0002768-0.0010975i,-9.9031e-05-0.0012692i,0.00077632-0.00056129i,0.00071528+0.00012898i,0.00044948-0.00021055i,0.00047861-0.00091826i,0.00017384-0.0010166i,-0.00057979-0.00034334i,-0.00073056-9.5447e-05i,-0.00033695-0.00013733i,-0.00020838+0.00011513i,-0.00038846-6.6434e-05i,-0.00093439-0.00068186i
0.0016762-0.001392i,0.00028655-0.00079315i,-0.00020891+0.00012312i,0.00050855+0.00047432i,0.00075728+0.0011813i,0.00022+0.0013977i,3.3936e-05+0.00034025i,6.5802e-05-0.00027794i,-0.00082804-0.00039102i,-0.0016018-0.00043627i,-0.0013536+0.00031558i,-0.00032366+0.00088146i,0.00066781+0.00031339i,0.0010449+0.00016201i,0.00082331+0.00020012i,0.00020474-0.00037219i,0.00038997-0.00034759i,-0.00021132+3.0733e-05i,-0.0004399+5.5527e-05i,-7.9852e-05-9.1115e-05i,0.0002244-0.00029613i,0.00010253-0.0005495i,0.00029754-0.00016647i
-2.2334e-05+0.00010795i,0.00083174+0.00064352i,0.00089762+0.0011405i,0.00079131+0.00024041i,0.0010855-0.00059373i,0.00072136-0.0014322i,-0.00012227-0.0010458i,-3.7553e-05-0.0006545i,0.0004031-0.0014822i,0.00088175-0.0011412i,0.00025084-0.00039455i,-0.00019081-0.00031911i,0.00050573+0.00015741i,0.00030589-6.7603e-05i,-0.00021182-0.00048342i,5.8973e-05-0.00071895i,0.00021655-0.00031443i,-0.00027498-0.00010208i,-0.00058922-0.00019776i,-0.00037785+0.00020439i,-0.00038668+0.00019869i,0.00014402-0.0005855i,-0.00023542-0.00085446i
0.001491-0.0016335i,0.0017223-0.000616i,0.0011149+0.000763i,0.00011569+0.00073794i,-0.00052616-0.00049973i,-0.00063686-0.00069745i,0.00030704-0.0013642i,0.0012162-0.0016114i,0.00082424-0.0010142i,-8.2511e-05-0.00076451i,-0.00076179-0.00042719i,-0.00062563-0.00022669i,0.00028959-0.00016599i,0.00072143+3.7103e-05i,0.00036776+0.0001169i,0.00064171+0.00066135i,0.000679+0.00073239i,0.00028475+0.00040247i,0.00013891+0.00034338i,3.4056e-05-0.0003825i,-0.00040578-0.00084311i,-0.00039312-0.0012736i,-0.00051145-0.0011931i
0.0011764-0.0011829i,0.00086979+4.3371e-05i,0.0004885+0.0014826i,0.00055883+0.0013784i,0.00081088-0.0008652i,0.00080365-0.0017212i,-0.00013586-0.0017161i,-0.00026646-0.0012452i,0.00043206-0.00046662i,0.00020154-0.00041013i,0.00019774+8.6862e-05i,0.00045537+0.00019049i,0.00039314-0.00031502i,0.00082493+8.3691e-05i,0.00064973+0.00081981i,0.00021642+7.9316e-05i,0.00017034-0.00066958i,0.00034949-0.00055539i,0.00052685-0.00032902i,0.00036636-9.2991e-05i,0.00038653-4.0145e-05i,-8.5099e-05-0.00016708i,-0.00017803-0.00039516i
0.00072847-0.0016806i,-0.00075609-0.0016393i,-0.0010978-0.00075226i,-0.00092704-0.00038875i,-0.00084597-0.00055791i,-0.00057169-0.00080502i,-0.00038497-0.00096908i,0.00019166-0.00090509i,0.00058071-0.00077827i,0.00018162-0.00060759i,1.6534e-05-3.9089e-05i,4.3602e-05+0.00054406i,-3.7691e-05+0.00052105i,0.00022039+0.00079772i,0.00019367+0.00098842i,-0.00025056+0.00025048i,-8.1618e-06-0.00049382i,0.00023945-0.00017821i,0.00026707+0.00042747i,0.00015391+0.00016556i,5.1758e-05-0.00028061i,-3.5724e-05-0.0002968i,-7.7466e-05+0.00038601i
-0.00063663+5.8362e-05i,0.0016486+0.0018381i,0.0022565+0.0033575i,0.0019564+0.002698i,0.0025178+0.00035727i,0.0013293-0.0013202i,-0.00024281-0.0010578i,-0.00062023-0.0010847i,-0.00010119-0.0010377i,0.00032038-0.00071719i,0.00031122-0.00058991i,7.1387e-07-0.0003253i,-0.00049902-2.4434e-05i,0.0001453-0.0011413i,0.00079404-0.0015001i,7.3697e-05-0.00069225i,-0.00024747-0.00056728i,-0.00031326-0.00019946i,-0.0004361-0.00012129i,0.00016982+0.00027888i,3.8094e-05+0.00078814i,-0.00023388+0.0008113i,-0.00029342+0.0001145i
0.0023813+0.00026965i,0.0030466+0.00078108i,0.0025666+0.0017321i,0.001937+0.0009113i,0.0018264-0.0016459i,0.0012623-0.0025968i,0.00032402-0.0015941i,0.00044603-0.00054075i,0.0012575-0.00035224i,0.0015318+0.0002252i,0.00097771+0.00036496i,0.00024817+7.0767e-05i,0.00043841+0.00017898i,0.00048119-0.00020358i,0.00016724-0.00088535i,4.6618e-05-0.00030404i,-4.0994e-06+6.6146e-05i,-0.00039783+8.3037e-05i,-0.00058825+0.00032718i,0.00022385-6.8763e-06i,0.00068189-7.7512e-05i,0.00084339-0.00035302i,0.0011692-0.00011167i
0.0017915+0.0019714i,0.002803+0.0027872i,0.0025185+0.0040059i,0.0020429+0.0022337i,0.0013463+0.00027542i,0.0010116-0.00043499i,0.0010668-0.00089058i,0.0012583-0.00070615i,0.0013449-0.00057925i,0.00050582-0.0014532i,-0.00017741-0.001134i,-0.00022064-0.00024774i,-0.0005587-0.0010342i,-0.00061231-0.0020945i,-0.0010081-0.0022i,-0.00071334-0.0010275i,0.00021207-0.00018632i,0.00046111-0.00051191i,0.00031713-0.00099294i,-0.00024871-0.00060351i,-0.00054545-0.00070896i,1.3205e-05-0.00080333i,0.00022937-0.00023012i
0.00165+0.00051952i,0.0010435+0.0014161i,0.0018088+0.0020756i,0.0024406+0.0011099i,0.00056112-0.00070688i,-0.00043323-0.0011403i,-5.3703e-05-0.00060413i,-0.00024552-0.00072007i,-9.9851e-05-0.0013523i,7.6345e-05-0.0013738i,-0.00011091-0.0006873i,9.1912e-05-0.00031575i,0.00036313-4.1372e-05i,-0.00027789+0.00057379i,-0.0009439+0.00043254i,-0.00089725-6.1982e-05i,-0.00051063-8.2543e-05i,-0.0003343-2.1863e-05i,0.00044596+0.00013161i,0.00053543+0.00024342i,0.00014536+3.6678e-05i,0.00077745-0.00061391i,0.00069057-0.00079575i
0.00072937-0.00020917i,0.0011221-0.00034341i,0.0010848-0.00035972i,0.00074994-0.00018189i,0.00067999-0.00012442i,0.00024924-0.00093403i,-0.00044477-0.0010304i,-4.9331e-05-0.0010243i,0.00078327-0.0010381i,0.00058004-0.00018302i,5.6414e-05+0.00050581i,0.00045816+0.00037532i,0.00041977+0.00056911i,0.0003412+0.00043838i,0.00068051-0.00024089i,0.00030623-0.0002241i,-9.0134e-05+0.0003999i,0.00029746+0.00012001i,4.7713e-05-0.0013805i,-0.000886-0.0018051i,-0.00047702-0.0009302i,-0.00031744+0.00036828i,-0.00055048+0.0012765i
0.00057758+0.0004525i,0.00079625+0.002329i,0.00012015+0.0033186i,-0.00036821+0.0023134i,-0.00078402+0.00047027i,-0.0010274-0.00047149i,-0.00092907-0.00051478i,-0.00053136-0.00039543i,-0.0001984-0.00058301i,0.00021416+0.00039927i,-9.0715e-05+0.0011507i,-0.00048648-3.856e-06i,5.5655e-05-0.0010352i,0.00069435-0.0013189i,0.00098303-0.00035444i,0.00050958+0.00047919i,0.00018961+0.0002611i,0.00036439+9.7159e-05i,0.00047498+0.00036508i,0.00023394+0.00012989i,-0.00023241-0.00067795i,-0.00082545-0.00041336i,-0.00078508+0.00063165i
0.00020364-0.00074013i,-0.0004186+0.00079214i,-0.00056896+0.0024077i,0.00015919+0.0019937i,0.00072274-0.00028106i,0.0016748-0.0013688i,0.0016286-0.0017261i,0.0005268-0.0021411i,0.0002183-0.0010721i,0.00023819+0.00036896i,0.00036175-0.00051871i,0.00072585-0.00057741i,0.00069981+0.00039917i,0.00095443+0.00082738i,0.00136+0.00068499i,0.00017158+0.00015419i,-0.00045091-4.2451e-05i,0.00040871+0.00054325i,-0.00014241+0.0004708i,-0.00061988-0.00038194i,-0.0003782-0.00042751i,-0.00014729+8.5115e-05i,0.00021941-5.0408e-05i
0.0025512+0.0018938i,0.0028242+0.0019815i,0.0042101+0.0015417i,0.0040312-0.00010539i,0.0020266-0.0017057i,-0.00028265-0.0012023i,-0.00078603-0.00061185i,-8.051e-06-0.00065926i,0.00081804-0.00025212i,0.0012934-0.00011683i,0.00050495-0.00044067i,-0.00070451-0.00048209i,-0.00044681-0.00048351i,-3.2519e-05-0.0001472i,-0.00057398-0.000114i,-0.00042278-4.0329e-05i,-0.00013781-0.00018663i,0.00040375-0.00038481i,0.00057832-0.00040393i,-0.00018333+1.3654e-05i,-0.00021966+0.00025088i,-0.00023426-0.00013368i,-0.00075044-8.7997e-05i
0.00088926+0.0015473i,0.0017173+0.0034033i,0.0019409+0.0047698i,0.0013775+0.0035776i,0.00055596+0.00079775i,-2.0634e-05-0.0014987i,-0.00083272-0.0018805i,-0.0009467-0.00070552i,-0.00086909+1.1544e-05i,-0.00053965+6.0715e-05i,-0.00069188-0.00029823i,-0.0007012-0.00039089i,-0.00039315-0.00059409i,-0.00010289-0.00099097i,4.2479e-05-0.00063157i,0.00043547-0.00087417i,0.00071869-0.0013779i,0.00054312-0.0007885i,0.00012419-0.00035944i,0.00041591-0.00048512i,0.00070696-0.0011322i,0.00093083-0.0010086i,0.00051367+0.00015055i
0.0014382-0.00086673i,0.00096295+7.1372e-05i,-0.00076176+0.0013644i,-0.0011048+0.00093427i,-0.00041826-0.00039092i,0.00018889-0.0005422i,0.00038691-0.00046232i,0.00056882-0.00039404i,0.00058853-0.00058705i,0.00021241-0.00059621i,-0.00067422+0.00046847i,-0.00025832+0.0011002i,0.00011385+0.00076504i,-3.3856e-05+0.00021324i,0.00025487+0.00023828i,-0.00011219+0.0011165i,-0.00017229+0.00060506i,0.00052762-0.0005119i,0.00039673-0.00033i,0.00025694-0.00068869i,0.00078431-0.00098601i,0.00048633+0.00019644i,-0.00018563+0.00046089i
0.0019+0.00010812i,0.001712+0.00077416i,0.0014112+0.0012739i,0.0019181+0.00090036i,0.0018007+0.00040835i,0.00039341-0.00061708i,-0.00054115-0.0018527i,-0.00098261-0.0016084i,-0.0011089-0.00090592i,-0.00055783-0.00069885i,-0.00035792-0.00016345i,8.807e-05+0.00037109i,0.00064812+0.00097609i,0.00040149+0.0013283i,0.00069409+0.00091371i,0.00063266+0.00080944i,-8.7572e-07+0.00051045i,-0.00031342-2.1624e-05i,0.00011679-0.00026178i,6.9737e-05+5.9962e-05i,-0.00027234+0.00041874i,0.00012035+0.00017291i,0.00061995-7.7832e-05i
0.0011118-0.0018955i,0.00059053-0.00066849i,-0.00030934+0.0021316i,-0.00022609+0.0020249i,0.00023+0.00033388i,0.00015483-0.00047897i,-0.00030305-0.0013062i,-0.00052232-0.0019369i,-8.3457e-06-0.0013354i,0.00033353-0.00085348i,-0.00013281-0.00098554i,-0.00031548-0.00066819i,0.00038124-0.0005427i,0.00035224-0.00060041i,-0.00021968-0.0008885i,-0.00064263-0.0013258i,-0.000828-0.001069i,-0.00020781+0.00013007i,8.7016e-05-0.00029652i,-3.6894e-05-0.00093017i,-0.00049062+9.3436e-07i,-0.00033242+0.00026285i,0.00042102+0.0001106i
0.00097837+0.00013i,0.0013113-0.00013738i,0.0014998+0.0016617i,0.0015559+0.001513i,0.0010257-0.00098095i,7.77e-05-0.0020777i,-2.9757e-05-0.0011881i,-0.00013518-0.00079251i,-0.00023222-0.0007646i,-0.00012053+0.00028667i,-0.0001188+0.0010357i,0.00019979+0.00063988i,0.0011909+0.0015551i,0.00034814+0.0011439i,-0.0010867-0.00081985i,-0.00045688-0.0003503i,0.00019547+0.0006282i,-0.00031399+0.00093602i,-0.00035045+1.7183e-05i,0.00018029-0.00036166i,0.00044413-0.00016904i,0.00015087-0.00040097i,9.0582e-05-1.2871e-05i
-0.0019134+0.0020127i,-0.0021915+0.0030337i,-0.0013627+0.0034763i,0.00025395+0.0034668i,0.00082642+0.0019959i,0.00089363-0.00052566i,0.00095252-0.0020275i,0.0005682-0.001386i,5.9753e-05-0.00079169i,-0.00025062-0.00091973i,-0.00024729-0.00050321i,6.9239e-05-0.00011699i,0.00012739-0.00053177i,0.00049654-0.00075014i,0.00091039-0.00029819i,0.00098851-0.00038764i,0.00071792-0.0010887i,0.00014312-0.00062626i,0.00022704-0.00017494i,0.00026025-0.00028893i,-0.00055135+0.00020345i,-0.00079933+0.00070571i,-0.00050043+0.00017293i
0.00099108+0.0009417i,0.0006295+0.0020491i,0.0007886+0.0014902i,0.0012452+0.00019154i,0.00030385-0.00060993i,-0.00050181-0.0012927i,0.00060291-0.00080692i,0.0012322+8.8251e-05i,0.00094461-8.2242e-05i,0.00082375-0.00028594i,0.00038525+0.00029441i,0.00072781+0.001315i,0.0014054+0.00047729i,0.0010978-0.0011437i,0.00051511-0.0002887i,0.00021181+0.00060027i,0.00035602+0.00019577i,0.00030782+0.00036837i,-0.00024157+0.00040926i,-0.00013898+0.00033775i,0.0005399+0.00041208i,0.00031876-6.4821e-05i,0.00013969-0.00016352i
-0.00049595+0.0019793i,0.00078493+0.0021213i,0.0012904+0.0021516i,0.0013311+0.0012528i,0.0012336+0.00021797i,0.00096618-0.0012626i,0.00094322-0.0023576i,0.0002412-0.0014955i,-0.00033395-0.00062921i,-0.00023758-0.00083066i,-4.8844e-05-0.00068978i,-0.00052452-0.0007859i,-0.0012879-0.0014397i,-0.00060083-0.00075418i,0.00046643+5.9398e-06i,0.00079636-0.00032571i,0.00045056-0.0005532i,-0.0003396-0.00025481i,-0.00011758+0.00027226i,5.7254e-05+0.00046015i,6.965e-05+0.00083516i,0.00045734+0.00096897i,0.00030825+0.00099997i
0.0015259+0.0018546i,0.0025965+0.0022437i,0.0025593+0.0023448i,0.0021129+0.0019577i,0.00077781+0.0006674i,-0.00077467-0.0013395i,-0.001168-0.0024732i,-0.00040837-0.002093i,0.00058058-0.0013477i,0.00071725-6.4566e-05i,0.0001997+0.00067191i,-0.00039647+0.00024852i,-0.0010304-0.00016801i,-0.00027565+0.00040503i,0.00015089+0.001203i,-0.00061023+0.00073567i,-0.00064944-0.00053706i,-7.5771e-05-0.00085461i,0.00060094-7.1286e-05i,0.00073839+6.716e-05i,-0.00041652+4.9488e-05i,-0.00090211+1.5845e-05i,-0.00044064+5.3904e-05i
-0.00071094+0.00065641i,-0.00038414+0.0012787i,-0.00018305+0.0011608i,0.00073144+2.816e-06i,0.0011092-0.0013806i,0.00077435-0.001776i,-9.26e-05-0.0018078i,0.00031687-0.00055516i,0.0010774+0.00038994i,0.0012188-0.00027629i,0.0011098-0.00047982i,0.00070716+6.8527e-05i,4.4224e-05+0.00051665i,-0.00021167+0.00061967i,4.6078e-05-0.00016832i,-0.00011659-0.00061645i,-0.00064825-0.0002391i,-0.00047978+0.00019316i,-0.00014264+0.00059915i,-0.00014249+0.00054037i,-0.0010401+0.00014599i,-0.00085952-0.00019579i,-0.00029009-0.000803i
-0.00024991+7.5183e-05i,0.00028013+0.0013474i,0.00021216+0.0030095i,0.0012255+0.002374i,0.0017776+0.0012863i,0.0012398-0.00054342i,0.0003628-0.0021444i,-1.2604e-05-0.0014827i,0.00044191-0.00023866i,0.00073666+0.0001611i,0.00053167+0.00060282i,0.00070302+0.00085771i,0.00062674-0.00023872i,0.00049367-0.0011312i,0.00074449-0.0012017i,0.00049006-0.00035962i,1.13e-05+9.71e-05i,-0.00069572-0.00037761i,-0.00063421-0.00077346i,2.3974e-05-0.00028717i,0.00050361+0.00019074i,0.00023651-0.00041328i,0.0010892-0.00051192i
0.0011237+0.00095552i,0.0013876+0.001813i,0.0023686+0.0029931i,0.0020638+0.0033519i,-6.7492e-05+0.001031i,-0.00055016-0.0013073i,-0.00017482-0.0012952i,-0.00032569-0.00049106i,-3.1661e-05-0.00066417i,0.00041756-0.0013345i,-0.00011334-0.00087898i,-0.00071176-0.00042411i,1.4957e-05-0.0006945i,0.00079813+0.00026411i,0.00042579+0.0017453i,-0.00010536+0.001549i,0.00017722+0.0004511i,0.00073761+0.00032628i,0.00081953+0.00035905i,0.00046128+0.00048787i,-9.3433e-05+0.00074503i,-0.00029846+0.00042417i,-0.0004331-0.00047318i
0.0024431+0.00012387i,0.0030084+0.00012794i,0.0026072-0.00016982i,0.0015345-0.00032894i,0.00092095-0.00059217i,0.00098783-0.00091654i,0.00047851-0.0011515i,-0.00031797-0.00078214i,0.00035656-0.0005052i,0.00021972-0.00015702i,-0.00056733+0.00054639i,0.00026256+0.00048941i,0.00039977-9.4389e-05i,-0.00070547-8.678e-05i,-0.00060255+0.00046301i,-0.00016119+0.0003747i,-0.00045085-0.00028786i,-0.00093576-0.00016999i,-0.00043411-0.00018002i,5.1807e-05-0.00080384i,0.00024811-0.00054901i,0.00017668+0.00021074i,0.00051405+0.00038405i
0.0024377+0.0016699i,0.0033133+0.0027579i,0.0037438+0.0028936i,0.0030415+0.0012299i,0.0015598-0.00045149i,0.0003818-0.0012028i,-0.00081518-0.0010301i,-0.0009678-0.00067093i,0.00010939-0.00053595i,0.00030948-0.00084982i,9.818e-05-0.00046743i,-0.00039912+0.00041754i,-0.00090814+0.00037261i,-0.0009727-0.00027188i,-0.0009953+0.00032007i,-0.00013639+0.00090681i,0.00086027+0.00074495i,0.00098269+0.0006909i,0.00028158+0.0007408i,-0.00051206+0.0003636i,-0.00057668+0.0001915i,-0.00038451+0.0004407i,-0.00026501+0.00032494i
0.000815-0.00014904i,0.00047877+0.0016651i,0.00043906+0.0025479i,5.9737e-05+0.0020973i,-0.00051077+0.0017875i,-0.00084143+0.00092488i,-0.00066087-5.7674e-05i,-0.00018718-0.00059147i,2.0423e-05-0.00063385i,-0.00022364-0.00051407i,0.00069005-0.00017533i,0.0012992+0.00091724i,0.0010966+0.0015033i,0.00058636+0.0011778i,-0.00016554+0.00087261i,-0.00040523+0.00031008i,-0.00013675-0.00056064i,7.4547e-05-0.00074758i,0.00030883-0.00043032i,0.00019916+0.00021836i,-7.1033e-05+0.00024858i,0.00018476-0.00014676i,0.00037997+0.00045757i
0.0024653+0.00048042i,0.0024699+0.00052447i,0.0020319+0.00075726i,0.0003357+0.00044114i,-0.00017398-0.0011373i,8.0324e-05-0.0016487i,-0.00069077-0.00059565i,-0.00028435-0.00019337i,0.00051419-0.00026699i,-0.00014045-0.00021409i,-0.00099842-0.00023257i,-0.00069202-0.00033311i,8.6282e-05+0.00032466i,-0.00011158+0.001527i,-0.00078395+0.0011143i,-0.00028706+0.00027736i,0.00055148+1.8574e-05i,0.00062944-0.00021494i,0.00045506-9.552e-05i,0.00030037+0.00061024i,0.00018938+0.00067863i,0.00019751-0.00042721i,0.00027051-0.0008657i
0.0028892+0.00040917i,0.0029399+0.00099229i,0.0025594+0.00037545i,0.001791-0.00055674i,0.0010119-0.0011098i,0.00018249-0.0017522i,0.00058893-0.0023409i,0.00033245-0.002458i,-0.00014788-0.0011831i,1.9008e-05-0.00019498i,-4.0901e-05-9.6505e-05i,0.00047155+3.3409e-05i,0.00096682+3.5611e-05i,0.00053955+0.00024173i,-0.00069872+7.8352e-05i,-0.0004815-0.00032226i,0.00056426-0.00029832i,0.00080236+0.00011691i,0.00040584+0.00047701i,-0.00016609+0.00069631i,-0.00047376+0.00038423i,-0.00049697+7.1377e-05i,-0.00049252-4.2127e-05i
0.0028569+0.001367i,0.0030361+0.0019247i,0.0022162+0.0019799i,0.00067503+0.00096046i,-0.00055208+5.2545e-05i,-0.00047064-0.00019479i,9.3581e-05-0.00075873i,0.00034354-0.00036194i,0.00049796-0.00038109i,0.00040068-0.0008288i,0.00028906-0.00040299i,0.00043783+0.00025228i,0.00030853+0.00067101i,-0.00027184+0.00030356i,-0.00077152-0.00013602i,-0.00038373-5.7336e-05i,0.00049215-5.7897e-05i,0.00038275-0.00060366i,0.00019924-0.0005095i,0.00021802-0.00017513i,-0.00077601-0.0003444i,-0.0011498-0.0012002i,-0.00050742-0.00087128i
0.0017864+0.0033233i,0.0022378+0.0033171i,0.0028912+0.00081116i,0.002797-0.00086249i,0.0012202-0.0011478i,-0.00068618-0.0012768i,-0.00084292-0.001341i,-0.00039182-0.0014236i,-3.8868e-05-0.0011626i,0.00030638-0.0012552i,-6.6259e-05-0.0012875i,-0.00052462-0.0001529i,-0.00061457+0.00019753i,-0.00099092-0.00011608i,-0.0015523-2.9679e-05i,-0.0012523+0.0002122i,-0.00044693+0.00069998i,-0.00023566+0.00092105i,-0.00012439+0.0011416i,-0.00036196+0.001606i,-0.00052457+0.0014754i,3.5201e-05+0.00061575i,0.00073+4.0426e-06i
0.00082417+0.0022775i,0.00060477+0.0028048i,-0.00026742+0.0031393i,-0.00029623+0.0019169i,0.00026586-0.00079611i,-0.0001425-0.0018004i,-0.00074972-0.001473i,-0.00058569-0.0012195i,-0.00029229-0.00095495i,-0.0005952+7.457e-05i,-0.00036076+0.00079664i,-0.00013783+0.00052044i,5.4044e-05+0.00049636i,-0.00027976+4.5393e-05i,-0.00075761-0.00080491i,-0.00050809-0.00054285i,-0.00047335-4.7863e-05i,-0.00096653+1.1978e-05i,-0.0010467+0.00033903i,-0.00048322+0.00046779i,0.00020418+0.00059059i,0.00087599+0.00092118i,0.0011286+0.00049723i
0.00010278+0.0024191i,0.001365+0.0035158i,0.0027998+0.0032858i,0.0032799+0.001488i,0.0027601-0.00093613i,0.0017829-0.0019842i,0.00082558-0.0019197i,-0.00016186-0.0010518i,-0.00077353-0.00051506i,-0.0005261-0.00094808i,-0.0001833-0.0020264i,-0.00024947-0.0017152i,-0.00066042-0.00087903i,-0.00087711-0.00067103i,-0.00078355-0.00049049i,-0.00066892-0.0010939i,-0.00036511-0.0017885i,-0.00022294-0.0012645i,-0.00056462-0.00046754i,-0.00038787+0.00023416i,-0.00020291+0.00050105i,-0.00021407+0.00016198i,0.00022816+0.00011255i
0.0016+0.00074322i,0.0017119+0.0013317i,0.00085933+0.0016234i,0.0010377+0.00048995i,0.0015752-0.0011104i,0.00079412-0.002423i,0.00031055-0.0026461i,-0.0002483-0.0017322i,-0.00031291-0.0010898i,0.00010594-0.00053865i,-0.00032128-0.00065473i,-0.00065238-0.00045268i,-0.00010147-0.00020519i,-3.0587e-05-0.00069856i,-0.00088209-0.00058838i,-0.00095085+6.9531e-06i,-0.0009889-0.00020797i,-0.00066859-0.00072011i,-0.00027122+6.6664e-06i,-0.0010583+0.001532i,-0.0012708+0.0011205i,-0.0004368-0.00051684i,-0.00042757-0.0012341i
-6.6386e-05-0.0011416i,-0.00021229+0.00088154i,-0.00056509+0.0022679i,-0.00020153+0.0015155i,0.00035476-0.00049222i,-8.5595e-05-0.0013316i,-0.00031823-0.0016903i,-0.0003296-0.0020167i,-0.0010014-0.001153i,-0.00062512-0.0002901i,9.2702e-06-0.00020908i,6.841e-05-0.00054027i,0.0005814-0.00055464i,0.00129-0.00013467i,0.00087532+0.00019989i,6.5143e-05+0.00022679i,0.00020418-8.3444e-05i,0.001006+0.00016987i,0.0012348+0.00082714i,0.00044879+0.00040519i,-7.3946e-05+0.00064916i,-0.00033629+0.00085101i,6.5666e-05+0.00016556i
0.0012885-0.0004325i,0.0010892-2.6633e-06i,0.00050157+0.0010446i,0.00060147+0.001456i,0.00022658+0.00072269i,-0.00055012-0.00059601i,-0.00052286-0.0017118i,-0.00024544-0.00178i,2.0812e-05-0.0010129i,2.1852e-06-0.00081646i,-0.00060348-0.00092489i,-0.0011169-8.7064e-05i,-0.0010093+0.000775i,-0.0013014+0.00082215i,-0.0011633+0.00016478i,-0.0010071-0.00074171i,-0.0010857-0.001176i,-0.00063862-0.00064811i,-0.00055786+1.8172e-05i,-0.00060781+0.00032214i,-0.00035709+1.5269e-05i,0.00030142-0.00077474i,0.00047341-0.0004969i
0.0012713+0.00036726i,0.001856+0.0018071i,0.002197+0.0033313i,0.0027456+0.0026157i,0.0024698+0.00014021i,0.0022124-0.0012636i,0.0013186-0.0015465i,-0.00012719-0.0011683i,-0.00010845-0.00060066i,0.0002984-0.00012946i,-6.455e-05-0.00041718i,-2.4355e-05-0.00070632i,0.00059165-0.0007832i,0.0009733-0.0011716i,0.00030241-0.00063215i,3.3678e-05+0.00013724i,0.00050626-1.0701e-05i,0.00074522-0.00030353i,0.00026312+0.00074526i,9.2647e-06+0.00075481i,-0.000129+0.00021505i,-0.00028054+0.00030033i,4.34e-05+4.3128e-05i
0.0016471-8.9185e-05i,0.0012238+0.0020427i,0.001205+0.0024839i,0.0014027+0.0012304i,0.0016914+0.00041137i,0.0012766-0.00013974i,0.00040389-0.001058i,0.00017156-0.0015476i,0.00042358-0.0014174i,-1.4953e-05-0.00088407i,-0.00029894-0.0003728i,-0.00035038-0.00014944i,-0.00035405-0.00013658i,0.00040582-0.00013064i,0.00040385+0.00095778i,-0.00022584+0.0014377i,0.00038434+0.00012022i,0.00076486-0.00078048i,4.2607e-05-0.00082433i,-0.00039235-0.00072492i,-3.5529e-05-0.000584i,4.3237e-05+0.00030945i,-0.00035811+0.00054673i
