-0.0091629+0.00030508i,-0.01007+0.0008097i,-0.0088238+0.0044318i,-0.0043108+0.0064396i,-0.00010776+0.0054994i,0.00088529+0.0024867i,-0.00033157+0.00045391i,-0.00044335+0.00076363i,0.00025103+0.0011897i,0.0012998+0.00097361i,0.0022422+0.00043818i,0.0015331-8.2272e-05i,0.00024632-2.904e-05i,0.0003268-0.00023995i,0.00047957-0.0016432i,0.00039887-0.0019027i,0.00042608-0.00031758i,-0.00029062+0.00030692i,-0.00024362-7.0277e-05i,3.9813e-05+2.952e-06i,-2.859e-05-0.00095433i,0.00024084-0.0023487i,-0.00019191-0.0015682i
0.0012313-0.00081235i,0.0027251-0.00082516i,0.0037669-0.00024927i,0.0032434+0.00035817i,0.0012643+0.001133i,-0.00047465+0.00060511i,-0.0010381-0.00042339i,-0.0010879-0.00031922i,-0.00010955-0.00055021i,0.00010777-0.00032621i,-0.00015384-1.4416e-06i,-6.0094e-05-0.00030189i,-3.3833e-05-0.00042854i,0.00012053-0.00071163i,9.9384e-05-0.00088325i,-0.00028654-0.00041559i,-0.00056438+0.00024027i,0.00029682-0.00011548i,0.0015488-0.00028363i,0.0012593-7.086e-05i,0.00078421+8.4462e-05i,0.00090165+0.00067334i,0.00049001+0.00072818i
0.0012999+0.0022264i,0.00018181+0.0021428i,-0.0020536+0.0014265i,-0.003354+0.00047409i,-0.0031804+0.00018324i,-0.0026442+0.00014095i,-0.0019912+3.6715e-05i,-0.0015158-0.00020528i,-0.0011652-0.00022185i,-0.0005102-0.0001924i,-0.00018532-0.00031616i,-0.0001506-0.00044603i,0.00044137-0.0001781i,0.00046771+0.0001981i,-0.0001317+0.0002687i,-0.00015592+0.00048037i,-4.1988e-05+0.00038496i,-0.00062657+0.00020431i,-0.00096764+0.00082754i,-0.00051076+0.00030139i,-0.00040805-0.00042792i,-0.00036378-3.0032e-05i,2.8958e-05+0.00026959i
-0.0004718-0.0017707i,0.0010487-0.00098897i,0.0016625-0.00060712i,0.0013731+8.2466e-05i,0.0009173+0.0012897i,0.00023099+0.00207i,8.3228e-05+0.0014496i,-0.00040239+0.0010014i,-0.00027081+0.00082654i,0.00031888+0.00062621i,-0.0009552+0.00077288i,-0.0012978+0.00042933i,0.00085994-0.00016715i,0.0019766+9.7596e-05i,0.001299+0.00043803i,0.0001713+0.00028559i,-3.2659e-06+0.00021189i,0.00050465+0.00034821i,0.00043694+0.00077437i,-0.00011411+0.0008685i,-0.00017454+0.00044065i,-5.0302e-06+0.0003103i,-0.0009607+0.00024449i
-0.00026552-9.3487e-05i,-0.0014674+0.0005362i,-0.0012006+0.0018221i,-0.00091451+0.0017803i,-0.0014693-4.5028e-05i,-0.0015663-0.0011305i,-0.001934-0.00097683i,-0.0017926-0.00046972i,-0.001107+0.00012437i,-0.00060247-0.00044086i,-0.00053531-0.00052237i,-0.0010436-5.3556e-05i,-0.0009487+0.00011698i,-0.0011168+0.00046192i,-0.0017747+6.7034e-05i,-0.0010377+0.00015083i,-0.0001356+0.00018259i,-0.00082635+0.00046766i,-0.00076044+0.0011661i,-0.00068499+0.00026693i,-0.001045-0.00051231i,-0.00027532-0.00052095i,-0.00022191-0.00062111i
0.0025179+0.00010706i,0.0026101+0.00010605i,0.0024788+2.3135e-05i,0.0011978+0.00028619i,-0.00042982+0.0004475i,-0.00099032+0.00042567i,-0.0014322+0.00026564i,-0.0010531-0.00010006i,-0.00051923+0.0001088i,-7.9301e-06-8.05e-05i,0.00030343-0.00058144i,0.00096034-0.00041946i,0.0012649+1.5189e-05i,0.00067181+0.00011129i,0.000259-0.00026735i,-0.00023927-0.00044653i,-5.9632e-05-6.9952e-05i,0.00034849-8.9575e-05i,0.00046636-0.0010794i,-3.0541e-05-0.0009297i,-0.00049606+0.00042832i,-0.00038361+0.00037849i,-2.9331e-05+0.00032981i
-0.0016027+0.0026414i,-0.0015002+0.0024731i,-0.00027616+0.0023804i,0.00040755+0.0021431i,-0.00010424+0.0012983i,-0.00078417+0.00035959i,-0.00044409-6.8423e-05i,-0.00057718-9.9622e-05i,-0.00075811+0.00021621i,-0.0004066+8.4891e-06i,-3.2659e-05-0.00053398i,0.0012646-0.00058972i,0.00136+5.1573e-05i,4.1758e-05+0.00020988i,0.00016366-7.5672e-05i,0.00021655+0.00041013i,-1.3082e-05+0.00028628i,-8.9493e-05-0.00052529i,-0.00053786-0.00050928i,-0.00051762+2.2804e-05i,0.00046815+4.2395e-05i,7.6992e-05+0.00010687i,-0.00027631+8.092e-05i
0.0002209-0.00064619i,-0.00012643-0.0013763i,4.1184e-05-0.0024417i,-3.4725e-05-0.0021463i,-0.0011226-0.0011968i,-0.0014882-0.00021175i,-0.00042352+0.00016241i,-0.00019775+0.0003366i,-0.00027767+0.00075322i,-0.00060992+0.0006069i,-0.0011023-0.00031166i,-0.00068815-0.0007299i,3.9508e-05-0.00082677i,0.00026272-0.0006857i,-0.00016931+0.00037837i,-2.4936e-05+0.00078131i,5.6633e-06+9.4004e-05i,-0.00061154+8.9878e-05i,-0.00022883-7.0905e-05i,-0.00049352-0.0005626i,-0.00075451-0.00030258i,0.0005229+0.00045932i,0.0010631+0.00050585i
0.00022239-0.00075263i,0.0017254+0.00013457i,0.0013006-0.00047393i,0.0001748-0.00065565i,0.00013357+0.00052895i,0.00054665+0.00015002i,-9.1739e-05-0.00065771i,-0.00052028-5.3634e-05i,-0.00035803+0.00017043i,-0.00045358+0.000126i,-0.00059657-0.00024566i,-0.00012177-2.8949e-05i,0.00033554+0.00080138i,0.00044516+0.00045566i,0.0005291+0.00022746i,-0.00039694+0.00017125i,-0.00048778+0.00076577i,0.00010454+0.001066i,6.5523e-05+0.00069545i,-0.00025504+0.00029118i,-6.7381e-05+0.00012947i,8.5671e-05+0.00010473i,9.3374e-05-0.00024332i
0.0013714+0.00063509i,-0.00030748-0.00028845i,-0.00074015-0.0006905i,-0.0003037+0.00035208i,-0.0013779+0.00072487i,-0.0023488+0.0006259i,-0.0020413+0.00080789i,-0.00089941+0.00073278i,-0.0004436+0.00031402i,-0.00047916-0.00019399i,-0.00027858-0.00059834i,-0.00052518-0.00051247i,-0.00040688-0.00048267i,-0.00044541+0.00014583i,0.00031098+0.00066711i,0.0011284+0.00049609i,0.00075322+2.5418e-05i,0.00035046-3.1908e-06i,-7.4118e-05-6.4668e-05i,-1.9847e-07-0.0010045i,0.00052256-0.0015233i,0.00085465-0.00087232i,0.00048633+9.8897e-05i
-0.0014769-0.0012967i,-0.0025143-0.0015914i,-0.0028689+0.00018145i,-0.0024617+0.0012153i,-0.0014656+0.0013701i,-0.0015319+0.00099705i,-0.001409+0.00056731i,-0.00056753+0.00033559i,-5.9363e-05+0.0004651i,0.00034708+0.00047534i,-0.00038905+0.00022726i,-0.00054628-0.00034042i,0.00020577-0.00042919i,0.00026469+2.4569e-05i,0.00028591+0.00011644i,-0.00012811+0.00055756i,-0.00056443+0.00088391i,-0.00024559+0.00065991i,0.00052812+0.00047374i,0.00080575+8.7948e-05i,0.0012082-0.00057005i,0.0005509-0.00084198i,-0.00050426-0.00068943i
0.0011664-0.0012763i,0.0027356-0.001522i,0.0025612-0.001123i,0.0012369-0.00098286i,-3.3194e-05-0.00054816i,-0.00063439-1.9795e-05i,-0.0011369+1.3765e-05i,-0.0013804+8.3897e-05i,0.00010385+0.0001547i,0.00056559+0.00018851i,-0.00027805-0.000192i,-0.00057658+0.00014053i,-0.00031403+0.00029995i,7.8406e-05-0.00015868i,0.00052089-7.2687e-05i,0.00087349+0.0004722i,0.00079202+0.00063992i,0.00048675-0.00019549i,-0.00026284+1.1038e-05i,-0.00056848+0.00057178i,0.00011395-7.0574e-06i,0.00016266-0.00011457i,0.00027655+0.00059369i
0.0014397+0.0028843i,0.0015349+0.0035902i,0.00012629+0.0028133i,-0.0014916+0.0016979i,-0.0020182+0.0011013i,-0.0014427+0.00073497i,-0.00030241+0.00073997i,-0.00015812+0.00019278i,-0.0003622-0.00050495i,-0.00013523-0.00067792i,-0.00030493+0.00016972i,-0.00039173+0.00088878i,3.633e-05+0.00076046i,6.1421e-05+0.00044271i,0.00030854+1.667e-05i,0.00028577+0.00033057i,0.00055331+0.00024715i,0.00084441+0.00022217i,0.00058431+0.0001312i,0.00037454+0.00029883i,-0.00029711-1.3438e-05i,-0.00019667-0.0005102i,3.3566e-05-0.00029275i
-0.00055629-0.00095932i,-0.0011605-0.0019314i,-0.0018562-0.0016396i,-0.0015881+0.00045552i,-0.001181+0.0013142i,-0.00083837+0.001042i,-0.00025289+0.0004533i,-0.00034732+0.00028711i,-0.00089328+0.0008294i,-0.00032398+0.00042741i,0.00045142+4.541e-05i,0.00054877+0.00064519i,0.00054572+0.0010165i,0.00016891+0.0008189i,-0.00070131+4.8046e-05i,-0.0011624+0.00021961i,-0.00098742+0.00043539i,-0.00082079-0.0005557i,-0.00028488-0.00049268i,0.00030471+0.00035438i,0.00038267+7.1692e-05i,0.00026789-0.00022809i,0.00015604-0.00043059i
0.0022087-0.001193i,0.0020808-0.0012042i,0.0012783-0.0015464i,-0.00032428-0.001856i,-0.0014599-0.0010148i,-0.0015067+0.00025451i,-0.00026287+0.00094559i,0.00035754+0.00079792i,1.209e-05+0.00024584i,-0.00031152-0.00030001i,-0.00091106-0.00017519i,-0.0013025+0.00042758i,-0.0010877+0.00045398i,-0.00069323+0.00029936i,0.0005423+0.00069368i,0.00098504+0.00064311i,0.00030243+0.00012958i,0.00082129-0.00018726i,-2.5685e-05-0.00039892i,-0.00092352-0.00078552i,4.0156e-05-0.00021883i,0.00017905+0.00035052i,-0.00012789-0.00014066i
0.00092307+0.0023369i,0.0014055+0.0027218i,0.0025629+0.0018124i,0.0021955+0.00071894i,0.00088588-0.00035277i,-0.00033988-0.00013691i,-0.00015486-0.00041461i,0.000148-0.0011078i,0.00021067-0.00098454i,0.00092536-0.00063179i,9.744e-05-0.00048239i,-0.00032505+3.2398e-05i,-0.00029352+0.00064922i,-0.00046129+0.00017012i,0.00011409-0.00020352i,6.8182e-05+0.00056023i,-0.00057881+0.00015285i,-0.00046067-0.00070354i,8.2084e-05-0.00061068i,-0.00019106-4.5576e-05i,-0.00033725+0.00043858i,0.0002634+0.00040827i,0.0010313+0.00017548i
0.00062223-0.00071138i,8.758e-05-0.00066525i,-0.00044653+3.4004e-05i,0.00012988-0.00020239i,-0.0015883-0.00068837i,-0.0029882-0.00010287i,-0.0024203+0.00024199i,-0.0014-6.4997e-06i,-0.00070056-0.00026175i,-0.00028693-0.00011171i,5.8178e-05+0.00020614i,-2.2412e-05-0.00039917i,0.00054515-0.00060765i,0.00065722+0.00024182i,-0.00016829+0.00048822i,-0.00053432+0.00032984i,-0.00032889+6.4852e-05i,-7.3078e-05-5.8756e-06i,-0.00020712+0.00051563i,-0.00010367+0.00049519i,-0.00025296-0.00037194i,-0.00017197-0.00050244i,-0.00027086+0.00014637i
0.001228-2.202e-05i,0.00014049+0.00010184i,-0.00093403-0.0012565i,-0.0013012-0.0017237i,-0.0011426-0.00085613i,-0.00033573+0.00020944i,0.00077468+8.477e-05i,0.00072461-0.00031757i,-6.919e-06-0.00047018i,-0.00028809-0.00019515i,-0.00078157+0.00033127i,-0.00078661+4.5966e-05i,3.6551e-05-0.00014162i,0.00041432+0.00064508i,-3.1262e-05+0.0012285i,-0.00010969+0.00031676i,0.00035873-0.00042723i,0.00075868-0.00028873i,0.00091002-0.00032584i,0.0011025-0.00038685i,0.0011806-0.0003162i,0.00094526-0.00093181i,4.7765e-05-0.00083911i
0.00097932+0.00019181i,0.0012453-0.00063545i,0.0023513-0.00095132i,0.0017489-0.0008498i,-6.377e-06-6.5375e-06i,-0.00074474+0.00046242i,-0.0012769+0.00052724i,-0.0014407+0.00043471i,-0.00053468+0.00040523i,-0.00043735-0.00031486i,-0.00042004-0.00078411i,-0.00038188-0.00072969i,-0.00036427-0.00064369i,0.00010432-0.0002456i,0.00060559+0.00014618i,0.0011095+1.239e-06i,0.00063817-0.00018777i,-0.00016964-2.6813e-05i,-6.893e-05+0.00046393i,0.00012399+0.00081307i,4.69e-05+0.00019882i,0.00011849-0.00042303i,-6.7453e-05-0.00018108i
0.015169+0.0035677i,0.017861+0.004531i,0.01755-0.0040465i,0.0087332-0.0096959i,-0.00073582-0.0095164i,-0.0050566-0.0038398i,-0.0027133+0.00080055i,-0.00043572+2.7947e-05i,0.00018452-0.00098008i,-0.000468-0.0023008i,-0.0020407-0.002474i,-0.0023728+0.00018083i,-0.0017389+0.0013397i,-0.0015848+0.0012925i,-0.0014125+0.0021422i,-0.00017242+0.0014161i,0.00051617-0.00099534i,0.00053609-0.00197i,0.00047684-0.0013237i,0.0003978-0.0005389i,-0.00039259+0.00064124i,-0.00050243+0.0011151i,0.00020521+0.00051563i
-0.0036377+0.0002354i,-0.0041595+0.00021509i,-0.0038461+0.00093203i,-0.0029401+0.0015765i,-0.0010624+0.0022178i,0.00025442+0.0021719i,0.00060885+0.0015697i,0.0010775+0.00078889i,0.0013748+0.0001205i,0.0004975+3.1835e-05i,-1.4077e-05+0.0001671i,9.0221e-05-0.00040997i,0.00021068-0.0010493i,0.00051089-0.00040144i,0.000149-0.0004005i,-0.00028991-0.0010565i,-0.00043223-0.00086876i,-0.00035129+0.00024396i,-0.0003545+0.00029942i,3.4118e-05-0.00049507i,0.00058047-0.0004907i,0.00062362-0.0006082i,0.0004285-0.00094137i
-0.00079128-0.00030029i,-0.0010085-0.000698i,-0.0016127+0.00188i,-0.0017353+0.0026392i,-0.0012192+0.0020764i,-0.00027445+0.0011714i,-0.00027787+0.00056138i,-0.00079373+0.00052482i,-0.00090773-0.00060442i,-0.00066276-0.0010924i,6.7174e-05-0.00038425i,0.00074672-0.00023111i,0.00063356+0.00057334i,0.00042262+0.00088814i,0.00044083+0.00019658i,0.00032997+6.1792e-06i,0.00049206+5.0899e-05i,0.00072586-9.3097e-05i,-0.00038462+0.00048326i,-0.00086115+0.00027056i,0.000564-0.00030236i,0.0010876+7.1789e-05i,0.00059326-0.00034622i
0.00080458-0.00090326i,-0.00028401-0.0010892i,-0.0015919-0.0016421i,-0.002158-0.0015856i,-0.0020454-0.0012684i,-0.00079237-0.00052137i,0.000226-9.9786e-05i,0.00034855-0.00094891i,0.00051102-0.0013657i,0.00025843-0.00053297i,-7.3756e-05-0.00039411i,0.00018934-0.00079982i,-6.9192e-05-0.00080078i,5.6507e-05-0.00037662i,7.3038e-05-0.0001518i,-4.1992e-05-0.00014888i,0.0003526+0.00025879i,0.00029125-0.00013651i,0.00033308-0.00084163i,0.00023224-0.001328i,-0.00017396-0.0011635i,7.0172e-05-0.00084813i,0.00052544-0.00022663i
0.0018655+0.0016314i,0.0031455+0.0010621i,0.004157+0.0023747i,0.0044324+0.0023594i,0.0032626+0.0006448i,0.00041708-0.00018091i,-0.0015153-0.00056073i,-0.0016386+0.00029768i,-0.0010578+0.0012133i,-0.00018908+0.00013081i,0.0010045-0.00042394i,0.00066462+0.00057094i,-0.00012559+0.00045061i,1.982e-05+0.00023219i,0.00017665+0.00054983i,-7.5792e-05+0.00019911i,7.6155e-07-0.00062582i,0.00014113-0.00058575i,-0.00088205+0.00035792i,-0.0013598+0.00077607i,-0.00023371+0.00076578i,0.00014879+0.00086249i,2.2877e-05+0.00025028i
-0.00072428+0.0017845i,-0.0011047+0.0017507i,-0.00043622+0.00052202i,-0.001178-0.00026327i,-0.0020757-0.00019284i,-0.0020925+0.00014095i,-0.0014426+0.00083649i,-0.00093262+0.00090791i,-0.00057398+0.00071966i,-0.00046604+0.00027236i,-0.00055414-0.00025489i,9.4187e-06-0.00061286i,0.00082674-0.00073392i,0.00080875-0.00054749i,-0.00063922-0.00025622i,-0.00075146-0.0001017i,-0.00022128+0.00031416i,-0.00044856+0.00047008i,-0.00013421+0.00089238i,0.00075652+0.00089121i,-5.2242e-05+0.00031887i,-0.00027199+0.00045751i,0.00052959+0.00057425i
0.0014137-0.00028039i,0.0014924-0.0002279i,0.0019628-0.00036958i,0.0017282-0.00012745i,0.00098433-0.0003315i,0.00054261-0.00022546i,-0.00025913+0.00052738i,-0.00049969+0.00022528i,2.7983e-05-0.00016472i,0.00097716-9.7373e-05i,0.0010195-0.00042452i,3.0074e-06-0.00064982i,-0.00044843-0.00049042i,-0.00056512-0.00088147i,-0.00050604-0.00029372i,-0.00076246+0.00043895i,-0.00062089+5.4074e-05i,-0.00053285+8.9264e-05i,-0.00054949+0.0008388i,-0.00015169+0.0011338i,9.8081e-05+0.00070788i,-0.00042377+0.0004867i,-0.00035725+0.00049901i
0.0003267+0.00061163i,-0.00044988+0.0015264i,-0.0016687+0.00074696i,-0.0024608-0.00029204i,-0.0029078-0.0011205i,-0.0024339-0.0011241i,-0.0013176-0.00068526i,-0.00025135+0.00030745i,0.00066748+0.00067223i,0.0012038+0.00019504i,0.00087236-0.0001423i,0.00082442+0.00017975i,0.0011532+0.0005455i,0.00095868-5.6798e-05i,0.00070517-0.00018264i,0.00019168-0.00027298i,-3.5024e-05-0.00080434i,0.00021562-0.00050218i,0.00038486+0.00013573i,-0.00073407+4.4038e-05i,-0.0010167-3.1324e-05i,-2.5764e-05+4.557e-05i,0.00075295+0.00012076i
-0.0014788-0.0011688i,-0.0019476-0.0012469i,-0.0020066-0.00078101i,-0.0015256+0.0010105i,-0.00054481+0.00195i,-0.00011831+0.0013954i,-0.0003632+0.00036851i,-0.00049102-0.00039806i,-0.00076617-0.0010771i,-0.00075164-0.00084652i,-5.8024e-05+0.00018659i,0.0002162+0.00062139i,5.3355e-05-5.6036e-05i,0.00037651-0.00032747i,0.00053454-0.00027792i,-0.00014363-0.00078929i,-0.00055372-0.00088905i,-0.00029958-0.00064121i,-7.1718e-05-0.00052244i,0.00025154-0.00062063i,0.0006312+0.0003617i,0.00032803+0.00071246i,-0.00063106+0.00022606i
0.00076683+0.0026116i,0.0026059+0.0026486i,0.0031598+0.0025133i,0.0028277+0.0017404i,0.0016958+0.00070788i,0.00052354-7.898e-05i,-0.00028498-0.00041247i,-0.00037917-0.00065122i,0.00026261+0.00025977i,0.00094078+0.00014991i,0.00035204-0.00028686i,-0.0012073+0.00023041i,-0.0017393+0.00024322i,-0.00085777+0.00023403i,-0.0003827+0.00017642i,0.00035533-0.0004453i,0.00091727-0.00042689i,0.0010838-0.00015998i,0.0011069-9.7679e-05i,0.00049063+0.00010727i,0.00049085+9.7565e-05i,7.7512e-05+0.00018635i,-0.00079677+0.00019405i
-0.00045031+0.00061964i,-0.0023283+0.00010718i,-0.0024563-0.00074988i,-0.0023742-6.9472e-06i,-0.0022773+0.0010395i,-0.0010106+0.00037037i,-0.0011388-0.00083912i,-0.0010242-0.00054577i,-0.00050735+6.9161e-05i,-0.00018445-0.00020182i,-0.00010388-5.4873e-05i,0.00016763-0.00013435i,0.00040645-0.00037245i,0.00028766-0.0004952i,0.00016392-0.00074486i,-0.00017099-0.00011086i,-0.00043471-0.00017476i,0.00050207-0.00039644i,0.0002235+6.1659e-05i,-0.0004947+0.00064514i,0.00022661-3.599e-05i,0.0009315-8.1353e-05i,0.00089615+0.00043432i
0.00081867-0.00015759i,0.0012304+5.6781e-05i,0.00087989+0.00028672i,0.00085882+0.0010523i,0.00065214+0.0017133i,-0.00058418+0.00097997i,-0.0015292+0.00013445i,-0.0018647-7.205e-05i,-0.0010785+0.0004292i,-6.1666e-05+0.00073469i,-0.00031638-2.8206e-06i,-0.00046652-0.00031856i,6.4891e-05+0.00033327i,0.00016842+0.00051459i,0.00030968-0.00015553i,0.00088773-0.000636i,0.00043925+0.00020198i,-0.00032666+0.0003201i,-0.00018177-0.00028037i,-0.00050925+2.9156e-06i,-0.00065704+0.00036523i,-0.00012727+0.0009443i,2.9406e-05+0.00055097i
0.0021071-0.0019527i,0.002342-0.0024772i,0.001492-0.0029964i,-0.00068495-0.0018568i,-0.0022443-0.00042493i,-0.0012026+0.0010651i,0.00038711+0.0012356i,0.00071767+0.00067713i,9.1201e-05+0.00052522i,-0.0004949+3.2481e-05i,-0.00042869-0.00036162i,-0.00040243+1.848e-05i,-0.00093656+1.6426e-05i,-0.00092547-0.0001334i,-0.00063816+0.00018628i,-0.00060992+0.00025169i,-0.00073393+0.0004021i,-0.00050622+0.00022235i,-0.00068407-0.00061694i,-0.00067301-0.0010672i,8.9132e-05-0.00051624i,-7.0391e-05+6.1786e-05i,-0.00052493+0.00038134i
0.0010461-0.0012197i,0.0013261-0.00074597i,0.00079577-0.0016651i,-0.00019017-0.00060207i,-0.00056004+0.001471i,-0.00044483+0.001691i,-0.00014551+0.00024055i,-0.00048774-0.00057897i,-0.0007764-0.00054593i,-0.00018585-0.00082004i,0.00028714-0.00050352i,0.00056843+0.00037639i,0.00067851+0.0007044i,0.00021544+0.0011351i,1.2993e-05+0.001179i,0.00014771+0.00037471i,0.00014429-0.00019312i,-0.00050892-0.00028047i,-0.00086689-0.00072939i,-0.00091685-0.00070136i,-0.00089026+0.00042756i,0.00018088+0.00012988i,0.00081321-0.00036528i
0.00051012+0.001187i,-0.00025442+0.0015638i,-0.00014538+0.0022176i,-0.0011098+0.0011928i,-0.001214-0.00021338i,-0.0010877-0.00036067i,-0.0014037-2.7991e-05i,-0.0011826-0.00047572i,-0.00078458-0.00068978i,-0.0005608-0.00058373i,-0.00019928-0.00064856i,-2.8925e-05-0.0007069i,-0.00044424-0.0007525i,-9.7314e-05-0.00045492i,-3.4741e-05+0.00013695i,-0.00025211+0.00026453i,0.00076853-7.0895e-06i,0.00088164+0.00041658i,0.00021144+0.0004494i,0.00023909+2.0633e-05i,0.00058946+0.00060001i,0.00085216+0.00073441i,0.00059468+0.00035314i
-0.0016681-0.00075942i,-0.0011731-0.00050325i,0.00014025+0.00018671i,0.0010072+0.0015541i,0.0012341+0.0019228i,0.00133+0.0013343i,0.00057425+0.00093157i,-1.8595e-05+0.00016949i,-0.00046457+1.8569e-05i,-0.00063602+1.9354e-05i,-0.00052522+0.00026866i,-0.00075842+0.00039395i,-0.00017326-0.00050049i,-0.00022283-0.00079429i,-0.00025221-0.00022494i,0.00036253+0.00065302i,-0.00024475+0.0007851i,-0.00042073+0.00010819i,0.00012493+0.00017684i,-2.697e-05+0.00021272i,-0.00012442-1.333e-05i,0.00010188-0.00013226i,0.00041991+6.2339e-08i
0.0014275+0.0041226i,0.00071344+0.0026479i,0.00089809+0.00092588i,0.0011762-0.00064894i,0.00071285-0.0021932i,-0.00051544-0.0027328i,-0.0018431-0.0020019i,-0.0013454-0.00071226i,0.00032504-0.00065033i,0.00080502-0.00081146i,0.00044333+5.4495e-05i,-0.00013942+0.00049259i,-0.00032573+0.00077453i,-0.00033998+0.0003511i,-0.00048772-0.0007652i,-0.00074856-0.0010461i,-0.00053049-0.00068425i,0.00066616+0.00011283i,0.0003317-4.0978e-06i,-0.00058947-0.00026454i,-3.5579e-05+0.00056805i,0.00065226+0.0006098i,0.00027415-7.6525e-05i
0.0013965-0.00026207i,0.0010799+0.00030229i,7.9166e-05+0.00081732i,-0.00036285+0.0010475i,-0.0012873+0.0011743i,-0.0020277+0.0010469i,-0.00060723+0.00039794i,5.5413e-05-0.00018821i,-0.00097141-0.00024773i,-0.0015636-0.00028056i,-0.00093858-0.00043726i,-0.0003188+0.00011617i,0.00043436+0.00066429i,0.00048738+0.0012425i,0.00019461+0.00095621i,-0.00014692+9.3034e-05i,-0.00031731-0.00014953i,0.00024276-0.00048528i,8.9189e-05-0.00041495i,-0.00050144+0.00057845i,-0.00081112+0.00098368i,-0.00070612+0.0012041i,-8.6278e-05+0.00094565i
0.00025294+0.00044878i,0.001194+0.0002795i,0.0011769+0.0013469i,0.00086051+0.0012581i,0.00086475+0.00058113i,-0.00034415-8.9374e-05i,-0.00098259-0.00012674i,-0.0010367+0.00045557i,-0.0012694+0.00038399i,-0.00010947+5.9866e-05i,0.00058851-4.1469e-05i,0.00023612-0.00031547i,0.00072032-0.00047931i,0.00080775-0.00017241i,0.00043645-0.0004126i,0.00012262-0.00033336i,-0.00079765-0.00069139i,-0.0012826-0.0010713i,-0.00066012-0.0012587i,0.00072558-0.0013732i,0.0012665-0.00066141i,0.00061899+9.7668e-05i,0.00018085+0.00065021i
-0.0018617+0.0016945i,-0.001558+0.0021386i,-0.00041485+0.0022724i,-0.00026217+0.0017731i,-0.0011483+0.0016508i,-0.0013948+0.0016447i,-0.00058933+0.0011362i,-0.00036122+0.00052602i,-0.00063743+7.4515e-05i,-0.00049226+0.00019179i,-0.0010621-0.00010023i,-0.0012106-9.0758e-06i,-0.00040476+0.00051937i,9.0859e-05+0.00075821i,0.0002216+0.00033765i,0.00079692-0.0001589i,0.00074971+0.00071678i,-0.00020238+0.00079066i,-0.00063156+0.00023714i,-0.00044152+0.00025638i,-0.00027204-7.4963e-05i,-5.1654e-05-0.00047717i,0.00012183-0.00106i
0.0007626-0.0019193i,-0.0010232-0.0010956i,-0.0017041-0.00048617i,-0.0012019-0.00011272i,-0.00080695+0.0010266i,-0.0010504+0.0011372i,-0.0010175+0.00032259i,-0.0013151-0.00085564i,-0.0013119-0.0016863i,-0.0013594-0.00092098i,-0.00058002-0.00036351i,0.00053798+0.00072013i,0.00013419+0.0010029i,-0.0001387+0.00024464i,-7.8485e-05-0.00038677i,-0.00045973-0.00092249i,-0.00071897-0.00075492i,-0.00017503-0.00069807i,0.00061898-0.00072415i,0.0001395-0.00025235i,-0.00065995-0.00011022i,-0.00051392-3.4244e-05i,-0.00043177+9.7428e-05i
-0.001065-0.00092898i,-0.00063026-0.0010107i,-0.00058691-0.00027191i,-0.00044866+0.0006121i,-0.0008061+0.00092978i,-0.00032164+0.00041845i,0.00045663-0.00074306i,-0.00010845-0.0006437i,-0.00014085-0.00027138i,0.0006466-0.00031292i,0.00033016+0.00019911i,-0.00039835+0.00049415i,-6.204e-05-0.00028059i,0.0001479-0.0012391i,0.00035628-0.00067222i,0.00025158+2.9218e-05i,-0.00036726+2.7228e-05i,-0.00054924-0.00013093i,0.00022616-0.00020662i,0.00049928+0.00048534i,0.00059768+0.00057767i,0.00072557-0.0004031i,0.00022388-0.00032086i
0.0003293+0.00031463i,0.00067376+0.00027071i,0.00013316+0.0008508i,-0.00010028+0.0011407i,0.00016016+0.00085976i,-6.0526e-05+0.00084737i,-0.00068947+0.0013395i,-0.00039945+0.0012627i,-0.00049126+0.0010067i,-0.00015066+0.00078137i,0.00042424+0.00084357i,1.1832e-05+0.00080313i,8.0593e-05+0.00068961i,-4.1404e-05+0.00097105i,-0.00046812+0.00062079i,-0.00044022+5.9594e-05i,5.2308e-05+0.00031296i,0.00088388+0.00057602i,0.00089032+0.00032821i,0.00059495+0.000306i,0.00073718+0.00035328i,0.0011189+0.00058874i,0.0010887+4.157e-05i
-0.00041444+0.00099672i,-0.00056869+0.0021716i,0.0001234+0.0024765i,-0.00014496+0.00053009i,-0.00078399-0.0001829i,-0.00039528+0.00022653i,-0.001188+0.00071859i,-0.0017429+0.0011758i,-0.00088531+0.00064891i,-0.00036199-0.00021785i,3.3362e-05-0.00099455i,0.00029952-0.00080957i,-0.0002815-0.00039593i,-0.00070084-0.00054636i,-0.00054573-5.9493e-05i,-0.00057185+0.00070683i,-0.00022394+0.00025972i,-1.8099e-05-0.00039761i,-0.00042733-0.00028225i,-0.0011097-0.0002993i,-0.00061001-0.00064921i,-0.00021015+1.6277e-05i,2.6416e-05+0.00057037i
