-0.001672+0.00022706i,-0.0029634-0.00084264i,-0.00412-0.0013657i,-0.0025098-0.0011103i,-0.00085897-0.00020914i,-0.00016758+0.0008238i,0.00030667+0.0014362i,0.0007348+0.001569i,0.00088266+0.00046287i,0.0011506-0.00040799i,0.000888-0.0007873i,-0.00048105-0.00099393i,-0.0011176-0.00054922i,-0.0011159+0.00038725i,-0.0010901+0.00023947i,-0.00068284+0.0001832i,-0.00042847+0.00033277i,-8.8494e-05+0.00034035i,-3.468e-05+5.0397e-05i,-0.00082283-0.00080157i,-0.00015043-0.0013336i,0.000963-0.0011199i,0.00024447-0.0002339i
0.00015701-0.00049928i,-0.00056108-0.00049934i,-0.00045823-0.00065126i,-0.00010159-0.0011206i,0.00049844-0.0013805i,0.00023474-0.0015851i,0.00018865-0.00097595i,0.00069057+7.6638e-05i,0.00073398-0.00057149i,0.00018642-0.0013815i,-0.00030324-0.00023501i,-0.00054867+0.00073695i,-0.0010634-0.00013319i,-0.00079281-0.00048873i,0.00014094+0.00023262i,0.00011132+0.00023043i,-0.00016957+0.00060935i,-0.00043559+0.00097662i,-0.00077897+0.00053067i,-0.00034548+5.298e-05i,0.00050806-0.00018682i,0.0010948-0.0003151i,0.00040821+7.011e-05i
-0.0012201+0.0021335i,-0.0016961+0.0021205i,-0.00038438+0.0027087i,0.00060513+0.0023716i,0.0010639+0.0014032i,0.00090023+0.001148i,0.0004241+0.00069933i,0.00031001+0.00021657i,0.00021395-0.00079075i,-0.00064473-0.0011086i,-0.00081011+0.0001098i,-0.00022528+0.00038041i,-0.00030312+0.00027064i,-0.00077222+0.00061586i,-0.00081173+0.00095081i,-0.00093397+0.00048602i,-0.00095752-0.0002151i,-0.00058412-0.00077827i,-9.624e-05-0.0012541i,-0.0001395-0.00057142i,-0.00043802+0.00013619i,-0.00026324+0.00049758i,-0.00011078+0.00047724i
0.0017349+0.00048631i,0.0012982+0.00075941i,-0.00071894-0.00075187i,-0.0018891-0.0018051i,-0.00061555-0.0016586i,0.00070221-0.00075178i,0.0012645-0.00034651i,0.0004948-0.00035893i,-0.00017408-0.00041791i,-0.00016364-0.00031858i,-0.00052126-0.00018696i,-0.00061055-0.00030254i,2.2823e-05-0.0001178i,0.00047105+0.00059728i,-0.00020488+0.00094981i,-0.0005746+0.00057863i,9.3148e-05+0.00033711i,3.5001e-05+0.00018405i,-0.00018543-5.3478e-05i,0.00028192-0.00019877i,0.00054035-0.00051954i,7.8073e-05-0.0003283i,0.00011643+0.00073417i
0.0013351+0.00027036i,1.9743e-05+0.00055936i,-0.00060985-0.00032031i,-0.00043248-0.0017202i,-0.00086876-0.0019271i,-6.6281e-05-0.0012046i,0.00031287-0.00021591i,8.624e-05+0.00028264i,-0.00025936-0.00069266i,-0.00033223-0.0012467i,-0.00030604+0.00065366i,-0.00032552+0.0018697i,0.0006134+0.0013552i,0.00017195+0.00042998i,-0.0010641+0.00031618i,-0.0013956+0.00043969i,-0.00087476+3.7997e-05i,-0.00056285+4.5123e-06i,-0.00013673-0.0002909i,1.3615e-05+4.6608e-05i,-0.00011673-0.00030598i,0.00018331-0.0011235i,9.6283e-05-0.0012422i
-0.00011973-0.0020937i,-0.00057723-0.0020096i,-0.0006904-0.0017463i,-0.0008499-0.001609i,-0.0011111-0.00079576i,-0.00030876-0.00059776i,0.00062138-0.00089823i,0.00026467-0.00037833i,-0.00029207+4.8838e-06i,0.00012217+5.0285e-05i,8.1288e-05+0.00026759i,2.1586e-05+0.00027389i,2.9417e-05+0.00010015i,-0.0002693-5.0986e-06i,-0.00027572+9.5591e-06i,0.00039631+0.00066265i,5.779e-05+0.00074312i,-0.00014586-0.00022876i,0.00042361-0.00028162i,0.00091609+0.0002079i,0.00068561+9.8096e-05i,0.00022001-0.00038785i,-8.9334e-05-0.00048932i
-0.00058934-0.00043362i,-0.00044293-0.00020287i,-0.0020829-0.00042943i,-0.0018107-0.0005935i,-0.001076+0.0002997i,-0.00050168+0.00019873i,-1.8772e-05-0.0010393i,-0.0003871-0.00094065i,-0.0011305-0.00018336i,-0.0012453-0.0010311i,-0.00097816-0.00094693i,-0.0001514+0.00038189i,0.00096483+0.001127i,0.00020755+0.00035287i,-0.00060638-0.00070712i,-0.00041097-0.00072206i,0.00069428-0.00029368i,0.0015174+0.00038738i,0.0008128+0.0010086i,-0.0002298+0.00060905i,-0.00022025+2.5572e-05i,5.033e-05-0.00032525i,-0.00013573-0.00053559i
0.0017013-0.000308i,0.00062555-0.00072907i,7.3039e-05-0.0015572i,0.00048502-0.0028283i,0.00045912-0.0027676i,0.00029941-0.0019831i,0.00086614-0.0014187i,0.0007174-0.00063625i,0.0001501-0.00021633i,-0.00014846-0.00073362i,-0.00092773-0.00046652i,-0.001212+0.00063811i,-0.00093864+0.00083632i,-0.00039753+0.00064603i,-0.00027645+7.4081e-05i,-0.00034229-0.00011394i,-4.4911e-05+0.00046408i,0.00012015+0.00083593i,0.00044138+0.00043449i,0.00060235-0.00071334i,0.0011088-0.00016407i,0.00089131+0.00045187i,3.7461e-05-6.3081e-05i
-0.0013107-0.0015776i,-0.00094162-0.0017563i,-0.00054734-0.0018975i,-0.00050822-0.0014053i,3.2378e-05-0.00084366i,8.1579e-05-0.00081909i,0.00037084-0.00063623i,0.00038069-0.00034415i,0.00051319-0.00028419i,0.00069691-8.0539e-05i,0.00039706+0.00030736i,-0.00024735+0.00013217i,3.1303e-05+0.00021318i,0.0006289+0.00094072i,-7.5465e-05+0.0009574i,-0.00087522+0.0001307i,-0.00032869+0.00027974i,0.0004561+0.00052606i,0.0010958+0.00051555i,0.00064258+0.00092274i,0.0002043+0.0004907i,1.2364e-05-0.00054356i,0.00018848-0.00073399i
-5.6828e-05+0.00082295i,-0.00015447+0.0010692i,-0.00052906+0.0011036i,-0.00010811+0.00099385i,3.3127e-05+0.00084242i,0.00043948+0.0011984i,0.00064209+0.0012533i,9.2221e-05+0.0011127i,-0.00037336+0.0012991i,-2.9862e-05+0.0010467i,-0.00061003+9.2848e-05i,-0.00090676-0.0001861i,0.00014089-0.00024539i,0.00056569-4.1631e-05i,0.00018345+0.00088016i,-0.00029075+0.000457i,-0.00055121-0.0010454i,-0.00089959-0.0015005i,-0.00084664-0.00094028i,2.9135e-05-0.00071913i,0.00088068-0.00074734i,0.00050294-0.00080895i,1.3456e-05-0.0004399i
-0.00089831-0.0024671i,-0.0011419-0.001711i,-0.0028664-0.0015793i,-0.0032794-0.00086797i,-0.0022256-7.5558e-06i,-0.0010004-0.00039229i,-0.00090237-0.00033683i,-0.00046936-0.0001422i,-4.674e-06+0.00027747i,3.2652e-05+0.00088017i,-2.6141e-05+0.0012634i,0.00037971+0.0011371i,8.791e-05+0.00093334i,-0.00038922+0.00052453i,-0.00039391-0.00041658i,-0.00069771-0.00043316i,-0.00023238-0.00035981i,3.188e-05-3.9411e-05i,-0.00034987+0.00034655i,-0.00038665+0.0002006i,-0.00014105-4.7258e-05i,0.00017878-0.00018432i,6.0968e-05-0.00017862i
-0.0013927+0.00051672i,-0.00057222+0.00030697i,0.00025705+0.0001575i,0.00094077+0.00066834i,0.001009+0.0003124i,0.00068436-0.00050586i,0.00041069-0.00089036i,0.00051639-0.0011204i,0.00054411-0.00079171i,0.00080174-8.2906e-05i,0.00072873+0.00057363i,0.00039457-1.4176e-05i,8.304e-05-0.00086898i,-0.0006645-0.00085708i,-0.00028237-8.3944e-05i,3.8146e-05+0.00011743i,-0.0011119-0.00065501i,-0.0012496-0.00089839i,0.00027035+0.0003255i,0.00065348+0.00069898i,0.00031806-0.00032409i,0.00035381-0.00081361i,2.1431e-05-0.00072411i
-0.00274+0.00047174i,-0.0024749+0.00059288i,-0.0023755+0.0030052i,-0.0018457+0.0036472i,-0.0012977+0.0022308i,-0.00048535+0.0012504i,0.00070557+0.0017083i,0.00053536+0.0013015i,0.00013418+0.00019534i,-0.00021341+3.9328e-05i,-0.00054697-4.9494e-07i,6.5693e-05-4.3312e-05i,0.00083729-0.00011298i,0.00082994-0.00028874i,-3.1591e-05-0.00040664i,-0.00044305-0.00027211i,-0.00064395-0.0001901i,-0.00074567+0.00036058i,-0.0005972+0.00033157i,0.00044692-2.0408e-05i,0.00053264+0.00017498i,-8.3044e-05+0.00027539i,0.00014605+0.00021005i
-0.0001279-0.0017657i,-0.0013816-0.0014384i,-0.002642-0.0022846i,-0.0022386-0.0023704i,-0.0014468-0.0010468i,-0.00067591-0.00011722i,0.00038716-0.00044555i,0.0006603-0.00086346i,0.00022425-0.00066484i,-0.00067234-0.00045045i,-0.00065984-0.00043956i,0.00013642-0.00045465i,2.0677e-05+0.00030884i,-0.00019773+0.00064296i,-0.00050505+8.8253e-05i,-0.00065387-0.00026049i,-0.00070406-0.00036559i,-0.00062378-0.00014858i,-0.00041838+0.00028632i,0.00022665+0.00073081i,0.00065566+0.00072453i,0.00053389+0.00017884i,0.00026412-5.8888e-05i
0.0011238-0.00055633i,0.0011842-0.0013254i,-0.00025349-0.0023752i,-0.0015137-0.0021072i,-0.0016668+6.146e-05i,-0.00079414+0.00066983i,-1.9504e-06-0.00035219i,-0.00012248-0.00054747i,-0.00022975+0.00014188i,-0.00082902+0.00041789i,-0.0016495-0.0001834i,-0.0012074-7.4161e-05i,-0.00022388+0.00093615i,0.0001668+0.00080433i,-2.2453e-05-0.00010903i,-0.00044849-0.00052987i,-0.0003968-0.00029531i,8.9747e-05+0.0003958i,0.0003298+0.00092331i,0.00072856+0.0012751i,0.00068244+0.00076606i,0.00047073+0.00050842i,0.00060678+0.0007229i
0.0013448+0.0010089i,0.001323+0.00094769i,0.00066306+0.00080834i,0.00020247-0.00029508i,0.00012908-0.0013873i,0.00023568-0.0010899i,-8.3634e-07-0.00053265i,2.852e-05-0.00033484i,0.00034013-0.00041251i,-0.00037101+0.00030692i,-0.0010984+0.00061072i,-0.0010285+0.00038939i,-0.00057769+0.00065556i,-0.00070008+0.00071522i,-0.0010449+0.0007911i,-0.00108+0.00028336i,-0.0010028+0.00017129i,-0.00050359+0.00038116i,0.00011862-0.00010772i,0.00022299+0.00057766i,0.00064086+0.0009092i,0.00059937+1.3423e-05i,-0.00030112-0.00070959i
0.0012947+0.0010618i,0.0014324+0.00065996i,0.0011727+0.00036641i,0.0018021-0.00088159i,0.0017268-0.0011619i,0.0013958-0.00072983i,0.00078179-0.00032354i,5.3206e-05-0.00041948i,9.5888e-05-9.3632e-05i,0.00060495-0.00018381i,0.00044647-0.00045178i,-0.0013925-0.00040525i,-0.0015704-0.00086311i,-0.0001401-0.00023762i,0.00073246+0.0011079i,-5.6865e-05+0.00071799i,-0.0013032+0.00058685i,-0.0010171+0.0012155i,9.7135e-05+0.00034361i,0.0011075-0.00066346i,0.001113-0.00079007i,0.00046861-0.0003009i,0.00046867+9.5212e-05i
0.00017323-0.0008376i,0.00017254-0.0010099i,-0.0006299-0.0019498i,-0.00066392-0.0019689i,0.00011141-0.0009874i,0.00053645-7.583e-05i,0.00058095+0.00048151i,-9.3121e-05+0.00069343i,-0.00048861+0.00039504i,-0.00034091+0.00015615i,-0.00016703-0.0001341i,3.9146e-05-0.00028562i,0.00032108+0.00048246i,0.00066596+0.00016426i,0.00053779-0.00063498i,-0.00025812+6.8047e-06i,-0.0012327+0.00074709i,-0.0013466+0.0007964i,-0.00049132+0.00087609i,-0.00014325+0.0014327i,-0.0003384+0.0016804i,-0.00057502+0.00093336i,-9.3319e-05+0.00036481i
-0.00019404+9.1697e-06i,0.00012607-3.4514e-06i,0.0012066+0.00049347i,0.00044631+0.0010714i,-0.00035376+0.00071441i,0.00035608+0.00044851i,0.00093604+0.00043527i,0.00073428+0.00058859i,0.00026772+3.7492e-05i,0.00010278-0.0004344i,0.00022566-9.4582e-05i,0.00018059-3.4018e-05i,-0.0003176-0.00016432i,-0.00094708+0.00037688i,-0.0008657+0.0011963i,-0.00028924+0.0011375i,6.724e-05+0.0010319i,0.00070227+0.0010088i,0.0011595+0.00064609i,0.0010683+8.9851e-05i,0.0011577+6.2444e-05i,0.0010679+0.00045396i,0.00014164+0.00016898i
-0.00016282-8.4238e-05i,4.3007e-05-0.00049378i,0.00080576-0.00079222i,-4.7939e-05-9.8168e-06i,-0.0015483+0.00014895i,-0.00050784-0.00027561i,0.0004122-0.00039098i,6.2766e-06-8.2632e-05i,-0.00034196-8.915e-05i,-4.7305e-05+0.00011401i,0.00025866+0.00026145i,0.00015363+0.00035068i,5.2622e-05+0.00047998i,-0.00052863-0.00033078i,-0.00097099-0.00098409i,-0.0005161-0.0008496i,-0.00087037-0.00081372i,-0.00087743-0.00041212i,0.00031698+0.00021251i,0.00032519+0.00021969i,-0.00070089-6.2792e-05i,-0.001111-0.00011842i,-0.0004344+0.00031083i
-0.00016984-0.0018375i,-0.00041899-0.0011923i,-0.0014494-0.00041054i,-0.0028498+4.7939e-06i,-0.0034417+0.00082724i,-0.0020357+0.001188i,-0.00044811+0.0006784i,-0.00044146-3.6668e-05i,-0.00064055-3.4106e-05i,-0.0004655+9.8483e-06i,-0.00031453-0.00056133i,-0.00017951-0.0011253i,-0.00026431-0.0011006i,-0.00038364-0.00092635i,-0.00036411-0.0015609i,-0.00048099-0.0019003i,-0.00044221-0.00075946i,-0.000111+0.00013456i,-0.00021632+0.00014141i,0.00021007-0.00046003i,0.00040936-0.00054728i,-1.9841e-05-0.00036175i,-0.00030752-9.199e-05i
-0.00073753-0.00042684i,-0.00011121-0.00037099i,-0.00098598-0.00019028i,-0.00098267+0.00087756i,-0.00063016+9.8354e-05i,-4.625e-05-0.00098865i,0.0004542-0.00085278i,0.00042964-0.0010259i,0.00058192-0.00069651i,0.00011952-0.00050491i,0.00013271-0.00069235i,0.00024796-0.00060734i,0.00035226-0.00074291i,-0.00026971-0.0012297i,-0.0012611-0.00073769i,-0.00068581-0.00033723i,-0.00024509+0.00026633i,-0.00030079+0.00056432i,-0.00049062-0.00024335i,-0.00090507-0.0001631i,4.9896e-05-0.00029703i,0.0012052-0.00092793i,0.00036989-0.00032826i
-0.0012896-0.00072236i,-0.0011609-0.00023922i,-0.0014239+0.00028916i,-0.0010439+0.0011387i,-0.00034064+0.0017559i,0.00045407+0.0013023i,0.00090716+0.00075141i,0.0007321+0.0010026i,-5.5466e-05+0.0010087i,-0.00074489+0.0010964i,-0.00079982+0.0010519i,-0.00022615+0.00081668i,-0.00042188+0.00055431i,-0.00032043+0.00029329i,-0.00029011+0.00023267i,-0.00045193+0.00038125i,-8.803e-05+0.00028828i,1.3357e-05+0.00019731i,0.00012767+0.00085105i,0.00022343+0.0011991i,6.8071e-05+0.00073475i,0.00033208+0.00076355i,0.00035763+0.0008642i
-0.0029705-0.00026447i,-0.0024714-0.00033047i,-0.0018355+0.00093452i,-0.0015174+0.0017309i,-0.00018996+0.00066113i,0.00041784-0.00045572i,0.00017835+0.00012119i,-6.7696e-06+0.00082474i,0.00012821+0.00082266i,-0.00024662+0.00040389i,-0.00027577+3.2496e-05i,0.00018933-0.00015513i,0.00051262-0.00063288i,0.00022318-0.0010595i,-9.0843e-05-0.001198i,0.00026516-0.0016566i,0.00047126-0.00099269i,-0.00040741+0.00050888i,-0.00050663+0.00094812i,0.00028272+0.00054547i,0.00056164+0.00073625i,0.00024254+0.0012625i,-0.00017276+0.001004i
-0.0001759-0.00087255i,0.00025993-3.1942e-05i,-0.0011038+0.00049891i,-0.0018899+0.0009319i,-0.00095216+0.00074872i,0.00050304+0.00086779i,0.00097377+0.00093704i,0.00056221+0.00029593i,0.00024493-0.00025278i,0.00050749-0.00081257i,0.00025038-0.00082035i,-0.00014182-0.00031285i,0.00055628-0.00041065i,0.0010111-0.00070841i,-4.1265e-05-0.00088557i,-0.00043416-0.00074098i,-0.00026778-0.00026785i,-0.00026335+0.00013688i,0.0001933+0.0002565i,0.0002466-0.00018917i,0.00031965-0.00056568i,0.00030583-0.00066434i,-8.1555e-05-0.00086941i
0.00071246+0.00042371i,0.00054508-0.0011368i,0.0020852-0.0013289i,0.0024469-0.0013333i,0.0017612-0.0013068i,0.00099631-0.00071782i,0.00035582-0.00041822i,0.00018876-0.00039725i,0.00036412-0.00044481i,0.00030508-0.00084197i,-0.00015969-0.00023255i,-0.00080292+0.00045342i,-0.0014323+0.00077934i,-0.0012972+0.0014487i,-0.0010637+0.0011656i,-0.00096043+0.00078402i,-0.0006487+0.0014176i,-3.3447e-05+0.001497i,0.00074638+0.0011341i,0.00094747+0.00097242i,0.00068032+0.00041126i,0.00011977-0.00030502i,-0.00046103-0.00023281i
0.00077694+0.00078114i,0.0012651+0.0016836i,0.0025772+0.0022614i,0.0025362+0.0013182i,0.0012877+0.00022448i,0.0010002-0.00085926i,0.0010617-0.00053501i,0.00051116-7.2007e-05i,0.00020481+0.0002194i,3.414e-05+0.0002737i,-0.0004214-0.0004493i,-0.00061889-0.00058949i,-9.8269e-05+6.74e-05i,0.00018167+0.00070533i,-0.0003878+0.0007374i,-0.00074216+2.0944e-05i,-0.00093343-0.00074689i,-0.00055045-0.00033808i,0.00018959+0.0005435i,0.0013759+0.00020146i,0.0017304+0.00026774i,0.00045219+0.00043595i,-0.00014907-5.6798e-05i
-0.00011313-0.0003244i,-0.0015663+0.00021308i,-0.0021922+0.00069519i,-0.001877+4.4332e-05i,-0.00089828-0.00044705i,-0.00013331+0.00012339i,0.00053861+2.9099e-05i,0.00061579-0.00041115i,-0.00012179+0.00010951i,-0.00098789+0.00053069i,-0.0014587+0.00086905i,-0.0013029+0.0007001i,-0.00081715+0.00048198i,-0.00086464+0.00067371i,-0.0011086+0.00073487i,-0.00078343+0.00059159i,-0.00015346+0.00058963i,0.0002243+0.00090177i,0.00071241+0.0011075i,0.0010434+0.00094822i,0.00041719+0.00046194i,3.5337e-05+0.00051996i,0.00031151+0.00023166i
0.0020556+0.0016627i,0.0021622+0.0010729i,0.0030975-0.00059181i,0.0027299-0.0010742i,0.00066989-0.0013671i,-0.00067026-0.0013154i,-0.00042173-0.0010296i,0.00037903-0.00056796i,0.0011543+0.0001698i,0.00095993-0.00010686i,-0.00050316-0.00067428i,-0.0016346-0.00067419i,-0.0016134-0.00013108i,-0.0010569+0.00012763i,-0.00059607+0.00020564i,-0.00076366+0.00043102i,-0.00061528+0.00062284i,0.00014757+0.00039735i,0.0005339-0.00024738i,0.00099417+5.8088e-05i,0.00087186+0.00033576i,0.00072997-0.00018212i,0.00087195-2.7559e-05i
-0.0019137+0.00039035i,-0.0017226+0.0015144i,-0.0012667+0.003483i,-0.0001865+0.0034775i,0.0013274+0.0019215i,0.0012386+0.00057509i,0.00020166-0.00033372i,0.00027768-0.00031523i,0.00022214+0.00023524i,7.3529e-05+0.00046737i,0.00042358+0.00090385i,0.00031745+0.00075319i,-0.00016678+0.00019089i,-0.00096073-1.6198e-05i,-0.0012805-0.00032456i,-0.0010845+0.00030704i,-0.0011322+0.00065956i,-0.0011893+0.00081177i,-0.00016094+0.00154i,0.00091221+0.0011001i,0.00090514+0.00045543i,0.00028904+0.00017204i,-0.0002107-6.4823e-05i
0.00018676+0.00045118i,-0.00085026+0.00076214i,-0.00069789+0.0003907i,-0.00053873-0.00015736i,8.4596e-05-6.8126e-06i,0.00099065+0.00012423i,0.0011472+0.00032346i,0.00086889+0.00083652i,0.00084514+0.00071798i,0.00095-0.00018068i,0.00071526-0.00042437i,5.7351e-06+0.00021215i,-0.00067347+0.00066244i,-0.00053042+7.7796e-05i,-0.00014523-0.00026391i,-0.00030629-5.5487e-05i,-0.00031137+7.243e-05i,-0.00017914+0.00030032i,-0.00025504+0.0003502i,0.00024411-0.00037982i,0.00060652-0.00069909i,0.0006609-0.00045224i,0.00024712-0.00055005i
-0.0021132+0.0018062i,-0.0010155+0.0028744i,8.1891e-05+0.0044297i,0.0014744+0.0034446i,0.0027179+0.00054313i,0.0021361-0.00097606i,0.00112-0.00075869i,0.0008067-0.0005917i,0.00029702+5.3e-05i,0.00058121+0.0002182i,0.00020247+0.00010729i,-0.00077348+3.7758e-05i,-0.00065712-0.00029141i,-0.00010292+0.00036558i,-0.00021653+0.0010888i,-0.00047077+0.0010957i,-0.00042572+0.00068669i,-0.00038132+0.00040491i,-8.0518e-05+0.00053813i,0.00062257+0.00024919i,0.0012073-0.00065182i,0.00060184-0.0001989i,0.00015329+0.00023417i
0.0011365-0.0016761i,6.9353e-05-0.0014218i,-0.00032357-0.0015239i,-0.0012516-0.0017223i,-0.0015561-0.0015281i,-0.0008151-0.0011613i,0.00013066-0.00034548i,0.00090099+0.00021125i,0.001019-0.0001737i,2.8453e-05-0.0012076i,-0.00033754-0.0012457i,-0.00015135-0.00054129i,-0.00017038-0.00015038i,-0.00055578+8.2023e-05i,-0.00052658+0.00036222i,6.5754e-06+0.00050858i,0.00013417+0.00025514i,0.00071189+2.395e-05i,0.00085883-0.00019072i,-8.3361e-05+0.00039508i,-0.00073448+0.00040123i,-0.00040715-0.00011976i,-0.00017427+6.6648e-05i
0.00054164+0.0012593i,0.0010075+0.0007465i,0.00071864+0.0010443i,0.00068522+0.0012605i,0.0008647-8.0386e-05i,0.00036034-0.0012197i,0.0004605-0.0012746i,0.00086646-0.0014678i,0.00055777-0.00092933i,0.00033622-0.00014945i,8.5128e-05-0.0005299i,-0.00075466-0.00082398i,-0.0005418-0.00067787i,0.00018544-0.00020754i,-0.00012148+0.00027969i,-0.00088292+0.00040246i,-0.0011328+0.00038905i,-0.00041702+0.00068274i,0.00048457+0.0010775i,0.00014816+0.00062005i,0.00015975+1.9692e-05i,0.00064115+0.00051341i,0.0003464+0.00050444i
-0.00037618-0.0014281i,-0.00070234-0.00088792i,-0.0020463-0.00020879i,-0.0020154+0.00042028i,-0.0001717-0.00015613i,0.00083213-0.00065995i,0.001438-0.00086788i,0.00099506-0.0011265i,-0.00032509-0.00095413i,-0.00052184-0.00068846i,-0.00066932+0.00018927i,-0.00088192+0.00075076i,-0.00016731+0.00074379i,0.00065117+0.00067038i,0.00038351-0.00022778i,0.00025399-0.00011428i,0.00018911-0.00023371i,0.00038161-0.00042973i,0.00083918+0.00034273i,0.0010948+0.00081595i,0.000693+0.0003426i,-0.00024166-7.049e-06i,-0.00073366+0.00032017i
-9.6807e-05+0.00048247i,-6.9274e-06-0.00058697i,-6.0197e-05-0.00035752i,-0.00049492+0.00036809i,-0.00097616+0.00011795i,-0.00065856-0.00012454i,0.00027042-0.00025455i,0.0006199+0.00029371i,0.00043149+0.00049187i,-1.2491e-05+0.00016812i,-0.00064573+7.3763e-05i,-0.001138-0.00024115i,-0.00084789+0.00030862i,-0.00023556+0.0012582i,6.1818e-05+0.0010503i,0.00012101+0.00019426i,-0.00022997+0.00065733i,1.9798e-06+0.0011365i,0.00067491+0.0005425i,0.00067087+0.00020801i,0.00041071+0.00063461i,0.00040742+0.00098544i,0.00036167+0.00093323i
-0.00048607-0.0025006i,-0.0022049-0.0029425i,-0.0038701-0.0032187i,-0.0030974-0.0019113i,-0.0015618-0.00056362i,-0.00029419+7.4112e-05i,0.0007681+0.00041853i,0.00076725+7.7156e-05i,0.00012806-8.8592e-05i,-0.00072948+0.00092768i,-0.0010043+0.001197i,-0.00062764+0.00072624i,0.00042497-0.00050515i,0.0011004-0.00085965i,0.00017865-8.7249e-06i,-0.00022184+0.00050622i,-0.00035525+0.00042022i,-0.00060897+0.00097611i,0.00014975+0.00103i,0.00074685+0.00094149i,0.00067465+0.00094526i,0.00048849-1.9865e-05i,-5.564e-05-0.00045377i
0.00023744-0.0016634i,0.000389-0.0013151i,-0.00025763-0.00084224i,-0.00049197+0.0001689i,0.00022993+0.00060374i,0.00018611+0.00018222i,0.00057732-0.00018815i,0.0012426-0.00067843i,0.00078784-0.00080994i,-3.7241e-05-0.00026033i,-6.4447e-05-0.00014412i,0.00028366+0.00023615i,0.000127+0.0003003i,-0.00020847-0.00053465i,0.00015117-0.00049408i,0.00028376-0.00016449i,-0.00042968-6.6637e-05i,-0.00028323-9.993e-05i,0.00030275-0.00040456i,8.789e-05-5.1409e-05i,5.6112e-05+0.00017274i,0.00086764+7.3337e-05i,0.0014903+0.00010562i
-0.00066261+0.0014534i,-0.000605+0.00031673i,0.00034159-0.00019497i,-0.00010175-0.00026953i,-0.00015312-0.00012626i,0.00043901-0.00023992i,-6.4023e-05-0.00016444i,-0.00047044-9.6644e-05i,-0.00057393-0.00014501i,-0.00027971+0.00016285i,0.00013916+2.1928e-05i,-0.000214-0.0001994i,-0.00054401-0.00015942i,-0.00017588+0.0004122i,-0.00038934+0.00049634i,-0.00018307+0.00015411i,0.0001985-0.00036508i,0.00068873-0.00053559i,0.0004673-0.00036428i,-0.0002755-0.00029494i,-0.00013459-0.00074414i,0.00055686-0.00015526i,0.00037378+0.00059722i
0.0015179+5.5868e-05i,0.00033698-0.0013018i,0.00099391-0.0016394i,0.0022355-0.0012033i,0.0013974-0.0011022i,2.3076e-05-0.0013294i,-0.00027889-0.0011787i,4.4505e-05-0.00082761i,0.00040034-0.00069682i,0.00080226-0.00025624i,0.00017552+0.0004168i,-0.00071304+0.00061447i,-0.00032694+0.00020667i,7.3169e-05-0.00032295i,0.00013859+0.00036153i,0.00027848+0.00096493i,0.00049384+0.0013782i,0.00039628+0.0013739i,0.00029932+0.0008475i,0.00027964+0.00099802i,0.00018592+0.00064615i,9.8015e-05+0.00025763i,-0.00016364+0.00073301i
-8.2392e-05+0.0013403i,0.0010789+0.0016692i,0.0016742+0.0016753i,0.0018522+0.00041461i,0.0012926-0.00035846i,0.0011348-0.00038954i,0.00070669+0.00029001i,0.00026026+0.00068257i,0.00074629+8.1357e-05i,0.00092141-0.00061407i,0.00062925-0.000771i,-0.00037741-0.00058058i,-0.0011191-0.00034777i,-0.0011006-5.5671e-05i,-0.0011771-0.0004047i,-0.00062559-0.0004596i,0.00025302+0.00058548i,0.00057771+0.0010006i,0.00068159+0.0011191i,0.00074731+0.0013417i,0.00088731+0.0012514i,0.00072039+0.0008227i,-8.2866e-05+0.00016712i
-0.00049173+0.0010143i,-0.00025868+0.0012615i,4.305e-05+0.0017463i,-0.00035362+0.0013951i,-0.00043812-0.0003169i,8.4771e-05-0.00072349i,0.00020177+2.0115e-05i,0.00029005-0.00016725i,0.00041659+6.9212e-07i,0.00063156-0.0004259i,0.00024346-0.00071086i,-0.00039193-0.00045702i,-0.00025507-0.00059885i,0.00048393-0.00068371i,-7.75e-05-0.00060364i,-0.00055902-0.00018483i,-0.00018909+0.00028914i,-0.00034439+0.00025657i,7.6419e-05+0.00047523i,0.00056438+0.00098461i,9.3728e-05+0.00082472i,0.00027682+0.00067003i,0.0009961+0.00022021i
0.0021865-0.00032121i,0.0022869-0.0020094i,0.0014864-0.0033182i,0.00023309-0.0028797i,-0.001033-0.0020487i,-0.00037541-0.0010981i,0.00066403-0.00027044i,0.0001662-0.00041727i,0.0002751-0.0004811i,0.0012311-0.0008847i,0.00089669-0.00094534i,4.0421e-05+0.00012199i,-0.00076364+0.00041364i,-0.00060644+0.00056054i,-0.00068024+0.00044771i,-0.001228+0.00051855i,-0.00086602+0.00057988i,0.00022495-6.3534e-06i,0.00028694-0.00057586i,0.00022515-0.0006338i,0.00018143-0.00076639i,-0.00047047-0.0009363i,-0.0004176-0.00035783i
