-0.0035176-9.0264e-05i,-0.0026859-0.00043074i,-0.0025633-9.7365e-05i,-0.0029035+0.0015518i,-0.0032113+0.0027545i,-0.0022779+0.0018742i,-0.0016203+0.00060144i,-0.0012448+0.0010522i,0.00011005+0.0018003i,0.0014115+0.0010189i,0.0015972+0.00021481i,0.0013097-0.00051215i,0.00096704-0.00050562i,0.00029633-0.00040883i,0.00016789-0.0003239i,-0.00025352+6.2473e-05i,-0.00012317+1.222e-05i,9.4876e-05-0.00027116i,-0.0007415-9.9531e-05i,-0.00074952-0.0003667i,5.0251e-05-0.00066645i,-0.00029228-0.00093704i,-0.0007073-0.00097908i
-0.00068583-8.9142e-05i,-0.0014613-3.3191e-05i,-0.0017972+0.00040134i,-0.0014234-3.8206e-05i,-0.0011384-0.00043828i,-0.00036966-0.0003349i,-0.00072442-7.7438e-05i,-0.00084088+0.0002876i,0.00044645+0.00055905i,0.0012952+0.00053977i,0.0011224+0.00061136i,0.0011799+0.0010838i,0.001553+0.0007817i,0.00097385-0.0001007i,3.6822e-05-8.1178e-05i,-0.00051127-0.00013347i,-0.00056123-0.00060044i,-0.00067363-7.3338e-05i,-0.00024077-5.6885e-05i,-7.9813e-05-0.0002003i,3.9368e-05+0.00011675i,-0.00036049-0.00015007i,-0.0002811-0.00012016i
0.00048336-0.0003134i,-0.00020262-0.00069035i,-0.0011436-0.0006549i,-0.0017927-0.00011329i,-0.0018448+0.00040595i,-0.0013355+0.00047379i,-0.00033238-0.00019746i,0.00019775-0.00043964i,0.00066268-0.00051636i,0.001169-0.00091318i,0.00057-0.00063453i,0.0001331-0.00035054i,0.00035418-0.00067445i,0.00026319-0.00054481i,0.00061352-0.00050439i,0.00061271-8.2426e-05i,0.00027128-7.5781e-05i,0.00019581-0.00052929i,8.894e-05-0.00061662i,0.00012715+8.0411e-05i,0.0001914+0.00082223i,-0.00023592+0.00032473i,-6.6225e-05-0.00073761i
-0.0027473-0.00029918i,-0.0028668+1.3516e-05i,-0.0021573+0.001781i,-0.00084817+0.0033446i,-0.0006452+0.0024459i,-0.00066096+0.00034706i,-0.00077923+2.5233e-05i,-0.00056351+0.00069314i,0.00034882+0.00068117i,0.0012168+0.00026299i,0.0010468-0.00013874i,0.00031429-0.00036098i,-0.00016702-0.00088558i,-0.00017249-0.0017292i,0.00025503-0.0012842i,-0.00016826-0.00041978i,-0.00047654-0.00016143i,-0.00032259-0.00043147i,2.288e-06-0.00011585i,0.00060709+0.00028234i,0.00097241+6.1135e-05i,0.001262-0.00013125i,0.00086508-0.00075052i
-0.0022568-0.00010204i,-0.0016082-0.0014266i,-0.00086774-0.0015248i,-0.0010312+7.1355e-05i,-0.00070909+0.00093476i,0.00072972+0.0015857i,0.00099753+0.0020333i,0.00020533+0.0018434i,0.00027617+0.0011162i,0.001652+0.00065501i,0.0011604+0.00059214i,-0.00010151+0.00033103i,-4.8124e-06+0.00041868i,0.00055452+0.00035815i,0.00066718-0.00046824i,0.0004263-0.00062435i,-3.2813e-05+0.00024627i,-0.00055271+0.00025233i,-0.00068594-0.00026017i,-0.0004037-0.00041465i,-1.5748e-06-0.00036305i,0.00014178-0.0006523i,0.00075704-0.0010714i
-0.00037242-0.00052561i,-0.00061095-0.00031235i,-0.00072583+4.4927e-05i,-0.0014401+0.00085954i,-0.0018983+0.0013224i,-0.0019001+0.00010236i,-0.00097533+0.00012625i,0.00070516+0.0012815i,0.00076743+0.0010999i,0.00055695+0.00021514i,0.0010979+0.00036616i,-3.9419e-05+0.00033198i,-0.00094637-0.0001579i,3.5685e-05-0.00091039i,-0.00018399-0.0014797i,-0.00067989-0.00060604i,-0.00038601+0.0010051i,-0.00034744+0.00065097i,-0.00060414-0.00063899i,-0.00076644-0.0014403i,-0.00069783-0.00049683i,-9.8413e-05+0.0014128i,-0.00035251+0.0019793i
-9.8317e-05-0.00067011i,-0.0018245+8.5478e-05i,-0.0028012+0.0004118i,-0.0029633+0.00074105i,-0.0019928+0.00058317i,-0.00073835+0.00012424i,-0.0011916-3.1737e-05i,-0.00061365-0.00014504i,0.00069547-0.0002081i,0.0012269+0.00018815i,2.0015e-05+0.00053996i,-0.00093499+0.00070411i,-0.00052465+0.00083466i,0.00012835+0.00018347i,-9.6905e-06-7.8636e-05i,-0.00044764-0.00020942i,-0.00046873-4.4347e-05i,-0.00074931-0.00042036i,-0.0011219-0.00076396i,-0.00083506-0.00057639i,0.00056078-6.5835e-05i,0.0011984-0.00012273i,0.0010949-0.00022098i
-0.00087182+0.00032233i,0.00010662-0.00045224i,-0.00051192+0.00018068i,-0.0019671+0.00078284i,-0.0015498-0.00025685i,-0.00010788-0.00065497i,-0.00011436-0.00052217i,-0.00055591+0.00020559i,-7.6343e-05+0.00050791i,0.00073637+2.745e-05i,0.00085+1.9828e-06i,0.00045191+0.00029199i,-0.00042504-0.00029774i,-0.00044349-0.0010652i,0.00035531-0.00099587i,0.00018397-0.0007909i,-0.00039418-0.00082406i,3.5603e-05-0.00051567i,0.00050681-0.00037543i,0.00040664-0.00024885i,9.4182e-05-0.00038712i,-0.00055183+0.00027254i,-0.00062992+0.00060451i
-0.0024329+0.0024439i,-0.0020374+0.0024261i,-0.0015106+0.0012518i,-0.0013449-0.00052569i,-0.00021764-0.0017189i,0.00027725-0.0022247i,0.00027876-0.0013866i,0.00039123+0.00044465i,0.0010481+0.00051569i,0.0014393-0.00071721i,0.00091031-0.00054603i,0.00057642+0.00023425i,0.00049844+0.00060987i,-0.00022352-0.00027505i,-0.0010956-0.0014542i,-0.0010464-0.0011441i,-0.00060445-0.00093352i,-0.00071778-0.0012712i,-0.00033508-0.00049021i,-2.7973e-05-4.4224e-05i,8.3329e-06-0.00026116i,0.00046921-0.00011926i,0.00026538+0.00034011i
-0.0010281+0.00011843i,-0.0014487+0.00024502i,-0.00080027-0.00035434i,-0.0013695-1.0112e-05i,-0.001833-0.00036923i,-0.00079518-0.00071226i,0.00019245-0.00036865i,-3.4164e-06+1.4887e-05i,0.00016369+6.071e-05i,0.0006745-0.00032898i,2.3237e-05-0.0010606i,-0.00062973-0.001512i,0.00018538-0.001242i,0.0012309-0.00062679i,0.0012547-0.00053073i,0.00058733-0.00054559i,-0.0001166-0.0005209i,-0.00090268-0.00012519i,-0.0007963+0.00018721i,-0.00023354+0.0004722i,-0.00018649+0.00055947i,-0.00024344+0.00066758i,-0.0007593+0.0010601i
5.9835e-05-0.00214i,-0.0022301-0.001353i,-0.0035655-0.00046032i,-0.0025381+0.0012049i,-0.0015525+0.0016964i,-0.0012696+0.00055107i,-0.00091282+0.00088163i,-0.00015028+0.00068928i,0.00053653-0.00042235i,0.00040883-0.0013422i,0.00038452-0.0018621i,0.00096693-0.00075569i,0.0011806+0.00084198i,0.00083586+0.00066303i,2.6812e-05-0.00018593i,-0.00033654-8.3649e-05i,-0.00017016+0.00033206i,2.8652e-05+0.00032708i,-0.00024737+0.00024787i,-0.0011079+5.9304e-05i,-0.00059181+1.7401e-06i,-0.0001796+0.00092047i,-0.00075137+0.00098106i
0.0014025+0.0018102i,0.0019263+0.0014202i,0.002299+0.0016129i,0.0010718+0.00049055i,-0.00070631-0.00079705i,-0.0015837-0.0007687i,-0.0014203-0.00052258i,-9.1532e-05-0.00042231i,0.00080044+0.00018304i,0.0011704-0.00057557i,0.0012447-0.00098691i,0.00025079+0.00023345i,-1.5513e-05+0.00036127i,-0.00039519-0.00031082i,-0.00096004-0.00051966i,-0.00049023-0.00069235i,-0.00042195-0.001004i,-0.00058112-0.00060488i,-0.00016583-4.9976e-05i,-0.00045125+0.00041769i,-0.00052547+0.0005752i,0.00018961+0.00069477i,-0.00012378+0.00018859i
-6.2672e-05+0.0012294i,-0.0005077+0.00049167i,-0.00053903+0.00037622i,-0.0012244-0.00062696i,-0.0012786-0.0015227i,-0.00070982-0.00062617i,-0.00056702-0.00018118i,-0.00025452+0.00018092i,-0.00023932+0.00015313i,0.00010039-0.00022954i,6.4357e-05-0.00040695i,-0.00045586-0.00017039i,0.00012118+6.3439e-06i,4.8355e-05+9.9195e-05i,-0.00047742-0.00024268i,1.0082e-05-0.00054938i,-0.00010652-0.00051088i,-0.00049476-0.0004899i,5.7095e-05-0.00098422i,8.2248e-05-0.00070579i,-0.0010517+0.00017926i,-0.00079951+0.00027021i,0.00016521-0.00044123i
-0.0014983-0.00080874i,-0.001616+0.00056147i,-0.0021532+0.0020985i,-0.0021676+0.0021307i,-0.00087194+0.001612i,-0.00032968+0.0010075i,-0.0010581+0.00045395i,-0.00072392+0.00049824i,0.00061005+0.0004666i,0.00082848-4.9888e-05i,0.00088437-0.00037819i,0.001694-0.00059003i,0.0014805-0.00092887i,0.00066177-0.00061623i,0.00066349-0.00056007i,0.0011578-0.0010054i,0.00048773-0.00066198i,-0.00062616-0.00071705i,-0.00042507-0.00088868i,8.519e-05+4.2926e-05i,-0.00024074-0.00019529i,-0.00035454-0.00051196i,0.00025688-0.00093929i
0.00062237-0.00021556i,0.00099954-0.00055956i,0.00082271-0.0014749i,0.0001039-0.0011928i,0.00014816-0.00058465i,0.00070947-0.001i,0.00090435-0.0011753i,0.00056266-0.0012126i,0.00079522-0.00096821i,0.0012595-0.00029814i,0.00084477-0.00047585i,-4.7225e-05-0.0004047i,-0.00020721-1.9977e-05i,0.00036957-0.00059097i,-0.00014852-0.00064168i,-0.00086849-0.00040838i,-0.00033635-0.00082216i,0.0011158-0.00078796i,0.0010344-0.00018692i,0.0003913-0.0001829i,1.7055e-05-0.00014431i,-4.2295e-05+0.00017307i,-4.6863e-05+0.00081179i
-0.0012588+0.0015194i,-0.0026445+0.00080959i,-0.0015516+0.00079164i,-0.00090013+0.00066953i,-0.0014226+0.00021349i,-0.00082318+0.00025916i,-0.00014482-0.00022327i,0.00046394-0.00042461i,0.00086256+0.00050046i,0.0004639+0.0013682i,0.0004528+0.00074359i,0.00098657-0.00014206i,0.0010029-0.00063335i,5.1161e-05-0.001447i,-0.00078492-0.00099083i,-0.00056709+0.0003451i,-2.3343e-06+0.00096824i,0.00068895+0.00045018i,0.00061083-6.6744e-05i,-0.00037723-0.00033337i,-0.00081851-3.2794e-05i,-0.0005439+0.00021863i,0.00017325-7.6499e-05i
0.0026218-0.00056414i,0.0017261-0.0013816i,0.00022788-0.0027647i,-0.0013307-0.0031301i,-0.0010968-0.0018521i,-0.00045849+0.00011124i,-0.00072224+0.0013128i,-0.00028105+0.001686i,0.00039556+0.00073953i,-9.2923e-05-0.00010765i,0.00015564-0.00044578i,0.00089898-0.00066197i,0.00036565-0.00031989i,2.7503e-05-9.7679e-05i,0.00034995+4.6905e-05i,0.00067252-0.00010878i,0.0008326-0.00053397i,0.00054642-0.00018247i,0.00059108+0.00045584i,0.00030158+0.00031511i,-0.00023425-5.1079e-05i,-0.00026548-0.00018912i,0.0003405+0.00012604i
0.0034943+0.0011393i,0.0031292+0.00070566i,0.0018949-0.00018876i,0.00023432-0.0012637i,-0.0013098-0.0012788i,-0.0011958-0.0012138i,-0.00032332-0.0011634i,0.00063168-8.4697e-05i,0.0012453+0.00024759i,0.00090971-0.00062774i,0.00045304-0.00079387i,9.8501e-05-8.6994e-05i,0.00016275+0.00057368i,0.00066192+0.0001041i,0.00042707-0.00037117i,0.00049226-0.00040923i,0.00046714-0.0007546i,-0.00030817-7.6071e-05i,-0.00031515-4.992e-05i,-0.00023407-0.00010278i,-0.00019164+8.8391e-06i,0.00011676-0.00010833i,-0.00017118+4.0144e-05i
-0.0016825-0.0015029i,-0.0013889-0.00082505i,-0.0010072-0.00013942i,-0.00095315+0.0010261i,-0.0018436+0.0014646i,-0.0012102+0.00049423i,-0.00050495+0.00030022i,-0.00051829+0.00048797i,6.3935e-06-0.00013403i,0.00054342-0.00088313i,0.00066026-0.001498i,0.00063534-0.0011955i,0.00065067-0.00046901i,4.8193e-05-0.00048818i,0.00012809-0.00076687i,0.00028076-0.00032039i,-0.00014436+5.2191e-05i,-0.00023394+0.00023441i,-6.1387e-05-0.00023573i,-0.00021533-0.00052664i,-0.0010748-0.00052767i,9.8585e-05-5.614e-05i,0.0013502+0.00065613i
7.2061e-05-0.001645i,-9.0037e-05-0.0021186i,-0.0013797-0.0019646i,-0.001922-0.0011492i,-0.001255-0.00020985i,-0.00052124+0.00037001i,-0.0008685+0.0012666i,-0.00075349+0.0016389i,0.00056877+0.00060397i,0.00082587-2.7193e-05i,0.00030301-5.7245e-05i,-1.7464e-06-0.00050079i,-0.00027009-0.0010306i,0.00013737-0.00094019i,0.00029687-0.00023095i,-0.00016006-0.00044738i,-0.00024461-0.00061515i,-0.00061425+0.00018269i,-0.00027615-0.0001633i,-0.00023003-0.0006803i,-4.5612e-05-0.00018295i,0.00048732+0.00054353i,-9.4464e-05+0.00037549i
0.00095817+0.00037947i,0.00051948+0.00019537i,0.00073322-9.1132e-05i,0.00044488+0.00039179i,-0.00026065-0.00023674i,-0.0007578-0.0011714i,-0.00073657-0.00070796i,-0.0003118-4.9635e-05i,0.00034543+0.00033793i,0.0013552-0.00053407i,0.00056738-0.0011312i,-7.4305e-05-0.00081769i,-6.9211e-05-0.00048367i,-0.00040097+3.1718e-05i,0.00017854-0.00028893i,0.00086084-0.0011146i,0.00059167-0.0010331i,0.00018281-0.00076644i,5.3848e-06-0.00091383i,-6.7308e-05-0.00023221i,9.9985e-05+0.00081454i,-0.00011109+0.0012522i,-0.0011244+0.0010278i
0.002277-0.0014404i,0.0011567-0.0012246i,8.8362e-06-0.0014878i,-0.0011847-0.00037983i,-0.0022947+0.0010044i,-0.0013046+0.0012591i,-0.00045293+0.00041301i,0.00010014+0.00025346i,0.00081726+0.00049876i,0.00091908-3.6602e-05i,0.00084522-0.0012186i,-0.00013615-0.00058409i,-0.00022252+0.00092287i,0.000595+0.00059068i,0.00060493+0.00015249i,0.00068638+0.00059153i,0.00031031+0.0007302i,0.00012647-0.00019392i,0.00063461-0.00088656i,0.00072408-0.00070739i,0.0006229-0.00026086i,0.00036624-0.00019715i,0.00010031-0.00019686i
0.00036877+0.0027849i,0.00095867+0.0024184i,0.001048+0.0013943i,0.00046627+0.00055592i,-9.5395e-05+0.00020219i,-0.0010219+0.00088016i,-0.0013346+0.00094499i,-0.0010948+0.00073424i,-0.00028987+0.0011568i,0.00085526+0.00098401i,0.0013912-0.00028816i,0.0010751-0.0007848i,-0.00013073-0.00072313i,1.4884e-07-0.00061804i,0.00048356+0.00039582i,0.00014694+0.00084829i,-0.00011986+0.00034531i,-0.00079954-0.00013887i,-0.00025432-0.00020889i,0.00052005+0.00056527i,0.00047296+0.0010025i,0.00092449+0.0010843i,0.00076084+0.00065702i
-0.0036115+0.00097917i,-0.0031508+0.0016689i,-0.0035941+0.0013098i,-0.0026212+0.0017012i,-0.0011257+0.0024407i,-0.00095787+0.0012084i,-0.00058964+0.00026121i,-0.0002386+0.00049661i,6.3492e-05+0.00026367i,0.00079257-0.00022539i,0.0010079-0.00078755i,0.00097538-0.00073087i,0.00089078-0.0013419i,0.00040204-0.0022061i,0.00034186-0.0016466i,0.00030226-0.00090385i,-0.00075905-0.0010328i,-0.0010926-0.00038699i,-0.00057721-0.0002528i,0.0001813-0.000713i,-0.00011404-0.00064225i,-0.00047945-0.00076128i,0.00038855-7.0291e-05i
-0.0012847-0.0021836i,-0.0020252-0.00096587i,-0.0023635+9.1588e-05i,-0.0017708+0.00083143i,-0.0017231+0.00081158i,-0.00029688+0.00054306i,0.00063833+9.395e-05i,-0.00015942-0.00011587i,-0.00022884+0.00070325i,5.457e-05+0.0008661i,-0.00011171-0.00020506i,-0.00011531-0.00059208i,0.00060785-0.00079235i,0.001724-0.00068474i,0.0017154-0.00029851i,0.00027377-0.00062082i,0.0001613-0.00031379i,0.00019902-0.00032358i,-0.00013738-0.00083577i,0.00011704+0.00020601i,0.00010353+0.00088581i,0.00026376+4.5762e-05i,0.00077887-3.2792e-05i
0.0025274-0.0017768i,0.0014677-0.0018463i,9.285e-06-0.0016391i,-0.0017331-0.00048052i,-0.0024599-0.00033592i,-0.0010288-0.00080652i,0.00014945-0.0002508i,0.00069557+0.00035954i,0.0010514-0.00051995i,0.0011403-0.0014545i,0.00087061-0.00087266i,0.00046245-0.00035813i,0.00018003-0.00018334i,-5.0861e-05-0.00036906i,-0.00016713-0.00017226i,-3.9501e-05+0.00037558i,-8.8698e-05+0.00022143i,-0.00094028-0.00071974i,-0.00089771-0.0010337i,-0.00031249+1.5025e-06i,-0.00013297+0.00052018i,-0.00044554-0.0002408i,-0.00098627-0.00092348i
-0.001058+0.0018863i,-0.00053432+0.001872i,-0.00067752+0.0018933i,-0.001122+0.002657i,-0.0010821+0.003175i,-0.0011429+0.001868i,-0.00021792+0.00047357i,0.00024907-0.00013876i,-1.4952e-05-0.00037431i,0.00012603-0.00030258i,0.00021768+6.2017e-06i,0.00010669+0.00025151i,-0.00010122+0.00073658i,-0.00053752+0.00032075i,-0.00016965-0.00028656i,3.851e-05-0.00036136i,-0.00052869-5.0281e-05i,-0.00032105+0.00023992i,3.9411e-05+0.00082428i,-0.00015776+0.0012277i,-0.00084639+0.0006615i,-0.00054494-0.0002022i,-0.00019757-5.6651e-05i
-0.002888+0.0019526i,-0.0025869+0.0016107i,-0.0025765+0.00090574i,-0.0018712+0.00071763i,-0.00081963+0.00012044i,-0.00029565-0.00046483i,-9.9837e-06-0.00066492i,-0.00062931+4.5303e-06i,0.00033144+0.00074739i,0.0014802+0.00084308i,0.00074079+0.00016468i,-0.0002884-0.00020583i,5.5989e-06-0.00023514i,0.00041879-0.00077564i,0.00025984-0.0011253i,0.00012045-0.00089736i,-0.00017185-0.00034117i,-0.00074368-0.00059871i,-0.00068947-0.0014701i,0.00018365-0.00073015i,0.00026123+0.00048379i,-0.00017088+0.00029245i,0.00051593+0.00012963i
0.00088914-0.00091128i,0.00050225-0.0012906i,0.00026902-0.0018063i,-0.00024631-0.001493i,-0.00092356-0.0015488i,-0.0011364-0.0014493i,-0.00079753-0.00065853i,-0.00017419+6.4965e-05i,0.00082533+0.0003299i,0.0012247-0.00098633i,0.00032295-0.0015156i,-0.00020781-0.00055519i,-0.00048567+0.0004026i,-0.000629+0.00014178i,-0.00022469-0.0005291i,0.00018542-0.00099591i,0.0001982-0.00061729i,-0.00051698-5.6096e-05i,-0.00051547-0.00051035i,-8.6204e-05-0.00037494i,-9.3039e-05+6.3768e-05i,0.00058748-0.00040963i,0.00039485-0.0010644i
0.00010972+0.00085966i,-7.7669e-05+0.0018293i,-0.00056991+0.0019673i,-0.00073152+0.0025262i,-0.00089648+0.002633i,-0.00026091+0.0014554i,0.00021197+0.00054252i,7.653e-06-9.395e-05i,0.00033069-0.00029266i,0.00059512-0.0001659i,0.00043871-0.00030579i,0.00063289-0.0003004i,0.00020401-0.00047683i,-0.00031454-0.0010138i,0.00046108-0.00089741i,0.00089409-0.00024775i,-7.6747e-06-0.00035096i,-0.00078625+0.00018073i,-0.00031675+0.00018096i,-0.00058378-0.00033129i,-0.00076343-0.00035846i,-0.00063504-0.00023004i,-0.0004631-0.00034184i
-0.00063027+0.00014568i,-0.0015732-0.00043314i,-0.0028804+6.5064e-05i,-0.0022273+0.00044216i,-0.00075195+0.0015154i,8.9294e-05+0.0023204i,0.00047565+0.00072629i,0.00065359-0.00016235i,0.00014899-0.00030653i,-2.6195e-05-0.0007609i,0.00059672-0.0015122i,0.00076156-0.0018466i,0.00076596-0.0014134i,0.00042746-0.00082807i,0.00010443-0.00065665i,7.4877e-05-0.00016388i,-0.00056999+0.0001326i,-0.00034263+0.00027851i,0.00030185+0.00019821i,-6.6072e-05+0.0004201i,-0.00042183+0.00047499i,-0.0004976+0.00035527i,-0.00050194+0.00058585i
-0.0015428+0.00076246i,-0.0012442+0.0003516i,-0.0013051+7.3278e-05i,-0.00147-0.00023379i,-0.0012862-2.9938e-05i,-0.0016196-0.0004868i,-0.0016446-0.00045971i,-0.0010254+0.00077969i,3.6167e-05+0.0015154i,0.00061824+0.000674i,0.00059573-4.1199e-06i,0.00069113-0.00070755i,0.00092381-0.00055394i,0.00030702-0.00035102i,-0.00063654-0.00092041i,-0.00031877-0.0011301i,0.00036601-0.00028673i,0.00024254+0.00012202i,7.0917e-05+0.00040751i,0.00011505+0.0009985i,-0.00063769+0.00063304i,-0.00063375+0.00017374i,3.2942e-05+0.00015634i
0.00059336+0.001056i,-0.00041163+0.00024998i,-0.00035328+0.00053506i,-0.00065012+0.00033646i,-0.00098017-0.00086671i,-0.0012438-0.0015265i,-0.0011781-0.00093118i,-0.00058184+0.00029194i,0.00069095+0.00067436i,0.0014229+0.0001186i,-0.00029833-0.00019494i,-0.0012048+9.2403e-06i,-0.00033896-0.00019088i,-0.0002449-0.00044371i,0.00018308-0.00024961i,0.00087977+0.00045019i,0.00030004+0.00056967i,-0.00016401+2.4865e-05i,6.9761e-05+4.562e-05i,0.00014468-0.00024534i,0.00040122-8.2725e-05i,0.00056271+0.0011926i,0.00021331+0.0010809i
-0.0030955-0.0025868i,-0.0031211-0.0016014i,-0.0030109-0.00043432i,-0.0028027+0.00045762i,-0.002636+0.0023421i,-0.0017299+0.0021795i,-0.00058473+0.0007858i,0.00024357+0.00039808i,0.00044816+8.9638e-05i,0.00010081+0.00091482i,-0.00044503+0.00081012i,-0.00048976-4.3479e-05i,-0.00022737-0.0003264i,0.00016077-0.00028427i,0.00043347+3.1865e-05i,-0.00014355+5.0954e-07i,-0.00012932+0.00028128i,0.00049845+0.00089757i,-0.00020855+0.00067436i,-0.00082735-0.00020023i,-0.00036244-0.0001284i,-0.00048319-0.00029454i,-0.0003965-0.00073818i
0.00034059+0.00048208i,-0.0011227-0.00016556i,-0.0018678-4.3413e-05i,-0.0015155-0.00040406i,-0.00095839-0.00086514i,-0.00074802-0.00052372i,-0.00037589-0.00031483i,0.00030606+5.981e-06i,0.00060517+0.00010381i,0.00063195-0.00030923i,0.00087414-0.00046786i,0.0005414-6.0878e-05i,0.00012673-5.9655e-05i,-0.00023563+0.0001042i,0.00011403+9.4848e-06i,0.00054266-0.00077607i,0.0001975-0.00091378i,0.00048262-0.00056027i,0.00093344-0.00075312i,0.00022153-0.00045339i,-0.00015315-0.0006469i,-0.00033558-0.00078342i,-0.00027332-0.00048852i
-0.00071816+0.00064319i,-0.00032328-0.00012541i,-0.00095625-0.00028954i,-0.0015667+0.0003007i,-0.0012828+0.00086496i,-0.00014793+0.00075562i,0.00040827+0.00041865i,0.00053207-2.0618e-05i,0.0012301-0.00014676i,0.0015146-0.00023805i,0.0012378-0.00079481i,0.00095629-0.00015343i,0.001083+0.00060966i,0.00099937+0.00022869i,0.00054633-0.00020628i,-0.00020627-0.00069586i,-0.00089071-0.0002823i,-0.00072224+0.00049578i,0.00049764+3.4474e-05i,0.00069356-6.4043e-05i,0.00027014-0.00027035i,0.00050762-0.00065581i,0.00036264-0.00044222i
0.00063839+0.00027495i,0.00026+8.2659e-05i,-0.00041189-0.00033503i,-0.0011314-0.0010436i,-0.0015406-0.0015878i,-0.0020713-0.0009366i,-0.0015478+0.00042208i,-0.00074336+0.00024783i,0.00022902-0.00068462i,0.00057343-0.00049114i,0.00046256-0.00039202i,0.00036322-0.00045885i,0.00035073-0.0005562i,-3.1973e-05-0.00051727i,-0.00057688+0.00021133i,-0.00040653+0.0001116i,-5.2655e-06+9.0705e-05i,0.00051599+0.00131i,0.00051608+0.0014789i,0.00017082+0.00056019i,0.00060771+0.00059977i,0.00096508+0.0010031i,0.00090742+0.00083774i
-0.00034634-0.00098211i,-0.0016092-0.0017066i,-0.0022022-0.0018454i,-0.0021421-3.6851e-05i,-0.0016494+0.0013768i,-0.00082109+0.001489i,0.00034751+0.00075197i,0.00045241-0.00016718i,0.00059408-0.00035551i,0.00093976-0.0010149i,0.00042514-0.00094117i,0.00036717-0.00014353i,0.00018166-0.00082978i,-0.00064979-0.0011445i,-0.0011263-0.00059279i,-0.00076653-0.00041387i,-9.9182e-05-3.7794e-05i,5.5748e-05+0.0010148i,0.00028796+0.0011172i,0.00086133-0.0004526i,0.00062541-0.0013377i,0.00063491-0.0010096i,0.00013096+2.5571e-05i
0.0010853-0.0011237i,0.00053705-0.0016873i,-0.00017261-0.0017155i,-0.0017248-0.0011254i,-0.0018532-0.0014919i,-0.0012371-0.00065368i,-0.00044783+0.00021613i,0.00059723+0.00098507i,0.0013169+0.0012918i,0.0017022-6.0104e-05i,0.001041-0.00078643i,1.5917e-05-0.00035762i,-9.6088e-06+2.1658e-05i,0.00074369-0.00026765i,0.0010588-0.00053144i,0.00086281-0.00051904i,0.00062843+7.0933e-05i,0.00031625+0.00075099i,0.00035762+0.00072247i,0.0008496+0.00025i,0.00078897-0.00028347i,0.00036009-0.000681i,-0.00053826-0.00026695i
-0.00098378-0.00058784i,-0.00056251-0.00028758i,-0.001345+0.00016443i,-0.0013453+0.0003404i,-0.0012494+0.0005928i,-0.00094619+0.00012459i,0.00020897-0.00025545i,0.00061379+0.00050048i,0.00086921+0.00077886i,0.00096735+0.00037545i,0.00061845+0.00019955i,0.00012665+0.00029976i,0.0005866-6.1404e-05i,0.00023609-0.00047946i,-0.00023551-0.00073553i,-0.00050295-0.00082917i,-0.00015897-6.2857e-05i,0.00070054+2.3761e-05i,0.00011909+0.00032703i,-0.00053798+0.00090319i,-0.00055218+0.0006042i,-0.00041197-0.00022331i,-0.00061237-0.00071846i
0.00096643-0.0026044i,-0.00094059-0.0023012i,-0.0028652-0.0021984i,-0.003135-0.0017154i,-0.0029558-0.0010947i,-0.0020467-7.2535e-05i,-0.00044104+0.00048546i,0.00013492+0.000763i,-1.9832e-05-2.3513e-05i,-0.00015154-1.3233e-05i,0.00029648+0.00040918i,0.00017916+0.00033679i,0.00065055+0.00071235i,0.0015382+0.0004499i,0.0011192-7.0235e-05i,0.0004201+0.00016173i,-0.00023464+0.00074321i,0.0004884+0.00020463i,0.0011037-0.00011652i,0.00018224+0.00022669i,0.00029609-2.3423e-05i,0.00036487-2.7022e-05i,0.00018557-0.00034131i
6.5355e-05+0.00044695i,-0.0014147+0.00048372i,-0.0025127+0.00018075i,-0.0029099+0.00023192i,-0.0018992-8.9464e-05i,-0.0015593+0.00083187i,-0.0010832+0.001249i,-0.00040001+0.00047445i,-2.9104e-05+0.00055101i,0.00067964-5.2968e-06i,0.0012232-0.00074642i,0.0012459-0.00075679i,0.00075783-0.00038205i,6.4809e-05-0.00035073i,-0.0007014-5.8816e-05i,-0.00080896+2.2755e-05i,-0.00032114-0.0003565i,-2.2115e-05-0.0004843i,0.00046269-0.0005932i,0.00074015-4.4365e-05i,0.00087144+0.00037994i,0.00049925+5.7658e-05i,0.00012687-0.00051889i
0.00080453-5.6965e-05i,0.00029986-0.00051718i,-0.00064907-0.0013134i,-0.0012804-0.0012179i,-0.0013449-0.00090346i,-0.0008372-0.00054293i,6.7901e-05+0.00062248i,8.3861e-05+0.0013151i,-0.00012237+0.0010765i,-4.1532e-05+0.0011065i,-0.00011517+0.0010377i,-4.6661e-05+0.00071416i,0.00068741+0.0008424i,0.00060461+0.00044537i,0.0007332+0.00025397i,0.00014593-0.00018708i,-0.00027422-0.00092105i,0.00025125-0.00050562i,-8.0826e-05+0.00030473i,-0.00044099+0.00096338i,-0.00031358+0.0010734i,-0.00051299+0.00040378i,-0.00065296+2.8032e-05i
