-0.0030314-0.0001683i,-0.0026437+0.00055039i,-0.0035962+0.0017806i,-0.0033551+0.0011584i,-0.0022883+0.0011917i,-0.00184+0.0021234i,-0.00045848+0.0021845i,0.0017078+0.0011536i,0.0017388+0.00041741i,0.0010575-7.7152e-05i,0.00067676-0.00079037i,0.00018676-0.00078668i,0.0005443-0.00028735i,0.0016939-0.00035242i,0.0025134-1.0426e-05i,0.00082919+0.00011627i,-0.00074775-0.00019783i,-0.00097801-0.00030047i,-0.0010979-0.00026965i,-0.0010559-0.00027343i,-0.00057954-0.00049621i,0.00011013-0.00043432i,0.00042913+4.573e-05i
0.0026325+0.0012188i,0.0034427+0.000126i,0.0037586-0.00094544i,0.0024522-0.0015272i,0.0010805-0.0015432i,-0.00026812-0.00011021i,-0.00046931+0.0011868i,0.0011153+0.001449i,0.0017409+0.0010171i,0.0012315-0.00032049i,0.00018985-0.00049798i,-0.0016567-9.7249e-05i,-0.0023356-0.00077789i,-0.0018348-0.00056507i,-0.0018117-0.00011115i,-0.0010116-5.5001e-05i,0.00027673+0.00029264i,0.00067822-2.8541e-05i,0.00024397-0.00023514i,-0.00024106+8.3908e-05i,0.00028583+0.00026017i,0.00063199-0.00013155i,0.00035339-0.00058536i
-0.001072+0.001497i,0.00020247+0.002532i,0.00054903+0.0030679i,2.0631e-05+0.0025018i,-0.00044787+0.0015184i,3.2391e-05+0.00048773i,0.00077367-8.5425e-05i,0.0010715+0.00016927i,0.00033841-3.1251e-05i,0.00016942-0.00014589i,0.00049289-3.2015e-05i,0.00045038-0.00010394i,-0.00063256-1.8825e-05i,-0.0010684-0.00074148i,0.0005402-0.0014773i,0.0014575-0.0012282i,0.00089757-0.0010281i,0.0001516-0.00039393i,-0.0001597+2.7305e-05i,0.00055395+0.0006348i,0.00076696+0.0015712i,0.00043959+0.0016004i,0.00045904+0.00042587i
0.00037863-0.00030108i,-0.0002369+4.0437e-05i,3.6097e-06+0.00087421i,0.0004927+0.0010772i,0.0006766+0.00041547i,0.0017187-0.00040408i,0.0020636-0.00067838i,0.0015234-0.00027701i,0.0010928-2.0973e-05i,0.00077343+4.7966e-05i,0.0010071-0.00031539i,0.00060849-0.0010537i,-0.00063118-0.0012327i,-0.00099099-0.00055679i,-0.0007381-0.00067143i,-0.00017227-0.001029i,0.00029101+1.5684e-05i,0.00015663+0.00034298i,-7.8165e-05+0.00021962i,-3.9187e-05+0.0011948i,0.00087774+0.001422i,0.00099979+0.00033035i,0.00023452-0.00065381i
-0.0007834+0.00032064i,0.00010902-4.1071e-05i,0.00044306+0.0012307i,-0.00026929+0.0027866i,-0.0014104+0.0024852i,-0.0017802+0.0016177i,-0.00079716+0.0010931i,0.00052574+0.00053017i,0.00065026+6.8663e-06i,0.00054459-0.00067806i,0.00033161-0.0008964i,-0.00033+0.00019819i,-0.00088308+0.0010267i,-0.0001272+0.00063211i,0.00038848-0.00052592i,0.00075124-0.00080137i,0.00046454-0.00050849i,0.00046075-0.00050168i,0.00064252+9.6082e-05i,0.00054992+0.00056159i,0.00051554+0.00058384i,-0.00018314+0.00033127i,-0.00013992-0.00028827i
0.0019995-0.0012933i,0.0011374-0.0024264i,0.0010304-0.0029302i,0.00068533-0.0018851i,0.0014881-0.00046464i,0.0027664+0.00048404i,0.0022223+0.00054418i,0.001121+0.00043234i,0.00078816+0.00017166i,0.00055661+0.00034018i,0.00022487-0.00019793i,-0.00011386-0.00019578i,-0.00064696+0.00086996i,-0.00067594+0.00035592i,-0.00017924-0.00010727i,-0.00062405+0.00034329i,-0.0010286+2.7968e-05i,-0.00066543-0.00020532i,-0.0004291+0.0003059i,-0.00034589+8.2954e-05i,3.3425e-05-0.00034592i,8.3787e-05+0.00028954i,-0.00068217+0.00069229i
7.6226e-05-0.0017714i,-0.00014295-0.0025119i,-0.0017326-0.0025082i,-0.0025413-0.0012436i,-0.0025978-0.0005446i,-0.0012372-0.00060632i,0.00013116-4.0752e-05i,0.00075859+0.00053919i,0.00038746-0.00035692i,0.00029281-0.0010986i,9.8201e-05-0.00045418i,-4.4424e-06-0.00032018i,0.00069564+0.00021313i,0.0008569+0.00076437i,8.2122e-05+0.0007402i,-2.0522e-05+0.00055887i,0.00037118+0.00052755i,0.00021121+0.00090677i,-7.9811e-05+0.0004091i,-0.00045762-0.00032867i,-0.00074138-0.00017086i,-1.4956e-05+0.00038666i,0.00030937+0.0014671i
0.00067202+0.0007303i,0.0012553+0.0020502i,-0.00045522+0.0023941i,-0.0013403+0.0019694i,-0.00078873+0.0029509i,0.00075608+0.0037424i,0.0017715+0.0026124i,0.0012595+0.0013337i,0.00063297+0.0008154i,0.00043055+0.00036035i,-0.00070053+0.0002382i,-0.0016719-0.00037019i,-0.00089164-0.00061055i,0.00020767-0.00023688i,0.00034566+0.00022483i,0.00011366-0.00025186i,0.00013344-0.00056868i,0.00049476-0.00029821i,0.000991-0.00040992i,0.00061725-0.00089416i,0.00012724-0.00097476i,4.5686e-05-0.00049006i,0.00019279-3.6321e-05i
0.0017343-0.0018046i,0.00015971-0.0028468i,-0.0010767-0.0035848i,-0.00061453-0.0027867i,-2.7454e-05-0.0014328i,0.0012454-0.0003991i,0.002903+0.00015787i,0.0022216+0.00042275i,0.00024887-0.00042641i,-0.00026408-0.0014087i,-0.00018054-0.0014598i,-0.00068146-0.00078014i,-0.00089098+0.0002722i,-0.00034092+0.00098421i,0.00028315+0.00138i,0.00023481+0.00059864i,-0.00011073+0.00020283i,-4.0913e-05+0.00089582i,0.00042567+0.00090021i,0.00023654-0.0002539i,7.7392e-05-0.0011864i,-0.00015883-0.0016032i,-0.00072675-0.0016036i
-0.00058715-0.0013279i,1.9478e-05-0.0014459i,-0.001026-0.0006175i,-0.0018036+0.0011075i,-0.0018547+0.0020876i,-0.00097311+0.00050326i,-8.1921e-05-0.0001397i,0.00024757+0.00054228i,1.0377e-05+0.001301i,-0.0003546+0.0010572i,-0.000411+6.0851e-05i,-0.00017821-0.00024798i,0.00028757+0.00030856i,0.00068496+0.00012396i,0.0011307-0.00022449i,0.00048313+8.789e-05i,0.00019775-0.00012636i,0.00084336+0.0001898i,0.00079742+0.0005468i,0.00023502-2.7937e-05i,-0.00046616-0.00016656i,-0.00053522+0.00060989i,0.00026171+0.00091887i
-0.00019853+0.001168i,-8.2843e-05+0.002233i,0.00098344+0.0020079i,0.0012367+0.0012592i,0.0009495+0.0015762i,0.0010513+0.0019163i,0.0014229+0.0012737i,0.0015664+0.00073791i,0.00070642+0.00037174i,-0.00011198+3.3576e-05i,6.9752e-05-0.00057443i,0.00017187-0.00060336i,0.00021605-0.0001781i,0.00061798-0.00062417i,0.00033677-0.0010922i,0.0004711-0.00074818i,0.00051912+9.5467e-05i,0.00039292+0.00048438i,0.00030545+0.00027153i,-0.00062164+0.00047417i,-0.00057487+0.00046435i,0.00039133+0.00059707i,0.00089655+0.00015377i
0.00082304+0.00096916i,0.0010723+0.0011351i,0.00056275+0.00043302i,0.00054821-0.00010103i,0.00091869-0.00031088i,0.0016524-0.00072926i,0.0017522-0.00050608i,0.0011147+0.00015718i,0.00063565+2.6182e-05i,0.0007715-0.00064465i,4.6064e-06-0.00078479i,-0.0010528-0.0007889i,-0.00095611-0.00095472i,-0.00026388-0.0010474i,-0.00013832-0.0010024i,-7.1132e-05-0.0012134i,-0.0004601-0.0011941i,-0.00059075-0.00073189i,-0.00016953-0.0010435i,0.00021464-0.00092456i,0.00020591-6.0626e-05i,-0.00012287+0.00040623i,-0.0006077+0.00030978i
0.00056646+0.00131i,-8.399e-06+0.0010201i,-0.00052325+0.00088184i,-0.00041912+0.0013356i,-0.0006355+0.0016272i,-0.00067378+0.0020189i,0.00070365+0.0011611i,0.0018941+0.00017334i,0.0012085+0.00022677i,0.00027632-0.00012294i,1.4226e-05-0.000354i,-0.00033584-0.00092372i,-0.00048953-0.00088935i,-0.00060457+0.00012575i,-0.00019311+0.0001571i,0.00027119-0.00099937i,0.00028188-0.0010054i,0.00017504-0.00029086i,0.00017336-0.00025783i,0.00042128+0.00054678i,0.00036113+0.00088024i,0.00023657+0.00011874i,9.8017e-05-0.00036899i
0.000845+0.0022665i,0.00020783+0.00025559i,0.0005491-0.00027161i,0.0005553+0.00075827i,3.6786e-05+0.00083844i,0.00013449+0.00021208i,0.00083894-0.00037358i,0.00066968-0.00026523i,-0.00019043+0.00031411i,-0.00060638+0.00035721i,-0.00039706-0.00058375i,-0.00019394-0.0012092i,-0.00071387-0.00098149i,-0.0010084-0.0006854i,-0.0004791-0.00027155i,0.00029964+0.00064335i,-1.4966e-05+0.00085203i,-0.00028651-0.00032212i,0.00015908-0.00068347i,-0.00024374-0.00034389i,-0.00052808-0.00038983i,-0.00016544-0.00030241i,0.00019375+0.00025039i
-0.0006016-0.00059019i,-0.00081782+0.00011489i,0.00080455+0.00089155i,0.0012008+0.00065954i,0.00082591+0.0007694i,0.0011+0.0015372i,0.0012349+0.001269i,0.0011783+0.00058721i,0.0012914+0.00018873i,0.00086162-0.00067445i,-0.0001613-0.0010271i,-0.00053206-0.00037645i,-0.00051664-0.00075501i,0.00048859-0.0015145i,0.00033131-0.00092207i,-0.00065357+1.383e-05i,-0.00062739+0.00043622i,-0.00027284+0.00040023i,-2.8981e-05+0.00029367i,-0.00023262+0.00087381i,-0.00050373+0.00081065i,-0.00059234+0.00022315i,-0.00021168+0.00034382i
0.00083729-0.0034986i,0.0002007-0.0035666i,-0.0010478-0.0024776i,-0.0016352-0.0014997i,-0.001496-0.0014824i,0.00046157-0.0010211i,0.0018378-0.00047195i,0.0012227-8.1602e-05i,0.00070649-0.00018631i,0.00083953-0.00018456i,0.00015317+0.00014695i,-0.00021973+0.00045468i,0.00042134+0.0005017i,0.00056453+0.00084992i,0.00015585+0.0012628i,1.0012e-06+0.00060404i,0.00046045-0.00035215i,0.00082084-0.00055505i,0.00026255-0.00064931i,-0.0004423-0.0012101i,-0.00024009-0.0010436i,0.00032008-0.00069664i,0.00017331-0.00046942i
0.0019242+0.0013169i,0.0015665+0.00081898i,0.0015275-0.00046577i,0.00071278-0.0004545i,-0.00023726-0.0007264i,-0.00017362-0.00017222i,0.0011153+0.00032993i,0.0017319+0.00048339i,0.0015493+0.0005877i,0.0011407-0.00016378i,0.00078387+0.0002728i,0.00044119+0.0011422i,0.00020027+0.00048532i,0.00037701-5.0795e-05i,-6.9565e-05+0.00033236i,-0.00011767+0.00032809i,0.00050553-1.3114e-05i,-0.00012891-8.5145e-05i,-0.0010077-1.312e-05i,-0.00027152-4.9299e-05i,0.00039914-0.00067767i,-3.1584e-06-0.00076573i,4.2457e-05-0.00098902i
-0.00080704-0.0019942i,-0.001173-0.001903i,-0.0013742-0.001735i,-0.0010688-0.00019435i,-0.00030299+0.0010057i,0.0013243+0.0016747i,0.0014559+0.0013212i,0.00099221+0.00084264i,0.0010373+0.0010851i,0.00059518+0.00064758i,-0.00058884+2.3217e-05i,-0.00084417-2.6908e-05i,-0.00027949+0.00032354i,4.6079e-05+0.0011094i,-1.1029e-05+0.0012131i,-0.00041623+0.0011478i,-0.00051916+0.00051508i,0.00014019-0.00012572i,0.0012184-0.00011166i,0.0019514+0.00014221i,0.00075603+0.00037276i,-0.00025542+0.00046575i,-0.00023829+0.00010011i
0.00061009-0.0010665i,0.00051841-0.001587i,-0.00034821-0.0023652i,-0.0010483-0.0025252i,-0.001189-0.001323i,-0.00096773-8.2609e-05i,0.00014187+0.00056665i,0.00069278+0.0005111i,0.00037875+2.5584e-05i,0.00032391-0.00019703i,0.00027733-0.00064376i,-0.00089383-0.00079689i,-0.0007168-4.786e-05i,-1.3662e-05+0.00063518i,-0.00012276+0.00023663i,-5.1047e-05-0.00029612i,0.0006891-8.9753e-05i,0.0011936+0.00029753i,0.000789+0.00053227i,0.00044737+5.5717e-05i,0.00073301-0.00053495i,0.0010552+0.00012948i,0.00044734+0.00023131i
0.0023187-0.00032635i,0.0025922-0.00075099i,0.0022155-0.00089055i,0.0013343-0.00083125i,0.00061865-0.00034582i,0.0004646-6.3919e-05i,0.00074436+0.00011063i,0.00083966+4.4591e-05i,9.7425e-05-0.00022971i,-0.00010442-0.00040295i,-3.9914e-05-0.00029822i,-0.00086898+0.00031474i,-0.0008059+0.0003354i,-0.00034668+0.00013134i,0.00045372+0.00058251i,0.0011169+0.00082595i,0.001145+0.0007239i,0.00098686+0.00071003i,0.00076732+0.00025848i,9.7394e-05-0.00050087i,-0.00078648-0.00027412i,-0.00025405+0.00047537i,0.0005834+0.00046161i
0.0012996-0.00019447i,0.00037636+0.00039249i,-0.00052194-0.00016007i,-0.0017602-0.00021382i,-0.0014454+3.8572e-05i,0.00073414+0.00093519i,0.0015167+0.0015946i,0.00080917+0.0007917i,0.00036175-0.00012841i,0.00010903-0.00021206i,-6.4057e-05-0.00044776i,-7.558e-05-0.00021118i,-6.1808e-05+0.00053399i,-0.00047627+0.00096975i,-0.00048094+0.00089941i,-0.00036336+0.00030075i,-0.00024246-0.00028032i,-6.9645e-06+0.00010969i,0.00041369+0.0010695i,0.00061804+0.00098736i,0.00014243+0.00024995i,9.4681e-05-0.00030421i,1.7776e-05-0.00058635i
0.0007028-0.00089054i,0.00017294-0.0015993i,8.06e-06-0.00091709i,-3.9185e-05-0.0006323i,-0.00039197-0.00061737i,-0.00013171+1.062e-05i,0.00054497+0.00078953i,0.00047374+0.0010521i,0.00056248+0.0011346i,0.00032593+0.00030593i,-0.00019159-9.6417e-06i,0.00010203+0.00061212i,0.00090129+0.00038498i,0.00092054+0.00069971i,-9.7146e-05+0.00066507i,-0.00084839-0.00016015i,-0.00012265+6.1034e-05i,0.00058909-0.00015267i,0.00022368-0.00047606i,0.00028446+0.00025248i,0.00044927+0.00019871i,-0.0001826-0.00010843i,0.00021623+0.00042651i
0.00059715+0.0011311i,-0.00013978+0.0012087i,-4.0034e-05+0.0016199i,0.00080933+0.00080636i,0.00074273+0.00033946i,0.00014842+0.00075315i,0.00056325+0.00087528i,0.00078785+0.000556i,0.00025797-0.00017203i,0.00048611-0.00063559i,0.00024893+1.9749e-05i,-0.00034562+3.8314e-05i,-0.00072491-0.00083414i,-0.00087841-0.00056993i,-0.00059271+0.00024043i,-0.00019463-4.995e-05i,0.00035745-0.00047514i,0.00063525+0.00041321i,0.00082659+0.00095602i,0.00033627+0.00081416i,-9.7004e-05+0.00034341i,0.00014907-0.0002903i,0.00049758-0.00016901i
0.0011874-7.115e-05i,0.0012684-0.00048347i,0.00069884-0.0010326i,-0.00033411-0.00078702i,0.00037094-0.00041169i,0.0010876-0.0001819i,0.0010986-0.00016264i,0.0011782-8.4705e-05i,0.00046965-0.00026292i,-0.00083518-0.0002798i,-0.0012034-0.00067219i,-0.00064943-0.0011868i,-0.00093293-0.0012775i,-0.0012792-0.0017607i,-0.00075331-0.001393i,-0.00012169-0.0011228i,0.00057348-0.00090453i,0.0002291-5.9805e-05i,-9.6357e-05+0.00064803i,-0.00032315+7.1244e-05i,-0.0002561-0.00024477i,3.0369e-05+6.116e-05i,-0.00024487+0.00018193i
0.0017936-0.00015923i,0.0025687+0.0006748i,0.0020335+0.0010358i,0.00032515+0.0011174i,-0.0013801+0.00119i,-0.0013288+0.0010077i,0.00076322+0.0010164i,0.0019012+0.0010762i,0.00076926+0.00055506i,-0.00033625+5.5099e-05i,0.00026663+0.00025396i,0.001119+0.00049653i,0.00072965+0.00080684i,0.00055832+0.0013285i,0.00018759+0.00053009i,-0.00012654-0.00055964i,2.4027e-05+0.00010317i,0.00068466+0.00030542i,0.00099328-0.00032813i,0.00039025-0.00019825i,-0.00013691+0.00010022i,-0.00046583-0.00036281i,-3.3879e-05-0.00028734i
-0.00090232-2.6095e-05i,-0.00078216-0.0011222i,0.00027066-0.0013845i,0.0016468-0.00046555i,0.0020653+0.00013567i,0.0017813+0.00080681i,0.00070703+0.00047907i,6.7899e-05-6.1716e-05i,-0.00056038-0.00044205i,-0.0002708-0.00071871i,0.00014743-0.00034342i,-3.8362e-05-0.00028396i,-7.7361e-05-8.4036e-05i,-0.00021704-0.00035991i,-0.00054082-0.0006418i,-0.0001593-0.00034393i,0.00026456+0.00026866i,0.0004055+0.00031974i,0.0010205+0.00037819i,0.00076916+0.00051489i,-0.0001759-0.00016759i,-0.00059301-0.00073507i,-0.00096097-0.00096811i
0.00014798-0.00051133i,-0.00015971-0.0004084i,0.00025552-0.00053506i,0.00017731-0.00065403i,-9.8835e-05+0.00052885i,-9.5314e-05+0.0014051i,0.00060365+0.00076215i,0.00087402+0.00044113i,0.00064978+0.00071561i,0.00064288+0.00042152i,0.00022506+0.00012535i,-0.0002186+3.737e-05i,-0.00096782+0.00023705i,-0.0010292+1.834e-05i,-5.6008e-05-0.00012449i,0.00072042+2.9021e-05i,0.00049428+0.00016777i,0.00054+0.00011431i,0.00080661+0.00018134i,0.0008662+0.00023167i,0.001106+0.0002772i,0.00092157-0.00011186i,-7.59e-05-0.00096783i
-7.4855e-05-0.00031674i,0.0015887-0.0013298i,0.0021105-0.0013846i,0.0011353-0.00072947i,0.00037226+0.00011538i,0.00030092+0.0002744i,0.00046865-0.00058519i,0.0016628-0.00049639i,0.0017418+0.00015969i,0.00073871+0.00014071i,0.00050412+6.7906e-05i,-7.9543e-05-0.00070372i,-0.00091122-0.00057178i,-0.0012858-0.00020049i,-0.00042763-0.00072011i,0.00024676-0.00047609i,-0.00033868+0.00010917i,-0.00047255+0.00022801i,-0.00036907-0.00015713i,-0.00027421-0.00035527i,0.00041964-0.00014712i,0.0003832+0.00024006i,0.00043695+0.00036156i
0.00033714-0.0016932i,-0.0002252-0.00047573i,-0.0014333+8.4509e-05i,-0.0020237+0.00073441i,-0.0014591+0.0017117i,0.00017589+0.0023935i,0.0015987+0.0018853i,0.0016049+0.00039329i,0.00047229-0.00016124i,-0.000265-0.00026495i,-0.00045412+0.00039313i,-0.0001966+0.0010814i,-0.00029945+0.0011182i,-0.00058405+0.00028117i,3.8489e-05+0.00011925i,5.9515e-05+3.6351e-05i,-0.00057403-0.00040767i,-0.00051524-0.00042642i,-0.00017566-0.00049893i,-0.0004663-0.00025706i,-0.000293-0.00013121i,0.00051454-1.9422e-05i,0.00037732+0.0001393i
-1.0719e-05-5.3137e-05i,0.00039818-0.00072373i,-0.00018051-0.0013276i,-0.00027-0.00073798i,-0.00055135-0.00040609i,-0.00025266-0.00036556i,0.00082726-0.00011975i,0.0013005+2.3135e-05i,0.00088895-0.00040056i,0.00026852-0.00054827i,4.8269e-06-2.745e-05i,-0.00034656+0.00011938i,-0.0003238-0.00054012i,0.00058588-0.0006122i,0.0010344+7.9309e-05i,0.00078391+0.00045759i,0.00065026+4.3604e-05i,0.00040627-0.00034665i,-0.00011263-4.3717e-06i,-0.00017406+1.2068e-05i,-0.00011056-0.00041883i,-0.00017472-0.0009169i,-0.00032655-0.0003759i
0.00050215+0.0013348i,0.00038158+0.0020564i,-1.388e-05+0.0019981i,-0.00063379+0.0011346i,-0.00048408+0.00062847i,0.00033287+5.7031e-05i,0.0012244-0.00062667i,0.0017298-0.00045254i,0.00099399+0.0004498i,0.00015951+5.5648e-05i,0.00041749-0.00090603i,0.00016076-0.00044389i,0.00027858+0.00033451i,0.00039979+0.00042814i,0.00049975-0.00018499i,0.00086424-0.00041194i,0.00076695+0.00024253i,-1.4031e-05+2.024e-05i,-0.00034834-0.00071327i,-0.00050137-0.00024586i,-0.0008906-0.0002378i,-0.00046259-0.00060087i,0.0003792+0.00030733i
-0.00052571+0.00058289i,0.00086997+0.00072381i,0.0017299+0.00046276i,0.00062808+0.00056165i,0.00076491+0.00045886i,0.0017465+0.00043088i,0.0014477+0.00045997i,0.00079065+8.8932e-05i,0.00038565-1.2111e-05i,6.943e-05-0.00066918i,0.00027764-0.00089724i,0.00044347-0.00036596i,-0.00025301-0.00029246i,-0.0013791-0.00013618i,-0.0010521+1.1054e-05i,9.7655e-05+0.00014041i,-0.00047199+0.00079013i,-0.00074512+0.0006302i,-0.00039924-0.00076611i,-0.00054074-0.00067018i,-0.00022898-5.4416e-05i,-0.00013223-0.00037058i,-0.00061383-0.00057771i
0.002446+0.0013624i,0.0017817+0.001344i,0.00085926+0.0015574i,-4.9408e-05+0.00088255i,0.00030909+0.00037744i,0.001518+0.00027718i,0.0021616+0.00036089i,0.0016322+0.0011148i,0.00055883-0.0002941i,0.00017441-0.0010855i,-0.00017073-0.0010862i,-0.00039701-0.0012588i,0.00019945-0.00012049i,0.00069016+0.00061777i,0.0001334+0.00034765i,-0.0002502+0.0004787i,-0.00013891+0.00054128i,-2.1961e-05+0.00011153i,-4.2575e-05-0.00070642i,-3.2627e-06-0.0011961i,0.00030729-0.00047997i,0.00056161-9.2163e-05i,2.5706e-05+6.904e-05i
0.0019144-0.00017646i,0.001752-0.00042224i,0.0013881-0.0016161i,0.0014625-0.0025071i,0.00062327-0.0014839i,0.00015549-0.00034924i,0.0014181+0.000429i,0.0012348+0.00072006i,0.00055484+0.00011311i,0.00014202-0.00071215i,-0.00019371-0.0009022i,-0.00096613-0.00012038i,-0.00062991+0.00028876i,4.5182e-05+0.00058528i,-0.00048216+0.0012723i,-0.00037469+0.0012702i,-0.00038736+7.4825e-05i,-0.00081707-0.00080787i,-0.00018934-0.00012117i,0.0002633+0.00022537i,0.00057206+2.1451e-05i,0.00038486+0.00042845i,-0.00016334+0.00093869i
0.00076428-0.00061643i,0.0011652-0.00034286i,0.00078832-6.4853e-05i,-0.00037499+0.0010801i,-0.00085855+0.0015967i,0.0010597+0.0015006i,0.0023031+0.0010716i,0.0017145+0.00013376i,0.00055541-0.00015822i,-0.0011861-0.00024581i,-0.0013595-0.00054079i,-0.00036044-0.00062562i,0.00068734+0.00017809i,0.00083153+0.0012938i,0.00057121+0.0019163i,0.00065981+0.00033657i,0.00032072-0.0015544i,-1.7496e-05-0.0011671i,0.00023815-5.5626e-06i,5.2698e-05+6.5e-05i,-0.0004143-0.0007906i,-0.00053379-0.00060124i,-3.9757e-05-3.0281e-05i
-0.001073+0.00030681i,-0.0012172+0.00064403i,-0.00057278+0.00094116i,0.0001557+0.00077812i,0.00060863+0.0006783i,0.0006931+0.001269i,0.0011264+0.0010317i,0.0016773+0.00044779i,0.0012908-7.3123e-05i,0.00028508-0.00022109i,0.00019798+6.5899e-05i,0.00015509-0.0001577i,-0.00013728+2.2952e-05i,-0.00016867+0.00088674i,0.00010556+0.00066892i,0.00018269+0.00033148i,-0.00035406-9.7606e-05i,-5.7419e-05-0.00050869i,-7.9466e-05-0.0001769i,-0.00030081+0.00033635i,-0.00022394-7.422e-05i,-0.00052438-0.00023525i,-0.00021599-0.00028541i
0.0017717-0.00093778i,0.0021587-0.0012476i,0.0018026-0.0016098i,0.00038127-0.0016284i,-0.00027331-0.0014472i,0.000591-0.00010624i,0.0011289+0.00058304i,0.00059967-0.00010242i,0.00070351-0.00065255i,0.00038856-0.00096105i,-0.00036467-0.0005438i,0.00030011+0.00027742i,0.00069233+0.00096493i,-0.00030648+0.0011526i,-0.00079127+0.00069556i,-0.0004307+0.0002047i,-0.00021178-9.1622e-05i,-0.00021915+3.888e-05i,0.00063772+5.703e-05i,0.00089584-0.0001837i,0.00041331-0.00014976i,0.00036263+0.000499i,0.00052296+0.00026824i
-0.00024343-0.00033895i,-0.0002434-0.00057122i,-0.00063808-0.00072212i,-0.00066599+0.00035887i,-0.00023335+0.0012505i,0.00010022+0.0011481i,0.00033687+0.0012578i,0.00089986+0.00085973i,0.0010872+0.00036612i,0.00042442-0.00016472i,6.9699e-05-0.00019932i,0.00012019+8.1698e-05i,-0.00010514-0.00032465i,-0.00019924-0.0002531i,-0.00034472+0.00058453i,-0.00064481+0.00065702i,-0.00046102+0.00015174i,-0.00013596+0.00015177i,0.00080441+0.00044701i,0.00061514-8.6687e-05i,-0.00045823-0.00046271i,-0.00076309-6.6131e-05i,-0.00031335-0.00055038i
-0.00018811-0.00029965i,0.0002014+0.00020477i,-1.251e-05+0.00041896i,-0.0010707+0.00069232i,-0.0013229+0.0012326i,-0.00027343+0.0013452i,0.0011052+0.00092926i,0.0010026+0.0003023i,0.00047143+8.0744e-05i,0.0004046+0.00017507i,0.00010345+0.00066768i,-0.00044145+0.0010197i,-0.00041496+0.00087103i,0.00040074+0.00081934i,0.0011667+0.00023847i,0.00043606-0.00062707i,-0.00075085-0.00083122i,-0.00061889-0.00077926i,0.00020539-0.00042106i,0.00014624-0.00014363i,-0.00036233-0.00018818i,-0.00060795+8.2012e-05i,-0.00026117+0.00053792i
0.001372-0.00057304i,0.00044-0.0010289i,-0.00033143-0.001859i,-0.00075365-0.0014921i,-0.00053493-0.00047861i,0.00037979+0.00070996i,0.00075713+0.00064371i,0.0012038-0.00031834i,0.00077987-0.00040298i,-0.00076635-0.00011106i,-0.0016436+0.00017216i,-0.0012537+0.00076024i,-0.00012432+0.00076123i,0.00067235+0.00037019i,0.00047564+0.00017009i,0.0001075-5.2887e-05i,-0.00026392+0.00025571i,-0.00042754+0.00022605i,-0.00020529-0.00018263i,-0.00026695-0.0010174i,-8.8762e-05-0.00055853i,0.00054373-0.0001033i,0.00041152-6.9938e-05i
0.0028632-0.0020601i,0.0016456-0.0015144i,0.00057577-0.002276i,-0.00021233-0.0019998i,-0.0011352-0.00049861i,-0.00056005+0.0010624i,0.00076626+0.0017955i,0.00063239+0.0014617i,0.00011442+0.00065007i,-0.00013479-0.00019316i,7.4978e-07-0.00018116i,0.00017165+0.00079674i,4.122e-05+0.0011502i,-0.00011893+0.0010345i,-1.8947e-05+0.0014555i,0.00037869+0.0016673i,0.00055013+0.0013341i,0.00058794+0.00020783i,0.00033042-3.1244e-05i,-0.00010276-6.0489e-05i,-0.00054404-0.00073497i,-0.00030094-0.00088457i,0.00053003-0.00049412i
-0.0005826-0.00046996i,-0.0013056+4.5918e-06i,-0.0015122-0.00080902i,-0.0017459-0.00026618i,-0.0019891+3.6772e-05i,-0.00094284+0.00090035i,0.00050161+0.0013362i,0.0014178+0.00047053i,0.00012463-0.00014187i,-0.0014247+2.2491e-05i,-0.001455+0.00038062i,-0.00088838+0.00049253i,-0.00015649+0.0010349i,0.00016835+0.0015594i,-0.00013331+0.00079723i,0.00026824+5.4395e-05i,0.00049115-0.00044705i,-0.00056181-0.00067771i,0.00014611-0.0007272i,0.00051291-0.00057805i,-0.00053687-0.00043007i,-0.00042838-0.00034014i,0.00034996-5.7733e-05i
-0.00060519-0.0012839i,0.00038855-0.0013488i,0.00040558-0.0013339i,-0.00014897-0.00036042i,-0.0003552+0.0010047i,0.00045376+0.0011182i,0.00078507+0.00055176i,0.00041565-0.00022517i,0.00024163+0.00011015i,-0.00015705+0.00027695i,-0.00027994+4.8134e-05i,0.00064067-0.00012336i,0.0011368-0.00013983i,0.0010658+0.00054558i,0.0012668+0.001392i,0.00065689+0.001061i,-0.00074227+0.00046492i,-0.00094105-0.00045677i,0.00014947-0.00068747i,0.00025135+0.00027881i,-0.00036314+0.00029576i,-0.00035874+0.00012128i,-0.00052454+0.00019075i
7.5819e-05-0.00095447i,-0.00010576-0.00097642i,-0.00043092-0.0011295i,-0.00098945-5.6031e-05i,-0.00055443+0.0008903i,0.0010688+0.0014367i,0.0022539+0.0014746i,0.0019768+0.0011935i,0.00091108+0.0008243i,3.5378e-05-5.6649e-05i,-0.00010874-0.00054814i,-0.00021986-0.00033162i,-7.8466e-05+0.00022946i,0.00086622+0.00080986i,0.00093789+0.00083108i,0.0007147+0.00034362i,8.3388e-05-0.00032146i,-0.00072756-0.00048052i,-0.00045172-0.0004129i,-6.5889e-05-0.00080481i,-0.00053814-0.00031356i,-0.00030842+0.00031982i,0.00073556+0.00053057i
