-0.003201+0.00014319i,-0.0033336-0.00024468i,-0.0044859+0.00062932i,-0.0038641+0.0018037i,-0.0022691+0.0021424i,-0.0014451+0.0025958i,-0.00036694+0.0025615i,0.00083899+0.0021678i,0.00042687+0.0014357i,0.00027003+2.3797e-06i,0.00096505+0.00022459i,0.00063131+0.00035908i,0.00088315+0.00042602i,0.00072665+0.00071397i,-0.0004906+0.00098675i,-0.00041183+0.0005276i,0.0002003-0.00045324i,-0.000246-0.00023208i,-0.00027411-0.00057752i,0.00010384-0.00083775i,-0.00021849-0.00057309i,-0.00023519-0.00041157i,9.5755e-05+0.00037125i
0.0012862-0.0011619i,0.0015042-0.0014153i,0.002029-0.00089386i,0.0013635+0.00024691i,0.0011227+0.0011366i,0.0014094+0.0010122i,0.001535+0.00070486i,0.0013716+0.00025422i,0.00072617-0.00012304i,-2.0784e-05-0.00061061i,-0.00052516-0.0010584i,-0.0014457-0.00091501i,-0.0017556-0.00040654i,-0.00147+0.00010687i,-0.00068175+5.3523e-05i,-0.00058135+8.0953e-05i,-0.00084165-0.00012293i,-0.00038014-0.00049297i,9.0261e-05+0.00021285i,0.00039566+0.00011492i,-3.7436e-05-9.0468e-05i,0.00012211-0.000293i,0.00060115-0.00072625i
-0.00044473-0.0017901i,-0.00061625-0.00066077i,-0.0015201-0.00023409i,-0.0023335-0.00042889i,-0.0023289-3.1499e-06i,-0.001653+0.00065735i,-0.00044008+0.001223i,5.0307e-05+0.0009034i,-0.0011743-0.00032543i,-0.0020443-0.00078457i,-0.0013511-0.00026455i,-0.00025296+0.0003357i,0.00051206+0.0010099i,0.00080473+0.00097379i,0.00070359+0.00028358i,0.0010275+0.0005221i,0.00043587+0.0012934i,-0.00061781+0.0007294i,-0.00049415-0.00043986i,-7.4868e-05-0.00034695i,0.0003018+0.00019934i,-4.5832e-05+0.00010108i,-0.00053867-4.2745e-05i
0.0014619+0.001584i,0.001592+0.0025139i,0.0019908+0.0019257i,0.001481+0.00089612i,0.0006377+0.00056039i,7.306e-05+0.00042666i,0.00027372+0.00057829i,5.7744e-05+0.00066942i,-0.00033558+7.4093e-05i,-0.00062021-0.00049205i,-0.00070554-8.2564e-05i,0.00037139+0.00042921i,0.0020032+0.00065251i,0.0025634+0.00037495i,0.0014907-5.2781e-05i,0.00045012+0.0003857i,0.00024615+0.00042375i,0.00083383+0.00032132i,0.0013337-7.2847e-05i,0.00076041-0.00021123i,0.00040541+6.0442e-05i,0.00094314+0.0001775i,0.001588-8.6765e-05i
-0.0012134-0.00015629i,-0.002347-0.0010608i,-0.0026302-0.00032937i,-0.0018378+0.00040224i,-0.00033932+3.9395e-05i,0.00014095-7.9402e-05i,0.0010292+0.00049185i,0.0018821+0.00081299i,0.0016227+0.00089945i,0.0008723+0.0010646i,0.0013157+0.00061183i,0.0010999-0.00018915i,0.00076857-0.00061539i,0.00086269-0.00053232i,0.00056767-0.0013708i,0.00082293-0.002312i,0.00040354-0.0021887i,-0.00013467-0.0014396i,-6.6408e-05-0.000677i,-0.000212-5.7142e-06i,-0.00034127+0.00013707i,-0.000142-1.7191e-05i,-0.00019833+0.00031688i
-0.0016176-0.0027706i,-0.001586-0.0026469i,-0.0015728-0.0014296i,-0.0014589-0.00057571i,-0.0013233+7.4013e-05i,-0.00054503+0.0010892i,0.00036815+0.0017858i,0.00046037+0.0013607i,0.00027242+0.00043802i,-0.0002162+0.0001507i,-0.00023926+0.00012058i,0.00045261-0.00050014i,-0.00031472-0.00099714i,-0.00078563-0.00092074i,0.0001645-0.00091491i,0.00011734-0.0011047i,-0.00045477-0.0011041i,-0.00050282-0.0010393i,-0.00072927-0.0010465i,-0.00054645-0.001246i,0.00031228-0.0014921i,0.00069991-0.0010756i,0.00045354-0.00026499i
-0.00012328+0.0020123i,-0.00050972+0.0016667i,-0.00015155+0.0022094i,0.00030886+0.002304i,0.0003792+0.001677i,0.00075417+0.00088261i,0.00095702+0.0004853i,0.00036937+0.00013055i,-4.7014e-05-0.00014631i,0.00044209-0.00041052i,0.0008327-0.00094875i,0.00052588-0.0011478i,0.00013667-0.00081011i,-7.6844e-05-0.00014151i,-0.00042043+0.00011935i,-0.0011949-0.00037595i,-0.0013157-0.00028575i,-0.00066235-0.00025693i,-0.00031998-0.00031352i,0.00010163-0.00032166i,0.00049777-0.00093315i,0.00069494-0.001557i,0.00057186-0.0015296i
-0.00093688+0.00048855i,-0.00048874+0.00043107i,-7.4148e-05+0.00083772i,0.0012236+0.0015794i,0.0019351+0.002216i,0.0012406+0.0014296i,0.00040424+0.00039991i,0.00059657+0.00032989i,0.00050676+0.00025173i,9.7762e-05-0.00043019i,2.1765e-06-0.00098061i,-0.00021944-0.00091169i,0.00021841-0.00010984i,0.00074442+0.00082716i,0.00027919+0.00021745i,0.0003292-0.00075409i,0.00073558-0.001311i,0.0007146-0.0010295i,0.0005632+5.3781e-06i,0.0008344-0.00017084i,0.00060837-0.0003367i,0.00059113+0.00090494i,0.0009447+0.0013887i
-0.0017283+0.00063705i,-0.0028573+0.0010917i,-0.0031391+0.00070586i,-0.0013677+0.0011539i,-0.00041189+0.0019998i,-0.00047926+0.0013598i,-3.41e-05+0.00097686i,0.00024476+0.0011586i,9.7787e-05+0.00020845i,-0.0004938-0.00070262i,-0.00076167-0.00044168i,-0.00039481+0.00066245i,0.00010686+0.0010722i,0.00077272+0.00041421i,0.0011065+0.00037856i,0.00054441+0.0011208i,0.00010186+0.00077432i,-0.00010062+0.00044625i,-0.00015883+0.00057271i,-0.00041181-3.1064e-05i,-0.00018413-9.3704e-05i,0.00063048+0.00032517i,0.0005-0.00017317i
-0.002413+0.00014302i,-0.0023399+0.00012828i,-0.002007+0.00091938i,-0.0018189+0.00017808i,-0.0011298-0.00018498i,-0.00040828+0.00020832i,-0.0003798+0.00038085i,-0.0001739+0.00051501i,-0.00032486+0.00058839i,-0.00051281+0.00043129i,0.00051295-0.00017292i,0.00086298-0.00052721i,0.00078445-0.00044801i,0.00052394+0.00026273i,0.00025638-4.6766e-05i,0.0006977-0.0010185i,0.00083292-0.00054217i,0.00072725+0.00018725i,0.0012436+0.00010754i,0.0010531+5.3937e-05i,0.00066743+3.9039e-05i,4.4522e-05-0.00033358i,-0.00033951-9.3145e-05i
-0.0010427+0.002094i,-0.0022733+0.0023728i,-0.0029302+0.0028733i,-0.0011068+0.0020931i,0.00059046+0.0012349i,0.0011579+0.0011404i,0.0017918+0.0012223i,0.0018824+0.00047146i,0.0012795+0.00015619i,0.00060192+0.00024293i,0.00095417-0.00021685i,0.0010105-0.00075893i,-0.0003843-0.00088362i,-0.00056955-0.001202i,-4.7215e-05-0.001815i,-0.00039616-0.0021528i,-0.00042402-0.0015467i,-4.0241e-05-0.00074179i,0.00023677-0.00054725i,0.00073559-5.1489e-05i,0.00092613-7.4024e-05i,0.00043665-0.00050568i,0.00050073-0.00053933i
0.0021516+0.0012421i,0.0022185+0.0015607i,0.0018328+0.001564i,0.00063649+0.0015603i,-0.00069138+0.0014459i,-0.00029255+0.00096711i,0.0005061+0.00026071i,0.00074584-0.00017974i,0.0011674-0.00018345i,0.001197-3.7522e-05i,0.00032732+0.00023231i,-0.00011864-0.00051497i,-0.00017963-0.00082255i,-0.00033638-0.00064113i,-0.00012605-0.00052752i,-0.00013958+0.00026949i,-0.00034536+0.00050428i,-0.00016783-1.6584e-05i,0.00041902-0.00014897i,0.00075841-0.00015353i,-0.00035841-0.00023568i,-0.00097678-0.00038895i,-0.00044382-0.00019333i
0.0015997-0.001062i,0.0008347-0.00068146i,0.00070193-0.00064829i,0.00030865-0.00021707i,-3.6179e-05+1.1268e-05i,-0.00058443+0.00030707i,-0.00022047+0.00014854i,0.00066079-0.00014372i,0.0013336-0.0004736i,0.0013593-0.00069536i,0.00022126-0.00042883i,-0.0010796-0.00094028i,-0.0010186-0.00097287i,-0.00067981-0.0011115i,-0.0010333-0.0013081i,-0.001342-0.00065825i,-0.0011275-4.0308e-05i,-0.0011458+0.00049705i,-0.00080279+0.00022823i,5.5374e-05+0.00012603i,0.00040782+0.00034301i,0.00012623+0.00010078i,-8.7704e-05-0.00018261i
-0.0019629+0.0017489i,-0.0014787+0.0025744i,-0.0010446+0.0024294i,1.1817e-05+0.0016176i,0.00032897+0.0015639i,0.00028973+0.001318i,0.00060868+0.00077941i,0.00070097-0.000253i,-9.5648e-05-0.0013274i,-0.0012155-0.00086009i,-0.0011848+0.00014012i,-0.00044648+0.00027684i,0.00013005+0.00044341i,0.00092818+0.0010396i,0.0016574+0.00085293i,0.0022632+0.00025484i,0.0018438+0.00024291i,0.00080421+0.00040596i,0.00017651+0.00037271i,-0.00033023-6.6773e-05i,-0.0004075-0.00017429i,-0.00067541+0.00013363i,-0.0010107+0.00017219i
-0.00049965-0.00010236i,-0.00045174+0.0009698i,-0.00157+0.0021348i,-0.00045896+0.0023837i,0.00047313+0.002845i,0.00011291+0.0029117i,0.00014283+0.0022276i,0.00020766+0.0010867i,0.00039978-9.6461e-05i,-7.2309e-05-3.5006e-05i,-0.00063824+0.00063478i,-0.00012168+0.00088801i,0.00048622+0.00057399i,0.00067253-0.00016032i,0.0011053-0.00022074i,0.0013757-0.00010172i,0.00089216-0.00035641i,0.00012322-0.0011523i,0.0002429-0.00095458i,0.0010767-6.5031e-06i,0.00079611+0.00028939i,5.8504e-05-0.00014239i,-0.00047587+0.00016211i
-0.00052141-0.00074742i,-2.3723e-05-0.00056842i,-0.00057712-0.00027219i,-0.00059668+0.00065638i,-0.0001987+0.00066647i,0.00077083-0.00011966i,0.0015312+0.00023457i,0.0014146+0.0011425i,0.00073905+0.0010402i,4.9874e-05+0.00037966i,2.6423e-05-0.0006274i,4.9748e-05-0.0010496i,0.00044066-0.00043369i,0.00033931-0.00042631i,-6.9155e-05-0.00084521i,0.00029949-0.00096467i,0.00061898-0.00076983i,0.00058074-3.2558e-05i,0.00036723+0.00032189i,0.00063519-0.00025805i,0.0010862-0.00076213i,0.00062938-0.00025095i,0.00050171+0.00014956i
-0.002751-0.0012615i,-0.0042069-0.00051781i,-0.0044593+0.0012157i,-0.0026681+0.001829i,-0.00037408+0.0012347i,0.00094233+0.0015878i,0.0021098+0.0016055i,0.0020339+0.0012337i,0.00074277+0.0013295i,-0.00016361+0.0015229i,-0.00070824+0.0009887i,-0.00019159+0.00055475i,0.00069569-0.00013219i,0.00020795-0.00086031i,-0.00038423-0.00062545i,0.00017285+0.00062142i,0.00034043+0.0012268i,-0.00028358+0.00083046i,-0.00070802+5.3528e-05i,-0.00048312-0.00062237i,-0.00045778-0.0011867i,-0.00068614-0.0009773i,-0.00118-0.00032123i
-0.00088132+0.0011674i,-0.00051167+0.0024235i,0.00078016+0.0024098i,0.00091365+0.0020455i,0.00030934+0.0018733i,0.00042535+0.0020081i,0.00093903+0.0021882i,0.0013276+0.0016188i,0.0012532+0.00038348i,0.00062952+9.1666e-05i,7.3495e-05-0.00011886i,-0.00017821-0.00083816i,-0.00042049-0.0012796i,0.00018264-0.0013274i,0.0011331-0.00074107i,0.00087409+1.6407e-05i,0.00038217+0.0005048i,6.8085e-05+0.00048155i,-0.0001771+0.00026981i,0.00013217-9.0638e-05i,0.00019088-0.00069765i,-4.1714e-05-0.00047753i,-0.00016177+0.0002912i
0.00081818-0.00071592i,-0.00033227-0.0014209i,-0.00033325-0.0017615i,-6.0883e-05-0.00055742i,-0.00077955+0.0004092i,-0.00084744+0.0010333i,0.0005157+0.0011528i,0.0014074-4.9584e-05i,0.0013498-0.00065209i,0.00025739-0.00091219i,-0.00055398-0.00088485i,-0.00067578-0.00054413i,-0.00032573-0.00047161i,-0.0011171-0.00032496i,-0.0017735-0.00067555i,-0.00078596-0.0013084i,0.0010126-0.0012216i,0.0011361-0.00036674i,9.4003e-05-3.8616e-05i,0.00037798-0.00054658i,0.00078056-0.0008543i,0.00067902-0.00080399i,0.00028577-0.00076336i
0.0017927+0.00080186i,0.0010903+0.0018045i,0.00056536+0.00077029i,0.0004696-0.00071219i,0.00013795-0.00049195i,-3.2076e-05+0.00061292i,0.00040639+0.00059762i,0.00039477+3.6307e-05i,-0.00014893-0.0010943i,-0.00015267-0.0020147i,-0.00010321-0.0014255i,0.00037228-0.00095817i,0.00069733-0.0008261i,0.00029828-0.00031297i,0.00034333-0.00040917i,-2.8358e-05-0.00059156i,-0.00061306-0.00010226i,-0.0009484-1.1008e-05i,-0.0015772-0.00069974i,-0.00094124-0.00026227i,-0.00035186+7.1347e-05i,-0.00067813-0.00033978i,-0.00069285+2.0719e-05i
-0.0016356+0.00032418i,-0.0018461-0.0004373i,-0.0018221+0.00019639i,-0.0013534+0.00083043i,-0.00020483+0.00075812i,0.00027592+0.0010383i,0.00020816+0.0016756i,9.5531e-05+0.0015047i,-0.00043629+0.00082311i,-0.0010838+0.00035008i,-0.00081686+7.8309e-05i,-0.00012734-6.96e-05i,0.00067322+0.0002688i,0.00072457+0.0006531i,-0.000108+0.00071346i,-0.00085572+0.00067805i,-0.0013485-0.00015358i,-0.0012218-0.00041426i,-0.00080188+0.0004054i,-0.00030797+0.00039547i,2.0616e-05+3.7987e-05i,9.9364e-05-0.00024297i,-6.9164e-05-1.6548e-05i
-0.0012819-0.0015545i,-0.0010401-0.00082161i,-0.00058386-0.0014377i,-0.00083665-0.0017807i,-0.00086199-0.0017618i,-0.00021503-0.0014846i,0.0012102-0.00020676i,0.0013869+0.00048394i,0.00098856+0.00043061i,0.00074179-8.7317e-05i,-0.00046582-0.001109i,-0.0010096-0.0015278i,-0.00019301-0.0017826i,0.00045411-0.001229i,0.00036171-0.00034648i,0.00063945-0.00014395i,0.00099134+8.568e-05i,0.0010217+0.00034236i,0.00050986+0.00056159i,-0.00019509+0.00070887i,-0.00046141+0.00016612i,-0.00032713-0.000877i,-0.00064558-0.0010656i
-0.0013024+0.0019993i,-0.0019503+0.0030911i,-0.001031+0.0017777i,-0.00030597+0.00092537i,-0.000354+0.00064726i,-0.00023748+0.00052908i,0.0010551+0.00062584i,0.00047005+0.00071717i,-0.00064493+0.0011098i,-0.0005236+0.00079443i,-0.00043485-1.5022e-05i,-8.9553e-05-1.7288e-05i,-4.8984e-05-0.0001549i,-0.00047466-7.7931e-05i,-0.00034172+0.00010318i,0.00050083-6.896e-05i,0.0011758+0.00028487i,0.00084026+0.00028354i,-3.0575e-05-0.00042092i,-0.00022374-0.0005179i,0.00034861+4.5128e-05i,0.00029906+0.0005701i,6.8295e-05+0.00049853i
0.0021344+0.0012076i,0.0015166+0.00084887i,0.0022361+0.001421i,0.0023251+0.00078709i,0.001819+9.2227e-05i,0.00083405+0.0004343i,9.585e-06+0.00091508i,0.00047122+0.00048606i,0.0016725+0.00067673i,0.0020941+0.0010306i,0.00075476+0.00097332i,-9.4224e-05+0.0001359i,-0.0004132-0.00051831i,-0.00085455-0.00035354i,-0.00017662-0.00078072i,0.00097106-0.00060376i,0.00083459-0.00015806i,0.00018011+3.2008e-06i,0.00026664-0.00028641i,0.00051975-0.00078944i,0.00059754-0.0009694i,0.00049619-0.0011238i,5.2843e-05-0.0011125i
-0.0010958+0.0013811i,-0.00043092+0.0011535i,-6.7544e-05+0.0016723i,-0.00010076+0.0017408i,0.0011632+0.0020054i,0.0022775+0.0026719i,0.0015315+0.0013422i,0.00063378-1.0355e-05i,0.00016582-0.00078258i,0.00011163-0.00088168i,0.00064343-0.0001576i,0.000823+0.0001833i,-7.373e-05+0.00029602i,-0.00050331+0.00014545i,0.00024535-0.00067072i,0.00057354-0.00043002i,0.00027664-0.00014785i,0.0003944-0.00051038i,0.0004491-0.00061371i,4.41e-05-0.00066184i,0.00049371-0.00024263i,0.00059088-0.00028824i,0.00013964-0.0012298i
-0.00023681+0.00040694i,-4.3108e-05+0.00016034i,-0.00089517-0.00068839i,-0.0010096-0.0015713i,-0.00030184-0.00058714i,-0.00070634+0.00081342i,-6.2041e-05+0.0013846i,0.0008175+0.00066402i,0.00047118-0.001011i,0.00013391-0.0020679i,0.00025671-0.0013086i,0.0011985-0.00064841i,0.0019268-0.00015164i,0.00088802+0.00046198i,-0.0004974+0.00042783i,-0.00057664+0.0002152i,0.00013606+0.00029891i,0.00086109-9.0523e-05i,0.00094345+0.00036208i,0.00038844+0.00036383i,0.00037207+0.00010903i,0.00068466+0.00025966i,0.00064125-0.00046675i
-0.001285-0.00064611i,-0.0013991-0.00050833i,-0.0016447-0.00032647i,-0.0012737+0.00016184i,-0.00057373+0.00024854i,0.00015207+0.00050468i,0.00054478+0.00024036i,-0.00034302+0.00016088i,-0.0012496-0.00025753i,-0.00095247-0.00048037i,-0.00016669-0.00056818i,0.00094838-0.00062938i,0.0010927-0.00012543i,0.00048464-0.00055491i,-3.1522e-05-0.00092765i,-0.00068022-0.00072294i,-0.0012505-0.0006306i,-0.00081954-0.00023648i,-0.00066708+0.00047614i,-0.0005496+0.00060278i,-9.2461e-05+7.3073e-05i,-0.00022889-0.00026046i,-0.00021774-0.00015787i
-0.0015215+0.0024948i,-0.0012339+0.0030831i,-0.00067185+0.0028286i,0.00062553+0.0023426i,0.0019085+0.0016613i,0.0032183+0.00083676i,0.0027787+0.00076846i,0.00097194+0.00066817i,-2.0274e-05+0.00086846i,-0.00038783+0.0013268i,-0.00090641+0.00053291i,-0.00040192-0.00096291i,0.00058748-0.0006846i,0.00059497-6.4988e-05i,0.00060592-2.0501e-05i,0.00063698-0.00041167i,0.0002266-0.00083176i,0.00031734-0.00076449i,0.00052259-0.00027592i,0.00037432+0.00010865i,0.00084093+0.00068608i,0.00065128+0.00097066i,-9.5238e-05-0.00018616i
-0.0006945+0.00019312i,0.00064246+0.00086849i,0.00072473+0.00072364i,0.00045927+0.0004226i,0.00054251+0.00028186i,4.1156e-05+0.00019958i,-7.9925e-05+0.0011278i,0.0003538+0.0019043i,0.00052818+0.001873i,0.0002408+0.001001i,-0.00037361+0.0003575i,-0.00067198+0.0003507i,-0.00087946-0.00050158i,-0.00094481-0.00084733i,-0.00011001-0.00069334i,0.00066913-0.0008438i,0.0010833-0.00043423i,0.00099201+5.6357e-05i,0.00060652-0.00012723i,0.0005756+0.00030045i,0.00048394+0.00063267i,0.00062021+0.00070594i,0.00040852+0.00014499i
-0.00020182-0.0014473i,0.00031402-0.0018911i,-0.00014263-0.001495i,-0.0011505-0.00085553i,-0.00075733+0.000211i,-0.000356+0.0014711i,0.00067406+0.0014623i,0.0012285+0.0010435i,0.00089877+0.00067852i,0.00040059+0.00085774i,-9.9108e-05+0.0009781i,-0.0010263+0.0007325i,-0.0012665+0.00049063i,-0.00092636+0.00012836i,-0.0003925-0.00034445i,0.00073558-0.00028871i,0.0012262-0.00039852i,0.00041743-0.0010506i,0.00010863-0.00060263i,-0.00010698+6.4091e-05i,0.00025886+4.9796e-05i,0.0014426-0.0003912i,0.0015567-0.00058865i
-0.00047522-0.0010837i,-0.00086106+7.0227e-05i,-0.00094428-0.00015033i,-0.00059625+0.00013871i,-0.00059195+0.0016202i,-0.00042138+0.001778i,0.00050761+0.0013619i,0.0010605+0.00077591i,0.000891-0.00018128i,0.00078334-0.00053797i,0.00099559-0.00070282i,0.00043964-0.00020209i,-0.00028744+0.00025409i,-0.00012457+9.406e-05i,0.00014814+8.7306e-05i,-0.00028891-0.00030982i,-0.00085062-0.00087037i,-0.0006435-0.0007811i,-0.00036476-0.0003155i,-5.1703e-05-0.000307i,0.00030419-0.00043219i,6.6774e-05-0.00019182i,-0.00052748+0.00010495i
-0.00039449-0.0019685i,-0.00032394-0.0025389i,-0.00040251-0.0018556i,-0.00041508-0.00061543i,0.00025988+0.00054273i,0.0010101+0.0012754i,0.0013027+0.00083663i,0.00078662+0.0002905i,-0.00031217-0.00053333i,-0.00064996-0.0017364i,-0.00032087-0.0020922i,-0.00039108-0.0018654i,-0.00063801-0.00084166i,-0.00037968+0.00021256i,-0.00020907+0.00064244i,-0.00010094+0.00086369i,0.00026159+0.00073223i,0.00028672+0.00065362i,9.8438e-05+0.00043381i,-0.00056322-0.00013908i,-0.00056101-0.00091324i,0.00028954-0.001284i,0.00024529-0.00052705i
-0.0007371-0.00021162i,-0.00084886-0.0011476i,-0.0016285-0.0019817i,-0.0026629-0.00049473i,-0.0023645+0.001256i,-0.0013371+0.0018726i,-0.00062383+0.0017443i,-0.00025391+0.00055224i,-0.000962-0.00060701i,-0.001778-0.0008584i,-0.0012898-0.0015226i,-0.00053209-0.0019175i,-7.2072e-05-0.0012723i,-0.0002371-0.0013032i,-0.00034229-0.0011173i,4.3104e-05-0.00017122i,0.00046114+0.00068132i,0.00049601+0.00091106i,-7.7689e-05+0.00053442i,-0.00059834+0.00031572i,-9.7372e-05-0.00019114i,0.00058921+3.5911e-05i,2.9272e-05-0.00013206i
-0.0022805-0.0012656i,-0.0021832+0.0004552i,-0.0022662+0.0015389i,-0.0016825+0.0009677i,-0.00041736+0.00083224i,0.0011956+0.0010485i,0.0018053+0.00059218i,0.00056745+0.00065182i,-0.00065935+0.00049145i,-0.0013516-0.00045206i,-0.0016047-0.00078188i,-0.0012963-0.0007489i,-0.00032778-0.0011517i,0.00019331-0.0014416i,0.00036679-0.001347i,0.00090765-0.0010373i,0.0010312-0.00085374i,0.00074389-0.00072563i,0.00051434-0.00046769i,0.00064685-0.00079421i,0.00075296-0.00096328i,0.00035212-0.00089839i,-0.00040892-0.00057532i
-0.0027824+0.002676i,-0.0033321+0.0021177i,-0.003086+0.0025992i,-0.0015256+0.0027861i,0.00074792+0.003023i,0.0012869+0.0022939i,0.00046358+0.0008963i,0.00085686+0.00027876i,0.00085219+0.00080499i,-4.2553e-05+0.0014569i,-0.001097+0.0017344i,-0.0013985+0.0013107i,-0.0010218+0.00084564i,-0.00054514+0.00042363i,-0.00070983+7.804e-05i,-0.00059157-0.00032582i,-2.8258e-05-0.0012723i,0.00014383-0.0016704i,-0.00026077-0.00064064i,-0.00046027+8.274e-05i,0.00015842+5.9543e-05i,0.00030918-0.00069026i,0.00074743-0.00037607i
-0.0014676+0.0007209i,-0.0017591+0.0014453i,-0.0017279+0.0022551i,-0.00094704+0.0016033i,0.00037879+0.0019759i,0.0014594+0.0023534i,0.0019077+0.001418i,0.0016843+0.0010908i,0.0013792+0.0012106i,0.001444+0.0013514i,0.00085472+0.0009936i,0.00019047+0.0011053i,-0.00047062+0.00095078i,-0.00094344+0.00032882i,-0.00078334+0.00022948i,0.00020593+0.00071368i,-0.00025841+0.0010778i,-0.00055799+0.00042572i,-6.9081e-05+0.00019102i,-0.0001144+6.856e-05i,-8.271e-07-0.00043254i,0.0010052-0.00036579i,0.0011151+0.00011071i
-0.00093031-0.00079782i,4.403e-05-0.00026861i,-0.00062061-0.00015368i,-0.00073535+0.00028102i,0.00038576+0.00070435i,0.00076765+0.00080155i,0.00072506+0.0011289i,0.00033491+0.00043789i,0.00054196-0.00036938i,0.00093103-0.00026372i,0.00027546-0.0002359i,0.00014302-0.0004552i,0.00059202-0.00057023i,0.00020854-0.00021713i,-0.00016447+0.00029009i,-0.00066501+0.00039249i,-0.00036744+0.00062344i,0.0006785+0.0007917i,0.00051142+0.00044047i,4.1595e-05+0.00035938i,-0.00033912+0.0004202i,0.00040025-0.00038731i,0.0006075-0.00033809i
-0.00025913-0.0001808i,0.00093065+6.4924e-05i,0.00077662-0.00023664i,0.00094911-0.00071589i,0.00092696-0.00040263i,0.0010775+0.0011114i,0.0010002+0.0010889i,0.0001962-0.00064654i,0.00024793-0.0019063i,0.001557-0.0023607i,0.0016397-0.0020319i,0.00061349-0.0011364i,0.00028226-0.00020297i,0.0002568+0.00055525i,0.00046555+0.0005817i,0.00013012+0.00056035i,-3.1981e-05-0.00013763i,0.00070334-0.00073876i,0.00069355-0.00032404i,0.00035922-0.00018518i,-0.00035181-0.00028081i,-0.00070339-0.00084006i,-8.6802e-05-0.00084829i
-0.00039978+0.0022142i,-0.0011782+0.0028627i,-0.0018352+0.0025107i,-0.0014096+0.0018228i,0.00010621+0.00093057i,0.0003659+0.0012253i,0.00012083+0.0015864i,-0.00035172+0.0008696i,-0.00094234-0.00020479i,-0.00090094-0.0013514i,-0.00060205-0.0016978i,-0.00016604-0.00066846i,0.00050136+3.561e-05i,0.00098623-0.00044063i,0.0012895-0.00085299i,0.00033611-0.00030717i,-0.00026115-0.00030173i,-3.7373e-05-0.00020892i,-0.00033801+0.0002147i,-0.00089384+0.00025068i,-0.00072292-0.00031012i,-5.0145e-05-0.00072128i,0.00028726-0.00044145i
0.00075355-0.00084256i,0.00099992-0.00092482i,0.001032-0.0012493i,0.00029603-0.0008374i,-0.00049184+0.00074651i,-0.00074059+0.0014897i,0.00016205+0.0014574i,0.00013079+0.0010159i,-0.00042565+0.00097475i,-0.00081074+0.00069715i,-0.0017251+0.00056494i,-0.001966+0.00029167i,-0.0013433-0.00036308i,-0.00080445-0.00056898i,-0.0002226-0.00093481i,0.00015032-0.00134i,-0.00012769-0.0011742i,9.0978e-05-0.0007006i,0.00072556-0.00035279i,0.00026636-0.00033228i,0.00028542+0.00011017i,0.00031957+0.00055624i,9.2883e-05-8.5131e-06i
-0.0008507-0.00085283i,-0.0020681-0.00051564i,-0.0033401-0.0001917i,-0.0021596+0.00061093i,-0.00048341+0.0011519i,0.00011858+0.0017552i,0.00018984+0.0017799i,0.00039636+0.0013452i,6.5391e-05+0.001478i,-0.00044344+0.0017724i,-0.00055419+0.0011153i,-0.00027874+0.00092287i,5.8779e-06+0.0013571i,0.00039929+0.000905i,0.0001497+0.00015152i,-0.00028832-0.00076854i,3.758e-05-0.0011405i,-2.6408e-06-0.00092988i,-0.00055564-0.00024686i,-0.0005906+0.00057321i,-0.00059311+0.00011587i,-0.00045419-0.00053749i,-0.00018228-7.9954e-05i
0.0011096+0.0014189i,0.0009647+0.002212i,0.0014766+0.0025147i,0.0013038+0.0017986i,0.00051786+0.0010829i,0.00012145+0.0012165i,0.00019583+0.0015369i,0.0007746+0.0012946i,0.00082048+0.00078807i,0.00096335+0.00037824i,0.0011217+5.0693e-06i,0.00079493+0.0002014i,6.1272e-05+0.00037775i,0.00022696-0.0010084i,0.00080757-0.0010609i,0.00057078-0.00013937i,0.00037996+0.00013916i,9.1961e-05+0.00025363i,-0.00018413-8.6813e-05i,0.00022454-0.00026162i,0.00047468-0.00055176i,0.0004349-0.0011045i,0.00087922-0.0018724i
-0.0013715+0.00025271i,-0.0025588-0.00017746i,-0.0034133-0.00054411i,-0.0020852-0.00025791i,-0.0003514+0.00048998i,0.00038008+0.00074611i,0.00036734+0.0010325i,0.00099124+0.0013985i,0.0013607+0.00090934i,0.0012582-0.00027921i,0.0012157-0.00034945i,0.00070207+1.2099e-05i,-8.3274e-05+0.00022383i,-5.2097e-05+0.00078602i,0.0008149+0.00031838i,0.00099378-0.00062256i,0.00039177-0.00064876i,8.3602e-05-0.00045511i,0.00014322-0.0005188i,-0.00023232-0.00066174i,-0.00029335+0.00050128i,-0.00052581+0.00068018i,-0.00057064-1.1507e-05i
0.0015263-0.0021541i,0.0018174-0.0014026i,0.0024944-0.0006395i,0.0011441+0.0001599i,-0.00064725+0.00027247i,-0.00076029+0.00047595i,0.00062691+0.00081356i,0.0015463+1.6912e-05i,0.0012595-0.0016266i,0.00026498-0.002242i,-0.00071915-0.0015375i,-0.0006746-0.0015597i,-0.0004811-0.00077304i,-0.00057152-0.00020052i,-0.00027388-0.00052446i,0.00052541-0.0005994i,0.00034766-0.00034477i,-0.00028767+0.00056348i,0.00010404+0.00080087i,-5.1155e-07+0.00080438i,-9.7598e-05+0.0010599i,-0.00010257+0.00016644i,-8.9186e-05-0.0010335i
