-0.0032704+0.00013026i,-0.0021528-0.00011363i,-0.0033312-0.00050218i,-0.003567+2.2799e-05i,-0.0020581+0.00077346i,-0.00055177+0.0011127i,0.00021159+0.0010805i,0.00080097+0.0007844i,0.0010611+0.00066648i,0.00052009+0.00070161i,0.00033861+0.00029885i,-0.00019457-1.3763e-05i,-0.00042021+0.00011073i,0.00020654+0.00049405i,-0.00028426+0.0011224i,-0.00058993+0.00073503i,1.6396e-05+0.00068253i,-0.0007652+0.00051125i,-0.0011729+0.0001584i,-0.00039809+0.00041907i,-0.00051522+0.00015601i,-0.0006796-0.00024312i,-0.00038533+2.9241e-05i
0.00057121+0.00091459i,0.00064025+0.00053854i,0.00086612+0.00015238i,0.0011125-0.00061046i,0.00017777-0.00081855i,-0.00082942-0.00090281i,6.0492e-05-0.0010717i,0.00080729-0.0017477i,-0.00010714-0.0015967i,-0.00096035-0.00061302i,-0.00091388+0.00028098i,-9.4404e-05+6.0115e-05i,0.00025657-0.00057079i,-2.4452e-05-0.0003675i,-0.00063424-5.1001e-05i,-0.00080416+0.00030422i,-0.00030666+0.00027239i,-5.417e-05+2.0963e-06i,-0.00055245+0.00070622i,-0.00084026+0.00060085i,-0.00051237-0.0005674i,-0.00033502+5.6533e-05i,-0.00084458+0.00038326i
-0.002148+0.001639i,-0.0015052+0.0018777i,-0.00097245+0.002183i,-0.00033852+0.001036i,-0.00076474-0.00026044i,-0.0011238+0.00014607i,-0.00067219+0.00017418i,-0.00045951-0.00033938i,-8.6317e-05-0.00041121i,0.00068718-0.00042984i,0.00051181+0.00049559i,-0.00024212+0.0016023i,-0.00033194+0.00028072i,0.00022685-0.0010103i,0.00061062-0.00073906i,0.00080908+0.00015911i,0.0010662+0.00051389i,0.00072768+0.00043445i,-7.4143e-05-0.00014493i,-0.00023875-0.00011898i,-0.00015213+0.00017126i,0.00010732-0.00016874i,0.00057944-0.00014096i
0.00024214-0.0017079i,-0.00054488-0.002572i,-0.0022649-0.0020809i,-0.0025666-0.0011982i,-0.0024406-0.000891i,-0.0016106+0.00019645i,0.0003196+0.00033847i,0.00075582+0.00013392i,-0.00023489+0.00072691i,-0.0014254-3.3539e-06i,-0.0018511-0.00015769i,-0.0013494+0.000605i,-0.00069385+0.00074818i,0.00018984+0.00013905i,0.0006424+0.00043859i,-0.00010786+0.00051268i,-0.00015459+0.00012878i,0.00054786+0.00016558i,-0.00059314+0.00015863i,-0.0012082+0.00023462i,-0.00075439-1.8202e-05i,-0.00058654+0.0003135i,-0.0006165+0.00072163i
-0.00022632+0.0026899i,0.00046597+0.0031529i,0.00080767+0.0033271i,0.00097055+0.0024051i,0.00087582+0.0011092i,1.2281e-05+0.00010305i,-0.00091665-0.00034852i,-0.00098569-0.0010354i,-0.00059147-0.0010058i,-0.00067448+8.4059e-05i,-0.00062663-0.00018728i,-4.8287e-05-0.00012224i,0.00043841+0.00092976i,0.00053217+0.0005103i,0.00085171-0.00010172i,0.00040799+0.00072i,0.00027031+0.00089995i,0.00015904-5.1326e-06i,-0.00020046-0.00065047i,0.00010368-0.00028952i,0.00020127+0.00071392i,-3.3702e-05+0.0012333i,-0.00015982+0.0010795i
0.0023762-0.00018295i,0.00091973-0.00046379i,0.00062503-0.00087721i,0.00016886-0.00064278i,-0.00045017-0.0015161i,-0.00074632-0.0010193i,-0.00031787-0.00052118i,-0.00028206-0.00095727i,-0.00038092-0.00072111i,9.9871e-05-0.00043654i,-0.00045106-0.00073281i,-0.00088464-0.0013105i,-0.00039785-0.0014751i,-0.00049902-0.00058077i,-0.00088818-0.00030145i,-0.0002052-0.0013494i,0.00034442-0.00098062i,-8.0234e-05-0.00023387i,-0.00018128+6.7893e-05i,0.00031713+0.00046345i,0.0004536-5.4783e-05i,0.00047853-0.00049349i,0.000178+3.9143e-05i
0.00019646-0.00096693i,0.0006787-0.0005947i,0.00015825-0.00064006i,0.00012499-0.0014155i,-5.9843e-05-0.0012123i,0.0001059-0.0015366i,-0.00012716-0.0013828i,-0.00085755-0.0011888i,-0.0011661-0.0012518i,-0.0010157-0.00057147i,-0.00095973+0.00037413i,-0.00044187+0.00058803i,0.00037273+0.00022507i,-7.6604e-05+0.00078578i,-0.00031601+0.00097703i,0.00011728+0.00043756i,-0.00018134-0.00014836i,0.00019553-0.00039124i,0.00064145-4.5067e-05i,0.00057258-0.00031574i,0.00064722-0.00054387i,0.00020219-0.00025383i,-7.2019e-05-0.00018756i
-0.0013982+0.0013404i,-0.0014027+0.00073439i,-0.0023839+0.00075291i,-0.0020694+0.00091642i,-0.0010737+0.0015131i,3.0096e-05+0.00081192i,0.00045922-0.00023261i,-0.00054505-0.00066099i,-0.00093603-0.0013394i,-0.00067239-0.0011219i,-0.00064358-0.00018751i,-0.00046966-2.3144e-05i,0.00018527-0.00082554i,0.000786-0.0012325i,0.00087699-0.00055858i,0.00060893+0.00025526i,0.00056911+0.00036715i,0.00031397-0.00035675i,-0.00029745-0.00088638i,-0.00051865-0.00048319i,-0.00060968+0.00021279i,-0.00063763+0.00049585i,-0.00036354+0.00029167i
-0.0029848+9.1966e-05i,-0.0026711+0.00012738i,-0.0026352+0.0016502i,-0.002002+0.0018879i,-0.00092799+0.0020366i,-0.00089285+0.0013053i,-0.00086807+0.00024735i,-0.00059415-0.00035538i,-0.00057176-0.00088i,-0.00060959-7.2029e-05i,-0.00037365+0.00073674i,2.887e-06+0.0011426i,0.00025503+0.00074245i,0.00020879+0.0008022i,0.00021788+0.0010314i,0.00024739+0.0010735i,8.2327e-05+0.00090917i,0.00032617+0.0007309i,0.00090242+0.00054074i,0.0012521+0.00040877i,0.00084088+0.00057158i,5.5885e-06-0.00017591i,-1.4075e-05-0.00053463i
0.0008283+0.001621i,-0.00064874+0.0020696i,-0.00045288+0.0023947i,-0.00010593+0.0013057i,-0.00075484-0.00043172i,-0.00054523-0.0015053i,-7.1228e-05-0.0013134i,-0.00053739-0.00078328i,-0.00049395-0.00097896i,-6.5422e-05-0.0010007i,-0.00011581-0.00071057i,0.000349+0.00059358i,0.00022271+0.00069711i,-0.00019046+0.00029658i,-0.00011015+0.00046273i,-0.00036313+0.00017146i,-0.00029114+8.9194e-05i,0.00033837+1.5328e-05i,0.00066695-6.6938e-05i,0.00024017-0.00010935i,4.3387e-05+0.00020006i,-0.00040474-3.7122e-06i,-0.0007025-0.00025307i
0.00054348-0.0009972i,0.0010369-0.0012421i,0.0022987-0.0011906i,0.0019107-0.00096108i,0.00042845-0.00044309i,-0.00022189-0.00078375i,-0.00075664-0.0010551i,-0.0014144-0.0010103i,-0.0018683-0.0012335i,-0.0016976-8.0872e-05i,-0.0011077+0.0013053i,-0.0011654+0.001122i,-0.00047246+0.00064466i,-0.00051247+0.00011949i,-0.00044547-0.00011861i,0.00033518+0.00018947i,0.00046192+0.00056131i,0.00083772+0.00036878i,0.00076062+3.2778e-06i,0.0003826+6.4747e-05i,-0.00047166+0.00039837i,-0.00071927+7.9603e-05i,-0.00020607-0.00030298i
0.0007269-0.00077922i,-0.0001941-0.00062941i,-0.0016394-0.00053108i,-0.0020182-9.3839e-05i,-0.0014404+0.00011117i,-0.0012656+0.00034988i,-0.00084881-0.00069774i,-0.00063948-0.0019638i,-0.00029741-0.0013942i,0.00015195-0.00081529i,0.00020505-0.0010472i,0.00014176-0.0004732i,0.0005869+0.00070425i,0.00073474+3.1356e-05i,-3.953e-05-0.00059804i,-0.00060848-8.8687e-05i,-0.00025905-0.00029481i,0.00021201-0.00023974i,0.00012728+0.00057203i,5.5123e-05+0.0012693i,0.00043941+0.00078804i,0.00026997-7.7374e-06i,0.00013531-0.00058212i
-0.00020348-0.00092507i,0.00015041-3.9829e-05i,0.00037921-1.042e-06i,0.0010913-0.00041425i,-0.00014447-1.1384e-05i,-0.0010431-0.00011681i,-0.00059078-0.00073447i,-0.00055404-0.0012851i,-0.00083829-0.001099i,-0.0011257-0.00059418i,-0.0010383-0.00056923i,-0.00024093+0.00029519i,0.00029696+0.00040414i,0.00056592-0.00035714i,0.00077577-7.08e-05i,-0.00033181-0.00035825i,-0.00063754-0.00079685i,-8.8921e-05+4.8098e-05i,-0.00021153+0.00084669i,0.00037388+0.00039058i,0.0016112-0.00026984i,0.0012994-0.00082445i,0.00048216-0.00045669i
0.0010925-0.00022108i,0.0011345-0.0026796i,0.0020767-0.003229i,0.0019966-0.0026383i,0.00040499-0.0023491i,-0.00058893-0.0014461i,-0.0010503-0.00089536i,-0.00055193-0.0009512i,0.00016865-0.00047357i,-0.0003539-0.0003525i,-0.00074925-0.00065267i,-0.00053285-0.00092167i,0.00018462-0.0011958i,0.0009523-0.00055345i,0.0007226+0.00012567i,0.00025719-0.000129i,0.00045734-0.00012078i,0.00077191+0.00024516i,0.00047872+0.00079114i,6.6356e-05+0.00058492i,0.00075773+0.00033408i,0.001203+3.6238e-05i,0.00052253-0.00026362i
-0.0012285+0.0020263i,-0.00073852+0.0033836i,-0.00097291+0.0037306i,-0.00080901+0.0023113i,-0.00083669+0.0014009i,-0.00077472+0.0011626i,-0.00039825+0.00043149i,-0.00091074-0.00014198i,-0.0010722+0.00022664i,-0.00016349+0.00068166i,0.00061274+0.00017339i,0.00099007+8.6263e-05i,0.00049581+0.00045434i,-0.00017519+0.00043832i,-0.00011752+0.00059561i,8.4139e-05+4.6945e-05i,8.2766e-05-0.00020376i,-0.00052042+0.00039794i,-0.00094659-9.4178e-05i,-0.00044528-0.00082492i,-0.00063372-0.00068561i,-0.00040344-0.00020289i,0.00050676+3.6764e-05i
-0.0014605-0.0028252i,-0.0021228-0.0029721i,-0.0030983-0.0028907i,-0.0020119-0.0012074i,-0.00082837-0.00019899i,-0.0010068-9.0088e-05i,-0.0014268-0.0005237i,-0.00077261-0.0014143i,-5.0864e-05-0.0011538i,-0.0003718-5.2786e-05i,-0.00048225+0.00018944i,-0.00062581-0.00012482i,-0.00027081-0.00044087i,-0.00022276-0.00038339i,-0.0004777-0.00022065i,-0.0003216+0.00011718i,-0.00070648+0.00077337i,-0.00058195+0.00060362i,-0.00013594-6.7795e-05i,-0.00030587-0.0005376i,-2.3654e-05-0.00066069i,0.00011073+0.00038452i,0.0001083+0.0010943i
-0.0038334-0.0025634i,-0.0031373-0.001896i,-0.0029657-0.001801i,-0.0027728-0.00076863i,-0.0023703+0.00097887i,-0.0012946+0.0022068i,0.00029615+0.0012102i,0.00052825-9.5283e-05i,-2.5569e-05-0.0006701i,0.00022452-0.00065637i,-0.00017368-2.1468e-05i,-0.00058649+0.00050377i,-0.00085075+0.0005882i,-0.00050908+0.00081615i,9.7754e-06+0.0011432i,0.00041164+0.0011369i,0.00031187+0.00066021i,-9.2836e-05+5.7752e-05i,0.00064184-0.00016064i,0.0010776+3.8437e-05i,0.00029662+0.00024992i,1.4343e-05-0.00037579i,-0.0002789-0.00071761i
-0.0011919+0.00096709i,-0.00043036+0.0014943i,0.00038141+0.0028955i,-5.0912e-05+0.0021508i,-0.00035429+0.00099002i,-0.0005643+0.0011599i,-0.00071265+5.7854e-05i,9.3878e-05-0.00056761i,0.0009012-3.9258e-05i,0.00074989+5.7637e-05i,0.00056674+5.8337e-05i,-2.2558e-05+3.7485e-05i,-0.00043064+0.00015461i,0.00020679+0.00021091i,0.0009854+0.00089608i,0.0007076+0.0010084i,0.00033265+0.00045608i,0.0001645+0.00014768i,0.00049402+0.0002033i,0.0010236+0.00051406i,0.0012382-0.0002721i,0.0016793-0.00055177i,0.00096712-0.00029176i
-0.00085856-0.0019654i,-0.00089515-0.0019928i,-0.0010695-0.0018397i,-0.0012267-0.001113i,-0.0015799-0.00062174i,-0.0012892-0.00040143i,-0.00083467-0.0003564i,-0.00040135-0.0011329i,-0.00026728-0.00040817i,-0.00061962+0.00083373i,0.00017007+0.00037045i,0.0012996-0.00045805i,0.0011558-0.00036731i,-2.4174e-06-0.00045059i,-0.0011307-0.00012134i,-0.0013514+0.00039282i,-0.00017747+8.2205e-05i,0.00021948-0.0001649i,-0.00059063-0.00054498i,-0.00039797-0.00077739i,9.4592e-06-0.00065818i,-0.00039421-0.00020582i,-0.00027312-0.00042472i
-0.00069913-0.001848i,-0.0010471-0.0024785i,-0.00071421-0.0029885i,-0.00069878-0.0014094i,-0.0014967-7.1324e-05i,-0.0012373-8.5376e-05i,-0.0011531-0.00070156i,-0.0014317-0.0010801i,-0.00095854-0.001269i,-0.00069432-0.00068794i,-0.0014396-0.0002369i,-0.0012241+0.00026986i,-0.00061119+7.468e-05i,-0.0011212+4.1856e-05i,-0.0015461+0.0008933i,-0.00070073+0.00095913i,0.00026519+5.2336e-05i,-0.00014621-0.00024863i,-0.00038525-2.5572e-05i,-0.00085259-0.00048783i,-0.0010247-0.0005619i,-0.00064967+0.00044281i,-0.00063884+0.00093875i
0.0017885-0.0013254i,0.0021601-0.00084902i,0.0026122-2.5792e-05i,0.0017782-0.00092198i,-4.9683e-05-0.0017413i,-0.0008075-0.0011201i,-0.00033626-0.00087197i,-0.00032278-0.0012521i,-0.00071057-0.0014141i,-0.00051889-0.0011575i,-0.00017738-0.00022684i,-0.0002483+5.833e-05i,-0.0006326-0.00040308i,-0.00031449-0.00080837i,0.00066303-0.00056702i,0.00049181+7.9277e-05i,0.00061477+0.00032955i,0.0014868+0.00058163i,0.0015388+0.00024207i,0.00099476+4.36e-05i,0.00061215+0.00053109i,0.00023251+0.0008863i,0.0002486+0.00032331i
-0.001688-0.00053965i,-0.0025332-0.0012609i,-0.0035105-0.0018068i,-0.0018732-0.00086988i,-0.0011704+0.00055982i,-0.00098367+0.0010298i,0.00038486-0.00048945i,0.00086837-0.0014253i,0.00032062-0.00077492i,-0.00030333-0.00072666i,-0.00015853+1.7375e-05i,0.00037151+0.00115i,0.00017074+0.00069093i,-0.00018774-0.00028651i,5.8989e-06-0.0001746i,0.00019124+0.00058996i,-4.6582e-05+6.4235e-05i,0.00028646-0.00034236i,0.00084207+0.00013168i,-0.00010145+0.00046654i,-0.00087213+0.00076453i,-0.00022306-1.9768e-05i,-0.00018111-0.00017627i
-0.00063808-0.0011207i,-0.00053871-0.00064037i,0.00093975+6.551e-05i,0.0011324+0.00041707i,0.00013444+0.00036425i,1.0705e-05+8.1252e-05i,-0.0001901-0.00091542i,-0.00050827-0.0014414i,-0.00041745-0.0012902i,-9.0083e-05-0.00059519i,-0.00026475+0.00023334i,-0.00020986+0.00015467i,0.00044628+0.00031771i,9.5355e-05+0.00074617i,-7.6136e-05+0.00087134i,1.4533e-08+0.00051016i,0.00015871+0.000205i,3.9714e-06+0.00039834i,-0.00046669+0.00068652i,-0.00072133+0.00043653i,-0.00082798+0.00031009i,-0.00013363-8.5944e-05i,0.00036686-0.00051655i
7.8866e-05+0.00010121i,0.0012082-3.2235e-05i,0.0018788+0.00012664i,0.0010039-0.00070568i,-0.00014422-0.0011235i,-0.0009361-0.00077647i,-0.00067001-0.00055901i,-0.0007981-0.0003544i,-0.00077232-0.00035863i,-0.00043069-0.00012116i,-0.00059366-0.00014236i,-0.00067077-0.00017244i,-0.00058438+0.00046853i,-0.00060795+0.00033046i,-0.00075469-0.00046869i,-0.00059518-0.0003049i,1.4814e-05+8.3704e-05i,-0.00026124+0.00042314i,-0.00087912+0.00099467i,-0.0006796+0.0016495i,-0.00014996+0.001336i,0.00058614+0.00071571i,0.00038825+0.00016041i
-0.0010212+0.0016334i,-0.00096087+0.0024118i,-0.0015623+0.0026137i,-0.00048785+0.0017766i,0.00082009-3.0353e-06i,0.00089815-0.00082495i,0.00091224+4.6555e-05i,0.00023876-0.00043694i,-0.00028343-0.0011505i,-0.00017361-0.00096355i,-0.0001757-0.00047901i,-3.7709e-05+0.00011605i,0.00016601-0.00012883i,-3.5261e-05-0.00039011i,-0.00032491-0.00027798i,0.00025642-0.00011775i,0.00057867-1.6715e-05i,0.00028314-0.00011877i,0.00029634+0.00012654i,0.00010966+1.5994e-05i,0.0004614-0.00015884i,0.00059287+3.2969e-05i,-0.00028371+0.00028935i
-0.00015903+3.0985e-05i,0.00081902+0.00071431i,0.00088336+0.00057605i,0.0014352-9.4952e-05i,0.0018996-0.00065014i,3.1388e-05-0.000858i,-0.0011229-0.00062727i,-0.00031341-0.000191i,-0.00022421-0.00054992i,-0.00066264-0.00038294i,-0.00013261+0.00063223i,0.00051832+0.00035791i,0.00083603+7.6909e-05i,0.00050012+0.001086i,-0.00023328+0.0015656i,-4.4912e-05+0.0012561i,0.00039814+0.00043967i,0.00018375+0.00019904i,-0.00022782+0.00044366i,0.0005661+0.00055479i,0.00091345+0.00048377i,0.00013278+0.00023919i,-0.00054976+4.6955e-05i
-0.00042592-0.002714i,-0.00050155-0.001826i,-0.00064387-0.0017865i,-0.0015399-0.0018839i,-0.0020142-0.00086067i,-0.0011428+0.00063268i,-0.00096912+0.00091538i,-0.001281-0.00043396i,-0.0017276-0.0012555i,-0.0015461-0.0015748i,-0.0015828-0.00086168i,-0.0017367+0.00013575i,-0.001296-2.7487e-05i,-0.00073534-0.00050136i,0.00032373-6.9498e-05i,0.001081+0.00027371i,0.0013946-0.00029387i,0.0013032-0.00063901i,0.00089828-0.00091066i,0.00039286-0.00057918i,-0.00027201-0.00012155i,-0.00011315+1.2189e-05i,0.00071625-0.00014041i
-0.00061554-0.0022341i,0.00067215-0.001925i,0.00054204-0.0018879i,-0.00021423-0.001607i,-0.00068393-0.00015552i,-0.00081643+0.00087467i,-0.00023199+0.0006505i,-0.00015239+0.00037921i,-0.0006496-0.00049684i,-0.00062813-0.0005678i,-0.000294-0.00017239i,-0.00029137+0.00029785i,-0.00036041+0.00091801i,-0.00041646+0.00072593i,-0.00022306+4.9199e-05i,0.00019327-0.00017099i,0.00060731+0.00026736i,0.0003662+0.0006592i,8.5386e-05+0.00060424i,-0.00035107+8.5027e-05i,-0.00070885-0.00022434i,-0.00016693-0.00016462i,-0.00069018-0.00043033i
0.0014993-0.0016377i,0.0015492-0.0014321i,0.0027969-0.0017215i,0.0020709-0.0019289i,9.9511e-05-0.0012685i,-0.00059404-1.3129e-05i,0.00015893+0.00076964i,0.00069565-0.00011305i,0.00070738-0.0015274i,0.00025042-0.0016432i,0.00038195-0.00034875i,0.00067558+0.00011439i,0.00018639-0.00050959i,0.00030233-0.0011065i,0.0008484-0.0010433i,0.0011716-0.0005082i,0.0012189+2.4345e-05i,0.00065542+0.00030361i,0.00089734+0.00045988i,0.0007465+0.0012629i,-4.526e-05+0.0012002i,-0.00066854+0.00057005i,-0.00051023+2.9251e-05i
0.00093687-0.001484i,0.00029792-0.0011367i,-0.00030495-0.0010515i,-0.00060706-0.00093216i,-0.00064336-0.0014102i,-0.00058747-0.0014043i,-9.7809e-05-0.0014455i,-0.00037362-0.0013969i,-0.00055823-0.00099915i,-0.00078868-0.00081982i,-0.00098444-0.00031415i,-0.00067568+0.00019863i,0.00010745+0.00062948i,0.00033016+0.00049007i,-1.4032e-05-0.0002993i,-0.00022192-0.00084582i,0.00043521-0.00013688i,0.00071009+0.00022127i,0.00013004-0.00019126i,-0.00048922+0.00056033i,-0.00086226+0.00074868i,-0.00069365-6.9217e-05i,0.00010612-5.3355e-05i
-0.00036688-0.0029844i,-0.00013326-0.0022515i,-0.0011302-0.0010214i,-0.0025467-0.00010203i,-0.0028938+0.00010879i,-0.0015125+0.00053738i,0.00024034+0.00027737i,0.00062237-0.0010382i,-0.00044495-0.0019571i,-0.00095554-0.0012996i,-0.00078275-0.00035486i,4.1502e-05+0.00038415i,0.0004652+0.0003393i,-0.00042512-0.00012316i,-0.00035951+0.00018763i,0.00012446+0.00040531i,-9.1345e-05-0.00019938i,-0.00036191-7.6783e-05i,-0.00016664+0.00035152i,0.00038371+5.2366e-05i,0.00084082+0.00020386i,1.0431e-05+0.00027761i,-0.00064327-1.3736e-05i
0.00022951+0.00081795i,0.0008842+0.00085287i,0.0022216+0.00030169i,0.0026787+0.00032175i,0.00091722+0.000274i,5.0655e-05-0.00067258i,0.00034349-0.0008133i,7.3763e-05+3.0096e-05i,-8.3111e-05+0.00044185i,3.2267e-05+0.00055485i,7.4427e-05-0.00011247i,-0.00030969-0.00016016i,-0.0010817+0.00055921i,-0.00046619+0.00053692i,0.0001168+0.00027854i,-0.00026215+4.8291e-06i,0.00014096-0.00044778i,0.0003894-0.00069524i,0.00017134-0.00083725i,0.00040836-1.1092e-05i,0.00090195+0.0010349i,0.00078717+0.0013517i,0.00022475+0.00076652i
-0.00047395+0.0021391i,-0.00022972+0.0030904i,0.00034195+0.0029268i,0.00082844+0.0020529i,0.00054882+0.0019878i,2.9331e-05+0.0010224i,0.0001028-0.00010852i,5.0891e-06-0.00099233i,1.8196e-05-0.0013632i,0.0013495-0.00031055i,0.0012237+0.00012702i,7.2767e-05-0.00057207i,0.00017743-0.00061393i,0.00085705-0.0004928i,0.00076595-0.00042822i,0.00038549-0.00021396i,0.00027337+0.00016568i,0.00017833+0.00093737i,0.00023876+0.00075826i,0.00038623+8.2993e-05i,0.00019644-0.00052746i,0.00017809-0.00026127i,0.00073569+0.00016535i
0.0026533+9.7715e-05i,0.0015777-0.00073276i,0.0015868-0.0022092i,0.0016202-0.0025397i,0.00041485-0.0019371i,-0.00021661-0.001836i,0.00013126-0.0017195i,0.00031018-0.0014301i,0.00062457-0.002225i,0.0006348-0.0025046i,-0.00068987-0.00075184i,-0.00099397+0.00040478i,-0.00042334-6.8279e-05i,-0.00021112-0.0006782i,0.0002528-0.00043285i,0.00013384+0.00072635i,-0.00077345+0.00069699i,-0.0010796-0.00055678i,-0.00050131-0.00071106i,-7.6886e-05+0.00010731i,-0.00025602+0.00015392i,-0.00029966+0.00025525i,-0.00058696+0.00037536i
0.00087946-6.0322e-06i,0.00061315+0.0015311i,0.00042753+0.0023564i,0.00016935+0.0011841i,-0.00078881-0.0003286i,-0.00093489-5.0088e-05i,-0.0010267+9.3434e-05i,-0.0010339-0.00073913i,-0.000476-0.00039409i,-0.00035222+9.0815e-05i,-0.00018403-0.00083821i,0.00047036-0.00082309i,0.00037009+6.6528e-05i,0.00053139-0.00045378i,0.00053775-0.0010423i,-3.8384e-06-0.0006479i,-0.00028218+2.3788e-05i,-0.00015714+0.00018905i,-0.00017618-0.0002953i,8.2142e-05-0.00060142i,-6.4345e-05+0.00012004i,-0.00054338+0.00048424i,5.3771e-05+7.5862e-05i
0.0007454-0.0016498i,0.00063093-0.00069694i,0.00090291-0.00049919i,0.00032801-6.3624e-05i,-0.00072204+0.00017463i,-0.00067152+0.00029021i,-0.00031615+0.00036458i,-0.0005056+0.00019347i,-0.00088541-0.00030161i,-0.0011682-0.0004264i,-0.0014906-0.00055889i,-0.00099062-0.00074731i,-0.0002009+0.00010574i,-0.00061213+0.00052622i,-0.00065972+0.00044821i,-0.0005444+0.00048741i,-0.00020126+9.2046e-05i,0.0002958+0.00022036i,-0.00036291+0.00048782i,-0.00033506+0.00024148i,0.00064881+0.00018402i,0.00098502+0.0001847i,0.00083242-0.00018969i
0.0040358-0.00063939i,0.0030888-0.0012709i,0.0028309-0.0020065i,0.0016742-0.0022409i,-0.00035427-0.0018533i,-0.0016316-0.0015638i,-0.00062919-0.0013248i,-0.00041135-0.0013221i,-0.00080981-0.0013053i,-0.00038155-0.00025243i,-0.00035739+0.00033416i,-0.00053764+0.00015602i,0.00010482-0.00028134i,0.00026146-0.00061426i,-7.6681e-05-0.0002153i,-0.0008787+0.00044439i,-0.00057391+0.00075087i,0.00059271+0.00078862i,0.00077377+0.0012174i,0.00069661+0.00087575i,0.00024855-4.7883e-05i,-8.2027e-05-0.00026796i,-2.7292e-05-0.00021658i
0.0016244+0.0002536i,0.001016-0.00015374i,0.00070898-0.00050748i,0.00034591-0.00096833i,-0.00047648-0.0010644i,-0.00070745-0.00066227i,0.00012998-0.00063924i,-0.00016598-0.0013788i,-0.00089593-0.0013654i,-0.00075815-0.00038859i,-0.0012003-4.4233e-05i,-0.001279-0.00032442i,-0.00093531+0.00025834i,-0.00048649+0.00045826i,0.00047108+0.00031858i,0.0013439+0.00022347i,0.00096286+0.00021304i,9.8664e-05-1.1173e-05i,0.00043651-0.00070537i,0.00036851-0.00082684i,-0.00045182-0.00071922i,-0.00082845-0.0002301i,-0.00034479+0.00039759i
0.00082908-0.00046361i,-5.9152e-05+0.000258i,-0.00053088+0.00097674i,-0.0005966+0.0013552i,-0.0012562+0.00080958i,-0.0015727+7.9732e-05i,-0.0009501-0.00050981i,0.00019645-0.0004676i,0.0013132-0.000704i,0.0014194-0.00036836i,0.00023897+0.00034714i,-0.00053453-0.00014715i,-0.00068596-0.00037204i,-0.00031606+0.00040578i,-2.0304e-05+0.00032514i,-0.00033023-0.00018415i,-0.00025643-0.00035361i,5.6732e-05-0.00032666i,0.0007148+0.00026855i,0.00080067+0.00062716i,-0.00029082+0.00019113i,-0.00062572+0.00025893i,-0.00039413+0.0012814i
-0.00091215+0.0011631i,-0.00037598+0.0011885i,0.00048496+0.0021762i,0.0012092+0.0019325i,0.0016649+0.00092337i,0.0013533+0.00027765i,0.00084278-0.00023156i,0.00097627-0.0012488i,0.00039245-0.0012982i,-0.00020214-6.7551e-05i,-0.00033839+0.00055229i,-0.00056784+6.8321e-05i,0.00010035-0.00049308i,0.0009027-0.00037189i,0.00050691+3.1491e-05i,-3.1825e-05+0.00090231i,-0.00060867+0.00088633i,-0.00053281-0.00024419i,4.7757e-05+0.00038376i,-0.00073465+0.0011131i,-0.0012316+0.00042266i,-0.00087168-0.00010617i,0.00010126-9.2612e-05i
-0.00074326+4.3988e-05i,-0.00091026-0.00049912i,-0.00051357-0.00059269i,-0.00024199-0.00037927i,-0.00069458+0.00051445i,-0.00056024+0.0012037i,-0.00042555+0.00036311i,-0.00080459-0.00063951i,-0.00057096-0.00079124i,0.00038676-0.00027884i,0.00020289+0.00038267i,-0.00028881+0.00087509i,0.00029366+0.00066721i,0.0005921-0.00020407i,0.00078152-0.00012519i,0.00071649+0.00082455i,0.00045248+0.0010001i,0.00088456-7.7819e-05i,0.00091605-0.00054087i,0.00022866+0.00019443i,8.2765e-05+0.00034039i,-0.00035124+0.00028819i,-0.00063513+0.00022748i
0.0021976+0.0026292i,0.0021559+0.0013371i,0.0027539-0.00017016i,0.0018019-0.0013215i,0.00015991-0.0013331i,-0.00094576-0.0010803i,-0.0010078-0.0013462i,-0.00034297-0.0016486i,-0.00046961-0.0021632i,-0.0010097-0.0015054i,-0.0010096-0.00081218i,-0.00024398-0.00098418i,0.00089126-0.00078024i,0.00090832-0.00074093i,7.8781e-05-0.00062861i,-0.00047179-0.00057181i,-0.00081305-0.00056176i,-0.00061264-0.00027824i,0.00039498-0.00061085i,0.00031756-0.00051172i,-0.0001558-0.00024444i,0.00032823-0.00055584i,0.00069682-0.00084856i
0.0012947-0.0010638i,0.0015172-0.00067353i,0.0017009-0.00057961i,0.00082005-0.00023003i,-0.00092543-0.00018079i,-0.0016586-0.00022428i,-0.0016997-0.00037961i,-0.0017146+6.606e-05i,-0.0011409+7.1713e-05i,-0.0010151-0.00056585i,-0.0009988-0.0011791i,-0.00073707-0.00085969i,-0.00046988-0.00046271i,-0.00067215-0.00031535i,-0.00063222+0.00012591i,-0.00041602+0.00078255i,0.00047412+0.0010034i,0.0013043+0.00090692i,0.00076564+0.00011891i,0.00066535-0.00062259i,0.00086243-0.00051275i,0.00077649+0.0001406i,0.00051578+0.00033309i
