-0.0055752-0.00055957i,-0.0054334+0.00053694i,-0.0049397+0.0040566i,-0.0026998+0.006578i,-0.00086453+0.0058203i,-0.00016444+0.0033854i,-0.00050298+0.0013571i,-0.00021369+0.00038484i,0.00012093-0.00010595i,0.00028891+0.00014328i,0.00061322-1.4827e-05i,0.00078294-0.00060325i,0.00030788-0.0007198i,0.00056489-0.00048872i,0.00094323-0.00067625i,0.00066591-0.0006299i,0.00023716-0.00029442i,-6.8576e-05-0.00076008i,-0.00018534-0.0007684i,-0.00038682-0.00043231i,8.7085e-05-0.0009034i,0.00029443-0.0011202i,0.00021159-0.00090457i
0.00025353-0.0014302i,5.3654e-05-0.0023373i,0.00041508-0.0020608i,-3.9419e-06-0.0029838i,-0.00071773-0.0028735i,-0.00073712-0.00089669i,-0.0027511+0.0018657i,-0.0071456+0.005928i,-0.0095465+0.0092482i,-0.0075392+0.0098613i,-0.0039533+0.0082628i,-0.00057741+0.0059065i,0.0014515+0.0029536i,0.00141+0.00095896i,-4.0283e-05+0.0005557i,-0.0010776+0.0004429i,-0.0012973-0.00040163i,-0.0016543-0.00047709i,-0.0006841+0.00084365i,0.00040432+0.0018522i,-0.0004137+0.0014829i,-0.00060673+0.00090811i,0.00028062+0.00097666i
0.0026105+0.00075943i,0.0024955+0.001925i,0.00086828+0.0027203i,-0.00049298+0.0024393i,-0.00077344+0.00065987i,-0.00030109-0.00060742i,0.00067592+0.0016546i,0.002281+0.0068314i,0.0040705+0.010034i,0.0050528+0.0075647i,0.0047317+0.0029837i,0.0032076-0.00021409i,0.0018384-0.0021089i,0.00062894-0.0024532i,-0.00069448-0.0016967i,-0.001503-0.000256i,-0.001835+0.00086933i,-0.0012596+0.0010592i,-0.00085882+0.00075742i,-0.001111-0.00027584i,-0.0010365-0.0011198i,-0.00087641-0.00088699i,-0.00061518-0.00040542i
-0.00048345+0.0015427i,-0.0016051+0.0011141i,-0.0016884-0.00068224i,-0.0015938-0.0034339i,-0.002186-0.0041423i,-0.00080729-0.0034148i,0.0038917-0.0014085i,0.009647+0.00037749i,0.013145-2.7228e-05i,0.012211-0.0023936i,0.0087773-0.0047916i,0.0045458-0.0046053i,0.00054345-0.0024838i,-0.00161-0.00046466i,-0.0015335+0.00074599i,-0.00096287+0.0008344i,-0.0014525+0.0011386i,-0.0020828+0.0014921i,-0.0015785+0.00054978i,-0.00074365-0.00083784i,0.0001689-0.0012197i,0.00053349-0.00096934i,-0.00033517-0.0018002i
0.00020166-0.0029394i,-0.00051958-0.0031489i,-0.0016319-0.00043774i,-0.0017886+0.0028974i,-0.0011173+0.0024687i,0.00083494+0.00011373i,0.0041802-0.0015523i,0.0074019-0.0044567i,0.0080613-0.0081726i,0.0054083-0.0081542i,0.0009968-0.0055263i,-0.002185-0.0035871i,-0.0037437-0.0014328i,-0.0027235+0.00083453i,3.2265e-05+0.0023294i,0.00075653+0.002857i,-0.00010668+0.0019861i,-0.00030901+0.00029828i,0.00095966-0.00059705i,0.0024857-0.0004434i,0.0024226+0.0001522i,0.0010904+0.0005523i,0.00031285+0.00087142i
-0.0032794+0.0023648i,-0.0036093+0.0024492i,-0.0030168+0.0020939i,-0.0018623+0.00090378i,0.00024295+9.7823e-06i,0.00028348-0.0020542i,-0.00087724-0.0046947i,-0.0028929-0.0072821i,-0.0061948-0.0090522i,-0.007989-0.0072801i,-0.0070691-0.0026969i,-0.0048559+0.00032485i,-0.0024981+0.0016172i,-0.00079991+0.0015299i,-0.00013103+0.0013077i,0.0012689+0.0017146i,0.002195+0.0013451i,0.0018652+0.00096914i,0.0012434+0.00095517i,0.0010655+0.00091901i,0.00042163+0.00089605i,-0.00020257+0.00079674i,-0.00089648+0.00079971i
-0.001838+0.0003385i,-0.0022218+0.00022477i,-0.0010724+0.0018529i,-0.0016394+0.002269i,-0.0024185+0.00028736i,-0.003308-0.0021045i,-0.0054715-0.0039606i,-0.0091917-0.0033132i,-0.011844-0.0015445i,-0.010492+0.0011108i,-0.0063053+0.0028509i,-0.0020577+0.0020214i,0.00096858+0.0014337i,0.0018259+0.00019339i,0.00062134-0.0012774i,-0.00047662-0.00076515i,-0.00015509-0.00049666i,0.00015732-0.00046789i,-0.00026593-0.00030648i,-0.0010751+0.0002327i,-0.0014276-0.00022468i,-0.0010455-0.0010534i,-0.00073294-0.0011548i
-0.0042744-0.00026154i,-0.0060416-0.00032837i,-0.0060119-0.00024786i,-0.0034782-0.0011954i,-0.0010358-0.0018972i,-0.0006423-0.0020792i,-0.00077372-0.0020501i,-0.0017561+0.0007414i,-0.0028063+0.0061641i,-0.00085707+0.0079861i,0.0027935+0.0055903i,0.0041945+0.0032082i,0.0027851+0.001701i,0.0012662+0.0001087i,0.00090483-0.0013279i,0.00032056-0.0012579i,-0.0011198-0.0013646i,-0.0015388-0.0012825i,-0.0016122-0.0012955i,-0.0019838-0.0019732i,-0.0018207-0.0015366i,-0.00020582-0.0012275i,0.0012513-0.0016009i
0.0024946-0.00066531i,0.0036223-9.1212e-05i,0.0031785+0.00019437i,0.0014959+0.0013971i,0.00058183+0.0022062i,0.00081004+0.0026595i,0.0022849+0.0041204i,0.0051086+0.0064756i,0.006769+0.0080752i,0.0072199+0.0067739i,0.0061608+0.0035256i,0.0022358+0.00098406i,-0.0010232-0.0012871i,-0.0017345-0.0020126i,-0.0012508-0.00042335i,-0.0011009+0.00024829i,-0.0018576-0.00038467i,-0.0018522-0.00068717i,-0.00090721-0.00048934i,1.7613e-05-0.00062895i,0.00067235-0.00044059i,0.00050763+0.00060962i,0.00080678+0.00091668i
-0.0009124+0.0030091i,-0.0030176+0.0032334i,-0.0034454+0.001192i,-0.00327-0.00099097i,-0.0032486-0.00088043i,-0.0015016+0.0010819i,0.0015476+0.0030409i,0.0050185+0.0020139i,0.0079281-0.00065889i,0.0072804-0.0029665i,0.0034441-0.0048781i,0.00013006-0.0055582i,-0.0014878-0.0039622i,-0.0014286-0.0015288i,-0.00066335+0.00059646i,-0.00019866+0.0018734i,0.00048561+0.0020845i,0.00089067+0.0014287i,0.0014637+0.00085434i,0.0015281+0.00066247i,0.00047727+0.00061126i,-0.00047807+0.00031419i,-0.00028383-0.00044029i
0.0018552-0.0010003i,0.0027615-0.002752i,0.0031905-0.0024794i,0.0022183-0.0020365i,-0.00082162-0.0029562i,-0.0035715-0.0038945i,-0.0020995-0.0041908i,0.0011238-0.0062962i,0.0024213-0.010185i,0.001311-0.010834i,-0.00087208-0.0079235i,-0.0021505-0.0047468i,-0.0018025-0.00080892i,-0.000218+0.0010399i,0.0016001+0.0010397i,0.0014112+0.0016827i,0.00046585+0.0015204i,0.0011769+0.0012186i,0.0012482+0.0010243i,-0.00016175+0.0014657i,-0.00028899+0.0016865i,0.00069007+0.0011275i,0.00096134+0.00026412i
0.00040304+0.0022311i,-0.00096707+0.0026804i,-0.0025096+0.0020942i,-0.0038829+0.00074943i,-0.0033268-0.0016996i,-0.0013792-0.0039318i,8.3432e-05-0.0060397i,-0.00043577-0.0087637i,-0.0040479-0.0098404i,-0.0061145-0.006589i,-0.0041425-0.00095915i,-0.0017232+0.0030044i,-0.00034228+0.0042237i,0.00025214+0.0031517i,0.00015983+0.0011593i,0.00015033+0.00033308i,0.00069181+0.00015997i,0.00068904-0.00038253i,-0.00042857-0.00061016i,-0.00092102-0.00025961i,-0.00053927+0.00036989i,-0.00035978+0.00034007i,0.00027727+3.6261e-06i
-0.0006302+0.0024069i,-0.00080728+0.0021165i,0.00034416+0.0011009i,0.0014252+0.00056766i,0.0021724-0.00063631i,0.002538-0.0024256i,0.0018101-0.0019517i,-0.00035158-4.0454e-05i,-0.0037485+0.0018637i,-0.0056682+0.003249i,-0.0039004+0.0038963i,-0.0020988+0.0023024i,-0.0015105-6.4572e-06i,-0.0014329-0.0012948i,-0.0016223-0.0019124i,-0.00067962-0.0022569i,-0.00017703-0.0015396i,0.00035816-0.0013525i,0.00081806-0.0023545i,0.00033406-0.0019929i,-0.00023239-0.00093441i,2.2064e-05-0.00031166i,0.00088982+0.00012236i
-0.0043519-0.0011788i,-0.0056915+0.00075272i,-0.0054072+0.0017855i,-0.0026268+0.0015213i,0.000455+0.00088553i,0.00090306+0.0020477i,-0.00026095+0.0047702i,-0.00045349+0.0067578i,0.00021665+0.007853i,0.0018414+0.0059493i,0.002883+0.0013274i,0.0026903-0.0025978i,0.0014021-0.0037457i,-0.00021347-0.0026068i,-0.00056677-0.0015432i,-0.0010378-0.0013119i,-0.0017632-0.0010757i,-0.0012238-0.00082173i,0.00046807-0.00034091i,0.0016479-0.00045106i,0.0011067-0.00078608i,-0.0001998-0.00023746i,-0.00074642+0.00071561i
0.0028451-0.0048356i,0.0041527-0.0047118i,0.0023394-0.0033908i,-0.00031111-0.00056998i,-0.0023913+0.00017267i,-0.0030884-0.0014847i,-0.0029358-0.0020082i,-0.00090359-0.00098401i,0.0027458+1.9168e-05i,0.004509-9.3861e-05i,0.0034872-0.0013578i,0.0026016-0.0019498i,0.0011338-0.0004682i,-0.00052433+0.0017525i,-0.001244+0.0028736i,-0.0014001+0.0029157i,-0.0011464+0.0021147i,-0.00053803+0.0012961i,0.00010904+0.0013361i,0.0009155+0.0012833i,0.0011507+0.00087591i,5.138e-05+0.00044286i,-0.00064979+0.00021083i
0.00010041+0.0052036i,3.7017e-05+0.0064814i,0.00020181+0.0049066i,-0.0010067+0.00028959i,-0.0025205-0.0035942i,-0.0027971-0.0048799i,-2.2735e-05-0.0046093i,0.0040347-0.0052692i,0.0058095-0.0059982i,0.0044712-0.0054605i,0.0015223-0.0035498i,-0.0014016-0.00069981i,-0.0033396+0.0017784i,-0.0033212+0.002514i,-0.0027948+0.0025245i,-0.0023664+0.0022584i,-0.001512+0.0015987i,-0.00074418+0.00089805i,-0.0013796+0.0013138i,-0.0020285+0.0012625i,-0.000712+0.00053326i,-0.00021738+0.00022828i,-0.00037304-0.00031496i
-0.023557+0.02377i,-0.025594+0.025176i,-0.0079891+0.035542i,0.012494+0.026651i,0.022832+0.010526i,0.019244-0.0050599i,0.0079766-0.0080224i,0.0038139-0.0040983i,0.0031202-0.0018857i,0.0037977-0.00053316i,0.0035172-0.0026157i,0.00031487-0.0047067i,-0.0014752-0.0052123i,-0.00045635-0.0064134i,-7.4284e-05-0.0066224i,-0.00017418-0.0022507i,0.0017763+0.0028314i,0.0026767+0.0025612i,-0.00043539+0.0012055i,-0.0024398+0.00084509i,-0.002454+0.00035602i,-0.0018702+0.00045343i,-0.00045248+0.00076765i
0.0019209-0.00071422i,0.0010693+3.3205e-05i,-0.00097343+0.00031293i,-0.0014963+3.359e-05i,-0.0012979+0.00094371i,-0.0016633+0.0024816i,-0.0015699+0.0037538i,-0.0019434+0.0042524i,-0.0029202+0.0031899i,-0.0029523+0.0020409i,-0.0012208+0.0013965i,0.00070897+0.0012436i,0.0026847+0.00090321i,0.0032669-0.0003002i,0.0015117-0.0011044i,0.00019337-0.0012631i,0.00017898-0.0020028i,0.00075485-0.0020671i,0.0014992-0.0012562i,0.00078644-0.0013874i,-0.00034302-0.001273i,-0.00042415+0.00020898i,8.3385e-05+0.0010435i
0.0022111-0.0020979i,0.0030535-0.002602i,0.0023256-0.002325i,-0.0011702-0.00082136i,-0.0041171+0.00097569i,-0.0040648+0.0014424i,-0.0031248+0.00053609i,-0.002873+0.0011223i,-0.0019875+0.0031437i,-0.0001163+0.0034921i,0.0018224+0.0022139i,0.0024126+0.0022196i,0.0016127+0.0018702i,0.00033055+0.00044442i,-0.00079328+0.00020369i,-0.0007607+0.00025006i,-0.00038205-0.0014616i,-0.00073063-0.0020389i,-5.5382e-06-0.00044151i,0.0011349+0.00090591i,0.00091549+0.0012248i,0.00010052+0.00063905i,-0.0004684-0.00015928i
-0.00034809+0.00047846i,-0.00047186+0.0014713i,-0.0010881+0.0016917i,-0.0030992+0.0004635i,-0.0040265-0.0029126i,-0.0029744-0.0053097i,-0.0012145-0.0067761i,0.00084923-0.0069203i,0.0021588-0.0042042i,0.0018994-0.0013492i,0.00082756-0.00067749i,-0.0011301-0.0013654i,-0.0030454-0.0022266i,-0.0044755-0.0011837i,-0.0044797+0.00069331i,-0.003484+0.0016719i,-0.0023871+0.0015708i,-0.0013828+0.0011843i,-0.00077923+0.0014789i,-0.00025835+0.0014442i,0.00011046+0.0010179i,4.1042e-05-2.7317e-06i,0.00043117-0.0015102i
0.0030532+0.0019303i,0.0022029+0.0021967i,0.0014473-3.8192e-05i,0.00085309-0.0028006i,0.00036376-0.0047944i,0.00056226-0.0041993i,0.0028088-0.0036986i,0.0053133-0.0046827i,0.0049155-0.0056718i,0.002489-0.0053107i,0.00072775-0.0043118i,-0.00054842-0.0038356i,-0.0019975-0.0033385i,-0.0029613-0.0013651i,-0.0013716+0.00068089i,-0.00026835+0.0014266i,-0.0010893+0.0018053i,-0.0015869+0.0016765i,-0.0011937+0.00052156i,-0.00051185-0.00024815i,-0.00030758-4.2541e-05i,-0.00064973-0.00027653i,-0.00030303-0.00044196i
0.0014931+0.00025176i,0.00018351-0.00066443i,-0.0010716-0.0015335i,-0.00073089-0.00073292i,-0.00021993+0.0014644i,-0.00068627+0.0032182i,-0.00024528+0.0038862i,0.00064714+0.0019689i,-0.00037766-0.0013701i,-0.001255-0.0028538i,-0.0005253-0.0021047i,0.00024405-0.00021541i,0.00072655+0.0024705i,0.0022235+0.003723i,0.0034009+0.0022175i,0.0023054+0.00024785i,0.00094658+2.4135e-05i,0.00081766+0.00042272i,0.00070957-4.4565e-05i,0.00028456-0.0010341i,-0.00032997-0.0012156i,-0.0013862-0.00016108i,-0.00087393+0.00064258i
-0.0029663-0.0004706i,-0.0024786+0.00085329i,-0.00019139+0.0018333i,0.00042848+0.0029775i,-0.0013406+0.0023611i,-0.0034144-1.6229e-05i,-0.0057085-0.0018691i,-0.0086635-0.00022767i,-0.0079581+0.0023365i,-0.0037881+0.0027576i,-0.0018796+0.0023433i,-0.0023079+0.0035621i,-0.0011306+0.0045798i,0.0015313+0.0033712i,0.002696+0.0021686i,0.0025448+0.0015112i,0.0020779+0.00060699i,0.0014313-0.00015995i,0.00071476-0.00056318i,0.00032544-0.00033175i,-0.00035045-0.00010932i,-0.00075465+0.00029741i,-0.00064955+0.00050402i
0.0027835-0.005508i,0.0040099-0.0049766i,0.0013406-0.0021116i,-0.0030381+0.00077383i,-0.0047156+0.00072518i,-0.0030729+0.0002009i,-0.0012558-5.1563e-05i,-0.0010045+0.0002544i,-0.00080911+0.0018123i,0.00064261+0.0026071i,0.00044077+0.0014474i,-0.0017471-0.00051727i,-0.0031396-0.0020284i,-0.0035974-0.0027147i,-0.0033697-0.0025972i,-0.0019168-0.0013333i,-2.7562e-05-0.0008342i,0.00072409-0.00062502i,8.1448e-05+0.00011752i,-0.00084233+0.0008404i,-0.0008881+0.00077199i,-0.00017799+0.00023782i,0.00033002-0.00057457i
-0.0033633+0.0011283i,-0.0049222+0.0024996i,-0.0063755+0.0016328i,-0.0056247-0.0019691i,-0.0021301-0.003641i,0.0016855-0.0023559i,0.0053061-0.0010187i,0.0080169-0.0011195i,0.0080183-0.0014398i,0.0055813-0.0015472i,0.0040781-0.0030279i,0.0041445-0.0049591i,0.0034938-0.0051441i,0.0010478-0.0052274i,-0.0019269-0.0042025i,-0.0032445-0.0019625i,-0.0031438-0.00080783i,-0.0022837-0.00063698i,-0.001355-0.0010089i,-0.00058305-0.00091365i,-0.00035965+0.00026552i,-0.00022726+0.00060715i,0.00031621+9.6033e-05i
0.00096059-0.0040496i,0.0015664-0.0042025i,0.0021859-0.005505i,0.0019747-0.0064811i,0.00088863-0.0056973i,0.00074324-0.002561i,0.0035563+0.00017639i,0.0072102-0.00040499i,0.0079233-0.0025381i,0.0044589-0.0038514i,0.0012278-0.0017639i,0.0020607+0.0016034i,0.0033057+0.0020796i,0.0019027+0.001731i,0.0004661+0.0023138i,0.0003377+0.0016089i,-0.00057165-0.00036097i,-0.00086907-0.0010539i,-0.00033482-0.00095406i,-7.6641e-05-0.0011237i,0.00080734-0.0013356i,0.0011856-0.0012282i,0.00041672-0.0012275i
-0.0010442+0.00019775i,-0.0012382+0.00079007i,-0.0014538+0.00092066i,-0.00097235+0.00047849i,-0.00055262+0.0012239i,-0.00069148+0.00099459i,-0.0010547-0.00044973i,-0.0014551-0.0013492i,-0.0021053-0.0028802i,-0.0032241-0.0026353i,-0.0050423+1.3778e-05i,-0.0057663+0.0018754i,-0.0048861+0.0035192i,-0.003106+0.0057698i,-0.00015901+0.0062517i,0.0020543+0.0043821i,0.0012057+0.0022621i,-0.0007899+0.001352i,-0.0014494+0.0010392i,-0.00010792+0.00091176i,0.0011403+0.00043704i,5.1675e-05-0.00015455i,-0.0016769-9.7423e-05i
0.002735-0.00043684i,0.0038077+0.0014836i,0.0026841+0.0041138i,-0.00078194+0.0056026i,-0.0030615+0.0047054i,-0.0027015+0.0016041i,-0.0030301-0.0007933i,-0.00552-0.0022629i,-0.0083175-0.0016979i,-0.007719+0.00047035i,-0.0047895-0.00061668i,-0.0038958-0.0038767i,-0.0042828-0.0038538i,-0.0033674-0.001256i,-0.001167+0.0012486i,0.00072225+0.0024958i,0.001177+0.0025522i,0.0012795+0.0018349i,0.00054771+0.00098613i,-0.00047976+0.0006268i,-0.00046593+0.00032432i,-0.00031165+0.00087284i,-0.0002138+0.00062151i
-0.0027997+0.0016219i,-0.0057903+0.0017051i,-0.00685+0.00078505i,-0.0068264-0.0020565i,-0.0055927-0.0039003i,-0.0037165-0.0038683i,-0.0016962-0.0031707i,-0.0014478-0.0019978i,-0.0026991+0.0013272i,-0.0008334+0.0041107i,0.0042513+0.0016361i,0.0055338-0.0028177i,0.0037299-0.0043788i,0.0023494-0.0045998i,0.00072904-0.004953i,-0.00070446-0.003551i,-0.0010632-0.0010496i,-0.00013682-0.00047312i,0.00058597-0.0015624i,0.00028091-0.0016399i,-0.0011775-0.00051922i,-0.001676+8.7094e-05i,-0.00059894+0.00028985i
-0.0017344-0.00225i,-0.00094677-0.0030638i,0.001166-0.004529i,0.001685-0.0058738i,0.00033528-0.0051481i,0.0005035-0.0035287i,0.003546-0.0012759i,0.0073175+0.0011201i,0.0091164+0.0031028i,0.008399+0.0036264i,0.0058047+0.0030715i,0.00333+0.0030774i,0.0026871+0.0017641i,0.0022164-0.0011841i,0.0005349-0.0026432i,-0.0012718-0.0026362i,-0.0013832-0.0017239i,-0.00040591-0.0011262i,0.0005864-0.001388i,0.00034104-0.001791i,-0.00083473-0.0021293i,-0.0010223-0.0017672i,-0.00061632-0.00060405i
-0.00038261+0.0023167i,0.00022311+0.0016183i,0.0029514+0.0010992i,0.005918+0.0010966i,0.0062599+0.00013448i,0.0046259-0.0012094i,0.0042393-0.00081196i,0.0059506-0.00016265i,0.008478-0.001643i,0.0070992-0.00417i,0.00048472-0.004245i,-0.0048785-0.0012993i,-0.0056409+0.0016522i,-0.0040623+0.0030461i,-0.0022437+0.0030774i,-0.00046923+0.0018447i,1.8117e-06+0.00074905i,-0.00069173+0.00011811i,-0.00040492+0.00036962i,0.00084287+0.00073778i,0.0015295-8.0869e-05i,0.0015178-0.001157i,0.00055549-0.0012863i
-0.00042838+0.0059826i,0.0013058+0.0083621i,0.0033731+0.010411i,0.0033081+0.0098275i,0.0017106+0.00693i,0.00044701+0.0028477i,-0.0016782-0.001236i,-0.0045269-0.0042006i,-0.0050824-0.0063042i,-0.0042695-0.0069015i,-0.004506-0.0058299i,-0.0042012-0.0047985i,-0.0026961-0.002991i,-0.0023565+0.00064677i,-0.0021747+0.0038739i,-0.0011495+0.0042025i,-0.00049879+0.0030871i,-0.0015039+0.001312i,-0.0016558+0.00088325i,-0.00041126+0.00197i,0.0005378+0.0025402i,0.00086319+0.0023568i,0.00049206+0.00090536i
-0.00067335-0.0041224i,-0.0036833-0.0029467i,-0.0091935-0.00052066i,-0.013629+0.0020384i,-0.013826+0.002552i,-0.011728+0.0017812i,-0.0098929-0.00095477i,-0.010327-0.0043502i,-0.01186-0.0042207i,-0.0098471-0.0010469i,-0.0042954+0.0018044i,0.00070233+0.00207i,0.002496+0.0009337i,0.0013066+0.00035938i,0.00073209-0.00020214i,0.00052344-0.00095537i,-0.00064851-0.00040227i,-0.0012258+1.2382e-05i,-0.00089935-5.7245e-06i,-0.0013177+0.00021022i,-0.0022282+0.0002057i,-0.0012726+0.00036519i,1.3919e-05+0.00010959i
-0.0033271+0.0028149i,-0.0036989+0.00081634i,-0.0019482-0.0035639i,-4.8732e-05-0.0085206i,-0.0010208-0.0090182i,-0.0017795-0.006502i,-0.00061385-0.0034395i,0.00039207-0.00079712i,-0.00076902+0.0017536i,-0.0020859+0.0042465i,-0.00058739+0.0058328i,0.0013896+0.0041429i,0.0011362+0.00033823i,0.00096145-0.0028001i,0.0017132-0.0040185i,0.0011599-0.0036801i,0.00076788-0.002388i,0.001175-0.00066209i,0.0012865-0.00099789i,0.00078184-0.0023041i,-0.0001249-0.0028187i,-0.00071586-0.0023008i,-0.00081716-0.0007897i
0.0040352-0.0021406i,0.0063088-0.0035625i,0.0090808-0.0048827i,0.0098558-0.0048488i,0.0079615-0.0042664i,0.0073493-0.0026187i,0.0083721+0.0015359i,0.010097+0.0055048i,0.010411+0.0061816i,0.0067417+0.0042861i,0.00283+0.001624i,0.00035199-0.0015159i,-0.0014202-0.0030352i,-0.00094163-0.0024034i,-8.4135e-05-0.0014625i,0.00037917-0.00087009i,0.001082+0.00014883i,0.0013908+0.000648i,0.00173+0.00060512i,0.0023263-0.00044826i,0.0023208-0.0019689i,0.0012632-0.001698i,0.00033254-0.00047239i
0.00055381-0.0013381i,0.00044502+0.0013853i,-0.001833+0.0056674i,-0.0028932+0.008023i,-0.00096982+0.0080026i,0.003821+0.0075938i,0.0081435+0.0061797i,0.0092216+0.0048692i,0.0093252+0.0049457i,0.0084704+0.0033988i,0.0053274-0.0010233i,0.0011846-0.0030218i,-0.0014712-0.0012759i,-0.0021453+0.00051832i,-0.0023222+0.001993i,-0.0017869+0.0026872i,-0.00066004+0.001655i,-0.00051277+0.00083679i,-0.0010169+0.00097864i,-0.00092435+0.00068773i,-6.4124e-05+0.0012333i,0.00081977+0.0022528i,0.00099636+0.0015999i
0.001635+0.0016289i,-0.0024875+0.003489i,-0.0077739+0.0042412i,-0.012777+0.0043593i,-0.013739+0.0043515i,-0.01131+0.0022529i,-0.0073298-0.0028568i,-0.0041135-0.0087652i,-0.0029991-0.010544i,-0.0018409-0.0081527i,-0.0023539-0.0044735i,-0.0046358-0.00017185i,-0.0044519+0.0036253i,-0.0026236+0.0043318i,-0.0024873+0.0035027i,-0.0021983+0.0025531i,-0.0010531+0.0013727i,-0.00070894+8.7375e-06i,-0.0010559-0.0002123i,-0.0021401+0.00078621i,-0.0025454+0.0014763i,-0.0010328+0.0017979i,0.00044066+0.0002639i
-0.00026476-0.0027472i,-0.0016405-0.0062074i,-0.0019005-0.011753i,-0.0035407-0.015249i,-0.006218-0.014494i,-0.0070692-0.013389i,-0.0061438-0.015411i,-0.0064366-0.018515i,-0.0082551-0.018063i,-0.0087696-0.012541i,-0.0077901-0.0062803i,-0.0056367-0.0018008i,-0.0040047+0.00088577i,-0.0019201+0.0016644i,0.0004285+0.0015264i,0.0014304+0.0011478i,0.000991+0.00082108i,0.00043108+0.00023581i,0.00078576+0.00059336i,0.0010896-0.00011471i,0.00044928-0.0016265i,0.00010787-0.001622i,-0.00022062-0.0016464i
0.002973+0.0038662i,0.0065779+0.0009241i,0.01122-0.0030079i,0.012968-0.0061828i,0.011568-0.0086623i,0.0085743-0.0089936i,0.0055286-0.0060753i,0.001458-0.0021687i,-0.0023156+0.00045912i,-0.0026323+0.00088922i,0.00011169+0.00071742i,0.0035827-0.00039394i,0.0054747-0.0038417i,0.0047641-0.004947i,0.0042081-0.0026124i,0.0040338-0.00065699i,0.0026315+0.00034238i,0.0013376+0.00067996i,0.00085063+0.00056399i,0.0011557-0.00023614i,0.0013243-0.0013944i,0.0014752-0.0012515i,0.00064223+7.2738e-05i
-0.0042707+0.0015719i,-0.0038598+0.0058127i,-0.0011815+0.012909i,0.0035687+0.015761i,0.0056879+0.013929i,0.0035165+0.011691i,0.0010547+0.013883i,0.0013249+0.018617i,0.0020721+0.018267i,0.0015195+0.013709i,0.0024876+0.0090493i,0.0049567+0.0057817i,0.0065529+0.0019689i,0.0045907-0.0015761i,0.00058921-0.0022189i,-0.0013213-0.0018318i,-0.00099769-0.00092907i,-0.00078414-0.00043293i,-0.00065856-0.00062257i,0.00021919+5.1411e-05i,0.00064505+0.0011976i,0.00093319+0.0018294i,0.00044125+0.00096901i
0.0018377-0.00077089i,9.4211e-05+0.0023325i,-0.0046576+0.0053459i,-0.010475+0.0078386i,-0.01201+0.0082807i,-0.010465+0.0072554i,-0.0083164+0.0078293i,-0.0037902+0.0093196i,0.00076769+0.0089156i,0.0019685+0.0059893i,-0.000459+0.0027304i,-0.0041619+0.0017479i,-0.0064945+0.0019073i,-0.0064155+0.0014887i,-0.0054005+0.00097296i,-0.0043778+0.00079556i,-0.0028437-0.00027237i,-0.0015473-0.0009228i,-0.0014483-0.00059126i,-0.0020272-0.00094992i,-0.0028071-0.00031125i,-0.0027953+0.00090643i,-0.0012239+0.0012054i
-0.0038258-0.0020091i,-0.0076792-0.0076838i,-0.013066-0.014522i,-0.016463-0.016167i,-0.014477-0.013357i,-0.0076672-0.011831i,-0.00011726-0.01242i,0.0038645-0.01286i,0.0037028-0.012035i,0.0023213-0.0094203i,0.00013731-0.0090163i,-0.005349-0.010322i,-0.0093336-0.0068493i,-0.0073197-0.0014368i,-0.0044902+0.00089281i,-0.0031176+0.0014712i,-0.0021972+0.0012598i,-0.0018477+0.00033259i,-0.0015488+0.00039737i,-0.00088706+0.00081736i,-0.0004289-0.00038783i,-8.3382e-05-0.0012398i,-6.3457e-05-0.00069247i
-0.0048025-0.0013047i,-0.0024705-0.0030019i,0.0042039-0.0056881i,0.011407-0.008135i,0.012963-0.010011i,0.013055-0.0094097i,0.015855-0.010328i,0.014683-0.015107i,0.008233-0.015485i,0.0048273-0.0090259i,0.006065-0.0047916i,0.0063806-0.0050908i,0.0042258-0.0046699i,0.0031117-0.001517i,0.0028652+0.00070475i,0.0014021+0.0014129i,0.0001446+0.0023911i,5.7451e-05+0.0022209i,1.6953e-05+0.0026061i,-0.0002618+0.0031489i,-4.0547e-05+0.0011068i,0.00064291-0.0003425i,0.0005497-8.0179e-05i
0.0044098-0.002571i,0.0086421+0.0011228i,0.010978+0.0097454i,0.0099561+0.015575i,0.0068806+0.013995i,0.0039352+0.0096044i,0.0024838+0.0069233i,0.00097611+0.003745i,-0.0011255+0.00084481i,-0.0021877+0.0024033i,-0.00075903+0.0067557i,0.0033717+0.010167i,0.0084231+0.010041i,0.010046+0.0071619i,0.0070812+0.0045677i,0.0044336+0.0020866i,0.0037038+0.0011616i,0.0020292+0.00085421i,0.00048523+0.00041076i,0.00013419+0.00087018i,0.0005149+0.0012806i,0.00039485+0.00034809i,0.00017502-0.00086915i
-0.0048224+0.00061836i,-0.011198+0.0047764i,-0.018896+0.010478i,-0.021305+0.01434i,-0.018319+0.013692i,-0.015394+0.0088297i,-0.016061+0.005096i,-0.016001+0.0068089i,-0.012003+0.0077365i,-0.0081884+0.0040959i,-0.0086682+0.0019325i,-0.0092438+0.0052087i,-0.0060212+0.0074244i,-0.0017149+0.0046502i,0.0001793+0.0010857i,0.00098572-0.00035626i,0.0014807-0.00047437i,0.0011362-0.00068617i,0.0013651-0.0014534i,0.0012078-0.0017102i,0.00042451-0.00094319i,4.2162e-05-0.00019525i,-0.00023386+0.0006707i
