0.00165+0.00074835i,0.00032325-0.0019661i,-0.00068943-0.0045949i,-0.0012069-0.0046674i,-0.0016526-0.0022645i,-0.002092+0.00053658i,-0.0010366+0.0019386i,0.00048369+0.0017442i,0.0012532+0.00040588i,0.0011504-0.00044387i,-0.00053087-0.00055464i,-0.0011483-0.0002778i,-0.00024342-0.00033169i,0.00023268-0.00043614i,0.00061773+0.00030589i,0.00075333+0.00052695i,0.00048142+0.00048958i,-0.0001911+0.0010679i,-0.00073751+0.0015843i,-0.00046907+0.00093095i,0.00030605-0.00013394i,0.00037959-0.00016819i,-0.00036956-0.00031571i
-0.00046655+0.00097708i,-0.00024121-0.00010446i,-0.00083185-0.0019383i,-0.0019382-0.0025458i,-0.0018592-0.0012751i,-0.00050262-0.00054834i,0.00076315-0.0010948i,0.0002974-0.00037352i,0.00025912+0.00058945i,0.00036673+0.00056677i,-0.00051463+0.00010271i,-0.001011-0.00075704i,-0.0008599-0.00050289i,-0.00017345+0.0001232i,-0.00039329+0.00034518i,-0.00060139-0.00017409i,-0.00031273-0.00078688i,0.00023852-0.00057997i,0.00069189-0.00028678i,0.0009509-0.00012786i,0.00039513+0.00035582i,-0.00034156+0.00019314i,-0.00037223-0.00017184i
-0.0012234+0.001199i,-0.0017724+0.00012013i,-0.0019869+0.00023203i,-0.0014758+0.00012788i,-0.00073619-0.0010685i,-0.0005785-0.001303i,-0.00036129-0.00038601i,2.1786e-05-0.00021396i,0.00040658+0.00030948i,0.00079319+0.0006317i,0.0008263+1.9559e-05i,0.00039755-0.00069986i,0.00017848-0.0011744i,-1.6391e-05-0.000508i,-0.00063237-5.1683e-05i,-0.00077858-0.00031599i,-0.00014813-0.00023162i,0.00074286-0.00023139i,0.0011894-0.00011256i,0.00082148+0.00064991i,0.00041911+0.00025591i,0.00050164-5.189e-05i,0.00046089-5.9662e-05i
-0.00014672-0.00033118i,0.00094501+4.4028e-05i,0.0017933-8.6677e-05i,0.00077391-0.00035601i,-0.00024277-0.00029629i,-0.00030538+0.00055726i,-0.00048344+0.0004171i,-0.0009598-0.00027257i,-0.0013079-0.00094477i,-0.00020556-0.00068038i,0.00022923+0.00017236i,0.00018749+0.00061873i,0.00047441+0.0004786i,-0.0005043-0.00012214i,-0.0012843-3.7813e-05i,-0.0011371+0.00059816i,-1.4143e-05+0.0010031i,0.00090697+0.0010504i,0.00078287+0.00055219i,-0.00015789-0.00016687i,-9.8645e-05+0.00010158i,0.00095771+0.0006583i,0.00071723+0.00011845i
-0.00031165+0.002899i,-0.0023072+0.00027299i,-0.0019623-0.0028742i,-0.00065597-0.0039476i,-0.00040463-0.0030575i,-0.0015133-0.0019006i,-0.0015357-0.0012102i,-0.00057804-0.0014705i,0.00078983-0.0010846i,0.001137+0.0001093i,0.00069513+0.0003066i,0.00010397-0.00073864i,0.00028542-0.00074033i,0.00029423-0.00034234i,-3.0306e-05-0.0011631i,0.00034905-0.0004455i,0.0004107+0.00041084i,-0.0003559-0.00030095i,-0.00054777-2.6768e-05i,0.00069961+0.001085i,0.00077084+0.0012591i,-0.00058722-0.00020968i,-0.00075043-0.0014544i
0.0013231+0.0012662i,0.0021874+0.00046206i,0.0031837-6.8697e-05i,0.0028959-0.00061919i,0.0018293-0.0011878i,0.00063989-0.001347i,0.00013262-0.0011053i,-0.00016427-0.00068171i,-0.00044027-0.00028143i,0.00055749-0.00011976i,0.00066587-0.0002801i,8.9819e-05+0.00019759i,0.00025083+0.00013657i,0.00030313-0.00062957i,-5.425e-05-0.00029877i,-0.00041027-4.0686e-05i,-0.00030773-0.00027774i,5.8832e-05-0.00019834i,-9.2299e-05-0.0010266i,-3.0603e-05-0.0010885i,-0.00043253-0.00037324i,-0.00038871-0.00044237i,-0.00032742-0.0002674i
0.00030593-0.0010577i,-0.00037543-0.0011123i,-0.00049771-0.00035426i,-0.0010502-0.00051942i,-0.00059834-0.00095072i,-8.345e-05-0.00030018i,-0.00030212+1.2368e-05i,-0.00026158-0.00023573i,-0.00052887+0.00077659i,-0.00054857+0.0008275i,0.00013195-9.0274e-05i,0.00017541-0.00040466i,-0.00064144-0.00013196i,-0.00078402+0.00023824i,-0.00073685+0.00032165i,-0.00072148+7.9841e-05i,0.00018403+0.00019759i,0.0010812+0.0004792i,0.0012257+0.00041141i,0.00042816+0.00058035i,0.00011571+0.0005637i,-0.00023662+0.00012224i,-0.00030992+0.00010825i
0.00037707-0.00023817i,-0.00032286-0.001402i,-0.0018334-0.0017131i,-0.0021739-0.00068467i,-0.001517-0.00089938i,-0.00043044-0.0017017i,0.00034742-0.00074842i,0.00032324+0.0003188i,0.00060076-6.6028e-05i,0.0008997-0.00071515i,0.00040548-0.0001028i,0.00035033+0.00038909i,0.00054798+0.00040183i,6.1609e-05+0.00025345i,0.00061342+1.2513e-05i,0.0010046+0.00049457i,0.00095109+0.00090984i,0.001295+0.00095089i,0.00066221+0.00069372i,-4.9422e-05+0.00030955i,-0.00028469-4.9438e-05i,-0.00050325-0.00041318i,-0.00056933-0.00074817i
-0.00066464+0.0039352i,9.6405e-05+0.0029622i,0.0019148+0.00092583i,0.001978-0.0010675i,0.00080335-0.001035i,0.00017225-3.0404e-05i,0.00030872-7.743e-05i,0.00041047-0.00059245i,0.00058029-0.0003109i,0.00051603-0.0001548i,0.0010487-0.0008376i,0.001613-0.0013246i,0.0012281-0.0011873i,-0.00018707-0.00070355i,-0.00068128-0.00019573i,-0.00024588-0.00048183i,-0.00038696-0.00084038i,-0.00060294-0.00096765i,-0.00015196-0.00091754i,0.00025576-0.00019926i,-0.00018278-3.6875e-05i,-0.00014974-0.00041678i,0.00013538-0.00048052i
0.00029647-0.0027777i,-0.0017023-0.0015363i,-0.0028638-0.00052225i,-0.0026075-0.00020281i,-0.0020402-0.0006692i,-0.0013645-0.00067113i,-0.0012111-0.00057929i,-0.00049073-0.0009114i,0.0006637-0.00053189i,0.00075933+8.2819e-05i,0.00046419+0.000402i,0.00039281+0.00024207i,0.00024532+0.00048521i,-0.0001881+0.00067607i,-0.00039362+8.8249e-05i,-0.00039821-5.3747e-05i,4.7297e-05-9.8581e-05i,0.00067642-0.00044159i,0.00089735-0.00010438i,0.00052302-0.00014491i,-7.538e-05-0.00050624i,-0.00066548-0.00027545i,-0.0012185+0.00030856i
0.0007282-0.00030478i,0.0014992-0.0013972i,0.00082518-0.0014667i,0.00049522-0.00077601i,0.0010185-0.00020772i,0.00074324-0.00031357i,-0.00030699-0.00014177i,-0.0005921-0.00034006i,-0.00050325-0.00039279i,0.00029798+0.00086099i,0.00070404+0.0012108i,0.00084082+0.00048483i,0.00085398-0.00057222i,0.00045351-0.00085646i,0.00087381-0.0002092i,0.00083826+0.00051654i,0.00059438+0.00045681i,-0.00013177-0.00025546i,0.00014189-0.00031428i,0.0007099+0.00031403i,0.00011202-3.0209e-06i,-0.0006456-0.00025167i,-0.0014204+3.0241e-05i
-0.00012925+0.001426i,-0.00049326+0.0022646i,-6.5571e-06+0.0016046i,-0.00057082-9.1415e-05i,-9.8306e-05-0.00055657i,0.00024245-0.00019377i,-0.00035184-0.00036511i,-0.00074443-0.00020286i,-0.00031868-0.00038323i,-0.00037828-0.00021794i,-0.00094273+0.00017807i,-0.00048702+5.238e-05i,-0.00041488-0.00076099i,-0.00058826-0.001207i,0.00038516-0.0011364i,0.000727-0.00036457i,-1.9698e-05+0.00050883i,0.00017846+0.0002207i,0.00029118-0.00032631i,-0.00044217-0.00024984i,-0.00062601+0.00037552i,-0.0009449-7.5675e-06i,-0.00099088-5.6917e-05i
8.1918e-05+0.00094218i,0.00031521+0.00055482i,0.00082108-0.00040659i,0.0008478-0.0010477i,0.00034858-0.0013357i,-0.00010708-0.00019476i,-0.00030695+0.00038627i,-0.00014649-0.00012691i,-0.00042991-2.4041e-05i,0.00022989+0.00037464i,0.00027592+0.0011055i,-0.00057954+0.00023001i,-0.00033991-0.00098498i,0.0002296-0.00085715i,-0.00022322+0.00011486i,-0.00022157+0.0015148i,9.658e-05+0.0014654i,3.9611e-05+2.1284e-05i,0.00024049-0.00045032i,-6.041e-05+0.0001548i,-0.0011407+0.00066154i,-0.00115+0.00046121i,-2.4609e-05+0.00076408i
-0.0026381+0.00213i,-0.0018145+0.0011758i,-0.00014091+0.00074917i,0.00046652+6.2879e-06i,0.00090626-0.0010487i,0.00034901-0.00066248i,-0.00025428+0.000183i,0.00033161-8.229e-05i,0.00071981-0.0010905i,0.00088156-0.0011941i,0.0005033-0.00018784i,-0.00031225+0.00046944i,-0.0011168-0.00019396i,-0.00046612-0.00059843i,-0.00047565-0.00021883i,-0.00070775+0.00066465i,0.00032209+0.0012003i,0.00051358+0.00092834i,3.3243e-05+0.0012193i,-0.00018646+0.00062023i,-0.000566-0.00060199i,-0.0013623-0.0003408i,-0.0015888+0.00026834i
0.0017376-0.0017341i,0.001379-0.0024539i,-0.00016536-0.0028588i,-0.00091702-0.00271i,-0.00031897-0.0020613i,0.00029313-0.0013043i,0.00061612-0.0014099i,0.0001332-0.00089685i,-0.00046367+0.00022301i,-0.0003767+0.00042452i,-0.00044386+0.00041893i,-0.00036955+0.00049579i,9.3294e-05-0.00031972i,0.00020817-0.0010118i,0.00053961-0.00075845i,0.00098748+5.6554e-05i,0.00066283+0.00041055i,0.00011307+0.00045474i,-0.00086926+0.00042814i,-0.00083813-0.00032322i,-0.00055233-0.00021116i,-0.00052949+0.00024222i,-4.7903e-05+0.0007971i
0.00064078+0.0026563i,0.00061668+0.0032592i,0.00024569+0.0020962i,0.00027175+0.00033814i,-0.00033611+0.00021877i,-0.00042936-0.00054142i,0.00067953-0.00078988i,0.00088791-0.00022936i,0.00069961-0.00072089i,0.00042387-0.0013418i,0.00012027-0.00044352i,0.00033108+0.00084683i,0.00057775+0.00040273i,0.00024871-0.00011556i,-0.0001777-9.2284e-05i,-2.8945e-05+9.0535e-05i,0.0005484+7.3693e-05i,0.00074933-0.00047264i,0.00030996-0.0007571i,-3.3318e-06-0.0006515i,0.00024752-0.00065436i,0.00024002-0.0003437i,-0.00051932-0.00055185i
5.5722e-05+0.0010297i,-6.4875e-05+0.00064839i,-0.00024286+5.6041e-05i,0.00075141-0.00018683i,0.0013554-0.0015676i,0.0013207-0.0026579i,0.00062563-0.0020239i,-0.00029963-0.0010511i,-0.00046268-6.5331e-05i,-0.00072438+0.00049702i,-0.0003216+0.00028202i,3.9677e-05-0.00020066i,-0.00045639+3.8407e-05i,4.8305e-05+0.00014555i,0.00028505-0.00015816i,0.00082736-0.00020539i,0.00084016+0.00043196i,7.1853e-06+0.0012929i,-0.00038286+0.0013343i,-0.00043897+0.00074487i,-0.00036425+1.6589e-05i,8.6128e-05-6.36e-05i,0.00041388+0.00061913i
-0.002266+0.00036923i,-0.0019826+0.00099509i,-0.0013367+0.00040683i,-0.0011884-0.00039585i,-0.0015173-0.00079868i,-0.0012255-0.00076782i,-0.0011253-0.00067985i,-0.0011106-2.5422e-05i,-0.00045588+0.00039552i,-0.0002656+0.00013176i,0.00018949-0.00025111i,0.0010904-0.00035114i,0.00071439+7.621e-05i,-0.00015815+0.00092508i,-0.00011014+0.0010729i,0.0002366+0.00012116i,0.00066209-6.54e-05i,0.00067597+3.7077e-05i,0.0004263-0.00016326i,0.00017156-0.00014308i,-0.00012215-0.00055933i,-0.0006142-0.0010294i,-0.0004653-0.0007145i
-0.00037021-0.0022703i,0.00098963-0.0022224i,0.0014351-0.0019249i,0.0010729-0.0011379i,0.00083332+0.00016961i,0.00039537+0.00049978i,-0.00059492-0.00093105i,-0.00060324-0.0017062i,-0.00044553-0.00097698i,-0.00013734-0.00013247i,0.00019142+0.00013749i,0.00022692-0.00033954i,0.00045447-0.00044132i,0.00039616+0.00055264i,0.00049989+0.00078734i,0.0010991+0.00051919i,0.00059998+0.00042472i,1.6939e-05-0.00031897i,-0.00026757-0.001099i,-0.00084707-0.00064058i,-0.000591-0.0006532i,-4.2593e-05-0.0011098i,0.00043945-0.00081007i
0.00092027+0.00095485i,0.0010015+0.0023362i,0.0011513+0.0021522i,0.00047001+0.00099595i,-0.00014334+0.00036606i,-0.0010598+0.00027174i,-0.00089588-9.8474e-05i,0.00020065-0.00046227i,0.00069867-0.00068996i,0.00031983-0.00041523i,-0.00097845+0.00020948i,-0.0012746+0.00027757i,1.313e-05+0.0003522i,0.00021989+0.00065764i,-0.0004483+0.00063706i,-0.0007171+0.00044144i,-0.00017667+0.00021112i,0.00032474+0.00020751i,0.00014319+0.000128i,0.0001562+1.4866e-05i,-0.00048588+0.00019152i,-0.00077803+0.00021885i,-0.00018853-0.00041129i
-0.001256+0.00019477i,-0.0010403-0.00073685i,-0.0015467-0.00096796i,-0.0024953+0.00020457i,-0.0015919-5.1612e-06i,-0.00044865-0.00044672i,-0.00043457-0.00054059i,0.00018445-0.00068457i,0.001031-0.00055566i,0.00055419-0.00022905i,9.9164e-05+0.00059819i,0.0006909+0.00040083i,0.0012062-0.00078725i,0.00047239-0.0012925i,0.00030391-0.0012305i,0.00047765-0.00085486i,4.6276e-05-3.3976e-05i,-0.00050743+0.0011214i,-0.00072052+0.00099746i,0.00032555+1.693e-05i,0.00089652+0.00016954i,0.00054052+0.00073156i,0.00024712+7.2578e-06i
0.0008717+0.0011104i,0.0016343-0.00064104i,0.00089332-0.0022866i,-0.00011749-0.0031207i,-0.0006541-0.002322i,-0.0010689-0.00067168i,-0.00015402-0.00022691i,0.00033008-0.00082802i,0.00019735-0.00097128i,0.00018037-0.00020359i,0.00027834+0.00048034i,0.00015352+0.00063897i,8.7018e-05+0.00054467i,-0.00029711+0.00037621i,-0.0010362+0.0004021i,-0.00018299+0.00022015i,0.0010111+0.00067517i,0.0010354+0.0011148i,0.00075301+0.00096353i,6.5041e-05+0.00030934i,-0.00030052-0.00047553i,0.0006422+0.00016592i,0.00080735+0.00083983i
-0.0019326-7.6286e-05i,-0.00094324+0.0015225i,4.3943e-05+0.0028286i,0.0010444+0.0020892i,0.0020379+0.00097605i,0.0010897+0.00063086i,0.00033982+0.00021013i,0.00028522+0.00055332i,-0.00041408+0.00064654i,3.7056e-05+0.00041218i,0.00063955+0.00026705i,0.0010517-0.00042344i,0.00077507-0.00017712i,0.00024843+0.0006325i,0.00065298+0.00019648i,0.00099274-0.00030192i,0.00086789-7.4814e-05i,0.00093369+5.185e-05i,0.00060163-0.00038135i,1.4255e-05-0.000925i,-0.00056768-0.00093311i,-0.00073073-0.00068719i,-0.00028928-0.00042251i
0.00037895+0.00068996i,-0.00010163+0.00057276i,0.00030211-0.00047166i,-0.00090679-0.0015084i,-0.0019222-0.0012954i,-0.001855-0.0010869i,-0.00090914-0.0012885i,-0.00024978-0.0020534i,-0.00018121-0.0012519i,-0.00048103+8.9358e-05i,-0.00010181+0.00010087i,0.00010057-0.00031074i,-0.0004921-0.00060506i,-0.00040304-0.00048966i,0.00020063-0.00026942i,0.00035936-2.6323e-05i,0.00022475+0.0010766i,7.0337e-05+0.0015857i,0.00038492+0.0010079i,0.0013732+0.00077543i,0.0014543+0.0008822i,0.00079926+0.00073427i,0.00051691-9.9545e-05i
-0.0016425+0.00035381i,-0.001486-0.00017835i,-0.00041362-0.00054433i,0.00052185-0.0019049i,0.0009046-0.002411i,0.00042928-0.0010344i,-0.0008188-0.00031974i,-0.0010814-0.00062063i,-0.00075839-0.00077927i,-0.00063403-0.00061282i,5.6767e-05-0.00052127i,0.0010398+0.00025862i,0.00085808+0.00066834i,-9.5078e-05+0.0007145i,-0.00062284+0.00044092i,0.0001345-0.00013872i,-1.5065e-05-6.5842e-05i,-0.00064777+0.00048005i,-0.00085224+0.00047331i,-0.0010507+0.00013096i,-0.00083402+0.00044146i,-0.00088284+0.00066777i,-0.00026641-9.0941e-06i
0.0023884+0.00092345i,0.0023982+0.00074688i,0.00098354-0.00033235i,-0.00031575-0.0017503i,-0.00056073-0.0010355i,-0.00026208-0.0001695i,-2.5488e-05-7.4209e-05i,-2.0613e-05+0.00030362i,2.3528e-05+0.00057206i,-0.00076952+0.00070827i,-0.0008419+0.00093677i,-0.0002335+0.00092377i,0.00017454+0.00068086i,-0.00018102-0.00023786i,-0.00079821-0.00029171i,-0.00052025+0.00025103i,-0.00024603+0.00019985i,-0.00040499+0.00016007i,6.3681e-05+0.00059711i,-0.00012934+0.00052932i,-0.00062045-0.00018153i,-8.6889e-05-0.00023305i,0.0010556-0.00014243i
-0.0019417-0.00011622i,-0.0029563-0.0014079i,-0.0020521-0.0022904i,-0.00073413-0.0016031i,-0.0009934-0.0011769i,-0.0015484-0.0014533i,-0.0011751-0.0011677i,-0.00048277-0.00063692i,-9.6021e-05-0.00012909i,-0.00030251-0.00045967i,0.00024126-0.00027589i,0.0012544+0.00027328i,0.00036274+0.00014583i,-0.00016313-0.00026092i,0.00029783-0.00019638i,9.1247e-05-0.00013935i,-0.00014259+9.1968e-05i,0.000115+0.0003085i,0.00039563+0.00013088i,0.00087109-0.00021396i,0.00061699+0.00052109i,-6.6774e-05+0.00045761i,-0.00017686-1.6455e-05i
0.0021498-0.00047375i,0.0018726-0.0011296i,0.0020745-0.0014853i,0.0011652-0.0013039i,-0.00037146-0.0012995i,-0.00070303-0.0015628i,-0.00096446-0.00098227i,-0.00092692-0.00094918i,-0.00065319-0.0011643i,-0.00096009-0.00081549i,-0.00083935-0.00049045i,-3.8245e-05+0.00036984i,-0.00036393+0.00043864i,-0.00066441-0.00037974i,-0.00051468-0.00023482i,-6.8143e-05-0.00021591i,0.00012978-0.00088599i,-3.8189e-05-0.00044442i,7.1156e-05+0.00073058i,-0.00012942+0.00067506i,-0.00077704+0.00060037i,-0.00081352+0.00058762i,-0.00032467+0.00025517i
-0.002268-0.0030253i,-0.0010359-0.0016202i,-0.00097248-0.00057807i,-0.00029893-0.00049153i,0.00064563-0.00047882i,0.00058102-0.00013798i,-0.00028416-5.9438e-05i,-0.0009901-7.0171e-05i,-0.0011575-1.2078e-05i,-0.00030663+0.00028963i,0.00091828+0.0011025i,0.00098603+0.0011872i,0.00097538+0.00032297i,0.0014213-0.00012443i,0.0011847+0.00059632i,0.00049447+0.001202i,0.0010642+0.00043389i,0.0011147-0.00076603i,0.00081254-0.0010255i,0.0012001-0.00048306i,0.00093915+0.00043546i,0.00026217+0.00075846i,0.00018535+0.00024524i
0.0013014-1.148e-05i,0.0011814+0.00035665i,0.00077765+0.0001208i,-0.00037587-0.00021243i,-0.00141-0.00068113i,-0.0012282-0.00042634i,0.00014972-0.00018857i,0.00095315-2.7929e-05i,0.00078103-0.0006572i,0.0008474-0.00040909i,0.00048636+0.00032695i,-9.3195e-05+0.00094358i,0.00017565+0.00083214i,0.00063766-7.0709e-06i,0.00032579+0.00014475i,0.00014766+0.00068171i,-0.00018687+0.00040241i,-0.00070006-0.00017061i,-0.00041656-0.00022829i,-0.0001983+0.0005042i,0.00013084+0.00047254i,0.00040284-0.00034558i,-0.00020755-0.00059961i
-0.0014985+0.0013334i,-0.0024403+0.0019526i,-0.0035041+0.0013437i,-0.002397+0.00024306i,-0.0012813+0.00024902i,-0.0018113+0.00036344i,-0.0020729-0.00047023i,-0.00092439-0.00039254i,-4.4396e-05-0.0003773i,-0.00046516+7.6429e-05i,-0.00072408+0.00045208i,0.00054045+0.00046811i,0.0012074+7.7288e-05i,0.00078143-0.00037808i,0.00032932-0.00086418i,5.3232e-05-0.00086739i,-0.00023231+0.00026111i,-0.00027592+0.0009712i,-0.00068722+0.00083811i,-0.00024527+0.00048346i,0.00053479+0.00025102i,0.00011167-1.0003e-05i,-0.00018346-0.00012099i
-0.0012659-0.00058773i,-0.00098972-0.0010884i,-0.00048944-0.00081428i,-0.00016261-0.00013258i,-9.2752e-06-0.00031729i,0.00051655-0.00049312i,0.00060288-7.629e-05i,0.00031538-0.00040385i,5.2337e-05-0.00054376i,-0.00074667-0.00022069i,-0.00082616-0.00033439i,5.9564e-05-0.00030154i,0.00030816+0.00049426i,-0.00054319+0.00072945i,-0.00076073+4.3298e-05i,-0.00043649-0.000556i,-0.00014386+0.00025308i,0.00068348+0.00023644i,0.00079612-0.00046924i,-0.00014881-0.00044711i,-0.00096807-0.00067517i,-0.00072333-0.00048242i,-0.00035263+2.4822e-05i
-0.00052031-7.231e-05i,0.00046773+0.00087708i,-0.00017996+0.0013906i,0.00050132+0.00079487i,0.00073296+0.00058562i,0.00056893+0.00041275i,0.00018539-0.00078559i,-0.00011909-0.0011969i,-8.6278e-05-0.00010371i,-0.00015054+0.00012643i,0.00016822-0.00027476i,0.00071889-0.00027703i,0.00022969-1.697e-05i,-0.00024546+5.8244e-05i,-0.0003604+0.00033543i,-0.00035456+0.00045483i,-5.1621e-05+0.00012649i,-2.97e-05-0.00044071i,0.00029618-0.00043893i,0.00012108-0.00034347i,-0.00032679-0.00051033i,-0.00045955-0.00041781i,-6.6536e-05-2.2825e-05i
0.00021354+0.0031689i,-0.00049058+0.0034924i,-2.9773e-05+0.0023559i,0.00080474+5.2723e-05i,0.00079222-0.0005711i,-0.00061874-0.00085566i,-0.00078673-0.0010517i,8.6687e-06-0.00064958i,0.00020277-0.0007588i,-0.00010534-0.00094798i,3.1373e-05-0.00068144i,0.00025836-0.00037658i,0.00027775-0.00036952i,0.00052591+4.0028e-05i,0.00029163+0.0001394i,8.7196e-05-0.00054832i,0.00010747-0.00051355i,-0.00015998+0.00014312i,-0.00030161+0.00050853i,-0.00026304+0.00050731i,-0.0007185-0.00011422i,-0.00038429-0.00039041i,-0.00067438-6.7879e-05i
-0.00092489-2.016e-05i,-0.0015436-4.6513e-05i,-0.0019887+0.00013154i,-0.0019137-0.00052075i,-0.00084372-0.001086i,-0.00062034-0.0010789i,-0.0010595-0.00085273i,-0.00039056-0.00030772i,5.0888e-07+0.00018775i,-0.00044593+0.00010379i,-0.00053978+7.9378e-05i,-0.00035345-5.229e-05i,-3.4452e-05-0.00027065i,-0.00036219-0.000221i,-0.0010599+9.8424e-05i,-0.00085483+0.00029532i,0.00017859+0.00096111i,0.00069937+0.0012389i,0.00066502+0.0010134i,0.00014852+0.00095574i,-0.00031132+0.00049295i,4.8086e-07+9.7769e-05i,0.00029143-0.00026262i
0.0014966-0.00012838i,0.0016104-0.0011458i,0.0011316-0.0019268i,0.00039206-0.0021772i,-0.00020039-0.0012955i,-0.00056814-0.00015632i,-0.00013838-0.00046036i,0.00039799-0.0005568i,-0.00012809-0.0001874i,-0.00043818-0.00025705i,-0.00048069-7.3673e-05i,-0.00063345-0.00016313i,-0.0005466-0.00092951i,-0.00041196-0.0010653i,-0.00021314-0.00042783i,9.2077e-06-0.0001814i,-3.6383e-05+3.2788e-05i,-0.00019556+0.00028977i,9.8653e-05+0.00028153i,0.00049145-6.3795e-06i,0.00033603-1.6093e-06i,0.00017713-1.4585e-05i,0.00039784+1.7637e-05i
0.00039689+0.0010098i,-0.00029549+0.00097867i,0.00057727-0.00024543i,0.0010153-0.0014754i,-0.00037878-0.0021403i,-0.0018932-0.0014564i,-0.0018698-0.00011897i,-0.0018388-0.00037675i,-0.0011817-0.0011884i,-0.00084339-0.0012982i,-0.00079481-0.0010259i,9.2039e-06-6.5167e-05i,0.00055375-0.00016349i,0.00011045-0.00085099i,0.00011199-0.00033655i,3.1845e-05-0.00026583i,-4.4858e-05-0.00028867i,0.0010031+1.4421e-05i,0.00098385+0.00056957i,0.00024879+0.0013025i,-0.00036059+0.0011331i,-0.00047485+0.00045925i,0.00013481+0.00016502i
0.00062604-0.0015714i,-0.0002223-0.002181i,-0.00087689-0.0019825i,-0.001926-0.0014669i,-0.0012648-0.0010646i,-0.00029909-0.0016609i,-0.00019864-0.0016167i,0.00031405-0.0012527i,0.00096622-0.0014958i,0.00022461-0.00090679i,-0.00035335-0.00019593i,6.3918e-05-0.00034841i,0.00019194-0.00055224i,0.00028976-0.00069746i,0.0005311-0.00074981i,-2.6446e-05-0.00046992i,-0.00023165-0.00048821i,-0.00044059-0.00038459i,3.0975e-05-0.00033888i,0.0010375-0.00031793i,0.00065112-6.6914e-05i,-0.0001684+0.00013761i,-0.00071527+0.00035445i
0.00062008-0.0016334i,0.00092574-0.0017824i,-6.8812e-05-0.0018824i,0.00063069-0.0020336i,0.0012875-0.0014154i,0.001077-0.00022086i,0.0004376+5.0573e-05i,-0.00020356-0.00061754i,-1.0199e-05-0.0011339i,0.00036781-0.00078661i,-0.00020782+9.5926e-05i,0.00018286+0.00066651i,0.0005459+0.00074429i,-0.00011184+0.00038253i,-0.00056618+0.00072714i,-0.00063753+0.00085434i,0.00024024+0.0002419i,0.00079851-0.00042376i,0.00058594-0.00045291i,0.00049598+0.00069347i,0.0003424+0.00093421i,-0.00013322+0.0005493i,-0.0004178+1.8768e-05i
0.0015532+0.00069043i,0.0017422-0.00012194i,0.0022101-0.00043472i,0.0019172-0.0011728i,0.0010522-0.0015749i,0.00024697-0.0012404i,0.00033053-0.00090888i,0.00036427-6.4007e-05i,0.00033485+0.00037141i,0.00026611+0.00040869i,9.143e-05+0.00032485i,-0.00043095+0.00037041i,-0.00073465+0.00055207i,-0.00051105+0.00032094i,-0.00046271+0.00026373i,-0.00053185+0.00042177i,-0.00081358+0.00054831i,-0.00066728+0.0004478i,-0.00017707-0.0008292i,0.00045553-0.0005411i,0.00092175+0.00068765i,0.00072903+0.00018653i,0.00056617-0.0010203i
0.0010532+0.0013569i,0.00062351+0.00095202i,0.00044574-0.00037338i,-0.00045226-0.0014423i,-0.00132-0.001115i,-0.00097011-0.0010016i,-0.00043004-0.00040395i,-0.00017548+0.00050981i,0.00029132+0.00017383i,0.0008348-0.00012101i,0.00080986+0.00010276i,0.00021907-4.5294e-06i,0.00014469-0.00035879i,0.00048173-0.00039293i,0.00068668-0.00036538i,0.00083267-0.00023319i,0.00023488-8.6321e-05i,-0.00051877-4.3274e-05i,-0.00016394+0.00018979i,0.00010928+0.0003997i,-0.00029871+0.0004574i,0.00016463+0.00047009i,0.00028637-9.7746e-05i
-0.00061538+0.001936i,0.00087281+0.0012651i,0.0017286+0.00026894i,0.0014392-9.6023e-05i,0.0011633-7.0604e-05i,0.00011759-0.0005574i,-0.0010253-0.0011195i,-0.0005726-0.00070941i,0.00026629+0.00017057i,0.00049988+0.00021294i,0.00024988+0.00096971i,-0.00037775+0.00069381i,-0.00045078-5.9011e-05i,-0.00011149+0.0003164i,-4.0003e-05-0.00028679i,0.00058213-0.00036813i,0.00086417+0.00042606i,0.0003001+0.00068216i,9.8484e-05-3.6011e-05i,-0.00017532+4.3966e-06i,-0.00033005+0.00059107i,-0.00039514+0.00034112i,-0.00056315-0.00041952i
0.00047632+0.00098122i,-8.7852e-05+0.00086258i,-0.00069332-0.00056509i,-0.00039312-0.0013909i,-0.00022672-0.00086246i,7.2453e-05-0.0010038i,0.00031603-0.0012661i,-4.8301e-05-0.00061862i,-0.00023853-0.00057727i,-6.6387e-05-0.00061239i,-0.00011426-0.00021465i,0.00050153+0.00048117i,0.00036042+0.00091937i,-0.00044636+0.0012284i,-0.00054314+0.00064799i,-3.4432e-05-0.00024651i,0.00017117-0.00030351i,-0.0001063+1.1216e-05i,-0.0005449+0.00053256i,-0.00074806+0.00016986i,-0.00057392-0.00028011i,-0.00018978-0.00031081i,0.00034582-0.00033587i
