-0.0064014+0.00050133i,-0.0081399+0.0015623i,-0.0072393+0.0059219i,-0.0020395+0.0074704i,0.0020751+0.0064802i,0.0023062+0.0029636i,0.0013866+0.00062397i,0.00090872+0.0010146i,0.0010719+0.0013266i,0.00191+0.0011601i,0.0024383-1.2685e-05i,0.0020554-0.001276i,0.0011822-0.0016056i,0.0007154-0.0014387i,0.0002649-0.00099657i,0.0002526+0.00021668i,0.00058773+0.00101i,-9.348e-06+0.00075694i,-0.0011065+0.00078995i,-0.0011545+0.00093349i,-0.00031104+0.00054332i,-0.00020612-0.00010005i,-0.00030095-0.00013402i
0.00030596-0.0015007i,-0.00048019-0.0011532i,-0.0004077-0.00060432i,-0.00057555-0.00076183i,0.00017589-0.0012057i,0.00042388-0.0010545i,0.00032721-0.00077408i,0.00064185-0.00070497i,2.7986e-05-0.00033232i,-0.00012765+4.6293e-05i,9.5198e-05-0.00062666i,-0.00035905-0.00044541i,-0.00063808+0.00074649i,-0.00036322+0.0011037i,-0.00010181+0.00047534i,0.00017236-0.00034804i,0.00038438-8.9855e-05i,0.00073088+0.00081844i,0.00045512+0.00070858i,5.6719e-05+0.00021484i,0.00037141+0.00014769i,0.00017504-2.9044e-06i,0.00032699-0.00036495i
-0.0027964-0.00021335i,-0.00062746+0.001307i,0.0024594+0.0019904i,0.0028897+0.00077517i,0.0015084-0.0002902i,0.00052617-0.00025936i,5.5993e-06-5.6826e-05i,-0.00021015-0.00061542i,2.3853e-05-0.00066248i,0.00073332+0.00019591i,0.00085072+0.0004545i,0.00049097-0.00047762i,-2.7114e-05-0.00069936i,-0.00056707-9.6827e-05i,-0.00047451+0.00033411i,-0.00039713+0.0011575i,-4.6919e-05+0.0011834i,0.00062886+0.00059277i,0.00086523+0.00028505i,0.00042869+0.00067128i,-0.00021522+0.00063616i,-0.0003461+0.00050922i,-0.00025286+0.00075277i
0.00199-0.00067103i,0.00061958-0.00076363i,-0.00089282-0.0009982i,-0.00054625-0.00056625i,-0.00084964+0.00047794i,-0.0017864+0.001395i,-0.00079286+0.001449i,0.00060235+0.00067001i,0.00077274-0.00027425i,-0.00027926-0.00046197i,-0.0012969-0.00021763i,-0.0014123+4.75e-05i,-0.00081627+0.00013687i,-0.00047985-0.00048569i,-0.00031836-0.00062274i,9.5526e-05+0.00037625i,0.00027577+0.00013608i,0.00011379-0.00037685i,0.00024582+0.00026454i,0.00026773-0.00037941i,-0.00025066-0.0012984i,-0.00047481-0.0014004i,-4.3491e-05-0.00081505i
0.00055254-0.00020007i,0.00072099-0.00073462i,0.0018414-0.00094021i,0.0029369-0.001641i,0.0020932-0.0012733i,0.00038454-0.00020382i,-0.00017885-0.00017364i,-0.00069864-0.00046639i,-0.0009535-0.00047584i,-0.00052114-0.0007952i,-0.00094074-0.00025074i,-0.0011414-0.00010852i,9.6731e-05-0.00072619i,0.00075912-0.00058244i,0.00026083+0.00012363i,0.00067592+0.00050872i,0.00075209+0.0002362i,0.00049252-9.1816e-05i,0.0006154-0.00040591i,-0.00014495-0.00016101i,0.0001606+0.00044403i,0.00080039+0.00093448i,0.00010823+0.00038128i
-0.00047469-0.00089732i,-0.00073155+0.0010908i,-0.00056969+0.00077225i,-0.00066841-0.00020488i,-0.00080356-0.00019903i,-0.00063904+0.00032261i,0.00019833+0.00053964i,0.001142+0.00055567i,0.0012225+0.00017868i,-6.4656e-06-0.00056611i,-0.0004818-0.00062849i,0.00047835-0.00041704i,0.00075271-0.00042094i,0.00023672+0.00020796i,0.00020984+0.00087472i,-0.00014673+0.0011587i,-0.00025745+0.0004902i,-0.00027916-8.9547e-05i,-0.00036165-0.00030796i,-5.266e-05+6.5331e-05i,-5.6524e-05+0.0005672i,-0.00055773-8.3884e-05i,8.7822e-05-8.4856e-05i
-0.002356+0.0021849i,-0.0017919+0.0019482i,-0.0001963+0.0031749i,0.0016109+0.003508i,0.0022662+0.0017048i,0.0014234+3.7311e-05i,0.00045667-0.0011395i,6.6031e-06-0.0017441i,-0.00033735-0.00099275i,-0.00011034+0.00030065i,0.00034162+0.00055432i,0.00097382+3.0032e-05i,0.0012416-0.00034076i,0.00062573-0.00098408i,-9.2599e-05-0.00067382i,-0.00055371+0.00042046i,-0.00032107+0.00047997i,0.00046436+0.00012409i,0.00030471+0.00048653i,-0.0001134+0.00088087i,-0.00024471-6.8982e-05i,0.00027374-0.0010692i,0.00047559-0.00065482i
-0.0026778-0.0013107i,-0.0028485-0.001155i,-0.0021144-0.00058031i,-0.00047946+0.0004014i,0.00064364+0.0012342i,0.00018358-0.00017733i,-0.00029356-0.00041835i,-4.9684e-05+0.0004464i,0.00016495-9.5348e-05i,0.00074858+0.00016587i,0.0010064+0.00090237i,0.00035+0.00034595i,1.9934e-05+8.7371e-05i,0.00075218+0.00070681i,0.00066367+0.00053833i,0.00043459+6.6134e-05i,0.0006866-0.00032867i,0.00018664-0.00070355i,0.00016011-0.00034735i,0.00035515+0.00020262i,9.8795e-05+0.00043003i,0.00013698+0.00042952i,-0.00040386+0.00037081i
0.00043828+0.0019426i,0.00094702+0.0014556i,0.003682+0.00092767i,0.0050682-0.00064265i,0.0038858-0.0012786i,0.0017087-0.00035813i,0.00082365-0.00013553i,0.0011937-0.00015616i,0.00073781-0.00010798i,-0.00018025+0.00013701i,-0.00018703+0.00078501i,0.00010052+0.00069641i,4.2943e-05+0.0001358i,-0.00035601+7.1763e-05i,-0.00056549-4.4487e-05i,-0.00051473-0.00034482i,-0.00020681-0.00052089i,0.00033774+0.00020431i,0.00029686+0.00042868i,-0.00017204+5.8381e-05i,-0.00032998-0.00023757i,9.9959e-05-6.8916e-05i,0.0011573+0.00052322i
-0.0017898-0.0014275i,-0.0032687-0.00077403i,-0.0033231+0.00035858i,-0.0013633+0.0011447i,-0.00025789+0.0008795i,-0.00032446+0.00078866i,-6.3627e-05+0.00084419i,4.0529e-05+0.00025166i,-0.00011832-0.00015671i,-9.9746e-05+1.8194e-05i,0.00035358+0.00041953i,0.00046436+0.00092169i,0.00052483+0.00066408i,0.0008841-7.2721e-05i,0.00057892-2.1895e-05i,0.00045781-4.6124e-05i,-1.7085e-05+0.00020898i,-0.000324+0.00017671i,-5.0647e-05+0.00035966i,0.00021384+0.00072487i,0.00025855+0.00055839i,-0.00032406+0.00021589i,-0.00064444-1.4965e-05i
-0.001481+0.0014001i,-0.00015408+0.0015136i,0.001483+0.00095598i,0.001653+0.00018226i,0.0013493+0.00020008i,0.0012519+0.00024996i,0.0013108+0.0004148i,0.0017417-9.0239e-05i,0.0015696-0.00063151i,0.00038677-0.0003484i,-0.0009416+0.00033608i,-0.00091408+0.00028038i,0.00032752+2.3586e-05i,0.00088101-0.00031141i,0.0011043-0.00038416i,0.0012447+0.00053021i,0.00076828+0.00074055i,0.00017222+0.00041703i,-9.7416e-05+0.00053961i,-0.00018401+0.00043237i,2.0012e-05+0.00032056i,-0.00031272+0.00070897i,-0.0006175+0.00034013i
-0.002524-0.0008574i,-0.0030564+0.00015817i,-0.0030107+0.001548i,-0.00094544+0.0024512i,0.00037471+0.0019569i,4.9566e-05+0.00062089i,0.00016213+0.00059126i,0.00014198+0.00079992i,-0.00068492+0.0004101i,-0.0013294+0.00035513i,-0.00065469+0.00024539i,0.00023289-0.00011096i,4.8677e-05-0.00025093i,0.00014452-0.00024983i,0.00031049+0.00030261i,-0.00019114+0.00067396i,-3.7894e-05-7.9582e-05i,0.00050841-0.00053268i,9.7267e-05-7.7101e-05i,0.00045701-0.00031487i,0.00079339-0.0004686i,0.00023619+0.00023152i,0.00026718+0.00053682i
0.0014307-0.0016391i,0.0015761-0.0023028i,0.0024389-0.0022814i,0.0022372-0.0023981i,0.0013052-0.0019341i,0.00070672-0.00010767i,0.0013962+0.00081895i,0.0019082+0.00099941i,0.0012004+0.00068179i,0.00038242-0.00023374i,0.00021206-0.00082047i,-1.7454e-05-0.00017834i,-0.00085783+7.0122e-05i,-0.0011597-0.00014947i,-0.00070668-0.00042473i,-0.00016442-6.3834e-05i,-0.00070302+0.00030568i,-0.0010272+0.00013234i,-0.00041698-0.00018269i,-0.00011529-1.9717e-05i,-0.00042947-0.00033791i,-0.00029144-0.00040036i,-0.00037016-0.00024567i
-0.0015599-0.0018921i,-0.0013109-0.0011435i,-0.0022739-0.001246i,-0.0021927-0.0004869i,-0.00097893+0.0012879i,0.00013971+0.0018007i,0.00024877+0.00081501i,-0.00020378+0.00022923i,-0.0006089-0.00028994i,-0.0010178-0.00015227i,-0.00090451+0.00069155i,-0.00058176+0.00067266i,9.6939e-05+0.00043373i,0.00082054+0.00013241i,0.00078681+0.00012459i,-8.827e-05+4.8256e-05i,1.8075e-05-4.1217e-05i,0.00055247+0.00082668i,0.00050684+0.0010584i,-0.00036206+0.00074717i,-0.0010042+2.8757e-05i,-0.00088899-0.00090633i,-0.00023336-0.00045492i
0.0020397-0.00033031i,0.0019137-0.00088207i,0.0020299-0.0012547i,0.00089569-0.0026582i,-0.0004046-0.0027155i,-0.00031992-0.00086997i,0.00029037+0.00037088i,0.00024567-1.5899e-05i,0.00014453-0.0010385i,-1.4089e-05-0.00092842i,0.00016732-0.00070918i,0.00063243-0.00045401i,0.00061553+0.000183i,-0.00027515+0.0008266i,-0.00023225+0.00065713i,0.00050467+0.00041701i,0.00037816+0.00018985i,8.2958e-05-0.00045376i,0.0003904-0.00045122i,0.00062948-4.4804e-05i,-0.00074505+0.000159i,-0.0015428+0.00015358i,-0.0005447+1.7407e-05i
-0.0018944-3.6186e-05i,-0.0016759+0.00053109i,-0.00036212+0.0011744i,0.001721+0.00092183i,0.0016723+0.00039177i,9.6856e-05-0.00015172i,-0.00088269-0.00041467i,-0.00043538-0.00011325i,-0.00011098+0.00029918i,-0.00070966+8.6932e-05i,-0.00063814-0.00058114i,7.0818e-05-0.00052702i,0.00020263+0.00016595i,-9.3574e-05+0.00054938i,-0.00057332+0.00018176i,1.4626e-05-3.4182e-05i,0.0005936-0.00085371i,0.00073762-0.0015189i,0.00038205-0.00085737i,0.00040377-0.00054166i,6.9457e-06-0.00041764i,-0.00014342+3.7792e-05i,0.0004694-0.00013211i
0.0018942-5.6442e-06i,0.0021725+0.00030706i,0.0017351-0.00036215i,0.00090037-0.00076686i,0.00037276-0.00075037i,-0.0006692-0.00064031i,-0.0011746-0.00060279i,-0.00018557-0.00029131i,0.0002521-1.0853e-05i,-3.3049e-05+0.00024115i,-0.00021657+0.00058665i,0.00013671-4.0369e-05i,0.00023707-0.00090018i,-0.00047056-0.00051499i,-0.0003669+0.00048784i,-7.5628e-05+0.00041021i,0.00031444-0.00021395i,0.00059943-0.00038577i,0.00010661-0.00019915i,-0.00018143-4.8922e-05i,-0.0003491-0.00018252i,0.00058061-9.2247e-05i,0.00056459+0.00042883i
-0.0019034+4.3637e-05i,-0.001568+0.0013167i,-0.00093985+0.0017542i,-5.2203e-05+0.0018994i,0.0012708+0.0012866i,0.0014145-0.0002915i,0.0012565-0.00041462i,0.0010549-4.7547e-05i,-2.0564e-06-0.0003854i,-0.00036062-0.00064265i,-0.00018779-0.0007545i,-0.00032863+1.8159e-05i,5.7488e-06+0.00081454i,-9.1799e-05+0.00048328i,-0.00085496+0.00013551i,-0.00055021-0.00055596i,9.6397e-05-0.00097701i,0.00071428-0.00012113i,0.00046647+0.00053354i,-0.00034804+0.00031082i,-0.00070763+0.00044467i,-0.00051525-5.6964e-05i,-7.7676e-05-0.00049758i
-0.0014655-0.00069287i,-0.0011877-0.0006135i,3.7174e-05+0.00017847i,0.0008033+0.001067i,0.00018596+0.00034108i,0.00031544-0.00054174i,0.00029972-0.00016277i,-3.5112e-05+7.335e-05i,0.00010035-0.00084517i,0.00022045-0.00040586i,0.00023666+0.00023623i,8.11e-05+0.00052075i,0.00017257+0.0010134i,0.00043263+0.00019435i,0.00034362-0.00091165i,-0.00023161-0.00052303i,-0.00083132+0.0001257i,-0.00028377+0.00039063i,0.00014541+0.00055431i,0.00055503+0.0002598i,0.00093783+8.3741e-05i,0.0008404+0.0002083i,0.00043708+0.00021043i
-0.0021561-0.00058363i,-0.0022217-0.00047658i,-0.0020428+0.0003246i,-0.0010806+0.0019685i,-0.00016422+0.0021316i,0.00027037+0.0011905i,0.00085554+0.00027666i,0.00098269+7.4088e-05i,0.00019456+1.8523e-05i,-0.00088648+0.00018437i,-0.0012321+0.00054375i,-0.00024882+0.00083414i,0.00051449-3.4661e-05i,0.00032+0.0001918i,-0.00015327+0.00029315i,-0.00031883-0.00023952i,1.1024e-05-0.00038634i,0.00019987+0.00043138i,-0.00051314+0.00053491i,-0.0011833-3.2243e-05i,-0.0012722+0.00036743i,-0.00055722+0.00060724i,-0.00015717+0.0002489i
-0.0010332-0.0020984i,-0.00044852-0.0011263i,0.00014456-9.46e-05i,0.00054055+0.00015725i,0.00062563-3.3001e-05i,0.00096986-0.00016455i,0.00060391-0.00035517i,-4.2618e-05-0.00085884i,-0.00012868-0.0011455i,-0.00020299-0.00021653i,-0.00017553+0.0010913i,0.00019111+0.0013818i,0.00054559+0.0007984i,0.0010398-0.00023856i,0.00078443-0.00071013i,0.00064639-0.00032836i,0.00055417-0.00010218i,0.00033684-0.00059304i,0.00043127-0.0010062i,0.00038111-0.00050483i,0.00027737-0.00034079i,-0.00032824-0.00012538i,-0.00057347+0.00045651i
-0.0025008-0.00083108i,-0.0026266+0.00025458i,-0.0017811+0.0013891i,-0.00040372+0.0020612i,9.6845e-05+0.0012935i,0.0001252+0.0011406i,0.00011183+0.002143i,0.00039261+0.0016412i,0.00048707+0.00096438i,7.3295e-05+0.0012279i,-0.00062943+0.0012505i,-0.00034476+0.0011004i,-6.3325e-05+0.00097129i,-6.0442e-05+0.00041432i,0.00033478+0.00038488i,0.00035824+0.00045536i,-0.00024463+0.00093752i,-0.00047708+0.00096776i,-0.00062069+0.00016786i,-0.0011856+2.9397e-05i,-0.00033348-3.5421e-05i,0.0011599-0.00069264i,0.0012357-0.00029448i
-0.00024458-0.0039124i,-0.00035082-0.0038231i,-0.0016978-0.002838i,-0.0021052-0.001202i,-0.00063472-9.6718e-05i,0.00037569+0.00045959i,0.00086872-0.00046706i,0.00067882-0.0011941i,-0.0004039-0.00026068i,-0.00056166+0.00022187i,-0.00022489+0.00032419i,0.00027188+0.00026193i,0.00069269+0.00053469i,0.00041372+0.00099162i,-0.00033549+0.00085629i,-0.00045049+0.00089183i,-0.0010435+0.00072245i,-0.00099447+9.3601e-05i,0.00014006-0.00045506i,0.00048037-0.00051712i,-0.00016511-0.00044471i,-0.00010498-0.00062827i,0.00061642-0.0009727i
0.00064501-0.00048889i,0.0014455-0.00012433i,0.0019352+2.5886e-05i,0.001887-0.00020438i,0.0016742-0.00014174i,9.9339e-05-0.00011164i,-0.0006001-0.00010344i,-0.00018814-0.00080261i,-0.00056012-0.0011813i,-0.00060475-0.0003048i,0.00084927+0.0003484i,0.0017042+0.00080681i,0.0012648+0.00081404i,0.00068041+0.0005804i,0.00016023+0.00026382i,0.000272+0.00010915i,0.00028154+0.00050264i,-0.00031482+0.00011668i,-0.00073872-0.0006754i,9.4021e-05-0.00060831i,0.0013898-4.6045e-05i,0.0011893+0.00020445i,-8.0107e-05+4.4207e-06i
-0.00084485+0.00052803i,-0.0020068-0.00039033i,-0.0015603+0.00014829i,-8.1993e-05+0.0001865i,0.00063068-0.0010162i,-0.00015238-0.00071275i,-0.00056552+0.000514i,0.0003956+0.00089739i,-3.9832e-05+0.0003367i,-0.00078475+9.8414e-05i,-0.00079158+0.00057147i,2.3306e-05+0.00052866i,0.0011559-0.00041614i,0.00077703-0.00089637i,-0.00026923-0.00014129i,-0.00049908+0.00027525i,-3.3549e-05+0.00013907i,-0.00016783+0.00063625i,-0.00015291+0.00082543i,0.001082+0.00015591i,0.001545+0.00048344i,0.0008007+0.00063452i,0.00053205+0.00039554i
-0.001107+0.00089878i,-0.00049631-0.00023199i,0.00068288+1.4201e-05i,0.0013474+0.00084973i,0.00098839+0.00043268i,0.00096643-0.00068273i,0.0012977-0.00057719i,0.00088516-0.00012956i,-0.00023498-0.00021579i,-0.00039344-0.00028866i,-0.00036214+0.00029324i,-0.0011677+0.00043928i,-0.00069437+0.00019386i,-0.00015598-6.3894e-06i,-0.00052609-0.00066877i,-0.00066483-0.000716i,-0.00042307-0.00029013i,-0.00052751-0.00086546i,-0.0001601-0.00095625i,0.00028322-0.00028357i,-0.00018066-0.0002044i,-0.00043832+1.0207e-05i,-0.00017787+0.0003478i
-0.00027758+0.00025772i,-0.00022871+0.00056342i,3.6736e-06+0.00087581i,0.00055225+0.0002011i,1.6747e-05-0.00015266i,-0.00079417+0.00053921i,0.00018317+0.00041758i,0.0016467-5.037e-05i,0.001248-0.00030035i,-0.00035556+0.00021892i,-0.00079448-0.00020513i,-0.00013295-0.00082284i,-3.0744e-05-0.00011334i,0.00038581+0.00030698i,0.00072922+0.00056826i,-0.00038176+0.00043132i,-0.0013446-0.00082103i,-0.0012098-0.0012232i,-0.0013023-0.00036431i,-0.00070856+0.00018789i,-0.00011932+0.00031877i,-0.00061617-0.00017317i,-0.00065388-0.00041787i
0.00074179+0.00077265i,0.001023+0.00018274i,0.0018944-0.0013755i,0.0022439-0.00112i,0.0012982-0.0010447i,0.00048477-0.0011345i,0.00061395-0.00055222i,0.0010447-0.00062148i,0.0012352-0.00085904i,0.0010097-0.00018201i,9.9021e-05+0.00085047i,-0.00096092+0.00056295i,-0.00081975+0.00034938i,4.241e-05+0.00051277i,0.00063395+0.00025432i,0.00042799+2.6416e-05i,0.00034749-0.00071632i,0.00076387-0.00066001i,0.0009395+0.00031049i,0.00041187+0.00047414i,2.8476e-05+0.00027349i,-0.00057701+0.00038724i,-0.0011236+0.00071065i
-0.0012062-0.00075566i,-0.0010161+7.3206e-05i,-0.0003015+0.0024859i,0.00050958+0.0040914i,0.001465+0.0031744i,0.00044205+0.0017058i,-0.00055369+0.00076562i,0.00067695+0.00068132i,0.00097656-0.00011719i,0.00041277-0.000138i,0.00073025+7.7771e-05i,0.0012634-0.00012827i,0.00093127-4.4916e-05i,-0.00019689-0.00010914i,-0.00021838+4.678e-05i,0.00046423-0.00021142i,7.4581e-05-0.0008799i,-0.0002973-0.00067128i,-0.00019632+0.00010335i,-0.00042634+0.00066352i,-0.00050272+0.0010624i,-2.6549e-05+0.00052467i,0.00059087-0.00018406i
-0.0022013+2.1196e-05i,-0.0018848+0.00050684i,-0.00069611+0.0019246i,0.00066254+0.0017612i,0.0013084+0.00046672i,0.00093581+0.00044302i,0.00071753+0.00012067i,0.0011877-0.00042827i,0.0014279-3.5784e-05i,0.0011678+0.00051019i,0.0010077+0.00022398i,0.000912-0.00032652i,0.00054489-0.00036084i,-0.00026523-0.00023646i,-0.00088176-0.00051472i,-0.00054446-0.001311i,-0.00023322-0.00087712i,-0.00053658+0.00039875i,-0.00067898+0.00047848i,-0.00026004+2.7932e-05i,4.3381e-07+0.00042095i,-0.00047532-0.00015782i,-0.00044146-0.00076527i
-0.00064971-0.00047413i,-0.0015643-0.0011111i,-0.0012252-0.00075771i,-0.00037871-0.00089031i,0.00021362-0.0013247i,0.00034819+3.659e-05i,0.00027319+0.00087963i,-0.00021962-0.0004293i,-0.001188-0.0015582i,-0.00098667-0.00093248i,-0.00051055+5.5266e-05i,-0.00043325-8.4219e-05i,-0.00052378-0.00024561i,-0.00046315-0.0005879i,-0.000298-0.00043949i,6.9863e-05-0.00033901i,0.00043261-0.00023619i,0.00075475+0.00032746i,0.00088528+1.4917e-05i,0.0005638-1.1447e-05i,0.00031211+0.00020105i,0.000615+0.00050923i,-0.00017492+0.00050679i
-2.0195e-05-0.002053i,0.00034719-0.0019521i,0.0016818-0.0022124i,0.0021421-0.0019527i,0.0011863-0.00046884i,0.00011224+0.000641i,-0.00037269+0.00033469i,0.00037428-0.00047874i,0.00037558-0.00085397i,-0.00053664-0.00034496i,-0.00092535+0.00035092i,-0.00012491+1.107e-05i,0.00016617-0.00055648i,-0.00050554-0.00030419i,-0.00059667-9.986e-05i,0.00046309-0.00013768i,0.00055066+0.00020072i,-0.00045851+0.00068483i,-0.00085564+0.000266i,-0.0003987+0.00014389i,8.3498e-05+0.00025588i,0.00043188-0.00041965i,0.00062296-0.0007453i
-0.001085+0.00065991i,-0.0017778+0.0016585i,-0.0010528+0.0033406i,0.0011193+0.0034746i,0.0013856+0.0029386i,0.00070979+0.0015797i,0.00015866+0.0010305i,-0.00027051+0.0002221i,-7.1736e-05-0.00056098i,0.00038843-0.00011085i,0.00041701+0.0005994i,0.00018944+0.001204i,4.141e-05-8.3312e-05i,-0.00057302-0.00083521i,-0.00057969-5.9686e-05i,8.971e-05-0.00010781i,0.00080113+0.00023538i,0.00045748+0.0006336i,-0.00013689+0.00043339i,-5.3968e-05+0.0003201i,0.00032626-0.00030807i,0.00034967-0.00046013i,4.8136e-05+0.00029824i
-0.00083186-0.00057084i,-0.0010578-0.00012334i,-0.0013979-0.0012135i,-0.00069944-0.0015861i,-0.00037252-0.0013245i,-0.00098877-0.00067739i,-0.0003338-0.0010323i,0.0003384-0.0012863i,-0.00031787-0.0010495i,-0.00061165-0.00038931i,-0.00015059-0.00053096i,0.00056594-0.00055084i,0.00055928+0.00015512i,-0.00049877+0.00032208i,-0.00072626-0.00015507i,-0.00083273-0.00023148i,-0.00099533+0.00061741i,8.9184e-05+0.0011127i,0.00027416+0.00099214i,0.00022428+0.00040011i,-0.00033102+3.982e-05i,-0.00024567-0.00018819i,0.00034215-0.0010357i
-0.0011785-0.0027888i,-0.0018711-0.0017442i,-0.0017264+0.00033851i,-0.00033205+0.0014453i,0.0002504+0.0011551i,0.00051238+0.00056149i,0.00049047+0.00018666i,-6.9936e-05-0.00035627i,-0.000696-0.00048053i,-0.001241-0.00037187i,-0.0011868-0.00069553i,-0.00033441-0.00023567i,0.00047618+0.00020951i,0.00052136-0.00043839i,-0.00041872-0.00067412i,-0.00027338-0.0003711i,0.00045272+0.00022768i,0.00034931+0.00046508i,0.00068556+0.00026321i,0.00087623+0.00030407i,0.00049476+0.00026656i,0.00014721+0.00039195i,-5.759e-05+0.0011926i
-0.00034921-0.0023044i,-0.0015292-0.0021115i,-0.0012245-0.0012694i,-0.00093416-0.00079377i,-0.0011234-0.00040034i,-0.00043967-9.7452e-07i,-0.00011673+9.0772e-05i,-2.601e-05-0.00073306i,0.0005482-0.00085673i,0.00064248+7.2383e-05i,-0.00012426-0.00018197i,0.00014755-0.00047842i,0.00088763-0.00014491i,0.00062122-0.00060463i,-9.7337e-05-0.00062404i,-0.00041819+0.00024433i,-0.00041503+0.00074376i,0.00030302+0.00030925i,0.00091958+0.00028292i,0.00021329+0.00037523i,-0.00038225+0.0002237i,-0.00052024+0.00039903i,-0.00054225+0.00092485i
-0.0015096-0.0024062i,-0.0011994-0.001811i,-0.00030623-0.0001984i,0.0011648+0.0014846i,0.0016381+0.001468i,0.0017006+0.00083119i,0.00087696+0.00047438i,-0.00016961+3.2516e-05i,-0.00028918+0.00030934i,0.00013421+0.00050234i,0.00064915-7.7863e-05i,0.00056525+0.00013426i,0.00029999+0.00051464i,0.00033032+0.0003275i,7.3365e-05-0.00048052i,0.00033267-0.0008119i,0.0005334-0.00011113i,1.2342e-05+0.00082689i,-0.00025812+0.00043784i,3.0331e-05-0.00048385i,0.00019352-0.00020616i,0.00052331+0.00014268i,0.00024553+3.9163e-05i
0.0003237+0.0014588i,0.0007898+5.4633e-05i,0.00092712-0.0002604i,0.0010699+0.00034701i,0.001176-0.0014826i,0.00046643-0.0014814i,-1.2933e-05-0.00023479i,9.465e-05-0.00048927i,8.6376e-05-0.00038569i,-0.00011057-2.092e-05i,-0.00038202-0.00015909i,0.00015971-0.00034631i,0.00051821-7.3365e-05i,0.00041939+6.095e-05i,0.00020121+3.2762e-05i,0.00030511+0.00026646i,7.2907e-05+0.00054393i,-0.00036439-0.00015201i,-6.2312e-06+2.2334e-05i,0.00022369+0.00026484i,-9.0158e-06+0.00046375i,0.00027006+0.00063101i,0.00051176-1.9419e-05i
0.0011214+0.0016485i,0.0012237+0.0013668i,0.0013142+0.00029085i,0.001812-1.1751e-05i,0.0021698+0.0001665i,0.0013816+5.992e-06i,0.0005825+0.00048951i,3.5844e-05+0.00042605i,0.0007852-0.00010097i,0.0010999+6.2011e-05i,4.3581e-05-1.0941e-05i,-5.8023e-05+4.3331e-05i,0.00053243+0.00011768i,0.00053656+8.1747e-05i,0.00017553+0.00064157i,-0.00014184+0.00054465i,-0.00028706+8.4221e-05i,-0.00049601-0.00017464i,-0.00080265-0.00011904i,-0.00034954+0.00051615i,-0.00010865+0.00084296i,-0.0004478+0.00080953i,-0.00031292+0.00089786i
0.00076454-0.0022364i,1.587e-05-0.0021309i,4.7789e-05-0.0017571i,9.6072e-05-0.0012104i,-0.00042093-0.0013667i,-0.00083416-0.00059785i,-0.00010206+0.00064348i,0.00076813+0.00014841i,0.0005176-0.00083939i,-2.3234e-05-0.00030563i,0.00029695+0.00052846i,9.8069e-05+0.00076883i,-0.00038089+0.00040524i,-0.00033666-0.00075722i,-0.00064961-0.00029175i,-0.0010486+0.00050083i,-0.0016641-1.3714e-05i,-0.0017327-0.00072032i,-0.00073188-0.0004132i,-0.00046841+6.1507e-05i,-0.00076808+9.736e-05i,-0.00048609-3.9046e-05i,-0.00045658-0.00064229i
-0.001253+0.00053337i,-0.0006173+0.0012666i,-0.00070915+0.0026798i,0.0001935+0.0029784i,-6.7829e-05+0.0015347i,-0.00073011-0.00033048i,-8.1953e-05-0.00090147i,0.00067342-0.00035044i,0.00093253-0.00018503i,0.00095292-0.00059466i,0.0011271-0.0013929i,0.00080544-0.0012123i,-0.00014769-0.00019702i,-0.00044594-0.00046464i,-9.5645e-05-0.00056592i,0.00019247+0.00019038i,-0.00014116+4.9309e-05i,0.00037828-0.00020804i,0.00074492+4.3486e-05i,7.9786e-06+0.00014179i,-0.00089411+0.00026128i,-0.00095053+0.00059462i,-0.00016174+0.00035465i
-0.00229-9.9304e-05i,-0.0014138+8.9438e-05i,-0.00020543+0.00022519i,0.0012684+0.00073271i,0.0024815+0.00025352i,0.0020853-0.00013272i,0.0011501+0.00029299i,0.00097907+0.00024693i,0.00085093-0.00061421i,0.00061612+4.4705e-05i,0.00017521+0.00048471i,-0.00021862-0.00089696i,9.1594e-06-0.0014803i,0.00028534-0.0015642i,0.00035545-0.00091129i,0.0001006+0.00039732i,-3.4563e-05+0.0014308i,-3.9913e-05+0.0015271i,-0.00047281+0.001221i,-0.00013891+0.00079262i,0.00074649+0.00082132i,0.0016523+0.00096254i,0.0014191+0.0010564i
-0.003392-0.00067413i,-0.003087+0.00014757i,-0.0015943+0.0014558i,0.00040253+0.0022146i,0.00072507+0.0015349i,0.00038267+0.00093388i,0.00079156+0.00091529i,0.00068529+0.00061842i,-0.00011736-0.00050712i,-0.00080595-0.0010567i,-0.00095089-0.00041964i,-0.00029581+0.00038956i,0.00093224+0.00074528i,0.0014285-0.00019247i,0.00053763-0.00033631i,0.00011362+0.00042529i,0.00034377+0.00085776i,0.00013947+0.0012807i,-5.9478e-05+0.00066135i,3.5682e-05+0.00012959i,7.5646e-05+0.00036771i,0.00033441+0.00018953i,0.00020406-0.00038852i
