0.0010178-0.00089457i,0.0010548-0.0011857i,9.1367e-05-0.0024219i,-0.0008712-0.0022049i,-0.00048055-0.0011955i,-0.0001788+0.00077473i,8.7003e-05+0.0014019i,0.0016231+0.0011165i,0.0020667+0.00058398i,0.00094491-0.00025439i,0.0006995-0.0006088i,0.0011019-0.00038844i,0.0010243+0.00023039i,0.00029928+0.00049481i,-0.00031467+0.00055102i,-0.00019245+0.00039822i,-0.00058106+0.00041527i,-0.00097389+0.0010007i,-0.001005+0.00074632i,-0.00092501-0.00020029i,-0.00016394+0.00016497i,0.00066136+0.00071081i,0.00059397+0.0003039i
0.00033458+0.00078565i,0.0012189+0.0013221i,0.0024132+0.0028664i,0.0017757+0.0029195i,0.0011287+0.0010549i,0.0014271-0.00040751i,0.0014193-0.00059307i,0.00085013-0.00036955i,0.00050944+0.00044246i,0.00060553+0.00052528i,0.00028928+2.5284e-05i,0.00064379+0.00012594i,0.00026707+0.00022716i,-0.00088512+0.00010282i,-0.0012667+0.00020375i,-0.00099792+0.00056208i,-0.00031627+0.00029547i,-0.00012499-0.00069363i,-0.00065172-0.0010336i,-0.00028032-0.00023606i,0.0003937-0.00015838i,0.00023951-0.00024785i,0.00011517+4.0252e-06i
0.0019657-7.1866e-05i,0.0013955+0.00019985i,0.00081802-0.0007739i,0.00091761-0.0020634i,0.0005184-0.0023804i,0.00030975-0.001216i,0.00087983-0.00032334i,0.0012093-5.8382e-05i,0.00054652+0.00030725i,-0.00024965-9.3159e-05i,-0.0007058-0.00036303i,-0.00075297-6.3646e-05i,-0.00037461+0.0010156i,-0.00083401+0.0010824i,-0.00058021+2.4695e-06i,0.00037178-0.00064523i,0.00072198-0.00078127i,0.00020909-0.00081444i,-0.00020133-0.0011874i,-0.00021734-0.00067529i,-0.00046327-1.7206e-05i,-0.00064162-0.00013617i,-0.00024218-0.00015407i
0.00083511+0.00050332i,0.001694-0.00014021i,0.0018088-0.0015028i,0.0011785-0.0020417i,0.0010067-0.0021398i,8.9896e-08-0.0010483i,-0.00015916-0.00011382i,0.00038375+8.5549e-06i,4.4515e-05-8.555e-05i,-0.00035134+0.00015684i,-0.00040446-1.0979e-05i,-0.00074591-0.0002297i,-0.0011204-4.7164e-05i,-0.0015602+0.00021655i,-0.0012659+0.00038333i,-0.00055288-8.8207e-05i,0.00016986-0.00085899i,0.0007265-0.0010845i,0.00052574-0.00051991i,-0.00021253-0.00063991i,-0.00099386-0.00099863i,-0.00085036-0.00068689i,0.00036108-0.00078741i
0.00022826-0.0011267i,-0.0010094-0.0013504i,-0.00032655-0.00070214i,0.00080461-0.0010591i,0.0012236-0.0015962i,0.0013951-0.0006749i,0.0019308+0.00018989i,0.0020415+0.00023527i,0.0012294-0.00034149i,0.0011949-9.3603e-05i,0.0013593-0.00015516i,0.00070007-0.00037908i,0.00029751-0.00043868i,0.00030783-0.00061251i,0.00023832-0.000341i,0.0001618-0.00041532i,-0.00018835-0.00015625i,-4.709e-05+0.00044929i,0.00033062+0.00086549i,-7.1352e-05+5.7649e-05i,0.00010312-8.7808e-06i,0.00057889+0.0005771i,3.2111e-05+0.00025811i
0.0010251+0.00072173i,0.001134+0.0010426i,0.00050802+0.00035998i,0.00098152-0.00073622i,0.0012782-0.0010948i,0.00067529-0.00012565i,-0.00034975+0.00065565i,-0.0011232+0.00029538i,-0.00085602-0.00046737i,-0.00036876-0.00094155i,0.00011413+0.00027671i,0.00043847+0.00082532i,0.00033639-0.00012975i,-0.00039912-0.00040116i,-0.00065177-0.00036271i,-0.00024724-0.00012272i,-0.00037629+0.00026798i,-0.00069479+0.00064514i,-0.00059568+0.00062845i,-0.0002602+0.00068672i,-0.00033832+0.0010104i,-0.00079368+0.00053647i,-0.00098266-0.00058037i
0.00026157+0.00083455i,0.00056139+0.00039788i,0.0011815-0.00052878i,0.0021223-0.00065691i,0.0016583+0.000502i,0.00067034+0.0016212i,0.00052042+0.0018782i,0.00073771+0.0009626i,0.00044499+0.00027458i,-0.00053828-0.00012038i,-0.00088182-0.00059245i,-0.00068833-0.00047226i,-0.00022614-0.00037852i,-0.00010788-0.00068924i,-0.0002864-0.00029309i,-0.00056823+0.00024837i,-0.00080396+0.00012301i,-0.00058037-9.4655e-05i,-0.0010699-0.00010933i,-0.0015494+0.00018483i,-0.001185+0.00068677i,-0.00052494+0.0011595i,-0.00018288+0.00049398i
-0.00015758+0.0014864i,-1.0513e-06+0.00091082i,0.00064885+0.00032906i,0.00038814+0.00029822i,0.00082343+0.00033415i,0.0011797+0.00063177i,0.000614+0.00054941i,0.0010923+0.000185i,0.00075065-0.00049347i,-0.00040518-0.00011062i,-0.00031327+0.00048784i,-0.00018275+0.00067432i,-0.00085164+0.0015077i,-0.00048485+0.0015987i,2.9211e-05+0.00038717i,-0.00012979-0.00059022i,-0.00065849-0.00094206i,-0.00058318-0.0015137i,-0.00043697-0.0012513i,-0.00088985-0.00033563i,-0.00071081-4.3769e-05i,-3.883e-05+0.00044073i,-1.2332e-05+0.00056102i
0.00131-3.9574e-06i,0.00077219-0.00077509i,0.001087-0.00076311i,0.0013637-0.00032196i,0.00077472-0.00049529i,0.00025987-0.00039375i,0.00029942-5.049e-05i,0.00057046+5.23e-05i,-0.00028926+0.00052112i,-0.0014075+0.00074137i,-0.00095643+0.00031115i,7.8113e-05-7.811e-05i,0.00016464-0.00018301i,0.00050202-0.00033112i,0.0011878-0.00051953i,0.0007921-0.00064936i,-0.00061141-0.00031586i,-0.0010185-0.00080039i,-0.00029785-0.0010829i,-0.00025026-3.2022e-05i,0.00011499+0.00077568i,0.00043057+0.0009117i,0.00066087+0.0010374i
0.00061524+0.0011105i,0.0005363+0.001697i,0.0005328+0.0014213i,0.00067507+0.0015131i,0.00099749+0.0011242i,0.00077732+0.0005429i,0.00030986+0.00082338i,0.0005403+0.00018161i,0.00063652-0.00020852i,0.00028226+5.5184e-05i,-4.6798e-05-0.00015809i,0.00068553-0.00024859i,0.0016409+0.00013057i,0.00088288+0.00025326i,5.7394e-05-0.00017632i,0.00023946-0.00042861i,-0.0003499-9.2984e-05i,-0.0008764-0.00018358i,-0.00051308-0.00056469i,-0.00029295-0.000505i,-0.00032186-0.00074793i,-0.00069873-0.00019833i,-0.00075972+0.00096973i
0.001583+0.00021863i,0.001547+0.0011226i,0.0013494+0.0008474i,0.0017821+7.8264e-05i,0.0013074-0.00010037i,0.00071582+0.00024988i,0.00075828+0.00078709i,0.00032158+0.0012797i,-9.6092e-05+0.00068498i,0.00038478+0.00016109i,0.0004283+0.00013889i,2.2466e-05-0.00011129i,9.8777e-05-0.00050359i,-0.00018043-0.00044283i,-0.0010985+0.00023207i,-0.00044106+7.6563e-05i,0.00036672-0.00047806i,0.00069687+0.0001813i,9.1063e-05-0.00012589i,-0.00060512-0.00047808i,-0.00044269+0.00035224i,-0.0002072+0.00048638i,-0.00018177-0.00015049i
-0.001821-0.00056645i,-0.00043898+8.3381e-05i,0.0014321+0.00023793i,0.0011996-5.1451e-05i,0.0011442-0.00095445i,0.001269-0.0014397i,0.00061619-0.00030921i,-0.00046424+0.00048143i,-0.00091773+0.00042751i,-0.00025767-5.7807e-05i,0.00041096-0.00018579i,0.00011803+0.00031092i,-0.00031577+0.00018455i,-0.00056671-0.00051508i,-5.7992e-05-0.0004435i,0.00027443+0.00056054i,0.00016369+0.0015412i,0.00017852+0.00067109i,-0.00013798+0.00016712i,-1.9244e-05+0.00036518i,0.00057603+0.00021704i,0.00037884+0.00036341i,0.00059553+0.00054274i
-0.00012967-0.00058989i,-0.0011116-0.00090396i,-0.0013492-0.00016237i,-4.24e-05+0.00014546i,0.0013681+0.00049103i,0.0017372+0.00053587i,0.00074064-0.00019439i,-0.00020487-0.0001469i,-0.00062982-0.00030848i,-0.00063432-0.00092821i,-0.00034121-0.00082529i,-7.3933e-05-0.00034017i,-0.00019563-7.8042e-05i,-0.00082225-0.00019995i,-0.00054611-0.00040909i,-0.00031958-0.00042195i,-0.00050664+0.00022054i,-9.2266e-05+0.00045933i,-4.7191e-05-5.3614e-05i,-0.00049191-0.00024716i,-0.001285-0.00044367i,-0.0010554-0.00068344i,-0.00015151-0.00079468i
-0.00091235+0.0011821i,-2.9027e-05+0.0011015i,0.001014+0.00088142i,0.0017214+0.0012445i,0.0025575+0.0010867i,0.0019494+0.00057461i,0.00083708+0.00030557i,0.00052236+0.0011304i,0.00011047+0.0012097i,8.7724e-05+0.0008706i,5.3093e-05+0.00016247i,0.00010999+0.00018632i,0.00050353+0.00014937i,0.00026223+9.476e-05i,0.00012557+0.00050134i,-5.3363e-05+0.0004034i,2.519e-05+1.416e-05i,0.00053329-0.00043825i,0.0012595-0.00047451i,0.00090568+6.8613e-05i,-0.0003478+0.00017864i,-0.00033233+0.0013117i,2.7085e-05+0.0017763i
0.0029467+0.00076725i,0.0026555+0.00033739i,0.0017768-0.00093212i,0.0011997-0.0018225i,0.0010504-0.0011528i,0.00033267-0.00053871i,0.0006656+0.00011618i,0.0010399+0.00027669i,0.00033735-0.00022471i,-0.00017633-0.00054235i,0.0003205-0.00045514i,0.00055895+0.00011927i,-0.00029975+0.00028237i,-0.00050071+0.0002089i,-9.2046e-05+0.00031824i,0.00027429+0.00011885i,0.00031529+4.1529e-05i,-0.0003178+0.00038919i,-0.00065865+0.0004237i,-0.0010431-6.8389e-05i,-0.0010597-0.00065485i,-0.00029553-0.0005281i,0.00041086-0.00045886i
-0.0010679+0.00083326i,-0.0012779-0.00042886i,-0.00049609+0.00015649i,0.0014574+0.0014302i,0.0023937+0.0011319i,0.0017535+0.00077122i,0.0006652+0.00041971i,0.00030699+0.00027809i,5.4214e-06+0.00062926i,-0.00040751+0.00026022i,-3.6306e-05-0.00031716i,-2.5696e-05-0.00074124i,-0.00046268-0.000177i,-0.00051245-9.5966e-05i,-0.00062575-0.00050917i,-0.00046675-0.00017802i,0.00048871+6.6558e-05i,0.00074042+8.0565e-05i,1.7111e-05-5.7148e-05i,1.5458e-05-5.7745e-05i,0.00036956-6.4813e-05i,6.7189e-05-0.0004799i,-7.5042e-05-0.00096216i
-0.00041738-0.0015928i,-0.00042257-0.00088073i,-0.00047243+0.0015805i,3.839e-05+0.002637i,0.00078356+0.001172i,0.00064609+0.00045355i,-2.0085e-05+0.0007343i,2.3918e-05+0.00086588i,0.00043708+0.00036859i,0.00070944+0.00034308i,0.0007531+0.00011334i,0.00076874+0.00010471i,0.00061202+0.00015831i,0.00067065-0.00052481i,0.00080635-0.000428i,0.0003422-0.001081i,0.00035042-0.00074241i,6.2149e-05+0.00023792i,-0.00073515+8.6142e-05i,-0.00060634-0.00045276i,-0.00040297-0.00030995i,-0.0004294+0.00042988i,-0.00047603+0.00094586i
-0.0022481+0.0024296i,-0.0010648+0.0026132i,0.00053534+0.0016605i,0.0022738+0.00088297i,0.0033903+0.00095365i,0.0016969-0.00068493i,-0.0001166-0.00093345i,-0.0004775+0.00061477i,-0.00012428+0.00031941i,0.00042722-0.00042661i,0.00059198-0.00043049i,0.00042808-0.00030649i,-0.00035004-8.5152e-05i,-0.0011609+0.00026999i,-0.00106+0.00060061i,-0.00027305+0.00099961i,0.00046261+0.0009949i,0.0005954+0.00046764i,4.9871e-06+6.3521e-05i,-0.00041216+0.00024153i,-0.00070888+0.00059234i,-0.00085729+0.0003314i,-2.9381e-05-0.00026044i
-0.0011035-0.0017899i,-0.00065669-0.0014439i,-0.00028828-0.00020906i,0.0009701+0.00079263i,0.0020757+0.00088834i,0.0013631+0.00028591i,0.00028136+0.00030407i,-0.00066282+8.3594e-05i,-0.0014697+7.9043e-05i,-0.00097431+0.00094954i,-9.9913e-05+0.0010148i,0.0001901+0.00062768i,0.00076085-8.0449e-05i,0.0010324-0.00078346i,0.00096044-0.00011863i,0.00059003+0.0011025i,-0.00012677+0.0010685i,-0.00016737+0.00030486i,-0.00012412-0.00020879i,0.00035816-0.00025997i,0.00077614+9.3437e-05i,0.00069061+0.00032679i,0.0010298+0.00041568i
-0.0019549+0.0024695i,-0.00080634+0.0025526i,0.00013441+0.0033162i,0.00023443+0.0021483i,0.00060584+0.00050214i,0.0013518-0.00016486i,0.00064063+5.7484e-05i,0.00019767+0.00027501i,0.0006049+0.00075709i,0.00024796+0.00067635i,-0.00069219-7.015e-05i,-0.00078041-0.00057668i,-0.00041772-0.00040781i,-0.00050398-0.00052423i,6.7543e-05-0.0005511i,0.00051604+0.0002565i,-0.00029531+0.00016641i,-0.00049361-0.00030183i,0.00017218-0.0010112i,0.00019937-0.00084076i,-8.4431e-05+0.00023373i,-0.00015995+0.00041518i,-0.00032728+0.00038993i
0.00054439-0.0021225i,-0.00012149-0.0011219i,-0.0019137-0.0021158i,-0.0019205-0.0011784i,-0.00086508+0.00079763i,-4.8894e-05+0.0014228i,0.00014435+0.00032663i,-0.00036939-5.6691e-05i,-0.00032339+0.00051162i,-0.00033226+0.00046675i,-0.00082514-0.00010663i,-0.0013236-0.00057121i,-0.00074185-0.00071266i,0.00042066-0.00035261i,0.00082172-3.1492e-05i,0.00055675-7.3262e-05i,-0.00011842-0.00026657i,-0.00075513-0.00027943i,-0.00059847-0.00037512i,-0.00039447-0.00038858i,-7.255e-05-0.00057795i,0.00044413-0.000346i,0.0003757+0.00034773i
-0.0018533-0.00012916i,-0.0022736+0.0019579i,-0.0018664+0.00314i,0.0010603+0.0029536i,0.0019105+0.0016582i,0.00098403-9.4745e-05i,0.00021304-0.0009047i,-0.00072727-0.00050509i,-0.000839+7.1112e-05i,-0.00092684-0.00013453i,-0.0004011-0.00022132i,0.00016194-0.00021325i,0.0005287-0.00062948i,0.00094519-0.00048663i,0.00050261-0.00010127i,-0.00069079-0.00055853i,-0.0011462-0.00097873i,-0.00051974-0.0004809i,0.00020476+0.00032542i,0.00061933+0.00010242i,0.0010839-0.00044412i,0.00051599-0.00043898i,-8.4764e-05-0.00027086i
-0.0022409+0.0029409i,-0.0015139+0.0034358i,0.000468+0.0033868i,0.0033726+0.0019123i,0.0044958+0.0012637i,0.0025565+0.00055648i,0.00058599-4.3189e-05i,7.6575e-05-9.0646e-05i,0.00024243-0.00015675i,0.0011947+0.000198i,0.0018597-6.4879e-05i,0.00097715-0.00090386i,0.00015409-0.00092504i,-0.0005592-0.00076214i,-0.00093286-0.00067381i,-0.0005726-0.00017657i,-0.00058097+0.00011752i,-0.00064959+0.001125i,7.9303e-05+0.0020769i,0.00014371+0.0011727i,-0.00019808+1.8286e-06i,-6.4838e-05-0.00035295i,-0.00034428+6.2604e-05i
0.00025985+0.00061035i,-0.00026927+0.00063279i,-0.0016809+0.0011549i,-0.00064037+0.0011997i,0.00082893-0.00015628i,0.00094164-0.0012552i,6.0158e-05-0.00074179i,9.5297e-05+7.3492e-05i,0.00040254+0.00028199i,4.9337e-05+0.00064917i,-0.00045903+0.00089728i,-1.2705e-05-0.00033653i,6.7937e-06-0.00088444i,0.00012604-0.0005168i,0.00038122-0.00037654i,8.4223e-05-4.6437e-05i,0.00014858+0.00028599i,-0.00021937-0.00041187i,-0.00060604-0.00050438i,4.8619e-05-0.00023238i,0.00028399-1.4036e-06i,4.2952e-05+0.0001806i,-8.8415e-05-6.6937e-05i
0.00074842-0.0016497i,-0.0004626-0.001028i,-0.0009596+0.00045792i,-0.00070021+0.0008847i,-6.1118e-06-0.00014222i,0.00072895+2.4903e-05i,0.00027492+0.00064572i,-0.00040157+0.0001698i,9.3541e-05-0.00014371i,0.0006273+0.00061753i,0.00016861+0.00077551i,-0.00015708+0.0003152i,4.4389e-05+0.00016108i,6.7882e-05-0.0002044i,5.9609e-05-0.00027163i,0.00019152+0.00042716i,0.00023793+0.00047813i,0.00054878-0.00010065i,0.00078178-0.00043565i,0.00026082-0.00013754i,0.00010653+7.8105e-05i,0.00015339-0.00016722i,0.00025013+0.0002867i
-0.0025256+0.00073272i,-0.0020773+0.00062251i,-0.0016791+0.00054576i,-0.00010743+0.0010091i,0.0020875+0.00089863i,0.0027348-0.00058661i,0.0011255-0.00059984i,-0.0001339+0.00057087i,-0.00040491+0.00043163i,-5.6321e-05+0.00015017i,0.00018038+0.00034206i,0.00019717+0.00022695i,0.00012883-0.00018683i,0.00048749-0.00066564i,0.00084421-0.00013598i,0.0006792-0.00036969i,0.00052061-0.00018925i,0.00034934+0.00034299i,-5.3435e-05+3.6571e-05i,-0.00066669+9.9859e-05i,-0.001209+0.00027101i,-0.00077323+0.00033984i,-8.5609e-05+0.00036659i
-0.0016328-0.00057897i,-0.0013724-0.00045137i,-0.00051187+0.00042529i,0.0012229+0.0011262i,0.001624+0.00078535i,0.00095864-0.00018944i,0.00024646-0.00066998i,0.00041307-0.00052287i,0.00063567-8.0689e-06i,0.00016421+3.8853e-05i,-2.3107e-05-0.00018493i,0.00036231+0.00052561i,0.00083919+0.00025999i,0.00072842-9.8628e-05i,0.00041514-0.00022006i,0.00081678-0.00063931i,0.001195-0.0004503i,0.0005693-0.00089047i,0.00026769-0.0010603i,0.00062286-0.00049543i,0.00057651-0.00011537i,0.00049989-6.0322e-05i,0.00060811-0.00021227i
0.001409+0.00026275i,0.00107+0.00044501i,0.0013604-0.0002794i,0.0011628-0.0003771i,0.0011051-0.00039111i,0.00082559-0.00020359i,0.0010116-0.00079292i,0.0011408-0.00041791i,-9.2523e-06+0.00045329i,-0.00014923-4.8098e-06i,0.0011482-0.00051633i,0.0010072-0.00042926i,0.0001476-0.00010836i,-7.9152e-05+0.00022063i,-0.00073084-0.00022641i,-0.00081472-0.00073595i,-0.00071348-0.00088596i,-0.00022355+0.0002041i,9.0316e-05+0.00072457i,0.00034162+0.0002805i,0.00025939+0.00088437i,3.2572e-05+0.00091569i,0.00022767+0.00016303i
0.0017072+0.0022187i,0.0016884+0.0018297i,0.0015435+2.8087e-05i,0.0022968-0.00096275i,0.0026424-0.0013682i,0.0013189-0.001212i,-0.0002105-0.00094165i,0.00027106+8.7323e-05i,0.00094018+0.00077452i,4.4438e-05+0.00054981i,-0.0002919-0.00015064i,-0.00021855-0.00011918i,-0.00093278+0.00026292i,-0.0011979-6.8809e-05i,-0.00021487-0.0009638i,0.0010158-0.00060223i,0.00089165+7e-05i,0.00030228+0.00029819i,0.0001646+0.00011441i,-0.00022531+0.0001235i,-0.00054704+7.6905e-06i,5.4219e-05-0.00026829i,0.00064986-0.00047941i
0.00051382+0.0015415i,-0.0008283+0.0011823i,-0.00099665+0.00074822i,-2.7607e-05-0.00019904i,0.00092756-0.00032426i,0.0007121+9.8893e-05i,-0.00026888-6.1501e-05i,-0.00043288-0.00011927i,-0.00022612+0.0001323i,0.00034469+9.3065e-05i,5.5391e-05+0.00061217i,-0.0006326+0.00092991i,-0.00040581-7.9834e-05i,0.00010952+6.6582e-06i,0.00058395+0.00064476i,0.0010082+0.00079708i,0.00047042+0.0007159i,0.0001324+0.00022614i,-4.3049e-05-0.00051786i,-0.00022388-0.00028217i,-0.00017723+0.00011359i,-0.00044237-0.00045366i,-0.00066567-6.0544e-05i
0.00033058-0.00039599i,0.0012712-0.00085805i,0.0016998-0.0018331i,0.0015307-0.001332i,0.00058115+0.00014555i,0.00043956+0.00057678i,0.00040718+0.0010657i,-0.00019042+0.00092058i,-0.0006535+0.00039422i,-0.00095884+0.00027802i,-0.00093268+9.0739e-05i,-0.00060814+0.00011907i,-7.4877e-05+0.00016698i,-0.00023241-0.00010737i,-0.00041338+7.1471e-05i,4.0537e-05-1.6543e-05i,0.00019686-0.00012489i,-0.00012494-4.9224e-05i,-0.00027947+0.00042434i,-0.00065945+0.0006921i,-0.00079366+0.00033243i,-0.00020367+0.00116i,0.00070192+0.0011852i
0.0016071+0.00067681i,0.0011447+0.0015236i,0.0015285+0.0012156i,0.0022196-0.00012797i,0.0023588-0.0011007i,0.0018794-0.001266i,0.00084295-0.00014763i,0.00085963+0.00043658i,0.0015418+0.00025358i,6.4977e-06-0.00036209i,-0.0011123-0.0011825i,-0.00028553-0.0007413i,0.00056826+5.0607e-05i,0.00031163-2.2373e-05i,-0.00079412-0.00029307i,-0.00050527-0.00032831i,0.00016286+0.00029115i,-0.00016204+0.0012196i,-0.00057873+0.00096438i,-0.0011188+8.5103e-05i,-0.00064547-0.00030122i,0.00057085+7.8905e-05i,0.00078592+0.00028929i
0.0021627+0.0010691i,0.001775+0.0011105i,0.0022451+0.00037934i,0.0019504-0.00050595i,0.00077787-0.00077759i,0.00027242-0.0010983i,0.00026888-0.0011668i,0.00047556-0.00049322i,0.00080243-7.0103e-05i,0.00040169-0.00079045i,-6.3836e-05-0.0008825i,-0.00040745-0.00037281i,-0.001149-0.00019394i,-0.0010351+0.00027998i,-0.00083239+0.00045399i,-0.00016001-0.00027301i,0.0004971-0.00099697i,0.00023478-0.00078577i,0.00055831+0.00031856i,0.0013753+0.00093326i,0.001458+0.00053847i,0.00071355+0.00060697i,-0.00010127+0.00049834i
9.3182e-05+0.00092583i,0.00061442+0.0007912i,0.0018207+0.00013893i,0.0021114-0.00094064i,0.001579-0.0019583i,0.0008058-0.00048824i,4.7828e-07+0.00035114i,1.8483e-05+0.00031429i,0.00023407+1.7879e-05i,3.1451e-05+0.00037659i,-0.00016964+0.0011079i,-0.00020465+0.001203i,-0.00045249+0.00063764i,-0.00027021+0.00042635i,0.00014512+9.241e-05i,0.00098016-0.00067923i,0.0016976-0.00083774i,0.00095099-0.00030701i,0.00026168+0.00020865i,-0.00023465+0.00051165i,-0.00094755+7.9841e-05i,-0.0013431-0.00065616i,-0.00067802-0.00053367i
0.0004632-0.00056754i,-0.0001617-0.001381i,-0.00021063-0.0008184i,0.00026623+0.00061111i,0.0013908+0.00010009i,0.0021855-0.0008408i,0.0010699-0.00030748i,0.00040591+0.00010818i,0.0010138-0.00019717i,0.0013188-0.0003516i,0.00082525+0.00018427i,1.413e-05-0.00016659i,-0.00036692-0.00020903i,-0.00015264-8.3431e-05i,-0.00043026-0.00030093i,-0.00075398-0.00026678i,-1.0111e-05-0.00051379i,0.00030001-0.00048433i,-0.00054933-0.00056832i,-0.00092707-0.00015358i,-0.00075372+0.00063414i,-0.00067582+0.0004115i,-0.00071122+0.00010568i
9.4187e-05+0.00038329i,-0.00053764+0.00075769i,-5.8694e-05+0.0012504i,0.0015725+0.0016187i,0.0016331+0.00089729i,0.00075339+0.00038094i,0.00045801+0.00084383i,0.00029624+0.00080122i,1.488e-05+0.00026884i,-0.00065146-0.00017574i,-8.1713e-06+0.00020544i,0.00071553+0.00066104i,-3.7668e-05+0.00060576i,-0.00032528+0.00031073i,4.2324e-05-0.0001445i,0.00047235-0.00067063i,0.00026839-0.00074783i,-0.00023319-0.00033472i,-0.00053991+0.00025692i,-0.00081922+0.00097669i,-0.0007311+0.0012408i,-0.00020894+0.001004i,-0.00010785+0.00061114i
0.0017865-0.0011625i,0.0019574-0.00080643i,0.0023656-0.0011284i,0.0024015-0.0021454i,0.0014814-0.0020734i,0.0006278-0.0010415i,0.00076259+4.3883e-06i,0.00069811+0.00052431i,0.00036548+0.0006664i,0.00043289+0.000207i,0.00082694+0.00033901i,0.00010268+0.000784i,-0.00049442-6.6932e-06i,-0.00035648-0.00053597i,-2.0506e-05+0.00021625i,0.00018914+0.00030858i,3.673e-05+0.00011587i,-0.00020457-0.00011995i,-0.00041933-0.00053725i,-0.00040782-0.00019398i,-0.00015963-4.9779e-05i,0.00033957+0.00029933i,0.0004655+0.00036938i
-0.00057312+0.0011784i,-0.0017214+0.0023107i,-0.00063586+0.0032233i,0.00050202+0.0024912i,0.0011076+0.0013743i,0.0013907+0.00028642i,0.0011434-0.00012472i,0.0011686+0.00047056i,0.0011649+0.00070185i,0.0010388+0.00089828i,0.0007438+0.0010726i,8.1948e-05+0.00037972i,-0.00031534-6.7942e-05i,-0.00027594-0.00015034i,-0.0002018+8.4792e-05i,-0.00057384+0.00045974i,-0.00076754+0.00073419i,-0.00038007+0.00072533i,0.00023863+0.0006722i,4.1503e-05+0.00073336i,-0.00024651+0.00088148i,2.7085e-05+0.00084994i,0.00045269+0.00053572i
0.00068069-0.0005755i,0.00073641-0.00063133i,0.00013363-0.001113i,0.0006157-0.0015234i,0.0011267-0.0016733i,0.00055487-0.0013278i,0.00015853-0.00035036i,0.00081542-0.00019179i,0.0010535-0.00048403i,0.00022956-0.00056397i,0.00024412-0.00076301i,0.0008499-2.1011e-05i,0.00097298+0.00040702i,0.0007869+0.00011008i,0.00046707+0.00059233i,0.00029108+7.3652e-05i,-9.2554e-05-0.00080329i,0.00026527-0.00043381i,0.0011775+1.1472e-05i,0.00077583+0.0005739i,0.00036323+0.00024653i,0.0006714-0.00050837i,0.00028727-0.00020295i
-0.001134+0.0018548i,0.00046912+0.001648i,0.0018336+0.0025432i,0.0016134+0.0018685i,0.0014397+0.00014218i,0.00079286-0.0011394i,-0.00025655-0.00038516i,-0.00060887+0.00061397i,-0.00018988+0.00081049i,-0.00022614+0.00068484i,1.3867e-05+0.00075138i,0.00048465+0.00097823i,0.00013813+0.0010547i,-0.00055177+0.0010632i,-0.00113+0.00028093i,-0.00042373-5.6316e-05i,0.0005389+1.3243e-05i,0.00030216-0.00062531i,-0.00036054-0.00035609i,-0.00029117+0.0004014i,0.00040893+0.00020848i,-0.00024811-0.00011664i,-0.00070665-0.00049586i
0.0012615-0.00036801i,0.0020546-0.00029842i,0.0019523-0.00015743i,0.0023049+6.4066e-05i,0.0021207+0.00026722i,0.0018452-0.00013855i,0.0015432-0.00022665i,0.00099792+0.00010129i,0.00018192+0.00056502i,-0.00024328+0.001178i,-3.8807e-05+0.00095959i,0.00053619+0.00054827i,0.00045823+0.0002853i,-3.2766e-05+0.00044786i,-0.00025205+0.00093631i,-1.7344e-05+0.00052263i,0.00061021+0.00053547i,0.00065145+0.0006248i,-0.00029268+0.00046222i,-9.3321e-05+0.00019945i,6.9089e-05-3.4126e-05i,-0.00038241-0.000502i,-0.000254-0.0012699i
0.00014447+0.0015437i,-0.00076145+0.0023829i,-0.00026453+0.0020498i,-1.1856e-05+0.0015466i,-0.00018889+0.00090125i,-0.00020831+5.4e-05i,-0.00072617-0.00058213i,-0.00023522-0.0011138i,0.00083573-0.00096379i,0.00020977-0.00098601i,-0.00043545-0.0014293i,-0.00028061-0.00064409i,-0.00044305+0.00038183i,-0.00087757+0.0005711i,-0.0008969+0.00084111i,-0.00030386+0.0011082i,-0.0001368+0.00032006i,-0.00014927-0.00021598i,-0.00011766+2.7404e-05i,0.0001403+0.00046406i,0.00043631+3.4278e-05i,0.00026675-0.00049637i,-0.00012826-0.00021734i
-0.00098667-0.00058574i,-0.00079801-0.00014029i,-0.00063272+0.001318i,0.0010837+0.0017967i,0.002159+0.0006423i,0.0013879+8.5846e-07i,0.00040399+0.00045403i,-1.4302e-05+0.00043281i,0.00041373-0.00017166i,0.00029525-0.00059507i,-0.00041382-0.00027165i,-0.00094507+4.7352e-05i,-0.00084638-0.00035603i,0.00039289-0.00062456i,0.0008104+0.00032386i,0.00031767+0.00067124i,-8.3879e-05-0.00018983i,-0.00035901-3.4282e-05i,-0.00031409+0.00087999i,9.5292e-05+0.0012022i,-2.4794e-05+0.00078874i,-0.00038887+0.00025921i,-0.0007463+0.00045819i
0.00071489-0.0016509i,0.00032585-0.0014444i,-0.00033237-0.0015648i,-3.8181e-05-0.0017163i,0.0011525-0.0019454i,0.0011427-0.0016488i,0.00015367-0.00077565i,-0.00025993-0.00045283i,-0.00010877-0.00013108i,0.0001665+0.00079139i,0.00045446+0.00056119i,-0.00027584+0.00040086i,-0.00088351+0.00061709i,-9.2895e-05-0.00030578i,0.00030552-0.00066765i,0.00051425-0.00021462i,0.00041767+9.7835e-05i,0.00056681+0.00020605i,2.6195e-05+0.00016306i,-0.00076437+0.00019374i,-0.00076925+0.00039478i,-0.00044786+0.00026966i,-0.0006245+0.00019119i
