0.0015738-2.8016e-05i,0.00033504-0.0013483i,-0.00082096-0.002293i,-0.0010804-0.0017047i,-0.0011227+0.00027437i,-0.0010955+0.0013173i,-0.00058037+0.00086122i,-0.00010134+0.00064135i,-0.00044094-1.9533e-05i,-0.0005817-0.0009359i,-0.00013017-0.00086543i,-0.00081058-0.00025106i,-0.0011237+0.00015107i,0.00042787-1.0664e-05i,0.00097507+0.00013073i,0.0010543+0.00047936i,0.0010779+0.00071147i,0.00029155+0.00056252i,0.00026288+0.00022801i,0.00074085+0.000153i,0.0007349+0.0002064i,0.00067847+8.8281e-05i,0.00116-0.00068429i
0.0011056-0.00086851i,0.00010673-0.00011663i,-0.00014225+0.00023062i,0.00073915+0.00011675i,0.0012532-1.9223e-05i,0.00037433-0.00045928i,-0.00128-7.183e-05i,-0.00075465+0.00078174i,0.00051773+0.0013243i,0.0008064+0.0013422i,0.00071797+0.00076881i,0.0001741+0.00043118i,-0.00016158+0.00057105i,-0.00010799+0.00076658i,9.5792e-05+0.0002295i,-0.00027062+0.00011995i,-0.00023939+0.00051532i,0.00014275-0.0001076i,-0.00016758-0.0005779i,-0.00042977-4.658e-05i,-0.00025139+0.00030745i,-0.00059236+0.00056577i,-0.00099054+0.00085173i
-0.0022892-0.0022598i,-0.0029199-0.0017847i,-0.0045883-0.00060586i,-0.0042879+0.00074016i,-0.0023398+0.0019888i,-0.00066713+0.001008i,-0.00048086-0.00023017i,-0.0008821+0.0003105i,-0.0010651+0.00063513i,-0.00046019+7.7456e-05i,0.00058797-2.0027e-05i,0.00073981+0.00010893i,0.00054553-0.0013599i,0.00023457-0.0017008i,-0.00085471-0.00037089i,-0.00099109-0.00010147i,-0.00046978+3.5595e-05i,-0.00076707+0.00078824i,-0.0012535+0.00091964i,-0.00099013+0.00052122i,-5.4087e-05+0.00020641i,0.00013037-0.00032494i,-0.00021521+2.922e-05i
-0.0016946-0.0002038i,-0.0018451-0.0012841i,-0.00089893-0.0012814i,0.00053961-5.5497e-06i,0.0011353+0.0010727i,0.00067163+0.00013026i,-0.00026799-0.0010686i,-0.0010757-0.00060325i,-0.0010511+0.00014998i,-0.00075969+0.00081299i,-0.00055741+0.00086354i,0.00012652+0.00058084i,-4.7853e-05-0.00013054i,-0.00030329-0.0012141i,0.00033401-0.0012741i,0.00026825-0.00089918i,0.00012272-0.00037161i,-0.00020877+7.8918e-05i,-0.0002732+0.00044576i,0.00023839-4.9537e-06i,5.9241e-05-0.0011031i,-0.00027637-0.0010865i,0.00010689-0.00062071i
-0.00052177-0.0015857i,-0.00045768-0.00040823i,-0.00070302+0.00065256i,-0.00092106+0.002135i,-0.00092545+0.0028226i,2.3301e-05+0.0014817i,0.00069567+0.00047459i,2.4215e-05+0.00075644i,1.4707e-05+0.0014606i,0.00055061+0.0018112i,0.00049111+0.0021011i,0.0003661+0.00077174i,0.00077681-0.00051856i,0.0010096-0.00058662i,0.00099332+1.1466e-05i,0.00072018+0.0002397i,-2.7083e-05-0.0001346i,-0.00060823-0.0005978i,-0.001029-0.00010627i,-0.00055285+0.00061391i,-0.0001983-5.7844e-05i,-0.00033855-0.00051716i,-7.7762e-05-0.00029902i
0.0025106-0.0018602i,0.0016804-0.00090803i,0.00072567-0.0010581i,0.00082998-0.0012967i,0.00034079-0.00088615i,-0.00038407-0.00078895i,-0.0011657-0.00076583i,-0.0017206-0.00085877i,-0.0010672-0.00013556i,-0.00089506+0.0009377i,-0.00056307+0.0008441i,0.00059168+0.00046256i,0.00067882+0.00048643i,0.00034802+0.00064482i,0.00037003+0.00041246i,-9.8258e-05+0.00011323i,-0.00046078-0.00010987i,-7.5404e-05-0.00055575i,-8.9334e-05-0.00086575i,0.00050797-0.00097542i,0.00088989-0.00077504i,-0.00010146-0.00074054i,-0.00035997-0.00051695i
-0.00089107+0.0001761i,-0.0010737+0.00016064i,-0.00065014+0.0015433i,-0.00115+0.0035897i,-0.00073757+0.0032256i,0.00019507+0.0013287i,-0.00051147-1.0819e-05i,-0.001336+0.00024598i,-0.00061336+0.0010282i,0.00032319+0.0010605i,0.00086297+0.0009219i,0.0013296+0.00093158i,0.00063782+0.00057566i,-0.00071346-0.00060452i,-0.00070959-0.0013108i,-0.00012478-0.00089273i,-0.00051056+0.00054169i,-0.0013633+0.0011996i,-0.0014829+0.0010425i,-0.0010696+0.0010801i,-0.00020626+0.00047606i,0.00061859-0.00079224i,0.00053606-0.00089622i
-0.0001522+0.0008975i,-0.00054228+0.0014606i,-0.00039261+0.0012573i,0.00066023+0.00046949i,0.0012714+0.00041252i,0.00072225+0.00025556i,0.00025508-0.00016915i,-0.00030688+0.00023942i,-0.00040812+0.00058188i,0.00036059+0.00092967i,0.00091857+0.00095618i,0.00094009-5.1703e-05i,0.0011451-0.00066031i,0.0006034-0.00076822i,2.9867e-05-0.00084524i,0.00051433-0.00045237i,0.00064263-6.6837e-05i,-0.00019698-0.00055158i,-0.0008041-0.00025785i,-0.00014716+0.00067002i,0.00048137+0.00047112i,0.000491-0.00023682i,0.00082944-0.00046816i
0.0013748-0.0004932i,0.00084245-1.6803e-05i,0.0021028-1.4563e-05i,0.0023888+0.0002231i,0.0010213-6.329e-05i,-0.00015529-0.0003324i,-0.00052046-0.00023134i,-0.00056392+0.00037757i,-0.00025493+0.00070758i,0.00027834+1.0118e-05i,0.0001107-0.00069832i,0.00040863-0.0010692i,0.00047647-0.00098029i,-0.00038576-0.00016979i,-0.0011006-0.00011317i,-0.0010562-0.00014112i,-0.00062672-5.3455e-05i,-0.000319-1.7286e-05i,0.00026421+0.0002149i,0.00088388+0.00024066i,0.00097968+0.00049049i,0.0010406+0.00047217i,0.0011641+1.5957e-06i
0.0013041+0.00045303i,0.00016625-0.00012168i,-0.00016737-0.00010913i,0.00012685+0.00015691i,-0.00020687+0.00021666i,-0.00059607+0.00010024i,-0.0014964-0.00086939i,-0.0017505-0.00036599i,-0.001003+0.0008445i,-0.0003795+0.0013098i,-0.00055029+0.00043195i,-0.00043037-0.00079626i,-0.00056551-0.00053971i,-0.00067637+5.4427e-05i,-0.00032297-0.0003251i,-0.00030825-0.00055619i,0.00028329-6.078e-05i,0.00096909+0.00083182i,0.00063308+0.00090981i,-0.0004687+0.0004759i,-0.0011428-0.00023157i,-0.00062249-0.00037442i,5.2563e-05-0.00049683i
-0.00036283+0.0026138i,0.0010377+0.0012311i,0.001588+0.0008654i,0.0020082+0.0007658i,0.0023753+0.00074061i,0.0012614-0.00033772i,-0.00066014-0.0014003i,-0.0010133-6.6325e-05i,-0.00025413+0.002034i,0.00055143+0.0025208i,0.0009185+0.0015967i,0.00033583-0.00017185i,8.2036e-05-0.00079542i,0.00049326-0.00055269i,0.00026113+9.1153e-05i,-0.00045856+0.00072979i,-0.00035512+0.00012171i,-4.0276e-05-0.00027288i,-0.00050654+0.00036317i,-0.00018502+0.00093803i,0.00049199+0.00074439i,0.00077734+7.8699e-05i,0.00039684-0.00030995i
-0.00013892+0.0012072i,0.00026971+0.0024419i,0.00046051+0.0017079i,0.0015848+0.0022976i,0.0021996+0.0022513i,0.00080188+0.00086538i,0.00018643-0.0004286i,0.00025686+0.00025563i,-0.000392+0.0017703i,-0.0007734+0.0022323i,-0.00057536+0.0014231i,3.1529e-05+0.00031029i,0.00034557-0.00029917i,-0.00017684-0.0008232i,-0.00073069-0.0010187i,-0.0011407-0.00070568i,-0.0013022-0.00034002i,-0.0015676-0.00046403i,-0.00098703+0.00061691i,-0.0005855+0.0015926i,-0.00095253+0.00050056i,-0.001205-0.00072195i,-0.00068228-0.00035697i
-0.0015018+0.0007084i,-0.0015543+0.0010558i,-0.0028312+0.0017735i,-0.0030229+0.0019102i,-0.00072508+0.00084357i,0.00042001-0.00066463i,-0.00031572-0.0011315i,-0.00093976-3.6575e-05i,-0.00028023+0.0011515i,0.00093257+0.0014143i,0.00090269+0.00046507i,-0.00071053-0.00099762i,-0.0011792-0.0013778i,-0.00010759-0.0009586i,-0.00031147+7.4143e-05i,-0.00061571+0.00023678i,-0.00055937-5.5227e-05i,-0.00034873-3.3578e-05i,-0.00019064-0.00037254i,-0.00063346-0.00068858i,-0.00081606-0.00055407i,-0.0002313-4.2022e-05i,-5.7302e-06-0.00046146i
-0.0032526+0.0024864i,-0.0028077+0.0019583i,-0.0024089+0.0023451i,-0.00023007+0.0025831i,0.0011405+0.0017123i,0.0004384+0.00036114i,-0.00066198-0.00071569i,-0.0010782+3.483e-05i,-0.0008017+0.0011905i,-5.4403e-05+0.0010469i,0.00053412+0.00057499i,7.8926e-05-0.0002895i,-0.00093817-0.0012176i,-0.00084958-0.0010013i,-0.00075391-0.00054335i,-0.00090696-0.00024527i,-0.00062062-0.00049844i,-0.00051297-0.00049488i,-0.00063989-0.00028028i,3.0594e-06-0.00023805i,0.0007473+0.00011694i,0.00036445-0.00014325i,5.0045e-05-0.00057669i
0.0012307+0.00040048i,0.00051238-0.00093155i,0.0012583-0.0010124i,0.0015455-0.00018978i,0.00084853+0.0007136i,0.00027447+0.00088986i,-0.00022539+0.00072604i,-0.00064223+0.00064027i,-0.00056257+0.0010285i,-0.00026147+0.00046264i,-0.00078558-0.00037082i,-0.0013696-0.00031042i,-0.0007624-0.00022781i,6.7931e-05-0.00033818i,0.00092355-0.00022818i,0.00073678+0.00031565i,0.00033639+0.00086013i,-0.00057662+0.00044254i,-0.0017522-4.5477e-05i,-0.0013406+0.00043407i,0.00015217+8.0343e-05i,0.00092387-0.00067105i,0.00058931-0.00067324i
0.00042147-0.0036212i,-0.00060399-0.0035922i,-0.0016284-0.0032995i,-0.0024143-0.002211i,-0.0020586-0.0011819i,-0.00071259-0.00033063i,-0.00092489-8.2313e-05i,-0.0014697+9.8825e-05i,-0.00092022+0.00087081i,-0.00040717+0.0010561i,-9.3854e-06+0.00079642i,0.00065043+0.00099975i,0.00093937+0.0011465i,0.00072676+0.00054438i,0.00051567-0.00065421i,8.7489e-05-0.0013108i,-0.00070688-0.00097692i,-0.0012256+3.4881e-05i,-0.001156+0.00093972i,-0.00080479+0.00033498i,-0.00035701-0.00055698i,0.0004865-0.00070685i,0.00080742-0.00039638i
-0.0031683+0.00095701i,-0.0025158+0.0018182i,-0.0012572+0.0037808i,0.00047306+0.0036363i,0.0019504+0.0023617i,0.0027253+0.0012103i,0.0015572+0.00027256i,-0.00062964+0.00048571i,-0.00029151+0.0013654i,0.00058622+0.0023183i,0.00028383+0.0018725i,0.00066633+0.0002339i,0.00095734-0.00096921i,0.00066706-0.0016384i,0.00040433-0.0014268i,-0.00022689-0.00046689i,-0.00022548+0.00035876i,0.00011043-0.00010543i,8.8951e-05-0.00010898i,-0.00029566+0.00039304i,-0.00063169+0.00022018i,0.00012001+0.00034443i,0.00049749+0.00064562i
-0.0020824+0.0043036i,-0.00086159+0.004117i,0.0012585+0.0037004i,0.0028164+0.0022697i,0.0029235+0.0006726i,0.0010185-0.00030119i,-0.00029748-0.00013226i,-0.00048408+0.00041978i,-6.9343e-06+0.0010021i,0.0011175+0.00097891i,0.00096151+0.00082754i,-0.00014436+7.5577e-05i,-0.00033429-0.0007158i,-0.00035058-0.00077051i,-0.00036993-0.00059679i,-0.0010123-0.00025813i,-0.00094309-0.00055015i,-0.00063333-0.00028556i,-0.0003445-0.00021147i,0.0001242+6.1224e-05i,0.00064802+0.00030036i,0.00087787+0.00072481i,0.00063813+0.00071157i
0.00073443+0.001197i,0.0012249+0.00081576i,0.0019026+2.1748e-05i,0.0016912-0.00064738i,0.0016818-0.0016783i,0.0012851-0.0016129i,8.9898e-05-0.0012544i,-0.00094414-0.001068i,-0.00047386-0.00031754i,-0.00017332+0.00045583i,-0.00095721+0.00063393i,-0.0010277+0.00045746i,-0.0008544+0.00045639i,-0.00052664+0.00058803i,-0.00032509+0.00039971i,5.0304e-05+0.00014139i,0.00020748+0.00041665i,-0.00046803+0.00036059i,-0.0005046-7.1704e-05i,0.00028811+0.00053375i,0.00046228+0.00084452i,9.8738e-05+0.00052319i,0.00025641+0.00059552i
-0.0027729+0.00099791i,-0.0023763+0.0021546i,-0.0015333+0.0036742i,3.7595e-05+0.0037441i,0.0015247+0.0025423i,0.0018499+0.0011637i,0.0005601+0.00045852i,-0.0013439+0.00084004i,-0.0010137+0.001226i,-0.00025929+0.00091072i,-0.00045324+9.4648e-05i,0.00017622-0.00050057i,0.00025568-0.00018113i,-0.00024466-0.0006516i,-0.00076381-0.0016986i,-0.00061137-0.0017106i,-0.00036098-0.00079118i,-8.2061e-05+0.00019888i,0.000843+0.00025492i,0.00083913+0.00048989i,0.00080279+0.00057872i,0.0013737+0.00043603i,0.00097992+0.00043222i
0.0038444-0.00049991i,0.0026762-0.0010197i,0.0029294-0.0012443i,0.0021785-0.0012341i,0.0006689-0.0022028i,-0.00014427-0.0026118i,-0.00092548-0.0014952i,-0.0010617-9.632e-05i,-0.00090803+0.00061644i,-0.00082411+0.0010931i,-0.0006768+0.0013056i,-0.00072797+0.0015585i,-7.8428e-05+0.0013624i,0.00028424+0.00052928i,0.00030517-0.00014219i,0.00037363+7.5442e-05i,2.3738e-05+0.00029859i,-0.00043232+0.00057405i,-0.00071348+0.00046588i,-0.00012321+0.00010749i,0.00042681-0.00021654i,0.00061297+0.00029815i,0.00041543+0.0008102i
-0.0009773+0.00064918i,0.00042341+0.0002855i,0.0013904+0.0011181i,0.0019354+0.0016618i,0.0021318+0.0016059i,0.0022183+0.00075786i,0.0016172+4.0618e-05i,0.00034784+0.00057023i,-0.00013423+0.001492i,0.00056829+0.0015344i,0.00031293+0.00026904i,0.00035075-0.00049152i,0.00096557-0.0009743i,0.00091986-0.0013702i,0.00085492-0.00058388i,0.00063361-0.00055832i,0.00017573-0.00076884i,-0.00037195+0.00035781i,-0.00076559+0.00088829i,-0.0013077+0.00081409i,-0.00030574+0.00035918i,0.00055094+6.8332e-05i,-0.00014546-0.00014379i
-0.001114-0.0003407i,-0.00051734+9.7578e-05i,0.00035431+0.0012165i,-0.00027999+0.0028747i,-0.00055762+0.0033378i,0.00016866+0.0024424i,-0.000474+0.0012808i,-0.001253+0.00044144i,-0.0013486+0.00049767i,-0.00092533+0.0008616i,0.00018382+0.00084161i,0.00018234+0.0008335i,0.00015314+7.7813e-06i,0.00081896-0.00079404i,0.0011435-0.0010021i,0.00052987-0.00057012i,0.0001883-0.00026984i,-0.00093118-0.00021753i,-0.0022484+0.00037741i,-0.0017896+0.00059422i,-0.00034253+0.00072379i,-0.00010272+0.00016146i,-0.00052821-0.00081882i
-0.0013687+0.0013038i,-0.0014762+0.0026223i,-0.00078589+0.0032814i,0.00020046+0.0017705i,0.0010353-0.00016904i,0.00065783-0.00035017i,-0.00055248-0.00022193i,-0.00073051+0.00036173i,-0.00059346+0.00049988i,7.9478e-05+5.0857e-05i,0.00079422+0.00040522i,0.00040028+6.9398e-05i,-3.4327e-05-0.00083039i,-0.00053845-0.0013101i,-0.0011688-0.0014795i,-0.0011303-0.0011614i,7.6033e-05-0.00044649i,-0.00025036-0.00022638i,-0.00080681-9.1453e-05i,-0.00016797+0.00043516i,0.00017744+0.00070048i,0.00011008+0.00079081i,0.0001558+0.00012953i
-0.0034858+0.00012848i,-0.0035417+2.9364e-05i,-0.003487+0.0014434i,-0.0025752+0.0027682i,-0.00081986+0.0025612i,0.00031901+0.0014359i,0.00044375+0.0010922i,3.4047e-05+0.0017176i,-0.00023374+0.0022773i,0.00048123+0.0019299i,0.00068643+0.0012796i,0.00047123+0.00066572i,0.00084852+0.00043527i,0.00078076+9.2279e-05i,-7.4405e-05-0.0010125i,0.00018231-0.0013705i,0.00082552-0.0009606i,0.00022865-0.00044677i,-0.00028387+0.0003049i,-0.0004013+0.00084239i,-0.00036944-7.0495e-06i,-0.00016168-0.00091438i,0.00016346-0.00055476i
-0.00033583-0.0042227i,-0.0018469-0.0051098i,-0.0040488-0.005261i,-0.0038172-0.0030226i,-0.0018131-0.0010655i,-0.00099718-0.00036774i,-0.0010449-0.00071436i,-0.00084506-0.00057633i,-9.5708e-05+2.9175e-05i,0.0001552+0.0011508i,0.00019281+0.0016977i,0.0006928+0.0008288i,0.0013276+7.5659e-06i,0.0017439-0.0010627i,0.0011816-0.0015695i,0.00026999-0.0011688i,-0.00011556-0.0013933i,-0.00023155-0.00085936i,-0.0013209+0.00033017i,-0.0015547-2.7998e-05i,-0.00054507-0.00050002i,0.00059199-0.00027914i,0.00055054+2.5876e-05i
-0.001514+0.00011524i,-0.00070886-0.00013813i,5.954e-05+0.00042486i,0.0005154+0.0014376i,0.0010907+0.0022442i,0.0013394+0.0010167i,0.00040122-0.00038924i,-0.00067261+0.00047883i,-0.00046467+0.0012211i,0.00049515+0.0012699i,0.00079098+0.0014488i,0.00028316+0.00059478i,0.00047541+9.7645e-06i,0.00056932-0.00016615i,7.594e-05-0.00085832i,-0.00045641-0.0010303i,-0.00049752-0.00050591i,-0.00029289+7.784e-05i,-0.00071935+0.0005854i,-0.0011593+0.00098126i,-0.00026316+0.001254i,0.00039216+0.00065955i,0.00049292-0.00041718i
0.0032948+0.00087975i,0.0029565+0.0010846i,0.0031012-0.00024464i,0.0024058-0.001337i,0.00053183-0.0011325i,-0.00062703-0.0010355i,-0.00069365-0.0014893i,-0.00045859-0.00096982i,-0.00031841+0.00044824i,0.0001713+0.00058024i,-0.00011521+0.00092806i,-0.00027133+0.00097837i,0.00029284+0.00027331i,0.00016603+0.00024572i,0.00049994+0.00054772i,0.00037994+0.0002835i,-0.00035955-0.00083411i,-0.00064021-0.00089181i,-0.00058446-0.00046206i,0.00016887-0.00027858i,2.0016e-05+0.00011929i,-0.00025883+0.00077327i,1.6473e-05+0.00086695i
0.001059+0.0023551i,0.0013765+0.0022055i,0.0022999+0.0004073i,0.0035667-0.00074447i,0.0031928-0.0010515i,0.0015216-0.0015532i,6.0541e-05-0.0012965i,-0.0010677-0.00027721i,-0.0012111+6.2396e-05i,-0.00038319+0.00053177i,0.00038485+0.00090768i,-0.00019463+0.0011382i,-0.001235+0.0010769i,-0.0012747+0.00038978i,-0.00049581+0.00029472i,0.00017078+0.00055878i,-0.0001008+0.0005335i,-0.0010876-0.00030978i,-0.0013928-0.00016968i,-0.0014634+0.0011042i,-0.0006244+0.0005702i,-0.00026303-0.00029871i,-6.656e-05-8.2749e-05i
0.0004283+0.00051489i,0.00052871+0.0014499i,0.00055988+0.002321i,0.0001327+0.0023929i,3.4447e-05+0.0019391i,0.00033535+0.00036823i,-0.00065711-0.00085842i,-0.0016775-8.9799e-05i,-0.0015104+0.00037776i,-0.0009747+0.00052576i,-0.00062025+0.00026773i,-6.2964e-05+0.00030747i,-1.7295e-05-0.00011387i,-0.0001328-0.00098304i,-0.00015986-0.00051089i,-0.00064705-0.00036091i,-0.00053543-0.0007364i,-0.00058741-0.00052279i,-0.00065872+0.00037067i,9.8148e-05+0.00083491i,2.5678e-05+0.00015497i,-2.3648e-05-0.00011029i,0.00037399+0.00036257i
-0.0012278+0.00053992i,-0.0006619-0.00042296i,-0.00061474-0.00058514i,0.00027264+0.00033437i,0.0010731+0.0008839i,0.00074829+0.00071867i,7.804e-05+0.00081752i,-7.7828e-06+0.0007022i,5.6965e-05+0.00026301i,0.0010473+0.00068465i,0.0015973+0.0017296i,0.00059867+0.0016672i,0.00011388+0.0010507i,0.00030215+0.00039325i,0.00016823-0.0008607i,0.00071896-0.0010821i,0.00085337-0.00048067i,-0.00043161-0.00074872i,-0.0014506-0.00075874i,-0.00048695-0.00047004i,0.0010227-0.00039749i,0.0015502-0.00061614i,0.00098043-0.00052881i
0.0011979-3.9922e-05i,-0.00015747-0.00027417i,-0.00036354-0.00012881i,0.00066197-0.00045441i,0.0013785-0.0015364i,7.253e-05-0.0019084i,-0.00082007-0.0012752i,-0.000417-0.00042499i,-0.00016015+0.00039806i,-0.00064337+0.00077104i,-0.00051278+0.00038674i,-0.00016434+0.00011156i,6.9641e-06+0.00010651i,0.00056715-0.00020162i,0.0011976-0.0003653i,0.00060176-0.00072993i,-0.0002768-0.00073835i,-0.0008236+1.6681e-06i,-0.0011758+0.00083929i,-0.0005349+0.0011794i,-0.0001332+0.00042129i,0.00027278-0.00048505i,0.00018245-0.00059617i
-0.001089+0.00013917i,-0.0016473-0.00052588i,-0.0031472+0.00019437i,-0.0028986+0.0021034i,-0.0010908+0.0021824i,0.00045002+0.00026126i,0.00059439-0.00079683i,0.00020739+0.00016251i,0.00026757+0.0012925i,0.00018758+0.0015549i,0.00040123+0.0012202i,0.00069153+0.00047459i,0.00079478-0.00074409i,0.00076562-0.0012377i,0.0006885-0.00069243i,4.5166e-05-1.8727e-05i,-4.4803e-05+1.3398e-05i,5.2092e-05+7.0956e-06i,-0.00031364+8.9719e-05i,-0.00010518+0.00068415i,0.00040488+0.0013186i,0.00022693+6.5002e-05i,-0.00031385-0.00063604i
0.0016202+0.002755i,0.003172+0.0017567i,0.0041333+0.001261i,0.0033677+3.9017e-05i,0.002024-0.00090976i,-0.00026063-0.0013989i,-0.0014887-0.0015228i,-0.0014225-0.0001195i,-0.0007143+0.0011666i,0.0001126+0.0011823i,0.00037691+0.00049037i,0.00079309+0.00020396i,0.00096241+0.00022255i,0.00087512+0.0004198i,0.0010614+0.00041145i,0.00049818+0.00019731i,-0.00046918-0.00032968i,-0.00080933-0.00058095i,-0.0011619-0.00044818i,-0.0010865+9.0235e-05i,-0.0002336+0.00065298i,-2.9325e-05+0.00048032i,0.00032893+0.00026622i
0.00027934+0.0025817i,0.00089534+0.0027133i,0.00010964+0.0023468i,-0.00028247+0.0016359i,0.00019327+0.0011487i,0.00022017+0.00083097i,-0.00026633+0.0006025i,-0.00070517+0.0011073i,-0.00065316+0.0024509i,-0.00023354+0.002629i,0.00029787+0.0017432i,0.00025836+0.00085238i,0.0003263+0.0006126i,0.0004179+0.00080895i,0.00039413+0.00059955i,-1.998e-05+0.00055442i,-8.8914e-05+0.00016242i,0.00049894-0.00055583i,0.00045764-2.523e-05i,-0.0001209+0.00032289i,-0.00060563+1.6089e-05i,-0.0010171-0.00010487i,-0.00059806-0.0006146i
0.00054463-0.0020058i,-0.0010484-0.0014782i,-0.0020737-0.0018763i,-0.001906-0.0014011i,-0.0014277-0.0006931i,-0.00067204-0.00059684i,-0.0010067-0.0006553i,-0.0017473-0.00059207i,-0.0013793+0.00020242i,-0.0010153+0.0015248i,-0.00067568+0.0018651i,0.00029042+0.0013087i,0.0011296+0.00072579i,0.0012771-0.00032503i,0.00068416-0.0013924i,-0.00041986-0.00095568i,-0.00059947+0.00047559i,-0.0006387+0.00037377i,-0.00044904-0.00010408i,8.1423e-05+0.00011137i,0.00051283-0.00030826i,0.00063863-0.00037143i,-2.3238e-05-0.00011245i
-0.00096132+0.0011161i,-0.00040705+0.0016882i,0.0011216+0.0019424i,0.0016562+0.0020181i,0.001055+0.0020208i,0.00048944+0.00098243i,-4.396e-05+0.00068156i,-0.00040803+0.0013222i,-0.00040654+0.0016758i,-0.00031007+0.0014046i,-0.00026605+0.000552i,-0.00036842+0.0003655i,-0.00059464+0.00023943i,8.5038e-05-0.00047773i,0.00074023-0.00059738i,0.00017721-0.00032957i,-0.00027501-8.8665e-05i,-0.00013773-0.00066563i,-0.00041736-0.00088812i,-0.0011952-0.00070987i,-0.00098359-0.00057761i,-0.00027009-0.00059982i,-0.00037724-0.00056415i
0.0038005-0.00084842i,0.0026632-0.0020994i,0.0014109-0.0031937i,0.0004541-0.0029545i,-9.1871e-05-0.0017661i,-0.00032663-0.00037579i,-0.00061152-0.0005033i,-0.0008773-0.00030667i,-0.00037343+0.00036754i,0.00072968+3.5623e-05i,0.00041053+0.00031248i,-9.1281e-05+0.0005818i,0.0004181+0.0010179i,0.00041625+0.0012663i,0.00078736+0.00059017i,0.0011075+0.00028948i,0.00074663+0.00018967i,0.00045043-0.00025676i,0.0005027-8.0368e-05i,0.00039371+0.00081116i,0.00065487+0.00069401i,0.00021239+0.00038214i,-0.00037721+0.00026011i
0.0047014+0.0012397i,0.0041942-0.00024804i,0.0035956-0.0027851i,0.003709-0.0031114i,0.0027961-0.0021403i,0.0002731-0.0013692i,-0.0010368-0.0013755i,-0.00098947-0.001441i,-0.00039465-0.00029801i,0.00036331+0.00051391i,0.00016047+0.00021125i,-0.0009905+0.0004906i,-0.0005186+0.00092108i,0.00042745+0.00080105i,0.00080479+0.00016606i,0.00057864+1.7455e-05i,-0.00052918+0.00066537i,-0.0011358+0.00052792i,-0.00064913+0.00021898i,0.00045468+0.00052242i,0.0011712+0.0010122i,0.0013831+0.00075103i,0.00072635+0.00014844i
0.00074696-0.00060349i,-0.000138-0.00068473i,-0.0010864-0.00067095i,-0.00042121+0.00067649i,0.00020333+0.0009035i,0.00063333-0.00090813i,-0.00032655-0.0006522i,-0.0017258+0.00085623i,-0.0011577+0.0018211i,2.5795e-05+0.0027387i,0.00023916+0.0022726i,-0.0004157+0.001649i,-0.00037663+0.0013901i,-4.3538e-05+0.00092452i,0.00036912-0.00013421i,0.00044861-0.00072742i,-0.00057892+8.5829e-06i,-0.0014193+0.0002963i,-0.00068407-0.00060158i,-7.0154e-05-0.0011176i,-9.7028e-05-0.00068091i,-5.3208e-05-0.00046923i,-8.1288e-05-0.0013626i
0.00093715-0.00028641i,0.00070092+0.0013749i,-0.00029484+0.0013909i,9.0713e-05+0.00058778i,0.000999+0.00076078i,0.00034256+0.0010983i,-0.00075982+0.0011847i,-0.00055041+0.0014018i,-0.00052938+0.0013654i,-0.00039315+0.00096227i,0.00027794+0.0010189i,0.00081431+0.00043068i,0.0010797-0.00064942i,0.00044384-0.0007851i,-0.00021052+2.4968e-05i,-0.00057434+0.00040066i,-0.00039806+0.00020418i,-0.00099731-0.0005638i,-0.0020057-0.00033368i,-0.00094119-2.4422e-07i,0.00016025+0.00054414i,-0.00014174+0.00069865i,0.00020106-4.5395e-06i
-0.000749+0.0015602i,-0.00081927+0.0009064i,-0.0001265+0.00045252i,0.00036416+0.00061052i,0.00033236+0.00035809i,0.00040296-0.00040799i,0.0002774-0.0015659i,0.0001776-0.00095595i,0.00040734+0.00075481i,0.00054253+0.0014142i,0.00041194+0.0012203i,-0.00014523+0.0011793i,-0.00041892+0.00052116i,-0.00013782-0.00078357i,0.00025882-0.00081393i,0.00052865-0.00036371i,6.3921e-05-0.00024568i,-0.0009278-0.00027097i,-0.00055716-0.00067952i,3.6861e-05-0.00023608i,7.4645e-05+0.00021005i,0.00047803-7.4314e-05i,0.00045986-0.00045474i
-0.0020121-0.00015736i,-0.0025226-0.0004972i,-0.0014271+0.00067848i,5.3432e-05+0.00096449i,0.00098621+0.00080905i,0.0015951+0.00054682i,0.00050901-0.00039176i,-0.00058773-0.00056098i,-0.00079565+0.00031279i,-0.00014267+0.00063479i,0.00079703+0.00088653i,0.00085402-0.00010474i,0.0010296-0.0011182i,0.0004702-0.00051992i,1.6596e-05+0.00022174i,0.00026765+5.2304e-05i,-0.00017271-0.00019183i,0.00027903+6.6537e-05i,0.00018391+0.00069926i,-0.00053512+0.00012012i,0.00025167-0.0005916i,0.00066552-0.00050427i,0.00036414-0.00058656i
0.0017616+0.0018557i,0.0021561+0.0013628i,0.0022496-0.00044421i,0.0017891-0.0010997i,0.0012009-0.0009595i,0.0001668-0.0014919i,-0.0012407-0.00050856i,-0.0019897+0.00071098i,-0.0010429+0.00056067i,7.9886e-05+0.00073742i,8.9889e-05+0.0012773i,-0.00066509+0.0014595i,-0.00084661+0.001196i,-0.00058733+0.00015285i,-0.00035906-0.0003857i,-6.7169e-05-0.00053398i,-0.00043624-0.00076363i,-0.0006517-0.00029653i,-3.8292e-06+0.0002006i,0.00036119+0.00032215i,-1.1611e-05+0.00079071i,-0.00039354+0.00026724i,0.00016571-0.0001789i
