0.00086924+0.0016526i,0.0015605+0.00051439i,0.0022008+5.7634e-05i,0.00058144-0.00059781i,-0.0010492-0.00043386i,-0.0022775+0.00078269i,-0.0022487+0.0018585i,-0.00066253+0.0017535i,0.00065978+0.0012899i,0.00049586+0.00071394i,0.0001936-2.7805e-05i,0.00033785-2.0798e-05i,0.0002624+0.00019991i,-0.00021844+0.00012022i,-0.00095176-0.0001842i,-0.00043004-7.5782e-05i,-0.0007235-1.0266e-05i,-0.00074298-0.00042646i,1.1595e-05-0.00042572i,0.00054381-0.00070615i,0.00095215-0.00039754i,0.00019394+0.00014265i,-0.00090883-2.7499e-05i
-0.00093344+9.121e-05i,0.0007119+0.00066031i,0.0014833+0.00013824i,0.00070877-0.0011728i,-0.00016711-0.00087177i,-0.00059287-0.00091775i,-0.00062411-0.00068425i,-0.00059863-6.8203e-05i,0.0001639-0.00037701i,0.0012134+0.00024969i,0.0012683+0.00042677i,0.0012595-9.3578e-05i,0.0015424-0.00017601i,0.001522-0.00033463i,0.0011007-0.00052627i,0.00065304-0.00044059i,0.00013747-0.00020236i,-0.0002553+0.00027301i,-0.00081014+0.00054521i,-0.00061335+0.00030343i,0.00054297-0.00043675i,0.00061824-0.00028773i,-0.00017221-0.00048105i
-0.0010456-0.001749i,-0.0016005-0.0012832i,-0.0019369+0.00032161i,-0.0011329+0.0011024i,-0.0016255+0.00040711i,-0.0022659-0.00012112i,-0.001485+0.00018149i,-0.00050954+0.0003967i,4.2723e-05+0.00054646i,0.00032254+0.00085829i,0.00023079+0.0010887i,-0.00031506+0.00099754i,-0.00082184+0.0010441i,-0.00045148+0.0014351i,-3.3298e-05+0.00079286i,0.00018936-0.00035949i,0.00058191-0.00053108i,1.7815e-06-0.00024241i,-0.0005859-0.00058856i,-0.00069742-0.0010758i,-0.00067343-0.00040737i,-0.00049034-0.00030611i,-0.00088718-0.0011644i
0.00048875-0.001434i,0.0010279-0.002022i,0.00056796-0.0024108i,0.0005878-0.0021092i,0.0015835-0.0013683i,0.00058604-0.0011023i,-0.00074067-0.0004853i,-0.00063244+0.00096287i,-0.00045787+0.00094622i,-0.00040009+0.00052215i,0.00045074+0.00043698i,0.00049676-0.00030572i,-0.00040455-0.00079671i,3.7126e-05-0.00043221i,0.00049919-0.00050956i,7.6243e-05-0.00068021i,-7.0892e-06+0.00031225i,-0.00013884+0.0011217i,-0.00071277+0.00069863i,-9.4156e-05+0.00072181i,-0.00011391+0.00074575i,-0.00087351+0.00028745i,-0.00053297+0.00048542i
0.0027756+0.00076098i,0.003236+0.0014476i,0.0035133+0.0010176i,0.0016962-0.00016708i,-8.0558e-05+0.00017628i,-0.0004565+0.00053974i,-0.00031342+0.00036875i,-0.00037932+0.00062428i,-0.00034975+0.00078069i,-5.3572e-05+0.00041243i,-6.2597e-05-5.4252e-05i,0.00011922-0.00058587i,0.00011732-0.00050733i,2.33e-05+0.00036436i,0.00021926-4.8473e-06i,4.1281e-05-0.00093885i,-0.00033389-0.001081i,-0.00060557-0.00045774i,-0.00045266-0.00029441i,-0.00042688+0.00027522i,6.343e-05+0.00048549i,0.00021949-0.00025086i,0.00029813-7.894e-05i
-0.00035919+0.0018574i,-0.00063194+0.0021432i,0.00097524+0.0026708i,0.0024858+0.0026764i,0.0014498+0.0014651i,0.00021687-8.9507e-05i,-0.00065723-0.00016373i,-0.00083248+8.9301e-05i,2.7901e-05-0.00029286i,0.00045801+4.1069e-05i,0.00031456+0.00082345i,-0.00011273+0.00028085i,-4.9911e-05-9.3973e-05i,0.00038863+0.00023815i,0.00054746-0.00030326i,0.00053949-0.00055839i,0.00044051-0.00053164i,0.00031671-0.0003444i,0.00027591-6.3972e-05i,0.00015461-0.00040328i,9.4896e-07-0.0010183i,1.9808e-06-0.00079128i,-0.00056959-0.00015484i
-0.00067964+0.0025906i,-0.0015018+0.0014373i,-0.0017027+0.0011883i,-0.0011297+0.00067179i,-0.00058012-0.00041483i,-0.00064001-0.001463i,-0.0015943-0.00020852i,-0.0014422+0.0014848i,4.4018e-05+0.0014678i,0.00055697+0.0013015i,0.00081217+0.00031922i,0.0010496-2.0707e-05i,0.00027928+0.00030192i,-0.00037853+0.00032908i,-0.0004239+0.00071217i,-0.0004419+0.00067436i,-0.00033455+0.00050376i,-0.00053373+0.00056705i,-0.00052623-0.00014647i,0.00019917-0.00048698i,0.00023275+0.00035567i,0.00017443+0.00033809i,0.0008749+0.00012692i
-0.00070831+0.0017717i,-0.0010929+0.0017033i,-0.00063881+0.0029201i,0.00071469+0.0030671i,0.00029096+0.0023422i,-0.00043497+0.0011837i,-0.00064842+0.0010698i,-0.00085147+0.00134i,-0.00097048+0.001805i,-0.00039277+0.0019197i,0.00029269+0.0015383i,0.00084979+0.001216i,0.0010612+0.00045081i,0.00099366+0.00043201i,0.00094961+0.00019123i,0.00036654-0.00022567i,-0.00021349+3.1823e-05i,-0.00018879+4.2953e-05i,0.00058811-0.00020362i,0.00093051-0.00056827i,0.00028122-0.00085897i,-0.00078702-0.00026795i,-0.0011022+0.00022439i
0.0012264+0.0026119i,0.00051733+0.0022078i,0.00095723+0.0018023i,0.0014683+0.0012317i,0.00133-0.00038926i,0.00030526-0.0016857i,-0.00016867-0.0015929i,0.00029355-0.00062789i,0.0010239+0.000418i,0.0013047+0.0012752i,0.0010318+0.0017864i,0.00050901+0.001174i,-0.00012251-0.00019404i,5.9036e-05-0.00031649i,0.00014395-0.00015396i,-0.00074024-0.00050511i,-0.0009425-0.00081218i,-0.00090601-0.00034232i,-0.00074388+0.0005046i,-0.00051319+0.0002905i,-0.00042883-0.00044995i,0.00037721-0.00022016i,0.0011089+0.00027951i
0.00075357-5.4749e-05i,0.00049656-0.00050818i,0.0011931-0.00045597i,0.0013396+0.00036142i,0.0010292-6.724e-05i,0.0011153-0.00094532i,0.00053958-0.00043228i,-0.00040741-0.00034503i,-3.5214e-05-0.00018767i,0.00074061+0.00037243i,0.0014028-3.3992e-05i,0.0016548-0.00010032i,0.00083495-6.8934e-05i,0.00037867+0.00017098i,0.00015778+0.00095189i,-6.0169e-05+0.00098919i,0.00031622+0.00032531i,-2.5469e-05+4.8829e-05i,-0.00079477+0.00036101i,-0.00068497+0.00031549i,-0.00044651-0.00026556i,-0.00025032-0.00060716i,-0.00026907-0.00074536i
-0.001898-3.7081e-05i,-0.0015035+0.0012656i,-0.0019216+0.0031724i,-0.0015463+0.0024601i,-9.0429e-05+0.00094725i,-2.5003e-05+0.00039785i,-0.00045148+0.00013568i,-5.3727e-05+0.00020527i,0.00048482+0.00024113i,0.00060411+0.00080265i,0.00012415+0.00092307i,-0.00029028+0.00056521i,-4.3535e-05+0.00036122i,0.00055005+0.00020851i,0.0010042+0.00044162i,0.00057534+0.00050076i,0.00019276+9.6392e-05i,-0.00026429-0.00037646i,-0.00021631-0.00035817i,0.000416-4.6508e-05i,0.00082539+0.00055072i,0.00073646+9.3246e-05i,0.00068412-0.00023273i
0.00014761+0.00081066i,-0.00033704-0.00061566i,-0.00095361-0.0011831i,-0.0017458-0.00041615i,-0.0011024-0.00066007i,-0.0010249-0.001333i,-0.0020594-0.00031797i,-0.0012323+0.00076187i,-0.0003109+0.00050279i,-0.00034607+0.0003333i,0.00052678+0.00041229i,0.00082055-9.7025e-05i,0.0004723-0.00094996i,0.00051804-0.00087641i,-0.00013536-0.00015677i,-0.00072377+0.00025839i,-0.0010081-0.00021775i,-0.00059383-0.0005115i,5.4518e-05-0.00020423i,0.00031894+0.0006114i,0.00051689+0.00068831i,0.00064043-6.1429e-05i,0.00011243+3.2026e-05i
-0.00087619-0.0011728i,-0.0017399-0.00090271i,-0.0014875+0.00024779i,-0.00076173+0.0011935i,-0.0002919+0.00094502i,-0.00068353+0.00081169i,-0.0010919+0.00058108i,-0.00017097-4.5992e-05i,0.00010182+0.00046072i,9.9074e-05+0.00030164i,0.00036378-0.00040477i,-0.00010045-0.00043961i,-0.00034958-9.8367e-05i,2.9249e-05+0.00016272i,0.00061574-0.00019434i,0.00021021-0.00020438i,-0.00033515-0.00032549i,-7.4608e-05-3.5869e-05i,-5.4227e-05+0.00057975i,-3.3955e-05-0.00032891i,-0.00022582-0.00086971i,-8.6193e-05+7.2841e-06i,-0.00012945+0.00096143i
0.0020716+0.0014355i,0.0010761+0.0014719i,0.0011123+7.4173e-05i,0.0012525-0.0011196i,0.00031614-0.0007301i,-0.0014315-9.7002e-05i,-0.0017294-6.3086e-05i,-0.0011138-8e-05i,-0.0006052+0.00031276i,8.4579e-05+0.00046549i,0.00059404+0.00011058i,0.0010033-0.0003511i,0.00096171-0.00053612i,0.00019482-0.00060577i,0.0003545-0.00032678i,0.0010172-0.00018183i,0.00028126+0.00014197i,-0.00027384+0.00016125i,5.1637e-05-0.00029454i,0.00059295-5.6998e-05i,0.00036698+0.00016369i,-0.00036832-8.2735e-06i,-0.00090948+0.00056826i
-0.0025625+0.0029036i,-0.0021903+0.0025105i,-0.0025764+0.0036747i,-0.0014054+0.0036808i,-0.0002298+0.0016232i,0.00042234+0.00052246i,0.00018752+0.00062273i,2.4134e-05+0.0007345i,9.3831e-05+0.00079493i,0.00023117+0.00094676i,0.00034109+0.00090807i,-5.195e-05+0.00049041i,0.00018423+0.00086683i,0.00011538+0.0013013i,-0.00044259+0.00080151i,-0.00027945+0.00039827i,0.00014282+0.00026815i,0.00040413-6.4396e-05i,0.00081843-0.00050831i,0.00095557-0.00014944i,0.00098798+0.00059i,0.00037721+0.00032917i,-0.0001793-0.00079537i
-0.0012962-0.00027113i,-0.0013079-0.00095832i,-0.0014607+0.00045706i,-0.00080511+0.0016035i,-7.3651e-05+0.00038268i,-0.00038705-0.00052917i,-0.00042417-2.2948e-05i,-4.9917e-05+0.00057709i,0.00043274+0.00049773i,0.0004861+0.00056583i,0.00046277-0.00011852i,0.00082088-0.00060557i,0.00089544-0.00033222i,0.0011194-0.00035823i,0.0011797-0.00023494i,0.00018647+1.9725e-05i,-0.00042636-8.7233e-05i,-0.00017103+0.00017634i,0.00084683+0.00058111i,0.0010226+2.7354e-05i,0.00056051-0.00022907i,0.00049236-4.6864e-05i,0.00021686-0.00013796i
-0.00040914-0.0019176i,-0.00040671-0.0007503i,-0.0010515-0.0016746i,-0.00076899-0.001842i,-0.00093266-0.0014093i,-0.0015111-0.00067286i,-0.0018741+4.0011e-06i,-0.0019015+0.00013526i,-0.0010611+0.00019968i,-0.00033973+0.00033744i,-0.0002621+0.0012508i,-7.9238e-05+0.00083707i,0.00028808-0.00066899i,0.00019017-0.0004062i,5.5529e-05+0.00037183i,0.00027445+0.00030861i,0.00053871+6.4267e-05i,0.00024703+0.00040149i,-0.00022124+0.00046775i,3.3592e-05+0.00016659i,0.00018737-0.00031131i,-0.00020498-0.00053718i,-0.0003872+2.2192e-05i
-0.00040623+0.0033189i,-0.00058427+0.0036398i,1.9378e-05+0.0027841i,0.00088796+0.00097627i,0.00062039-0.00023746i,0.00012747-0.00059601i,-0.00047125-0.00024588i,-0.00080634+5.0775e-05i,-0.00056424+0.00075195i,-0.00021593+0.0010208i,0.00084719+0.00063802i,0.0010379-7.803e-05i,0.0008324-0.00041559i,0.0007392-0.00042464i,0.00040466-0.00018784i,-0.00076286+0.00038268i,-0.0009521+0.00066043i,-0.00043213+0.00032809i,-0.0010127-0.00012319i,-0.00087157+0.00014082i,-0.0005942-0.0001835i,-0.00045442-0.00097086i,0.00028013-0.00056369i
-0.00066373+0.0019992i,0.00039651+0.0019525i,0.00049451+0.0017449i,3.9611e-05+0.0010665i,-0.00050318+0.00095345i,-0.00085431+0.00078429i,-0.00082251+0.00026068i,-8.3118e-05+9.5234e-05i,0.00038047+0.00014336i,7.2048e-05+0.00076695i,1.4011e-05+0.00090081i,0.00039729+0.00092489i,0.00041157+0.0006373i,0.00026821+0.00059468i,-0.00030959+6.8063e-05i,6.2984e-05-0.00077772i,0.00055507-0.00035352i,2.6446e-05+0.00028081i,-0.00057706+0.00069387i,-0.00045426+0.00045763i,-5.4925e-05+0.00016576i,-0.00058583+0.00090502i,-0.00070655+0.00056769i
-0.00047464+0.00053344i,0.00022694+0.0011233i,0.00064+0.00066809i,0.00053738+0.0013823i,0.00048859+0.0014137i,0.00012571+9.1739e-05i,-0.00039417-0.00070502i,-0.00053543-0.00096376i,6.0913e-05-0.00021344i,0.00031798+0.00033295i,0.0004119+0.000289i,0.00072276-1.3802e-05i,0.0011816+4.9299e-05i,0.00073881+0.00039381i,3.2662e-05+0.00079501i,-0.00040845+0.00074169i,-0.00067767-2.7029e-05i,-0.00036906-0.00045659i,-0.00065045-0.00011989i,-0.0011181+0.00017075i,-0.00034712-0.00030897i,0.00048679-0.00034354i,0.00040675-0.00062494i
0.00020146-0.0018209i,-0.00037186-0.00086443i,-0.0016558-0.0016356i,-0.0016449-0.0020121i,-0.0017316-0.0011243i,-0.002045-0.00017092i,-0.0021423+0.00030209i,-0.0013106+0.00016569i,0.00014727-9.6938e-05i,0.00068144+0.00015195i,-1.1188e-06+0.0010372i,-0.00066015+0.00146i,-0.00059652+0.0001785i,0.00031458-0.00065999i,5.7041e-05-0.0005598i,-0.00022314-0.00020115i,-0.00051731+0.00043906i,-0.00060745+0.0005661i,-0.000301+0.00061005i,-0.00040527+0.00013645i,-8.2136e-05-0.00072702i,1.9713e-06-0.00088543i,3.8606e-05-0.00024761i
0.0008685+0.00033131i,0.00035513-0.00010008i,0.00085246+0.00039016i,1.112e-05+0.00068855i,-0.00067463-9.4199e-05i,-0.00068129-0.00067047i,-0.00056834-5.2491e-05i,0.00026541+0.00027431i,0.00077161+9.8686e-05i,-4.4019e-05+0.00074837i,-0.0010631+0.0012085i,-0.00098016+0.00014192i,-0.00052797-0.00090715i,0.00016577-0.00061992i,-0.00015087-0.00051992i,-0.00040574-0.00079879i,-4.447e-05-0.00062101i,-0.0002208-0.0004849i,-0.00016539-0.00028259i,6.8956e-05-0.00014563i,0.00029642-0.00053528i,0.00075361-0.00074518i,0.0003253-0.00015761i
0.0024802+0.00012755i,0.0018128+0.00036716i,0.0009551-0.00098764i,0.00088716-0.00030315i,0.00038717+0.00037141i,-0.00039591-0.0004269i,-0.00097653+8.792e-05i,-0.0011125+0.00034354i,-9.5798e-05+0.00014073i,0.00078447+0.00053572i,0.00037108+0.00062782i,-1.1323e-05-0.00017994i,0.00014351-0.0005866i,0.00059199-0.0005372i,0.00076044-0.00092817i,0.00050238-0.0011325i,5.8352e-05-0.00055666i,0.00015614-0.00014296i,0.00042949-4.7435e-05i,0.00049558-0.00013777i,0.00036008-0.00012082i,0.00033333+0.00049007i,0.00010137+0.00039916i
-0.00081243+0.00045027i,0.00021065+0.0012977i,0.0014722+0.00095942i,0.0014399+0.00026409i,9.8104e-05-0.00059933i,-0.00069344-0.00068031i,-0.00047452+4.3313e-05i,-0.00034711+0.00020012i,-6.7855e-05+0.00032029i,0.00044134+0.00095955i,0.00083198+0.00091547i,0.0016617+0.00081687i,0.0013156+0.0011394i,0.00052145+0.0012326i,0.00068667+0.00023436i,0.00013911-4.0198e-05i,-0.0002051+0.00021247i,-3.365e-05-0.00027237i,-0.00015761-0.00046694i,-0.0002288-0.00084776i,-0.0001032-0.00015166i,0.00027028+0.00098519i,0.00042727+0.00048061i
0.00020824+0.0010283i,0.00097259+0.00098017i,0.00071888+0.00052105i,0.00041489+0.00030117i,-0.00019963+0.00031195i,-0.00099135-0.00023159i,-0.0011818+0.0003351i,-0.00063178+0.0013713i,-0.00027896+0.00058533i,8.1058e-05+0.00052196i,0.00055966+0.00016884i,0.001249-0.00038138i,0.00139+0.00026979i,0.00057341+0.00038188i,0.00033042+0.0001703i,0.00073684+0.00021103i,0.00042557+0.00050771i,-0.00045095+0.00089531i,-0.00041202+0.00067864i,0.00027447+0.00059078i,0.00094201+0.0009806i,0.00097021+0.00097419i,0.00023798+0.0007507i
0.00067656-0.0036422i,0.00054552-0.0054692i,0.00078109-0.0036115i,-0.0001606-0.0019986i,-0.0012437-0.00075123i,-0.00090169+0.00013936i,-0.00047585-3.8182e-05i,-0.00092169-0.00036391i,-0.0019242+0.00036866i,-0.0012879+0.00068441i,0.00015147+0.00013846i,0.00047169+0.00033321i,-0.00017818+0.00017102i,-0.0011151-0.00034288i,-0.0017257-0.00023946i,-0.0010373-0.00039031i,0.00070097-0.00074148i,0.00070713-0.00059118i,-0.00027091-0.00052553i,-0.00056921+4.9195e-05i,-0.00097773+5.3306e-05i,-0.00027545+0.00014806i,0.00044238+9.5837e-05i
0.0017569+5.1559e-05i,0.00088333-0.00084435i,0.0029613-0.0005895i,0.0037254-0.00071797i,0.0018258-0.0016213i,0.00062926-0.0020999i,-0.00018612-0.0014145i,-0.0006458-0.000666i,-0.00048968+2.1711e-05i,0.0001438+0.00080065i,0.00047237+0.00074382i,0.00027741+6.344e-05i,0.00051336-0.0004086i,0.0005876-0.00025903i,0.00022766-0.0003013i,0.0002589-0.00044528i,3.2066e-05-8.6143e-05i,-0.00014687+5.1871e-05i,8.6607e-05-0.0002583i,0.00029889-0.00024603i,0.00019514+0.00023104i,0.00038358+0.00078339i,0.00030751+0.00038011i
-0.000177-0.00023431i,0.0012407-0.00090843i,0.0010207-0.00053651i,0.00053326-5.0097e-05i,0.00015424-0.00017303i,-0.00094604+0.00053202i,-0.00089622+0.0014056i,2.6305e-05+0.0008219i,4.1398e-05-3.8573e-05i,0.00052149-0.00020923i,0.00043805+0.00018039i,-1.554e-06-6.8963e-05i,0.00045104-2.3479e-06i,0.00038618+0.00024425i,0.00017251+0.00013854i,0.00020736+0.00055845i,-0.00031266+0.001423i,-0.00064532+0.0014297i,-0.00028503+0.00074572i,-0.00018231+0.00072685i,5.127e-05+0.00063024i,-0.0005153+0.00012268i,-0.00097935-0.00029132i
-0.00093458+0.00072153i,-0.0015048+0.00074059i,-0.00098899+0.0011415i,-0.00093171+0.00094148i,-0.00010501+4.4881e-06i,-0.00028614-0.00038576i,-0.001307-9.3444e-05i,-0.00062385+0.00072503i,0.00078434+0.00080233i,0.00092965+0.0006035i,0.00021379+0.00041831i,-0.00012182+9.1474e-05i,-0.00052895-0.00031495i,-0.0010928-0.00057558i,-0.0011532-0.00043163i,-0.0005393-0.0002655i,-0.00026382-0.0002505i,-0.00041067-0.00020318i,0.00052483-0.00051579i,0.0011126-0.00049983i,0.00090467+0.00052018i,0.00078404+0.00045781i,0.00018768-0.00019991i
-0.0014408-0.0022384i,-0.00095183-0.0016456i,-0.00030285-0.0008665i,0.00068256-0.00091691i,0.0005128-0.00039206i,-0.000762+0.00032154i,-0.00055549+0.00095177i,8.8488e-05+0.0013441i,-2.9688e-05+0.00063344i,-0.00036918+0.00018627i,-0.00014387+0.00064355i,0.00028093+0.00050177i,0.00068684+5.6885e-05i,-0.00022221+2.148e-05i,-0.0011209+7.8363e-05i,-0.00073077+0.0004041i,-1.4481e-05+0.00052682i,0.00015075+0.0006757i,-0.00015701+0.00060825i,8.3698e-05+7.2028e-05i,-7.0023e-05-0.00017971i,-0.00035329-9.7832e-06i,-0.00061634+0.0001711i
0.0022371+0.00032168i,0.0014662+0.00065059i,0.001183-0.00048459i,0.00067796-0.0012651i,-0.00026206-0.0011794i,-0.0010236-0.00061539i,-0.0010627+0.00018782i,-0.00067167-0.0001235i,-0.00026597-0.0002831i,-4.8535e-05-0.0002885i,0.00027509-0.00062963i,0.00031825-0.00058925i,0.0001156-7.1043e-05i,-9.5737e-05+5.3606e-05i,8.3636e-05-0.00024056i,0.00022028-0.00048416i,3.3411e-05-7.6714e-05i,-0.00056928+0.00031671i,-0.0010685+0.00049355i,-0.00048468+0.00076053i,0.00050701+0.00079448i,7.8145e-05+0.00057692i,-0.00052119+0.00073958i
0.00050366+0.0019012i,-0.00010345+0.0014277i,0.00040184+0.0011145i,0.00072913+0.00065245i,0.00075669-4.3506e-05i,3.8079e-05-0.00043865i,-0.00124-0.00043542i,-0.00076911-6.9696e-05i,-0.00022197+0.00034736i,-0.00026889+1.3696e-05i,0.00019109+6.1693e-05i,0.00047384+0.00038395i,0.00043752+0.00068896i,0.00046857+0.0008244i,0.00033406+0.00066117i,5.1939e-05+0.00068787i,0.00031496+0.00042099i,0.00092631+0.00043811i,0.0009431+0.00065799i,3.2192e-06+0.00054989i,-0.00051022-4.936e-05i,-0.00055095+0.0001379i,-0.00034176+0.0006391i
0.00032339+0.00084791i,0.00022822+0.0006857i,0.00013342+0.0013866i,-1.9621e-05+0.0014148i,-0.00090006+0.00073378i,-0.0012525-0.00010519i,-0.0014389-0.00065602i,-0.0014815-0.00027374i,4.886e-05+0.00084785i,0.00089384+0.0011958i,0.00010041+0.0013151i,-0.00050504+0.00082249i,-0.00065845+0.00017933i,-0.00087181+0.0001128i,-0.00086813+0.00060469i,-0.00093988+0.00059127i,-0.00084425+5.8176e-05i,0.00030551-0.00019754i,0.0011291-8.9395e-05i,0.00083436-3.6356e-05i,0.00022458+0.00010779i,-0.00069518+0.00086848i,-0.00033279+0.00044889i
-0.0015214-0.0018583i,-0.0018754-0.0018596i,-0.0015131-0.0010783i,-0.00096899-0.00021441i,-0.00049287-0.00018789i,-0.00071566-5.3348e-05i,-0.0007007-6.9346e-05i,-0.00036186+0.00012035i,-0.00028419+0.00052387i,-0.00024214+0.00050297i,0.00012168+0.00021923i,0.00013088+0.00056457i,-0.00050333+0.0010511i,-0.00037168+0.0010448i,-0.00050697+0.00066886i,-0.001776+0.00017338i,-0.00098438-0.00073993i,3.5825e-05-0.001314i,-0.00037219-0.00047812i,-0.00048856+0.00021551i,-0.00031854+0.0001321i,-7.4025e-05+0.00012292i,-0.00022512+0.00035472i
0.0008172+0.00031639i,0.00089535-0.00036596i,0.00034841-0.0014951i,-0.00076483-0.001649i,-0.0010429-0.0014255i,-0.0010704-0.001223i,-0.0012033-0.0013688i,-0.0012623-0.0011086i,-0.0010987-0.00098323i,-0.0003351-0.00023253i,-0.00043499+0.00048902i,-0.00054897+0.00021737i,-9.5628e-05-0.00052491i,-0.00051235-0.0011686i,-0.00022703-0.0010597i,0.00036011-0.00032611i,-0.00011625+0.00016385i,-0.00026029-0.00010325i,5.8618e-05-0.00022129i,-8.7944e-05-0.00022116i,-0.00020822+8.7924e-05i,0.00049105+0.00044712i,0.00036892-5.992e-05i
-0.00090839-0.00064275i,-0.00065115-0.00068607i,-0.00090639+0.00034804i,-0.00087086+0.0015277i,-0.00082299+0.0010863i,-0.00042053-0.00040765i,9.8978e-05-0.00033038i,-0.00025894+0.00055635i,-0.00057352+0.00032204i,-0.00036343+0.0003688i,0.00019049+0.00052586i,-2.039e-05+0.00037227i,-0.00028593+4.9491e-05i,-0.00019701-0.00026469i,-0.00072281-0.00059942i,-0.00069892+2.6593e-05i,-0.00050545+0.00079164i,-0.00017648+5.979e-05i,0.00010296-0.00029725i,-0.00025594+0.00075467i,-0.00028534+0.00041263i,5.4728e-06-0.00033383i,-0.00017239+0.00025427i
0.00020892-0.00061576i,-0.00069883-0.002266i,-0.00028259-0.00070881i,-0.00023131+0.00019829i,-0.0010174-0.0009865i,-0.00076167-0.0013486i,-0.00014179-0.00067774i,-0.00071127-0.00031273i,-0.0010096+0.00011386i,-0.00026843+0.00021842i,0.00051369+0.00048986i,0.00079592+0.0005243i,0.00034677-0.00018382i,0.00069882-0.00057756i,0.00094361-0.00025403i,0.00047443-1.6392e-05i,-5.0845e-05+0.00025968i,-0.00046903+0.00050542i,-0.00083482+0.00083328i,-0.00056498+5.7571e-05i,0.00051444-0.00099187i,0.00044718-0.00064356i,-3.8329e-05-0.00010557i
0.00093125-0.00074691i,0.0012331-0.0006507i,0.00091245-0.0006683i,0.00089971+0.00054858i,0.00067822+0.00043451i,0.00017001-0.00055737i,-0.00077975-0.00056207i,-0.00075715+1.8552e-05i,6.095e-05+0.00044757i,-5.1916e-05+0.00077881i,-0.00010313+0.0003969i,-7.5443e-05-0.0005558i,-0.00013215-0.00026893i,-0.00034673-0.00045601i,-0.00034941-0.00082917i,-0.00016519+0.00047145i,-0.00022404+0.0011525i,0.0004871+0.00021106i,0.0009348-0.00019693i,0.00084243+0.00028176i,0.00077908-0.00033222i,0.00037434-0.0010576i,0.00017546-0.00064101i
0.00073472+0.0015337i,0.001135+0.0019753i,0.00085511+0.001866i,0.0006192+0.0015456i,4.8175e-06+0.00013359i,-0.0014368-0.00067723i,-0.0017635-3.5434e-05i,-0.00055384+0.00045146i,0.00024276+0.00081439i,0.00015141+0.00099722i,-0.00039271+0.00067567i,-0.00095708-0.00019703i,-0.00069538-0.00087553i,0.00012981-9.9132e-05i,0.00075142+0.00018782i,0.0002389+7.598e-05i,-0.00016065-0.00012184i,0.00014467-0.00067416i,-0.00031103-0.00057262i,-0.00074035-0.00013872i,-2.4847e-06+0.00021606i,0.00014079+8.2129e-06i,0.00012942-0.00050951i
0.0020839-0.0012799i,0.0022849-0.0010054i,0.0030964-0.0009133i,0.0018664-0.00092689i,0.0003441-0.0017481i,-0.0011424-0.0018931i,-0.0016476-0.0011525i,-0.0010257-9.7699e-05i,-0.00037821+0.00076138i,0.00018266+0.00079418i,0.00065062+0.00025244i,0.00084426-0.00019437i,0.0012429-0.00069954i,0.00031638-0.0010725i,-0.00028725-0.00091174i,0.00046688-0.00050689i,0.00074319+0.00025284i,0.00058312+0.00027663i,0.00042262-0.00042799i,-0.00011408+0.00010005i,-0.00043799-0.00010506i,0.0003569-0.00066321i,0.000908-0.00028607i
-0.00089175-0.00036897i,-0.00048576+0.00053263i,-0.0008582+0.0018444i,-0.00032698+0.00090539i,0.00020755-0.00082191i,-0.00047183-0.0006437i,-0.00054998-0.00046838i,-0.00075104+0.00052768i,-0.00090512+0.0015526i,-3.5269e-05+0.00087368i,0.00086931+6.5224e-05i,0.0013545+0.0002065i,0.00033308+0.00074078i,-0.00061411+0.00047899i,4.714e-05+0.00053077i,1.1835e-05+0.00086669i,-0.00071619+0.00032396i,-0.00015494-0.00041405i,0.00012443-0.00031454i,-0.00061911+0.00018802i,-0.00037233+2.7425e-05i,0.00086568+6.1256e-05i,0.00038114+0.00051746i
0.00013753-0.0019711i,0.00019022-0.0031169i,-0.00034225-0.0032654i,-0.00024817-0.0010379i,-0.00025391-0.00085936i,-0.00077718-0.0015674i,-0.0013004-0.0011703i,-0.0011893-0.00049636i,-0.0012345-0.0004206i,-0.0009153+6.398e-05i,-0.00018145+0.00016602i,0.00024999-0.00026564i,1.4043e-05-0.00086131i,-2.2796e-05-0.00091435i,0.00034645-0.00022302i,0.00015878-0.00018805i,1.9153e-05-0.00036874i,-6.7782e-05-0.00029063i,0.00010992+0.00014424i,0.00014+0.00012283i,0.00072829-0.00012332i,0.0010597+0.00025051i,0.00040275+0.00087803i
0.0011646-0.00044775i,0.0014069+8.6913e-05i,0.00035425+0.0010224i,-0.00020365+0.0010021i,0.00023482+0.000648i,0.00060861+0.00057479i,0.00010084+0.00088573i,-0.00018923+0.00088025i,0.00017346+0.00020433i,0.00060755+3.4659e-05i,0.00022584+0.00091439i,0.00022084+0.001332i,0.00047829+0.00022464i,0.00038565-0.00049739i,-0.00043515-0.00070875i,-0.0013308-0.00094973i,-0.0012801-0.0001786i,-0.00078597+0.00073009i,-0.00023273+0.0011052i,0.00058934+0.0012255i,0.0012076+0.0012188i,0.0012444+0.00089907i,0.00085564-0.00034394i
