-0.00098925+0.00022607i,0.00073808-0.0012143i,0.00079952-0.00045741i,0.00037071+0.00049611i,0.00011739+0.00097719i,0.0011472+0.0012729i,0.0019722+0.0012317i,0.0017332+0.001047i,0.0015165+0.00112i,0.0012878+0.00057089i,0.00069112-0.00051337i,0.00047744-0.00096067i,-9.9719e-07-0.0013884i,-0.00058643-0.0012206i,-0.00024503-0.00086513i,-0.00037527-0.00046743i,-0.00084584-0.00017227i,-0.00069984-0.00039973i,-0.00042936-0.00059517i,-0.00017489-0.0004822i,4.686e-05-0.00023616i,0.00030612-0.00014247i,0.00029976+0.00034943i
0.00071141-0.0020181i,0.00010687-0.00077686i,0.00056036-0.00055054i,2.0776e-05-6.7136e-05i,-0.0010202+0.00043338i,-0.00028973+0.001035i,0.00061827+0.0008265i,-6.0287e-06+0.00047007i,-0.00025841+0.00075986i,-0.00021317+0.00097962i,-0.000492+0.0010188i,-0.001276+0.0015085i,-0.00081766+0.0016104i,0.00027825+0.0014131i,0.00018675+0.0015275i,0.00028587+0.00086732i,8.3183e-06-0.00031186i,0.00034584-0.00097385i,0.0013441-0.00033654i,0.00098506+0.00022487i,3.6316e-05-0.00042457i,-0.00027868-0.00051363i,-0.00020945-4.1546e-05i
-0.00010841+3.451e-05i,-0.00022845+0.00015493i,-0.00027544-0.0001435i,0.00054574-0.00062534i,0.0015093-0.00016282i,0.0019283+0.0006059i,0.0020255+0.0014296i,0.00079987+0.0012965i,-0.00025271+0.00068882i,-0.00045453+0.00011291i,-0.00089721+0.00019117i,-0.00011779+0.00067588i,0.00038575+0.00039492i,0.0001406-0.00037952i,0.00022248-0.00070646i,0.0001105-0.00027297i,0.00032982-0.00018943i,0.00050492-5.1448e-05i,-0.00031007-4.5623e-06i,-0.0007205-0.00032995i,0.00010836+0.00065551i,0.00053218+0.00068617i,-0.00047108-0.00059125i
0.00049004-0.00027887i,0.0020196-0.00083913i,0.0028689-0.00044297i,0.0017914-0.00052313i,0.00042476-0.0002375i,0.0012283+0.00092157i,0.0015395+0.00086871i,0.0004329+0.00061459i,0.00027224+0.0010117i,0.00087038+0.00085481i,0.00086628+0.00027017i,0.00035155-0.00038312i,0.00017913-0.0011611i,0.00018128-0.0015891i,-0.0001318-0.0012575i,-0.00051436+0.00013974i,-0.00048075+0.00028093i,-0.00032256-0.00071717i,-0.00032246-0.00068268i,-0.00098117-3.9741e-05i,-0.00057744+0.00023373i,0.00050873+0.00021816i,0.00027317+0.00054663i
0.0011584-0.0011925i,0.0010572-0.0011488i,0.0014197-0.0010457i,0.0016411-0.0011184i,0.00068229-0.00071022i,3.0803e-05-4.4111e-05i,0.00047259-0.00015702i,0.00024771+0.0008304i,0.0001087+0.00041042i,0.0004179-0.0015978i,-0.00023291-0.0014208i,-0.00075994-0.00050581i,-0.00026782-2.6203e-05i,-0.00098202+4.2169e-05i,-0.0017493+0.00017935i,-0.00039216-7.5903e-05i,0.00017929-0.00089036i,-4.106e-05-0.00092561i,0.00019586-0.00031331i,-0.00029796+0.00029803i,-0.0010388+0.00022152i,-0.00086515-0.00031474i,-0.00027622-0.00010116i
0.0013508+0.00016051i,0.0024523+0.0013055i,0.002496+0.0011153i,0.00090825+0.00072749i,-3.4144e-05+0.0012184i,0.0010909+0.0014304i,0.0013462+0.0011957i,0.00034512+0.00091858i,-0.00034314+0.00085166i,-0.0003596+0.00095225i,0.00013202+0.00098073i,5.491e-06+0.0004866i,0.00033415-0.00032493i,0.00051423-0.00043553i,5.6423e-05-0.00062613i,-0.00030969-0.00020767i,-0.00042994-5.8528e-05i,-0.0001863-0.00056616i,-0.00050105-0.00072619i,-0.00055109-0.00063717i,0.00019195-0.00068011i,-0.00013117-0.00056687i,-0.00079862-7.4359e-05i
0.0017852-0.001774i,0.0013624-0.0013048i,0.00092996-0.0011738i,-0.00029694-0.001498i,-0.0017601-0.0010671i,-0.0016338-0.0003978i,0.00065381+0.00017764i,0.0016814+0.00023275i,0.00083577-0.00010721i,0.00048064-0.00075583i,-0.00010336-0.00077283i,-0.001026-0.00036994i,-0.0012114-2.4329e-05i,-0.00082593+0.0013651i,2.8665e-05+0.0015931i,0.00068243+0.00096239i,0.00073806+0.00028104i,0.00037335-0.00059533i,0.00067365-0.00074401i,0.0015065-7.8053e-05i,0.0013589+0.00047484i,0.0007854+0.00051274i,0.00035772+0.00025825i
-0.00051504+0.00028982i,0.0008283+0.00023539i,0.0012747+5.2714e-05i,0.00066839-0.00072809i,-0.00011203-0.00079406i,0.00051494-0.00016893i,0.0010246-0.00033267i,0.00069225-0.00018512i,0.00053671+0.00088487i,0.00020796+0.0013855i,0.00047076+0.0012266i,0.00042959+0.00065574i,-0.00021095-0.00022209i,-0.00010189-0.00035116i,0.00015883+0.00031033i,0.0003161+0.00040328i,-0.00018424+0.00063862i,-0.00018343+0.00057627i,0.00039352+6.6787e-05i,3.6522e-05-0.00026156i,-0.00033948-0.00019575i,-0.00023857+0.00022675i,-0.00040249-2.0434e-05i
-0.00080988-0.0021749i,-0.00061087-0.0024566i,-0.00030806-0.002549i,-0.00032678-0.0012299i,-0.00079391-0.00053863i,-0.00037303+0.00016331i,0.0011292+0.00052953i,0.0019713+0.00023509i,0.0015849+0.00014071i,0.0010296-4.7416e-05i,9.0757e-05-0.00062166i,-0.00033386-0.00077892i,-0.00047322+0.00018579i,-0.00069122+0.00037958i,-0.00072144+0.00041441i,-0.00073302+0.00038693i,-0.00027849+0.00024835i,0.00045072+0.00045092i,-7.0053e-05-0.00051462i,-0.0003914-0.0014943i,-0.00047528-0.0013438i,0.00012333-0.0005996i,0.00057478+0.00011815i
-0.00054348-0.0025404i,0.00065328-0.0014036i,0.0018934-0.00082127i,0.0018609-0.0013043i,0.0013268-0.0011614i,0.0012033-0.00039936i,0.0017451-0.00055628i,0.0015058+9.0902e-05i,0.00057165+0.00034025i,0.00064299+5.9715e-05i,0.00055579+0.00013252i,-0.00010605+0.0004608i,-0.00039078+0.00014465i,0.00020943+4.8041e-05i,0.0008053+0.00059424i,0.00039553+0.00045006i,-0.000299-0.00011004i,-0.0009133-0.0003266i,-0.00011699-0.00050301i,0.00064057-0.00084246i,0.00019469-0.00057995i,-0.00088503-0.00033798i,-0.0012212-0.00030223i
-0.001609-0.001125i,-0.00077789-0.00024417i,-8.0818e-05+0.00092592i,0.00064219+0.00055801i,0.001067+0.00078285i,0.00054769+0.0012002i,0.00016124+0.00074025i,9.5091e-05+0.00098368i,0.00025764+0.0011661i,0.00068699+0.00048235i,0.00080699-0.00079894i,0.00066931-0.00084881i,0.00021933-0.00030665i,0.00040964-0.00040215i,0.00090546+4.2223e-06i,0.0004852-0.00011715i,-0.00039745-0.00043744i,-2.0063e-05-0.00018876i,0.00036256+0.00038351i,0.00042045+0.0004184i,0.00057462+0.00089203i,0.00029062+0.001236i,0.00013583+0.00032866i
0.0021338+0.00018814i,0.0029209+0.00064588i,0.0024693+0.00071024i,0.001576+0.00023221i,0.0005603+0.00018426i,0.00015169+3.9982e-05i,-8.0498e-05+0.00050585i,-0.00047392+0.00092511i,-0.00015271+0.00067947i,0.00032694-9.0928e-05i,0.00052721-0.00029522i,0.00052639+0.0003553i,0.00025012+0.00090406i,-0.00033402+0.00031186i,-0.00047725-0.00086226i,-0.00012458-0.00060849i,-3.8691e-05-0.00024682i,1.3291e-05-0.0007391i,0.00017618-0.00073523i,0.0003024+0.00017092i,0.00044469+0.00052166i,0.00059302+0.00051624i,0.0012633+0.00045074i
-0.00059611-0.00016523i,-0.000173+0.00041228i,0.00015551+0.001081i,0.00076842+0.00041941i,0.0012658-0.00011507i,0.0010014+0.00033785i,0.00056466+0.00020549i,0.00033099+0.00020844i,0.00020504+0.00059244i,0.00054658+0.0004196i,0.00071815-0.00021147i,0.00049722-0.00063422i,0.00045631-0.00063398i,0.00035241-0.00070862i,9.2551e-05-0.0013184i,-5.4528e-05-0.001471i,-0.00024237-0.00075018i,-0.00049662-0.00027684i,-0.0003128-0.00035957i,0.0003348-0.00070357i,0.00070976-0.00010923i,0.0002727+0.00031827i,0.00014119+0.00033044i
0.0022809-0.00066777i,0.003308-0.001598i,0.0025663-0.0024641i,0.00038311-0.0018138i,-0.00034855-0.00058223i,8.0716e-05+0.0008447i,0.00064042+0.00096884i,0.00082773-2.1062e-05i,0.00063464-0.00022742i,0.00070589-0.00052193i,0.00040344-0.00093666i,7.1227e-05-0.00087415i,-0.00041936-0.00085448i,-0.0011577+1.4882e-05i,-0.00083638+0.0013768i,-0.00022559+0.0012373i,0.00011194+0.0003758i,0.00064934+0.00012779i,0.00020942+0.00062844i,-0.00041986+0.00090129i,-0.00061473+0.00063124i,-0.00061794+7.3955e-05i,-7.8143e-05-6.6267e-05i
0.0012183-0.001317i,0.00082185-0.0008065i,0.00038873-0.00087584i,4.0588e-05-0.00063493i,-0.00065567+0.00041573i,-6.2238e-05+0.0019049i,0.00055862+0.0020138i,0.00043773+0.0013409i,0.00036608+0.001146i,0.00039427+0.00046982i,0.00025142-0.00054315i,0.00036754-0.00055919i,0.00019425+0.00024551i,-0.00020058-0.00076179i,-0.00046315-0.00091426i,-0.00026355-0.00027796i,-0.00023409-0.00044633i,-0.00019339-0.00076369i,0.00017744-0.00022568i,0.00035556+0.00077307i,4.4524e-05+0.00081524i,-5.5248e-05+0.00035884i,0.00041148+0.00046934i
0.00092106-0.00040022i,0.0026096-0.00012364i,0.0029551-0.00057433i,0.0020115-0.00072749i,0.0014941-0.00031495i,0.0015069-6.6825e-05i,0.0012822+0.00046961i,0.00094937+0.00050459i,0.0001767-0.00016268i,0.00042993+0.00041741i,0.00078893+0.00056178i,0.00083373-0.00028122i,0.00038399-0.00086565i,-3.2493e-05-0.0011683i,-0.00029587-0.0011267i,-0.00047648-0.0014002i,-0.00055893-0.0014111i,-0.00023687-0.00047699i,-0.00048883+0.00054939i,-0.00039356+0.00059949i,6.0692e-05+0.00035371i,0.00026889+0.0002485i,0.00022975-0.00027022i
0.0012953-0.00038386i,0.0015055-0.00057787i,0.0018077-0.0012015i,0.00067207-0.0014329i,-0.00072493-0.0011781i,0.0005549-0.00021682i,0.0018158+0.00021308i,0.0016297+0.00012861i,0.00097735+0.00024437i,0.00036604-0.00032967i,0.00019629-0.00045665i,-0.00051903-0.0003941i,-0.00043929-0.00038395i,0.00029474+0.00047252i,-0.00020569+0.00073338i,3.8886e-05+0.00034482i,0.00012816-5.2948e-05i,-0.00030906-0.00010432i,0.00035438+0.00021011i,0.00054711+0.00037904i,-0.00032646+2.9026e-05i,-0.00044445-0.00064884i,0.00041549-0.0004244i
0.0020473-0.0017826i,0.0023985-0.0019811i,0.0023236-0.0021286i,0.00067972-0.0010362i,-0.00053973-0.00017101i,0.00055644+0.00051885i,0.0012731+0.00082575i,0.00072994+0.00063932i,0.00032844+0.00082952i,0.00051489+0.0007278i,0.00070079+0.00044002i,0.00079428+0.00052032i,0.00049292-2.8974e-05i,-0.0001808-3.8977e-05i,-6.0873e-05-0.00015168i,0.00036004-0.00084225i,0.0002769-0.00043225i,0.00013767+0.00083361i,5.2922e-05+0.00082794i,7.9982e-05+5.0848e-06i,-0.00013233-0.00030696i,-0.00035416+9.6491e-05i,-0.00032703-0.00010193i
0.00052378-0.0004575i,0.0016724-9.3638e-06i,0.00081335-0.0003942i,-0.0013824-0.00072035i,-0.0014153+0.00016823i,-0.0001991+0.0013458i,0.00074995+0.0010335i,0.00043014+0.00037507i,0.00033729-6.0691e-05i,0.00038427-0.0006129i,0.00023637-0.00069856i,0.00096355-0.0002992i,0.00062886-1.071e-05i,-0.00056064+0.00030416i,-0.0008554+0.00071278i,-0.00056228+5.2684e-06i,-0.0003424-0.00024956i,-0.00050972+0.00044048i,-0.00032173-6.5083e-05i,0.00016856-0.00047777i,4.399e-05+0.00012328i,0.00045401+4.3989e-05i,-0.00042014-1.839e-05i
0.00054416-0.0019612i,0.0013292-0.00057285i,0.0020002+0.0006409i,0.0015768-0.00040501i,0.00033838-0.001612i,1.05e-05-0.0011134i,0.00060353+0.00045766i,0.0007396+0.0011488i,-6.5922e-05+0.0010733i,-0.00032937+0.0012381i,-9.9175e-05+0.00062112i,-3.4858e-05+0.0001698i,0.00061081+0.00012199i,0.00088481-0.00066093i,0.00028098-0.00057259i,2.974e-05+0.00044248i,-3.4702e-05+0.0010008i,-1.9786e-06+0.00091228i,-0.00030318+0.00085758i,-0.00020176+0.00047197i,0.00032278-0.0004512i,3.7419e-05-0.00090232i,-6.1484e-05-0.00066674i
-0.00033124-0.0012184i,0.00043747-0.00061732i,0.0015171-3.7146e-05i,0.0019899+0.00044252i,0.001387+0.00045493i,0.0010279+0.00055014i,0.001166+0.00062858i,0.00063261+0.00097458i,1.3066e-05+0.00089883i,3.0232e-05+0.00095048i,0.00017756+0.00068115i,-0.00032702-0.0003483i,-0.00076994-0.0010235i,0.0001087-0.00075928i,0.00065302-0.00049432i,0.00058405-0.00016684i,-9.3534e-05+0.00017319i,-0.00050111+0.00022216i,-0.00019387+6.5333e-06i,0.00034951+8.0648e-05i,0.00034172+0.00040664i,6.4116e-05+0.00054784i,-4.2122e-05+0.00040872i
0.00065267+0.00026799i,0.0014461+0.00014991i,0.0017768+2.7058e-05i,0.0017918-0.00076472i,0.0015182-0.00081677i,0.00038794-0.00049132i,0.00016275+0.000729i,0.00086818+0.00091634i,0.00075255+0.0002535i,0.00046022+0.00020945i,0.00052429+0.00045255i,0.00031951+0.00021485i,0.0001096-0.0003573i,0.00096345+1.1767e-05i,0.0011878+0.00043879i,0.00091988+0.00034358i,0.00079031+0.00046204i,6.7143e-05+0.00099024i,0.00028568+0.00047911i,0.0011602-0.00032714i,0.000787-0.00043729i,-0.00016329-0.00080012i,0.00019538-0.00063326i
0.0039726+0.00064947i,0.0041189+0.00093434i,0.0038026+0.00043844i,0.0023263-0.00073136i,0.0006834-0.00097643i,-0.00016588-0.0007148i,8.314e-05+0.00026654i,0.00074459+0.0011133i,0.00095676+0.00086587i,0.00015085+0.00020886i,-0.00067024-5.6108e-05i,-0.00073142+0.00029333i,-0.00085224-0.00037061i,-0.00039839-0.0013165i,-0.00035765-0.0013923i,-0.00083337-0.00028889i,-0.00061947+0.00013368i,-0.00043072+0.00011852i,-0.00058844+0.00023205i,0.00029347-0.00078277i,0.00086844-0.0011975i,0.000128-0.0010439i,-0.00032397-0.0010659i
-0.00081386-0.0012334i,-0.00041102-0.001417i,-9.0386e-05-0.0012656i,-0.00070786-0.00112i,-0.00098109-0.00018543i,-0.00023188+0.0018697i,0.00045633+0.0026448i,-0.00026933+0.0013643i,-0.00096895+0.00023383i,-0.00049724+0.00041392i,0.00069516+0.00072331i,0.0012153+0.00051031i,0.00054646-0.00025788i,-0.00053882-6.2345e-05i,-0.00065315+0.00077272i,0.00018665+0.0011626i,-0.00016509+0.00024718i,-0.0014571-0.00048701i,-0.001072-0.00011656i,5.4527e-06+1.1178e-05i,-6.191e-06-0.00027441i,-0.00053743+4.1769e-05i,-0.0011206+0.00027412i
-0.0011072-0.00066297i,0.00094065-0.00085924i,0.0028396-0.00065603i,0.0021683+0.00017633i,0.0011765+0.0007112i,0.0014417+0.00040353i,0.0013125+0.00025256i,0.00063142+4.1719e-05i,0.00044154+0.00027531i,0.00058782+0.00070106i,0.00019451-7.0509e-05i,0.00026704-0.00035174i,0.00032379-0.00016557i,0.00020786-0.00054338i,0.00039388-0.00074019i,0.00090554-0.0011496i,0.0012004-0.00070854i,0.00078365-0.0004609i,-0.00035434-0.00091418i,-0.0007933-0.00043788i,-0.00033749-9.0778e-05i,-0.00047916-0.00051011i,-0.00089925-0.00031529i
-0.0015359+2.9186e-05i,-0.00069991-0.00033961i,0.00021011-0.00094696i,-0.00032386-4.2731e-05i,-0.00079285+0.00080932i,-0.00031865+0.00052892i,0.00055267+0.00041554i,0.00066372+3.9005e-05i,0.00014584+0.00019417i,0.00073282+0.00080013i,0.0014692+0.00016004i,0.0014845-0.00042881i,0.0013644-0.00069826i,0.00084621-0.00062703i,1.2747e-05-0.00062016i,-0.00021303-0.00076346i,0.00021538-5.1865e-05i,0.00040252+0.00054814i,0.00059675+0.00027973i,1.0107e-05-7.2114e-05i,-0.00037185+4.1235e-05i,0.00029584+6.6329e-05i,0.00082264-0.00059839i
0.00028364+0.00044632i,0.0013786+0.00062498i,0.0026008+0.00032132i,0.0011308-0.0007841i,0.0001682-0.001136i,0.00083289-0.0012367i,0.0011221-0.0011073i,0.0011133-4.819e-05i,0.00066601+0.00078557i,0.00029123+0.00018033i,-0.00012463-0.00078179i,-0.00030506-0.00049922i,-8.9869e-05+9.504e-05i,-0.00017573-0.00043055i,-0.00071596-0.0012216i,-7.1019e-05-0.00095621i,-2.085e-06-0.00014859i,-0.00048503-8.1319e-05i,0.00063352-7.7715e-06i,0.0012224+0.00029726i,0.00047336+0.00056972i,0.00019804-0.00010931i,0.00069744-0.00068436i
0.002621-0.0023282i,0.0020289-0.00208i,0.0018082-0.0016467i,0.0013786-0.00070793i,-0.00023105+0.0010013i,-0.000469+0.0015102i,0.00058347+0.00048415i,0.00092816+0.00053058i,0.00054989+0.001676i,0.00019516+0.0013238i,0.00037178+9.9728e-05i,0.00066353-0.00046069i,0.0002489-1.9388e-06i,-0.0006958+0.00039056i,-0.0014897+0.00041804i,-0.0013773+3.1265e-05i,-0.00057788+0.00030597i,0.0005564+0.00076422i,0.0011519+0.00029466i,0.00079014+0.00022435i,0.00066165+0.00018201i,0.0011149+7.3334e-06i,0.0014891+4.2264e-05i
0.0013033+4.0397e-05i,0.00088809-0.00026711i,0.00072999-0.00089967i,0.0014873-0.0010011i,0.00050388-0.00085888i,-0.00039953-0.00081999i,0.0001441-0.00020849i,0.00068136+0.0008474i,0.00073365+0.0010942i,0.00056767+0.00026028i,0.00037122-0.00027027i,0.00085105+0.00029714i,0.00016456+0.00099502i,-0.0010748+0.00065082i,-0.00098925+0.00034436i,-0.00075714+0.00078856i,-0.00070701+0.00041285i,-0.00072422+0.00015485i,-0.00097753+0.00026168i,-0.00067702-3.0686e-06i,0.00011112-1.8082e-05i,0.00050779-0.00031614i,0.00028715-0.0002029i
0.00080204-0.00025084i,0.00011097+0.00077042i,0.00051273+0.0005916i,0.0007081-0.00010522i,-0.0004108-0.00050149i,9.0858e-06+0.00040106i,0.00028568+0.00069695i,-0.00026578-0.00024891i,-6.8067e-05-0.00041417i,0.00013165+0.0002064i,-0.00054579+0.00078629i,-0.00025894+0.00076417i,-0.00034611+9.7683e-05i,-0.0012237-0.00096851i,-0.00075197-0.00090413i,3.2763e-05-0.00088281i,0.0001021-0.00091084i,-4.1019e-05-0.00026949i,0.00037151-0.00027447i,0.00047315-0.00033824i,0.00044921-0.00019564i,0.00046455-0.00019465i,0.00026758-0.00078991i
0.0029155-0.00018943i,0.0027718-5.5876e-07i,0.0027796+0.00019558i,0.0017985-0.0007217i,0.00046413-0.0009339i,0.00037209-0.0004615i,0.0011566+0.00070035i,0.0013495+0.0020294i,0.00060117+0.0019611i,8.5721e-05+0.0011434i,-0.00026693+0.00016875i,-0.00013396-0.00039069i,-0.00056452-0.00013872i,-0.00086001-0.00013251i,-0.00043714-0.00057813i,-0.00017903-0.00051399i,0.00018123+0.00012176i,0.00052848+0.00037979i,-0.00040499+0.00015477i,-0.0002976+0.0004085i,0.00063403+0.00035029i,0.00085122-1.365e-05i,0.00058703-0.00029899i
0.0010003-0.00052049i,0.0013599+0.00029185i,0.0010399+0.00062024i,0.0011233-0.00035026i,0.00054837-0.00040424i,0.00035858+0.00017009i,0.00095069+0.00041218i,0.00031641+0.00053289i,-0.0001111+0.00060773i,0.00032016+0.00047173i,0.00044966+0.00013711i,0.00029472-4.2602e-05i,-0.00055629+0.00019167i,-0.00068072+0.00018142i,-8.0489e-05+0.00049552i,0.00037762+0.00070706i,0.00081523-2.8252e-05i,0.0005533-0.00038432i,0.00052476+0.00019985i,0.00037753+0.0010227i,0.00045396+0.00074603i,0.00034636-9.9951e-05i,-0.00016398-0.00068804i
-0.00079394-0.0007189i,0.00033897-5.102e-07i,0.00067516+6.3645e-05i,0.0012238+0.0001377i,0.0015115+0.00054698i,0.0017221-7.5333e-05i,0.0019886-0.00056183i,0.0012936-3.7862e-05i,1.4747e-06+0.00096143i,-2.7279e-05+0.00094614i,0.00097482+0.00070022i,0.00089835+0.00019203i,-8.8615e-05-0.00061424i,0.00038912-0.0006265i,0.0005826+7.0067e-05i,0.00010821+0.00022802i,-0.00026294+0.0001107i,-0.00013348+0.00032143i,0.00019498+0.00057334i,0.0005565+0.00032251i,0.0010353+0.0004372i,0.0008098+0.00070266i,0.00060995+0.0004883i
0.00090871+0.00044843i,0.0022665+0.00057033i,0.0028607+0.00059112i,0.0010958+0.00056372i,0.00021915+0.00037597i,0.00044279+0.0011485i,0.001201+0.0011465i,0.0015657+0.00014615i,0.00088238+0.00013382i,0.00025919+0.00065911i,-0.00016481+0.00073849i,-0.00021698+0.0002478i,-0.00028849-0.00010644i,-0.00072905-0.00025388i,-0.00072365-0.00036267i,0.00029846-6.8138e-05i,-6.5089e-05-0.00021699i,-0.0006368-0.0012373i,-0.00041434-0.0010849i,-0.00092119-0.00057132i,-0.00063142-0.00084016i,3.3287e-06-0.00049102i,0.000188-0.00030937i
0.00016017-0.00021085i,0.0013298+8.8882e-05i,0.00248+0.00027221i,0.001732-9.0171e-05i,0.00077361+0.00070119i,0.001237+0.0013117i,0.0012962+0.0018541i,4.6506e-05+0.0015104i,4.5421e-05+0.0002445i,0.0005275+0.0001566i,0.00010417+0.00012571i,0.00036611-0.00057588i,0.00077968-0.0010707i,8.8739e-05-0.00078591i,-0.00044413-0.00035728i,-0.0001203+0.00019635i,0.00011287+0.00044821i,0.00029448+0.00055775i,0.00055403+0.001017i,0.00069193+0.00091884i,0.00082471+0.00076198i,0.00063848+0.00096627i,-6.9156e-05+0.00076799i
0.00061403-0.0012406i,0.0016794-0.00098982i,0.0025141-0.00028678i,0.0011711-0.0003252i,-0.00048414-6.939e-05i,-0.00019111+0.0011002i,0.00099875+0.0019475i,0.0013116+0.0018754i,0.00086472+0.0012647i,0.00032672+0.0011316i,0.00042151+0.00044299i,0.00060275-0.0011257i,0.00074669-0.0015612i,0.00033494-0.00074936i,-0.0003154-0.00027523i,-0.00061409+0.00039543i,-7.0805e-05+0.00098195i,0.0010209+5.5921e-05i,0.00066648-0.0009154i,0.00041069-0.00026844i,0.00042634+0.00034722i,-9.8511e-05+0.00016181i,-0.00042768-0.00012877i
0.00089979-0.0012438i,0.0015454-0.00078848i,0.0023788-0.0011156i,0.001604-0.0011885i,2.9466e-06-0.0012322i,0.00050109-0.00042074i,0.0013688+0.00061658i,0.00036248+0.00040988i,-0.00017403-0.00038993i,0.00062548-0.00013005i,0.00033791-0.00030711i,-0.00052726-0.00067689i,-0.0008252-0.00048309i,-1.872e-05-0.00059893i,0.00025227-0.00091924i,0.00017183-0.00048807i,0.00086891+0.00072312i,0.0005135+0.0010924i,9.6705e-05+0.00052297i,0.00014749-0.00045833i,-0.00016006-0.00017637i,-0.00016622-0.00026396i,9.1732e-05-0.00044133i
0.00055876-0.00022822i,0.0019026+0.00081308i,0.0023293+0.0010312i,0.0016898+0.00084964i,-1.4799e-05+0.00088278i,-0.0006965+0.0011974i,0.00027051+0.0014049i,0.00071611+0.00063107i,0.00054823+0.00041643i,0.00044733+0.0002852i,0.00013942+1.6036e-05i,0.00010495-0.00038159i,0.00067871-0.001119i,0.00093032-0.00091112i,0.00077663-0.00010293i,4.5446e-05+0.00046707i,-0.00083741+0.00032893i,-0.00089184-0.00062957i,-7.6468e-05-0.00050709i,-5.4346e-05+0.00017283i,-8.4704e-05-0.00062485i,0.00030488-0.00084174i,0.00050612+0.00025646i
0.0019802-0.00022797i,0.002132+4.5523e-05i,0.0027861+0.00047842i,0.0022128-0.00057127i,0.00072259-0.0016174i,0.00036455-0.0011144i,0.00062497+0.00036187i,0.0011061+0.00044609i,0.0014042-0.00044465i,0.0012774-3.4844e-05i,0.0010453+0.00036966i,3.5596e-05-0.0005235i,-0.00015476-0.0017644i,-0.00093272-0.0011308i,-0.0015901-0.00038232i,-0.00090872-0.00019017i,-0.00051169+0.00021565i,-0.0005765-7.9055e-05i,-0.0009536-0.00066242i,-0.00056741-0.00071749i,0.00022833-0.00058856i,0.00068067-0.00033969i,0.0010702+0.00014262i
0.0011456+0.0018555i,0.0029022+0.0017675i,0.0040733+0.0010952i,0.0034482+0.00079771i,0.0013728-0.00021176i,0.00023741-0.00037686i,0.00028581+0.00038872i,0.00026639+0.00053252i,2.8222e-05+0.00024766i,0.00040549+3.308e-05i,0.00022991-0.00014889i,-7.2803e-05-0.00023337i,0.00019971-0.00034096i,-0.00040881-0.0010538i,-0.0012493-0.0015295i,-0.00074536-0.0011795i,-0.00018049-0.00076076i,-0.00018599-0.00053927i,0.00014355-0.00034917i,-6.1612e-05-9.0753e-05i,-0.0002724+0.00055544i,-4.5909e-05+0.00085673i,0.00021393+0.00048673i
-0.0009382-0.00022269i,-0.00067752+0.00011175i,0.00075075-0.00011918i,0.0016576-0.0012462i,0.00082397-0.0022013i,0.00018781-0.0017276i,0.00019051-0.00080441i,-0.00051906-0.00036858i,-0.00061797+0.00054166i,-0.00019414+0.00081648i,2.0522e-05-0.00032608i,-0.0004934-0.00051953i,-0.00078345-1.3911e-05i,-0.00054431-0.00021644i,-0.00024592-0.0010512i,-0.00033775-0.0012639i,-0.00061782-0.00012905i,-0.00018706+0.00082972i,-0.00055337+3.1404e-05i,-0.0010142-0.00086509i,-0.00074094-0.0006024i,-0.00027775-0.00046752i,0.00038101-0.00056675i
0.0026053-0.0010238i,0.0025427-0.00078314i,0.002683-0.00035131i,0.0019414-0.00074522i,0.00080656-1.2698e-05i,0.00019709+0.0005972i,0.00024582+0.00074543i,0.00033913+0.0010085i,0.00091729+0.00088253i,0.00086611+0.00027871i,-7.0018e-05-0.00032472i,-0.00090373-0.00041857i,-0.0011216-0.00082543i,-0.00036299-0.0014424i,0.00017702-0.001036i,0.00040202-0.00025151i,0.00048437-0.00055214i,0.00061611-0.00059264i,0.00038363+0.00017771i,0.00035106-0.00044001i,0.00027154-0.0007518i,-7.2941e-05-9.7048e-05i,2.7479e-05+0.00020947i
0.0011884+0.00044782i,0.00046037+0.0011897i,0.00022758+0.00078196i,0.00060476+0.00038483i,0.00088016+0.00053592i,0.00097638+0.0013385i,0.0012534+0.0011448i,0.00068754+0.00092185i,0.00033897+0.0010044i,0.00038689+0.00026196i,0.00035612-0.00048333i,0.00080924-0.00046204i,0.00097943+0.00019422i,0.00047455+0.00034867i,-0.00038562+0.00022348i,-0.00041262+0.00077554i,0.00037159+0.00041711i,0.0004033-0.00032892i,0.00056495-0.00033777i,0.00097701-0.00067719i,-4.9829e-06-0.00058871i,-0.00078705-0.00072026i,-0.00037282-0.00015144i
-0.00050019-0.0015848i,-0.00041927-0.00041414i,-0.00018109+0.00016931i,0.00050123+6.9107e-06i,0.00024852-0.00077635i,-7.0112e-05-0.00047813i,0.00032765+0.0007673i,0.00036357+0.0014705i,0.0010273+0.001462i,0.0010201+0.0011338i,0.00039632+0.00072417i,0.00050316+0.00011523i,0.0010831-3.1804e-05i,0.0014073+0.00046608i,0.00049282+0.00072909i,-0.00059034+0.0003973i,-0.00056531-0.00024964i,-0.00035706-8.2684e-05i,-0.0001543+0.00029784i,-0.00038537+6.6671e-05i,-0.00069291+0.00038871i,-0.0005534+0.00050321i,-0.00021189+0.00062098i
