-0.0033089+0.00055602i,-0.0034137-0.00022382i,-0.0042453-0.0010592i,-0.0027784-0.0014774i,-0.0014572-0.00093005i,-0.0010198+0.00010307i,1.2993e-05+0.0010202i,0.00084384+0.0010354i,0.00083916+0.0012439i,0.00048663+0.0013863i,0.00056364+0.00025276i,0.00026439-0.00062394i,-0.0003338-7.1806e-05i,-0.00053061+0.00053515i,-0.00013832+0.00013783i,9.4533e-05-9.582e-05i,-0.00036567+0.00011816i,0.00032916+0.00059119i,0.00093059+0.0012057i,0.00042721+0.0010629i,-2.0474e-06+0.00032455i,-0.00026181-0.00036799i,-0.00048288-6.4798e-05i
-0.00057803-0.001761i,0.00015-0.0021696i,0.0010307-0.0034832i,0.00072412-0.0027383i,0.00018094-0.0011354i,0.00039288-0.00039484i,-0.00011176-0.00059467i,-0.00091389-0.0014307i,-0.0007739-0.0014297i,-0.00026308-0.00064866i,9.7214e-06+0.00025606i,0.00047612+0.00055867i,-0.0003876-0.00022739i,-0.00076353-0.00010814i,-0.00022918+0.0007464i,-0.00018264+0.00095769i,-3.6878e-05+0.00070739i,0.00057599+5.1831e-05i,0.00087808-0.00038816i,-1.8807e-05+0.00035635i,-0.00019111+0.00046858i,0.00049013+0.00037666i,0.0004872+0.00049364i
6.3168e-05-0.0022053i,0.00045425-0.0017108i,-0.0011635-0.0014382i,-0.0028764-0.0016934i,-0.00244-0.0021038i,-0.00090711-0.0013115i,-0.00081978-0.00021047i,-0.0010525+0.00079783i,-0.0011051+0.00033381i,-0.0013304-0.00025232i,-0.00047136-0.00019253i,0.0001592-5.5128e-05i,-0.00041271+0.00022434i,-0.00039478+0.00066351i,-0.00030672+0.00042892i,-0.00074812-2.212e-05i,-0.00023177+0.00046732i,0.0004302+0.00070185i,0.00041906+0.00041301i,0.00010824+0.00090369i,-0.00057109+0.00045936i,-0.0007872-0.00119i,-0.00085943-0.0014845i
-0.001595+0.0017362i,-0.0019345+0.0010425i,-0.0013449+0.001515i,-0.00072627+0.00038848i,-0.00077352-0.0010654i,-0.00085753-0.00080665i,-0.00035092+0.00031007i,-0.0005749+0.00050389i,-0.0010235+0.00080581i,-0.00055377+0.0015732i,-0.00047566+0.0017555i,0.00023805+0.0011176i,0.0014656+0.00028587i,0.00067288-3.2054e-05i,-5.1751e-05+0.00031924i,0.00010951+0.00054991i,-0.00023355+0.00043522i,-0.000502-2.5647e-06i,3.8939e-05-4.8342e-05i,0.00054585+0.00056646i,0.00014882+0.00020397i,0.0002812+0.00066165i,0.0001514+0.0014834i
-0.00011514-0.0018126i,-1.5099e-05-0.0021569i,-0.00048959-0.0034329i,-0.0014616-0.003041i,-0.001791-0.00094429i,-0.00099998+2.0894e-05i,-0.00085066+0.00019864i,-0.0009507+0.00031581i,-0.00068891+0.00046534i,-0.00073427+0.00098712i,-0.00078252+0.00047951i,-0.00045967+0.00025271i,-0.00068134+0.00093843i,-0.00053798+0.00054496i,0.00019072+0.00025051i,0.00012056+0.00050143i,0.00048497+0.00031155i,0.00036416-9.5421e-05i,-0.00053691+6.3438e-05i,-0.00039303+0.00065637i,-0.0001773+0.00067237i,-0.00050801+0.0001249i,-0.00075309-0.00065676i
0.00073378+0.00029577i,0.00048256-2.6245e-05i,-0.00043041-0.00031891i,-0.00083966-0.0010105i,-0.0012981-0.0015946i,-0.0013005-0.0006002i,-0.0013474+0.00036799i,-0.0012577+0.00017207i,-0.0011491+7.689e-05i,-0.0011863+0.00029714i,-0.00065289+0.00070321i,5.3616e-05+0.00083774i,-0.00050252+0.00017454i,-0.00055709+0.00012903i,0.00012498+0.0011201i,0.00013106+0.00077006i,-0.00021381-0.00041851i,0.00021812+1.4239e-05i,0.00014694+0.0011312i,-0.00057039+0.00074203i,-0.00025958-0.00020429i,-0.00024866+0.00040268i,-0.0009011+0.00068797i
0.00043398-0.0028196i,0.00036774-0.0030449i,-0.00051661-0.0048263i,-0.00088508-0.004022i,-0.00048354-0.0014443i,-0.00013115+0.00021509i,-0.00021047-0.00049253i,-0.0011425-0.0012199i,-0.0013876-0.00086408i,-0.0006992-0.00068924i,-2.5239e-05-0.00012943i,0.00075244+0.00051261i,0.0007581+0.00033088i,0.0002379+0.00046403i,0.00019919+0.00066555i,0.0005147+0.00013831i,0.00087524-0.00036564i,0.00080916-0.00041827i,0.00013462-0.00018679i,-9.4101e-05+0.00049636i,-0.00029559+0.00088041i,-0.00017781+0.00067074i,0.00096019+0.0010389i
-0.0013725-0.0012951i,-0.00079836-0.0017906i,-0.00022179-0.0022804i,-0.00025033-0.0018868i,-0.00090227-0.001029i,-0.0016704-0.00086004i,-0.0012136-0.00025053i,-0.00097351+9.5557e-05i,-0.0002325-0.00023093i,0.00053721+0.0003221i,0.00029184+0.0010229i,3.3094e-05+0.0009777i,0.0002919+0.00039961i,0.00048897+2.6349e-05i,-5.9971e-05-0.00027601i,-0.0003845-0.00016958i,-0.0004727+0.00035649i,-0.0006401+0.00034217i,-0.00011563-0.00022826i,-2.3204e-05-0.00097224i,-0.00062855-0.00046849i,0.0005659+0.00052208i,0.0011179+0.00066386i
-9.3212e-05-0.0017007i,0.00025371-0.0013882i,-0.0010816-0.002325i,-0.0022824-0.0026588i,-0.0023062-0.0017606i,-0.0019447-0.00055277i,-0.0013532-0.0008491i,-0.00064962-0.0010859i,-0.00089469+5.1457e-05i,-0.001422+0.00071934i,-0.0015038+0.00089356i,-0.0009364+0.001446i,-0.00034011+0.000604i,-0.00020081-0.00067541i,-3.0216e-05-0.00026476i,-0.00025237+0.00041835i,-0.00086028-1.2342e-05i,-0.00026246-0.00042818i,0.00047204-0.00032331i,0.00011466-0.00053155i,-0.00012926-1.0134e-05i,0.0002974+0.0006007i,0.00057614+0.00057421i
0.0022199+0.0012973i,0.0017651-5.3023e-05i,0.0018946-0.00040107i,0.001556-0.00065655i,0.00031715-0.0019925i,-0.00043431-0.0017245i,-0.00074722-0.00031595i,-0.00078013-0.00057398i,-0.00017279-0.0010348i,8.0154e-05-0.00041147i,-0.00063912+0.00010341i,-0.00077969-0.00014239i,-0.00041843+1.39e-05i,-5.8148e-05+0.0004449i,0.00043299+0.00020938i,0.00038567+0.00036855i,3.645e-05+4.7682e-05i,-0.00042493+4.3723e-05i,-0.00060648+0.0004922i,-0.00019863+0.00040326i,0.00014475+0.00032359i,0.00061646+0.00041042i,0.001075+0.00052604i
0.0010021+0.0010759i,0.00092172+0.0010439i,0.0017771+0.0011445i,0.00062426+0.00089355i,-0.0010956+2.9238e-05i,-0.0009692-0.00019449i,-0.00090417-0.00039178i,-0.00084135-0.00013065i,-0.00022563-5.8974e-05i,0.00017704+0.00011517i,0.00012111-0.00029021i,8.8795e-05-0.00074166i,-0.00035148+0.00014176i,-0.00047059+0.00047844i,-0.00017402+0.00039364i,-0.00042469-5.653e-05i,-0.00051268-3.5703e-05i,-1.6604e-05+0.00057028i,0.00037747+0.00091385i,0.00025819+0.00087553i,-0.00012069+0.00071672i,-0.00022498+0.00050951i,-0.00012926-0.00011722i
0.0006274-0.00085704i,0.00053981-0.0012906i,0.00052778-0.0024988i,2.6994e-05-0.0024305i,7.1796e-05-0.0012898i,4.0846e-05-0.00072829i,-0.00035459-0.00085043i,0.00023748-0.00052068i,0.00048906+5.2626e-05i,4.3092e-05+6.6378e-05i,-0.00038064-2.7617e-08i,-0.00044434-0.00033809i,-0.00036127-0.00097259i,-0.00036013-0.00064655i,-0.00075292-0.00047306i,-0.00083242-0.0011049i,-0.00011485-0.00091397i,0.00046047+0.0001687i,0.00032411+0.00061197i,7.3029e-05+0.00020197i,-4.2072e-05-0.00013956i,-6.058e-05-9.117e-05i,0.00022047-0.00015067i
0.0019098-0.0022264i,0.0019897-0.0027341i,0.00071804-0.0038219i,-0.00037872-0.0033928i,-0.00093549-0.0025487i,-0.0012314-0.0017584i,-0.00085206-0.0006938i,-0.00031642-0.00015171i,-5.0296e-05+4.236e-05i,-0.0006028+0.00038569i,-0.00052214+0.00041081i,0.00042212+0.00053773i,0.00045554+0.00027326i,-0.00043653+5.9687e-05i,-0.00089704-8.7903e-05i,-0.00067034-0.00052984i,-0.00013623+0.00011571i,0.00086213+0.0010591i,0.0011498+0.0010552i,0.00020654+0.00055319i,-0.00039197-0.00019416i,-0.000365-0.00033439i,-0.00073143-9.8619e-05i
0.00013454-0.0010784i,0.0010986-0.00053483i,0.0022402-0.00011512i,0.00084324-0.0011527i,-0.00080942-0.0013508i,-0.00049088+0.00044027i,-0.00088323+0.00066113i,-0.0011572+0.00018271i,-0.00094247+0.00047218i,-0.00091524+0.00016513i,-0.00060103+0.0002551i,-0.00031172+0.00075788i,-8.2447e-05+0.00087405i,-0.0004756+0.00031507i,-0.00014481-0.00029053i,0.00037209-0.00023722i,5.0364e-06+0.00045196i,-0.00031204+0.00020107i,-0.00025463-0.00027022i,-0.00051432+0.00020441i,-0.00019908+0.00058776i,0.00059069+0.00059813i,0.0003456-0.00012982i
-0.0006993-0.0032574i,-0.00066887-0.0030743i,-0.0021087-0.0036614i,-0.0030721-0.0029674i,-0.0027483-0.0018734i,-0.0016267-0.0011354i,-0.00042002-0.00017611i,-0.00085647+0.00055154i,-0.0013385+0.00043102i,-0.0020039+0.00083367i,-0.0023312+0.0013058i,-0.0017563+0.0011169i,-0.0011634+0.00063858i,-5.916e-05+0.00015676i,0.00010903+0.00024268i,-0.00064089+0.00059801i,-0.00039172+0.00058931i,-0.00033784+0.00039361i,-0.00089912-0.00054635i,-0.00070384-0.00092779i,-0.00016376-0.00050473i,0.00025877-6.3175e-05i,0.00029561+0.00056208i
-0.00011087+0.0015862i,-0.00016271+0.0022194i,-0.00015811+0.0020794i,-0.00034582+0.0011278i,-0.00047728+0.00045781i,-0.00026826+0.00040179i,-0.00025343+0.00062024i,9.1875e-05+0.00060546i,0.00048886+0.00097629i,0.00020332+0.00079309i,-4.7005e-05+0.00016347i,-1.7917e-05-0.00032533i,-0.00056597+0.00018147i,-0.00061945+0.00037597i,-3.1413e-05+0.00047161i,-0.00023415+0.00081896i,-0.0001372+0.00047668i,6.6705e-05-0.00032953i,-1.0452e-05-0.00073206i,0.00012634-0.00041661i,0.00025143+0.00021348i,1.4038e-05+0.00080653i,5.9087e-05+0.00010063i
-0.00040823+0.00033952i,0.00086404-0.0011338i,0.00084613-0.0022021i,8.1754e-05-0.0025677i,0.00048779-0.0019571i,0.00045037-0.0005819i,0.00048094-0.00013037i,0.00020828-0.00014222i,-0.0011361-8.7997e-05i,-0.0011116+0.00029903i,0.00044223+0.0003889i,0.0011919+6.6845e-05i,0.00050155-0.00051199i,-9.2502e-05-0.00059473i,-0.0006023+0.00011396i,-0.0010709+0.00013175i,-0.00039582-0.00032572i,0.00054575-9.6096e-05i,0.00090874+0.00019521i,0.00080417+0.00089306i,-4.7401e-05+0.0010256i,2.4223e-05+0.00056982i,0.00034821+0.0005183i
0.0011963-0.0020658i,0.00062038-0.0018108i,0.00012093-0.0012382i,-0.00039085-0.00085244i,-0.00084101-0.001068i,-0.00088895-0.00086208i,-0.00072425-0.00044022i,-0.0011221-1.986e-05i,-0.00098437+0.00059872i,-0.0009092+0.0011807i,-0.00011633+0.0016088i,0.0014904+0.0010205i,0.0019607-0.0002282i,0.00093014-0.00052283i,5.3906e-05-3.1099e-05i,3.3467e-05-0.00039364i,-0.0001579-0.00051275i,-0.0001135+0.00029417i,0.00030455+0.00054627i,0.00020775+0.00031065i,0.00019993+0.00029635i,0.00022642+0.00033126i,0.00028009+0.00022168i
0.00018249-0.0027465i,0.00084573-0.0030414i,0.0001835-0.0036728i,-0.00095007-0.0032604i,-0.001587-0.0020361i,-0.0012886-0.00076915i,-0.0010709-0.00029568i,-0.0011092-0.00039552i,-0.0016134-0.00010818i,-0.0024573-0.00012966i,-0.0026756+0.00034467i,-0.0016882+0.0014692i,-0.00073541+0.0013062i,-0.00029812+0.00061694i,0.00084937+0.00031361i,0.0010239+0.00037043i,-0.00026962+0.00018497i,-0.00091378+8.508e-05i,-0.0010347-7.9292e-05i,-0.00038044+7.0129e-05i,-6.4314e-05+0.00074125i,-4.7553e-05+0.00094499i,0.00043781+0.0010927i
0.0015404-0.00061962i,0.0015107-0.00072805i,0.00033702-0.0010515i,2.0875e-05-0.0017027i,-0.00068544-0.0018366i,-0.0014063-0.0012182i,-0.0015571-0.00068617i,-0.0018148-0.00042282i,-0.0012825-0.00011545i,-0.00063944-0.00015665i,-0.00058035+0.00010113i,-0.0011126+0.0006464i,-0.0014003+0.0012273i,-0.00089244+0.0015915i,-0.00077812+0.0012559i,-0.00056899+0.00082034i,-8.784e-05+0.00016229i,3.8712e-05-0.00015328i,-4.5679e-06-0.00038914i,-0.00037674-0.0002113i,-0.00094297+0.00057758i,-0.00020303+0.0015092i,0.00066516+0.0014859i
-0.00061402+0.0012618i,-0.00087487+0.0017128i,-0.0013153+0.00073477i,-0.00093419+0.00025481i,-0.00027433+0.0010554i,6.73e-05+0.00066616i,-0.00021681-0.00038855i,-0.0001705-0.00039122i,0.00020892-7.3161e-05i,0.00062484-0.00056162i,0.00017604-0.00075694i,-0.0013162-0.00045525i,-0.002173+6.9638e-05i,-0.0016823+0.00049065i,-0.00047453+0.0008986i,-0.00073774+0.0017047i,-0.0014381+0.00099189i,-0.00069926-0.00055688i,-1.1622e-05-0.00067177i,-0.00034052+0.00029163i,-0.00065764+0.00088294i,-0.00069209+0.00038398i,-0.00010009-0.00022127i
-0.00041664-0.0022235i,-4.1101e-05-0.0021673i,-0.00086538-0.0035617i,-0.0015875-0.0034703i,-0.0013738-0.0021119i,-0.00019935-0.0013986i,0.00029457-0.00038671i,-0.00080259+0.00057935i,-0.001272+0.0004995i,-0.00057903+0.00024592i,0.00043494+0.00017401i,0.00081631-6.5728e-05i,0.00040103-0.00015651i,-0.00059431-1.793e-05i,-0.0016456+0.00048238i,-0.0017405+0.00056344i,-0.0012463+0.00039769i,-0.00097479+0.00047335i,-0.00068927+0.00068126i,-0.00013861+0.0004135i,0.00031601-0.00029517i,0.00038879+0.00014355i,-0.00015315+0.00066457i
-0.0024968-0.00042299i,-0.0014541+5.2376e-05i,-0.0014581+0.00051628i,-0.0013857+1.1458e-05i,-0.00083879-0.00011673i,-0.00071423+0.00016733i,-0.0010685+4.8973e-05i,-0.001691+0.00016801i,-0.0012693+0.00082113i,-0.00015152+0.0010018i,0.00035375+0.0011073i,0.0012891+0.0011245i,0.0012523+0.00073844i,0.00066998+0.00034398i,0.00027353-0.00018512i,-0.00015487-0.00068093i,-5.5868e-05-0.00068439i,-7.7114e-05+0.00017912i,-0.00020375+0.00066412i,-0.00010707-0.00011621i,-0.00048646-0.0002351i,-0.00046498+0.00026539i,-0.00013129+0.00057018i
0.0006464+0.00021341i,0.00046465-0.00032294i,-0.00042939-0.0014306i,-0.00089982-0.0021815i,-0.00032738-0.0028782i,0.00010416-0.0019845i,-0.00059097-0.00068283i,-0.0014776-0.00056i,-0.0019062-0.00055676i,-0.0016712+0.00033306i,-0.0015337+0.0011096i,-0.0010585+0.0011976i,0.00012671+0.00074004i,0.0010585+0.00061834i,0.00096544+0.00038774i,0.0010135-5.8018e-05i,0.0011092-0.00076175i,0.00038146-0.0013545i,-0.00037762-0.00029359i,-0.00050771+0.00053183i,-0.0008024+0.00021539i,-0.00053926+0.00073783i,-0.00036762+0.00069307i
0.0019832-0.0010053i,0.0021351-0.0012169i,0.0019278-0.0033548i,0.00037934-0.0035389i,-0.00081778-0.0025732i,-0.00094423-0.00095387i,-0.00078721+0.00040379i,-0.00096876+0.00043785i,-0.0017718+0.00010417i,-0.0010164-0.00037887i,-0.00075342-0.00038242i,-0.0014307+0.00033429i,-0.00098481+0.0011259i,-0.00013821+0.0010047i,0.00046287+0.00033857i,0.00039648+0.00027732i,0.00033681+0.00028873i,0.00062336+0.00026763i,0.00056037-2.7961e-05i,-0.0001687-0.00036294i,-0.00091107-0.00027219i,-0.00056711-0.0002473i,-1.3315e-05-6.3575e-06i
0.0029159-0.0011785i,0.0026073-0.0013784i,0.0027778-0.0023479i,0.0025399-0.0025935i,0.0014315-0.0027779i,-0.0003139-0.0018242i,-0.00072551-0.00063151i,-0.00051168-0.00031785i,3.5058e-05-0.00041961i,0.00028524-0.00093085i,-0.00058363-0.0011881i,-0.0012525-0.00095424i,-0.0011348-0.00070898i,-0.0009858-0.00043931i,-0.00027552-0.00018125i,-0.00016785+0.00014812i,-0.0003866+0.00064705i,0.00016931-0.00013485i,0.00072819-0.00058274i,0.00026998-0.00056737i,0.00030879-0.00031498i,0.00030233-0.00014672i,-0.00028942+5.2101e-05i
0.001781-0.0032387i,0.0019449-0.0045934i,0.0011865-0.0052332i,-0.00041682-0.0037598i,-0.00078287-0.0028068i,-0.0011677-0.0013882i,-0.0017804-0.00062284i,-0.001216-0.00085184i,-0.0010487-0.00035488i,-0.00081585+0.00024554i,-4.9746e-05+0.00047825i,-0.00022306-0.00047737i,-0.0011123-0.0013803i,-0.0015474-0.0014243i,-0.0013386-0.0011872i,-0.00015054-0.00057443i,0.00096126+0.00062311i,0.0007709+0.00089992i,0.00018986+0.00052754i,-0.00048234+0.00035823i,-0.00049461-3.8501e-05i,5.7803e-05-0.00035295i,0.00024651+3.351e-05i
0.0014805+3.1695e-05i,0.0010244+0.00045894i,0.0012837+1.0332e-05i,0.00055996-0.00069961i,0.00043489-0.00050149i,0.00048839+8.6282e-05i,-0.00036673+1.3713e-05i,-0.00070082-6.3846e-05i,8.0093e-05+0.00036945i,0.00096095+0.00066546i,0.0016714+0.00073896i,0.0024155+0.0001234i,0.0017703-0.00044696i,0.00046772-0.00051985i,0.00042662-0.0003701i,8.932e-05-7.2821e-06i,-0.00012959-4.5285e-05i,0.00034121-0.00014197i,0.00041058-0.00072513i,1.8635e-05-0.00094784i,9.9134e-05-0.00012554i,-0.00016295+0.00028974i,-0.00022264-5.7993e-05i
-0.0013948+0.00072554i,-0.0015521+0.00023952i,-0.0020447-0.00024002i,-0.0018633-0.00045101i,-0.0015898-0.00054285i,-0.0010557-0.00063466i,-0.00059651-0.00064613i,-0.00094743-0.0003925i,-0.0010904+0.00032625i,-0.0010163+0.00021506i,-0.0011933+0.00066271i,-0.000542+0.0016409i,-0.00062752+0.0017962i,-0.00042569+0.0018272i,0.00089632+0.0015343i,0.00050718+0.00036096i,-0.00079498-0.00060776i,-0.00093097-0.00065019i,-0.00023036-0.00063867i,0.00022221-0.00061832i,0.00017633+0.00022028i,-5.8826e-05+0.00025079i,-0.00013087-0.00021313i
0.0019877+0.0001618i,0.003056+0.00014411i,0.002886-0.00073867i,0.0012968-0.0011019i,0.00016798-0.0014513i,-0.00063969-0.00093767i,-0.0012948-0.00022819i,-0.0012877-0.00063601i,-0.00061785-0.00091308i,-5.3511e-05-0.00087589i,-0.00048678-0.00077831i,-0.00081268-0.00080451i,-0.00066435-0.00014814i,-6.0269e-05+0.00053618i,0.00056942+0.0006892i,0.00089064-7.5163e-05i,0.0010531-0.00041451i,0.00045555-0.00065898i,0.00027613-0.0011086i,0.00035031-0.00023278i,-0.00030845+6.6355e-05i,-0.00035979-0.00063309i,0.00012873-0.00056322i
-0.00060077+0.00014135i,-0.00048855+7.0478e-05i,0.00079747+0.0003778i,0.0009798+0.00011473i,0.00020216-0.00059329i,0.00026839-0.0007826i,-5.0639e-05-0.0015992i,-0.00044491-0.0014651i,-9.49e-05-1.4394e-05i,0.00058794-0.00022347i,0.0005111-0.0012101i,-0.00035957-0.0011561i,-0.00090948-0.00014094i,-0.00072593+0.00062995i,-0.00018372+0.00095675i,0.00047639+0.0012994i,0.0010437+0.00027818i,0.00070486-0.00058686i,0.00021176+3.5142e-05i,0.00031211+0.00035899i,0.00056844+0.00066882i,0.00055755+0.00059158i,0.00078545+0.00020032i
0.00072013+0.0010241i,0.00042962+0.00052324i,0.00063422-0.0012151i,0.00058948-0.0022527i,-0.00042014-0.0025836i,-0.0012832-0.0014115i,-0.0013738-0.0011645i,-0.0011767-0.00044854i,-0.00041265+0.00042882i,0.00074216+0.00027202i,0.0011997-0.00014387i,0.00073607-0.00053351i,0.00024655-0.00042015i,-0.00023729-4.3365e-05i,-0.00024675-2.2676e-05i,-0.00024527-0.0007359i,-0.00010683-0.0012574i,0.0002487-0.00053386i,0.00055622+0.00063217i,0.00034487+0.0010232i,-0.00028619+0.00037845i,-0.0008497+0.0001491i,-0.00051764-0.00027789i
0.00076359+0.0012215i,-0.00027801+0.00084624i,6.9626e-05+0.0016827i,0.00027171+0.00029279i,-0.00011118-0.0017908i,-0.00064878-0.0013207i,-0.0011778-0.00030866i,-0.00089287+0.00017108i,8.3091e-05+0.00072797i,0.0010129+0.0011497i,0.0011768+0.001563i,0.0010648+0.00071996i,0.0012171-0.00059352i,0.0011713-0.00073281i,0.0012202-0.00052531i,0.0013084-0.00078026i,0.00043432-0.0010712i,-0.00065971-0.0012115i,-0.00076663-0.0010652i,4.8322e-05-0.00010621i,0.00041791+0.00072414i,0.00080473+0.0003385i,0.00059943-0.00013926i
0.0011841+0.0030813i,0.0012957+0.0024275i,0.0016847+0.00065448i,0.0013135-0.00089444i,0.0001671-0.001264i,-0.00030636-0.0013055i,0.00022808-0.0007642i,0.00048252-0.00035298i,0.00035742+0.00030979i,7.6307e-05+0.001605i,0.00042961+0.0021191i,0.0010745+0.001451i,0.0015836+0.00068861i,0.0014052+0.00023784i,0.00081669-0.00033081i,0.00028444-0.00099819i,-0.00087514-0.0010337i,-0.0006771-0.00044968i,3.5013e-05+0.0001607i,-0.00027112-0.00028281i,-0.0007627-0.00061574i,-0.0011817-0.00056528i,-0.0013224-0.00060286i
-0.00021753-0.0017394i,-0.00033669-0.0015027i,0.00033156-0.0016526i,0.001107-0.0014709i,0.00044165-0.00033559i,-0.000409-0.00016079i,-0.0010364-0.0010149i,-0.0014411-0.00048252i,-0.0015095+0.00029999i,-0.0010338+1.9277e-05i,-0.0012211+0.00014177i,-0.0018512+0.00074376i,-0.0020133+0.001255i,-0.00085173+0.001442i,1.4546e-05+0.0015812i,-0.00015548+0.0011389i,0.00026896+0.00038786i,0.00061888-0.00037772i,-8.8674e-05-0.00064581i,-0.00040225-0.00079119i,-0.00059171-0.00037379i,-0.00034418+0.00098499i,0.00045475+0.0014411i
0.0015064-0.00093443i,0.00066631-0.0012768i,0.0009129-0.0019794i,0.00046477-0.0020315i,-0.00071449-0.0019594i,-0.0013523-0.0008734i,-0.0011784+0.00044532i,-0.00055156+0.00028914i,0.00016828-4.5793e-06i,0.00031595-0.00028756i,-0.00037193-0.00042664i,-0.00058418-0.00032342i,-0.00070691+0.00055438i,-0.0011071+0.00040433i,-0.00082481-0.00034509i,-0.00055665-0.00057271i,-0.00039988-0.00037877i,-0.00019269-0.00016907i,-0.00042547-0.00047945i,-0.00094496-0.00096656i,-0.0011639-0.00025397i,-0.00082215+0.00044082i,-0.0012165+0.00015508i
0.00015576-0.0003526i,0.00079615-0.00036411i,0.0019578-0.0011252i,0.0012867-0.0015918i,-0.00099232-0.0015676i,-0.0019548-0.0008994i,-0.0013946-0.00051268i,-0.0010626-0.00049795i,-0.00046027-0.00036889i,0.00049652+8.2274e-06i,0.00048995-0.00015157i,0.00019925-0.0010696i,-2.9091e-05-0.00079579i,0.00019361-4.858e-05i,5.9289e-05-0.0001065i,-0.00065069+6.4614e-06i,-0.00058086+0.00032402i,-0.00053913-0.00016883i,-9.0606e-05-8.3123e-05i,0.00017692+0.00052431i,2.8377e-05+0.0004491i,-7.345e-05+0.00063793i,-0.00016402+0.00018492i
0.0018202+0.0011514i,0.0020117+0.001063i,0.0022442-0.00039736i,0.00060937-0.0017713i,-0.0012544-0.0013904i,-0.0017093-0.0013209i,-0.0017284-0.0010944i,-0.0015057-0.00039337i,-0.00013102+0.00091306i,0.00072791+0.0014128i,0.00045511+0.0011646i,0.00057253+0.00065806i,0.00084022-0.00050155i,0.00044043-0.00046319i,-0.00055876+6.1715e-06i,-0.0009978+0.00022202i,-0.00073583+0.00041191i,-0.0010502-0.00016801i,-0.00027208-0.00068206i,-4.8553e-05-0.00039509i,-0.00074393-0.00048779i,-0.00043343-0.00046878i,-0.0003543-0.00012791i
0.00067163+0.0003769i,-0.00027282-7.5311e-06i,4.4549e-05-0.0012586i,0.00046743-0.0018601i,0.00049712-0.0014317i,0.00049331-0.00078541i,-0.00013056-0.00050166i,-0.0011684+0.00018386i,-0.0013756+0.00057979i,-0.00080319+0.0012599i,-0.00053254+0.0022744i,-0.00032707+0.0018266i,-0.00040872+0.0012669i,-0.00026879+0.001097i,2.7259e-05+0.00064277i,0.000119+3.7141e-06i,0.00027458-0.0006251i,0.00018423-0.00062303i,0.00029105-0.00021728i,0.00018124+2.1713e-05i,-0.00088789+0.00067628i,-0.0011407+0.00055654i,-0.00023483-0.00013199i
0.0010556+0.00019629i,0.0011174+0.00067089i,0.00094809+0.00032314i,0.00045858-0.0014003i,0.00019617-0.0020696i,-0.00066806-0.0012675i,-0.0012724-0.00059276i,-0.0011019-0.00017232i,-0.00031099+0.00023101i,-0.00042072-0.00035094i,-0.0013331-0.00084353i,-0.0017687-8.5794e-05i,-0.0014264+0.00096746i,-0.00088989+0.00050832i,-2.5573e-05+7.6174e-06i,0.0010337+0.00035374i,0.00076594-0.00016509i,0.00018913-0.00057457i,0.00078494-0.0004022i,0.0014515-0.0002671i,0.00058198+0.00011257i,-3.1387e-05+0.00033688i,-7.407e-05+0.00010623i
-0.00053088-0.001341i,-0.0012319-0.00092065i,-0.0022845-0.0011616i,-0.0014331-0.0018977i,-0.00092109-0.0010179i,-0.0010596+3.7987e-05i,-0.00022767+0.00039919i,0.00010992-5.2075e-05i,-0.00013679-0.00039813i,-0.00021334-0.00027453i,-0.00051071-0.00042335i,-0.0012244-0.00011106i,-0.00085647+0.00075274i,-0.00097322+0.0016887i,-0.0012256+0.0011632i,-0.00049887-9.8749e-05i,0.0004167-0.00054764i,0.00082303-2.0894e-05i,0.00065483-0.00013454i,0.00058431-0.00022092i,-0.00035467+0.00080117i,-0.0012595+0.00084597i,-0.00066551+0.00039987i
-0.001834-0.0026288i,-0.0012825-0.0029375i,-0.00084263-0.0033051i,-0.00088433-0.0027768i,-0.0013546-0.00098924i,-0.0011039+0.00026486i,-0.0010833-0.00031317i,-0.0013686-0.00054604i,-0.00025311-0.00039561i,0.00062677+0.00043908i,-0.00011734+0.00035204i,-0.00031409-0.0011944i,-0.00021808-0.00044706i,-0.0006097+0.0007865i,-0.00044996+0.0011177i,-0.00040958+0.0010753i,-0.00058588+0.00060931i,-0.00052151+5.9152e-05i,-0.00039883-0.00030649i,-0.0007155-0.00044623i,-0.00083537+0.00017801i,-0.00062199+0.00063087i,-0.00050655+0.00069635i
-0.00024025-0.0023217i,-0.00061405-0.0026816i,-0.0013097-0.0027081i,-0.0014697-0.0020656i,-0.00092-0.0012762i,-0.00030467+3.1564e-05i,-0.00018488+0.00081899i,4.1853e-05+0.00033131i,-3.0828e-05+0.00036692i,-0.00038936+0.0010336i,-0.00032714+0.00046817i,0.0002414-0.00012628i,0.00065556-4.9335e-05i,-7.2153e-05-0.00061313i,-0.00046905-0.0014442i,-0.00063055-0.0016714i,-0.00065969-0.0015573i,-0.00080295-0.00041916i,-0.001046-0.00041759i,-0.00060198-0.00066832i,0.0001444+1.9906e-06i,6.8604e-05+0.0002288i,0.00029146-9.8658e-05i
