-0.0019991-1.2307e-06i,-0.0022339-0.00068244i,-0.0020075-0.00053819i,-0.0018687-0.00056446i,-0.0022625+8.8745e-05i,-0.0023911+0.0013181i,-0.0019287+0.0015196i,-0.00060801+0.0017647i,0.0010803+0.0018426i,0.001106+0.0014841i,0.00061965+0.00073791i,0.00083242-3.5517e-05i,0.00040137+0.00012719i,-0.00019983+0.00055301i,-0.00065574+0.0010163i,-0.0008531+0.0009658i,-0.00092385+0.00029112i,-0.00032393-0.00036942i,0.0008162-0.00028507i,0.0016999-0.00021511i,0.0011476-0.00074821i,0.00047089-0.0010552i,-6.2458e-05-0.00044397i
0.002787-0.0011899i,0.0017347-0.0018651i,0.00089632-0.0031027i,0.00034555-0.0030371i,-0.00014443-0.0020406i,-0.00046034-0.00075294i,-0.00052282+5.6663e-05i,-0.00011942+0.00049462i,0.00043595+0.00074652i,0.00057975-0.00035162i,0.00046814-0.00055979i,0.00015962-0.00019249i,-0.00037995-0.00043637i,-0.00097188-0.00013472i,-4.1364e-05+0.00039026i,0.0013881-0.00053165i,0.00096765-0.0011797i,0.00076257-0.00080651i,0.0011162-0.00047284i,0.0010868+7.7911e-05i,0.0011198-0.00041296i,0.00022808-0.0010232i,-0.00080953-0.00093104i
0.0026063+0.0020361i,0.0027278+0.0014887i,0.0019647-0.00077534i,0.0012691-0.0017904i,0.001801-0.0011563i,0.0012124-0.001192i,-0.0002118-0.00050419i,-0.00048122+0.00088948i,-0.00017345+0.00087846i,0.00022153-0.00036527i,0.00063644-0.00095282i,-7.0285e-05+0.00021119i,-0.00013703+0.0012229i,0.00082787+0.00088798i,0.00045112+0.00022824i,-0.00031598-2.556e-05i,-0.00045224-0.00038484i,-0.00045902-0.0011691i,-0.00055303-0.0009339i,0.00012914-0.00034486i,0.00033792+0.00011391i,-0.00062635+0.00015046i,-0.00089822-0.00020686i
0.0005456+0.0012384i,0.00058922+0.0012152i,0.00036695+0.00012778i,-0.00037957-0.00034388i,-0.00061642-1.3083e-05i,-0.00092957+0.00024118i,-0.0011395+0.00012113i,-0.00080754+0.00012005i,-3.9375e-05-7.9813e-05i,0.00095814-0.00041234i,0.00069221-0.00013655i,-0.00026391+0.00017455i,-0.00065422+0.00044893i,7.3529e-05+0.00084429i,0.00090188+0.00029655i,0.0010299+0.00014301i,1.6476e-05+0.00066162i,-0.0005448+0.00018815i,0.00019573+3.3889e-05i,0.0004116+0.0006388i,-0.00016673+0.00056659i,-0.00053608+0.00039502i,3.4737e-05+0.00065401i
0.001572-0.0011625i,0.00086754-0.0025992i,0.00083178-0.0030942i,0.00013333-0.0033606i,-0.00032838-0.002554i,-0.00020277-0.0012329i,-0.00027245+0.0001441i,1.7654e-05+0.00064587i,5.8447e-05+0.00027763i,-0.00041242+0.00037776i,-0.00037493+0.0001721i,-1.6344e-05-0.00015022i,0.00027066-0.0001255i,0.00075487-0.00032834i,0.00065707+0.00021327i,0.00051908+0.0002779i,0.00062965-0.00094879i,0.00028398-0.0007462i,-0.00014424-4.9272e-05i,-0.00026412+0.00046381i,-0.00043231+0.00035324i,-0.00041409-0.00010727i,-0.00046069-0.00021518i
0.0014046+0.00058218i,0.0018955+0.00073524i,0.0013007+0.00053622i,4.022e-05+0.00068912i,0.00055029+0.00088025i,0.001271+0.00080688i,0.001158+3.4729e-05i,0.0010576-0.00032313i,0.00011143+4.6676e-05i,-0.00028844+7.0141e-05i,-0.00024344-0.00010312i,-0.00052591-0.00037842i,-0.00044006-0.00059296i,-0.0002956+0.00017424i,5.6394e-06+0.0011586i,0.00082225+0.00068713i,0.0013556-0.00031694i,0.00080669-0.00039945i,0.00040911-0.00069493i,0.00037068-0.00043524i,0.00018414+0.00055426i,-0.00032017+0.00082779i,-0.00023409+0.00076577i
-0.00063358-0.0019651i,-0.00051195-0.0010514i,-0.0016753-0.0013619i,-0.0019435-0.0015721i,-0.00079821-0.00076077i,-6.5727e-05-4.5789e-05i,0.0002257-0.00029621i,-0.00022132-0.00031687i,-0.00035148+0.00034115i,-0.00026653+0.00052919i,7.0142e-05+0.00054938i,0.00050165+0.00044212i,0.00091869+0.00053619i,0.00024049+0.00083322i,0.00010162+0.00085515i,0.00055765+0.00046185i,0.0009926+0.00037344i,0.0010214+0.00039173i,0.00050266-0.00017484i,0.00044236-0.00010106i,6.3554e-05+0.00012346i,-0.00023177+0.00025634i,-0.00037607+0.00063098i
-0.00044434-0.00083387i,-0.00043117-0.0019173i,-0.00034685-0.0023789i,-0.00041026-0.0014849i,-0.0012907-0.00036431i,-0.0015639+0.00017489i,-0.00073784+0.00056764i,9.3366e-06+0.0010575i,0.00012064+0.00045072i,6.234e-05-0.00051457i,-0.00029975-0.00082172i,-0.00060791-0.00039024i,0.0001102+0.00056154i,0.00040805+0.0010707i,-0.00027969+0.00071364i,-3.4216e-05+0.00024226i,0.00011991+5.7867e-05i,-0.00013318+0.00034899i,-0.00014597+0.0010019i,-0.00019786+0.0010528i,-8.9258e-05+0.0011188i,0.0003944+0.00086761i,0.00059953-2.3749e-05i
0.0014952-0.00060952i,0.0025593-0.0016477i,0.0015542-0.0015255i,-0.00015839-0.00058081i,-0.0005649-0.00033984i,0.00019605-7.777e-05i,0.00040865+0.00048983i,0.00051652+0.00078451i,-1.5823e-05+0.00096466i,-0.00065162+0.00072296i,-0.0006247+0.00059266i,-0.00020937+0.0005863i,-0.00049638+0.00064616i,-0.00093341+0.00090525i,-0.00047632+0.0004681i,0.00052963-0.00027668i,0.0008428-0.0010163i,0.00062048-0.0012873i,0.0003597-0.00071686i,4.6925e-05+0.000398i,-0.00035888+0.00090981i,-0.00050241+0.00021132i,-6.7158e-05+8.6565e-05i
0.0016749+0.0026357i,0.0018737+0.0024088i,0.0035876+0.0017624i,0.0041253-5.4699e-05i,0.0027166-0.00096199i,0.0010728-0.00070408i,0.0001531-0.00035158i,-0.00045887+0.0003423i,-0.00049671+0.0010644i,3.1173e-05+0.00046833i,2.1293e-05+2.9648e-05i,-0.000626+0.00036589i,8.5944e-06-0.00068838i,0.0012074-0.0016088i,0.0013177-0.00082299i,0.00096144-7.0146e-05i,0.0011039-0.00061481i,0.0012009-0.00036512i,0.0010886+0.00050821i,0.0010457+0.00059025i,0.0011906+0.00080603i,0.00064585+0.00067982i,-0.00012859+7.1478e-05i
-0.0018149-0.0011986i,-0.0025432-0.001685i,-0.0029835-0.0014696i,-0.0026319-0.00084196i,-0.0024958+0.00024274i,-0.0015148+0.0012019i,-0.00035576+0.00096127i,-0.00074389-9.1112e-05i,-0.00041158-0.00035608i,-0.00013677-3.5804e-05i,-0.0010252+0.00021788i,-0.0010533-0.00038745i,-0.0002002-0.00043251i,0.00018429+0.0003186i,0.00029388+0.00040428i,0.00094678+0.00065198i,0.0016059+0.001677i,0.0012407+0.001382i,0.00039505+0.00072605i,-0.00012532+0.00031043i,-0.00047578+0.00039036i,-0.0005123+0.00070076i,-0.00060579+4.0062e-05i
0.00044748-0.0032279i,-7.898e-05-0.0035465i,-0.00017326-0.0033844i,0.00061606-0.0015365i,0.00025996+5.4889e-05i,4.9868e-05+0.00070178i,0.00081203+0.0010524i,0.00041904+0.0013382i,-0.00020753+0.00040115i,-0.00054309-0.00035234i,-0.00099224+0.00020808i,-0.0012081+0.00017147i,-0.00090826-0.00014909i,0.00014538+4.9642e-05i,0.0010103-0.00065533i,0.00078907-0.0014966i,0.00076237-0.00049218i,0.00079521+9.175e-05i,0.00048304-0.00038097i,0.00082823-0.00023156i,0.0010627+0.00064965i,7.1407e-05+0.0003208i,-0.00021382-0.00063861i
0.0011174+0.0017675i,0.0015323+0.00090146i,0.0015798+0.00085325i,0.00086903+0.00061264i,0.00079166-9.1871e-05i,0.0012394-0.00088894i,0.00069382-0.00013134i,0.00012192+0.00035411i,0.0001359+8.2715e-05i,-0.00028466+0.00033942i,-0.00061508+0.0011911i,0.00037082+0.00069415i,0.00098995-2.2024e-05i,0.0011943-2.4147e-05i,0.00091345-0.00054612i,0.00022327-0.00073898i,0.00026621-0.00034345i,0.00088442-0.00039388i,0.0012144-0.00010642i,0.00026408-0.00012309i,6.4351e-05-0.00063141i,0.00028726-0.00038771i,0.00038216+0.00060651i
0.0013374-0.00026919i,0.00010384-0.00018072i,-0.00071308-0.0016741i,-0.0014907-0.0030969i,-0.0021757-0.0021019i,-0.0020916-0.0011539i,-0.00092328-0.0010164i,-0.0002077-8.1489e-05i,0.00053517+0.00080548i,0.00042561+0.00038299i,-0.00063964+2.579e-05i,-0.00095833-0.00037232i,-0.00067191-0.00072828i,-0.00045372-0.00021694i,-3.2877e-05-0.0002021i,0.00039366-0.00053318i,0.0003263-0.00015029i,0.00024699+0.00043327i,0.00062854+3.9483e-05i,0.00029615+0.00014891i,-0.00046879+0.00019339i,0.00030045-0.00049507i,0.00069933-0.0013669i
0.0009641-0.00022947i,0.00035183-0.00047444i,0.00023766-0.0010436i,0.0004955-0.0016059i,0.00050693-0.0016973i,0.00036472-0.00029607i,0.00042753+0.00076211i,0.00044876+0.00049058i,0.00038361+0.00060996i,0.00047032+0.00020707i,0.00048344-0.00066264i,-0.00010078-0.0009974i,0.0004838-0.00080015i,0.0015218-6.8249e-05i,0.0013927-0.00016886i,0.0011491-0.0010269i,0.00082002-0.00062374i,0.00057517-9.5512e-05i,0.00071459-1.8574e-05i,0.000439+0.0006942i,0.00046553+0.0010915i,6.6344e-05-1.7775e-05i,-0.00032434-0.0010989i
0.0016178+0.0017911i,0.0016117+0.0014956i,0.0020463+0.0010194i,0.0019545-6.8577e-05i,0.00071555-0.00097624i,-0.00025737-0.0010897i,-0.00029083+6.9021e-05i,0.00010044+0.00084213i,-4.3007e-05+0.0003088i,-0.00014956-0.00064783i,0.00012095-0.00068362i,0.00067691-9.5816e-05i,0.00088384-0.00040794i,0.0009255-0.00048744i,0.0011257+7.9522e-06i,0.00097408+0.00065108i,0.00075367+0.0008202i,0.00071571+9.6621e-05i,0.00018987-0.00085454i,-0.00014238-0.0014769i,-0.00017382-0.00086064i,-0.00043424+5.4981e-05i,-0.00011893+0.00048372i
-0.0016043+7.0768e-05i,-0.0017508+0.00041184i,-0.0010763+0.00085129i,0.00025451+0.00039955i,0.0010021+0.00064463i,0.00064893+0.00019779i,0.00045551-0.00015094i,0.00057871-0.0003566i,0.00029926-0.0013305i,0.00024519-0.0014055i,0.00078552-0.00023046i,0.00070477+0.00088416i,0.00054734+0.0014426i,0.00068252+0.0009028i,0.00073807+0.00041261i,0.00091619+9.4255e-05i,0.0010704-0.00021106i,0.00048179-0.00028792i,-0.00010608-0.00065032i,-0.00084041-0.0006719i,-0.0007799-0.00076218i,-0.00054482-0.00047105i,-0.0005099-0.00035198i
-0.00034736-0.0018633i,-0.0018306-0.0025961i,-0.0027552-0.0018235i,-0.0010625-0.00097703i,-0.0001064-0.00041545i,-9.4942e-05+0.0004689i,0.00082428-0.00015114i,0.00084684-0.00053638i,0.00027079-0.00011616i,0.00074604+0.00031327i,0.0007006+0.00097706i,-0.00011758+0.00074265i,0.00052338+0.00091929i,0.00044153+0.0017454i,0.00029792+0.0005261i,0.00084398-0.00065954i,0.0010576-0.00037744i,0.00062526-3.9397e-05i,-8.247e-05+0.0001831i,-6.7906e-05+0.00022652i,-0.0003717-0.00035839i,-0.00036607-0.00078174i,-0.00046422-0.00060301i
0.0012295+0.00028226i,0.0015328-0.00061079i,0.0017904-0.0022709i,0.0010138-0.0022482i,0.00064092-0.0014589i,0.00046732-0.00092134i,0.00025202-0.00045088i,7.1044e-05-0.00055126i,-0.00060547-0.00070132i,-0.0013585-0.00051078i,-0.00073639+3.1385e-05i,0.00022624+0.0001463i,0.00097629-0.00013886i,0.0012064-4.511e-05i,0.00081389+0.00076905i,0.0001275+0.00052018i,0.00043961-0.00087193i,0.00053919-0.00096481i,-0.00023029-0.00016929i,-0.00059057-0.00044475i,-0.00048062-0.0007416i,-0.00058285-0.00085008i,-0.00030648-0.00096165i
-0.0030704-0.00033824i,-0.0033662-0.00062451i,-0.0027211+0.00017852i,-0.0021874+0.001747i,-0.0020373+0.002223i,-0.0012447+0.0012673i,-0.00063684+0.00075723i,0.00025236-0.00014933i,0.00072269-0.00022173i,0.00014556+0.00074138i,-0.00012108+0.00054786i,0.00036413+3.9703e-06i,0.00063976+0.00022039i,0.00039031+0.00061823i,0.00010937+0.0005701i,6.8282e-05-0.00017494i,0.00059997-0.00059984i,0.0011236-0.00060954i,0.001187-0.00056348i,0.00078013-0.00023407i,0.00014089+0.00025856i,0.00033393+0.00020785i,0.00023621-0.00039049i
0.00032369-0.0021913i,-0.00043136-0.0025278i,-0.0013954-0.0017915i,-0.0010733-0.0014715i,-0.001191-0.00082508i,-0.0011205+0.00057114i,0.00036135+0.00056688i,0.0010837+0.0004296i,5.3217e-05+0.00015116i,-0.00083822+0.00038733i,-0.0012389+0.0012413i,-0.00072253+0.0014841i,-0.0001691+0.0014002i,-0.00029386+0.0014828i,0.00013647+0.0010175i,0.00056243+0.00013263i,0.00087772+1.0649e-05i,0.00096638-0.00043059i,0.00058099-0.00082982i,0.00067878+4.4663e-05i,0.00017725+0.00031758i,-0.00033893-0.00033367i,-1.8226e-05-0.00019578i
0.00047484+0.00032008i,0.0010908-0.00011045i,0.00033486+2.1585e-06i,0.00029684-0.0002005i,0.0014652-0.0013714i,0.0014381-0.0019996i,0.0003059-0.0014018i,-0.00054765-0.00078491i,-0.00048872-0.00059223i,-0.00062038+7.4463e-05i,-0.00014615+0.00043105i,0.00048459+0.00035368i,0.00018113+0.00012267i,0.00014341-0.00031623i,0.00053641+0.000414i,0.00073058+0.00068972i,0.00051745+1.0955e-05i,0.00062674-0.00022354i,0.00023376+7.7337e-05i,-0.0005141+5.2673e-05i,1.2043e-05-3.3736e-05i,0.00063017-0.00026004i,0.0012763-0.0002919i
-0.00070428+0.00061211i,-0.000755+0.0020178i,-8.8273e-05+0.001569i,0.00030214+0.00061312i,0.00010112+0.001041i,-0.00040484+0.0023144i,3.2577e-05+0.0018136i,9.5753e-05+0.00077803i,-0.00054507+0.00073442i,-0.00018009+0.0002484i,0.00039766-0.00038414i,0.00018283-0.00056695i,0.00027656-0.00010398i,0.00029095+0.00054271i,-0.00019773+0.0010954i,0.00041899+0.0011866i,0.00090609+0.0011155i,0.001345+0.00099379i,0.000969+0.00075756i,0.0003087-2.0364e-06i,0.00063923-0.00020716i,0.00019325-0.00041222i,-0.00053076-0.00042854i
-0.0016147-0.0014822i,-0.0027525-0.00081366i,-0.001804-0.00070342i,-0.00087952-0.00071734i,-0.00095854-0.00088775i,-0.00016485+0.0001135i,0.00037436+0.00084629i,9.7974e-05+0.00017544i,0.00091555-0.0003092i,0.0011069-0.00013566i,0.00042929+0.0001404i,-0.00046109+0.00048856i,-0.001018+0.0014519i,-0.00018184+0.0012959i,0.00076055+0.00059912i,0.0011353+0.00051903i,0.00093045+0.00010503i,0.00065783-0.00072294i,0.00041213-0.00029844i,-0.00075025-0.00019504i,-0.00074816-0.0001851i,-0.0005888+0.00034181i,-0.0010831+0.00021385i
-0.00069977-0.0015268i,-0.00060795-0.0013682i,-0.00067264-0.0014756i,0.0001728-0.00090321i,0.0003747-0.00066306i,-0.00049336-0.0011566i,-0.00020006-0.0010341i,0.00059913-0.00067686i,4.5588e-05-0.0011616i,-0.00022865-0.001122i,0.0001833-3.4585e-05i,-0.00023847+0.00039395i,-0.00043829+0.000472i,0.00029167+0.00055417i,0.00022854+0.0002662i,8.8675e-05+0.00053637i,0.00037135+0.00054861i,0.00017825-0.00019178i,9.1648e-05-0.00071857i,0.00036858-0.0010536i,0.00069674-0.00078295i,0.00034923+0.00036041i,-0.00024534+0.000403i
0.00087191+0.0018496i,0.00079824+0.0021898i,0.00055298+0.0013598i,0.00062881+4.6902e-05i,0.00071931-0.00044988i,0.00025951-0.00030847i,7.6076e-05+0.00033331i,0.00025008+0.00054326i,0.0010349+7.7395e-05i,0.00048895-0.00038885i,0.00026848-0.00025053i,0.00085515+0.00065064i,0.00066511+0.00073469i,0.00077938-4.7522e-05i,0.0013993-0.00024688i,0.0014475+0.00069019i,0.0012192+0.00082495i,0.00059839-0.0003603i,-0.00044554-0.00028996i,-0.00054604+0.00057236i,7.0451e-05+0.00087182i,0.00024689+0.00026676i,-9.0375e-05-0.0003641i
-0.0020292-0.00039209i,-0.0014857-0.0015889i,-0.00017213-0.0017442i,-3.7411e-05-0.00083342i,-0.00032363-0.00045603i,-8.9247e-05-0.00024487i,-9.4164e-05+0.00068262i,-8.1933e-05+0.00072798i,1.3934e-06+9.9804e-05i,6.3668e-05+0.00014229i,0.00013721+0.00023065i,0.00032886+0.00017995i,0.00071826+2.1156e-05i,0.00067955-0.00011151i,0.00033733+0.00017684i,0.00056707+0.00015062i,0.00088997+0.00090576i,0.00032524+0.00078146i,-0.0004381-0.00047834i,4.3728e-05+5.1503e-05i,0.00026871+0.00093994i,0.00020419+0.00091648i,-7.7628e-05+6.4623e-06i
0.00034589+0.0015883i,-0.0004797+0.0014894i,0.00029531+0.0014198i,0.0010226+0.00199i,0.00018096+0.0014462i,0.00057603+0.00024787i,0.00032364-2.6862e-05i,-0.00062082+0.00038905i,-0.00013339+0.000387i,0.00030089+0.00063924i,0.00065658+0.00025805i,0.0011653-0.00045084i,0.00082226-0.0002741i,0.00092931-4.2739e-05i,0.0015538+6.6451e-06i,0.0015702-0.00012246i,0.0014067-1.3934e-06i,0.00069371+2.7254e-05i,-0.000154+6.8035e-05i,-0.00014607+0.00063727i,-4.0217e-05+0.0011058i,0.0001248+0.0015232i,0.00043931+0.0011125i
-0.00057624+0.00081735i,-0.0018753-0.00024955i,-0.0019064-0.00026446i,-0.0011296+0.00026797i,-0.0013442-0.00027017i,-0.00085438-0.00040006i,-9.882e-05-0.00010468i,-0.00047631+0.00036423i,-0.00014904+0.00048019i,0.00056647+0.00034909i,0.00037218+0.00035041i,0.0002353+0.00061047i,-0.00035216+0.000852i,0.00037012+0.00030512i,0.001085-0.00013912i,0.00037858-0.00022384i,0.00056573-4.6516e-05i,0.00033362-0.0001067i,3.2816e-05-0.00064096i,-0.00021944-0.00093614i,-0.00023521-0.00093438i,0.00035107-0.00075464i,-7.3822e-05+7.8163e-05i
8.3835e-05-0.00078322i,0.00076804-0.00054928i,0.00088911-0.00104i,0.00014169-0.00043488i,-0.00078203+0.00080491i,-0.00069569+0.0010557i,4.0432e-05+0.00010612i,0.00029158-0.00084476i,0.00063292-0.00023688i,0.0008626+0.00054641i,0.00035884+0.0008211i,-0.00075355+0.00048567i,-0.0010472+0.00031898i,-0.00048473+0.00056154i,0.00015654+0.00038173i,0.00073594+0.00041165i,0.00054457+0.00033623i,0.00021489+0.00050838i,3.3483e-05+0.0005189i,0.00072835+0.00037726i,0.00051562+0.00090843i,-0.00086292+0.00076387i,-0.00089797+0.0006341i
0.0017586-0.0010998i,0.0022897+0.00015455i,0.0013876+0.00054915i,0.0013658-0.00084302i,0.0003867-0.0014617i,-0.00039105-0.00028899i,-0.00017082+3.7975e-05i,0.00018256-0.00039239i,0.0005162-0.00061282i,0.00030607-0.00036443i,-0.00028645-0.00012588i,-0.00058682+4.4188e-05i,-0.00033641+0.00052423i,-0.0003473+0.00060528i,-0.00053846+0.00059247i,2.2581e-05+0.0007819i,0.00029965+0.00019417i,0.00051691-0.00069842i,0.0010015-0.00032103i,0.00057215+0.00027005i,-0.00011234+0.00051943i,-7.5454e-05+0.00017735i,-0.00012021-0.00045363i
-0.0019124-0.00127i,-0.0016021-0.00058099i,-0.0026762+0.00020257i,-0.0024828+0.0010239i,-0.0012218+0.0016316i,-0.00020488+0.0017051i,0.00038524+0.0010675i,0.00095122+0.00034715i,0.00090886+0.00045914i,0.00033066+0.00092444i,-0.0005713+0.00068398i,-0.0015692+0.00027697i,-0.00075079+0.00053633i,0.00022352+0.00029382i,0.00061264+0.00037114i,0.0012508+0.00083389i,0.0016771+9.9375e-05i,0.0014027-3.4953e-05i,0.0010444+0.00010083i,0.00054663-0.00024706i,0.00052346-0.00037621i,0.00055826+0.00040152i,-5.6301e-05+0.00091478i
-0.00031304+0.0024976i,0.00068863+0.0011291i,0.0010637+0.00057165i,0.00091235-1.5844e-05i,0.00023506+6.7826e-07i,-0.00019686+0.00020125i,0.00038055+0.00011711i,0.00063146+0.0007893i,-3.2128e-05+0.0013209i,-0.00016878+0.00062051i,0.00050031+0.00041168i,0.0010074+0.0012321i,0.0010983+0.00073516i,0.001068-0.0002013i,0.00047589-0.0001803i,0.00051191+0.00023614i,0.00080903+0.00026751i,0.00066003+0.00048461i,0.00056562+0.00058312i,9.8388e-05+0.00044575i,2.0756e-05+0.0001961i,0.00021056+0.00036092i,0.00031263+0.00037369i
0.00022043-0.00075946i,0.00042301+3.4404e-05i,3.1664e-05-0.0004775i,-0.00076545-0.00061464i,-0.00062292+0.00067142i,0.00041572+0.0012796i,0.00068554+0.00063239i,0.00010615+0.00026257i,-4.1403e-05+3.6731e-05i,-0.00084432-5.1623e-05i,-0.0012263-0.00020687i,-0.00043506-0.00051194i,-2.7648e-05-0.000704i,-0.00038465-0.00045105i,-0.0004721-0.00042536i,0.00030447-0.00071288i,0.0012366-0.00067911i,0.00066639-0.00052978i,0.00056112-0.00016109i,0.00097942+0.00027424i,0.00068218+0.00040471i,-0.00019561-0.00019405i,-0.00020096-0.00092308i
0.00073435-0.0007669i,0.0010799-0.00095492i,0.00093139-0.002631i,0.00097345-0.0017801i,3.5188e-05-0.00024449i,-0.00052263-0.00030169i,-0.00060706-0.00087465i,-0.00040391-0.00051481i,1.5895e-06-0.00014002i,0.00028674+0.00024154i,0.0001124+0.00016928i,-0.00025803-0.00073835i,-0.00038057-0.00056545i,-0.0003391+0.00039046i,-0.00017561+0.00040962i,0.00068474-0.0001161i,0.0010072-0.00046398i,8.87e-05-0.0004619i,-0.00065967-9.8493e-05i,2.3086e-05-0.00032664i,0.00060265-6.3254e-05i,4.315e-05+0.00041672i,-0.00011863+0.00043378i
-0.00037197+0.00026024i,0.0017085+0.00091871i,0.0024208+0.00043907i,0.0019107+7.7377e-05i,0.00096784-0.00020932i,0.00064663-0.0007839i,-2.4091e-05-0.00085923i,-0.00064783+8.8041e-05i,-0.00034861+0.00031524i,0.00061052-1.0864e-05i,0.00031613-0.00012391i,-0.00017605-0.00029004i,5.1928e-05-0.00023468i,0.00069112-0.00038074i,0.0012013-0.0007301i,0.00079095-0.00082749i,0.00044759-0.00042519i,0.0004544-0.00040149i,-0.00062601-0.00096739i,-0.0014341-0.00080343i,-0.00055569-0.00042214i,0.00014129-0.00052532i,-0.00038063-2.786e-05i
-0.00043197+0.002094i,-0.00072842+0.002079i,-0.00062976+0.0022823i,0.00096185+0.0010558i,0.0014517-0.00038132i,0.00022814-0.00063831i,-0.00033161+0.00049143i,-0.00043372+0.0013087i,-0.00037195+0.0013209i,0.00049817+0.0010446i,0.00082235+0.0011398i,0.00039923+0.0011665i,0.00032217+0.00072526i,0.00072135+0.00077963i,0.00132+0.00051982i,0.0017072-0.00016092i,0.0015173+0.00025133i,0.00077135+0.00023264i,0.00089027-0.00014404i,0.00068411-8.5329e-05i,-0.00082685-0.0001727i,-0.001592-0.00044484i,-0.00029471-0.00047483i
0.0018169+0.00086823i,0.0015671-0.00034359i,0.0012285-0.0019228i,0.00047431-0.0011472i,-0.00043639+0.00014646i,-0.0010876+0.00050484i,-0.0005775+0.00025113i,-0.00017244-0.00010213i,-0.00035932+0.00041635i,4.3355e-05+0.00089585i,0.00046532+0.00074071i,-0.00033493+0.00097264i,-0.0011177+0.00099132i,-0.00068331+0.00035031i,0.00047003-0.0004736i,0.00042655-0.00041358i,-0.00027762+0.00021244i,0.00020656+0.00033358i,0.00065343-1.4907e-05i,0.00060141+3.3092e-05i,0.0005176+0.00066515i,-2.3005e-05+0.0005582i,-0.00070293-5.2769e-05i
-0.0018388-0.0022625i,-0.0021951-0.00059648i,-0.0024335-0.00010255i,-0.0020112+0.00063446i,-0.0019602+0.0013215i,-0.0012487+0.00074256i,0.00075793+0.000972i,0.0011823+0.00096398i,-0.0001023+0.00033277i,-0.00049864+0.00010367i,-0.00037298-1.3114e-05i,-0.00024127-0.00013748i,0.00032307-3.3529e-05i,0.00078135-1.9142e-05i,0.00072217-0.00021996i,0.001075-0.00023281i,0.00075294-0.00048193i,-1.1523e-05-0.00034314i,0.00017546+4.8314e-05i,0.00052644+0.00012864i,0.00042755+2.7014e-05i,0.00010363-4.3663e-05i,-2.0737e-05+0.00015279i
-4.0181e-06-0.0023969i,-0.00055309-0.0027063i,0.00011075-0.002275i,-9.6144e-05-0.0017907i,-0.00067793-0.0011694i,-0.00095884+0.0002584i,-0.00047824+0.00023565i,0.00092449-0.00030108i,0.00053-0.00035625i,-0.00019562-0.00017328i,0.00017736+9.0634e-05i,-4.4698e-05+0.00020649i,-0.0011087+0.00026469i,-0.0012069-0.00033855i,-0.00033205-0.00055884i,0.00082942+0.00044593i,0.001311+0.0009582i,0.00061737+0.00019319i,9.6031e-05-0.00052543i,-0.00025113+0.00010141i,-2.7541e-05+0.00075015i,-0.00040305+0.00048816i,-0.0013627+0.00025112i
0.0010802+0.0014513i,0.001741+0.00028759i,0.00034633+0.0001459i,-0.00041841+0.0011886i,0.00028531+0.0010112i,-2.0181e-05+7.4551e-06i,-0.00012925-0.00053126i,0.00046098-0.00038401i,0.0010506+0.00038307i,0.001052+0.0012303i,-8.9027e-05+0.00087599i,-0.0010248+0.00066074i,-0.00074551+0.00076186i,0.00064919+0.0002493i,0.00094697-5.2551e-06i,0.00027909-0.00043514i,0.00025437-0.00017672i,0.0003107-6.4007e-05i,6.7446e-05-0.00040716i,0.00038492+0.00015873i,0.00077182+0.00026169i,0.0004981-0.00064634i,-0.00056341-0.00074493i
0.00024676+0.00081899i,0.00098892+0.0019204i,0.0023922+0.0010405i,0.0018694-0.00089284i,0.00020323-0.0010464i,-0.00070743-0.00078948i,-0.0010355-0.0001233i,-0.00042496+0.00030201i,0.00054799-4.4867e-05i,0.0010023-0.00027042i,-5.3728e-05-0.00048142i,-0.00091854-0.00037807i,-0.00019036-0.00049607i,0.00015946-0.00039656i,0.00043985-0.00019804i,0.00067637+0.00031968i,0.0004742+0.00042011i,0.00042901-0.00056308i,-0.00018438-0.00068443i,-0.00047412-0.00011725i,-0.00043264+0.00040096i,-0.00035739+0.001016i,0.00041589+0.00065832i
-0.0011205+5.6893e-05i,-0.0011434-0.00048296i,-0.0011064-0.00062502i,-0.00046543-0.00011942i,-0.00011612+0.00075086i,-0.00060509+0.0011035i,-0.00040454+0.00029383i,-1.9328e-06+0.0003472i,0.00036214+0.00021715i,1.5943e-05-0.00071094i,-0.00068764-0.00082921i,-4.4035e-05-0.00025016i,0.00046776+0.00058445i,-0.00023524+0.00093644i,-0.00020457+0.00085144i,0.0004385+0.00011668i,0.00049803-0.00036405i,0.00010619+0.00020819i,-0.0003596+0.00044484i,-0.00033318+2.5753e-05i,-0.00023952-0.00043955i,-2.1991e-05-0.00088286i,0.00050051-0.00053149i
0.0027591-0.0013447i,0.0025618-0.0017201i,0.0014875-0.0021053i,9.3593e-05-0.0019839i,-0.00068168-0.0009418i,-1.2988e-05+0.00015639i,0.00053182+0.000319i,4.3861e-05-0.0004074i,-0.00046774-0.0014082i,-0.00017795-0.00097179i,-0.00021257-6.3861e-05i,0.00029411-0.00016401i,0.0010034+6.2603e-05i,0.00073992+0.00083596i,0.00080777+9.6913e-05i,0.0011774-0.00095725i,0.0011702-0.00077166i,0.00071637-0.00025887i,0.00074503-0.00011214i,0.00039496+1.6598e-05i,-0.00043257+0.00025719i,-0.00052676+0.00027512i,-6.6605e-05-0.00051922i
