-0.0020766+0.0016275i,-0.0018097+0.0011855i,-0.0029784+0.00092465i,-0.0024553+0.00087737i,-0.0011759+0.0021996i,-6.6522e-05+0.0031643i,-0.0002641+0.0020719i,-0.00033987+0.0018929i,0.00085558+0.0019497i,0.0015992+0.001213i,0.0018899+0.00045876i,0.0014514-6.5836e-05i,0.00051857-0.000544i,0.00056211-0.00026784i,0.00088562-4.4613e-05i,0.00044927-0.0005399i,-0.00073443-0.00047653i,-0.00075305+0.00018011i,0.00045566-7.6287e-05i,0.0010487-0.0009345i,0.00071115-0.00097666i,0.00062119-2.2339e-05i,0.00039793-0.00012804i
0.00037012-0.00014107i,0.00027281-0.0010046i,0.0015004-0.0011821i,0.00094101+0.00020379i,0.00035937+0.00064818i,0.00026535+0.00043094i,-7.5284e-05+0.00050047i,-0.00032909+0.00055504i,-0.00047555+0.0005423i,-0.00036064+0.00034337i,-0.00028144+0.00025983i,-0.00025438+0.00013306i,0.00052892+8.2692e-05i,0.0010622+0.00087614i,0.00065464+0.0010147i,0.00080652+8.2486e-05i,0.0006345-0.0009395i,-2.2873e-05-0.0010958i,-0.00029594-0.00061019i,7.3936e-05-0.00059222i,0.00079811-0.00052936i,0.00094259+0.000214i,0.00087582+0.0012289i
0.00070108-0.00027832i,0.00074254+0.00033364i,-0.0001655+4.6214e-05i,-6.7318e-05-0.0011108i,-0.00013501-0.0012436i,-0.00069857-4.1052e-05i,-0.001032+0.00096752i,-0.00058797+0.0014474i,0.0004035+0.0012437i,0.0002757+0.00059584i,-0.00028174+0.00011586i,-0.0010268-4.5064e-05i,-0.00079162+0.00018642i,-0.00030457+0.00051581i,-0.0004515-0.00010881i,-0.00039732-0.00063702i,-0.00068351-0.00044442i,-0.00050072-0.00058049i,0.00022973-0.00040848i,0.00084334+0.00051827i,0.00067095+0.0011635i,-7.4876e-05+0.00063279i,0.00020158+6.8624e-05i
0.00019437+0.00080122i,0.00060364-2.0292e-05i,-0.0010089-0.00095955i,-0.00071748-0.00094626i,0.00080779-1.1808e-05i,0.0013612+0.00050833i,0.0010183-1.0356e-05i,-1.112e-05+0.0003889i,-0.00072599+0.0010148i,-0.0012419+0.00062315i,-0.0011267+3.3593e-05i,0.00029433-0.00016901i,0.00087105-0.00037663i,0.00082594-0.00061136i,0.00065208-0.00073046i,0.00057178-4.6958e-05i,0.0005182+0.00028632i,-0.00053852-0.00027533i,-0.0010016-0.00084004i,-0.00075815-0.0013721i,-0.00010669-0.00048998i,0.00051383+0.00064629i,0.00021575+0.00040682i
-0.00081175+0.0008137i,-0.00061+0.00087678i,0.00039251+0.00032133i,0.00089834-0.00010992i,0.00075663-0.00011057i,-0.00036465+0.00019835i,-0.0010625+0.00054827i,-0.00055791+0.0014416i,-0.0001715+0.0016005i,-8.8819e-05+0.0012186i,-0.00026801+0.00064783i,0.00010103+0.00018481i,0.00048006+0.00017249i,0.00033636-0.00014862i,0.00023761+1.4782e-05i,3.2232e-05+0.00030698i,0.00021953+0.00064586i,6.3609e-05+0.00048601i,-0.00035272-0.00021133i,-0.00030901-0.00026191i,-0.00023779+0.00029174i,4.9598e-05+0.00073939i,0.00068929-0.00020513i
-0.00085571+0.002481i,-0.0012642+0.0032468i,-0.00064723+0.0027977i,0.0004849+0.0013358i,0.0015265+0.0011257i,0.00076389+0.0011097i,-0.00074909+0.00056903i,-0.0011915-8.0254e-05i,-0.00038197+0.00019982i,0.00011681+0.001i,-0.00014289+0.00060415i,-9.8582e-05+0.00031086i,0.00013452+0.00019041i,0.00043374-1.1729e-05i,0.00078532+0.00049742i,0.0006592+0.00083881i,-0.00023172+0.00048781i,-0.00096913-0.00016798i,0.00015638-0.00016397i,0.0010192-0.00010344i,0.00071401-0.00020089i,-0.00031476+0.00032113i,-0.0012865+0.00049232i
-0.00031739-0.0019279i,-0.0011275-0.0027895i,-0.0018317-0.0023138i,-0.0017875-0.00096332i,-0.0011035+0.00068413i,-0.001078+0.0018199i,-0.0013463+0.00099466i,-0.0014841+0.00069635i,-0.00062488+0.0019281i,-0.00038647+0.001877i,-0.00072723+0.00068147i,2.1906e-05+0.00043419i,-1.6071e-05+0.00067744i,0.00026573+0.00023888i,0.00046119-0.00019184i,-0.00068369+0.00011864i,-0.00092624-0.00027974i,0.00019607-0.00045889i,-0.00015275-0.00049776i,-0.00058156-0.0016321i,-0.00016964-0.0015433i,-0.00017122-0.00083918i,-0.00058349-0.00052433i
2.8001e-05+0.00060009i,-9.8661e-05+0.0003278i,0.00091296+0.00066769i,0.001041+0.0014179i,0.0006207+0.0013722i,-6.2242e-05+0.0012614i,-0.00059285+0.0014131i,-0.0010735+0.0019231i,-0.00098252+0.0021358i,0.00023716+0.0014329i,0.0010361+0.00091786i,0.0011452+0.00062361i,0.0013915+0.00041481i,0.0010212+0.00076942i,-0.000233+0.0010103i,-0.00057058+0.00052825i,-0.00024447+0.00060113i,-0.00059106+0.001082i,-0.00026253+0.0006884i,9.3027e-05+0.00094352i,2.4566e-05+0.001252i,-7.5853e-05+0.00057733i,-0.00026228+0.00011589i
-0.00039982-0.0019112i,-0.0016514-0.0013264i,-0.0032909-0.00012056i,-0.001928-7.9935e-05i,0.00019442-1.841e-05i,0.00062817+0.00012089i,-0.0001044+0.00025195i,-0.00056739+0.00038356i,-0.00077801+0.00020492i,-0.00060602+0.0002865i,-6.9139e-05+0.000658i,0.00054521+0.00038973i,3.8155e-05+0.00050587i,-0.0011847+0.00059222i,-0.0011195+0.00050113i,-0.00047787+9.4214e-05i,0.00032849+0.00038239i,0.00072514+0.00030209i,0.0010449+0.00047691i,0.0010515+0.00094739i,0.00053225+0.00059464i,-0.00024325+0.00047292i,-0.000416+0.0010409i
-0.0015082+0.0017965i,-0.0016349+0.0016863i,-0.00085672+0.0010849i,0.00047814+0.0010443i,0.00047685+0.0012416i,0.00042086+0.0009705i,0.0006758+2.1604e-05i,0.00085044+0.00086647i,0.0007392+0.0024152i,0.00077974+0.0020636i,0.00072934+0.00037789i,0.00089193-0.0002624i,0.0010535+0.00022361i,0.000816+0.00027095i,0.00079877+9.3287e-05i,0.00028536-0.00035166i,-0.00019003-0.00041804i,-0.00023861-0.00034897i,-0.00057744-0.00074632i,-0.001146-0.00065697i,-0.0012699-0.00043257i,5.3536e-05+0.00016102i,0.00091426+0.00020534i
-0.00071364+0.0021749i,-0.0005248+0.00099821i,-0.00013298+0.0021979i,-0.00026125+0.0032047i,-0.00040423+0.0023012i,8.6172e-05+0.001423i,-0.00045478+0.0010867i,-0.00088185+0.0012995i,0.00014006+0.0014984i,0.00085771+0.0012532i,0.00034981+0.00072537i,-0.0001121+0.00065016i,0.00023308+0.00050362i,0.00038269+0.00067762i,0.00082065+0.00087991i,0.0012014+0.0010603i,0.00084227+0.00076504i,0.00078652+0.00019548i,0.0010316+4.0802e-05i,0.00056485+0.00033062i,6.24e-05+0.00097869i,-0.00045538+0.0012668i,-0.00038081+0.0010171i
-0.0018477+0.00041838i,-0.002512+0.0010106i,-0.0025555+0.0018755i,-0.00084874+0.0012338i,-0.00014731+0.00057912i,0.00012138+0.0009825i,-0.00074778+0.0015056i,-0.0016006+0.0018322i,-0.00029516+0.0014537i,0.000997+0.00091167i,0.00058554+0.00077283i,7.8595e-05+0.00054268i,-0.0006595+0.00020768i,-0.0007168+0.00029728i,9.9651e-05+0.00072044i,-0.00018955+0.0012528i,-0.00057059+0.00070572i,-0.00019809-2.4614e-05i,0.00028337+7.1812e-05i,0.0005569-7.526e-05i,0.00057429-9.3254e-05i,0.00088981+0.00049733i,0.00065603+0.00042868i
0.00047145-2.4584e-05i,0.00035036+0.0001483i,0.00011179-0.00068267i,-2.8363e-05-0.00043752i,1.0472e-05+0.00073259i,0.00030565+0.00074941i,-0.00028098+0.00091505i,-0.0011954+0.0012132i,-0.00045769+0.0011685i,0.00024006+0.0010195i,-0.00024574+0.00029949i,0.00015965-0.00023154i,0.00018247+0.00024158i,-0.000241+0.001041i,0.00023253+0.00085015i,0.00075937+0.00014689i,0.00025226+0.00031298i,-0.00014912+1.7823e-05i,-0.00022258-0.00026123i,-0.0006022+0.00067763i,7.0379e-06+0.0015706i,0.00018369+0.0012835i,-2.6216e-05+0.00050869i
0.00014053-0.0012979i,-8.2042e-05-0.0013682i,-0.00093893-0.0019079i,-0.0016312-0.0022345i,-0.0014044-0.0012997i,-0.00183-0.00016684i,-0.0026065-4.3743e-05i,-0.0014971+2.2774e-05i,-0.00044432+0.0001522i,-0.00025604+0.00066794i,-0.00016621+0.0011291i,0.00033517+0.00077195i,0.00030945-6.7373e-05i,0.00027069-0.00074191i,0.00026483-0.00061788i,0.00057512-1.062e-05i,0.000504+0.00039066i,-0.00023182+0.0009519i,-3.2112e-05+0.001042i,0.00046909+7.9189e-05i,-0.00048302-0.00067134i,-0.0011123-0.00052698i,-0.0008041-0.00027872i
0.00026547+6.765e-05i,0.00074509-0.00077788i,0.0015405-0.0019078i,0.0012366-0.001376i,-1.1402e-06-0.00023089i,-0.00074904+0.00023922i,-0.0012792+0.0010194i,-0.0014607+0.0016615i,-0.00047934+0.00087885i,0.00037719+0.00067406i,-0.00017451+0.0009414i,-0.00055105+7.172e-05i,-0.00043045+0.00011652i,-0.00056948+0.00082243i,-0.00035664+0.00055345i,-0.00025301-0.00018492i,-0.00080382-0.00040174i,-0.0012683+1.897e-05i,-0.00083899+0.00015025i,-0.00045139+0.0001555i,-0.00094544-9.9792e-05i,-0.00073772-9.6058e-05i,-0.00048938+0.00029492i
0.00080912-0.00056315i,0.00072331+0.00070734i,0.0017698+0.00074276i,0.0017574+0.00044071i,0.00032854+0.00029051i,-0.00040854-5.1061e-05i,-0.00017939+0.0007948i,5.3004e-06+0.0021014i,0.00015978+0.0019781i,-0.0003839+0.00093386i,-3.1858e-05+0.00015087i,0.0012111+0.00014765i,0.00076772+0.00041392i,0.00015409+0.00033949i,0.00025531-0.00022503i,0.00040918-0.00096509i,0.00018214-0.0007153i,-0.00049928+0.00021805i,-0.00085563+0.000721i,-0.00080294+0.00015906i,-0.00029961-0.00049669i,0.00053641-0.00039936i,0.00011354-0.00035244i
-0.00095265+0.0031281i,-0.0012277+0.0035793i,-0.00040764+0.0032631i,-7.0368e-06+0.0019281i,-0.00032948+0.0007447i,0.00063359-5.6755e-05i,0.00044754-5.9593e-05i,-0.00051944+0.00026713i,0.00046789+0.00039131i,0.0012115+0.00074267i,0.0014014+0.0008217i,0.0019966+0.0010166i,0.0018807+0.00061712i,0.0012866-0.00020907i,5.2758e-05-0.00032069i,-0.0009606+0.00018659i,-0.00035213+0.00099514i,-3.016e-05+0.00079696i,-9.6425e-05-0.00039968i,0.00069218-0.00059175i,0.00061616-0.00030932i,0.0001432-0.00026004i,0.00023105-0.00045143i
0.0019819-0.00096837i,0.0019282-0.0011105i,0.0014301-0.0014007i,0.00049963-0.00045858i,0.00015318+9.3713e-05i,0.00023304+0.0010581i,-0.00015343+0.0016295i,-0.00034004+0.0015243i,7.1497e-05+0.0010268i,0.00081668+0.00030083i,0.0011261+0.00020415i,0.00084755+0.00059099i,0.00051985+0.00085287i,-5.934e-05+0.00082496i,-0.00042168+0.00072613i,-0.00014702+0.00055122i,-0.00055191+0.00015267i,-6.6511e-05+0.00016561i,0.0008291+0.00062737i,0.00065725-0.00013026i,-0.00036782-0.0001988i,-0.00051301+0.00047302i,-0.00019803+0.00032216i
-0.0010402+0.0010433i,-0.00124+0.00069094i,-0.00097796+0.00045938i,-0.001267+0.00052323i,-0.0011223+0.00052435i,-0.0005202+0.0011555i,-2.3384e-05+0.0014326i,-1.84e-05+0.0010151i,-0.00026176+0.00038695i,-5.2109e-05+6.9181e-05i,1.5831e-05+0.00029635i,7.3129e-05+0.00042654i,0.00049349+0.00053758i,0.00072319+0.00064031i,0.0001798+0.001223i,-0.00035167+0.00090128i,0.00023421+0.00052484i,0.0008087+0.00079251i,-7.1072e-06-3.0529e-05i,4.9802e-05-0.00060252i,0.00069227-9.066e-05i,0.00015478+0.00057129i,-0.00040648+0.00096696i
0.0028572+0.0012285i,0.0031861+0.00092146i,0.0018524+0.00055562i,0.00011514-0.00094234i,-0.00049906-0.0019705i,-0.0011802-0.00085737i,-0.0014431+0.0003566i,-0.00068054+0.0010518i,-7.2584e-05+0.00088709i,-0.00029203-0.00018319i,-0.00027225-0.00029165i,0.00050685+0.00027393i,0.00070882+0.0003279i,0.00034592-0.0001614i,-7.4715e-05-0.00042182i,6.9069e-06+0.00069305i,0.00032194+0.00098633i,0.00056375+0.00062298i,0.00039254+0.0005694i,-0.00038424+0.00037212i,-0.00099127+0.00057625i,-0.0007399+0.00063184i,-0.00044363+0.00014408i
0.00021957-0.0021683i,4.3578e-05-0.0030706i,0.00012417-0.0045694i,0.00048573-0.0034357i,0.00046176-0.0017044i,0.0002594-0.00016366i,-0.00046862+0.00071481i,-0.0013461+0.001266i,-0.0010762+0.0021799i,-0.00075505+0.001882i,-0.0004555+0.00033609i,0.00034863-9.5426e-05i,0.00070076+0.00066781i,0.00037825+0.00032477i,0.00042797+0.00010114i,0.00021934+0.00030364i,0.00046647-3.2406e-05i,0.0010502-0.00017712i,0.0002218+0.00011649i,-0.00040838+0.00028851i,-0.00066951+0.00010628i,-0.0010044+0.00024777i,-0.0008941-0.00013271i
-0.0014225+0.0012199i,-0.0022674+0.0025883i,-0.002738+0.0020463i,-0.0025008+0.0014942i,-0.0016521+0.0024974i,-0.00073905+0.0021744i,-0.000496+0.0011639i,0.00037429+0.00059937i,0.00034399+0.00094656i,-0.00036572+0.0013278i,-0.000862+0.0005554i,-0.0010707-0.00033072i,-0.0008203+0.00050518i,-0.00075681+0.0012105i,-0.00061441+0.0004846i,-0.0001547-0.00018962i,-3.3422e-05-0.00010097i,-0.0003691+9.0461e-05i,0.00015962+0.00037673i,0.00054737+0.00072364i,0.00013733+6.4222e-05i,-8.5696e-05-3.4442e-05i,-2.6317e-05+0.00042776i
-0.0014829-0.00032492i,-0.00038366-0.0006466i,0.00046636-0.0015386i,0.0012862-0.0022361i,0.0019699-0.0017133i,0.0013896-0.00050019i,-0.00040981-0.00015208i,-0.00076426+0.00013531i,-0.00072624+0.001001i,-0.00077262+9.3468e-05i,-0.00038796-0.00030353i,1.9583e-05-0.00064872i,-2.6745e-05-0.0010494i,-0.00017312-0.00019753i,-0.00039048+0.00055385i,-0.00087689+0.00068856i,-0.0012425+0.00061533i,-0.0012493+0.00029793i,-0.00045412-0.00040641i,0.00037113-0.00028137i,0.00011158-0.00028654i,-0.0002777-0.0013431i,-0.00064835-0.0019195i
-0.00020216-0.00020901i,-0.00046196+0.0004268i,6.1208e-05+0.00035666i,-0.00023714+0.00084188i,-0.0012667+0.0009384i,-0.0011678+0.0010729i,-0.00065937+0.00081165i,-0.00075008+0.0007388i,-0.00033664+8.6216e-05i,-0.00017584-0.00063785i,-0.00024293-0.00050006i,0.00014642-0.00066102i,-0.00030942-0.00029162i,-0.00056169+0.00053396i,0.00039065+0.00058201i,0.00050542+0.00045338i,-0.00023526+0.00071039i,-0.00054599+0.00043879i,-0.00061754-0.00023739i,-0.00021371-0.00026601i,0.0005236-0.00025441i,-0.00025858-3.7553e-05i,-0.0014218-7.1703e-05i
4.0502e-05+0.0013577i,-0.00037994+0.0016849i,-0.00059041+0.00042543i,-0.001052-0.00021452i,-0.0008244-0.00033016i,9.3921e-05+0.00027682i,-0.00045682+0.00095738i,-0.00092939+0.0006686i,-0.00042972+0.00066952i,-9.8738e-05-0.00035287i,-0.00018677-0.0007447i,-0.00031562+0.00036784i,-0.00036874+0.00075695i,-0.00048962+0.00037516i,-0.00011701-0.00048046i,0.00064652-0.00033481i,0.00047892+0.0004079i,0.00013559+0.00035898i,0.00015938+0.00034506i,0.00012368+0.00049726i,-0.00023883+0.00032585i,-0.0002843-0.00044428i,0.00052297-0.00054082i
0.00015817-0.0010056i,-0.00012495-0.0015456i,-6.5614e-05-0.0019124i,8.8027e-05-0.0014682i,-4.0149e-05-0.00058824i,-0.00074569-0.00032331i,-0.001624+0.00011648i,-0.0012318+0.00035557i,-0.0005291+0.00016577i,-0.0011966-0.00023286i,-0.00083191-0.00022586i,-0.00011584-0.00043223i,-0.00042431-0.00048037i,-0.00060023+0.00048894i,-7.4313e-05+0.0011618i,0.00040014+0.00088515i,0.0001563+0.00023646i,-0.00023463-7.8352e-05i,4.5221e-05-0.00070856i,-0.00030902-0.0009875i,-0.00046722-0.00082438i,-0.00015802-0.00074295i,0.00031088+0.00041324i
-1.6389e-05-0.0012194i,-5.545e-06-0.0013129i,0.00073178-0.00053713i,0.0012237-0.00018963i,0.0017932-0.00025717i,0.0012767-7.6798e-05i,0.00034264+0.00051938i,0.00038431+0.001487i,0.00060908+0.0019959i,0.00033981+0.0012241i,0.00015382+3.3525e-05i,8.0185e-05-0.00038998i,-0.00045778-0.00034538i,-0.00039866-0.00068963i,0.00058429-0.00076758i,0.0010326+5.4763e-05i,0.00058872+0.00054935i,0.0003843+0.00028854i,0.00026953-0.00032166i,-6.1168e-06-0.00055355i,0.00018183-0.00026626i,0.00061189+0.00063155i,0.0001326+0.00063676i
0.00029725+0.0015598i,-8.2016e-06+0.00078237i,0.00089361+0.0012464i,0.00076151+0.0010052i,-0.00041725+0.00010068i,-0.00088153+0.00019369i,-0.0011753+0.00080149i,-0.00097062+0.001229i,9.6471e-05+0.001603i,0.0010663+0.0014661i,0.00070466+0.00094084i,0.00041419+0.00032071i,0.00072963-0.00042989i,0.00091613-0.00056234i,0.00067876-0.00040263i,0.00053107-4.8945e-05i,0.00052767-8.2219e-05i,0.00040847+0.00024965i,0.00053661+0.00035593i,0.00022227-0.00017242i,-0.0001037+7.6444e-05i,-5.1342e-07+9.7642e-06i,0.00039382+0.00012178i
0.00023723+0.00068949i,-1.3115e-05+0.0014971i,0.00017592+0.0019243i,-0.00052876+0.00092713i,-0.0005743-0.00019102i,-0.00067475-0.0006604i,-0.0015321-0.00050586i,-0.0015135+0.00010575i,-0.00079102+0.0011233i,-0.00011043+0.0012442i,0.00065852+0.00077156i,0.0011314+0.00027762i,0.00073041+0.00013904i,6.4897e-05+0.00043784i,0.00039784-2.1682e-05i,0.00062581-0.00081152i,-0.00023495-0.00058715i,-0.00080532+0.00048705i,-0.00019252+0.00031244i,0.00078874+1.9528e-05i,0.00033575+0.00025763i,-0.00095058+8.1625e-05i,-0.00084136+0.00026029i
0.0015916-0.00088166i,0.0017248+0.00025616i,0.0025829+2.8498e-05i,0.0032778+9.6729e-05i,0.0027289+0.0005378i,0.0011515+0.00057783i,-0.00025354+0.00088502i,-0.00036773+0.0014012i,0.0001524+0.0011209i,0.00067346+0.0004034i,0.0012096-4.1796e-05i,0.00085407-0.00017339i,0.0002503-0.00018417i,0.00029643-0.00018124i,0.00051121-2.0894e-05i,0.0002697+2.2002e-05i,0.000181+0.00048301i,3.4614e-05+0.00098436i,-0.00018137+0.00020266i,-0.00065153-0.00039169i,-0.00057459-9.9445e-05i,-0.00027545-6.7507e-05i,-0.00058565-4.4071e-05i
-0.00062427-0.00018578i,-0.0013146-0.00025099i,-0.0012438+0.00011648i,-0.001001+0.00047606i,-0.001038+0.0004748i,-0.0014778+0.00059563i,-0.0015699+0.00085334i,-0.0010944+0.0017718i,-0.00060251+0.0025153i,4.3065e-05+0.001101i,0.00070221-0.00040279i,0.00061742-0.0001231i,0.00033241+0.00036244i,0.00044032+0.00017552i,0.00046802-0.00018593i,-0.00021929-0.0001127i,-0.00041536+0.0003983i,0.00043797+0.0011181i,0.00084914+0.0010503i,0.00077698-0.00018904i,0.00020266-8.8596e-05i,9.5316e-05+0.00037267i,0.00072891+3.1941e-05i
0.0012445-0.0019762i,0.0014397-0.0019357i,0.0016478-0.0018181i,0.001447-0.0013931i,0.00041013-0.00080716i,-0.00045744+7.7451e-05i,-0.00090634+0.00090045i,-0.001017+0.00088774i,-0.00051544-1.3767e-05i,-3.2065e-05-0.00021737i,-0.00034679+0.00012432i,-0.0006929+0.00031802i,-0.00058229+0.00041621i,-0.00051969-0.00035916i,-0.00019393-0.001074i,-0.00031264-6.625e-05i,-0.0012295+0.0005759i,-0.00087155-6.2668e-05i,0.0005077-0.00021086i,0.0010074+0.0003416i,-0.00015181+0.00058481i,-0.0002291+0.00036651i,0.00017841-0.00034703i
-0.0011281+0.0029685i,5.1853e-05+0.0032361i,0.00078219+0.0026116i,0.00046924+0.0009029i,0.0011129+0.00016799i,0.00060641-0.00058507i,-0.00059935+0.00013152i,-0.00089443+0.0016234i,-0.00067537+0.0016446i,-0.00016819+0.00073994i,0.00040357+0.00060907i,0.00069836+0.00085532i,0.00081095+5.8327e-05i,0.0012082-0.00048975i,0.0010914+0.00032302i,-2.0833e-05+0.00088352i,-0.0012013+0.00067105i,-0.00098568+0.00069292i,-0.00054368+0.0001198i,-0.00021504-0.00055192i,-0.00045896-0.00037597i,-0.00037446+0.00015381i,-0.00079888+0.00018595i
-0.00063768+9.3088e-05i,-0.00080691-0.0008191i,-0.0011659-0.0011041i,-0.0010255-0.00063208i,-0.00080545+0.000326i,-0.00049368+0.0016131i,-0.00016363+0.0012969i,-0.00033926+0.0011018i,6.6329e-05+0.000977i,0.00030603+0.00065623i,-0.00050897+0.00059249i,-0.00066839+8.3925e-05i,-0.00042532-0.00033588i,-0.00019836-0.00040905i,2.8854e-06-0.00027129i,0.00081402+6.0451e-05i,0.00054326+0.00015146i,-0.00029651-0.00023528i,-0.00074029-0.00039091i,-0.00066327+0.00047628i,0.00043626+0.0011049i,0.0004012+0.00072546i,-0.00028932+0.00029211i
-0.0014457+0.0024013i,-0.00026953+0.0038958i,0.00027508+0.0037491i,0.0015309+0.0023491i,0.0016559+0.0011556i,0.001339-0.00052588i,0.0010296-0.0013721i,0.00013595-0.00035205i,-0.00022594+0.00074885i,-0.00064259+0.00042372i,-0.00019843+9.0705e-05i,0.00064843+0.00084457i,0.00050263+0.00087668i,0.0011307+0.00012912i,0.0012205-0.0002522i,0.00014615-0.00029496i,-0.00088356-0.00041167i,-0.00088396-0.00037848i,-0.00017805-0.00017856i,0.00045713+0.00039557i,0.00057283+0.00054119i,0.00011071-0.00058319i,-0.00048208-0.0016718i
0.0020183-0.00020173i,0.00071586-0.0011636i,0.0010612-0.0016586i,0.0012319-0.00082693i,0.0011003-6.2195e-05i,0.00080882+3.2936e-05i,0.00024927+0.00069486i,-0.00044858+0.0010418i,-0.00086542+0.00094421i,0.00044667+0.00054634i,0.00082792-0.00017008i,-0.00040752-0.00013882i,-0.00039244-0.00024977i,-0.00029422-0.00097638i,-0.00033932-0.0001175i,0.00024666+0.0007631i,0.00064752+0.00022602i,0.00050211+0.00011435i,-5.8653e-05+0.00028308i,-0.00066547+3.9398e-05i,7.486e-05+0.000821i,0.00036287+0.0010793i,0.00030401+0.0004208i
0.00010594+0.0028017i,-0.00081979+0.0019399i,-0.00068136+0.00013663i,-0.00090045-0.00089207i,-0.0017738-0.00056382i,-0.0014409-0.00024166i,-0.00085841-0.00038385i,-0.00084121+0.00065974i,-0.00033051+0.0012844i,0.00033596+0.0012326i,8.0286e-05+0.0012914i,0.00038113+0.00073474i,0.00087187-6.5309e-05i,0.00064197+0.00081419i,0.00022915+0.001364i,0.00036794-8.5364e-05i,-6.6978e-05-0.001027i,-0.00028832-0.00066858i,0.00024761-0.00014538i,0.0008389+0.00035889i,-1.5568e-05+0.00087314i,-0.0010706+0.00060997i,-0.00058157-0.00044431i
0.0013639-0.00097425i,0.0011939+9.8149e-05i,0.0012603+0.0015744i,0.0020127+0.0023148i,0.0016986+0.0017901i,-1.9861e-05+0.00080046i,-0.00076884+0.00080488i,-0.0010895+0.0010925i,0.00034768+0.0010661i,0.001165+6.3867e-05i,0.00059877-0.00047944i,0.00076219-0.00025444i,0.00024878+0.00017125i,0.00021148-0.00035768i,0.00067503-0.00066938i,0.00018425-0.00050742i,-0.00075181-0.00019734i,-0.00022545-0.00017555i,0.00042616-0.00026582i,0.00021098+0.00027854i,-0.00020931+2.0708e-05i,-0.00088609-0.00038275i,-0.00042302-0.00069508i
-8.3614e-05+0.0027278i,0.0002992+0.0018318i,0.0012256+0.0014837i,0.0011093+0.0011679i,0.0013263+0.0007965i,0.0015228+0.00011746i,0.00013424+0.00041016i,-0.00037485+0.00146i,-0.00016661+0.0015971i,5.6077e-05+0.001144i,1.112e-05+0.0010832i,0.00038225+0.00087812i,0.00088363+0.00028645i,0.0004857-0.00044067i,0.00050447-0.00030892i,0.00093582+0.00047724i,0.00026226-0.00024278i,-0.0010273-0.0013123i,-0.00080487-0.001231i,0.0002804-0.00067119i,0.00093564-0.00027473i,0.00092845+0.0007467i,0.00034687+0.0013718i
0.0014167+9.4533e-05i,0.0012362-0.00046724i,0.0011032-0.0008758i,0.00034645-0.001033i,0.00058431-0.0012556i,0.0013157-0.00021604i,0.00025541+0.00089186i,-0.00090158+0.0010457i,7.9668e-05+0.00099082i,0.00074147+0.00015302i,0.00076085-0.00079965i,0.00066957-0.00061582i,-0.00041882-0.00028501i,-0.0011062-0.00026641i,-0.00064239-0.00049782i,-0.000368-0.0003014i,-0.00011664+0.00040372i,0.0001165-0.00013191i,0.0005174-2.4598e-05i,0.00028019+0.00067296i,-0.0004879-0.00028705i,8.8508e-05-0.00068345i,0.0010822+0.0001587i
0.0011376+0.000787i,0.00099644+0.00065044i,0.0011379-3.4538e-05i,0.0016667-4.256e-05i,0.00099814+0.00011969i,-0.00039232-7.9428e-05i,-0.00029421+0.001331i,-0.00046072+0.0023078i,-0.0011515+0.00072178i,-0.00026756-0.00029289i,0.00097446+0.00048026i,0.00090501+0.00048263i,0.00055663-0.00032537i,0.0002155+4.2493e-05i,0.00014802+0.00059638i,0.00032858+0.0012865i,0.00028184+0.0013066i,-0.00011494+0.00075335i,-0.00047153+0.00049918i,-0.00053727+0.00027739i,0.00017141+7.7983e-05i,0.00093486-0.00047712i,0.00081632-0.00076151i
8.5577e-07+0.00084328i,-0.00053975+0.00049794i,-0.00032454-0.00023086i,-0.00053101-0.00012945i,8.2195e-05+0.00060077i,0.001144+0.0013682i,-0.00020292+0.0022546i,-0.0011592+0.0022634i,-0.00022037+0.0012833i,9.4788e-05+0.00077667i,-0.00032277+0.00038629i,-8.5435e-05+0.00010635i,0.00055844+2.5817e-05i,0.00073509-0.00030621i,0.00040033-2.3883e-05i,0.00053082-0.00020125i,0.00097513-0.00042804i,0.00097606+1.1478e-05i,0.00019726+1.6183e-05i,1.1293e-05+3.9095e-05i,0.00087516+2.9041e-05i,0.001029+0.00037652i,0.00091958+0.00061089i
-0.00077794+0.00084273i,-0.00073905+0.0012189i,-0.00056443+0.0017109i,-0.00033303+0.0020129i,4.1472e-05+0.0011394i,0.00067677+0.00018463i,0.00017624+0.0011612i,-0.0003495+0.0012204i,0.00039218+0.00073843i,0.0012991+0.00095094i,0.0011092+0.00093296i,0.00037631+0.00091057i,-0.00015881+0.00085839i,9.7724e-05+6.8276e-05i,-9.6002e-05-0.0002955i,-0.00078962+8.7544e-06i,-0.00073521-0.00041062i,-0.00026415-0.00024864i,-0.00018345+0.00020243i,-0.00062449-0.00036364i,0.00012929-9.1289e-05i,0.0012282+0.00059467i,0.00022099+1.7217e-05i
