-0.0030314+0.0018319i,-0.0027027+0.0014259i,-0.0032131+0.0010109i,-0.0014851+0.0010058i,0.00064785+0.00092261i,0.0015083+0.00025657i,0.00027897+0.00084911i,-0.00021045+0.0014092i,0.00070121+0.0010351i,0.0011044+0.000682i,0.00097114+0.00028999i,0.00080243-0.00057598i,9.7803e-05-0.0012745i,3.8696e-05-0.0010535i,0.00014178-0.00025036i,3.1967e-05+0.0006379i,-9.8161e-05+0.00071377i,-0.00011058+0.00068043i,-0.00010063+0.00072859i,0.00034757+0.00076184i,0.00057134+0.00037666i,0.00012432+6.2977e-05i,7.0955e-05+3.9041e-05i
-0.0046207-0.00050779i,-0.0035001-8.9236e-05i,-0.0010278+0.0016283i,0.0014201+0.0026914i,0.0030236+0.0014861i,0.0020483-0.00036482i,0.00011258-0.00073794i,-0.00013455-0.00014285i,0.00025125+0.00041118i,0.00051746+0.00055955i,0.00080116+0.00077308i,0.00049844-2.4623e-05i,-0.00090766-0.00079605i,-0.00069538-0.00058183i,0.0012883-0.00033728i,0.0017882+0.00022699i,0.00080005+0.00057476i,-0.00012954+8.6543e-05i,-0.00023868-0.00073847i,-0.00030673-0.00052476i,-0.00052506+0.00030047i,-0.00066822+0.00048945i,-0.00044507-1.4045e-05i
0.002491-0.0012074i,0.0025605-0.002158i,0.00066933-0.0027653i,-0.0013224-0.0028378i,-0.0020454-0.0024159i,-0.0017642-0.0015057i,-0.0011089-0.00073736i,-0.00094617+0.00046634i,-0.00047613+1.3835e-05i,0.00058101-0.00041866i,0.0006516+1.7568e-05i,0.00025811+0.00028016i,0.00040869+0.00056551i,0.0010574+0.00050432i,0.0014448+0.00010518i,0.0010216-0.00051019i,-0.00018385-0.0002494i,-8.4579e-06-0.00035618i,0.00067676-0.00071594i,0.00024036-0.00055419i,-0.00026447-0.00065722i,-0.00034172-0.00098065i,0.000488-0.00080565i
0.00033268+0.0008132i,-0.00033638+0.00037446i,-0.001141+0.00067872i,-0.00099644+0.0017457i,-0.00044343+0.0022075i,0.00044223+0.0010759i,0.0011342-0.00090439i,0.00087296-0.00080947i,-0.00047086-0.00029773i,-0.00065137-0.00074244i,0.0005195-0.0004226i,0.00092847-0.00042086i,6.758e-05-0.0006442i,-2.7799e-05-0.00057227i,0.00024912-0.00017603i,-0.00012396+0.00011i,-0.0005906+0.00029057i,-0.00096274+5.9761e-05i,-0.00071232+4.3243e-05i,-0.00029934-3.9717e-05i,-0.00069446-0.00051622i,-0.00085732-0.0005086i,-7.7597e-05+9.1274e-05i
0.00010266+0.0017656i,-0.001288+0.0010116i,-0.00094611+0.00037051i,0.00061402-0.00054653i,0.00096562-0.0013941i,0.00033482-0.0016962i,-0.00048687-0.0015443i,-0.00049166-0.0002327i,-0.00023468+0.00022359i,-5.4119e-06+2.3126e-05i,0.00042788-1.5675e-05i,0.00026058-0.0001523i,0.00032367-6.975e-05i,0.00069506-0.0002494i,0.00072059-0.00068736i,0.00089767-0.00075799i,0.00089546+8.0079e-05i,0.00081479+0.00035491i,0.00052742+0.00044959i,-0.00021981+0.00054432i,2.2852e-05-0.00029637i,0.0010016-0.00078184i,0.00082189-0.00078192i
-0.00020086-0.002826i,-0.0014038-0.0025207i,-0.0016723-0.0012091i,-0.0011015+0.00016815i,-0.0011822+0.00094677i,-0.00079818+0.00013703i,0.00011264-0.0008139i,0.00047956-0.00031618i,-0.000137-0.00024837i,-0.00013646-0.00013895i,-0.00019001+0.00032779i,-0.00034316+0.00094471i,0.00053352+0.0010817i,0.0014003+0.0010004i,0.0012802+0.00059558i,0.00049214-0.00010532i,0.00024478-0.0003563i,0.00048533-0.00075655i,0.00038763-0.00098375i,0.00022145-9.3352e-05i,0.00037634+0.00089091i,0.000269+0.00038085i,-0.00023189+0.00027927i
-0.0010466-0.0019603i,-0.0012398-0.0023765i,-0.0020189-0.0014754i,-0.00084391-0.00018301i,0.00079283-0.00031939i,0.00067265-0.0012314i,-0.00031285-0.0013399i,-0.0003794-0.00039822i,-1.1874e-05+1.5729e-05i,0.0002581+0.00060922i,4.237e-06+0.00060009i,-0.00025919+2.635e-05i,0.00011605+0.00012599i,0.00048157-9.9769e-05i,0.00025536-0.00089159i,-2.4607e-05-0.00098228i,0.0005344-0.00028699i,0.00014407-0.00013923i,-0.0001763-0.00048803i,0.00013026-0.00064541i,0.00070384-0.00036296i,0.00036778-4.4775e-05i,-0.00048693-0.00016641i
0.0029474+0.0012456i,0.0030664+0.00099421i,0.0019367-0.00069417i,-0.00055068-0.0018997i,-0.0018059-0.0016694i,-0.0018967-0.00054103i,-0.0018465-0.0003018i,-0.0011933-0.00029008i,-0.00057949-0.0002577i,-0.00064308-0.00066205i,0.00012453-0.0011266i,0.00075036-0.00054443i,0.00011454+0.0002392i,0.00011511+0.00032574i,-9.6521e-05+0.00071731i,-0.00035891+0.00053621i,0.00053099-7.5117e-06i,0.0013028-0.00053661i,0.00080182-0.00020932i,4.9159e-05+0.00031605i,-0.00013569+0.00042874i,0.00023476-0.00039129i,0.00055367-0.001185i
-0.0028544+0.0026637i,-0.0024698+0.0028028i,-0.0020268+0.0030922i,-0.00023435+0.0036282i,0.00088403+0.0019775i,0.00033939+0.00036794i,-0.00016937-0.00093598i,0.00018463-0.0014054i,0.00060438-0.00026314i,0.00054049+0.00067183i,0.00026625+0.00038756i,-4.9713e-05-0.00013214i,0.00021319-0.00024245i,0.00036145-0.00033946i,0.00052362-0.00051473i,0.00058876-0.00088881i,-7.5239e-05-0.0009228i,-0.00014039-0.00047434i,4.3913e-05+0.00041402i,0.00038436+0.0003085i,0.00053788-0.00035694i,0.00026698-0.00080902i,-0.0001929-0.00097486i
-0.0011082-0.0026135i,-0.001568-0.0023325i,-0.0013121-0.0017767i,-0.0015961-0.0011753i,-0.00053209-0.0017719i,0.00062633-0.0022037i,0.00034185-0.0011141i,-0.00015716-0.00024213i,-0.00096406+6.2646e-05i,-0.0013206+0.00022443i,-0.00051928+0.00058833i,0.00017198+0.00015111i,0.00022125-0.00072714i,-0.00092162-8.2556e-05i,-0.0015905+0.00040733i,-0.00094195+0.00063323i,-0.0001294+0.00070215i,0.00065589+0.00050081i,0.00048292+0.00042404i,6.3858e-05+0.00079587i,0.00033324+0.0007917i,0.00056946-0.00039944i,-4.9235e-05-0.00070487i
-0.0010184-0.00096888i,-0.00066802-0.00033482i,0.00067214+0.00064332i,0.00076579+0.001021i,0.00053082-0.00036967i,0.00018932-0.00064721i,-0.00019825+0.00019205i,-0.00055199+0.00037943i,-0.0007444+0.00033329i,-0.00020862+0.00017755i,-0.00027409+5.8033e-05i,-0.00036461+0.00030733i,0.00012491+0.00044532i,-1.811e-05+0.00023325i,-0.00068155-0.00023682i,-0.00060381-0.00071629i,0.00054733-0.00081585i,0.00079328-0.00018278i,0.00058696-8.0317e-05i,0.00047205-0.00050343i,0.00023824-0.0002231i,-0.00022901+0.00036828i,-0.00029348-0.00012787i
0.0012247+0.0011274i,0.0016326+0.0004853i,0.0010146+0.00058746i,0.00024909+0.0011341i,0.00069996+0.00082428i,0.00062707-0.00064278i,-0.00057985-0.001362i,-0.00019579-0.00020125i,0.0006642+0.00041656i,0.00061004+0.00035623i,-3.2885e-05+5.0814e-05i,1.1288e-05-0.00022155i,0.00024515-8.0206e-05i,0.0002791-2.8187e-05i,0.00096964+0.00033488i,0.0014466+0.00081202i,0.00057757+0.0005787i,-0.00026346-0.00065918i,-0.00066186-0.00094159i,-0.00032398-0.00077624i,-0.00025928-0.00031977i,-0.00027188+0.00098275i,-0.00034675+0.0012717i
0.00071916+0.0062389i,0.001185+0.0054948i,0.0031739+0.0024954i,0.0028747+0.0001855i,0.0016205-0.0019393i,0.0002452-0.0030399i,-0.00050731-0.0025205i,-0.00053117-0.00099649i,-1.2347e-07-7.5613e-05i,0.00071904+8.1444e-05i,0.00068874+2.1572e-05i,0.00048721+6.3445e-05i,8.1058e-06+2.7854e-05i,-0.00061515+0.00030449i,-0.00049681+0.00057953i,-0.00010398+0.0005301i,0.00016276+0.00097762i,-0.000257+0.0010395i,-7.1508e-05+0.0001006i,0.00077262+0.0001444i,0.00019846+0.0002414i,-0.00026339-0.0003482i,-4.3668e-05-0.0001537i
-0.0010952-6.9082e-05i,-0.0023212-0.00037545i,-0.0029654-0.00095698i,-0.002383-0.0012318i,-0.0011328-0.00064337i,-0.0007676-0.00074978i,-0.0010301-0.00089136i,-0.00070108-0.00075087i,-4.4153e-05-0.0010823i,0.00010849-0.0011806i,6.3114e-05-0.00087583i,0.00026623-0.00051733i,0.00097932-0.00011675i,0.0012808+0.00022952i,0.000807-0.00035599i,-0.00021478-0.00078139i,-0.00089291-0.00021441i,-0.00085064+0.00084927i,-0.00054362+0.0019566i,-0.00015814+0.0013239i,0.00038626+0.00010446i,0.00041209-0.00030117i,-0.00031273-0.00042869i
0.0011392-0.0031329i,0.0016854-0.002885i,0.0026796-0.0012532i,0.0028826+7.8129e-05i,0.0021858+0.00018591i,0.0011973-0.00054232i,0.00040434-0.0011203i,2.0426e-05-0.00051489i,-0.00028697+0.00066458i,-0.00015632+0.0010074i,0.00035122+0.00082551i,0.00034888+0.0009636i,-0.00071939+0.0011162i,-0.00054505+0.00080805i,0.0002543-0.00012263i,0.00019135-0.00078951i,-0.00024479-0.0010688i,-6.4408e-05-0.00052274i,0.00027293+0.00058037i,0.00034638+0.00095466i,9.2065e-05+0.00016805i,-0.00023803-0.00059138i,-0.000507-0.00063267i
0.0023689-1.7044e-05i,0.0014694+0.00076192i,-0.0020532+0.0015586i,-0.0027239+0.00089853i,-0.0012646-0.00023793i,-3.3817e-05-0.00054599i,0.00049124+8.9319e-06i,0.00019406+0.00057597i,7.3165e-05+0.0001806i,-0.00025649+0.00016828i,-0.00019893+0.00043619i,0.00033693-2.8031e-05i,0.0010749-8.7752e-05i,0.0018342+0.00063163i,0.0013716+0.00075843i,0.00039079+0.00028949i,0.00042593-0.00044134i,0.00070177+6.5511e-05i,0.00035909+0.00095378i,-0.00023893+0.00053091i,-0.00072147+0.00049341i,-0.00049996+0.00065365i,0.00035622+0.00053287i
-0.00072191+0.0019457i,-0.00087918+0.0011167i,0.0001083+0.00039979i,-0.00013611+0.0005243i,-0.00040116+0.00015723i,0.00064928-0.00062083i,0.00032747-0.00032201i,-0.00044377+0.00043422i,0.00050174+5.6122e-06i,0.0015704-0.00010878i,0.00083028+0.00091619i,-0.00022553+0.0011235i,9.7876e-05+0.00053083i,0.00020474-1.471e-05i,-3.2389e-05-0.00018839i,-0.0002286-0.00014214i,-0.00019878-0.00010402i,3.7211e-05+8.4237e-07i,-0.00031273-0.00041383i,-0.00081873-0.00037034i,-0.00078501-0.00063899i,0.00012898-0.0012568i,0.00049981-0.00072147i
-0.00095379+0.00035489i,-0.00087297+0.00096953i,0.00021852+0.00041632i,-0.00029935+0.00015809i,-0.0011195-0.00074303i,-0.00058356-0.002312i,-0.00035479-0.0016261i,-0.00061465+0.000211i,-0.0010271+0.00064862i,-0.0013161-2.7655e-05i,-0.00061371-0.00016483i,-0.00021316-0.00036027i,8.9336e-05-0.00019468i,0.00017011+9.4881e-05i,-0.00023604+0.00048267i,-8.3003e-05+0.0007571i,8.7632e-06+0.00028018i,0.00016488+0.00050689i,0.00021364+0.0010187i,-8.0713e-05+0.0012624i,-0.00071057+0.00029136i,-0.00042365-0.00043776i,0.00024386-0.00030591i
-0.00010633-0.0033588i,-0.001101-0.0031591i,-0.001612-0.00075994i,6.4707e-05+0.00017587i,0.0014203-0.00029021i,0.00079468-0.00068824i,0.00014532-0.00065479i,0.00010127-0.00051107i,0.00049985-0.00035614i,0.0003395+3.2527e-05i,0.0004576-0.00028632i,-6.1853e-05-0.00055449i,-0.0010976-0.00046538i,-0.00099418-0.00013551i,-0.0004081+0.0005828i,0.00034855+0.00049082i,0.00045067-0.00027647i,0.00026297-0.00036008i,0.00025397+0.00011792i,0.00027478+0.00050849i,0.0001659+0.00022925i,-0.0002728-0.00047232i,-0.00044299+6.4272e-05i
0.0025974+0.00097194i,0.0029288+0.001885i,0.0022536+0.0026006i,0.0014016+0.00068328i,0.0015011-0.00049542i,0.00030744-0.00040417i,-0.00050781-0.00069541i,-5.0288e-05-0.00063717i,0.00024479-0.00058613i,0.00032127-0.00060995i,0.00055478-0.00050811i,0.00025305-0.00023622i,0.00072106-0.00018018i,0.0017351+0.00014552i,0.00080024+9.4558e-05i,-0.00040208-6.4164e-05i,-0.00026075+1.6419e-05i,0.0004399-0.00022539i,-0.00024188+0.00019336i,-0.0010738+0.00036812i,7.503e-06+0.00062856i,0.00048353+0.00075492i,0.0003593+0.0003623i
-4.0689e-05+0.0010526i,-0.00096375+0.0011384i,-0.0017977+0.00086377i,-0.00099322+0.00059339i,0.00023924-0.00010133i,0.00030887-0.0011818i,-0.00033652-0.0011929i,-0.00068512-0.00017384i,-0.00010104+2.9036e-05i,-0.00019849-0.00025462i,-0.00065964-0.00037265i,-0.00066282-0.00064729i,-0.00015889-0.00066441i,-1.1074e-05-0.00027009i,-0.00078187+0.00027882i,-0.00024072+0.00039492i,0.00014042-7.4226e-05i,0.00045284-0.00036977i,0.0010206-0.0001765i,0.00075265+9.0071e-05i,0.00095062+0.00022924i,0.00053315+0.00043555i,-0.00052155-0.00016806i
-0.001402-0.0012263i,-0.0016058-0.0016914i,-0.0013681-0.0025348i,-0.0023926-0.0021997i,-0.0029088-0.0016871i,-0.0013596-0.00094381i,0.00045082-6.4939e-05i,0.0008809+0.00045862i,0.00039535+0.0002854i,0.0005789+0.00051634i,0.00072847+0.00081662i,0.00024179+0.00080575i,-0.00082767+0.0008034i,-0.00084946+0.0006514i,0.00044434+0.00031808i,0.00076197-0.0006814i,0.00015793-0.0008451i,-0.00060466-0.0004768i,-0.00030791-0.00032195i,0.00020042-0.00050146i,-0.00014218-0.00094249i,-0.00039253-0.0017939i,-0.0002674-0.0014639i
-0.0011418-0.0032188i,-0.0025229-0.0020133i,-0.0024137+0.00032647i,-0.0011952+0.0020746i,-0.00060582+0.001514i,-0.00026749-0.00086537i,-4.7164e-05-0.0011899i,-0.00021462+2.1684e-05i,-0.00019804+0.00046602i,-2.1063e-05-8.8362e-05i,0.00066881-0.00052678i,0.0010987-0.00066033i,5.2631e-06-0.00012353i,-0.00066237-9.5068e-05i,3.2962e-05-0.00080132i,3.6719e-05-0.00077206i,-0.00012776-0.00013773i,-9.2958e-05+0.0004959i,-0.00043905+0.00052227i,-0.00073455+0.00017837i,-0.0011264+0.0004468i,-0.00094025+0.00035826i,-0.00042153-1.5191e-05i
0.002153+0.00036193i,0.0017799-0.00076888i,0.00098943-0.0017929i,0.0011888-0.0016815i,0.001317-0.0012864i,0.00076574-0.001718i,0.00073388-0.0010925i,0.00069281+0.00057287i,0.00083013+0.00010676i,0.0011818-0.001173i,0.00069207-0.00088643i,-0.0006047-0.0006215i,-0.0013594-0.00040968i,-0.00096877+0.00017328i,-5.7531e-05+0.00077988i,0.00011953+0.00098942i,-0.00025399+0.00033886i,-0.00055176-2.2905e-05i,-0.0010198+0.0002935i,-0.00072493+0.00026514i,0.00017173+0.00053719i,-5.541e-06+0.00062396i,-0.00042432+0.00010075i
0.00023581-2.909e-05i,-0.00089715+9.5475e-05i,-0.0021809+0.00049652i,-0.0020997+0.0015317i,-0.00016003+0.0011726i,0.00052968+0.00032623i,0.00060042-0.00075006i,0.00079295-0.00058695i,0.00082576+0.00047043i,0.00048106+0.00016451i,5.9574e-05-4.0866e-05i,-0.00016395+0.00015262i,-0.00073419+0.001241i,-0.00051979+0.0013323i,0.00018375+0.00043313i,-6.7626e-06-0.00026614i,-0.0006404-0.00069553i,-0.00059926-0.00058805i,-1.9073e-05-0.0010678i,5.7084e-05-0.00038884i,-0.00052764-0.00011171i,3.9313e-05-0.00061221i,0.0009494-0.00058416i
0.00011441+0.0030863i,-0.00049732+0.002945i,-0.00021498+0.00098797i,0.00060102-0.0014143i,0.00025982-0.0029658i,-0.00067808-0.003086i,-0.0008813-0.0022343i,-0.00072929-0.00075235i,-0.00028302+0.00025263i,-4.9602e-05+0.0002698i,0.00045954+0.00053603i,0.0010533+0.00020247i,0.00052079-0.00060814i,-8.9844e-06-0.00021726i,-1.4785e-08-7.6423e-05i,-0.0001602-0.00014619i,-0.00041993-0.0001601i,-0.00034455-7.012e-05i,0.00035217-1.0366e-05i,0.00049276-2.704e-05i,7.671e-05-0.00032058i,0.0001065-0.00021889i,0.00031731+0.00064754i
-0.0032289-0.0022812i,-0.0040653+0.00012793i,-0.0023096+0.0026149i,-0.00045369+0.002321i,0.00052012+0.00011625i,0.00066148-0.0011764i,0.00046975-0.0014215i,0.00044019-0.0010274i,0.00094412-0.00065743i,0.0012805-0.00084947i,0.00076564-0.00029891i,9.9047e-05+0.00025342i,-7.861e-05+8.8648e-05i,-0.00057352-5.2671e-05i,-0.00021454-0.00012677i,0.00049814+0.00028283i,0.00039577+0.00077171i,0.00038617+0.00068841i,0.00050302-1.4398e-05i,-0.0001285-0.00025153i,-0.00023507-0.00045552i,4.3082e-05-0.00063331i,-8.61e-05+0.0002643i
0.0032571-0.00097678i,0.0017343+0.00013294i,0.00077724+0.00035152i,0.00064739+0.0011362i,0.0014529+0.00051601i,0.0013616-0.00041281i,0.00019094-0.00026833i,0.00016229+0.00019426i,0.00052914+0.00063674i,0.0004789+0.00056028i,4.7721e-05+0.00043696i,-0.00049865+0.00015012i,0.0003896+0.00022826i,0.0010352+0.00062324i,0.00048298+0.00095874i,2.0813e-05+0.0011477i,0.00016992+0.00029032i,0.0011088-0.00013828i,0.0010385+0.00063462i,-0.00015892+0.00062899i,-0.00044526+0.00022687i,9.8031e-05+0.00038771i,-5.1189e-05+0.00029501i
0.0017643-0.00027946i,8.4471e-05-0.00050866i,-0.00098135-0.0019491i,-0.00076136-0.0013901i,-0.00011169-0.00043272i,0.0003463-0.00035614i,-2.9096e-05-0.00092029i,-0.00054671-0.00064534i,3.8402e-05+0.00012463i,0.00032967+0.00061053i,-0.00049996-6.3357e-05i,-0.0013131-0.0010465i,-0.0011193-0.00085411i,-0.00036728-0.00010241i,1.917e-05+0.0006764i,0.00041538+8.1323e-05i,0.00035644+4.7918e-05i,0.0007081+0.00043632i,0.00047115+0.00047137i,-0.00029596+0.00077308i,-0.00037131+0.00078726i,8.0389e-05+0.00056612i,-0.00025621+0.00035167i
0.00015327+0.0023192i,0.0004861+0.0024865i,0.00081326+0.0029971i,0.00057714+0.0018437i,0.0013498-0.00061363i,0.0012694-0.0016391i,-0.00030902-0.0012389i,-0.00067745+0.00024871i,4.2105e-05+0.00058725i,0.0012192-0.0002893i,0.00087431-0.00049247i,-5.0905e-05-0.0004091i,-0.00020691-6.8699e-05i,-0.00022613+0.00096166i,0.00021113+0.00082566i,0.00056486+8.8835e-05i,0.00038888+9.9639e-05i,-0.00011877+0.00029711i,-0.00014559+0.00027893i,0.0010017+0.00056808i,0.0010691+0.0011137i,2.5918e-05+0.00074627i,-0.00042029+0.00055715i
0.00097164+0.0010909i,0.00017383+0.0021459i,0.00090309+0.0014302i,0.00088777-0.00067326i,0.00015619-0.0027286i,-0.00079011-0.0021308i,-0.0011115-8.5234e-05i,5.5251e-06+0.00053052i,0.00047694+0.00068671i,0.00025958+0.00058728i,-0.00031004-8.0826e-05i,-0.00060734-0.00069274i,-0.0003361-0.00067733i,-0.00013328+0.00025386i,0.00063268+0.0011223i,0.00092992+0.0004591i,0.00050968-0.00035828i,0.00018633+4.7626e-05i,-2.0221e-05+0.00067733i,-0.00014588+0.00041157i,-0.00018694-0.00025i,0.0010848-0.00038979i,0.0017892-0.0010173i
0.00071082-0.0039629i,-0.00014578-0.0025607i,-0.00058504-0.0015583i,-0.00097275-0.0011955i,-0.001822-0.00073156i,-0.0019888-0.00033878i,-0.00077578-0.00075069i,0.00074033-0.00072824i,0.0010687-0.00053805i,0.00019209-0.00090173i,-0.00052879-0.00095195i,-8.262e-05-0.0002046i,0.00030314+0.0012603i,0.00048586+0.0015558i,0.00062936+0.00051068i,0.00023349-0.00028813i,-0.0002774+1.5362e-05i,-0.00047674-0.00012918i,0.00025186-0.00023895i,5.6155e-05+0.00078902i,-0.00030215+0.00063462i,8.2506e-05+0.00028827i,-4.8709e-05+0.0005938i
0.0032423+0.00211i,0.002192+0.0016445i,0.002233+9.1315e-05i,0.0028074-0.0008427i,0.002666-0.00056586i,0.0014181-0.00090534i,-0.00089188-0.00099007i,-0.0023034-0.0008849i,-0.0014403-0.00065501i,2.1784e-05-0.00064343i,0.00010446-0.00057863i,-0.00033868-0.00014657i,-0.00058591+0.00058033i,-0.000454+0.00081299i,0.00010099+0.00015564i,0.00073352-0.00014476i,0.00087972+0.00017204i,0.00012471+0.00060339i,-0.00013758+0.00050046i,0.00017573-0.00037479i,9.6686e-07-0.00054984i,-0.00020972+1.201e-05i,0.00034728+0.00035716i
-0.0022897+0.0022205i,-0.0012548+0.0030196i,-0.00076891+0.0033424i,-0.000292+0.0021833i,0.0017532+0.00071253i,0.0015616-0.00073336i,0.00027872-0.0009317i,0.00049285-0.00030897i,0.00061352-8.3182e-05i,-0.00013326-0.000477i,-0.00051548-0.00048283i,0.00012454-0.00028765i,7.8484e-05+7.8274e-05i,-0.00090191+0.00045169i,-0.0010702+0.00019132i,-0.00053116+0.00037246i,-5.0249e-05+0.00069753i,0.0001451+0.001104i,-0.00023255+0.0018036i,-5.1833e-05+0.00098431i,5.3287e-05-0.00054137i,-0.00051053-0.0012458i,4.8089e-05-0.00061728i
-0.00025395-0.0045652i,-0.00052356-0.0048091i,-0.0021391-0.0041958i,-0.0034617-0.0018587i,-0.0033857+6.8757e-05i,-0.0024726+0.00054492i,-0.0018325+0.00059451i,-0.0010717+0.0001427i,-0.00026781+9.9344e-05i,-0.000521+0.00075989i,-0.00059854+0.00076453i,-0.00015652+0.00059578i,0.00019213+0.00089998i,0.00080153+0.00063461i,0.00063572+0.00034719i,-0.00015664-0.00018456i,-0.00071113-0.00056305i,-0.00069204-0.00042734i,0.00013897-0.00031212i,0.00064864-0.00066432i,-6.9782e-05-0.00062996i,0.00038184+0.00031103i,0.00080585+0.00075879i
0.0012351-0.0011857i,0.00070698+0.00083762i,0.0012371+0.0012696i,0.001572-0.00047434i,0.00089079-0.002567i,-6.0254e-05-0.0018553i,-0.00033027-0.00054808i,-0.00039471-0.00020885i,0.00030494-0.00033169i,0.0002337-0.00065349i,-0.00030553-9.6837e-05i,-0.00057939+0.00012894i,-0.00049244+0.00033587i,-0.00011083+0.00095051i,0.00041065+0.0010968i,0.00053667-0.00018296i,6.5587e-05-0.00086346i,-0.00022849-0.00054558i,-6.5898e-05-0.00038495i,2.5063e-05+2.6744e-05i,2.8929e-06+0.00067794i,0.0001129+0.0013887i,-0.00011402+0.00072479i
0.0025708-0.0019231i,0.0012266-0.0029535i,-0.00038225-0.0028175i,0.00030453-0.0015875i,0.00142-0.0011585i,0.0011564-0.0013057i,-0.00021994-0.00085719i,-9.6671e-05-0.0001469i,0.0012144+0.00016968i,0.00073236-2.5921e-05i,0.00037213-5.351e-05i,0.00026587-0.00010302i,-0.00015671+0.00021506i,-0.00034428+0.00058386i,0.00036107-0.00016283i,0.001228-0.00083584i,0.00063478-0.00016001i,-5.0401e-05+1.3105e-05i,-0.00061442-0.00049165i,-0.00060023-0.00039522i,0.00042098-0.0004917i,0.00040233-0.00039468i,0.00040675-7.4896e-05i
0.0025509+0.002262i,0.0020162+0.0026252i,0.0024954+0.00070565i,0.0021161-0.00058604i,0.00029978-0.0010531i,-0.00034901-0.0011611i,-0.00047142-0.0011244i,-7.6829e-05-0.00081792i,-0.00027203-0.00031208i,-0.0010692-3.7138e-05i,-0.00055471+0.00029624i,0.00034876+0.00060001i,0.00034977+0.00060016i,-5.2513e-05+0.00054111i,-0.00022222+0.0006243i,-0.00016112-0.00011494i,0.00039691-0.00080099i,0.00054539-0.00081978i,-3.188e-05-0.0003613i,2.6533e-05-9.166e-06i,0.0002585+0.00031069i,-0.00024288+0.0005128i,-0.00029547+0.00029191i
-0.0034541-0.0041282i,-0.0043392-0.0034824i,-0.0056461-0.0019866i,-0.0051266+8.749e-05i,-0.0030057+0.0015467i,-0.0015971+0.00075748i,-0.0011315-0.00069147i,-0.00033874-0.00012449i,0.00091696+0.00091235i,0.0012805+0.00090252i,0.0005615+0.00091171i,0.0001164+0.0004114i,0.00022594+0.00086379i,0.00017921+0.0012869i,0.00020008+0.00048826i,-0.00012747-0.0001366i,-0.00084755-0.00026894i,-0.0011683-0.00028921i,-0.00064791-0.00041982i,-5.7837e-05+5.7817e-05i,-0.00041519+0.00066074i,-0.00063475+0.00045581i,-0.00019138-0.00010307i
-0.0015513-0.0013857i,-0.0014092-0.000718i,-0.0010374-0.00031248i,0.00043549+0.0013053i,0.0017207+0.0020974i,0.0026427+0.00083061i,0.0017803-0.00026389i,0.00020478+0.00061404i,-0.00028178+0.001512i,-0.00059532+0.0011398i,0.00014557+0.00066163i,0.00042738+0.00027573i,-0.0001615+0.00034313i,0.00020162+2.7702e-05i,0.00051727-0.0004987i,-0.00034789-0.00067316i,-0.0002975-0.00069074i,0.00061746-0.00070835i,0.00061745-0.00029759i,8.2729e-05-0.00011008i,-0.00030253+0.00062645i,-0.00026463+0.0011219i,-0.00030497+0.00092131i
0.0013509-0.00028951i,-0.00046725-0.001186i,-0.0013019-0.0020783i,0.00056627-0.0020336i,0.0011424-0.0030717i,0.00064378-0.0026234i,0.00065416-0.00080696i,0.00030083-0.00062228i,0.00034623-0.00057065i,0.00019469+0.00015021i,-0.00061089+0.00091366i,-5.93e-05+0.00070558i,0.0012535-0.00020545i,0.0011508+0.0001514i,0.00046513+0.00084899i,7.2706e-05+0.00041186i,-0.00025069-0.00046931i,-0.00029461-0.0010086i,0.00010309-0.00078771i,0.00048281-0.00033816i,0.00023174+0.00016905i,-0.00032559+0.00014241i,-0.00093719-0.00035624i
0.00065636-0.00099265i,0.00069407-0.00071973i,-0.00073438+0.00015804i,-0.001579+0.00069934i,-0.0021529+0.00052992i,-0.00074954-0.00063173i,0.0004556-0.00097086i,0.00017302-0.00056117i,-0.00053961-3.1872e-05i,-0.00059392-6.954e-05i,0.00078866-0.00025051i,0.0010071-9.5077e-05i,0.00053108-0.00038453i,0.00085171-0.00087803i,0.00035849-0.00048014i,0.00022653+0.00036834i,0.00089118+0.00068088i,0.00042238-2.4967e-05i,-0.00012563-0.00037415i,-0.00036432-0.00010522i,-9.2182e-05+0.00051788i,0.0007127+0.0010241i,0.00055171+0.00026437i
-0.0025569-0.0017621i,-0.0023091-0.0010651i,-0.0019375-0.001366i,-0.0019644+0.00030125i,-0.0014356+0.0022346i,0.00020026+0.0013592i,0.00091452+0.00018659i,0.0007129+0.00030849i,0.00073982+0.00098984i,0.0001194+0.00065447i,-0.0003837-0.00053457i,0.00053154-0.0005862i,0.0012112+3.9863e-05i,0.0019238+0.00071648i,0.0018225+0.00052982i,0.00057435-0.00026747i,6.623e-05-0.00021937i,-0.00016917-0.00028067i,0.00024376-0.00030169i,0.00083286+0.000427i,0.00070129+0.00076202i,-0.00016491+0.0008365i,-0.0012363+0.00057863i
0.0012929-0.0030038i,0.00041896-0.0029555i,-0.0011994-0.0025065i,-0.0019328-0.0009592i,-0.00024122+0.00082736i,0.0010564+0.00016412i,4.0554e-05-0.0002971i,-0.00072983+0.00075828i,-5.6471e-05+0.00040006i,0.00040593-7.2291e-05i,-6.0921e-05-2.8127e-05i,-5.3367e-05+0.00016405i,0.00035563+0.00060367i,0.00095919+0.00025962i,0.00096663-0.00020877i,0.00084343-0.00013848i,0.00069299+0.00040474i,0.00013373+0.00045333i,0.00021143+3.1967e-05i,0.00010217+0.00033097i,3.0682e-05+0.00041243i,0.00014411-0.00020232i,-0.00035688-0.00037929i
