-0.00074699+0.00023502i,-0.00085014+0.00079529i,-0.0010104+0.00071246i,-0.00081511+0.00036332i,-0.001104+0.00089894i,-0.00041779+0.00069927i,-0.00010365+0.00087319i,0.00023942+0.0014917i,0.0011289+0.0019347i,0.00092621+0.0006927i,0.00024922-0.00077665i,-0.00027746-0.0011986i,-0.00038719-0.00090316i,4.5967e-05-0.00045053i,0.0010093+0.00012563i,0.00062983+0.00069046i,-0.00046005+4.3735e-05i,-0.00071995-0.0007663i,0.0001015-0.0010736i,0.00086928-0.0008859i,0.0006721+4.3563e-05i,0.00060219+0.00026671i,0.00099014-4.7207e-06i
0.00033082-0.0016971i,-0.0003341-0.00095878i,-0.0012917-0.00024122i,-0.0017068+0.00025114i,-0.0013992+0.00096414i,-0.00081284+0.0010098i,0.00031877+0.00015526i,0.00065332+0.00027736i,6.6049e-05+0.0004369i,-0.00021894+0.00020049i,-4.6771e-06+0.00037519i,-0.00014366+0.00041978i,-0.00062175+0.00010395i,-0.00042283+0.00035614i,-0.00041184+0.0002274i,-0.00042517+8.1081e-05i,-3.0533e-05+0.00033769i,0.00045388-1.2071e-05i,0.0011365+0.0002671i,0.00030247+0.0010713i,-0.00059769+0.00058614i,0.00010737+2.3215e-06i,0.00060968+0.00043161i
0.00055519+0.0014088i,0.0002322+0.0022517i,-0.00075699+0.0019824i,-0.0010287+0.0016162i,-0.00065872+0.0016969i,-0.0007151+0.0006006i,-0.0016744-0.00043418i,-0.0013164+0.00011077i,-0.00027502+0.0002602i,0.00038579-0.00021678i,0.00072476-0.00045542i,0.00014698+0.00014049i,-0.00035804+0.00029474i,-0.00040592+0.00027995i,-0.0002689-0.00038855i,1.6139e-06-0.00060703i,0.00046714+0.00014113i,0.00013312+0.00047456i,3.2365e-05+0.00086626i,0.00027305+0.0012684i,-0.00020602+0.00072146i,-0.00024095-5.6176e-05i,-0.00011374+6.3602e-05i
-0.00047007-0.00037251i,-0.00062943-0.00068857i,-0.001084-0.0011357i,-0.0012142-0.00016275i,-0.00029337+0.0011006i,0.00043694+0.00027478i,-0.00016009-0.00077865i,-0.00095425-0.0011633i,-0.0009111-0.0009854i,-0.00040114+0.00023175i,-0.00013158+0.00081047i,0.00043804+0.00035193i,0.00016539-0.00013552i,-0.00012073-0.00086124i,0.00038479-0.00070944i,0.0006566-0.00028769i,0.00023344-0.00026924i,-0.00060278-0.00052167i,-0.00068843-0.00092801i,0.00010259-0.00014029i,0.00014439+0.00051478i,0.00022139-0.00030983i,0.00036797-0.0006422i
0.00013317+0.00024932i,9.5233e-05-5.9929e-05i,-0.00068509-0.00067054i,-0.0013774-7.115e-05i,-0.0011798+0.00017923i,-0.00020137+0.00026722i,-0.00027177+0.00069287i,-0.000868+0.00024834i,-0.0011892-0.00034445i,-0.00061545+0.00030899i,-0.00023991+0.00038085i,-0.0003107-0.00039201i,0.00028113-0.00065014i,0.00097527-0.00062164i,0.0010017-0.00024361i,0.00094864-0.0001072i,-0.00032026-0.00037177i,-0.0010705-0.00089994i,-0.0001527-0.0012407i,0.00044016-0.00074029i,0.00022007+0.00026764i,0.00043426+0.00099162i,0.00065147+0.0004949i
0.0016294+0.00014083i,0.001929-0.00016826i,0.0002122-0.00057596i,-0.00038571+0.00016677i,-0.00083462+0.00063408i,-0.0013249+0.00025348i,-0.00075835+7.2125e-05i,-0.00061237-0.00023817i,-0.00031263-0.00028605i,-0.00056439-0.00033736i,-0.0010665+0.00017865i,-0.00092772+0.00048765i,-0.00074952-0.00042672i,-0.00099793-0.00073134i,-0.00076856+0.00026098i,0.00018651+0.00077932i,0.00033001+0.00095758i,-2.382e-05+0.0013827i,-0.00043754+0.00086899i,-0.00023216-0.00024824i,0.00032511-0.0010274i,0.00055602-0.00093154i,-2.1962e-05-0.00097328i
-0.00049918+0.00087624i,-0.0011676+0.001564i,-0.0021542+0.0018485i,-0.0016713+0.00086636i,-0.00072931+0.00059173i,-0.00075714+0.00056248i,-0.00017335+0.00061867i,-0.0002996+0.00051124i,-0.0010404+0.00057261i,-0.00077242+0.00017884i,8.923e-05-1.4969e-05i,1.1622e-05-0.00015132i,-0.00032404-0.00013817i,-0.00026509+0.00056858i,-0.00036599+0.00038436i,-0.00074092+0.00016785i,-0.00053454+0.00065674i,0.00067373-0.00038112i,0.0010092-0.0011078i,0.00057001-0.00018451i,0.00053016+0.00071133i,0.00088289+0.00053071i,0.00050463-4.2914e-05i
-0.0013081-0.0010712i,-0.00071347-0.0019334i,-0.00026229-0.00082351i,-9.2837e-05+5.8148e-05i,-0.0005558-0.00033147i,-0.00067326-0.00071276i,-0.0007859-0.00044968i,-0.00063622-0.001024i,-9.8721e-05-0.0011205i,-0.00088967-6.4434e-05i,-0.001523+0.00093357i,-0.0010414+0.00063526i,-0.00040361-7.7252e-05i,-0.0002143-0.000267i,0.00016538-0.00012258i,0.00014751-0.00011935i,-6.3327e-06-0.00072889i,0.00023349-0.00077578i,-2.6451e-06-0.00072848i,0.00046476-0.00075206i,0.00061041-0.00023259i,-8.066e-05-0.00032617i,-0.0001339-0.00023002i
0.00092804-0.0017817i,0.00037196-0.00093456i,-0.00074282-0.00065975i,-0.0016112-0.00043754i,-0.0011323+0.00030335i,-0.00079972+0.00080632i,-0.00027232+0.00022843i,-4.1837e-05-0.00013043i,2.9463e-05+5.9848e-06i,0.00016062+0.00022222i,-0.00069921+0.00015991i,-0.00077205+0.00047746i,9.3838e-05+0.0006106i,0.00021734+0.0001845i,-0.0004894+0.00041911i,-0.00024027+0.00067513i,-0.00031503+0.00030194i,-0.00053679-7.9183e-05i,-0.00015151-0.00050248i,0.00038609-0.00085331i,0.00046979-0.00023311i,0.00087131+0.00068055i,0.00081544+0.00023948i
-0.00093553+0.00053055i,-0.00155+0.0003785i,-0.002198+0.00091321i,-0.0021675+0.0014151i,-0.00089577+0.00084552i,0.00040861+0.00030378i,0.00052505-0.00019098i,-0.00012679-0.00072631i,-0.0010201-0.00086629i,-0.00073197-9.2345e-05i,0.00037092+3.606e-05i,0.00070094-0.001007i,0.00023674-0.00074928i,0.00017243-2.9746e-05i,0.00075402-0.000535i,0.00095431-0.00066924i,0.00042058-5.5062e-05i,5.1178e-05-0.00032796i,4.4975e-05-0.00041622i,-8.8258e-05-6.4111e-05i,-0.00035018-0.000143i,-2.3348e-05+0.00034905i,0.00039593+0.00036947i
-0.00089695-0.00049998i,-0.0021839-0.00056927i,-0.002706+0.00052967i,-0.0022195+0.0013093i,-0.00036301+0.0012663i,0.00086245+0.0010804i,2.494e-05-5.8579e-05i,-0.00083596-0.0014363i,-0.00096594-0.0010929i,-0.00052021-0.00022742i,-0.00024227-3.8137e-05i,-0.00089175-4.3664e-05i,-0.0009025-8.3694e-05i,-0.00023539+0.0001302i,0.00013476-8.045e-05i,-0.00020903-0.00012784i,-0.00037089+0.00048988i,-0.00036437+0.0007024i,-0.00061608+0.00015546i,-0.0007178-0.00063403i,-0.00028596-0.00033493i,0.00012563-0.00051227i,0.00020063-0.00044628i
-0.00035105+0.00033838i,-0.00023292+0.0011691i,-0.00015597+0.0017489i,0.00062874+0.001515i,0.00083395+0.0010336i,4.319e-05+0.00012105i,-0.00027307-0.00042762i,-0.00029503-0.00071281i,-9.2629e-05-0.0012055i,-0.00031316-0.00056507i,-0.00010578+9.5904e-05i,-0.00016881-0.00030752i,0.00040619-0.00029946i,0.00061741+0.00031513i,-8.0166e-05-0.00018258i,-4.9037e-05-0.00058601i,5.2217e-05-0.00035418i,0.00028592-4.3611e-06i,-0.00029028-0.0001942i,-0.00094982-0.0015736i,-0.00044327-0.0012803i,-3.8913e-05+0.00022205i,-0.00035835+0.00056049i
1.231e-05+0.00084966i,0.00085271+0.0013442i,0.00088168+0.0013919i,0.00066539+0.00014452i,0.00052598+0.00019969i,-0.00025611+0.00015472i,-0.00062008-0.00039156i,-0.001378-0.00042725i,-0.0014846-0.00030305i,-0.00065911+5.1736e-05i,-0.00075478-0.00018831i,-0.00059413-0.00042256i,0.0001318+5.5434e-06i,5.5763e-05+0.00039252i,0.00026326-6.6595e-05i,0.00037261-0.00022157i,-0.00027608-8.3462e-05i,1.1169e-05-0.00017517i,0.00041993+0.00026781i,0.00047946+5.7384e-05i,0.00032876-0.00049436i,-0.00016913+0.00014269i,-0.00014638+0.00076217i
0.0006574+0.0017096i,7.4793e-05+0.001594i,-0.00013982+0.0010236i,-0.00032734+0.00079515i,-0.0012202+0.00036078i,-0.0014857+0.00020165i,-0.00045205+0.00069957i,0.0003957-0.00017079i,0.00077281-0.0011051i,0.0012547-0.0014i,0.00073429-0.0010625i,-0.00022022-0.00030774i,-0.00035841-0.00049876i,-0.00048021-0.00094345i,-0.0008152-0.0010462i,-0.00087282-0.00075903i,-0.0002483+9.4423e-05i,-0.00030469+0.00048486i,-0.0009672+0.00043276i,-0.00055695+7.639e-05i,-0.00023658+0.00023217i,-0.00057364+0.00048515i,-0.00084346+0.00038508i
-0.002375+0.0012965i,-0.0021421+0.0013812i,-0.0019609+0.0016604i,-0.0015446+0.0016662i,-0.00054174+0.0012112i,0.00038578-7.4302e-06i,0.00014528-0.00091506i,-0.00070421-0.0010007i,-0.0013255-0.00088679i,-0.001004-8.7396e-05i,7.4077e-05+0.00043676i,0.00039923+6.9814e-05i,9.3976e-05-0.00028848i,0.00022687-0.00098702i,0.00060239-0.0013087i,0.00063854-0.0002241i,0.00083614+0.00014839i,0.00082277-0.00023232i,0.00054101-0.00041008i,-0.00019268+7.5827e-05i,-0.0010412+0.00057269i,-0.0011198+4.2719e-05i,-0.00022087-0.00071792i
-0.00043006-0.0023503i,-0.00033659-0.0020978i,-0.0009914-0.00039398i,-0.0011254+0.0013575i,-0.0012463+0.0018018i,-0.001282+0.0012573i,-0.00033335+0.00029517i,0.00039624-0.00056927i,-0.00010461-0.00058687i,-0.00083441-0.00033306i,-0.0010176-0.00078037i,-0.00043706-0.00063547i,4.0705e-05+0.00019101i,0.0005645+0.00046006i,0.0010654+0.00079183i,0.00081648+0.00092284i,-3.4626e-05+0.00012965i,0.00012899-0.00039877i,0.00023748-0.00014118i,-1.3329e-05-0.00025904i,-6.2834e-05+7.9882e-05i,7.565e-05+0.00050497i,0.00046398+0.0007931i
-2.633e-05+0.00034279i,0.00073372+8.1358e-05i,0.00021279+3.7484e-05i,-0.00067168+4.8778e-05i,-0.0002134+0.00065024i,-0.0005462+0.0011301i,-0.0017103+0.00063031i,-0.0012786-6.1815e-05i,-0.0008698-0.00039435i,-0.00062445+0.00013987i,0.0001312+0.00081969i,7.175e-05+0.0007016i,0.00010255+0.00028143i,0.00081681+0.0003526i,0.00070355-0.0001206i,-9.2228e-05-0.00085954i,-0.00034171-0.00064619i,-0.0002424+0.00037109i,1.4864e-05+0.00047989i,0.00032019-0.00028899i,0.00058658-0.00014861i,0.00038026+0.0001554i,0.00017505-5.2161e-05i
-3.4929e-05-0.0010433i,-0.0020427-0.00065557i,-0.0035412-0.00039194i,-0.0031413-0.00023652i,-0.0018964-0.00034826i,-0.00073036-0.00011836i,-2.8027e-05+0.00082234i,-0.00056613+0.0010502i,-0.00096017+0.00082008i,-0.00056521-0.00011479i,-0.00013871-0.00024491i,-2.5864e-05+0.00029712i,-1.9677e-06+0.00066663i,-2.0683e-05+0.00076717i,5.6716e-05-0.00019137i,4.5837e-05-0.00026538i,9.0423e-05+9.8435e-05i,-1.3773e-05-0.0003848i,-0.00017378-0.00059504i,6.0442e-05-0.00039268i,-7.3513e-05-0.00074299i,0.00015778-0.0010383i,0.00053437-0.00033178i
0.00069515+0.00034033i,0.001284+0.00037293i,0.0013005-0.00028214i,0.0004385-0.00013515i,-0.0010574+0.00029142i,-0.0015661+0.00075526i,-0.0011421+0.00059666i,-0.00066768-0.00030271i,-8.3674e-05+0.00023002i,-0.00019854+0.00045606i,-0.00042682-0.00068734i,-0.00050716-0.00072039i,-0.00056357+0.00018708i,-0.0004109-0.0002806i,-0.00012654-0.0004774i,-0.00015233-0.00020114i,-0.00043604-0.00021756i,-0.00025944+1.8197e-05i,-0.00024403+0.00068557i,-0.00065925+0.00029972i,-0.00030932-0.00044445i,0.00025408-0.00046994i,0.00061407-0.00037275i
-0.00024655+0.00012807i,0.0001833+0.000111i,0.0008824+0.0011507i,0.00018528+0.0014674i,-0.00016483+0.0010748i,0.0001285+0.00065539i,-8.7196e-05-0.00052062i,-0.00061953-0.0012597i,-0.0013997-0.00060669i,-0.0012328+0.0003675i,-0.0010852+0.00084142i,-0.00082209+0.00027611i,0.0002848+0.00026567i,0.00057217+0.00050283i,0.0005669-0.00018502i,0.00013884-0.00059389i,-0.00024541-0.00022261i,-5.3591e-05+0.00042969i,0.00011441+0.00058047i,0.00055492-0.00017424i,0.00050052-0.00048155i,-0.00041946+8.851e-06i,-0.00052722+0.00021879i
-0.00031818+0.00037493i,-0.00028742-0.00011814i,0.00015444-0.00035535i,-4.968e-05-0.00028671i,-0.00057633-0.00023997i,-0.00067904+2.0399e-05i,-0.00012966+0.000418i,-0.00012472-0.00025926i,-3.858e-05-0.00075703i,0.00040977-0.00061952i,-0.00035001-0.00042136i,-0.00076924-2.9966e-05i,-0.00081676+0.00068478i,-0.00086268+0.00089171i,-0.00053772+0.00095276i,-0.00068603-3.3022e-05i,-0.00054701-0.00019341i,-9.9048e-05+0.00037318i,0.00015071+0.00050435i,-0.00015159+0.00023186i,0.00010191-0.00061443i,0.00019022-0.0009291i,0.00022963-6.7096e-05i
-0.001599-0.0010738i,-0.0014071-1.9308e-05i,-0.0023364+0.00034538i,-0.0025937-0.00014034i,-0.0015105-0.00040072i,7.0864e-05+0.00011911i,0.0005581-4.9844e-05i,-0.00024755-0.00060954i,-0.0004832-0.00036588i,-0.00017287-0.00047769i,-0.00068551-0.00059168i,-0.0011136-8.4917e-05i,-0.00025079+2.3994e-05i,0.00086053-0.00023617i,0.0016502+3.577e-05i,0.0012846+0.00045919i,0.00035004+0.00080441i,0.0004265+0.00067064i,0.00068325+0.00016436i,0.00058128-0.00036948i,-9.0445e-05-0.00023159i,-0.00014024+0.00011933i,-0.00079134-0.00060992i
0.00099756-9.071e-05i,0.00056343-0.0012058i,-0.0014769-0.0010952i,-0.0021437+0.00054884i,-0.0012786+0.0019343i,-0.0006209+0.0015638i,-0.00026766-0.0001633i,0.00021177-0.00068176i,0.00023823-0.00025517i,-0.00031971-0.00025759i,-0.00011974-8.9311e-05i,0.00067842+9.8003e-05i,0.00037435+2.0235e-06i,-0.00086601-0.00026354i,-0.00067194-7.8875e-05i,-4.6052e-05+8.2686e-05i,-2.5415e-05+0.00040565i,-0.00061316+0.00036188i,-0.00011068+4.5723e-05i,0.00018786-8.4823e-05i,-0.00030046-0.00050013i,6.5725e-05+2.0031e-05i,0.00060524+0.00061115i
0.0025722+0.00034785i,0.00065296+0.0010858i,-0.0015234+0.0014059i,-0.0019391+0.0022403i,-0.0013812+0.0030462i,-0.00072942+0.0015266i,-0.00057737-0.00046315i,-0.00073933-0.00017615i,-7.4515e-05+0.00071535i,0.00028343+0.00094228i,0.0001454+0.00036545i,0.00035859-0.00022257i,0.00012438+2.81e-05i,-0.00037768+0.00025756i,-0.00058085+0.0004242i,-0.00051375+0.00034908i,-1.3607e-05+0.00035684i,0.00018195+0.00064027i,5.8388e-05+0.00061558i,-9.9836e-07-3.3272e-06i,-1.9536e-05-0.00026588i,-0.00034827-0.00065427i,-1.6213e-05-0.0012707i
3.2636e-05-0.0016706i,0.00016706-0.0020357i,0.00032839-0.0017696i,-0.00070111-0.00094438i,-0.0015299-0.00010399i,-0.0013341+0.00077766i,-0.00056787+0.00096165i,-0.00077817+0.00048947i,-0.0014086+0.00015101i,-0.00075957-0.00016575i,-0.00064547-0.00049786i,-0.00053422-0.00044201i,-0.0005349+0.00064061i,-0.00063731-9.9926e-05i,2.7711e-05-0.00079255i,-0.00050412+0.00016567i,-0.00095231+0.00014199i,-0.00063163-2.8424e-05i,7.0546e-05-0.00021312i,0.00040892-0.00062667i,0.00025385-0.0010843i,0.00061575-0.00079437i,0.00035924-0.00049851i
-0.0026563-0.0011255i,-0.0029664-0.00047776i,-0.001738+0.0013191i,-0.00054785+0.0018909i,-0.00081319+0.0021102i,-0.00033535+0.0014435i,0.00032434+0.00024328i,-7.2885e-05-0.00020446i,-0.00069049-0.00012156i,-0.00047703+1.2439e-05i,0.00059707+0.00052161i,0.00047096+0.00038827i,0.00045112-0.00063862i,0.0010435-0.0010564i,0.00066849-0.0011591i,-0.00018631-0.00070321i,-0.00060312+0.00022161i,0.00040927+0.0004356i,0.0012594+0.00013504i,0.00060951+0.00015868i,-0.00011218-0.00019216i,0.00035556-0.00046522i,0.00050747-0.00095241i
0.00085373-0.00085067i,0.000608-0.0012833i,-0.0010657-0.0021232i,-0.002664-0.00087662i,-0.0019086+0.0005711i,-0.00025066+0.00078571i,0.00024356+0.00082308i,0.00043661+0.00010462i,0.00040441-0.00098902i,-0.00025852-0.00060666i,-0.00071211+0.00034279i,-0.0004504+0.00056569i,-0.00016967+0.0007067i,-0.00012726+0.00074943i,-0.00049949+0.00047816i,-0.00081095-0.00046949i,-0.00043965-0.00087544i,0.00010807-1.8326e-05i,-0.00011526+0.0006033i,7.2587e-05+0.00076218i,0.00029554+0.0014881i,-0.000331+0.0013007i,-0.00086029+0.00043979i
-0.00016718+0.0015307i,0.00023036+0.00050592i,0.00042044-0.00027961i,-0.00012652+0.00090533i,-0.00096632+0.0014581i,-0.0015127+0.0011071i,-0.0010862+0.00028299i,6.7458e-05-8.2062e-05i,0.00089845+0.00031799i,0.00089864+0.00069427i,0.00083028+0.00034877i,0.0010903-0.00060042i,0.00094815-0.0009583i,0.00043942-0.00041505i,-0.00019174-0.00015481i,-1.2361e-05-0.00023806i,0.00041877+0.00026377i,0.00047088+0.00014131i,-2.6174e-05-0.00031109i,-0.00078716-5.6981e-06i,-0.00020354+8.6162e-05i,-0.00015103+0.00038005i,-0.00068447+0.00042771i
0.0019515+0.0007299i,0.0007917+0.0013197i,-0.00029684-0.00068765i,-0.00082761-0.0022472i,-0.00082792-0.0012098i,-0.00083769-0.00041637i,-0.00031033-0.00020747i,0.00071612+0.00070136i,2.9054e-05+0.0011093i,-0.00072572-0.00010594i,-0.00020511-0.00083022i,-9.143e-05-0.00077165i,-7.4144e-05-0.0001947i,-0.00058657+2.4813e-05i,-0.0017226-0.00036201i,-0.0013489-0.00027985i,-0.00095461+0.00010891i,-0.00096732+0.00061481i,-0.0003521+0.0012269i,0.00078394+0.0010703i,0.0012588+6.6793e-05i,0.00052601-0.00059393i,-0.00080553-0.00042793i
-0.0016387-0.0019183i,-0.00078407-0.0024249i,-0.0016714-0.0014587i,-0.0020989+0.00086717i,-0.0013663+0.0016486i,-0.00057196+0.0015426i,3.5339e-05+0.00053639i,0.00044305-6.1084e-05i,0.00017453-0.00033074i,3.3772e-05-0.00037119i,0.00045865+0.00021799i,0.00075452+0.00081849i,0.00057251+0.00073019i,0.00020514+0.00015553i,9.443e-05-0.00020088i,0.00017491-0.0002131i,6.5637e-05+0.00020556i,0.00042202+0.0003914i,0.00091548+0.00021974i,0.00061954+0.00031945i,-0.00013217+0.0003053i,-0.00034057+0.00087191i,0.00020458+0.00060485i
0.0013025+0.0017392i,0.00087635+0.0031894i,-0.00022351+0.0036237i,-0.00045307+0.0021526i,-0.00035973+0.00042877i,-0.0010542-0.00015657i,-0.00083871-0.00076003i,-0.00047709-0.0015635i,-0.00025461-0.0019232i,8.4798e-05-0.0012995i,-6.5968e-05-0.00024614i,4.452e-06+0.00023732i,7.2553e-05-0.00041981i,-0.00066504-0.00099124i,-0.0012379-0.00045051i,-0.00075408+0.00031292i,-0.00058488+0.00070675i,-0.00051674+0.0013152i,-0.00016402+0.00087956i,0.00018739+5.6591e-05i,0.00079172-9.7461e-05i,0.00062274-0.00039339i,0.00034278-0.00057916i
0.00039231+0.0008287i,-0.00033714+0.00027495i,0.00041047-0.00045451i,0.00049896+2.0425e-05i,-0.00041529+0.00051177i,-0.00086023+0.00057688i,-0.00077931+0.00022262i,-0.0007206-3.3914e-05i,-0.0006902-0.00083087i,-0.00047842-0.0013251i,-5.17e-05-0.00052291i,-0.00059077+0.00025443i,-0.0011584+0.00018114i,-0.0008815+1.6877e-05i,-0.0012142+0.00036618i,-0.0011235-0.00036636i,-0.00016337-0.0010292i,-0.00045358-9.0108e-05i,-0.00046589+0.00079453i,8.2118e-05+0.0007993i,3.8103e-05+0.00029507i,0.00014709+5.7075e-05i,0.00025019+0.00030893i
0.00042742-0.00046314i,0.0002801+0.00020927i,0.00041935+0.00018042i,-0.00033312-0.00041905i,-0.00083516+0.00013613i,-0.00040397+0.0011319i,2.149e-05+0.0011639i,-0.00017661+0.00025304i,-0.00023287-0.00041972i,-0.00079782-0.00078653i,-0.00096577-0.0013556i,-1.45e-05-0.0011611i,-3.7343e-05+0.0001046i,-0.00038136+0.00040841i,-0.00013617+0.00050428i,-0.00019689-0.00013729i,-8.5739e-05-0.00084013i,0.00010031-0.00014947i,0.00035995+0.00094318i,0.00046367+0.0009522i,0.00047629-0.00025036i,0.00038434-0.0001077i,-0.00046868+0.00075862i
-0.0018425-0.00018931i,-0.0024263+0.00048994i,-0.0027619+0.00064855i,-0.0026893+0.00036035i,-0.0018515+9.768e-05i,-0.00063313+0.0001069i,0.00040911+0.00026189i,0.00081636+0.00023563i,0.00027355+6.9944e-05i,-0.00022016-3.0501e-05i,0.00017219-0.00017804i,0.00028779-0.00032756i,0.00036226-0.0004938i,0.00019558-0.00038927i,-0.00035757-0.00093014i,-0.00048062-0.00042912i,-0.00076628-0.00018816i,-9.577e-05-0.00041969i,0.0010391-0.00019459i,0.00074934-1.2273e-05i,-4.9358e-05+0.00063493i,0.00021697+0.00057341i,0.00064721+3.8463e-05i
0.00058334-0.00086169i,-0.00038257-0.0017478i,-0.00068171-0.0014427i,-0.0012496+0.00051213i,-0.0019666+0.0011952i,-0.0015881+0.00036019i,-0.00075012-0.00012566i,-0.00028904-0.0006779i,-0.00026883-0.00084998i,-0.00038345-0.0007273i,-0.00058883-0.00019711i,-0.0011583+0.00063131i,-0.00063968+0.0012591i,-0.00037662+0.001778i,-0.00079367+0.0014576i,-0.00082954+0.00077399i,-0.00072638+0.00040547i,-9.0389e-05-0.00033143i,0.00077068-0.00031225i,0.00078015-7.0865e-05i,0.00067792-0.00088409i,0.00082981-0.00095422i,-0.00035489-6.1629e-05i
5.5366e-05+0.0001035i,8.8909e-06+0.00035196i,-0.0012457+0.00055702i,-0.0014158+0.00020412i,-0.0010612-0.00038423i,-0.0013685-0.00058499i,-0.0010131+2.4989e-05i,-0.00022579-1.6569e-05i,7.0032e-05-0.00035981i,-3.8327e-05+0.00029184i,-0.00042576+2.9678e-05i,-0.00026285-0.00094975i,-5.6827e-05-0.00065094i,0.0002543+6.3314e-05i,-0.000204+0.00023917i,-0.00063756-4.7759e-05i,-0.00066467-0.00027885i,-0.00038394-0.00024313i,-0.00027538+0.00015037i,-0.0003467+0.00039477i,-3.3223e-05-2.2138e-05i,7.8946e-05-0.00015735i,-0.00027585+6.2018e-06i
-0.001567-0.00093575i,-0.00075271+1.7651e-05i,-0.00037184+0.00028305i,-0.00099371+0.00054603i,-0.00025289+0.0013282i,0.0014436+0.0021428i,0.0012336+0.0012129i,0.00071832-0.0005204i,0.00057782-0.00077412i,9.4266e-05-0.0002982i,-0.00061727-0.00025203i,-0.00042207+4.4947e-05i,-1.0927e-05+0.00035164i,3.492e-05+0.00045374i,0.00012045+0.0001867i,0.00030732+0.0002308i,0.00071319+0.00022701i,0.00092225+0.00026794i,0.00088554+0.00030469i,0.00058792-0.00040541i,-0.00021324-0.0010221i,-0.00050495-0.00083213i,-0.00064725-0.00079298i
-0.00096061-0.00031951i,-0.00094263-0.00062399i,-0.0013637-0.00054565i,-0.0021996-0.00037897i,-0.0014517-0.00025399i,-0.00036504-0.00050412i,0.00036317-0.00053486i,0.00044356+6.1041e-07i,-0.00021722+4.2559e-05i,-0.00052938-0.00039115i,-8.4664e-05-0.00067304i,0.00025173-0.00075345i,0.00023503-0.0005875i,-0.00025538-0.00036141i,-0.00038592-0.00054198i,6.3385e-05-0.0010064i,8.4097e-05-0.00073685i,8.0768e-05-0.00014179i,-0.00016454+0.000122i,-0.00015449+0.0004011i,0.00050864+0.00024631i,0.0010221-0.00041831i,0.0011037-0.00059067i
0.00038782-0.0015747i,0.00015258-0.00012121i,0.00026317+0.00085824i,-0.00062976+0.0015783i,-0.00092846+0.0023326i,-0.00086988+0.0014756i,-0.00058567+0.00012224i,0.00026056-6.6738e-05i,0.00047736-0.00030813i,-0.00023307-0.00094813i,-0.0004693-0.00056877i,-0.00014073+0.00021512i,6.5921e-05+0.001181i,-0.00042099+0.001099i,-0.0005155+0.00028554i,-0.00060096-9.8198e-08i,-0.0013712+6.2076e-05i,-0.001277+0.00030738i,-0.0007292-0.00053203i,0.0001036-0.0010507i,0.0011487-0.0003553i,0.0012407-0.00055855i,0.00041948-0.0010954i
0.00032018+0.00040605i,-0.00014668+0.00058244i,0.0002767+0.00093729i,0.0003575+0.00016832i,0.001149-0.00028373i,0.0016728+0.00026385i,0.00025826-0.0002293i,-0.00018069-0.0010972i,-0.00044715-0.00057095i,-0.00037999+0.00061105i,0.00012988+0.0007957i,-0.00042001+0.0013366i,-0.0013641+0.0016701i,-0.00083687+0.00097138i,0.00026049+0.00072245i,0.0008455+0.00074643i,0.00088872+0.00043789i,0.0008172+0.00066565i,0.0012358+0.00039362i,0.00084909+6.567e-05i,0.00014173+0.00069508i,9.2751e-06+0.00088223i,0.00037126+0.00034975i
-0.0023402-0.0026583i,-0.0030203-0.0011259i,-0.0026747+0.0016923i,-0.0025466+0.0030681i,-0.0023089+0.0019558i,-0.00088919+0.00081046i,0.00015286+8.5154e-05i,2.5477e-05-0.00023738i,-0.00057673-0.00078521i,0.00015411-0.00043777i,0.00053578+0.00062783i,0.00070274+0.00048234i,0.0015337-0.00058737i,0.0016246-0.00012653i,0.00083759+0.00047562i,0.00036973-0.00020238i,-6.3999e-05-0.00023871i,-0.00052993-7.3111e-05i,-0.00098215-0.00048178i,-0.001147-0.00063034i,-0.00096478-0.00017196i,-0.0012458+0.00020958i,-0.0011764+4.2345e-05i
-0.00020263+0.00064855i,-0.0018309-0.000278i,-0.0019122-0.0010296i,-0.0011269-0.0010111i,-0.00097101-0.0007123i,6.821e-05-0.00085542i,0.00070406-0.0011312i,3.5086e-05-0.00089511i,0.00011592-0.00048469i,0.00010941+6.7962e-06i,-0.00051901-9.4561e-05i,-0.00046045-0.00072947i,-0.00017751-0.00059772i,-0.00042988+2.3982e-05i,-0.00081029-6.5343e-05i,-0.0013906-0.00082634i,-0.00044148-0.000771i,0.00016426+6.5527e-05i,-0.00084506+0.0010545i,-0.00047079+0.00059003i,0.00054255+9.9437e-05i,0.00055063-0.00029112i,0.00045588-0.00090313i
-0.0010388+0.0021684i,-0.0001689+0.0025551i,0.00097199+0.0029829i,-0.00025364+0.0024671i,-0.0017124+0.001346i,-0.0010613-0.00036988i,-6.0147e-05-0.00091366i,-0.00046427-0.0001343i,-0.00021238+0.00059447i,0.00077596+0.00032295i,0.00028667-0.0001595i,-0.00087194-0.00038019i,-0.00077413-0.00059417i,4.2337e-05-0.00026404i,9.049e-05+9.0681e-05i,-5.2937e-05+0.00030233i,0.00017039+0.00061488i,0.00066106+0.00018485i,0.0008267-0.00036974i,0.0007122-0.00033028i,0.00057552-0.00037981i,0.00066468+0.00010785i,0.00065203+0.00024437i
