0.00050008+0.00094057i,0.00042658-0.0010545i,-3.8593e-05-0.0018037i,-0.00019138-0.0024451i,-0.00077208-0.0025046i,-0.0020565-0.0010805i,-0.0021215-0.00029491i,-0.00072919+0.00073797i,0.00059606+0.0010246i,0.00012267+0.00025477i,0.0002078+9.0834e-05i,0.00025842+0.00046768i,-0.00068898+0.00096804i,-0.00018002+0.0010266i,0.00062619+0.00056817i,0.00066068-0.00024047i,0.00046306-0.00039609i,0.00046699-0.00036723i,0.00027248-0.00046697i,-0.00035606-0.00060037i,-0.00083657-0.00091429i,-0.00046554-0.00060748i,2.5944e-05+0.00033919i
0.00089064-0.00059971i,0.00089265-0.00020493i,0.00088638+0.00069137i,0.00050772-0.00041173i,0.00020129-0.0010618i,-0.00028939-0.0010708i,-0.00080936-0.00046782i,-0.00066582+0.00022649i,-0.00067988+0.00029534i,-0.001301+0.00043502i,-0.00097761+0.0010435i,3.741e-05+0.0013898i,8.4546e-05+0.00071169i,-4.524e-05-7.8518e-05i,0.00080185-0.0002958i,0.00096936-0.00043494i,0.00069405-8.9716e-05i,0.00061944+0.00063341i,1.5296e-05+0.00047254i,0.00023994-0.00066576i,0.00080124-0.0011229i,0.00092839-0.00020889i,0.0002803+0.0006254i
-0.00056787-0.0010923i,-0.0010233-9.7526e-05i,-0.0014742+0.0001754i,-0.001037+0.0003862i,-0.0006535+0.00030788i,-0.00064414-0.00090974i,-0.0010655-0.0016201i,-0.0015793-0.00088919i,-0.0013766-0.00060886i,-0.0013845-0.00034672i,-0.0015713+0.00095263i,-0.00084389+0.0017353i,6.9693e-05+0.0010721i,0.00011162+7.1434e-05i,0.00038486+6.2735e-05i,0.00089472+0.00041598i,-0.00020443+0.00056957i,-0.00061984+0.00055255i,-0.00021702+0.00013297i,-0.00037759-0.00077143i,-0.00051354-0.0010359i,-0.00067479-0.00037372i,-0.00064393+0.00023076i
-0.00078939+0.00050939i,-0.0002644+5.519e-05i,-0.00049146+5.5547e-05i,-0.00032432+0.00049592i,0.00041332+0.00024498i,0.00030571+6.3889e-05i,0.00028711-0.00076092i,-0.00014299-0.0016067i,-0.00016553-0.0013596i,-0.00033333-0.0010351i,-0.0010626-0.0006157i,-0.00096791+0.00034694i,-0.00046372+8.9611e-05i,0.00014503+5.2039e-05i,0.00064918-0.00012389i,0.00065068-0.00016897i,0.0006165+0.00020647i,0.00036814-0.00039252i,5.4053e-05-0.00086364i,-0.00017766-0.00033757i,-0.00085193+0.0001314i,-0.0010552-0.00039824i,-0.00010451-0.00041129i
0.00071429-0.0016655i,0.0006388-0.0020488i,-0.00091454-0.0033524i,-0.002202-0.0027545i,-0.0022162-0.00045528i,-0.0022284+0.00010531i,-0.00094058-0.00071348i,0.00029579-0.0011154i,-0.00057737-0.00079437i,-0.0019752+0.00037041i,-0.0019681+0.0014706i,-0.00043117+0.001203i,0.00088574+0.00071254i,0.0016084+0.00062507i,0.0019302+0.0002235i,0.0014451+0.00015205i,0.0011981+0.00038808i,0.0012138-0.0001802i,0.00067484-0.00078515i,-0.00070661-0.00094309i,-0.00062274-0.0010927i,-1.3644e-05-0.00042237i,0.00059458+0.00023436i
0.00037291+0.001137i,0.00075493+0.00041895i,0.00057378+0.00065463i,0.0013134+0.0009769i,0.0018046+0.00082563i,0.00069184+0.00014251i,-0.00072592-0.00075448i,-0.00095193-0.0010264i,-0.0010725-0.0011221i,-0.0015858-0.00039523i,-0.00077236+0.0003168i,0.00059895+8.7385e-05i,0.0008066+3.3371e-07i,0.00029272+0.00045961i,-0.0003961+0.0012739i,-0.00085418+0.0013576i,-0.0005132+0.0010732i,0.00018364+0.00049521i,-0.00021721-0.0002278i,-0.00068439-0.00031892i,-0.00024833-0.00047558i,-0.00030743-0.00052107i,-0.00021508-0.00023223i
0.0013636+0.0027433i,0.0020644+0.0021602i,0.0030622+0.0011942i,0.0023711+0.00026231i,0.00089896+0.00036149i,0.0002693-0.0003599i,0.00042664-0.001084i,0.00029345-0.0013491i,0.00043768-0.0015914i,0.00061563-0.00067356i,-0.00015902-4.9514e-05i,-0.00032209-0.00015894i,0.00057-2.436e-05i,0.00025274-0.00019226i,-0.00013596+0.00015455i,-0.00025528+0.00054828i,0.00014408+0.00083731i,0.0010715+0.00080383i,0.0014624+9.8251e-05i,0.00033018-0.00019411i,-0.00016562+2.5007e-05i,-1.3975e-05-0.00021705i,-0.00024615-0.00029447i
-0.0012385+0.0016057i,-0.0010511+0.0029161i,-0.00049411+0.0029286i,0.00034197+0.0020005i,0.0010794+0.0018246i,0.00083169+0.00034239i,-0.00037293-0.0012388i,-0.0013294-0.0007655i,-0.0016397-0.0002875i,-0.0015103-0.00010956i,-0.00045966+0.00063576i,0.0006143+0.00046993i,0.00068221+3.9677e-06i,-0.00011627+0.00049266i,-0.0012627+0.00021548i,-0.0011242+3.4498e-05i,-0.00023093+0.00047086i,0.00056375+0.00020697i,0.00036054+0.00017218i,-3.5162e-05+0.00091878i,-8.7506e-05+0.00073244i,0.0003511-0.00060761i,0.0005965-0.00039227i
5.6207e-05+0.00010951i,0.00041488+0.0011037i,0.00039629+0.0016592i,0.00065408+0.0012503i,0.00018243+0.001074i,-0.00033949+0.00015655i,-0.0001006-0.00036479i,-0.00072803-0.00071783i,-0.00073843-0.0011242i,-0.000721-0.00047288i,-0.00081031-5.6584e-05i,0.00018763+0.00040289i,0.00063021+0.00092719i,0.00074303+0.00098175i,-0.00020429+0.00055194i,-0.00023194-0.0002134i,0.00016023-0.00022884i,-7.8311e-05-0.00071133i,0.00010639-0.0013128i,0.00010949-0.0017065i,-0.00029808-0.0014119i,-0.00060534-0.00048882i,-0.00016447+0.00036255i
-0.0014837-3.7844e-06i,-0.0011464+0.00062664i,-0.00082686+0.0015516i,0.00023539+0.00203i,0.0004895+0.001145i,0.00026859-9.1106e-05i,-5.7051e-05-0.00068123i,-0.00019806-0.00068045i,-0.00054785-0.00024295i,-0.0015287-0.00018868i,-0.00098042-0.00010092i,-7.031e-05-0.00013359i,0.00070542+0.00019176i,0.0009149+0.0005737i,-1.6292e-05+0.00053002i,-0.00051721-0.00027526i,0.00049717-0.0010874i,0.00079485-0.0010554i,-0.00027828-0.00074417i,-0.00070245-0.00076296i,-0.00055996-0.00025955i,-0.00014524-0.00010257i,0.00023498+0.00044146i
0.0012501+0.0012753i,0.0015948+0.00080046i,0.0022762+0.0011883i,0.0016108+0.0003832i,0.00063026-0.00061465i,-0.00018219-0.0011521i,-0.001088-0.0013475i,-0.00115-0.00097591i,-0.00095222-0.00080626i,-0.00077831-0.00068519i,-0.0013263+0.0003313i,-0.0019935+0.00061631i,-0.0011946+0.00022516i,-0.00011918+0.00041216i,0.00050448+0.00073482i,0.00097076+0.0011426i,0.00098396+0.0013063i,0.00052397+0.0010503i,0.00012181+0.00012613i,0.00033414-0.00092596i,-1.6438e-05-0.00084805i,-0.00028327+4.1817e-06i,-0.00056501+0.00053268i
-0.00025525-0.00052452i,0.00032222-0.00062559i,-0.00098513+0.00085035i,-0.0013104-0.0001619i,-0.00035574-0.00092504i,-7.3376e-05-0.00072372i,0.00017875-0.00027685i,0.00059917-0.00019645i,0.00049006-0.00042423i,-0.00044245+0.00087648i,-0.0010357+0.0020282i,-0.00053228+0.0010931i,-0.00030042+0.00057495i,0.00030184+0.00089503i,0.00032665+0.00031935i,0.00057323-0.00020824i,0.001025-7.2029e-06i,0.0007645+0.00042674i,0.00038202+0.00082218i,0.0002059+0.00043706i,-4.5203e-06+7.0478e-06i,-0.00051701-7.7041e-05i,-0.00093768-0.00057676i
-0.0025077+0.001828i,-0.0026771+0.0014954i,-0.0015105+0.0015785i,-0.00038865+0.0021542i,-0.00016179+0.0018196i,-3.4369e-05+0.00025447i,8.5673e-05-0.00014829i,-0.00046516-0.00048332i,-0.0015384-0.0011162i,-0.0021736-0.0004767i,-0.0013505+0.00016518i,0.00033084-0.00020411i,0.0013023-3.3507e-05i,0.00018293+0.00044663i,-0.00040009-8.4663e-05i,-0.00065487-0.0010108i,-0.001056-0.00033494i,-0.00060445+0.00050499i,0.00018929+0.00052282i,-6.8966e-06+0.00038733i,-0.00060413+0.00034119i,-0.00058612+0.00041507i,-0.0004366+4.1841e-05i
-0.00082153-0.001352i,8.4579e-05-0.0016997i,-0.00086999-0.0017754i,-0.0018105-0.0011701i,-0.0018257-0.00039626i,-0.00093931-0.00027623i,-0.00040388-0.00084832i,-0.0007111-0.00078528i,-0.00062061-0.00060191i,-0.0010029-9.9939e-05i,-0.00076688+0.00063726i,0.00048505+0.00054331i,0.0011848-0.00011499i,0.00053775-0.0002642i,0.00024844-9.0395e-05i,0.00075317-0.00044887i,0.0011184-0.00075675i,0.00086617-0.0009877i,0.0011519-0.00108i,0.00062251-0.00037905i,-0.00033925+0.0004259i,-0.00049351+0.00058506i,-0.00049429-0.0001331i
-0.0001996-3.2962e-05i,0.00024289-3.0349e-05i,0.0004561+0.0002005i,0.00092945+0.00066702i,0.00079857-0.00033711i,0.00026576-0.0009782i,-0.00043606-0.00096581i,-0.0012401-0.0011161i,-0.0014471-0.0012384i,-0.0011274+7.4466e-05i,-0.00072456+0.0019145i,-0.00046923+0.001943i,-0.00051843+0.0005421i,-0.00012946-0.00058424i,0.00010611+0.00049854i,0.00017024+0.001578i,0.00087269+0.0012605i,0.00064142+0.00051066i,-1.3861e-05-0.00047633i,4.3849e-06-0.00062308i,-0.00050818+0.00019698i,-0.00077016+0.00049598i,-0.00052481+0.00048702i
-0.00085796-0.0011126i,-0.00013673-0.00096126i,-0.00049821+0.00012427i,-0.00040875+0.0019389i,-0.00057683+0.0025296i,-0.00017609+0.0018709i,-0.00024717+0.00056063i,-0.0013112-0.00061632i,-0.0021281-0.00057715i,-0.001973-0.00054297i,-0.00044174-0.00051618i,0.0011786+0.00016443i,0.0012505+0.00077984i,0.00082091+0.00016943i,0.0010956-0.00036447i,0.0012487-0.00012688i,0.0016668+0.00071955i,0.0010132+0.00082607i,-0.00029651+0.0002954i,-0.00079922+0.0003631i,-0.001012+0.00038592i,-0.00091601+0.00098228i,-0.00083214+0.00091751i
-0.0013067+0.00041133i,-0.0002254+0.0013129i,-0.00015643+0.0021103i,0.00031758+0.0014037i,0.00099558+0.00098782i,0.00036299+4.5301e-06i,-0.00077672-0.00092594i,-0.00046207-0.001434i,-0.00026313-0.0012003i,-0.0011647-0.00066024i,-0.0016202-0.00017004i,-0.00081173-0.00010975i,0.00055093-6.2801e-05i,0.00089455+0.00069992i,0.0003525+0.00075926i,0.00066727-6.7204e-05i,0.00032591-0.0003454i,-1.9389e-05-1.6907e-05i,-0.00017415-0.00069435i,-0.00084216-0.0010382i,-0.00077917+1.8343e-05i,-0.00011651+0.00071682i,0.0002494+0.00060374i
-0.0012516+0.0002013i,-0.0014455+2.821e-05i,-0.0010876+0.0011872i,0.00012096+0.0019602i,0.00046261+0.0014256i,0.00047657+0.0011297i,-5.794e-05+0.00019555i,-0.0008864-0.00079985i,-0.0018118-0.00068763i,-0.0017714-7.966e-05i,-0.00023381+0.00045373i,0.0010668+0.00054759i,0.0014711+0.00030595i,0.0013095+0.00055061i,0.0011051+0.00072602i,0.00086667+0.00038716i,0.00040067+0.00096325i,0.00033488+0.00090098i,8.157e-05-0.00037892i,-0.0005497-0.0011344i,-0.0010084-0.0010943i,-0.00086583-0.0002923i,-0.00066068+0.00049563i
9.1857e-05-0.00052774i,-0.00016868-0.00099326i,-0.00096735+3.4231e-05i,-0.0015509+0.00063242i,-0.0013286+0.00015648i,-0.00093833-0.00072982i,-0.0015918-0.0014244i,-0.0016419-0.001614i,-0.001023-0.00094635i,-0.0010009+0.00055987i,-0.00037885+0.001186i,0.00012532+0.00088157i,-0.00072049+0.00019876i,-0.00097079+0.0004136i,-9.6253e-05+0.00093883i,0.00068958+0.00093047i,0.00024644+0.00070533i,0.00011258+0.0002468i,0.00010781-0.00038007i,-0.00057008+2.9138e-06i,-0.00080665-1.3559e-05i,-0.00083842-0.00017107i,-0.00019306+0.0003295i
-0.0017286-0.0013572i,-0.0016078-0.0014467i,-0.0013415-0.0017374i,-0.0014186-0.00091087i,-0.00093643-0.0002323i,0.00044904-0.00061051i,0.00048676-0.00048036i,0.0001439-0.00031844i,-0.00024785-0.00063055i,-0.0012054-0.00020733i,-0.00089045+0.00074601i,0.00054639+0.0010911i,0.0010726+0.0010107i,0.00046012+0.00094286i,0.00056381+0.00074248i,0.0013886-0.0002523i,0.001158-0.00039107i,0.00036851+0.00018789i,-0.00035073+0.00016697i,-0.00054558-0.0001101i,-0.00022571-0.00030186i,3.3994e-06-0.00092813i,-0.0001349-0.0010604i
-0.0010908-0.0006164i,-0.001105-0.00052025i,-0.00091685+0.00034505i,-0.00061294+0.0015313i,-8.3031e-05+0.0016334i,0.00039637+0.00054543i,6.5974e-05-0.00016548i,-0.001164-0.00068785i,-0.0019994-0.00086242i,-0.0017359-0.00034516i,-0.0010564+0.0011821i,3.2257e-05+0.0022057i,0.0005201+0.0013189i,-9.5822e-05-5.571e-05i,-0.00061093-0.00013342i,8.638e-05+0.00075625i,0.00069107+0.00074296i,0.00014311+0.00050983i,-0.0002461+0.00075126i,-0.00021095+0.00079263i,-0.00012585-0.00031101i,2.2187e-05-0.0013505i,-0.0004915-0.00082678i
-0.00055033+0.0025984i,-0.00035223+0.0021342i,0.000635+0.0023956i,0.0012324+0.0024337i,0.00065701+0.001771i,-0.00047879+0.00017442i,-0.0010101-0.0010049i,-0.00039403-0.0013321i,-0.00022412-0.0011489i,-0.00097035-0.00095518i,-0.0011308-0.00036951i,-0.0005067+0.00016692i,0.00044573+0.00046577i,0.00039545+0.00039576i,-8.5438e-05+0.00010161i,-0.00010529+0.00017289i,0.00017769+0.00022368i,0.00043578+0.00048186i,0.00053508+0.00032707i,0.00037344-0.00017769i,-0.00012724-0.00027628i,4.7259e-05-8.5649e-06i,0.00061742+1.0833e-05i
0.00023878+0.0005343i,9.2001e-05+0.00086135i,-0.00054241+0.001071i,-0.00070451+0.0012965i,-0.00010907+0.0010949i,0.000672-0.00019029i,-2.1954e-05-0.00089245i,-0.0011343-0.00049858i,-0.0010667+1.5705e-05i,-0.00070763+0.00038472i,-0.00069332+0.000914i,0.00018152+0.00081887i,0.0016248+0.00010355i,0.0017679+0.00011763i,0.000744-2.4288e-05i,0.00085415-0.00010305i,0.0014267+0.00011925i,0.00084319+0.00045179i,-7.3443e-05+0.00041186i,-0.00066303+0.00034597i,-0.0011931+0.00080125i,-0.00082278+0.00076525i,-0.00050538+0.00032781i
-0.0027493+0.002076i,-0.0043889+0.0024153i,-0.0031638+0.0021595i,-0.00046357+0.0024985i,0.00056452+0.0024499i,0.00031367+0.00065055i,0.00055241-0.0014452i,8.3537e-05-0.0017103i,-0.00071711-0.0011616i,-0.00069019-0.00051136i,-0.00044817-1.0849e-05i,-1.6324e-05+0.00049508i,0.00020305+0.0003484i,-0.00013809+7.7733e-05i,-0.00029037+8.0503e-05i,0.00016587+0.00027492i,0.00029499+0.00022841i,0.00089229-0.00011385i,0.00056292-9.6846e-05i,-0.00069975-0.0002007i,-0.0013838+0.00010238i,-0.0012262+0.00036383i,-0.0008061+0.00011018i
0.00037717-0.00022623i,0.0014868-0.00083128i,0.0015396-0.0017368i,0.00012216-0.0010254i,-0.0010723+0.00023391i,-0.00076329+3.5784e-05i,-0.00059605-0.00031962i,-0.0004519-0.0005834i,-0.00084302-0.00067385i,-0.0015488-0.0005909i,-0.0005847+0.00019395i,0.00044542+0.00021167i,0.00049528-0.00047798i,0.0012747-0.00026578i,0.0015763-0.00013573i,0.00035836+0.00033552i,-2.1155e-05+0.00042184i,0.00040052-0.00017112i,0.00074205-0.00057826i,0.00022045-0.00028672i,-0.00040518-0.00026823i,0.00018234-0.00037052i,0.00067997-0.0001914i
0.00079123-5.4074e-06i,0.00094137-0.00010386i,0.0012078-0.00062307i,0.0010622-0.0010811i,0.00054365-0.0012345i,-0.00013276-0.0010757i,-0.00065043-0.001189i,-0.00049538-0.0013748i,-0.0010562-0.0014615i,-0.00098482-0.0010851i,-0.00011613+0.00026144i,0.00055382+0.00128i,0.00029179+0.0013412i,-0.00054945+0.0005277i,0.00015193+0.00014906i,0.0012144+0.00044234i,0.0010978+0.00035612i,0.00035638+0.00062589i,-7.1072e-05+3.6425e-05i,-0.00052069-0.00071679i,-0.0010001-0.00063598i,-0.00049571-0.00041653i,-0.00016691-0.00035056i
-0.00087596+0.00088132i,-0.00066423+5.5515e-05i,-0.00053144+0.00024486i,-0.00031229+0.00043532i,-4.3176e-05+0.00057129i,-0.00031222+0.00038456i,-0.00011673-5.4793e-05i,-0.00036985-0.00064774i,-0.00041828-0.0014743i,-0.00020529-0.001137i,6.9898e-05-0.00029512i,0.00010094+0.00039486i,0.00034814+0.00082397i,0.00080007+0.00063796i,0.00097903+0.0010567i,0.00047928+0.0018716i,9.5428e-05+0.0011418i,0.00035352+0.00054841i,0.00026315+2.6204e-05i,-9.3549e-05-0.00027129i,7.3406e-05-0.00023267i,0.00030104-0.00041227i,0.00025585-0.00026397i
-0.0005703+0.0019622i,0.00036099+0.0013822i,0.0010852+0.0019914i,0.0011379+0.0018704i,0.001313+0.0005516i,0.0014638-0.00076825i,0.00079842-0.00096216i,-0.00027154-0.00018142i,-0.0010266-0.00031907i,-0.0010455-0.00059007i,-0.00086311-3.0514e-05i,-0.00042112+0.00063024i,-0.00080194+0.00019746i,-0.00085125-0.00015939i,-0.0005043+0.00010531i,4.1275e-05+0.00061957i,0.00090402+0.00090772i,0.00082656+0.00030124i,0.00057682-0.0005585i,-0.00054199-0.00062457i,-0.00077929-0.00055036i,0.00017718-6.8014e-05i,0.0001024+0.00022628i
0.00059822+0.0013327i,-0.00011208+0.0012207i,0.00012602+0.0018085i,-0.00056256+0.0018913i,-0.00066492+0.00060555i,-0.00092076-0.00012605i,-0.0012797-0.00041266i,-0.00027376-0.00061083i,2.5335e-05-0.00043698i,-0.00050423-0.00060792i,-0.00041913-0.00064952i,-0.00043051+0.00034842i,-0.00051348+0.00094683i,0.00016582+0.0010121i,0.00089306+0.00066181i,0.00048175+0.0007151i,-0.00030809+0.00078137i,0.00026659+0.00051996i,0.00089347+0.00039421i,0.0006419-0.00027806i,-0.00017281-0.00088153i,-0.00040697-0.00067178i,0.00029438-0.00014266i
-0.00030347+0.00043584i,0.00035195+0.00049909i,0.00028727+0.00052207i,0.00043245+0.00043834i,0.00015964-0.00033235i,5.8809e-05-0.0018217i,-0.0001989-0.0022045i,-0.00073066-0.0016062i,-0.000639-0.0012119i,-0.00072794-0.00057935i,-0.00042623+0.001121i,0.00021736+0.00081924i,-0.00030886-0.00020964i,-0.0010602+0.00013922i,-0.00066962+0.00071526i,-0.00017343+0.00098844i,-0.00024226+0.00079938i,-0.00041122+0.0004872i,-0.00071334+0.00051111i,-0.0010197+0.001087i,-0.0011771+0.00062874i,-0.00096399+0.00036337i,-0.00073722+0.00053076i
-0.00024506+0.00076636i,0.00093502-0.00068772i,0.0017412-0.00020108i,0.0016926+0.00063808i,0.00030214+0.00079858i,-0.0010998-0.00031251i,-0.00088876-0.00066002i,-0.00045417-8.2471e-05i,-0.00095368+0.00023232i,-0.001543+0.00031257i,-0.0008192+0.00088457i,0.00039741+0.0013382i,0.00033186+0.00092471i,-0.00067741+0.00096567i,-0.0008229+0.0012725i,0.00014663+0.0012831i,0.00076021+0.00083758i,0.00092306+0.0003749i,0.00072669+0.00010338i,-9.3079e-05-0.00025096i,-0.00017608-0.00024428i,6.8065e-05-0.00038864i,-0.00020644-0.00019962i
-0.0012192-0.00075136i,-0.00034775-0.00037679i,-0.00029138+0.00038915i,-0.00063877+0.00083244i,-0.0005636+3.8668e-05i,6.7689e-05-0.00083534i,0.00053529-0.0014622i,0.00045334-0.0020677i,-0.00052694-0.0018659i,-0.0015661-0.00078471i,-0.0014581+0.00037686i,-0.00079935+0.00084507i,0.00034038+6.1513e-05i,0.0011929-0.00083488i,0.0012621-0.0012921i,0.0011874-0.0010133i,0.0011761-7.0715e-05i,0.00099381+0.00019944i,0.00093934+0.0001988i,0.00094755-8.986e-06i,0.00043354-0.00039729i,-0.00033815-0.00048813i,-0.00039831+0.00030192i
0.00054836-0.0018005i,0.00031412-0.0019451i,0.00028508-0.0020033i,0.00030547-0.0016373i,-0.00056729-0.0010437i,-0.0018626-0.00037292i,-0.0022838-0.00076342i,-0.0022355-0.00076876i,-0.0022081-0.00048594i,-0.0015356+3.5412e-05i,-0.0010866+0.00082506i,-0.00034695+0.00070434i,0.00083017+0.00072608i,0.00082174+0.00083553i,-9.011e-05+0.00059356i,-0.00013987+0.0004874i,0.0009505+0.00026851i,0.00077134+0.00036651i,-0.00012816-3.9388e-06i,-0.00053884-0.00047854i,-0.00078494-0.00018215i,-0.00056668+4.224e-05i,-0.00048278-0.00020331i
-0.00048277+0.00093227i,-0.00012947+0.0006298i,-0.0002498+0.001356i,-0.00088715+0.0019547i,-0.00094501+0.0012087i,-0.00051086+1.8669e-05i,-0.0004119-0.00013976i,-0.00056168+0.00023303i,-0.00063012-0.00017745i,-0.00097586-0.0008354i,-0.00067965-0.00046795i,0.00031434+7.4546e-05i,0.0011276-0.00024461i,0.0013195-0.00054748i,0.0011098-0.00012875i,0.00044013+0.00014115i,8.9127e-05-0.00033307i,0.00011281-0.00066066i,-0.00016574-0.00027841i,-0.00010243-0.00010542i,0.00044331-0.00029583i,1.0856e-05-7.4488e-05i,0.00033308-7.8266e-05i
-0.00082854+0.0011494i,-0.0003022+0.0016579i,1.4817e-06+0.00090039i,-0.0007319+0.00076739i,-0.0013908+0.00080063i,-0.0015882+0.0006438i,-0.0015658-6.1276e-05i,-0.0012607-0.00056879i,-0.00093024-0.00046506i,-0.00046079+0.00025876i,0.00025266+0.00083115i,0.00018521+0.00079178i,-2.9751e-05-0.00032882i,0.00030094-0.0010359i,0.00037913-0.0008616i,-5.813e-05-0.00047573i,-0.00033258+0.00044481i,1.019e-05+0.0011018i,-0.0005333+0.00017061i,-0.0010896-0.0010876i,-0.00073523-0.0012605i,-0.0003906-0.00045535i,-0.00043545+6.7994e-05i
0.0017246+0.0010259i,0.0017784+0.00034032i,0.0017961-0.00038494i,0.0013593+0.0001136i,0.001145+0.00055185i,9.3956e-05-0.0001551i,-0.00016234-0.00049373i,-0.00066609-0.0004947i,-0.0013877-0.0015072i,-0.0017778-0.0012752i,-0.0022275+0.00055021i,-0.0014427+0.0011584i,-0.00022439+0.00052355i,-6.0626e-05-0.0001466i,0.00050226+9.9497e-05i,0.00058973+0.00026226i,0.00082839+0.00077012i,0.0015324+0.0011029i,0.0014809-0.00017113i,0.0006755-0.0010138i,0.00010794-0.00048483i,1.6894e-05-0.00016009i,0.00056538+0.00019716i
-0.00027295+0.00093167i,-0.00096362+0.00084548i,-0.0010277+0.00045389i,-0.00096622+0.0010943i,-0.00037947+0.0011143i,-0.00035065+0.00037066i,-0.00053383-0.0005364i,-8.4945e-05-0.0011436i,-0.00021798-0.0012975i,-0.00068433-0.0015017i,-0.00089825-0.0012458i,-0.00033-0.00049084i,-3.265e-05+4.585e-05i,-0.00015109+0.00024614i,-9.4825e-05+0.00014083i,0.00023273+0.00068166i,0.00042014+0.00072286i,0.00068115+0.00035612i,0.00019499+0.00069213i,-0.00075068+0.00034979i,-0.00083111+0.0001469i,-0.00040498+0.00013331i,-0.00067727-0.00058056i
-0.00054335+0.0014544i,0.00016221+0.0011643i,9.5283e-05+0.0020942i,-0.00045747+0.0016987i,-0.00039952+0.00076037i,-0.00027503+0.00010809i,-0.00075238-4.6568e-05i,-0.001575-0.00022139i,-0.001563-9.7259e-05i,-0.0016925-6.7421e-05i,-0.0013604+0.00024805i,-5.4027e-05+0.00059317i,0.00058515+0.00070061i,0.00025146+0.00044294i,0.00039272+0.00013086i,0.00041123+0.00063579i,0.00023852+0.0014785i,-0.00012681+0.0010995i,-0.00033492-0.00046253i,0.00035731-0.00076258i,0.00059422+0.00019661i,0.000789+9.2388e-05i,0.00022498-0.00024331i
0.0015329-0.00066345i,0.00081238-0.00027037i,0.00056846-0.00012861i,0.00032011+0.0010923i,-0.00033608+0.0011778i,-0.00052469+0.00025185i,-0.0010397-0.00052292i,-0.0010404-0.001154i,-0.0011043-0.00090661i,-0.00191-0.00044085i,-0.0012586-0.00046905i,-0.00021297+0.00019774i,-7.5907e-06+0.00056349i,-9.0897e-05+0.00062669i,-4.4418e-05+0.00079576i,0.00044224+0.00061086i,0.00057286+0.00030355i,0.00044443+0.00027062i,0.00068142+0.00017815i,0.0003078+0.00020379i,-0.00070683+0.00021203i,-0.00067095-2.1546e-05i,-0.00051741-6.3343e-06i
-0.00025702+0.0015728i,-0.00037979+0.00093027i,4.3361e-05+0.00055011i,2.4196e-05+0.00053173i,-0.00095938-0.00010017i,-0.0010325-0.0011125i,-0.00068548-0.0010274i,-0.00066017-0.00028026i,-0.00099496-0.00023646i,-0.0011675-9.0222e-05i,-0.00037768+0.00037404i,0.0001375+0.00029941i,0.00022464-0.00019804i,0.00043563+0.00014535i,0.00030507+0.00075018i,0.0008232+0.00077446i,0.0012527+0.0007193i,0.00057719+0.00011823i,0.00029114-0.00069196i,-0.00025225-0.00065833i,-0.00084258-0.00034356i,-0.00064804-0.00019075i,-0.00053042+0.00037972i
0.00013991-0.00047579i,-0.00029772-0.0003397i,-0.00037671+0.00051271i,-5.5232e-05+0.00052821i,0.00089713+0.00022054i,0.0007841+0.00010276i,0.00030391-0.00093429i,0.00055538-0.0017078i,9.1504e-05-0.0017139i,-0.0005765-0.00079878i,-0.00084317+0.0010481i,-0.00038157+0.0011059i,1.5707e-06+1.2885e-05i,0.00040371-1.6504e-05i,0.0013524+0.00018544i,0.0012751+0.00050046i,0.00063875+0.00039018i,0.00063497+0.00027246i,0.00036255+0.00031803i,-0.00051775+0.00042941i,-0.00059933+0.0006619i,2.9291e-05-9.7586e-05i,0.00028309-0.00061014i
-0.0014135-0.00093801i,-0.00063075-0.00059491i,-0.00019274-0.00020835i,-0.0003198+0.0001195i,-0.00057135+0.00044262i,-0.00082609-1.6905e-05i,-0.00096382-0.00059382i,-0.00089999-0.00068972i,-0.00039862-0.000794i,-0.0012307-0.00072121i,-0.0011128-0.00048888i,0.00021748+0.00026523i,0.00023758+0.00054537i,0.00023218+0.00035578i,0.00062783+0.00033431i,0.00046188+0.00036649i,0.00050811+0.00067084i,0.00021371+0.0011422i,-0.00060373+0.0005949i,-0.00057357+0.00011129i,0.00021526-0.00048489i,0.0004272-0.0010533i,0.00038821-0.00045666i
9.3651e-05-0.00068413i,-0.0010053-0.00083953i,-0.0015629-0.0011223i,-0.0014342-0.00097101i,-0.0010359-0.00095498i,-0.00067099-0.0010257i,-0.0010883-0.00091635i,-0.0013212-0.0010273i,-0.0011042-0.00082119i,-0.001714-8.1624e-05i,-0.0015685+0.00035874i,-0.00010732+0.00098869i,0.0005793+0.0010749i,0.00029667+0.0011659i,4.5809e-05+0.00085135i,0.00076611+0.00036017i,0.001475+0.00014243i,0.0014593+0.00054091i,0.000851+0.00015747i,-6.8633e-05-0.00044948i,-0.00043681-0.00026278i,2.5803e-06-0.00040629i,-0.00020477-0.00058546i
