-5.3467e-05-4.9488e-05i,0.00039503+0.00042186i,-0.00069746-0.00063251i,-0.0013949-0.0013275i,-0.0010431-0.0014876i,-0.00063693-0.00065017i,-0.00060354+0.0005454i,8.2989e-06+0.0015838i,0.00036237+0.0016026i,0.00042651+0.0011971i,-0.00033878+0.00096287i,-0.00098203+8.2405e-05i,-0.00096757-0.00049472i,-0.000638-0.00064883i,-7.658e-05-0.00059699i,9.8467e-05+0.00027133i,0.00036519+0.0013854i,4.0426e-06+0.00036251i,-0.00023395-0.00017078i,0.00035597+8.8095e-05i,0.0011162-2.5411e-05i,0.00068913+0.00040257i,-0.00053247+0.00076682i
0.0026733-0.0022302i,0.0038271-0.001437i,0.0032532-0.0013605i,0.0012004-0.0025069i,-0.0011014-0.0028384i,-0.0014852-0.00094045i,-0.0010334+0.00079408i,-0.00033808+0.0011059i,0.000387+0.00088143i,0.00020208+0.00049812i,9.1246e-05+0.00054354i,-1.2961e-05+0.00098749i,0.00025361+0.00067704i,0.0010447+5.9925e-05i,0.00068824+0.00031304i,8.3852e-05+0.00063008i,0.00043783-0.00026491i,0.00025013-0.00074716i,-0.00057696-9.9872e-05i,-0.00059484+0.00024856i,-1.8542e-05-0.0003019i,0.00028056-0.00077308i,0.00026017-0.00033814i
-5.0799e-05+0.00176i,-0.0012397+0.0030257i,-0.00097325+0.0037895i,-0.00031301+0.0031276i,-0.00062598+0.0013773i,-0.00071988+0.00014095i,-0.0006791+0.00068977i,-0.00040677+0.001258i,0.00037229+0.0013671i,0.00091858+0.0010388i,0.00099512+0.00071276i,0.00076866+0.00057134i,0.00017542+0.00039156i,-0.00047687+0.00080122i,-0.00030501+0.00066849i,0.0004402+0.0010097i,-0.00013252+0.0014472i,-0.00072639+0.0010607i,-0.00061391+0.0009227i,-0.00019014+0.00067657i,0.0001022+0.00027249i,0.00023176-0.00026588i,-0.00013053-0.00030173i
-0.0010455-0.00058189i,0.00027497-0.00091392i,0.00028213-0.00096165i,0.00012597-0.0010585i,0.00072198-0.00077264i,-9.6489e-06-0.00096849i,-0.00070284-0.0014583i,-0.00029596-0.00094477i,4.0797e-05+0.0010264i,0.00019807+0.0022126i,8.0276e-05+0.00096089i,0.00025628-0.00013406i,0.00045953-0.00015042i,-0.00026762-0.00022989i,-0.00099786+7.6488e-06i,-0.00085505+0.00049319i,-0.00059738+0.00030157i,-0.00030303-0.00012232i,-9.3366e-05-0.000259i,-0.00019189+4.8476e-05i,3.6977e-06+0.00032657i,0.00032339+0.0005963i,0.00016082-0.00015423i
0.00075457-0.0010455i,-0.00060119-0.00057676i,-0.0012316+3.5196e-05i,-0.0010919+0.00040979i,-0.0009859+0.00013634i,-0.00035303-0.00013376i,0.00021683+0.00051585i,0.00053032+0.00075981i,0.0011104+0.0008884i,0.00099832+0.00061019i,1.5272e-05+0.00057874i,-0.00024855+0.00082072i,0.00012128+0.00080441i,0.00015847+0.00068279i,-0.0001674+0.00033583i,-0.00072427-0.00013503i,-0.00067941-0.00015151i,-0.0002685-0.00043382i,-0.00058325-0.00069539i,-0.00064477-6.7579e-05i,-0.00029594+0.00063741i,-0.00073515+0.0003804i,-0.001122-0.00017435i
0.0014273+0.00043686i,0.0012702-5.6392e-05i,0.00010622+0.00081969i,5.0643e-05+0.0016678i,0.00075593+0.00066981i,0.00033789-0.00057279i,-7.3043e-06-0.00038232i,6.3106e-05+0.0010589i,-0.00054495+0.0017349i,6.9593e-05+0.00091174i,0.00092455+0.00025447i,-5.1487e-05+0.00041906i,-0.0013039+0.0013983i,-0.001223+0.00090556i,-0.00019585-0.00026548i,0.00017657-0.00071116i,-9.7585e-05-0.00095523i,0.00021498-0.0002409i,0.00055788+0.0001371i,0.00010511+0.00029845i,-0.00052672+8.677e-05i,-0.00087774-0.00038062i,-0.00070208-0.00047447i
-0.00033403+0.0014011i,-0.00061329+0.0018694i,-0.00047341+0.0025186i,-0.00041283+0.0019665i,-0.00046313+0.00028627i,-0.00042004-0.0014195i,0.00037748-0.00093656i,0.00034552+0.0011929i,-0.00040264+0.0024668i,-0.0005501+0.0017578i,-0.00090278+0.00079209i,-0.0010992+0.0004031i,-0.00044733-0.00045205i,-0.00034686-0.0014218i,-0.00085949-0.0013768i,-0.00044379-0.00041709i,3.5688e-06+0.00021586i,0.00025959-6.3258e-05i,0.00011784-0.00053303i,-0.00038805-0.00075889i,0.00011379-0.00029088i,0.00011348+0.00014054i,-0.00067437+2.774e-05i
-0.00072827+0.0013451i,-0.00086371+0.00049954i,0.00040081+0.00010158i,0.00054823-0.00053556i,0.00032323-0.00040334i,0.00052304+6.8665e-05i,-0.00015345-8.3461e-05i,-0.00076146+0.00042757i,-0.00039557+0.0017647i,4.0279e-05+0.0018461i,-0.00011561+0.00078389i,-0.0004342-0.0001379i,0.00057481-1.7513e-05i,0.0011682+0.00027525i,0.00087582+0.00018589i,0.00097096-0.00017253i,0.00038626-0.00025307i,-0.00046487+0.00023206i,-0.00059324+0.00073896i,-0.00046658+4.0949e-05i,-0.00029968-0.00085745i,-0.00016495-0.00056337i,-0.00022446+0.00016497i
-0.00059154-0.0015061i,-0.00065133-0.0013341i,-0.00015364-0.00084993i,0.00013552-0.00044527i,0.00015326-0.00097002i,0.00068852-0.0012385i,0.00011338-0.00034196i,-0.00015264+0.00050533i,0.00025846+0.00085122i,0.00032567+0.00055598i,-2.4938e-07+0.00045209i,-9.1114e-05+0.0009802i,-0.00035465+0.0013711i,-0.00037657+0.0013357i,0.00020303+0.00069113i,0.00025669-3.1692e-05i,0.0004095-0.000472i,0.0011016-0.00052177i,0.0013805-0.0002993i,0.00072971+0.00061683i,0.00019607+0.0013145i,0.00060308+0.0012368i,0.00059523+0.00093114i
0.002777-0.0003148i,0.0023568+0.00067426i,0.002072+0.0012379i,0.00075257+0.00063383i,-0.00030075-0.00037062i,-0.00017724-1.154e-05i,-0.00075117+0.00075142i,-0.00074155+0.00087108i,0.00029056+0.00070157i,0.00051343+0.00064698i,5.3334e-05+0.00059886i,-0.00013151+0.00088431i,0.00019691+0.00038297i,0.00038781-0.00075886i,0.00045289-0.0010514i,-2.2312e-05-0.00027875i,-0.0010599-2.557e-05i,-0.00083295+0.00021612i,-0.00032204+0.00081757i,-0.0008471+0.00063393i,-0.001236+0.00012301i,-0.0011591+0.00067547i,-0.0011872+0.00076386i
-0.0005358+0.0016265i,-0.0013048+0.0023163i,-0.0010792+0.0029756i,-0.00022801+0.0021227i,0.00026547-0.00027823i,0.00020222-0.0015996i,-3.4405e-05-0.0011056i,-0.00017312-0.0002258i,0.00011695+0.00094635i,-0.00050872+0.0011376i,-0.00037642+0.0003706i,0.00021776-0.00025579i,0.00051254-0.00032761i,0.00027841-5.5748e-05i,5.7043e-05-0.00099192i,0.00019052-0.0014096i,0.00056869-0.00036285i,0.00039583+0.00019487i,8.8521e-05+5.3949e-06i,0.0005426+0.00033153i,0.00095761+0.00043823i,0.00045976-0.00029652i,0.00042626-0.00018077i
-0.00061131-3.9881e-05i,-0.0012763-0.00033754i,-0.0021758+6.2787e-06i,-0.0016965+0.00060676i,-0.0015985+0.00095446i,-0.0023778+0.0009784i,-0.0018566+0.00042975i,-0.00092191+0.00065068i,4.6981e-05+0.0013557i,0.00050946+0.00099155i,0.00030911+0.00036058i,-7.922e-05+0.0006178i,-2.9822e-05+0.00072403i,0.0005409+0.00061038i,0.00083469+0.00046725i,0.00065335+0.00066239i,0.00085214+0.00052354i,0.0010067+0.00047386i,0.0012069+0.00033754i,0.0015991-0.00019778i,0.0015632-0.00041251i,0.00049307-0.00010664i,-0.00023007+5.1568e-05i
-0.00045868-0.0013472i,-0.0002449-0.0010681i,-0.00085301-0.00024299i,-0.0005904+0.0001534i,-5.6453e-05+0.00017938i,-0.00059823+6.0717e-05i,-0.00067521+0.00042058i,0.00040071+0.00079232i,0.001241+0.0019133i,0.0010546+0.0021559i,0.0006661+0.00066531i,-8.262e-05-0.00032447i,-0.00010059-0.00084697i,-0.00029186-0.001403i,-0.00050726-0.0012667i,-2.057e-05-5.7674e-05i,0.00014679+0.00044563i,0.0002553-3.5998e-05i,0.00033321-7.2345e-05i,0.00029521-0.00078886i,1.0862e-05-0.0010492i,5.9032e-05-0.00033308i,0.0005596+7.47e-05i
-0.00037295-0.00023611i,2.512e-05+0.00039918i,0.00054563+0.0018817i,8.1382e-05+0.001697i,-0.0006411+0.00078228i,-0.00096062-0.00022658i,-0.001069-0.0007502i,-0.00084875+0.00027282i,0.00017357+0.001535i,0.00071733+0.0016968i,-7.884e-05+0.0011624i,-0.00086735+0.0012902i,-0.00061551+0.0010212i,-0.00077689-6.245e-05i,-0.00031657-0.0003822i,0.00047781-8.5593e-05i,0.00019964-0.00027713i,0.00042927-0.0003045i,0.00071163+0.00026425i,0.00057203+0.00057451i,0.00013029+1.5055e-05i,-0.0003227-0.0001089i,-0.00024621-0.00045475i
0.00051724-0.0011976i,-0.00037735+0.00021212i,-0.0014051+0.0006807i,-0.0023432+0.00053032i,-0.0027355-0.00016877i,-0.0020492-0.00084624i,-0.00075081-0.00065852i,0.0006953+0.00034796i,0.00049714+0.0011289i,-0.00078551+0.0017366i,-0.00083014+0.0018987i,-0.00021951+0.0010908i,4.1817e-05+0.00063315i,0.00077545+0.0004407i,0.0013621-0.00022916i,0.0010601-0.00083117i,0.00081092-0.00086328i,0.0002338-0.00058449i,0.00028958+0.00022859i,0.00053289+0.00028289i,0.00054918-4.3768e-05i,0.00056273+0.00071592i,0.00044841+0.0010095i
0.00051517+0.00028828i,0.00039825-0.00043899i,0.00086631-0.00091752i,0.00020499-0.00034394i,-0.00034243+0.00083908i,-0.00012308+0.0012118i,-0.0002507+0.00056048i,2.8756e-06-7.6964e-05i,-3.0353e-05+0.0013257i,-0.00054347+0.0023613i,-0.00063512+0.0010735i,-0.00080828-0.00031509i,-0.00019167-0.00030028i,-2.2125e-05+0.0002734i,-0.00079391+0.00041565i,-0.00065796+0.00022074i,-3.4843e-05-5.962e-06i,0.00047579-0.00024553i,0.00062879+0.00036894i,0.00034615+0.0003603i,9.4336e-05-0.00023506i,-0.00050487-0.00068865i,-0.00071586-0.00020992i
0.00025254-0.00043i,8.4809e-05+0.00034932i,0.00021896+0.00043762i,0.0013645+0.00065233i,0.0014924+0.00023037i,0.00070672-0.0004548i,0.00087246-0.00065331i,0.00088005+0.00038647i,0.0001963+0.0014808i,-0.00035552+0.0015901i,-0.00021989+0.00068149i,0.00014094-0.0001568i,0.00040698+1.6415e-05i,0.00020554-0.00054437i,-0.00032077-0.00070214i,-0.00059325-0.0002052i,-0.00030099+4.3448e-05i,0.00014621+8.3132e-05i,-0.00025433+0.00032777i,-0.00050851+0.00072677i,-0.00027665+0.00090066i,-0.00016904+0.00098028i,-0.0002653+0.00067807i
0.0016765+5.4881e-05i,0.0011056+0.00087273i,0.00085296+0.00082216i,-5.8103e-06+0.0012988i,-0.00041826+0.00091999i,-0.00076626+9.3033e-05i,-0.0011835+0.00020538i,-0.00041493+0.00061222i,0.0005873+0.0010979i,0.00062771+0.0012783i,-6.5518e-05+0.00030423i,-0.00044584-0.00060664i,-3.244e-05-0.00037265i,0.00022287-0.00036908i,0.00017121-0.00033035i,0.00044774+9.7512e-05i,0.00056449-0.00017197i,0.00030308-0.0001574i,0.00052631+0.00063673i,0.0005674+0.00084381i,0.00059929+0.00046161i,0.00055821+0.0012841i,0.00028744+0.0012162i
-0.0010892-0.0002773i,-0.0014079+0.00068745i,-0.0013673+0.0026095i,-0.00052392+0.0024601i,0.00071146+0.00088521i,0.00029961+0.00017452i,-2.5209e-07-0.00039603i,0.00080508+0.00012597i,0.00094343+0.001083i,0.00067771+0.00092677i,0.00021369+0.00051839i,-0.00017428+9.3034e-05i,-0.000119-0.00039657i,0.00046778-0.00014601i,0.00075039-1.7199e-05i,0.00044538+7.8009e-05i,-0.00011544+0.00024709i,-0.00033689-0.00017212i,-0.0002011+7.9307e-05i,-0.00031583+0.00057656i,-0.00051173+0.00085006i,-0.00087374+0.00086321i,-0.00026329+0.00026415i
-0.00024595+0.0009566i,0.00038614+0.00048785i,-6.3408e-05-0.0008141i,0.00028047-0.0010938i,-0.00035092-0.0014073i,-0.001117-0.0016071i,-0.0011379+9.5048e-06i,-0.00027928+0.0010844i,0.0008554+0.0012885i,0.00057452+0.0013887i,0.0001662+0.0011565i,-0.00031016+0.00092239i,-0.00082458+0.0004807i,-0.00021011-0.00011508i,0.00044807+2.6441e-05i,0.00044964-8.517e-05i,9.2563e-05-0.00068152i,-0.00018844-0.0012211i,-0.00034973-0.0011466i,-0.00022025-0.00048059i,-0.00019672+0.00027846i,6.9538e-06+0.00027622i,-9.5894e-05+0.00013683i
4.9795e-05-0.00058392i,0.00016017+0.0012214i,-0.00079287+0.0020583i,-0.0011304+0.002382i,-0.00093854+0.0022404i,-0.0011001+0.0012855i,-0.00016772+0.00061593i,0.0014195+0.00083555i,0.0010034+0.0011059i,5.0818e-05+0.00078951i,-2.768e-05+0.00079054i,6.8426e-05+0.00076746i,0.00010368+0.0004694i,0.00030073+0.00044302i,0.0012431+0.00068512i,0.00081739+0.00034118i,-0.00024891+5.808e-05i,-0.00036681-0.0002757i,-0.00077892-0.00075486i,-0.00084761-0.00063846i,0.00024237-0.00034207i,0.00089773+0.00015095i,0.00057416+0.00083273i
-0.0015347+0.00080887i,-0.0014634+0.00037953i,-0.00063136+0.0014044i,-0.00030151+0.0016933i,0.00013229-0.00031007i,0.00069662-0.0014112i,0.00032567-0.00034308i,0.00017355+0.00072199i,0.0009196+0.0017332i,0.0015916+0.0015537i,0.001195+0.00077436i,3.0829e-05+0.00016773i,-0.00034275-1.2742e-05i,-0.0005198-0.00011075i,-0.0002979-0.00017546i,0.00054078+0.00012119i,0.00044954-0.00042606i,-6.171e-05-0.00051304i,-7.8484e-05+0.00012887i,0.00019312-0.00012553i,0.00037312+0.00021521i,0.00031316+0.00033805i,1.4587e-05-0.00024031i
-0.0020752+0.000339i,-0.0029512+5.144e-05i,-0.0026983+0.0011787i,-0.0016024+0.0013817i,-0.00082454+0.00072888i,-0.0014574-0.00013742i,-0.0014817+0.00029261i,-0.00059109+0.00089936i,0.00064731+0.0012692i,0.00080013+0.001519i,0.00016867+0.0014407i,0.00013919+0.0011837i,0.00015183+0.00029974i,-0.00014672-0.00064599i,0.00021502-0.00022417i,0.00025363+0.00018757i,-0.00029531-0.0005948i,-0.00024603-0.00096308i,0.00039145-0.0009566i,-0.00017538-0.00069968i,-0.00062767-0.00043942i,-0.00018458-0.00038354i,-0.00044613+0.00018391i
0.00021958-0.00044721i,0.0016762-0.00056545i,0.001348+0.00021783i,0.00084903+0.00040695i,0.00071555-0.00051057i,0.0013569-0.0015899i,0.001911-0.00095031i,0.0016541+0.001022i,0.00086869+0.0017047i,0.00054215+0.0015817i,7.5221e-05+0.00092124i,-0.00047323+0.00017178i,-0.0005076+0.00010043i,0.00015593+0.00018335i,0.00012997+0.00025797i,0.00026175+0.00097999i,0.0003661+0.00085781i,0.00032864-0.00022914i,0.00076032-0.00042082i,0.0010435+0.00014152i,0.0012587+0.00044696i,0.0009317+0.00045121i,0.00046647+0.00052149i
-0.00076042+0.0023853i,-0.00024739+0.0028628i,-2.7182e-05+0.0029611i,0.00027019+0.0026017i,0.00023764+0.0011219i,-0.00022409-5.9818e-05i,-0.00053123-0.00018449i,-0.00041063-0.00024157i,0.00050704+0.00049758i,0.00087341+0.00079236i,0.0005418+0.00056377i,3.0396e-05+0.00062165i,-0.0002007+0.00039508i,-3.7626e-05-4.3809e-05i,6.6523e-05+0.00010124i,5.7704e-05+0.00026988i,-0.00017891+0.00045296i,2.9584e-05-9.1433e-05i,0.00021643+8.1894e-05i,9.4638e-05+0.0010123i,-0.00020826+0.00089463i,-0.00055778-0.00012896i,-0.00039705-0.00080581i
0.0018901-0.0010407i,0.0016648-0.00041652i,-0.00042145-0.0011028i,-0.0012039-0.0007195i,-0.00112-0.00067697i,-0.00171-0.0014681i,-0.000987-0.00088513i,0.00015648+0.0010245i,6.4862e-05+0.0012303i,-0.00018418+0.00099129i,-0.00023381+0.0010257i,-0.00060409+0.00091727i,-0.00032792+0.0008143i,0.00062289-0.00026449i,0.00039231-0.00088108i,-0.00052015-0.00042566i,0.00036843-0.00019126i,0.0010113-0.00026134i,0.0012069-0.00012438i,0.00071777+0.00073091i,0.00025868+0.0011277i,0.00092844+0.0010369i,0.00087408+0.00042876i
4.6928e-05+0.00058776i,-1.023e-05+4.5425e-05i,-0.00034549+2.2596e-05i,-0.0011625+0.00052842i,-0.00043712+0.0006536i,5.1334e-05+0.0007962i,-0.00020738+0.0012792i,2.5309e-05+0.0019108i,0.00091243+0.0018954i,0.0010489+0.0013066i,0.00040687+0.0010074i,0.00022109+0.00058555i,0.00037544+0.00012367i,0.00041713-0.00056421i,0.00046874-0.00039859i,0.00020702+0.00032391i,6.7881e-05+0.00029491i,0.00037215+0.00011821i,0.00031501+0.00051073i,-0.00031908+0.00085752i,-0.00050263+0.0007267i,-0.00033709+0.00053424i,0.00038599+0.00041058i
0.00049497+0.00044893i,0.00082629+0.0010393i,0.00093978+0.00085878i,0.00096573-0.000361i,0.00036754-0.0011708i,-0.00065807-0.0016671i,-0.00016284-0.0014215i,0.00096445+0.00014018i,0.00025541+0.0013276i,-0.0005384+0.0012004i,-0.00053311+0.00027062i,-0.00055405+0.00065149i,-0.0004164+0.0010419i,0.00065584+0.00046008i,0.00093373-0.00041115i,0.00081321-0.00057258i,0.00095529+0.00032657i,0.00064658+0.00015069i,0.00065344-0.00031115i,0.00024909-9.664e-05i,0.00023879-1.7245e-05i,-0.00020882-6.3062e-05i,-0.00050819+9.1032e-05i
-0.0011694-0.00029683i,-0.0017235+0.0013142i,-0.0009602+0.0019833i,-0.00018582+0.0025584i,0.00028728+0.0020812i,0.00022583+0.00074176i,-3.2861e-06-0.00016204i,0.0001969+0.00014951i,0.00027342+0.00088257i,-0.0008031+0.0011727i,-0.00069452+0.00083672i,0.00031364+0.00055872i,0.00020698+7.4646e-05i,0.00026147-0.00088738i,0.00052717-0.00093258i,-0.00043295-0.00082684i,-0.00090373-0.00074951i,-5.4716e-05-0.00096746i,0.0010364-0.00057837i,0.00080103+0.0004483i,-0.000279-1.6027e-05i,-0.00036031-0.0002271i,0.00036075+0.00074777i
0.00064127-0.00070283i,0.00039533-0.00068099i,-0.00062566+0.001074i,-0.00093889+0.0014525i,-0.00019633+0.00043906i,0.00056106-7.2925e-05i,0.00064185-0.00081021i,0.00076995-0.00082777i,0.0011279+8.1888e-05i,3.3303e-05+0.00010642i,-0.00095251-0.0001332i,-0.0003473+0.00033182i,-0.00030907+0.00072493i,-0.00018407+0.00064371i,-0.00024058-9.8938e-05i,-0.000337-0.00021477i,0.00040335+3.4299e-05i,0.00076649+0.00011683i,0.00037878+0.00015662i,0.00029923-8.0156e-05i,0.00036941-0.00028155i,0.00059377+0.00025521i,0.00053963+0.00037556i
0.00010355+0.0010755i,0.0005944+0.0017403i,0.00087117+0.0015714i,0.00062644+0.00062677i,0.00036931-0.00059166i,0.00033973-0.0017651i,-0.00012113-0.0013606i,-5.6341e-05+0.00049299i,0.00026669+0.0021268i,0.00044947+0.0021461i,0.0002934+0.001342i,0.00016898+0.00061846i,0.00012693+0.0004219i,0.00021309-0.00042345i,0.0003447-0.00062577i,-8.5153e-05-0.00014844i,-7.1681e-05-0.0008368i,-9.5149e-05-0.0014386i,-0.00017521-0.00075092i,-5.2273e-05-0.00014073i,-0.00046578-0.00041941i,-0.0012-0.00039649i,-0.0015797+0.00024756i
0.000171-0.0016904i,0.00032107+0.00028218i,-0.00016215+0.00099242i,-0.0007464+0.002058i,-0.00019014+0.0031184i,-0.00013457+0.0029245i,0.0006568+0.0021439i,0.001895+0.0014907i,0.0016093+0.00072034i,-4.2743e-05+0.00066731i,-0.0017513+0.00054071i,-0.0020914+0.00031473i,-0.00077636+0.00014202i,0.0009104+0.00047132i,0.0012204+0.00080062i,0.00065859+0.00060348i,0.00038852+0.00045797i,0.00087677-0.00031751i,0.0011031-0.00069772i,0.00062924-0.00034985i,0.00041443-0.00032581i,-6.3878e-05-0.00070036i,-0.00070392-0.0011141i
3.5794e-05-0.00077041i,-0.0001415-0.0010957i,9.3351e-05-0.00036241i,-7.3547e-05-0.00046493i,-7.6075e-05-0.0012933i,-0.001019-0.0022764i,-0.0018631-0.0017914i,-0.0011336-0.00021084i,-0.00079687+0.00087972i,-0.00018158+0.0013519i,1.3597e-05+0.00057265i,-0.00058724-0.00013696i,-0.00042789-0.00026693i,0.00027882-0.00037355i,0.00087594-0.00038931i,0.00093295-0.00013885i,0.00063568+0.00044093i,-0.00011706+0.00037588i,-0.00014786-0.00050897i,0.00037997-0.00013956i,0.00080233+0.0010368i,0.00056374+0.0014561i,-0.00051294+0.0010503i
0.0013818-0.0020755i,0.0018895-0.0010638i,0.00065955+0.00032097i,-0.00040329+0.00074281i,-0.00087515+0.00066138i,-0.00098107+0.00065521i,-0.00041541+0.00032838i,0.0004079+0.00076811i,0.00019809+0.0019458i,-0.00010824+0.0015645i,-5.133e-05+0.0010092i,-0.00049367+0.0014255i,-2.6039e-05+0.0010123i,0.0006582+0.00053189i,0.00070982+0.00034485i,0.0002025+0.00020463i,-0.00079132-0.00021963i,-0.00084679-0.00039474i,-8.4335e-05+0.00014932i,-0.00017382+0.00027538i,-0.00043873-3.2142e-05i,9.5678e-05-0.00053364i,-0.0001069-0.00060971i
0.0006136-0.0001499i,0.00080416+0.00018918i,0.000324-2.4285e-05i,-0.00095246-0.00010718i,-0.0010996-0.00019081i,-0.0005497-0.0001928i,-0.0002146-0.00027258i,0.00022015+0.00032106i,0.00048874+0.00082685i,3.2155e-05+0.00041281i,-0.00078427+0.00011768i,-0.001121+0.00042578i,-0.00085145+0.00078699i,-0.00036996+0.0011021i,0.00016174+0.00087814i,0.00046975+0.00025729i,0.0011257+0.0004664i,0.0012099+0.00057545i,0.00045131+0.00019492i,-0.00020914+0.0001723i,-0.00015017+0.00032559i,0.00028419-6.0521e-05i,-0.00010216-0.00073461i
6.8259e-05+0.001564i,0.00080648+0.0023943i,0.00094645+0.0019267i,0.00023863+0.0015529i,-0.00060297+0.00065896i,-0.0010641+0.00048349i,-0.0004844+0.00055679i,-4.5122e-05+0.00048793i,0.00020384+0.00072218i,0.00010754+0.00071564i,-5.8862e-05+0.00017965i,-1.145e-05+7.6894e-05i,-0.00045231+0.00032121i,-8.8925e-05+0.00015969i,0.0011112+0.00014622i,0.00092527+7.402e-05i,0.00034838-2.8811e-05i,0.00027563+1.6592e-05i,0.00025716+0.00036617i,0.0005532+0.00089881i,0.00044037+0.00059129i,0.00014499+0.00013394i,-2.7811e-05+0.00031232i
-0.0027892+0.0018537i,-0.0039606+0.0017249i,-0.0032207+0.0011517i,-0.0016347-0.00015385i,-0.00058449-0.0012309i,-0.0011314-0.0018289i,-0.0017121-0.00064797i,-0.0015923+0.00071448i,-0.00042297+0.001181i,0.00052107+0.00087159i,0.00047713-0.00021648i,0.00023748-0.00067943i,0.00010537-0.00027486i,-0.00027493+0.00012339i,-0.00068012+0.00049319i,-3.8984e-05+0.00020567i,0.0008162+5.7221e-05i,0.00041583+4.8862e-05i,-0.00020142-5.905e-05i,0.00026948+7.5204e-05i,0.00082743+0.00024892i,0.00094119-0.00023517i,0.00040016-0.0010466i
-0.0010447-0.0036921i,-0.0010645-0.0027392i,-0.0013667-0.0016857i,-0.0015928-0.0004456i,-0.0013898+0.00034279i,-0.001211+3.2241e-05i,-0.00058202+4.1396e-05i,-0.00062085+0.00052274i,-0.0012049+0.00054306i,-0.0011064+0.00063112i,-0.00034151+0.00070837i,-0.00017259+3.734e-05i,0.00038869-0.00021705i,0.00034495-0.00031011i,-5.6405e-05-0.00032339i,0.0005168+0.00010707i,0.00075844+0.00065472i,0.00054644+0.00024152i,-3.0145e-05-0.00060792i,0.00030312-0.00016071i,0.00025121+9.0431e-05i,-0.00080729+0.00052364i,-0.00058277+6.1779e-05i
-0.00017165-0.00020741i,0.00077239-0.00037938i,0.0012871+5.5586e-05i,0.0019743+0.00026543i,0.0017898+2.1971e-05i,0.0013684-0.00030082i,0.0013299-0.00064138i,0.00092378-0.00028179i,0.00046805+0.00049944i,4.4876e-05+0.0010627i,-0.00020848+0.00032706i,-0.00019938+4.1166e-05i,-4.7647e-05+5.9331e-05i,0.00011851-0.000981i,1.859e-05-0.0011649i,0.00020236+9.5606e-06i,0.00035212+0.00065136i,0.00013836-0.00020997i,-0.00019373-0.0007016i,-0.00067794-0.00065485i,-0.00060614-0.00048168i,-0.00022952+0.00020249i,-0.00024845+0.00053385i
-0.00024134+0.00070879i,-0.00069894+0.00098229i,-0.00093598+0.0015073i,-0.0019433+0.0014848i,-0.0023217+0.0013364i,-0.0017559+0.00063402i,-0.0013804+0.00059539i,-6.9309e-05+0.0009484i,0.0014187+0.0010987i,0.0021987+0.00078086i,0.0019189-0.00040464i,0.0008626-0.00025332i,0.00019832+0.00062823i,0.00058552+0.00057381i,0.0011491+0.00054034i,0.00044516+0.00049298i,9.9731e-05+0.0001362i,0.00059833-0.00036374i,0.00093704+0.00037109i,0.00071598+0.00067136i,-0.00025282-3.8883e-05i,-0.00070856-0.00040582i,0.00035458-0.00046533i
0.00052081-0.0012629i,0.0008683+4.8528e-06i,-1.5688e-06+6.4706e-05i,-0.0003589+7.7421e-05i,-0.00053712-0.00068826i,0.00032631-0.00094354i,0.00098512-0.00036894i,0.00056618+0.00032223i,0.00034415+0.00084244i,-0.00031363+0.00035363i,-0.0007514-0.00014609i,-0.00019258-0.00022688i,-4.6801e-06-9.9531e-05i,-4.3104e-05-0.00010237i,-0.00017792-0.00095843i,-3.7209e-05-0.0013991i,2.1315e-07-0.00091512i,0.00011775-0.00030039i,0.00033425-0.0005121i,-4.6482e-05-0.00069497i,-0.00071665-0.00037772i,-0.0004757+9.7995e-07i,0.00088044+1.4104e-05i
-0.00056937+0.00086484i,-5.8326e-05+0.00052877i,-0.00038363+0.00024826i,-0.00064896+0.00086037i,-0.00086391+0.00012117i,-0.001033-0.0010041i,-0.0010876-0.00031242i,-0.00046353+0.00091066i,0.0001671+0.0016347i,0.00022681+0.0016959i,-2.472e-05+0.00061581i,-0.00020738-0.00012339i,0.00021082+4.3299e-05i,-8.9061e-05-3.6855e-05i,-7.3419e-05-0.00069261i,0.00024232-0.00096462i,5.1959e-05-0.00087479i,0.00070101-0.00036107i,0.0011486+0.00032242i,0.00089123-0.00025943i,0.00062649-0.00083901i,0.00013313+8.5888e-05i,-0.00043772+0.00018103i
0.00029465+0.00077624i,-0.00020107+0.00096557i,0.0010029+0.0012534i,0.0015041+0.0012289i,0.0014403+0.00020904i,0.00093247-0.00057004i,-8.9324e-05-1.6436e-05i,-0.00052562+0.001474i,0.00011635+0.0020773i,0.00027793+0.0016365i,-3.1267e-05+0.001582i,-0.00020901+0.00080954i,-0.0005021+0.00028264i,-0.00023422+0.00082571i,0.00057364+0.0008344i,0.00094335+0.00037549i,0.00050687+0.00031814i,-0.00023177+0.00098116i,-0.00070864+0.0010803i,-0.0010148+0.00076444i,-0.00045867+0.00082702i,2.7511e-05+0.00060418i,0.00037005+0.00027984i
