-0.0038337+0.0015635i,-0.0028167+0.00074061i,-0.0026691+0.00081283i,-0.0013279+0.00081101i,5.5973e-05+0.0011723i,-0.00057822+0.0019906i,-0.0010953+0.0027339i,-0.000339+0.0021736i,0.00023652+0.0010611i,0.00068266+2.1089e-05i,0.0011456+0.00014121i,0.00080517+0.00074349i,-0.00020615+9.1779e-05i,-0.00056067-0.0002545i,-0.00013553-0.00030302i,0.000805+6.9958e-05i,0.00070181+0.00059534i,0.00024193+0.00030635i,0.00043209-2.6715e-05i,0.00063946-0.00027982i,0.00011899-0.00071285i,0.00011276+4.6183e-05i,0.00037755+0.00079286i
0.0030335-0.0001229i,-0.00060053-0.0048985i,-0.0045097-0.01561i,-0.025637-0.026391i,-0.066182-0.022772i,-0.099837-0.0006918i,-0.10718+0.036217i,-0.07796+0.054083i,-0.036348+0.034814i,-0.016962+0.011918i,-0.013903+0.0072066i,-0.011342+0.0024054i,-0.011276-0.0048316i,-0.011146-0.0030108i,-0.0096987+0.0030463i,-0.0067695+0.004774i,0.00040646+0.00086372i,0.007609-0.00781i,0.0067081-0.020884i,-0.0050398-0.030404i,-0.014746-0.027084i,-0.010882-0.01732i,-0.0024281-0.010362i
-0.0042348-0.0081019i,-0.010532-0.021453i,-0.019031-0.031278i,-0.018831-0.016137i,-0.012648+0.035031i,-0.0092382+0.10074i,0.0018554+0.1302i,0.017274+0.1037i,0.016661+0.05147i,0.0036524+0.018703i,-0.0024359+0.0072474i,-0.0066842-0.0024676i,-0.016904-0.0069876i,-0.018509-0.0041196i,-0.0057924-0.0059701i,0.0088113-0.014796i,0.016118-0.017986i,0.017868-0.0077958i,0.01911+0.0066317i,0.020724+0.014572i,0.015957+0.013045i,0.00365+0.0066188i,-0.0063213+0.006371i
-0.0072367+0.001632i,-0.012083-0.00052737i,-0.020868-0.0077369i,-0.012334+0.0024262i,0.030361+0.040753i,0.081019+0.065259i,0.10488+0.041676i,0.082172+0.0037157i,0.037365-0.0082782i,0.013482-0.0058604i,0.010675-0.0093362i,0.007871-0.011718i,0.004032-0.0055818i,0.0081589-0.00074186i,0.017538-0.0043589i,0.020669-0.015015i,0.013822-0.025596i,-0.00083486-0.03111i,-0.019566-0.030903i,-0.03343-0.022239i,-0.034823-0.011905i,-0.028765-0.0051981i,-0.022609+1.6493e-05i
-0.0011061+0.0027248i,-0.00044933+0.014796i,0.0070891+0.029238i,0.018275+0.026357i,0.029387-0.004033i,0.046848-0.059183i,0.046385-0.10799i,0.017564-0.10596i,-0.0066947-0.060587i,-0.0052279-0.024178i,0.0027946-0.010354i,0.0070993+0.00027459i,0.013498+0.005555i,0.014862+0.00086617i,0.0074693-0.0029195i,-0.00036119-0.0015323i,-0.0044478-6.1605e-05i,-0.0026382-0.00074539i,0.0079355-0.0010167i,0.02258-0.00094624i,0.027842-0.0021668i,0.020658-0.001202i,0.011112+0.0013615i
0.011358+0.0057672i,0.029878+0.018312i,0.050202+0.042994i,0.046446+0.037759i,-0.0018909-0.027401i,-0.067134-0.08742i,-0.10045-0.090082i,-0.087028-0.057571i,-0.050388-0.028313i,-0.022161-0.014215i,-0.010543-0.0062844i,0.00042392-0.0012798i,0.014164-0.0041183i,0.014867-0.005919i,0.0043967+0.0042558i,-0.0032694+0.019525i,-0.0078292+0.022712i,-0.015313+0.013786i,-0.024937+0.0073953i,-0.02954+0.010736i,-0.022127+0.017357i,-0.0056076+0.016473i,0.0066698+0.007772i
0.0083118-0.0015305i,0.024496-0.00034309i,0.045097-0.0075787i,0.046562-0.018306i,0.012751-0.025334i,-0.045563-0.0050812i,-0.074078+0.043416i,-0.049375+0.059676i,-0.013771+0.031692i,-0.0020095+0.0085266i,-0.0022998+0.0064778i,-0.00026463+0.0071355i,-0.0010192+0.0050076i,-0.0089473+0.0053805i,-0.015108+0.010685i,-0.0099702+0.016789i,0.002881+0.019325i,0.015737+0.016966i,0.025208+0.0063215i,0.025977-0.0087352i,0.019209-0.013865i,0.013267-0.0083149i,0.0123-0.0060067i
-0.0056973-0.012681i,-0.023307-0.02919i,-0.034691-0.0509i,-0.021921-0.04916i,0.012368+0.0019988i,0.05233+0.059202i,0.068846+0.078892i,0.061661+0.065531i,0.044059+0.034973i,0.020654+0.010555i,0.0010643-0.00030254i,-0.013397-0.005536i,-0.024637-0.0041067i,-0.020537-0.00018779i,-0.0046165-0.0044393i,0.005087-0.01358i,0.003806-0.014542i,-0.0021069-0.0022678i,-0.0083778+0.014882i,-0.01243+0.025618i,-0.011668+0.023558i,-0.0098323+0.013685i,-0.0078056+0.0070024i
-0.012104-0.0020799i,-0.040908-0.018029i,-0.089443-0.029585i,-0.099597-0.015007i,-0.026033+0.0098201i,0.071225+0.0038078i,0.10982-0.032884i,0.083042-0.044373i,0.042984-0.023507i,0.019619-0.011178i,0.0049902-0.010949i,-0.0057088-0.0070986i,-0.010492+0.0017067i,-0.0078079+0.0058274i,-0.003791-0.0027376i,-0.0039727-0.015761i,-0.0026441-0.021273i,0.0044349-0.021231i,0.012622-0.024161i,0.013439-0.031464i,0.0039564-0.034048i,-0.008238-0.02716i,-0.013577-0.015682i
-0.011195+0.010085i,-0.022749+0.02828i,-0.053503+0.050302i,-0.082311+0.065523i,-0.069971+0.056069i,-0.035407-0.0013628i,-0.019923-0.065352i,-0.024039-0.07064i,-0.019602-0.035808i,-0.0085366-0.014509i,-0.0059158-0.0098664i,-0.0039576-0.0042492i,0.0034868-0.00097265i,0.0098041-0.0030537i,0.010005-0.0042345i,0.0041743-0.0032003i,-0.0038409-0.0010791i,-0.0062077+0.0016277i,-0.0023213+0.0080881i,0.0052713+0.01687i,0.012047+0.016726i,0.01095+0.0084702i,0.003828+0.0040517i
0.0025657+0.007613i,0.020712+0.034166i,0.058021+0.069218i,0.070757+0.0751i,0.017899+0.046231i,-0.052214+0.026345i,-0.080806+0.027956i,-0.064764+0.022399i,-0.036977+0.0089533i,-0.013504+0.0032456i,0.0030337+0.0038871i,0.014477+0.0028734i,0.021114-0.0017683i,0.017712+0.0023415i,0.0085973+0.017827i,0.0077705+0.027414i,0.014214+0.018208i,0.016563-0.004694i,0.0086916-0.025709i,-0.0040337-0.03157i,-0.0091981-0.020755i,-0.0048652-0.0067776i,-0.00046872-0.0010704i
0.014532-0.0022542i,0.055056-0.0055787i,0.12082-0.0036991i,0.1668-0.0038651i,0.13259+0.0022426i,0.055133+0.052748i,0.014928+0.10684i,0.011772+0.097845i,0.011091+0.052158i,0.0084931+0.026799i,0.011411+0.021031i,0.013156+0.013108i,0.0096083+0.0028916i,0.0038518-0.0025182i,0.0029589-0.00093021i,0.0095323+0.0014028i,0.014546-0.00064984i,0.012471+0.00029698i,0.0089759+0.0094071i,0.0093965+0.01917i,0.011506+0.020838i,0.013011+0.016441i,0.013329+0.01259i
0.0055948-0.01135i,0.017415-0.041786i,0.034495-0.095338i,0.0496-0.12244i,0.067573-0.084056i,0.079733-0.026433i,0.07774+0.010224i,0.061303+0.023164i,0.036277+0.020418i,0.019533+0.014775i,0.014926+0.010559i,0.0099+0.0061652i,0.00059968+0.0056039i,-0.0054307+0.003308i,-0.0051856-0.0048767i,-0.0031972-0.013833i,-0.0049804-0.020353i,-0.01118-0.021568i,-0.020104-0.01719i,-0.028873-0.011059i,-0.030461-0.0024419i,-0.022013+0.0070679i,-0.01019+0.010052i
-0.0077314-0.0064231i,-0.04203-0.024473i,-0.093791-0.041601i,-0.12799-0.033697i,-0.10297-0.010221i,-0.033576-0.021578i,0.0075854-0.060873i,0.0053043-0.063112i,-0.00020979-0.02868i,0.00064073-0.0072647i,-0.0016198-0.0041262i,-0.0064463-0.0013523i,-0.0085415+0.0013291i,-0.0082645-0.0062865i,-0.012178-0.020654i,-0.020793-0.023361i,-0.024424-0.0085374i,-0.016994+0.0097432i,-0.0010203+0.01835i,0.013598+0.014288i,0.014811+0.0042354i,0.0069716-0.0019686i,0.0029619-0.0052526i
-0.011837+0.012529i,-0.056664+0.03632i,-0.14077+0.085215i,-0.20997+0.12665i,-0.19719+0.10588i,-0.14319+0.033793i,-0.10958-0.034736i,-0.085277-0.053283i,-0.053034-0.035118i,-0.027016-0.022773i,-0.017567-0.021549i,-0.013751-0.017184i,-0.0045092-0.0092627i,0.0038186-0.0017361i,0.0051893+0.0041317i,0.00037751+0.010126i,-0.0037623+0.016823i,-0.0050258+0.017454i,-0.0084399+0.0098792i,-0.01227+0.0012757i,-0.0098489-0.0014279i,-0.0046184-0.00094158i,-0.0049364-0.0034327i
-0.006264+0.013756i,-0.0095022+0.060132i,-0.0037178+0.12003i,0.015375+0.14493i,0.023886+0.10749i,0.00023542+0.057602i,-0.030351+0.03876i,-0.038754+0.019334i,-0.02856-0.0051513i,-0.01922-0.013852i,-0.019334-0.0092677i,-0.018774-0.0029565i,-0.01218-0.00033594i,-0.0041148+0.004425i,0.0025528+0.013417i,0.010516+0.019055i,0.021438+0.018346i,0.03263+0.012417i,0.03934+0.0012412i,0.037138-0.0095055i,0.027572-0.014939i,0.014247-0.015168i,0.0024584-0.011775i
0.013467+0.0018589i,0.051286+0.0025534i,0.13008-0.012015i,0.19582-0.053935i,0.17168-0.089563i,0.098615-0.069631i,0.053646-0.0086979i,0.037189+0.024181i,0.022067+0.011183i,0.0028563-0.0045701i,-0.010065-0.0030085i,-0.013516+0.0017886i,-0.013366+0.0039193i,-0.0074315+0.010146i,0.0079195+0.01443i,0.022676+0.0048963i,0.024143-0.01324i,0.012573-0.025036i,-0.0034128-0.02093i,-0.013695-0.0074637i,-0.012474+0.00017547i,-0.006688+0.0015256i,-0.0029107+0.0058572i
0.025173-0.015822i,0.068185-0.070986i,0.12822-0.15775i,0.15898-0.21493i,0.13165-0.19055i,0.085578-0.11756i,0.070566-0.053446i,0.069722-0.014688i,0.049672-0.0052495i,0.020172-0.0068811i,0.00864-0.00061337i,0.009192+0.0040761i,0.0031305+0.0031624i,-0.0074227-8.3235e-05i,-0.01163-0.0043386i,-0.0086483-0.011086i,-0.0071217-0.022376i,-0.0082526-0.030556i,-0.0039572-0.02953i,0.0032125-0.024268i,0.0013689-0.018027i,-0.0050363-0.0094316i,-0.0045669-0.0012905i
0.0024179-0.016313i,-0.0083222-0.046478i,-0.061688-0.086121i,-0.14668-0.077159i,-0.17106-0.0043834i,-0.10702+0.043347i,-0.032696+0.018737i,0.003089-0.0084385i,0.011616-0.0030877i,0.012805+0.002268i,0.017585-0.0022327i,0.022646-0.0077665i,0.020407-0.011099i,0.011397-0.012957i,0.0005435-0.012541i,-0.0085954-0.0090077i,-0.017711-0.0045164i,-0.02611+0.00075596i,-0.030426+0.010154i,-0.027977+0.021348i,-0.017848+0.023126i,-0.0053218+0.015652i,0.00098993+0.0077252i
-0.017128+0.0090078i,-0.067414+0.035579i,-0.14777+0.095976i,-0.19113+0.16649i,-0.13155+0.19149i,-0.034633+0.14997i,-0.0023063+0.071599i,-0.014439+0.015368i,-0.012086+0.0045501i,0.0085368+0.0059893i,0.021944-0.0033108i,0.024995-0.013062i,0.02685-0.016375i,0.022672-0.014749i,0.0078154-0.0060395i,-0.0024836+0.0091892i,0.0030349+0.02347i,0.013577+0.024426i,0.018858+0.0097653i,0.017216-0.004021i,0.011725-0.002064i,0.0094165+0.0058604i,0.0079676+0.0050015i
-0.020636+0.021052i,-0.051272+0.074912i,-0.075023+0.16721i,-0.04067+0.23076i,0.023399+0.19633i,0.044988+0.11335i,0.015241+0.061829i,-0.017711+0.038993i,-0.015653+0.026778i,0.0043307+0.018371i,0.0081149+0.011089i,0.0021107+0.0080975i,0.005448+0.0050145i,0.011124-0.0017887i,0.010624-0.00758i,0.0071334-0.0078813i,0.0086974-0.0020684i,0.015302+0.0073808i,0.016862+0.016641i,0.010374+0.023477i,0.0053996+0.023472i,0.005952+0.015191i,0.0064562+0.0073858i
-0.0025955+0.014677i,0.029333+0.019151i,0.12069-0.00038953i,0.23285-0.061864i,0.23964-0.13168i,0.12281-0.14421i,0.02098-0.0814i,-0.0039954-0.014642i,-0.00068916+0.0033617i,-0.0035624+0.0016096i,-0.012662+0.0095636i,-0.019293+0.019398i,-0.021527+0.020914i,-0.016021+0.014247i,-0.0045197+0.0016395i,0.001903-0.011107i,0.002698-0.019071i,0.0046812-0.023127i,0.0061501-0.026717i,0.001411-0.031257i,-0.0050008-0.02818i,-0.0049555-0.01755i,0.0024868-0.010059i
0.018676-0.0090229i,0.070683-0.04747i,0.14922-0.12419i,0.1613-0.18956i,0.068953-0.16849i,-0.020403-0.092752i,-0.027097-0.035088i,0.002336-0.012483i,0.010084-0.0084966i,-0.0030643-0.0081136i,-0.012416-0.0024935i,-0.01623+0.0092449i,-0.021379+0.018108i,-0.021364+0.01711i,-0.015488+0.0072178i,-0.014977-0.004597i,-0.022024-0.011671i,-0.026239-0.0096792i,-0.019011+0.0011837i,-0.0052879+0.0091479i,-0.0014223+0.0050304i,-0.0085052-0.00068496i,-0.010331-0.001841i
0.011845-0.018628i,0.02594-0.052751i,-0.00055333-0.090628i,-0.078749-0.10222i,-0.11676-0.069846i,-0.057965-0.01981i,0.012406-0.017979i,0.022271-0.038357i,-6.3041e-05-0.028257i,-0.011942-0.012065i,-0.011242-0.011386i,-0.0089533-0.010766i,-0.0077864-0.0014153i,-0.0056748+0.0095438i,0.0032297+0.016789i,0.014173+0.017476i,0.016308+0.012522i,0.0079619+0.0034694i,-0.0038738-0.0073506i,-0.0097154-0.015626i,-0.0098054-0.017001i,-0.010292-0.01182i,-0.012597-0.0051745i
-0.0002665+0.0043539i,-0.032513+0.037195i,-0.12978+0.11859i,-0.21542+0.22778i,-0.15305+0.26713i,-0.0036396+0.18089i,0.055847+0.055991i,0.024429-0.0037911i,0.0020588-0.0055598i,0.0068199-0.0037616i,0.011979-0.011357i,0.01449-0.018118i,0.019346-0.019884i,0.019192-0.0096502i,0.015371+0.013281i,0.019936+0.030228i,0.02892+0.03069i,0.033183+0.024163i,0.032997+0.018139i,0.032105+0.014394i,0.028877+0.01143i,0.017161+0.01209i,0.0041134+0.016147i
-0.018561+0.021719i,-0.06997+0.067289i,-0.12365+0.12872i,-0.10701+0.1558i,-0.037136+0.10797i,-0.01125+0.029344i,-0.032857-5.0329e-05i,-0.038974+0.012372i,-0.018122+0.01806i,-0.00080212+0.012644i,0.0023762+0.0093086i,0.0030623+0.0015227i,0.0063286-0.01414i,0.006163-0.023654i,0.004071-0.019689i,0.012426-0.014198i,0.02709-0.015304i,0.028871-0.021736i,0.0089581-0.025547i,-0.013573-0.016872i,-0.016198-0.0078612i,-0.0058949-0.0095429i,-0.0014633-0.0093902i
-0.029413+0.00091106i,-0.047428-0.0086889i,-0.00016737-0.024973i,0.099888-0.028992i,0.10302-0.0086955i,-0.0097658+0.029975i,-0.074359+0.073297i,-0.039734+0.074068i,-0.0019168+0.027679i,0.00017443-0.0035152i,-0.0020145-0.0043259i,0.00028737-0.0041177i,-0.0019454-0.0086394i,-0.0071174-0.011773i,-0.011421-0.011795i,-0.015683-0.0091984i,-0.019176-0.0094278i,-0.017075-0.0099593i,-0.0079155-0.0072496i,-0.00029334-0.0066527i,0.0029696-0.0038404i,0.0094693+0.00055519i,0.013842-0.00049489i
-0.0024629-0.026385i,0.02639-0.088044i,0.074757-0.19285i,0.067124-0.27668i,-0.022813-0.24191i,-0.098321-0.093633i,-0.079831+0.021213i,-0.026883+0.028566i,-0.010592+0.0034022i,-0.012702-0.0015887i,-0.0079507+0.0032861i,-0.0051268+0.0099075i,-0.011008+0.017401i,-0.015797+0.01461i,-0.01952-0.0070021i,-0.033049-0.028468i,-0.05024-0.032324i,-0.052027-0.023315i,-0.041011-0.011531i,-0.030612+0.0002945i,-0.024556+0.0091723i,-0.022221+0.0079453i,-0.018959-0.0010389i
0.038751-0.013749i,0.089734-0.022989i,0.12243-0.028634i,0.085999-0.028583i,0.049793-0.014994i,0.091688-0.010826i,0.11861-0.040074i,0.066779-0.058249i,0.014812-0.042807i,0.0033393-0.02976i,0.0039595-0.026939i,0.0051449-0.017815i,0.011329+0.00025605i,0.025186+0.013726i,0.033358+0.013755i,0.021534+0.012772i,0.0052294+0.019441i,0.0017555+0.0215i,0.014131+0.012525i,0.029447+0.0021429i,0.029416-0.0019388i,0.019812+0.0035466i,0.014663+0.0095607i
0.022258+0.026364i,0.027507+0.084948i,-0.02627+0.16128i,-0.091344+0.18434i,-0.057087+0.1069i,0.033234-0.015337i,0.052335-0.091477i,0.016259-0.076361i,0.0044047-0.017525i,0.017849+0.014499i,0.021602+0.021097i,0.02039+0.019952i,0.021562+0.010304i,0.011398+0.0039266i,-0.0013781+0.0083822i,-0.0023912+0.011626i,0.0042284+0.0077422i,0.0078707+0.0042443i,0.0071188+0.0068133i,0.0074222+0.010312i,0.002707+0.0118i,-0.0080226+0.015371i,-0.010785+0.01938i
-0.013937+0.022629i,-0.044576+0.060169i,-0.048329+0.10404i,0.034905+0.13366i,0.13633+0.11321i,0.13711+0.031631i,0.070491-0.025967i,0.028031-0.0159i,0.01955+0.0012439i,0.0068469+0.00055609i,-0.012196-0.0020375i,-0.019608-0.0069594i,-0.015175-0.021177i,-0.0081085-0.031941i,0.0048499-0.023132i,0.030586-0.0095595i,0.051339-0.0078775i,0.049705-0.0082775i,0.030794-0.0065782i,0.0083587-0.0085406i,-0.0010123-0.012832i,0.0059292-0.018313i,0.013833-0.021626i
-0.032113-0.030437i,-0.065084-0.078437i,-0.075422-0.13481i,-0.059582-0.13243i,-0.070199-0.051935i,-0.093954+0.051556i,-0.070375+0.1059i,-0.017665+0.084732i,0.0091978+0.043525i,0.010305+0.021713i,0.0037622+0.011276i,-0.0073419+0.0083478i,-0.02377+0.0080542i,-0.041575+0.01213i,-0.045123+0.019893i,-0.032787+0.01401i,-0.021172-0.0043524i,-0.016747-0.015127i,-0.020916-0.010733i,-0.02638+0.00091884i,-0.021736+0.0083797i,-0.01352+0.0070468i,-0.011266+0.00019665i
0.0041408-0.026663i,0.023977-0.091071i,0.071577-0.16991i,0.093089-0.20739i,0.053546-0.15743i,0.011392-0.064274i,0.0044893-0.0080066i,-0.0027505-0.0054504i,-0.019849-0.016075i,-0.028647-0.0184i,-0.034034-0.018952i,-0.038857-0.010856i,-0.030818+0.0040011i,-0.0085637+0.003242i,0.012346-0.013615i,0.018431-0.0245i,0.015514-0.023305i,0.013967-0.021892i,0.011684-0.023832i,0.0068404-0.021885i,0.0011859-0.018358i,-0.0032821-0.020081i,-0.007454-0.021279i
0.027132+0.015702i,0.045221+0.053675i,0.024329+0.11953i,-0.050674+0.16848i,-0.097292+0.1438i,-0.076755+0.079494i,-0.046103+0.034803i,-0.030899+0.015311i,-0.012095+0.0033221i,0.013534-0.0044865i,0.037602-0.004979i,0.049534-0.0031577i,0.049114+0.0089637i,0.045566+0.031707i,0.032577+0.047439i,0.011239+0.05697i,-0.0012003+0.058854i,-0.00010433+0.044107i,0.0066418+0.020964i,0.0099805+0.0036007i,0.0083512+0.0022596i,0.006164+0.016838i,0.0085867+0.033697i
-0.01415+0.034267i,-0.038746+0.11319i,-0.046514+0.21855i,0.0090236+0.24793i,0.084195+0.14895i,0.079524+0.017933i,0.019799-0.034212i,-0.0083808-0.020646i,-0.012796-0.0079047i,-0.022019+0.0017108i,-0.018708+0.014913i,-0.0026268+0.014405i,0.013783-0.0028913i,0.016471-0.031147i,0.0025041-0.048448i,-0.0013079-0.037426i,0.012847-0.012647i,0.025152+0.0013341i,0.025566-0.0029052i,0.01516-0.012179i,0.0028225-0.01436i,-0.0049327-0.0098971i,-0.0050734-0.0022492i
-0.0019426-0.0047887i,-0.026642+0.0047746i,-0.065533+0.049596i,-0.068999+0.12534i,-0.01821+0.17359i,0.038121+0.14827i,0.058024+0.090144i,0.055948+0.045015i,0.052365+0.014434i,0.04575-0.012082i,0.033247-0.031161i,0.023232-0.035503i,0.016528-0.027912i,0.011193-0.011339i,0.015446+0.0099712i,0.022501+0.016395i,0.017589+0.0085494i,0.0040521+0.0089716i,-0.0042272+0.016358i,-0.0022846+0.016698i,0.003762+0.013218i,0.011119+0.0099187i,0.01375+0.0014007i
0.015647-0.015901i,0.028477-0.10007i,0.0029051-0.25807i,-0.068571-0.38332i,-0.12396-0.34494i,-0.10743-0.20496i,-0.061403-0.1203i,-0.044036-0.076549i,-0.032609-0.022122i,-0.018297+0.0049296i,-0.028172+0.0088663i,-0.043053+0.015083i,-0.051584+0.012786i,-0.059947+0.0020069i,-0.060563-0.023208i,-0.060597-0.059716i,-0.061753-0.082225i,-0.053736-0.074378i,-0.033445-0.047118i,-0.011693-0.022284i,-0.0061144-0.010293i,-0.018273-0.010965i,-0.03184-0.014348i
0.024167+0.005212i,0.078506-0.044939i,0.12214-0.15422i,0.057785-0.21687i,-0.060434-0.14427i,-0.091869-0.053991i,-0.060782-0.037404i,-0.04402-0.039438i,-0.019627-0.029262i,0.012494-0.032235i,0.022551-0.039671i,0.013511-0.030542i,0.0045966-0.0062456i,0.024884+0.016568i,0.058655+0.018476i,0.057672+0.0046264i,0.022004-0.0053434i,-0.0092917-0.011491i,-0.01644-0.0074078i,-0.007042+0.0049361i,0.0071249+0.0072376i,0.015409+0.0014733i,0.014916-0.00093832i
-0.014741+0.020888i,-0.0036691+0.059351i,0.050794+0.113i,0.082291+0.10161i,0.019731+0.03146i,-0.06687+0.024334i,-0.09348+0.060964i,-0.07486+0.058299i,-0.060801+0.042155i,-0.043108+0.055855i,-0.0085251+0.072692i,0.015137+0.060783i,0.0091933+0.03668i,-0.020558+0.021426i,-0.051674+0.026766i,-0.054883+0.043546i,-0.034415+0.045398i,-0.016884+0.023804i,-0.014835-0.00073049i,-0.021056-0.005257i,-0.024527+0.0069416i,-0.020413+0.022383i,-0.0029802+0.030555i
-0.021541+0.0096177i,-0.034691+0.11788i,0.014223+0.32555i,0.19038+0.47944i,0.37145+0.41707i,0.36653+0.2387i,0.26431+0.13138i,0.18708+0.058588i,0.092843-0.016146i,0.0088858-0.036758i,-0.01149-0.038666i,-0.004039-0.048888i,0.012685-0.050494i,0.031383-0.050571i,0.045723-0.040997i,0.069123-0.014043i,0.090478+0.01121i,0.085676+0.024819i,0.056913+0.024562i,0.024027+0.015256i,0.0076493+0.010906i,0.012871+0.0059262i,0.020442-0.0066817i
-0.058822+0.0096456i,-0.18619+0.042874i,-0.32884+0.10366i,-0.30825+0.14537i,-0.12757+0.12268i,0.033296+0.058916i,0.087174+0.013598i,0.075703+0.0040952i,0.054868+0.010884i,0.033366+0.012264i,0.012703+0.015519i,0.0067083+0.020736i,0.0023368+0.014622i,-0.021864+0.020596i,-0.039433+0.04629i,-0.026616+0.050125i,-0.0037161+0.023548i,0.013124-0.00047071i,0.017747-0.010869i,0.0098462-0.013934i,-0.0012604-0.0078187i,-0.0076686-0.00085603i,-0.010843-0.0041798i
-0.0084309-0.070779i,-0.050578-0.24925i,-0.12239-0.46092i,-0.16716-0.49611i,-0.12761-0.34415i,-0.04955-0.2364i,-0.024415-0.20815i,-0.020662-0.14691i,0.010157-0.092193i,0.017687-0.093105i,-0.018694-0.089449i,-0.042917-0.056104i,-0.031073-0.034105i,0.00057856-0.044699i,0.02293-0.073577i,0.017992-0.093314i,0.0027902-0.086446i,0.0011556-0.061882i,0.012488-0.041823i,0.019039-0.037853i,0.013693-0.045874i,0.00097903-0.048939i,-0.014122-0.035477i
0.093197-0.029612i,0.25712-0.13307i,0.30729-0.28472i,0.069533-0.31856i,-0.22134-0.16716i,-0.2868+0.014835i,-0.22317+0.078917i,-0.15075+0.084798i,-0.056765+0.081473i,0.018447+0.058534i,0.047522+0.049626i,0.053068+0.046633i,0.036094+0.042725i,0.018703+0.061686i,0.01298+0.083858i,0.0018197+0.091218i,-0.011645+0.080181i,-0.020965+0.045563i,-0.021521+0.012105i,-0.013013-0.0014112i,-0.0056252-0.00219i,-9.9122e-05+0.0074674i,0.0070714+0.019183i
0.087157+0.11042i,0.27465+0.2716i,0.5277+0.36009i,0.59875+0.21696i,0.39892+0.013369i,0.17778-0.041819i,0.07826-0.015593i,0.020115-0.004079i,-0.029375+0.0023673i,-0.050166+0.016447i,-0.050342+0.022187i,-0.04383+0.021285i,-0.025551+0.013533i,-0.015339-0.021537i,-0.032664-0.057398i,-0.045643-0.047985i,-0.026449-0.012779i,0.0048399+0.0096911i,0.01564+0.015191i,0.004404+0.017358i,-0.0050318+0.021136i,-0.0019134+0.021519i,0.006138+0.019832i
-0.10301+0.13314i,-0.22656+0.423i,-0.24758+0.78261i,-0.0362+0.8836i,0.19194+0.61916i,0.21492+0.31936i,0.1579+0.18173i,0.11257+0.11463i,0.064335+0.079656i,0.044406+0.060904i,0.044669+0.025367i,0.038866+0.0026867i,0.036738+0.013618i,0.044812+0.037752i,0.062517+0.0521i,0.074548+0.042523i,0.0655+0.022552i,0.046802+0.015123i,0.035191+0.018652i,0.031202+0.021247i,0.02505+0.023672i,0.017607+0.022886i,0.013815+0.0093993i
-0.20361-0.14529i,-0.53069-0.29757i,-0.784-0.35301i,-0.65514-0.25032i,-0.31878-0.17892i,-0.15269-0.21028i,-0.13595-0.20168i,-0.10822-0.13641i,-0.068631-0.079579i,-0.041957-0.054203i,-0.03915-0.044042i,-0.04672-0.023396i,-0.039818-0.01154i,-0.037074-0.019221i,-0.052431-0.032493i,-0.065372-0.052527i,-0.067328-0.068956i,-0.058105-0.063436i,-0.037687-0.03955i,-0.016682-0.019577i,-0.0054114-0.015915i,-0.013029-0.019505i,-0.024559-0.015363i
0.12094-0.22679i,0.18525-0.5539i,0.074516-0.77727i,-0.17528-0.55908i,-0.24911-0.10022i,-0.1141+0.11261i,-0.038994+0.069101i,-0.025953+0.009499i,0.019095-0.025569i,0.057088-0.047414i,0.069183-0.050846i,0.059914-0.056626i,0.034931-0.048838i,0.033826-0.01782i,0.070878-0.00054983i,0.09005-0.01966i,0.053666-0.041993i,0.0020981-0.040139i,-0.022274-0.029539i,-0.021787-0.027644i,-0.017994-0.02602i,-0.017532-0.015218i,-0.015618-0.0060414i
0.20459+0.087277i,0.4679+0.077698i,0.56461-0.11223i,0.26096-0.34964i,-0.12175-0.30865i,-0.18025-0.073529i,-0.062585+0.023445i,-0.029793-0.0043965i,-0.053604-0.012649i,-0.05436+0.01403i,-0.030861+0.037293i,-0.012311+0.028449i,-0.027023+0.0028413i,-0.062131-0.0036233i,-0.088607+0.017833i,-0.07954+0.044336i,-0.042817+0.043288i,-0.019299+0.014994i,-0.023575-0.0047806i,-0.033153+0.0037858i,-0.032745+0.017525i,-0.023814+0.02054i,-0.0058248+0.026392i
-0.033968+0.29903i,0.053951+0.68169i,0.31101+0.9234i,0.58423+0.75122i,0.63187+0.38274i,0.4969+0.16925i,0.37745+0.10004i,0.26557+0.0545i,0.14099+0.036484i,0.052766+0.033958i,0.0079217+0.018226i,-0.0082651+0.004028i,-0.0010693+0.0010368i,0.023395-0.01026i,0.045676-0.032767i,0.053637-0.041065i,0.060881-0.029617i,0.072551-0.021076i,0.067835-0.027477i,0.038296-0.027761i,0.016408-0.007176i,0.020814+0.0067172i,0.025398-0.0025843i
-0.30564-0.064379i,-0.68694-0.047973i,-0.86393+0.083933i,-0.6462+0.17481i,-0.40573+0.090997i,-0.35864+0.018895i,-0.30593+0.053893i,-0.17845+0.06642i,-0.08584+0.043542i,-0.051598+0.021394i,-0.048331+0.019694i,-0.037681+0.036887i,-0.014692+0.035441i,-0.01511+0.030331i,-0.023543+0.046608i,-0.010146+0.058948i,0.0098917+0.045085i,0.019192+0.022334i,0.020894+0.0078559i,0.02276+0.0010275i,0.021853-0.0063078i,0.012241-0.017907i,0.0022744-0.027867i
