-0.0041765+0.0011454i,-0.0034488+7.5968e-05i,-0.0043651-0.00074546i,-0.004431-0.0012774i,-0.0039262+0.00021289i,-0.0022734+0.0021431i,-0.00042272+0.0028635i,0.0010149+0.0029874i,0.0013108+0.001586i,0.0015348+0.00020599i,0.0015341+0.00018549i,0.00089135-0.00015668i,0.00023568+5.2697e-05i,-0.00069553+0.00012005i,-0.00055392+8.8428e-05i,0.00026805+0.00033952i,0.00043068+0.00015864i,-1.4056e-05-0.00012952i,-0.00049498-0.00010964i,-0.00061033-9.1952e-05i,-0.00092615-0.00022481i,-0.00052751-0.00013425i,0.00038003+1.7167e-05i
0.0016736-0.00058537i,0.0025648-0.00046432i,0.0015816-0.00034362i,0.00038379-0.00041812i,-0.00051354+0.00014166i,-0.00032038+0.00020469i,0.00077989-0.00052933i,0.00074026-0.00032424i,-3.4926e-05+6.4565e-05i,1.8689e-05-9.5844e-06i,-4.553e-05+0.00030148i,-0.00037936+0.00027909i,-0.00028105-0.00031344i,-0.0003785-0.00017872i,-0.000141+9.5785e-05i,0.0002879+0.00017795i,6.11e-05-3.8408e-05i,-0.00030504+0.00024392i,-0.00016377+0.00012647i,-0.00015801-0.0001738i,-0.0001735-0.00022784i,-0.00032882+0.00041361i,-0.00020728+0.0014265i
2.7265e-05-0.00029206i,-0.0007808+0.00016908i,-0.0022081+0.00051629i,-0.0022627+0.00036151i,-0.0018974+0.0010254i,-0.00095865+0.0012416i,0.00016907+0.00092387i,0.00073354+0.00057395i,0.00097986+0.00029789i,0.0007941-0.00031392i,0.0002929-0.000686i,6.0425e-05-0.0011275i,-0.00013769-0.0010802i,-0.00013499+8.8132e-05i,-0.00043221+0.00081829i,0.00030787+0.00052295i,0.00048309+7.8204e-05i,-0.00032753-0.00015505i,-0.00060443-0.0002237i,-0.00082774+0.00060707i,-0.0007493+0.0010774i,-0.00048717+0.00039961i,-0.00024207-0.00027059i
-0.00084227-0.00068527i,-0.0013914-0.00037142i,-0.002207-0.00094177i,-0.002253-0.00034612i,-0.0016875+0.0013189i,-0.00044116+0.0023386i,0.00069684+0.0014842i,0.0011316+0.00042534i,0.0013134+7.511e-06i,0.00082383-0.00046827i,0.00016363-0.0004252i,-0.00025147-0.00048651i,-0.00038081-0.00047093i,-3.5515e-05-0.00041068i,0.00011868-0.00051042i,0.00055539-0.00023695i,0.00019601+0.00084254i,-9.6917e-05+0.0012961i,-9.0297e-05+0.00066478i,-0.00037349-0.00011713i,-0.00066782-0.00015109i,-0.00097749+0.00018326i,-0.0012806+0.00045182i
-0.0017647-0.00024893i,-0.0012846-0.00074176i,-0.00042941+4.336e-05i,-0.00097162+0.0010578i,-0.00096381+0.00096836i,0.00012826+0.0016002i,0.00033372+0.0017456i,0.00034324+0.0005991i,0.00014218-0.00014385i,2.8858e-05+2.298e-05i,0.00072215+3.3475e-05i,0.00058402-0.00027463i,0.00012577-8.9474e-05i,2.8358e-05+0.00030111i,0.00012739+0.00027125i,0.00010932+4.614e-05i,0.00048595-0.00057917i,0.00035734+8.8149e-06i,5.2497e-06+0.00055374i,5.0291e-05+0.00015804i,0.00066642-0.00045519i,0.0010171-0.00046877i,-6.4232e-05-0.00023695i
0.00073647-0.0018972i,0.00046728-0.0034729i,-0.00027421-0.0035258i,-0.0021917-0.0013177i,-0.0028858+0.00064515i,-0.0016264+0.0023414i,4.5376e-05+0.0019623i,0.0011004+0.00084908i,0.0010884+0.00078088i,0.0009575+0.00072236i,0.00064521+0.00019344i,5.4399e-05-0.00042024i,-0.00018989-0.00060122i,0.00014606-0.00018067i,0.00010045+4.177e-06i,-1.4362e-05-0.00018576i,-0.00059373+0.00028597i,-0.00031359+0.00030218i,0.00033251-9.0602e-06i,0.00052323+0.00026457i,0.00025057+0.00029153i,-0.00020782+0.00028837i,5.6591e-06+0.00031124i
0.0024145-0.00032563i,0.0023557-0.00048602i,0.001593-0.0010868i,0.00017525-0.0013588i,-0.0017121-0.00089691i,-0.0016618-0.00015619i,0.0001748+0.00031751i,0.0010829+0.00025799i,0.00094099-0.00017911i,0.00083858-0.00060342i,9.827e-05-0.00094759i,-0.0004613-0.00091457i,-0.00019038-0.00024898i,-0.00074986+0.0004247i,-0.00083545+0.00033036i,-0.00096631-0.00069487i,-0.00024653-0.00062244i,0.00034719-0.00036942i,-1.1512e-05-0.00028532i,-0.00041951-0.00014675i,-0.00094511+8.1836e-05i,-0.0014787-3.119e-05i,-0.0009185-0.00044302i
0.0015397-0.00067575i,0.00082335-0.00084577i,-0.0012581-0.0012038i,-0.0027215-0.0010394i,-0.0028464+0.00019937i,-0.0013732+0.0015165i,-0.00013976+0.00082254i,0.00018369-0.00018956i,-0.00040604-0.00021857i,-0.00021802-0.00029294i,0.00091233-0.0011761i,0.00081633-0.001676i,-0.00035477-0.00089739i,-0.00091961-0.0002489i,-0.00074653+8.6816e-06i,3.6703e-05-3.2492e-06i,0.00027674-0.00026408i,-0.00055483-0.00022419i,-0.00097628+2.28e-05i,-0.00072658-0.00029002i,-0.00021069-0.00049134i,-0.00063588-0.00036181i,-0.00016336-2.0248e-05i
0.0012473+0.00046364i,-6.8802e-05+0.00081049i,-0.00017563+0.0006857i,-0.00041491+0.00035369i,-0.00060044-0.000156i,-0.00017046-0.00024748i,0.00013152+0.00026401i,0.0008943+0.00028911i,0.0018003-0.00037604i,0.0014762-0.00052501i,0.00037488-0.00034939i,-1.8144e-05-0.00063822i,-0.00031386-0.00020602i,-0.00067125+0.00017987i,0.00015608+4.5404e-05i,0.0013662+0.00018059i,0.0010287+0.0001618i,0.00055093-3.5004e-05i,0.00057727+3.4173e-05i,2.2877e-05+0.00064064i,-0.00076962+0.00050372i,-0.00065035-4.8034e-05i,-0.00031399-0.0006644i
-0.0018327+0.00061644i,-0.0010765+0.00025644i,-0.00076259-0.00075426i,-0.0008252-0.00032274i,-0.00013864+0.00078996i,0.00056818+0.0018189i,0.00050902+0.001894i,0.00018694+0.00084784i,0.00018277+0.0013333i,0.0010813+0.0015693i,0.0017745+0.0010884i,0.0015068+0.0009141i,0.00085615+0.00043032i,0.00044866+0.00013717i,0.0002256+0.00053894i,0.00063922-9.7892e-05i,0.00088064-0.00048332i,-5.2742e-05+0.00018757i,-0.00044942-0.00020274i,-0.0005792-0.00029197i,-0.00045266+0.00065303i,-0.00051394+0.0012363i,-0.00010274+0.0006428i
-0.00036825-0.0024213i,-0.00060294-0.0032947i,-0.0014197-0.0027777i,-0.0027755-0.001931i,-0.0027944-0.00097146i,-0.0011178+0.0011066i,0.0005729+0.0013496i,0.0012991+0.00047405i,0.00070877-0.00016447i,-6.188e-05-0.00070007i,-0.00054877-0.0010615i,-0.00055489-0.0011471i,-0.00043726-0.0013339i,-0.00015038-0.00086682i,-0.00018777+0.00059986i,-2.6072e-05+0.00061596i,0.00080626-0.00034301i,0.00086852-0.0010765i,-0.00021395-0.0005751i,-0.00067863+0.00024003i,-0.00052578+0.0006293i,-0.00027003+0.00072874i,-0.00032538+0.00065255i
-0.00097634-0.00074469i,-0.00035408-0.0014113i,-0.00071095-0.0014905i,-0.0016523-0.00070405i,-0.0021405+0.0004513i,-0.0016756+0.0013701i,-3.9888e-05+0.0010041i,0.0010889-0.00028543i,0.00096239-0.0012072i,0.0010061-0.00099132i,0.00074725+0.0004965i,0.00042462+0.00082076i,0.00045478+0.00066768i,0.00051381+0.00095654i,0.00037402+0.00073427i,0.00010333+0.0004715i,-0.0004918-0.00018394i,-0.00055492-0.00048122i,-0.00056596-0.00015275i,-0.00047682+0.00018998i,-0.00028168+0.00023662i,-0.00041434+0.00038392i,-0.00064471+0.0007193i
0.0010424-8.3489e-05i,0.0022069-0.00034909i,0.0014129+0.00083177i,-0.00015304+0.0016306i,-0.00085032+0.0011139i,-0.00040222+0.0011624i,0.00039604+0.00099078i,-2.122e-05+0.00023793i,-0.00045146-0.00020025i,-0.00034362-0.00037997i,0.00022141-0.00028796i,0.00064521-0.00015729i,0.00067242-0.00054724i,0.00045285+0.00012956i,0.00047439+0.0010978i,0.001061+0.00074503i,0.001228+6.0996e-05i,0.00059007-2.5727e-05i,-0.00051887+2.7453e-05i,-5.19e-05-0.00015738i,0.0010206-3.8683e-05i,0.0010567+0.00019355i,0.001109+0.00053268i
0.00036956+0.0021335i,0.0014103+0.0025706i,0.0011163+0.002475i,0.00023715+0.0010718i,4.8065e-05+0.00076342i,0.00011611+0.001668i,0.00052339+0.0015553i,0.00071809-1.6595e-06i,0.0012683-0.00060443i,0.0015372-7.417e-05i,0.00098759-6.5548e-05i,0.00074273+0.00040643i,1.3728e-05+0.00099629i,-0.00075384+0.0010526i,5.9102e-05+0.00091805i,0.0012354+0.0010742i,0.00086436+0.00069192i,0.00018771+0.00023935i,0.00015574-0.0001754i,0.00049348-0.00020997i,0.00066007+0.00013298i,0.00054213-6.5922e-05i,0.00050308-0.00029535i
0.0023983-0.0012546i,0.0015395-0.0011416i,0.00072671-0.0013731i,-0.00048776-0.0012614i,-0.0014-0.00034387i,-0.0011654+0.0006864i,0.00038882+0.00066797i,0.0011213+0.00045866i,0.0010506+0.00033068i,0.00071164-0.00026916i,-0.00032398-0.00070914i,-0.00094801-0.00051469i,-0.0011683-0.00037384i,-0.0015166-0.00038014i,-0.0010435+0.00049733i,-0.00050245+0.00073013i,-0.00024133-0.00031304i,-0.00026647-0.00099008i,0.00028082-0.00062782i,0.00052905+0.00011365i,-0.00023177+0.00068764i,-0.00029718+0.00045985i,-0.00022004-0.00027471i
-0.0014373-0.0021153i,-0.00040344-0.0012485i,-0.0013834-0.00045868i,-0.001978+0.00026326i,-0.00086628+0.00065437i,0.00092104+0.0011899i,0.0015482+0.0010654i,0.00079294+0.0004791i,0.00016213+0.00030582i,-8.4556e-05+0.00053935i,-0.0001643+0.00025476i,1.3866e-05-0.00024947i,3.7003e-05+0.00029809i,0.00014428+0.00083349i,0.00062124+0.0012653i,0.00011069+0.0013045i,-0.00050951+0.0010532i,-0.00030984+0.00074671i,-0.00024744+0.00021597i,-0.00014562-0.00022028i,-0.00034481-0.00055339i,-0.00047157-0.00012216i,-0.00060507+0.00050567i
-0.00082263-0.00032888i,-0.00078447-0.0011562i,-0.0015703-0.0016216i,-0.0027806-0.00040708i,-0.0029241+0.0014317i,-0.00063413+0.0019075i,0.0016311+0.00094039i,0.0015264-0.00035089i,0.00061217-0.00032056i,0.00010471+0.0001483i,7.0322e-05-0.00011077i,-0.00018782-0.00033238i,-0.0011109-0.00070451i,-0.0014545-0.00059811i,-0.00089376-6.9382e-05i,-0.00057544-0.00036366i,-0.00051296-0.00061819i,-0.00045844+0.00052141i,-0.00072633+0.00075263i,-0.00039871-0.00045882i,-0.00014373-0.00033218i,7.5453e-05+0.00028398i,8.0929e-05+0.00029066i
7.6017e-05-0.00047906i,-0.0010324-0.0013796i,-0.002419-0.0011549i,-0.0034302-2.764e-05i,-0.0033651+0.00053687i,-0.0022215+0.00090872i,-0.00041483+0.00085592i,0.00057408+0.00074482i,0.0015016+0.00034992i,0.001828+0.00043172i,0.00089252+0.00067691i,5.0677e-05+0.0010125i,-0.00023359+0.001148i,2.4419e-05+0.00064664i,0.00034609+0.00010151i,5.5313e-05-0.0002141i,-0.00041214-9.2298e-05i,-0.00058626-0.00062274i,0.00022475-0.00095288i,0.0010119-0.00062945i,0.00078587-0.00045877i,0.00059484-0.00035225i,0.00028733-0.00047865i
0.0026423+0.0015111i,0.0031629+0.00055529i,0.0041287-0.00012192i,0.0023136+0.00041853i,0.00018063+0.00057606i,0.00031004+0.00051951i,0.00097171+0.00040519i,0.00087812-0.00071246i,0.00064142-0.00039917i,0.0013348-0.0001856i,0.0016534-0.00038968i,0.00047389-0.00037432i,-0.00046403-0.0004007i,-0.00046947-3.5127e-05i,-0.00023739+0.00012342i,-0.00049883+0.00010056i,-0.00071983-0.00032996i,-0.00058041-0.0003986i,-0.00062311+0.00026409i,0.00017871+0.00044462i,0.00075016+0.00073799i,0.00029346+0.0010834i,0.00036081+0.00043434i
-0.0010689-0.00032058i,-0.0011145+0.00040579i,-0.0015908+0.00090162i,-0.0022363+0.00097415i,-0.0016388+0.00089882i,-0.00019734+0.0014081i,0.0013782+0.00082918i,0.0017097-0.00017946i,0.0015634-0.00010548i,0.00074565-0.00017901i,-0.00048886-0.00015393i,-0.00065567-0.00034722i,-0.00024632-0.00052795i,2.059e-05+0.00047191i,-0.00018993+0.0012801i,-0.00025519+0.0010037i,0.00053642+0.00077107i,0.00039913+0.00050204i,-0.0002872-0.00031475i,-0.00011934-0.00018156i,0.00014134+0.00023729i,0.00031892+0.00036691i,0.00060752+0.00060648i
-0.0010542-0.00039731i,-0.00060961+4.9655e-05i,-0.001177+0.00068155i,-0.0015104+0.00074379i,-0.0010318+0.00075842i,-0.00038365+0.0005906i,0.00047196+0.00038792i,0.0015091-0.00035715i,0.0014411-0.00051321i,0.00036268-0.00040265i,-0.00037214-0.00065407i,-0.0005393-9.5932e-05i,-0.00049331+3.3027e-05i,-0.0004562-0.00062599i,-0.00023744-0.00044521i,0.00020088-0.00017068i,0.00039264-0.00025318i,-6.2515e-05-0.00077098i,-0.00034918-0.0015722i,2.4926e-05-0.0011437i,0.00028907-0.00058294i,-0.00016945-0.00028713i,-0.00038055+0.00017145i
0.000505-0.00069529i,0.00012762-0.001096i,-0.0015531-0.0010057i,-0.0025243+0.00035153i,-0.0015099+0.0014655i,-0.00069908+0.0013495i,5.7061e-05+0.00063633i,0.00053055+0.0002055i,0.00045052-0.00037153i,0.0010285+2.799e-05i,0.00070465-5.3183e-07i,-3.7548e-05-0.00041097i,-0.00018768-8.0927e-05i,0.00039889+0.00043334i,0.00023768+9.1015e-05i,0.00021948-0.00028375i,0.00087678-0.00062407i,0.00065867-0.00085997i,0.00054312-0.00042974i,0.00057533-0.00031873i,0.00011449-0.00027451i,0.00018524+0.00015318i,0.00013403-7.6823e-06i
0.000427+0.0010905i,0.00034904+0.00043577i,-0.00034478+0.00074803i,-0.0010978+0.00093545i,-0.00046974+0.00087893i,0.00087637+0.00090678i,0.0017179+0.0011317i,0.0011527+0.00088266i,0.00014636-1.2341e-05i,0.00047757+0.00036323i,0.00093244+0.00065992i,0.00055476-0.00018381i,9.1162e-05-0.00035639i,0.00038758+0.00011042i,0.00068255+0.0005231i,0.00059396+0.00058747i,-0.0002689-0.00024182i,-0.0013066-0.00036176i,-0.0012993+7.703e-05i,-0.0011795+0.0007887i,-0.0006345+0.0013775i,0.00029749+0.0010412i,0.00052021+0.00016062i
0.0026674-0.0016425i,0.0023895-0.0020239i,-0.00048679-0.002972i,-0.0024186-0.0034579i,-0.0017784-0.0025207i,-0.0013775-0.0012085i,-0.0010544-0.0006479i,-3.542e-05-0.00023763i,0.0010445+3.0806e-05i,0.0014033-0.0005989i,0.00079168-0.00113i,0.00014793-0.0011116i,-5.2742e-05-0.00083185i,-0.00023326-8.7727e-06i,-0.00020968-6.6369e-05i,0.00018761-0.0003834i,0.00046841-0.00021373i,0.00035148-0.00048901i,5.2057e-05-0.00077635i,0.00025591-0.0011594i,0.00027636-0.0013746i,0.00097848-0.001122i,0.0016769-0.00075023i
-0.00013697+0.00099299i,-0.00054478+0.001038i,-0.00097013+0.0008736i,-0.0004543+0.0012493i,0.00027042+0.0023516i,-0.00028921+0.0023024i,-0.00011213+0.0011935i,0.00049969+0.00043933i,0.00059263+0.00016259i,0.0008667+0.00039011i,0.0006642+0.00090029i,0.00024527+0.00079607i,2.1472e-05+0.00039831i,-0.00011089+0.00062309i,0.00034275+0.00047239i,0.00042558+0.00067719i,-5.7391e-05+0.00074841i,-8.2494e-05-2.7287e-05i,-7.4933e-06-0.00034062i,-0.00041736+0.00022727i,-0.00052472+0.00044267i,-0.00053991+0.00013765i,-0.00059552+0.00060432i
0.00097968+0.0008162i,0.00089209+0.00038689i,0.00091602-0.0013203i,-0.00021265-0.0013051i,-0.0015914+0.00046672i,-0.00077172+0.0013491i,-0.00011137+0.00080252i,-5.4774e-05+0.00088831i,0.00083136+0.0017289i,0.00087408+0.0013197i,0.00051219+0.00018907i,0.00048499-0.00043616i,0.00036998-0.00082837i,0.00082994-0.00027363i,0.00085459-7.4936e-05i,0.00058923-0.00050371i,0.00091753-0.00014119i,0.0007943+1.6705e-05i,0.00012254+3.7875e-05i,-1.2545e-05+0.00044817i,-1.0064e-06+0.00043034i,-0.00024065-0.00027235i,-0.00042992-0.00038963i
-0.00086003-0.00030945i,-0.002433+0.00020372i,-0.0027778-0.00064697i,-0.0022229-0.00021856i,-0.0014948+0.0013224i,-0.00043343+0.0017504i,0.00021254+0.0011015i,0.00066166+0.00049392i,0.0012904+1.0166e-05i,0.0018719-0.00075133i,0.0014255-0.00082395i,0.00010758+0.00010567i,-0.00061635+0.00011043i,7.2899e-05-0.00022163i,0.00080592+0.00029671i,0.00066557+0.00010372i,0.00010431+1.9709e-05i,-0.00027449+0.00022482i,0.00013435+0.00019791i,-0.0002382+0.00013753i,-0.00071079+7.5966e-05i,-0.00058586-3.3633e-05i,-0.00076802+0.00030971i
-0.00019497+0.0010466i,0.00017832+4.3972e-05i,-0.00013864-0.00067317i,-0.00031658-0.00035236i,-6.2944e-05+7.3932e-05i,0.00016503+0.00047776i,0.00049404-0.00011757i,0.00060274-0.00033594i,0.00012471+0.00020499i,-0.00028126+0.00017445i,0.00011083+0.00045061i,0.00040476+0.00079628i,-0.00012725+0.00087006i,-0.00033357+0.0013025i,-0.00022536+0.00093396i,-8.3906e-06+0.00049012i,-0.00016242+2.6715e-05i,-0.00042126-0.0007483i,-0.00036454-0.00068854i,5.5602e-05+5.6668e-05i,0.00054865+0.00044239i,0.00018809+0.00016144i,0.00017679-8.4888e-05i
-0.00039488+0.00045191i,-0.0012125+0.00059922i,-0.0015611+0.00088601i,-0.0020948+0.00067833i,-0.0021602+0.0016127i,-0.0013628+0.0020357i,-0.0004937+0.0012575i,-0.00040599+0.00028734i,-8.3258e-05-0.00038573i,0.0001587-7.2482e-05i,0.00015492-2.9384e-05i,0.00040764-3.1435e-05i,0.00018363+0.00011213i,0.0003773-0.00053336i,0.00058401-0.00052609i,1.2277e-05-7.2513e-05i,0.00028603-9.6802e-05i,0.00069733-0.00027418i,0.00015546-1.8937e-06i,-0.00051781+2.8503e-05i,-8.9115e-05-0.00017752i,0.00032925+5.2601e-05i,0.00024395+0.00017213i
4.9765e-05+0.0010861i,-7.4044e-05+0.0011537i,1.7688e-05+0.00091609i,-0.00059805-0.0003181i,-0.0010396-0.00091165i,-0.00048419+0.0002559i,-0.00043671+0.00015243i,-0.00021638-0.00072084i,0.00135-0.00041046i,0.0021825-0.00017869i,0.0015227-2.5596e-05i,0.00020442-0.00023288i,-0.00059237-0.00081125i,-0.00017708-0.00025303i,0.00065645+0.00025057i,0.00079278+0.00013355i,0.00035195-7.8402e-05i,-7.593e-05+7.1439e-05i,-0.00055124-3.4012e-05i,-0.00063279-0.00042895i,-0.0013139-0.00042212i,-0.0016253-0.00061282i,-0.00068397-0.00036606i
0.0021695+0.0017012i,0.0021878+0.0012283i,0.0017283+0.00043191i,0.00088657+0.00018458i,0.00045104+0.00030204i,0.0003823+0.00068071i,0.00072192+0.0002348i,0.00091199+0.00030445i,0.00097523+0.00011862i,0.0017308-0.00091265i,0.0016927-0.0004579i,0.00071231-0.00027214i,9.3698e-05-0.00044738i,1.9506e-05+0.00026475i,0.00031391+0.00046718i,0.00034348+0.00016926i,0.00025142-0.00049156i,0.00019155-0.00082442i,-9.1714e-05-0.0003658i,-0.00038599-0.00010355i,-0.0003613-0.00027559i,-0.00040439+5.7935e-05i,0.00018485+0.00046362i
0.0014671-0.0017055i,0.0007391-0.002217i,-0.00013688-0.002079i,-0.0015871-0.00081732i,-0.0017833+0.0011588i,-0.00063366+0.0021377i,0.00019058+0.0011897i,0.00022518-6.4654e-05i,0.00035399+1.28e-05i,0.00057148+1.5894e-07i,-0.00018449-0.00049243i,-0.00092798-3.3879e-05i,-0.00026035+0.00055871i,-6.8497e-05-0.00015789i,-0.00071028-0.00044198i,-0.000892-0.00044241i,-0.0007003-0.00038079i,-0.00053605-0.00086888i,8.2611e-05-0.0013995i,-0.00050746-0.00088045i,-0.00098179-0.00043393i,-0.00046745-0.00041523i,-0.00058554-0.00025103i
-0.0024489+0.00010211i,-0.0036437+0.00084504i,-0.0039954+0.0020827i,-0.0025835+0.0020881i,-0.0014206+0.001717i,-0.00059761+0.0017915i,-0.00023775+0.00075429i,0.00032084-8.8294e-05i,0.0011043+0.00012821i,0.0007849+0.00043219i,5.2496e-05+0.00042904i,-0.00032681+0.00066078i,-4.6062e-05+0.00062226i,0.00044318+0.00063976i,0.00016216+0.0010704i,-0.00016633+0.000964i,-0.00016935+0.0001459i,1.5014e-05-0.00033523i,0.00018198-0.0003614i,6.0641e-06-0.00040868i,-0.00042374+5.2307e-05i,-0.00051323+0.00026941i,0.00023861-0.00014959i
-0.00051023+0.00047829i,0.00051422-0.0025576i,0.00087721-0.0017921i,0.00012299-0.00060481i,0.00042906-5.1625e-05i,0.00091536+0.000505i,0.0006852+0.00085323i,0.00081261+0.00091139i,0.00092925+0.00080748i,0.00062805+0.00054931i,0.0002139+0.00049256i,-0.00050889+0.00045885i,-0.00066089+0.0003019i,-0.00030091+0.00024388i,-0.00054621+0.00019972i,-0.00067987-0.0001502i,-0.00011611-0.00044983i,-0.00015324-2.6496e-05i,-0.00074202+6.4084e-05i,-0.00076743+0.00048091i,-0.00045233+0.00091123i,-0.00089324+0.00061299i,-0.00080388+0.00052709i
-0.00042776-0.00020411i,-0.0013692+0.0012035i,-0.0016742+0.001192i,-0.0020995+0.00093089i,-0.001486+0.0020349i,-0.00042509+0.0029749i,0.00072586+0.002013i,0.00083245+0.00043295i,0.00060832-0.00079126i,0.00082597-0.0004071i,5.2078e-05+0.00014002i,-0.00040822-0.00042491i,8.2799e-05-0.00056389i,0.00027253+0.00021647i,0.00024283+0.0014721i,0.00047232+0.0015097i,0.00054073+0.00076328i,0.00056212+0.0009347i,0.00011233+0.00083829i,-0.0006546+0.00051136i,-0.0012087-0.00016416i,-0.0011319-0.00061487i,-0.00047982-0.00039303i
8.532e-05-0.0012605i,0.00042019-0.0013093i,0.00032714-0.00091043i,-0.00057901-0.00054086i,-0.0010035-0.00048433i,0.00014057+0.00015669i,0.0012639+0.00081347i,0.0012746+0.00067303i,0.0005586-0.00014041i,-8.2212e-06+6.4229e-05i,-0.0003398+0.00044711i,-0.00041241-4.2036e-06i,-0.00039338-0.00021575i,-0.00060272-7.8149e-05i,-0.00095118-0.0004395i,-0.00074877-0.00088596i,-0.00036636-0.00040043i,-0.00087012-3.2186e-05i,9.81e-05+0.00027195i,0.00069662+0.00058424i,-0.0004354-6.3885e-05i,-0.00028157-4.6908e-06i,-7.2728e-05+0.0008478i
-0.0011537-0.00032772i,-0.0022856-0.0013691i,-0.0037867-0.00099966i,-0.0041436+0.0013657i,-0.0024284+0.0033243i,-0.00023134+0.0037585i,0.0011177+0.0029276i,0.00097987+0.0011124i,0.00093043+0.00031796i,0.00083371+0.00055787i,0.00067722+0.00037367i,0.0004307-0.00062174i,-0.00043973-0.00078729i,-0.00090025-0.00056565i,-8.6704e-05-0.00046933i,0.0003747-0.00023366i,-0.00042192+0.00018719i,-0.00056355+0.00087883i,-0.00024054+0.0007079i,-0.00029202+0.00051268i,-0.00053965+0.00050614i,-0.0007955-0.00013762i,-0.00047193+6.0175e-05i
0.0016188+0.00029035i,0.0027764-0.00026919i,0.0022756-0.00098163i,0.00057022-0.00056691i,-0.00044215-7.5117e-06i,-0.00029122+0.00031553i,0.00039433+0.00057i,2.4392e-05+8.1165e-05i,-0.00062816-0.00050416i,-5.8923e-05-0.00011806i,0.00064705+0.0001309i,0.00020907+0.00017641i,-0.00015789+5.9284e-05i,4.6547e-05+0.00016204i,0.00041485-0.00013222i,0.00050122-0.00036954i,0.00031637-0.00042636i,-6.2907e-05-0.00035098i,-0.00029051-0.00036282i,0.00041572-0.00037613i,0.00067994+0.00019082i,0.00027362+0.00039361i,-0.00015606+0.00070223i
0.00049368-0.00028644i,9.4857e-05-3.1537e-05i,-0.00071269-0.00038375i,-0.0012592-0.00057849i,-0.0013412+0.00018363i,-0.00083022+0.0012054i,-0.00024369+0.00064648i,-6.2685e-05+0.00029301i,-0.0001228+0.00091623i,-0.00037361+0.00046851i,2.036e-05-0.00093981i,-2.7219e-05-0.0007618i,-0.00027388-8.1219e-05i,-0.00025094-0.00040854i,0.00037771-5.7294e-05i,0.00068427+0.00066726i,0.00039293+0.00068732i,7.2774e-05-0.00032563i,-0.00015891-0.0008177i,-0.00021564-0.00075473i,-0.00027876-0.00056327i,0.00014839+9.6527e-05i,0.00020355+2.8788e-06i
0.00093997-0.00073491i,-0.00046964+0.00013855i,-0.0022721-0.0004649i,-0.0026365-0.0012514i,-0.0022528-0.00026745i,-0.0014051+0.00034073i,-0.00039182+0.00034275i,-1.6517e-05+9.3441e-05i,0.00021552-0.00060576i,0.00010792-0.00062141i,-0.00016482-0.00014531i,-0.0002785-0.00025468i,-0.0004444+0.00018003i,-0.00053029+0.00057286i,-0.00069409+0.00063836i,1.6665e-06+0.00035298i,0.00051051+0.00023219i,-0.00081807+0.00039584i,-0.0010229+9.263e-05i,-0.0004177+0.00014474i,4.049e-06+0.00030391i,-0.00033731+1.4189e-05i,-0.00055376-0.00011746i
0.00018321+0.0015118i,0.0010542+0.00060908i,0.0010987-0.00026357i,-8.0325e-05-0.00040664i,-0.00092707+0.00023019i,-0.0014248+0.0014195i,-0.00035614+0.0011349i,6.0823e-05+0.00050457i,-0.00015043+0.00070569i,0.00045991+0.00044606i,0.00058101-0.00035151i,-9.3709e-05-0.00059541i,-0.00068683-0.00043766i,-0.00070416+0.00026722i,-0.00032284+0.00067039i,0.00034464+0.00020673i,0.00023517-0.00083769i,-5.3247e-05-0.0012784i,-0.0001024-0.0004606i,0.00070422+2.3668e-05i,0.00027449+0.00039866i,-0.00088853+0.0010736i,-0.00055849+0.00052382i
-0.0019691-0.00040188i,-0.0036028-0.00046559i,-0.0030701+9.0662e-05i,-0.0022229+0.0018302i,-0.0018709+0.0027182i,-0.00080148+0.0018824i,0.00017944+0.00062991i,0.0011939-0.00047969i,0.0016301-0.00035922i,0.00097893+0.00023693i,0.00058577+0.0005205i,-4.2643e-05+0.00055292i,-0.0006198+0.0005762i,-0.00045267+0.00040207i,-0.00015002+0.00015812i,-2.0106e-06+0.00021163i,-0.0001292-7.856e-05i,-0.0001125+1.7838e-05i,-0.00030443-0.00016753i,-0.0011838-0.00042407i,-0.0012162+0.00021187i,-0.000198+0.0005788i,-9.7393e-05+0.00059123i
0.00085784-0.0012878i,0.00098263-0.00080795i,0.0015012-0.0019874i,0.0011581-0.001918i,0.0001356-0.0008367i,0.00057392+0.00073192i,0.00087791+0.0013004i,0.00064991+0.00082679i,0.00052412+0.0004329i,0.00089154-0.0002553i,0.0012836-0.00081024i,0.00061123-0.001143i,0.00013914-0.00010277i,0.00043327+0.00051656i,-0.00038684+0.00014694i,-0.00072025+4.9323e-05i,-0.00042432-0.00059284i,-0.00026765-0.00091052i,-1.722e-05-0.00015577i,-0.00033319+0.00010635i,-0.00028189-0.00035835i,0.00013237-0.00016129i,0.00018952-6.8553e-05i
