-0.0029923+0.00069891i,-0.0036397+0.00059708i,-0.0033936+0.0024311i,-0.00082384+0.0029646i,0.0010123+0.001569i,0.0010203+0.0013602i,-8.1233e-05+0.0029586i,-2.2577e-05+0.0035816i,0.0007406+0.0023995i,0.0009828+0.0012434i,0.00056117+0.00026152i,0.00054011-0.00091957i,0.00052373-0.0015057i,6.2299e-05-0.0013204i,-5.3802e-05-0.00019755i,9.021e-05+0.00069393i,0.00033939+0.00102i,-0.00022514+2.9134e-05i,-0.00036097-0.00052551i,0.00015527+0.00031698i,0.00012054-0.00056232i,0.00028708-0.00073206i,0.00026058+1.117e-06i
0.002256-0.0015355i,0.002587-0.0023241i,0.0024017-0.0030968i,-0.00011701-0.0032061i,-0.001537-0.0010312i,-0.00054938+0.00096593i,0.00098831+0.00091107i,0.001101+6.7501e-05i,8.0612e-05-5.8684e-05i,-0.00081444+0.00065513i,-0.00058992+0.00045906i,-0.00027769+0.0003079i,-0.0004795+0.0014746i,-0.0002503+0.0010725i,0.00010547-0.00032416i,0.0005328-0.0012529i,0.00088671-0.00090859i,0.00032852-0.0004927i,0.00037887-0.00053152i,0.00098953-0.00021833i,0.0002375-0.0001701i,-0.00056032-0.00073348i,-0.00025653-0.0011811i
0.0010184+0.00080195i,0.0014446+0.00067658i,0.0020597+0.00071911i,0.0028372-0.0011131i,0.001939-0.0024732i,0.0018139-0.0018329i,0.0017377-0.00054683i,0.001078-0.00065127i,-0.00071514-0.0012033i,-0.001491-0.0017207i,-0.0011617-0.0010897i,-0.00094516-0.00058798i,0.00013958+0.00012363i,0.00033083+0.0010623i,-0.00066495+0.00056742i,-0.00067628-0.00021253i,-0.00015832-0.00010698i,-8.981e-05+0.00049638i,0.00028189+0.00019192i,0.00074647-7.0121e-05i,0.00037305+0.00017219i,0.00026095-0.00053696i,0.00056888-0.00042895i
0.00090139+0.0012401i,0.001439-0.00016095i,0.00070245-0.0018285i,-0.0010496-0.0031657i,-0.0010807-0.0022273i,0.00046359-0.00021791i,0.0015017+0.00034639i,0.00072074-0.00025057i,0.0002154-0.00076245i,0.00084668-0.00080711i,0.0011795-0.00065794i,0.00064896+3.2866e-05i,0.0005524-0.00070276i,0.00045615-0.0012678i,-0.00040151-0.00040453i,-0.00082303+0.00028082i,-0.0012374-9.8775e-05i,-0.0011307-0.00040045i,0.00032937+0.00016033i,0.00066461+9.0409e-05i,0.00022234-0.00042737i,-0.00021702-0.00045362i,-9.7263e-05+0.00013886i
-0.00070859-0.0005019i,-0.00010847-0.00089875i,0.0019422-0.0005756i,0.0025123-0.00065473i,0.0021337+0.00013825i,0.0017051+0.0011631i,0.0014625+0.00044935i,0.0016212-0.00049725i,0.0014072-0.00056618i,0.00087962-0.00046278i,0.00035735-0.00070117i,0.00071086-0.00030325i,0.0011808+0.00050812i,0.00099769+0.0010102i,-0.00029016+0.0006576i,-0.0013003-0.00013403i,-0.0011593-0.00086777i,-0.00043538-0.0005342i,-0.00022478-0.00033595i,-0.00019482-0.00040155i,0.00012841-4.3845e-05i,0.00010682+0.00043927i,0.00079426+0.00045098i
-0.00052722+0.00079614i,-0.00092552+0.001446i,-0.00065501+0.00035097i,-0.00068871-0.0019646i,-0.0011778-0.0026497i,-0.00093744-0.0019311i,0.00011528-0.000445i,0.0002216+0.00061749i,0.00042368+0.00027827i,0.0010551+0.0003032i,0.0013409-0.00033418i,0.0009666-0.0015423i,0.0008533-0.0008947i,0.00046401-0.00050141i,-0.00087934-0.00084356i,-0.00085505-0.00053787i,-0.00031131+3.9609e-05i,-1.3717e-05-0.00039527i,0.00044938-0.00084044i,0.00028952+6.2629e-05i,-0.00039112+0.00070521i,-0.00071397+0.00054195i,-0.00061077+0.00022933i
0.00080487-0.00059791i,0.0013659-0.0015843i,0.0019376-0.0026545i,0.0010562-0.0027725i,-0.00033133-0.0016999i,7.3069e-05+0.00029081i,0.0017825+0.00088859i,0.0024405-0.00074119i,0.0013767-0.0006254i,0.00039333+0.00093003i,0.00048333+0.0012233i,0.00071417+0.0003513i,-0.00024134-0.00043784i,-0.00070014-0.00026029i,-0.00019855-0.00013088i,-0.00038111-0.00030339i,-0.00064236-0.00064465i,-0.0002082-0.00071992i,0.00026822-0.00015153i,0.00063024+8.0478e-05i,0.00048902+0.00011231i,-8.6939e-06+0.00081887i,0.00018554+0.00060136i
0.0030765+0.0023837i,0.0043487+0.0015509i,0.0038495+4.0419e-05i,0.0021054-0.0020362i,0.00053621-0.0026846i,0.001038-0.0017508i,0.0024019-0.00036941i,0.0025269-0.00019861i,0.0017224-0.0011558i,0.0005721-0.0010149i,0.00023505-9.1533e-05i,0.00051111+0.00090059i,0.00033368+0.0008233i,0.00021419+0.00045225i,-0.00042487-0.00042386i,-2.246e-05-0.0011134i,0.00065949-0.0012516i,0.00097667-0.00078151i,0.0016598-0.00016202i,0.0014141+0.000561i,0.00049957+0.0004647i,-3.6942e-06-0.00048103i,0.00039169-0.00052249i
-0.00059017-0.003031i,-0.0015816-0.0023577i,-0.0029352-0.0036621i,-0.0036782-0.0023567i,-0.0028705-9.6273e-06i,0.00046021+0.00094971i,0.0029165+0.00028488i,0.002227-0.00049316i,0.00041046-0.00090173i,-0.00061022-0.00084773i,-0.00097648-0.0012077i,-0.0010841-0.00079887i,-0.0012047-0.0003678i,-0.00089787-0.00020565i,-0.00075739+0.0003795i,-0.00077306+0.00020752i,-0.00047557+0.00016384i,-0.00032945+0.00076732i,-0.00037282+0.0013614i,-0.00070794+0.00099492i,-0.00090795-1.1609e-05i,-0.00058245-0.00041135i,-9.0029e-05-0.00030028i
0.0018406-0.0013402i,0.0017338-0.0019771i,0.00053058-0.0030454i,-0.00051633-0.0025177i,-0.001158-0.00085647i,-0.00038172+0.00080633i,0.0013802+0.00099903i,0.0018708-0.00017013i,0.0010711-0.0008345i,0.00053571-0.00020277i,9.623e-05+0.00010274i,-0.00012861-0.0006655i,0.00013397-0.00014942i,8.0177e-05+0.001037i,-0.00040768+0.0014834i,-0.00081426+0.00095967i,-0.00056902+0.00052555i,-7.7042e-05+0.0005615i,-0.00019742+3.2672e-06i,-0.00041823-0.00029224i,-0.00072096-0.00064155i,-0.00018068-0.00081259i,0.00057165+0.00027258i
0.00086831+0.0011052i,-0.0010473+0.0016086i,-0.00097315+0.00084369i,-0.00082266-0.00044763i,-0.0012653-0.0014684i,-0.00014423-0.0017962i,0.0010353-0.00037079i,0.00098744+0.00061565i,0.00060928+0.0010237i,0.0010568+0.0011057i,0.0010711-0.00076533i,0.00026254-0.0018599i,-0.00072676-0.0012269i,-0.0011943-0.00067354i,-0.00057128-0.00096128i,-2.5924e-05-0.00096491i,0.00016497-0.00040057i,0.00047877+0.00048895i,0.00022855+0.00077975i,8.3299e-05+0.00081065i,-3.9149e-05+0.00034475i,0.00012268-0.00075631i,0.00068108-8.1992e-05i
0.00054735-0.0026798i,0.00014294-0.0014409i,-0.00037324-0.0013372i,-0.00013286-0.0015403i,2.4097e-06-0.00027078i,0.00038161+0.00011889i,0.0015371-0.00040948i,0.0014343-3.0722e-05i,0.00013709+0.00099017i,-3.8253e-05+0.0015338i,0.00031809+0.0014999i,9.0603e-05+0.0009964i,-0.00029224+0.00055812i,-0.00022807+0.0009071i,-9.8114e-05+0.00082511i,-0.00026142+0.00075063i,-0.00030691+0.00033681i,-8.795e-05-0.00079695i,0.0005561-0.0013224i,0.0008482-0.00056173i,0.00021213+0.00011615i,-0.00011922-3.6184e-05i,0.00048595-0.0010476i
0.0035353+0.00089883i,0.003803+5.4652e-05i,0.0041295-0.0015347i,0.0028041-0.0017686i,0.0010298-0.0016031i,0.00080424-0.00039201i,0.00065464+0.00029537i,0.00026774-0.00026355i,-0.00055613-0.00049482i,-0.00076271-0.000796i,0.00023088-0.00048762i,0.00090062-0.00042886i,0.0013985-0.00040097i,0.00078623+0.00024485i,-9.7775e-05+0.00056982i,-0.00016182-0.00012662i,6.4516e-05-0.00076744i,0.00026715-0.00062839i,-0.00027263-0.00011184i,-0.00023656+0.00060387i,0.00050804+0.00086772i,0.00077232+0.00035792i,0.00048739+0.00022051i
0.0010115-0.0015848i,0.00097903-0.0014381i,-0.00099627-0.0019039i,-0.0029881-0.0020631i,-0.0031299-0.0011076i,-0.0012225+0.00023261i,0.0011118+0.00013414i,0.0016192-0.00053136i,0.00093011-0.00043111i,0.0003618-0.00046285i,-4.2687e-05-0.0006006i,0.00026556-0.00029824i,0.00040819+0.00017857i,0.00016364+0.00028547i,-0.00012784-9.826e-07i,-0.00082+0.00068068i,-0.00085677+0.00074392i,-0.00064742-0.00013738i,-0.00018551-0.00042148i,0.00029076-0.00030914i,-0.00027399-0.00021859i,-0.00056923+0.0001285i,-0.00083412+0.00021514i
-0.0002465-0.0022823i,0.00014759-0.0022869i,-0.0013988-0.0015844i,-0.0017322-0.00039338i,-0.00022384+0.00074246i,0.0012471+0.0011741i,0.001842+0.00072416i,0.0015866+0.00013807i,0.00075642+0.0006327i,0.0005298+0.00069331i,0.00051977-0.00018065i,0.00042644-0.00037935i,5.696e-06+0.0003478i,-3.0763e-05+0.00025919i,5.7263e-05+0.00028826i,-0.00033816+0.0007657i,-0.00055784+0.00043276i,-0.00038693-0.0004304i,-5.3305e-06-0.00011466i,-0.00034273+0.00080439i,-0.0012209+0.00065622i,-0.0015068-0.00019918i,-0.00058038-0.0001432i
0.0010169+0.0037537i,0.0028054+0.0029219i,0.0040662+0.0016791i,0.0038808-0.00033566i,0.0021262-0.0018516i,0.00061112-0.0015939i,0.0011901-6.1253e-05i,0.0017467+0.00038653i,0.0012859+0.00054133i,0.00090686+0.00057031i,0.0010048-0.00041801i,0.00064735-0.00087251i,-0.00018978+9.8654e-05i,-0.00057821+0.00077543i,-0.0010117-5.9748e-05i,-0.0001089-0.00019094i,0.00020734-7.0483e-05i,-0.0001053-0.00015678i,6.4198e-05+0.00030313i,-0.00029985+0.00034638i,-0.00082978-0.00053497i,-0.00062632-0.00020057i,0.0001067+0.00016121i
-0.0028257+0.0016815i,-0.002615+0.00087334i,-0.0017819+8.7743e-05i,0.00028864-3.7603e-05i,0.00065863+0.00043464i,0.00097779-0.00015393i,0.0010958-0.0010041i,-0.00019852+6.7469e-05i,-0.00023524+0.0015943i,-9.8216e-05+0.0012209i,3.1253e-05-3.6557e-07i,0.00041211-0.0004275i,0.00032092-0.00094911i,0.00016488-0.0016301i,8.3072e-05-0.0010534i,3.4614e-05-0.00042002i,-0.00029266+8.5599e-05i,-0.00047229+0.00034186i,1.2289e-05+0.00056705i,0.00037755+0.00036371i,0.00054439-0.00026633i,0.00065478-0.0006277i,0.00057465+8.4714e-05i
0.0034988-0.0021425i,0.0034813-0.0020865i,0.0027978-0.0028158i,0.0010332-0.002896i,-0.00060613-0.002003i,-0.00049027+0.00045834i,0.0002709+0.0012767i,0.001148-0.00029748i,0.00091729-0.0014605i,-0.00015278-0.001233i,-0.00070605+2.1633e-05i,-0.0011455+0.0010559i,-0.00062076+0.00062299i,-0.00013785+0.00058586i,-5.7371e-05+0.00050253i,0.00071922+0.00045067i,0.00084751+0.00011046i,0.00026923-0.00050521i,-7.9347e-05-0.00034897i,-0.00044396+3.343e-05i,-0.00091911-0.00037313i,-0.00043637-0.00041899i,0.000554-0.00034312i
0.0038371-0.0010479i,0.0030683-0.00083164i,0.0011917-0.00086782i,-0.0015351-0.0018771i,-0.0021271-0.00088432i,-0.00064502+0.00014587i,0.00060705-0.00035527i,0.0013722-0.00059021i,0.0017292-0.000309i,0.00075299-0.00030851i,-0.00031608-0.00033489i,-0.00054825-0.00039226i,-7.2435e-05-0.00054827i,0.00049411+0.00028122i,0.00011019+0.0014593i,-0.00010291+0.0013662i,0.00045607+0.00056501i,0.00022637+0.00022207i,-0.00035326+0.00010761i,-0.00032998+0.00052287i,-0.00051929+0.00041203i,-0.00022971-0.0003179i,-0.00018751-0.00038015i
0.0020307+0.0013758i,0.0022217-0.00025687i,0.0037825-0.0015666i,0.0032424-0.0026607i,0.0014793-0.0021947i,0.00076571-0.0004217i,0.0015993+0.00052646i,0.0017733+0.00052671i,0.00098215-0.00025484i,0.00078414-0.001014i,0.00054562-0.0014252i,0.00042883-0.0016924i,-0.00023077-0.00090666i,-0.0010488-0.00028719i,-0.0012555-0.0002983i,-0.00041265-0.00034383i,0.00024241+0.00034698i,-0.00011912+0.0011693i,-0.00053691+0.0011526i,-0.0006441+0.00085889i,-0.00010091+0.0006779i,-0.00045404+0.00017081i,-0.00021509-0.00052663i
0.0001062+0.0010133i,0.00021093+0.00055339i,0.00061161-0.00067193i,0.00092748-0.0015684i,0.00070975-0.0017053i,0.0013014-0.0012008i,0.0018409-0.00057709i,0.0010031+0.00043399i,0.00038846+0.0014172i,0.0007978+0.0012848i,0.0014459+0.00052875i,0.00068723-0.0010696i,0.00018767-0.0013092i,0.00041556-0.00074438i,0.00058734-0.00078384i,0.00069595-0.00097303i,4.8275e-05-0.00096507i,-0.00032886-0.00051705i,-0.00045749+0.00046318i,-3.606e-05+0.00072259i,0.0010365+9.6079e-05i,0.0004064+1.1836e-06i,-0.0014066+0.00023094i
0.0012299+0.0010007i,0.0014854+0.0023997i,0.0020922+0.0016167i,0.0023909-1.6147e-05i,0.0018924-0.0013671i,0.00058729-0.0010765i,-0.00015476+0.00072597i,0.00022882+0.0016039i,0.00047401+0.001656i,0.00056554+0.0010966i,0.00076693+1.4501e-05i,0.0009049+0.00011267i,0.00016493-0.00057067i,-0.00030225-0.0010125i,-7.6323e-05-0.00065906i,1.8743e-06-0.00042179i,-0.00054194-0.00024318i,-0.00034365-0.00027116i,0.00030731+1.417e-05i,4.8675e-06+0.00013117i,-0.00081851-2.7614e-05i,-0.00040506+0.00033779i,0.00032266+0.00054522i
0.002621+0.00050617i,0.0025546+0.00019493i,0.0017876-0.0019904i,0.00039252-0.0033114i,-0.00092055-0.0024422i,-0.00071151-0.00057405i,0.00021272+0.00014392i,0.0006619-0.0010353i,-1.3545e-05-0.0023312i,-0.00075779-0.0016928i,-0.00039862-0.0001061i,-0.00061944+0.00094464i,-0.0010385+0.00055863i,-0.00093796-6.9887e-05i,-0.0010438-8.1672e-05i,-0.00078174-0.0003104i,-0.00032816+5.565e-06i,-2.0314e-05-4.7363e-05i,-0.00016923-0.00089626i,-5.0644e-05-0.00085577i,2.837e-05-0.00047084i,-0.00050786-0.00063484i,-0.001016-0.00064312i
0.0017989-0.00070458i,0.00088233-0.002012i,0.00034626-0.0033631i,-0.00081278-0.0034526i,-0.0026881-0.0024622i,-0.0020643-0.00067909i,1.4051e-06+0.0010209i,0.00045792+0.00063965i,-0.00033468-0.00089912i,-0.00094314-0.0013914i,-0.0013693-0.0016209i,-0.0013193-0.0017702i,-0.00068901-0.00094698i,4.7232e-05-5.3993e-05i,0.0011552+5.9965e-05i,0.0014513+0.0002858i,0.00090482+0.00083578i,0.00068245+0.00017766i,0.00025005-0.0007323i,-3.7224e-05-0.00046687i,0.00043333-0.00014359i,0.00043568+9.2056e-05i,-0.00015908+0.00025189i
0.0010834+0.0005829i,0.0013497-0.0010467i,0.0017173-0.00091591i,0.0012921-0.0007352i,5.1792e-06-0.00097406i,-0.00035721-6.6115e-05i,0.00088697+0.00068179i,0.0011348+0.00049762i,0.00034662-0.00031664i,0.00056629-0.00036973i,0.00069065-0.00020413i,0.00049868-0.00052735i,2.7877e-05-0.00084432i,-0.00043731-0.00040149i,-0.00053681+0.00018101i,2.805e-05+4.8675e-05i,0.00018271+1.9167e-05i,-0.0001599-0.00024752i,0.00022827-0.00085266i,0.0001288-0.00083984i,-3.9063e-05-0.00057282i,0.00026327-0.00082385i,0.00024401-0.00056894i
-0.00070056+0.0015811i,8.2653e-05+0.00069236i,0.00037725-0.00036671i,-0.00079065-0.00062354i,-0.00038698-0.0007933i,0.001723-0.00054099i,0.0020293+5.6628e-05i,0.0016255+0.00020269i,0.0010049+0.00031694i,0.00082234+0.00071822i,0.0012062+0.00030597i,0.00062869-0.0010795i,0.00016974-0.0013712i,0.00019835-0.0013387i,0.00027058-0.0015407i,0.00030928-0.0010897i,-0.00044019-0.00014993i,-0.00055843+0.00061643i,0.00028402+0.00047547i,0.00030542-0.000533i,0.00022045-0.0010999i,0.00039377-0.0011048i,0.00044382-0.00068342i
0.00067834+0.00074441i,0.00094495+0.0011123i,0.00076755+0.0013509i,0.00059369+0.00099667i,0.00071457+0.00041158i,0.0011719-0.00026397i,0.0014405-0.00048187i,0.0013807-0.00015361i,0.00069527+8.8134e-06i,6.5752e-05+0.00039845i,0.00033501+0.00081312i,0.0003984+0.00068685i,0.00078333-2.0722e-06i,0.00048565-0.00040501i,-0.00030266-0.00024776i,-0.00068254+4.4184e-06i,-0.0010101+0.00035797i,-0.00092632+0.0008253i,-0.00046116+0.00062268i,-0.00013394-2.117e-05i,0.0001015-0.00028566i,0.00060161-0.00055267i,0.00061263-0.00054131i
1.201e-05-0.0039456i,-0.0019125-0.0049812i,-0.003393-0.0056403i,-0.0028878-0.0043445i,-0.0021522-0.0015392i,-0.00075983-5.9569e-05i,0.00074157-0.00036718i,0.00052864-0.00044164i,-0.00071582+0.00031813i,-0.0014545+0.00063834i,-0.00065885+0.00055415i,0.00068112+0.00074442i,0.00077853+0.0005649i,0.00039214+0.00094058i,-3.6759e-05+0.0011618i,-0.0005072+0.00049439i,-0.00048236+0.00036624i,-0.00090693+0.00030534i,-0.0011524-0.00054072i,-0.00060601-0.000706i,-0.00031884+0.00037614i,-0.00065141+0.00032851i,-0.00068784-6.2011e-05i
0.0021171-0.00047299i,0.0018841-0.00059183i,0.0005002-0.00087292i,-0.00043316-0.00089921i,-0.00037036-0.0011205i,6.8634e-05-0.0004931i,0.0017324-4.219e-06i,0.0026243-0.00061562i,0.0016184-0.00081807i,0.00051874-0.0010861i,2.5749e-05-0.00077996i,-0.00039312+0.00049005i,-0.00015494+0.0012225i,5.7565e-05+0.00052154i,1.8243e-05-0.00028563i,-0.00012091-0.0001597i,-2.1334e-05+0.00050384i,-0.00032889+0.00088421i,-0.00047853-0.00032197i,-0.00016375-0.00095451i,0.00049031-0.00042924i,0.00042688-0.00022592i,0.0001805-1.2374e-05i
-0.00089453+0.00086546i,0.00138+0.0011459i,0.0027312+0.00014947i,0.0025199-0.0018276i,0.0015146-0.0021521i,0.0019294-0.0017801i,0.0026976-0.00088173i,0.002113-0.00025717i,0.00093734-0.00064732i,0.00050896-0.00069416i,0.00053387-0.000369i,0.00062052-0.00033944i,0.00054202-0.00057443i,0.00015138-0.00022304i,-0.0003913+0.00058906i,-0.00036283+0.00036819i,0.00021748+3.1834e-05i,0.00028276+0.00027313i,-0.00011303-0.00035688i,-7.7099e-05-0.00078283i,8.6566e-05-0.00044061i,-0.00023751-0.00061608i,-0.00055014-0.00058054i
2.8006e-05-0.00040023i,-7.0769e-05-0.00023004i,-0.0012017+0.0013639i,-0.0014614+0.0015457i,-0.00090602+0.00047476i,-0.00035661+0.00037382i,5.7531e-05+0.00027197i,0.00084834+7.1409e-05i,0.0018046-8.215e-06i,0.0016935+3.8105e-05i,0.0010155+0.00044478i,0.0010148-9.7929e-05i,0.00045656-0.0015482i,-0.00057722-0.0014104i,-0.00089349-0.00027885i,-0.0010699+0.00039364i,-0.00092112+0.00017973i,-0.0002133-0.00039903i,0.00014229-0.00041632i,0.00050471-0.00035382i,0.0008729-0.00070859i,-7.6124e-05-0.00059014i,-0.00091416+0.0004097i
-0.00050745-0.0019312i,0.0010704-0.0022241i,0.0012188-0.0024321i,0.00017879-0.0021968i,-0.0006666-0.0015846i,-0.00011353+0.00010891i,0.0011654+0.00063149i,0.0015421-0.00020668i,0.00038987+0.00019648i,0.00025874+0.0006058i,0.0010291+0.00042878i,0.00060298-5.8258e-05i,-9.9938e-06-0.00075414i,-0.0003193-0.00099835i,-0.00018335-0.00039437i,-0.00025003-0.00017946i,-0.00027387-0.00063931i,0.00033225-0.00041387i,-1.8295e-05+9.0612e-05i,-0.00039556-0.0005516i,-0.00019697-0.0012755i,0.00054602-0.0013586i,0.0010165-0.0011655i
-0.00092386+0.0015591i,-0.00075025+0.0005861i,-0.00053968+0.0010415i,-1.6912e-05-7.2858e-05i,0.00064-0.0018496i,0.0011202-0.0017238i,0.0015127+6.5563e-05i,0.0010175+0.00092159i,0.00014704+0.0010517i,-0.00031043+0.00033649i,-0.00048652-0.00069491i,-0.0010641-0.0011325i,-0.00085964-0.0012344i,0.00011774-0.00046763i,-0.00014086-0.00013995i,-0.00057579-0.00019042i,-0.0007772-5.4701e-06i,-6.3105e-05+0.000241i,0.00044084+0.00013587i,-0.00016422+0.00072405i,-0.00013301+0.0013098i,-5.5574e-05+0.00054416i,-2.0361e-06-0.00047084i
0.0017244-0.00099448i,0.0033126-0.0015165i,0.0025711-0.0024054i,0.0011814-0.0016211i,0.00026574+5.8605e-05i,0.00028755+0.001117i,0.0017845+0.0013998i,0.0024081+0.00014318i,0.0012164-0.00093886i,5.6267e-06-0.0011321i,0.00039572-0.0007805i,0.00052-0.00045424i,-0.00035545+4.4731e-05i,-0.0012281+0.00094104i,-0.00073366+0.00089736i,-0.00042313+0.00097339i,-0.00042524+0.0013041i,-5.3621e-05+0.00083467i,0.00013626+0.00015889i,0.00092904-0.00011315i,0.0010658+0.00057636i,0.00043908+0.00019556i,0.00026086-0.00017619i
0.0013041-0.00042239i,0.001755-0.00037072i,0.001312-0.0014018i,-0.0004455-0.0023905i,-0.0016089-0.0021126i,-2.6493e-05-0.00096331i,0.0016457-0.00063808i,0.0017061-0.0012393i,0.0009566-0.0015056i,0.00070347-0.0015874i,0.00071872-0.0014314i,5.5506e-05-0.0011926i,4.4701e-06-0.00078691i,5.6914e-05-0.00062974i,-0.0004513-0.0007286i,-0.00041146-0.00017087i,-0.00038701+0.00011664i,-0.00078509+0.00020204i,-0.00071847+0.00016293i,-0.00015047+0.00037588i,-0.00011322+0.00057553i,-0.00045188+0.00040429i,-0.00012894-0.0002727i
0.00036031+0.0017478i,0.00086701+0.001155i,0.00090568-8.0953e-05i,0.00018304-0.00021076i,-0.00054426-0.00015999i,-0.00020725+2.7347e-05i,0.0011317+0.0008462i,0.0021852+0.0008518i,0.002277+0.00063239i,0.0019272+0.00040937i,0.0012697-0.00033871i,0.00039683-0.0015171i,-0.00011615-0.0016484i,-0.00042388-0.00081564i,-0.00079456-0.00013358i,-0.00075865-9.1076e-06i,-0.00011495+0.00014219i,0.00010832+5.2276e-05i,0.00039577+8.4971e-06i,0.00074105+5.9114e-06i,0.00020317-0.00025014i,-0.00022479-0.00067466i,0.00010441-0.00077825i
0.0021871-0.0020152i,0.0016768-0.0037934i,0.0013647-0.0063258i,0.00054589-0.0066654i,-7.6471e-05-0.0044519i,-3.42e-05-0.0012238i,0.0012951+0.00024164i,0.0016558+0.00043857i,0.00080021+0.00082556i,6.7882e-05+0.00052359i,0.00014957+4.8218e-05i,0.00021855+0.00011764i,5.8174e-05+0.00043509i,0.00017492+0.00047808i,-0.00012264-6.257e-05i,2.3353e-05-0.00036661i,-2.445e-05-0.00052506i,-0.00079219-0.0014666i,-0.00085104-0.0012051i,-0.00065045-0.00032636i,-0.0002656-0.00010681i,9.1581e-05-0.00015243i,0.00055832-0.00020891i
0.0024785+0.0022141i,0.0022921+0.0009782i,0.0018603+0.00019872i,0.00099066+0.00058287i,-0.00064437+0.00014139i,-0.00071913-0.00012783i,0.00031339+0.00062185i,0.00065715+0.00096227i,0.00053434+0.00011403i,0.00038926+0.00034168i,0.0007623+0.00040646i,0.00072215-0.00042638i,-0.00027299-0.0002798i,-0.0014648+0.00011258i,-0.00096848+0.00087878i,-1.6134e-05+0.0010076i,-0.00033742+0.00044851i,-0.00029856+0.00020061i,0.00024418-0.00020992i,0.00025681-0.00050403i,-0.00021155+4.0402e-05i,-0.00018877+8.8319e-05i,-0.00055441-0.00016138i
-0.0019172-0.0018276i,-0.0018593-0.00079459i,-0.002635-0.00013235i,-0.001502+0.0003725i,0.00026168+0.0013524i,0.0011819+0.001672i,0.0012166+0.00040931i,0.001166-0.00070312i,0.00031142-0.00083851i,-0.00049369-2.1025e-05i,-0.00033909+0.00040421i,-0.00023278-0.00012676i,5.6773e-05-0.00016534i,7.5203e-05+0.00056835i,-0.00070024+0.00058302i,-0.001107+0.00011947i,1.0988e-05+0.00032891i,0.0010224+0.00028721i,0.0010716-0.00019409i,0.00013837-0.00019543i,0.00011571+0.00048305i,0.00062743+0.00027892i,0.00043722+0.00014471i
-0.0010584+0.00054103i,-0.0014055+0.0015172i,-0.0018244+0.0010726i,-0.001508+0.00082188i,-0.00079707+0.0008854i,0.00031902+0.00011826i,0.0013619-0.00010355i,0.0020245-0.00027555i,0.001592-0.00067639i,0.00079263-0.00052413i,0.001143-0.0003273i,0.0012777-0.0003758i,-6.9181e-05-0.00054604i,-0.0011807-0.00045959i,-0.00078534-0.00046758i,-0.00046859-0.00067404i,-0.00094536+6.8189e-05i,-0.00066948+0.0013118i,-0.00021079+0.0011881i,-0.00012742+0.00069032i,-0.00036934+0.00039691i,-0.0005666+7.7417e-05i,-0.0007133-0.00032026i
0.0012802+0.0019047i,0.0013184-0.00087049i,0.0025761-0.0025106i,0.0029958-0.0022907i,0.0010516-0.0018582i,-0.00017721-0.0016136i,0.00099422-0.00039175i,0.0018398+0.0009231i,0.00090053+0.00046909i,0.0003196-0.00014049i,-6.8255e-05-0.00013831i,0.00049815-0.00022644i,0.00062763-0.00010502i,-8.6277e-05-0.00019652i,-0.00035918-0.00062188i,-0.00089138-0.00086914i,-0.00042957-0.00094348i,0.00062551-0.00050121i,0.00060993-0.00046641i,-1.1018e-05-0.00017886i,-0.0002243+0.00062348i,0.00027242+0.00087135i,0.00090461+0.00046278i
0.0014702-5.1336e-05i,0.0011088-0.00077691i,-0.00043489-0.0026594i,-0.0011865-0.0033546i,-0.0011266-0.002336i,-0.00074308-0.00065465i,0.00090633+0.00063795i,0.0016066+0.00082184i,0.00072036+0.00089625i,3.7527e-05+0.00086141i,6.4153e-08+0.00021257i,0.00037777-0.00039385i,0.0001848-0.00033327i,0.00014802-0.00039233i,0.00065325-0.00013489i,0.00037922-0.00039995i,-0.00012751-0.00066407i,-8.4362e-06-0.00029868i,0.0010021-0.00028847i,0.0016472-0.00033176i,0.00086744-0.00017116i,5.1139e-05+0.00034741i,0.0001219+0.00067429i
0.00012865+0.0026915i,4.4682e-05+0.0032907i,0.0019496+0.0027053i,0.0033147+0.0014562i,0.0024802+0.00055984i,0.001906-0.00067638i,0.0019278-0.00030433i,0.0011914+0.0011983i,0.00034649+0.0013692i,-0.00010352+0.00020693i,0.0002435-0.00044848i,0.00064812-5.2121e-05i,-0.00019643+5.6732e-05i,-0.00084544+9.3571e-05i,-0.00066329+0.00051725i,5.5477e-05+0.00086596i,0.00030535+0.00036807i,0.00013264-0.00036657i,0.00013217-0.00044504i,0.00033111-0.00050812i,8.3137e-05-0.00035849i,-0.00034907-0.0002078i,-9.0081e-06-0.00016893i
-0.0016872+0.0013261i,-4.4346e-05+0.0015915i,0.00038367+0.0011193i,-0.00044233-0.00026394i,0.00085655-0.00071207i,0.0024989+0.00069255i,0.0020077+0.0016529i,0.0008607+0.00040402i,-0.00013819-0.00013894i,-0.00088318+0.0003307i,-0.00018213+0.00028356i,0.00035498+0.00033623i,0.00012159+7.836e-05i,0.00050179+0.00012624i,0.00020834+0.0001104i,-0.00011286-7.0303e-05i,-0.00035228-0.0001021i,-0.0005196-0.00048459i,-0.00045224-0.0011454i,-0.00062275-0.0013624i,-0.0001092-0.00094176i,0.0005622-0.00091144i,0.00035029-0.001305i
