-0.0029725+0.00049693i,-0.0019559+0.0010825i,-0.0018738+0.00020403i,-0.0016992-1.3868e-05i,-0.0010424+0.00054929i,-0.00049601+0.0010849i,0.00014901+0.0010396i,0.00018654+0.0006351i,0.00018883+0.00026157i,0.0004519+9.0302e-05i,0.00030171+0.00034229i,3.9254e-05+0.00032163i,-0.00020058+2.7872e-05i,-0.00045244+0.00036185i,-0.00021259+0.00049861i,0.00010192+0.00011555i,-0.00040491-0.00025975i,-0.00050373-0.0001307i,-0.0001668+0.00097549i,6.1541e-05+0.00058353i,0.00058573-0.00053292i,0.00034218-0.00040924i,0.00052512+0.00021143i
0.00089047-0.00051355i,0.00046702-0.00012724i,-0.00019676+0.00066301i,-9.6989e-05+0.0012195i,0.00081435+0.00059223i,0.00065555+3.5027e-05i,-0.00029717-0.00044183i,-0.00035999-0.00088452i,-0.00029965-0.00011857i,0.000294+0.00039692i,0.0014519+0.00045201i,0.0015145+0.00011125i,4.5814e-05-0.00049038i,-0.00030284-0.00088563i,0.00017677-0.00033307i,0.00032607+0.00058089i,0.00047632+0.00020117i,-0.00011308-0.0010579i,-3.408e-05-0.00066664i,-3.9727e-05-0.00021386i,-0.00018955-0.00037116i,-1.3995e-05+0.00032062i,9.9758e-05+0.0007237i
-0.00012544-0.00036026i,0.0008583+0.00071429i,0.00013868+0.0009849i,-0.00065791+0.00074251i,1.6158e-05+0.0010194i,0.00013558+0.0010049i,-0.00012191+0.00044855i,-7.919e-05-0.00020678i,6.9415e-05-0.00058252i,0.0003177-0.00027046i,0.00021345-0.00015355i,-2.3154e-05+0.00017092i,0.00055933+0.00061183i,0.0012772+0.00061417i,0.00057352+0.0012322i,-5.6986e-05+0.00099519i,0.00080634+7.3708e-05i,0.0016167-0.00064276i,0.0013857-0.00099211i,0.00059713+0.00034119i,6.0015e-05+0.0011136i,-0.00038733+0.00032768i,-0.00043669+0.00050713i
0.00027283+0.00012885i,0.00019545-0.00088777i,7.5243e-05-0.0017939i,3.0298e-05-0.0015191i,-0.00038793-0.00034473i,-3.5494e-05-0.00036899i,0.00044362-0.0005259i,-1.34e-05-0.00058516i,-0.00038808-0.00016859i,1.6637e-06+0.00031586i,-9.4748e-06+2.8703e-05i,-7.6867e-05+0.00012141i,0.00027813+0.00069124i,0.00041638+0.00054182i,0.00010017-9.5081e-05i,0.00040661+0.00050418i,0.00058318+0.00085314i,0.00062023+0.00058937i,0.00043608+0.00057645i,5.8333e-05+0.00054326i,5.0735e-05+5.4902e-05i,0.00014989-6.1219e-05i,-0.00027872-8.7044e-05i
0.00037706-0.0016503i,4.2639e-05-0.0015137i,0.00023747-0.00034578i,3.5934e-05+0.00017046i,4.9359e-05+0.00011887i,-0.00024118-0.00032109i,-0.0011972-0.00065371i,-0.001497-0.0010773i,-0.0004995-0.00091195i,0.00025146-0.00024138i,0.00010477-0.00038878i,0.00050354-0.00046594i,0.00042045+0.00010001i,-0.00023007+0.00013045i,-0.00031315-0.00030817i,-9.2121e-05-0.00011707i,0.00027656+0.00077641i,0.00042021+0.00048174i,0.00050448-0.00026532i,0.00041419-6.6091e-05i,0.00060299+2.1975e-05i,0.00088328+0.00026622i,0.00020445+0.00079018i
-0.0018347+7.3954e-05i,-0.0017913+0.00015999i,-0.0018804+0.001234i,-0.00026487+0.0011724i,0.00098984+0.0012971i,0.00097105+0.00098406i,0.001145+0.00049467i,0.00012161+0.00011016i,-0.00082682-0.00037743i,-0.00051865-2.8873e-05i,-5.5756e-06+0.00099789i,0.00016223+0.0011885i,-9.6522e-05+0.00018309i,-9.5935e-05+0.00027401i,-0.00013426+0.00062775i,-6.5693e-05+7.8851e-05i,0.00034523+0.00022319i,0.00056839+0.00081766i,0.00023502+0.00085505i,-9.8855e-05+0.0002757i,-0.00017334-2.5836e-05i,0.0003845+0.0003384i,0.00056646+0.00076362i
-0.0008611-0.0025358i,-0.00083551-0.0027543i,-0.0014517-0.0031532i,-0.002013-0.0013028i,-0.0017585+0.00095368i,-0.00041481+0.00040263i,0.00033368-0.00016263i,0.00025873-0.00035814i,-0.00020744-0.0017415i,-0.00028892-0.0019723i,0.00025133-0.00084876i,0.00040727-0.00022238i,4.3801e-05-0.00026323i,0.00022795+0.0002336i,-9.535e-05+0.00084508i,-0.00037122+0.00031974i,5.5011e-05-0.00090749i,-0.00015252-0.00063501i,0.00045092+0.00042103i,0.0011774+0.00074661i,0.00075803+6.0283e-05i,0.00057325-0.0013398i,0.00082161-0.0015102i
-0.00031859-0.00049038i,0.00014924+0.00049838i,0.00053043+0.0011047i,0.0016894+0.00073221i,0.0021437+0.00048819i,0.0010505+9.7091e-05i,0.00022781-0.00052342i,-0.00022921-0.00039277i,-0.00049596+0.00046569i,-8.0553e-05+0.00069283i,2.8891e-05+0.00019031i,-0.00045835-0.00017989i,-0.0011232+0.0001844i,-0.0010985+0.00060472i,-0.00092657+0.00036504i,-0.00069388-0.00024537i,-0.00035776-0.00041996i,0.00029683-0.00047913i,0.0002957-0.00032168i,0.00012572-0.00044114i,0.0004007-0.00029541i,-0.00067973-0.00046089i,-0.00064506-0.0004277i
-0.0019224-0.00027067i,-0.0020466+0.0015662i,-0.0019319+0.0018011i,-0.0014552+0.0010016i,-0.00056447+0.00091828i,0.00010123+0.0010077i,0.00068074+0.00049631i,-0.00011171-5.6805e-05i,-0.0010492+0.00021718i,-0.00072909+0.00021926i,-0.00024142-0.00054914i,-0.00039733-0.00018804i,-0.0001983+0.00013856i,0.00040158-0.00067627i,-0.00015632-0.0012343i,-0.00097393-0.00056439i,-1.4355e-05+0.00041536i,0.00088787+0.00071374i,0.0012267+0.00059284i,0.0016103+0.00034685i,0.001399-0.00029502i,0.00030374-0.00031204i,-5.1634e-05+0.00035416i
-0.0015772-0.00088376i,-0.0020743-0.00019976i,-0.0018886-0.00020795i,-0.0010749-0.00016853i,-0.00044086+0.00048378i,-2.6571e-05+0.00016773i,-0.00020457-0.00054131i,-0.0005361-0.00085086i,-0.0012889-0.00049204i,-0.00098073-0.00039123i,-0.00031183+8.2365e-05i,-0.00036653+0.0005865i,-0.00091691-0.00017457i,-0.00072182+3.1051e-05i,-0.00016066+0.00039351i,-8.4133e-05+0.00023748i,-2.8598e-05-7.5949e-05i,-3.8054e-05-9.5463e-05i,0.0003612+6.7166e-05i,0.00080486+0.00064596i,0.00028558+0.00084683i,0.00040501+0.00027405i,0.0015269+0.00055253i
-0.00022962-0.0010276i,0.0006308-0.00051505i,0.00058231+0.00098833i,-0.00030922+0.0013557i,-8.5578e-05+0.0010219i,-8.0446e-05+0.001151i,-0.00056301+0.00018842i,-0.001203-0.0014059i,-0.0010264-0.0016986i,-0.00033161-0.00093881i,-9.2092e-05+0.00020281i,-8.9715e-05+0.00098226i,-0.0002243+0.0007767i,-0.00034701-0.00030704i,-6.4799e-05-0.00069885i,-7.0205e-05-0.00076135i,-0.00016804-0.00053603i,-0.00042005-0.00014041i,-0.00051192-0.00011535i,-0.00031552+6.6346e-05i,4.9687e-05+0.0004744i,0.00067367+0.0011489i,0.00065781+0.00096499i
0.0017954+0.0011307i,0.0013309-0.00052893i,0.0011336-0.0022524i,0.0016172-0.0024061i,0.00064891-0.0018568i,-0.0010094-0.001161i,-0.0010913-0.00037113i,-0.00047588-0.00016561i,0.0002135+0.00022751i,0.00016546+0.00016147i,0.00029769-4.6125e-05i,0.00042343-0.00025379i,-0.0002711-0.00026816i,-0.00010796+0.00014098i,0.00039597+0.00065644i,-9.2444e-06+0.00036067i,0.00015146+0.00051306i,2.0703e-05+0.00052504i,-0.00020536+0.00074889i,-0.00020928+0.00092291i,-0.00030152+0.00069406i,-4.737e-06+0.00089844i,0.0010195+0.0010205i
0.00081001+0.0003528i,0.0013377-0.00012378i,0.0014864-0.0010119i,0.00029099-0.00052665i,-7.2197e-05+0.000385i,0.00053686-0.00053682i,0.00038424-0.0014251i,-0.0002026-0.0014406i,4.0184e-05-0.00063337i,0.00052793-0.00017134i,-5.893e-05+0.00020543i,-0.00074292+0.00046426i,5.9316e-06+9.4549e-05i,0.0011486-0.00048546i,0.0012672-0.00013075i,0.000392+0.00074397i,-3.5754e-05+0.00070847i,-0.00012865+5.9139e-07i,0.00014915-0.00032829i,2.3947e-05-0.0007249i,-0.00035745-0.00075545i,-0.00028621-0.00047614i,0.00018237-0.00047298i
2.4169e-05-0.0014002i,-0.0016864-0.00040596i,-0.0024026-0.00042057i,-0.0021858+0.00049086i,-0.0014078+0.001942i,7.0709e-05+0.0019953i,-0.00027086+0.00086003i,-0.0011598-0.00033087i,-0.0008668-0.00062089i,-0.00070976+0.00052447i,-0.00067835+0.0011946i,-0.00039821+0.0005073i,0.0005731-8.886e-05i,0.001566-0.00033509i,0.00093348-0.00016357i,-0.00023279+0.00022779i,-0.00050274+9.5124e-05i,-5.2283e-05-0.00046017i,7.31e-05-0.0010042i,-0.00018914-0.0011933i,-0.00047191-0.00087361i,-0.00073991-0.00049551i,-0.0005482+0.00029917i
0.0018606-0.0010616i,0.00069733-0.0021203i,0.00018614-0.0027296i,-0.00017918-0.0025943i,0.00041317-0.0010042i,-6.2563e-05+0.00038707i,-0.0013542+0.00024388i,-0.0013294-0.00026821i,-0.00090999-0.00056768i,-0.0012778-0.0006751i,-0.00098206-0.00015181i,-0.0003457-8.8595e-05i,0.00024876-0.00054658i,0.00078116+9.4095e-05i,0.0010834+0.00059087i,0.0014361-7.7146e-05i,0.000971-0.00066548i,0.00028362-0.00053105i,0.00043864+5.2708e-05i,0.00025655+0.0001548i,0.00051035-0.00038535i,0.00098821-0.00043154i,0.00086041+0.00055998i
7.0985e-05-0.0013529i,0.001286-0.0012398i,0.0013071+1.4353e-05i,0.00041578+0.00046302i,0.00041343+0.000492i,0.001367+0.00020001i,0.00044631-0.00022583i,-0.0010239-0.00041369i,-0.00036423-0.00056943i,0.00054056-0.00047601i,0.0011681+0.00021306i,0.0012088+0.00079735i,0.00061005+0.00022514i,0.0007373-0.00028333i,1.0517e-05-0.00056422i,-0.00050161-0.00013604i,-5.3838e-05+0.00038866i,0.00012384+8.4535e-05i,0.00052255-3.4029e-05i,0.00050063+0.0001079i,-0.00010248-9.7278e-05i,-0.00047013+0.00019179i,0.00022348+0.00029554i
0.00058063+0.0016383i,0.00020293+0.0016709i,-8.2758e-05+0.001781i,-7.898e-05+0.00098443i,-0.00020132+0.00024031i,-0.00012696-0.00048472i,-0.00067396-0.00040832i,-0.0013812-0.00025978i,-0.00098209-0.0012088i,-0.00073713-0.00099436i,-0.00031897-0.00066865i,7.5831e-05-0.00018343i,0.00024815+0.0010033i,0.0005096+0.0011961i,0.00034436+0.00030697i,-0.00037702-0.00015166i,0.00019201+0.00036726i,0.00061012+0.00014171i,-0.00037722-0.00042707i,-0.00071825-3.2632e-05i,-0.00032394-7.2683e-05i,-0.00015884-9.0827e-05i,0.00024954+0.00031204i
-0.00062151-0.00017642i,-0.00064531-0.00014021i,-0.0009308-1.5639e-05i,-0.00055565+0.00026757i,0.0006084+1.3001e-05i,0.00091373-0.0005057i,-4.6784e-05-0.001103i,-0.00095691-0.0017354i,-0.0011237-0.0015475i,-0.0012819-0.00047076i,-0.00063447+0.00010576i,0.00012026+9.8819e-05i,0.00020002+0.00016034i,-7.4939e-05-0.00038958i,-5.843e-05-0.00075027i,0.00012138-0.00083507i,0.00020058-0.0010302i,-2.6455e-05-0.00084705i,-2.4764e-05-9.0842e-05i,0.00047673+0.0013055i,0.00058735+0.0015718i,0.00011938+0.0006363i,-0.000949+5.9954e-05i
0.00082811+3.24e-05i,0.0018536-0.0014354i,0.0018939-0.0020304i,0.00054004-0.0012305i,0.00019109-0.00032898i,-8.6711e-05-0.000539i,-0.00052765-0.0010129i,-0.00053129-0.0012144i,-9.0182e-06-0.00080021i,0.00027314+0.00039524i,-4.6876e-05+0.00034915i,0.00033438-0.00055733i,0.00073424-0.00045009i,0.00092784-0.00044961i,0.00059402+0.00020004i,-0.00044046+0.00081397i,-0.00029056+0.00049023i,-0.000156+0.00049945i,-3.528e-05+8.7074e-05i,0.00096613+2.5791e-05i,0.00079984+0.00021154i,3.9965e-06-8.4089e-05i,7.527e-06+7.1084e-05i
0.0011351+0.0028001i,0.0010821+0.0018596i,0.0014973+0.00074599i,0.0014322-0.00066643i,0.00094751-0.0016212i,-8.7577e-05-0.0015289i,-0.0011555-0.0013654i,-0.0012914-0.0014817i,-0.00055156-0.00075559i,0.00042125-2.9145e-05i,0.0010392-0.00029697i,0.00067404-0.00099973i,-0.00017907-0.0014881i,-0.00089893-0.0013822i,-0.0011408-0.00072964i,-0.000678-0.0002236i,-0.00015071-8.0507e-05i,0.0010254+0.00022357i,0.0012116+0.00011768i,0.00067193-0.00053887i,0.00052477-0.00045225i,0.00039349+0.00052214i,0.00052226+0.00020065i
-0.00070227+0.00069936i,-0.0011565+0.00014592i,-0.0017268+0.00011465i,-0.0013271+0.00034471i,-0.00030992+0.00036373i,0.00032229-0.00020262i,0.00019087-0.00022541i,-0.00044809-0.00018617i,-0.0010754-0.00083703i,-0.0004866-0.00077716i,-0.00032798-0.00047105i,-0.00069569-0.00019727i,-0.00014435-0.00025903i,-4.7418e-05-0.0005301i,-0.00045527-0.00061211i,0.00022815-1.489e-05i,0.00073208+0.00089709i,0.00045879+0.00010611i,-4.6753e-05-0.00060265i,-7.533e-06+5.3337e-05i,0.00074647+0.00033045i,0.00096958+0.00096199i,0.00063806+0.00094127i
6.9929e-05+0.00077431i,0.0003397+0.0010406i,0.0016922+0.00021951i,0.0018097-0.00087947i,0.0011959-0.0014558i,0.0005396-0.0011861i,2.9311e-06-0.00083621i,-0.00026333-0.00043391i,8.3715e-06+0.00012156i,0.00072598+0.00042925i,0.00091653+0.00070217i,0.00050192+0.00074717i,2.6063e-05+0.00021125i,-0.00010936-3.9506e-05i,0.0009822-0.00036386i,0.0015946-0.00021212i,0.00066427-0.00011437i,0.00046008-0.00045365i,0.00034951-0.00025775i,3.641e-05+0.00022396i,3.339e-05+0.00053659i,0.00010581+0.00017382i,-0.00050119+0.00045938i
0.0020099+0.00026511i,0.0012782-0.00079995i,0.00086402-0.00131i,0.00044771-0.0011037i,-0.00012872-0.0012557i,-0.00013102-0.0015041i,0.00020689-0.0013531i,0.00042072-0.0007088i,0.00057264-0.00090395i,-0.00025578-0.0016244i,-0.00016644-0.0015301i,0.0010184-0.00038627i,0.00075699+0.00060898i,-0.00021289+0.00031902i,-0.00071077-5.4468e-05i,-1.4855e-05+0.00013699i,0.00056283+0.0003243i,-0.00032+0.00021865i,-0.00016114-0.00036346i,0.00082799-0.00069063i,0.00084365+0.00025709i,0.00062788+0.0009039i,7.7013e-05+0.00073024i
0.0017808-0.0010027i,0.00090843-0.0015478i,0.00076271-0.0016043i,0.00055949-0.0013933i,0.00047315-0.00064768i,-5.3561e-05-0.00012975i,-0.0005496-0.00057068i,-0.00075517-0.00077659i,-0.0006902-0.00036205i,-0.00022343-4.6855e-05i,-0.00011179-0.00022201i,-0.00028532+0.00029687i,0.00016599+0.00079741i,0.00057237+0.00039486i,0.00039737-0.00018246i,0.00020463-0.00028146i,0.00012778+0.00018423i,5.4106e-05-0.000223i,-0.00017732-0.000942i,0.00042793-0.00053337i,0.0010797-0.00012704i,0.00087616-0.00012898i,-0.00011228-0.0002051i
0.00015684+0.00094423i,0.00044015+0.0004353i,-0.0001047-0.00029336i,-0.00037119-0.00084027i,-0.00037764-0.0012116i,0.0001998-0.00074674i,0.00041442-0.00065759i,-0.00016191-0.00086586i,-0.00047021-0.00079231i,-2.0529e-05-0.00084107i,0.00018588-0.00055584i,0.0003859-0.00027008i,0.0011072-0.00081527i,0.0013848-0.0011625i,0.001118-0.00036937i,0.0012106+0.00030396i,0.0007624+0.00035822i,0.00039627-0.00027341i,0.00012547-0.0011817i,4.8663e-05-0.0010197i,0.00049038-0.00045645i,0.00013462-2.7322e-05i,-0.00068551+0.00022197i
-0.0009608-0.0018948i,-0.0017495-0.0020831i,-0.0022249-0.002442i,-0.0017813-0.00039247i,-0.00096175+0.002405i,-0.00079207+0.0028677i,-0.00029114+0.0010692i,-0.00031967-0.0002853i,-0.0011455-0.00063038i,-0.00035668-0.00095697i,0.00085929-0.00087191i,0.0010826-0.00022681i,0.0011303+0.00011136i,0.0012509+7.4024e-05i,0.00074039-0.00025784i,0.00092454-0.00027358i,0.00070229+0.00038949i,-2.0612e-05+0.00071478i,8.6062e-05+0.00015728i,0.00013739-0.00042547i,-0.00012191-0.00044333i,9.0705e-05+0.00029425i,-5.2787e-05-4.7486e-05i
0.00011284+0.0014975i,0.0018442+0.00020298i,0.0022461-0.00075462i,0.0012262-0.0002494i,0.0010346-9.0943e-05i,0.00085866-0.00070503i,0.00041275-0.00022533i,5.7668e-05+0.00020578i,-0.00056085-0.00025479i,-0.0006769-0.00060853i,-3.6821e-05-5.2433e-05i,0.00046922-0.00012005i,0.00059241+0.00034154i,0.00039323+0.00049355i,8.8321e-05+0.00019672i,0.00011262+0.00037117i,0.0002136+0.00085614i,-0.00011936+0.00046415i,-0.00032226+0.00026208i,-8.8045e-05+5.3878e-05i,-0.00013833-2.204e-05i,-0.00041333+0.00072985i,-2.9972e-05+0.000383i
-0.0010953+0.0013424i,0.00045998+0.0015014i,0.0011803+0.0012965i,0.0015569+0.0016514i,0.0017852+0.0012113i,0.0022652-7.8423e-05i,0.0016137-0.00091613i,5.0085e-05-0.0010285i,-0.00019446-8.1652e-05i,0.0010982+0.00071929i,0.00069274+0.00051444i,0.00014021-6.8147e-05i,0.00047575+0.0003162i,0.00031224+0.00092286i,0.00013259+0.0006487i,0.00021039+0.00098509i,0.00013264+0.00098987i,-0.00031884+0.00026513i,-0.00086074-0.00011189i,-0.00045571+0.00029304i,-0.00033001+0.00072064i,-0.00039469+0.00052664i,0.00050599+0.00010441i
0.0010926+0.00040201i,0.0016358+0.0011242i,0.0015848+0.00041583i,0.00079491+0.00076084i,0.00028544+0.0010414i,0.0004699+0.00041792i,0.00053169+0.00012535i,-0.00034078+6.8372e-05i,-0.0013309+0.00058601i,-0.00086745+0.00035605i,9.2848e-05+0.00040895i,0.00076306+0.0016504i,0.00064542+0.001727i,-0.00011932+0.00074538i,-0.00087787+7.8833e-05i,-0.00078884-0.00016794i,-0.00026123-0.00040249i,-5.9557e-05-0.00054607i,-9.6515e-05-0.00021241i,-0.0002389+0.00017437i,-8.7627e-05+0.00036501i,-0.00026612+7.0321e-06i,-0.00021898-0.00033957i
0.0010147-0.0017825i,-0.0010626-0.00087071i,-0.0018848-0.0008667i,-0.0011655-0.00086469i,-0.00020922-0.00016548i,0.00052727+0.00022787i,0.00029873+0.00033615i,-0.00025332-0.00039234i,9.2758e-05-0.0013668i,-0.00011429-0.0010506i,-0.00041972-0.00052411i,-0.00057302-0.00010318i,-0.00010561+0.00011102i,0.00027295+0.00026165i,-0.00021562-9.0846e-05i,3.6444e-05-0.00029888i,0.00010809-0.00026126i,-0.0002201-6.1574e-05i,0.00022862+0.00087945i,0.00089273+0.00040177i,0.00084164-0.00085236i,0.00077303-5.1852e-05i,0.00010405+0.00064495i
7.0829e-05+0.0025496i,0.00085329+0.0023604i,0.0016314+0.0021265i,0.0023809+0.001039i,0.001694+0.00016481i,0.00029153-0.00095193i,-0.000868-0.0016074i,-0.0015556-0.00074852i,-0.00058389-0.00016952i,0.0013688+0.00014093i,0.0017732+0.00046728i,0.00085946+0.0010892i,-0.00010798+0.00096843i,-0.00048054+0.00052301i,-0.00035769+0.00056479i,-0.00022866+0.00038883i,-0.00031928+8.0668e-05i,-0.00098604-0.00040152i,-0.0014008-0.00033749i,-5.1962e-05-5.3735e-05i,0.00048389-0.00039663i,-4.7428e-05-0.00023736i,-0.00013301+0.00061691i
0.00065821+0.0016725i,0.0014913+0.0019758i,0.0024742+0.0030918i,0.0014244+0.0018615i,0.00047506+0.00049322i,0.00020819+0.00024804i,3.928e-05-0.00017716i,0.00011458-0.00045451i,-0.00045636-6.4851e-05i,-0.00087432+0.00056446i,-0.00055241-0.00011581i,-0.00043621-0.00076334i,-0.00020769-0.00049499i,-8.1982e-05-0.00037695i,-0.00053314-0.00036754i,-0.00017384+0.0001381i,0.00058838+0.0010041i,0.00046195+0.00048441i,6.4936e-05-0.00021441i,-0.00034266+0.00025103i,-3.9347e-05+0.00048969i,0.00034946+0.00024461i,0.00062877+0.00051476i
-0.0014307-0.00056607i,-0.0018655-0.00061996i,-0.0010079-0.00013008i,-0.00085633-0.00067997i,-0.00029997-0.0016648i,0.00010365-0.0010301i,0.00014345-0.00087525i,0.00020706-0.00084041i,0.00019773+1.1152e-05i,0.00065307-0.00037843i,0.0013626-0.00096407i,0.00093113-0.00060813i,-0.00040029-0.00029768i,-0.00085805+4.5847e-05i,-0.00028198+0.00046913i,0.00019016+0.00084974i,5.8827e-05+0.00076003i,-0.0002256+0.00049669i,2.6607e-05-0.00020574i,0.00078274-0.00014193i,0.00090087+0.00045974i,0.00049682+0.00083585i,0.00025716+0.00072016i
-0.00091942-0.0018744i,-0.0022752-0.0029425i,-0.0023568-0.0020569i,-0.0018872-0.00043472i,-0.00061747-0.00027769i,0.00025851-7.6596e-05i,0.00082585-0.00050539i,0.0011131-0.001102i,0.00020048-0.0010056i,0.00031994-0.00065775i,0.00069236-0.0001071i,0.00025419+0.00023251i,0.00041156-0.00010231i,0.00071972-0.00034705i,0.00038293-0.00018431i,0.0006083-0.00025611i,0.00095134-0.00025281i,0.00023079+0.00012225i,3.9092e-05-0.00024479i,0.00088869-0.00032815i,0.00071402-0.00047076i,5.7685e-05-0.00098455i,0.0001461-3.6926e-05i
-0.0027943-0.0018216i,-0.0016049-0.00049151i,-0.00070809+0.00070569i,-4.5447e-05+0.0012132i,0.00077519+0.00098745i,0.0012658-0.00018117i,0.00082204-0.0010825i,0.00039537-0.0010748i,2.7018e-05-0.00045075i,0.0001262+0.00029558i,0.00080633+0.00047918i,0.0012163+0.00033123i,0.00056746-0.00021938i,0.00016597-0.00060306i,-0.00013502-0.00043475i,0.00041052-0.00043772i,0.00061595-0.00047952i,-9.4669e-05+0.00027925i,9.519e-05+0.00070356i,-0.00016461+0.00070642i,-0.00018566+0.00020851i,0.00076052-0.00022824i,0.00097287+0.00010532i
0.00043806+0.0013631i,0.0012404+0.00068759i,0.0014005+0.00020419i,0.0013463+1.6265e-05i,0.00097337-0.00079349i,0.0007002-0.0015759i,0.00077673-0.0010595i,8.4309e-05-0.00048023i,0.00080268+0.00014234i,0.0017279+0.00012671i,0.0011142-5.0579e-05i,0.0003776+0.00049788i,4.3821e-05+0.00092261i,1.1781e-05+0.0010676i,-0.00011287+0.0012023i,6.1091e-05+0.00062152i,0.00050267-9.4107e-05i,0.00086259-0.0006577i,0.0010492-0.00087136i,0.00078101-0.00059011i,4.6667e-05-0.00041363i,-0.00025656-0.00020649i,-0.00045709+3.8619e-05i
0.0030952-0.00080536i,0.002304-0.00028621i,0.0012474-0.0011291i,0.001013-0.0017863i,0.00060771-0.00092955i,-0.00019207-4.1065e-06i,-0.0010197-7.5232e-05i,-0.0010406-0.0010184i,-0.00042856-0.0016764i,-0.00019726-0.0010089i,0.00043634+0.00029229i,0.0008303+0.001349i,4.0771e-06+0.0015331i,-9.6812e-05+0.00057111i,0.00023568+2.7854e-06i,0.00030666+0.00018912i,0.00036693-0.00016114i,0.00017216-0.00080381i,0.00034711-0.00030578i,0.00017245+0.00044416i,-0.00042162+3.2071e-05i,5.3578e-05+0.00013611i,0.0011896+0.00057305i
-0.00042789+0.0012899i,-0.00084484+0.0011855i,-0.0008302+0.00098508i,-0.00013451+0.001203i,0.00095977+0.0008993i,0.00059881+6.8454e-05i,-0.0003812-0.00031674i,-0.00047331+0.00013867i,-1.1754e-05+0.00058103i,0.00026075+0.00071503i,0.00030235+0.00038257i,0.00016251+0.00032489i,-2.5219e-05+0.000543i,0.00015676+0.00014788i,0.00013637+0.00029583i,-0.00068375+0.00056782i,-0.0011318+0.00071764i,-0.0011504+0.00076089i,-0.00085383-0.00011651i,-0.00074779-0.00026639i,-0.00094288-0.00022574i,-0.00034444-0.0009567i,-5.8974e-05-0.0012264i
0.00043321+0.0025314i,0.0015039+0.002234i,0.0019201+0.0016083i,0.0013524+0.0008786i,0.0013969+0.00032129i,0.00073145-0.00096057i,-0.00033901-0.0013536i,-0.0011449-0.00070021i,-0.0013976-0.0006563i,0.00010916-0.00041839i,0.0013741+0.00039801i,0.0011386+0.00094244i,0.00029912+0.0011283i,0.0004787+0.00093405i,0.0010999+0.0012369i,0.00041323+0.0010822i,0.00034647-1.4045e-06i,0.0007289+0.00029002i,0.00068984+0.00058114i,0.00043249+4.2756e-05i,-3.8e-05-0.00056883i,-0.00091579-0.00011383i,-0.00048254-8.8477e-05i
0.0015112+0.00080172i,0.0017015+0.0010735i,0.0019977-0.000463i,0.00052921-0.0017646i,-0.0013313-0.0015723i,-0.0012957-0.0011341i,-7.1844e-05-0.0011151i,-1.5049e-05-0.0012837i,-0.0011806-0.0011048i,-0.0010103-0.00064534i,-0.00038426-0.00050521i,0.00013194-0.0002236i,-0.0003602+0.00050445i,-0.00095641+0.00060148i,-0.00044+0.00029646i,-0.00068086+0.00029409i,-0.00077276+0.00071202i,-6.5231e-05+0.00078964i,0.00030303+0.00051502i,0.00080708+0.00023191i,0.0012396-0.00016039i,0.0005991-0.00042448i,-0.00055172-6.4101e-05i
-0.0039866-9.8386e-05i,-0.0040189+0.00076341i,-0.002848+0.0012231i,-0.00063372+0.0020771i,0.00065964+0.0015221i,0.0008326+0.00069579i,-2.9663e-05+9.0192e-05i,-0.0011905-0.00042591i,-0.0014794-0.00030492i,-0.0012062+0.00046263i,-0.00060025+0.00072379i,6.3711e-05+8.5984e-05i,0.00020647-0.0006757i,-0.00011964-0.0009601i,-0.00039297-0.000753i,2.242e-05+0.00020104i,0.00064843+0.0012699i,0.0015695+0.0012378i,0.0015101+0.00059073i,0.00034666+0.00060811i,3.25e-05+0.00024246i,0.00028495-0.00017919i,0.00030072+0.00023404i
-0.00095854-0.0009253i,-0.00058763-0.0010664i,-0.00064018-0.0014883i,-0.00071665-0.0010449i,7.1059e-05+0.0001295i,0.00061063+0.00092564i,-0.00020696+0.00048153i,-0.0012931+0.0002136i,-0.00035962+3.641e-05i,0.00056294-0.00016081i,-0.00011913-0.00011819i,-0.00036433+0.00034187i,0.00059574+0.0010444i,0.0011211+0.00071357i,0.00068251+0.00032611i,0.00034443+0.00067506i,-8.0118e-06+0.00036012i,0.00011834-0.00061958i,0.00049042-0.00086768i,0.00079005-0.00060859i,0.00072775-0.00029132i,0.00027461-0.00013064i,0.00082254-1.974e-05i
0.0010315+0.0011551i,0.0011241+0.00087518i,0.00097862+0.0007958i,0.00092606+8.4462e-05i,0.0014929-0.00052271i,0.0019156-0.0005862i,0.00081181-0.00024997i,4.9684e-05-0.00016135i,0.00031647-8.1027e-05i,0.00022535-2.543e-05i,0.00010226-0.00054748i,0.00021265-0.00050098i,-3.5088e-05+0.00081339i,-0.00043248+0.00093367i,0.00029393+0.00072501i,0.00076661+0.0006057i,0.00064685-0.00010434i,0.00037934-0.00027779i,9.9892e-05-0.00013057i,0.00053628+0.00035865i,0.00037523+0.00081587i,-0.00011855-1.0729e-05i,9.2565e-05-0.00019855i
